@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R2,6,9,12-18,20,27,37,52-53,57-58'

@attribute Word_freq_address numeric
@attribute Word_freq_over numeric
@attribute Word_freq_order numeric
@attribute Word_freq_will numeric
@attribute Word_freq_people numeric
@attribute Word_freq_report numeric
@attribute Word_freq_addresses numeric
@attribute Word_freq_free numeric
@attribute Word_freq_business numeric
@attribute Word_freq_email numeric
@attribute Word_freq_credit numeric
@attribute Word_freq_george numeric
@attribute Word_freq_1999 numeric
@attribute Char_freq4 numeric
@attribute Char_freq5 numeric
@attribute Capital_run_length_total numeric
@attribute Spam {1,0}

@data
14.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
14.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
0,0,0,0,0,0,0,0,0,0,0,14.28,0,0,0,7,0
0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,36,0
0,0,0,3.17,0,0,0,0,0,0,0,0,0,0,0,18,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
0.09,0,0.87,0.29,0.09,0,0.19,0,0,0,0,0.09,0.19,0,0.041,686,0
0.08,0.07,0.14,0.05,0,0.02,0.01,0.02,0,0.01,0,0.04,0.45,0,0.004,3086,0
0,0,0,1.12,0,0,0,0,0,0,0,1.12,0.56,0,0,85,0
0,0,0,0,0,0,0,0,0,0,0,0.83,0,0,0,148,0
0,0,0,1.4,0,0,0,0,0.7,0,0,0.7,0,0,0,377,0
0,0,0,0,0,0,0,0,0,0,0,0.39,0,0,0,42,0
0,0.49,0,0.49,0.99,0,0,0,0,0,0,0,0.49,0,0,87,0
0,0,0,0.44,0,0,0,0,0,0,0,0.88,0,0,0,132,0
0,0.05,0.47,0.15,0,0,0,0,0.26,0.05,0,0.05,0.85,0,0.014,1303,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0.49,0.24,0.037,0,206,0
0,0,0,4.54,0,0,0,0,0,0,0,0,0,0,0,41,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0
0,0,0,0,0,0,0,0,0,0,0,1.66,0,0.304,0,34,0
0,0,0,0,0,0,0,0,0.86,0,0,0,0,0,0,35,0
0,0,0,0,0,0,0,0,0,0,0,1.52,0.5,0.094,0,63,0
0,0,0,0,0,0,0,0,0,0,0,1.2,0,0.237,0,62,0
0,0,0.51,0.15,0,0,0,0,0,0.05,0,0.05,0.46,0,0.014,1423,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.178,0,14,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
0,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0
0,0,0,0,0,0,0,0,0,0,0,1.26,0,0.208,0,51,0
0,0,0,0.88,0,0,0,0,0,0,0,0,0,0,0,44,0
0,0,0,0.63,0,0,0,0,0,0,0,1.91,0.63,0,0,105,0
0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,317,0
0,0,0,1.39,0,0,0,0,0,0,0,0,0,0,0,89,0
0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,1.66,0,0,0,77,0
0,0,0,1.06,0,0,0,0,0,0,0,1.06,0,0,0,25,0
0,0,0.36,0,0,0,0,0,0,0.36,0,0,0,0,0,69,0
0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,16.66,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,6,0
0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,5,0
0,0,0,0.76,0,0,0,0,0,0,0,0,0.15,0,0,272,0
0,0,0,0,0,0,0,0,0,0,0,0,1.92,0.178,0,50,0
0,0.07,0.74,0.22,0,0.07,0,0,0,0.07,0,0.07,0.59,0,0.021,706,0
0,0,0,0,0,0,0,0,0,0,0,2.32,0,0,0,11,0
0,0,0,0.86,0,0,0,0,0,0,0,0,0,0,0,69,0
0,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,126,0
0,0,0,0,0.86,0.86,0,0,0,0,0,1.72,1.72,0.135,0,103,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
0,0,0,0.55,0,0,0,0,0,0,0,0,0.83,0,0,316,0
0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,22,0
0,0,0,0.46,0,0,0,0,0,0,0,0.93,0.46,0,0,330,0
0,0,0,3.44,0,0,0,0,0,0,0,0,0,0,0,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.404,0,27,0
0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,85,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
0,0,0,1.4,0,0,0,0,0.7,0,0,0.7,0,0,0,376,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0
0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0.265,31,0
0,0,0,1.22,0,0,0,0,0,0.61,0,0,0.61,0,0,128,0
0,0,0,0,0,0,0,0,0,0,0,1.16,0,0,0,18,0
0,0,0,1.75,0,0,0,0,0,0,0,0,0,0,0.651,18,0
0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,105,0
0,0,0.77,0.25,0,0,0,0,0,0.08,0,0.08,0.43,0,0.024,598,0
0,0,0,0,0,0,0,0,0,0,0,0.7,0.47,0,0,334,0
0,0,0,0.86,0,0,0,0,0,0,0,0,0,0.167,0,24,0
0,3.44,0,0,0,3.44,0,0,0,0,0,3.44,0,0,0,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,8.333,0,8,0
0,0,0,0.84,0,0,0,0,0,0,0,0,0.28,0,0,191,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.632,0,4,0
0.17,0,0,0.88,0,0,0,0,1.95,0,0,0,0,0,0,232,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
0,0,0,0,0,0,0,0,0,1.26,0,0,0,0.149,0,37,0
0,0,0,0,0,0,0,0,1.56,0,0,0,0,0,0,15,0
0,0,0,0.33,0.33,0,0,0,0,0,0,0,0.66,0,0,181,0
0,0,0,0,0,0,0,0,0,0,0,0,1.8,0.281,0,76,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
0,0.08,0.08,0.74,0.57,0.16,0,0,0.41,0,0,0,0.24,0,0.023,740,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
0,0,0,0,0,0,0,0,0,0,0,9.09,0,1.282,0,8,0
0,0.27,0,0.27,1.39,0,0,0.27,0,0.27,0,0,0,0,0,55,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.613,0,8,0
0,0,0,0.99,0,0,0,0,0,0,0,0,0.49,0.091,0,51,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.438,0,7,0
0,0,0,1.53,0,0,0,0,0,0,0,0,0,0,0,20,0
0,0,0,0,0,0,0,0,0,0,0,0,0.61,0,0.118,35,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,70,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.169,0.169,52,0
0,0,0,0,1.13,0,0,0,0,0,0,0,0,0,0.211,31,0
0,0,0,0.69,0,0,0,0,0,0,0,0,0,0,0,71,0
0,0,0,2.35,1.17,0,0,0,0,0,0,0,0,0.361,0.18,38,0
0,0,0,2.35,0.78,0,0,0,0,0,0,0,0,0.284,0.213,72,0
0,0,0,0,0,0,0,0.45,0,0.45,0,0,0.45,0.056,0,290,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.324,0,56,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
0.35,0.35,0,0.71,0,0,0,0,0,0,0,0,0,0,0,118,0
1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0
0.87,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0.138,47,0
1.08,0,0,3.26,0,0,0,0,0,0,0,0,0,0.169,0,39,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.082,0,115,0
0.36,0,0,0,0,0,0,0,0,0,0,0,0,0.063,0,359,0
0.41,0,0,0.41,0,0,0,0,0,0,0,0,0,0.07,0,354,0
0.35,0,0,0.35,0,0,0,0,0,0,0,0,0,0.06,0,418,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.438,0,17,0
9.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
0,0,0,1.37,1.37,0,0,0,0,0.34,0,0,0,0.406,0,77,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,2.56,0,0,39,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
0,0,0,1.66,0,0,0,0,0,0.83,0,0,0,0.151,0,41,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.903,80,0
0,0,0,1.26,0,0,0,0,0,0,0,0,0,0.074,0,246,0
0,0,0,0.16,0.16,0,0,0,0.16,0,0,0,0,0.561,0,136,0
0,0,0.74,0,0,0,0,0,0,0,0,0,0,0.552,0,72,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
0,0,0,0,0,0,0,0,0,0,0,0,0,32.478,0,5,0
0,0.19,0,0.58,0.19,0,0,0.78,0,0.39,0,0,0,0.444,0,122,0
0,0,0,0,0,0,0,0.29,0,0,0,0,0,0,0,55,0
0,0,0,0,0,0,0,0,0,0,0,0,1.61,0,0,53,0
0,0.74,0,0.74,1.49,0,0,0,0,0,0,0,0,0,0,34,0
0,0,0,0,0,0,0,0,0,0,0,0,1.66,0,0,50,0
0,0,0,0.63,0,0,0,0,0,0,0,0,0.63,0,0.079,98,0
0,0,0,0,0,0,0,0,0,0,0,0,3.03,0,0,25,0
0,0,0,0,0,0,0,0.93,0,0,0,0,0.93,0,0,65,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0
0,0,0,1.61,0,0,0,0,0,0,0,0,0,0,0,19,0
