@relation spambase

@attribute Word_freq_make numeric
@attribute Word_freq_all numeric
@attribute Word_freq_over numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_internet numeric
@attribute Word_freq_order numeric
@attribute Word_freq_mail numeric
@attribute Word_freq_free numeric
@attribute Word_freq_credit numeric
@attribute Word_freq_000 numeric
@attribute Word_freq_hp numeric
@attribute Word_freq_650 numeric
@attribute Word_freq_labs numeric
@attribute Word_freq_data numeric
@attribute Word_freq_direct numeric
@attribute Word_freq_original numeric
@attribute Word_freq_project numeric
@attribute Word_freq_edu numeric
@attribute Char_freq3 numeric
@attribute Char_freq4 numeric
@attribute Char_freq5 numeric
@attribute Capital_run_length_longest numeric
@attribute Spam {1,0}

@data
0.38,0.31,0.03,0,0.19,0.58,0.66,0.23,0,0.46,0,0,0,0,0,0,0,0,0,0.36,0.524,122,1
0.26,0.99,0,0,0.53,0.19,1.12,0.26,0,0.39,0,0,0,0,0,0,0,0,0,0.449,0.265,272,1
0.45,0.42,0.11,0.04,0.21,0.4,0.69,0.23,0,1,0,0,0,0,0,0,0,0,0,0.318,0.754,144,1
0,0.51,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.373,0.149,71,1
0,0,0,1.15,0,0,0,0.38,0.38,1.92,0,0,0,0,0,0,0,0,0,0.486,0.347,6,1
0,0,0,0,0,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0.532,0,28,1
0,1.97,0,0,0,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0.424,0,152,1
0.09,0.59,0.19,0,0,0.09,0.39,0,0,0,0,0,0,0,0,0,0,0,0,5.924,1.33,54,1
0.98,0.41,0.24,0,0.08,0,0.49,0,0,0.49,0,0,0,0,0,0,0,0,0,0.751,0.255,84,1
0.71,0.35,0.17,0.35,0,0,0.35,0.35,0,0,0,0,0,0,0,0,0,0,0,0.234,0.029,97,1
0.05,0.1,0.05,0.15,0.02,0.55,0,0,0.1,0.05,0,0,0,0,0,0,0,0,0.016,0.25,0.046,66,1
0.19,0,0.19,0.77,0,0.19,0.19,0.19,0,0.19,0,0,0,0,0,0,0,0,0.03,0.185,0.216,11,1
0,0,0,0,0,0,0,1.28,0,0,0,0,0,0,0,0,0,0,0,0.23,0.23,41,1
0,0.32,0.65,0.32,0.32,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0.159,10,1
0,0.89,0.44,0,0,0,0,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
0,0.39,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152,0,19,1
0.14,0.44,0.29,0,0,1.47,1.47,0.29,0.14,0.73,0,0,0,0,0,0,0,0,0,1.003,0.215,217,1
0.16,1.23,0.57,0.49,0.32,0.65,0.49,0.9,0.16,0.9,0,0,0,0,0.08,0,0,0,0,0.241,0.228,683,1
0.05,0.4,0.05,0,0.05,0.1,0,0,0.3,0.15,0.05,0,0,0,0,0,0.05,0,0,0.054,0.118,96,1
0.09,0.27,0.09,0,0.18,0.09,0,0,0,0.36,0,0,0,0,0,0,0,0,0.031,0.237,0.031,69,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163,0.326,21,1
0.76,0.38,0.12,0,0.25,0.76,0.31,0.38,0.69,0.44,0,0,0,0,0.12,0.06,0,0,0.053,0.428,0.235,45,1
0,0,0.27,0,1.62,0,1.62,0,0,0,0,0,0,0,1.62,0,0,0,0.038,0.463,0,65,1
0.54,0,0,0,0.54,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1
0,0,0,0,0,0,0,1.26,0,0,0,0,0,0,0,0,0,0,0,0.416,0,42,1
0,0.68,0,0,1.36,0,0,0,0,0.68,0,0,0,0,0,0,0,0,0,0.238,0.238,19,1
0,0.81,0,1.63,0,0,1.63,0.81,0,0,0,0,0,0,0,0,0,0,0,1.212,0,71,1
0.34,0.34,0,2.41,0.34,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1
0.7,0.35,0.35,0.7,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,60,1
0,0,0,0,0,0,0.7,1.41,0,0,0,0,0,0.7,0,0,0,0,0,0,0,44,1
0,0,0,0,0,0,0,0,0,2.24,0,0,0,0,0,0,0,0,0,0.218,0,11,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,1
0.31,0.63,0,0,0,0.42,0.1,0.53,0,0,0,0,0,0,0,0.1,0,0,0,0.358,0.188,75,1
0,0,0,0,0,0,3.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
0,0.38,0.38,0.38,0,0.38,1.94,0.38,0,0,0,0,0,0,0.38,0,0,0,0,0.057,0.057,70,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
0.59,0.09,0.09,0,0.59,0.59,2.09,0.09,0.09,1.39,0,0,0,0,0,0,0,0,0,0.334,0.133,1171,1
0,0.87,0,0.14,0,0,0.43,0.14,0.14,0,0,0,0,0,0.14,0,0,0,0,0.585,0.046,132,1
0.49,0.33,0.41,0.08,0.24,0,1.4,0,0,0.16,0,0,0,0.08,0,0,0,0,0,0.271,0.191,264,1
0.32,0.6,0.13,0,0,0.09,0.69,0.13,0,0.04,0,0,0,0,0.04,0,0,0,0,0.145,0.121,127,1
0.4,0.26,0.2,0.06,0.33,0,1.14,0.4,0,0.53,0,0,0,0,0,0,0,0,0,1.06,0.151,123,1
0,0.68,0,0,0,0,0,0.68,0,0,0.68,0,0,0,0,0,0,0,0,0.309,0,4,1
0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0.57,0,0,0,33,1
0.22,0.78,0.11,0.11,0,0.22,0.11,0.44,0,0.11,0,0,0,0,0,0,0,0,0,0.775,0.224,103,1
0,0,0,0.97,0,0,0,0.97,0,0,0.97,0,0,0,0,0,0,0,0,0,0.167,13,1
0,0.41,0,1.65,0.82,0,0,2.47,0,0,0,0,0,0,0,0,0,0,0,0.199,0,226,1
0,0.32,0.65,0.32,0.32,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0.159,10,1
0,1.02,0,0,0,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0.542,0,19,1
0.11,0.11,0.45,0,0.11,1.02,1.59,0,0,0.45,0,0,0,0,0.11,0,0,0,0,0.265,0.132,144,1
0,0,0,0.98,0,0.49,0,0,0,0.49,0,0,0,0,0,0.49,0,0,0,0,0,12,1
0,0,0,0,0,0,0,0,0,0,0,0.64,0,0.32,0,0,0,0,0,0,0,28,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1
0,1.79,0.59,0,0.59,0,0,0,0,0.59,0,0,0,0,1.19,0,0,0,0,0,0,10,1
0.73,0.36,0,0,0,0.24,1.35,0.61,0,0.49,0,0,0,0,0,0,0,0,0,0.104,0.229,54,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1
0,0,0,0,0.25,0,0.75,0.25,0,0,0,0,0,1.25,0,0,0.25,0,0.095,0.031,0,114,1
0,0,0,0,0.67,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0.085,0.511,0,27,1
0,0,0,0.26,0,0,0,0.26,0,0,0,0,0,0,0,0,0.26,0,0.082,0.369,0,104,1
0.32,0.56,0.24,0.04,1.16,0.4,0.4,0.64,0.16,0.36,0,0,0,0,0.04,0,0,0,0.066,0.37,0.152,181,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.834,0,27,1
0,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.587,0,35,1
0.96,0.48,0.96,0,0,0.48,0,0.48,0,0,0,0,0,0.48,0,0,0,0.48,0,0.175,0.467,259,1
0.28,0.56,0.28,0,1.4,0.28,0.84,0,1.97,0,0,0,0,0,0.28,0,0,0,0,1.282,0.094,63,1
0,0.86,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0,1.133,0,6,1
0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.421,0.21,17,1
0,0,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.427,0,12,1
0.08,0.76,1.02,0.25,0.17,0.59,0.08,0.25,0.17,0.85,0,0,0,0,0.08,0.17,0.08,0.08,0,0.403,0.117,669,1
0.41,0.41,0.1,0.03,0.06,0.52,0.94,0.24,0,0.34,0,0,0,0,0,0,0,0,0,0.425,0.573,131,1
1,0.33,0.66,0,0,0,0,0.66,0,1.66,0,0,0,0,0,0,0,0,0,0.12,0.541,21,1
0.44,0,0,0,0,0,0.44,0.44,0,0,0,0,0,0,0,0,0,0,0,1.083,0.144,28,1
0.84,0,2.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.865,0.301,23,1
0,0.37,0,0.75,0,0,0.37,1.87,0,0,0,0,0,0,0,0,0,0,0,0.242,0,332,1
0,0,0.45,0.45,0.45,0,1.8,0,0,0,0,0,0,0.45,0,0,0,0,0,0.21,0,14,1
0.07,0.82,0,0.07,0,0.67,0.6,0,0.22,0,0,0,0,0,0,0,0,0,0,0.131,0.071,74,1
0,0.56,0.94,0,0.37,0.37,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0.295,0.107,34,1
0,0.39,0,0,0,0,0.78,0.39,0,0.39,0,0,0,0,0,0,0,0,0,0.869,0.186,78,1
0,1.1,0,0,0,0,0.55,0.55,0,0,0,0,0,0,0,0,0,0,0,0.683,0,19,1
0,1.33,0.44,0,0.44,0,0,0,0.89,0.44,0,0,0,0,0,0,0,0,0,0,0,5,1
0,0.56,0.93,0,0.18,0.37,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0.268,0.107,42,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.309,0,11,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,1.05,0,0,0,0,0,0,0,0,1.05,0,0,1.806,0,5,1
0,0,0,0,0,0,0,1.28,0,0,0,0,0,0,0,0,0,0,0,0.23,0.23,41,1
0.17,0.51,0,0.17,0.34,0.17,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,10,1
0.1,0.73,0.1,0.2,0.62,0.1,0.31,0.1,0.93,0,0.1,0,0,0,0.1,0,0,0,0,0.785,0.065,92,1
0,0,0,0,0,0,0.8,1.61,0,0,0,0,0,0,0,0,0.8,0,0,1.192,0,12,1
0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.441,0,4,1
0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0.003,1.542,1.785,9989,1
0,0.18,0.37,0.18,0.18,0,0.18,0,0,0.18,0,0,0,0.55,0,0,0,0,0,0,0.027,11,1
0.54,0.54,0,0,0,0,0,0.54,0,0.54,0,0,0,0,0,0,0,0,0,0.715,0.318,22,1
0,0,0,1.11,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0.202,0,16,1
0,0.29,0.29,0.29,0.29,0,0,0.87,2.61,0,0,0,0,0,0,0,0,0,0,0.14,0,139,1
0.08,0.35,0.17,0.08,0,0.35,0.17,0.53,0,0.08,0,0,0,0,0,0,0,0,0.068,0.369,0.109,119,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.431,0,29,1
2.35,0,0,2.35,0,2.35,0,1.17,0,2.35,0,0,0,0,0,0,0,0,0,0.168,0.336,17,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.284,0,5,1
0,1.16,0,0,0.58,0.58,0,1.74,0,0,0,0,0,0,0,0,0,0,0,0.171,0.085,12,1
0.6,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105,0.315,30,1
0,0,1.47,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.562,0,95,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
0.28,0.28,0.28,0,0.14,0,0,0.14,0,0.14,0,0,0,0.14,0,0,0.14,0,0,0.094,0.118,27,1
0,0,0,0,0,0,0.76,0,0,0,0,0,0,0,0,0,0,1.52,0,0,0,4,1
0,1.63,0.65,0,0,0,0,0.32,0.98,1.3,0,0,0,0,0,0,0,0,0,0.276,0.83,33,1
0,0,0,0.8,0,0,0.8,1.61,0,0,0,0,0,0,0,0,0,0,0,0.21,0,24,1
0.08,0.34,0.17,0.08,0,0.25,0.08,0.51,0,0.08,0,0,0,0,0,0,0,0,0.064,0.348,0.103,119,1
0.18,0.54,0.18,0.54,0,0.54,0.54,0.36,0,0,0,0,0,0,0,0,0,0,0,0.249,0.305,59,1
0,1.17,0,0,0,0,0.78,3.51,0,0,0,0,0,0,0,0,0,0,0,0.864,0.132,44,1
0,0,2.1,1.05,0,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0.171,0.171,6,1
0.43,0.43,0.43,0,0,0,0.87,0,0,1.31,0,0,0,0,0,0,0,0,0,0.298,0.149,47,1
0,0.44,0.22,0,0,0.66,0.44,0.22,0,0.22,0,0,0,0,0,0,0,0,0,0.13,0.196,75,1
0,0,0,0,0,0,0,0.64,0.64,0,0,0,0,0,0,0,0,0,0,2.354,0,13,1
0,0.3,0.3,0.3,0.3,0,0,0.9,2.7,0,0,0,0,0,0,0,0,0,0,0.144,0,139,1
0.52,2.38,0,0.26,0,0.52,0,0.79,0,0,0,0,0,0.26,0,0,0,0,0,0.31,0,71,1
0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0.102,0.716,43,1
0,0.42,0,0.42,0,0,1.27,1.27,0.42,0,0,0,0,0,0.42,0,0,0,0,0.572,0.063,55,1
0.18,0.18,0.36,0.06,0.06,0.06,0.12,0,0.24,0.84,0,0,0,0,0,0.06,0,0,0,0.01,0.167,12,1
0,0,0.43,0.43,0,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0.129,0,46,1
0,0,0,0,3.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207,0.207,25,1
0.17,0.62,0.22,0.05,0.11,0,0.39,0,0,0.56,0,0,0,0,0,0,0,0,0,0.441,0.421,116,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.43,0.87,0,0.87,0,0,0,0,0,1.31,0,0,0,0,0,0,0,0,0,1.021,0.218,59,1
0,0,0,7.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291,0,8,1
0.9,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.564,0,19,1
0.22,0.44,0,0,0,1.32,1.54,0.66,0,0,0,0,0,0,0.44,0,0,0,0,0.659,0.114,65,1
0.85,0,0,0,0,0,0,1.28,0,0,0,0,0,0,0,0,0,0,0,0.535,0.133,110,1
0,0.45,0.22,0,0,0.67,0.45,0.22,0,0.22,0,0,0,0,0,0,0,0,0,0.129,0.193,71,1
0,0,0,0,0.4,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0.601,0.133,108,1
0,1.58,0,1.58,0,0,0,1.58,0,0,0,0,0,0,0,0,0,0,0,0.371,0,21,1
0,0.32,0.32,0,0.16,0,0.65,0.16,0,0.98,0,0,0,0,0,0,0.16,0,0,0,0.29,13,1
0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199,25,1
0,0.31,0.62,0.62,0.31,0,1.88,1.56,0,0,0,0,0,0,0,0,0,0,0,0.77,0,11,1
0,0.84,0,0.84,0,0,1.68,0.84,0,0.84,0,0,0,0,0,0,0,0,0,0.519,0,43,1
0.08,0.32,0.16,0.08,0,0.24,0.08,0.48,0,0.08,0,0,0,0,0,0,0,0,0.061,0.39,0.097,119,1
0,1.28,1.28,0,0,0,0,1.28,0,1.28,0,0,0,0,0,0,0,0,0,0.724,0,9,1
0,0,0,0,0,0,0,0.68,4.76,0,0,0,0,0,0,0,0,0,0,1.255,0,21,1
0.09,0.27,0.09,0,0.18,0.09,0,0,0,0.36,0,0,0,0,0,0,0,0,0.031,0.237,0.031,69,1
0,0,0.4,0.4,0.4,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0.121,0,12,1
0,0.27,0,0,0,0.82,0.54,0.27,0,0,0,0,0,0,0,0,0,0,0,0.085,0.128,20,1
0,0.64,0.64,0,0,0,0,0.64,0,0.64,0,0,0,0,0,0,0,0,0.284,0.662,0,131,1
0,0,0,0,1.25,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,1.023,1.023,25,1
0.5,0.33,0.03,0.13,0.1,0.54,0.77,0.27,0,0.37,0,0,0,0,0,0,0,0,0,0.456,0.5,129,1
0.34,0.25,0.42,0.08,0.25,0.08,1.62,0.08,0,0.34,0,0,0,0,0,0,0,0,0,0.261,0.294,62,1
0,1.56,0,1.56,0,0,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0.7,0,12,1
0.19,0.19,0.19,0.19,0,0.95,0.38,0.19,0,3.62,0,0,0,0,0.38,0,0,0,0.303,0.212,0.303,132,1
0.1,0.03,0.03,0,0,0,0.1,0.37,0,0,0,0,0,0.2,0,0,0.03,0,0,0.034,0.019,113,1
0,0,0,0.81,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0.061,0,0.123,23,1
0,0.71,0,0,0,0.23,0.23,0.23,0.23,0,0,0,0,0,0,0,0,0,0,1.046,0.037,97,1
0,0.2,0.2,0,0,0,0,0,0.2,0.61,0,0,0,0,0,0,0,0,0,0.382,0.223,55,1
0,0.73,0,0.73,0,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0.088,0,29,1
0,0.48,0,0.48,0,0,0,0.48,0,0.48,0,0,0,0,0,0,0,0,0,0.515,0.957,78,1
0,0,0,0.28,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0.13,0,137,1
0.79,0.09,0,0,0.09,0.29,0.09,0.09,0,0.39,0,0,0,0,0,0,0,0,0,0.19,0.247,19,1
0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.434,0,4,1
0.5,0.33,0.03,0.13,0.1,0.54,0.78,0.27,0,0.37,0,0,0,0,0,0,0,0,0,0.445,0.519,136,1
0.56,0.56,0,0,0,0,0.56,0.56,0,0.56,0,0,0,0,0,0,0,0,0,0.91,0.273,22,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.347,0,1,1
0,0.48,0,0.48,0,0,0,0.48,0,0.48,0,0,0,0,0,0,0,0,0,0.486,0.243,78,1
0.19,0.19,0.19,0.19,0.98,0.89,0.59,0,0.59,0.09,0,0,0,0,0.09,0,0,0,0.19,0.412,0.222,49,1
0,0.54,0.54,2.16,0,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0.488,0,148,1
0.14,0.29,0,0,0,1.17,0.29,0.14,0.14,0,0,0,0,0,0,0,0,0,0,0.204,0.127,73,1
0.09,0.59,0.19,0,0,0.09,0.39,0,0.09,0,0,0,0,0,0,0,0,0,0,5.84,1.311,54,1
0,0,0,0,0,0,0,0,0,0.87,0,0,0,0,0,0,0,0,0,3.907,0,70,1
0,0.58,0,0,0.29,0,0,0,0.87,0,0,0,0,0,0,0,0,0,0,1.434,0,64,1
0,0,0,3.12,0,0,0,3.12,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1
0.33,0,0,0.33,0,0,0,1.01,0,0,0,0,0,0,0,0,0,0,0,0.06,0.06,1013,1
0,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1
0,0,0,1.21,1.21,1.21,1.21,0,1.21,0,0,0,0,0,0,0,0,0,0,0.555,0,311,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.699,0.932,39,1
0,0.44,0,0,0,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0.669,0.297,82,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.784,0,39,1
0.28,0.14,0,0.14,0,0.42,0,0,2.53,0.84,0,0,0,0,0,0,0,0,0.137,0.045,0.342,79,1
0,0.55,0.55,0,0.27,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0.582,0.291,35,1
0.93,0,0,1.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.306,0.164,29,1
0.16,0.32,0.65,0,0.65,0,0,0.32,0,0,0,0,0,0,0.49,0,0,0,0,0.622,0.027,12,1
0,0,0,0,0,0,0,0,18.18,0,0,0,0,0,0,0,0,0,0,0,0,2,1
0.68,0.68,0,2.73,0,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0,1.244,0,9,1
0.49,0.99,0.99,0,0,0,0.99,4.97,0,0.49,0,0,0,0,0,0,0,0,0,0.17,0,8,1
0.45,0,0.45,0,0.45,0,0.22,0,0,1.6,0,0,0,0,0.91,0,0,0,0,0.187,0.112,30,1
0.31,0.63,0.47,0.15,0.79,0.15,0.63,0,1.58,0.15,0,0,0,0,0.15,0,0,0,0,1.3,0.127,97,1
0,0,0,0,0,0,0,0,6.32,0,0,0,0,0,0,0,0,0,0,0.649,0,46,1
0,0.84,0,0,0.56,0,0,0.28,0,0,0,0,0,0,0.28,0,0,0,0,0.046,0,6,1
0.17,0.08,0.08,0.08,0.43,0.08,0.08,0,0,0.34,0,0,0,0,0,0,0,0,0.027,0.088,0.013,48,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,26,1
0,0,0,0,0,0,0,0,0,3.17,0,0,0,0,0,0,0,0,0,0.298,0.597,12,1
0,0.15,0.15,0,0,0.9,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0.376,0.05,49,1
0,0,0,0.9,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1
0.52,2.38,0,0.26,0,0.52,0,0.79,0,0,0,0,0,0.26,0,0,0,0,0,0.327,0,71,1
0,0,0,0,0,0,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0.672,0.403,29,1
0,0,0,0,0,0,0,0.29,0,0.29,0,0,0,0.29,0,0.89,0,0,0,0,0.049,30,1
0.44,0.88,1.32,0.44,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,0.43,0.358,16,1
0,0,0,1.13,0,0,0,1.13,0,0,0,0,0,1.13,0,0,0,0,0,0,0,17,1
0,0.37,0,0,0,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0.493,0.061,13,1
0.14,0.84,0.14,0,0.84,0.42,0.14,0.14,0.14,0.14,0,0,0,0,0,0,0,0,0,0.381,0.05,15,1
0.1,0.1,0.1,0.1,0,0.2,0.2,0.91,4.26,0.4,0,0,0,0,0,0,0,0,0,0.336,0.16,494,1
0.1,0.71,0.3,0.4,0.1,1.42,0.81,0.1,0.5,0,0,0,0,0,0,0,0,0,0.264,0.977,0.397,56,1
0,0.69,0.69,0.34,0,0,1.04,0.69,0,0,0,0,0,0,0,0,0,0,0,0.638,0.174,8,1
0.36,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063,0.126,35,1
0.78,0.78,0,0,0,0,0,1.57,0,0.78,0,0,0,0,0,0,0,0,0,0.682,0.341,22,1
0,0,0,0,0,0,0,1.44,0,1.44,0,0,0,0,0,0,0,0,0,0.542,0.271,11,1
1.19,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103,0,11,1
0.31,0.72,0.62,0,0.62,0.62,0.93,0,0.41,0.62,0,0,0,0,0,0,0,0,0,0.548,0.199,685,1
0.09,0.27,0.09,0,0.18,0.09,0,0,0,0.36,0,0,0,0,0,0,0,0,0.031,0.252,0.031,69,1
0.1,1.01,0.8,0.5,0,0.8,0.1,0.1,0.2,0.6,0,0,0,0,0,0.2,0,0.1,0,0.49,0.158,669,1
0,0.57,0,0,0.28,0,0,0,0.86,0,0,0,0,0,0,0,0,0,0,1.385,0,64,1
0,0.3,0.9,0,0.3,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.21,11,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.094,0,5,1
0,0.42,0,0,0,0,0,0,0,0.84,0,0,0,0,0,0,0,0,0,0.6,0.3,82,1
0.43,0,0.87,0,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0.802,0,107,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.392,0.196,22,1
0,0.38,0.19,0,0,0,1.52,0,0.38,0,0,0,0,0,0,0.19,0,0,0,0.294,0.147,430,1
0,0,0,0,1.11,0,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0.208,0.416,23,1
0,0.96,0,0,0,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0.26,0.086,4,1
0,1.31,0,0,0.65,0,0,1.97,0,0,0,0,0,0,0,0,0,0,0,0.198,0.099,12,1
0.33,0,0,0.67,0.33,0.33,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048,6,1
0,0,0,5.4,0,0,0,5.4,0,0,0,0,0,0,0,0,0,0,0,0.841,0.21,295,1
0,0.47,0,0,0.47,0,0,0,0,1.41,0,0,0,0,0.47,0,0,0,0,0.082,0.41,60,1
0,0.89,0.44,0,0,0,0,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
0,0,0,0,0,0,0,0.12,0,0,0,0.24,0.12,0,0,0,0,0.37,0,0,0,41,1
1.63,1.63,0,0,0,1.63,0,1.63,0,0,0,0,0,0,0,0,0,0,0,0.8,0.266,16,1
0,0,0,1.47,1.47,1.47,1.47,0,1.47,0,0,0,0,0,0,0,0,0,0,0.294,0.147,281,1
0,0,0,0,0,0,0,0,5.19,0,0,0,0,0,0,0,0,0,0,0.093,0,66,1
0.47,1.19,0.23,0,0,0,0.47,0.71,0,0.71,0,0,0,0,0,0,0,0,0,0.402,0.402,49,1
0.1,0.1,0.1,0.1,0,0.2,0.2,0.91,4.26,0.4,0,0,0,0,0,0,0,0,0,0.352,0.16,494,1
0.05,0.29,0.17,0.05,0,0,0,0.76,0.29,0.23,0,0,0,0,0,0,0,0,0,0.102,0.259,8,1
0.25,0.25,0,0.25,0,0.77,1.55,0.25,0,0,0,0,0,0,0,0,0,0,0,0.161,0.161,110,1
0,0,0,0.57,0,0,0.57,0,0,0,0.57,0,0,0,0,0,0,0,0,0.072,0.289,114,1
0,0,0,3.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1
0,0,0,0,2.2,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1
0.19,0.29,0.19,0.19,0.97,0.87,0.58,0,0.68,0.09,0,0,0,0,0.09,0,0,0,0.202,0.404,0.233,49,1
0,0.71,0.35,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,1.257,0,61,1
0,0,0,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235,0.235,41,1
0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,1.975,0.37,95,1
0.24,0.99,0,0.49,0.99,0,0.24,0.49,0.74,0,0,0,0,0,0,0,0,0,0,0.847,0.077,114,1
0,0,0,0.17,0.52,0,0.17,0,0,0.35,0,0,0,0,0,0,0,0,0.029,0.117,0.058,39,1
0,0.16,0,0.16,0,0.65,0.16,2.13,0,0,0.49,0,0,0,0.16,0,0,0,0,0.693,0.67,52,1
0.09,0.27,0.09,0,0.18,0.09,0,0,0,0.36,0,0,0,0,0,0,0,0,0.032,0.257,0.032,69,1
