@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R2,5-7,12-13,15-16,21,27,29,33-34,39,44-45,47,49-50,52,55,58'

@attribute Word_freq_address numeric
@attribute Word_freq_our numeric
@attribute Word_freq_over numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_will numeric
@attribute Word_freq_people numeric
@attribute Word_freq_addresses numeric
@attribute Word_freq_free numeric
@attribute Word_freq_your numeric
@attribute Word_freq_george numeric
@attribute Word_freq_lab numeric
@attribute Word_freq_data numeric
@attribute Word_freq_415 numeric
@attribute Word_freq_pm numeric
@attribute Word_freq_project numeric
@attribute Word_freq_re numeric
@attribute Word_freq_table numeric
@attribute Char_freq1 numeric
@attribute Char_freq2 numeric
@attribute Char_freq4 numeric
@attribute Capital_run_length_average numeric
@attribute Spam {1,0}

@data
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.123,2.6,0
0,0,0.21,0,0.21,0.21,0,0,0.43,0,0,0,0,0,0,0,0.65,0.034,0.238,0,3.372,0
0,0.11,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0.047,0.157,0,2.351,0
0,0.3,0,0,2.76,0,0,0,0,0,0,0.15,0,0,0.15,0,0,0.023,0.023,0,2.677,0
0,0,0,0,0,0,0,0,0,4.16,0,0,0,0,0,0,0,0,0,0,2.25,0
0,0,0,0,0,0,0,0,0,1.19,1.19,1.19,0,0,0,0,0,0,1.082,0,3.478,0
0,0,0,0,0,0,0,0,1.65,0,0,0,0,0,0,0,0,0,0.104,0,6.894,0
0,0,0,0,0,0,0,0,0,3.03,0,0,0,3.03,0,0,0,0,0,0,2,0
0.02,0.25,0.08,0,0.27,0,0.02,0,0.06,0,0,1.4,0,0,0.06,0.06,0,0.046,0.149,0.014,2.35,0
0,1.38,0,0,4.16,0,0,0,0,0,6.94,0,0,0,0,0,0,0,0.238,0,1.578,0
0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0.202,0,1.533,0
0,0,0,0,0,0,0,0,0,1.75,1.75,0,0.87,0,0,0.87,0,0,0.749,0.107,2.454,0
0.01,0.09,0.03,0,0.25,0.11,0.01,0.03,0.15,0,0,1.84,0,0,0.03,0,0,0.038,0.19,0.002,2.143,0
0,1.47,0,0,0.73,0.73,0,0,0,1.47,0,0,0,0,0,0,0,0,0.276,0,1.379,0
0,0,0,0,3.63,1.81,0,0,0,0,1.81,0,0,0,0,0,0,0,0.3,0,1.652,0
0,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0.027,0,1.567,0
0,0,0,0,0,0,0,0,0,0,0,4.25,0,0,0,0,0,0,0,0.386,1.6,0
0,0,0,0,1.49,0,0,0,0,0,0,0,0,1.49,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,0
0,0.73,0,0,0.36,0.18,0,0.36,0.36,0,0,0,0,0,0,0.18,0,0.027,0,0.055,3.176,0
0,0,0,0,0,0,0,0,0,0.93,0,0.93,0,0,0,0,0,0,0.475,0,4.393,0
0,0,0,0,1.07,0,0,0,0,0,0,1.07,0,0,0,0,0,0,0.216,0.216,2.166,0
0,0,0,0,0,0,0,0,2.54,1.69,0,0,0,0,0,0.84,0,0,0,0,1.777,0
0,0.48,0,0,0,0.48,0,0,0,0.48,2.92,0,0,0,0,0,0,0,0.085,0,1.275,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0.19,1.857,0
0,0,0,0,0,0,0,0,0,7.31,0,0,0,0,0,2.43,0,0,0,0,1.461,0
0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,1.285,0
0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,1.285,0
0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,1.285,0
0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5.888,0
0,0,0,0,0,0,0,0,6.66,0,0,0,0,0,0,0,0,0,0,0,1.3,0
0,0,0,0,1.02,0,0,0,0.68,0.68,0.68,0,0.34,0.68,0,0.34,0,0.052,0.42,0,2.604,0
1.86,0,0,0,0,0,0,0,0,1.86,0.93,0,0.93,0.93,0,0.93,0,0,0.457,0,2.097,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0
1.61,0,0,0,1.61,0,0,0,0,1.61,0,0,0,0,0,1.61,0,0,0,0,1.083,0
0,1.04,0,0,0.52,0,0,0,0,0,0,2.08,0,0,0,0,0,0,0.274,0,1.848,0
0,0,0,0,0,0,0,0,0,3.57,0,0,0,0,0,0,0,0,0,0,4.791,0
0,0.64,0,0,1.91,0,0,0.16,1.76,0.32,0,0,0,0,0,0.32,0,0,0.055,0,1.798,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.555,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.466,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.714,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62,0,0,0,0,1.636,0
0,0,0,0,0,0,0,0,0,1.22,0.61,0,0.61,0,0,0.61,0,0.095,0.38,0.19,1.857,0
0,0,0,0,0,0,0,0,0,1.81,0,3.63,0,0,0,1.81,0,0,0,0,1.181,0
0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0.08,0.564,0,1.712,0
0,0.27,0,0,0.54,0,0,0,0,0.27,0.27,0,0.27,0.27,0,0.81,0,0,0.192,0,4.608,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.414,2.705,0
0.39,0.19,0.09,0,0.29,0,0.29,0,0.29,0,0,0,0,0,0,0.09,0,1.353,0.08,0.016,1.679,0
0,0,0,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.454,0
0,0,0,0,4.58,0,0,0,0.91,0,0,0,0,0.91,0,0,0,0,0.124,0.249,2.576,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.333,0
0,0,0,0,1.73,0,0,0,0,0,0,0,0,0,0,0,0.86,0,0.125,0,1.8,0
0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0.213,0,0.106,2.714,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.493,0,1.344,0
0,0,0,0,0,0,0,0,3.44,0,0,0,0,0,0,0,0,0,0,0,1.727,0
0,0,0,0,0.64,0,0,0.64,0,0,0,0,0,0.64,0.64,0,0,0.309,0.619,0,1.727,0
0,1.91,0,0,1.91,0,0,0.47,0,0,0,0,0,0,0,0.95,0,0,0,0,1.233,0
0.2,0,0,0,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087,0,2.797,0
0,0,0,0,1.4,0,0,0,1.4,0.7,0,0,0,0,0,0,0,0,0.267,0,17.952,0
0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175,0,0,1.873,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202,0,2,0
0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5.888,0
0,0,0,0,2.61,0,0,0,0.65,0,0,0,0,0,0.65,0,0,0.109,0,0,1.411,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,1.428,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77,0,0.442,0,0,1.363,0
0,0,0,0,1.09,0.12,0,0,0,0,0,0,0,0,0,0,0,0.016,0.05,0,2.309,0
0,0,0,0,1.05,0,0,1.05,0,3.15,0,0,0,1.05,2.1,1.05,0,0,0.677,0.338,1.468,0
0,0,0,0,0.94,0,0,0,0.94,0,0,0,0,0,0,0,0,0,0,0,2.24,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94,0,0,0.203,0,1.416,0
0,0,0,0,0,0.86,0,0,0.86,0,0,0,0,0,0,0,0,0,0.374,0,1.974,0
0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,1.336,0,3.38,0
0,0,0,0,0.37,0,0,0.09,0.18,0.09,0,0.37,0,0,0,0,0,0.18,0.167,0,4.434,0
0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0.88,1.76,0,0,0,0,0,0.88,0,0,0.139,0,1.763,0
0,1.56,0,0,0,0,0,0,0,1.56,1.56,0,1.56,0,1.56,0,0,0,0.53,0,2.533,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.63,0,0,0,0.24,0,2,0
0,0,0,0,0,0,0,0,1.96,0,1.96,0,0,0,0,0,0,0,0,0,2.142,0
0,0,0,0,0,0.6,0,0,1.21,3.03,0,0,0,1.21,0,1.21,0,0,0,0,1.535,0
0,0,0,0,0.23,0,0,0,0.23,0.07,0,0.76,0,0,0,0,0,0.142,0.175,0,3.007,0
1.52,0.76,0,0,0,0,0,0,0.76,1.52,0,0,0.76,0.76,0,0.76,0,0.121,0.365,0.487,1.956,0
0.8,0.6,0,0,0,0,0,1.8,2.81,0,0,0,0,0,0,0.2,0,0,0,0.06,2.55,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0.043,0,1.651,0
14.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0
14.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0
14.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0
1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85,0,0,0,0,1.736,0
0,0,0,0,0,0,0,0,2.94,1.47,0,1.47,0,0,0,0,0,0,0.484,0.484,2.5,0
0,0,0,0,3.57,0,0,0,0,0,0,0,0,0,3.57,0,0,0,0,0,2.227,0
14.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0
14.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0
14.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,2.142,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.373,0.373,0.373,1.714,0
0,0,0.26,0,1.06,0,0,0,0,0,0,1.85,0,0,0,0,0,0,0.039,0,2.646,0
0,0,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0.73,0,0.107,0,1.695,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.961,0
0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.439,0,1.911,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,0,0.134,0.672,0,1.863,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0,0,0.76,0,2,0
0,0,0,0,0,0,0,0,0,0,0,7.4,0,0,0,0,0,0,0,0,1.714,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48,0
0,0.23,0.23,0,0.23,0,0,0.23,0,0,0,0.47,0,0,0,0,0,0.106,0.106,0,1.588,0
0,0,0,0,2.38,0,0,1.19,0,1.19,0,0,0,0,0,0,0,0.2,0.4,0.2,1.461,0
0,0,0.09,0,1.49,0.09,0,0,0,0,0,0,0,0,0,0,0,0.066,0.118,0,2.156,0
0,0,0,0,0.48,0,0,0,0,0,1.44,0,0,0,0.48,0,0,0,0,0.119,6.145,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0.16,0,0.92,0.08,0,0,0,0,0,0.25,0,0,0.16,0,0,0.069,0.103,0,2.44,0
0,0,0,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.454,0
0,0.9,0,0,0,0,0,0,0.9,0.9,0.9,0,0,0,0,0,0,0,0.318,0,1.772,0
0,0,0,0,0.34,0,0,0,0.23,0.11,0,0.34,0,0,0,0,0,0.047,0.159,0,3.196,0
0,0,0,0,0,0,0,0,6.66,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0.26,0,0,0,0.26,0.08,0,0.26,0,0,0,0,0,0.149,0.162,0,2.9,0
0,0,0,0,4.09,0,0,0,0,0,0,0,0,1.16,0,0,0,0.091,0,0,1.21,0
0.15,0.23,0,0,1.48,0.15,0,0.07,0,0,0,0.15,0,0,0,0.23,0,0.185,0.098,0,2.013,0
0,0,0,0,0,0,0,0,0.86,0.86,0.43,0,0.43,0.43,0,0.43,0,0,0.13,0.065,2.983,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.166,0
0,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0.431,0,2.733,0
0,0.03,0.07,0,0.71,0.03,0,0.03,0.56,0,0.11,0.03,0,0,0,0,0,0.028,0.078,0.028,1.765,0
0,0,0,0,0.9,0,0,0,0,0,0.9,0.9,0,0,0,0,0,0,0.471,0,1.424,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.611,0
0,0,0,0,0,0,0,0,0,3.5,1.75,0,0.87,2.63,0,1.75,0,0,0.49,0.122,2.203,0
0,0,0,0,1.02,0,0,0,0,0,0,0,0,1.02,0,0,0,0,0.188,0,3.9,0
0,0,0,0,0,0,0,0,0,3.84,3.84,0,3.84,0,0,0,0,0,1.092,0,2.909,0
0,0.66,0,0,0,0,0,0,0.33,0.66,0,0.33,0,0,0.33,0.33,0,0.168,0.392,0.224,4.115,0
0,0,0.24,0,0.72,0,0,0,0,0,0,0.24,0,0,0,0,0,0.067,0.371,0,3.322,0
0,0,0,0,0.33,0.33,0,0,0.67,0,0,0,0,0,0,0,0,0.056,0.28,0.056,1.866,0
0.02,0.08,0.02,0,0.5,0.06,0.02,0.02,0.19,0.1,0.02,1.97,0,0,0.14,0,0.02,0.024,0.198,0,2.43,0
0,0,0,0,2.9,0,0,0.58,1.74,0,0,0,0,0,0,0,0,0,0.165,0,1.7,0
0,0,0,0,0,0,0,0,1.48,0,0,0,0,0,0,0,0,0,0.268,0.134,2.75,0
0,0.19,0,0,0.77,0.19,0,0.19,0,0,0,0,0,0.19,0,0,0,0.068,0.113,0.022,1.74,0
0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,1.714,0
0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0.99,0,0,0,0,0,0,0.49,0,0,0,0,0,0.07,0.28,0,1.363,0
0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,14.28,0,0,0,0,0,0,0,0,0,0,3.333,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.941,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,2.02,0,0,0,1.01,0,0,0,0,0,0,0,0,2.02,0,0,0.166,0.166,0,1.428,0
0,0,0,0,0.14,0,0,0,0.14,0,0.14,0.14,0,0.59,0,0.29,0,0.186,0.538,0,4.454,0
0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.636,2,0
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2.095,0
0,0,0,0,0.88,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0.172,0,1.729,0
0,0,0.41,0,0.83,0,0,0,0.41,0.83,0,0,0,0,0,0,0,0,0,0,1.12,0
0.33,0.33,0,0,0.33,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0.132,0,1.857,0
0,0,0,0,0,0,0,0,0.65,0.32,0,0,0,0,0,0.65,0,0.153,0.562,0,5.555,0
0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5.888,0
0,1.23,0,0,0,0,0,0,0,1.23,0,0,0,0,1.23,1.23,0,0,0.468,0,1.058,0
0,1.11,0,0,0,0,0,0,0,1.11,0,1.11,0,0,0,0,0,0,0.363,0.181,1.285,0
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336,1.555,0
0,0,0,0,0,0,0,0,3.03,3.03,0,0,0,0,0,3.03,0,0,0.507,0,1.133,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0
0,3.22,0,0,0,0,0,0,3.22,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,2.6,0,0,0,0,0,0.86,0,0,0.295,0,3.26,0
0,0.11,0,0,1.02,0,0,0,0,0,0,0,0,0.11,0,0,0,0.049,0.149,0,1.637,0
0,0,0,0,0,0.62,0,0.62,0.62,0,0,0,0,1.25,0,0,0,0.895,0.179,0,1.712,0
0,0,0,0,4.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268,0,2.885,0
0,0,0,0,0.82,0,0,0,0.82,0,0,0,0,0,0,0.82,0,0,0.122,0,2.111,0
0,1.28,0,0,0.64,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,1.536,0
0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,1.23,0,0,0,0,0,0,0,0,0,0,3.677,0
0,0,0,0,3.27,0,0,0,0,0,0,0,0,0,0,0,0.81,0.232,0.116,0,1.976,0
0,0,0,0,0.8,0,0,0,0,2.41,0.8,0,0.8,0,0,0.8,0,0.122,0.366,0,1.853,0
0.17,0.17,0,0,0.88,0,0,0,0,0,0,0,0,0,0,0.53,0,0,0.256,0,2.097,0
0,0,0,0,2.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,1.05,0,0,0,0,0,0,0,0,0,0,4.133,0
0,2.38,0,0,0,0,0,0,0,0,0,0,0,2.38,0,0,0,0,0,0,2.111,0
0,0,0,0,0.5,0,0,0,0.75,0,0.5,0,0,0,0,0,0,0.457,0.294,0,4.379,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.342,1.2,0
0,0.17,0.17,0,0,0.17,0,0,1.02,0,0,0,0,0,0,0,0,0.026,0.156,0.078,1.748,0
0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0.8,0,0,0.371,0,2.44,0
0,0.15,0,0,1.84,0.07,0,0,0,0,0,0,0,0,0.15,0,0,0.011,0.143,0,2.442,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.343,0,0,1.725,0
0,0,0,0,0,0,0,0,0.66,0.66,0.33,0,0.33,0,0,0.33,0,0,0.282,0,2.238,0
0,0,0,0,0,0,0,0,0,4.34,4.34,0,4.34,0,0,0,0,0,1.19,0,3.333,0
0,0.89,0.89,0,0,0,0,0,1.78,1.78,0,0,0,0,0,0.89,0,0.149,0.298,0,2.259,0
0,0,0.34,0,0.69,0,0,0,1.39,0,0,0,0,0,0,0.34,0,0,0,0,1.206,0
0,0.96,0.48,0,0.48,0,0,1.44,1.44,0,0,0,0,0,0,0,0,0,0,0.666,4.437,0
0,0,0.57,0,0,0,0,0,2.89,0,0,0,0,0,0,1.73,0,0,0,0,1.645,0
0,0,0,0,0,0,0,0,1.06,0,0,0,0,0,0,1.06,0,0,0,0.398,1.181,0
0,0,0,0,0,0,0,0,2.17,0,0,0,0,0,0,2.17,0,0,0.743,0.371,1.714,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188,0.564,1,0
0.66,0,0,0,0,0,0,0.66,2.66,0,0,0,0,0,0,0,0,0,0,0.117,2.487,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,1,0
0,0.66,0,0,0.66,0,0,0,0,0,0,0,0,0,0.66,0,0,0,0.254,0,1.458,0
0,0,0,0,0,1.47,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,4.312,0
0,0,0,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.391,0
0,0,0.09,0,0.09,0.09,0,0.09,0.09,0,0,0,0,0,0,0,0,0,0.017,0.034,1.429,0
0,0,0,0,0,0,0,1.03,0,0,0,0,0,0,0,1.03,0,0,0,0,2.843,0
0,0.21,0,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0,0.079,0,0.119,1.086,0
0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0,0,0,0.103,0.62,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,0,0,0,9.575,1.387,0
0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0.35,0,2.608,0
0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.271,1.057,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.625,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.675,0,1,0
0,0,0,0,3.03,0,0,0,2.02,0,0,0,0,0,0,0,0,0,0,0.187,1.166,0
0,0,0,0,0.9,0.9,0,0,2.72,0,0,0,0,0,0,0,0,0,0,0.164,1.391,0
0,0.48,0,0,0,0,0,0.48,0,0,0,0,0,0,0,0.48,0,0,0.15,0,3.367,0
0,0,0,0,0,0,0,1.01,1.01,0,0,0,0,0,0,0,0,0,0,0,10,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.074,0
0,0,0,0,0,0,0,0.81,0,0,0,0,0,0,0,0.81,0,0,0,0,1.684,0
0,0,0,0,0,0,0,0.4,0.81,0,0,0,0,0,0,1.22,0,0,0.223,0,4.75,0
0,0,0,0,0,0,0,0.41,0.41,0,0,0,0,0,0,0.82,0,0,0.229,0.114,5.196,0
0.13,0,0,0,0.13,0,0,0.26,0.39,0,0,0,0,0,0,0.26,0,0.019,0.367,0.193,3.122,0
0,0,0,0,0,0.61,0,0.3,0.3,0,0,0,0,0,0,0,0,0.044,0.222,0.178,4.757,0
0,0,0,0,0,0.7,0,0.7,0,0,0,0,0,0,0,0.7,0,0,0,0.336,2.97,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0.116,0.232,1.551,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23,0,0,0,19.131,13.25,0
0,0,0,0,0.94,0,0,0,0,0,0,0,0,0,0,0.94,0,0,0.267,0,2.241,0
0,0,0,0,0,0.8,0,0,0.8,0,0,0,0,0,0,0.8,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0,0.127,0,0,1.137,0
0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175,3.125,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.306,0,3.173,0
0,0,0,0,0.86,0.86,0,0,0.86,0,0,0,0,0,0,0.86,0,0,0,0.152,2.166,0
2.01,0,0,0,0.67,0,0,0,3.35,0,0,0,0,0,0,0,0,0.112,0.112,0.112,2.484,0
0,0.12,0.24,0,0,0.24,0,0,0.12,0,0,0,0,0,0,0.12,0,0,0.067,0,1.433,0
0,0,0,0,0,0.21,0,0.21,0.42,0,0,0,0,0,0,0.42,0,0,0.078,0.039,1.292,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.272,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0.23,0.23,0,0,0,0,0.23,0.23,0,0,0,0,0,0,0,0,0,0.082,0.082,1.256,0
