@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R1,4,7-10,19,22-23,25,28,30,33,37-38,42,46,49,52-53,58'

@attribute Word_freq_make numeric
@attribute Word_freq_3d numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_internet numeric
@attribute Word_freq_order numeric
@attribute Word_freq_mail numeric
@attribute Word_freq_you numeric
@attribute Word_freq_font numeric
@attribute Word_freq_000 numeric
@attribute Word_freq_hp numeric
@attribute Word_freq_650 numeric
@attribute Word_freq_labs numeric
@attribute Word_freq_data numeric
@attribute Word_freq_1999 numeric
@attribute Word_freq_parts numeric
@attribute Word_freq_meeting numeric
@attribute Word_freq_edu numeric
@attribute Char_freq1 numeric
@attribute Char_freq4 numeric
@attribute Char_freq5 numeric
@attribute Spam {1,0}

@data
0,0,0,0.45,0,0,2.28,0,0,0.91,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.91,1.83,0,0,1.83,0.91,0.91,0,0.91,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,6.25,0,0,0,1.47,0,0,0,0.279,0,0,0
0,0,0,0,0,0,0.56,0,0,0,0,0.56,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,3.03,0,0,0,0.18,0,0,0,0,0,0.112,0
0,0,0,0,0,0,0,0,0,3.84,0,0,0,0,0,7.69,0,0,0.581,0,0
0,0,0,0,0,0,0,0,0,0,0,0,6.22,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1.34,0,0,0,0,0,1.34,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1.25,0,0,1.25,0.62,0.62,0.62,0,0,0,0,0,0.169,0,0
0,0,0,0,0,0,6.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1.38,0,0,0,0,0,0,1.38,0,0,0,0,0,0,0
0,0,0,0,0,0.28,0,0,0,1.13,0.56,0.84,0,0.56,0,0,0,0,0,0,0
0,0,0,0,0,0,3.84,0,0,1.28,0.64,0.64,0,0.64,0,0,0,0,0.225,0,0
0,0,0,0,0,2.98,0,0,0,1.49,0,0,0,1.49,0,0,0,0,0,0,0
0,0,0,0,0,0,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.99,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0
0,0,0,0,0,0,1.28,0,0,4.48,0.96,0.32,0,0.32,0,0,0,0.264,0.052,0,0
0,0,0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0,0,0,0.23,0.01,0.07,0,0,0.53,0,0,0.47,0.45,0.01,0,0,0.2,0,0.005,0
0,0,0,0,0,1.36,1.36,0,0,1.36,2.73,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.13,2.27,0,0,0,0,0,0,0,0,1.13,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.39,0,0,0,0,0,0.59,0,0,1.39,0.39,0,0.59,0.19,0,0,0.19,0,0,0,0
0,0,0,0,0,0,4.83,0,0,0,0,0,0,1.61,0,0,0,0,0,0,0
0,0,0,0,0,0,3.31,0,0,2.2,0,0,0.55,0,0.55,0,0,0,0,0,0
0,0,0,0,0,0,3.48,0,0,0,0,0,0,0.38,0,0,0,0,0,0,0
0,0,0,0,0,0,3.84,0,0,0,0,0,0,0.96,0,0,0,0.343,0.171,0,0
0,0,0,0,0,0,0,0,0,3.03,3.03,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1.51,0,0,0,0,0,0,0,0,0,0,0,0.595,0,0
0,0,0,0,0,0,0,0,0,3.06,0,0,0.27,0.18,0,0,0,0.143,0,0.039,0
0,0,0,0,0,0,1,0,0,0.5,0,0,0,0.25,0,0,0,0,0,0,0
0.06,0,0,0.03,0.03,0.16,1.23,0,0,1.53,0.06,0.06,0,0.13,0.16,0,0,0.024,0.019,0.009,0
0.52,0,0,0,0,0,0.52,0,0,2.64,0,0,0,1.05,0,0.52,0,0.084,0,0,0
0,0,0,0.38,0,0,4.24,0,0,0,0,0,0,0,0,0,0,0,0.109,0,0
0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.48,0.72,0,0,1.69,0,0,0,0,0,0,0,0,0,0,0
0,0,0.21,0,0,0.21,1.49,0,0,0.21,0,0,0.21,0,0,0,0,0.034,0,0.069,0
0,0,0,0,0,2.17,0,0,0,13.04,0,4.34,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.86,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0.561,0,0,0
0,0,0.62,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0.247,0.049,0
0,0,0,0,0,0,1.55,0,0,0.69,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.39,0,0.79,0,0,0,6.74,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,15.38,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,3.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.79,0,0,0,0,0,0,0,0,0,0,0.124,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.68,0,0,0.34,3.42,0,0,0.34,0,0,0.34,0,0,0,0,0,0.048,0.048,0
0,0,0,0,0,0.72,4.37,0,0,1.45,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1.44,0,0,0.36,0,0,0,0.36,0,0,0,0.026,0.107,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.47,1.19,0,0,0.47,0,0,0,0,0,0,0,0,0,0.158,0
0,0,0,0.12,0,0,0.12,0,0,0.9,0,0,0,0,0,0.9,0.12,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.97,1.94,0.97,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.97,0,0,0.32,0.64,0.32,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,18.18,0,0,0,0,0,0,0,0,0,0,0
0.13,0,0,0.13,0.4,0,0,0,0,1.08,0.06,0,0,0.4,0,0,0,0.009,0,0.166,0
0,0,0,0,0,0,2.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.31,0.95,0,0,1.27,0.63,0.63,0,0.95,0,0,1.91,0.05,0,0,0
0,0,0,0,0,0,1.38,0,0,2.31,0,0.46,0,0.46,0,1.38,0,0,0,0,0
0,0,0,0,0,0,1.62,0,0,0.81,0,0,0,0,0,0,0,0,0.143,0,0
0,0,0,0,0.25,0,0,0,0,0.77,0,1.8,0,0.25,0.25,0,0,0,0,0,0
0,0,2.22,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.665,0
0,0,0,0,0.48,0,0.48,0,0,1.69,0,0,0,0.48,0,0,0,0,0,0,0
0,0,0,1.08,0,0,0,0,0,0,0,0,0,0.54,0.54,0,0,0,0.083,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.35,0,0,1.35,0.205,0,0,0
0,0,0,0,0,1.25,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
0,0,0,0,0,0,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1.78,0,0,1.78,1.78,0,1.78,1.78,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1.66,0,0,0,0,0,0,0,0
0,0,1.23,0,0,0,0,0,0,2.46,0,1.23,0,0,0,0,0,0,0.403,0,0
0,0,0,0.49,0,0,0.49,0,0,0,0,0,0,0.49,0,0,0,0,0,0,0
0,0,0,0,0,0,0.32,0,0,0.64,0,0,0,0.64,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,5,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.961,0,0
0.89,0,0,0,0,0,0.89,0,0,0,0,0,0.29,0,0,0.59,0,0.325,0,0,0
0,0,0,0,0,0,1.38,0,0,0.46,0,0,0,0.92,0,0.46,0.92,0.149,0,0,0
0,0,0,0.67,0,0,0,0,0,2.02,1.35,0,0,0,0,0,0,0,0,0,0
0.26,0,0,0.52,0,0,0,0,0,1.83,0,0,0,0.26,0,0,0,0.065,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2.33,0,0,2.33,0,0,0.58,0,0,0,0,0,0.407,0.407,0
0,0,0,0,0,0,0,0,0,2.71,0.54,0.54,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.32,0,0,0.64,0,0,0,0.64,0,0,0,0,0,0,0
0.58,0,0,0,0.38,0.19,2.51,0,0,0.19,0,0,0,0.19,0,0,0,0,0,0,0
0,0,0.23,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0.23,0,0.149,0,0
0.39,0,0,0,0,0.19,0.19,0,0,1.58,0.19,0.39,0.59,1.19,0,0.19,0,0.28,0.112,0,0
0.9,0,0,0,0,0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.12,0.12,0,0,0,0,1.81,0,0,0,0.12,0,0,0,0.105,0,0,0
0,0,0,0,0,0,0,0,0,7.2,0,0,0.9,2.25,0,0.9,0,0.332,0,0,0
0,0,0,0,0,0,1.31,0,0,0,0,0,0,1.31,0,0,0,0,0,0,0
0.75,0,0,0,0.75,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.38,0,1.16,0,0,0.77,0,0,1.93,0,0,0,0,0,0,0,0
0,0,0,0,0,0.28,2.86,0,0,4.58,0,0,0,0.57,0,0,0,0.144,0,0,0
0,0,0,0,0,0,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1.37,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,0,0,0,0,0
0,0,0,0.46,0,0,0.23,0,0,1.15,0,0.23,0.23,0.23,0,0.23,0.23,0.063,0.159,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218,0.054,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0,0,0.055,0,0
0,0,0,0,0,0,0,0,0,0.63,0.63,0.63,0,0.31,0,0,0,0,0,0,0
0,0,0,0.1,0,0,0.1,0,0.1,3.02,0,0,0,0.31,0,0,0,0.074,0,0.059,0
0,0,0,0,0,0,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3.04,0,0,0.6,0,0,1.21,0.6,0.6,0,1.21,0,0,0,0,0.077,0,0
0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0.361,0.18,0
0,0,0,0,0,2.65,1.76,0,0,1.76,0.88,0.88,0,0.88,0,0,0,0.142,0.285,0,0
0,0,0,0,0,0,0,0,0,2.07,0,0,0,1.55,0,0.51,0,0.165,0.082,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.846,0,0,0
0,0,0,0,0,0,0,0,0,1.04,0,0,0,0,0,0,0,0,0,0,0
0.17,0,0,0.08,0.08,0.08,1.75,0,0,1.93,0.17,0,0.17,0.79,0,0,0,0,0.038,0,0
0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0.54,0,0.148,0.029,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,4.44,2.22,2.22,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1.09,0,0,0.54,0.54,0,0,0,0,0,0,0.102,0,0,0
0.54,0,0,0,0,0,3.79,0,0,0.27,0,0,0,0,0,0,0,0,0,0.078,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.06,0,0,0,0.06,0.18,0.93,0,0,0.93,0,0.18,0,0.49,0,0,0,0,0.1,0.109,0
0,0,0,0,0,0.74,0.74,0,0,0.74,1.48,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0.222,0,0
0.34,0,0,0,0,0,3.12,0,0,0,0,0,0,0,0,0,0.34,0,0,0,0
0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,1.724,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
0,0,0,0,0,0,1.86,0,0,0,0,0,0,0,0,0,0,0,0.165,0,0
0,0,0,0,0,0,3.84,0,0,0,0,0,0,0,0,0,2.56,0.182,0,0,0
0,0,0,0,0,0,4.08,0,0,0,0,0,0,0,0,0,4.08,0.226,0,0,0
0,0,0,0,0,0.84,2.54,0,0,0,0,0,0,0,0,0,1.69,0,0,0,0
0,0,0,0,0,0,5.81,0,0,0,0,0,0,0,0,0,2.32,0,0.49,0,0
0,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0.55,0,0,0,0
0,0,0,0,0,0.54,5.43,0,0,0,0,0,0,0,0,0,0.54,0,0,0,0
0,0,0,0,0,0,1.35,0,0.33,0,0,0,0,0,0,0,0.33,0,0.174,0,0
0,0,0,0,0,0,2.68,0,0,0,0,0,0,0,0,0,0,0,0.471,0,0
0,0,0,0,0,0,2.83,0,0,0,0,0,0,0,0,0,0,0,0.756,0,0
0,0,0,0,0,0,4.69,0,0,0,0,0,0,0.67,0,0,2.68,0,0,0,0
0,0,0,0,0,0,2.29,0,0,0,0,0,0,0.76,0,0,2.29,0,0,0,0
0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0.441,0,0
0.36,0,0,0,0,0,1.08,0,0,0,0,0,0,0.72,0,0,0.72,0.124,0.062,0,0
0,0,0,0,0,1.85,5.55,0,0,0,0,0,0,0,0,0,0,0,0.692,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216,0,0
0,0,0,0,0,0,2.73,0,0,0,0,0,0,0,0,0,0,0,0.064,0,0
0,0,0,0,0,0,4.24,0,0,0,0,0,0,0,0,0,0.99,0.072,0.188,0,0
0.51,0,0,0,0,0.51,1.02,0,0.51,0,0,0,0,0,0,0,0.51,0,0,0,0
0,0,0,0,0,0,1.63,0,0,0,0,0,0,0,0,0,0.54,0,0.407,0,0
0,0,0,0,0,0,3.47,0,0,0,0,0,0,0,0,0,0,0,0.773,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.32,0,0,0,0,0,2.92,0,0,0,0,0,0,0.32,0,0,0,0.058,0.291,0,0
0,0,0,0,0,0.74,1.49,0,0,0,0,0,0,0,0,0,4.47,0,0,0,0
0,0,0,0,0,11.11,5.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1.13,0,0,0,0,0,0,0,0,0,0,0,0.436,0,0
0,0,0,0,0,0,0.4,0,0,0,0,0,0,0.81,0,0,0.4,0,0,0,0
0,0,0,0,0,0,2.18,0,0,0,0,0,0,0,0,0,0,0,0.198,0,0
0,0,0,0,0,0,2.71,0,0,0,0,0,0,0.24,0,0,0,0.036,0.147,0,0
0,0,0,0,0,0,0.17,0,0,0,0,0,0,0.08,0,0,0.59,0,0.012,0.012,0
0.16,0,0,0.16,0,0,2.34,0,0,0,0,0,0,0,0,0,0.16,0.087,0,0,0
0,0,0,0,0,0,6.02,0,0,0,0,0,0,0,0,0,1.2,0.197,7.707,0,0
0,0,0,0,0,0,5.45,0,0,1.81,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,3.33,0,0,1.48,0,0,0,0,0,0,0,0,0.135,0.135,0
0,0,0,0,0,0,1.47,0,0,0,0,0,0,0,0,1.47,1.47,0,0,0,0
0,0,0,0,0,0,1.79,0,0,0.35,0,0,0,0,0,0,0.35,0,0,0,0
0,0,0,0,0,0,3.84,0,0,0,0,0,0,1.28,0,0,0,0,1.548,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2.08,0,0,6.25,0,0,0,0
0.23,0,0,0,0,0.11,2.15,0,0,0,0,0,0,0,0.23,0,0.11,0,0.021,0,0
0,0,0,0,0,0,1.58,0,0,0,0,0,0,0.63,0,0,2.22,0,0,0,0
0.09,0,0,0,0,0.09,1.35,0,0,0,0,0,0,0,0,0,3.1,0.015,0,0.046,0
0,0,0,0,0,0,5.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.8,0,0,0,0,0,0,0.8,0,0,0.8,0,0,0,0
0,0,0,0,0,1.38,0,0,0,0,0,0,0,0,0,0,2.77,0,0,0,0
0,0,0,0,0,0,1.49,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0
