@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R2,11-12,15-16,20,25,27-28,35-36,38,40-41,45-46,49,55,57-58'

@attribute Word_freq_address numeric
@attribute Word_freq_receive numeric
@attribute Word_freq_will numeric
@attribute Word_freq_addresses numeric
@attribute Word_freq_free numeric
@attribute Word_freq_credit numeric
@attribute Word_freq_hp numeric
@attribute Word_freq_george numeric
@attribute Word_freq_650 numeric
@attribute Word_freq_85 numeric
@attribute Word_freq_technology numeric
@attribute Word_freq_parts numeric
@attribute Word_freq_direct numeric
@attribute Word_freq_cs numeric
@attribute Word_freq_re numeric
@attribute Word_freq_edu numeric
@attribute Char_freq1 numeric
@attribute Capital_run_length_average numeric
@attribute Capital_run_length_total numeric
@attribute Spam {1,0}

@data
0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,1,6,0
0,0,1.04,0,0,0,2.08,0,2.08,0,0,0,0,0,0,0,0,2.108,78,0
0,0,0,0,0,0,6.25,3.12,3.12,3.12,3.12,0,3.12,0,0,0,0,3.454,38,0
0,0,0,0,0.5,0,0,0,0,0,0,0,0,1.01,0,1.01,0.271,2,122,0
0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,1.666,190,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0
0,0,0,0,0,0,0,4.34,0,0,0,0,0,0,0,0,0,1,6,0
0,0,2.32,0,0,0,1.16,0,2.32,0,1.16,0,0,0,0,0,0,3.379,98,0
0,0,0,0,4,0,0,4,0,0,0,0,0,0,4,0,0,1.111,10,0
0.05,0,0.09,0,0.01,0.01,0.56,0.01,0,0,0.05,0.03,0,0.03,0,0,0.221,3.364,3334,0
0,0.2,0,0,0.4,0,0,0,0,0,0,0,0,0,0.4,0,0,1.576,164,0
0,0,1.72,0,0,0,3.44,1.72,1.72,1.72,1.72,0,1.72,0,0,0,0,2.533,38,0
0,0,0.3,0,0,0,1.81,0,0,0,0.3,0,0,2.11,0,2.11,0.358,3.923,408,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,1,3,0
0.02,0,0.38,0.02,0,0,0,0,0.02,0,0.2,0,0.1,0,0,0.15,0.011,2.255,1825,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0
0.02,0.02,0.17,0,0,0,0.44,0,0,0,0.02,0,0,0.35,0.11,1.15,0.024,3.637,2015,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,0,1.222,11,0
0,0,0.37,0,0.37,0,0.37,0,0,0,0.37,0,0,0,0,0,0,2.643,193,0
14.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,9,0
0,0,0,0,0,0,0,1.85,0,0,0,0,0,0,0.61,0,0.196,1.312,63,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0
14.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2.56,2.56,2.56,0,3.333,20,0
0,0,0.18,0,0,0,2.43,0.28,0.09,0.09,0.18,0,0.09,0.56,0.09,2.24,0.123,3.625,1131,0
14.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,9,0
14.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0
0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,1,7,0
0,0,0,0,0,0,0,0,0,0.08,0.08,0,0,0,0,0,0.164,2.729,1122,0
0,0,0.66,0,0,0,0.13,0,0,0,0,0,0,0,0.13,0,0.014,5.603,1160,0
0,0,0.17,0,0,0,1.57,0,0,0,0,0,0,2.8,0,2.8,0.267,4.808,601,0
0,0,0.17,0,0,0,0.96,0.05,0,0,0.11,0,0,0,0,0,0.165,2.777,1161,0
0,0,0,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0,1.481,40,0
0,0,0,0,0,0,0,2.67,0,0,0,0,0,0.89,0,0.89,0,1.85,37,0
0,0,1.06,0,0,0,1.06,0,0,0,0,0,0,0,0,0,0,1.4,28,0
0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0,5.473,1538,0
0,0,0.33,0,0,0,0.78,0.11,0,0,0,0,0,0,0,0,0.171,3.189,571,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28,0,0,1.25,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.375,19,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.058,35,0
0,0,0.26,0,0,0,1.61,0,0,0,0.8,0,0,0,0.26,0,0.128,1.635,139,0
0,0,0.64,0,0,0,0.48,0,0,0,0.16,0,0,0,0,0,0.021,3.789,432,0
0.13,0,1.38,0,0.13,0,0.13,0,0,0,0,0,0,0,0,0,0.075,5.695,598,0
0,0.04,0.69,0,0.14,0,2.04,0,0.04,0.29,0.09,0,0,0,0.04,0,0.014,2.112,1223,0
0,0,0,0,0,0,4.16,4.16,0,0,0,0,0,0,0,0,0,1.428,10,0
0,0,0,0,0,0,9.52,4.76,4.76,4.76,4.76,0,4.76,0,0,0,0,3.333,30,0
0.23,0.23,0.23,0,0.23,0,0,0,0,0,0,0,0,0,0.23,0,0,2.281,146,0
0,0,0.45,0,0,0,0.68,0.11,0,0,0.11,0,0,0,0,0,0.096,2.829,549,0
0,0,0,0,0,0,2.98,1.49,2.23,0.74,1.49,0,0.74,0,0.74,0,0,2.607,133,0
0.13,0,0.13,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0.02,1.823,372,0
0,0,0,0,0,0,13.04,0,0,0,0,0,0,0,0,0,0,3.555,96,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
0,0,0,0,0,0,5.12,2.56,2.56,2.56,2.56,0,2.56,0,0,0,0,2.5,40,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15,43,0
0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,1.187,114,0
0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,18,0
0,0.68,0,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0,1.218,39,0
0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0.03,2.444,198,0
0,0,3.63,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,1.933,58,0
0,0,6.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.666,15,0
0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,6.25,0,0,1.285,9,0
0,0,0,0,0,0,0,1.92,0,0,0,0,0,0,1.92,0,0,1,6,0
0,0,0.65,0,0,0,2.63,1.31,0.65,0.65,0.65,0,0.65,0,0.65,0,0,3.041,146,0
0,0,3.33,0,0,0,2.22,0,0,0,1.11,0,0,0,0,0,0,1.454,48,0
0,0,0.76,0,0,0,2.66,0,0,0,0,0,0.47,0,0,0,0.026,2.658,577,0
0,0,0,0,0,0,0,0.68,0,0,0,0,0,0,0,0,0,3.369,155,0
0,0,3.75,0,0,0,1.25,0,1.25,0,0,0,0,0,0,0,0,2.379,69,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.84,0,0,1,4,0
0,0,0,0,0,0,8,4,4,4,4,0,4,0,0,0,0,3.333,30,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.22,0,0,1.214,17,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21,0,0.238,1,16,0
0.5,0,2,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,1.468,69,0
0,0,0,0,0,0,5.43,2.17,1.08,1.08,1.08,0,1.08,0,1.08,0,0,5.291,127,0
0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,1,5,0
0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,1,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,1,5,0
0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,1,5,0
0,0,0,0,0,0,0,16.66,0,0,0,0,0,0,0,0,0,1,6,0
0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,1,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,8,0
0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,1,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0
0.36,0,1.44,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,1.636,54,0
0,0,0.26,0.08,0,0,0.62,0.08,0,0,0.08,0,0,0,0,0,0.253,4.665,1031,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,1.842,35,0
0,0,0,0,0,0,5.45,0.23,0,0,0,0,0,0,1.18,0,0.119,2.565,295,0
0,0,1.56,0,0.52,0,0,0,0,0,0,0,0,0.52,0,0.52,0,2.416,116,0
0,0,0.5,0,0,0,1.01,5.55,0.5,0.5,0.5,0,0.5,0,0.5,0,0.083,1.547,113,0
0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073,3.184,207,0
0,0,1.38,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,1.412,89,0
0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,2.5,15,0
0,0,1.06,0,0,0,0,1.06,0,0,0,1.06,0,0,0,0,0,1.705,29,0
0,0,1.16,0,0,0,0,1.16,0,0,0,0,0,0,0,0,0,1.2,12,0
0,0,1.02,0,1.02,0,0,0,0,0,0,0,0,0,0,0,0,1.642,23,0
0,0,0,0,0,0,2.4,1.2,1.2,1.2,1.2,0,1.2,0,0,0,0,2.166,39,0
0,0,1.01,0,0,0,1.52,1.01,1.01,1.01,0,0,0,0,0,0,0,4.275,248,0
0,0,0.65,0,0,0,0.65,0,0,0,0,0,0,0,0.65,0,0.093,1.705,87,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0
0,0,1.96,0,0,0,1.4,0,0,0,0,0,0,0,0.28,0,0,1.426,97,0
0,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0.82,0,0,1.272,42,0
0,0,0,0,0,0,15.38,0,0,0,0,0,0,0,0,0,0,14,56,0
0,0,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.866,28,0
0,0,0,0,0,0,0,1.63,0,0,0,0,0,0,1.63,0,0,1.25,15,0
0,0,0,0,0,0,6.89,0,0,1.72,0,0,0,0,0,0,0,2.16,54,0
0,0,0,0,0,0,4.65,2.32,2.32,2.32,2.32,0,2.32,0,0,2.32,0,3.312,53,0
0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,1,4,0
0,0,0,0,0,0,0.83,0,0.41,0.41,0.41,0,0,0,0,0,0,1.848,122,0
0,0,0,0,0,0,4.65,2.32,2.32,2.32,2.32,0,2.32,0,0,0,0,2.5,50,0
0,0,1.75,0,0,0,0.14,0,0.29,0.14,0,0.14,0,0,0,0.14,0,1.715,187,0
0,0,0,0,0,0,1.78,0,0,0,0,0,0,0,0,0,0,1.406,45,0
0,0,0,0,0,0,2.44,0,0,0,0,1.52,0,0,0,0,0.301,2.161,227,0
0,0,0,0,0,0,0,0.16,0,0,0,0,0.16,0.16,0,0,0,3.989,738,0
0,0,0,0,0,0,0,14.28,0,0,0,0,0,0,0,0,0,1,7,0
0,0,2.29,0,0,0,0,1.14,0,0,0,0,0,0,0,0,0,1.833,22,0
0,0,1.24,0,0,0,2.48,1.24,1.86,0.62,1.24,0,0.62,0,0.62,0,0.189,2.63,171,0
0,0,0.53,0,0,0,1.41,0,0,0,0,0,0,2.83,0,3,0.271,4.84,576,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.368,83,0
0,0,0.6,0,0.13,0.06,1.6,0,0.13,0.33,0.13,0,0,0,0.13,0.06,0,2.068,871,0
0,0,0.19,0,0,0,0,0,0,0,0.59,0,0,0,0,0,0.127,1.411,120,0
0,0,0.51,0,0,0,2.56,2.05,0.51,0.51,1.02,0,0.51,0,1.02,0.51,0,1.983,121,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23,0,1,14,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57,3.57,0,1.454,16,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36,0.68,0,1.607,45,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85,2.85,0,1.111,20,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,7.88,0.109,1.786,134,0
0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0.6,3.04,0.094,1.976,83,0
0,0,0,0,1.47,0,0,0,1.47,0,0,0,0,0,0,0,0,2.352,40,0
0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.454,32,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,0,2.862,83,0
0,0,3.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.314,46,0
0,0,1.29,0,0.16,0,0,0,0,0,0,0,0,0,0.48,0.16,0,1.704,167,0
0,0,0.47,0,0.09,0,0,0,0,0,0,0,0,0,0.37,0.09,0,1.536,192,0
0,0,1.16,0,0.77,0,0,0,0,0,0,0,0,0,0.77,0.38,0,2,114,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41,1.41,0,2.342,89,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.047,22,0
0,0,3.52,0,0,0,0,0,0,0,0,0,0,0,2.35,0,0,1.7,34,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.666,10,0
0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,1.411,24,0
0,0,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,1.218,39,0
0.38,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.843,118,0
0,0,1.69,0,0,0,0,0,0,0,0,0,0,0,1.69,0,0,1.777,32,0
3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03,0,0,2.769,36,0
0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,4.385,6.822,614,0
0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.838,6.912,394,0
0.56,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0.56,0,0,1.035,29,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,1.96,49,0
0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.149,7.416,356,0
0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23,5.802,412,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,3.885,5.754,328,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,3.024,5.016,311,0
0,0,1.63,0,0,0,0,0,0,0,0,0,0,0,1.63,0,0,1.333,20,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.296,35,0
0,0,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.238,26,0
0,0,0.26,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,1.541,202,0
0,0,0,0,1.02,0,0,0,0,0,0,0,0,0,0,1.02,0,2.166,39,0
0,0,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,63,0
0,0,0.24,0,0.49,0,0,0,0,0,0,0,0,0,0.49,0,0.036,2.587,282,0
0,0,0.24,0,0.49,0,0,0,0,0,0,0,0,0,0.49,0,0.036,2.587,282,0
0,0,0.61,0,0.61,0,0,0,0,0,0,0,0,0,0.61,0,0,5.277,285,0
0,0,0.3,0,0,0,0,0,0,0,0,0,0,0.6,1.21,0,0.055,1.947,74,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.06,0,0,0,13.333,160,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.17,1.17,1.17,0,3,45,0
0,0,4.28,0,0,0,0,0,0,0,0,0,0,4.28,0,0,0,1.826,42,0
0,0,0,0,0.57,0,0.57,0,0,0,0,0,0,0,0.86,0,0,1.1,55,0
0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0.62,0,0,2.125,34,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,0,3.387,105,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7,0,2.284,329,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.375,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.333,7,0
0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0.56,0.09,0,1.024,128,0
0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1.21,0.112,1.617,55,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0.37,0.033,1.489,137,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0,1.372,70,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89,0,1.266,19,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44,0,1,8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,0,1,24,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1.555,14,0
