@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R7,15-16,18,22,29-30,36-39,45,52-55,58'

@attribute Word_freq_remove numeric
@attribute Word_freq_addresses numeric
@attribute Word_freq_free numeric
@attribute Word_freq_email numeric
@attribute Word_freq_font numeric
@attribute Word_freq_lab numeric
@attribute Word_freq_labs numeric
@attribute Word_freq_technology numeric
@attribute Word_freq_1999 numeric
@attribute Word_freq_parts numeric
@attribute Word_freq_pm numeric
@attribute Word_freq_re numeric
@attribute Char_freq4 numeric
@attribute Char_freq5 numeric
@attribute Char_freq6 numeric
@attribute Capital_run_length_average numeric
@attribute Spam {1,0}

@data
0,0,0,0,0,0,0,0,1.25,0,0,1.25,0,0,0,3.3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231,2.011,0
0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,2.457,0
0,0,0,0,0,0,0,0,0,0,0,0,0.476,0,0,2.642,0
1.78,0,0,0,0,0,1.78,1.78,0,0,0,0,0.586,0,0,1.307,0
0,0,0,0,0,0.55,0,0,0.55,0,0,0,0,0,0,1.601,0
0,0.32,0,0.32,0,0,0,0,0,0,0,0,0.022,0.377,0,3.918,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.333,0
0,0,0,0,0,0.34,0.34,0.34,0.34,0,0.34,0.34,0,0,0,1.696,0
0,0,0,0,0,0.78,0.78,0.78,0,0,0.78,0.78,0,0,0,3.971,0
0,0,0,0,0,0,5.88,0,0,0,0,0,0,0,0,2.285,0
0,0,0,0,0,0.42,0.42,0.42,0.85,0,0.42,0.42,0,0,0,2.108,0
0,0,0,0,0,0.5,0.5,0.5,0.5,0,0.5,1.01,0,0,0,1.836,0
0,0,0,1.06,0,0,1.06,1.06,0,0,0,0,0,0,0,2.151,0
0,0,0.8,0,0,0,0,0,0,0,0,0.8,0,0,0,1.2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.625,0
0,0,0,0,0,0.17,0.17,0.17,0,0,0,0.35,0,0,0,2.241,0
0,0,0,0,0,0,0,0,1.72,0,1.72,1.72,0,0,0,1.65,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,2.32,0,0,0,0,0,0,1.375,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.062,0
0,0,0,0,0,0,0,0,0,0,0,0,0.102,0,0,1.52,0
0,0,0,0,0,0,0.36,0,0,0,0,0,0,0,0,2.075,0
0,0,0,0,0,0.51,0,0,0.25,0,0,0,0.039,0,0,4.016,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.719,0,1.25,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.724,0,1.25,0
0,0,0,0,0,0,0,0,0.12,0,0,0,0,0.017,0,2.444,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0.13,0,0,0,0.13,0,0,1.44,0.13,0.26,0,0,0.062,2.876,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0
0,0,0,0,0,0,0,0,0.88,0,0.88,0,0,0,0,1.949,0
0,0,0,0,0,0,0,0,0,0,0,0,0.448,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0.31,0,0,0,1.592,0
0,0,0,0.88,0,0,0,0,0,0,0,0,0,0,0,1.37,0
0,0,0,0,0,0,0,0,0,0,0,0.85,0,0,0,5,0
0,0,0,0,0,0,0,0.75,0.06,0,0,0,0,0.043,0,2.148,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.833,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0
0,0,0,0,0,0,0,0,0,0,0,0,1.739,0,0,1,0
0,0,0.11,0,0,0,0,0.34,0.23,0,0,0,0,0.032,0,3.275,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,3.57,0,0,0,1,0
0,0,0,0,0,0,0,0,0.89,0,0,0,0,0,0,1.936,0
0,0.44,0,0.44,0,0,0,0,0,0,0,0,0,0,0,1.857,0
0,0,0,0,0,0,0,0,0,0,0,0,0.238,0,0,2,0
0,0,0,0,0,0,0.66,0.66,0,0,0,0,0.102,0,0,2.531,0
0,0,0,0,0,0,0,0.22,0.14,0,0.07,0,0,0.02,0,2.25,0
0,0,0.5,0,0,0,0,0,0.5,0,0,0,0.188,0,0,3.461,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.568,0
0,0,0,0,0,0,0,0,0,0,0,3.44,0,0,0,1,0
0,0,0,0,0,0,1.22,0,0,0,0,0,0,0,0,1.754,0
0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,1,0
0,0,0,0,0,1.44,1.44,1.44,0,0,0,1.44,0,0,0,2.166,0
0,0,0,0,0,0,0,0,0.16,0,0,0,0,0.022,0,3.212,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.294,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.166,0
0,0,0,0,0,0,0,0,0,0,0,0.87,0,0,0,1.3,0
0,0,0,0,0,0.54,0.54,0.54,0,0,0,0,0,0,0,1.373,0
0,0,0,0,0,0,0,0,0,0,1.05,0,0,0,0,2.096,0
0,0,0,0,0,0,0,0,0,0,0,0,0.497,0,0,1.722,0
0,0,0.19,0.19,0,0,0,0,0,0,0,0.39,0,0.038,0,1.129,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0
0,0,0,0,0,0,0,0,0,0,0,3.33,1.075,0,0,1.2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1.31,0,0,0,1.25,0
0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,0,1.263,0
0,0,0,0,0,0,0,0,0,0,0,1.49,1.069,0,0,1,0
0,0,0,0,0,0,0,0,0.68,0,0,0.68,0.109,0.218,0,1.897,0
0,0,0,0,0,0,0,0,0,0,0,0,0.954,0,0,9.125,0
0,0,0,0.4,0,0,0,0,0,0.4,0,0,0.069,0,0,2.525,0
0,0,0,0,0,0,0,0,0,0,0.81,0.81,0,0,0,2.829,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.352,0
0,0,0,0,0,0,0,0,0,0,0,0.78,0,0,0,2.848,0
0,0,1.04,0,0,0,0,0,0,0,0,1.04,0,0,0,1.963,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.444,0
0,0,0,0,0,0,0,0,0,0,0,0,0.331,0,0,1.714,0
0,0,1.75,1.75,0,0,0,0,0,0,0,0,0.238,0,0,4.375,0
0,0,0,0,0,0,0,0,0,0,0,0.61,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0.306,0.102,0,2.538,0
0,0,0,0,0,0,0,0,0,0,0,0.67,0,0,0,1.636,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.264,0
0,0,0,0,9.83,0,0,0,0,0,0,0,0.141,0,0.425,6.51,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.116,0,1.419,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,6.09,0
0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,1,0
0,0,0,0.52,0,0,0,0.52,0,0,0,0.26,0.037,0.037,0,1.797,0
0.59,0,0,0.89,0,0,0,0,0,0,0,0.29,0.044,0.132,0,1.592,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1.42,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1.21,0,0,0,1.967,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0.81,0,0,0,0,0.81,0.134,0,0,1.366,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.214,0
0,0,0.19,0.19,0,0,0,0,0.58,0,0,0,0,0,0,4.13,0
0,0,0.36,2.56,0,0,0,0,0,0,0,0,0,0.123,0,2.854,0
0,0,0,0.79,0,0,0,0,0.79,0,0,1.58,0.27,0,0,1.608,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.763,0,2.181,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.571,0
0,0,1.43,0,0,0,0,0,0,0,0,0,0,0,0,1.032,0
0,0,0,0,0,0,0,0,0.33,0,0,0,0.224,0.224,0,1.542,0
0,0,0.27,0.27,0,0,0,0,0,0,0,0.55,0,0,0.04,3.891,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0.14,0.14,0,0,0,0,0,0,0,0.14,0.022,0,0,2.621,0
0,0,0.44,0.44,0,0,0,0,0.44,0,0,0,0,0,0.059,7.046,0
0,0,0,0,0,0,0,0,0,0,0,0.95,5.78,0,0,2.13,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0
0,0,0,0,0,0,0,0,0,0,0,2.85,0,0,0,1,0
0,0,0,0.11,0,0,0,0.11,0.23,0,0.11,0,0.017,0.068,0.017,3.441,0
0,0,0,0.08,0,0,0,0,0.26,0,0,0,0.027,0,0,4.696,0
0,0,0.62,0.62,0,0,0,0,1.24,0,1.86,0,0.288,0,0.096,6,0
0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0.66,0,0,0,1.153,0
0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,1.687,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.666,0
0,0,0,0,0,0,0,0,0,0,0.69,1.38,0,0,0.1,2.447,0
0,0,0.5,0.5,0,0,0,0,0,0,0,0.5,0,0.087,0,1.225,0
0,0,0,0.1,3.47,0,0,0,0.27,0,0,0,0.055,0,0.202,3.766,0
0,0,0,0.51,0,0,0,0,0,0,0,0,0.091,0,0,1.586,0
0,0,0,0,0,0.22,0,0,0,0,0,0.22,0.041,0,0,1.5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,1.272,0
0,0,0,0,0,0,0,0,0,0,0,0.31,0,0,0,1.142,0
