@relation spambase

@attribute Word_freq_address numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_mail numeric
@attribute Word_freq_will numeric
@attribute Word_freq_addresses numeric
@attribute Word_freq_free numeric
@attribute Word_freq_email numeric
@attribute Word_freq_credit numeric
@attribute Word_freq_money numeric
@attribute Word_freq_hpl numeric
@attribute Word_freq_650 numeric
@attribute Word_freq_labs numeric
@attribute Word_freq_telnet numeric
@attribute Word_freq_857 numeric
@attribute Word_freq_415 numeric
@attribute Word_freq_parts numeric
@attribute Word_freq_original numeric
@attribute Word_freq_edu numeric
@attribute Char_freq5 numeric
@attribute Char_freq6 numeric
@attribute Spam {1,0}

@data
0.17,0.03,0.37,0.64,0.2,0.51,0.34,0.13,0.71,0,0,0,0,0,0,0,0,0,0.136,0,1
0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.613,0,1
0,0.76,0,0.38,0,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0.177,0.059,1
0.54,2.16,0.54,0.54,0,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0.081,1
0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0.683,0,1
0.15,0,0,0.15,0,0,0.75,0,0.3,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0.267,0,1
0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.763,1
0.55,0,0,0,0.55,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0.086,0.517,1
0.43,0,0.62,0.65,0.03,0.21,0.03,0,0.54,0,0,0,0,0,0,0,0,0,0.523,0.136,1
0,1.07,0,0,0,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0.437,0.291,1
0,3.12,0,3.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.12,0,0.48,0,0.12,0.6,0,0,0,0,0,0,0,0,0,0,0,0.094,0,1
1.32,0,0.75,2.08,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0.112,0,1
0,0.3,0.76,0.92,0,0,0.15,3.53,0.15,0,0,0,0,0,0,0,0.3,0,0.203,0.022,1
0,0,0,0.09,0,0,0,0,0.04,0,0,0,0,0,0.07,0,0,0,0,0,1
0.28,0.28,0,0.86,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0.218,0,1
1.11,0,0,0,0,3.35,0,0,0,0,0,0,0,0,0,0,0,0,0.095,0,1
0,0,1.45,1.09,0,0.72,0,1.81,0,0.36,0,0,0,0,0,0,0,0,0.113,0.17,1
0.42,0.42,1.27,0,0,1.27,0,0.42,0.42,0,0,0,0,0,0,0,0,0,0.063,0,1
0,0,0,1.14,0,4.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.9,0,0,0.9,0,0,1.81,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1.25,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.29,0.14,0.43,0,0.14,0.14,0.72,0.14,0,0,0,0,0,0,0,0,0,0,0.046,0.046,1
0,0.1,0.2,0.5,0,0.91,0,4.26,0.2,0,0,0,0,0,0,0,0,0,0.16,0,1
0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.67,0.16,0,0.33,0.5,0,0,0.5,0.16,0,0,0,0,0,0,0,0,0,0.105,0.052,1
0.08,0.25,0.08,0.59,2.22,0.25,0.94,0.17,0.08,0,0,0,0,0,0,0,0.17,0.08,0.114,0.012,1
0,1.2,1.2,1.2,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,1
0.3,0.2,0.8,0.8,1.5,0,1.6,0.2,0.2,0,0,0,0,0,0,0,0.2,0,0.175,0.014,1
0.17,0,0.42,1.37,0,0.32,0.22,0.29,0.84,0,0,0,0,0,0,0,0,0,0.165,0.182,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196,0,1
0,0,0.56,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.64,0,0.32,0,0.32,0.32,0,0.32,0,0,0,0,0,0,0,0,0,0.156,0,1
0,0.17,1.24,0,0.89,0,0.35,0.17,0,0,0,0,0,0,0,0,0,0,0.216,0.836,1
0.63,0,0,0.63,1.27,0.63,3.18,0,0.63,0,0.31,0,0,0,0,0,0,0,0.501,0,1
0,0,0,0,0,0,0,0,0,0,0.73,0,0,0,0,0,0,0.36,0.105,0,1
0,0,0,0,0,16.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0.75,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0.05,0.025,1
0,0,0.64,0.64,0,0,0,2.57,0,0,0,0,0,0,0,0,0,0,0.106,0,1
0,0.65,0,0.65,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.27,0,0.82,0.55,0,0,0.55,2.2,0,0,0,0,0,0,0,0,0,0,0.093,0,1
0,0.8,0.8,0.8,0,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,1
0.45,0.9,1.35,0.45,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0.41,0,1
0,0.9,0,0,0,0,0.9,0,0.9,0,0,0,0,0,0,0,0,0,0,0,1
0,0.1,0.21,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118,0,1
0,1.78,0,1.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.36,0.36,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0.36,0,0,0,1
0.5,1.01,0.76,0.5,0,1.26,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.151,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.42,0.08,1.62,0.51,0.17,0.08,0,0,0.34,0,0,0,0,0,0,0,0,0,0.294,0.065,1
0,0.19,0.25,0.45,1.75,0.06,1.03,0.32,0.06,0,0,0,0,0,0,0,0.12,0.06,0.184,0.01,1
0,0.93,0,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1.23,0,0,0,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.22,0,1.59,0.34,2.16,0,0.11,0,0.45,0,0,0,0,0,0,0,0,0,0.132,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116,0,1
0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.349,1
0,0.32,0,0.32,0,0.32,0,0,0.32,0,0,0,0,0,0,0,0,0,0.159,0.053,1
0.74,0.74,0,0,0,0,2.23,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.44,0,0,0.44,0,0.44,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0.39,0,0.78,0,0,0.78,0,0,0,0,0,0,0,0,0,0.092,0,1
0,0.72,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.25,0.25,0,0.77,0.12,0,1.03,0,0,0,0,0,0.12,0,0,0,0.299,0.092,1
0,0,0,0,0,0,0,0,0,0,1.36,0,0,0,0,0,0,2.73,0,0,1
0,0,0,0,0,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0.271,0,1
0,0.54,1.09,2.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258,0.086,1
0,0.74,1.49,0.74,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0.118,0.236,1
0,0.6,0,0.6,0,0,0.6,0,0.6,0,0,0,0,0,0,0,0,0,0.315,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,1.06,2.12,0,0.53,0,0,0,0,0,0,0,0,0,0,0,0.478,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352,0,1
0.41,0,0,0.41,0,0.41,0.82,0,0.41,0,0,0,0,0,0,0,0,0,0.549,0,1
0,0.31,0.63,0.31,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.72,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.08,0.25,0.08,0.59,2.21,0.25,0.93,0.17,0.08,0,0,0,0,0,0,0,0.17,0.08,0.114,0.012,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.19,0.06,0.5,0.95,0.19,0,0,0.19,0.19,0,0,0,0,0,0,0,0,0,0.041,0.143,1
0,0,0,0,0,0.7,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,1
0,0.26,0,0,0,0.79,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,1
0.28,0,0.35,0.74,0,0.17,0.03,0,0.77,0,0,0,0,0,0,0,0,0,1.05,0.162,1
0,0.15,0.15,0,0,1.11,1.27,0,0,0,0,0,0,0,0,0,0,0,0.707,0.022,1
0.54,1.08,0.54,0.54,0,2.17,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,2.32,0,0,0,0,0,0,0,0,0,0,0,1
0.17,0,0.69,1.38,0,0,0.34,1.55,0.34,0,0,0,0,0,0,0,0,0,0.055,0,1
0.95,0,0,0,0,0,0,0.47,0.47,0,0,0,0,0.47,0,0,0,0,0,0,1
0.19,0.19,0.58,1.07,0.09,0,1.17,0.68,0.29,0,0,0,0,0,0,0,0,0,0.224,0.029,1
0,0,0.41,1.25,0,0.62,0,0,0.2,0,0,0,0,0,0,0,0,0,0.345,0.306,1
0,0,0,0.09,0,0,0,0,0.04,0,0,0,0,0,0.07,0,0,0,0,0,1
0,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.64,0.32,0,0,0,0,0,0,0,0.97,0,0,0,0,0,0,0.105,0,1
0,0.18,0,0,0,1.89,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0.294,1
0,0,1.32,2.52,0,0.6,0,0,0.96,0,0,0,0,0,0,0,0,0,0.202,0,1
0.3,0.2,0.8,0.8,1.6,0,1.7,0.2,0.2,0,0,0,0,0,0,0,0.2,0,0.174,0.014,1
0,0,0,0.85,0,4.27,0,0,5.98,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1.19,0,0,1.19,0,0,0,1.19,0,0,0,0,0,0,0,0,0,0,1
0,0,0.33,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0.336,0,1
0,0,0,0.64,0,0,0,5.19,0.64,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0.16,0.16,0.32,2.45,0,0.32,0,0,0,0,0,0,0,0,0,0.027,0,1
0.22,0.05,0.39,1.02,0.05,0,0.39,0,0.34,0,0,0,0,0,0,0,0,0,0.421,0.04,1
0,0,0,2.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.32,0.16,0.48,0,0.16,0.16,0.8,0.16,0,0,0.16,0,0,0,0,0,0,0,0.024,0.049,1
0,0,1.35,2.58,0,0.61,0,0,0.98,0,0,0,0,0,0,0,0,0,0.229,0.02,1
0,0,0.76,2.29,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52,0,0,1
0,0,0,1.38,0,2.77,4.16,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,2.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.322,0,1
0.75,0,0.37,1.89,0,0.75,1.13,0,0,0,0,0,0,0,0,0,0,0,0.138,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,1.55,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0.403,0,1
0,2.3,0,2.3,0,0.76,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.17,0,0.42,1.37,0,0.32,0.22,0.29,0.84,0,0,0,0,0,0,0,0,0,0.166,0.183,1
0,0,0,0,0,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0.266,0,1
0.17,0.51,0.51,0.51,0.17,0.34,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.91,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269,0,1
0,0,0,0,0,3.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.63,0,0.63,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,1
0.1,0.1,0.2,0.92,0,1.94,0.4,0.4,0.1,0,0,0,0,0,0,0,0,0,0.162,0.34,1
0.1,0.1,0.62,0.62,0,0.1,0.2,0.1,1.04,0,0,0,0,0,0,0,0,0,0.264,0.049,1
0,0,0,0,0,0,0.4,0.2,0,0,0,0,0,0,0,0,0,0,0.223,0.478,1
0.34,0.17,0.51,0,0.17,0.17,0.86,0.17,0,0,0,0,0,0,0,0,0,0,0,0.026,1
0,0.05,0.05,0.52,0,0,0.05,0.23,0.05,0,0,0,0,0,0,0,0,0,0.163,0,1
0,0.38,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.39,0,0.78,0.78,0.39,3.51,0,0,0,0,0,0,0,0,0,0,0,0,0.132,0.066,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.28,0.04,0.69,0.88,0,0.23,0,0,0.31,0,0,0,0,0,0,0,0,0,0.754,0.152,1
0,0,0,0,0,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,1.19,2.38,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0.42,0,1
0.57,0,0,0.57,0,0,1.73,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1.47,1.47,0,0,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0.147,0,1
0.75,0.75,0.37,0.75,0,1.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145,1
0.39,0.19,0.39,0.98,0,0.98,0,0.39,1.38,0,0,0,0,0,0,0,0,0,0.31,0.025,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416,0,1
0,0,0,2.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.25,1.25,0,0.62,0.62,2.5,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1.1,0,0.36,0,0.36,0.73,0,1.1,0,0,0,0,0,0,0,0,0,0.062,0,1
0,1.06,0,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.73,0,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.54,1.08,0.54,0.54,0,2.17,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,1.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.23,0.23,0.47,0.47,0,0,0.47,1.89,0,0,0,0,0,0,0,0,0,0,0.151,0,1
0,0,1.32,2.52,0,0.6,0,0,0.96,0,0,0,0,0,0,0,0,0,0.205,0,1
0,0,0,0,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.56,0.56,1.13,0,3.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.19,0,0.06,0.63,0,0.69,0.38,0.06,1.08,0,0,0,0,0,0,0,0,0,0.592,0.022,1
0.55,0.55,0,0.55,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0.345,0,1
0,0,0.66,0,0,1.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.08,0.25,0.08,0.59,2.21,0.25,0.93,0.17,0.08,0,0,0,0,0,0,0,0.17,0.08,0.118,0.013,1
0,0,0,0.72,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0.031,0.031,1
0.09,0,0.19,0.19,0,0.66,0,0,0,0,0,0,0,0,0,0,0.38,0,0,0,1
0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.4,0.06,0.97,0.69,0.03,0.15,0,0,0.56,0,0,0,0,0,0,0,0,0,0.42,0.266,1
0.72,0,1.08,0.72,0,0.36,0.36,0,0,0,0,0,0,0,0,0,0,0,0.467,0.066,1
0.12,0,0,0.85,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0.042,0,1
0.56,1.12,0,0.56,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0,1
0,0,0.17,0.1,0,0.03,0,0,0,1.22,0,0,0,0,0,0,0.06,0,0.011,0.023,1
0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.47,0,0,0,0,0.47,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,1.16,0,0.38,1.16,0,0.38,0,0,0,0,0,0,0,0,0,0.12,0,1
0,0.35,0,1.06,0,0.7,1.41,2.82,0.7,0,0,0,0,0,0,0,0,0,0,0.122,1
0,0.61,0,1.22,0,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.13,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.611,0.01,1
0,0.83,1.04,0.41,0,0,1.46,0,0,1.46,0,0,0,0,0,0,0,0,0.146,0,1
0,0,0,0.14,0,0.29,0,0,0.43,0,0,0,0,0,0.14,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198,0,1
0,0.08,0.08,0.6,0,0,0.08,0,0.08,0,0,0,0,0,0,0,0,0,0.013,0,1
0,1.11,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0.39,0,0.39,0,0,0,0,0,0,0,0,1
0,0,0.65,0,0,0.65,0.65,3.26,0,0,0,0,0,0,0,0,0,0,0.524,0,1
0,0,0,0,0,0,5.33,0,0,0,0,0,0,0,0,0,0,0,0.514,0,1
0.41,1.65,0,0,0,2.47,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.15,0.3,0.15,0.3,2.32,0,0.3,0,0,0,0,0,0,0,0,0,0.025,0,1
0,0,0,0,0,0,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.68,0.68,0.68,0,0,4.1,0,0,0,0,0,0,0,0,0,0,0,0.242,0,1
0.17,0,0.17,0.34,0,0.87,0,0.17,0.17,0,0,0,0,0,0,0,0,0,0.716,0,1
0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,1.8,0,0.199,1
0.32,0.05,0.79,1.01,0,0.21,0,0,0.35,0,0,0,0,0,0,0,0,0,0.626,0.165,1
0.56,0.56,0,0.56,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0.347,0,1
0,0,0.38,0,0,0,0,0.76,0,0,0,0,0,0,0,0,0,0,0.059,0,1
0,0.59,0,1.19,0,0,0.59,0,0.59,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0.44,0,0,0,0,0,0,0,0.66,0,0,0,0,0,0,0.187,0.149,1
0,1.43,0,0.47,0,0.47,1.91,0.47,0,0,0,0,0,0,0,0,0,0,0.295,0,1
0,0,0,1.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,1
0.29,0,1.47,1.91,0.58,0.29,1.62,0.14,0.29,0,0,0,0,0,0,0,0,0,0.215,0.047,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117,0,1
0,0.69,0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248,1.985,1
1.63,3.27,0,0,0,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0.18,1
0,0.24,0.48,0.72,0,1.68,0,0,0,0,0,0,0,0,0,0,0,0,0.828,0.15,1
0.44,0.03,0.67,0.67,0.03,0.22,0.07,0,0.63,0,0,0,0,0,0,0,0,0,0.532,0.137,1
0,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.492,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.49,0,0.99,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0.165,0,1
0,0.7,0,0,0,0,0,0,1.05,0,0,0,0,0,0,0,0,0,0,0,1
0,0.31,0,0.95,0,0.95,0.31,2.54,0.63,0,0,0,0,0,0,0,0,0,0,0.102,1
0,0,1.21,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.5,1.01,0.25,0.76,0,1.52,0,0,0,0,0,0,0,0,0,0,0,0.412,0,1
0,0,0,2.89,0,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.93,0,0.93,0,1.39,0.46,0,0,0,0,0,0,0,0,0.46,0,0,0,0.069,1
0,0.86,0,0,0,0.86,1.73,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1.81,0.68,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.05,1.05,0,0,0,3.15,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.21,0.05,0.42,0.95,0.05,0,0.36,0,0.31,0,0,0,0,0,0,0,0,0,0.388,0.036,1
2.66,0,0,2,0.66,0,6.66,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,6.66,0,0,0,0,0,0,0,0,0,0,0,1
0.02,0,0,0.25,0,0.05,0,0,0.02,0,0,0,0,0,0,0.02,0.02,0,0.022,0,1
0.08,0.25,0.08,0.59,2.22,0.25,0.94,0.17,0.08,0,0,0,0,0,0,0,0.17,0.08,0.118,0.013,1
0,0,0.29,0.44,0,0.14,0,0,0.14,0,0,0,0,0,0,0,0,0,0.05,0,1
0.89,0,0.12,0.38,1.15,0,2.04,0.12,0.12,0,0,0,0,0,0,0,0,0,0.061,0,1
0.3,0,0,0.3,0.05,0,0.5,0.3,0.2,0.05,0,0,0,0,0,0,0,0,0.118,0,1
0.16,0.04,0.4,0.68,0.28,0.64,0.4,0.16,0.6,0,0,0,0,0,0,0,0,0,0.152,0,1
0,0.08,0.08,0.6,0,0,0.08,0,0.08,0,0,0,0,0,0,0,0,0,0.014,0,1
1.11,2.22,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.33,0,0.33,0.33,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054,1
0,0.97,0,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.08,0.08,0.16,0.76,0,1.61,0.33,0.33,0.08,0,0,0,0,0,0,0,0,0,0.157,0.33,1
0.28,0.04,0.69,0.88,0,0.23,0,0,0.31,0,0,0,0,0,0,0,0,0,0.734,0.145,1
0.23,0,1.74,0.34,2.09,0,0,0,0.46,0,0,0,0,0,0,0,0,0,0.134,0,1
1.32,0,0.75,2.07,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0.107,0,1
0,1.04,1.04,1.04,0,2.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.62,1.24,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0.201,0,1
0,0,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053,0,1
0.1,0,0.1,0.53,0,0.17,0,0.03,0.17,0,0,0,0,0,0,0,0,0,0.065,0,1
0,1.03,1.03,1.03,0,2.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.53,0.53,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.96,0.48,0.96,0,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0.074,0,1
1.76,0.12,3.9,0.88,0,0.25,0,0.25,0.12,0,0,0,0,0,0,0,0.12,0,0.119,0,1
0,0.58,0.19,0.78,0,0.58,0.58,0,0,0,0,0,0,0,0,0,0,0,0.135,0,1
0.07,0.15,0,0.47,0,0,0.13,0.1,0,0,0,0,0,0,0,0,0,0,0.046,0.059,1
0,0.16,0.16,0,0,1.64,0.65,0,0,0,0,0,0,0,0,0,0,0,0.663,0,1
0,0.1,0.2,0.5,0,0.91,0,4.26,0.2,0,0,0,0,0,0,0,0,0,0.16,0,1
0.94,0,1.88,2.35,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0.168,0.084,1
0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,1
0.26,0.13,0.26,0.26,0.13,0.26,0.13,0.26,0.26,0,0,0,0,0,0,0,0,0,0.022,0.889,1
0.17,0,0.42,1.37,0,0.32,0.22,0.29,0.84,0,0,0,0,0,0,0,0,0,0.165,0.182,1
0.33,0.66,0.16,0.99,0,0.82,0.16,0,0.33,0,0,0,0,0,0,0,0,0,0.05,0.05,1
0.47,0,0,0,0,0.47,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.26,0.08,1.47,0.52,0.17,0.08,0,0,0.34,0,0,0,0,0,0,0,0,0,0.259,0.064,1
1.22,0.81,0.81,0.4,0,3.27,1.22,0,0,0,0,0,0,0,0,0,0,0,0.8,0,1
0,0,0,0,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.27,0.82,0.82,0.82,0,0.82,0,0,0.27,0,0,0,0,0,0,0,0,0,0.188,0,1
0,0,0,1.21,0,0,0.2,0,0.4,0,0,0,0,0,0,0,0,0,0.121,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.518,1
0.26,0.39,0.26,0.78,0,1.57,0.26,0,0.39,0,0,0,0,0,0,0,0,0,0.021,0.021,1
0,0.79,0.39,0.79,0,0,0,0,0.79,0,0,0,0,0,0,0,0,0,0.192,0,1
0,0.32,0,0.32,0,0.32,0,0,0.32,0,0,0,0,0,0,0,0,0,0.159,0,1
0.47,0,0.23,1.19,0,0.23,0.47,0,0.23,0,0,0,0,0,0,0,0,0,1.357,0.046,1
0,0.26,0.26,0.52,0,0.26,0.26,2.08,0,0,0,0,0,0,0,0,0,0,0.036,0.147,1
0.2,0,0.97,1.04,0,1.11,0.06,0,0.69,0,0,0,0,0,0,0,0,0,0.305,0,1
0,0.99,0,0.49,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0.239,0,1
0.46,0,1.12,0.73,0.06,0.26,0.26,0,0.26,0,0,0,0,0,0,0,0,0,0.265,0.034,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.28,0.02,0.75,0.89,0,0.16,0.02,0,0.51,0,0,0,0,0,0,0,0,0,0.847,0.141,1
0,0.32,0,0.32,0,0.32,0,0,0.32,0,0,0,0,0,0,0,0,0,0.159,0,1
