@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R6,16,19-20,32-33,35-36,38,44-45,52-55,57-58'

@attribute Word_freq_over numeric
@attribute Word_freq_free numeric
@attribute Word_freq_you numeric
@attribute Word_freq_credit numeric
@attribute Word_freq_857 numeric
@attribute Word_freq_data numeric
@attribute Word_freq_85 numeric
@attribute Word_freq_technology numeric
@attribute Word_freq_parts numeric
@attribute Word_freq_project numeric
@attribute Word_freq_re numeric
@attribute Char_freq4 numeric
@attribute Char_freq5 numeric
@attribute Char_freq6 numeric
@attribute Capital_run_length_average numeric
@attribute Capital_run_length_total numeric
@attribute Spam {1,0}

@data
0.05,0,0.22,0,0,0.56,0,0,0,0.05,0,0,0.016,0,2.787,1090,0
2.63,0,0.87,0,0,0,0,0,0,0,0.87,0,0,0,1.269,33,0
0,0,0,0,0,0,0,1.28,0,0,0,0,0,0,1.652,114,0
0,0,0,0,0,0,0.28,0,0,1.14,0,0,0,0,2.902,238,0
0,0,2.4,0,0,0,0,0,0,0,1.2,0,0,0,1.59,35,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
0,0,0,0,0,2.12,2.12,0,0,0,2.12,0,0,0,2.708,65,0
0,0,0.97,0,0.64,0,0.64,0.64,0,0,0.32,0,0,0,2.197,156,0
0,0,0,0,4.76,0,4.76,4.76,0,0,0,0,0,0,3.333,30,0
0,0,0,0,0,0,0,0,0,0,0,0,0.665,0,4.571,64,0
0,0,0.41,0,0,1.15,0,0,0,0,0,0,0.029,0,2.784,490,0
0.13,0,1.05,0,0,0,0,0.13,0,0,0,0.035,0.053,0.053,5.189,685,0
0,0,0.83,0,0,0,0,0,0,0,0,0,0,0,1.475,59,0
0,1,4,0,0,0,0,0,0,0,0,0,0,0,1.806,56,0
0,0,0.43,0,0.28,0.14,0.28,0.28,0,0,0.57,0,0,0,2.24,372,0
0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,1.666,20,0
0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,1.5,18,0
0,0,1.28,0,0,0,0,0,0,0,1.92,0,0,0,1.813,107,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0
0,3.7,0,0,0,0,0,0,7.4,0,0,0,0,0,1.272,14,0
0,0,0,0,0,0,0,0,0,0,0,1.098,0,0,2.142,15,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.75,19,0
0,0.51,1.54,0,0,0,0.51,0,0,0,0,0.079,0,0,1.711,77,0
0,0,1.75,0,0,0,0,0,0,0,1.75,0,0,0,1.125,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.466,22,0
0,0,1.45,0,0,0,0,0.72,0,0,0,0.124,0,0,2.361,85,0
0,0,2,0,0,0,0,0,0,0,0,0,0,0,5.888,53,0
0,0,0,0,0,0,0,0,0,0,2.56,0,0,0,1.769,23,0
0.23,0.23,0.47,0,0,0.47,0,0,0,0,0,0,0,0,1.595,142,0
0,0.11,1.22,0,0,1.89,0,0,1.22,0,0.22,0.017,0,0.052,3.061,600,0
0,0.11,0.45,0,0,0.34,0,0,0,0,0,0,0.029,0,4.296,653,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0
0,0,0,0,0,5.33,0,0.21,0,0,0,0,0,0,2.481,201,0
0,0,1.37,0,0,0,0,0,0,0,0,0,0,0,1.488,64,0
0,0,0,0,0,0,0,0,0,0,0,0.952,0,0,3.2,16,0
0,0,1.69,0,0,0,0,0,0,0,0,0,0,0,1,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0
0,0,6.38,0,0,0,0,0,0,0,2.12,0,0,0,1.444,13,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0
0,0,0.3,0,0,0.61,0,0.15,0,0,0,0,0,0,2.276,485,0
0,0,0,0,0,0,1.29,1.29,0,0,0.64,0.129,0,0.194,2.142,150,0
0,0,0,0,0,0,0,0,0,0,0,0.444,0,0,2.333,28,0
0.1,0.1,0,0,0,0,0,0.1,0,0.1,0,0.041,0.041,0,2.321,469,0
0,0.25,0.25,0,0.25,2.83,0.25,0.25,0,0,0.25,0.043,0,0,2.111,190,0
0,0,2.22,0,0,0,0.88,0,0,0,0,0.05,0,0,3.772,249,0
0,0,0,0,0,0,0,0,0,0,2.22,0.374,0,0,1.375,22,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
0,0,3.7,0,0,0,0,0,0,0,1.23,0,0,0,1.187,19,0
0.07,0,0,0,0,0,0,0.22,0,0,0,0,0.023,0,2.182,659,0
0,0,1.01,0.3,0,0,0,0,0,0,0,0.014,0,0,4.325,545,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,35,0
0,0,1.65,0,0,0,0,0,0,0,0,0,0,0,1.657,58,0
0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,1,2,0
0,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,1.913,44,0
0,0,6,0,0,6,0,0,0,0,0,0,0,0,1.333,12,0
0.73,0,0,0,0,0,0,0,0,0,0,0.049,0,0,1.919,167,0
0,0,3.94,0,0,0,0,0,0,0,1.31,0.139,0,0,2.13,49,0
0.1,0,0.2,0,0.2,0.41,0.2,0.2,1.57,0.1,0.1,0,0.016,0.033,2.232,393,0
0,0,0,0,0,0,0,0,0,1.96,1.96,0.348,0,0,1.312,21,0
0,0,0.71,0,0,1.79,0,0,0,0,0.71,0,0.062,0,1.574,85,0
0,0,0,0,0,1.38,0,0,0,0,0,0,0,0,3.657,534,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.625,26,0
0,0,0.24,0,0,0,0.24,0,0,0,0,0,0,0,1.831,152,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.888,35,0
0,0,0.49,0,0,0.49,0,0,0,0,0,0,0.033,0,3.211,485,0
0,0,0.74,0,0,0,0,0,0,1.49,0,0.124,0,0,2.333,77,0
0.14,0.14,0.14,0,0,0,0.29,0,0,0,0.14,0,0,0,2.174,461,0
0,0.77,0,0,0.77,0,0.77,0.77,0,0,0,0,0,0,2.4,48,0
0,0,0,0,0,4.08,0,0,0,0,0,0.333,0,0,1.666,25,0
0,0.32,1.29,0,0,0,0,0.32,0,1.29,0.32,0,0,0,1.967,120,0
0,0,1.17,0,0,0,0,0,0,0,0,0,0,0,1.64,146,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.222,11,0
0,0,1.28,0,0,0,0.42,0.42,0,0,0,0.056,0,0,1.602,125,0
0,0,3.29,0,0,0,0,0,0,0,0,0,0,0,1,18,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.153,82,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0
0.34,0,2.41,0,0,0,0.68,0,0,0,0.68,0,0,0,2.333,182,0
0,0,2.22,0,0,0,0,0,0,0,4.44,0,0,0,1.947,37,0
0.49,0,2.47,0,0,0,0,0,0,0,0,0.093,0,0,1.275,51,0
0,0,0.67,0,0,0,0,0,0,0,0.67,0,0.26,0,1.592,43,0
0,0,1.81,0,0,0,0,0,0,0,0,0,0.159,0,1.515,50,0
0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,1.142,8,0
0,0,2.17,0,0,0,0,0,0,0,0,0.704,0,0,1,10,0
0,0,0,0,0,0,0,0,0,0,4.16,0,0,0,2.666,24,0
0,0,1.43,0,0,0,0,0,0,0.47,0.47,0.076,0,0,1.833,77,0
1.04,0,3.66,0,0,0,0,0,0,0,0,0.09,0,0,1.466,44,0
0,0,4.45,0,0,0,0,0,0,0,1.27,0.102,0,0,1.361,49,0
0,0,0,0,0,0,0,0,0,0,1.47,0.213,0,0,1.333,36,0
0,0,3.53,0,0,0,0,0,0,0,0.44,0,0,0,2.063,97,0
0,0,5.46,0,0,0,0,0,0,0,0,0.275,0,0,1.625,39,0
0,0,2.16,0,0,0,0,0,0,0,0.54,0.045,0,0,2.078,106,0
0.33,0,0.33,0,0,0,0,0,0,0,0.49,0.059,0,0,1.632,191,0
0.43,0,0.87,0,0,0,0,0,0,0,0,0,0,0,2.137,109,0
0,0,3.84,0,0,0,0,0,0,0,2.56,0,0,0,3.772,83,0
0,0,2.05,0,0,0,0,0,0,0,0.76,0.047,0,0,1.884,147,0
0,0,3.17,0,0,0,0,0,0,0,0,0,0,0,4.368,83,0
0.77,0,4.65,0,0,0,0,0,0,0,1.55,0.159,0,0,1.346,35,0
0,0,2.15,0,0,0,0,0,0,0,0.71,0,0,0,2.939,97,0
0,0,1.92,0,0,0,0,0,0,0,2.88,0.327,0.327,0,1.482,43,0
0,0,2.05,0,0,0,0,0,0,0,1.36,0,0,0,1.315,25,0
0,0,2.15,0,0,0,0,0,0,0,0,0.342,0,0,1,31,0
0,0.13,3.85,0,0,0,0,0,0,0,0,0,0,0.022,1.514,159,0
0,0.39,0.99,0,0,0,0,0,0,0,0.19,0.029,0,0,1.131,155,0
0,0.28,1.97,0,0,0,0,0,0,0,0,5.054,0,0,1.403,80,0
0,0,1.75,0,0,0,0,0,0,0,0,0.25,0,0,1.285,18,0
0,0,9.72,0,0,0,0,0,0,0,1.38,0,0,0,2.052,39,0
0,0,4.28,0,0,0,0,0,0,0,1.42,0,0,0,3.555,96,0
0,0,3.3,0,0,0,0.36,0.73,0,0,0,0,0,0,2.482,144,0
0,0,5.1,0,0,0,0,0,0,2.04,0,0.154,0,0,3.304,76,0
0,0,2.32,0,0,0,0,0,0,0,1.16,0,0,0,1.75,35,0
0.09,0.84,2.72,0,0,0,0,0,0,0,0.18,0.142,0.071,0.014,1.934,383,0
0.42,0,2.1,0,0,0,0,0,0,0,0,0.073,0,0.441,6.186,266,0
0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,1.076,28,0
0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,9,0
0,0,1.21,0,0,0,0,0,0,0,0.3,0,0,0,1.505,128,0
0,0.69,2.79,0,0,0,0,0,0,0,0.69,0,0,0,2.184,83,0
0,0,2.5,0,0,0,0,0,0,0,1.25,0,0.204,0,2.45,49,0
0,0.55,0,0,0,0,0,0,0,0,0,0.563,0,0,2.928,82,0
0,0,3.7,0,0,0,0,0,0,0,0.92,0,0,0,2.535,71,0
0,0,2.2,0,0,0,0,0,0,0,1.1,0.633,0,0,1.386,61,0
0,0,3.02,0,0,0,0,0,0,0,0.51,0.099,0,0,1.329,214,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,14,0
0,0,4.54,0,0,0,0,0,0,0,0,0,0,0,1,7,0
0,0,0,0,0,0,0,0,0,0,0,3.225,0,0,1,4,0
0.16,0,1.3,0,0,0,0,0,0,0,0.16,0.149,0,0,2.178,244,0
0,0.38,2.31,0,0,0,0,0,0,0,0.38,0.162,0,0.054,5.07,289,0
0,0,1.7,0,0,0,0,0,0,0,0.68,0.463,0,0,1.538,80,0
0,0,3.84,0,0,0,0,0,0,1.28,1.28,0,0,0,1.428,10,0
0,0,3.12,0,0,0,0,0,0,3.12,3.12,0.467,0,0,1,5,0
0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,2.294,39,0
0.44,0,2.67,0,0,0,0,0.44,0,0,0.44,0.149,0,0,1.115,29,0
0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0.31,0,0,0,0,0,0,0,0,0.112,0,0.056,2.933,311,0
0,0,3.17,0,0,0,0,0,0,0,1.58,0,0,0,2.071,29,0
0,0,1.76,0,0,0,0,0,0,0,0.88,0.125,0,0,1.681,37,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0
0.8,0,1.6,0,0,0,0,0,0,0.8,0,0,0,0,1.166,14,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.333,60,0
0,0,0,0,0,0,0,0,0,16.66,0,0,0,0,2,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0
0,0,3.61,0,0,0,0,0,0,0,0,0,0,0,1.2,24,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.571,11,0
0,0,1.47,0,0,0,0,0,0,0,0,0,0,0.056,1.793,174,0
0,0.58,2.9,0,0,0,0,0,0,0,0,0,0,0.092,2.468,79,0
