@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R5,7,10,16,21-22,28,30,32-33,35,37,44-45,50-51,57-58'

@attribute Word_freq_our numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_mail numeric
@attribute Word_freq_free numeric
@attribute Word_freq_your numeric
@attribute Word_freq_font numeric
@attribute Word_freq_650 numeric
@attribute Word_freq_labs numeric
@attribute Word_freq_857 numeric
@attribute Word_freq_data numeric
@attribute Word_freq_85 numeric
@attribute Word_freq_1999 numeric
@attribute Word_freq_project numeric
@attribute Word_freq_re numeric
@attribute Char_freq2 numeric
@attribute Char_freq3 numeric
@attribute Capital_run_length_total numeric
@attribute Spam {1,0}

@data
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
0,0,0,0,0,0,0.68,0.68,0.68,0,0.68,0.68,0,0.68,0.216,0.108,157,0
1.63,0,0,0,3.27,0,0,0,1.63,0,0,0,0,0,0.527,0,53,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
0.17,0,0.35,0,0.7,0,0,0,0,0,0,0,0,0.17,0.038,0,447,0
0.16,0,0,0,0.16,0,0,0,0,0.56,0,0.73,0.05,0,0.211,0.04,1090,0
0,0,0,0,0,0,0,0,0,0,0,0.87,0,0.87,0.317,0,33,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0
0,0,0.57,0,0.28,0,0,0,0,0,0.28,1.14,1.14,0,0.43,0,238,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,35,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.081,3,0
0,0,0,0,2.12,0,4.25,0,0,2.12,2.12,0,0,2.12,0.714,0,65,0
0,0,0,0,0.97,0,0.64,0.64,0.64,0,0.64,0.97,0,0.32,0.255,0.102,156,0
0,0,0,0,0,0,4.76,4.76,4.76,0,4.76,0,0,0,1.257,0,30,0
0,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0.665,0,64,0
0.1,0,0,0,0.2,0,0,0,0,1.15,0,0.1,0,0,0.251,0.029,490,0
0.26,0,0,0,1.05,0,0,0,0,0,0,0,0,0,0.089,0.017,685,0
0,0,1.66,0,2.5,0,0,0,0,0,0,0,0,0,0.118,0,59,0
0,0,0,1,2,0,0,0,0,0,0,0,0,0,0.38,0,56,0
0,0,0,0,0.28,0,0.28,0.28,0.28,0.14,0.28,0.28,0,0.57,0.324,0.046,372,0
0,0,0,0,0,0,0,0,0,3.7,0,0,0,0,0,0,20,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
0,0,0,0,0,0,0,0,0,0,0,1.92,0,1.92,0.098,0.295,107,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,14,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
1.54,0,0.51,0.51,1.03,0,0.51,0.51,0,0,0.51,0.51,0,0,0.158,0,77,0
0,0,0,0,1.75,0,0,0,0,0,0,0,0,1.75,0.317,0,9,0
0,0,0,0,0,0,0,3.7,0,0,0,3.7,0,0,0,0,22,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0
0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,53,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2.56,0.465,0,23,0
0.23,0,0,0.23,0,0,0,0.47,0,0.47,0,0.23,0,0,0.107,0,142,0
0.55,0,0,0.11,0,0,0,0.11,0,1.89,0,0,0,0.22,0.156,0.034,600,0
0.11,0,0,0.11,0.22,0,0,0,0,0.34,0,0.22,0,0,0.177,0.029,653,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
0,0,0,0,0,0,0,0,0,5.33,0,0,0,0,0.06,0,201,0
0,0,0.68,0,0,0,0,0,0,0,0,0.68,0,0,0,0,64,0
0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2.12,0,0.33,13,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0.15,0,0.15,0,1.07,0,0,0.15,0,0.61,0,1.22,0,0,0.137,0,485,0
0,0,0,0,0,0,1.29,1.29,0,0,1.29,0,0,0.64,0.324,0.194,150,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
0,0,0.1,0.1,0,0,0,0,0,0,0,0.1,0.1,0,0.138,0,469,0
0,0,0,0.25,0,0,0.25,0.25,0.25,2.83,0.25,0.25,0,0.25,0.473,0.043,190,0
0.44,0,0.44,0,2.22,0,0.88,0.88,0,0,0.88,0,0,0,0.506,0,249,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2.22,0,0,22,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.23,0.404,0,19,0
0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0.174,0,659,0
0.4,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.042,0,545,0
0,0,0,0,0,0,0,0,0,0,0,4.34,0,0,1.273,0,35,0
0,0,0,0,0.55,0,0,0.55,0,0,0,0.55,0,0,0,0,58,0
8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
1.61,0,0,0.8,0,0,0,0,0,0,0,0.8,0,0,0,0.144,44,0
0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,12,0
0,0,0,0,0,0,0,0,0,0,0,0.36,0,0,0.049,0,167,0
0,0,0,0,0,0,1.31,0,0,0,0,0,0,1.31,0.279,0,49,0
1.04,0,0,0,0,0,0.2,0.2,0.2,0.41,0.2,0.1,0.1,0.1,0.523,0.016,393,0
3.92,0,0,0,0,0,0,0,0,0,0,0,1.96,1.96,0,0,21,0
0.71,0,0,0,0.71,0,0,0,0,1.79,0,0,0,0.71,0.125,0.062,85,0
0,0,0,0,0,0,0,0,0,1.38,0,1.25,0,0,0.438,0.146,534,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0
0.24,0,0,0,0,0,0.49,0.24,0,0,0.24,0,0,0,0,0,152,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0
0.12,0,0,0,0.24,0,0,0,0,0.49,0,0.12,0,0,0.167,0.033,485,0
0,0,0,0,0,0,0,0,0,0,0,0,1.49,0,0,0,77,0
0,0,0,0.14,0.43,0,0.29,0,0,0,0.29,0.29,0,0.14,0.019,0.019,461,0
2.32,0,0,0.77,0,0,0.77,0.77,0.77,0,0.77,0,0,0,0.376,0.125,48,0
0,0,0,0,0,0,0,0,0,4.08,0,0,0,0,0,0,25,0
0.32,0,0.96,0.32,0,0,0,0,0,0,0,0.64,1.29,0.32,0.145,0.048,120,0
0,0,0.58,0,1.17,0,0,0,0,0,0,0,0,0,0.817,0,146,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
0,0,0,0,0,0,0.42,0.42,0,0,0.42,0,0,0,0.112,0,125,0
1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217,0,18,0
0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,82,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
0.34,0,0,0,1.03,0,0.68,0.68,0,0,0.68,1.03,0,0.68,0.292,0.058,182,0
0,0,0,0,2.22,0,0,0,0,0,0,2.22,0,4.44,0,0,37,0
0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0.093,0,51,0
0,0,0,0,0,0,0,0,0,0,0,0.67,0,0.67,0,0,43,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159,0,50,0
0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
0,0,0,0,0,0,0,0,0,0,0,0,0,4.16,0,0,24,0
0,0,0,0,0,0,0,0,0,0,0,0,0.47,0.47,0.076,0,77,0
0,0,0.52,0,0.52,0,0,0,0,0,0,0,0,0,0,0,44,0
0,0,0.63,0,0,0,0,0,0,0,0,0,0,1.27,0.204,0,49,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,1.066,0,36,0
0,0,0.44,0,0.44,0,0,0,0,0,0,0,0,0.44,0,0,97,0
0,0,0,0,3.9,0,0,0,0,0,0,0,0,0,0.137,0,39,0
0.27,0,0.27,0,0.54,0,0,0,0,0,0,0,0,0.54,0.091,0,106,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0.039,0,191,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2.56,0,0,83,0
0.25,0,0,0,0.51,0,0,0,0,0,0,0,0,0.76,0.094,0,147,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.55,0,0,35,0
0,0,1.43,0,0.71,0,0,0,0,0,0,0,0,0.71,0,0,97,0
0,0,0.96,0,0,0,0,0,0,0,0,0,0,2.88,0.327,0,43,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.36,0.113,0,25,0
0,0,0,0,0.71,0,0,0,0,0,0,0,0,0,0,0,31,0
0.13,0,0,0.13,1.86,0,0,0,0,0,0,0,0,0,0.066,0,159,0
0,0,0,0.39,0,0,0,0,0,0,0,0,0,0.19,0,0,155,0
0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0.103,0,80,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
0,0,1.38,0,1.38,0,0,0,0,0,0,0,0,1.38,0,0,39,0
0,0,1.42,0,0,0,0,0,0,0,0,0,0,1.42,0,0,96,0
0,0,0.73,0,0,0,0.73,0.36,0,0,0.36,0,0,0,0.231,0,144,0
0,0,1.02,0,0,0,0,0,0,0,0,0,2.04,0,0.154,0,76,0
0,0,2.32,0,0,0,0,0,0,0,0,0,0,1.16,0.204,0,35,0
0.09,0,0,0.84,2.16,0,0,0,0,0,0,0.09,0,0.18,0.056,0,383,0
0,0,0,0,0,6.75,0,0,0,0,0,0,0,0,0,0,266,0
0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,28,0
0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,128,0
0,0,0,0.69,0.69,0,0,1.39,0,0,0,0,0,0.69,0.221,0,83,0
0,0,1.25,0,1.25,0,0,0,0,0,0,0,0,1.25,0,0,49,0
0,0,0,0.55,0.55,0,0,0,0,0,0,0,0,0,0.093,0,82,0
0,0,0,0,0.92,0,0,0,0,0,0,0,0,0.92,0.295,0,71,0
0,0,0,0,0.55,0,0,0,0,0,0,0,0,1.1,0,0,61,0
0,0,0,0,1.03,0,0,0,0,0,0,0,0,0.51,0.083,0,214,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.645,0,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,0.49,0,0.32,0,0,0,0,0,0,0.16,0,0.16,0.119,0,244,0
0,0,0,0.38,0.77,0,0,0,0,0,0,0,0,0.38,0.216,0,289,0
0.68,0,0,0,0,0,0,0,0,0,0,0,0,0.68,0.173,0,80,0
0,0,0,0,0,0,0,0,0,0,0,0,1.28,1.28,0,0,10,0
0,0,0,0,0,0,0,0,0,0,0,0,3.12,3.12,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,1.66,0,0,0.554,0,39,0
0,0,0,0,0.89,0,0,0,0,0,0,0,0,0.44,0.074,0,29,0
0,0,0,0,4.16,0,0,0,0,0,0,0,0,0,0.359,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168,0,311,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.58,0,0,29,0
0,0,1.76,0,0,0,0,0,0,0,0,0.88,0,0.88,0.125,0,37,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0.294,0,14,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334,0,60,0
0,0,0,0,0,0,0,0,0,0,0,0,16.66,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254,0,13,0
0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,24,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
0.36,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0.112,0,174,0
0,0,0,0.58,0.58,0.58,0,0,0,0,0,0,0,0,0.185,0,79,0
