@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R9,16,22-23,25,27,31,34,39-40,43,46,49-52,54-56,58'

@attribute Word_freq_order numeric
@attribute Word_freq_free numeric
@attribute Word_freq_font numeric
@attribute Word_freq_000 numeric
@attribute Word_freq_hp numeric
@attribute Word_freq_george numeric
@attribute Word_freq_telnet numeric
@attribute Word_freq_415 numeric
@attribute Word_freq_pm numeric
@attribute Word_freq_direct numeric
@attribute Word_freq_original numeric
@attribute Word_freq_edu numeric
@attribute Char_freq1 numeric
@attribute Char_freq2 numeric
@attribute Char_freq3 numeric
@attribute Char_freq4 numeric
@attribute Char_freq6 numeric
@attribute Capital_run_length_average numeric
@attribute Capital_run_length_longest numeric
@attribute Spam {1,0}

@data
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.222,3,0
0,0,0,0,1.31,1.97,0.65,0.65,0,0.65,0.65,0,0,0.35,0,0.116,0,2,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.216,44,0
0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,2.333,5,0
0,0,0,0,0,0,0,0,1.58,0,0,0,0,0,0,0,0,1.482,7,0
0,0,0,0,2.02,3.03,1.01,1.01,0,1.01,0,0,0,0.476,0,0,0,1.875,11,0
0,0,0,0,1.58,3.17,0,0,0,0,0,0,0,0,0,0,0,1.4,5,0
0,0,0,0,1.31,2.63,0,0,0,0,0,0,0,0,0,0,0,1.75,15,0
0,0,0,0,1.05,0,0,0,0,0,0,0,0,0.209,0,0,0,1.78,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.704,0,0,0,1.428,4,0
0,0,0,0,6.08,0.86,0.86,0.86,0,0.86,0.86,0,0,0.267,0.133,0.133,0,2.607,13,0
0,0,0,0,0,0,0,0,1.47,0,0,0,0,0,0,0,0,2.928,16,0
0,0,0,0,2.99,0,0.74,0,0,0,0.37,0,0,0.131,0.043,0.043,0,2.468,15,0
0,1.23,0,0,0,2.46,0,0,1.23,0,1.23,0,0,0.77,0,0.192,0,1.535,12,0
0,0,0,0,8,1.33,0,0,0,0,0,0,0,0.228,0,0,0,2.673,18,0
0,0,0,0,0,4.54,0,0,4.54,0,0,0,0.675,1.351,0,0,0,3.7,26,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.523,0,2.272,9,0
0,0,0,0,0.58,0,0,0,0.58,0,0.58,0,0,0,0.118,0,0,6.428,98,0
0,0,0,0,0.9,0.9,0,0,0,0,0,0,0,0,0,0,0,1.45,4,0
0,0,0,0,0,1.21,0,0,0.3,0,0.3,0,0,0.042,0.042,0.042,0,1.183,13,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,1.21,0,0,0,1.21,0,0,0,0,0.441,0,0,0,3.193,11,0
0,0,0,0,0,1.17,0,0,0,0,0,0,0,0.196,0,0,0,1.294,3,0
0,0,0,0,2.63,0,1.31,0,0,0,0,0,0,0.15,0,0.15,0,1.906,10,0
0,0,0,0,3.82,0.1,0,0,0,0,0,0,0.215,0.043,0,0,0,2.221,18,0
0,0,0,0,0,0,0,0,0,0,0,0,0.247,0.247,0,0,0,1.611,12,0
0.05,0.1,0,0.05,1.84,0,0.15,0,0,0,0,0,0,0.153,0,0.029,0,1.871,25,0
0,0,0,0,1.81,0,0,0,0,0,0,0,0,0.201,0,0.05,0,2.293,11,0
0,0,0,0,0,0.62,0,0,0,0,0,0,0.224,0.224,0,0,0,2,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.613,0,0,0,2,3,0
0.15,0,0,0.15,0,0,0,0,0,0,0,0,0,0.052,0,0.105,0.026,1.962,13,0
0.52,0,0,0,0.47,0.05,0,0,0,0,0,0,0.164,0.171,0.068,0,0,3.591,35,0
0,0,0,0,0.37,0,0,0,0.37,0,0,0,0,0.405,0,0,0,2.28,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.428,3,0
0,0,0,0,3.91,0.55,0.55,0.55,0,0.55,0.55,0,0,0.275,0.091,0.367,0,2.208,13,0
0,0,0,0,0.35,0.71,0,0.35,0.71,0,0.71,0,0,0.244,0.061,0.244,0,1.974,22,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,16,0
0,0,0,0,0.9,0.25,0,0,0,0,0,0,0,0.082,0,0.02,0,1.491,11,0
0,0,0,0,2.22,0,0,0,0,0,0,0,0,0.265,0,0,0,1.48,7,0
0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,2.428,5,0
0,0,0,0,0,14.28,0,0,0,0,0,0,0,1.754,0,0,0,1,1,0
0,0,0,0,1.75,0,0,0,0,0,0,0,0,0.091,0,0.045,0,2.333,15,0
0,0,0,0,1.93,0,0,0,0,0,0,0,0,0,0,0,0,1.231,6,0
0,0,0,0,0,4.16,0,0,0,0,0,0,0,0,0,0,0,1.333,4,0
0,0,0,0,9.52,4.76,4.76,4.76,0,4.76,0,0,0,1.257,0,0,0,3.333,11,0
0,20,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0.079,0.158,0,0,0,2.508,17,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.769,5,0
0,0,0,0,0,0,0,0,0,4.16,0,0,0,0,0,0,0.602,4.7,23,0
0,0,0,0,1.54,1.54,0.51,0.51,0,0.51,0,0,0,0.24,0,0,0.48,2.6,40,0
0,0,0,0,2.73,0.91,0,0,0,0,0,0,0.075,0.151,0,0,0,2.158,20,0
0,0,0,0,2.63,2.63,1.31,1.31,0,1.31,1.31,0,0,0.649,0,0,0,2.214,13,0
0.28,0.85,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0.282,0,2.46,26,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.543,0,0.271,0,3,18,0
0,0,0,0,6.79,0.97,0.97,0.97,0,0.97,0.97,0,0,0.299,0.149,0,0,2.666,13,0
0,0,0,0,1.93,0.72,0.24,0.24,0,0.24,0.24,0.48,0,0.148,0.074,0,0,2.386,12,0
0,0,0,0,2.73,1.36,0,0,0,0,0,0,0,0,0,0,0,1.541,7,0
0,0,0,0,2.79,0,0,0,0.17,0,0,0,0.133,0.306,0.053,0,0,3.205,57,0
0,0.42,0,0,0,0,0,0,0,0,0,0,0.145,0.217,0,0,0,1.487,8,0
0,0,0,0,1.03,2.06,0,0,0,0,0,0,0,0,0,0.193,0,1,1,0
0,0,0,0,0,4.76,0,0,0,0,0,0,0,0.645,0,0,0,1,1,0
0.76,0.08,0,0,0.76,0.08,0,0,0,0,0,0,0.157,0.205,0.036,0,0,2.883,47,0
0,0,0,0,2.08,0,0,0,4.16,0,0,0,0,0,0,0.173,0,1.777,6,0
0,0,0,0,5.55,2.77,0,0,0,0,0,0,0,0,0,0,0,1.857,11,0
0,0,0,0,0.34,0.68,0,0,0.34,0,0,0.34,0,0.172,0,0.387,0,1.5,15,0
0,0.02,0,0,0,0,0,0,0,0.02,0.02,0.33,0.037,0.225,0.007,0.015,0.003,2.198,25,0
0,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.166,2,0
0,0,0,0,1.96,0,0,0,0,0,0,0,0,0.613,0.306,0,0,1.611,7,0
0,0,0,0,3.95,0,0,0,0,0,0.35,0,0,0.113,0.113,0.056,0,2.969,16,0
0,0,0,0,2.06,1.37,0,0,0,0,0,0,0,0.235,0,0,0,1.531,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.125,2,0
0,0,0,0,0.37,0,0,0,0,0,0,0,0,0.099,0.597,0,0,2.125,13,0
0,0,0,0,0,3.03,0,0,3.03,0,0,0,0,0.609,0,0,0,1.181,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.061,0,0,0,2.288,11,0
0,0,0,0,0.6,0,0.3,0,0,0,0.3,0,0,0,0,0,0,1.389,8,0
0,0,0,0,0,0.7,0.7,0,0,2.11,0,0,0,0.267,0.066,0,0,17.952,200,0
0,0,0,0.5,1.52,0,0,0,0,0,0,0,0,0,0,0.122,0,4.309,38,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,6,0
0,0,0,0,0.21,0,0,0,0,0,0,0,0,0.149,0,0,0,1.79,15,0
0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087,0,2.74,64,0
0,0,0,0,0,0.68,0,0,0,0,0,0,0,0.237,0,0,0,1.8,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.526,0,0,0,1.529,6,0
0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,3,0
0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.142,2,0
0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,1.4,3,0
0,0,0,0,0.41,0,0,0,0,0,0.41,0,0,0,0,0.283,0,2.022,13,0
0,0,0,0,0,2.77,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.449,0,0,2,5,0
1.28,0,0,0,0,1.28,0,0,0,0,0,0,0,0,0,0.197,0,2.35,13,0
0,0,0,0,2.69,0.77,0.19,0.19,0,0.19,0.38,0,0.026,0.404,0.053,0.026,0,2.894,45,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.166,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.666,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.629,7,0
0,0,0,0,4.27,2.56,0.85,0.85,0.85,0.85,0.85,0,0,0.278,0.139,0,0,2.138,12,0
0,0,0,0,0,0.67,0,0,0,0,0,0,0.117,0.117,0,0,0,1.222,5,0
0,0,0,0,8,0,0,0,1.33,0,0,0,0.865,0,0.216,0,0,1.647,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,2,0
0,0,0,0,1.83,0.52,0.26,0.26,0.26,0.26,0.26,0,0.136,0.182,0.091,0,0,1.823,13,0
0,0,0,0,5.14,2.28,1.14,0.28,0,0.28,0.28,0,0.064,0.292,0.194,0.097,0.097,2.291,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0.018,0.129,0.092,0.018,0,8.021,66,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0
0,0,0,0.11,3.21,0,0,0,0.11,0,0.11,0,0.044,0.149,0.014,0,0,2.419,27,0
0,0,0,0,1.07,2.15,0,0,1.07,0,1.07,0,0,0.326,0,0,0,2.7,12,0
0,0,0,0,0,2.85,0,0,0,0,0,0,0,0.465,0,0,0,1.25,3,0
0,0.17,0,0,1.21,0,0,0,0,0.17,0,0,0.022,0.022,0,0,0,1.601,11,0
0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,6.89,0,0,0,0,0,0,0,0,0,0,0,0,2.16,11,0
0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,2.208,10,0
0,0,0,0,8.69,4.34,4.34,4.34,0,4.34,0,0,0,1.111,0,0,0,3.1,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,9,0
0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3.26,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0.97,0,0.255,0,0,0.127,2.344,11,0
0,0,0,0,0,0,0,0,0,0,0,2.32,0,0,0,0,0,1.666,5,0
0,0,0,0,0,0,0,0,0,0,0,0.86,0,0.152,0,0.457,0,1.192,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.294,0,0.392,0,1.829,7,0
0,0,0,0,0,0,0,0,0,0,0,0.64,0,0.105,0.105,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,1.92,0,0,0,0,0,1.166,3,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.428,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.395,0,0,0,1.428,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.143,0,0.143,0,1.37,4,0
0,0,0,0,1.04,0,0,0,0,0,0,0,0,0.211,0,0.422,0,1.16,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.546,0,1.75,7,0
0,0,0,0,0,0,0,0,0,0,0,5.88,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0.91,0,0.219,0,0,0,1.225,5,0
0,0,0,0.1,0,0,0,0,0,0,0.2,0.41,0,0.122,0,0.157,0,2.213,29,0
0,0,0,0,0,0,0,0,0,0,0,0,0.246,0,0,0,0,1.363,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0.65,0,0,0,0,0,2.555,47,0
0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,2.527,47,0
0.32,0,0,0,0,0,0,0,0,0,0,0.16,0,0.086,0,0.057,0,1.698,51,0
0,0,0,0,0,0,0,0,1.29,0,0,1.94,0,0,0,0.188,0,2.686,51,0
0,0,0,0,0,0,0,0,0,0,0,0.83,0,0.12,0,0,0,3.137,47,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0.33,0,1.769,4,0
0,1.88,0,0,0,0,0,0,0,0,0,0,0,0.327,0,0,0.109,1.705,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.154,0,0.308,0,1.148,4,0
0,0,0,0,0,0,0,0,0,0,0,3.33,0,0.8,0,0,0,1.5,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,21,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.387,0,1.131,4,0
0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0,1.138,4,0
0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,1.5,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.538,21,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.105,21,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.221,0,0,0,2.222,21,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.692,21,0
0,0,0,0,0,0,0,0,1.78,0,0,0,0,0,0,0,0,2.388,21,0
0,1.8,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.06,0,2.533,43,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.571,3,0
0,0,0,0,0,0,0,0,0,0,0,1.38,0,0,0,0.208,0,2.655,15,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.326,0,0.285,0,2.043,31,0
0,0,0.25,0,0,0,0,0,0,0,0,0.19,0.317,0.035,0,0.093,0,1.11,9,0
0,0,0,0,0,0,0,0,0,0,0,7.69,0,0.775,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.125,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.473,0,1.687,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0
0,0,0,0,0,0,0,0,0.86,0,0,0,0,0.303,0,0.91,0,2.171,9,0
0,0,0,0.15,0,0,0,0,0,0,0,2.91,0.023,0.093,0,0.069,0,2.05,23,0
0,0,0,0,0,0,0,0,0,0,0,2.97,0,0,0,0.186,0,1.937,15,0
0,0,0,0,0,0,0,0,0,0,0,1.19,0,0.212,0,0.212,0.106,1.7,11,0
0,0.63,0,0,0,0,0,0,0,0,0,0,0,0.228,0,0.045,0.045,8.117,97,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.684,0,0.684,0,1,1,0
0,0,0,0,0,0,0,0,1.36,0,0,1.36,0,0,0,0.234,0,2.076,15,0
0,0,0,0,2.38,0,0,0,0,0,0,0,0,0.404,0,0.809,0,3,11,0
0,0,0,0,0,0,0,0,0,0,0,2.22,0,0,0,0,0,2.72,15,0
0,0,0,0,0,0,0,0,0.42,0,0,3.84,0,0,0,0,0,2.769,15,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123,1.75,4,0
0,0,0,0,0,0,0,0,0.46,0,0,0.46,0,0.082,0,0,0,1.117,3,0
0,1.92,0,0,0,0,0,0,0,0,0,1.92,0,0,0,0,0,1.611,5,0
0,0,0,0,0,0,0,0,0,0,0,1.02,0,0.55,0,0,0,1.333,5,0
0,0,0,0,0,0,0,0,0.67,0,0,1.34,0,0.29,0,0,0.096,2.432,15,0
0,0.29,0,0,0,0,0,0,0,0,0,0.29,0,0.107,0,0,0,1.22,6,0
0,0,0,0,0,0,0,0,0,0,0,0.54,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0.32,0,0.057,0,0,0,1.147,5,0
