@relation spambase

@attribute Word_freq_3d numeric
@attribute Word_freq_our numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_will numeric
@attribute Word_freq_people numeric
@attribute Word_freq_you numeric
@attribute Word_freq_font numeric
@attribute Word_freq_000 numeric
@attribute Word_freq_650 numeric
@attribute Word_freq_technology numeric
@attribute Word_freq_1999 numeric
@attribute Word_freq_direct numeric
@attribute Word_freq_meeting numeric
@attribute Word_freq_original numeric
@attribute Word_freq_edu numeric
@attribute Char_freq4 numeric
@attribute Char_freq5 numeric
@attribute Char_freq6 numeric
@attribute Spam {1,0}

@data
0,1.18,0.23,0.95,0,1.9,0,0.59,0,0.35,0,0.11,0,0,0,0.434,0.197,0.217,1
0,1.89,1.18,0.7,0.23,2.83,0,0,0,0,0,0,0,0,0,0.08,0,0,1
0,0,0.36,0.36,0,2.21,0,1.47,0,0,0,0,0,0,0,0.433,0.928,0.185,1
0,0.05,0.05,0.97,0.58,3.25,0,1.11,0,0,0,0,0,0,0,0.344,0.784,0.154,1
0,0.12,0,0.9,0,0.12,0,0,0.25,0.64,0,0,0.38,0,0.38,0,0,0,1
0.52,0.17,0.17,0,0,1.04,0,0,0,0,0.34,0.17,0,0,0,0.754,0.681,0,1
0,0.24,0.12,0,0.12,0.36,0,0,0,0,0,0.12,0,0,0,0.34,0,0.018,1
0,0.5,1.01,0.5,0.25,1.77,0,0,0,0,0,0,0,0,0,0.189,0,0.151,1
0,0,0,0.74,0,1.48,0,0,0,0,1.11,0,0,0,0,1.211,0.471,0.067,1
0,0,1.47,0.73,0,2.2,0,0.36,0,0,0,0,0,0,0,0.367,0.061,0.122,1
0,1.63,0,0.54,0,2.17,0,0.54,0,0,0,0,0,0,0,0.715,0.318,0,1
0,2.83,0,0,0,3.54,0,0,0,0,0,0,0,0,0,0.11,0,0,1
0,0.28,0,0.57,0.28,0.28,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.91,0,0.45,0,3.21,0,0,0,0,0,0,0,0,0,0.164,0,0,1
0,0.19,0,1.52,0.31,2.98,0,0.44,0,0,0,0.12,0,0.06,0,0.428,0.235,0.064,1
0,0,7.27,0,0,0,0,0,0,0,0,0,0,0,0,0.297,0,0,1
0,0.12,0,0.38,0.12,2.8,0,0,0,0.12,0,0,0,0,0,0.371,0.061,0,1
0,1.09,2.18,0.54,0,3.27,0,0,0,0,0,0,0,0,0,0.471,0,0.078,1
0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0.365,0.182,0,1
0,0,0,0.81,0,1.63,0,0,0,0,0,0,0,0,0,0.294,0.147,0,1
0,3.09,1.03,1.03,0,2.06,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.23,0,1.9,0,3.81,0,0,0,0,0,0,0,0,0,1.046,0.037,0,1
0,0,0.73,0,0,1.47,0,0.73,0,0,0,0,0,0,0,0.875,0.109,13.129,1
0,0.33,0,0.84,0,2.37,0,0,0,0,0,0,0,0.16,0,0.458,0.143,0.028,1
0,0,1.12,1.49,0.74,4.49,0,0,0,0,0,0,0,0,0,0.223,0.223,0,1
0,0,0,0,0,1.29,1.29,2.59,0,0,0,0,0,0,0,1.098,0,0.439,1
13.63,0,0,0.67,0,2.02,0,0,0,0,0,0,0,0,0,0.613,0.229,0.051,1
0,0.22,0,0.33,0,1.76,0,0,0,0,0,0,0,0.11,0,0.367,0.193,0.077,1
0,0,1.16,0.77,0,2.32,0,0,0,0,0.38,0,0,0,0,0.198,0,0.148,1
0,2.19,1.09,0.54,0.54,3.84,0,0,0,0,0,0,0,0,0,1.045,0.321,0,1
0,0.34,0.34,1.38,0,4.86,0,0,0,0,0,0,0,0,0,0.638,0.174,0,1
0,0,0.41,0.41,0,2.9,0,0.41,0,0,0,0,0,0,0,0.904,5.3,0,1
0,0,0,0,0,2.17,0,0,0,0,0,0,0,0,0,0.411,0,0,1
0,1.82,0.36,0,0,2.91,0,0.72,0,0,0,0,0,0.36,0,0.178,0,0,1
0,1.59,0,0.55,0.3,4.4,0,0.85,0,0,0,0,0,0.06,0,0.01,0.169,0,1
0,0.66,0,0.33,0.66,2.33,0,1.66,0,0,0,0,0,0,0,0.12,0.541,0,1
0,0.7,0.7,0.47,0,2.12,0,0,0,0.23,0,0,0,0,0,1.362,0.037,0,1
0,1.75,0.58,0.78,0.39,4.29,0,0.78,0,0,0,0,0,0,0,0.067,0.135,0,1
0,0.26,0.26,0,0,1.32,0,0,0,0.26,0.26,0,0,0,0,0.327,0,0,1
0,0,0,2.1,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.909,0,0,1
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.524,0,0.304,1
0,1.32,0.44,0,0,4.42,0,0,0,0,0,0,0,0,0,0.301,0,0,1
0,0.28,0,0.56,0,1.69,0,0,0,0,0,0.28,0,0,0,1.282,0.094,0,1
0,0.55,0,0,0,1.67,0.55,0.55,0,0,0,0,0,0,0,0.086,0.086,0.517,1
0,1.03,0.41,0.41,0.2,2.06,0,0,0,0,0,0.2,0,0,0,0.238,0.034,0,1
0,0.64,0.64,0.64,0,5.8,0,0,0,0,0,0,0,0,0,1.44,0,0,1
0,0,0,0.58,0,2.35,0,0,0,0,0,0,0,0,0,0.204,0.127,0.102,1
0,0.43,0.43,1.3,0.17,2.43,0,0.95,0,0,0,0.08,0,0,0,0.256,0.242,0.013,1
0,0,0,0,0,3.57,0,0,0,0,0,0,0,0,0,0.204,0,0,1
0,1.14,2.28,0.57,0,3.42,0,0,0,0,0,0,0,0,0,0.487,0,0.081,1
0,0.45,0,0.9,0.3,4.07,0,0,0,0,0,0,0,0,0,1.318,0.068,0,1
0,0.34,0,0,0.17,0.17,0,0,0,0,0,0,0,0,0,0,0.027,0,1
0,0.87,0,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1.77,0.44,0.88,0.22,3.33,0,0.44,0,0,0,0.44,0,0,0,0.563,0.15,0,1
0,0,0,0,0,3.07,0,0,0,0,0,0,0,0,0,1.434,0,0,1
0,2.15,0,0.85,0.25,5,0,0.05,0,0,0,0,0,0,0,0.149,0.131,0.008,1
0,1.07,0.19,1.07,0.19,3.71,0,0.09,0,0,0,0.09,0,0,0,0.404,0.224,0.029,1
0,0,0.36,0.36,0,2.21,0,1.47,0,0,0,0,0,0,0,0.414,0.888,0.177,1
0,0,0,0,0,2.46,0,0,0,0,0,0,0,0,0,0.415,0,0,1
0,0.3,0,1.6,0.2,3.81,0,0,0,0,0,0,0,0,0,5.942,1.334,0,1
0,0.27,0,0.55,0,1.65,0,0,0,0,0,0.27,0,0,0,1.029,0.093,0,1
0,0,0,0,0,1.08,0,0,0,0,0,0,0,0,0,1.478,0,0,1
0,0,0,0,0,4.44,0,0,0,0,0,0,0,0,0,0.833,0,0,1
0,0.63,0,1.27,0.34,3.01,0,0.17,0,0,0,0,0,0,0,0.13,0.186,0.027,1
0,0.78,0,1.22,0.43,2.35,0,0.08,0,0.08,0,0.08,0,0,0,0.709,0.056,0,1
0,0,0,2.4,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.46,0.11,0.46,0,3.72,0,0,0,0,0,0,0,0,0,0.131,0.056,0.018,1
0,1.45,0,0,0,0.8,0,0,0,0.16,0,0,0,0,0,0.594,0,0,1
0,0.38,0.38,1.16,0,2.72,0,0,0,0,0,0.38,0,0,0,0.057,0.057,0,1
0,0.72,0,1.21,0,2.91,0,0,0,0,0,0,0,0,0,1.021,0.291,0.109,1
0,0.35,0,0.7,0,2.11,0,0,0,0,0,0,0,0,0,1.284,0,0,1
0,0.55,0,1.11,0,1.66,0,0.55,0,0,0,0,0,0,0,0.484,0.08,0,1
0,0,0,0,0,1.21,2.43,0,0,0,0,0,0,0,0,1.627,0,0.465,1
0,0,0,2.08,0,2.65,0,0,0,0,0,0,0,0,0,0.31,0.112,0,1
0,0.26,0.08,0.69,0.17,1.82,0,0.08,0,0,0,0,0,0,0.08,0.444,0.25,0.111,1
19.73,0,0,0.53,0,0,0,0,0,0.53,0,0,0,0,0,0,0,0,1
0,0,0,0,0,2.24,0,1.12,0,0,0,0,0,0,0,0,6.003,0,1
0,0.3,0,0.3,0.3,2.11,0,0,0,0,0,0,0,0,0,0,0.21,0.052,1
0,0.38,0.38,0.38,0,2.31,0,0,0,0,0,0,0,0,0,0.51,0,0,1
0,2.06,1.65,0,0,2.47,0,0,0,0,0,0,0,0,0,0.199,0,0,1
0,0,1.16,0,0,3.48,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.32,0,0.64,0,1.62,0,0,0,0,0,0,0,0,0,1.065,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.462,0,0,1
0,0.3,0.15,0,0.15,0.15,0,0,0.15,0,0,0,0,0,0,0.352,0.02,0.041,1
0,0.14,0,0.65,0.65,2.96,0,0.5,0,0,0,0,0,0,0,0.439,0.505,0.132,1
0,1.58,1.58,1.58,0,3.17,0,0,0,0,0,0,0,0,0,0.371,0,0,1
0,0,0,0,0,0.38,0,0.76,0,0,0,0,0,0,0,0,0.35,0,1
0,1.11,0,0,0,2.22,0,0,0,0,0,0,0,0,0,0.784,0,0,1
0,0.99,0.33,0.33,0.33,1.98,0,0,0,0,0,0,0,0,0,0,0.162,0.054,1
0,0.5,0.16,0.33,0.67,2.52,0,0,0,0,0,0,0,0,0,0.079,0.105,0.052,1
0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0.559,0,0,1
0,0.24,0.24,2.24,0,3.99,0,0,0,0,0,0,0,0,0,0.315,0.035,0,1
0,0.42,0,0.64,0,4.07,0,0,0,0,0,0,0,0,0,0.432,0.18,0.072,1
0,1.58,0.39,0.79,0,3.96,0,0,0,0,0,0,0,0,0,0.705,0.211,0,1
0,0.87,0.58,0.87,0,2.62,0,0,0,0,0,0,0,0,0,0,0.271,0,1
0,0.26,0,0.39,0,2.35,0,0,0,0,0,0,0,0,0,0,0.068,0,1
0,0.32,0.04,0.68,0.52,3.06,0,0.36,0,0,0,0.04,0,0,0,0.37,0.152,0,1
0,0,0,0,0,4.34,0,0,0,0,0,0,0,0,0,2.631,0,0,1
0,0,0.36,0.36,0,2.21,0,1.47,0,0,0,0,0,0,0,0.435,0.932,0.186,1
0,3.98,0,0,0,0.88,0,0,0,0,0,0,0,0,0,0.064,0.128,0,1
0,2.53,0.42,0.84,0,2.95,0,2.53,0,0,0,0,0,0,0,0.072,1.457,0.072,1
0,0,0.6,0,0,1.82,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.74,0.74,0,4.47,0,0.74,0,0,0,0,0,0,0,0.355,0.118,0.237,1
0,0,0.74,0,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.63,0.31,0.31,0.31,2.55,0,0,0,0,0,0,0,0,0,0,0.163,0.054,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.169,0,0,1
0,0.34,0,0.28,0.11,1.04,0,0,0,0,0,0,0.11,0,0,0.089,0.079,0.009,1
0,0.94,0,0,0,2.83,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.46,0.46,0,0,2.8,0,0,0,0,0,0.93,0,0,0,0.37,0,0,1
0,0,7.27,0,0,0,0,0,0,0,0,0,0,0,0,0.291,0,0,1
0,0,0.57,1.15,0.57,4.62,0,0,0,0,0,0,0,0,0,0.518,0,0,1
0,0.43,0.43,0.43,0,0.87,9.17,0,0,0,0,0,0,0,0,0.065,0,1.047,1
0,0.68,0.34,0.34,0,4.76,0,0,0,0,0,0,0,0,0,0.222,0,4.008,1
0,0.81,0,0,0,3.27,1.63,0,0,0,0,0,0,0,0,0.26,0,0.651,1
0,1.16,0,0.58,0,1.16,0,0,0,0,0,0,0,0,0,0.667,0,0,1
0,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.46,0,2.33,0,1.86,0,0,0,0,0,0,0,0,0,1.683,0.168,0.084,1
0,0.45,0,2.25,0,1.8,0,0,0,0,0,0,0,0,0,1.626,0.162,0.081,1
0,0,0,0.39,0.78,3.13,0,0,0,0,0,0,0,0,0,0.261,0,0,1
0,0,0,0,0,1.35,0,2.7,0,0,0,0,0,0,0,1.836,0,0,1
0,1.59,0,2.58,0.61,4.55,0,0.49,0,0,0,0,0,0,0,0.104,0.229,0.02,1
0,0,0,0,0,5.43,0,0,0,0,0,0,0,0,0,2.152,0,0,1
0,1.51,0,1.89,0,6.06,0,0,0,0,0,0.37,0,0,0,0.415,0.138,0,1
0,0.36,0,0.73,0,2.01,0,0.36,0,0,0,0,0,0,0,0.257,0.032,0.032,1
0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,1
0,0.51,0,0,0.25,2.81,0,0.25,0,0,0,0,0,0,0,0.209,0.209,0,1
0,0,0,2.4,0,6.73,0,0.48,0,0,0,0,0,0,0,0.174,0.087,0,1
0,1.3,0,0.16,0,1.79,0,0,0,0,0,0.49,0,0,0,0.622,0.027,0,1
0,0,0,0.4,0,0.2,0,0,0,0,0,0,0,0,0,0.831,0.338,0.03,1
0,0.45,0,2.26,0,1.8,0,0,0,0,0,0,0,0,0,1.631,0.244,0.081,1
0,0.2,0.2,0.8,0,2.2,0,0.1,0,0,0,0,0,0.2,0,0.334,0.174,0.014,1
0,0,0,0,0,1.25,1.87,0,0,0,0,0,0,0,0,1.285,0.075,0.226,1
0,0.13,0,0.55,0.27,4.31,0,0.13,0,0,0,0,0,0,0,0.379,0.05,0,1
0,0,0.2,0.4,0,3.44,0,0,0,0,0,0,0,0,0,0.133,0.066,0,1
0,0.47,0,2.35,0,1.88,0,0,0,0,0,0,0,0,0,1.687,0.168,0.084,1
0,0.88,0,1.91,0.29,2.35,0,0.73,0,0,0,0,0,0,0,1.004,0.215,0.047,1
0,0.51,0.07,1.48,0.14,3.55,0,0,0,0,0.14,0,0,0,0,0.159,0.159,0.009,1
0,0.43,0.43,1.3,0.17,2.43,0,0.95,0,0,0,0.08,0,0,0,0.271,0.243,0.013,1
0,1.33,1.33,0.66,0.22,2.66,0,0,0,0,0,0.22,0,0,0,0.067,0.067,0,1
0,0.64,0,0.64,0,1.29,0,0,0,0,0,0,0,0,0,0.093,0,0,1
0,0.89,0,0.89,0,1.78,0,0,0,0,0,0,0,0,0,1.336,0,0,1
0,1.4,0.93,0,0.46,1.87,0,0,0,0,0,0,0,0,0,0.135,0,0,1
0,1.32,0,0.72,0,4.1,0,0.12,0,0,0.12,0.12,0,0,0,0.019,0.019,0,1
0,0,0.79,0.79,0,2.37,0,1.18,0,0,0,0,0,0,0,0.64,0.192,0,1
0,0.44,0.44,0,0,1.76,0,2.2,0,0,0,0,0,0,0,0.43,0.358,0,1
0,0,0,0,0,2.4,12.8,0,0,0,0,0,0,0,0,0.709,0,1.56,1
0,0.54,0.54,2.18,0,2.73,0,0,0,0,0,0,0,0,0,1.466,0.258,0.086,1
0,0,0,1.24,0,1.86,0,0,0,0,0,0,0,0,0,1.105,0.201,0,1
0,1.02,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0.899,0.105,0,1
0,0.52,0.07,0.82,0.07,3.29,0,0,0,0,0,0,0,0,0,0.119,0.071,0.167,1
0,0,0.86,0,0,3.47,0,0,0,0,0,0,0,0,0,0.759,0,0,1
0,0,0.9,0,0,1.81,0,0,0,0,0,0,0,0,0,0.564,0,0,1
0,1.44,0,2.52,0.6,4.44,0,0.72,0,0,0,0,0,0,0,0.102,0.205,0,1
0,0.84,0.28,0.28,0,2.52,0,0,0,0,0,0.28,0,0,0,0.05,0,0,1
0,0.76,0.15,0.47,0.02,2.09,0,0.05,0,0.02,0.1,0,0,0,0,0.25,0.046,0.059,1
0,0.16,0,0.48,0,0.81,2.93,0.16,0,0,0,0,0,0,0,0.134,0.107,0.026,1
0,0,0,6.25,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,1
0.42,0.84,0,0,0,0.42,0,0,0,0,0,0,0,0,0,2.636,0.683,0,1
0,3.48,0,0.58,0,1.16,0,0,0,0,0,0,0,0,0,0.165,0.082,0,1
0,1.92,0,1.28,0,3.85,0,0,0,0,0,0,0,0,0,0.164,0.054,0,1
0,0,0,0,0,0,0,0,0.94,0,0,0,0,0,0.94,0,0,0,1
0,0,0.2,0.72,0,4.17,0,0.52,0,0,0,0,0,0,0,0.095,0,0,1
0,0.36,1.09,0.36,0,2.56,0,0.36,0,0,0,0,0,0,0,0.427,0.061,0,1
0,0.94,0,0,0,4.71,0,0,0,0,0,0,0,0,0,3.571,0,0,1
0,0.17,0.35,0.35,0,0.53,0,0.35,0,0,0.35,0,0,0,0,0.057,0.171,0,1
0,0,0.91,2.75,0,6.42,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352,0,0,1
0,0,1.25,0,0,1.25,0,0,0,0,0,0,0,0,0,0.298,0,0,1
0,1.11,0,0,0.92,3.15,0,0,0,0,0,0,0,0,0,0.464,0,0,1
0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,1.529,0,0,1
0,0.31,0,0.62,0,2.49,0,0,0,0,0,0,0,0,0,1.152,0,0,1
0,0,0,0,0,3.63,0,0,0,0,0,0,0,0,0,0.17,0.17,0,1
0,0,0,1.31,0,1.31,0,0,0,0,0,0,0,0,0,0,0.212,0,1
0,0.72,0,0.24,0,1.21,0,0.48,0,0,0,0.24,0,0.24,0,0.036,0.184,0,1
0,0.19,0,0.39,0,0.59,0,0.19,0,0,0,0.19,0,0,0,0.16,0.16,0,1
0,0.96,0.48,0,0,1.92,0,0.48,0,0,0,0,0,0,0,0.515,0.957,0,1
0,0.46,0.46,0.46,0,2.76,0,0.46,0,0,0,0.46,0,0,0,0.298,0.223,0,1
0,0,0,0.31,0.31,2.79,0,0,0,0.31,0,0,0,0,0,0.057,0,0,1
0,0,0,0.3,1.07,1.84,0,0.76,0,0,0,0,0,0,0,0.52,0.289,0.144,1
0,0.33,0,0,0,2.02,0,0,0,0,0,0,0,0,0,0.484,0,0,1
0,0.14,0.03,0.89,0.44,3.16,0,0.48,0,0,0,0,0,0,0,0.433,0.529,0.114,1
0,0.4,0.4,0,0,4,0,0,0,0,0,0,0,0,0,0.121,0,0,1
0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1.023,1.023,0,1
0,0,0.29,1.16,0.29,2.33,0,0,0,0,0,0,0,0,0,0.044,0,0,1
0,0.4,0.1,0.5,0,1.72,0,0.4,0,0,0,0,0,0,0,0.297,0.156,0,1
0,0,1.47,0,0,0,0,0,0,0,1.47,0,0,0,0,0.508,0.169,0.169,1
0,0.73,0.73,0.64,0.27,1.38,0,0.55,0,0,0,0,0,0.18,0.09,0.432,0.135,0.013,1
0,1.14,2.28,0.57,0,3.42,0,0,0,0,0,0,0,0,0,0.487,0,0.081,1
0,0.66,0,0.33,0.66,2.33,0,1.66,0,0,0,0,0,0,0,0.12,0.541,0,1
0,2.1,1.05,0,0,0,0,0,0,1.05,0,0,0,0,0,0,0,0,1
0,1.34,0,0.85,0,2.33,0,0,0,0.98,0,0.12,0,0,0,0.041,0.041,0,1
0,1.07,0,0.71,0,2.85,0,1.42,0,0,0,0.35,0,0,0,0.233,0.233,0,1
0,0,0,0.9,0,6.36,0,0,0,0,0,0,0,0,0,0.292,0,0,1
0,0,0,0,0,4.08,0,1.02,0,0,0,0,0,0,0,0.969,0,0,1
0,2.63,0,0.65,0,1.31,0,0,0,0,0,0,0,0,0,0.198,0.099,0,1
0,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0.986,0,0,1
0,0.07,0,0.53,0,0.81,0,0.1,0,0,0,0,0.03,0,0,0.013,0.065,0,1
0,0,0,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.13,0.03,0.76,0.45,2.99,0,0.34,0,0,0,0,0,0,0,0.425,0.573,0.112,1
0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0,0,1
0,0.41,0.49,1.23,0.16,2.38,0,0.9,0,0,0,0.08,0,0,0,0.241,0.228,0.012,1
0,1.4,0.46,0,0,0.93,0,0,0,0,1.4,0.46,0,0,0,0.571,0.214,0,1
0,0.16,0,0.09,0.11,0.14,0,0,0,0,0,0,0,0,0,0.034,0,0,1
0,0.72,0,0.24,0,1.2,0,0.48,0,0,0,0.24,0,0.24,0,0.036,0.184,0,1
0,0,0,0.81,0.05,0,0,0.05,0,0.23,0.05,0,0,0,0,0,0.053,0,1
0,0.61,0.3,0.92,0,1.23,0,0,0,0,0,0,0,0.3,0,0.181,0.203,0.022,1
0,0.53,0.17,1.61,0,1.97,0,0,0,0,0,0.17,0,0,0,1.158,0.057,0,1
0,0.2,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.034,0,0,1
0,0.89,0,1.34,0,4.03,0,0,0,0,0,0,0,0,0,0.944,0.145,0.072,1
0,0,0,1.29,0,1.29,0,0,0,0,0,0,0,0,0,0,0.208,0,1
0,0,0,0.3,0,0.15,0,0,0,0,0.76,0,0,0,0,0,0.044,0.067,1
0,0.38,0.25,0.12,0.12,1.16,0,0,0,0,0,0,0,0,0,0.663,0,0,1
0,0.14,0,0.43,0.14,3.31,0,0,0,0.57,0,0,0,0,0,0.156,0,0,1
0,0,0,1.49,0,7.46,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0.175,0.467,0.116,1
0,0.96,0,0,0,1.44,0,0.96,0,0,0,0,0,0,0,0.468,0.267,0,1
0,0.07,0,0.74,0.56,3.24,0,0.56,0,0,0,0,0,0,0,0.678,1.05,0.162,1
0,0.09,0.02,0.89,0.54,3.23,0,1.03,0,0,0,0,0,0,0,0.391,0.868,0.144,1
0,0.47,0,0.11,0.23,3.21,0,1.9,0,0,0,0.11,0,0,0,0.418,0.254,0.018,1
0,0,0,0,0,0,0,1.08,0,0,0,0,0,0,0,0,0.389,0,1
0,0,0.19,0.98,0,2.56,0,0,0,0,0,0,0,0,0,0.741,0.306,0.025,1
0,0.44,0,0,0,1.76,0,2.2,0,0,0,0,0,0,0,0.444,0.37,0,1
0,0.76,0.5,0.25,1.52,2.03,0,0.76,0,0,0,0.5,0,0,0,0.412,0.412,0,1
0,0,0,0,0,1.19,0,0,0,0,0,0,0,0,0,0.403,0,0,1
0,0.64,0.32,0.32,0.32,2.27,0,0,0,0,0,0,0,0,0,0,0.157,0,1
0,1.57,0.06,0.54,0.3,4.49,0,0.85,0,0,0,0,0,0.06,0,0.01,0.167,0,1
0,0,0,0,0,1.85,0,1.85,0,0,0,0,0,0,0,3.79,0,0,1
0,0.34,0,0.28,0.11,1.15,0,0,0,0,0,0,0.11,0,0,0.089,0.079,0.009,1
0,0,0,0,0,2.59,0,0.64,0,0,0.64,0,0,0,0,0.662,0,0,1
0,0.1,0.1,0.62,0,0,0,0.73,0,0,0,0,0,0,0,0.016,0.064,0,1
0,0.14,0,0.65,0.65,3.03,0,0.51,0,0,0,0,0,0,0,0.443,0.51,0.133,1
0,0.55,0,0,0,1.67,0,0,0,0,0,0,0,0,0,0.893,0,0,1
0,0.8,0.5,0.7,0.3,1.31,0,0.6,0,0,0,0,0,0.2,0.1,0.49,0.158,0.015,1
0,0.87,0,2.18,0,0.87,0,0,0,0.43,0,0,0,0,0,0.835,0,0,1
0,0.11,0.05,1.02,0.45,3.46,0,0.56,0,0,0,0,0,0,0,0.441,0.421,0.04,1
0,0.72,0,0.48,0,0.96,0,0,0,0,0,0,0,0,0,0.328,0,0,1
0,0,0.35,1.06,0,2.12,0,0,0,0,0,0,0,0,0,0.061,0,0.122,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,0,0,1
0,0,0.34,0.34,0,0.68,0,0,0,0,0,0.34,0,0,0,0.225,0.056,0,1
0,1.22,0,0,0,1.22,0,0,0,0,0,0,0,0,0,0.517,0.103,0,1
0,0.71,0,0,0,2.15,0,0,0,0,0,0,0,0,0,0.128,0,0,1
0,0.36,0,0.72,0,2,0,0.36,0,0,0,0,0,0,0,0.252,0.031,0.031,1
0,0.14,0.03,0.7,0.56,3.18,0,0.38,0,0,0,0,0,0,0,0.452,0.528,0.116,1
0,0.21,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0.034,0,0,1
0,0.38,0,1.16,0,0.58,0,0.77,0,0,0.19,0,0,0,0,0.364,0.312,0,1
0,0.31,0.15,0,0,0.79,0,0,0,0,0.31,0.15,0,0,0,0.862,0.707,0.022,1
0,0,0,0,0,3.36,12.6,0,0,0,0,0,0,0,0,0.587,0,1.468,1
0,6.25,3.12,3.12,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.85,0.25,0.59,0.17,1.62,0,0.85,0,0,0,0.08,0,0.17,0.08,0.435,0.118,0.013,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.094,0,0,1
0,0.17,0.17,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,1.11,0.55,0,0,0,0,0,0.55,0,0,0,1.429,0.095,0,1
0,0.05,0.05,0.97,0.57,3.23,0,0.99,0,0,0,0,0,0,0,0.328,0.858,0.157,1
0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,1.529,0,0,1
0,0,0,0,0,4.08,0,1.02,0,0,0,0,0,0,0,0.968,0,0,1
0,0.64,0,0,0,3.24,0,0,0,0,0,0,0,0.64,0,0.574,0,0,1
0,3.7,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.68,0,0.68,0,3.4,0,0,0,0,0,0,0.45,0,0,0.199,0,0,1
0,0.53,1.06,0.53,0,4.25,0,1.59,0,0,0,0,0,0,0,1.208,0.259,0,1
0,0,0.9,0.9,0,2.72,0,0,0,0,0,0,0,0,0,0.774,0,0,1
0,0.4,0.4,0,0.4,2.04,0,0,0,0,0,0,0,0,0,0.11,0,0,1
0,0,0,0,0.91,0.91,0,0,0,0,0,0,0,0,0,0.573,0,0,1
0,0,0,1.31,0,1.31,0,0,0,0,0,0,0,0,0,0,0.201,0,1
0,0,0.5,1.51,0,3.53,0,1.51,0,0,0,0,0,0,0,1.431,0.536,0,1
0,0.53,0,1.06,0,2.65,0,1.59,0,0,0,0.53,0,0,0,0.093,0.466,0,1
0,0.78,0.49,0.68,0.29,1.28,0,0.59,0,0,0,0,0,0.19,0.09,0.393,0.145,0.014,1
0,1.46,0.08,1.37,0,3.43,0,0.08,0,0,0,0,0,0,0,0.348,0.103,0.012,1
0,0.51,0,1.03,0,1.54,0,0,0,0,0,0,0,0,0,0.8,0.177,0,1
0,0,0,2.07,0,7.05,0,0.82,0,0,0,0,0,0,0,0.97,0.149,0,1
0,1.93,0,1.29,0,1.93,0,0.64,0,0,0,0,0,0,0,0.462,0.37,0,1
0,0,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0.804,0,0,1
0,0.26,0.08,0.71,0.17,1.86,0,0.08,0,0,0,0,0,0,0.08,0.353,0.254,0.113,1
0,1.93,0,1.29,0,1.93,0,0.64,0,0,0,0,0,0,0,0.462,0.37,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.076,0,0,1
0,0.14,0.03,0.67,0.59,3.43,0,0.59,0,0,0,0,0,0,0,0.612,0.531,0.137,1
0,0,2.32,0,0,4.65,0,0,0,0,0,0,0,0,0,0.701,0.35,0,1
0,0,0,1.31,0,1.31,0,0,0,0,0,0,0,0,0,0,0.199,0,1
0,0.44,0,0,0,1.76,0,2.2,0,0,0,0,0,0,0,0.444,0.37,0,1
0,0.46,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0.663,0,0,1
