@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R1,3,6-10,16,20,23,25,28,30,33,40,43-44,46,51-53,56,58'

@attribute Word_freq_make numeric
@attribute Word_freq_all numeric
@attribute Word_freq_over numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_internet numeric
@attribute Word_freq_order numeric
@attribute Word_freq_mail numeric
@attribute Word_freq_free numeric
@attribute Word_freq_credit numeric
@attribute Word_freq_000 numeric
@attribute Word_freq_hp numeric
@attribute Word_freq_650 numeric
@attribute Word_freq_labs numeric
@attribute Word_freq_data numeric
@attribute Word_freq_direct numeric
@attribute Word_freq_original numeric
@attribute Word_freq_project numeric
@attribute Word_freq_edu numeric
@attribute Char_freq3 numeric
@attribute Char_freq4 numeric
@attribute Char_freq5 numeric
@attribute Capital_run_length_longest numeric
@attribute Spam {1,0}

@data
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.955,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01,0,1.01,0.188,0.376,0,15,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68,0.68,0,18,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0.14,0,0,28,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.58,0,0,0,0,0,0,0,0,0,1.76,0.58,0.58,1.76,0.58,0.58,0,0,0,0.103,0,12,0
0.08,0.25,0.25,0,0,0.76,0,0,0,0,0.5,0,0,0.42,0,0,0,0,0.045,0,0.022,55,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0
0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0.211,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0.51,0,0,0,0.25,0,0,0,0,0,0,0,0,0.207,0,343,0
0,0.38,0,0,0,0,0,0,0,0,3.84,0.38,0.38,0,0.38,0.38,0,0,0.054,0,0,17,0
0,1.58,0,0,0,0,0,0,0,0,0.79,0,0,0,0,0,0,0,0,0.149,0,10,0
0,0,0,0,0.55,0,0,0,0,0.41,2.79,0,0,0,0,0,0,0,0,0,0.053,22,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0.68,0.68,0.34,0.34,0,0,0,0,0,0,0,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0
0,0,0,0,0,0,0,0,0,0,0.29,0.58,0,0,0,0,0,0,0,0,2.038,351,0
0,0,0.65,0,0.65,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108,9,0
0,0.97,0,0,0,0,1.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,9.52,4.76,4.76,0,4.76,0,0,0,0,0,0,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,2.22,0,0,0,0,0,0,0,0,0,0,8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
0,0,0,0,0,0,0.9,0,0,0,0.9,1.81,0,0,0,0,0,0,0,0,0,58,0
0,0,0,0,0,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
0,0,0.22,0,0.44,0.44,0.89,1.33,0,0,3.34,0.22,0.22,0,0.22,0.22,0,0,0.111,0.372,0.223,42,0
0,0,0,0,0,0,0,0,0,0,3.1,0,0.62,0,0,0,0,0,0,0.333,0,34,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0.436,0,8,0
0.79,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,8,0
0,0,0,0,0,0,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0.349,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,1.12,2.24,1.12,0,0,0,0,0,0,0,0,55,0
1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,3.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,0.65,0,0,0,0.65,0,0,0,1.31,0.65,0.65,0,0.65,0.65,0,0,0,0.116,0,12,0
0,0,0.23,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069,44,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
0,0,1.01,0,0,0,0,0,0,0,2.02,1.01,1.01,0,1.01,0,0,0,0,0,0,11,0
0,1.58,0,0,0,0,1.58,0,0,0,1.58,0,1.58,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,1.31,0,0,0,1.31,0,1.31,0,0,0,0,0,0,0,0,15,0
0,1.58,0,0,0,0,0,0,0,0,1.05,0,2.11,0,0,0,0,0,0,0,0,7,0
0,0,0,0,0,0,0,0,0,0,0,0,4.16,4.16,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,6.08,0.86,0.86,0,0.86,0.86,0,0,0.133,0.133,0,13,0
0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
0,0.74,0,0,0,0,0,0,0,0,2.99,1.87,0.74,0,0,0.37,0,0,0.043,0.043,0,15,0
0,0,0,0,0,0,1.23,1.23,0,0,0,0,0,0,0,1.23,2.46,0,0,0.192,0,12,0
0,0,0,0.66,0,0,1.33,0,0,0,8,0,2,0,0,0,0,0,0,0,0,18,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.523,0,9,0
0,0,0,0,0,0,0,0,0,0,0.58,0,0,0,0,0.58,0,0,0.118,0,0,98,0
0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0.042,0.042,0.042,13,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,1.21,0,0,0,1.21,2.43,0,0,0,0,0,0,0,0,0,11,0
0,0,0,0,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,1.31,0,0,0,0,0,0,0,0,2.63,1.31,1.31,0,0,0,0,0,0,0.15,0,10,0
0.1,0.21,0,0,0.1,0,0,0,0,0,3.82,0.1,0,0.42,0,0,0,0,0,0,0,18,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55,0,0,0,0,12,0
0.1,0.35,0,0.05,0.05,0.05,0.2,0.1,0.05,0.05,1.84,0.1,0.15,0,0,0,0.05,0,0,0.029,0.021,25,0
0,0,0,0,0,0,0,0,0,0,1.81,0.72,0.72,0,0,0,0.36,0,0,0.05,0,11,0
0,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0.47,0.62,0,0,0,0.15,0,0,0.15,0.15,0,0,0,0,0,0,0,0,0,0.105,0.079,13,0
0.05,0.15,0,0,0,0.52,0,0,0,0,0.47,0,0,0.15,0,0,0.1,0,0.068,0,0.013,35,0
0,0,0.74,0,0,0,0.74,0,0,0,0.37,0.74,0,0.37,0,0,0.74,0,0,0,0,11,0
0,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,3.91,0.55,0.55,0,0.55,0.55,0,0,0.091,0.367,0,13,0
0,0,0.35,0,0,0,0.35,0,0,0,0.35,0,0,0,0,0.71,0,0,0.061,0.244,0,22,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
0.38,0.64,0.25,0,0,0,0,0,0,0,0.9,0.25,0.25,0,0,0,0.25,0,0,0.02,0,11,0
0.44,0,0,0,0,0,0,0,0,0,2.22,0,0.44,0,0,0,0,0,0,0,0,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,1.75,0.58,0,0,0,0,0,0,0,0.045,0,15,0
0.27,0,0,0,0,0,0,0,0,0,1.93,0,0,0,0,0,0,0,0,0,0.084,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,9.52,4.76,4.76,0,4.76,0,0,0,0,0,0,11,0
0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.16,0,0,0,0,0,0,23,0
0,0,0,0,0,0,0,0,0,0,1.54,1.03,0.51,0,0.51,0,0,0,0,0,0,40,0
0,0,0,0,0,0,0,0,0,0,2.73,0.45,0,0,0,0,0,0,0,0,0,20,0
0,0,0,0,0,0,1.31,0,0,0,2.63,1.31,1.31,0,1.31,1.31,0,0,0,0,0,13,0
0,0.57,0,0,0,0.28,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0.282,0.242,26,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271,0,18,0
0,0,0,0,0,0,0,0,0,0,6.79,0.97,0.97,0,0.97,0.97,0,0,0.149,0,0,13,0
0,0,0,0,0,0,0,0,0,0,1.93,0.24,0.24,0.24,0.24,0.24,0,0.48,0.074,0,0,12,0
0,0,0,0,1.36,0,0,0,0,0,2.73,0,0,0,0,0,0,0,0,0,0,7,0
0,0.17,0.08,0,0.34,0,0.17,0,0,0,2.79,0.08,0,2.35,0,0,0,0,0.053,0,0.013,57,0
0,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,1.26,0,0,0,0,8,0
0,0,0,0,0,0,0,0,0,0,1.03,0,0,1.03,0,0,3.09,0,0,0.193,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,0,1,0
0.17,0.08,0.08,0,0,0.76,0,0.08,0,0,0.76,0,0,0.34,0,0,0,0,0.036,0,0.024,47,0
0,0,0,0,0,0,0,0,0,0,2.08,0,0,0,0,0,0,0,0,0.173,0,6,0
0,0,0,0,0,0,0,0,0,0,5.55,2.77,2.77,0,0,0,0,0,0,0,0,11,0
0.68,1.02,0,0,0,0,0,0,0,0,0.34,0.34,0.34,0,0,0,0,0.34,0,0.387,0,15,0
0,0.15,0.02,0,0.02,0,0.12,0.02,0.02,0,0,0,0,2.16,0.02,0.02,0.02,0.33,0.007,0.015,0.041,25,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,1.96,0,1.96,0,0,0,0,0,0.306,0,0,7,0
0,0,0,0,0,0,0,0,0,0,3.95,0,0,0,0,0.35,0,0,0.113,0.056,0,16,0
0,0,0,0,0,0,1.37,0,0,0,2.06,0,0.68,0,0,0,1.37,0,0,0,0,11,0
0,0,0,0,1.16,0,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0.75,0,0,0.37,0,0,0.37,0,0,0,0.37,0,0,0,0,0,0,0,0.597,0,0,13,0
3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0.84,0,0,0,0,11,0
0.3,0,0.3,0,0.6,0,0,0,0,0,0.6,0,0,0,0,0.3,0,0,0,0,0,8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.11,0,0,0,0.066,0,0,200,0
0,0.5,0,0,0,0,0,0,0,0.5,1.52,0,1.52,0,0,0,0.5,0,0,0.122,0.061,38,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
0,0.21,0,0,0.21,0,0.21,0,0,0,0.21,0.43,0,0.21,0,0,0,0,0,0,0,15,0
0,0,0.3,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0.087,0,64,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,3,0
0.83,0.41,0,0,0,0,0,0,0,0,0.41,0,0,0,0,0.41,0,0,0,0.283,0,13,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,18.18,0,0,0,0,1.449,0,0,5,0
0,0,0,0,0,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197,0,13,0
0,0.19,0.19,0,0,0,0.19,0,0,0,2.69,0.57,1.15,0,0.19,0.38,0,0,0.053,0.026,0,45,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
0,0,0,0,0,0,0,0,0,0,4.27,0.85,0.85,0,0.85,0.85,0,0,0.139,0,0,12,0
0,0,0,0,0,0,0,0,0.67,0,0,0,0,0,0,0,0.67,0,0,0,0,5,0
0,1.33,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0.216,0,0,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0.52,0,0,0,0,0,0,0,0,1.83,0.26,0.26,1.3,0.26,0.26,0.26,0,0.091,0,0.045,13,0
0,0,0,0,0,0,0,0,0,0,5.14,1.14,1.14,0.57,0.28,0.28,0,0,0.194,0.097,0,12,0
0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.092,0.018,0,66,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0.11,0.11,0,0,0,0,0,0,0.11,3.21,0,0,0.11,0,0.11,0,0,0.014,0,0,27,0
0,0,0,0,0,0,1.07,0,0,0,1.07,2.15,0,0,0,1.07,0,0,0,0,0,12,0
2.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0.87,0.17,0,0,0,0,0.17,0,0,1.21,0.34,0,0,0.17,0,0,0,0,0,0,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,6.89,0,3.44,0,0,0,0,0,0,0,0,11,0
0,0,0,0,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,10,0
0,0,0,0,0,0,0,0,0,0,8.69,4.34,4.34,0,4.34,0,0,0,0,0,0,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3.26,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0,0,0,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0.86,0,0.457,0,3,0
0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.392,0,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0.105,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92,0,0,0,3,0
0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143,0,4,0
0,1.04,0,0,0,0,1.04,0,0,0,1.04,0,0,0,0,0,0,0,0,0.422,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.22,0,0,0.546,0,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91,0,0,0,5,0
0.1,0.62,0.1,0.2,0.2,0,0,0,0,0.1,0,0,0,0,0,0.2,0,0.41,0,0.157,0,29,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0,0,0,47,0
0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,47,0
0,0.48,0.16,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0.057,0,51,0
0,0,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94,0,0.188,0,51,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83,0,0,0,47,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,4,0
0,1.25,0,0,0,0,0,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0.109,9,0
0.28,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
0,0.73,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.387,0,4,0
0,0.48,0,0,0,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0.45,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
0,0,0,0,0,0,1.28,0,0,0,0,0,0,0,0,0,1.28,0,0,0,0,21,0
0,1.35,0,0,0,0,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
0,0,0,0,0,0,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
0,0,0,0,0,0,1.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
0,0,0,0,0.2,0,0.2,1.8,0,0,0,0,0,0,0,0,0,0.2,0,0.06,0,43,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38,0,0.208,0,15,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0.285,0,31,0
0.06,0.32,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0.19,0,0.093,0,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.473,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91,0,9,0
0,0.3,0,0,0,0,0,0,0,0.15,0,0,0,0.46,0,0,0,2.91,0,0.069,0,23,0
0.99,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.97,0,0.186,0,15,0
0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19,0,0.212,0,11,0
0,0.31,0,0,0,0,0.31,0.63,0,0,0,0,0,0,0,0,0,0,0,0.045,0,97,0
0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.684,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36,0,0.234,0,15,0
0,0,0,0,0,0,0,0,0,0,2.38,0,0,0,0,0,0,0,0,0.809,0.809,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22,0,0,0.277,15,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.84,0,0,0,15,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,0.46,0,0,0,3,0
0,0,0,0,0,0,0,1.92,0,0,0,0,0,0,0,0,0,1.92,0,0,0,5,0
0,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,0,0,0,5,0
0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,0,0,15,0
0.29,0.29,0,0,0,0,0.29,0.29,0,0,0,0,0,0,0,0,0,0.29,0,0,0,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09,0.54,0,0,0,1,0
0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0,0,0,5,0
