@relation spambase

@attribute Word_freq_3d numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_mail numeric
@attribute Word_freq_free numeric
@attribute Word_freq_business numeric
@attribute Word_freq_email numeric
@attribute Word_freq_000 numeric
@attribute Word_freq_money numeric
@attribute Word_freq_hp numeric
@attribute Word_freq_857 numeric
@attribute Word_freq_415 numeric
@attribute Word_freq_1999 numeric
@attribute Word_freq_pm numeric
@attribute Word_freq_cs numeric
@attribute Word_freq_re numeric
@attribute Char_freq2 numeric
@attribute Char_freq5 numeric
@attribute Capital_run_length_longest numeric
@attribute Spam {1,0}

@data
0,0.33,0,0.33,0.66,1,0,0,0,0,0,0,0,0,0.66,0.266,0.159,14,1
0,0,0,0,0,0,0,1.31,0,0,0,0,0,0,0,0,0.21,25,1
0,0,0.41,0.41,0,1.67,0,0,0,0,0,0,0,0,0,0.125,0.062,8,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17,0.421,0.632,15,1
0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0,21,1
0,0.25,0.08,0.25,0.08,0.93,0.85,0.08,0,0,0,0,0,0,0.08,0.065,0.118,669,1
0,0.59,0.59,0,0,1.18,0,0,0,0,0,0,0,0,0,0.257,0,66,1
0,0.5,0.1,0.1,0,1.11,0.6,0.1,0,0,0,0,0,0,0.1,0.11,0.157,669,1
0,0.11,0.22,0,0.22,0,0.55,0,0,0,0,0,0,0,0,0.16,0.124,14,1
0,1.18,0.47,0.23,1.41,0,0,0,0,0,0,0,0,0,0,0,0,13,1
0,1.78,0,0,0,0,0,0,0,0,0,0,0,0,0.89,0,0,16,1
0,2.3,0,0.76,0,0.76,0,0,0,0,0,0,0,0,0,0,0,142,1
0,0.14,0,0,0.28,0,0.84,0.28,0,0,0,0,0,0,0,0,0.342,79,1
0,0,0,3.12,0,0,0,0,0,0,0,0,0,0,0,0.462,0,6,1
0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0.36,0.059,0,7,1
0,0,0.51,0.77,1.55,0,0.77,0.25,0,0,0,0,0.25,0,0,0.179,0.403,56,1
0,0,0,0.57,1.15,0,0,0,0,0,0,0,0,0,0,0.047,0.191,489,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21,0.212,0.212,24,1
0,0.03,0.94,0.24,0.41,0.03,0.34,0.59,0,0,0,0,0,0,0.1,0.076,0.573,131,1
0,0,0,0,0,0,0,1.31,0,0,0,0,0,0,0,0,0.212,25,1
0,0.21,0.94,0.14,0.07,0.28,0.43,0.43,0,0,0,0.07,0,0,0,0.132,0.18,101,1
0,0,0,0,0,0,0.36,0.09,0,0,0,0,0,0,0.27,0.046,0.03,69,1
0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,11,1
0,0.67,0,0.67,0,0.5,0,0,0,0,0,0,0,0,0,0.183,0.104,525,1
0,3.12,0,3.12,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1
0,0,0,2.43,0,4.87,0,0,0,0,0,0,0,0,0,0,0,58,1
0,0.24,0.24,0,1.23,0,0.24,0.74,0,0,0,0,0,0,0,0.116,0.155,47,1
0,0,0.38,0,0.09,0,0,0,0,0,0,0,0,0,0,0.038,0.894,70,1
0,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,18,1
0,0,2.09,0.09,0.79,0.39,1.39,0.99,0,0,0,0,0.09,0,0.19,0.078,0.133,1171,1
0,0,0.83,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,54,1
0,0,0,0,0,0,1.12,0,0,0,0,0,0,0,1.12,0.212,0.424,25,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117,12,1
0,1.63,0,0,0,0.81,0,0,0,0,0,0,0,0,0,0,0,11,1
0,0,1.59,0,0.45,0.11,0.45,0.45,0,0,0,0,0,0,0.45,0.17,0.132,144,1
0,0.16,0,0,0,0,0,0.16,0,0,0,0,0,0,0.16,0,0.101,32,1
0,0.31,0.31,0,0.63,2.23,0.31,0,0,0,0,0,0,0,0,0.092,0,18,1
0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1
0,0.81,0.81,3.27,0,1.22,2.04,0,0,0,0,0.4,0,0,0,0.64,0.8,181,1
0,0,0,0,0,0,0,1.31,0,0,0,0,0,0,0,0,0.199,25,1
0,0.29,0,1.16,2.33,1.16,0,0,0,0,0,0,0,0,0,0.132,0,24,1
0,1.47,0,1.47,1.47,0,0,0,0,0,0,1.47,0,0,0,0.338,0.169,140,1
0,0.61,0.3,0,0.3,0,1.23,0,0,0,0,0,0,0,0.3,0.045,0.182,60,1
0,0,2.73,0.11,0.68,0.45,1.82,1.14,0,0,0,0,0.11,0,0.11,0.118,0.236,164,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1.16,0,0,0,0,0,0,2.32,0,0,0,0,0,0,0,0,0,42,1
0,0,0,4.91,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1
0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098,0,61,1
0,0,0,0.12,0.12,0.12,0,0,0,0,0,0,0,0,0.12,0.365,0,41,1
0,0.13,0.78,0.27,0.44,0.03,0.37,0.61,0,0,0,0,0,0,0.06,0.074,0.519,136,1
1.33,0,0,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
0,0,0,0,0,0,0,0.49,0,0,0,0,0,0,0,0.177,0.265,114,1
0,0.02,0.75,0.16,0.33,0.02,1.03,0.51,0,0,0,0,0,0,0.02,0.059,0.868,193,1
0,0,0,1.33,0,0,0,0,0,0,0,0,0,0,0,0.074,0,12,1
0,0,0,0,0,0.43,0,0,0,0,0,0,0,0,0,0.122,0,13,1
0,0.41,0.41,1.65,0.41,0,0.41,0.82,0,0,0,0,0,0,0,0.193,5.3,92,1
0,0,0.15,0.3,1.54,2.32,0,0.3,0,0,0,0,0,0,0,0.128,0.025,13,1
0,0.27,0,0.83,1.11,0.27,0.55,0,0,0,0,0,0,0,0,0,0,17,1
0,0.19,0,0,0,0.09,0,0,0.09,0,0,0,0.19,0,0,0.137,0,44,1
0,0.58,0.58,1.46,0.29,0.87,0,0,0,0,0,0,0,0,0.29,0.086,0,37,1
0,0.19,0.58,0,0,1.17,0.09,0.29,0,0,0,0,0.09,0,0,0,0.233,49,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143,0,18,1
0,0,0,0.64,0,0,0.64,0,0,0,0,0.64,0,0,0,0.189,0,131,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.403,0,12,1
0,0,0,0.23,0.23,0,0,0.23,0,0,0,0,0,0,0.71,0.043,0,11,1
0,1.03,1.03,2.06,0,0,0,0,0,0,0,0,0,0,1.03,0,0,65,1
0,0.9,0,0,0.9,0.9,0,0.9,0,0,0,0,0,0,0,0,0,19,1
0,0.31,0,0.95,0.63,0.31,0,0.63,0,0,0,0,0,0,0,0.051,0,138,1
0,0,0.8,1.61,0,0.8,0,0,0,0,0,0,0,0,0,0,0,12,1
0,0.37,1.12,0,0,0.74,0,0.37,0,0,0,0,0,0,0,0,0.122,57,1
0,0,0.16,0.19,0.43,0.48,1.14,0.57,0,0,0,0,0,0,0.05,0.086,0.15,195,1
0,0.44,0,0,0,0.44,2.2,0,0,0,0,0,0,0,0,0,0.358,16,1
0,0,0.98,1.12,0.7,0.07,0.07,0.7,0,0,0,0,0,0,0.14,0.108,0.312,94,1
0,0,0.12,0,0.12,2.04,0,0.12,0,0,0,0,0,0,0,0.185,0.061,84,1
0,0.04,0.81,0.21,0.36,0.04,1.09,0.36,0,0,0,0,0,0,0.1,0.058,0.672,193,1
0,0,0,0,0,0.44,2.2,0,0,0,0,0,0,0,0,0,0.37,16,1
0,1.96,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1
0,0.1,0.2,0.91,0.2,0,0.4,0.2,0,0,0,0,0,0,0,0.093,0.156,494,1
0,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0,10,1
0,0.5,1.01,0,0,1.52,0.76,0,0,0,0,0,0,0,0,0.074,0.412,19,1
0,0.39,0.39,0,1.58,0.39,0,0,0,0,0,0,0,0,0,0,0.211,13,1
0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,11,1
0,0,0,0,0,0,1.07,0,0,0,0,0,0,0,1.07,0.19,0.38,16,1
0,0,0.3,0.3,0.2,0,0,0.4,0,0,0,0,0,0,0.3,0.141,0.056,148,1
0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0.299,0,28,1
0,0,0,1.34,0,0,0,0,0,0,0,0,0,0,0,0.074,0,12,1
0,0,0,1.28,0,0,0,0,0,0,0,0,0,0,1.28,0,0.23,41,1
0,0.48,0,0.48,0.97,0,0.48,0,0,0,0,0,0,0,0.48,0.081,0.244,78,1
0,0,0,0,0,0,1.11,0,0,0,0,0,0,0,1.11,0.208,0.416,23,1
0,0.1,0.2,1.94,0.92,0.4,0.51,0.1,0,0,0,0.1,0,0,0,0.048,0.162,283,1
0,0,0,0.41,0,0.82,0,0.41,0,0,0,0,0,0,0.41,0.068,0.549,19,1
0,1.18,1.18,0,2.95,0,0,0,0,0,0,0,0,0,0,0,0,46,1
0,0,0,0.43,0.87,0,0.43,0,0,0,0,0,0,0,1.31,0.072,0.216,90,1
0,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0.48,0.09,0,8,1
0,0,0,0.42,0,0.42,0.42,0,0,0,0,0,0,0,0.42,0.08,0.161,14,1
0,0,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185,99,1
0,0,0.75,0,0.37,0,0,0.18,0,0,0,0,0,0,0,0.08,0.107,42,1
0,0,0.74,3.34,0,0,0,0.37,0,0,0,0,0,0,0,0.292,0.175,58,1
0,0,0,0,0.48,0.48,3.38,0,0,0,0,0,0.48,0,0,0.084,0.761,46,1
0,0.42,0.42,0,0,0.42,3.38,0,0,0,0,0,0,0,0.42,0.097,0.39,363,1
0,0.52,0.52,0.13,0.06,1.1,0.52,0.19,0,0,0,0,0,0,0,0.085,0.106,117,1
0,0,0,0,0.75,0,0.05,0,1.16,0,0,0.05,0,0,0,0.107,0.053,32,1
0,2,0.5,0.5,0,1.5,0.5,0.5,0,0,0,0,0,0,0,0.267,0.979,28,1
0,0,0,0,0,0,0,0,0,0,0,0,0.65,0,0,0.075,0,33,1
0,0,0,1.26,0,0,0,0,0,0,0,0,0,0,0,0.411,0,25,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0.61,0.61,0.3,0.3,0.61,0,0,0,0,0,0,0,0,0,0.051,0.051,64,1
0,0,0,0.48,0,0,0.48,0.24,0,0,0,0,0,0,0,0.036,0.184,66,1
0,0.34,0.34,0.68,0.34,0.34,0,0,0,0,0,0,0,0,0,0.393,0.056,17,1
0.52,0.17,0.17,1.74,0,0.69,0,0,0.17,0,0.17,0.34,0,0,0,0.072,0.681,52,1
0,0,0.36,0.72,0,0.18,0,0.54,0,0,0,0,0,0,0,0,0.063,363,1
0,0.52,1.04,0,0,1.56,0.52,0,0,0,0,0,0,0,0,0.08,0.402,19,1
0,2.35,0,1.17,0,0,2.35,0,0,0,0,0,0,0,0,0,0.336,17,1
0,0,0,0.31,0,1.24,0,0,0,0,0,0,0,0,0.31,0.05,0,121,1
0,0,0,0.08,0,1.1,1.1,0.08,0,0,0,0,0,0,0.08,0.101,0.101,669,1
0,2.23,0.55,0,0,0.55,0,0,0,0,0,0,0,0,0.55,0.159,0,147,1
0,0,0,0.3,0,0,0,0.6,0,0,0,0,0,0,0,0.094,0.141,31,1
0,0.67,0.33,0,0.67,1.01,0,0,0,0,0,0,0,0,0,0,0.048,6,1
0,0,0,2.46,0,0,0,0,0,0,0,0,0,0,0,0,0.465,12,1
0,0,0.08,0.16,0.24,0.24,0,0.66,0,0,0,0,0,0,0.66,0,0.113,76,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.55,0,0,1,1
0,1.12,0,0.56,3.38,0,0,0,0,0,0,0,0,0,0,0.26,0.347,140,1
0,0,0,0,0,0,0,0,0,0,0,0,0.57,0,0,0.103,0,33,1
0,0,0,2.58,0,0,0.64,0,0,0,0,0,0,0,0,0.058,0.116,20,1
9.16,0.55,0.27,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,694,1
0,0.23,0.7,0.23,0.7,0,0,0.47,0,0,0,0,0,0,0,0,0.108,20,1
0,0.91,0,0.91,0,1.83,0,0,0,0,0,0,0,0,0,0.151,0,10,1
0,0.68,0.68,0.68,0,0,0.34,0.34,0,0,0,0,0,0,0.34,0,0.062,12,1
0,0,0.16,0.19,0.43,0.48,1.14,0.57,0,0,0,0,0,0,0.05,0.086,0.15,195,1
0,0.38,0,0.38,0,0,0,0.38,0,0,0,0,0,0,0,0,0,12,1
0,0.35,0.35,0.7,0,0.35,0,0,0,0,0,0,0,0,0,0.113,0,58,1
0,0,0,0,0,0,0.87,0,0,0,0,0,0,0,0,0,0,70,1
0,0,0.2,0.41,1.03,0.2,0.2,0.61,0,0,0,0,0,0,0,0.099,0.132,102,1
0,0.86,0,0,0,1.72,0,0,0,0,0,0,0,0,0.86,0.272,0.136,31,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,0.17,0.341,24,1
0,0.51,0.51,0.34,0.17,1.02,0,0,0,0,0,0,0,0,0.34,0.095,0,40,1
0,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235,41,1
0,0,0,1.28,0,0,0,0,0,0,0,0,0,0,1.28,0,0.23,41,1
0,0,0,0.88,2.65,0,0,0,0,0,0,0.88,0,0,0,0.14,0,7,1
0,0.34,0.34,0.68,0,1.37,0,0,0,0,0,0,0,0,0,0.094,0,13,1
0,0,0.41,0.62,1.25,0,0.62,0.2,0,0,0,0,0.2,0,0,0.153,0.345,37,1
0,0.09,0.19,0.19,0,0,0,0.19,0,0,0,0,0,0,0,0.23,0.124,50,1
0,1.03,1.03,2.06,0,0,0,0,0,0,0,0,0,0,1.03,0,0,65,1
0,0,1.21,0.6,0,0,0.6,0,0,0,0,0,0,0,0,0.518,0,17,1
0,0.04,0.69,0.23,0.4,0,0.97,0.31,0,0,0,0,0,0,0.02,0.064,0.734,144,1
0,0,0.23,0.58,0.23,0.11,0.58,0.46,0,0,0,0,0.34,0,0.11,0.125,0.104,326,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,0.17,0.34,23,1
0,0,0,1.05,1.05,0,0,0,0,0,0,0,0,0,1.05,0.351,0.175,28,1
0,0.33,0.5,0,1.68,0.33,0,0.33,0,0,0,0,0,0,0,0.218,0.054,63,1
0,0.64,1.29,0.64,0.64,0.64,0,0,0,0,0,0,0,0,0,0,0,4,1
0,0,0,0,0,0.44,2.2,0,0,0,0,0,0,0,0,0,0.37,16,1
0,0.08,1.47,0.08,0,0,0.34,0.34,0,0,0,0,0,0,0.17,0.049,0.263,62,1
0,0,0,0,0,0.84,0.84,0,0,0,0,0,0,0,0,0.075,0.3,82,1
0,0,0.23,0.58,0.05,0.17,0.17,0.34,0,0,0,0,0,0,0,0.204,0.186,131,1
0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0.352,0,11,1
0,2.25,0.56,0,0,0.56,0,0,0,0,0,0,0,0,0.56,0.083,0,148,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
0,0.68,0,1.36,0,0,1.36,0,0,0,0,0,0,0,0.68,0,0.2,38,1
0,0,0,0,0,0,0,0.04,0,0,0.07,0,0.02,0,0,0.116,0,154,1
0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0.302,11,1
0,0,0.71,5.35,0,0,0.35,0,0,0,0,0,0,0,0,0.102,0,24,1
0,1.63,1.63,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,71,1
0,0,0,0,0.53,0.53,1.59,0,0,0,0,0,0.53,0,0,0.186,0.466,60,1
0,0,0.82,0.41,0,0,0.41,0,0,0,0,0,0,0,0,0.53,0,18,1
0,0,0.17,0.17,0.17,0,0.68,1.36,0,0,0,0,0,0,0,0,1.961,183,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,1
0,0,0,3.03,0,0,0,0,0,0,0,0,0,0,0,0.352,0,11,1
0,0,0,0.32,0,1.29,0,0,0,0,0,0,0,0,0,0,0,61,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.125,10,1
0,0.08,0.08,0,0.17,0.08,0.34,0.08,0,0,0,0,0,0,0,0.085,0.014,48,1
0,0.42,1.27,1.27,0,0,0,0.42,0,0,0,1.27,0,0,0,0.063,0.063,55,1
0,0.4,0,0.4,0,0,0,0.4,0,0,0,0,0,0,0,0,0,12,1
0,1.37,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0.103,0.309,69,1
0,0.08,1.46,0.08,0,0,0.34,0.34,0,0,0,0,0,0,0.17,0.048,0.258,300,1
0.49,0.49,0.98,2.94,0,0,0,0,0,0,0,0,0,0,0.49,0,0,272,1
0,0,0,0,0,0,0,0,3.58,0,0,0,0,0,0.39,0,0,21,1
0,0,0,0,0,0,1.12,0,0,0,0,0,0,0,1.12,0.204,0.408,25,1
0,0.26,0,0.79,0,0,0,0.52,0,0,0,0.26,0.52,0,0,0.656,0,71,1
0,0,0.05,0.17,0,0,0,0.05,0,0,0,0,0,0,0.05,0.099,0.079,95,1
0,0,0.66,0.23,0.43,0,0.5,0.46,0,0,0,0,0,0,0.03,0.078,0.496,543,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204,0,15,1
0,0.24,0.48,1.68,0.72,0,0.24,0,0,0,0,0,0,0,0,0,0.828,52,1
0,0,0,4.27,0,0,0,5.98,0,0,0,0,0,0,0,0.146,0,17,1
0,0.23,0.95,0.23,0.95,0,0,0.47,0,0,0,0.23,0,0,0,0.123,0,280,1
0,0.46,0,0.92,0,0.92,0.46,0,0,0,0,0,0,0,0.46,0,0.223,13,1
0,0,0,0.48,0,0.24,0.48,0.24,0,0,0,0,0,0,0,0.036,0.184,66,1
0,0,4.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
0,0,0,0,0,0,0.36,0.09,0,0,0,0,0,0,0.27,0.047,0.031,69,1
0,0,0.64,0,1.6,0,0,0,0,0,0,0,0,0,0,0.213,0.106,63,1
0,0,0,0,0.29,0,0.14,0.29,0,0,0,0,0,0,0,0.097,0.048,49,1
0,0.02,0.29,0.87,0.45,0.66,0.39,0.34,0,0,0,0,0,0,0.23,0.083,0.145,116,1
0,0,0.27,1.08,0,0.27,0.27,0.54,0,0,0,0,0,0,0,0.225,0.496,64,1
0,1.31,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,11,1
0,0,4.81,0,0,0,4.01,0.4,0,0,0,0,0,0,0,0,0.794,41,1
0,1.07,0,0,0,1.61,0,0.26,0,0,0,0,0,0,0.8,0.092,0,52,1
0,0.08,0.17,0.53,0.08,0,0.08,0.17,0,0,0,0,0,0,0,0.054,0.109,119,1
0,0.74,1.49,0.74,3.73,0,0.74,0,0,0,0,0,0,0,0,0,0.118,7,1
0,0,0,0,0,0,0,0.72,0,0,0,0,0,0,0,0.126,0.126,35,1
0,0,0.77,0,0.19,1.46,0.58,0.68,0,0,0,0,0,0,0,0.034,0.207,691,1
0,0,0.39,0,0.09,0,0,0.09,0,0,0,0,0,0,0,0.037,1.309,54,1
0,0,0,0.31,0,0,0.31,0,0,0,0,0.31,0,0,0,0.086,0,14,1
1.91,0,0.1,0.53,0,0,0,0.21,0,0,0,0,0,0,0,0.169,0.188,75,1
0,0,0.06,0,0.73,0,0.85,0.06,0,0,0,0,0,0,0,0.052,0.169,12,1
0,2.28,0.57,0,0,0.57,0,0,0,0,0,0,0,0,0.57,0.081,0,147,1
0,0,0,0,1.29,0,0,0.64,0,0,0,0,0,0,0,0.468,0,66,1
0,0.19,0.39,0.98,0,0,0,1.38,0,0,0,0,0,0,0,0.232,0.31,76,1
0,0,0,0.86,3.44,0,0.86,0,0,0,0,0,0,0,0,0,0.154,7,1
0,0.58,0.19,0.58,0.58,0.58,0.78,0,0,0,0,0,0,0,0.39,0.271,0.135,21,1
0,0,0,0.8,0.8,0,0,0,0,0,0,0,0,0,0.8,0.274,0,29,1
0,0.29,0,0.87,0.58,0.29,0,0.58,0,0,0,0,0,0,0,0.046,0,139,1
0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,1
0,0,0.87,0,3.49,0,1.31,0,0,0,0,0,0,0,0,0,0.149,47,1
0,0,2.96,0,2.22,0,0,0,0,0,0,0,0,0,0,0.149,0,107,1
0,0.86,0,0,0.86,0.43,0,1.29,0,0,0,0,0,0,0,0,0,47,1
0,0,1.59,1.59,0.53,0.53,0.53,0.53,0,0,0,0,0,0,0,0.467,0.186,85,1
0,0,0.75,0.15,0.3,0,0.05,0.8,0,0,0,0,0,0,0.2,0.035,0.131,127,1
0,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074,0,11,1
0,0.21,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0.126,1.269,183,1
0,0,1.15,0.19,0.19,2.12,1.35,0.77,0,0,0,0,0,0,0,0.027,0.191,525,1
0,0,3.77,0,0,0,0,1.88,0,0,0,0,0,0,0,0,0,13,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
0,0.08,0.08,0,0.17,0.08,0.34,0.08,0,0,0,0,0,0,0,0.081,0.013,48,1
0,0,0,0,0,0,1.12,0,0,0,0,0,0,0,0,0,0,15,1
0,0.16,0.16,1.52,0.33,0.16,0,0,0,0,0,0,0,0,0,0.113,0.084,40,1
0,1.27,0,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0.089,59,1
0,1.04,0,0,0,4.16,0,0,0,0,0,0,0,0,0,0,0,4,1
0,0,0,0.3,0,0,0,0.6,0,0,0,0,0,0,0,0.142,0.142,31,1
0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062,0,74,1
0,0,0,0,0.46,0.46,1.38,0,0,0,0,0,0,0,0,0.49,0.816,12,1
0,0,0,1.54,0,0,0,0.38,0,0,0,0,0,0,0,0.196,0,56,1
0,5.4,0,5.4,0,0.9,0,0,0,0,0,0,0,0,0,0,0.21,295,1
0,0,2.86,0.11,0.59,0.47,1.9,1.07,0,0,0,0,0.11,0,0.11,0.127,0.254,148,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
0,0,0,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0.266,16,1
0,0.17,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0.026,0,10,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.868,0.868,25,1
0,0,0,1.43,0,0,0,0.71,0,0,0,0,0,0,2.15,0.265,0,16,1
0,0,0,0.92,0.46,0.92,0.46,0,0,0,0,0,0,0,0,0.142,0.5,10,1
0,0,4.09,1.13,0.26,1.91,0.08,0.43,0,0,0,0,0,0,0,0.241,0.056,126,1
0,0.36,0,0.36,0,0,0,0,0,0,0,0,0,0,0.73,0,0.053,134,1
0,0,0,0.66,0.33,0,0,0,0,0,0,0,0,0,0.16,0.197,0,128,1
0,0,1.8,0.45,0,0,0,0,0,0,0,0,0,0,0,0.243,0.162,706,1
0,0,0,0.38,0,1.16,1.16,0.38,0,0,0,0,0,0,0,0.06,0.12,22,1
0,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0.173,0,7,1
0,0,0.82,0,0.82,0,0,0,0,0,0,0,0,0,0,0.113,0,4,1
0,0,0.35,0.05,0.1,0.38,0,0,0.02,0,0,0,0,0,0,0.004,0.018,489,1
0,0.72,0,0,0,0,0,0.72,0,0,0,0,0,0,0,0.364,0.121,32,1
0,0,1.89,0.37,0,0,0.37,0,0,0,0,0.37,0,0,0,0.196,0.196,845,1
0,0,0,0.77,0.77,0,0,0,0,0,0,0,0,0,0.77,0.268,0.403,29,1
0,0,0.49,0,0,0.32,0.49,1.14,0,0,0,0,0,0,0,0.096,0.256,84,1
0,1.47,0.36,0.36,0,1.1,0.36,0,0,0,0,0,0,0,0,0.183,0.061,36,1
0,1.63,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
0,1.36,0,1.82,0.45,0,0,0,0,0,0,0,0,0,0,0,0,17,1
0,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
0,0.39,0.26,1.57,0,0.26,0.13,0.39,0,0,0,0.13,0,0,0,0.129,0.021,49,1
0,0,0.31,0.38,0.44,0.06,0.44,0.76,0,0,0,0,0,0,0,0.085,0.236,45,1
0,0,0.3,0,0.3,0,0.6,0,0,0,0,0,0,0,0,0.146,0.097,77,1
0,0,0.62,0.2,0.41,0,0,0,0,0,0,0,0,0,0,0.249,0.106,116,1
0,0,0,1.57,0.78,0,0.78,0,0,0,0,0,0,0,0,0,0.341,22,1
0,0.06,1.36,0,0,0,0.13,0.27,0,0,0,0,0,0,0,0.052,0.197,53,1
0,0.2,1.71,0.6,0,0.8,0.9,0.3,0,0,0,0,0,0.1,0.2,0.017,0.206,103,1
0,0.37,0.74,1.11,0,0,0,0,0,0,0,0,0,0,0,0.264,0,12,1
0,0.86,0,0.86,0,1.73,0,0,0,0,0,0,0,0,0,0.151,0,10,1
0,0.05,0.76,0.26,0.44,0,1.11,0.34,0,0,0,0,0,0,0.02,0.068,0.784,193,1
0,0.73,0.27,0.09,0,1.2,0.55,0.18,0,0,0,0,0,0,0.09,0.094,0.134,696,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0.49,0,0,0.32,0.49,1.14,0,0,0,0,0,0,0,0.095,0.255,84,1
0,0,0.05,0.17,0,0,0,0.05,0,0,0,0,0,0,0.05,0.099,0.079,95,1
0,0.19,0.59,0,0,1.18,0.09,0.29,0,0,0,0,0.09,0,0,0,0.222,49,1
0,0.08,0.08,0,0.17,0.08,0.34,0.08,0,0,0,0,0,0,0,0.085,0.014,48,1
0,0.32,0,0.32,0.32,0,0,0.32,0,0,0,0,0,0,0.32,0.105,0.158,10,1
0,0,0.64,0.96,0,0.32,0,0,0,0,0,0,0,0,0,0.054,0.054,4,1
0,0.76,0,0,0,0.76,0,0,0,0,0,0,0,0,0,0,0.177,79,1
0,0,0,0,0,0,0,1.31,0,0,0,0,0,0,0,0,0.213,25,1
0,0.16,0.49,0.16,0,0.81,0,0,0,0,0,0,0,0,0,0,0.08,132,1
0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0.032,0.032,15,1
0,0,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,4,1
0,0,1.54,0.66,0,1.54,0,0.22,0,0,0,0,0,0,0,0.085,0.114,65,1
0,0,0,0.42,0,0.84,0,0,0,0,0,0,0,0,0.42,0.066,0,121,1
0,0,1.35,0.61,0.12,0,0.49,0.98,0,0,0,0,0,0,0.12,0.041,0.229,54,1
0,0,0,0.8,0.8,0,0.8,0,0,0,0,0,0,0,0,0,0.361,22,1
0,0,0,0,0,0,0,1.31,0,0,0,0,0,0,0,0,0.212,25,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176,0.352,25,1
0,0,2.35,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1
0,0,0.29,0.14,0,0.14,0,0.44,0,0,0,0,0,0,0,0.204,0.127,73,1
