@relation spambase

@attribute Word_freq_address numeric
@attribute Word_freq_all numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_internet numeric
@attribute Word_freq_addresses numeric
@attribute Word_freq_free numeric
@attribute Word_freq_email numeric
@attribute Word_freq_you numeric
@attribute Word_freq_font numeric
@attribute Word_freq_money numeric
@attribute Word_freq_650 numeric
@attribute Word_freq_data numeric
@attribute Word_freq_1999 numeric
@attribute Word_freq_cs numeric
@attribute Word_freq_edu numeric
@attribute Word_freq_table numeric
@attribute Char_freq1 numeric
@attribute Char_freq2 numeric
@attribute Char_freq5 numeric
@attribute Capital_run_length_longest numeric
@attribute Spam {1,0}

@data
0.56,0.28,0.56,0,0,1.41,0,1.97,0,0,0,0,0,0,0,0,0,0.118,0,394,1
0.84,0.84,0.84,0,0,0.84,0,3.36,0,0,0,0,0,0,0,0,0,0,0,43,1
0,0.59,0,0.59,0,0,0,5.32,0,0,0,0,0,0,0,0,0,0,0.763,32,1
0,0,0,0,0,0.31,0,2.79,0,0,0,0,0,0,0,0,0,0.048,0,22,1
0,1.07,0,0,0,1.07,0,2.15,0,1.07,0,0,0,0,0,0,0,0,0.598,295,1
0,0.89,0,0,0,1.33,0,2.23,0,0,0,0,0,0,0,0,0,0.074,0,12,1
0,0.46,0,0.46,2.31,0,0.46,2.77,0,0,0,0,0,0,0,0,0,0.49,0.816,12,1
0.19,0.57,0.09,0.09,0,0.19,0,2.01,0,0.19,0,0,0,0,0,0,0.035,0.23,0.124,50,1
0.7,1.05,0,0,0,0.35,1.4,2.46,0,0,0,0,0,0,0,0,0,0.056,0,121,1
0,0.32,0,0,0,0.24,0,4.6,0,0.32,0,0,0,0,0,0,0,0.121,0.054,79,1
0.23,0.11,0,0.11,2.09,0,0,3.49,0,0.46,0,0,0,0,0,0,0.019,0.172,0.134,144,1
0,0,0,0.4,0,0,0.4,0.4,7.63,0,0,0,0,0,0,0,0,0.133,0.133,108,1
0,0,0,0,0,0,0,1.78,0,0,0,0,0,0,0,0,0.252,0,0,13,1
0,0,0.22,0,0,0.22,0,2.03,0,0,0,0,0,0,0,0,0,4.271,0,21,1
0,1.78,0,0,0,0,0,1.78,0,0,0,0,0,0,0,0,0,0,0,75,1
0,0,0,0,0,1.23,0,4.93,0,0,0,0,0,0,0,0,0,0,0,41,1
0.78,2.34,1.56,0,0,0,0.78,7.03,0,0,0,0,0,0,0,0,0,0,0,29,1
0,0,2.1,0,0,0,0,4.21,0,0,0,0,0,0,0,0,0,0,0,15,1
0.18,0.18,0.18,0,0.18,0,0,1.11,0,0,0,0.37,0,0,0,0,0,0.058,0.029,11,1
0,0.97,0.97,0,0,0,0.48,4.36,0,0,0,0,0,0,0,0,0,0,0.232,58,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.421,0.632,15,1
0,0.35,0.35,0.35,0,0.7,1.41,2.12,0,0.7,0,0,0,0,0,0,0,0.061,0,21,1
0,0,0,2.24,0,0,0,4.49,0,0,0,0,0,0,0,0,0,0,0,15,1
0.18,0.32,0.03,1.01,0.25,0.54,0.36,3.05,0,0.76,0,0,0,0,0,0,0.012,0.042,0.139,181,1
0.4,0.4,0.4,0,0.4,0.8,0,2,0,0,0,0.4,0,0,0,0,0,0.232,0.116,54,1
0,0,0,0,0,7.35,0,2.94,0,4.41,0,0,0,0,0,0,0,0,0.254,63,1
0,0.86,0,0,0,0.86,0,4.31,0,0,0,0,0,0,0,0,0,0,0.154,7,1
0,0.93,0,0,0,0,0,4.67,0,0,0,0,0,0,0,0,0,0,0.154,10,1
0,0.67,0,0,0,0,0,1.35,0,0,0,0,0,0,0,0,0,0,0,37,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032,0,135,1
0.46,0.34,0,0.19,0.03,0.23,0,3.08,0,0.5,0,0,0,0,0,0,0.011,0.077,1.281,595,1
0,0,1.56,0,0,0,0,1.56,0,0,0,0,0,0,0,0,0,0,0.255,81,1
0,0.49,0,0,0,0,0,2.45,0,0,0,0,0,0,0,0,0,0.084,0.254,80,1
0,1.31,0,0,0,0,0,1.31,0,1.31,0,0,0,0,0,0,0,0,0.199,25,1
0.66,0.66,0,0,0,0.33,1.32,2.64,0,0,0,0,0,0,0,0,0,0.053,0,121,1
0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0.134,0,23,1
0.17,0.69,0,0.86,0,0,0.34,2.07,0,0.34,0,0,0,0,0,0,0,0.194,0.055,63,1
0,0,0,0,0,0,0,2.4,12.8,0,0,0,0,0,0,0,0,0,0,39,1
0,0,0,0,0,0,0,1.29,0,0.64,0,0,0,0,0,0,0,0.468,0,66,1
0.17,0.52,0,0.04,0,0.32,0.22,3.47,0,0.84,0,0,0,0,0,0.04,0.016,0.058,0.166,117,1
0.27,0.27,0,0.54,0,1.08,0.27,1.08,0,0.54,0,0,0,0,0,0,0,0.229,0.504,64,1
0.19,0.09,0,0.09,0,0.09,0.59,4.09,0,0.49,0,0,0,0,0,0,0,0.267,0.247,19,1
0,0.12,0,0,0,0,0,1.21,0,0.12,0,0,0,0,0,0,0,0.043,0,11,1
0,0,1,0,0,0,0,3.01,1.5,0,0,0,0,0,0,0,0,0,0,20,1
0,0.32,0.32,0.32,0,0.32,0,2.28,0,0.32,0,0,0,0,0,0,0,0.111,0.166,10,1
0.82,0.32,0,0.16,0,0.16,0,1.47,0,0.32,0,0,0,0,0,0,0,0,0.29,13,1
0.9,0,0.9,0,0,1.81,1.81,1.81,0,0,0,0,0,0,0,0,0,0.319,0,66,1
0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,14,1
0,0,0,0,0,0.8,0,3.22,0,0,0,0,0.8,0,0,0,0,0,0,20,1
0.46,0.31,0,0.35,0.03,0.23,0,3.12,0,0.46,0,0,0,0,0,0,0.005,0.088,0.479,116,1
0,0.32,0.64,0.32,0,0.32,0.32,2.27,0,0.32,0,0,0,0,0,0,0,0.166,0.166,19,1
0,0.54,0,0,0,0.54,0,1.64,0,0,0,0,0,0,0,0,0,0.096,0,16,1
0.13,0.13,0,0,0.27,0.27,0.4,1.09,10.38,0,0,0,0,0,0,0,0.021,0.042,0.064,107,1
1.2,0.4,0.8,0.4,0,0.8,1.2,3.62,0,1.61,0,0,0,0,0,0,0,0.069,0.207,69,1
0.34,0.58,0.11,0.23,0.23,0,0,3.72,0,0.81,0,0,0,0,0,0.46,0,0.075,0.056,74,1
0.41,1.24,0,0,0,0.41,0.82,3.73,0,0.41,0,0,0,0,0,0,0,0.065,0.527,19,1
0,0.67,0,0,0,0.29,0,2.51,0,0.38,0,0,0,0,0,0,0,0.149,0.059,148,1
0,0,0,1.25,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0.409,1.023,25,1
0,0.57,0,0.28,0,0,0.57,2.89,0,0.28,0,0,0,0,0,0,0,0.461,0,64,1
0.19,0.39,0.19,0,0,0,0.19,2.36,0,0.19,0,0,0,0,0,0,0,0.03,0,19,1
0,0,0,0,0,3.07,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1
0.39,0.59,0.19,0.19,0,0.98,0,2.56,0,1.38,0,0,0,0,0,0,0,0.237,0.316,76,1
0.22,0.22,0.44,0.44,1.11,0.44,0.44,3.33,0,0.44,0,0,0,0,0,0,0,0,0.15,1038,1
0.89,1.14,0,0.12,1.14,0,2.04,2.8,0,0.12,0,0,0,0,0,0,0,0.185,0.061,84,1
0,1.12,0,0,0,0.56,0,2.25,0,0,0,0,0,0,0,0,0,0.101,0,19,1
0,0.09,0.09,0,0,0.87,0,1.66,0,0.19,0,0,0,0,0,0,0,0.14,0.155,494,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
0,0,0.98,0,0,0,0,1.47,0,0,0,0,0,0,0,0,0,0.466,0,12,1
0,0,0.86,0,0,0.86,1.73,3.47,0,0,0,0,0,0,0,0,0,0.151,0,10,1
0.43,0.43,0,0,0,2.63,0,1.75,0,0,0,0,0,0,0,0,0,0.201,0.067,28,1
0,0,0,0,0,0.02,0,0.02,0,0,0,0,0,0,0,0,1.024,9.752,1.785,9989,1
0,0.47,0.94,0,0,0,0,0.94,0,0,0,0,0,0,0,0,0,0.072,0,11,1
0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
0,1.56,1.56,0,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0.233,0,12,1
0.63,0.63,0.63,0.63,0.63,1.26,0.63,1.89,0,0,0,0,0,0,0,0,0,0,0,19,1
0.93,0.93,0,0.46,0,0.46,0,1.86,0,0,0,0,0,0,0,0,0,0.252,0.168,634,1
0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,1
0,0,3.12,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,60,1
0,0.94,0,0,0,0.94,0,4.71,0,0,0,0,0,0,0,0,0,0.17,0,7,1
0.58,0.58,0,0.58,0,0,0,4.06,0,0,0,0,0,0,0,0,0,0.192,0,10,1
0.2,0.52,0.2,0.62,1.66,0,1.45,2.08,0,0.2,0,0,0,0,0,0,0.095,0.143,0.175,689,1
0,1.33,0,0,0,0,0.66,0.66,0,0,0,0,0,0,0,0,0,0,0.118,12,1
0.05,1.45,0,0,0,0,0,3.38,0,0.32,0,0,0,0,0,0,0,0.076,0.186,289,1
0,0,0,0,0,0,0,4.44,0,0,0,0,0,0,0,0,0,0,0,169,1
0,0,1.02,0,0,2.04,2.04,3.06,0,0,0,0,0,0,0,0,0,0.17,0.17,4,1
0.18,0.32,0.03,1.01,0.25,0.54,0.36,3.05,0,0.76,0,0,0,0,0,0,0.012,0.042,0.141,181,1
0,0.43,0,0,0,0.43,0,2.62,0.43,0,0,0,0,0,0,0,0,0.072,0.216,90,1
0,0,0.45,0,0,0.45,0.45,1.81,0,0,0,0,0,0,0,0,0,0.135,0,46,1
0,0,0,0,0,0.96,0,6.73,0,0,0,0,0,0,0,0,0,0,0.087,12,1
0,0,0.65,0,0,0.65,0,1.3,0,0.65,0,0,0,0,0,0,0,0.459,0,66,1
0,0.35,0,0,0,0.59,0,4.51,0,0.83,0,0,0,0,0,0,0,0.038,0.233,54,1
0,0.3,0,0.61,0.15,0.3,2.32,1.85,0,0.3,0,0,0,0,0,0,0,0.128,0.025,13,1
0,0,0,0,0,0,0,0.87,0,0.43,0,0,0,0,0,0,0,0,0,107,1
0,0.25,0.25,0,0,0.25,0,1.55,0,0,0,0,1.29,0,0,0,0,0.404,0.161,110,1
0.3,0.4,0,0.05,0.05,0,0.5,1.55,0,0.2,0,0,0,0,0,0,0,0.036,0.118,96,1
0.35,0.7,0,0,0,1.05,0.7,2.11,0,0,0,0,0,0,0,0,0,0.122,0,61,1
0,1.24,0,0,0,1.24,0,0.62,0.62,0,0,0,0,0,0,0,0,0.107,0.107,30,1
0,0,5.4,0,0,5.4,0.9,1.8,0,0,0,0,0,0,0,0,0,0,0.21,295,1
0,0,0,0,0,2.17,2.17,6.52,0,0,0,0,0,0,0,0,0,0,0,5,1
0,0,0,0,0,0,0,1.2,0,3.61,0,0,0,0,0,0,0,0,0.21,17,1
1.56,0,1.56,0,0,1.56,0,0,0,0,0,0,1.56,0,0,0,0,0.183,0.183,140,1
0.3,0.4,0,0.05,0.05,0,0.5,1.55,0,0.2,0,0,0,0,0,0,0,0.045,0.118,96,1
0.35,0.35,0,0.35,0,0,0.71,2.85,0,0,0,0,0,0,0,0,0,0.233,0.233,25,1
0,0,0,2.94,0,0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,42,1
0,0.29,0.29,0,0,0,0.29,4.16,0,0,0,0,0,0,0,0,0,0.137,0.045,163,1
0.2,1.01,0.5,0,1.61,0.1,1.11,1.31,0,0.1,0,0,0,0,0.1,0,0,0.11,0.158,669,1
0,0.89,0,0,0,1.34,0,2.24,0,0,0,0,0,0,0,0,0,0.075,0,11,1
0,0,2.1,0,0,0,0,4.21,0,0,0,0,0,0,0,0,0,0,0,15,1
0,0,0,0,0,0,0,0,0,4.16,0,0,0,0,0,0,0,0,0,5,1
0.31,0,0.31,0.62,0,0,0.62,0.93,0.31,0.31,0,0,0,0,0,0,0,0.183,0,51,1
0,1.31,0,0,0,0,0,1.31,0,1.31,0,0,0,0,0,0,0,0,0.213,25,1
0,0.55,0,0,0,0.55,0,1.67,0,0,0,0,0,0,0,0,0,0.099,0,16,1
0,0.69,0,0.51,0,0.34,0.17,1.9,0,0.51,0,0,0,0,0,0,0,0.17,0.141,78,1
0.59,0.23,0,0,0,0,0,4.84,0,0.23,0,0,0,0,0,0,0,0.186,0.168,175,1
0,0.77,0.51,0.51,0.77,0,1.54,1.8,0,0,0,0,0,0,0,0,0,0.079,0.434,19,1
0,0,0.6,0,0,0,1.21,1.82,0,0,0,0,0,0,0,0,0,0.095,0,11,1
0,0,0,0,0,6.52,0,2.17,0,0,0,0,0,0,0,0,0,0,0,33,1
0.44,0.29,0.03,0.14,0.03,0.22,0.07,3.43,0,0.63,0,0,0,0,0,0,0,0.075,0.532,763,1
0.9,0,0,0,0,0.9,1.81,3.63,0,0,0,0,0,0,0,0,0,0,0.17,41,1
0,0.76,0.76,0.51,1.02,0,1.79,1.53,0,0,0,0,0,0,0,0,0,0.083,0.499,19,1
0,0,0,0,0,1.28,0,3.84,0,0,0,0,0,0,0,0,0,0,0.23,41,1
0.41,0.41,1.65,0.82,0,2.47,0.82,2.47,0,0,0,0,0,0,0,0,0,0.265,0,226,1
0,1.92,0,0,0,0,0,1.92,0,0,0,0,0,0,0,0,0,0,0,3,1
0,0,0.28,0,0,0.14,0,1.7,0,0.42,0,0,0,0,0,0,0.026,0.078,0,137,1
0,0.94,0,0,0,0.47,0,0,0,0,0.94,0,0,0,0.94,0,0,0.332,0,15,1
0,0.1,0.1,0,0,0.91,0,1.72,0,0.2,0,0,0,0,0,0,0,0.093,0.156,494,1
0,0,0,3.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207,0.207,25,1
0,0,1.04,1.04,0,2.08,0,2.08,0,0,0,0,0,0,0,0,0,0,0,65,1
0.54,0.54,1.09,0,0,0.54,0,3.84,0,0,0,0,0,0,0,0,0,0.241,0.321,140,1
0,0.78,0,0,0,0.78,0,1.56,0,0,0,0,0,0,0,0,0,0,0.339,22,1
0,3.48,0,1.16,0,0,0,2.32,0,0,0,0,0,0,0,0,0,0,0,28,1
0,1,0,0,0,0.5,0,2.5,0,0,0,0,0,0,0,0,0,0.357,0,19,1
0,1.4,0.46,1.4,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0.123,0,54,1
0,0.41,0.41,0,0,0,0,2.05,0,0.41,0,0.41,0.41,0,0,0,0,0.067,0,14,1
0.66,0.66,0.16,0.16,0.66,0,0,2.47,0,0.16,0,0.33,0,0,0,0,0,0,0.101,32,1
0.08,0.76,0.25,0.17,2.21,0.25,0.93,1.61,0,0.08,0,0,0,0,0.08,0,0,0.063,0.114,669,1
0,0,0,0.67,0,0,0,0,0,0,0,0,1.34,0,0,0,0.17,0.511,0,27,1
0.17,0.25,0.08,0.08,1.46,0.34,0,2.76,0,0.17,0,0,0,0,0.08,0,0,0.107,0.067,82,1
0,0.98,0.49,0,0,2.94,0,1.47,0,0,0,0,0,0,0,0,0.156,0,0,272,1
0.43,0.43,0,0,0,0.43,0.86,1.29,0,0,0,0,0,0,0,0,0,0.147,0,61,1
0,0,0,0,0,0,0,4.34,0,0,0,0,0,0,0,0,0,0,0,5,1
0.71,0.71,0,0,0,0.35,1.43,1.79,0,0,0,0,0,0,0,0,0,0.057,0,61,1
0,0,0.64,0,0,0,0,3.89,0,0,0,0,0,0,0,0,0,0.115,0.345,11,1
0,1.29,0,0,0,2.59,0,1.29,1.29,0,0,0,0,0,0,0,0,0.439,0,36,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177,0.354,29,1
0,0,0.44,0,0,0,0,0.88,9.29,0,0,0,0,0,0,0,0,0,0,72,1
0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0.38,16,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261,0,0,13,1
0.79,0,0,0,0,0.79,1.58,3.96,0,0,0,0,0,0,0,0,0,0.268,0,26,1
0.33,0.2,0.06,0.2,0.2,0,0,3.6,0,0.26,0,0,0,0,0,0,0.012,0.038,0.192,268,1
0,0,0.59,0,0,0,0.59,4.76,0,0.59,0,0,0,0,0,0,0,0,0,33,1
0,0.47,0,0,1.42,0.47,2.38,0,0,0.47,0,0.47,0,0,0.47,0,0,0.791,0.452,259,1
0,1.77,0,0,0,0,0.59,4.14,0,0,0,0.59,0,0,0,0,0,0.165,0.082,16,1
0,0.29,0.05,0,0,0.76,0.11,1.53,0,0.05,0,0,0,0,0,0,0.009,0.129,0.259,8,1
0.14,0.32,0.03,1.01,0.25,0.54,0.32,3.05,0,0.76,0,0,0,0,0,0,0.012,0.042,0.141,181,1
0,0,0,2.04,0,0,0,4.08,0,0,0,0,0,0,0,0,0,0,0,18,1
0,1.11,0.74,0,0,0,0,3.35,0,0.37,0,0,0,0,0,0,0,0,0.552,7,1
0,0.29,0.29,0.29,0,0.87,0.29,2.61,0,0.58,0,0,0,0,0,0,0,0.046,0,139,1
0,0.38,0,0,0,0.38,0,2.7,0,0,0,0,0,0,0,0,0,0.061,0.184,78,1
0,0.64,0,0,0,1.29,0,1.93,0,0,0,0,0,0,0,0,0,0,0.37,22,1
0,0.31,0.31,0.31,0,0.31,0,2.55,0,0.31,0,0,0,0,0,0,0,0.108,0.162,10,1
0,1.31,0,0,0,0,0,1.31,0,1.31,0,0,0,0,0,0,0,0,0.21,25,1
0,0.67,0.33,0.84,0,0,0.33,2.02,0,0.33,0,0,0,0,0,0,0,0.224,0.056,63,1
0,0,0,0,0,0.43,0.21,0.21,6.75,0,0,0,0,0,0,0,0,0,0.146,99,1
0.13,0.38,0,0.05,0.13,0.19,0.48,3.56,0,0.57,0,0,0,0,0,0.02,0,0.086,0.15,195,1
2.35,0,0,0,0,1.17,0,2.35,0,0,0,0,0,0,0,0,0,0,0,20,1
0,0,0,0,0,0,0.44,1.32,0,0,0,0,0,0,0,0,0.072,0.072,0,3,1
0.29,0,0,1.46,0,0.58,0.29,2.04,0,0,0,0,0,0,0,0,0,0,0.046,34,1
0,0.15,0.15,0,0,1.11,1.27,0.79,0,0,0,0,0.31,0,0,0,0,0.088,0.707,51,1
0,0.48,0.48,0,0,0.48,0,1.92,0,0.48,0,0,0,0,0,0,0,0.073,0.957,78,1
0,0.08,0.08,0.42,0,0,0.08,1.2,0,0.08,0,0,0,0,0,0,0,0.085,0.014,48,1
0,0.48,0,0,0,0.64,0,0.8,0,0,0,0,0,0,0,0,0,0.198,0,128,1
0,0,0.45,0,0,0,0,0.9,9.04,0,0,0,0,0,0,0,0,0,0,45,1
0,0,0,0,0,0,0,0,0,1.42,0,0,0,0,0,0,0,0,0,57,1
0,0.5,0,0,0,0,0,4.04,0,0,0,0,0,0,0,0,0,0.089,0.178,53,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212,0.212,21,1
0,0,1.63,0,0,0.54,0.54,4.91,0,0,0,0,0,0,0,0,0,0,0.171,32,1
0,0,1.31,1.31,0,0,0,1.31,0,0,0,0,0,0,0,0,0,0,0.117,186,1
0.17,0,0.17,0.52,0,0,0.7,0.88,1.93,0,0,0,0,0,0,0,0.028,0.143,0.057,39,1
0,0.71,0,0,0,0.71,1.43,2.15,0,0,0,0,0,0,0,0,0,0,0,11,1
0,0,0,2.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186,0.186,23,1
1.63,0,3.27,0,0,1.63,0,0,0,0,0,0,1.63,0,0,0,0,0.36,0.18,140,1
0.53,0,0.53,0,0,0,1.6,2.67,0,0,0,0,0,0,0,0,0,0.255,0,12,1
0,1.31,0,0.65,0,1.97,0,1.31,0,0.65,0,0,0,0,0,0,0,0.198,0.099,12,1
0,0.51,0.51,0,0,0,1.03,3.1,0,0,0,0,0,0,0,0,0,0.09,0,17,1
0,0,0,0,0,0.41,0,1.23,0,0,0,0,0,0,0,0,0.199,0.53,0,18,1
0,0.39,0,0,0,0.39,0,2.73,0,0,0,0,0,0,0,0,0,0.062,0.186,78,1
0.49,0.49,0.49,0,0,0.49,0.49,3.46,0,0,0,0,0,0,0,0,0,0.195,0.195,47,1
0,0,1.05,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0.176,6,1
0.17,0.51,0,0,0,0.17,0,2.9,0,1.36,0,0,0,0,0,0,0,0,1.961,183,1
0,0,1.63,0,0,0.54,0.54,4.91,0,0,0,0,0,0,0,0,0,0,0.171,32,1
0.55,0.55,2.2,0,0,0,0.55,3.31,0,0,0,0,0,0,0,0,0,0.165,0,148,1
0,0,0.31,0.31,0.63,0,2.23,3.19,0,0,0,0,0,0,0,0,0,0.092,0,18,1
0.22,0.62,0.05,0.11,0.05,0,0.39,3.46,0,0.34,0,0,0,0,0,0,0.01,0.2,0.421,116,1
0.25,0.42,0.02,0.35,0.02,0.33,0.02,3.05,0,0.46,0,0,0,0,0,0.02,0,0.069,0.523,445,1
0,1.01,0.5,0,0,0.5,0,3.53,0,1.01,0,0,0,0,0,0,0,0.089,0.536,23,1
0.33,0.33,0.66,0,0,0.82,0.16,2.81,0,0.33,0,0.16,0,0,0,0,0,0.024,0.049,350,1
0.95,0.95,0,0,0,0,0,0.47,0,0.47,0,0,0,0,0,0,0.067,0.202,0,45,1
0.2,0.55,0,0.27,0,1.11,0.06,2.37,0,0.69,0,0,0,0,0,0,0,0.105,0.305,94,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176,0.352,25,1
0,0,0,0,0,0,0,0,0,0,0.64,0.32,0,0,0,0,0,0.254,0,28,1
0,0,1.96,0,0,0,1.96,2.94,0,0,0,0,0,0,0,0,0.163,0.489,0,12,1
0,0,0,0,0,0,0,0,0,0,0.48,0,0,0,0,0,0,0.186,0,38,1
0,0.25,0.25,0,0,0.5,0,1.52,0,0,0,0,0.25,0,0,0,0,0.041,0.041,18,1
0,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0.352,0,11,1
0.09,0.09,0,0.59,0.39,0.09,0.39,3.19,0,0.99,0,0,0,0,0,0,0.044,0.078,0.133,1171,1
0,0.56,0,0,0,0.18,0,0.94,0,0,0,0,0,0,0,0,0,0.14,0.07,23,1
0,1.06,1.06,0,0,1.06,0,4.25,0,0,0,0,0,0,0,0,0,0,0.259,76,1
0,0,0.96,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,67,1
0.95,0.95,0,0,0,0,0,0.47,0,0.47,0,0,0,0,0,0,0.066,0.2,0,45,1
0,0.32,0.32,0.32,0,0.32,0,2.28,0,0.32,0,0,0,0,0,0,0,0.105,0.158,10,1
0,0,0,0,0,0,0,2.46,0,0,0,0,0,0,0,0,0,0,0,9,1
3.05,0.38,0,0,0,0,0.38,3.05,0,0,0,0,0,0,0,0,0,0.171,0.147,430,1
0,0.41,0.2,0,0,0.61,0,2.89,0,0.2,0,0,0,0,0,0,0.098,0.065,0.065,45,1
0,0,0,0,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
0,0,0,0,0,1.96,0,0.98,0,0,0,0,0,0,0,0,0,0.173,0,7,1
0,0,0,2.34,0,0,0,3.12,0,0,0,0,0,0,0,0,0,0,0,15,1
0,0.41,0.13,0.13,0,0,0.41,0.69,0,0,0,0,0,0,0,0,0,0.133,0,20,1
0.46,0.99,0,0.53,0.06,0.26,0.26,3.78,0,0.26,0,0,0,0,0,0,0.011,0.023,0.265,272,1
0,0,0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0.335,0.335,0,12,1
0,0,1.47,0,0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,3,1
0,1.08,1.08,0,0,0.54,0,4.32,0,0,0,0,0,0,0,0,0,0,0.26,68,1
0,0,0,0.64,0,0,0,3.84,0,0,0,0,0,0,0,0,0,0,0.11,12,1
0.14,0.29,0,0,0,0,0.14,2.35,0,0.44,0,0,0,0,0,0,0,0.204,0.153,73,1
0,1.92,0,0,0,0,1.92,1.92,0,0,0,0,0,0,0,0,0,0,0,6,1
0.27,0.55,0,1.39,0,0,0.55,1.67,0,0,0,0,0,0,0,0,0,0.279,0.093,63,1
0,0,0,0,0,0.77,0,2.32,0,0,0,0,0,0,0,0,0,0.268,0.403,29,1
0.35,0.17,0,0,0,0,0.17,3.21,7.32,0.17,0,0,0,0,0,0,0,0.066,0.099,158,1
0.38,0.38,0,0.38,0,0.38,0.38,0.38,0,0.38,0,0,0,0,0,0,0,0.35,0.35,8,1
0,1.66,1.66,0,0,3.33,0,1.66,0,0,0,0,0,0,0,0,0,0.284,0,59,1
0,0.72,0.72,0,0,0,0,1.45,0,0.72,0,0,0,0,0,0,0,0.364,0.121,32,1
0,0,1.07,0,0,0,1.61,1.07,0,0,0,0,0,0,0,0,0,0.335,0,14,1
0,0,0,0,0,1.29,0,2.59,0,0,0,0,0,0,0,0,0.187,0,0,24,1
0,0,0,0,0,1.16,0,0.77,7.36,0,0,0,0,0,0,0,0.431,0,0,43,1
0.36,0,1.47,0,0,0.36,1.1,2.2,0,0,0,0,0,0,0,0,0,0.183,0.061,36,1
0,0,0,0,0,0,0,2.79,0,0,0,0,0,0,0,0,0.114,0,0,18,1
0,0.66,0,0,0,1.98,0,1.32,0,0,0,0,0,0,0,0,0,0,0,34,1
0,1.04,0,1.39,0,0,0,3.83,0,0,0,0,0,0,0,0,0,0.105,0.105,60,1
0.84,0.67,0.67,0,0,0.67,0.5,3.03,0,0,0,0.33,0,0,0,0,0,0.183,0.104,525,1
0,0.64,0,0,0,2.59,0,3.24,0,0,0,0,0,0,0,0,0,0,0,30,1
0,0,0,1.04,0,1.04,0,3.66,0,0.52,0,0,0,0,0,0,0,0,0.269,47,1
0,0.38,0,0.19,0,0,0,4.03,0,0,0,0,0,0,0,0,0,0.031,0,105,1
0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037,0,36,1
0,1.26,0,0,0,0,5.06,2.53,0,0,0,0,0,0,0,0,0,0,0.475,11,1
0.26,0.43,0,0.17,0.78,1.13,1.91,2.35,0,0.43,0,0,0,0,0,0,0.056,0.241,0.056,126,1
0,1.03,0,0,0,0,1.03,4.12,0,0,0,0,0,0,0,0,0,0,0,3,1
0.16,0.33,0,0.16,0,0.16,0.24,3.47,0,0.66,0,0,0,0,0,0,0,0,0.113,76,1
0.27,0.83,0,0.83,0.41,0.13,0.27,4.31,0,0.27,0,0,0,0,0,0,0,0.025,0.05,15,1
0.75,0.37,0,0.37,0,0.75,1.13,6.06,0,0,0,0,0,0,0,0,0,0,0.138,11,1
0.2,1.01,0.5,0,1.61,0.1,1.11,1.31,0,0.1,0,0,0,0,0.1,0,0,0.11,0.158,669,1
0,0,0,0,0,0,0,3.17,0,0,0,0,0,0,0,0,0,0,0.597,12,1
0,1.16,0,0.58,0,1.74,0,1.16,0,0.58,0,0,0,0,0,0,0,0.085,0.085,12,1
0.46,0.31,0,0.19,0.03,0.23,0,3.16,0,0.46,0,0,0,0,0,0,0.006,0.078,0.496,543,1
0,0,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0,0.235,41,1
0,0,0,0,0,0,0,1.21,2.43,0,0,0,0,0,0,0,0,0,0,31,1
0,0.15,0.15,0,0,0.92,1.53,0.61,0,0,0,0,0.3,0,0,0,0,0.083,0.753,45,1
0.26,0,0,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0.407,0.067,0,55,1
