@relation spambase

@attribute Word_freq_our numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_internet numeric
@attribute Word_freq_free numeric
@attribute Word_freq_your numeric
@attribute Word_freq_font numeric
@attribute Word_freq_money numeric
@attribute Word_freq_hp numeric
@attribute Word_freq_telnet numeric
@attribute Word_freq_data numeric
@attribute Word_freq_415 numeric
@attribute Word_freq_85 numeric
@attribute Word_freq_technology numeric
@attribute Word_freq_1999 numeric
@attribute Word_freq_pm numeric
@attribute Word_freq_direct numeric
@attribute Word_freq_cs numeric
@attribute Word_freq_original numeric
@attribute Word_freq_project numeric
@attribute Word_freq_re numeric
@attribute Word_freq_edu numeric
@attribute Word_freq_conference numeric
@attribute Char_freq1 numeric
@attribute Char_freq6 numeric
@attribute Capital_run_length_longest numeric
@attribute Spam {1,0}

@data
0,1.33,0,0,5.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,1
1.28,0.64,0,0.64,2.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1
5,0,0,2.85,0,0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
0.47,1.43,0,0.47,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,1
0,0,2.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
0.24,0,0.73,0,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1
0,1.43,0,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,1
0.65,0.65,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,23,1
1.03,1.03,0.51,0.51,1.55,0,0,0,0,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,4,1
0,0,0,0,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2.89,0,0,0,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1
0,0.31,0,0,0.31,0,0,0,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0.043,0.26,60,1
0.14,0,0,0.29,1.02,0,0.43,0,0,0,0.14,0,0,0,0,0,0,0,0,0.29,0,0,0.05,0,28,1
0.5,0.5,0,0,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
0.61,0.4,0.1,0.1,2.03,0,0.3,0,0,0,0,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0.033,56,1
0,0,0,0,5.26,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1
0,0,0,0,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
0.43,0.08,0.43,0,3.14,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1
0.13,0.06,0.2,0,0.81,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0.065,53,1
0.78,0,0.17,1.13,2.35,0,0.43,0,0,0,0,0,0.08,0,0,0.08,0,0,0,0,0,0,0.056,0,126,1
0,0,0,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1
0,0,0.57,0,0,0,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
0.3,0,0.3,0.3,3.02,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0.052,11,1
0.45,0,0.57,0.11,1.71,0,1.14,0,0,0,0,0,0,0,0.11,0.11,0,0,0,0.11,0,0,0.067,0.016,164,1
0.53,0,0,0,1.07,8.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.151,67,1
2.15,0,0,0.15,1.75,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.008,0.008,127,1
1.4,0.46,1.86,1.86,1.4,0,0.46,0,0,0,0,0,0,1.4,0,0.46,0,0,0,0,0,0,0,0,64,1
0.88,0,0,0.29,2.35,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047,217,1
1.56,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,1
1.14,0,0.16,0.16,1.47,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0.029,13,1
0.32,0,0,0.32,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,1
0.13,0.13,0.1,0.27,1.45,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0.11,129,1
0.72,0.72,0,0,1.45,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,1
0.17,0.35,0.35,0.35,0.17,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,34,1
0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1
1.09,0,0.54,0,0.54,0,0,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,114,1
3.22,0,0,1.07,2.15,0,1.07,0,0,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0.998,295,1
0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,21,1
2.63,1.05,0,1.05,1.57,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091,19,1
2.5,0,0,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1
1.09,2.18,0,0,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0,0,0,0.078,147,1
0.63,0,0,0.58,1.5,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027,131,1
0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,28,1
0.44,0.44,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216,0,16,1
0,0,0,0,0,0,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264,0,13,1
0.29,0.29,0.29,0.87,2.9,0,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,139,1
0,0,0,0,3.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1
0,0,0,6.52,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1
1.59,0,0,0.61,1.72,0,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0.02,54,1
0,0,0.29,0,1.74,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047,64,1
0.2,0.2,0.5,0,1,0,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.014,669,1
0,1.61,0,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61,0,0,0,0,17,1
0.87,0.87,0,0,1.31,0,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0.43,0,0,0,0,59,1
0.26,0.26,0,0.26,0.52,17.1,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0.462,1.051,104,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17,0,0,0,0,10,1
0.36,0,0.18,0,3.38,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0,0.015,0.031,69,1
0.76,0.5,0.5,0,1.52,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,19,1
1.23,0,0.61,0.3,1.08,0,0.3,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0,0,0,13,1
1.23,0.19,0.12,0.06,0.51,0,0.06,0,0,0,0,0,0,0,0,0.06,0,0.12,0,0.06,0.06,0,0.01,0.01,485,1
0,0,1.36,0,1.36,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1
2.17,0,0,2.17,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
0,1.04,0,0,2.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061,0.061,59,1
0,0,0,4.76,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
0,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
0.14,0.03,0.07,0.25,1.3,0,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.011,0.113,266,1
0.87,0.29,0,0,1.45,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1
0,0.35,0.35,0.7,2.47,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122,21,1
0.76,0,0,0.3,2.44,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,217,1
0.68,0.68,0,0.34,2.73,0,0,0.34,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
0.45,0.45,0.45,0,0.45,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1
0.37,0.37,0.74,0.37,1.49,0,0,0,0,0,0,0,0,0,0,0.74,0,0,0,0.37,0,0,0,0,64,1
0.8,0.8,0,0.8,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1
0,0.96,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0.96,0,0,0,0,0,0,0,0,6,1
0,0,0,0,1.55,0,0,0,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0.114,0,18,1
0.26,0.08,1.06,0.88,1.24,0,0.35,0,0,0.08,0,0,0,0,0,0,0,0,0,0.26,0.08,0,0.098,0.113,54,1
0,0,0,0,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
0,0,0,0,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144,0,70,1
0.17,0.11,0.05,0.05,2.05,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092,87,1
1.45,0,0,0,2.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0,0,0,0,80,1
0,0,0,0.41,1.24,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0,0,19,1
0,1.25,0,1.25,3.75,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0.199,0,32,1
0,0,0,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1
0,0,0,1.98,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1
0,0,0,0,0,0,4.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
1.51,0,0.37,0.75,4.16,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,11,1
0.08,0.08,0.24,0,0.9,0,0.41,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095,264,1
0,0,0,0,0,0,0,0,0,0,0,0,0.54,0,0.54,0,0,0,0,0,0,0,0.037,0,33,1
0,0.23,0,0.23,1.9,0,0.47,0,0,0,0,0,0.23,0.23,0,0,0,0,0,0,0,0,0,0.024,280,1
0.65,0.32,0.32,0.32,3.25,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0,0,0,0,10,1
0.31,0.31,0.31,0.95,3.5,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102,138,1
0.65,0.21,0.21,0.43,1.09,0.65,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0.128,70,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44,0,0,0,0,22,1
0,0,0,0,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1
0.94,0.94,0,0,0.94,0,0,0,0,0,0,0.47,0,0,0,0,0,0,0,0.47,0,0,0,0,91,1
0,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1
0.8,0.5,0,0.1,0.7,0,0.1,0,0,0,0,0,0,0,0,0,0,0.2,0,0.1,0.1,0,0,0.015,669,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,1
0.19,0.38,0,0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0.04,0,43,1
0.53,0,0.53,0,2.65,0,0,0,0,0,0,0,0,0,0.53,0.53,0,0,0,0,0,0,0,0,60,1
0.32,0,1.61,0,3.54,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,63,1
2.63,0,0,1.31,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,1
0.04,0.18,0.28,0.89,1.87,0,0.28,0,0,0,0,0,0,0,0,0.28,0,0,0,0.28,0.04,0,0,0.062,116,1
0.53,0,0.53,0,2.65,0,0,0,0,0,0,0,0,0,0.53,0.53,0,0,0,0,0,0,0,0,60,1
0.14,0,0.18,0.21,1.35,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0.012,0.136,739,1
0.95,0.95,0,0.47,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0,0,0,0,91,1
0.81,0,0,0,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1
0.37,0,0,3.34,1.48,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058,58,1
0,0.73,0,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.129,12,1
1.07,0,0.35,0,2.5,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0.35,0,0,0,0,25,1
0.41,0.82,0,0,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,44,1
0.36,1.1,0,0.36,1.1,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,1
1.45,0.05,0.05,0,1.04,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,12,1
1.66,0,0,0.41,4.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
0,0,0,0.3,1.21,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1
0.16,0,0,0,0.02,0,0.04,0,0,0,0.07,0,0,0,0.02,0,0,0,0,0,0,0,0,0,154,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
0,0,0,0,1.91,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067,0,45,1
1.63,0,0,0.54,5.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1
1.58,1.05,0,0.52,0.52,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
0,0.14,0,0,1.12,10.82,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.233,79,1
0.29,0,0,0.29,1.35,0,0.38,0,0,0,0,0,0,0,0,0.58,0,0,0,0.29,0,0.19,0,0,148,1
1.15,0,0,0.38,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15,0,0,0,0,78,1
0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207,0,17,1
2.22,0.55,0,0.55,1.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,1
0.47,0.15,0.79,0,3.95,0,0.47,0,0,0,0,0,0,0,0,0.15,0,0,0,0.15,0,0,0,0,97,1
1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
0,0,0,0.79,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,0,0,0,0,26,1
0,0,0,0.88,0,0,0,0,0,0,0,0,0,0.88,0,0,0,0,0,0,0,0,0,0,7,1
0.38,0,0,0,0.38,0,0,0,0,0,0.19,0,0,0.19,0,0,0,0,0,0,0,0,0,0,192,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1.96,0,0,0,0,0,0,0,0,0,0,59,1
0.96,0.96,0,1.44,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1
0.4,0.4,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,11,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1
0,0.31,0.62,0,0.62,0.31,0.31,0,0,0,0,0.62,0,0,0,0.31,0,0,0,0,0,0,0,0.122,51,1
0,0,0,0.08,1.2,0,0.08,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,89,1
0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0.33,0.33,0,0.28,0,19,1
0,1.63,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,1
0.38,0,0,1.54,2.31,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,1
0,5.4,0,5.4,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,1
3.12,1.04,1.04,2.08,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04,0,0,0,0,65,1
0,0.67,2.02,0,1.35,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,1
0.26,0,0.13,0.13,0.13,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1
0.63,0,0,0.58,1.5,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027,131,1
0.68,0,0.45,0,0.68,0,0,0,0,0,0,0,0,0,0,0.91,0,0,0,0,0,0,0,0,30,1
0.4,0,0,0,0.61,4.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.478,55,1
0.31,0.2,0.62,0,1.25,0,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.095,0.031,689,1
1.11,0,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
0,0,0,0,3.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
1.18,0.23,0,0.23,1.89,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1
0.8,0.5,0,0.1,0.7,0,0.1,0,0,0,0,0,0,0,0,0,0,0.2,0,0.1,0.1,0,0,0.015,669,1
0,0,0,1.66,1.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1
0.48,0,0.48,0.48,5.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086,636,1
1.07,0.19,0.97,0,1.75,0,0.29,0,0,0,0,0,0,0,0.09,0.09,0,0,0,0,0,0,0,0.029,49,1
2.06,1.65,0.82,2.47,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0,0,226,1
0,0,2.04,0,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1
0.21,0.1,0.1,0,0.31,0,0,0,0,0,0,0,0.63,0,0,0,0,0,0,0,0,0,0,0.253,126,1
0,0,0,1.05,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,0,0,0,0,28,1
1.45,0.05,0.05,0,1.04,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,12,1
0,0,0,0,3.61,0,3.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
0.5,0.25,0,0.5,1.01,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.041,18,1
0.4,0,0,0.2,0.4,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,11,1
0,0,0,6.45,6.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1.31,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1
0.62,0,0,0.62,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
0,0,0,0.41,1.24,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0,0,19,1
0.87,0,0,0,0.87,0,0.43,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0,107,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0.2,0,2.04,0,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.029,0.029,376,1
0.36,0,0.18,0,3.36,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0,0.015,0.031,69,1
1.55,0,0,0.77,0.77,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0,0,515,1
0.04,0.04,0.21,0.23,1.36,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0.145,144,1
0,1.21,0,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
0.89,0,0,0.44,1.79,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0,0,0,0.072,28,1
0,2.46,0,2.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1
0.36,0,0,0,0.96,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53,0,0,0,0,75,1
0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1
3.48,0,0.58,1.74,3.48,0,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
6.25,3.12,0,3.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1
0,0,0.54,1.08,0.27,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1
0,0,0,0.25,0.76,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.124,66,1
0.51,0.2,0.1,0.1,1.84,0,0.3,0,0,0,0,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0.033,56,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,1
0,0.63,0,0,1.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
0,0,0,0.62,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24,0,0,0,0,155,1
0,0.28,0.28,0,1.44,0.86,0.28,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0.166,140,1
0.64,0.32,0.32,0.32,3.24,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,10,1
0.98,0,0,0.65,3.93,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,1
0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1
1.52,0.05,0.05,0,1.11,0,0.05,0,0,0,0,0,0,0,0,0,0,0.05,0,0.05,0,0,0.01,0,13,1
0.75,0,0,0,0.45,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058,0,18,1
0,0.91,0,0.91,1.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1
0.23,0,0,0.23,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,1
0,0,0,0,1.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
0.16,0,0,0,0.48,4.57,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.326,102,1
1.65,0,0,0.82,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
0,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199,0,18,1
0,0,0,1.35,0,0,0,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1
0.2,0,0,0.62,2.3,1.67,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.306,37,1
0.87,0.09,0,0.29,1.56,0,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0.015,0,40,1
0.15,0,0.19,0.23,1.36,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0.006,0.133,543,1
0,0,0,0,0,0,0,0,0,0,0,0,1.03,0,0,0,0,0,0,1.03,0,0,0,0,23,1
1.65,0.66,0,0.82,0.99,0,0.33,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049,350,1
0,1.63,0,0.54,2.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1
0.39,0,0,0,1.08,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.768,0,54,1
0.85,0.25,0.17,0.25,0.42,0,0.08,0,0,0,0,0,0,0,0,0.08,0,0.17,0.08,0.08,0.08,0,0,0.012,669,1
0,0.9,3.63,0,3.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,1.21,6.09,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1
0,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22,0,0,0,0,0,0,0,0,11,1
0.56,1.12,1.12,2.25,2.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
0.24,0.24,0.49,0.49,1.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1
0,0,0,0,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1
0.52,0.07,0,0,1.87,0,0.22,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0.167,74,1
1.4,0.28,0.28,0.28,1.96,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0.28,0.28,0,0,0,0,114,1
0,0,0,3.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1
0,0,0,2.4,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
0.33,0.33,0.84,0,3.87,0,0.33,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,63,1
0.27,0.55,0.27,0,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.387,0.043,694,1
0.42,0.42,0,0,0.42,8.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.002,74,1
0.42,0.42,0,0,2.12,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177,54,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1
