@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R7,11-12,14-17,20,22-24,26-27,29,34,38-39,41,43-44,51,55,58'

@attribute Word_freq_remove numeric
@attribute Word_freq_receive numeric
@attribute Word_freq_will numeric
@attribute Word_freq_report numeric
@attribute Word_freq_addresses numeric
@attribute Word_freq_free numeric
@attribute Word_freq_business numeric
@attribute Word_freq_credit numeric
@attribute Word_freq_font numeric
@attribute Word_freq_000 numeric
@attribute Word_freq_money numeric
@attribute Word_freq_hpl numeric
@attribute Word_freq_george numeric
@attribute Word_freq_lab numeric
@attribute Word_freq_415 numeric
@attribute Word_freq_parts numeric
@attribute Word_freq_pm numeric
@attribute Word_freq_cs numeric
@attribute Word_freq_original numeric
@attribute Word_freq_project numeric
@attribute Char_freq3 numeric
@attribute Capital_run_length_average numeric
@attribute Spam {1,0}

@data
0,0,2.22,0,0,0,0,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,2.425,0
0.49,0,0.49,0,0,0,0,0,0,0,0,2.48,0.49,0,0,0,0,0,0,0,0.168,5.61,0
0,0,0,0,0,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.315,0
0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,2.77,1.38,0,0,0,0,0,0,0,0,2.666,0
0,0,0.48,0,0,0,0.48,0,0,0,0,0.96,0,0,0,0,0,0,0,0,0,1.375,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.875,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.777,0
0,0,0.39,0,0,0,0,0,0,0,0,0.39,1.18,0.39,0.39,0,0.78,0,0.78,0,0,2.895,0
0,0,0.34,0,0,0,0,0,0,0,0,0.69,0,0,0,0,0,0,0.34,0,0,2.35,0
0,0,0.76,0,0,0,0,0,0,0,0,1.52,1.52,0.76,0.76,0,0.76,0,0,0,0,4.242,0
0.46,0,0.46,0,0,0,0,0,0,0,0,0,0.92,0,0,0,0.92,0,0.92,0,0,2.343,0
0,0,1.34,0.14,0,0,0.63,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,2.25,0
0,0,0.27,0,0,0,0.38,0,0,0,0,0.54,0.05,0,0,0,0,0,0,0,0.078,3.715,0
0,0,0.89,0,0,0,0,0,0,0,0,1.78,0,0,0,0,0,0,0,0,0,2.292,0
0,0,2.46,0,0,0,0,0,0,0,0,1.23,0,0,0,0,0,0,0,0,0,1.736,0
0,0.86,0.86,0,0,0,0,0,0,0,0,0,0.86,0,0,0,0,0,0,0,0,1.047,0
0,0,0,0.8,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,1.909,0
0,0,0.52,0,0,0,0,0,0,0,0,2.11,1.58,0,0,0,0,0,0,0,0,2.173,0
0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,1.79,0
0,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56,3.12,1.56,0,0.215,1.666,0
0,0,0,0,0,0,0,0,0,0,0,0.91,0,0,0,0,0,0,0,0,0,1.32,0
0,0,0,0,0,0,0,0,0,0,0,0.91,2.75,0.91,0.91,0,0.91,0,0.91,0,0,1.918,0
0,0,0.36,0,0,0,0,0,0,0,0,5.51,0,0,0,0,0,0,0,0,0.139,3.722,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15,0
0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,2.188,0
0,0,7.69,0,0,0,0,0,0,0,0,3.84,0,7.69,0,0,0,0,0,0,0,1.615,0
0,0,1.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0
0,0,0,0,0,0,0,0,0,0,0,0,0.67,0,0,0,0,0,0,0.67,0,1.285,0
0,0,0.62,0,0,0,0,0,0,0,0,0.62,0,0,0,0,0,0,0,0,0,1.863,0
0,0,4.25,0,0,0,0,0,0,0,0,0,2.12,0,0,0,0,0,0,0,0,1.133,0
0,0,1.63,0,0,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.181,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0
0,0,0,0,0,1.38,0,0,0,0,0,0,2.77,0,0,0,0,0,0,0,0,1.666,0
0,0,0.56,0,0,0,0,0,0,0,0,0.84,0,0,0,0,0,0,0,0,0,3.25,0
0,0,0,0,0,0,0,0,0,0,0,0.64,1.92,0.64,0.64,0,0.64,0,0.64,0,0,1.902,0
0,0,0,0,1.49,0,0,0,0,0,0,1.49,0,0,0,0,0,0,1.49,0,0.209,3.5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0
0,0,0,0,0,0,0,0,0,0,0,0,1.98,0,0,0,0,0,0,0.99,0,1.478,0
0,0,0.32,0,0,0,0,0,0,0,0,3.52,0.96,0.64,0.32,0,0,0,0.32,0,0.105,2.258,0
0,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,0,0,0,0,0,1.8,0
0,0,0.09,0,0,0.13,0,0,0,0,0,0.55,0.01,0,0,0.01,0,0,0.01,0,0.064,2.589,0
0,0,2.73,0,0,0,0,0,0,0,0,1.36,0,0,0,0,0,0,0,0,0,3.142,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.333,0
0,0,0,0,0,0,0,0,0,0,0,0,1.92,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1.13,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.666,0
0,0,0,0,0,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0.272,4.382,0
0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.566,0
0,0,0,0,0,1.61,0,0,0,0,0,0,3.22,0,0,0,0,0,0,0,0,1.705,0
0,0,0,0,0,0,0,0,0,0,0,1.65,0.55,0,0,0.55,0,0,0,0,0.18,3.596,0
0,0,1.16,0,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.225,0
0,0,0.96,0,0,1.92,0,0,0,0,0,0,2.88,0,0,0,0,0,0,0,0,1.291,0
0,0,0,0,0,0,0,0,0,0,0,3.03,0,0,0,0,1.51,0,0,0,0,2.321,0
0,0,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0
0,0.27,2.31,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.313,0
0,0,1,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,1.732,0
0,0.19,0.59,0.03,0,0.19,0,0.19,0,0,0,0.23,0,0,0,0.16,0.19,0,0,0.06,0,1.885,0
0,0,3.17,0,0,0,0,0,0,0,0,2.64,0.52,0,0,0,2.64,0,0.52,1.58,0.084,1.577,0
0,0.38,0,0,0,0.38,0.38,0,0,0,0,0,0.38,0,0,0,0,0,0,0,0,1.043,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0.24,0,0,0,0.48,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,3.202,0
0.21,0,0.42,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0.034,3.151,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.142,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,2.714,0
0,0,2.6,0,0,0,0,0,0,0,1.73,0,0.86,0,0,0,0,0,0,0.86,0,1.352,0
0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.732,0
0,0,0.86,0.51,0,0,0,0,0,0,0,0.69,0,2.76,0,0,0,0,0,0,0.052,1.203,0
0,0,0.79,0,0,0,0,0,0,0,0,7.53,0,0,0,0,0,0,0,0,0,1.8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.125,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,0,0,1.8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0
0.68,0.34,0,0,0,0.34,0,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0,1.411,0
0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107,1.48,0
0,0,0.36,0,0,0.36,0,0,0,0,0,0.9,0,0,0,0,0,0,0.18,0,0,2.988,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.166,0
0,0,0.23,1.67,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,10.036,0
0,0,0.12,0,0.12,0,0,0,0,0,0,0.38,0.38,0,0,0,0,0,0,0,0,5.264,0
0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,1.5,0
0,0,0,0,0,0,0,0,0,0,0,0.97,0.97,0,0,0,0,0,0,0,0,2.03,0
0,0,0,0,0,0,0.32,0,0,0,0,0.32,0.32,0,0,0,0,0,0,0,0,2.05,0
0,0,0,0,0,0,0,0,0,0,0,0,16.66,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,2,0
0,0,0.06,0,0,0,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.804,0
0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0.35,0,0,0,0,0,0,2.232,0
0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.888,0
0,0,0.31,0,0,0,0,0,0,0,0,0.63,1.91,0.63,0.63,0,0.63,2.22,0.63,0,0.101,2.186,0
0,0,0.46,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0.46,0,0,0,0,2.982,0
0,0,0.81,0,0,0,0,0,0,0,0,0,1.62,0,0,0,0,0,0,0,0,1.055,0
0,0,1.28,0,0,0,0,0,0,0,0,0.25,0,1.03,0,0.25,0,0,0,0,0,1.767,0
2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.571,0
0,0,1.69,0,0,0,0.24,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0,2.364,0
0,0,1.62,0,0,0,0,0,0,0,0,0,0,0.54,0,0.54,0,0,0,0,0,1.528,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35,1.35,1.35,0,0.205,1.722,0
0,0,1.25,0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,1.076,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1.888,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0
0,0,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.391,0
0,0,0,0,0,0,0,0,0,0,0,0,1.66,0,0,0,0,0,0,0,0,3.789,0
1.23,0,1.23,0,0,0,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.045,0
0,0,0,0,0,0,0,0,0,0,0,0,0.49,0,0,0,0,0,0,0,0,1.962,0
0,0,0.64,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,1.902,0
0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.333,0
0,0,1.19,0,0,0,0,0,0,0,0,0,0.29,0,0,0,0.29,0,0,0.59,0,1.583,0
0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38,0.92,1.38,0,0.149,1.76,0
0,0,2.02,0,0,0,0,0,0,0,0,1.35,0,0,0,0,0,0,0,0,0,2.84,0
0,0,0,0,0,0,0,0,0,0,0,1.57,0,0.26,0,0,0,0,0.52,0,0.032,1.455,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.25,0
0,0,0,0,0,0,0.58,0,0,0,0,0,0.58,0,0,0,0,0,0,0.58,0,3.294,0
0,0,0.54,0.54,0,0,0,0,0,0,0,1.63,0.54,0.54,0.54,0,0,0,0,0.54,0,4.114,0
0,0,0.64,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,1.677,0
0,0,2.32,0,0,0.19,0,0,0,0,0,0.58,0,0,0,0,0,0,0,0.38,0,2.08,0
0.23,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,1.533,0
0,0.19,1.98,0.19,0,0,0,0,0,0,0,1.19,0,0,0,0,0.19,0,0.19,0,0.028,2.101,0
0,0,2.7,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0.9,0,2.166,0
0,0,0.6,0.12,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.827,0
0,0,0,0,0,0,0,0,0,0,0,4.05,0,0,0,0,0,1.35,0,0,0.166,4.054,0
0,0,1.31,0,0,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,2.176,0
0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.846,0
0,0,0,0,0,0,0,0,0,0,0,0,14.28,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,1.5,0
0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1.35,0,0,0,0,0,0,0,0,0,1.35,0,0,0,0,0,0,0,0,1.533,0
0,0,1.55,0,0,0,0,0,0,0,0,0.77,0.38,0,0,0,0.38,0,0,0,0,2.953,0
0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0.85,0,0.096,2.306,0
0,0,1.63,0,0,0,0,0,0,0,0,0,1.63,0,0,0,0,0,0,0,0,2.333,0
0,0,0,0,0,0,0,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0,1.784,0
0,0,0,5.12,0,0,0,0,0,0,0,0,2.56,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0
0,0,0.92,0,0.23,0,0,0,0,0,0,0.92,0,0,0,0,0,0,0.23,0,0,1.616,0
0,0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,2.7,0,1.4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,0
0,0,0,0,0,0,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.333,0
0,0,0.63,0,0,0,0,0,0,0,0,0.63,0,0,0,0,0,0,0,0,0,3.183,0
0,0.2,0.41,0,0,0.1,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,2.529,0
0,0,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.647,0
0,0,0.6,0,0,0.6,0,0,0,0,0,1.82,0,0,0,0,1.21,0,0,0,0,3.277,0
0,1.31,0.43,0,0,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72,0
0,0.88,0,0,0,0,0,0,0,0,0,0.88,1.76,0.88,0.88,0,0.88,0,0.88,0,0,1.777,0
0,0,0.51,0,0,0,0,0,0,0,0,2.07,0,0,0,0,0,0,0,0,0,3.525,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.333,0
0,0,2.08,0,0,0,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.291,0
0,0.17,0.17,0,0,0.08,0.26,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,1.66,0
0,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0,0,0.059,1.6,0
0,0,0,0,0,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,2.22,2.22,2.22,2.22,0,0,0,0,0,0,2.45,0
0,0,0.54,0,0,0,0,0,0,0,0,0.54,0.54,0,0,0,0,0,0,0,0,1.4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.859,0
0,0,1.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.578,0
0,0,0.55,0,0,0.06,0.12,0.06,0,0,0,0.43,0,0,0,0,0,0,0,0.12,0,2.062,0
0,0,0,0,0,0,0,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,2.638,0
0,0,0,0,0,0,0,0,0,0,0,0,4.54,0,0,0,0,0,0,0,0,1.545,0
0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.111,2.826,0
0,0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.526,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.125,0
0,0,1.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.238,0
0,0,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.285,0
0,0,0,0,0,0,0,0,0,0,1.16,0,0,0,0,0,0,0,0,0,0,2.125,0
0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0,2.827,0
0,0,1.01,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,2.071,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.033,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29,0
0,0,0.75,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0.062,1.414,0
0,0,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.727,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.587,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302,0
0,0,0.51,0,0,0,0,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,1.442,0
0,0,0,0,0,0.54,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0,2.038,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,1.833,0
0,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.966,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.792,0
0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053,5.263,0
0,0,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,0.24,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.587,0
0,0,0.17,0,0,0.08,0,0,0,0,0.08,0,0,0,0,0,0,0.08,0,0,0,2.057,0
0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,1.901,0
0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,1.2,0,0,0,3.4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0
0,0,0.37,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,1.437,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.652,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.222,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.125,0
0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,1.198,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0,0,0,0,2.603,0
0,0,0,0,0,0.09,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.722,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.333,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,1.9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72,0
0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,1.488,0
