@relation page-blocks

@attribute Height numeric
@attribute Blackpix numeric
@attribute Class {1,2,3,4,5}

@data
9,233,1
9,358,1
8,77,1
12,549,1
9,35,1
9,29,1
7,187,1
9,436,1
9,215,1
9,47,1
7,92,1
8,161,1
10,498,1
8,54,1
9,41,1
7,63,1
9,279,1
23,4210,1
10,684,1
8,44,1
8,42,1
8,100,1
8,59,1
9,354,1
7,38,1
9,186,1
8,103,1
8,183,1
7,9,1
9,46,1
10,754,1
7,35,1
3,11,1
9,66,1
12,160,1
13,351,1
8,38,1
5,26,1
8,14,1
6,24,1
14,1584,1
10,54,1
12,1617,1
10,130,1
7,138,1
8,42,1
10,57,1
5,7,1
10,32,1
10,25,1
12,318,1
9,111,1
8,58,1
12,1109,1
8,129,1
8,278,1
8,16,1
8,180,1
9,346,1
8,253,1
9,861,1
24,2168,1
11,36,1
8,42,1
8,31,1
7,57,1
8,126,1
5,62,1
9,252,1
9,736,1
10,359,1
7,47,1
11,132,1
59,3264,1
8,331,1
8,15,1
12,812,1
10,68,1
9,337,1
11,60,1
14,555,1
8,15,1
6,15,1
4,8,1
5,26,1
7,8,1
14,570,1
8,17,1
14,1971,1
12,89,1
10,97,1
5,86,1
6,71,1
9,711,1
9,47,1
8,53,1
10,575,1
8,65,1
10,543,1
9,189,1
5,36,1
13,469,1
9,365,1
9,68,1
9,99,1
9,88,1
7,301,1
11,438,1
5,20,1
18,563,1
10,111,1
4,9,1
9,629,1
13,39,1
8,20,1
1,7,1
10,94,1
4,8,1
9,92,1
10,195,1
11,591,1
7,78,1
6,22,1
11,317,1
9,66,1
6,96,1
10,42,1
7,189,1
10,118,1
10,280,1
8,37,1
9,150,1
8,78,1
5,66,1
26,3424,1
6,25,1
10,224,1
6,80,1
16,2060,1
5,82,1
9,94,1
1,43,1
8,105,1
8,83,1
8,171,1
38,3957,1
7,39,1
8,224,1
10,883,1
10,96,1
9,35,1
20,160,1
10,147,1
10,94,1
7,46,1
9,554,1
6,29,1
5,37,1
10,22,1
9,302,1
7,22,1
9,148,1
9,655,1
6,87,1
9,342,1
14,2236,1
6,84,1
10,467,1
6,32,1
10,93,1
4,21,1
17,163,1
11,840,1
8,27,1
9,61,1
8,389,1
5,36,1
8,44,1
8,142,1
8,172,1
10,60,1
10,154,1
15,2167,1
9,46,1
6,26,1
9,153,1
13,1034,1
9,663,1
8,152,1
14,1988,1
8,41,1
6,43,1
8,103,1
5,97,1
8,55,1
6,17,1
10,40,1
10,832,1
9,301,1
10,559,1
7,191,1
9,44,1
13,141,1
7,84,1
7,15,1
8,187,1
9,686,1
9,25,1
10,32,1
3,10,1
8,32,1
9,87,1
10,150,1
10,454,1
3,8,1
10,68,1
7,66,1
7,196,1
5,17,1
11,408,1
15,95,1
7,52,1
7,264,1
7,64,1
8,90,1
9,407,1
7,48,1
9,138,1
9,250,1
17,174,1
8,49,1
8,35,1
8,58,1
11,991,1
10,731,1
9,103,1
10,647,1
9,474,1
8,781,1
9,926,1
8,33,1
11,338,1
6,15,1
7,100,1
8,51,1
13,1046,1
9,60,1
5,21,1
9,51,1
6,98,1
12,354,1
9,95,1
9,253,1
6,51,1
9,696,1
4,77,1
11,45,1
10,178,1
8,61,1
5,14,1
7,58,1
9,77,1
11,108,1
12,357,1
10,588,1
11,520,1
8,59,1
8,110,1
8,55,1
9,230,1
6,51,1
9,270,1
17,61,1
8,101,1
8,152,1
13,1007,1
5,28,1
8,57,1
8,111,1
4,118,1
10,506,1
9,69,1
8,77,1
7,23,1
8,62,1
24,2995,1
11,149,1
41,1212,1
8,63,1
36,2126,1
7,199,1
6,11,1
3,8,1
10,25,1
11,240,1
7,171,1
10,212,1
9,349,1
8,28,1
7,115,1
11,835,1
10,666,1
11,59,1
8,187,1
9,42,1
10,1325,1
9,52,1
9,108,1
11,151,1
6,24,1
7,118,1
7,13,1
6,33,1
10,52,1
13,811,1
6,13,1
8,35,1
26,3464,1
6,22,1
8,152,1
8,27,1
7,105,1
8,59,1
7,95,1
7,14,1
7,824,1
12,685,1
10,133,1
9,165,1
10,510,1
9,47,1
11,49,1
7,42,1
5,7,1
38,894,1
7,9,1
9,609,1
6,20,1
38,2238,1
6,70,1
5,17,1
5,9,1
11,393,1
4,15,1
8,299,1
8,68,1
7,60,1
8,396,1
6,326,1
10,289,1
7,65,1
5,27,1
9,199,1
13,591,1
8,76,1
12,281,1
8,177,1
7,93,1
9,361,1
10,145,1
13,924,1
9,94,1
7,18,1
9,43,1
9,161,1
24,2096,1
8,151,1
7,125,1
8,157,1
7,29,1
8,86,1
7,56,1
6,171,1
7,42,1
11,266,1
10,301,1
8,180,1
5,45,1
10,57,1
9,361,1
6,140,1
8,188,1
7,9,1
8,33,1
7,80,1
9,47,1
10,564,1
8,84,1
9,208,1
10,81,1
8,234,1
10,52,1
8,119,1
8,54,1
9,100,1
13,852,1
8,119,1
9,345,1
5,31,1
10,209,1
9,197,1
8,132,1
9,396,1
7,36,1
9,92,1
9,174,1
9,186,1
8,132,1
16,158,1
6,135,1
8,89,1
5,21,1
17,597,1
11,54,1
7,98,1
11,39,1
10,89,1
8,57,1
9,124,1
6,80,1
9,441,1
9,71,1
7,86,1
5,54,1
6,146,1
7,28,1
7,93,1
10,327,1
6,23,1
8,99,1
7,72,1
8,103,1
11,342,1
16,1314,1
5,17,1
8,50,1
9,130,1
7,36,1
10,193,1
7,10,1
8,113,1
14,1175,1
7,111,1
6,162,1
6,103,1
10,144,1
8,424,1
7,34,1
8,81,1
10,108,1
10,353,1
8,31,1
10,159,1
11,93,1
7,196,1
10,368,1
8,58,1
10,161,1
13,1657,1
9,260,1
8,44,1
6,30,1
6,11,1
10,335,1
11,39,1
8,117,1
6,53,1
5,52,1
7,66,1
8,74,1
10,226,1
10,64,1
12,847,1
24,2296,1
14,130,1
8,241,1
22,743,1
7,40,1
7,27,1
7,15,1
11,176,1
8,51,1
10,410,1
10,630,1
8,261,1
9,335,1
9,97,1
8,564,1
7,26,1
7,51,1
9,152,1
9,182,1
7,64,1
5,40,1
8,253,1
7,54,1
12,153,1
13,1724,1
7,29,1
9,441,1
6,53,1
8,23,1
6,149,1
16,325,1
1,7,1
8,31,1
6,12,1
11,250,1
3,8,1
5,22,1
8,124,1
5,54,1
8,264,1
8,16,1
6,11,1
10,116,1
8,129,1
6,8,1
7,79,1
5,130,1
5,65,1
11,610,1
13,2109,1
9,126,1
9,232,1
9,606,1
6,118,1
10,368,1
9,243,1
13,460,1
10,354,1
10,97,1
8,38,1
11,85,1
7,49,1
9,308,1
7,33,1
8,60,1
6,30,1
9,84,1
4,47,1
12,143,1
6,52,1
8,101,1
15,776,1
9,36,1
7,83,1
13,139,1
4,95,1
8,289,1
25,4246,1
7,191,1
9,249,1
9,163,1
7,241,1
7,22,1
9,319,1
16,1890,1
5,49,1
9,261,1
11,136,1
7,100,1
9,22,1
7,29,1
10,540,1
7,75,1
7,21,1
9,568,1
10,50,1
8,93,1
11,155,1
10,442,1
7,48,1
1,32,1
6,49,1
5,9,1
14,549,1
1,12,1
11,681,1
8,27,1
9,60,1
5,38,1
10,296,1
10,66,1
8,13,1
24,7647,1
6,81,1
6,45,1
9,316,1
9,390,1
10,173,1
9,387,1
5,12,1
14,2152,1
12,155,1
7,61,1
8,132,1
10,118,1
10,427,1
6,161,1
7,65,1
7,213,1
8,85,1
9,189,1
17,606,1
7,121,1
6,34,1
10,107,1
12,637,1
9,129,1
4,24,1
28,2502,1
10,37,1
7,170,1
9,87,1
5,58,1
7,24,1
8,129,1
8,66,1
12,324,1
11,516,1
5,16,1
7,347,1
4,16,1
11,778,1
8,189,1
8,304,1
7,100,1
8,56,1
9,136,1
13,98,1
9,55,1
6,12,1
9,95,1
7,76,1
9,225,1
7,27,1
9,61,1
11,845,1
5,22,1
8,23,1
8,24,1
13,1437,1
15,228,1
7,49,1
9,356,1
10,61,1
8,407,1
7,80,1
5,200,1
10,54,1
9,611,1
8,321,1
10,389,1
5,30,1
9,152,1
13,1392,1
7,20,1
38,1574,1
11,101,1
7,19,1
8,56,1
9,277,1
7,109,1
7,197,1
12,520,1
7,21,1
3,7,1
24,3768,1
7,288,1
10,552,1
8,32,1
7,27,1
9,67,1
7,206,1
9,74,1
8,177,1
7,63,1
7,63,1
9,326,1
10,118,1
9,69,1
9,57,1
39,7667,1
9,339,1
12,198,1
7,43,1
7,28,1
5,163,1
14,40,1
10,536,1
9,378,1
5,38,1
13,105,1
8,107,1
10,471,1
5,13,1
8,154,1
9,156,1
8,77,1
8,380,1
24,2670,1
11,834,1
12,515,1
7,19,1
10,93,1
10,100,1
8,189,1
9,326,1
8,28,1
8,84,1
6,151,1
7,65,1
17,117,1
7,50,1
22,326,1
9,30,1
7,16,1
12,221,1
5,27,1
10,246,1
33,1400,1
9,659,1
1,13,1
8,50,1
6,137,1
9,146,1
8,63,1
2,7,1
7,129,1
7,242,1
8,235,1
25,851,1
8,290,1
8,56,1
9,240,1
7,74,1
8,40,1
10,143,1
7,72,1
6,193,1
3,8,1
7,236,1
8,25,1
23,572,1
9,35,1
7,19,1
8,208,1
8,170,1
1,7,1
7,33,1
8,144,1
8,23,1
7,42,1
33,1154,1
1,19,1
9,194,1
7,51,1
8,137,1
8,99,1
6,135,1
3,12,1
5,14,1
8,47,1
7,61,1
9,369,1
7,47,1
9,755,1
13,441,1
7,38,1
10,224,1
7,448,1
10,527,1
10,153,1
38,1247,1
7,30,1
12,300,1
6,137,1
10,56,1
9,121,1
8,473,1
8,28,1
9,106,1
10,63,1
7,13,1
9,388,1
8,118,1
7,14,1
9,31,1
4,131,1
8,128,1
10,95,1
5,38,1
9,101,1
8,189,1
9,417,1
9,491,1
6,47,1
8,153,1
7,20,1
4,31,1
10,146,1
10,570,1
11,668,1
7,124,1
12,773,1
8,154,1
9,134,1
14,1975,1
11,344,1
9,386,1
7,36,1
2,7,1
9,201,1
10,151,1
8,99,1
5,164,1
6,125,1
10,98,1
8,67,1
9,305,1
24,3064,1
7,26,1
10,575,1
7,20,1
9,218,1
11,707,1
11,127,1
7,296,1
11,361,1
8,100,1
8,219,1
9,105,1
8,377,1
19,514,1
5,7,1
1,8,1
11,242,1
11,38,1
11,244,1
9,563,1
7,28,1
9,1122,1
7,265,1
6,261,1
9,123,1
9,106,1
7,25,1
9,241,1
4,8,1
24,3411,1
10,58,1
9,351,1
6,55,1
8,186,1
7,89,1
7,34,1
9,518,1
8,254,1
14,628,1
10,164,1
5,17,1
8,398,1
5,18,1
5,8,1
6,23,1
7,127,1
10,103,1
10,493,1
18,365,1
8,132,1
12,132,1
14,75,1
6,114,1
8,136,1
10,105,1
8,87,1
7,21,1
3,8,1
7,22,1
8,505,1
9,441,1
12,1554,1
7,99,1
5,7,1
8,39,1
11,607,1
7,134,1
10,71,1
11,124,1
9,166,1
13,1080,1
5,16,1
5,35,1
6,31,1
13,1019,1
14,81,1
6,53,1
8,50,1
5,54,1
8,37,1
1,12,1
11,242,1
6,45,1
7,21,1
8,26,1
9,109,1
9,246,1
7,164,1
8,244,1
14,658,1
9,587,1
23,306,1
10,888,1
2,11,1
13,873,1
7,104,1
8,112,1
8,72,1
7,149,1
8,46,1
9,212,1
19,909,1
7,30,1
7,39,1
8,49,1
10,50,1
10,114,1
10,950,1
10,122,1
13,1571,1
9,196,1
6,164,1
10,87,1
1,9,1
6,139,1
14,245,1
9,66,1
10,218,1
8,392,1
8,107,1
10,86,1
7,39,1
7,40,1
10,631,1
9,235,1
6,39,1
22,780,1
7,102,1
7,32,1
13,253,1
7,14,1
9,159,1
7,182,1
10,53,1
11,53,1
11,65,1
10,62,1
8,94,1
10,192,1
9,110,1
9,168,1
8,58,1
1,17,1
10,410,1
12,42,1
8,55,1
12,281,1
8,73,1
7,92,1
12,418,1
11,650,1
10,869,1
5,19,1
1,8,1
8,242,1
11,36,1
7,34,1
17,328,1
8,173,1
9,106,1
5,40,1
6,110,1
9,218,1
9,219,1
8,69,1
7,46,1
11,145,1
7,39,1
9,19,1
8,38,1
6,26,1
4,184,1
9,24,1
10,162,1
14,439,1
8,86,1
9,22,1
11,55,1
14,822,1
10,113,1
5,121,1
9,615,1
6,23,1
10,111,1
14,111,1
6,26,1
8,61,1
9,76,1
8,705,1
5,30,1
9,124,1
16,2508,1
6,16,1
16,2497,1
8,58,1
8,55,1
8,112,1
8,61,1
7,29,1
10,378,1
13,422,1
11,106,1
7,38,1
7,15,1
11,75,1
9,80,1
10,57,1
87,4093,1
9,258,1
11,451,1
8,27,1
11,250,1
7,29,1
9,172,1
7,27,1
5,29,1
9,45,1
9,178,1
13,593,1
7,237,1
8,131,1
13,268,1
8,125,1
8,103,1
10,172,1
9,182,1
10,87,1
9,524,1
9,276,1
6,84,1
8,87,1
9,80,1
8,137,1
9,173,1
10,96,1
7,34,1
7,57,1
10,118,1
11,66,1
5,45,1
8,56,1
15,1136,1
11,160,1
7,80,1
10,255,1
6,44,1
7,38,1
12,438,1
8,31,1
10,46,1
6,197,1
8,36,1
5,40,1
10,267,1
11,307,1
8,27,1
7,35,1
9,512,1
13,255,1
8,19,1
9,116,1
6,367,1
7,361,1
14,1824,1
13,1492,1
7,27,1
8,53,1
8,91,1
5,55,1
8,33,1
13,1395,1
8,51,1
9,401,1
8,488,1
5,41,1
5,66,1
9,114,1
7,115,1
9,401,1
10,140,1
7,33,1
9,9,1
7,39,1
11,117,1
9,308,1
11,297,1
10,125,1
9,348,1
9,366,1
12,184,1
11,110,1
10,134,1
10,20,1
14,907,1
11,289,1
9,67,1
5,37,1
1,7,1
13,864,1
6,16,1
12,155,1
8,404,1
6,154,1
11,101,1
10,92,1
7,103,1
7,28,1
8,27,1
3,11,1
12,649,1
6,104,1
8,65,1
11,358,1
6,174,1
7,61,1
11,129,1
9,331,1
6,107,1
10,75,1
15,1661,1
9,62,1
9,109,1
5,13,1
9,570,1
8,47,1
7,165,1
9,132,1
7,52,1
9,183,1
9,136,1
7,32,1
8,64,1
9,80,1
8,329,1
8,28,1
7,66,1
8,41,1
8,61,1
10,1058,1
7,60,1
6,106,1
7,99,1
12,377,1
4,20,1
15,893,1
7,37,1
9,686,1
11,40,1
8,31,1
8,77,1
8,246,1
9,102,1
6,46,1
8,617,1
10,606,1
11,137,1
13,1732,1
10,287,1
8,132,1
7,29,1
12,461,1
8,470,1
9,120,1
8,16,1
11,787,1
9,264,1
10,781,1
12,138,1
9,187,1
8,50,1
6,202,1
3,21,1
8,145,1
25,5290,1
8,67,1
9,181,1
7,60,1
9,233,1
9,32,1
10,321,1
8,43,1
9,126,1
9,13,1
9,328,1
9,146,1
6,47,1
8,122,1
4,38,1
12,361,1
8,190,1
10,90,1
10,261,1
6,27,1
8,18,1
13,298,1
7,137,1
13,165,1
6,179,1
7,28,1
10,186,1
11,944,1
6,31,1
9,243,1
14,472,1
7,91,1
14,1062,1
8,107,1
8,265,1
7,32,1
28,464,1
6,116,1
9,65,1
6,21,1
7,21,1
5,8,1
7,188,1
25,2214,1
9,98,1
7,37,1
12,1606,1
8,323,1
8,59,1
9,443,1
8,450,1
8,216,1
9,67,1
9,712,1
5,14,1
9,112,1
5,20,1
8,219,1
10,64,1
10,105,1
12,331,1
9,39,1
10,182,1
6,18,1
7,31,1
5,23,1
8,49,1
7,53,1
10,446,1
9,23,1
9,98,1
9,86,1
8,14,1
8,194,1
7,34,1
8,90,1
8,115,1
7,26,1
8,328,1
5,34,1
7,27,1
11,371,1
7,21,1
11,149,1
8,212,1
7,420,1
9,452,1
5,77,1
6,105,1
4,16,1
17,3192,1
11,376,1
6,23,1
9,456,1
11,238,1
8,455,1
10,309,1
7,258,1
10,449,1
12,227,1
8,27,1
8,47,1
10,147,1
5,7,1
8,232,1
5,10,1
27,2774,1
6,28,1
9,243,1
8,39,1
10,281,1
6,33,1
11,956,1
11,610,1
9,89,1
6,238,1
13,622,1
6,33,1
7,35,1
10,469,1
16,101,1
7,24,1
10,79,1
9,170,1
7,58,1
6,10,1
6,92,1
10,327,1
8,70,1
7,12,1
9,511,1
9,416,1
1,8,1
6,87,1
7,86,1
12,433,1
5,11,1
17,146,1
3,11,1
7,34,1
8,143,1
24,5296,1
8,41,1
9,24,1
9,70,1
6,43,1
9,49,1
13,1906,1
9,262,1
9,143,1
6,30,1
7,28,1
7,233,1
11,433,1
8,126,1
10,886,1
10,299,1
7,69,1
7,45,1
11,140,1
25,977,1
5,42,1
8,56,1
11,293,1
10,165,1
8,13,1
9,42,1
24,2178,1
7,94,1
9,165,1
8,57,1
8,40,1
5,27,1
7,81,1
9,94,1
8,93,1
24,975,1
14,1424,1
9,188,1
11,125,1
15,83,1
11,1619,1
10,508,1
7,109,1
7,17,1
7,127,1
10,14,1
4,12,1
11,217,1
9,237,1
16,1208,1
11,596,1
7,54,1
6,55,1
9,582,1
6,196,1
7,182,1
5,32,1
7,133,1
10,240,1
7,15,1
10,114,1
7,232,1
10,703,1
9,118,1
9,913,1
7,14,1
11,53,1
5,20,1
7,47,1
11,589,1
7,320,1
7,482,1
1,16,1
6,183,1
8,41,1
16,2357,1
18,228,1
5,24,1
8,54,1
10,162,1
3,189,1
6,56,1
7,46,1
9,83,1
8,85,1
10,219,1
9,432,1
6,45,1
7,28,1
6,18,1
17,3801,1
9,661,1
11,62,1
25,416,1
10,118,1
6,169,1
7,27,1
5,15,1
8,49,1
9,164,1
25,2115,1
6,109,1
8,156,1
12,1833,1
7,15,1
8,28,1
8,25,1
8,40,1
1,14,1
8,28,1
11,121,1
9,99,1
9,130,1
8,162,1
16,2158,1
9,184,1
12,59,1
10,292,1
8,28,1
25,5785,1
10,40,1
2,16,1
9,115,1
9,99,1
8,119,1
11,643,1
8,21,1
9,57,1
11,152,1
7,41,1
10,54,1
7,25,1
9,290,1
7,102,1
16,2053,1
9,83,1
7,191,1
9,121,1
7,53,1
8,114,1
8,388,1
8,36,1
7,54,1
6,15,1
8,73,1
10,98,1
7,94,1
9,175,1
8,270,1
7,65,1
11,201,1
11,269,1
8,146,1
5,147,1
6,14,1
7,162,1
9,28,1
8,124,1
6,28,1
20,275,1
7,280,1
9,42,1
10,324,1
7,80,1
6,26,1
8,51,1
7,12,1
8,69,1
11,829,1
7,101,1
9,98,1
13,1054,1
17,1548,1
11,504,1
12,19,1
6,27,1
1,16,1
8,595,1
2,9,1
9,107,1
6,38,1
11,112,1
6,22,1
9,143,1
15,1743,1
10,235,1
14,57,1
9,31,1
6,44,1
7,12,1
10,716,1
8,84,1
8,162,1
6,207,1
8,19,1
8,94,1
9,89,1
2,12,1
9,17,1
7,68,1
10,114,1
9,131,1
12,753,1
10,42,1
5,16,1
16,2121,1
5,155,1
4,121,1
8,122,1
6,23,1
10,719,1
6,53,1
5,96,1
7,251,1
7,28,1
7,418,1
7,74,1
9,46,1
8,100,1
7,74,1
11,131,1
11,46,1
12,538,1
6,40,1
5,48,1
9,102,1
17,2355,1
11,215,1
1,36,1
7,47,1
9,67,1
10,69,1
8,95,1
10,444,1
12,103,1
13,726,1
4,19,1
4,40,1
10,83,1
6,19,1
9,95,1
8,478,1
7,61,1
7,25,1
10,464,1
10,245,1
10,66,1
10,77,1
7,62,1
10,488,1
11,241,1
7,12,1
10,70,1
6,155,1
12,1773,1
7,8,1
5,50,1
10,73,1
11,281,1
13,34,1
14,1525,1
7,188,1
9,93,1
1,7,1
10,17,1
5,167,1
10,99,1
12,1482,1
7,29,1
7,89,1
7,400,1
9,887,1
13,617,1
5,24,1
10,499,1
8,74,1
8,15,1
9,743,1
7,279,1
10,758,1
10,101,1
9,74,1
11,383,1
7,109,1
9,54,1
11,177,1
9,48,1
5,36,1
16,2736,1
11,185,1
7,37,1
8,90,1
10,84,1
8,249,1
8,56,1
8,138,1
9,410,1
11,594,1
8,232,1
9,692,1
10,597,1
10,48,1
7,96,1
12,302,1
7,103,1
9,752,1
8,454,1
7,160,1
8,54,1
10,827,1
10,321,1
10,305,1
12,314,1
12,1602,1
9,184,1
25,930,1
8,42,1
8,67,1
8,12,1
7,128,1
36,118,1
12,544,1
9,172,1
8,63,1
5,60,1
6,416,1
6,26,1
11,286,1
10,58,1
5,28,1
5,40,1
9,183,1
24,2953,1
7,61,1
10,73,1
9,180,1
12,334,1
6,205,1
8,161,1
1,16,1
12,150,1
8,121,1
16,2543,1
9,478,1
12,275,1
6,14,1
7,65,1
15,262,1
8,211,1
13,376,1
10,121,1
28,3270,1
10,721,1
6,150,1
7,184,1
6,11,1
7,28,1
7,9,1
9,118,1
8,216,1
10,215,1
9,781,1
14,1848,1
7,59,1
9,110,1
8,61,1
8,158,1
10,111,1
7,16,1
10,46,1
10,31,1
5,110,1
12,381,1
17,120,1
7,98,1
6,25,1
6,159,1
5,32,1
6,249,1
8,271,1
8,190,1
7,63,1
8,154,1
10,510,1
12,49,1
8,33,1
9,188,1
8,704,1
9,707,1
6,129,1
8,44,1
9,140,1
11,629,1
19,53,1
10,679,1
5,11,1
8,38,1
10,276,1
8,71,1
11,367,1
7,85,1
7,31,1
7,25,1
7,351,1
8,148,1
11,381,1
5,41,1
11,502,1
9,607,1
6,26,1
8,25,1
11,714,1
6,23,1
10,371,1
10,275,1
8,13,1
10,170,1
6,123,1
8,19,1
10,524,1
9,240,1
10,156,1
25,3459,1
7,88,1
9,67,1
9,531,1
5,19,1
7,86,1
8,70,1
8,81,1
6,27,1
10,98,1
11,125,1
7,67,1
8,47,1
6,184,1
9,41,1
5,132,1
6,55,1
10,140,1
10,221,1
6,47,1
7,47,1
7,21,1
9,263,1
10,172,1
10,486,1
10,575,1
5,126,1
9,433,1
8,210,1
9,171,1
7,51,1
4,51,1
7,26,1
1,22,1
5,52,1
5,88,1
10,401,1
8,88,1
5,155,1
9,249,1
5,87,1
7,33,1
9,95,1
7,52,1
8,62,1
9,72,1
71,227,1
12,1259,1
9,211,1
6,164,1
7,32,1
8,62,1
5,49,1
4,24,1
8,106,1
7,96,1
9,128,1
8,354,1
12,44,1
10,441,1
7,251,1
16,2518,1
12,436,1
8,41,1
23,2599,1
9,333,1
9,268,1
6,122,1
10,158,1
6,25,1
9,22,1
8,37,1
9,125,1
6,81,1
4,179,1
8,78,1
8,61,1
11,405,1
8,485,1
9,209,1
9,113,1
6,23,1
11,920,1
12,551,1
7,121,1
10,468,1
8,195,1
6,26,1
7,278,1
8,22,1
10,110,1
6,14,1
12,353,1
9,550,1
13,1375,1
8,459,1
9,190,1
9,235,1
8,173,1
8,62,1
10,247,1
6,23,1
9,658,1
5,27,1
7,60,1
8,38,1
8,210,1
14,2248,1
10,38,1
12,86,1
12,169,1
10,109,1
7,73,1
7,35,1
8,44,1
7,8,1
10,40,1
9,413,1
8,140,1
2,13,1
8,217,1
6,24,1
7,31,1
10,383,1
12,1404,1
7,63,1
9,230,1
10,724,1
10,60,1
5,88,1
9,549,1
7,17,1
7,27,1
7,119,1
12,447,1
12,58,1
9,135,1
8,58,1
8,285,1
10,56,1
10,533,1
10,358,1
5,13,1
9,242,1
8,26,1
9,269,1
8,10,1
9,33,1
6,53,1
12,1595,1
10,108,1
11,33,1
10,364,1
7,24,1
10,540,1
9,186,1
7,20,1
8,51,1
11,920,1
9,112,1
9,559,1
8,128,1
8,51,1
8,106,1
5,37,1
9,16,1
22,928,1
14,307,1
7,24,1
8,111,1
10,676,1
8,49,1
5,80,1
8,94,1
11,197,1
7,236,1
9,99,1
8,64,1
7,76,1
8,124,1
8,46,1
9,42,1
18,564,1
8,329,1
2,9,1
5,28,1
9,114,1
14,984,1
3,8,1
5,34,1
7,46,1
9,75,1
12,311,1
5,59,1
9,99,1
7,147,1
7,90,1
9,295,1
7,211,1
10,134,1
7,58,1
7,35,1
14,1657,1
7,109,1
10,148,1
6,58,1
8,308,1
11,600,1
9,671,1
9,212,1
9,113,1
10,113,1
12,207,1
8,46,1
14,580,1
8,258,1
1,16,1
12,531,1
8,42,1
1,14,1
8,286,1
77,9204,1
9,105,1
8,239,1
8,169,1
8,119,1
9,884,1
9,82,1
7,20,1
8,131,1
6,14,1
11,891,1
7,110,1
9,704,1
7,24,1
9,59,1
11,350,1
8,373,1
24,480,1
6,24,1
9,181,1
9,177,1
9,157,1
12,715,1
8,57,1
24,3155,1
11,67,1
8,108,1
8,301,1
7,228,1
6,162,1
6,68,1
8,83,1
4,14,1
8,459,1
8,31,1
7,20,1
8,219,1
6,50,1
13,417,1
11,62,1
13,47,1
12,179,1
7,259,1
9,185,1
5,50,1
11,53,1
10,129,1
8,17,1
11,159,1
8,103,1
11,63,1
9,184,1
12,182,1
11,284,1
9,116,1
9,563,1
7,197,1
1,7,1
11,57,1
8,29,1
8,242,1
7,46,1
9,659,1
10,102,1
9,573,1
7,9,1
10,164,1
8,198,1
10,14,1
7,82,1
9,347,1
8,124,1
8,230,1
8,445,1
27,2610,1
10,41,1
9,44,1
10,167,1
9,537,1
6,93,1
9,475,1
9,151,1
10,31,1
9,679,1
14,121,1
1,7,1
8,160,1
5,31,1
6,119,1
7,18,1
8,191,1
7,76,1
10,165,1
10,128,1
7,60,1
6,42,1
11,61,1
7,24,1
8,60,1
10,732,1
8,32,1
26,3696,1
7,34,1
1,19,1
9,81,1
6,19,1
9,129,1
9,163,1
8,24,1
9,215,1
8,101,1
8,28,1
9,168,1
16,2258,1
7,216,1
7,129,1
6,37,1
9,91,1
4,25,1
6,87,1
8,98,1
7,354,1
7,17,1
6,94,1
10,84,1
7,50,1
7,90,1
7,49,1
8,28,1
9,431,1
8,23,1
7,17,1
9,249,1
7,345,1
10,234,1
7,111,1
6,160,1
8,69,1
10,74,1
7,53,1
7,52,1
8,128,1
7,49,1
6,14,1
8,720,1
13,164,1
9,28,1
8,136,1
6,82,1
2,13,2
25,484,2
1,29,2
17,5420,2
1,61,2
5,7,2
1,9,2
2,24,2
3,348,2
1,58,2
1,13,2
1,41,2
2,31,2
1,18,2
2,583,2
12,366,2
1,32,2
1,33,2
2,638,2
1,10,2
2,68,2
2,597,2
1,12,2
3,134,2
28,527,2
1,122,2
21,31,2
1,19,2
2,94,2
1,8,2
1,80,2
1,42,2
1,93,2
1,269,2
6,98,2
2,60,2
2,33,2
3,121,2
1,281,2
1,92,2
1,11,2
1,32,2
1,8,2
3,549,2
1,27,2
3,124,2
1,14,2
11,4955,2
1,8,2
4,21,2
1,8,2
5,486,2
1,35,2
10,11,2
1,14,2
3,12,2
10,4409,2
1,49,2
37,37,2
1,45,2
11,255,2
1,7,2
1,13,2
1,192,2
2,548,2
1,14,2
1,40,2
1,13,2
1,17,2
1,29,2
3,203,2
1,66,2
1,9,2
1,66,2
1,7,2
2,20,2
1,37,2
1,75,2
1,15,2
1,13,2
1,11,2
2,55,2
2,29,2
1,9,2
1,23,2
6,10,2
4,22,2
1,70,2
1,7,2
1,15,2
1,9,2
8,1611,2
1,8,2
3,532,2
1,14,2
1,9,2
3,556,2
1,30,2
2,168,2
1,8,2
1,24,2
1,8,2
1,180,2
1,35,2
9,12,2
1,13,2
1,74,2
2,159,2
1,11,2
1,11,2
1,98,2
2,589,2
2,578,2
1,131,2
1,8,2
1,8,2
1,39,2
1,40,2
2,479,2
2,578,2
1,175,2
3,506,2
1,27,2
18,5217,2
1,128,2
1,17,2
1,8,2
1,13,2
1,31,2
3,597,2
1,7,2
1,50,2
1,53,2
1,114,2
8,51,2
1,66,2
3,268,2
1,46,2
1,101,2
1,69,2
4,196,2
1,26,2
1,55,2
1,9,2
3,118,2
1,11,2
1,73,2
1,95,2
2,558,2
3,84,2
1,51,2
2,50,2
1,13,2
1,80,2
4,204,2
1,73,2
1,257,2
2,577,2
1,154,2
1,11,2
17,5328,2
2,21,2
1,107,2
2,8,2
1,11,2
1,7,2
1,77,2
2,609,2
1,412,2
1,13,2
1,11,2
1,125,2
3,200,2
2,10,2
1,51,2
2,92,2
1,91,2
2,576,2
