@relation page-blocks

@attribute Height numeric
@attribute Mean_tr numeric
@attribute Blackpix numeric
@attribute Class {1,2,3,4,5}

@data
5,1.92,150,1
5,1.83,22,1
8,1.76,167,1
11,3.1,93,1
8,2.17,39,1
11,5.75,46,1
16,5.13,2145,1
10,1.19,301,1
8,2.65,122,1
10,2.32,731,1
10,2.97,226,1
10,1.81,701,1
9,2.44,249,1
9,2.4,434,1
10,2.08,54,1
8,1.79,86,1
10,2.49,384,1
7,1.33,24,1
8,1.69,27,1
9,2.08,54,1
10,1.58,41,1
8,2.16,41,1
15,5.34,1378,1
8,1.29,252,1
14,4.2,1256,1
11,5.1,51,1
7,1.64,197,1
9,1.7,102,1
7,1.84,35,1
11,1.55,432,1
8,2.07,126,1
9,1.52,47,1
7,1.68,133,1
10,1.85,48,1
8,2.3,69,1
9,1.61,156,1
12,4.33,1404,1
7,4.17,50,1
9,1.72,131,1
14,5,75,1
9,1.54,166,1
9,1.44,39,1
8,2.35,73,1
24,17.04,3799,1
6,1.71,137,1
10,1.4,60,1
7,1.5,120,1
7,2.71,19,1
10,1.48,291,1
8,2,54,1
14,2.5,799,1
11,2.01,151,1
7,1.45,80,1
8,1.8,90,1
5,3,9,1
5,1.42,98,1
6,1.3,43,1
7,2.26,319,1
9,2.25,72,1
10,1.9,114,1
11,2.11,279,1
8,1.72,191,1
8,2.67,16,1
9,2.35,47,1
13,2.76,361,1
11,4.08,53,1
10,2.88,510,1
6,1.73,178,1
9,1.38,95,1
7,1.46,57,1
6,1.47,22,1
7,2.33,14,1
14,2.95,130,1
9,2.99,601,1
9,2.01,249,1
7,1.66,53,1
25,7.42,2272,1
4,2.14,205,1
8,1.72,194,1
10,2.34,68,1
6,2.56,46,1
9,1.37,89,1
7,1.23,75,1
10,2.78,161,1
38,7.09,2623,1
3,1.33,8,1
9,2.82,386,1
9,1.49,861,1
8,2.4,12,1
9,2.27,241,1
16,5.1,1157,1
6,2.44,193,1
11,1.94,344,1
6,2.1,109,1
6,1.59,35,1
9,2.13,232,1
5,2.14,158,1
7,1.6,345,1
11,3.45,131,1
10,2.46,69,1
8,1.29,58,1
8,1.88,111,1
8,2.06,231,1
7,2.56,164,1
8,2.23,107,1
6,5,10,1
9,1.82,51,1
11,3.09,238,1
11,2.56,420,1
31,16.87,6881,1
1,1.05,20,1
7,1.41,24,1
8,2.56,69,1
15,4.15,228,1
10,1.9,118,1
7,4.25,17,1
9,2.79,170,1
8,1.96,47,1
7,3.35,824,1
16,5.17,2582,1
8,2.02,85,1
7,1.35,50,1
7,1.14,95,1
6,1.14,82,1
4,3.5,21,1
5,8,8,1
9,2.54,776,1
8,3.4,170,1
6,2.86,20,1
8,1.6,67,1
8,1.6,99,1
4,4.5,9,1
8,1.74,485,1
10,6.47,97,1
14,4.64,2234,1
9,1.97,114,1
10,1.31,509,1
9,1.95,80,1
11,2.25,155,1
8,2.22,131,1
6,1.52,154,1
11,3.12,393,1
7,1.52,32,1
8,1.88,158,1
7,1.4,236,1
7,2.4,127,1
5,1.87,58,1
8,2.33,28,1
11,1.87,170,1
7,1.48,65,1
6,2.3,184,1
6,2.25,81,1
6,1.4,49,1
11,1.42,956,1
6,2.78,25,1
7,1.13,124,1
7,1.38,33,1
6,1.17,96,1
5,1.42,81,1
7,1.81,47,1
3,2.34,138,1
9,1.64,46,1
6,1.37,26,1
8,3,21,1
8,1.87,99,1
16,1.39,283,1
10,1.91,63,1
9,2.73,415,1
7,1.73,19,1
10,1.66,128,1
5,1.5,30,1
12,1.63,49,1
7,1.38,160,1
7,1.3,109,1
7,1.52,88,1
7,2.57,18,1
7,1.32,66,1
23,2.2,341,1
8,1.24,31,1
9,1.34,609,1
9,1.73,216,1
10,1.78,87,1
9,1.42,430,1
11,8.59,146,1
7,2.45,27,1
9,1.53,118,1
8,2.07,91,1
12,5.9,59,1
9,2.42,116,1
5,3,36,1
8,1.83,132,1
8,3.12,265,1
7,1.52,73,1
9,1.68,96,1
5,1.28,59,1
10,1.23,492,1
9,2.05,242,1
9,1.37,425,1
11,4.66,969,1
6,4.25,17,1
12,5.4,486,1
8,2.09,23,1
6,1.62,34,1
12,2.84,281,1
9,2.01,169,1
8,1.94,167,1
8,2.74,52,1
7,2,28,1
7,2.73,60,1
7,1.48,65,1
9,1.28,712,1
10,1.37,449,1
9,1.35,299,1
5,2.21,31,1
9,1.29,163,1
6,3.5,14,1
11,1.86,67,1
9,1.28,393,1
5,2.35,54,1
8,1.69,137,1
11,1.86,678,1
7,2.81,59,1
11,1.97,201,1
8,1.47,137,1
9,2.67,144,1
71,1.91,227,1
8,2.64,340,1
10,6.94,111,1
11,6.13,147,1
7,1.63,26,1
12,1.94,311,1
8,3,57,1
8,1.48,31,1
10,2.74,74,1
8,2.67,32,1
17,4.68,159,1
11,2.46,64,1
7,1.4,63,1
9,3.58,197,1
5,2.14,167,1
10,2.02,133,1
8,1.99,189,1
10,2.78,164,1
5,2.34,82,1
9,2.42,80,1
14,4.47,1315,1
16,5.55,2497,1
6,3,183,1
22,8.64,743,1
10,2.09,71,1
7,2.33,7,1
8,1.89,115,1
6,1.69,324,1
7,1.8,149,1
10,3.02,471,1
8,1.81,76,1
11,1.65,293,1
9,1.4,333,1
6,2,16,1
7,1.61,29,1
12,2.62,461,1
17,58.5,117,1
12,1.77,184,1
9,1.21,374,1
10,1.96,53,1
7,2.05,115,1
10,7.36,103,1
7,1.33,57,1
8,2.07,60,1
4,1.78,32,1
7,1.5,99,1
9,3.03,707,1
7,1.09,108,1
8,3.38,54,1
11,2.08,223,1
8,1.94,70,1
10,2.09,115,1
8,1.88,45,1
7,1.3,114,1
12,2.31,155,1
10,2,80,1
8,1.66,106,1
12,3.03,318,1
7,22.5,45,1
7,2.78,25,1
10,1.92,261,1
7,1.47,94,1
1,7,14,1
11,1.71,281,1
7,1.99,147,1
7,1.25,132,1
8,1.86,26,1
10,1.85,427,1
9,1.42,95,1
7,1.35,73,1
13,3.93,165,1
6,1.23,16,1
10,1.9,135,1
4,2.19,160,1
12,3.6,18,1
5,1.82,155,1
9,2.41,395,1
9,2.39,273,1
7,1.32,50,1
10,1.67,764,1
7,1.73,26,1
14,4.53,1902,1
9,7.27,80,1
7,1.55,82,1
5,1.35,54,1
7,1.63,202,1
9,3.26,62,1
7,1.57,33,1
7,2.63,21,1
10,2.68,536,1
9,1.36,478,1
7,1.71,420,1
10,2.03,81,1
6,1.86,13,1
8,1.31,286,1
7,1.79,34,1
9,1.37,295,1
12,7.57,159,1
6,1.46,60,1
9,2.19,136,1
13,5.19,384,1
6,1.61,114,1
10,2.41,41,1
10,2.64,439,1
8,1.53,58,1
8,1.91,172,1
7,1.57,129,1
5,2.09,67,1
11,1.94,747,1
9,1.67,77,1
8,1.45,48,1
7,1.58,49,1
9,1.35,46,1
9,2.48,57,1
9,2.09,240,1
10,7,42,1
7,1.48,92,1
10,2.02,109,1
6,1.71,205,1
5,1.46,19,1
8,1.81,49,1
11,1.9,76,1
9,2.68,51,1
6,1.26,53,1
7,1.4,60,1
9,2.8,269,1
10,2.09,155,1
9,1.72,62,1
9,2.97,261,1
25,8.45,930,1
12,2.31,60,1
12,6.4,518,1
4,2.33,56,1
8,1.85,72,1
5,1.91,42,1
10,2.7,1508,1
11,6,48,1
7,2,34,1
9,2.14,120,1
7,1.48,43,1
10,1.86,95,1
10,2.94,638,1
26,3,3424,1
9,1.38,47,1
8,1.84,35,1
8,3,66,1
8,1.19,197,1
9,1.26,106,1
7,1.46,114,1
9,1.34,106,1
24,14.3,7164,1
9,1.48,40,1
8,1.81,112,1
9,1.28,440,1
13,3.52,155,1
6,5,15,1
8,2.73,30,1
11,2.08,110,1
10,6.04,278,1
11,2.96,708,1
25,7.29,3315,1
7,1.67,92,1
7,9,9,1
7,1.45,125,1
12,2.82,1617,1
6,2.24,47,1
17,8.57,120,1
9,1.4,105,1
4,1.71,24,1
9,1.93,241,1
10,2.19,57,1
11,4.65,2137,1
11,1.73,234,1
5,7,7,1
10,2.93,468,1
11,4.5,991,1
9,1.3,196,1
17,5.43,2388,1
1,7,7,1
24,17.51,6828,1
9,2.41,53,1
7,1.94,33,1
12,2.91,1409,1
5,1.38,29,1
8,1.88,30,1
7,2.22,51,1
3,1.77,39,1
7,1.36,68,1
10,1.83,121,1
7,1.54,74,1
5,2.43,17,1
12,2.72,1079,1
8,2.54,33,1
6,1.3,56,1
11,2.04,274,1
9,1.32,671,1
11,3.01,837,1
10,1.89,70,1
9,2.22,378,1
8,1.84,116,1
8,3,564,1
8,2.73,41,1
7,1.42,17,1
10,2.53,485,1
7,1.25,192,1
7,1.31,71,1
5,2.18,24,1
10,1.42,540,1
8,8,8,1
9,1.39,259,1
10,2.29,156,1
6,2.07,29,1
7,3.67,11,1
9,3.26,225,1
10,1.84,103,1
5,2.19,59,1
12,2.71,184,1
8,1.45,90,1
10,1.66,143,1
17,16.63,133,1
10,1.98,186,1
12,3.15,337,1
4,1.41,131,1
7,1.37,37,1
7,1.4,130,1
6,1.07,15,1
10,2.76,309,1
7,1.29,80,1
6,1.84,164,1
7,1.47,25,1
11,2.21,217,1
16,5.15,1992,1
14,2.39,1106,1
1,2,14,1
16,5.19,1956,1
7,1.77,53,1
7,3.11,693,1
1,1.06,19,1
9,1.22,178,1
7,1.28,91,1
12,2.91,520,1
8,2.14,47,1
10,2.25,189,1
8,2,42,1
7,1.74,40,1
9,2.74,230,1
9,2.2,77,1
7,1.82,31,1
8,1.6,16,1
8,1.28,372,1
11,1.95,338,1
10,1.98,186,1
8,1.6,56,1
9,2.25,538,1
25,1.58,923,1
8,2.06,74,1
10,1.9,403,1
9,1.38,102,1
8,2,34,1
8,1.93,154,1
9,1.51,65,1
10,4,56,1
9,3.29,92,1
9,2.02,107,1
8,2.18,85,1
22,10.59,784,1
9,1.22,686,1
8,2.14,30,1
19,1.93,514,1
8,2.51,274,1
7,1.64,64,1
8,1.77,212,1
5,1.82,20,1
7,1.63,195,1
12,2.69,1636,1
11,2.04,284,1
8,1.38,113,1
9,1.23,757,1
9,6.4,96,1
5,2.18,218,1
7,1.66,411,1
11,1.73,267,1
7,1.56,28,1
19,3.01,208,1
9,1.97,225,1
11,4.29,60,1
10,2.06,64,1
12,8.94,143,1
8,2.56,69,1
8,13,26,1
18,2.46,563,1
11,2.88,610,1
7,2.81,45,1
24,8,2063,1
11,2.83,868,1
8,2.17,178,1
8,2.03,132,1
11,9,54,1
7,1.23,418,1
13,5.75,351,1
13,3.5,403,1
10,1.88,109,1
10,3.18,632,1
7,2,50,1
7,1.7,34,1
7,2.57,121,1
23,2.36,572,1
8,1.82,138,1
9,1.32,704,1
9,1.42,118,1
9,2.02,253,1
10,2.67,869,1
9,1.47,128,1
10,1.68,57,1
8,2.22,40,1
7,1.28,64,1
8,2.04,47,1
8,1.2,354,1
10,2.09,138,1
8,3.22,29,1
7,3,9,1
11,6.35,527,1
9,1.89,53,1
10,1.92,223,1
9,2.59,357,1
9,2.94,262,1
9,1.74,217,1
9,18,36,1
8,1.24,68,1
10,7.58,91,1
10,1.84,127,1
8,1.96,51,1
8,1.9,38,1
11,10.17,61,1
10,1.38,533,1
9,1.42,225,1
7,1.89,34,1
9,2.75,157,1
13,4.45,1046,1
8,2,92,1
7,1.26,115,1
7,1.84,103,1
8,1.27,290,1
9,1.58,313,1
14,2.27,657,1
9,2.2,262,1
9,1.36,184,1
5,1.71,12,1
7,1.4,28,1
9,2.41,118,1
11,2.96,198,1
7,2.05,39,1
9,1.67,70,1
7,1.47,28,1
9,2.18,107,1
8,1.82,348,1
10,1.88,679,1
3,10,10,1
10,1.4,618,1
6,1.72,231,1
7,2.24,65,1
10,2.42,109,1
9,2.19,316,1
8,2.11,38,1
6,1.11,39,1
11,7,539,1
22,1.93,162,1
8,1.74,87,1
8,2.35,87,1
12,3.11,28,1
8,2,52,1
8,1.69,253,1
8,1.47,53,1
9,1.35,315,1
10,1.69,98,1
5,1.4,7,1
10,2.15,144,1
1,1.03,32,1
7,1.36,15,1
8,1.27,242,1
8,2.1,42,1
28,4.72,2502,1
10,1.36,319,1
8,2.16,69,1
9,2.47,555,1
9,2.16,188,1
8,3,30,1
8,2.41,219,1
25,8.06,2121,1
9,2.98,176,1
12,2.06,361,1
9,1.65,260,1
7,2.31,90,1
7,1.21,97,1
10,1.65,234,1
24,15.9,3768,1
9,1.51,53,1
5,2.07,60,1
6,2.67,112,1
20,3.42,181,1
6,1.46,179,1
8,2.47,148,1
5,1.45,29,1
8,1.28,232,1
8,1.94,70,1
11,1.41,361,1
8,2.2,88,1
1,7,7,1
8,1.48,167,1
9,2.49,249,1
9,2.57,283,1
9,1.38,126,1
11,8.59,146,1
8,1.36,64,1
7,1.35,35,1
10,1.32,889,1
9,1.74,485,1
9,1.3,658,1
8,1.61,45,1
8,2.22,60,1
3,8,8,1
1,2.67,8,1
9,1.38,512,1
8,2.25,230,1
8,1.86,65,1
3,7,7,1
7,2.13,100,1
11,2.22,60,1
12,2.81,275,1
6,1.67,25,1
7,1.59,254,1
10,2.24,132,1
11,4.36,48,1
9,1.48,49,1
9,2.01,153,1
8,2.2,55,1
9,1.49,131,1
8,2.17,26,1
8,2.17,13,1
10,2.13,304,1
5,2.91,32,1
10,9.4,94,1
11,5,65,1
6,1.64,123,1
5,1.35,66,1
6,1.73,114,1
28,5.05,1016,1
8,4.67,14,1
9,1.66,143,1
5,1.74,66,1
11,2.47,136,1
8,1.33,129,1
6,1.53,23,1
3,11,11,1
5,1.29,18,1
8,1.61,124,1
7,2.77,672,1
11,1.82,778,1
5,1.3,126,1
8,2.45,504,1
5,1.91,147,1
9,1.33,336,1
8,2.31,259,1
9,2.08,316,1
6,1.5,21,1
9,2.98,256,1
6,1.92,25,1
7,1.67,30,1
7,1.19,32,1
8,1.5,12,1
26,3.46,2252,1
13,2.31,1406,1
8,1.86,39,1
28,8.9,623,1
9,1.37,41,1
10,2,140,1
5,1.46,35,1
9,2.84,182,1
6,1.64,171,1
1,1.08,13,1
7,1.39,39,1
10,1.6,285,1
8,2.33,56,1
10,1.89,34,1
6,2.4,48,1
10,1.23,354,1
8,1.2,216,1
8,2.43,131,1
8,1.81,147,1
8,3.36,232,1
6,1.41,55,1
9,2.68,67,1
6,2.1,21,1
9,1.44,36,1
9,2.43,51,1
11,1.89,140,1
10,3.4,68,1
8,1.34,373,1
7,1.93,27,1
9,8.8,88,1
8,2.36,26,1
11,1.94,68,1
10,1.94,180,1
12,6.4,531,1
5,2.42,58,1
3,7,7,1
5,1.31,34,1
8,3.11,28,1
9,2.76,588,1
10,2.47,324,1
12,3.04,575,1
8,3.2,160,1
12,6.12,551,1
7,1.4,14,1
9,2.06,251,1
8,1.2,250,1
6,2.25,171,1
5,1.88,15,1
8,2.21,217,1
12,4.08,155,1
9,2.01,165,1
11,1.93,698,1
7,2,8,1
6,2,28,1
8,1.3,162,1
8,1.64,143,1
17,2.42,606,1
9,1.27,19,1
8,2.4,48,1
5,1.7,17,1
9,2.44,622,1
14,5.1,1453,1
5,1.71,36,1
5,1.45,80,1
9,2.18,686,1
7,1.55,90,1
8,3.85,277,1
8,2.27,84,1
10,2.74,439,1
24,7.66,3064,1
7,1.41,38,1
6,1.76,190,1
9,1.53,221,1
6,1.77,92,1
9,1.5,69,1
7,1.75,35,1
5,2.33,28,1
5,2.35,40,1
12,2.51,469,1
2,1.4,7,1
8,2.75,253,1
8,1.43,96,1
7,1.49,79,1
7,1.33,16,1
17,5.88,147,1
9,2.3,69,1
10,1.32,499,1
19,7.67,69,1
8,2.58,268,1
8,1.39,107,1
23,2.06,795,1
8,2.37,249,1
9,7.57,106,1
11,2.78,136,1
11,1.52,591,1
8,2.1,42,1
10,1.18,406,1
5,2.46,96,1
9,2.93,563,1
13,1.59,872,1
9,1.28,46,1
9,2.17,113,1
6,1.98,238,1
7,1.53,46,1
7,1.42,44,1
21,1.99,302,1
9,1.17,189,1
7,1.52,144,1
8,2.44,61,1
6,2.43,202,1
8,2.5,25,1
24,7.86,2099,1
10,1.91,111,1
8,2.42,261,1
10,46,46,1
7,1.77,23,1
7,2.14,47,1
10,1.78,215,1
7,2.58,49,1
7,1.36,76,1
9,2.75,157,1
7,1.28,23,1
7,2.17,39,1
15,5.35,776,1
7,1.75,35,1
9,1.36,30,1
8,1.67,15,1
9,2.56,810,1
8,1.43,100,1
12,1.68,309,1
5,2.08,25,1
10,1.87,178,1
9,1.35,46,1
7,1.4,94,1
9,1.31,740,1
9,1.39,251,1
7,1.26,216,1
7,2.36,33,1
5,7,7,1
12,2.47,1595,1
6,2.23,87,1
9,2.17,87,1
10,1.79,193,1
10,1.66,113,1
8,2.09,96,1
7,2.14,62,1
9,1.89,405,1
7,1.76,213,1
6,1.58,71,1
8,2.45,27,1
8,1.81,159,1
8,1.64,164,1
8,2.38,31,1
5,8.5,17,1
7,1.55,31,1
12,8.19,131,1
6,1.53,23,1
14,12.07,555,1
10,1.25,284,1
7,1.57,99,1
8,1.35,459,1
5,2.33,14,1
11,2.03,290,1
11,1.8,119,1
9,3.28,187,1
9,1.29,606,1
8,2.68,51,1
7,8,8,1
11,2.15,297,1
8,3.54,92,1
6,1.85,174,1
7,1.59,70,1
9,1.4,73,1
10,2.07,116,1
10,1.67,488,1
8,1.85,176,1
7,2.7,27,1
7,1.5,24,1
6,2.11,80,1
11,2.08,50,1
11,6.63,530,1
10,1.7,246,1
9,3.49,199,1
10,5.2,317,1
9,1.49,188,1
8,1.76,44,1
5,1.49,55,1
20,19.56,176,1
10,1.29,93,1
12,2.15,243,1
6,1.29,45,1
8,2.39,117,1
38,12.99,3573,1
7,1.07,15,1
10,1.25,129,1
7,1.44,39,1
8,1.91,44,1
7,1.5,27,1
8,1.28,427,1
12,9.65,164,1
7,1.54,109,1
8,2.59,70,1
10,1.26,96,1
10,6.44,103,1
5,1.71,200,1
9,3.22,177,1
9,1.7,290,1
8,1.8,74,1
4,1.41,31,1
10,1.72,452,1
8,1.6,377,1
9,1.32,861,1
9,2.38,502,1
10,7.5,105,1
10,2.12,121,1
9,1.71,279,1
11,1.86,117,1
11,2.09,67,1
8,1.4,154,1
10,2.3,159,1
7,1.5,21,1
9,1.76,573,1
9,1.51,62,1
7,1.35,27,1
7,1.51,143,1
9,2.85,410,1
6,2.29,48,1
15,4.5,2170,1
10,1.69,120,1
8,3.11,417,1
7,1.11,21,1
9,5.67,17,1
9,1.97,295,1
2,1.8,9,1
7,1.5,33,1
7,1.83,288,1
23,1.44,306,1
11,4.71,1686,1
5,1.79,52,1
9,2.53,524,1
9,2.22,235,1
9,2.29,55,1
13,2.8,617,1
10,2.22,371,1
9,2.97,178,1
8,1.88,98,1
9,1.91,223,1
1,1.04,26,1
10,2.07,124,1
7,1.33,182,1
6,1.54,20,1
11,1.79,337,1
13,1.67,460,1
7,2.95,691,1
9,2.55,74,1
8,1.61,111,1
1,1.05,22,1
5,3,36,1
7,2.33,191,1
9,1.53,75,1
9,1.96,161,1
7,2.22,120,1
5,9,9,1
9,1.61,111,1
9,1.69,240,1
10,2.08,25,1
9,1.6,117,1
8,2.74,63,1
8,1.57,36,1
11,3,39,1
9,1.36,227,1
2,1.08,13,1
7,1.82,20,1
9,2.44,781,1
6,1.64,23,1
7,1.7,380,1
28,5.96,411,1
7,21,21,1
7,1.65,33,1
8,2,114,1
9,1.53,84,1
9,2.63,50,1
10,1.89,53,1
10,1.4,559,1
10,2.01,139,1
8,1.27,189,1
10,1.51,886,1
7,2.71,46,1
18,3.17,365,1
8,1.29,22,1
8,2.6,631,1
8,3,12,1
7,1.12,83,1
7,1.75,7,1
14,5.97,376,1
12,6.11,544,1
11,2.57,431,1
9,1.35,222,1
9,1.34,209,1
5,3.54,85,1
7,1.26,156,1
8,1.77,78,1
12,1.64,727,1
7,1.77,23,1
5,1.71,24,1
10,1.28,703,1
6,1.31,51,1
13,1.58,811,1
6,1.42,51,1
9,1.44,456,1
7,1.37,26,1
26,16.88,3696,1
9,1.95,236,1
8,1.82,20,1
3,8,8,1
14,1.59,1032,1
12,7.62,221,1
8,3.01,208,1
8,2.71,350,1
25,7.58,3496,1
10,3.92,451,1
10,2.33,128,1
7,1.9,182,1
8,2.21,135,1
5,2.35,47,1
10,2.64,444,1
8,2.1,101,1
14,4.85,1975,1
8,1.79,181,1
8,1.26,49,1
7,1.36,60,1
5,2.33,14,1
10,1.87,482,1
7,1.36,15,1
7,1.5,27,1
8,1.97,144,1
1,1.07,15,1
9,1.24,319,1
10,1.93,114,1
7,1.79,77,1
8,2.91,695,1
9,2.52,431,1
8,1.4,28,1
5,4.38,35,1
5,2.11,148,1
1,7,7,1
9,1.24,104,1
10,1.75,156,1
9,2.23,105,1
11,2.72,166,1
10,2.25,333,1
11,2.88,650,1
7,1.41,62,1
5,1.41,41,1
9,1.89,283,1
8,2.38,57,1
8,2.09,71,1
9,2.77,518,1
11,1.91,268,1
9,2.81,371,1
8,2.54,66,1
6,1.57,105,1
8,2.11,57,1
2,2.75,11,1
4,4,20,1
6,2.33,14,1
11,36,36,1
9,2.4,168,1
10,1.83,172,1
14,2.24,938,1
9,2.75,308,1
9,1.96,674,1
9,1.43,124,1
7,7,7,1
11,2.94,724,1
11,1.93,79,1
8,1.38,428,1
9,1.91,212,1
10,6.07,170,1
9,1.55,31,1
11,5.74,649,1
8,2.41,77,1
12,6.64,538,1
15,5.32,2127,1
6,1.26,53,1
11,1.93,707,1
8,1.87,97,1
10,3.07,270,1
11,2.81,1260,1
7,2.64,66,1
8,2,64,1
8,2.27,68,1
6,1.18,26,1
7,1.26,152,1
8,1.68,52,1
7,6,72,1
9,1.4,250,1
8,2.71,396,1
10,2.5,20,1
11,1.87,662,1
4,2.11,40,1
7,1.84,57,1
11,3.03,594,1
7,2.2,33,1
9,2.15,476,1
7,1.47,63,1
4,2,8,1
8,1.27,469,1
8,3,24,1
6,1.71,48,1
7,1.36,34,1
10,1.38,508,1
12,2.1,515,1
10,1.89,675,1
7,1.89,17,1
37,2.44,1053,1
13,4.82,2109,1
13,3.62,141,1
8,2.42,75,1
8,1.57,318,1
14,1.64,907,1
7,1.62,21,1
9,1.74,68,1
5,3.5,21,1
5,2,12,1
4,2.56,184,1
7,1.42,17,1
8,1.97,128,1
9,2.2,22,1
9,2.21,267,1
12,2.27,1657,1
10,1.41,813,1
9,2.93,164,1
9,1.95,80,1
7,1.2,18,1
6,1.33,20,1
9,2.69,223,1
8,1.51,59,1
5,1.41,58,1
9,2,18,1
7,1.23,76,1
7,1.38,29,1
8,1.55,76,1
9,1.34,468,1
6,8,16,1
9,3.76,282,1
18,14.5,145,1
7,2.17,26,1
5,1.16,71,1
7,1.5,210,1
8,2.57,36,1
9,1.78,48,1
10,4.71,66,1
7,1.68,52,1
7,1.94,31,1
7,1.53,89,1
7,1.36,34,1
11,1.98,405,1
9,2.03,132,1
9,2.82,172,1
8,2.16,69,1
8,2.03,67,1
7,9,9,1
7,7.63,61,1
10,1.87,133,1
9,1.68,47,1
8,2.95,354,1
6,1.64,23,1
9,3.14,185,1
8,2.03,71,1
8,1.24,181,1
10,2.47,106,1
9,1.28,684,1
10,2.11,226,1
10,1.83,389,1
12,2.42,438,1
7,1.49,115,1
8,2.03,152,1
11,1.39,525,1
10,2.48,410,1
10,8.82,97,1
8,1.63,39,1
5,2.28,41,1
24,16.91,2333,1
7,1.27,259,1
7,1.58,68,1
7,1.56,14,1
9,1.24,499,1
15,5.28,1743,1
8,1.45,211,1
7,1.82,31,1
9,1.46,67,1
8,3,33,1
7,1.36,64,1
7,1.55,31,1
8,1.99,241,1
6,1.93,27,1
3,7,7,1
8,1.85,124,1
8,2.41,258,1
9,1.48,142,1
9,2.42,160,1
8,2.75,22,1
7,2.47,111,1
9,1.92,125,1
9,13,52,1
10,1.69,88,1
9,1.83,189,1
10,1.34,758,1
11,3.1,130,1
9,1.26,347,1
9,1.99,177,1
7,2,16,1
9,1.71,36,1
13,1.78,612,1
9,1.29,330,1
8,1.83,22,1
9,2.65,411,1
7,1.85,50,1
8,3.15,205,1
9,1.47,100,1
6,1.38,137,1
10,2.2,77,1
11,2.95,1371,1
10,1.83,108,1
5,2.05,41,1
7,1.81,76,1
8,1.76,90,1
10,2.58,281,1
9,2.88,69,1
8,2,38,1
8,1.86,39,1
7,1.56,25,1
9,2,104,1
10,1.61,37,1
24,18.69,2953,1
10,1.9,55,1
12,1.86,353,1
10,2.48,52,1
8,1.88,139,1
8,1.81,141,1
11,1.69,242,1
14,2.44,1175,1
4,2.4,199,1
9,2.77,266,1
10,6.67,200,1
8,1.75,63,1
7,2.18,96,1
7,1.9,19,1
8,1.35,404,1
10,2.52,58,1
13,3.23,139,1
8,1.7,887,1
9,2.23,194,1
8,1.95,43,1
8,1.68,52,1
11,6.19,520,1
10,2.25,133,1
8,1.29,470,1
9,2.19,261,1
9,2,40,1
7,1.35,69,1
7,1.43,87,1
7,2.93,223,1
7,1.38,69,1
1,1.06,17,1
9,1.99,171,1
11,3.6,36,1
9,2.19,173,1
16,4.81,1208,1
8,2.19,46,1
11,2.71,452,1
12,5.95,518,1
7,1.85,24,1
9,1.65,33,1
8,2.6,52,1
7,1.58,98,1
8,1.84,57,1
7,1.67,40,1
13,2.4,1076,1
5,1.48,31,1
10,1.94,165,1
8,7,28,1
6,1.89,17,1
8,1.9,99,1
9,1.49,407,1
8,1.97,57,1
8,1.21,179,1
8,1.45,106,1
5,1.45,45,1
6,2,98,1
10,1.57,44,1
9,1.26,361,1
6,1.5,27,1
23,20.75,2739,1
5,2.57,36,1
9,2.34,131,1
6,1.99,357,1
7,1.53,61,1
16,2.72,546,1
8,1.76,116,1
6,1.54,300,1
7,1.69,27,1
9,1.78,142,1
7,2.13,66,1
7,2.34,110,1
9,2.9,116,1
13,4.9,622,1
9,1.31,38,1
7,1.2,191,1
8,1.58,196,1
7,2.25,18,1
6,2.02,184,1
8,1.22,142,1
10,1.78,269,1
7,1.75,21,1
9,3.08,182,1
8,1.64,349,1
9,1.26,279,1
8,3.26,150,1
8,2.2,11,1
7,2.05,119,1
10,3.48,80,1
9,7,98,1
5,1.26,54,1
6,3.38,27,1
7,2.34,82,1
10,1.43,822,1
12,9.94,159,1
7,1.6,32,1
12,3.87,182,1
9,1.37,169,1
8,2.08,27,1
9,1.85,126,1
7,2.3,23,1
7,1.18,26,1
6,1.58,30,1
8,3,27,1
8,1.88,47,1
1,1.08,14,1
7,1.29,75,1
8,1.9,38,1
16,5.36,1314,1
8,2.53,139,1
25,7.8,5290,1
8,1.83,33,1
8,2.18,122,1
8,2,28,1
11,7.78,140,1
9,1.54,225,1
9,2.63,524,1
8,1.75,77,1
6,2,24,1
4,2.66,77,1
2,1.05,42,1
14,1.56,822,1
8,2.17,50,1
9,1.73,687,1
11,2.92,152,1
7,3.5,14,1
10,1.53,606,1
10,2.02,483,1
8,1.54,129,1
11,2.09,23,1
7,1.4,49,1
9,2.38,112,1
6,1.47,25,1
7,1.67,15,1
9,1.33,681,1
7,1.85,24,1
13,3.36,47,1
9,1.34,884,1
11,4.16,154,1
6,1.2,24,1
10,2.46,467,1
2,1.2,12,1
9,1.33,264,1
10,1.69,44,1
9,1.81,98,1
11,2.01,738,1
9,2.62,283,1
7,1.4,245,1
7,2.44,100,1
7,1.46,104,1
8,2.05,123,1
12,2.87,1109,1
10,1.36,721,1
82,10.84,7618,1
7,1.35,42,1
13,4.79,1906,1
9,1.81,103,1
10,2.02,327,1
12,1.99,843,1
10,2.17,195,1
7,1.25,69,1
6,2.2,213,1
5,1.44,91,1
9,2.64,570,1
9,2.13,236,1
9,3.3,277,1
9,1.24,415,1
12,12.29,86,1
5,4.5,9,1
9,3.18,175,1
9,6.67,80,1
10,1.45,212,1
7,1.4,108,1
10,1.83,22,1
