@relation page-blocks

@attribute Height numeric
@attribute Blackand numeric
@attribute Class {1,2,3,4,5}

@data
7,180,1
10,1152,1
11,157,1
8,139,1
4,128,1
10,221,1
8,282,1
9,978,1
7,475,1
9,311,1
8,601,1
7,80,1
8,116,1
7,450,1
10,60,1
13,477,1
9,658,1
25,6164,1
10,67,1
9,185,1
9,53,1
9,2379,1
11,2222,1
8,838,1
8,86,1
10,2215,1
6,497,1
8,64,1
7,80,1
7,378,1
11,305,1
10,212,1
24,2859,1
10,2018,1
9,1015,1
7,143,1
11,112,1
8,161,1
7,64,1
8,107,1
10,407,1
7,121,1
4,12,1
8,160,1
8,317,1
6,73,1
11,2039,1
9,643,1
5,367,1
7,318,1
7,230,1
13,2990,1
16,3490,1
8,88,1
9,401,1
8,102,1
7,112,1
9,1351,1
10,188,1
9,348,1
7,116,1
9,1213,1
7,97,1
12,734,1
6,405,1
6,84,1
7,252,1
7,498,1
6,33,1
6,72,1
12,2342,1
11,106,1
8,117,1
8,116,1
9,424,1
7,1296,1
13,1343,1
8,1239,1
11,1337,1
8,99,1
16,4103,1
25,11482,1
8,86,1
7,26,1
13,700,1
10,205,1
9,346,1
8,320,1
9,142,1
9,983,1
9,639,1
9,118,1
23,4548,1
9,283,1
1,45,1
8,316,1
10,1632,1
9,375,1
8,148,1
10,429,1
5,45,1
8,268,1
7,285,1
6,118,1
6,455,1
12,48,1
10,1293,1
11,197,1
23,808,1
9,336,1
8,465,1
9,110,1
7,49,1
9,682,1
7,54,1
8,160,1
12,3646,1
9,104,1
7,140,1
7,386,1
9,103,1
7,156,1
10,59,1
5,46,1
7,42,1
10,336,1
11,350,1
11,1711,1
9,1600,1
10,252,1
4,26,1
6,165,1
10,358,1
5,15,1
11,978,1
7,168,1
8,96,1
10,205,1
9,1725,1
8,1369,1
11,37,1
7,263,1
9,298,1
7,99,1
11,88,1
38,5593,1
6,71,1
9,369,1
9,225,1
13,1060,1
6,120,1
8,66,1
9,399,1
11,1282,1
8,54,1
10,863,1
8,105,1
7,498,1
8,202,1
12,435,1
9,252,1
4,137,1
6,76,1
9,131,1
6,24,1
10,1005,1
3,11,1
6,54,1
8,56,1
8,64,1
10,273,1
6,198,1
6,711,1
10,2248,1
7,790,1
12,735,1
5,26,1
7,184,1
12,2421,1
8,592,1
10,961,1
7,152,1
5,99,1
10,460,1
9,1104,1
9,441,1
7,170,1
5,43,1
6,182,1
10,581,1
6,54,1
7,77,1
10,80,1
10,1160,1
7,98,1
10,324,1
10,131,1
8,316,1
7,105,1
7,56,1
11,1781,1
10,351,1
7,328,1
11,62,1
7,119,1
7,49,1
11,1676,1
8,317,1
10,818,1
10,1715,1
8,459,1
8,144,1
8,326,1
6,38,1
12,2062,1
9,847,1
12,903,1
7,161,1
60,2843,1
8,200,1
8,103,1
8,229,1
10,156,1
14,2577,1
6,66,1
16,160,1
13,449,1
7,174,1
10,415,1
5,150,1
11,1145,1
10,2149,1
6,78,1
8,677,1
7,87,1
9,2136,1
5,58,1
12,491,1
14,165,1
2,21,1
9,1121,1
9,113,1
7,126,1
9,276,1
11,1238,1
10,1971,1
10,434,1
7,24,1
7,117,1
7,92,1
9,672,1
6,245,1
77,15523,1
11,879,1
7,42,1
14,2550,1
8,114,1
8,81,1
16,2349,1
6,45,1
24,4082,1
6,166,1
7,39,1
9,855,1
9,1316,1
7,331,1
5,16,1
7,178,1
7,262,1
6,217,1
8,39,1
24,4094,1
9,1082,1
10,252,1
6,311,1
9,119,1
67,5649,1
8,1389,1
9,606,1
9,148,1
13,1296,1
7,61,1
7,77,1
10,156,1
6,32,1
14,733,1
5,120,1
9,223,1
26,7010,1
8,326,1
14,1285,1
7,83,1
9,300,1
8,85,1
7,139,1
2,48,1
7,94,1
10,177,1
6,90,1
8,179,1
9,928,1
12,96,1
7,49,1
7,296,1
8,2984,1
7,195,1
9,619,1
12,626,1
9,751,1
4,70,1
9,282,1
8,223,1
8,61,1
5,35,1
10,290,1
7,320,1
7,236,1
8,516,1
7,48,1
8,119,1
5,203,1
8,57,1
8,276,1
10,1908,1
5,176,1
7,103,1
7,64,1
6,25,1
9,43,1
8,173,1
7,93,1
8,123,1
9,625,1
23,2943,1
7,249,1
7,610,1
6,20,1
9,2482,1
7,59,1
10,524,1
6,412,1
20,358,1
8,283,1
9,232,1
7,45,1
15,3309,1
11,111,1
8,163,1
9,1422,1
13,864,1
6,106,1
8,312,1
77,9871,1
23,574,1
8,398,1
11,629,1
11,217,1
13,945,1
10,62,1
4,48,1
7,440,1
8,392,1
9,108,1
9,2262,1
8,64,1
7,104,1
6,103,1
10,105,1
9,544,1
8,80,1
9,268,1
9,1054,1
8,162,1
10,233,1
9,243,1
11,165,1
7,71,1
10,367,1
8,77,1
8,223,1
9,446,1
8,76,1
5,102,1
8,187,1
8,118,1
8,225,1
9,2377,1
8,72,1
7,47,1
11,2071,1
9,1654,1
7,252,1
5,55,1
15,2594,1
7,332,1
5,215,1
5,161,1
8,69,1
8,1280,1
10,501,1
4,108,1
11,99,1
8,127,1
3,21,1
9,142,1
9,141,1
8,176,1
7,76,1
6,131,1
7,1035,1
7,179,1
10,219,1
8,790,1
7,535,1
14,2819,1
7,185,1
6,33,1
12,765,1
8,552,1
8,1643,1
28,654,1
9,352,1
6,118,1
10,978,1
1,42,1
10,127,1
8,260,1
8,54,1
34,1166,1
9,374,1
9,321,1
20,210,1
8,96,1
13,2090,1
8,366,1
15,610,1
8,203,1
9,276,1
9,246,1
4,284,1
10,1063,1
15,1381,1
7,71,1
8,77,1
9,1868,1
8,198,1
9,99,1
10,2139,1
7,904,1
7,226,1
9,291,1
10,852,1
9,1686,1
6,84,1
10,773,1
8,490,1
8,1607,1
9,349,1
11,492,1
12,1132,1
9,124,1
16,364,1
8,753,1
7,183,1
11,188,1
11,205,1
10,872,1
7,984,1
13,1178,1
7,328,1
8,86,1
7,232,1
5,19,1
6,64,1
6,102,1
3,12,1
17,219,1
8,289,1
7,823,1
7,349,1
7,81,1
8,227,1
10,233,1
7,28,1
7,86,1
9,272,1
36,147,1
15,1526,1
5,133,1
7,56,1
7,56,1
7,219,1
9,756,1
7,594,1
11,621,1
7,191,1
7,180,1
6,168,1
4,8,1
8,604,1
10,1115,1
24,875,1
8,1497,1
7,1346,1
11,1796,1
9,316,1
8,492,1
5,54,1
11,147,1
10,223,1
5,52,1
12,2626,1
8,326,1
9,151,1
7,183,1
9,1198,1
10,62,1
8,36,1
13,253,1
7,49,1
11,2063,1
10,1811,1
5,23,1
10,809,1
7,234,1
9,66,1
9,1758,1
8,424,1
8,533,1
1,49,1
7,49,1
10,1092,1
7,71,1
8,146,1
6,40,1
7,724,1
7,247,1
5,32,1
9,478,1
6,419,1
9,154,1
16,1005,1
5,86,1
9,328,1
9,286,1
10,3352,1
11,270,1
14,268,1
8,465,1
10,357,1
8,132,1
8,40,1
6,31,1
23,2129,1
1,29,1
7,71,1
7,192,1
8,216,1
14,3467,1
9,288,1
9,672,1
10,2001,1
7,98,1
8,127,1
10,172,1
9,171,1
8,141,1
10,2763,1
12,93,1
7,78,1
9,207,1
17,243,1
23,8533,1
5,176,1
9,196,1
1,12,1
7,233,1
10,602,1
7,196,1
8,379,1
17,90,1
6,95,1
6,76,1
7,69,1
10,110,1
10,340,1
10,1186,1
8,531,1
9,542,1
10,160,1
25,2198,1
7,169,1
10,382,1
6,40,1
7,136,1
6,36,1
6,10,1
9,1659,1
10,159,1
38,1801,1
10,104,1
12,1922,1
9,712,1
8,46,1
1,10,1
9,108,1
8,203,1
9,819,1
8,85,1
18,1190,1
10,140,1
9,105,1
10,818,1
8,190,1
10,62,1
7,120,1
7,660,1
9,1508,1
7,93,1
15,2872,1
5,63,1
9,159,1
8,218,1
7,121,1
14,1386,1
9,811,1
24,4075,1
8,89,1
11,87,1
7,92,1
10,147,1
10,1550,1
7,240,1
8,1112,1
6,106,1
11,740,1
38,3051,1
9,910,1
8,685,1
9,478,1
9,48,1
59,3517,1
12,291,1
12,221,1
9,156,1
5,187,1
2,304,1
6,36,1
6,127,1
8,176,1
5,25,1
5,142,1
9,157,1
13,229,1
10,1065,1
10,159,1
8,31,1
6,238,1
8,9,1
9,256,1
6,397,1
13,3727,1
9,315,1
9,749,1
8,624,1
7,60,1
6,99,1
10,781,1
7,234,1
22,525,1
7,20,1
9,274,1
10,2084,1
10,515,1
10,155,1
11,425,1
8,44,1
10,91,1
5,30,1
9,159,1
10,477,1
1,99,1
7,29,1
8,379,1
10,351,1
7,1117,1
9,103,1
9,2001,1
8,16,1
22,1354,1
8,334,1
11,861,1
10,277,1
5,114,1
5,216,1
8,93,1
10,628,1
6,39,1
14,3022,1
7,183,1
5,37,1
7,31,1
12,2914,1
5,319,1
4,446,1
9,436,1
9,146,1
8,109,1
7,373,1
7,194,1
13,3095,1
12,1975,1
10,354,1
7,210,1
6,110,1
10,289,1
9,698,1
9,307,1
8,1220,1
8,264,1
6,116,1
8,197,1
6,380,1
6,416,1
10,246,1
7,109,1
9,826,1
25,4395,1
6,42,1
2,110,1
14,774,1
9,3073,1
13,565,1
8,123,1
7,47,1
10,184,1
10,499,1
10,242,1
8,136,1
7,1224,1
12,2125,1
10,170,1
17,300,1
7,225,1
11,1681,1
23,2852,1
5,87,1
7,62,1
10,201,1
7,233,1
9,851,1
6,312,1
10,1575,1
7,179,1
8,494,1
10,910,1
9,380,1
11,1872,1
10,695,1
1,32,1
27,1368,1
8,117,1
8,290,1
7,76,1
7,62,1
8,144,1
24,7295,1
9,95,1
7,54,1
8,49,1
10,1276,1
9,715,1
8,382,1
9,790,1
8,307,1
17,4117,1
8,129,1
10,169,1
8,130,1
6,562,1
1,35,1
7,74,1
8,42,1
8,208,1
7,161,1
9,36,1
8,317,1
10,202,1
8,96,1
11,462,1
12,566,1
9,420,1
7,136,1
6,456,1
8,166,1
9,367,1
10,213,1
9,330,1
9,360,1
7,140,1
10,401,1
8,113,1
8,69,1
8,145,1
7,135,1
5,28,1
8,240,1
10,119,1
21,84,1
9,307,1
5,51,1
11,3108,1
8,171,1
5,33,1
8,159,1
18,453,1
7,86,1
11,862,1
9,701,1
7,718,1
24,2877,1
7,49,1
7,77,1
10,548,1
11,193,1
9,216,1
9,80,1
8,80,1
8,246,1
12,141,1
7,243,1
6,447,1
5,18,1
8,168,1
10,135,1
1,109,1
10,588,1
8,621,1
7,694,1
8,96,1
6,334,1
8,108,1
8,1283,1
7,250,1
8,296,1
9,123,1
15,471,1
18,1193,1
9,143,1
23,2875,1
10,240,1
9,749,1
7,320,1
7,230,1
11,836,1
8,187,1
22,1317,1
7,161,1
5,30,1
9,729,1
9,859,1
6,409,1
9,130,1
8,124,1
8,167,1
1,27,1
9,1040,1
24,1161,1
10,1343,1
9,912,1
5,75,1
9,43,1
7,217,1
10,435,1
8,32,1
12,3267,1
8,690,1
7,427,1
8,39,1
10,184,1
18,2207,1
9,626,1
8,101,1
10,306,1
13,2852,1
7,123,1
8,170,1
7,417,1
8,463,1
5,53,1
7,57,1
9,374,1
6,308,1
9,206,1
15,3342,1
9,625,1
7,166,1
10,303,1
1,167,1
7,107,1
13,80,1
9,329,1
10,2448,1
8,532,1
7,293,1
10,157,1
7,85,1
7,108,1
3,45,1
1,60,1
6,42,1
9,2694,1
5,191,1
7,1294,1
9,1727,1
10,1248,1
13,472,1
10,121,1
8,1702,1
28,680,1
7,346,1
9,847,1
6,113,1
7,344,1
7,106,1
7,103,1
6,531,1
7,72,1
9,300,1
5,138,1
8,492,1
9,311,1
7,875,1
7,181,1
7,517,1
6,39,1
9,288,1
8,208,1
9,355,1
10,290,1
9,111,1
4,86,1
9,292,1
5,293,1
8,211,1
9,890,1
7,137,1
7,28,1
10,272,1
7,199,1
10,304,1
5,74,1
11,244,1
1,60,1
7,73,1
7,385,1
1,45,1
4,44,1
9,1323,1
9,199,1
25,2338,1
8,674,1
10,1147,1
10,348,1
11,383,1
9,2465,1
8,64,1
9,320,1
11,711,1
8,1172,1
10,445,1
9,102,1
9,637,1
11,779,1
11,252,1
7,44,1
9,765,1
10,89,1
6,171,1
8,128,1
8,650,1
9,1536,1
6,370,1
10,714,1
9,1640,1
7,668,1
8,513,1
8,280,1
6,150,1
1,42,1
7,79,1
6,24,1
8,75,1
6,48,1
9,687,1
10,1022,1
10,357,1
11,560,1
7,148,1
8,210,1
8,118,1
37,2596,1
5,78,1
10,462,1
8,112,1
9,842,1
8,185,1
8,713,1
8,75,1
14,153,1
10,682,1
8,87,1
8,1043,1
11,639,1
8,300,1
7,53,1
11,105,1
9,366,1
9,513,1
8,54,1
8,47,1
10,1078,1
1,143,1
7,181,1
7,417,1
10,163,1
8,48,1
9,192,1
9,74,1
6,438,1
7,160,1
8,134,1
7,85,1
8,229,1
9,400,1
8,174,1
9,132,1
1,200,1
8,43,1
11,356,1
8,279,1
7,124,1
10,202,1
10,2593,1
6,33,1
7,28,1
11,230,1
5,41,1
9,304,1
5,455,1
10,2101,1
9,345,1
7,215,1
8,849,1
6,58,1
5,45,1
8,1052,1
8,88,1
7,146,1
3,9,1
13,1912,1
8,56,1
3,13,1
7,527,1
6,47,1
9,149,1
11,401,1
8,248,1
9,584,1
11,698,1
10,450,1
7,797,1
10,259,1
6,519,1
7,41,1
12,645,1
8,149,1
9,845,1
10,127,1
6,39,1
4,60,1
9,414,1
8,68,1
9,73,1
11,473,1
10,240,1
9,1537,1
11,213,1
16,3544,1
8,654,1
8,1102,1
10,170,1
9,113,1
10,337,1
82,12923,1
13,948,1
9,1570,1
8,85,1
6,47,1
8,310,1
7,31,1
11,743,1
7,462,1
25,4408,1
10,186,1
8,293,1
8,86,1
7,54,1
6,147,1
7,70,1
8,24,1
6,830,1
9,650,1
8,180,1
8,397,1
7,322,1
9,763,1
25,6872,1
6,89,1
8,510,1
10,117,1
9,844,1
8,127,1
7,200,1
7,138,1
9,3793,1
9,2339,1
9,115,1
7,422,1
7,117,1
8,1704,1
8,32,1
9,994,1
2,34,1
9,303,1
8,368,1
7,85,1
11,1219,1
7,185,1
22,1302,1
10,178,1
11,815,1
25,7872,1
7,125,1
6,33,1
7,114,1
24,3987,1
79,4623,1
9,107,1
8,85,1
14,3168,1
9,2069,1
10,1083,1
6,477,1
8,168,1
8,85,1
19,821,1
9,144,1
7,75,1
8,136,1
8,52,1
9,295,1
14,1323,1
11,502,1
10,430,1
9,395,1
7,138,1
7,110,1
8,73,1
25,4390,1
5,29,1
6,68,1
11,3023,1
7,274,1
1,9,1
10,878,1
8,525,1
7,154,1
10,804,1
9,2297,1
9,1292,1
8,86,1
7,430,1
8,157,1
14,2675,1
10,924,1
14,2077,1
9,218,1
7,1112,1
7,123,1
6,66,1
8,266,1
16,3747,1
7,189,1
14,204,1
14,1745,1
7,54,1
9,440,1
11,313,1
8,84,1
6,178,1
8,441,1
6,214,1
24,3131,1
6,180,1
6,459,1
9,755,1
17,4522,1
9,299,1
9,1651,1
6,405,1
9,380,1
8,104,1
10,388,1
7,105,1
8,534,1
11,601,1
11,578,1
8,957,1
9,345,1
5,47,1
10,902,1
7,170,1
5,70,1
8,132,1
22,1306,1
4,42,1
6,317,1
9,1103,1
9,151,1
8,512,1
4,326,1
7,170,1
8,152,1
7,76,1
9,1077,1
9,769,1
8,89,1
9,1483,1
6,88,1
10,53,1
9,743,1
7,187,1
5,39,1
17,283,1
8,85,1
7,167,1
11,225,1
6,54,1
12,352,1
9,539,1
7,214,1
11,99,1
8,290,1
7,52,1
7,126,1
9,1724,1
9,3043,1
10,253,1
11,366,1
10,123,1
8,53,1
8,878,1
8,73,1
4,16,1
10,442,1
8,8,1
8,489,1
27,4845,1
9,206,1
12,96,1
7,1053,1
5,44,1
9,244,1
9,356,1
10,56,1
7,247,1
5,59,1
7,77,1
33,2054,1
3,8,1
7,82,1
10,481,1
8,234,1
7,738,1
9,1441,1
16,3670,1
8,173,1
10,53,1
7,1081,1
7,223,1
5,12,1
7,210,1
9,263,1
7,50,1
10,341,1
8,57,1
8,112,1
7,56,1
8,348,1
7,123,1
8,56,1
8,98,1
8,205,1
5,159,1
15,1626,1
9,743,1
38,6053,1
25,4379,1
10,159,1
10,172,1
10,79,1
8,160,1
9,185,1
10,70,1
8,76,1
9,2164,1
8,377,1
8,372,1
6,493,1
13,1736,1
9,299,1
9,770,1
8,1003,1
9,206,1
10,1581,1
11,302,1
9,1633,1
8,43,1
9,603,1
9,619,1
7,129,1
10,207,1
12,556,1
5,35,1
10,1807,1
6,78,1
9,630,1
8,157,1
8,67,1
9,1363,1
10,120,1
11,2001,1
9,1033,1
8,71,1
9,326,1
10,1121,1
10,197,1
8,158,1
11,1752,1
10,155,1
12,1086,1
7,546,1
9,653,1
9,2887,1
8,283,1
8,310,1
36,4382,1
8,511,1
7,88,1
19,1606,1
7,77,1
5,70,1
8,56,1
7,230,1
8,104,1
7,242,1
9,315,1
7,1771,1
7,226,1
9,194,1
10,1945,1
8,85,1
3,709,1
6,55,1
10,71,1
9,61,1
8,217,1
8,1094,1
7,98,1
5,89,1
9,2102,1
7,372,1
8,89,1
9,271,1
8,150,1
5,67,1
7,422,1
5,54,1
17,3433,1
23,1126,1
9,821,1
13,3069,1
9,112,1
10,618,1
13,2318,1
6,132,1
11,1035,1
17,342,1
8,181,1
9,80,1
5,465,1
8,641,1
9,615,1
8,323,1
7,961,1
7,31,1
9,3224,1
5,48,1
5,38,1
14,3093,1
9,205,1
8,922,1
7,60,1
9,57,1
7,110,1
6,437,1
10,1014,1
5,45,1
10,3318,1
9,3457,1
5,7,1
13,2340,1
5,39,1
7,143,1
5,114,1
24,4413,1
6,36,1
11,854,1
9,250,1
9,101,1
15,558,1
74,8289,1
8,207,1
11,166,1
8,350,1
10,851,1
8,112,1
12,709,1
5,158,1
5,151,1
6,461,1
5,57,1
8,77,1
14,1248,1
9,276,1
9,1168,1
5,15,1
6,84,1
6,175,1
7,81,1
9,804,1
9,485,1
6,78,1
8,51,1
7,102,1
7,140,1
9,246,1
11,764,1
7,380,1
13,4191,1
7,111,1
8,38,1
7,20,1
7,10,1
8,182,1
9,306,1
11,102,1
7,645,1
7,42,1
7,74,1
10,1049,1
7,112,1
6,97,1
10,159,1
8,232,1
5,84,1
5,30,1
8,467,1
8,836,1
9,514,1
13,1934,1
10,3018,1
10,69,1
8,53,1
7,653,1
1,33,1
13,1039,1
10,249,1
8,200,1
5,30,1
7,105,1
9,346,1
8,95,1
7,130,1
5,90,1
16,769,1
7,257,1
7,124,1
8,911,1
10,204,1
4,373,1
7,174,1
16,3643,1
7,47,1
10,466,1
6,605,1
7,75,1
9,180,1
8,597,1
6,737,1
9,2491,1
7,95,1
11,428,1
9,494,1
27,2087,1
1,7,1
8,194,1
6,63,1
10,178,1
9,632,1
8,92,1
8,161,1
10,157,1
7,41,1
8,270,1
10,1050,1
25,3885,1
24,3609,1
5,35,1
5,10,1
11,198,1
8,64,1
6,438,1
8,86,1
10,753,1
9,1008,1
7,538,1
11,198,1
7,254,1
8,273,1
9,186,1
5,292,1
10,1026,1
5,402,1
28,4339,1
9,1027,1
7,777,1
9,129,1
8,1307,1
7,183,1
9,139,1
10,2157,1
10,323,1
11,2103,1
7,142,1
9,817,1
24,6134,1
24,4976,1
8,94,1
10,267,1
11,2271,1
25,11777,1
8,178,1
7,77,1
7,691,1
6,743,1
10,910,1
24,6072,1
10,436,1
9,253,1
9,65,1
6,28,1
10,332,1
6,133,1
10,294,1
11,177,1
8,309,1
8,157,1
2,70,1
9,146,1
9,309,1
11,393,1
4,668,1
11,129,1
9,679,1
7,104,1
5,52,1
9,261,1
6,155,1
7,54,1
9,223,1
10,224,1
7,63,1
10,160,1
9,153,1
7,354,1
9,575,1
16,2305,1
8,817,1
7,220,1
9,1597,1
7,90,1
8,1384,1
9,218,1
7,251,1
8,223,1
6,385,1
9,341,1
6,43,1
5,374,1
7,86,1
11,165,1
13,1251,1
14,3636,1
12,1028,1
8,187,1
9,513,1
7,577,1
8,233,1
9,126,1
12,2966,1
10,224,1
10,2114,1
7,459,1
5,35,1
7,547,1
10,273,1
7,1500,1
9,1260,1
9,3052,1
9,460,1
8,101,1
5,149,1
8,53,1
8,132,1
10,2126,1
5,375,1
10,995,1
8,326,1
6,157,1
8,391,1
5,129,1
5,50,1
7,46,1
10,784,1
6,82,1
8,95,1
10,1916,1
11,351,1
8,144,1
6,1041,1
8,111,1
9,690,1
11,708,1
6,107,1
7,777,1
8,653,1
8,38,1
9,567,1
9,333,1
10,84,1
5,160,1
7,42,1
5,140,1
5,15,1
5,162,1
6,537,1
7,183,1
11,308,1
9,343,1
11,256,1
5,71,1
9,1339,1
7,59,1
7,77,1
7,15,1
9,697,1
6,168,1
12,546,1
6,45,1
8,745,1
11,1230,1
10,171,1
10,80,1
1,22,1
4,337,1
9,820,1
7,175,1
11,75,1
6,109,1
11,800,1
4,19,1
10,360,1
12,604,1
9,546,1
8,276,1
8,549,1
11,678,1
7,82,1
10,1103,1
8,310,1
9,1738,1
6,131,1
10,281,1
9,632,1
9,1020,1
7,72,1
10,60,1
13,473,1
10,255,1
10,118,1
7,62,1
8,437,1
8,286,1
10,410,1
7,253,1
10,897,1
17,1101,1
5,345,1
8,291,1
7,182,1
6,52,1
7,190,1
11,272,1
6,250,1
10,71,1
8,582,1
8,960,1
13,331,1
7,206,1
12,132,1
9,302,1
9,71,1
9,787,1
7,313,1
9,1225,1
12,2687,1
10,2163,1
6,119,1
8,139,1
9,1230,1
10,170,1
12,1290,1
9,318,1
8,16,1
19,2164,1
7,89,1
7,65,1
8,1213,1
9,1059,1
5,26,1
9,153,1
11,40,1
9,327,1
6,44,1
9,1020,1
9,1724,1
11,511,1
8,112,1
5,142,1
5,278,1
9,2841,1
6,438,1
12,1625,1
9,92,1
9,772,1
26,5737,1
9,299,1
10,122,1
7,70,1
9,812,1
9,621,1
9,1047,1
8,202,1
7,109,1
4,48,1
8,88,1
10,188,1
10,473,1
19,498,1
7,92,1
9,355,1
10,406,1
9,250,1
7,692,1
11,561,1
6,75,1
11,914,1
6,63,1
14,2962,1
5,344,1
10,213,1
9,286,1
7,951,1
9,264,1
10,417,1
12,332,1
9,760,1
8,365,1
10,140,1
5,95,1
14,1904,1
7,176,1
7,135,1
4,32,1
7,110,1
11,2435,1
7,91,1
10,301,1
5,174,1
7,77,1
9,3167,1
11,2084,1
5,173,1
7,96,1
5,65,1
6,68,1
10,47,1
9,1097,1
5,61,1
39,8370,1
8,145,1
16,4316,1
8,738,1
8,31,1
8,320,1
11,200,1
7,94,1
11,88,1
9,1154,1
7,111,1
9,110,1
5,192,1
9,531,1
1,47,1
9,132,1
10,36,1
10,1767,1
24,4670,1
23,309,1
8,177,1
7,230,1
8,107,1
10,1510,1
9,97,1
11,106,1
6,110,1
25,6663,1
9,145,1
10,649,1
5,30,1
9,49,1
11,1152,1
9,225,1
1,263,1
1,40,1
7,206,1
10,142,1
10,93,1
11,41,1
8,255,1
5,7,1
5,61,1
8,248,1
8,173,1
7,73,1
8,155,1
7,54,1
9,126,1
7,43,1
9,515,1
3,7,1
10,268,1
10,656,1
9,146,1
4,36,1
7,196,1
10,949,1
7,46,1
9,918,1
10,217,1
9,283,1
6,135,1
9,287,1
8,382,1
11,718,1
1,47,1
13,3582,1
6,82,1
14,753,1
7,97,1
7,287,1
9,131,1
9,65,1
7,77,1
4,117,1
10,1746,1
10,713,1
8,184,1
7,154,1
7,111,1
9,231,1
7,102,1
12,743,1
8,1318,1
7,90,1
14,561,1
10,277,1
7,664,1
9,518,1
10,301,1
2,30,1
12,557,1
8,186,1
8,130,1
8,204,1
5,81,1
7,457,1
14,1013,1
7,83,1
8,501,1
12,1782,1
9,1307,1
7,40,1
10,174,1
22,1287,1
7,339,1
4,19,1
24,2048,1
5,36,1
8,214,1
8,61,1
7,321,1
7,166,1
7,83,1
10,840,1
10,1559,1
7,245,1
9,304,1
8,83,1
10,665,1
7,171,1
9,1288,1
9,41,1
8,86,1
5,113,1
5,17,1
7,39,1
10,1953,1
11,1444,1
8,176,1
7,77,1
7,186,1
10,284,1
7,16,1
10,575,1
13,3514,1
9,997,1
6,189,1
7,10,1
11,173,1
10,846,1
7,157,1
7,1495,1
9,617,1
7,80,1
9,1675,1
10,190,1
8,52,1
18,324,1
8,72,1
9,1725,1
14,2924,1
12,690,1
6,215,1
11,176,1
7,244,1
9,81,1
8,553,1
10,1390,1
8,254,1
8,179,1
6,36,1
8,128,1
9,524,1
7,75,1
7,133,1
13,1410,1
8,151,1
6,541,1
9,315,1
8,129,1
11,265,1
8,336,1
7,962,1
7,68,1
11,425,1
6,527,1
9,658,1
9,294,1
14,3224,1
10,145,1
10,281,1
7,686,1
7,610,1
11,1611,1
9,616,1
7,169,1
7,94,1
12,71,1
7,376,1
9,1165,1
8,416,1
8,2307,1
11,932,1
12,392,1
11,89,1
10,162,1
10,566,1
8,334,1
9,127,1
9,647,1
5,132,1
14,2378,1
9,669,1
7,1000,1
5,38,1
6,186,1
10,577,1
7,47,1
9,1455,1
6,41,1
10,1401,1
5,353,1
11,53,1
8,272,1
10,607,1
5,288,1
7,238,1
6,24,1
7,189,1
11,451,1
8,328,1
9,71,1
7,120,1
7,88,1
9,884,1
10,147,1
11,1951,1
8,100,1
11,396,1
7,79,1
7,91,1
9,342,1
3,8,1
7,437,1
7,38,1
9,349,1
6,222,1
8,66,1
7,310,1
9,569,1
10,1144,1
9,59,1
8,205,1
10,150,1
10,392,1
10,2097,1
13,1532,1
9,231,1
8,257,1
12,738,1
33,3627,1
20,271,1
10,738,1
7,97,1
12,2771,1
10,1317,1
7,200,1
14,3535,1
12,1818,1
8,128,1
10,174,1
9,1441,1
8,89,1
11,431,1
11,2361,1
6,90,1
7,200,1
8,200,1
8,465,1
11,82,1
4,56,1
10,204,1
8,1865,1
12,946,1
10,3194,1
10,332,1
10,147,1
6,596,1
6,33,1
13,3591,1
9,274,1
10,639,1
7,200,1
7,726,1
9,347,1
12,895,1
8,56,1
8,432,1
11,177,1
8,1615,1
6,68,1
8,260,1
9,2732,1
9,49,1
7,75,1
18,812,1
9,462,1
9,2419,1
9,1098,1
8,95,1
14,2147,1
5,169,1
4,38,1
6,117,1
8,208,1
8,53,1
9,211,1
9,311,1
12,215,1
7,37,1
7,102,1
8,56,1
9,691,1
7,643,1
11,909,1
10,1272,1
12,784,1
8,1088,1
5,69,1
7,342,1
3,245,1
7,119,1
8,291,1
7,688,1
8,834,1
9,820,1
24,4122,1
9,2425,1
7,828,1
7,490,1
8,514,1
6,23,1
1,25,1
5,73,1
8,288,1
7,476,1
8,246,1
7,106,1
9,1081,1
7,577,1
6,184,1
7,898,1
7,66,1
7,194,1
10,110,1
10,455,1
9,357,1
9,759,1
10,146,1
9,556,1
9,3257,1
7,51,1
13,1887,1
5,8,1
11,359,1
8,197,1
8,119,1
10,159,1
1,17,2
1,126,2
1,206,2
1,19,2
3,662,2
7,7,2
1,14,2
1,16,2
1,19,2
1,12,2
1,52,2
1,40,2
1,17,2
6,57,2
1,196,2
1,95,2
5,306,2
5,1100,2
1,87,2
1,28,2
21,31,2
1,65,2
1,131,2
4,212,2
1,11,2
3,108,2
2,15,2
3,242,2
1,18,2
2,125,2
1,8,2
2,70,2
1,172,2
2,638,2
1,117,2
2,278,2
1,71,2
1,14,2
1,106,2
1,23,2
1,14,2
1,20,2
1,81,2
1,28,2
1,136,2
2,17,2
1,35,2
1,10,2
37,37,2
11,262,2
1,42,2
2,77,2
1,22,2
1,14,2
1,42,2
1,51,2
1,48,2
7,98,2
17,5790,2
5,688,2
2,756,2
8,89,2
2,567,2
3,567,2
3,128,2
3,366,2
1,47,2
3,84,2
10,4890,2
1,279,2
2,325,2
1,14,2
1,78,2
1,18,2
1,45,2
1,235,2
2,667,2
1,193,2
1,28,2
