@relation page-blocks

@attribute Eccen numeric
@attribute Wb_trans numeric
@attribute Class {1,2,3,4,5}

@data
10,84,1
5.625,70,1
10.5,110,1
12.75,138,1
1.4,9,1
3.857,12,1
0.818,12,1
3,42,1
1.571,17,1
1.818,11,1
28.5,98,1
2.75,27,1
32.875,274,1
2.625,36,1
1,6,1
6.917,211,1
24.727,423,1
11,155,1
7.714,55,1
2.8,49,1
2,16,1
30.929,485,1
1.25,13,1
1.167,2,1
7.182,132,1
2.571,25,1
4.111,61,1
4,53,1
10.222,140,1
21,173,1
26.2,421,1
8.444,118,1
25.583,444,1
8.625,39,1
1.4,3,1
4.25,52,1
45,8,1
0.625,6,1
1,11,1
30.429,237,1
1.1,31,1
5,75,1
4.286,44,1
2.625,31,1
0.818,10,1
18.5,237,1
3,52,1
12.6,196,1
7,91,1
34.556,340,1
40,6,1
16.5,258,1
27.429,135,1
2,19,1
1,2,1
7.333,267,1
1.182,27,1
4.111,55,1
2.923,45,1
1.333,14,1
23.727,354,1
30.625,286,1
1.125,12,1
6,89,1
1.889,15,1
1.5,9,1
2.6,10,1
2.556,28,1
9.8,160,1
1.857,21,1
2,29,1
43.571,191,1
0.333,1,1
8.909,164,1
13.222,193,1
1.429,11,1
1.167,5,1
3.6,58,1
2.6,35,1
31.143,171,1
8.625,104,1
28.5,425,1
6.455,77,1
25.2,330,1
2.857,38,1
2.625,36,1
1.889,13,1
9,115,1
20.727,239,1
8.364,159,1
0.778,9,1
74.143,215,1
0.462,1,1
19.333,193,1
4.429,43,1
1.75,19,1
15,97,1
54.667,697,1
1.833,13,1
26.75,248,1
14.042,418,1
2.75,32,1
33,425,1
27.1,380,1
15,83,1
1.125,15,1
6.2,34,1
59.333,507,1
5.571,63,1
0.8,3,1
7.2,25,1
1,7,1
10.889,131,1
20.714,140,1
1.444,17,1
12.222,148,1
14.667,244,1
2.333,24,1
1.2,6,1
13.8,57,1
13.571,120,1
4,57,1
89,14,1
5.125,59,1
9,115,1
9.222,85,1
1.857,18,1
5.556,54,1
8.417,178,1
59.333,351,1
9.333,119,1
56.444,461,1
7.5,103,1
1.167,11,1
1,9,1
11.75,384,1
9.9,166,1
30.111,374,1
3.6,20,1
4.5,39,1
5.143,57,1
18.778,220,1
12.375,113,1
4.143,39,1
7.4,103,1
6.889,69,1
8.143,87,1
15.2,208,1
34,310,1
3.333,66,1
1.222,17,1
2.25,32,1
0.9,20,1
14.625,125,1
30.769,418,1
6.778,73,1
7.778,98,1
6.083,108,1
18.636,278,1
24.286,356,1
0.8,1,1
7.625,76,1
1.25,18,1
10,93,1
7,201,1
9.9,160,1
3.8,57,1
4.25,7,1
5.125,49,1
3.143,33,1
27.778,317,1
10.5,101,1
1.833,15,1
27.455,448,1
1.75,22,1
5.3,99,1
10.278,228,1
3.25,20,1
1.9,14,1
0.75,11,1
6.4,109,1
1.625,10,1
5.909,107,1
5.444,72,1
4.4,66,1
2.3,36,1
1.6,32,1
2.714,29,1
1.125,11,1
0.286,4,1
3,21,1
1.571,16,1
0.8,6,1
3.375,44,1
5.5,41,1
3.75,38,1
3.4,51,1
1.667,21,1
8.667,113,1
30,213,1
1.5,17,1
10.125,111,1
11.783,420,1
4.667,60,1
39.222,411,1
3.6,22,1
14.5,212,1
3.5,51,1
8.889,119,1
5.2,89,1
2.429,18,1
5.167,110,1
29.286,576,1
18.929,294,1
17.9,254,1
3.286,35,1
4.889,64,1
2,18,1
9.5,75,1
4.714,53,1
8.5,97,1
2.222,35,1
5.625,204,1
2.286,17,1
4.909,77,1
2.286,25,1
4.889,60,1
2.909,52,1
0.818,5,1
10.286,70,1
9.308,159,1
4.8,67,1
2.167,43,1
5.143,56,1
23.6,330,1
23.667,276,1
25.75,237,1
2.857,31,1
9.429,93,1
8.182,127,1
2.5,32,1
2.75,31,1
9.333,112,1
4.909,91,1
1.333,1,1
26.2,432,1
3.5,5,1
8.909,122,1
4.2,70,1
7.818,143,1
15.833,89,1
6.143,21,1
51,564,1
1.889,28,1
11.667,399,1
2.222,32,1
59.444,534,1
9.111,108,1
5.778,70,1
34.714,227,1
3.75,45,1
6.625,89,1
2.6,7,1
5.217,149,1
8.571,80,1
10.889,122,1
10.25,105,1
5.375,57,1
8.545,126,1
27.2,401,1
1.833,15,1
3.273,86,1
6,62,1
2.923,43,1
5,60,1
9.833,75,1
11,132,1
9.75,184,1
28.214,423,1
65.375,209,1
4.429,39,1
9.222,96,1
4.1,60,1
3,40,1
1.7,16,1
5.222,65,1
6.235,115,1
2.8,41,1
19.313,351,1
6.714,67,1
9.5,106,1
1.667,14,1
2.75,32,1
24.875,155,1
1.923,7,1
9.5,5,1
2.571,24,1
4.4,80,1
59.333,479,1
1.5,13,1
0.889,4,1
3.1,49,1
2.857,26,1
4.429,39,1
22.667,397,1
4.429,45,1
15.647,325,1
4.833,38,1
13.778,151,1
11.308,456,1
5.714,50,1
7.286,75,1
24.636,355,1
22.5,220,1
1.5,21,1
1.3,23,1
2,19,1
2.125,18,1
1.75,25,1
16.818,246,1
6.5,32,1
4.9,76,1
16,61,1
17.6,235,1
8.333,121,1
3.714,29,1
2.125,36,1
1.75,7,1
0.875,3,1
2.5,28,1
1,8,1
59.444,596,1
2.909,45,1
4.571,52,1
11,135,1
5.429,46,1
5.75,65,1
4.857,54,1
6.25,21,1
14.778,150,1
1.75,23,1
13.364,264,1
10.111,123,1
55.571,381,1
1.1,28,1
10.375,123,1
7,49,1
29.125,309,1
35.667,339,1
1.5,32,1
7,1,1
12.286,116,1
5.222,48,1
3.5,48,1
23.706,440,1
3.125,42,1
1.8,10,1
3.286,32,1
1.625,19,1
3,41,1
2,17,1
2.429,19,1
5.167,20,1
5.583,88,1
4.375,51,1
5.714,44,1
7.083,160,1
6,80,1
36.833,183,1
9.125,93,1
0.75,10,1
2.286,27,1
5.111,84,1
7.75,59,1
2.714,26,1
15.909,205,1
0.857,9,1
18.111,130,1
25.313,467,1
0.667,4,1
4.333,35,1
27.545,67,1
7.727,144,1
5.889,66,1
0.9,2,1
8.6,37,1
1.167,8,1
51.1,385,1
500,4,1
4.714,48,1
8.6,54,1
7.167,52,1
1.143,9,1
5.222,64,1
3.222,44,1
3,28,1
1.375,24,1
4.333,32,1
20,167,1
5.1,87,1
23.444,282,1
11.429,79,1
12,125,1
16,106,1
0.857,12,1
6.455,120,1
3.083,47,1
1.625,18,1
3.778,45,1
11.9,169,1
18.125,146,1
1.444,16,1
10,168,1
4.375,49,1
31.556,249,1
25.9,362,1
2.889,39,1
20.462,286,1
4.143,46,1
33.364,544,1
4.529,140,1
5.182,91,1
2.889,34,1
4.333,50,1
1.9,34,1
1.571,7,1
16.727,211,1
15.857,131,1
29.929,485,1
2,23,1
3.667,46,1
47,14,1
2,14,1
15.833,104,1
19.214,276,1
0.889,4,1
19.2,87,1
3.667,57,1
2.636,46,1
1.667,16,1
2.222,26,1
11.889,152,1
4,65,1
9.111,119,1
1.75,12,1
29.111,176,1
0.4,1,1
22,5,1
4.667,38,1
13.333,112,1
4,50,1
27.778,316,1
4.444,57,1
2.857,30,1
0.857,1,1
6.4,49,1
4,79,1
4.6,333,1
28.444,167,1
10.333,125,1
9,117,1
43.25,304,1
10.333,10,1
4.429,48,1
0.571,6,1
34.444,375,1
6.4,51,1
19,70,1
1.286,15,1
11.444,159,1
0.571,3,1
5.125,73,1
2.571,26,1
2.143,27,1
1.6,13,1
24.2,303,1
1.286,9,1
1.571,17,1
3.338,127,1
0.571,1,1
4.222,56,1
9.5,2,1
13.889,140,1
0.714,7,1
2.429,23,1
6.667,59,1
2.1,20,1
4.333,36,1
6.3,84,1
11.889,141,1
12.818,199,1
29.778,341,1
22.333,216,1
59.444,432,1
3.714,36,1
3.667,50,1
0.818,8,1
9.25,114,1
1.607,59,1
4.75,18,1
2.667,35,1
13,212,1
21.308,407,1
1.5,25,1
1,13,1
10.6,46,1
4.333,28,1
24,334,1
10.667,124,1
1.5,12,1
29.778,178,1
2.625,31,1
2.571,28,1
5.111,68,1
7.714,69,1
2,27,1
36.222,385,1
4.5,64,1
7.75,305,1
2.8,45,1
1.429,18,1
1.571,13,1
1.816,292,1
24.938,441,1
1,15,1
5.714,61,1
1,7,1
1.571,20,1
2.6,1,1
0.857,9,1
13.75,122,1
0.917,7,1
9.111,100,1
4.875,47,1
2,20,1
12.6,185,1
1.929,25,1
27.889,317,1
1.714,18,1
2.286,14,1
8.875,92,1
3.286,11,1
15.833,73,1
3.714,36,1
17.182,256,1
15.5,231,1
3.875,48,1
3.286,35,1
1.727,41,1
2.571,23,1
4.75,55,1
8.875,95,1
8.125,90,1
1.833,20,1
4.5,9,1
1.222,24,1
5.455,105,1
42,15,1
4.889,53,1
0.75,9,1
4.857,44,1
8.625,82,1
1.125,15,1
10.929,183,1
1.857,23,1
8.6,55,1
25.6,322,1
13.143,63,1
2.714,22,1
2.571,21,1
1.875,19,1
59.556,320,1
0.5,8,1
8.12,279,1
3.875,55,1
2.833,25,1
3.333,24,1
1.125,15,1
1,3,1
1.143,13,1
6.143,64,1
5,38,1
6.714,66,1
2,23,1
11.64,455,1
2.286,19,1
6.909,102,1
20,100,1
3.4,26,1
2.714,27,1
26.875,239,1
8.556,93,1
22.8,316,1
1.75,22,1
2.429,23,1
3.5,22,1
10.25,99,1
2.125,24,1
8.444,106,1
2,24,1
3.556,93,1
0.667,3,1
39.8,557,1
6.75,87,1
2.4,7,1
56.556,328,1
0.6,3,1
0.684,35,1
21.846,405,1
7.667,122,1
4.5,7,1
13.5,182,1
50.8,372,1
8.182,101,1
1.889,25,1
7.125,68,1
5.444,77,1
4,55,1
56.111,654,1
2.375,32,1
9.7,165,1
4.778,55,1
25.625,450,1
0.25,1,1
24.444,316,1
1.167,8,1
11.8,162,1
7.5,87,1
8.625,106,1
2.75,37,1
7,89,1
4,46,1
2.222,35,1
4.833,42,1
3.556,69,1
39.875,353,1
8.273,123,1
3.889,29,1
4.6,77,1
2.75,38,1
7.9,128,1
2.6,14,1
7.75,69,1
2.857,26,1
3,36,1
2.125,22,1
1,16,1
3.714,29,1
9,91,1
20.588,414,1
36.778,308,1
5.091,77,1
24.429,154,1
4,71,1
2.7,28,1
27.667,306,1
18.667,214,1
2,21,1
31.167,168,1
2,12,1
5,50,1
10.333,122,1
27.778,320,1
4.778,59,1
7.75,74,1
20,225,1
2,18,1
8.5,96,1
2.875,32,1
6.2,18,1
2.3,31,1
5.286,43,1
13.667,153,1
3.9,48,1
19.6,85,1
9.222,96,1
5.857,43,1
4.143,37,1
1.429,13,1
1,21,1
12.667,108,1
12.25,122,1
1.857,21,1
30.667,195,1
4.714,54,1
1.714,21,1
3.556,57,1
19.7,228,1
23.125,199,1
3.167,25,1
1.25,17,1
4.889,67,1
1.333,29,1
2.167,6,1
25.8,325,1
5.5,26,1
2,36,1
1.1,10,1
22.846,318,1
8,36,1
1.25,16,1
18.84,678,1
1.286,14,1
59.222,596,1
3,1,1
3.5,43,1
7.2,116,1
4.429,41,1
8,102,1
10.333,228,1
1.667,16,1
5.222,56,1
2.444,26,1
2.444,16,1
25,307,1
2.571,23,1
3.3,46,1
25.429,213,1
0.667,2,1
5.154,74,1
4.429,40,1
5.455,91,1
34.714,230,1
2.667,53,1
40,3,1
41,409,1
3.167,26,1
3.625,30,1
0.455,3,1
1.125,15,1
8.6,61,1
0.625,7,1
27.231,398,1
30.636,296,1
1.286,10,1
7.909,128,1
15.4,192,1
6.667,37,1
4.429,27,1
30.714,253,1
3.4,71,1
1.8,14,1
12.875,390,1
43.833,177,1
1.125,15,1
6.7,94,1
3.182,70,1
4.833,37,1
1.2,18,1
7.48,303,1
2.25,10,1
9.375,106,1
18.615,312,1
3.5,40,1
19.364,317,1
12.111,151,1
1.625,8,1
8,87,1
2.833,18,1
8.333,49,1
5,68,1
2.5,30,1
4,36,1
5.5,59,1
1.571,21,1
4,51,1
3.222,46,1
0.647,6,1
4.857,50,1
4.444,49,1
31.7,298,1
3.125,41,1
2.091,18,1
14.1,148,1
3.3,63,1
3.4,66,1
3.091,49,1
22.571,198,1
1.625,25,1
6.4,46,1
28.846,521,1
1.571,20,1
6.385,115,1
2.929,70,1
12.286,105,1
3.2,12,1
2,10,1
10.4,40,1
29.667,307,1
2.8,18,1
2.273,46,1
4,56,1
7.429,81,1
1.714,12,1
2.429,10,1
0.667,5,1
2.375,31,1
8.333,50,1
3.818,68,1
17.889,164,1
2.167,7,1
19.375,202,1
2.8,45,1
3.926,137,1
5.182,73,1
1.222,13,1
30.3,410,1
34.364,465,1
5.222,59,1
16,120,1
41.417,731,1
2.222,28,1
1.143,13,1
1.143,9,1
9.333,93,1
9.111,124,1
40,15,1
1.3,25,1
1.5,1,1
9.778,131,1
41.5,752,1
5.111,75,1
0.6,1,1
5.9,88,1
1.5,21,1
6.818,107,1
30.25,228,1
1,11,1
27.917,348,1
29.111,356,1
8.4,142,1
9.182,173,1
1.889,11,1
3,39,1
1.571,20,1
3.143,98,1
7,149,1
5.444,69,1
1.571,20,1
2.714,12,1
2,20,1
2.625,29,1
1.333,26,1
15,183,1
5.625,19,1
20.25,149,1
4.071,49,1
3.25,35,1
2.364,37,1
141.33,5,1
10.286,110,1
19.2,70,1
5.167,161,1
0.818,6,1
1.6,16,1
7.571,22,1
23.8,295,1
33.222,274,1
5.75,98,1
5,62,1
2.071,35,1
2.857,24,1
2,29,1
2.25,13,1
4.25,52,1
25.778,326,1
3.286,38,1
4.444,61,1
2,19,1
20.111,216,1
10.625,111,1
1.5,20,1
59.444,654,1
2.5,5,1
5.375,52,1
1.6,9,1
11.429,74,1
2.875,31,1
4.125,43,1
0.75,5,1
2.364,42,1
4.625,53,1
2.5,10,1
0.619,20,1
2.286,30,1
9.857,71,1
19.6,330,1
10.375,104,1
47.4,585,1
1.5,21,1
1.429,15,1
2.4,6,1
16,100,1
2.5,21,1
6.167,39,1
4.857,53,1
3,43,1
4,58,1
3.857,40,1
16,81,1
2.2,34,1
0.556,3,1
24.9,326,1
4.571,55,1
5.375,61,1
0.9,5,1
4.091,66,1
0.667,2,1
2.286,14,1
1.8,28,1
24.727,352,1
8.75,93,1
2.556,33,1
1.167,4,1
10.111,71,1
0.5,1,1
5.444,73,1
29.778,258,1
7.111,44,1
8.909,138,1
32.778,354,1
18.5,180,1
16.167,94,1
6.091,67,1
9.25,108,1
5.444,83,1
17.429,139,1
1.7,11,1
12,120,1
5.571,24,1
9.833,166,1
27.2,382,1
27.1,333,1
16.286,114,1
0.625,9,1
2.125,27,1
5.625,158,1
2.714,44,1
5.714,64,1
2,14,1
57.556,360,1
4.857,47,1
4.429,51,1
1.125,14,1
1.9,17,1
8.75,112,1
5,44,1
4.125,52,1
60,11,1
25.1,293,1
70,13,1
2.167,39,1
17.7,261,1
1.625,20,1
10,172,1
59.444,470,1
1.143,5,1
1.2,22,1
5.111,63,1
12,2,1
3.75,49,1
0.4,1,1
2.923,42,1
2.909,56,1
11.545,166,1
1.571,13,1
1.875,19,1
3.889,48,1
56.778,530,1
0.727,9,1
6.5,77,1
8.875,95,1
1,18,1
5,68,1
8.714,70,1
4.5,65,1
7.8,21,1
4.556,69,1
12.286,109,1
29.3,397,1
2.5,13,1
5.333,79,1
26.444,285,1
6.083,105,1
1.5,23,1
1.571,16,1
3,5,1
4.333,61,1
6.25,73,1
26.1,321,1
2.167,14,1
28.778,370,1
7.571,53,1
0.667,10,1
53.4,548,1
1.6,26,1
2.125,21,1
2.9,42,1
10.375,108,1
4.667,35,1
2,23,1
59.444,573,1
3.167,20,1
2.167,16,1
4.667,5,1
2.889,48,1
13.111,164,1
2.222,12,1
3.833,22,1
26.2,344,1
11,33,1
5.625,54,1
2,20,1
1.556,12,1
37.25,278,1
1.778,27,1
6.6,93,1
9.875,112,1
1.286,12,1
2.857,30,1
2,30,1
27.778,314,1
7.889,102,1
3.714,47,1
2.167,8,1
8.375,91,1
4.125,52,1
3,28,1
28.385,398,1
9.5,102,1
5.6,31,1
2.5,39,1
1.424,22,1
10.5,145,1
59.444,422,1
11.438,251,1
10.333,131,1
1.412,37,1
11.286,88,1
39.364,460,1
0.6,10,1
5.75,107,1
14.833,99,1
59.444,555,1
29.778,351,1
3.125,35,1
3,27,1
1.125,11,1
30.071,466,1
50.8,527,1
5.2,27,1
8.727,81,1
38.111,401,1
17.778,196,1
25.25,276,1
5.778,86,1
10.25,126,1
4.071,49,1
6,88,1
31.857,229,1
9.375,105,1
3.429,28,1
0.875,11,1
2.6,21,1
34.667,19,1
13.1,217,1
5.375,69,1
5.625,58,1
2.286,14,1
31.917,485,1
22.882,455,1
10,146,1
14.667,149,1
12.625,137,1
3.625,39,1
5.444,86,1
3.125,41,1
0.5,7,1
51.1,575,1
1.429,13,1
16.778,178,1
0.818,6,1
10.727,167,1
9.111,111,1
14,163,1
2.73,432,1
5.8,29,1
2.3,30,1
0.75,6,1
3.857,33,1
1.286,13,1
8.889,119,1
33.875,364,1
2.2,29,1
3.571,27,1
2,15,1
7.9,117,1
4.111,64,1
1.167,6,1
3,21,1
2.167,14,1
34.167,645,1
38.625,325,1
3.429,32,1
7.8,31,1
34.25,244,1
35,6,1
2.429,27,1
7.111,95,1
16.25,29,1
3.4,17,1
52,12,1
1.5,22,1
1.857,11,1
2.5,44,1
1.5,8,1
8.6,151,1
0.75,14,1
10.143,84,1
8.154,178,1
2.091,30,1
10,139,1
5.857,44,1
35.4,117,1
1,1,1
19,108,1
0.571,2,1
4.75,61,1
0.583,5,1
2.857,21,1
5.429,60,1
4.125,50,1
5,54,1
1.273,28,1
13.636,149,1
7.667,41,1
3.375,22,1
0.727,10,1
9.75,176,1
1.5,21,1
3.909,64,1
3.375,45,1
16.5,181,1
4,42,1
8,122,1
6,93,1
6.667,52,1
3.875,46,1
8.7,146,1
16.13,477,1
3.625,43,1
1.8,27,1
11.6,178,1
11.833,43,1
6.222,77,1
28.667,175,1
3.5,40,1
4.375,61,1
5.25,67,1
6.75,53,1
5.429,46,1
7.818,140,1
4,38,1
6.3,86,1
12.5,195,1
0.875,9,1
3.375,45,1
4.667,56,1
7,142,1
22.667,404,1
1.167,10,1
3.125,38,1
16.5,123,1
3.5,9,1
7,77,1
1.889,13,1
12.875,129,1
0.8,6,1
24.333,156,1
2.333,32,1
1.571,20,1
3.75,4,1
2,14,1
30.889,345,1
4.857,42,1
0.429,3,1
18.75,154,1
2.2,12,1
3.714,42,1
4.75,21,1
0.636,10,1
2.125,9,1
2.286,28,1
4.167,35,1
1.375,17,1
4.3,61,1
7.5,141,1
3.333,51,1
3.6,55,1
9.375,100,1
4.7,70,1
7.167,30,1
3.3,60,1
3.778,47,1
8.286,35,1
2.9,45,1
9.364,123,1
13.556,144,1
4,59,1
2.375,22,1
8.625,90,1
27.583,431,1
6,67,1
31.6,422,1
7.111,88,1
6.222,80,1
16.2,97,1
26,396,1
15.9,192,1
8.9,69,1
18.444,195,1
19.444,221,1
1.625,10,1
0.727,15,1
15.462,235,1
8,78,1
3.25,39,1
3.778,44,1
1.143,64,1
1.857,17,1
6.571,51,1
1.143,13,1
3.111,43,1
4.714,53,1
21.417,291,1
8,19,1
2.4,12,1
10,67,1
2.5,39,1
5.647,116,1
16.667,183,1
1.25,16,1
5.917,87,1
8.889,122,1
7.111,84,1
12.625,139,1
4.222,49,1
18.6,267,1
2.75,27,1
4.9,93,1
0.8,1,1
0.667,5,1
0.479,119,1
6.143,52,1
4.071,48,1
1.25,11,1
23.5,14,1
1.5,26,1
1.8,22,1
32.625,340,1
7.667,94,1
14.091,210,1
1.833,15,1
20.143,135,1
6,27,1
3.375,21,1
2,18,1
22.273,365,1
51,612,1
3.4,11,1
1.75,9,1
11.893,718,1
0.857,9,1
26,196,1
1.25,14,1
3,42,1
2.909,63,1
7.8,48,1
4.375,64,1
40.6,187,1
9.067,174,1
1.3,6,1
10.25,97,1
5.7,79,1
7.375,272,1
2.875,36,1
7.75,81,1
8.067,145,1
2.222,27,1
6.2,36,1
5.429,58,1
2.625,37,1
5.636,92,1
0.375,5,1
6.5,39,1
16.5,178,1
7.636,131,1
19,191,1
2.167,15,1
10.778,162,1
11.692,220,1
1.5,20,1
7.333,57,1
1.091,27,1
4.2,60,1
22.818,334,1
3.25,44,1
8.5,57,1
10.818,177,1
2,28,1
4,57,1
6.625,87,1
10.167,166,1
2.222,33,1
0.583,9,1
2.25,25,1
8.889,115,1
5.444,86,1
9.091,158,1
1.2,22,1
4.8,60,1
2,13,1
4.818,38,1
13,199,1
15.875,161,1
9.5,63,1
7,84,1
2,1,1
12,63,1
23.6,63,1
4.125,39,1
0.647,8,1
63.25,93,1
27.222,254,1
2,16,1
6.143,56,1
1.5,18,1
2.333,22,1
1.6,28,1
4.5,65,1
0.636,1,1
56.444,579,1
12.231,177,1
12.2,171,1
1.6,14,1
24.727,428,1
8.3,120,1
16.727,213,1
4.9,86,1
0.889,2,1
0.111,1,1
2.714,28,1
1.875,24,1
2.556,41,1
8.333,79,1
3.125,33,1
22.471,431,1
4.1,69,1
3.7,41,1
30.143,624,1
4.571,47,1
1,1,1
59.556,662,1
3.75,41,1
5.286,54,1
3.2,58,1
2.5,4,1
10.462,160,1
5.667,58,1
7.286,77,1
18.5,198,1
4,73,1
0.125,1,1
27.933,482,1
5,51,1
4,27,1
4.111,60,1
1.75,18,1
10.375,120,1
2.333,23,1
6.286,53,1
14.444,210,1
7.6,57,1
21.667,144,1
5.4,13,1
5.857,57,1
24.125,246,1
1,10,1
2.333,20,1
1.9,32,1
2.143,20,1
1.2,8,1
5.455,835,1
1.833,13,1
59.444,469,1
9,79,1
1.9,9,1
11.778,150,1
1.8,14,1
12,2,1
1.5,18,1
37.429,218,1
21.571,61,1
27.571,203,1
16.636,208,1
1.143,8,1
4.625,50,1
9.9,136,1
1.571,19,1
2.364,42,1
26.2,391,1
7.083,90,1
1.571,20,1
2,19,1
4.111,46,1
24.727,431,1
16.2,176,1
5.857,44,1
1.5,25,1
9.8,154,1
4,43,1
1.75,19,1
20.538,286,1
5,62,1
8.333,49,1
9.455,168,1
5.333,39,1
2,25,1
0.75,6,1
3.667,54,1
7.75,85,1
51.1,532,1
6.556,91,1
8,56,1
0.875,10,1
2.857,29,1
31.667,358,1
2.714,41,1
9.111,96,1
8.444,114,1
0.8,3,1
8.667,170,1
1,13,1
2.556,28,1
4.286,48,1
1.333,22,1
11.429,41,1
3.571,35,1
9.455,152,1
0.667,7,1
1.167,7,1
14,455,1
3.125,40,1
25.556,314,1
21.286,247,1
2.571,7,1
4.875,55,1
4.714,56,1
7.375,268,1
5,43,1
22.385,403,1
7.375,31,1
3,10,1
2.875,45,1
17.3,102,1
1.222,10,1
1.286,13,1
1.294,34,1
0.9,6,1
19.7,258,1
29.071,443,1
3.75,34,1
6.625,80,1
1.833,16,1
4.556,58,1
6.111,71,1
2.111,29,1
54.222,254,1
56.667,506,1
0.818,3,1
1.125,12,1
3.222,33,1
7.818,138,1
21.063,387,1
1.167,6,1
1.75,18,1
2.091,32,1
10.75,187,1
15.7,222,1
16.625,162,1
59.444,561,1
1.286,12,1
28.875,257,1
0.727,1,1
3.889,60,1
1.412,34,1
4.429,48,1
4.222,68,1
1.143,13,1
7.636,110,1
1,3,1
7.8,38,1
1.2,5,1
1,1,1
6.875,77,1
3.875,44,1
5.917,70,1
5.714,47,1
3.3,45,1
14.125,135,1
4.778,59,1
2.833,14,1
3.667,68,1
14.167,86,1
1.875,23,1
2.167,6,1
3.4,56,1
1.4,8,1
22.091,223,1
11.313,227,1
1.571,7,1
9.143,76,1
31.429,632,1
2.833,18,1
24,203,1
8,97,1
1,4,1
3.667,67,1
11.889,166,1
17.571,138,1
1.818,14,1
2.714,32,1
3,48,1
1.714,19,1
1.909,17,1
26.2,399,1
2.2,29,1
2,31,1
3.333,46,1
27.9,389,1
0.727,8,1
20.556,227,1
25.889,274,1
24.143,154,1
31,6,1
5.4,29,1
4.7,76,1
6,55,1
4,3,1
2,17,1
2,23,1
32.7,450,1
2.1,33,1
4.4,72,1
30.222,365,1
2.333,18,1
5.7,61,1
2.6,11,1
4.7,72,1
1.571,15,1
3.1,28,1
2.857,27,1
8.875,102,1
14.111,154,1
2,31,1
4.75,46,1
0.444,2,1
1.714,19,1
23.5,401,1
10.615,108,1
22.875,202,1
11.75,119,1
7.5,119,1
28.667,313,1
2,16,1
2,25,1
4.714,50,1
1.556,17,1
1.556,17,1
5.222,57,1
16.667,134,1
5.3,89,1
2.333,21,1
5.3,87,1
26,204,1
2.571,28,1
2.889,40,1
32.571,175,1
1.167,8,1
1,14,1
9.111,87,1
23.818,391,1
5.25,60,1
4.714,51,1
5.3,88,1
0.556,6,1
5,59,1
3,48,1
21.556,238,1
8.857,64,1
3.857,34,1
3.667,9,1
4.429,41,1
4.111,50,1
26,412,1
2.333,21,1
2.167,17,1
9.8,167,1
1.3,17,1
4.889,55,1
30.111,382,1
3.091,49,1
10.571,91,1
11.6,22,1
9.5,5,1
1,14,1
37.462,745,1
14,186,1
7.875,89,1
1.571,18,1
6.1,110,1
9.667,82,1
2.75,37,1
2.7,39,1
0.857,3,1
8.583,171,1
49.75,521,1
5.208,129,1
10.8,174,1
16.875,116,1
8.5,171,1
104,19,1
1.4,11,1
0.727,8,1
2.5,32,1
4.333,40,1
5.125,48,1
7.5,69,1
27.1,362,1
6.25,44,1
1.875,28,1
8.778,111,1
14.636,191,1
1.5,18,1
21.5,408,1
1,9,1
14,120,1
27.286,247,1
7.444,75,1
23.727,381,1
31.308,609,1
21.063,377,1
1.5,20,1
2.2,35,1
3,31,1
1.2,4,1
21.857,182,1
1.167,7,1
2,23,1
6.625,218,1
25.6,327,1
4.1,68,1
50.6,564,1
3.25,43,1
3.7,41,1
2.111,14,1
2,16,1
4.25,56,1
6,67,1
1.75,1,1
3.7,66,1
1.9,14,1
2.143,22,1
59.222,612,1
6.12,470,1
4,31,1
10.111,119,1
10.25,98,1
28.625,196,1
10.579,439,1
5.75,73,1
22.438,399,1
0.909,23,1
5.125,77,1
2.143,24,1
3.778,57,1
27.1,381,1
5.167,35,1
0.5,4,1
16.833,129,1
30.25,195,1
12.111,129,1
29.692,657,1
18.8,77,1
9,116,1
10,159,1
9.286,95,1
11.556,137,1
12,137,1
2.6,7,1
2.111,33,1
22.5,230,1
15.75,149,1
43.25,339,1
3.5,58,1
4,31,1
6.667,42,1
1.2,5,1
1.333,7,1
5.5,70,1
3.286,31,1
0.667,7,1
2.571,8,1
11.333,128,1
6.111,91,1
7.727,135,1
8.4,121,1
16.818,310,1
22.929,345,1
1.875,26,1
10.727,124,1
5.375,81,1
1.571,16,1
3.889,58,1
7.4,306,1
17.727,256,1
2.625,31,1
15.667,65,1
5.429,55,1
12.5,113,1
2.143,28,1
2.333,35,1
2,18,1
19.111,225,1
1.25,14,1
2.125,21,1
11.444,134,1
3.75,38,1
5.286,43,1
4.5,11,1
2.8,14,1
11.941,225,1
41.667,646,1
3.5,30,1
2.8,14,1
1.5,16,1
1.3,17,1
9.8,167,1
17.25,57,1
25.643,405,1
8.444,126,1
0.875,11,1
0.667,2,1
4.667,65,1
0.75,8,1
1.875,21,1
3.8,28,1
24.636,371,1
2.125,19,1
5.714,66,1
14.8,258,1
2,27,1
0.667,8,1
11.667,144,1
1.5,21,1
1.333,1,1
11.68,461,1
5.625,57,1
1.818,19,1
1.833,10,1
0.333,1,1
1.091,16,1
20.444,251,1
4,20,1
29,8,1
40,7,1
24.75,83,1
16,83,1
1.5,23,1
0.667,10,1
4.667,85,1
12,134,1
10,147,1
17.333,31,1
5.222,77,1
0.857,7,1
2.444,40,1
2.429,26,1
20.333,252,1
33.6,415,1
2.429,27,1
30,279,1
0.75,8,1
2.333,21,1
5.1,86,1
0.571,4,1
6.833,44,1
10.778,157,1
20.667,255,1
