@relation page-blocks

@attribute Lenght numeric
@attribute Eccen numeric
@attribute Class {1,2,3,4,5}

@data
186,20.667,1
26,4.333,1
71,2.84,1
135,15,1
31,3.875,1
41,5.857,1
6,0.667,1
29,3.625,1
159,15.9,1
42,3.818,1
31,6.2,1
51,5.1,1
1,0.111,1
185,10.278,1
90,10,1
97,13.857,1
8,1.6,1
26,3.25,1
102,11.333,1
20,2.857,1
19,2.111,1
11,1,1
18,2.571,1
271,27.1,1
18,2.571,1
34,3.778,1
45,5.625,1
10,1.25,1
34,3.778,1
47,47,1
35,3.5,1
19,1.118,1
13,1.182,1
43,5.375,1
19,1.9,1
43,4.778,1
23,2.091,1
38,3.8,1
79,7.182,1
80,6.154,1
23,3.286,1
45,5.625,1
468,19.5,1
10,1.429,1
59,9.833,1
279,139.5,1
17,2.429,1
37,4.111,1
63,5.727,1
12,1.2,1
99,9,1
29,3.222,1
50,4.545,1
17,1.889,1
8,0.8,1
222,24.667,1
94,9.4,1
47,6.714,1
13,1.857,1
46,6.571,1
83,9.222,1
335,27.917,1
29,2.636,1
29,3.625,1
40,4.444,1
98,9.8,1
17,2.429,1
25,2.5,1
19,1.9,1
85,7.727,1
9,0.818,1
4,0.571,1
12,1.5,1
185,23.125,1
9,1.5,1
14,2,1
18,2.571,1
61,6.1,1
35,4.375,1
33,5.5,1
11,1.571,1
32,1.6,1
12,1.333,1
13,1.857,1
129,16.125,1
44,3.143,1
176,17.6,1
38,5.429,1
4,0.571,1
17,3.4,1
231,28.875,1
12,1.091,1
343,49,1
5,1,1
20,2.857,1
29,5.8,1
14,2.8,1
6,0.75,1
8,1.6,1
108,12,1
12,1.5,1
68,7.556,1
58,7.25,1
302,37.75,1
488,54.222,1
43,3.583,1
11,1.375,1
61,7.625,1
37,3.7,1
21,2.1,1
44,4.4,1
39,4.875,1
17,2.833,1
12,1.714,1
405,25.313,1
163,18.111,1
9,0.818,1
43,5.375,1
102,9.273,1
11,1.571,1
190,27.143,1
14,2,1
21,3,1
99,11,1
262,26.2,1
44,7.333,1
12,1.333,1
37,4.111,1
250,27.778,1
21,3,1
101,8.417,1
13,2.167,1
82,13.667,1
84,3.5,1
27,5.4,1
4,1.333,1
35,5,1
25,3.125,1
508,56.444,1
20,1.818,1
399,24.938,1
3,1,1
46,5.75,1
42,6,1
84,9.333,1
8,0.667,1
7,0.875,1
9,1,1
29,5.8,1
153,17,1
23,3.286,1
17,2.125,1
130,6.842,1
35,5,1
3,1,1
272,27.2,1
56,8,1
98,8.909,1
12,1.714,1
11,1.833,1
155,19.375,1
85,7.083,1
127,3.342,1
535,59.444,1
34,3.4,1
103,14.714,1
337,30.636,1
34,4.857,1
18,3.6,1
41,5.857,1
9,0.9,1
11,1.833,1
36,4.5,1
7,1,1
9,1.5,1
46,6.571,1
29,2.636,1
356,23.733,1
49,4.9,1
126,15.75,1
71,5.917,1
28,3.5,1
390,27.857,1
71,6.455,1
48,6,1
325,32.5,1
19,1.9,1
19,2.714,1
12,1.5,1
12,1.2,1
97,10.778,1
36,5.143,1
272,30.222,1
111,15.857,1
34,6.8,1
51,8.5,1
70,8.75,1
7,7,1
37,2.846,1
15,1.875,1
25,2.5,1
85,9.444,1
8,2,1
265,18.929,1
8,0.889,1
183,18.3,1
16,2,1
14,2,1
511,46.455,1
23,2.875,1
97,16.167,1
8,1,1
101,9.182,1
90,11.25,1
32,3.556,1
152,19,1
321,35.667,1
24,3,1
20,2.857,1
233,29.125,1
272,34,1
535,66.875,1
155,15.5,1
331,27.583,1
85,8.5,1
34,2.429,1
8,0.889,1
43,3.909,1
82,9.111,1
49,5.444,1
118,10.727,1
17,2.125,1
70,8.75,1
9,0.818,1
71,5.917,1
86,12.286,1
141,17.625,1
16,1.6,1
100,9.091,1
175,21.875,1
30,3.75,1
51,6.375,1
48,6,1
99,11,1
58,11.6,1
275,30.556,1
271,27.1,1
44,4.889,1
45,5,1
21,2.625,1
534,59.333,1
11,2.2,1
29,2.9,1
181,20.111,1
148,16.444,1
115,16.429,1
7,0.778,1
96,16,1
10,1.25,1
81,8.1,1
38,5.429,1
135,10.385,1
110,15.714,1
30,3.75,1
35,3.889,1
26,3.714,1
19,2.111,1
412,29.429,1
33,4.714,1
12,3,1
74,7.4,1
24,3,1
91,10.111,1
250,27.778,1
154,14,1
27,2.7,1
9,1,1
180,5.455,1
53,6.625,1
200,200,1
263,43.833,1
24,4,1
106,11.778,1
16,2.667,1
9,1,1
55,6.111,1
92,4,1
29,1.933,1
6,1,1
82,9.111,1
510,56.667,1
44,4.889,1
292,29.2,1
415,25.938,1
30,2.727,1
96,4,1
143,20.429,1
91,10.111,1
127,15.875,1
116,16.571,1
12,1.5,1
54,6.75,1
25,3.125,1
9,1.286,1
26,2.364,1
29,4.833,1
96,10.667,1
146,13.273,1
127,14.111,1
171,24.429,1
14,2.8,1
32,4,1
19,3.8,1
52,26,1
19,2.375,1
424,141.33,1
19,2.714,1
20,2.857,1
121,13.444,1
20,2.857,1
471,19.625,1
73,8.111,1
158,22.571,1
13,1.857,1
26,2.889,1
30,3.75,1
152,15.2,1
9,1,1
331,36.778,1
17,3.4,1
82,16.4,1
19,2.714,1
17,2.125,1
153,21.857,1
102,9.273,1
30,4.286,1
8,1.333,1
10,1.25,1
8,1,1
56,6.222,1
24,2.667,1
34,2,1
13,1.625,1
9,1,1
82,2.929,1
102,8.5,1
52,6.5,1
46,5.75,1
170,7.083,1
98,9.8,1
36,5.143,1
26,2.6,1
230,19.167,1
7,1.167,1
245,3.182,1
23,4.6,1
44,5.5,1
20,2.5,1
33,3.667,1
14,1.75,1
293,29.3,1
535,59.444,1
54,7.714,1
409,31.462,1
238,26.444,1
11,1.571,1
29,4.143,1
85,12.143,1
61,4.067,1
37,2.846,1
12,1.714,1
51,5.1,1
45,45,1
242,30.25,1
31,4.429,1
22,3.667,1
311,23.923,1
3,0.6,1
154,10.267,1
44,6.286,1
11,2.2,1
72,6.545,1
67,5.583,1
84,8.4,1
71,5.917,1
45,6.429,1
12,1.714,1
27,3.857,1
126,15.75,1
71,3.227,1
271,30.111,1
23,3.286,1
166,18.444,1
44,4.889,1
47,5.222,1
51,5.1,1
8,1,1
168,24,1
83,10.375,1
5,1,1
57,0.95,1
123,11.182,1
16,2,1
26,4.333,1
33,4.714,1
49,7,1
18,3,1
92,10.222,1
6,0.75,1
42,6,1
14,2,1
31,5.167,1
50,4.167,1
48,4.8,1
32,2.909,1
19,2.111,1
19,2.714,1
39,4.875,1
40,4,1
10,1.429,1
120,13.333,1
178,7.12,1
18,2.571,1
97,8.818,1
7,0.7,1
29,3.222,1
22,2.2,1
510,51,1
25,2.5,1
32,4,1
7,0.875,1
118,16.857,1
31,4.429,1
41,4.1,1
23,4.6,1
12,1.714,1
285,23.75,1
18,1.8,1
33,4.714,1
103,17.167,1
31,4.429,1
185,13.214,1
9,1.286,1
22,2.444,1
67,5.583,1
46,5.111,1
16,2,1
37,4.111,1
120,5.217,1
511,51.1,1
4,0.571,1
36,3.273,1
83,9.222,1
7,1,1
17,2.429,1
187,7.48,1
62,6.889,1
7,1.167,1
24,2.182,1
39,7.8,1
23,2.875,1
9,1.125,1
34,4.25,1
135,5.625,1
33,4.125,1
15,1.875,1
61,8.714,1
21,2.333,1
18,2.25,1
271,30.111,1
50,7.143,1
35,3.5,1
8,1,1
352,22,1
8,1,1
36,4,1
536,59.556,1
71,6.455,1
11,1.571,1
38,5.429,1
205,12.813,1
23,3.286,1
72,9,1
27,2.7,1
15,1.875,1
41,4.556,1
43,4.778,1
3,0.6,1
12,1.2,1
4,0.571,1
75,8.333,1
101,11.222,1
126,12.6,1
257,21.417,1
33,6.6,1
7,1.4,1
40,5.714,1
7,1,1
268,26.8,1
20,3.333,1
18,3.6,1
9,1.125,1
7,0.778,1
46,6.571,1
46,7.667,1
88,8.8,1
262,26.2,1
111,12.333,1
12,1.5,1
8,1,1
30,6,1
104,52,1
63,7.875,1
28,2.333,1
89,89,1
16,2.286,1
180,22.5,1
271,22.583,1
8,1.143,1
311,34.556,1
278,30.889,1
169,18.778,1
21,2.625,1
144,14.4,1
177,177,1
155,19.375,1
29,3.625,1
319,31.9,1
171,10.059,1
33,4.125,1
9,1.125,1
18,2,1
31,7.75,1
80,8,1
150,13.636,1
82,9.111,1
291,11.64,1
158,19.75,1
19,2.714,1
18,2,1
273,19.5,1
206,25.75,1
137,4.893,1
198,18,1
95,10.556,1
69,6.9,1
24,3.429,1
135,19.286,1
181,25.857,1
55,5.5,1
262,26.2,1
259,25.9,1
13,1.625,1
62,7.75,1
61,5.545,1
99,9.9,1
41,4.556,1
86,9.556,1
8,1.143,1
16,1.778,1
18,2.25,1
14,2,1
347,38.556,1
213,30.429,1
326,23.286,1
45,5,1
28,4.667,1
262,23.818,1
36,3.6,1
42,4.667,1
119,14.875,1
13,2.6,1
17,2.125,1
12,1.5,1
51,5.1,1
33,3.667,1
19,1.727,1
115,9.583,1
40,5,1
13,13,1
342,26.308,1
100,14.286,1
13,1.857,1
72,3.273,1
12,1.2,1
49,5.444,1
28,2.8,1
53,7.571,1
14,4.667,1
271,22.583,1
22,2.444,1
86,7.818,1
16,1.6,1
20,2.5,1
77,5.923,1
19,1.9,1
22,3.143,1
277,21.308,1
49,5.444,1
3,0.6,1
122,13.556,1
32,1.143,1
215,26.875,1
25,3.125,1
27,4.5,1
184,30.667,1
11,2.2,1
23,2.3,1
64,5.818,1
26,2.889,1
42,5.25,1
12,3,1
101,10.1,1
215,26.875,1
96,24,1
107,11.889,1
82,10.25,1
112,7,1
47,5.222,1
64,6.4,1
9,0.818,1
109,12.111,1
25,3.571,1
21,2.333,1
4,0.571,1
12,0.857,1
175,15.909,1
43,7.167,1
203,25.375,1
5,1,1
62,8.857,1
536,59.556,1
184,16.727,1
12,1.5,1
40,6.667,1
21,3,1
169,18.778,1
27,5.4,1
64,9.143,1
7,1,1
121,12.1,1
102,12.75,1
49,8.167,1
18,1.286,1
193,24.125,1
14,1.556,1
49,5.444,1
10,1.25,1
10,1,1
504,50.4,1
32,2.909,1
186,7.75,1
35,7,1
82,9.111,1
151,16.778,1
23,2.3,1
40,6.667,1
8,0.8,1
91,13,1
242,30.25,1
8,0.8,1
43,4.778,1
45,4.5,1
34,0.479,1
17,2.833,1
18,2,1
183,22.875,1
9,1.125,1
43,5.375,1
271,27.1,1
14,1.75,1
114,19,1
336,33.6,1
11,1.571,1
262,26.2,1
18,3,1
92,10.222,1
7,1,1
40,5,1
3,0.5,1
135,16.875,1
30,3.75,1
17,1.889,1
45,5.625,1
535,53.5,1
24,3,1
8,0.8,1
180,22.5,1
75,8.333,1
21,3,1
23,3.286,1
39,7.8,1
59,7.375,1
43,6.143,1
271,27.1,1
5,0.625,1
192,24,1
64,7.111,1
288,28.8,1
78,8.667,1
47,5.222,1
191,27.286,1
14,2,1
84,6.462,1
12,1.091,1
271,11.783,1
69,1.816,1
10,1.429,1
5,1,1
10,2.5,1
44,11,1
29,4.833,1
71,3.227,1
65,7.222,1
15,1.5,1
24,3,1
114,3.353,1
18,1.286,1
96,13.714,1
32,3.556,1
22,2.2,1
22,4.4,1
40,6.667,1
19,3.167,1
22,22,1
152,19,1
49,7,1
23,2.3,1
13,1.857,1
32,3.556,1
24,1.5,1
6,0.462,1
8,1.6,1
217,24.111,1
303,27.545,1
49,5.444,1
30,3.75,1
12,1.5,1
272,34,1
32,4,1
47,6.714,1
39,7.8,1
117,14.625,1
39,5.571,1
115,4.259,1
348,26.769,1
26,3.25,1
376,23.5,1
40,5.714,1
13,2.167,1
271,27.1,1
143,14.3,1
46,7.667,1
24,2.667,1
70,6.364,1
39,4.875,1
32,4.571,1
7,0.875,1
209,26.125,1
243,34.714,1
32,3.556,1
279,31,1
89,14.833,1
20,2.222,1
23,2.875,1
105,11.667,1
170,7.083,1
27,5.4,1
84,7.636,1
37,4.111,1
23,2.3,1
44,8.8,1
35,5,1
14,1.75,1
16,2.286,1
28,4.667,1
48,6,1
16,3.2,1
10,1.429,1
40,4,1
17,1.889,1
21,2.625,1
13,2.6,1
52,10.4,1
21,3,1
9,3,1
137,34.25,1
27,3.375,1
198,24.75,1
261,29,1
137,13.7,1
245,14.412,1
37,5.286,1
280,11.667,1
7,0.875,1
41,4.556,1
16,2.667,1
41,5.125,1
47,4.7,1
67,8.375,1
32,3.556,1
51,6.375,1
63,6.3,1
190,23.75,1
8,1,1
15,1.875,1
123,12.3,1
148,18.5,1
7,1,1
19,3.8,1
98,10.889,1
10,1.25,1
4,0.667,1
101,11.222,1
2,0.286,1
271,24.636,1
53,10.6,1
15,2.5,1
11,1.571,1
152,16.889,1
6,0.857,1
7,1.4,1
16,2,1
346,49.429,1
79,8.778,1
27,3.375,1
19,2.111,1
9,1.125,1
12,1.5,1
191,21.222,1
19,2.375,1
4,1,1
36,5.143,1
27,2.7,1
41,3.417,1
535,59.444,1
81,13.5,1
9,1.125,1
41,5.857,1
25,2.5,1
510,56.667,1
76,12.667,1
17,2.125,1
11,1.1,1
20,2.5,1
17,2.429,1
267,29.667,1
34,3.778,1
108,12,1
385,27.5,1
170,17,1
6,0.75,1
86,9.556,1
73,9.125,1
12,1.5,1
168,9.333,1
155,15.5,1
69,8.625,1
6,0.6,1
86,8.6,1
41,4.1,1
27,4.5,1
13,1.3,1
28,3.5,1
25,3.125,1
22,2.2,1
180,20,1
11,1.571,1
6,0.75,1
133,19,1
52,6.5,1
344,21.5,1
26,2.167,1
105,10.5,1
67,7.444,1
122,11.091,1
12,1.333,1
13,1.625,1
24,3.429,1
32,4,1
13,1.625,1
19,2.111,1
175,19.444,1
18,1.8,1
42,5.25,1
26,2.167,1
126,12.6,1
17,1.7,1
42,5.25,1
11,1.571,1
301,33.444,1
534,59.333,1
240,30,1
5,0.357,1
7,1.167,1
18,2.25,1
20,2.5,1
49,5.444,1
38,4.222,1
10,2,1
99,12.375,1
7,7,1
511,56.778,1
14,2.333,1
13,1.444,1
76,6.909,1
18,1.8,1
10,1.429,1
36,36,1
141,14.1,1
119,11.9,1
8,0.667,1
291,22.385,1
25,3.125,1
292,11.68,1
4,1,1
23,2.3,1
28,4.667,1
7,0.875,1
80,8.889,1
20,2.222,1
57,7.125,1
52,5.2,1
23,2.3,1
79,7.9,1
34,4.25,1
12,1.5,1
20,2.5,1
51,5.1,1
2,0.333,1
17,1.7,1
20,4,1
30,4.286,1
67,9.571,1
40,4.444,1
117,9.75,1
30,3.75,1
14,1.4,1
4,0.8,1
80,8.889,1
18,2.571,1
31,4.429,1
11,1.833,1
208,26,1
11,1.1,1
261,23.727,1
12,1.5,1
11,1.571,1
18,2.571,1
135,16.875,1
37,4.111,1
20,1.818,1
101,11.222,1
13,2.6,1
45,6.429,1
50,5.556,1
7,0.875,1
17,2.125,1
63,7.875,1
27,9,1
100,16.667,1
82,9.111,1
19,2.714,1
53,6.625,1
15,1.875,1
66,6.6,1
16,2,1
4,0.5,1
314,34.889,1
48,5.333,1
12,1.5,1
53,6.625,1
56,4.667,1
13,1.625,1
96,16,1
67,1.634,1
34,3.091,1
80,8.889,1
9,1.286,1
9,1.125,1
72,6,1
72,6,1
19,1.9,1
8,0.727,1
23,2.556,1
15,2.5,1
32,3.556,1
96,16,1
9,0.9,1
53,6.625,1
6,1,1
8,0.727,1
246,22.364,1
98,10.889,1
4,0.571,1
17,2.833,1
154,15.4,1
10,1,1
535,59.444,1
22,2,1
510,56.667,1
96,16,1
261,23.727,1
21,2.625,1
198,7.92,1
76,8.444,1
26,3.25,1
17,2.125,1
177,7.375,1
19,2.111,1
93,23.25,1
123,13.667,1
21,1.235,1
118,10.727,1
124,5.167,1
21,2.1,1
37,4.111,1
11,1.571,1
12,1.333,1
150,18.75,1
52,5.2,1
186,7.44,1
97,13.857,1
78,7.8,1
44,4,1
272,30.222,1
20,2.857,1
33,4.714,1
34,3.091,1
100,16.667,1
19,2.375,1
17,1.889,1
58,4.833,1
76,8.444,1
24,2.667,1
19,1.727,1
118,11.8,1
20,2.5,1
19,2.714,1
37,5.286,1
18,2,1
7,1.167,1
32,2.909,1
83,6.385,1
4,0.8,1
83,13.833,1
39,6.5,1
31,4.429,1
37,4.111,1
497,41.417,1
54,7.714,1
42,4.667,1
49,6.125,1
20,2.222,1
280,28,1
34,3.778,1
262,26.2,1
83,10.375,1
61,7.625,1
96,2.526,1
24,4,1
112,16,1
12,1.2,1
52,7.429,1
38,4.222,1
34,4.857,1
45,5,1
4,0.8,1
94,15.667,1
535,59.444,1
96,16,1
128,10.667,1
13,1.857,1
82,9.111,1
211,30.143,1
228,17.538,1
89,14.833,1
10,1.111,1
18,2.25,1
12,2.4,1
27,2.7,1
50,6.25,1
8,0.667,1
16,1.778,1
26,3.714,1
29,4.143,1
77,7,1
26,3.714,1
55,6.111,1
77,7.7,1
50,5.556,1
40,4.444,1
80,10,1
245,22.273,1
20,2,1
15,1.875,1
36,4,1
19,2.714,1
20,2.5,1
13,2.6,1
67,6.7,1
12,2,1
20,1.818,1
258,25.8,1
35,3.889,1
185,20.556,1
17,2.429,1
4,0.667,1
106,17.667,1
318,31.8,1
7,1.4,1
4,0.5,1
12,1.5,1
215,26.875,1
21,1.909,1
13,1.3,1
76,9.5,1
11,1.571,1
132,16.5,1
39,3.9,1
187,13.357,1
21,2.333,1
104,9.455,1
33,4.125,1
14,7,1
107,4.458,1
13,1.857,1
117,9.75,1
98,9.8,1
38,3.8,1
43,6.143,1
40,40,1
12,1.5,1
43,5.375,1
60,7.5,1
67,5.583,1
58,5.8,1
4,0.5,1
43,8.6,1
95,10.556,1
332,36.889,1
68,11.333,1
254,18.143,1
367,22.938,1
23,2.556,1
88,11,1
47,5.875,1
80,10,1
19,2.375,1
140,20,1
46,4.6,1
12,0.632,1
20,2.222,1
165,16.5,1
47,6.714,1
105,8.75,1
36,6,1
9,1.125,1
22,2.75,1
99,11,1
383,31.917,1
48,5.333,1
52,5.2,1
107,11.889,1
31,4.429,1
26,5.2,1
74,6.727,1
184,20.444,1
81,9,1
407,31.308,1
71,11.833,1
190,17.273,1
20,2,1
20,2,1
6,0.75,1
96,16,1
29,4.833,1
19,1.9,1
422,30.143,1
24,6,1
99,11,1
72,12,1
3,1,1
30,4.286,1
64,6.4,1
118,5.13,1
52,6.5,1
4,0.8,1
22,2,1
18,2.25,1
6,1.2,1
19,2.714,1
121,13.444,1
6,1.2,1
40,5,1
76,7.6,1
321,22.929,1
12,1.5,1
43,3.583,1
284,21.846,1
284,20.286,1
16,1.778,1
251,25.1,1
511,51.1,1
29,2.9,1
110,6.471,1
378,14.538,1
46,6.571,1
23,3.286,1
91,10.111,1
100,10,1
30,3,1
10,1.25,1
114,12.667,1
58,8.286,1
45,5,1
18,2,1
9,1.125,1
12,2,1
15,2.143,1
55,7.857,1
7,2.333,1
13,1.083,1
7,1,1
41,5.857,1
226,17.385,1
43,8.6,1
17,2.429,1
11,0.733,1
50,5,1
36,4,1
11,1.833,1
102,8.5,1
38,3.8,1
23,2.875,1
211,23.444,1
76,10.857,1
62,8.857,1
52,4.727,1
14,1.75,1
43,4.778,1
69,8.625,1
92,8.364,1
12,2.4,1
8,0.889,1
8,0.667,1
17,2.833,1
115,8.846,1
536,59.556,1
398,23.412,1
158,22.571,1
5,0.714,1
164,18.222,1
18,2.25,1
116,9.667,1
54,5.4,1
22,2.2,1
22,3.143,1
13,1.857,1
4,0.571,1
20,2.857,1
58,9.667,1
6,3,1
272,22.667,1
78,8.667,1
92,10.222,1
19,2.375,1
500,41.667,1
36,7.2,1
297,22.846,1
178,7.417,1
43,6.143,1
34,3.778,1
197,21.889,1
17,1.889,1
399,28.5,1
45,7.5,1
29,2.9,1
46,5.111,1
214,30.571,1
16,2,1
225,25,1
25,5,1
106,8.154,1
103,11.444,1
12,1.333,1
274,34.25,1
82,10.25,1
157,15.7,1
15,1.875,1
4,0.667,1
41,5.125,1
70,70,1
2,0.4,1
13,2.167,1
20,2.222,1
47,5.875,1
5,0.714,1
12,1.5,1
100,14.286,1
16,2.286,1
15,1.875,1
69,8.625,1
15,1.667,1
17,2.429,1
234,16.714,1
121,17.286,1
32,5.333,1
82,10.25,1
98,12.25,1
51,10.2,1
67,5.154,1
6,1.2,1
28,3.5,1
42,4.667,1
15,3,1
29,4.833,1
11,1.571,1
11,1.833,1
84,9.333,1
91,10.111,1
19,1.9,1
268,29.778,1
30,3.75,1
39,7.8,1
97,10.778,1
108,13.5,1
271,27.1,1
7,1.167,1
98,19.6,1
75,10.714,1
7,0.7,1
39,3.9,1
256,25.6,1
13,1.625,1
83,9.222,1
19,2.714,1
28,7,1
64,6.4,1
508,50.8,1
19,3.167,1
27,3.375,1
16,1.778,1
118,9.833,1
50,6.25,1
18,2.571,1
84,7,1
58,6.444,1
34,3.778,1
15,2.143,1
314,3.829,1
9,9,1
9,1.286,1
36,4,1
61,8.714,1
303,30.3,1
13,2.6,1
79,7.9,1
518,57.556,1
62,8.857,1
73,7.3,1
187,20.778,1
9,1.125,1
21,2.333,1
13,2.167,1
71,10.143,1
8,1.143,1
99,19.8,1
511,51.1,1
322,24.769,1
61,5.545,1
17,3.4,1
253,63.25,1
31,3.1,1
35,5,1
31,4.429,1
20,1.818,1
21,3,1
132,12,1
27,3,1
6,0.857,1
50,8.333,1
32,5.333,1
124,15.5,1
30,3.333,1
12,1.5,1
14,2,1
69,34.5,1
19,2.375,1
82,9.111,1
33,4.125,1
68,8.5,1
13,1.857,1
50,5,1
57,4.071,1
30,5,1
282,11.75,1
63,12.6,1
123,123,1
83,7.545,1
47,5.875,1
87,7.909,1
76,8.444,1
13,2.167,1
36,4.5,1
14,2,1
11,1.571,1
386,29.692,1
28,4,1
17,2.429,1
3,0.6,1
38,2.923,1
155,15.5,1
157,19.625,1
54,6.75,1
12,1.5,1
39,4.333,1
96,16,1
272,34,1
18,1.8,1
17,4.25,1
123,13.667,1
8,1.333,1
7,0.583,1
38,7.6,1
17,4.25,1
10,1,1
6,0.857,1
19,3.167,1
40,5,1
353,39.222,1
353,44.125,1
9,1.8,1
37,3.7,1
14,2,1
26,4.333,1
80,8,1
96,5.647,1
33,4.125,1
46,5.111,1
50,6.25,1
43,6.143,1
25,3.125,1
184,20.444,1
162,20.25,1
59,6.556,1
35,5.833,1
91,10.111,1
6,0.857,1
116,11.6,1
130,13,1
497,41.417,1
11,1.222,1
9,1.125,1
410,29.286,1
32,4,1
107,11.889,1
96,16,1
521,74.429,1
49,4.455,1
52,5.778,1
75,10.714,1
14,1.75,1
6,0.857,1
168,15.273,1
177,35.4,1
35,4.375,1
102,11.333,1
7,1,1
231,33,1
268,29.778,1
40,5,1
57,4.385,1
120,15,1
128,12.8,1
78,9.75,1
74,10.571,1
40,3.333,1
30,5,1
122,12.2,1
97,9.7,1
32,3.556,1
92,10.222,1
242,18.615,1
10,1.667,1
14,2.8,1
16,4,1
9,1.125,1
13,1.857,1
16,2.667,1
6,0.857,1
19,9.5,1
40,4,1
6,1,1
14,1.75,1
108,12,1
282,28.2,1
213,30.429,1
62,7.75,1
2,0.333,1
82,10.25,1
123,17.571,1
40,4.444,1
36,4,1
83,9.222,1
89,8.091,1
185,16.818,1
272,27.2,1
9,1.125,1
83,9.222,1
70,8.75,1
125,17.857,1
34,3.778,1
2,0.286,1
42,5.25,1
180,22.5,1
71,7.889,1
13,1.857,1
12,1.333,1
158,8.778,1
19,2.111,1
170,17,1
18,2,1
197,19.7,1
240,24,1
154,14,1
30,3,1
43,5.375,1
45,5,1
45,6.429,1
80,11.429,1
82,9.111,1
21,3,1
52,5.778,1
25,4.167,1
10,1.25,1
253,18.071,1
97,19.4,1
12,1.5,1
32,1.143,1
18,2.25,1
54,5.4,1
35,3.182,1
2,0.4,1
42,4.667,1
4,0.4,1
40,5.714,1
36,4.5,1
367,26.214,1
76,7.6,1
111,12.333,1
492,54.667,1
59,9.833,1
408,31.385,1
78,7.8,1
25,3.125,1
98,8.909,1
14,2,1
372,26.571,1
22,2.444,1
35,4.375,1
128,14.222,1
2,0.286,1
119,10.818,1
126,11.455,1
28,5.6,1
31,4.429,1
20,2,1
64,7.111,1
42,3.818,1
30,3.333,1
11,1.571,1
395,28.214,1
26,3.25,1
315,45,1
121,9.308,1
82,9.111,1
35,5,1
45,6.429,1
270,30,1
31,3.1,1
16,2,1
271,3.519,1
29,3.222,1
272,24.727,1
436,39.636,1
267,20.538,1
20,4,1
101,14.429,1
69,17.25,1
47,4.7,1
181,30.167,1
12,1.5,1
346,49.429,1
56,8,1
203,40.6,1
11,1.571,1
27,3.375,1
17,1.7,1
4,0.5,1
157,17.444,1
31,5.167,1
23,2.875,1
95,13.571,1
10,1.25,1
43,4.778,1
20,2,1
36,4,1
127,14.111,1
8,0.727,1
272,27.2,1
76,9.5,1
64,8,1
64,7.111,1
34,4.25,1
413,41.3,1
7,1.4,1
19,2.111,1
153,6.12,1
33,4.125,1
17,2.125,1
33,3.3,1
20,5,1
44,4.4,1
12,0.857,1
119,11.9,1
187,23.375,1
183,16.636,1
262,26.2,1
23,3.286,1
271,27.1,1
38,3.8,1
37,5.286,1
8,1.6,1
107,11.889,1
101,9.182,1
107,11.889,1
116,8.286,1
25,3.125,1
131,16.375,1
21,2.333,1
6,0.857,1
133,16.625,1
46,4.6,1
48,6,1
8,1.143,1
9,1.125,1
39,1.95,1
409,34.083,1
10,1.429,1
125,5.435,1
535,59.444,1
31,3.875,1
23,2.875,1
21,3.5,1
144,20.571,1
227,14.188,1
419,29.929,1
47,5.222,1
48,4.8,1
125,5.208,1
18,2,1
120,12,1
41,5.125,1
13,1.857,1
83,9.222,1
199,24.875,1
20,1.667,1
9,1.286,1
323,24.846,1
43,8.6,1
100,10,1
93,11.625,1
495,19.8,1
33,3.3,1
75,12.5,1
23,2.875,1
263,26.3,1
43,6.143,1
7,1,1
41,5.857,1
9,0.818,1
9,1.125,1
13,1.857,1
375,28.846,1
272,24.727,1
32,4.571,1
42,4.667,1
194,21.556,1
138,15.333,1
106,11.778,1
203,11.941,1
101,12.625,1
363,40.333,1
92,13.143,1
273,34.125,1
14,2,1
58,6.444,1
271,22.583,1
22,3.143,1
5,0.625,1
108,13.5,1
94,8.545,1
65,8.125,1
31,4.429,1
26,2.6,1
181,20.111,1
58,5.8,1
21,2.625,1
213,23.667,1
26,4.333,1
14,2,1
31,15.5,1
54,7.714,1
9,1,1
99,9.9,1
85,9.444,1
33,3.3,1
40,4,1
23,1.353,1
20,2,1
37,4.111,1
119,10.818,1
7,1,1
16,1.778,1
4,0.8,1
155,17.222,1
62,7.75,1
19,2.714,1
281,11.708,1
16,2.667,1
40,5.714,1
145,20.714,1
154,17.111,1
12,2,1
37,4.625,1
9,0.9,1
217,36.167,1
44,4.889,1
8,0.667,1
339,24.214,1
506,50.6,1
123,15.375,1
20,2.857,1
8,0.727,1
121,17.286,1
7,1.4,1
38,5.429,1
84,10.5,1
11,1.571,1
4,1.333,1
4,0.5,1
535,59.444,1
197,19.7,1
104,13,1
117,4.875,1
30,3,1
498,41.5,1
33,4.125,1
5,0.714,1
31,6.2,1
43,4.778,1
40,3.333,1
9,1.125,1
87,3.783,1
107,11.889,1
18,2.571,1
306,34,1
8,1.143,1
83,9.222,1
9,1.286,1
175,25,1
93,9.3,1
19,2.375,1
25,3.571,1
21,3,1
330,33,1
12,1.5,1
41,5.857,1
89,89,1
83,8.3,1
234,23.4,1
4,0.667,1
33,3.667,1
7,1.167,1
193,17.545,1
319,22.786,1
275,25,1
57,5.7,1
15,1.5,1
96,16,1
54,6.75,1
343,38.111,1
11,1.833,1
56,11.2,1
33,2.538,1
26,3.25,1
82,9.111,1
80,7.273,1
232,19.333,1
38,4.75,1
33,3.667,1
17,2.429,1
147,13.364,1
170,18.889,1
183,20.333,1
5,0.625,1
67,5.154,1
