@relation page-blocks

@attribute Height numeric
@attribute Area numeric
@attribute Blackpix numeric
@attribute Class {1,2,3,4,5}

@data
11,286,85,1
6,102,28,1
6,180,56,1
11,253,67,1
9,738,276,1
7,77,28,1
4,68,21,1
9,117,36,1
11,3784,1686,1
7,378,89,1
8,192,50,1
24,2568,2333,1
5,40,14,1
8,184,59,1
4,44,19,1
8,72,31,1
12,84,47,1
10,2520,950,1
10,90,47,1
5,470,110,1
7,42,14,1
8,160,65,1
8,4256,816,1
8,400,171,1
8,4200,398,1
11,3707,664,1
6,156,53,1
6,300,98,1
8,184,65,1
11,3333,502,1
6,348,96,1
3,1272,683,1
7,203,73,1
8,560,156,1
11,2706,944,1
15,2040,489,1
10,2720,520,1
9,1062,395,1
9,171,43,1
8,1472,349,1
9,3069,222,1
28,7868,2502,1
7,224,62,1
24,2880,2670,1
10,1810,888,1
10,1080,345,1
7,287,94,1
6,24,16,1
7,161,60,1
77,20867,9981,1
9,261,75,1
7,77,30,1
12,3264,715,1
9,4662,449,1
9,4797,797,1
7,133,33,1
6,12,8,1
9,2709,482,1
6,222,87,1
9,207,51,1
10,180,94,1
9,972,436,1
7,420,120,1
8,288,123,1
8,192,62,1
9,4572,587,1
11,1078,408,1
16,1440,283,1
9,918,152,1
14,4760,1824,1
10,5090,492,1
8,208,85,1
9,2448,679,1
14,5026,1848,1
8,2168,470,1
11,1067,284,1
17,1666,1548,1
7,49,13,1
6,66,21,1
8,224,103,1
17,408,174,1
5,40,17,1
7,70,23,1
12,3252,843,1
8,872,191,1
8,616,143,1
8,96,38,1
10,460,128,1
8,216,61,1
7,133,44,1
26,9828,2252,1
8,344,128,1
7,182,60,1
6,594,179,1
9,747,212,1
8,880,202,1
11,594,162,1
14,3038,813,1
8,1032,239,1
7,84,33,1
8,1056,327,1
5,65,16,1
25,2875,851,1
25,4450,2181,1
9,306,111,1
11,88,62,1
5,345,86,1
8,664,195,1
8,96,36,1
11,88,36,1
8,2104,325,1
9,468,173,1
8,56,28,1
6,24,16,1
10,4740,886,1
13,871,376,1
10,380,164,1
7,217,65,1
7,98,48,1
8,96,42,1
6,108,34,1
9,126,89,1
12,1080,198,1
8,112,30,1
10,1190,327,1
10,980,384,1
10,80,32,1
8,560,260,1
6,120,40,1
6,114,21,1
8,392,173,1
9,2736,554,1
7,77,29,1
8,400,162,1
9,1746,295,1
7,560,87,1
13,6474,1820,1
8,208,50,1
11,1353,338,1
10,180,118,1
6,432,261,1
9,180,99,1
5,90,29,1
4,456,179,1
8,56,23,1
11,2640,714,1
6,408,105,1
8,304,140,1
9,261,61,1
10,300,90,1
10,260,71,1
8,144,69,1
7,77,32,1
9,819,263,1
6,78,14,1
7,63,22,1
8,296,78,1
8,816,173,1
7,147,52,1
8,112,51,1
11,1111,297,1
6,456,161,1
8,232,105,1
8,320,129,1
10,5100,832,1
10,800,223,1
8,320,125,1
11,2992,504,1
5,60,12,1
10,640,281,1
10,280,96,1
10,1280,455,1
5,135,82,1
11,187,60,1
5,55,33,1
8,56,27,1
8,256,99,1
7,63,19,1
10,390,120,1
5,20,10,1
12,852,538,1
11,4037,891,1
13,1352,268,1
6,576,178,1
7,91,25,1
6,306,139,1
16,6256,2508,1
8,64,31,1
7,119,49,1
6,576,202,1
10,600,219,1
13,4043,873,1
5,40,27,1
7,1092,517,1
14,5726,984,1
11,88,23,1
10,580,233,1
10,2270,510,1
6,294,84,1
6,102,46,1
6,48,20,1
9,162,94,1
11,132,66,1
11,2992,840,1
5,440,160,1
20,600,260,1
3,24,8,1
9,261,108,1
9,189,94,1
8,568,177,1
8,208,55,1
12,3264,1075,1
6,480,169,1
9,504,106,1
12,1260,466,1
8,96,56,1
6,102,26,1
7,35,7,1
6,42,17,1
9,369,124,1
12,864,538,1
8,368,116,1
13,4901,872,1
7,266,67,1
6,78,24,1
10,1190,464,1
6,54,30,1
9,207,67,1
2,94,16,1
8,656,189,1
7,231,85,1
7,273,40,1
7,63,27,1
8,128,51,1
8,1720,631,1
7,140,35,1
12,132,49,1
10,200,58,1
10,220,108,1
9,729,246,1
34,3876,406,1
8,2168,681,1
11,1100,520,1
7,133,54,1
7,245,111,1
12,96,49,1
7,42,15,1
11,781,539,1
9,522,106,1
8,504,162,1
7,455,129,1
10,500,236,1
1,118,22,1
13,2067,852,1
9,3087,499,1
8,456,198,1
7,84,38,1
8,56,20,1
7,119,51,1
3,93,21,1
9,819,262,1
7,399,165,1
4,1012,131,1
14,5852,1525,1
7,287,122,1
9,900,222,1
7,700,206,1
10,640,189,1
8,328,110,1
7,91,30,1
7,91,27,1
16,6640,2582,1
9,1242,336,1
6,78,27,1
8,96,38,1
7,196,53,1
10,2510,354,1
9,4590,346,1
7,119,39,1
14,476,133,1
9,756,168,1
1,89,15,1
9,288,102,1
22,1584,743,1
8,320,116,1
12,324,103,1
7,98,40,1
10,380,162,1
13,78,34,1
8,208,77,1
7,119,49,1
7,1533,299,1
9,324,187,1
6,78,43,1
6,30,11,1
6,162,77,1
11,627,215,1
7,70,21,1
11,220,37,1
11,2992,511,1
7,35,29,1
1,22,7,1
7,434,170,1
22,1518,784,1
8,1296,424,1
16,5456,2060,1
9,747,262,1
1,29,9,1
8,496,179,1
8,192,61,1
7,301,164,1
10,1200,335,1
9,252,80,1
12,276,115,1
9,738,280,1
82,25748,7618,1
7,91,33,1
6,90,42,1
11,1001,286,1
8,272,97,1
8,368,128,1
9,2250,823,1
8,1864,488,1
7,280,64,1
7,56,22,1
10,180,70,1
9,162,98,1
7,455,185,1
8,160,66,1
10,250,85,1
7,161,56,1
13,3107,742,1
10,1190,240,1
7,154,50,1
7,322,50,1
7,441,140,1
7,56,20,1
11,660,179,1
9,4815,752,1
10,330,97,1
7,140,69,1
7,189,65,1
8,136,40,1
7,91,24,1
10,5110,588,1
10,2820,540,1
11,561,165,1
7,84,40,1
1,167,32,1
11,77,36,1
9,360,115,1
9,198,77,1
9,333,148,1
7,91,33,1
7,28,9,1
9,675,173,1
10,2920,594,1
10,1000,444,1
9,1467,217,1
10,200,97,1
8,560,259,1
9,2097,345,1
11,2981,483,1
12,600,207,1
5,155,65,1
7,245,46,1
10,1220,359,1
8,96,40,1
6,48,22,1
9,4581,563,1
8,432,232,1
8,96,44,1
9,4824,743,1
8,1720,715,1
9,1494,409,1
9,144,31,1
11,77,36,1
8,1064,289,1
6,96,19,1
10,90,62,1
9,2079,407,1
8,128,44,1
12,3972,942,1
8,2200,460,1
8,344,117,1
10,540,165,1
6,174,62,1
6,150,41,1
8,232,93,1
8,2240,427,1
5,190,81,1
12,96,42,1
10,830,353,1
10,2620,469,1
8,120,56,1
17,1309,411,1
8,872,174,1
13,2925,740,1
9,2484,964,1
8,88,28,1
8,400,211,1
24,8016,7164,1
9,333,199,1
4,56,15,1
17,6766,2162,1
7,875,236,1
7,49,45,1
6,168,24,1
9,234,74,1
7,189,53,1
11,2992,824,1
8,72,27,1
8,480,161,1
9,333,100,1
9,1647,359,1
10,410,109,1
7,77,23,1
12,300,96,1
8,496,108,1
9,747,277,1
5,20,14,1
12,852,518,1
16,5632,2196,1
7,98,35,1
9,1368,518,1
9,297,77,1
8,552,88,1
5,70,31,1
8,296,116,1
28,4788,1235,1
5,30,11,1
12,516,169,1
8,112,47,1
10,180,99,1
8,640,191,1
15,1005,294,1
9,360,128,1
13,5200,1891,1
12,1704,575,1
10,1000,449,1
8,72,27,1
8,40,15,1
4,80,31,1
9,189,92,1
10,410,128,1
8,96,37,1
1,88,17,1
6,66,24,1
23,2001,572,1
8,328,115,1
7,105,42,1
1,35,15,1
9,1521,507,1
5,290,58,1
24,4248,2157,1
5,255,80,1
11,2882,685,1
6,66,13,1
6,198,49,1
16,3392,1276,1
12,264,164,1
9,1674,622,1
6,42,30,1
8,512,277,1
10,160,48,1
9,1593,313,1
9,1008,215,1
11,462,155,1
9,567,161,1
9,972,216,1
10,2340,441,1
10,220,73,1
7,217,48,1
16,1472,361,1
8,224,58,1
9,513,146,1
10,610,297,1
11,55,36,1
11,352,117,1
8,312,132,1
11,132,66,1
7,77,27,1
7,406,82,1
25,12375,5748,1
5,35,20,1
9,297,106,1
9,288,120,1
6,240,53,1
5,35,19,1
9,126,16,1
8,1480,348,1
9,1080,358,1
17,374,120,1
10,310,200,1
17,6613,2273,1
10,2490,731,1
9,1413,313,1
10,250,98,1
9,297,98,1
10,450,133,1
5,65,27,1
1,31,7,1
7,1715,246,1
9,738,260,1
9,153,28,1
37,3737,1053,1
11,1298,376,1
9,594,192,1
8,656,258,1
10,80,25,1
12,96,46,1
7,329,94,1
10,830,245,1
10,520,159,1
7,637,114,1
7,266,76,1
7,231,80,1
10,2500,301,1
5,475,121,1
8,1712,720,1
9,2322,401,1
10,790,274,1
9,4428,583,1
5,160,67,1
6,282,50,1
8,240,87,1
8,288,132,1
12,540,252,1
5,115,52,1
10,120,66,1
19,855,208,1
8,112,38,1
7,63,28,1
7,525,138,1
9,441,120,1
6,66,20,1
7,217,69,1
8,48,19,1
10,2840,575,1
7,189,45,1
24,2976,2683,1
1,143,19,1
10,340,109,1
7,189,19,1
9,2241,776,1
6,54,16,1
9,1548,258,1
8,200,71,1
7,602,147,1
8,48,15,1
6,564,104,1
10,800,442,1
9,216,76,1
7,91,22,1
9,315,104,1
14,5460,1956,1
7,336,100,1
10,180,69,1
6,78,22,1
8,1080,83,1
9,1629,354,1
10,500,301,1
10,1300,552,1
12,2004,451,1
5,315,66,1
8,512,154,1
7,133,35,1
10,620,164,1
8,760,142,1
8,600,197,1
1,42,17,1
19,247,53,1
11,220,125,1
7,98,28,1
9,207,75,1
11,88,39,1
8,656,274,1
9,891,411,1
7,77,27,1
9,4572,861,1
9,81,29,1
17,578,71,1
7,2135,232,1
1,177,36,1
10,2710,469,1
7,42,9,1
11,2673,314,1
9,981,215,1
9,144,47,1
8,1536,318,1
5,65,26,1
7,14,12,1
6,72,27,1
9,2205,353,1
6,150,47,1
10,1450,403,1
10,1180,327,1
8,96,37,1
1,7,7,1
9,162,64,1
6,42,19,1
8,96,41,1
8,2192,329,1
8,872,390,1
9,711,244,1
6,174,73,1
11,209,121,1
9,144,30,1
10,2620,484,1
6,36,15,1
8,536,210,1
10,370,120,1
5,375,97,1
7,77,24,1
7,336,90,1
9,1458,371,1
10,660,214,1
8,40,16,1
8,864,203,1
10,2400,919,1
24,4224,2096,1
12,876,227,1
10,1550,486,1
2,28,11,1
4,36,15,1
7,161,52,1
8,408,151,1
1,12,7,1
10,630,147,1
9,1917,390,1
9,81,31,1
7,77,23,1
6,276,60,1
11,1606,383,1
14,868,376,1
10,3250,700,1
10,200,55,1
9,342,72,1
7,1211,251,1
7,105,19,1
5,40,22,1
9,2979,582,1
9,396,163,1
1,10,8,1
14,4494,1624,1
9,468,168,1
16,1792,546,1
7,105,36,1
6,120,31,1
8,208,72,1
8,120,34,1
5,20,9,1
8,144,52,1
6,156,45,1
11,341,110,1
11,1298,596,1
7,231,69,1
8,560,191,1
3,12,12,1
7,77,11,1
9,81,59,1
8,120,52,1
8,560,186,1
6,408,70,1
36,6696,2126,1
8,168,60,1
7,126,32,1
7,168,45,1
7,21,12,1
8,256,59,1
5,60,12,1
11,330,98,1
10,190,72,1
5,465,163,1
7,98,32,1
10,630,188,1
7,448,223,1
8,224,69,1
13,3783,1080,1
10,330,106,1
10,190,114,1
8,2048,253,1
8,72,26,1
13,1768,733,1
7,168,47,1
10,3230,641,1
9,2754,587,1
9,189,69,1
6,294,71,1
9,306,95,1
8,784,173,1
6,66,22,1
7,224,52,1
7,77,25,1
8,664,261,1
6,66,25,1
10,180,53,1
9,1926,443,1
12,276,159,1
9,333,76,1
10,1310,638,1
7,140,60,1
8,64,33,1
6,84,23,1
10,1070,292,1
9,189,61,1
8,784,221,1
9,711,230,1
5,55,25,1
9,765,302,1
7,1386,236,1
10,1010,455,1
7,238,67,1
8,416,187,1
10,190,108,1
9,387,176,1
9,4590,629,1
14,5824,2234,1
8,440,99,1
9,90,31,1
27,7209,2610,1
12,1008,423,1
10,1000,410,1
9,180,58,1
6,246,55,1
9,153,51,1
10,280,105,1
10,310,88,1
10,280,94,1
9,1656,354,1
8,672,181,1
10,510,156,1
9,369,74,1
1,22,13,1
11,924,232,1
10,190,64,1
9,180,61,1
12,672,172,1
8,656,260,1
10,500,134,1
10,390,134,1
7,1561,189,1
8,96,38,1
6,120,44,1
5,100,47,1
10,170,97,1
7,196,66,1
6,186,93,1
7,98,33,1
8,640,194,1
9,1494,502,1
7,126,34,1
9,585,155,1
18,3330,544,1
10,360,115,1
6,198,60,1
7,665,197,1
11,3025,868,1
8,392,159,1
9,288,105,1
22,1562,760,1
11,946,314,1
13,481,155,1
10,290,111,1
7,735,93,1
8,552,54,1
9,1395,483,1
7,49,21,1
9,1116,410,1
7,287,61,1
9,756,308,1
9,324,178,1
10,440,194,1
10,320,107,1
8,376,122,1
10,980,383,1
8,128,47,1
8,624,152,1
8,592,244,1
7,427,136,1
11,1056,292,1
6,48,29,1
8,128,44,1
10,1080,321,1
8,96,41,1
7,35,9,1
38,12996,3573,1
7,1015,210,1
6,42,1,1
4,24,11,1
8,328,69,1
9,504,99,1
9,405,181,1
13,4446,1027,1
6,30,10,1
7,154,24,1
5,115,37,1
11,2145,768,1
9,837,192,1
1,47,20,1
7,245,83,1
9,450,99,1
8,368,105,1
19,532,313,1
10,510,172,1
7,861,228,1
20,780,181,1
7,112,47,1
11,4158,1371,1
8,368,98,1
7,266,66,1
11,572,160,1
9,747,250,1
6,174,59,1
7,112,35,1
6,234,109,1
8,912,106,1
9,387,116,1
7,14,7,1
7,644,199,1
7,280,94,1
6,72,21,1
9,81,24,1
10,210,76,1
11,2035,600,1
9,4581,439,1
8,248,86,1
7,644,92,1
8,576,230,1
7,154,61,1
10,330,129,1
10,230,73,1
8,384,152,1
7,98,30,1
10,190,114,1
10,190,111,1
8,48,20,1
7,1596,245,1
8,1848,389,1
8,104,49,1
9,108,41,1
11,737,198,1
8,64,28,1
9,2691,358,1
7,238,110,1
9,171,50,1
7,427,103,1
8,64,23,1
9,162,42,1
5,55,20,1
9,729,136,1
9,297,126,1
9,891,413,1
5,65,22,1
7,98,38,1
9,351,108,1
7,28,7,1
8,24,11,1
9,423,163,1
9,243,81,1
8,144,57,1
19,2470,514,1
9,2988,476,1
6,60,20,1
8,328,124,1
12,3252,773,1
8,32,13,1
9,288,95,1
8,288,93,1
5,195,64,1
8,280,90,1
14,2100,472,1
7,287,92,1
9,180,113,1
12,996,252,1
7,1435,156,1
5,165,62,1
13,1729,622,1
14,1624,439,1
6,576,178,1
6,624,62,1
7,77,18,1
12,312,69,1
9,4599,755,1
10,610,203,1
9,504,165,1
12,3408,1109,1
7,189,31,1
8,1672,290,1
5,490,155,1
9,828,199,1
8,232,89,1
7,35,9,1
7,287,98,1
9,189,98,1
4,176,47,1
8,136,57,1
8,40,17,1
7,49,15,1
24,4488,2178,1
25,4450,2115,1
6,240,53,1
9,909,178,1
11,715,127,1
10,330,114,1
7,679,143,1
7,91,39,1
9,1188,199,1
9,1782,515,1
10,1590,600,1
9,369,164,1
7,266,69,1
6,300,98,1
8,896,152,1
18,864,228,1
8,432,81,1
10,940,269,1
11,693,230,1
9,918,168,1
6,66,23,1
9,4815,425,1
7,126,26,1
9,1359,250,1
8,208,83,1
7,217,61,1
14,5138,1791,1
10,330,116,1
9,585,130,1
16,6784,2518,1
8,280,110,1
10,530,156,1
24,11304,5363,1
8,984,251,1
8,64,28,1
13,4550,1732,1
9,324,190,1
6,168,25,1
9,639,249,1
8,144,58,1
9,972,354,1
14,798,570,1
9,963,344,1
10,1590,564,1
7,189,70,1
9,108,46,1
1,249,43,1
12,96,29,1
8,96,40,1
8,200,81,1
11,1144,420,1
8,1056,328,1
13,1079,403,1
9,477,104,1
6,600,207,1
9,1440,310,1
4,100,28,1
8,168,52,1
7,441,147,1
7,77,24,1
5,155,56,1
16,6672,2543,1
10,1150,276,1
16,2896,1157,1
1,40,7,1
7,3647,333,1
8,96,41,1
7,98,31,1
8,480,208,1
10,610,186,1
8,336,122,1
8,1544,617,1
11,594,188,1
7,112,27,1
9,351,103,1
8,96,38,1
9,162,101,1
8,24,12,1
9,4176,658,1
7,2422,404,1
2,38,7,1
11,1386,379,1
8,632,200,1
8,208,77,1
7,203,54,1
7,770,162,1
6,1086,324,1
9,927,225,1
9,81,28,1
10,220,71,1
13,1092,382,1
8,56,18,1
5,70,32,1
6,576,135,1
8,136,42,1
8,1728,705,1
8,192,57,1
26,4784,3696,1
11,2871,738,1
25,6525,5785,1
12,3084,872,1
11,682,149,1
8,96,40,1
14,5880,2209,1
23,2760,2599,1
8,600,137,1
7,133,60,1
6,78,10,1
17,1870,328,1
9,1242,193,1
13,5304,1492,1
10,990,261,1
5,135,41,1
8,1624,242,1
9,2565,866,1
10,210,63,1
10,410,133,1
8,136,36,1
9,3267,417,1
1,109,20,1
5,95,37,1
5,135,55,1
8,1264,129,1
8,96,39,1
17,1802,1671,1
11,1694,609,1
10,790,193,1
6,786,83,1
7,329,125,1
12,1008,284,1
14,1372,422,1
5,95,22,1
9,2547,474,1
25,5075,4246,1
10,270,99,1
9,684,245,1
5,25,7,1
6,84,23,1
9,333,132,1
7,140,50,1
7,140,47,1
11,99,46,1
8,472,97,1
1,40,16,1
9,918,177,1
4,88,38,1
10,630,185,1
7,217,68,1
6,360,105,1
9,81,22,1
10,130,41,1
9,63,22,1
10,430,110,1
8,1936,331,1
7,77,25,1
3,48,18,1
9,153,47,1
7,147,43,1
7,35,13,1
7,210,69,1
8,408,125,1
5,50,14,1
11,572,150,1
6,48,27,1
11,352,118,1
5,315,116,1
11,231,73,1
6,96,47,1
8,152,64,1
10,220,74,1
10,360,132,1
8,1960,389,1
9,576,283,1
7,161,40,1
6,192,56,1
6,540,213,1
14,2618,693,1
9,1116,388,1
11,1265,337,1
6,234,53,1
8,104,46,1
12,804,324,1
9,4077,326,1
11,352,121,1
8,112,47,1
9,2412,478,1
9,450,144,1
6,156,45,1
7,56,12,1
11,275,76,1
9,2691,607,1
8,320,131,1
7,98,28,1
6,114,36,1
4,276,104,1
17,374,153,1
7,987,161,1
10,260,77,1
14,1428,509,1
14,3542,1317,1
8,336,131,1
13,5720,1459,1
7,315,63,1
9,999,188,1
6,354,95,1
10,530,156,1
14,3178,754,1
7,98,29,1
10,300,99,1
9,1638,619,1
8,552,154,1
12,2760,453,1
9,1665,694,1
7,63,22,1
11,924,258,1
10,1770,461,1
11,88,48,1
8,168,69,1
7,63,20,1
11,913,250,1
9,4572,840,1
12,852,535,1
11,286,81,1
8,104,69,1
9,819,132,1
25,4950,4304,1
7,147,42,1
7,91,28,1
6,624,146,1
5,155,37,1
11,2024,979,1
8,424,140,1
10,120,42,1
5,405,126,1
25,11775,5290,1
8,128,27,1
4,392,205,1
7,161,53,1
7,28,7,1
6,42,14,1
8,168,69,1
12,1392,343,1
5,140,43,1
8,80,25,1
9,360,174,1
9,2430,270,1
11,990,358,1
7,91,28,1
8,1648,389,1
8,208,78,1
6,48,24,1
9,558,194,1
7,1673,268,1
10,210,69,1
5,160,69,1
11,627,170,1
11,1705,438,1
8,184,70,1
10,190,59,1
9,360,182,1
6,228,86,1
38,2622,1247,1
9,162,45,1
7,105,47,1
9,1080,190,1
5,30,13,1
9,72,16,1
10,160,87,1
9,162,52,1
6,78,21,1
7,602,177,1
9,4572,732,1
7,56,24,1
9,162,67,1
8,2744,354,1
9,738,182,1
5,20,9,1
16,7024,2696,1
10,630,158,1
10,800,220,1
7,238,71,1
9,576,172,1
6,120,21,1
9,423,157,1
5,85,49,1
8,400,144,1
10,1850,666,1
9,162,57,1
8,96,37,1
4,60,16,1
9,1647,538,1
11,2508,708,1
8,144,58,1
5,20,14,1
1,36,8,1
9,864,243,1
5,580,218,1
9,1089,434,1
10,3190,764,1
14,616,245,1
8,240,108,1
11,99,47,1
8,80,28,1
7,280,95,1
13,3146,726,1
7,42,21,1
7,1561,320,1
9,423,157,1
5,35,13,1
8,1200,246,1
6,216,110,1
10,3160,1158,1
8,2824,197,1
7,91,26,1
8,848,304,1
5,65,30,1
7,378,115,1
11,143,60,1
7,294,119,1
8,128,46,1
8,424,157,1
8,104,38,1
1,60,12,1
14,3276,1256,1
8,1008,189,1
10,1160,285,1
9,1107,437,1
11,286,75,1
8,96,44,1
5,15,9,1
11,4543,1619,1
9,891,187,1
12,264,153,1
9,216,47,1
10,1300,632,1
7,210,71,1
8,568,187,1
8,472,180,1
7,497,115,1
5,25,9,1
14,5908,1062,1
6,36,11,1
7,126,45,1
12,156,61,1
8,560,167,1
8,128,54,1
7,56,14,1
6,144,38,1
9,225,85,1
10,870,326,1
4,96,55,1
8,80,38,1
9,729,235,1
10,1210,502,1
9,405,105,1
9,297,103,1
9,99,28,1
9,738,249,1
11,99,34,1
6,84,45,1
13,3471,1392,1
11,352,106,1
8,168,61,1
7,287,63,1
11,121,52,1
16,6784,2514,1
10,290,84,1
7,189,76,1
5,35,11,1
7,105,34,1
10,110,54,1
8,96,43,1
8,56,27,1
5,195,66,1
4,44,16,1
10,340,143,1
8,600,224,1
8,1480,392,1
9,414,123,1
7,98,33,1
11,319,130,1
10,230,72,1
9,4815,832,1
8,512,197,1
7,28,7,1
10,200,122,1
10,5060,758,1
10,1010,446,1
7,238,65,1
11,4796,1612,1
15,1815,776,1
8,576,114,1
8,152,59,1
13,2821,1019,1
9,90,35,1
14,5096,1865,1
27,8640,2774,1
11,869,297,1
9,945,316,1
6,42,12,1
7,490,182,1
8,40,15,1
10,5350,889,1
10,230,83,1
9,423,153,1
8,200,83,1
11,1507,478,1
9,153,35,1
8,1400,219,1
6,150,51,1
5,195,80,1
9,972,365,1
6,558,133,1
11,2871,707,1
9,873,286,1
9,306,126,1
23,2852,2684,1
7,91,33,1
7,119,51,1
8,176,70,1
25,4675,2272,1
8,808,179,1
6,66,20,1
10,5080,667,1
6,618,153,1
8,320,146,1
8,96,46,1
9,396,178,1
11,1111,367,1
7,77,29,1
7,126,38,1
8,1296,564,1
8,472,88,1
9,207,62,1
10,2510,449,1
14,406,57,1
10,890,224,1
8,136,72,1
8,288,117,1
6,102,25,1
9,486,142,1
10,540,204,1
10,1700,444,1
10,750,321,1
10,270,93,1
10,100,34,1
10,200,77,1
8,384,136,1
9,1098,415,1
8,288,86,1
5,45,15,1
9,45,11,1
18,432,196,1
10,5100,827,1
6,576,150,1
10,310,105,1
8,264,98,1
7,49,18,1
9,756,189,1
9,4815,793,1
8,272,116,1
8,96,39,1
9,837,233,1
7,168,39,1
11,88,22,1
11,462,131,1
8,96,51,1
7,350,93,1
1,13,10,1
9,423,208,1
13,481,147,1
9,684,248,1
8,1184,246,1
9,441,262,1
9,288,78,1
6,558,154,1
7,231,81,1
9,306,88,1
7,147,57,1
12,4596,1409,1
7,182,63,1
6,324,178,1
7,147,48,1
8,552,119,1
7,140,65,1
7,77,28,1
8,584,253,1
9,684,210,1
6,684,190,1
8,96,42,1
9,1575,299,1
9,999,184,1
8,1208,210,1
11,330,154,1
8,112,33,1
7,133,88,1
8,208,82,1
17,2907,606,1
10,430,197,1
12,3132,698,1
8,1832,308,1
9,396,185,1
10,230,80,1
6,42,20,1
9,1521,537,1
8,560,208,1
7,1085,193,1
7,49,17,1
11,242,68,1
14,2142,813,1
8,72,31,1
11,2882,722,1
9,963,196,1
8,464,205,1
11,781,289,1
5,290,26,1
3,12,9,1
9,2304,227,1
8,1128,504,1
9,1467,386,1
6,162,25,1
12,2592,1315,1
7,287,60,1
7,1505,824,1
8,216,47,1
9,297,107,1
8,496,147,1
11,1309,309,1
11,88,53,1
10,80,48,1
8,176,66,1
7,42,19,1
9,414,151,1
8,264,94,1
9,234,90,1
10,5110,822,1
8,280,111,1
8,32,19,1
9,189,39,1
8,344,170,1
10,490,259,1
7,63,20,1
25,2100,930,1
7,343,102,1
9,342,107,1
9,2250,781,1
5,250,90,1
9,189,46,1
6,72,23,1
15,3330,1378,1
13,5317,1475,1
9,702,326,1
7,1183,197,1
6,570,171,1
9,2889,446,1
8,672,242,1
11,1111,442,1
8,104,42,1
6,24,13,1
9,288,87,1
7,119,31,1
9,333,71,1
7,175,62,1
10,2620,716,1
7,147,45,1
7,245,66,1
5,35,16,1
9,171,66,1
8,152,59,1
8,2720,499,1
10,490,289,1
10,980,371,1
11,319,102,1
10,410,113,1
8,112,16,1
3,312,189,1
11,1474,422,1
14,168,72,1
7,140,61,1
6,300,119,1
9,4806,491,1
9,153,80,1
10,830,296,1
7,1477,380,1
8,416,158,1
9,531,185,1
7,231,61,1
9,441,135,1
7,266,87,1
6,78,27,1
8,368,125,1
7,140,51,1
10,1760,452,1
9,81,29,1
9,108,67,1
6,192,55,1
77,18865,8396,1
7,1834,279,1
10,1550,506,1
16,3632,1490,1
9,351,156,1
4,64,25,1
10,5080,506,1
9,819,191,1
13,5317,1657,1
9,252,63,1
10,2720,508,1
5,10,7,1
8,856,329,1
4,8,7,1
17,408,163,1
12,6000,1584,1
14,5740,1382,1
38,1976,894,1
8,72,26,1
5,20,7,1
9,459,136,1
7,28,14,1
9,306,109,1
11,253,148,1
6,570,146,1
7,119,66,1
5,25,13,1
9,180,83,1
13,5018,1437,1
10,340,95,1
12,1536,520,1
9,216,77,1
10,60,20,1
5,70,38,1
5,70,29,1
9,153,69,1
17,357,133,1
7,70,20,1
25,12275,5572,1
9,99,34,1
9,4590,684,1
6,78,20,1
25,7300,3448,1
9,135,33,1
7,210,63,1
10,2850,499,1
11,1100,502,1
8,264,83,1
8,1936,247,1
13,4797,1906,1
7,266,80,1
5,135,36,1
9,963,209,1
6,120,38,1
7,357,116,1
7,231,33,1
41,2747,1212,1
6,42,11,1
7,301,66,1
8,656,261,1
9,738,287,1
7,147,49,1
7,56,9,1
9,738,230,1
6,240,75,1
7,245,109,1
9,936,264,1
9,72,52,1
5,70,23,1
10,440,140,1
7,56,17,1
7,28,11,1
6,876,285,1
7,147,47,1
24,6768,2995,1
12,120,53,1
9,180,54,1
10,290,64,1
13,494,164,1
6,84,48,1
10,830,221,1
7,126,30,1
7,70,23,1
12,1416,377,1
5,215,98,1
8,864,301,1
8,160,63,1
9,2556,361,1
7,490,130,1
9,684,241,1
7,343,109,1
10,330,130,1
11,836,212,1
10,220,68,1
22,1562,810,1
6,60,24,1
11,781,360,1
4,40,12,1
9,4815,887,1
7,252,76,1
7,378,101,1
11,2123,516,1
9,261,61,1
8,128,49,1
9,684,298,1
1,49,14,1
11,1034,266,1
22,1474,326,1
9,387,133,1
9,927,331,1
8,96,41,1
9,4599,1035,1
9,441,111,1
10,180,55,1
7,406,86,1
7,70,20,1
9,45,21,1
24,3240,2953,1
7,819,152,1
3,42,16,1
10,350,152,1
8,264,103,1
8,1392,224,1
9,1431,356,1
87,10092,4093,1
9,198,57,1
5,40,13,1
13,585,251,1
10,1000,436,1
7,112,27,1
9,171,47,1
9,2511,243,1
7,1148,323,1
25,4225,923,1
10,110,47,1
9,324,128,1
11,2596,920,1
6,264,67,1
11,429,136,1
16,384,158,1
8,1216,242,1
10,1700,849,1
11,110,48,1
8,152,27,1
25,12350,5707,1
9,108,48,1
7,343,103,1
9,738,269,1
10,120,44,1
8,264,91,1
7,1449,361,1
14,4200,1106,1
8,352,171,1
6,198,53,1
5,15,8,1
10,80,40,1
9,2331,441,1
3,9,7,1
12,3024,1259,1
9,450,223,1
11,924,242,1
9,909,402,1
14,5698,2010,1
8,4184,250,1
10,1550,514,1
11,352,90,1
7,105,74,1
6,600,205,1
11,1298,338,1
7,602,169,1
8,120,55,1
5,200,88,1
22,440,123,1
13,1976,617,1
6,270,123,1
6,192,80,1
10,3180,406,1
7,91,37,1
8,96,42,1
8,120,32,1
10,180,53,1
11,1771,582,1
