@relation page-blocks

@attribute Lenght numeric
@attribute Eccen numeric
@attribute Class {1,2,3,4,5}

@data
26,2.167,1
23,2.556,1
76,7.6,1
27,1.929,1
31,4.429,1
534,59.333,1
344,31.273,1
39,5.571,1
168,18.667,1
91,6.5,1
8,1.143,1
10,1.25,1
33,3.3,1
183,22.875,1
2,0.286,1
12,1.5,1
12,1.5,1
99,11,1
34,4.25,1
58,4.462,1
93,15.5,1
101,11.222,1
17,2.429,1
36,4,1
99,11,1
168,18.667,1
523,65.375,1
30,4.286,1
161,14.636,1
28,7,1
126,11.455,1
12,1.714,1
41,5.857,1
32,4,1
12,1.333,1
25,2.5,1
152,11.692,1
71,11.833,1
536,59.556,1
43,6.143,1
10,1.25,1
71,8.875,1
101,16.833,1
72,10.286,1
27,3.375,1
281,11.708,1
37,5.286,1
5,1,1
96,4,1
75,12.5,1
56,8,1
10,1.667,1
111,12.333,1
274,30.444,1
20,2.857,1
18,2.25,1
8,1,1
80,8,1
32,4.571,1
45,6.429,1
59,9.833,1
254,18.143,1
185,13.214,1
61,8.714,1
52,5.2,1
41,4.556,1
12,1.2,1
84,8.4,1
32,3.556,1
13,2.167,1
535,59.444,1
74,6.727,1
30,2.727,1
32,6.4,1
98,8.909,1
95,23.75,1
288,28.8,1
21,2.1,1
41,5.125,1
7,3.5,1
20,4,1
346,49.429,1
207,23,1
64,7.111,1
185,20.556,1
40,5,1
120,15,1
31,4.429,1
33,3.667,1
33,4.125,1
98,9.8,1
154,15.4,1
67,4.467,1
6,0.75,1
62,8.857,1
185,18.5,1
4,1.333,1
256,28.444,1
261,26.1,1
18,2,1
58,9.667,1
18,2.571,1
172,19.111,1
49,7,1
98,8.909,1
19,1.9,1
258,25.8,1
93,10.333,1
18,2.571,1
30,2.727,1
66,6.6,1
37,4.111,1
13,1.857,1
20,2.857,1
27,3.857,1
144,20.571,1
15,3,1
100,14.286,1
38,4.222,1
14,2,1
32,4,1
20,4,1
37,2.846,1
267,29.667,1
108,13.5,1
10,0.833,1
57,4.385,1
268,29.778,1
15,1.875,1
48,6.857,1
271,27.1,1
47,6.714,1
96,12,1
23,2.3,1
155,17.222,1
38,3.8,1
98,10.889,1
155,15.5,1
64,7.111,1
46,6.571,1
409,29.214,1
35,5,1
168,15.273,1
274,22.833,1
130,21.667,1
215,26.875,1
292,11.68,1
281,10.036,1
177,35.4,1
30,3.75,1
83,9.222,1
42,4.667,1
15,2.143,1
20,2,1
63,5.727,1
13,1.625,1
18,2,1
43,5.375,1
11,1,1
16,2,1
12,1.5,1
8,0.727,1
359,25.643,1
402,28.714,1
64,8,1
159,12.231,1
82,9.111,1
20,2.857,1
12,1.714,1
8,0.727,1
20,2.5,1
18,1.8,1
22,3.143,1
236,21.455,1
11,1.571,1
12,2.4,1
239,18.385,1
35,3.889,1
13,1.3,1
6,1.2,1
94,8.545,1
240,30,1
53,4.818,1
140,20,1
51,5.667,1
262,26.2,1
23,3.286,1
38,5.429,1
17,2.833,1
242,30.25,1
3,0.5,1
9,1,1
37,5.286,1
100,16.667,1
50,5,1
16,2.286,1
424,26.5,1
97,8.818,1
32,4,1
26,3.714,1
125,5.208,1
35,5,1
13,1.857,1
46,5.75,1
45,1.607,1
10,1.25,1
14,1.4,1
133,10.231,1
6,1,1
354,27.231,1
11,1.571,1
119,13.222,1
102,8.5,1
34,4.857,1
10,1.111,1
36,5.143,1
13,1.857,1
119,10.818,1
183,20.333,1
29,4.833,1
90,11.25,1
59,6.556,1
28,3.5,1
16,2.286,1
11,1.571,1
350,20.588,1
33,4.714,1
99,99,1
5,1,1
45,7.5,1
19,2.375,1
9,0.818,1
32,5.333,1
24,4.8,1
248,24.8,1
5,1,1
24,1.412,1
271,24.636,1
433,30.929,1
11,2.75,1
9,9,1
13,1.857,1
174,17.4,1
75,8.333,1
7,1.167,1
9,1.286,1
12,1.5,1
62,6.889,1
19,1.9,1
18,3,1
356,23.733,1
205,12.813,1
12,1.5,1
15,2.5,1
16,1.778,1
21,2.625,1
34,4.857,1
7,1.167,1
125,12.5,1
20,2,1
81,13.5,1
214,30.571,1
21,2.625,1
42,4.2,1
59,5.9,1
22,2,1
44,4.4,1
123,17.571,1
36,4,1
13,1.625,1
23,3.286,1
30,5,1
271,30.111,1
23,2.875,1
9,1.286,1
31,4.429,1
45,22.5,1
96,24,1
10,1.25,1
23,1.917,1
19,3.167,1
80,8.889,1
267,9.889,1
50,6.25,1
34,3.778,1
12,1.333,1
9,1.8,1
10,1.429,1
15,1.875,1
2,0.286,1
197,21.889,1
37,4.625,1
36,6,1
19,1.9,1
14,2,1
41,5.857,1
183,26.143,1
13,1.857,1
271,27.1,1
52,7.429,1
19,2.111,1
511,51.1,1
9,3,1
101,9.182,1
14,1.75,1
14,1.75,1
11,0.917,1
96,13.714,1
123,13.667,1
170,17,1
81,16.2,1
20,3.333,1
5,1,1
21,2.333,1
23,2.556,1
18,3.6,1
155,22.143,1
171,24.429,1
150,18.75,1
256,25.6,1
194,21.556,1
47,47,1
15,2.143,1
38,2.923,1
13,2.167,1
99,4.125,1
413,37.545,1
53,7.571,1
24,3,1
155,15.5,1
124,13.778,1
42,3.818,1
93,15.5,1
6,1,1
47,5.875,1
130,13,1
12,1.714,1
96,16,1
205,29.286,1
29,3.222,1
14,1.75,1
3,0.375,1
100,14.286,1
45,5.625,1
510,51,1
86,7.818,1
371,26.5,1
69,8.625,1
86,8.6,1
158,17.556,1
31,15.5,1
23,2.875,1
36,4,1
96,16,1
81,7.364,1
93,11.625,1
3,0.375,1
39,4.333,1
99,9.9,1
45,5,1
205,20.5,1
399,24.938,1
178,25.429,1
28,3.111,1
271,27.1,1
34,3.4,1
249,249,1
7,1.4,1
75,15,1
11,1.375,1
17,3.4,1
11,1.571,1
16,2.286,1
245,30.625,1
319,39.875,1
12,1.5,1
36,4.5,1
80,8,1
114,3.353,1
9,1,1
7,1,1
10,1.429,1
22,2,1
20,2.857,1
32,4,1
23,3.286,1
12,1.5,1
112,12.444,1
23,2.3,1
123,12.3,1
96,16,1
11,1.571,1
16,5.333,1
29,2.9,1
49,8.167,1
219,21.9,1
66,5.5,1
93,11.625,1
181,30.167,1
50,7.143,1
320,22.857,1
76,8.444,1
88,8.8,1
33,4.125,1
71,6.455,1
16,2.286,1
295,32.778,1
176,7.333,1
13,2.167,1
30,3.75,1
102,9.273,1
98,9.8,1
54,7.714,1
47,47,1
23,2.875,1
14,2.333,1
45,6.429,1
12,2.4,1
220,24.444,1
272,34,1
32,8,1
26,5.2,1
21,1.909,1
7,0.583,1
3,0.6,1
16,4,1
82,9.111,1
13,1.625,1
157,19.625,1
43,4.778,1
12,1.5,1
18,2,1
117,16.714,1
97,16.167,1
112,10.182,1
50,5.556,1
90,7.5,1
12,1.714,1
16,1.778,1
80,6.667,1
102,11.333,1
17,1.889,1
18,2.25,1
116,9.667,1
18,2.25,1
13,1.625,1
27,5.4,1
93,10.333,1
18,2.571,1
14,1.75,1
14,2,1
18,2.571,1
125,8.929,1
13,2.6,1
41,5.857,1
39,4.875,1
12,1.2,1
49,8.167,1
83,9.222,1
79,7.182,1
424,141.33,1
148,18.5,1
33,4.125,1
103,12.875,1
151,21.571,1
30,3.75,1
262,23.818,1
10,1,1
57,4.071,1
47,4.7,1
61,5.545,1
26,3.25,1
4,0.571,1
279,31,1
8,1,1
17,2.429,1
82,9.111,1
12,1.333,1
27,3.857,1
44,5.5,1
221,20.091,1
42,6,1
16,2,1
12,1.5,1
44,4.889,1
84,7.636,1
8,1.6,1
14,2.333,1
30,1.5,1
9,0.818,1
99,11,1
25,3.125,1
245,3.182,1
67,8.375,1
14,2.333,1
46,6.571,1
64,7.111,1
225,25,1
43,6.143,1
91,10.111,1
183,16.636,1
353,39.222,1
16,2,1
21,2.1,1
33,4.125,1
30,3.75,1
193,17.545,1
278,30.889,1
28,2.8,1
30,4.286,1
83,9.222,1
117,9.75,1
30,4.286,1
5,0.625,1
29,4.833,1
73,8.111,1
40,5.714,1
160,17.778,1
499,49.9,1
16,2,1
85,7.083,1
23,3.286,1
19,1.9,1
18,2.25,1
21,3,1
19,3.167,1
21,2.625,1
40,4,1
65,6.5,1
316,31.6,1
13,1.857,1
31,3.1,1
138,9.2,1
19,2.714,1
75,10.714,1
85,10.625,1
71,8.875,1
98,9.8,1
19,2.375,1
47,5.222,1
124,13.778,1
41,6.833,1
13,1.857,1
3,0.75,1
10,1,1
84,9.333,1
213,30.429,1
14,1.556,1
45,3.462,1
118,11.8,1
243,34.714,1
16,1.6,1
76,8.444,1
41,4.1,1
23,2.875,1
186,7.44,1
8,1.143,1
6,0.75,1
275,25,1
61,8.714,1
57,0.95,1
275,34.375,1
18,3,1
75,6.818,1
53,4.818,1
190,23.75,1
83,10.375,1
32,1.143,1
75,9.375,1
115,16.429,1
116,23.2,1
14,3.5,1
59,8.429,1
4,0.8,1
7,1,1
97,10.778,1
60,7.5,1
103,12.875,1
288,26.182,1
8,1.6,1
14,1.75,1
29,3.625,1
344,21.5,1
508,50.8,1
176,14.667,1
8,0.8,1
53,5.3,1
71,6.455,1
67,3.045,1
53,10.6,1
7,1,1
76,10.857,1
227,5.974,1
25,2.273,1
33,2.75,1
20,2.857,1
49,5.444,1
42,6,1
7,0.778,1
12,1.714,1
22,2.2,1
102,9.273,1
340,42.5,1
250,25,1
186,7.44,1
109,13.625,1
56,6.222,1
49,4.9,1
6,0.75,1
22,1.222,1
8,1,1
64,5.818,1
43,5.375,1
189,17.182,1
22,2.2,1
17,2.429,1
98,7,1
241,30.125,1
47,5.222,1
51,5.1,1
26,3.25,1
12,1.5,1
391,24.438,1
175,19.444,1
208,9.455,1
79,11.286,1
30,4.286,1
74,10.571,1
20,2.857,1
77,4.529,1
44,5.5,1
11,0.647,1
12,1.714,1
29,2.9,1
37,3.7,1
28,4.667,1
29,3.625,1
105,15,1
269,26.9,1
40,5.714,1
43,5.375,1
110,12.222,1
219,31.286,1
497,41.417,1
10,1.429,1
33,4.714,1
77,5.923,1
18,2,1
51,4.636,1
53,6.625,1
18,3,1
19,2.375,1
12,1.5,1
75,15,1
99,9.9,1
14,1.75,1
46,5.111,1
30,6,1
412,29.429,1
337,14.042,1
36,4,1
63,9,1
11,1.833,1
20,2.5,1
31,3.875,1
535,59.444,1
49,5.444,1
11,2.2,1
71,7.889,1
34,4.857,1
34,4.857,1
11,1.571,1
10,1.429,1
28,3.111,1
4,0.5,1
63,12.6,1
121,12.1,1
21,3,1
46,6.571,1
49,6.125,1
50,6.25,1
71,3.227,1
491,19.64,1
28,4.667,1
217,16.692,1
100,16.667,1
148,18.5,1
31,7.75,1
31,4.429,1
30,3.333,1
15,2.143,1
29,3.625,1
14,2,1
41,4.556,1
410,10.789,1
28,5.6,1
168,21,1
23,3.286,1
27,2.455,1
80,8.889,1
33,3.667,1
186,7.44,1
16,2,1
13,1.857,1
13,2.167,1
101,16.833,1
35,5,1
27,3,1
86,9.556,1
107,11.889,1
14,2,1
3,1,1
69,5.75,1
1,0.125,1
27,5.4,1
79,4.389,1
398,49.75,1
26,1.13,1
215,30.714,1
17,2.125,1
42,4.667,1
29,4.143,1
53,5.3,1
309,30.9,1
16,1.778,1
39,4.333,1
390,27.857,1
36,4.5,1
336,33.6,1
79,7.9,1
21,4.2,1
511,51.1,1
15,2.5,1
7,1,1
46,4.182,1
12,1.5,1
187,13.357,1
19,2.375,1
25,6.25,1
11,0.917,1
61,5.083,1
8,1,1
49,6.125,1
85,9.444,1
14,2,1
64,7.111,1
346,43.25,1
175,15.909,1
9,1.125,1
26,3.25,1
6,1.2,1
15,2.143,1
72,6,1
535,53.5,1
272,24.727,1
4,1.333,1
47,5.875,1
231,28.875,1
227,32.429,1
34,3.4,1
13,2.167,1
20,2.857,1
54,5.4,1
31,5.167,1
9,2.25,1
33,5.5,1
21,3,1
32,3.556,1
45,5.625,1
9,1.125,1
87,7.909,1
145,14.5,1
26,3.25,1
7,1.167,1
12,3,1
25,3.571,1
82,9.111,1
9,0.9,1
20,2.5,1
44,4.4,1
39,6.5,1
64,8,1
532,59.111,1
35,5,1
417,26.063,1
14,2,1
28,5.6,1
534,59.333,1
80,8.889,1
114,28.5,1
16,1.778,1
100,9.091,1
20,2.857,1
28,3.5,1
339,24.214,1
56,6.222,1
100,10,1
67,6.7,1
34,3.778,1
62,7.75,1
18,18,1
15,2.143,1
87,8.7,1
61,6.778,1
14,2,1
42,6,1
32,3.556,1
61,6.1,1
38,3.455,1
54,4.909,1
27,4.5,1
50,50,1
60,6,1
146,13.273,1
75,8.333,1
45,5.625,1
272,30.222,1
22,2.75,1
277,21.308,1
89,8.091,1
91,8.273,1
31,4.429,1
34,4.857,1
271,22.583,1
47,5.875,1
38,5.429,1
53,4.077,1
50,8.333,1
30,2.727,1
390,30,1
108,12,1
13,1.857,1
267,20.538,1
201,15.462,1
15,1.875,1
7,1,1
82,9.111,1
8,0.889,1
77,7,1
18,2.25,1
187,20.778,1
13,2.167,1
4,0.8,1
6,0.857,1
11,1.375,1
12,1.5,1
30,3.75,1
39,6.5,1
34,4.857,1
12,1.091,1
7,1.167,1
536,59.556,1
8,1.333,1
3,0.6,1
19,3.167,1
5,0.625,1
14,2.333,1
188,14.462,1
134,14.889,1
37,6.167,1
102,11.333,1
98,14,1
51,7.286,1
74,6.727,1
7,1,1
13,1.857,1
109,15.571,1
41,4.1,1
14,2,1
41,4.556,1
419,29.929,1
40,4.444,1
12,1.5,1
33,6.6,1
10,1.25,1
40,4,1
15,2.5,1
17,1.889,1
71,10.143,1
37,4.111,1
35,5.833,1
120,5.217,1
20,3.333,1
27,2.7,1
271,11.783,1
163,23.286,1
16,1.778,1
29,4.833,1
12,1.2,1
28,4.667,1
36,4,1
21,2.625,1
83,8.3,1
9,0.9,1
30,3,1
213,19.364,1
69,17.25,1
7,2.333,1
41,5.857,1
123,15.375,1
65,8.125,1
18,2.571,1
271,24.636,1
72,6,1
26,4.333,1
135,19.286,1
33,4.714,1
256,32,1
415,25.938,1
27,3.857,1
19,2.375,1
29,2.636,1
77,5.923,1
22,2.444,1
34,3.4,1
21,3,1
39,4.875,1
169,18.778,1
342,22.8,1
38,2.923,1
35,4.375,1
41,4.556,1
15,1.875,1
42,4.667,1
118,5.13,1
60,6,1
93,9.3,1
14,2,1
67,6.7,1
17,2.429,1
80,10,1
43,5.375,1
47,5.875,1
162,16.2,1
27,2.7,1
46,5.75,1
81,9,1
35,3.5,1
267,29.667,1
14,2.8,1
20,2.222,1
80,10,1
35,3.5,1
12,2.4,1
89,14.833,1
12,1.5,1
18,1.8,1
12,1.333,1
7,7,1
25,2.5,1
30,4.286,1
9,0.818,1
69,3.136,1
500,41.667,1
155,17.222,1
12,2.4,1
71,2.84,1
30,3.333,1
183,18.3,1
63,6.3,1
14,2.333,1
42,5.25,1
4,0.8,1
257,3.338,1
27,3.857,1
311,23.923,1
8,1.143,1
40,6.667,1
32,32,1
13,2.6,1
98,14,1
53,5.3,1
5,0.714,1
50,8.333,1
41,4.1,1
31,4.429,1
15,3.75,1
155,17.222,1
51,8.5,1
51,7.286,1
8,0.667,1
271,27.1,1
38,5.429,1
52,7.429,1
19,3.167,1
36,4,1
13,1.444,1
23,2.875,1
90,8.182,1
16,1.778,1
7,0.875,1
35,3.5,1
419,27.933,1
89,17.8,1
83,6.917,1
14,1.556,1
81,9,1
39,3.9,1
8,0.889,1
18,3.6,1
55,6.875,1
109,9.909,1
12,2.4,1
21,2.625,1
122,17.429,1
43,5.375,1
139,17.375,1
12,2,1
13,1.857,1
152,19,1
383,31.917,1
19,2.714,1
242,30.25,1
53,6.625,1
22,1.833,1
21,3,1
32,4,1
5,0.556,1
10,1.25,1
19,3.167,1
9,1,1
53,7.571,1
73,9.125,1
106,5.048,1
304,33.778,1
91,10.111,1
118,10.727,1
106,11.778,1
8,1.143,1
94,18.8,1
487,37.462,1
11,1,1
62,6.889,1
8,0.8,1
38,5.429,1
9,0.818,1
40,4.444,1
20,2.222,1
40,5.714,1
147,14.7,1
510,56.667,1
35,5,1
8,1.333,1
124,10.333,1
11,1.833,1
83,8.3,1
16,1.6,1
48,4.8,1
33,3.3,1
23,2.556,1
364,26,1
40,5.714,1
95,13.571,1
133,16.625,1
28,4,1
279,139.5,1
69,8.625,1
135,19.286,1
302,37.75,1
22,1.833,1
29,3.222,1
91,13,1
82,9.111,1
357,32.455,1
12,1.5,1
8,0.889,1
131,21.833,1
72,6,1
19,1.9,1
53,5.889,1
18,2.571,1
46,9.2,1
11,1.571,1
7,1,1
25,2.083,1
20,2.857,1
219,24.333,1
59,7.375,1
12,2,1
9,1.125,1
155,19.375,1
7,0.7,1
44,4.889,1
12,1.5,1
61,4.067,1
8,1.143,1
245,22.273,1
59,7.375,1
137,4.893,1
133,14.778,1
44,5.5,1
11,1.1,1
76,8.444,1
118,118,1
156,14.182,1
261,26.1,1
97,19.4,1
5,0.357,1
14,2.333,1
41,6.833,1
14,2,1
40,40,1
98,9.8,1
182,20.222,1
54,9,1
52,6.5,1
11,1.571,1
23,2.875,1
11,1.571,1
40,40,1
48,6,1
171,19,1
57,8.143,1
69,5.75,1
233,29.125,1
34,4.857,1
76,9.5,1
11,1.222,1
10,0.769,1
19,2.714,1
52,5.2,1
536,59.556,1
135,16.875,1
21,2.333,1
40,5.714,1
11,0.647,1
30,6,1
19,2.111,1
110,15.714,1
172,24.571,1
169,24.143,1
21,2.625,1
24,2.667,1
177,177,1
15,2.143,1
14,2,1
16,2,1
12,1.5,1
9,1.125,1
134,12.182,1
9,1.286,1
11,0.733,1
6,0.857,1
223,31.857,1
118,10.727,1
535,59.444,1
271,33.875,1
18,2,1
10,2,1
22,3.143,1
132,16.5,1
4,0.571,1
11,1.571,1
24,2.182,1
46,5.111,1
9,1,1
48,6,1
8,0.727,1
30,3,1
16,2.286,1
74,9.25,1
264,29.333,1
11,1.571,1
96,13.714,1
169,18.778,1
81,9,1
32,4.571,1
99,9,1
17,1.889,1
97,10.778,1
63,6.3,1
12,1.5,1
34,6.8,1
272,27.2,1
47,2.043,1
22,3.143,1
19,1.9,1
25,2.5,1
20,1.818,1
33,3.3,1
4,0.4,1
8,1,1
33,3.667,1
23,3.286,1
86,12.286,1
25,3.571,1
132,16.5,1
122,13.556,1
37,2.846,1
8,1,1
26,4.333,1
21,2.1,1
39,5.571,1
7,1.4,1
31,31,1
167,15.182,1
41,5.857,1
48,4.8,1
18,3,1
65,7.222,1
25,3.125,1
50,8.333,1
234,16.714,1
108,12,1
40,5.714,1
184,16.727,1
43,3.583,1
22,2.2,1
71,8.875,1
80,8,1
11,1.571,1
13,1.083,1
167,13.917,1
21,2.625,1
4,0.571,1
244,27.111,1
6,1.2,1
12,2,1
4,0.571,1
153,17,1
68,7.556,1
13,2.6,1
16,2.667,1
7,0.875,1
19,2.714,1
181,11.313,1
45,5,1
111,12.333,1
13,1.857,1
439,27.438,1
4,0.667,1
24,4,1
9,1.125,1
104,9.455,1
25,4.167,1
32,6.4,1
49,4.455,1
31,6.2,1
8,0.8,1
271,22.583,1
511,51.1,1
68,11.333,1
65,5,1
159,2.013,1
4,1.333,1
534,59.333,1
51,5.1,1
303,27.545,1
64,7.111,1
8,1.143,1
33,4.714,1
272,24.727,1
178,7.12,1
272,22.667,1
34,4.25,1
123,11.182,1
104,9.455,1
123,6.474,1
421,30.071,1
201,14.357,1
4,1.333,1
38,2.923,1
76,8.444,1
47,6.714,1
37,4.625,1
35,3.889,1
200,200,1
30,2.308,1
98,9.8,1
122,12.2,1
70,10,1
25,2.5,1
22,2.2,1
178,7.417,1
136,19.429,1
12,1.091,1
151,16.778,1
15,1.875,1
55,7.857,1
10,1.25,1
332,27.667,1
14,1.75,1
6,0.462,1
297,22.846,1
70,8.75,1
107,10.7,1
67,5.583,1
83,10.375,1
29,3.625,1
64,6.4,1
20,2.857,1
41,5.125,1
20,2.222,1
30,3.75,1
11,1.571,1
116,11.6,1
25,2.778,1
33,3.3,1
51,5.1,1
17,1.889,1
16,2,1
21,2.625,1
27,3,1
107,11.889,1
214,30.571,1
6,1.2,1
65,9.286,1
76,8.444,1
336,14,1
10,2,1
82,16.4,1
58,4.143,1
18,1.8,1
32,3.556,1
12,1.5,1
386,29.692,1
122,15.25,1
50,10,1
70,8.75,1
11,1.571,1
82,13.667,1
7,0.636,1
173,24.714,1
34,3.778,1
39,4.875,1
24,6,1
165,18.333,1
408,25.5,1
9,1,1
141,20.143,1
45,45,1
13,2.167,1
353,44.125,1
4,0.8,1
44,5.5,1
29,5.8,1
50,7.143,1
22,2.75,1
99,11,1
191,21.222,1
115,8.846,1
7,0.875,1
10,2.5,1
132,16.5,1
84,7.636,1
8,1.143,1
299,37.375,1
107,11.889,1
23,2.556,1
23,2.556,1
18,2,1
272,22.667,1
158,22.571,1
14,1.75,1
122,13.556,1
35,5,1
92,10.222,1
25,3.125,1
250,27.778,1
47,5.875,1
112,16,1
26,2.6,1
21,2.625,1
43,5.375,1
82,10.25,1
27,3.857,1
4,0.5,1
261,23.727,1
8,1,1
23,2.3,1
44,4.889,1
81,13.5,1
117,9.75,1
16,1.6,1
6,1.2,1
42,4.667,1
4,0.667,1
39,7.8,1
24,3,1
535,59.444,1
38,4.75,1
369,41,1
32,4,1
32,1.143,1
135,19.286,1
251,22.818,1
43,3.909,1
19,2.375,1
108,13.5,1
198,18,1
55,6.111,1
11,1.571,1
19,4.75,1
13,2.167,1
98,8.909,1
17,2.125,1
98,8.167,1
101,10.1,1
12,3,1
125,13.889,1
74,74,1
53,6.625,1
20,2,1
44,3.667,1
128,18.286,1
10,1.111,1
94,15.667,1
11,1.222,1
36,4.5,1
25,2.5,1
15,1.875,1
5,0.714,1
299,33.222,1
61,8.714,1
81,10.125,1
79,7.9,1
30,3.75,1
23,1.353,1
11,1,1
330,33,1
22,2,1
71,5.917,1
243,22.091,1
15,3,1
11,5.5,1
35,5,1
32,4,1
9,1.286,1
126,12.6,1
37,4.111,1
97,8.818,1
5,0.714,1
17,2.833,1
17,2.429,1
14,1.75,1
26,2.889,1
38,6.333,1
62,5.167,1
40,4.444,1
39,4.875,1
40,4.444,1
232,19.333,1
8,1.143,1
56,7,1
372,26.571,1
75,7.5,1
42,5.25,1
35,4.375,1
7,1.4,1
3,1,1
13,1.444,1
38,2.923,1
525,65.625,1
43,8.6,1
3,0.375,1
25,3.125,1
422,30.143,1
31,6.2,1
272,30.222,1
82,9.111,1
42,4.667,1
189,18.9,1
14,2.333,1
125,17.857,1
4,0.571,1
28,3.5,1
100,11.111,1
95,15.833,1
21,1.909,1
71,3.227,1
9,1.286,1
131,13.1,1
29,5.8,1
70,8.75,1
7,1,1
85,7.727,1
4,0.667,1
23,2.3,1
13,1.857,1
83,9.222,1
18,4.5,1
27,4.5,1
377,29,1
12,12,1
11,2.2,1
64,2.667,1
21,2.625,1
47,5.222,1
11,1.833,1
108,12,1
22,22,1
300,20,1
9,0.818,1
53,7.571,1
104,8.667,1
32,4.571,1
57,5.7,1
29,5.8,1
259,28.778,1
15,1.875,1
31,4.429,1
103,9.364,1
89,14.833,1
41,4.556,1
100,12.5,1
22,3.143,1
69,11.5,1
27,3.857,1
15,1.667,1
18,3,1
35,35,1
240,21.818,1
169,18.778,1
24,1.412,1
92,18.4,1
104,34.667,1
179,17.9,1
7,1.167,1
100,12.5,1
28,5.6,1
12,1,1
6,0.75,1
3,1,1
28,5.6,1
283,31.444,1
38,4.75,1
7,1.4,1
83,10.375,1
535,59.444,1
36,4,1
96,16,1
10,1.667,1
7,0.875,1
4,0.8,1
64,7.111,1
162,20.25,1
20,2.222,1
97,10.778,1
11,2.2,1
28,3.5,1
75,9.375,1
29,2.636,1
251,25.1,1
261,23.727,1
8,1.143,1
352,22,1
405,25.313,1
38,4.75,1
76,12.667,1
9,1,1
33,3.667,1
73,7.3,1
511,51.1,1
32,2.909,1
8,1,1
4,0.5,1
157,17.444,1
185,23.125,1
49,4.9,1
7,0.7,1
7,1,1
8,0.727,1
238,26.444,1
7,1.167,1
104,9.455,1
7,1.4,1
337,30.636,1
17,2.429,1
94,18.8,1
42,4.667,1
19,2.714,1
272,24.727,1
8,0.8,1
23,2.3,1
37,4.625,1
47,5.222,1
12,1.5,1
34,4.25,1
180,20,1
298,37.25,1
16,2,1
17,3.4,1
31,3.875,1
160,17.778,1
75,9.375,1
26,4.333,1
382,23.875,1
155,14.091,1
79,8.778,1
6,0.6,1
171,6.107,1
42,4.667,1
26,2.6,1
11,1.571,1
14,2,1
101,10.1,1
58,6.444,1
53,5.889,1
73,9.125,1
22,2.2,1
38,2.923,1
37,3.083,1
8,1.333,1
262,26.2,1
103,11.444,1
111,12.333,1
25,5,1
64,7.111,1
6,0.667,1
49,5.444,1
15,1.667,1
24,3,1
11,1.571,1
50,6.25,1
32,1.6,1
127,12.7,1
7,1.4,1
38,4.75,1
26,2.889,1
71,10.143,1
126,14,1
43,6.143,1
32,3.556,1
44,4.4,1
20,1.818,1
175,19.444,1
344,21.5,1
119,10.818,1
35,4.375,1
6,0.75,1
13,2.6,1
128,14.222,1
20,2.222,1
13,1.625,1
20,3.333,1
305,33.889,1
51,5.1,1
22,2.2,1
98,19.6,1
12,1.714,1
63,9,1
106,17.667,1
15,1.875,1
48,6,1
228,32.571,1
62,7.75,1
40,40,1
340,13.6,1
263,43.833,1
56,4.667,1
24,1.412,1
12,2,1
94,9.4,1
47,4.7,1
12,1.333,1
43,4.778,1
36,4,1
157,22.429,1
9,1.286,1
14,1.167,1
215,26.875,1
534,59.333,1
21,2.625,1
325,32.5,1
186,7.75,1
12,1.5,1
38,5.429,1
77,8.556,1
41,4.1,1
166,18.444,1
520,57.778,1
137,34.25,1
25,2.778,1
101,9.182,1
25,2.273,1
56,8,1
84,9.333,1
9,1.8,1
44,7.333,1
102,8.5,1
233,25.889,1
48,6,1
132,5.739,1
103,8.583,1
45,5.625,1
45,5.625,1
217,24.111,1
19,3.8,1
7,1,1
20,2.222,1
21,2.333,1
148,18.5,1
17,1.7,1
33,5.5,1
42,6,1
9,1,1
12,1.2,1
160,4.848,1
49,7,1
19,3.167,1
12,1.091,1
5,1.667,1
106,6.235,1
90,30,1
15,1.5,1
19,3.8,1
34,3.4,1
11,1.571,1
11,1.222,1
43,8.6,1
259,25.9,1
17,2.125,1
13,1.857,1
24,4.8,1
248,27.556,1
18,2,1
10,1.429,1
53,5.3,1
105,11.667,1
31,4.429,1
86,9.556,1
26,3.714,1
9,0.818,1
109,13.625,1
50,5,1
10,1.667,1
412,15.846,1
14,2.333,1
9,0.9,1
40,5,1
5,0.625,1
65,9.286,1
43,6.143,1
17,2.125,1
23,3.286,1
341,37.889,1
250,27.778,1
509,50.9,1
4,0.667,1
13,1.857,1
20,2.857,1
18,1.8,1
83,6.917,1
23,2.875,1
261,23.727,1
28,3.111,1
23,2.556,1
137,5.957,1
35,4.375,1
130,13,1
44,4,1
12,1.5,1
376,41.778,1
36,4.5,1
273,34.125,1
86,7.818,1
14,2.8,1
121,12.1,1
271,27.1,1
18,1.8,1
36,4,1
148,16.444,1
60,7.5,1
12,1.333,1
25,2.778,1
17,2.125,1
115,4.259,1
52,1.368,1
18,4.5,1
29,2.9,1
86,9.556,1
245,14.412,1
13,2.6,1
20,2,1
46,9.2,1
7,1.4,1
97,10.778,1
11,1.571,1
60,6.667,1
77,7.7,1
12,3,1
108,13.5,1
342,26.308,1
49,7,1
400,30.769,1
20,2.5,1
2,0.4,1
321,22.929,1
272,24.727,1
40,5,1
12,1.333,1
29,29,1
29,2.071,1
24,3.429,1
57,6.333,1
12,1.091,1
11,1.375,1
271,27.1,1
433,33.308,1
4,0.667,1
98,12.25,1
43,4.778,1
54,6.75,1
14,2.8,1
21,2.333,1
117,14.625,1
31,4.429,1
63,7.875,1
15,3,1
