@relation page-blocks

@attribute Height numeric
@attribute Lenght numeric
@attribute Wb_trans numeric
@attribute Class {1,2,3,4,5}

@data
7,58,35,1
10,35,63,1
6,13,16,1
7,9,9,1
11,71,120,1
9,7,9,1
9,7,10,1
6,13,17,1
11,236,316,1
11,30,37,1
10,51,67,1
9,8,4,1
12,271,390,1
9,191,264,1
6,130,96,1
10,66,93,1
9,123,159,1
11,57,91,1
10,20,29,1
8,23,32,1
11,184,213,1
11,9,8,1
8,6,11,1
18,64,93,1
7,34,50,1
11,102,173,1
10,34,61,1
7,11,14,1
9,167,197,1
7,8,11,1
11,22,17,1
7,17,17,1
7,9,15,1
7,54,55,1
10,10,1,1
6,7,6,1
9,183,239,1
9,18,27,1
9,59,81,1
14,84,133,1
9,267,234,1
9,225,283,1
11,337,318,1
1,33,11,1
9,535,596,1
8,38,46,1
22,71,72,1
5,35,8,1
9,16,27,1
6,94,91,1
10,48,80,1
8,84,101,1
9,29,48,1
4,25,21,1
9,347,275,1
9,92,123,1
8,49,84,1
8,273,369,1
9,37,62,1
9,34,49,1
5,22,27,1
7,135,99,1
8,25,38,1
9,13,19,1
3,4,1,1
9,231,274,1
12,9,6,1
14,320,355,1
10,16,26,1
10,118,162,1
7,11,14,1
7,214,234,1
9,82,124,1
4,99,83,1
10,8,8,1
8,508,290,1
1,36,7,1
11,22,18,1
10,88,124,1
9,67,75,1
8,69,39,1
14,417,467,1
7,16,21,1
5,24,31,1
8,229,196,1
13,348,537,1
8,23,40,1
12,207,292,1
9,272,353,1
10,16,9,1
8,535,575,1
8,43,56,1
7,16,18,1
10,51,87,1
9,9,13,1
11,12,15,1
7,2,4,1
10,215,239,1
5,89,66,1
11,79,132,1
11,8,9,1
5,16,17,1
7,8,9,1
7,227,215,1
10,511,596,1
12,167,234,1
7,18,28,1
8,21,29,1
7,20,33,1
7,20,38,1
2,7,2,1
10,12,10,1
9,171,214,1
12,8,7,1
6,13,17,1
6,13,17,1
11,147,264,1
7,11,14,1
1,88,17,1
11,51,80,1
12,66,105,1
10,19,11,1
25,186,305,1
12,257,291,1
10,39,48,1
11,272,392,1
9,16,14,1
7,19,22,1
9,77,93,1
9,343,401,1
19,455,21,1
10,36,59,1
8,8,13,1
7,11,20,1
8,22,35,1
10,35,12,1
8,50,44,1
9,26,40,1
1,143,18,1
8,41,48,1
8,18,27,1
11,154,163,1
9,41,57,1
6,12,13,1
9,107,161,1
6,17,14,1
8,21,12,1
7,121,149,1
12,271,410,1
12,85,90,1
7,14,19,1
8,41,59,1
7,13,17,1
9,86,119,1
13,188,275,1
1,47,19,1
11,92,159,1
10,116,178,1
9,49,86,1
6,13,13,1
1,99,18,1
13,222,221,1
10,83,120,1
7,11,19,1
12,98,135,1
21,106,152,1
9,202,122,1
5,13,12,1
11,86,143,1
14,370,554,1
7,43,66,1
7,172,171,1
5,31,36,1
9,518,360,1
8,48,66,1
10,80,122,1
10,40,57,1
10,119,169,1
9,72,97,1
8,49,88,1
8,22,20,1
9,124,144,1
10,53,91,1
8,162,85,1
10,271,388,1
7,50,64,1
8,8,3,1
9,35,29,1
11,20,15,1
6,49,50,1
12,69,95,1
5,94,80,1
6,97,89,1
10,271,409,1
13,400,418,1
7,19,27,1
7,8,14,1
7,14,16,1
10,31,59,1
5,15,19,1
8,7,10,1
15,294,330,1
7,71,67,1
10,9,6,1
7,75,64,1
9,8,15,1
7,21,31,1
10,38,58,1
6,81,109,1
7,14,17,1
7,7,4,1
8,12,18,1
6,32,42,1
9,510,533,1
9,112,135,1
7,95,114,1
9,83,90,1
6,85,86,1
16,181,227,1
12,84,123,1
1,10,2,1
8,107,139,1
7,15,22,1
10,50,81,1
9,47,56,1
10,29,48,1
8,180,230,1
9,35,60,1
7,144,75,1
11,101,165,1
10,38,56,1
9,464,505,1
9,24,36,1
9,534,661,1
6,96,79,1
9,65,96,1
10,82,120,1
12,84,89,1
11,94,126,1
7,91,92,1
7,34,54,1
8,15,24,1
9,20,33,1
9,43,65,1
9,102,132,1
7,47,67,1
9,37,50,1
8,36,50,1
11,118,189,1
7,100,157,1
6,14,20,1
8,43,64,1
14,298,247,1
14,217,383,1
5,46,28,1
7,9,12,1
8,34,57,1
10,40,73,1
8,83,104,1
9,536,662,1
11,98,122,1
9,33,57,1
9,102,128,1
7,21,26,1
8,122,154,1
7,22,11,1
9,81,119,1
8,45,70,1
10,248,340,1
7,13,21,1
4,6,4,1
6,13,17,1
2,19,2,1
3,4,1,1
10,47,69,1
12,25,37,1
11,84,131,1
10,33,56,1
1,35,14,1
10,262,391,1
9,44,59,1
9,103,125,1
9,84,112,1
16,410,450,1
8,20,28,1
8,43,61,1
8,22,31,1
11,22,18,1
9,124,151,1
8,10,16,1
5,3,1,1
5,5,6,1
10,21,33,1
5,19,4,1
7,80,74,1
5,8,14,1
11,413,664,1
14,390,441,1
6,4,2,1
11,246,331,1
7,18,23,1
5,14,5,1
7,8,7,1
8,30,38,1
7,14,18,1
25,169,586,1
9,72,82,1
8,40,62,1
8,12,20,1
6,37,39,1
8,98,122,1
6,12,18,1
10,251,287,1
10,28,56,1
1,60,11,1
8,10,17,1
10,260,412,1
9,17,11,1
7,65,89,1
7,27,16,1
13,323,449,1
8,14,20,1
7,16,14,1
7,41,44,1
8,14,12,1
10,23,37,1
8,41,64,1
5,88,96,1
5,18,22,1
5,11,15,1
10,18,23,1
9,103,129,1
2,14,3,1
7,13,21,1
17,398,408,1
12,22,20,1
9,18,12,1
6,25,36,1
8,346,339,1
7,5,7,1
8,16,27,1
5,4,4,1
7,29,20,1
10,33,62,1
8,180,220,1
9,169,200,1
9,106,127,1
36,186,292,1
9,187,233,1
9,38,47,1
25,186,263,1
10,8,8,1
8,26,38,1
9,73,77,1
9,536,320,1
10,40,62,1
8,59,80,1
10,4,8,1
11,103,123,1
7,20,26,1
7,26,41,1
20,16,6,1
4,24,27,1
10,11,18,1
6,13,15,1
9,63,82,1
9,41,68,1
11,56,77,1
8,57,78,1
11,98,134,1
8,69,104,1
6,15,13,1
8,34,56,1
11,275,307,1
9,46,75,1
14,254,284,1
7,8,13,1
11,262,373,1
41,67,36,1
3,3,1,1
7,389,381,1
5,39,21,1
7,20,31,1
14,395,423,1
7,21,32,1
7,19,26,1
14,409,551,1
9,535,617,1
12,335,348,1
9,60,81,1
5,29,33,1
9,10,8,1
8,15,28,1
6,172,175,1
9,17,27,1
10,293,397,1
10,27,49,1
11,271,353,1
23,137,162,1
11,344,358,1
8,8,9,1
9,7,13,1
6,60,67,1
7,19,18,1
8,23,34,1
13,83,115,1
7,197,66,1
10,101,154,1
8,75,106,1
6,4,2,1
7,12,14,1
10,49,76,1
6,7,10,1
9,104,137,1
10,103,146,1
7,42,58,1
10,49,86,1
9,33,53,1
8,8,11,1
13,342,477,1
6,21,19,1
10,100,172,1
13,407,609,1
7,143,77,1
9,12,14,1
1,123,19,1
16,389,424,1
7,46,38,1
9,453,269,1
7,31,45,1
10,268,220,1
10,13,6,1
9,33,62,1
8,20,21,1
13,80,81,1
9,97,174,1
6,14,21,1
9,182,210,1
9,38,32,1
7,8,13,1
7,10,18,1
8,7,11,1
9,92,140,1
5,6,3,1
8,9,13,1
8,24,35,1
6,96,67,1
16,90,204,1
9,17,11,1
7,19,31,1
1,40,6,1
18,48,53,1
10,20,30,1
8,7,8,1
24,340,643,1
5,20,31,1
7,8,7,1
8,21,31,1
6,18,25,1
9,535,613,1
7,30,46,1
8,275,351,1
6,22,33,1
8,69,68,1
6,7,7,1
8,43,69,1
7,117,121,1
7,27,42,1
38,410,1651,1
8,17,21,1
9,76,106,1
9,306,424,1
7,17,27,1
10,272,382,1
7,7,13,1
14,321,345,1
5,44,21,1
7,11,21,1
9,43,59,1
10,37,61,1
9,108,141,1
9,36,56,1
9,33,68,1
8,24,36,1
7,18,23,1
10,18,29,1
7,26,29,1
9,7,6,1
12,307,444,1
10,100,168,1
9,120,181,1
10,269,160,1
8,27,39,1
7,48,77,1
13,37,41,1
10,508,372,1
9,81,116,1
10,52,74,1
11,271,417,1
7,13,9,1
9,43,73,1
9,314,352,1
3,4,1,1
7,12,20,1
11,25,36,1
9,103,124,1
6,11,15,1
14,433,485,1
9,534,351,1
25,187,303,1
9,107,152,1
8,14,20,1
39,353,454,1
10,82,108,1
9,5,5,1
10,511,555,1
11,41,52,1
10,66,95,1
24,157,186,1
5,6,8,1
9,151,178,1
6,40,37,1
9,284,286,1
11,24,39,1
8,93,111,1
10,83,105,1
7,18,25,1
8,13,10,1
1,7,1,1
8,37,50,1
7,4,1,1
9,535,310,1
9,16,26,1
1,50,9,1
7,198,174,1
10,58,80,1
11,155,210,1
10,31,49,1
8,26,38,1
7,25,27,1
8,62,99,1
9,158,212,1
8,272,289,1
9,43,59,1
10,47,76,1
8,44,71,1
4,20,22,1
28,281,530,1
8,7,11,1
10,122,171,1
8,59,59,1
8,53,99,1
23,271,420,1
10,228,316,1
8,50,73,1
5,96,87,1
7,27,12,1
9,49,70,1
8,41,37,1
7,13,17,1
8,39,58,1
7,219,222,1
10,20,23,1
9,11,13,1
14,57,49,1
11,61,48,1
5,11,14,1
9,125,140,1
6,11,13,1
8,7,8,1
8,14,23,1
9,43,65,1
7,23,35,1
7,34,42,1
12,115,203,1
8,151,178,1
8,126,165,1
10,116,186,1
8,27,43,1
1,22,5,1
7,62,91,1
6,6,8,1
10,19,16,1
7,17,25,1
10,11,19,1
7,375,200,1
6,14,21,1
7,100,123,1
7,29,34,1
8,54,59,1
6,28,38,1
7,9,10,1
10,309,441,1
8,28,40,1
9,39,64,1
6,8,10,1
24,209,269,1
10,27,28,1
9,20,26,1
9,240,306,1
9,107,146,1
6,4,4,1
9,132,149,1
7,38,45,1
5,7,8,1
12,72,92,1
8,16,25,1
8,15,22,1
8,206,237,1
7,23,35,1
8,83,108,1
12,404,573,1
13,267,286,1
12,104,170,1
9,32,53,1
8,48,75,1
7,11,7,1
8,31,55,1
10,15,21,1
9,10,15,1
11,83,146,1
7,69,71,1
8,14,21,1
11,205,278,1
6,96,79,1
8,16,28,1
9,16,12,1
9,184,242,1
10,510,564,1
9,22,23,1
10,510,612,1
7,7,9,1
23,132,139,1
10,12,28,1
10,75,119,1
11,378,465,1
13,377,548,1
28,45,59,1
9,47,57,1
5,38,57,1
6,19,20,1
9,49,87,1
12,43,66,1
6,27,33,1
8,10,18,1
6,12,15,1
10,100,146,1
10,262,377,1
9,18,27,1
9,40,61,1
8,37,40,1
12,497,789,1
10,28,41,1
7,11,19,1
9,47,62,1
10,54,85,1
7,37,47,1
8,8,12,1
10,17,12,1
7,19,30,1
22,72,86,1
1,49,2,1
6,6,8,1
8,12,19,1
7,17,23,1
10,23,36,1
11,147,235,1
10,325,463,1
8,53,89,1
10,18,28,1
8,17,25,1
11,35,27,1
12,45,38,1
5,29,31,1
5,3,3,1
11,433,460,1
6,41,46,1
11,22,36,1
11,221,312,1
11,198,288,1
10,37,41,1
9,79,105,1
10,251,327,1
10,47,65,1
9,20,35,1
3,104,19,1
9,19,13,1
8,20,32,1
10,33,40,1
12,42,66,1
9,73,79,1
10,271,369,1
8,13,23,1
8,67,82,1
6,51,57,1
9,172,202,1
12,44,67,1
3,4,1,1
6,23,22,1
9,36,48,1
7,14,16,1
7,63,83,1
8,45,19,1
6,9,14,1
14,153,183,1
8,9,15,1
10,39,58,1
10,327,450,1
10,44,66,1
8,16,29,1
9,37,56,1
9,90,97,1
6,17,18,1
28,333,718,1
10,8,6,1
9,163,130,1
11,72,83,1
10,10,2,1
9,17,16,1
12,11,30,1
10,272,401,1
7,6,1,1
7,66,53,1
13,369,398,1
9,83,96,1
5,10,14,1
7,171,154,1
8,9,15,1
8,12,20,1
8,36,39,1
8,75,100,1
14,440,632,1
9,19,19,1
10,15,29,1
9,251,317,1
1,35,6,1
9,91,112,1
7,21,37,1
9,78,113,1
9,76,118,1
9,50,75,1
5,95,70,1
5,27,13,1
7,4,3,1
8,175,183,1
6,11,14,1
8,209,228,1
9,9,2,1
8,117,125,1
9,369,409,1
8,11,21,1
14,339,481,1
7,4,3,1
10,98,175,1
10,22,35,1
13,44,61,1
10,272,399,1
1,74,13,1
8,6,8,1
6,29,39,1
5,43,69,1
12,271,391,1
12,23,14,1
4,12,10,1
11,292,371,1
25,292,461,1
8,25,40,1
7,108,130,1
9,15,15,1
10,23,30,1
8,23,33,1
10,159,192,1
6,10,14,1
6,10,9,1
11,87,115,1
7,7,11,1
8,14,29,1
38,227,370,1
9,109,129,1
7,12,14,1
10,18,15,1
3,4,1,1
8,71,95,1
7,54,58,1
13,84,121,1
10,31,28,1
9,99,129,1
5,13,14,1
5,51,49,1
11,74,102,1
9,123,153,1
11,8,13,1
12,26,39,1
7,53,22,1
8,32,35,1
7,27,5,1
6,96,100,1
8,12,22,1
13,291,403,1
11,137,177,1
8,185,199,1
9,98,156,1
12,117,184,1
7,35,38,1
8,154,190,1
7,4,6,1
6,13,6,1
11,132,134,1
7,61,77,1
7,96,119,1
9,44,67,1
9,64,84,1
10,47,72,1
12,73,108,1
8,19,22,1
8,192,279,1
8,342,317,1
9,155,207,1
9,98,131,1
5,5,3,1
9,37,65,1
7,86,109,1
10,36,55,1
10,35,60,1
10,97,152,1
12,252,265,1
7,42,33,1
11,53,38,1
7,14,21,1
11,89,61,1
10,121,131,1
9,18,29,1
5,13,7,1
9,12,28,1
11,12,16,1
9,50,54,1
5,15,20,1
6,96,80,1
9,37,50,1
8,19,30,1
9,520,276,1
9,114,150,1
12,311,443,1
7,20,27,1
13,133,127,1
12,216,248,1
3,7,1,1
4,96,72,1
7,43,68,1
9,12,27,1
7,53,53,1
11,26,42,1
7,27,40,1
7,21,28,1
10,319,458,1
7,18,25,1
10,13,25,1
6,101,129,1
7,17,24,1
10,9,12,1
9,83,91,1
8,10,13,1
9,159,184,1
5,4,1,1
7,9,13,1
7,14,14,1
7,48,56,1
8,48,62,1
7,13,11,1
9,52,70,1
8,60,69,1
10,183,293,1
9,492,476,1
11,63,93,1
8,5,9,1
7,17,21,1
7,65,71,1
8,35,49,1
14,402,473,1
9,9,16,1
9,21,23,1
12,230,130,1
11,71,84,1
7,121,144,1
7,20,28,1
3,3,1,1
8,53,86,1
16,352,418,1
9,32,41,1
9,186,220,1
10,262,369,1
6,29,38,1
5,9,12,1
7,11,14,1
10,41,68,1
1,89,14,1
7,45,57,1
9,18,31,1
6,57,63,1
7,41,46,1
8,525,297,1
9,508,579,1
7,11,18,1
7,27,34,1
7,181,242,1
7,22,38,1
9,83,85,1
14,314,357,1
7,15,24,1
10,18,10,1
8,39,56,1
9,37,71,1
8,4,7,1
16,356,371,1
8,70,98,1
6,13,14,1
10,261,388,1
13,116,177,1
9,20,28,1
17,24,37,1
8,47,56,1
7,52,80,1
12,23,16,1
6,29,34,1
9,24,35,1
7,20,29,1
10,20,36,1
8,11,24,1
5,10,2,1
8,245,286,1
6,6,10,1
7,9,13,1
9,535,432,1
10,271,362,1
9,41,65,1
13,239,343,1
5,82,70,1
10,272,319,1
14,116,207,1
11,23,18,1
1,7,1,1
14,125,228,1
8,14,25,1
10,508,527,1
17,266,325,1
8,15,24,1
10,34,51,1
9,81,106,1
10,19,14,1
9,258,313,1
9,240,336,1
10,33,53,1
10,205,257,1
8,33,50,1
5,16,25,1
8,45,58,1
10,197,258,1
5,40,63,1
7,23,11,1
10,16,21,1
10,119,178,1
8,23,40,1
11,100,158,1
13,53,61,1
8,10,14,1
12,500,646,1
7,9,15,1
6,96,98,1
9,194,238,1
8,25,40,1
9,172,202,1
7,207,279,1
10,10,18,1
7,11,11,1
7,11,21,1
11,20,19,1
14,227,226,1
1,22,6,1
10,38,52,1
8,231,257,1
9,40,59,1
8,8,3,1
5,75,82,1
4,4,1,1
23,249,270,1
8,25,41,1
9,262,356,1
9,42,59,1
8,24,27,1
9,107,156,1
9,89,110,1
10,29,46,1
9,103,159,1
9,12,28,1
5,7,9,1
8,9,12,1
7,20,32,1
6,11,15,1
8,15,23,1
8,40,59,1
8,21,31,1
9,21,35,1
6,14,14,1
9,81,125,1
10,162,124,1
10,23,26,1
8,28,43,1
7,23,32,1
9,36,56,1
5,2,1,1
14,141,240,1
9,130,199,1
8,510,444,1
9,66,96,1
7,40,23,1
7,11,17,1
7,21,31,1
9,511,530,1
9,165,197,1
9,10,18,1
7,38,45,1
17,96,116,1
9,533,596,1
5,7,8,1
6,6,9,1
5,18,20,1
9,25,29,1
6,59,61,1
10,33,45,1
6,17,21,1
1,12,2,1
8,71,59,1
8,14,11,1
10,280,380,1
8,7,11,1
9,82,84,1
8,12,28,1
9,80,114,1
11,101,160,1
10,18,17,1
8,242,228,1
7,22,31,1
6,100,120,1
9,259,370,1
11,126,180,1
7,38,46,1
9,36,62,1
3,9,6,1
11,86,126,1
11,70,83,1
24,170,237,1
10,22,39,1
7,8,13,1
11,261,361,1
9,108,155,1
7,15,28,1
5,7,6,1
7,192,135,1
9,12,18,1
9,80,119,1
7,19,32,1
9,69,94,1
10,49,88,1
6,4,4,1
10,51,68,1
8,70,122,1
7,49,57,1
9,155,198,1
5,9,7,1
10,171,121,1
7,15,20,1
8,12,19,1
7,63,82,1
9,14,17,1
6,13,19,1
10,189,213,1
4,28,40,1
10,279,389,1
7,31,39,1
8,5,7,1
8,46,70,1
8,33,52,1
8,59,31,1
6,59,75,1
7,33,48,1
7,14,23,1
5,7,3,1
8,23,33,1
10,22,34,1
10,60,93,1
11,183,208,1
8,20,24,1
9,46,84,1
8,21,6,1
7,18,26,1
5,26,36,1
6,18,28,1
10,33,51,1
8,26,44,1
8,117,130,1
7,47,40,1
13,409,547,1
10,13,17,1
9,536,456,1
10,121,180,1
8,17,25,1
6,100,134,1
7,54,71,1
7,228,175,1
9,160,196,1
10,251,398,1
8,57,84,1
6,48,58,1
10,271,358,1
7,14,1,1
7,56,86,1
9,78,110,1
1,177,35,1
7,14,19,1
11,146,209,1
11,261,368,1
9,32,47,1
3,3,1,1
10,57,79,1
8,343,294,1
11,34,49,1
8,7,10,1
12,168,245,1
7,34,45,1
11,262,391,1
7,9,9,1
8,73,92,1
19,130,267,1
9,130,210,1
7,178,213,1
7,41,43,1
17,24,39,1
8,21,36,1
8,13,11,1
11,94,122,1
24,166,211,1
7,20,24,1
9,75,121,1
9,33,40,1
11,73,107,1
2,21,5,1
9,150,218,1
9,43,55,1
9,101,150,1
8,64,72,1
8,83,90,1
6,13,6,1
8,22,27,1
8,53,67,1
10,61,110,1
5,13,11,1
8,100,113,1
8,26,39,1
16,424,471,1
9,151,162,1
10,41,55,1
5,13,12,1
1,45,8,1
24,198,274,1
6,43,52,1
9,326,385,1
8,319,353,1
11,23,32,1
17,22,34,1
9,86,107,1
26,184,219,1
10,36,58,1
6,33,38,1
8,29,40,1
24,178,267,1
8,8,6,1
9,15,24,1
7,519,215,1
8,14,10,1
8,25,44,1
9,12,28,1
7,26,36,1
10,30,50,1
10,159,184,1
11,25,40,1
10,15,23,1
14,183,205,1
9,40,62,1
10,144,205,1
8,23,31,1
25,340,444,1
6,40,59,1
6,8,9,1
8,195,221,1
8,14,25,1
7,7,12,1
7,162,73,1
8,7,9,1
5,13,21,1
8,12,22,1
6,7,8,1
6,20,24,1
13,227,215,1
5,3,1,1
9,27,48,1
6,23,35,1
7,6,7,1
11,104,152,1
6,50,49,1
9,508,640,1
16,417,481,1
6,15,10,1
7,8,13,1
8,64,102,1
8,14,23,1
25,185,306,1
10,59,87,1
5,6,1,1
10,19,14,1
8,12,23,1
16,391,477,1
10,98,171,1
5,4,3,1
9,76,114,1
14,407,443,1
10,63,109,1
9,52,101,1
10,263,348,1
8,19,35,1
8,26,44,1
9,29,41,1
8,18,13,1
9,56,84,1
6,7,5,1
20,39,53,1
9,9,10,1
8,36,62,1
6,32,38,1
9,26,30,1
9,233,274,1
8,132,178,1
7,262,218,1
9,86,105,1
13,65,99,1
7,41,44,1
6,21,33,1
9,19,34,1
9,99,155,1
9,13,21,1
8,12,21,1
6,19,17,1
9,8,4,1
24,334,501,1
9,76,126,1
10,61,94,1
8,47,66,1
10,155,184,1
7,125,160,1
8,109,125,1
11,272,428,1
7,20,35,1
9,51,58,1
11,228,239,1
9,332,393,1
5,19,28,1
10,86,149,1
9,21,27,1
11,183,207,1
17,22,34,1
5,13,15,1
6,45,66,1
7,16,14,1
11,118,168,1
8,41,77,1
7,42,33,1
6,96,71,1
8,52,84,1
7,46,44,1
11,436,564,1
9,331,421,1
14,397,420,1
11,30,41,1
10,20,15,1
9,19,19,1
10,40,71,1
5,115,118,1
9,534,507,1
8,19,32,1
7,121,131,1
8,216,203,1
8,203,191,1
5,4,5,1
3,424,5,1
7,135,120,1
7,14,23,1
6,7,9,1
9,61,73,1
7,16,14,1
6,6,3,1
9,32,40,1
12,98,129,1
38,410,1815,1
10,76,119,1
8,11,21,1
8,240,279,1
10,53,87,1
7,10,14,1
3,3,1,1
10,80,87,1
8,18,23,1
8,58,65,1
8,61,76,1
9,331,308,1
5,39,24,1
7,28,38,1
11,65,107,1
10,8,5,1
9,49,88,1
1,25,1,1
8,78,113,1
9,23,28,1
2,52,6,1
10,31,47,1
1,104,19,1
7,140,167,1
7,20,30,1
14,418,707,1
31,322,408,1
13,409,637,1
12,410,645,1
7,36,57,1
8,133,162,1
15,356,400,1
7,54,77,1
7,5,1,1
8,119,189,1
7,21,28,1
7,16,27,1
9,29,44,1
8,15,25,1
7,43,64,1
9,29,38,1
17,389,455,1
10,511,385,1
7,16,24,1
8,11,20,1
16,399,441,1
10,58,29,1
8,64,80,1
12,89,131,1
10,30,52,1
9,56,80,1
9,352,486,1
9,272,342,1
10,34,66,1
7,12,18,1
5,5,1,1
10,101,153,1
7,305,191,1
11,26,37,1
8,34,56,1
5,58,22,1
7,39,56,1
5,43,43,1
9,33,50,1
8,95,130,1
6,80,112,1
22,20,23,1
1,95,35,1
9,47,86,1
4,4,1,1
13,67,57,1
9,16,24,1
7,211,223,1
7,11,20,1
15,136,174,1
23,371,477,1
8,37,69,1
5,7,8,1
10,81,107,1
10,30,45,1
9,103,134,1
8,82,98,1
8,38,55,1
12,22,17,1
17,382,431,1
14,420,449,1
7,29,42,1
8,163,179,1
8,26,43,1
7,96,115,1
7,14,22,1
6,181,192,1
10,7,9,1
10,34,71,1
7,13,13,1
7,95,120,1
7,30,43,1
13,348,543,1
12,67,99,1
11,245,344,1
8,398,521,1
7,19,31,1
13,38,43,1
5,13,10,1
10,284,402,1
6,10,13,1
9,36,33,1
16,92,100,1
8,15,14,1
9,509,448,1
12,56,85,1
5,11,13,1
12,72,113,1
11,119,181,1
7,36,52,1
13,297,318,1
8,121,134,1
8,4,3,1
5,7,11,1
10,80,116,1
8,6,9,1
10,9,2,1
8,15,26,1
9,18,10,1
13,218,344,1
7,39,24,1
3,8,6,1
11,8,6,1
10,261,388,1
8,12,25,1
9,16,20,1
7,8,13,1
10,126,193,1
10,53,99,1
10,143,218,1
5,26,27,1
10,330,518,1
8,6,2,1
6,89,106,1
9,82,126,1
8,17,19,1
9,82,96,1
8,15,14,1
10,90,115,1
14,187,300,1
7,148,159,1
10,12,10,1
7,32,40,1
6,89,99,1
7,14,23,1
23,92,212,1
10,12,22,1
8,12,21,1
9,55,77,1
9,91,135,1
9,22,26,1
9,34,63,1
3,3,1,1
8,302,356,1
10,37,27,1
12,72,110,1
9,35,58,1
8,21,34,1
7,11,16,1
7,18,26,1
24,281,397,1
6,14,14,1
13,277,407,1
10,63,86,1
5,34,19,1
7,16,17,1
7,7,8,1
8,26,39,1
12,320,431,1
9,19,14,1
23,120,149,1
10,51,81,1
8,199,155,1
5,52,40,1
9,93,125,1
7,56,36,1
8,29,30,1
23,87,242,1
9,17,15,1
7,3,3,1
9,121,169,1
9,267,307,1
5,7,6,1
8,19,18,1
24,133,155,1
7,31,27,1
8,29,43,1
10,41,69,1
13,217,334,1
9,24,35,1
25,186,310,1
5,14,14,1
10,66,95,1
6,13,14,1
7,92,63,1
7,17,19,1
9,36,62,1
8,17,18,1
7,11,21,1
9,18,13,1
5,42,37,1
6,104,111,1
2,11,1,1
10,80,122,1
5,39,39,1
8,75,115,1
14,367,398,1
7,35,43,1
10,535,671,1
1,167,31,1
8,71,95,1
10,15,24,1
9,13,16,1
7,4,4,1
10,44,55,1
10,155,177,1
7,15,17,1
9,262,176,1
8,9,16,1
12,8,10,1
8,12,21,1
9,53,66,1
5,50,57,1
7,116,114,1
9,32,35,1
11,86,144,1
4,31,33,1
7,34,45,1
10,282,378,1
8,5,8,1
9,12,27,1
9,19,31,1
4,4,2,1
9,6,2,1
10,33,46,1
8,38,55,1
10,44,81,1
10,89,69,1
8,12,19,1
6,24,26,1
23,118,385,1
8,14,23,1
9,56,88,1
8,62,80,1
7,191,247,1
8,63,106,1
9,1,1,1
6,14,18,1
9,119,193,1
8,32,50,1
5,18,18,1
17,24,25,1
3,3,1,1
5,12,13,1
6,28,17,1
9,82,100,1
8,45,41,1
11,74,98,1
11,271,355,1
8,41,60,1
12,26,43,1
8,113,135,1
9,53,78,1
9,82,79,1
8,72,102,1
9,78,98,1
9,62,87,1
9,95,116,1
10,10,18,1
8,95,120,1
6,31,48,1
9,510,561,1
2,69,10,1
8,46,48,1
74,183,58,1
12,274,416,1
7,155,132,1
9,101,146,1
11,12,13,1
10,26,49,1
4,10,5,1
7,14,18,1
7,29,37,1
9,169,220,1
15,154,167,1
25,261,326,1
9,168,221,1
11,184,211,1
5,30,14,1
8,7,3,1
10,12,14,1
12,105,160,1
13,498,799,1
7,158,198,1
5,4,1,1
8,216,222,1
11,102,163,1
17,24,34,1
20,19,15,1
10,46,83,1
9,13,6,1
7,51,70,1
8,19,34,1
10,262,432,1
15,268,326,1
8,13,24,1
7,43,21,1
8,17,26,1
10,52,70,1
11,79,135,1
10,19,17,1
8,11,17,1
8,19,31,1
9,81,117,1
4,22,26,1
10,9,12,1
8,46,53,1
8,54,53,1
13,25,7,1
8,44,58,1
8,30,47,1
11,127,166,1
10,45,59,1
8,7,11,1
7,33,59,1
7,214,243,1
6,114,108,1
10,271,342,1
5,21,24,1
7,29,43,1
6,12,11,1
8,148,198,1
7,7,7,1
5,23,29,1
13,104,78,1
10,67,90,1
5,8,3,1
9,75,119,1
9,14,12,1
24,99,108,1
6,58,82,1
11,32,52,1
8,82,97,1
11,98,138,1
5,11,15,1
24,96,151,1
9,30,46,1
9,21,26,1
7,6,9,1
10,88,101,1
7,33,53,1
9,46,76,1
5,5,7,1
8,33,43,1
10,53,89,1
7,20,31,1
11,19,17,1
9,40,61,1
7,13,17,1
7,5,8,1
24,107,138,1
9,8,9,1
9,12,20,1
9,111,115,1
10,50,54,1
5,17,18,1
8,14,22,1
7,147,173,1
8,48,62,1
9,19,29,1
6,11,10,1
8,18,32,1
12,71,70,1
10,7,12,1
8,28,40,1
7,31,39,1
7,8,12,1
9,238,285,1
6,11,15,1
9,47,80,1
7,12,18,1
6,44,40,1
15,222,258,1
7,19,28,1
7,72,70,1
11,85,145,1
10,398,557,1
9,213,276,1
8,4,3,1
9,80,119,1
6,7,9,1
4,6,2,1
7,85,88,1
9,54,96,1
7,6,1,1
10,29,45,1
10,11,31,1
8,12,20,1
8,80,127,1
9,15,21,1
8,12,20,1
7,30,50,1
8,218,195,1
10,9,5,1
14,273,310,1
10,20,23,1
8,46,73,1
7,9,11,1
8,13,18,1
8,9,12,1
9,9,16,1
9,82,124,1
7,25,41,1
6,96,81,1
6,103,124,1
9,353,411,1
10,29,42,1
12,128,179,1
8,241,182,1
10,108,174,1
7,6,7,1
6,13,14,1
8,34,63,1
7,97,95,1
10,10,14,1
4,2,1,1
7,13,23,1
7,33,50,1
7,60,80,1
7,38,60,1
13,487,745,1
5,18,21,1
13,123,156,1
8,54,87,1
9,102,137,1
