@relation page-blocks

@attribute Height numeric
@attribute Lenght numeric
@attribute Mean_tr numeric
@attribute Blackpix numeric
@attribute Class {1,2,3,4,5}

@data
2,104,1.08,13,1
7,18,1.31,34,1
6,104,1.32,146,1
5,15,2.21,42,1
10,79,2.13,304,1
7,4,2,8,1
7,136,1.2,171,1
9,12,2.41,53,1
14,301,2.37,1084,1
8,23,1.75,70,1
17,22,4.68,159,1
12,497,2.44,1605,1
14,38,2.95,130,1
7,7,2.83,17,1
8,20,1.93,58,1
10,22,2.09,71,1
7,11,1.38,29,1
9,12,1.78,48,1
9,41,2.88,164,1
24,186,7.55,2296,1
12,71,6.64,538,1
6,31,1.94,93,1
12,43,2.71,184,1
8,14,3,54,1
5,30,1.26,54,1
11,22,2.37,71,1
10,271,1.31,509,1
7,4,9,9,1
8,18,2.38,31,1
9,272,1.87,659,1
8,40,2.61,154,1
6,93,1.52,154,1
9,16,1.32,25,1
60,57,3.91,1574,1
4,99,2.4,199,1
8,30,1.53,58,1
6,32,1.37,56,1
7,11,1.4,28,1
16,44,2.39,265,1
8,12,1.48,37,1
7,63,1.61,127,1
11,43,2.18,133,1
10,52,2.13,153,1
6,12,2.22,20,1
7,23,1.45,48,1
9,97,1.77,286,1
7,14,1.52,35,1
7,65,2.07,184,1
6,90,2.2,213,1
7,21,1.41,48,1
10,44,1.92,138,1
7,40,1.38,65,1
9,37,3.49,199,1
7,172,2.07,354,1
9,25,2.13,85,1
7,107,1.6,202,1
6,28,1.77,62,1
12,27,2.64,103,1
11,413,2.44,1619,1
6,68,1.15,105,1
7,72,1.85,204,1
8,38,2.3,140,1
8,15,2.14,60,1
10,41,2.01,139,1
9,71,1.97,225,1
8,55,1.77,99,1
10,99,1.92,261,1
11,98,2.15,297,1
9,83,2.42,218,1
10,31,1.69,88,1
10,20,8.07,121,1
7,28,1.56,56,1
2,6,7,7,1
10,9,10.33,62,1
7,14,1.83,33,1
8,24,1.9,80,1
5,4,2.33,14,1
10,79,1.79,193,1
8,26,2.41,77,1
7,91,1.46,104,1
8,19,2.33,56,1
8,21,1.97,57,1
7,17,1.31,34,1
8,27,1.36,61,1
7,14,1.79,34,1
5,63,1.47,66,1
9,102,2.81,371,1
8,55,1.39,107,1
10,35,2.67,32,1
10,9,2.25,27,1
6,172,1.73,303,1
6,46,2.12,87,1
3,3,7,7,1
8,22,2.27,84,1
9,101,1.37,192,1
8,57,2.91,198,1
8,98,1.42,221,1
8,23,1.47,53,1
10,118,2.02,327,1
7,4,1.75,7,1
1,36,1.14,8,1
17,21,16.63,133,1
12,266,2.72,1079,1
7,135,1.09,108,1
7,23,1.47,44,1
4,19,1.78,32,1
8,272,1.32,411,1
9,102,2.43,328,1
7,41,1.43,73,1
11,85,1.73,251,1
9,76,2.2,260,1
14,27,7.24,181,1
11,32,2.69,121,1
12,8,3.11,28,1
23,47,2.2,341,1
8,9,1.8,27,1
7,205,1.26,156,1
2,31,2,12,1
9,268,1.24,319,1
7,31,2.13,100,1
7,65,1.52,144,1
5,7,1.83,11,1
5,21,1.48,31,1
7,10,1.25,20,1
16,352,5.25,2196,1
9,123,2.21,383,1
9,25,1.51,56,1
6,82,1.39,135,1
10,53,1.44,114,1
9,118,2.41,395,1
9,41,1.91,124,1
7,21,1.34,43,1
7,18,1.53,46,1
6,7,2.22,20,1
11,25,1.96,90,1
8,119,1.7,321,1
8,183,1.43,271,1
14,227,3.34,754,1
6,187,1.26,211,1
7,35,2.57,121,1
10,11,1.58,30,1
9,261,1.42,430,1
7,21,1.35,50,1
6,15,3.23,42,1
10,25,1.89,83,1
9,165,2.54,501,1
9,73,1.44,114,1
7,519,1.23,265,1
1,40,1.07,16,1
8,62,1.91,153,1
7,521,1.28,333,1
8,12,2.57,36,1
8,69,1.94,202,1
8,124,2.6,424,1
7,17,2.64,66,1
10,38,2.7,151,1
8,76,1.88,141,1
12,271,1.95,799,1
10,131,2.79,575,1
8,22,2.56,69,1
7,18,1.36,34,1
8,22,2.6,52,1
14,234,4.2,1256,1
8,31,1.87,103,1
10,38,2.13,117,1
38,127,3.41,2238,1
1,109,1.05,20,1
8,20,2.1,63,1
8,9,2.17,26,1
9,181,2.76,588,1
6,29,1.53,58,1
11,185,4.5,991,1
8,93,1.55,194,1
6,41,1.3,57,1
7,11,1.36,19,1
13,409,3.03,1657,1
7,41,1.36,61,1
14,402,4.75,2248,1
9,37,2.08,148,1
7,141,1.16,161,1
5,3,7,7,1
9,43,1.82,133,1
6,7,2.14,15,1
8,131,1.46,258,1
14,410,2.4,1382,1
10,19,7.36,103,1
24,124,16.66,2683,1
9,197,1.74,485,1
6,11,1.33,24,1
24,96,3.18,480,1
9,151,1.48,349,1
9,111,1.57,209,1
8,13,2.32,51,1
5,19,1.32,37,1
16,183,4.81,1208,1
9,12,10,70,1
9,19,1.34,43,1
8,120,1.66,240,1
8,13,1.76,37,1
8,5,2.67,16,1
23,124,17.21,2684,1
7,33,1.36,80,1
10,51,2.29,156,1
8,16,1.91,42,1
8,30,2,82,1
6,10,1.5,24,1
5,13,1.87,28,1
9,167,2.88,568,1
7,27,1.32,54,1
3,5,4,8,1
10,49,2.97,255,1
10,141,2.25,333,1
12,71,6.4,518,1
8,7,1.55,17,1
8,126,2.87,473,1
9,91,1.71,191,1
12,7,3.6,18,1
10,67,2.27,195,1
8,59,2.77,180,1
9,28,1.95,80,1
8,19,1.97,61,1
8,82,2.91,285,1
6,44,1.68,67,1
9,83,3.21,292,1
8,39,1.38,95,1
8,6,1.8,18,1
9,301,1.3,482,1
7,343,1.45,512,1
7,41,1.55,99,1
10,80,2.02,246,1
6,14,1.28,23,1
5,10,2.08,25,1
17,203,14.19,3192,1
1,13,5,10,1
7,27,3.8,19,1
6,189,1.62,367,1
11,184,4.72,920,1
10,508,1.27,667,1
7,7,2.42,29,1
12,13,2.32,58,1
8,12,6.22,56,1
6,135,1.37,170,1
7,11,1.56,28,1
9,9,1.81,29,1
9,186,1.26,268,1
8,69,1.43,119,1
10,83,2.92,353,1
8,45,1.88,107,1
8,26,1.26,49,1
6,39,2.1,109,1
38,342,12.99,3573,1
13,201,4.45,1046,1
10,47,2.26,158,1
7,25,1.51,53,1
12,83,1.99,300,1
25,292,7.51,3448,1
12,72,2.15,243,1
10,82,2.75,297,1
9,38,1.87,127,1
1,42,1.07,16,1
7,19,1.69,54,1
24,281,7.95,3155,1
8,9,2.45,27,1
8,4,8,8,1
7,183,1.88,340,1
11,344,4.71,1686,1
6,7,1.83,11,1
4,8,1.83,11,1
8,36,1.86,93,1
12,272,2.01,812,1
10,272,1.98,758,1
10,155,2.47,514,1
8,82,2.51,274,1
7,19,1.36,38,1
7,54,1.26,115,1
8,11,1.33,28,1
8,25,1.36,57,1
2,69,1.2,12,1
9,36,3.3,178,1
9,56,1.94,165,1
12,271,1.99,843,1
9,60,2.75,223,1
8,114,1.45,106,1
10,44,1.75,140,1
8,535,1.35,704,1
8,17,2.33,42,1
8,215,2.94,715,1
9,69,1.38,130,1
8,54,1.29,106,1
7,109,1.93,216,1
8,62,1.57,108,1
9,150,1.76,384,1
10,122,2.03,333,1
33,160,6.34,1154,1
8,48,2.03,152,1
5,94,1.91,147,1
39,353,16.89,7667,1
8,17,3,27,1
7,198,1.23,76,1
7,26,1.36,64,1
7,51,1.14,74,1
9,28,1.47,63,1
7,43,1.27,66,1
10,35,2.23,147,1
11,99,2.14,250,1
24,177,8.02,2182,1
7,19,1.65,38,1
1,7,7,7,1
9,99,2.52,431,1
10,212,1.85,508,1
13,218,1.78,612,1
7,31,1.52,73,1
8,63,1.52,129,1
8,34,1.84,116,1
6,18,2.45,54,1
8,346,1.35,459,1
9,26,1.37,41,1
8,13,6.9,69,1
7,26,2.07,60,1
9,16,2.08,54,1
6,13,3,18,1
10,12,4.71,66,1
9,92,1.93,238,1
10,50,5.57,301,1
8,74,2.48,270,1
6,71,1.3,56,1
22,72,10.04,823,1
8,12,2.2,44,1
8,4,4.67,14,1
8,18,2.5,25,1
15,61,1.87,226,1
10,19,8.85,115,1
8,12,1.81,38,1
5,4,10,10,1
8,61,1.94,167,1
8,49,1.9,173,1
8,40,2.47,148,1
8,21,3.54,92,1
12,43,2.32,160,1
12,23,9.94,159,1
9,186,2.44,622,1
9,268,1.36,478,1
8,14,1.55,45,1
5,8,1.83,22,1
9,12,2,40,1
7,7,1.44,13,1
10,27,1.87,99,1
5,17,1.83,33,1
8,33,1.88,98,1
7,17,1.82,31,1
5,7,8.5,17,1
7,31,2.31,90,1
9,90,2.18,211,1
7,11,1.39,25,1
9,82,2.11,243,1
7,42,1.33,69,1
8,242,1.72,450,1
9,358,2.36,1240,1
9,46,1.67,140,1
7,27,1.79,70,1
10,11,1.52,47,1
11,102,1.87,324,1
10,94,1.7,235,1
8,17,2.11,57,1
6,47,1.61,50,1
8,24,1.7,39,1
9,38,2.18,107,1
9,59,1.96,178,1
7,50,1.45,93,1
9,34,1.42,64,1
8,6,1.88,15,1
5,13,2.57,36,1
8,121,3.11,417,1
7,33,1.45,81,1
8,23,2.03,67,1
14,367,4.5,1791,1
1,35,1.07,15,1
8,69,1.47,144,1
9,163,2.82,386,1
10,131,2.74,543,1
7,46,2.58,98,1
8,24,2.65,61,1
7,181,1.65,400,1
5,17,1.31,34,1
10,181,3.25,888,1
9,83,2.28,219,1
12,90,1.92,198,1
9,9,2.38,31,1
8,41,2.19,129,1
10,65,2.58,289,1
8,14,2.56,46,1
10,30,2.14,90,1
11,8,39,39,1
24,309,17.51,6828,1
9,116,1.86,354,1
10,9,58,58,1
9,536,1.36,743,1
7,31,1.55,62,1
11,26,2.02,85,1
6,29,1.26,53,1
10,262,1.36,469,1
6,4,4.67,14,1
7,42,2.05,119,1
5,6,2.5,10,1
6,13,1.87,28,1
8,18,2.03,61,1
11,233,1.8,629,1
24,178,8,2063,1
8,15,1.23,32,1
17,398,5.3,2162,1
7,12,2.11,40,1
9,9,1.63,13,1
23,20,21.18,233,1
9,123,2.78,397,1
25,495,7.33,5748,1
9,151,1.17,189,1
12,10,11.57,81,1
10,53,1.75,156,1
8,298,1.18,329,1
5,13,2.43,17,1
5,6,1.63,13,1
7,22,1.6,24,1
9,153,2.06,419,1
11,8,36,36,1
7,18,1.79,50,1
14,254,4.72,1341,1
9,13,4.67,28,1
8,16,2.54,66,1
14,102,2.96,509,1
10,18,2.3,53,1
7,14,1.95,37,1
13,284,1.87,758,1
10,57,2.94,232,1
8,31,2.16,106,1
9,21,1.57,55,1
17,24,4.88,166,1
9,214,1.44,443,1
7,14,1.74,40,1
8,10,2.13,34,1
8,12,2.47,37,1
16,106,1.49,325,1
11,207,1.84,610,1
24,337,18.29,7647,1
11,261,1.93,707,1
6,46,1.48,89,1
13,350,4.49,1732,1
9,53,1.54,120,1
8,83,2.52,290,1
9,54,1.48,142,1
10,16,6.19,99,1
7,4,2.4,12,1
10,10,1.94,35,1
8,10,2,32,1
8,58,3.15,205,1
9,110,2.08,308,1
7,33,2.23,89,1
10,126,2.85,575,1
8,12,1.5,42,1
9,64,2.58,268,1
1,14,2.67,8,1
8,12,1.11,20,1
8,7,2.1,21,1
8,25,1.6,56,1
9,84,1.83,218,1
10,177,1.77,461,1
10,29,1.85,89,1
7,18,1.86,52,1
9,23,1.63,67,1
5,15,1.35,27,1
6,4,6,12,1
8,15,2.48,62,1
11,22,1.94,68,1
8,26,2.03,61,1
6,32,1.41,55,1
10,534,1.28,703,1
10,96,2.49,401,1
11,8,10.17,61,1
7,346,1.26,448,1
5,6,3.67,11,1
4,32,2.11,40,1
4,3,2.67,8,1
8,44,2.06,146,1
10,10,4,56,1
13,487,2.1,1564,1
10,50,2.74,236,1
9,88,1.59,208,1
9,120,1.98,358,1
9,30,1.86,82,1
8,24,1.95,84,1
9,505,1.32,861,1
6,50,2,98,1
10,83,1.44,173,1
9,44,3.14,185,1
8,21,2.56,69,1
24,178,7.86,2099,1
8,13,2.89,55,1
12,56,2.02,172,1
8,13,2.68,51,1
7,116,1.84,213,1
7,21,2.09,46,1
9,26,1.67,70,1
8,30,1.24,56,1
7,14,1.85,24,1
10,17,2.38,38,1
12,320,2.06,888,1
8,52,1.88,158,1
10,21,3.17,73,1
7,7,2.29,16,1
11,228,2.96,708,1
9,535,1.32,704,1
8,261,1.34,455,1
8,80,1.48,126,1
10,97,2.48,410,1
9,4,5.67,17,1
8,48,1.96,131,1
8,132,2.01,328,1
7,59,1.38,62,1
8,272,1.35,404,1
7,21,1.84,57,1
9,37,1.27,76,1
11,84,1.74,269,1
11,100,3.29,520,1
7,11,1.2,24,1
8,16,2.2,55,1
8,8,2.73,30,1
7,13,1.76,37,1
12,117,1.68,324,1
16,212,5.75,1276,1
11,40,1.8,119,1
12,26,2.21,86,1
14,153,4.44,813,1
12,102,1.77,315,1
10,155,2.64,486,1
14,203,4.36,1028,1
6,4,3.5,14,1
9,159,1.93,356,1
5,39,3.54,85,1
7,41,1.32,75,1
10,64,2.58,281,1
8,14,2.17,50,1
9,81,2.22,235,1
8,45,1.89,132,1
11,101,2.76,442,1
7,17,1.44,39,1
11,137,2.7,478,1
5,3,2.67,8,1
9,35,1.37,82,1
7,14,1.94,33,1
7,8,1.69,22,1
10,12,2.33,42,1
1,7,7,7,1
10,271,1.96,724,1
10,59,1.81,159,1
8,231,1.64,421,1
7,18,2.17,26,1
8,525,1.34,398,1
5,4,7,14,1
1,27,4,16,1
8,42,2.43,131,1
6,13,1.57,22,1
8,37,1.93,116,1
9,14,1.36,30,1
9,106,2.8,356,1
9,81,2.22,260,1
10,127,2.35,493,1
10,272,1.38,508,1
1,99,1.06,19,1
7,20,1.85,50,1
9,23,1.57,44,1
7,105,1.39,93,1
9,511,1.38,1035,1
13,151,2.59,593,1
8,44,3.26,150,1
7,219,1.44,299,1
10,268,6.02,1325,1
8,43,1.81,112,1
6,13,3.38,27,1
10,9,30,60,1
9,25,2.25,72,1
10,155,1.85,427,1
6,44,2.11,118,1
9,511,1.42,755,1
8,13,1.65,38,1
7,20,1.58,49,1
9,40,2.92,178,1
5,9,2,24,1
10,61,2.16,177,1
7,17,1.54,37,1
8,9,3,33,1
10,21,2.11,76,1
7,18,1.13,27,1
11,303,4.97,611,1
9,280,1.24,415,1
10,40,2.07,118,1
10,63,1.84,158,1
7,47,1.29,85,1
8,343,1.2,354,1
7,22,1.85,61,1
14,265,4.47,1315,1
10,10,1.89,34,1
8,14,2.1,42,1
8,122,1.44,222,1
10,8,4,32,1
5,10,2.33,28,1
3,56,1.38,11,1
9,41,1.41,97,1
11,84,1.77,232,1
9,27,1.95,84,1
3,3,8,8,1
7,10,1.29,22,1
8,14,3.38,54,1
6,100,1.72,231,1
13,242,2.33,726,1
11,67,2.96,198,1
4,69,1.82,104,1
9,17,1.44,36,1
9,42,2.34,131,1
6,93,1.71,133,1
4,6,2,8,1
10,90,3.92,451,1
10,510,1.47,827,1
5,7,2.33,21,1
6,13,1.71,29,1
11,161,3.05,582,1
11,272,1.82,778,1
4,7,8,8,1
9,12,1.63,44,1
10,131,3,597,1
10,19,3,27,1
8,31,1.84,81,1
8,5,3,18,1
10,33,2.05,129,1
5,8,2.44,22,1
7,37,1.46,79,1
2,279,1.05,42,1
9,232,1.76,573,1
10,12,2.83,17,1
7,9,2.45,27,1
10,272,1.4,559,1
9,82,2.62,283,1
9,39,1.69,108,1
8,43,2.4,137,1
7,11,1.55,31,1
9,93,1.74,217,1
10,12,1.82,40,1
6,19,1.38,33,1
5,39,1.35,66,1
10,81,2.11,226,1
5,6,13,13,1
5,15,3.17,38,1
6,96,1.73,178,1
9,20,2.35,61,1
5,7,1.45,16,1
8,14,3.57,25,1
1,89,1.06,17,1
12,307,2.41,1068,1
18,24,5.76,196,1
9,284,1.41,350,1
8,8,2.5,25,1
8,216,3.18,705,1
7,117,1.26,152,1
9,249,1.96,674,1
6,8,3.1,31,1
10,18,2.6,52,1
6,4,5,10,1
9,34,1.61,95,1
10,69,1.85,191,1
11,71,5.54,360,1
10,318,1.18,406,1
7,10,1.82,20,1
4,253,1.41,131,1
12,257,3,872,1
9,100,2.92,417,1
16,376,5.57,2232,1
7,12,1.62,34,1
6,82,1.31,51,1
17,22,8.57,120,1
5,14,2,38,1
9,166,2.38,502,1
8,24,1.84,57,1
9,19,7.6,114,1
13,130,4.77,663,1
9,34,2.41,118,1
5,118,1.44,91,1
8,50,1.97,144,1
6,40,1.27,75,1
11,184,4.41,931,1
8,47,1.56,100,1
8,7,2.09,23,1
9,24,2.17,76,1
6,13,1.33,28,1
7,17,2.72,49,1
7,14,1.65,38,1
6,37,2.23,87,1
5,92,1.38,132,1
6,11,1.33,20,1
10,37,3.2,131,1
7,61,1.77,136,1
9,39,1.64,90,1
6,4,8,16,1
5,36,1.35,73,1
5,69,1.51,86,1
13,191,4.71,1007,1
16,424,5.16,2518,1
7,18,1.36,38,1
5,8,15,15,1
4,65,2.66,77,1
9,39,2.06,103,1
9,86,2.22,233,1
8,17,1.96,49,1
10,84,2.47,299,1
8,32,1.4,59,1
8,216,1.33,270,1
7,6,1.67,15,1
8,109,1.25,95,1
7,122,1.73,240,1
9,36,3.51,179,1
10,18,1.89,53,1
6,7,1.38,11,1
10,256,2.95,951,1
8,199,1.18,183,1
38,410,2.39,4341,1
7,16,2.57,36,1
12,497,2.25,1773,1
8,9,2.07,31,1
6,97,1.82,155,1
8,71,1.64,164,1
7,71,1.43,96,1
9,86,2.85,305,1
7,74,1.57,143,1
10,508,1.36,506,1
2,19,3.5,7,1
7,32,1.41,62,1
6,17,1.39,25,1
23,271,1.87,786,1
9,32,2.23,105,1
8,6,3,15,1
8,70,2.21,217,1
8,45,1.8,74,1
11,123,5.74,649,1
12,84,3.52,433,1
7,22,1.19,38,1
7,70,1.4,130,1
8,104,3.71,478,1
10,75,2.84,338,1
10,125,2.92,570,1
8,80,1.72,191,1
8,62,1.81,147,1
6,27,2,22,1
6,4,5,10,1
12,245,1.7,599,1
7,214,2.77,672,1
25,185,7.24,2214,1
9,45,3.31,179,1
9,33,2.24,112,1
7,23,1.37,56,1
6,10,1.54,20,1
11,8,3.2,48,1
8,72,1.25,114,1
8,15,2.5,55,1
9,103,2.75,355,1
10,143,2.33,508,1
9,27,1.85,87,1
7,13,1.32,25,1
13,10,6.5,39,1
8,198,1.31,341,1
7,11,1.57,11,1
8,31,1.79,86,1
7,26,1.23,49,1
11,87,2.65,305,1
10,33,1.9,114,1
5,20,2.35,54,1
8,8,1.6,16,1
5,13,2.2,22,1
7,4,8,8,1
9,16,1.55,31,1
5,177,1.71,200,1
4,9,1.67,15,1
11,272,2.1,824,1
6,17,1.3,35,1
10,100,1.82,267,1
11,11,4.73,52,1
9,148,1.17,195,1
7,23,1.39,53,1
9,33,1.81,98,1
8,96,1.35,85,1
8,19,1.47,28,1
6,13,2.7,27,1
4,10,4,20,1
7,15,2.71,19,1
10,327,2.75,1239,1
7,20,1.33,36,1
12,8,15.2,76,1
9,18,7,98,1
5,13,1.82,20,1
8,62,3.03,179,1
10,38,2.78,161,1
5,30,1.71,24,1
1,60,1.09,12,1
20,39,3.42,181,1
9,305,1.4,525,1
9,534,1.4,491,1
5,7,5,15,1
9,16,1.92,23,1
25,178,7.9,2181,1
9,22,2.42,63,1
6,8,2.44,22,1
7,42,1.46,98,1
7,5,9,18,1
8,38,1.93,106,1
10,16,1.85,48,1
8,47,2,136,1
13,433,4.82,2109,1
24,468,7.69,5296,1
10,35,2.62,118,1
8,342,1.4,445,1
9,181,2.64,570,1
5,21,1.46,35,1
11,104,2.56,420,1
10,41,2.79,190,1
8,229,1.57,308,1
8,180,1.31,286,1
9,81,1.49,136,1
7,256,1.36,242,1
8,82,2.63,260,1
10,184,2.58,598,1
7,13,2.2,33,1
12,9,9.17,55,1
9,23,2.42,80,1
6,23,1.11,39,1
13,135,5.5,864,1
9,91,1.98,247,1
7,17,1.65,43,1
9,21,1.65,33,1
11,271,1.52,591,1
11,8,2.44,22,1
8,63,1.82,162,1
8,34,2,114,1
11,38,1.96,137,1
13,37,3.59,147,1
10,271,1.35,508,1
10,261,1.77,689,1
9,37,2.82,172,1
7,48,1.44,111,1
8,12,2.58,49,1
14,186,2.5,799,1
6,96,2.25,171,1
6,10,1.78,16,1
10,271,1.39,476,1
7,52,1.22,99,1
28,32,7.02,449,1
10,53,2,182,1
7,13,2.71,19,1
9,92,2.05,242,1
8,185,1.82,348,1
9,8,12.25,49,1
5,31,1.56,56,1
9,16,6.67,80,1
5,19,2.18,48,1
10,19,2.46,69,1
8,16,2.68,51,1
6,97,1.84,164,1
25,198,15.94,4304,1
8,21,1.38,47,1
7,190,1.79,390,1
34,114,2.59,406,1
9,97,1.76,277,1
7,30,1.38,69,1
10,7,1.77,23,1
6,13,1.41,24,1
7,227,1.6,345,1
11,262,1.91,697,1
5,13,1.42,17,1
8,93,1.24,138,1
5,7,4.33,13,1
8,10,1.75,28,1
8,68,1.91,183,1
7,20,2.35,61,1
8,12,1.9,38,1
14,38,2.95,121,1
5,115,2.03,240,1
6,130,2.05,197,1
11,54,2.07,188,1
11,10,4.36,48,1
8,45,1.87,56,1
13,133,4.9,622,1
9,30,1.4,73,1
9,102,1.2,165,1
6,16,2.38,19,1
8,22,2.59,70,1
17,23,6.56,164,1
5,11,2.75,33,1
8,7,3.13,25,1
6,7,2.11,19,1
8,19,1.5,27,1
9,17,1.75,28,1
7,31,2.44,100,1
12,404,2.82,1617,1
15,29,4.15,228,1
7,38,1.55,82,1
7,7,1.38,18,1
5,8,1.63,13,1
10,28,1.78,87,1
6,103,1.23,153,1
10,45,1.84,127,1
6,60,1.57,105,1
7,48,1.61,90,1
10,23,2.2,66,1
24,120,21.36,2670,1
13,138,3.86,417,1
1,123,1.05,20,1
7,9,1.46,19,1
11,52,1.79,150,1
9,43,3.15,186,1
8,9,2.38,31,1
11,50,1.89,140,1
7,9,2.2,22,1
11,32,2,90,1
12,104,2.46,418,1
10,48,2.15,144,1
16,415,5.17,2582,1
7,18,2,46,1
9,52,1.66,143,1
6,36,2,110,1
8,76,2.73,289,1
7,29,1.4,73,1
7,35,1.21,46,1
7,19,1.83,53,1
8,43,2.73,153,1
9,12,1.69,44,1
8,8,1.64,23,1
8,30,2.3,108,1
10,130,3.18,632,1
9,271,1.9,712,1
9,56,1.26,106,1
7,34,1.49,67,1
10,19,9.82,108,1
9,104,1.93,264,1
13,291,2.68,1080,1
9,40,2.29,128,1
10,18,7.2,108,1
9,34,1.76,111,1
17,24,4.46,174,1
10,262,1.76,761,1
12,69,2.81,275,1
8,9,1.53,26,1
11,23,8.22,148,1
10,6,2.6,26,1
8,95,1.34,142,1
19,45,3.01,208,1
10,26,2.2,77,1
7,23,1.21,40,1
11,262,1.94,747,1
11,42,2.25,155,1
9,9,7.38,59,1
8,13,1.76,44,1
2,45,1.17,7,1
6,17,1.63,39,1
11,261,1.75,668,1
9,213,1.41,390,1
14,91,5.05,495,1
10,18,8.55,94,1
5,6,1.63,13,1
10,499,1.27,733,1
14,58,12.07,555,1
5,96,2.13,164,1
7,11,1.76,30,1
11,73,2.03,217,1
11,86,3.1,391,1
11,101,2.68,367,1
7,63,1.8,149,1
13,58,3.2,253,1
11,44,1.92,152,1
8,108,1.65,301,1
9,50,2.67,144,1
10,261,1.74,676,1
10,119,1.84,327,1
6,40,1.26,53,1
12,26,1.63,70,1
5,19,1.33,20,1
6,16,2.14,47,1
9,75,2.23,252,1
9,509,1.34,439,1
12,28,3.07,89,1
8,46,1.79,125,1
6,9,1.58,19,1
7,16,2,50,1
8,83,2.17,195,1
9,20,1.74,61,1
8,23,1.91,65,1
2,17,2.75,11,1
11,29,3.1,130,1
8,4,2.71,19,1
11,74,1.97,201,1
11,12,4.38,57,1
16,405,5.3,2476,1
10,99,2.64,439,1
8,16,1.96,49,1
9,9,1.38,22,1
13,67,6.6,376,1
10,240,2.75,919,1
8,10,1.94,35,1
7,11,1.21,17,1
7,15,1.64,36,1
8,195,1.24,273,1
10,65,2.76,309,1
8,95,1.77,230,1
9,534,1.32,671,1
6,95,1.45,129,1
7,24,1.22,39,1
10,80,2.06,251,1
5,4,3.25,13,1
7,61,1.9,137,1
1,29,1.13,9,1
8,18,2.17,52,1
7,11,1.64,23,1
7,44,1.26,67,1
10,171,1.78,215,1
10,39,1.95,121,1
14,339,2.44,1175,1
8,12,2,42,1
6,6,1.5,15,1
8,180,1.39,306,1
19,28,13.04,313,1
9,82,2.49,249,1
10,15,1.41,41,1
5,29,1.61,58,1
9,93,2.06,270,1
9,23,1.51,62,1
10,8,5,40,1
14,5,6.2,31,1
5,39,2.06,64,1
20,19,12.53,188,1
9,20,1.68,47,1
5,33,1.44,62,1
8,35,1.64,100,1
13,115,2.62,469,1
10,280,2.63,998,1
7,11,1.6,32,1
14,418,2.16,1525,1
7,158,1.6,233,1
7,41,1.85,102,1
10,14,2.89,52,1
8,28,2.2,88,1
16,181,5.1,1157,1
9,177,1.38,313,1
7,11,1.35,23,1
9,155,2.54,511,1
9,164,1.26,279,1
9,535,1.39,655,1
9,194,1.37,295,1
8,8,2.91,32,1
5,34,1.31,38,1
8,14,1.72,43,1
10,83,2.28,296,1
2,47,1.14,16,1
8,38,1.75,103,1
12,216,5.3,1315,1
11,12,4.13,66,1
12,128,2.91,520,1
7,198,1.36,236,1
6,5,1.67,10,1
9,36,2.87,175,1
5,107,1.43,132,1
6,30,3.12,81,1
23,87,2.36,572,1
7,11,1.33,24,1
8,41,2.08,110,1
10,234,1.38,441,1
5,39,2.09,67,1
9,225,1.41,400,1
6,35,2.67,112,1
10,25,2.51,98,1
8,155,2.78,561,1
5,82,2.11,148,1
10,125,1.39,237,1
9,36,3.31,159,1
6,96,2.09,169,1
7,12,1.75,21,1
8,10,2,28,1
10,8,6,48,1
5,16,2.08,25,1
14,395,4.7,1988,1
8,3,3,12,1
7,53,2.4,127,1
1,45,1.13,9,1
7,20,1.46,35,1
6,24,1.46,38,1
9,64,2.29,199,1
8,16,1.18,33,1
28,171,1.99,1235,1
8,16,1.91,42,1
7,223,1.33,189,1
6,28,1.29,49,1
9,42,2.79,170,1
17,77,2.94,411,1
11,9,9.2,46,1
14,340,2.45,1232,1
10,272,1.43,573,1
16,121,5.6,767,1
8,25,1.63,62,1
12,39,4,132,1
7,63,1.94,149,1
8,47,1.26,83,1
8,48,1.89,136,1
8,43,3.4,170,1
24,125,21.29,2746,1
8,37,1.35,54,1
23,26,1.8,166,1
9,108,2.22,378,1
10,16,7.25,87,1
9,65,1.35,130,1
8,20,1.88,60,1
8,15,2.17,50,1
10,47,1.29,93,1
8,29,1.93,79,1
8,174,1.3,224,1
7,13,6,72,1
9,151,1.39,251,1
10,15,2.24,47,1
7,40,1.57,94,1
8,8,2.36,33,1
12,10,5.3,53,1
10,21,3.4,68,1
13,228,3.02,710,1
7,24,1.46,41,1
11,25,2.11,99,1
7,100,1.83,288,1
9,183,1.42,359,1
8,346,1.31,398,1
9,46,1.92,121,1
7,15,1.74,47,1
7,14,2.5,40,1
6,19,1.59,35,1
9,21,3,81,1
9,105,1.91,223,1
6,6,1.44,13,1
10,186,2.42,645,1
10,271,1.89,675,1
9,99,2.52,413,1
1,60,1.08,13,1
10,122,2.1,359,1
7,219,1.26,279,1
8,30,2.09,71,1
9,107,2.14,344,1
9,29,1.73,83,1
16,341,5.23,2060,1
9,251,1.33,423,1
6,96,1.51,151,1
6,32,1.41,55,1
7,105,1.69,188,1
7,9,1.2,18,1
10,42,2.22,133,1
11,54,1.99,153,1
7,14,2.53,48,1
7,5,1.13,9,1
24,107,16.91,2333,1
6,81,1.34,137,1
6,72,4.08,261,1
10,64,2.25,189,1
5,7,2,16,1
10,504,1.19,701,1
9,34,2.06,109,1
11,292,2.95,1096,1
8,43,1.93,133,1
