@relation page-blocks

@attribute Height numeric
@attribute Area numeric
@attribute Eccen numeric
@attribute P_black numeric
@attribute Wb_trans numeric
@attribute Class {1,2,3,4,5}

@data
8,208,3.25,0.409,39,1
8,600,9.375,0.375,110,1
8,2736,42.75,0.163,317,1
9,288,3.556,0.299,41,1
10,670,6.7,0.291,86,1
7,70,1.429,0.3,14,1
9,522,6.444,0.203,79,1
7,77,1.571,0.286,17,1
5,115,4.6,0.226,16,1
8,128,2,0.211,19,1
9,675,8.333,0.373,113,1
7,112,2.286,0.295,28,1
7,217,4.429,0.221,27,1
7,833,17,0.285,158,1
8,280,4.375,0.418,49,1
9,4572,56.444,0.128,461,1
10,990,9.9,0.264,136,1
7,56,1.143,0.268,13,1
7,105,2.143,0.181,7,1
9,369,4.556,0.374,67,1
10,340,3.4,0.356,61,1
5,35,1.4,0.571,8,1
10,1370,13.7,0.191,187,1
8,288,4.5,0.406,62,1
8,1200,18.75,0.205,187,1
6,48,1.333,0.458,9,1
9,2232,27.556,0.33,308,1
8,48,0.75,0.5,3,1
9,1629,20.111,0.217,213,1
7,392,8,0.227,71,1
14,4214,21.5,0.257,458,1
9,90,1.111,0.389,18,1
11,1969,16.273,0.33,226,1
9,333,4.111,0.444,71,1
7,245,5,0.269,50,1
5,75,3,0.4,18,1
5,75,3,0.507,12,1
4,68,4.25,0.191,7,1
10,670,6.7,0.291,90,1
8,264,4.125,0.314,39,1
9,1629,20.111,0.35,216,1
10,1220,12.2,0.294,171,1
24,4248,7.375,0.508,268,1
9,576,7.111,0.345,87,1
6,174,4.833,0.305,42,1
7,77,1.571,0.351,20,1
7,133,2.714,0.331,31,1
8,2384,37.25,0.242,383,1
9,999,12.333,0.209,133,1
9,1476,18.222,0.189,221,1
11,2431,20.091,0.25,312,1
14,5194,26.5,0.38,407,1
8,1536,24,0.316,279,1
10,1790,17.9,0.2,254,1
10,2710,27.1,0.193,409,1
8,168,2.625,0.548,26,1
7,343,7,0.318,57,1
11,1111,9.182,0.264,178,1
6,114,3.167,0.184,17,1
5,65,2.6,0.462,7,1
5,220,8.8,0.241,21,1
10,1760,17.6,0.257,263,1
8,1680,26.25,0.178,208,1
9,1395,17.222,0.376,207,1
25,4650,7.44,0.478,310,1
10,1300,13,0.486,199,1
5,45,1.8,0.444,14,1
10,260,2.6,0.312,40,1
9,963,11.889,0.217,156,1
8,648,10.125,0.221,111,1
9,153,1.889,0.333,24,1
8,1264,19.75,0.102,97,1
10,1260,12.6,0.456,193,1
10,470,4.7,0.223,65,1
6,426,11.833,0.329,89,1
7,140,2.857,0.229,27,1
25,3825,6.12,0.255,470,1
9,981,12.111,0.219,129,1
8,104,1.625,0.356,21,1
6,186,5.167,0.5,48,1
9,162,2,0.352,31,1
9,333,4.111,0.396,65,1
9,963,11.889,0.357,161,1
8,512,8,0.385,102,1
11,1144,9.455,0.377,168,1
7,147,3,0.286,31,1
8,2088,32.625,0.218,340,1
11,275,2.273,0.335,36,1
7,287,5.857,0.321,62,1
7,119,2.429,0.227,18,1
7,56,1.143,0.393,11,1
7,217,4.429,0.336,48,1
1,167,167,0.192,31,1
11,1111,9.182,0.267,173,1
16,5392,21.063,0.363,377,1
11,1650,13.636,0.186,149,1
8,264,4.125,0.39,60,1
9,153,1.889,0.627,15,1
7,161,3.286,0.329,38,1
16,5744,22.438,0.376,399,1
8,216,3.375,0.208,31,1
6,120,3.333,0.317,25,1
8,656,10.25,0.402,126,1
7,560,11.429,0.5,79,1
17,357,1.235,0.373,8,1
5,70,2.8,0.257,5,1
9,396,4.889,0.467,59,1
8,240,3.75,0.45,47,1
9,1548,19.111,0.171,202,1
9,4680,57.778,0.081,276,1
6,876,24.333,0.325,156,1
10,1210,12.1,0.268,131,1
9,171,2.111,0.298,19,1
8,872,13.625,0.219,119,1
9,171,2.111,0.62,14,1
7,2135,43.571,0.109,191,1
9,963,11.889,0.209,146,1
10,230,2.3,0.348,36,1
8,256,4,0.23,42,1
22,440,0.909,0.28,23,1
12,240,1.667,0.525,14,1
7,91,1.857,0.275,19,1
10,2490,24.9,0.294,315,1
7,147,3,0.327,34,1
10,310,3.1,0.339,49,1
13,4186,24.769,0.375,340,1
9,972,12,0.376,155,1
10,1010,10.1,0.442,153,1
9,4815,59.444,0.165,573,1
9,405,5,0.279,52,1
5,55,2.2,0.364,15,1
9,4185,51.667,0.157,532,1
9,180,2.222,0.339,35,1
10,160,1.6,0.425,9,1
5,90,3.6,0.467,22,1
7,77,1.571,0.364,19,1
8,144,2.25,0.438,23,1
7,147,3,0.354,32,1
9,1395,17.222,0.346,198,1
9,306,3.778,0.31,59,1
5,35,1.4,0.457,8,1
11,165,1.364,0.352,28,1
7,147,3,0.293,32,1
12,2940,20.417,0.204,353,1
7,168,3.429,0.274,31,1
7,189,3.857,0.238,16,1
9,81,1,0.358,16,1
8,136,2.125,0.265,21,1
8,128,2,0.359,23,1
8,96,1.5,0.375,20,1
10,2510,25.1,0.179,327,1
12,576,4,0.252,85,1
9,171,2.111,0.251,32,1
4,24,1.5,0.458,2,1
7,434,8.857,0.392,91,1
13,2769,16.385,0.359,214,1
9,738,9.111,0.374,120,1
9,738,9.111,0.352,99,1
7,1008,20.571,0.092,75,1
8,32,0.5,0.469,4,1
8,112,1.75,0.295,18,1
19,228,0.632,0.303,9,1
8,552,8.625,0.159,68,1
8,1720,26.875,0.404,239,1
11,1551,12.818,0.366,199,1
7,84,1.714,0.226,10,1
10,2560,25.6,0.363,327,1
5,195,7.8,0.338,38,1
25,12375,19.8,0.464,784,1
9,531,6.556,0.237,81,1
8,600,9.375,0.228,100,1
7,98,2,0.316,14,1
11,979,8.091,0.17,61,1
7,203,4.143,0.286,34,1
10,300,3,0.333,56,1
14,532,2.714,0.227,41,1
6,108,3,0.444,28,1
11,1089,9,0.23,117,1
8,184,2.875,0.321,39,1
10,200,2,0.435,30,1
18,432,1.333,0.454,34,1
9,387,4.778,0.509,55,1
9,972,12,0.449,171,1
6,600,16.667,0.345,123,1
8,440,6.875,0.225,56,1
4,100,6.25,0.28,21,1
9,351,4.333,0.293,50,1
9,819,10.111,0.233,112,1
8,304,4.75,0.25,55,1
9,108,1.333,0.444,26,1
1,40,40,0.175,6,1
7,595,12.143,0.192,88,1
6,186,5.167,0.199,20,1
11,473,3.909,0.334,64,1
8,80,1.25,0.4,17,1
8,24,0.375,0.5,4,1
10,170,1.7,0.506,11,1
10,640,6.4,0.514,116,1
9,1134,14,0.484,194,1
6,78,2.167,0.295,16,1
8,24,0.375,0.458,4,1
7,161,3.286,0.329,32,1
7,322,6.571,0.416,51,1
14,2100,10.714,0.225,114,1
11,3025,25,0.287,307,1
11,825,6.818,0.27,107,1
25,10250,16.4,0.272,1218,1
10,530,5.3,0.306,88,1
6,576,16,0.309,103,1
8,184,2.875,0.353,34,1
5,25,1,0.52,6,1
7,28,0.571,0.536,3,1
9,180,2.222,0.322,27,1
7,147,3,0.306,27,1
10,740,7.4,0.303,103,1
8,664,10.375,0.294,90,1
7,112,2.286,0.438,24,1
7,224,4.571,0.232,40,1
1,45,45,0.356,15,1
6,30,0.833,0.333,6,1
9,1152,14.222,0.219,175,1
8,280,4.375,0.379,64,1
10,490,4.9,0.196,76,1
8,656,10.25,0.434,98,1
7,231,4.714,0.346,59,1
7,518,10.571,0.276,91,1
17,4165,14.412,0.913,293,1
8,552,8.625,0.312,90,1
4,260,16.25,0.296,29,1
9,360,4.444,0.319,49,1
10,1000,10,0.449,159,1
8,112,1.75,0.25,9,1
9,873,10.778,0.328,162,1
7,441,9,0.317,82,1
9,2250,27.778,0.347,320,1
25,1775,2.84,0.234,187,1
8,240,3.75,0.242,43,1
7,63,1.286,0.317,13,1
8,336,5.25,0.375,61,1
8,40,0.625,0.425,11,1
9,216,2.667,0.213,36,1
10,380,3.8,0.424,58,1
9,4815,59.444,0.163,561,1
5,215,8.6,0.456,69,1
9,504,6.222,0.327,85,1
6,810,22.5,0.21,124,1
9,891,11,0.461,155,1
5,40,1.6,0.55,12,1
14,3556,18.143,0.377,284,1
6,576,16,0.351,83,1
10,800,8,0.314,122,1
8,64,1,0.484,9,1
9,4815,59.444,0.156,555,1
12,864,6,0.228,110,1
7,224,4.571,0.268,47,1
10,340,3.4,0.356,66,1
7,217,4.429,0.3,33,1
7,168,3.429,0.244,28,1
9,333,4.111,0.39,64,1
9,162,2,0.278,27,1
9,819,10.111,0.161,71,1
7,322,6.571,0.298,44,1
11,3707,30.636,0.179,318,1
7,77,1.571,0.234,11,1
9,2250,27.778,0.366,317,1
8,96,1.5,0.406,21,1
8,112,1.75,0.286,12,1
23,6233,11.783,0.126,420,1
9,918,11.333,0.214,151,1
8,384,6,0.302,66,1
6,144,4,0.264,26,1
24,6744,11.708,0.468,397,1
7,77,1.571,0.364,21,1
8,64,1,0.469,11,1
9,171,2.111,0.292,19,1
10,1500,15,0.252,183,1
8,416,6.5,0.38,84,1
11,2596,21.455,0.354,316,1
8,104,1.625,0.663,10,1
4,60,3.75,0.267,4,1
9,189,2.333,0.354,25,1
9,387,4.778,0.3,65,1
6,42,1.167,0.262,8,1
7,154,3.143,0.247,31,1
5,95,3.8,0.211,15,1
12,516,3.583,0.31,69,1
7,77,1.571,0.416,21,1
6,102,2.833,0.245,18,1
11,902,7.455,0.236,108,1
10,320,3.2,0.338,59,1
8,96,1.5,0.396,20,1
28,896,1.143,0.501,64,1
9,4815,59.444,0.173,613,1
1,35,35,0.2,6,1
8,2192,34.25,0.15,244,1
8,96,1.5,0.427,19,1
12,516,3.583,0.293,66,1
11,264,2.182,0.307,39,1
10,160,1.6,0.444,32,1
8,152,2.375,0.421,35,1
7,56,1.143,0.429,13,1
8,72,1.125,0.361,17,1
8,520,8.125,0.269,100,1
7,126,2.571,0.238,26,1
10,120,1.2,0.4,21,1
8,392,6.125,0.406,88,1
9,108,1.333,0.37,20,1
8,120,1.875,0.3,23,1
24,4488,7.792,0.485,267,1
8,632,9.875,0.375,112,1
7,245,5,0.445,44,1
10,190,1.9,0.6,15,1
7,245,5,0.31,49,1
11,165,1.364,0.358,27,1
6,372,10.333,0.234,64,1
1,60,60,0.2,11,1
7,140,2.857,0.35,31,1
14,3976,20.286,0.236,419,1
6,198,5.5,0.268,38,1
7,147,3,0.32,28,1
17,578,2,0.123,4,1
7,252,5.143,0.262,52,1
7,84,1.714,0.476,19,1
7,49,1,0.306,11,1
8,248,3.875,0.298,51,1
8,208,3.25,0.375,44,1
8,552,8.625,0.216,83,1
5,65,2.6,0.154,1,1
13,5317,31.462,0.312,547,1
6,66,1.833,0.364,18,1
8,64,1,0.406,12,1
8,224,3.5,0.406,44,1
17,187,0.647,0.417,8,1
12,864,6,0.281,113,1
9,2349,29,0.183,302,1
9,927,11.444,0.357,134,1
6,156,4.333,0.288,35,1
13,481,2.846,0.306,41,1
1,10,10,0.8,2,1
24,4752,8.25,0.911,274,1
5,75,3,0.093,5,1
10,230,2.3,0.343,42,1
9,81,1,0.296,15,1
7,147,3,0.313,31,1
7,98,2,0.49,19,1
9,81,1,0.358,13,1
9,576,7.111,0.465,104,1
10,150,1.5,0.313,21,1
10,2380,23.8,0.353,295,1
9,378,4.667,0.378,54,1
7,2422,49.429,0.173,341,1
8,56,0.875,0.393,11,1
6,66,1.833,0.333,15,1
10,300,3,0.3,42,1
9,171,2.111,0.386,30,1
4,76,4.75,0.421,18,1
10,340,3.4,0.303,57,1
8,2824,44.125,0.07,165,1
9,189,2.333,0.365,24,1
9,963,11.889,0.357,141,1
9,1440,17.778,0.215,196,1
8,416,6.5,0.325,77,1
7,56,1.143,0.161,5,1
16,5632,22,0.39,418,1
8,328,5.125,0.378,77,1
9,972,12,0.364,165,1
7,91,1.857,0.275,11,1
7,56,1.143,0.482,12,1
7,119,2.429,0.412,19,1
5,140,5.6,0.321,31,1
8,72,1.125,0.389,12,1
8,832,13,0.575,129,1
9,1746,21.556,0.169,215,1
87,10092,1.333,0.406,39,1
7,399,8.143,0.273,84,1
8,960,15,0.25,145,1
7,98,2,0.337,20,1
9,477,5.889,0.317,91,1
9,819,10.111,0.302,125,1
8,168,2.625,0.208,12,1
8,96,1.5,0.396,20,1
8,544,8.5,0.336,96,1
7,168,3.429,0.28,34,1
6,24,0.667,0.417,4,1
9,324,4,0.586,55,1
12,864,6,0.615,83,1
9,63,0.778,0.286,9,1
7,1533,31.286,0.182,222,1
7,560,11.429,0.102,41,1
7,77,1.571,0.377,19,1
7,266,5.429,0.286,45,1
11,1111,9.182,0.239,165,1
7,175,3.571,0.371,40,1
9,2358,29.111,0.089,176,1
8,112,1.75,0.143,6,1
7,56,1.143,0.375,13,1
6,66,1.833,0.303,13,1
10,220,2.2,0.323,34,1
6,84,2.333,0.512,14,1
9,270,3.333,0.27,52,1
5,80,3.2,0.425,25,1
5,1015,40.6,0.239,187,1
9,1638,20.222,0.378,210,1
8,264,4.125,0.356,47,1
5,195,7.8,0.328,31,1
8,1464,22.875,0.185,190,1
24,4272,7.417,0.483,258,1
10,1470,14.7,0.168,191,1
36,180,0.139,0.656,15,1
5,105,4.2,0.333,24,1
10,840,8.4,0.356,121,1
10,370,3.7,0.324,65,1
6,42,1.167,0.429,5,1
11,352,2.909,0.264,30,1
9,270,3.333,0.304,44,1
6,276,7.667,0.315,41,1
7,98,2,0.357,19,1
8,296,4.625,0.375,69,1
8,16,0.25,0.563,1,1
10,190,1.9,0.542,14,1
9,414,5.111,0.242,68,1
10,390,3.9,0.308,71,1
7,77,1.571,0.364,20,1
6,564,15.667,0.326,91,1
13,494,2.923,0.332,41,1
8,112,1.75,0.393,19,1
6,114,3.167,0.307,22,1
9,144,1.778,0.326,27,1
12,312,2.167,0.224,43,1
9,414,5.111,0.242,70,1
12,3084,21.417,0.283,291,1
9,360,4.444,0.344,60,1
9,747,9.222,0.293,96,1
6,294,8.167,0.241,50,1
14,812,4.143,0.683,46,1
6,270,7.5,0.422,66,1
12,468,3.25,0.282,33,1
7,91,1.857,0.297,16,1
7,238,4.857,0.265,45,1
9,702,8.667,0.349,113,1
8,96,1.5,0.531,18,1
1,42,42,0.381,15,1
11,88,0.727,0.261,11,1
10,2720,27.2,0.206,399,1
8,496,7.75,0.218,69,1
8,120,1.875,0.317,19,1
8,1344,21,0.32,245,1
9,603,7.444,0.468,75,1
8,120,1.875,0.325,21,1
7,91,1.857,0.264,13,1
10,90,0.9,0.222,16,1
10,330,3.3,0.391,63,1
10,160,1.6,0.375,28,1
23,2001,3.783,0.286,242,1
11,77,0.636,0.597,8,1
9,594,7.333,0.241,101,1
9,1350,16.667,0.284,218,1
9,774,9.556,0.394,107,1
8,24,0.375,0.458,5,1
11,2992,24.727,0.279,423,1
7,133,2.714,0.286,28,1
10,360,3.6,0.367,59,1
8,168,2.625,0.28,34,1
6,534,14.833,0.403,106,1
8,200,3.125,0.24,33,1
10,530,5.3,0.34,99,1
4,40,2.5,0.6,6,1
16,6672,26.063,0.381,481,1
6,600,16.667,0.342,120,1
6,1134,31.5,0.324,227,1
9,2934,36.222,0.171,385,1
9,1674,20.667,0.16,213,1
8,256,4,0.395,48,1
12,168,1.167,0.357,26,1
9,1359,16.778,0.185,181,1
6,78,2.167,0.231,6,1
9,1089,13.444,0.399,181,1
13,871,5.154,0.441,74,1
5,230,9.2,0.174,28,1
7,1211,24.714,0.207,187,1
9,468,5.778,0.306,86,1
9,369,4.556,0.507,57,1
8,96,1.5,0.406,25,1
7,77,1.571,0.221,14,1
9,216,2.667,0.352,35,1
7,84,1.714,0.357,18,1
9,108,1.333,0.444,28,1
14,5460,27.857,0.358,441,1
7,287,5.857,0.261,57,1
8,200,3.125,0.515,39,1
8,328,5.125,0.232,49,1
6,234,6.5,0.303,45,1
10,200,2,0.275,29,1
8,560,8.75,0.371,122,1
7,861,17.571,0.419,138,1
16,384,1.5,0.411,35,1
10,3980,39.8,0.342,557,1
9,306,3.778,0.288,42,1
9,1026,12.667,0.272,150,1
10,110,1.1,0.409,18,1
8,288,4.5,0.458,64,1
8,656,10.25,0.396,99,1
9,261,3.222,0.234,44,1
10,300,3,0.367,48,1
5,65,2.6,0.262,7,1
6,234,6.5,0.226,32,1
11,429,3.545,0.317,55,1
1,200,200,0.13,25,1
12,1020,7.083,0.476,90,1
12,3252,22.583,0.259,423,1
8,432,6.75,0.537,69,1
7,112,2.286,0.42,24,1
9,936,11.556,0.282,137,1
5,350,14,0.18,45,1
5,470,18.8,0.313,77,1
9,1107,13.667,0.359,143,1
6,234,6.5,0.466,52,1
5,130,5.2,0.492,27,1
7,210,4.286,0.3,44,1
9,189,2.333,0.243,35,1
8,96,1.5,0.375,14,1
9,162,2,0.395,23,1
8,104,1.625,0.452,24,1
9,756,9.333,0.329,120,1
10,1830,18.3,0.267,293,1
7,231,4.714,0.368,54,1
6,132,3.667,0.197,9,1
9,1260,15.556,0.38,177,1
9,1431,17.667,0.249,184,1
11,264,2.182,0.53,14,1
14,3976,20.286,0.365,285,1
10,1810,18.1,0.491,273,1
7,637,13,0.334,121,1
10,410,4.1,0.463,68,1
10,120,1.2,0.225,10,1
12,1008,7,0.43,123,1
7,63,1.286,0.349,10,1
7,1715,35,0.143,175,1
1,91,91,0.352,31,1
10,290,2.9,0.383,45,1
8,600,9.375,0.373,115,1
8,200,3.125,0.38,42,1
8,1184,18.5,0.208,198,1
6,1104,30.667,0.272,195,1
8,440,6.875,0.243,77,1
7,336,6.857,0.268,56,1
8,360,5.625,0.469,58,1
7,259,5.286,0.521,43,1
12,492,3.417,0.289,69,1
8,1832,28.625,0.168,196,1
8,64,1,0.391,10,1
5,40,1.6,0.675,9,1
6,84,2.333,0.286,20,1
16,6016,23.5,0.371,401,1
11,242,2,0.624,16,1
9,1413,17.444,0.222,198,1
11,2981,24.636,0.278,417,1
8,64,1,0.391,9,1
9,4590,56.667,0.148,513,1
9,54,0.667,0.37,8,1
14,5558,28.357,0.342,420,1
8,56,0.875,0.482,10,1
5,35,1.4,0.543,9,1
9,441,5.444,0.231,70,1
14,4746,24.214,0.248,481,1
10,350,3.5,0.38,66,1
10,200,2,0.385,36,1
9,324,4,0.654,33,1
9,972,12,0.345,137,1
7,91,1.857,0.363,21,1
12,804,5.583,0.403,88,1
7,1526,31.143,0.142,171,1
7,1792,36.571,0.135,178,1
9,4806,59.333,0.134,482,1
9,2736,33.778,0.202,419,1
7,98,2,0.347,19,1
9,729,9,0.337,125,1
9,1503,18.556,0.378,197,1
13,754,4.462,0.336,79,1
8,432,6.75,0.245,82,1
9,414,5.111,0.365,75,1
5,190,7.6,0.426,57,1
9,2988,36.889,0.159,393,1
8,48,0.75,0.396,12,1
5,475,19,0.255,70,1
8,744,11.625,0.261,125,1
5,480,19.2,0.404,70,1
8,808,12.625,0.222,139,1
10,520,5.2,0.294,72,1
9,243,3,0.346,43,1
7,721,14.714,0.295,121,1
10,230,2.3,0.361,34,1
9,4815,59.444,0.136,470,1
8,344,5.375,0.212,52,1
6,42,1.167,0.5,12,1
8,72,1.125,0.458,11,1
10,300,3,0.363,45,1
8,144,2.25,0.174,10,1
14,6062,30.929,0.355,485,1
6,570,15.833,0.226,89,1
10,980,9.8,0.3,171,1
8,248,3.875,0.327,44,1
7,455,9.286,0.404,89,1
7,602,12.286,0.281,109,1
22,1562,3.227,0.519,72,1
4,384,24,0.417,73,1
6,102,2.833,0.343,27,1
13,4901,29,0.178,548,1
1,109,109,0.183,19,1
7,462,9.429,0.171,53,1
11,231,1.909,0.316,17,1
10,40,0.4,0.35,8,1
9,441,5.444,0.247,72,1
11,1100,9.091,0.456,165,1
7,189,3.857,0.402,42,1
12,864,6,0.635,92,1
10,890,8.9,0.252,69,1
8,80,1.25,0.45,21,1
13,1001,5.923,0.258,85,1
9,126,1.556,0.333,17,1
8,136,2.125,0.228,25,1
5,95,3.8,0.505,22,1
12,120,0.833,0.675,7,1
9,1368,16.889,0.379,187,1
7,245,5,0.453,45,1
9,234,2.889,0.291,39,1
4,384,24,0.479,72,1
10,180,1.8,0.6,15,1
6,24,0.667,0.667,2,1
8,96,1.5,0.406,18,1
8,312,4.875,0.369,56,1
8,40,0.625,0.525,7,1
5,150,6,0.587,36,1
11,814,6.727,0.267,98,1
7,1834,37.429,0.152,218,1
6,258,7.167,0.205,30,1
5,50,2,0.56,12,1
16,2896,11.313,0.4,227,1
8,240,3.75,0.433,49,1
9,738,9.111,0.309,118,1
10,170,1.7,0.482,12,1
11,88,0.727,0.545,15,1
16,6288,24.563,0.341,418,1
9,441,5.444,0.252,69,1
5,170,6.8,0.141,19,1
9,1116,13.778,0.367,144,1
11,1012,8.364,0.361,159,1
16,704,2.75,0.376,111,1
11,462,3.818,0.292,70,1
11,1716,14.182,0.224,253,1
25,4650,7.44,0.456,263,1
7,140,2.857,0.464,28,1
8,568,8.875,0.329,102,1
9,54,0.667,0.5,2,1
7,28,0.571,0.286,1,1
8,288,4.5,0.323,50,1
8,688,10.75,0.494,129,1
6,48,1.333,0.604,9,1
8,224,3.5,0.397,43,1
10,1210,12.1,0.37,186,1
9,657,8.111,0.174,79,1
9,351,4.333,0.308,64,1
10,310,3.1,0.281,44,1
10,150,1.5,0.3,24,1
9,2331,28.778,0.189,336,1
11,1034,8.545,0.257,122,1
7,273,5.571,0.253,52,1
10,2720,27.2,0.191,348,1
7,322,6.571,0.354,78,1
7,161,3.286,0.298,33,1
10,230,2.3,0.287,30,1
8,400,6.25,0.528,70,1
9,738,9.111,0.408,126,1
7,847,17.286,0.272,149,1
8,1016,15.875,0.314,161,1
7,91,1.857,0.308,17,1
8,544,8.5,0.54,97,1
7,91,1.857,0.242,11,1
5,215,8.6,0.33,61,1
11,990,8.182,0.385,158,1
9,801,9.889,0.3,110,1
10,340,3.4,0.388,63,1
8,80,1.25,0.425,17,1
14,798,4.071,0.742,49,1
8,96,1.5,0.458,20,1
5,70,2.8,0.414,21,1
7,63,1.286,0.349,13,1
8,168,2.625,0.411,31,1
5,100,4,0.49,31,1
8,64,1,0.344,12,1
7,70,1.429,0.329,18,1
11,1067,8.818,0.297,132,1
10,350,3.5,0.311,58,1
7,112,2.286,0.259,14,1
7,42,0.857,0.357,9,1
10,790,7.9,0.324,117,1
5,485,19.4,0.334,82,1
9,162,2,0.309,19,1
8,128,2,0.438,21,1
10,260,2.6,0.35,39,1
6,576,16,0.297,76,1
9,2241,27.667,0.346,306,1
7,749,15.286,0.27,126,1
9,2160,26.667,0.259,336,1
10,2690,26.9,0.306,160,1
6,300,8.333,0.213,49,1
11,1067,8.818,0.266,139,1
9,3222,39.778,0.385,525,1
5,35,1.4,0.314,6,1
10,90,0.9,0.344,11,1
6,72,2,0.361,18,1
7,35,0.714,0.486,4,1
6,174,4.833,0.356,33,1
7,896,18.286,0.265,140,1
7,203,4.143,0.281,39,1
8,64,1,0.25,10,1
12,864,6,0.638,90,1
4,68,4.25,0.309,6,1
7,427,8.714,0.241,70,1
7,63,1.286,0.302,11,1
9,918,11.333,0.183,132,1
6,48,1.333,0.417,7,1
12,96,0.667,0.302,10,1
7,217,4.429,0.313,43,1
11,792,6.545,0.665,83,1
11,88,0.727,0.511,5,1
10,200,2,0.375,33,1
10,1760,17.6,0.181,235,1
4,380,23.75,0.311,78,1
5,70,2.8,0.586,18,1
6,120,3.333,0.175,14,1
9,180,2.222,0.339,26,1
9,2160,26.667,0.179,306,1
10,5100,51,0.163,612,1
9,900,11.111,0.463,143,1
9,99,1.222,0.253,13,1
14,868,4.429,0.433,63,1
9,171,2.111,0.275,31,1
9,1449,17.889,0.432,218,1
16,1792,7,0.305,201,1
9,144,1.778,0.222,24,1
13,3861,22.846,0.409,318,1
16,3392,13.25,0.376,222,1
9,1107,13.667,0.395,154,1
11,2882,23.818,0.251,391,1
10,360,3.6,0.264,51,1
8,128,2,0.43,27,1
1,33,33,0.364,11,1
9,891,11,0.484,171,1
13,2925,17.308,0.253,226,1
15,2310,10.267,0.423,167,1
9,2142,26.444,0.168,285,1
9,4590,56.667,0.171,618,1
7,217,4.429,0.286,40,1
11,1606,13.273,0.238,209,1
7,98,2,0.378,19,1
2,94,23.5,0.17,14,1
7,98,2,0.184,1,1
7,322,6.571,0.155,12,1
9,432,5.333,0.227,69,1
11,3322,27.455,0.379,448,1
10,220,2.2,0.277,35,1
9,1611,19.889,0.341,229,1
1,29,29,0.31,8,1
6,36,1,0.306,3,1
7,280,5.714,0.336,64,1
6,780,21.667,0.253,96,1
7,273,5.571,0.147,24,1
14,3542,18.071,0.372,302,1
10,280,2.8,0.375,45,1
10,390,3.9,0.295,55,1
9,162,2,0.623,13,1
8,664,10.375,0.357,120,1
9,360,4.444,0.483,61,1
9,207,2.556,0.324,41,1
4,48,3,0.25,4,1
9,396,4.889,0.465,55,1
8,232,3.625,0.341,41,1
9,423,5.222,0.385,65,1
10,2710,27.1,0.249,358,1
17,408,1.412,0.407,34,1
8,1080,16.875,0.077,54,1
11,1276,10.545,0.274,194,1
7,245,5,0.404,52,1
16,7024,27.438,0.384,530,1
9,4581,56.556,0.096,328,1
10,1310,13.1,0.456,199,1
10,1620,16.2,0.454,124,1
8,56,0.875,0.357,11,1
7,441,9,0.333,74,1
10,630,6.3,0.294,84,1
4,372,23.25,0.312,70,1
8,320,5,0.463,60,1
7,308,6.286,0.218,53,1
11,242,2,0.649,18,1
11,132,1.091,0.5,16,1
9,180,2.222,0.361,35,1
8,96,1.5,0.427,22,1
8,96,1.5,0.385,15,1
6,36,1,0.417,10,1
7,280,5.714,0.336,60,1
12,264,1.833,0.568,20,1
7,49,1,0.327,7,1
9,2322,28.667,0.173,313,1
7,42,0.857,0.333,8,1
8,2176,34,0.189,311,1
7,126,2.571,0.357,29,1
8,4064,63.5,0.092,290,1
11,3784,31.273,0.446,358,1
7,91,1.857,0.319,18,1
7,294,6,0.333,67,1
11,1298,10.727,0.29,189,1
12,1068,7.417,0.429,131,1
10,2270,22.7,0.225,311,1
10,310,3.1,0.645,30,1
7,987,20.143,0.163,139,1
8,104,1.625,0.49,22,1
8,192,3,0.406,35,1
25,4450,7.12,0.475,266,1
10,2490,24.9,0.462,326,1
7,1106,22.571,0.211,146,1
10,610,6.1,0.305,94,1
7,98,2,0.357,20,1
10,330,3.3,0.327,46,1
7,126,2.571,0.278,26,1
8,656,10.25,0.358,105,1
9,2376,29.333,0.261,311,1
9,423,5.222,0.371,57,1
9,1575,19.444,0.177,222,1
5,460,18.4,0.287,96,1
10,120,1.2,0.367,28,1
10,120,1.2,0.142,6,1
8,496,7.75,0.214,74,1
6,102,2.833,0.324,25,1
11,319,2.636,0.408,42,1
8,1064,16.625,0.272,162,1
8,2176,34,0.186,299,1
11,88,0.727,0.716,8,1
1,47,47,0.426,19,1
7,84,1.714,0.393,14,1
10,480,4.8,0.579,46,1
7,182,3.714,0.352,47,1
7,112,2.286,0.42,22,1
7,245,5,0.188,38,1
9,414,5.111,0.297,74,1
14,2170,11.071,0.303,238,1
7,98,2,0.357,19,1
16,1696,6.625,0.192,218,1
7,1505,30.714,0.538,253,1
10,410,4.1,0.324,71,1
8,152,2.375,0.309,31,1
5,100,4,0.54,23,1
7,217,4.429,0.461,41,1
9,108,1.333,0.407,27,1
10,190,1.9,0.6,14,1
9,3168,39.111,0.205,486,1
9,891,11,0.38,177,1
10,1850,18.5,0.36,237,1
10,170,1.7,0.571,15,1
10,220,2.2,0.591,20,1
5,195,7.8,0.436,24,1
11,924,7.636,0.262,143,1
25,7275,11.64,0.466,462,1
9,297,3.667,0.377,50,1
7,77,1.571,0.39,19,1
67,19832,4.418,0.088,1134,1
9,117,1.444,0.368,16,1
10,80,0.8,0.525,6,1
7,119,2.429,0.16,11,1
10,2710,27.1,0.267,369,1
8,168,2.625,0.363,36,1
10,400,4,0.338,71,1
8,208,3.25,0.37,43,1
13,1352,8,0.198,78,1
