@relation phoneme

@attribute Aa numeric
@attribute Dcl numeric
@attribute Sh numeric
@attribute Class {0,1}

@data
0.72,-0.475,0.303,0
2.347,0.413,-0.065,0
0.25,2.194,0.616,0
0.736,-0.329,0.123,0
0.208,1.854,-0.537,0
0.624,-0.602,-0.133,0
2.993,1.248,-0.118,0
2.242,0.702,0.202,0
0.304,-0.623,-0.164,0
0.56,0.751,0.199,0
0.24,0.659,-0.11,0
0.219,0.733,0.227,0
0.273,-0.435,-0.093,0
0.239,1.377,-0.478,0
1.108,0.42,1.796,0
1.463,0.626,-0.118,0
0.145,0.491,-0.834,0
0.134,0.428,0,0
1.153,-0.26,0.091,0
0.405,1.826,-0.4,0
2.734,-0.106,0.051,0
0.869,-0.464,-0.103,0
2.606,0.373,-0.21,0
0.53,-0.61,0.671,0
1.836,0.339,-0.137,0
1.102,-0.438,-0.135,0
1.973,-0.319,-0.101,0
0.301,2.416,0.379,0
1.322,0.403,-0.395,0
0.064,0.342,2.128,0
2.041,0.385,0.474,0
0.791,-0.238,0,0
0.394,2.304,-0.516,0
3.489,-0.122,-0.049,0
3.097,0.228,-0.078,0
2.095,-0.09,-0.04,0
2.426,-0.135,0.083,0
0.354,1.982,0,0
0.334,1.431,-0.232,0
2.095,-0.134,0.103,0
1.609,-0.492,0,0
1.051,-0.42,0.619,0
2.601,-0.144,0.119,0
0.074,0.308,0,0
0.555,-0.337,-0.146,0
0.489,-0.47,-0.161,0
-0.148,1.99,0,0
0.5,-0.468,-0.099,0
0.811,-0.454,1.431,0
0.222,2.425,-0.367,0
3.542,0.413,-0.055,0
0.312,-0.335,-0.108,0
0.727,0.564,0.214,0
0.77,-0.464,-0.145,0
0.381,1.864,-0.368,0
0.619,0.601,-0.329,0
1.338,0.496,1.038,0
0.126,1.483,0.521,0
0.599,-0.481,1.107,0
0.468,-0.516,-0.108,0
2.444,0.139,-0.062,0
0.091,0.497,0,0
3.06,0.224,-0.088,0
0.563,-0.387,-0.124,0
0.282,2.744,0,0
0.738,0.451,-0.261,0
1.91,0.188,-0.149,0
0.523,-0.731,0,0
0.649,1.497,-0.482,0
0.539,0.964,-0.192,0
1.126,0.629,-0.191,0
3.236,-0.148,-0.057,0
0.625,0.764,0.187,0
1.305,-0.353,0.18,0
2.026,0.429,0.615,0
0.584,-0.421,0.848,0
0.951,-0.392,0.924,0
0.608,-0.344,-0.074,0
1.79,-0.213,0.088,0
0.192,0.768,0.17,0
0.335,-0.365,-0.104,0
0.159,0.591,1.424,0
0.289,0.777,0.333,0
0.288,2.861,-0.366,0
0.317,1.996,0.472,0
0.864,-0.484,-0.12,0
0.674,0.971,-0.161,0
0.436,1.097,0,0
0.162,0.615,-0.777,0
0.59,-0.43,0.774,0
0.586,1.34,-0.168,0
0.288,0.644,1.58,0
0.132,0.501,0.881,0
0.757,-0.461,0.151,0
0.193,1.688,-0.188,0
0.648,0.776,-0.599,0
0.724,-0.479,-0.289,0
0.252,0.993,0.251,0
0.212,0.597,0,0
1.892,-0.379,-0.126,0
0.719,-0.247,0.107,0
0.233,2.685,0,0
0.773,-0.639,0.185,0
1.977,-0.303,-0.094,0
0.69,-0.568,-0.139,0
0.144,1.999,-0.534,0
-0.316,1.792,0.561,0
0.117,1.476,-0.35,0
0.257,1.865,0,0
0.856,1.186,0,0
3.454,0.978,-0.09,0
2.064,-0.111,0.074,0
0.379,2.528,0.518,0
0.193,2.144,0,0
0.126,0.541,1.25,0
0.173,0.588,0,0
0.675,-0.462,-0.12,0
3.892,0.488,-0.066,0
0.402,-0.326,-0.092,0
0.798,-0.603,0.249,0
1.928,-0.284,-0.097,0
0.509,-0.318,0.219,0
2.783,-0.098,-0.061,0
1.601,1.09,-0.168,0
0.807,-0.51,-0.112,0
0.345,0.567,0.138,0
2.384,0.374,-0.051,0
0.11,0.735,0,0
0.5,1.223,0.18,0
0.246,2.489,0.376,0
0.494,-0.442,-0.134,0
0.188,0.797,-0.606,0
1.061,-0.46,0.73,0
1.843,0.369,-0.137,0
-0.181,1.491,-0.411,0
1.071,-0.346,-0.208,0
1.091,-0.37,-0.152,0
0.292,2.055,0,0
0.227,1.646,-0.42,0
0.717,2.504,0.427,0
0.099,1.088,0,0
3.156,0.204,-0.04,0
0.609,1.198,1.245,0
2.409,0.153,-0.061,0
2.039,0.508,-0.135,0
0.698,-0.351,-0.081,0
3.154,-0.149,-0.049,0
1.824,0.173,0.121,0
2.205,0.162,-0.072,0
0.967,-0.413,0.813,0
1.524,-0.282,-0.097,0
3.26,0.198,0.394,0
0.942,-0.214,0.116,0
0.128,1.433,0,0
0.175,2.055,-0.625,0
0.1,0.501,0.529,0
0.401,1.217,-0.284,0
0.351,1.065,1.332,0
0.279,2.985,0,0
0.274,-0.507,0.834,0
1.396,-0.286,-0.133,0
0.735,-0.74,0.19,0
0.298,1.055,-0.624,0
1.945,1.189,-0.285,0
0.531,-0.592,-0.165,0
1.575,0.778,0.394,0
0.371,0.809,0.204,0
1.134,1.065,0.601,0
2.245,-0.149,-0.058,0
0.529,0.875,1.482,0
3.079,-0.124,0.071,0
0.131,0.482,0.899,0
1.677,-0.379,0.929,0
0.074,0.421,2.377,0
0.365,1.354,0,0
0.496,2.365,-0.329,0
0.814,0.816,-0.159,0
0.281,3.079,-0.362,0
1.998,-0.185,0.104,0
0.125,0.441,0,0
2.337,0.299,-0.393,0
1.825,0.146,-0.123,0
2.891,-0.102,-0.057,0
0.061,0.131,0,0
1.894,0.43,0.292,0
3.386,0.136,-0.055,0
2.957,1.436,-0.128,0
1.143,-0.449,-0.106,0
0.624,0.842,-0.138,0
0.267,1.019,0,0
-0.104,1.352,-0.836,0
1.084,0.354,0.077,0
0.74,-0.622,-0.145,0
0.932,-0.49,0,0
0.238,0.718,0,0
0.284,2.085,0,0
0.371,1.661,0,0
3.137,0.108,-0.082,0
0.205,0.904,-0.468,0
0.064,0.571,0,0
0.255,1.474,-0.203,0
0.212,-0.747,-0.168,0
0.249,3.199,-0.372,0
0.241,-0.429,-0.141,0
0.488,1.624,-0.233,0
2.09,-0.098,-0.039,0
0.383,2.238,0.544,0
2.918,0.745,-0.079,0
0.584,-0.821,-0.205,0
0.338,2.052,-0.238,0
0.411,1.408,-0.479,0
2.581,0.341,0.067,0
1.939,-0.238,-0.077,0
1.168,-0.289,0.109,0
0.265,0.753,0,0
0.231,0.538,0,0
2.852,-0.115,0.099,0
1.406,-0.535,0.1,0
1.543,-0.283,0.103,0
0.181,-0.852,-0.543,0
0.48,0.591,-0.112,0
0.233,1.568,-0.307,0
0.562,-0.433,0.187,0
1.207,-0.268,1.366,0
0.422,1.491,0.503,0
0.874,-0.496,0.48,0
1.456,-0.416,0.398,0
0.289,2.774,-0.337,0
0.558,-0.711,0.197,0
0.385,0.684,-0.406,0
0.259,1.396,0,0
0.805,0.578,0.206,0
0.789,-0.55,-0.318,0
0.497,-0.581,-0.18,0
0.55,0.744,-0.363,0
0.504,1.15,-0.189,0
-0.966,-0.329,-0.15,0
1.363,-0.318,-0.079,0
1.752,0.507,-0.124,0
0.887,-0.274,-0.14,0
0.251,2.104,-0.246,0
0.104,0.453,-1.037,0
0.234,2.048,1.183,0
3.184,-0.108,-0.038,0
0.124,2.184,0,0
0.278,2.609,-0.315,0
0.281,0.648,0.281,0
0.984,-0.289,-0.103,0
0.132,0.825,0,0
0.567,1.142,0,0
0.107,0.443,1.26,0
-0.309,1.961,-0.371,0
0.27,1.687,0,0
0.216,1.12,0,0
0.899,-0.411,1.19,0
0.268,1.794,-0.269,0
0.674,-0.383,-0.127,0
2.117,0.982,-0.129,0
0.185,2.296,-0.258,0
0.14,2.251,-0.562,0
0.043,0.423,0,0
2.92,-0.105,-0.049,0
0.288,-0.434,0.164,0
0.273,1.768,0,0
0.211,2.503,-0.337,0
0.055,0.2,1.356,0
0.134,0.443,1.551,0
-0.101,-0.421,1.853,0
0.348,2.678,-0.321,0
0.186,1.129,0,0
0.592,-0.442,-0.231,0
0.067,0.428,0,0
0.935,-0.451,-0.131,0
0.295,1.139,-0.434,0
0.27,1.964,-0.235,0
0.157,2.493,0,0
0.794,1.248,-0.652,0
2.603,1.02,-0.139,0
0.152,0.796,0,0
0.378,0.824,-0.173,0
3.359,0.195,0.085,0
1.576,-0.304,0.108,0
0.375,0.708,0,0
0.476,1.43,-0.217,0
1.068,-0.283,-0.066,0
0.245,1.687,0,0
1.246,0.35,0.131,0
0.484,0.917,0.163,0
0.253,0.468,1.673,0
0.677,0.316,-0.141,0
0.933,-0.585,0.354,0
0.123,1.178,-0.361,0
2.692,0.123,-0.056,0
0.303,1.027,-0.241,0
3.396,-0.119,-0.048,0
3.192,0.813,-0.083,0
-0.097,1.396,-0.307,0
0.289,2.611,-0.315,0
0.442,2.113,-0.387,0
0.308,-0.517,0.174,0
0.152,0.846,-0.756,0
1.801,0.163,-0.124,0
0.619,-0.417,-0.125,0
0.145,0.477,-0.911,0
1.176,-0.343,0.156,0
0.515,-0.793,-0.202,0
0.428,1.302,-0.608,0
0.155,1.053,-0.71,0
3.731,-0.17,-0.057,0
0.655,1.617,-0.19,0
2.329,0.311,0.075,0
2.431,0.102,0.086,0
0.134,-0.522,0.786,0
0.207,1.062,-0.469,0
1.472,-0.347,-0.077,0
0.412,1.17,0,0
-1.046,-0.35,-0.126,0
0.557,0.945,1.753,0
0.286,2.5,0,0
0.126,1.292,0,0
1.242,-0.281,1.29,0
1.312,-0.298,0.076,0
1.914,-0.413,-0.166,0
2.898,1.043,-0.099,0
2.217,0.139,0.09,0
0.362,-0.601,0.694,0
0.28,-0.47,-0.146,0
2.173,0.398,-0.101,0
1.494,-0.143,0.112,0
0.633,0.465,-0.106,0
-0.185,-0.802,-0.32,0
0.512,-0.377,1.449,0
0.452,1.267,-0.245,0
1.858,0.135,-0.177,0
0.636,-0.554,0.274,0
0.52,0.784,0.271,0
0.266,0.739,-0.143,0
0.056,0.364,0,0
2.01,0.359,-0.051,0
0.79,-0.403,0.164,0
0.397,1.412,0,0
2.406,0.216,-0.067,0
2.328,-0.107,-0.038,0
3.397,0.183,-0.059,0
1.667,-0.24,0.163,0
0.413,-0.985,-0.473,0
2.055,0.3,-0.065,0
0.554,0.879,1.205,0
2.283,0.092,-0.067,0
0.222,1.321,0,0
1.418,-0.379,0,0
0.157,0.837,-0.875,0
1.264,-0.463,-0.133,0
0.916,-0.414,0.979,0
-0.145,1.738,0,0
0.492,-0.594,-0.147,0
3.237,1.084,-0.096,0
0.147,0.732,-0.639,0
0.376,2.226,0,0
0.095,0.362,0,0
0.162,1.582,0,0
0.792,-0.322,0.161,0
1.11,-0.13,0.094,0
-0.784,0.475,-0.185,0
0.447,1.955,-0.406,0
1.487,1.605,-0.131,0
0.68,-0.532,0,0
1.974,-0.082,-0.091,0
0.87,0.956,-0.156,0
2.909,-0.168,-0.092,0
0.108,0.471,1.152,0
2.385,-0.11,-0.053,0
0.09,0.445,0,0
2.941,1.493,-0.123,0
0.382,0.913,0,0
1.52,-0.232,-0.081,0
-0.24,-0.452,1.058,0
0.565,1.013,1.881,0
1.093,-0.366,0.511,0
1.766,0.509,0.797,0
0.146,0.39,0.91,0
0.622,-0.758,-0.155,0
0.178,1.783,0,0
2.007,-0.478,-0.101,0
0.245,1.991,0.608,0
1.064,-0.546,-0.583,0
0.371,-0.456,-0.083,0
0.273,1.926,0,0
0.276,2.229,0,0
0.096,0.513,0,0
0.886,-0.327,-0.126,0
0.27,1.876,-0.384,0
2.082,-0.321,0,0
0.648,-0.54,0.273,0
3.115,0.235,-0.043,0
0.301,2.831,0,0
1.041,0.505,-0.263,0
0.869,0.503,-0.296,0
0.985,0.614,-0.434,0
1.875,0.752,0.152,0
2.428,-0.123,0.046,0
0.365,1.886,-0.393,0
2.942,-0.131,0.06,0
2.51,0.852,-0.21,0
0.907,0.369,0,0
0.629,-0.743,0,0
2.703,0.189,-0.143,0
1.104,-0.38,0.133,0
0.412,-0.332,-0.087,0
0.278,1.051,-0.191,0
1.645,2.275,-0.221,0
1.301,1.07,-0.166,0
3.169,-0.148,-0.045,0
1.031,-0.29,-0.099,0
0.708,0.905,-0.098,0
0.705,-0.386,-0.086,0
0.539,1.236,-0.241,0
0.062,0.244,0,0
0.138,0.526,-0.665,0
0.242,1.102,-0.164,0
0.907,-0.369,0,0
1.036,0.375,-0.15,0
0.816,-0.45,-0.113,0
0.283,1.121,-0.448,0
0.22,2.588,0,0
0.358,1.189,-0.189,0
0.283,2.7,-0.405,0
2.909,1.263,-0.142,0
0.555,-0.693,0,0
0.231,2.493,0,0
0.078,0.465,-1.026,0
3.139,0.245,-0.227,0
0.675,1.785,0.385,0
0.145,0.467,0,0
0.176,0.842,-0.849,0
0.266,2.271,-0.326,0
0.771,-0.676,-0.3,0
0.382,0.792,-0.183,0
0.181,1.869,-0.421,0
0.892,0.287,0.069,0
0.192,2.29,-0.374,0
1.622,-0.313,0.141,0
2.513,0.845,-0.371,0
2.751,-0.107,0.084,0
0.783,-0.424,0.399,0
0.029,0.383,0,0
-0.155,1.345,0.372,0
0.71,0.718,-0.117,0
1.295,-0.41,0.382,0
0.262,-0.395,0.168,0
0.184,0.952,-0.845,0
2.158,-0.128,0.11,0
0.432,2.327,-0.313,0
0.33,1.985,0,0
0.857,-0.45,-0.199,0
0.319,-0.563,0.19,0
1.125,-0.354,0.135,0
1.72,0.384,0.846,0
0.42,0.743,1.056,0
2.457,0.172,-0.046,0
0.237,2.565,0.614,0
1.517,-0.229,-0.08,0
0.668,-0.3,-0.07,0
2.525,0.375,0.448,0
0.252,2.402,0,0
3.009,1.192,-0.115,0
0.123,-0.863,-0.998,0
0.154,0.93,-0.542,0
2.102,-0.092,-0.047,0
2.614,0.284,-0.256,0
3.137,-0.209,-0.148,0
0.54,2.359,-0.314,0
0.205,1.165,-0.4,0
1.313,0.433,-0.391,0
-0.083,-1.189,0,0
1.508,0.569,0,0
3.644,0.159,-0.045,0
0.334,0.698,-0.124,0
3.273,0.488,0.307,0
1.309,1.623,-0.211,0
0.515,1.592,0,0
0.782,-0.43,0.108,0
2.976,0.329,-0.083,0
0.127,1.639,0,0
2.377,-0.122,0.047,0
0.204,0.672,0,0
0.142,1.96,0,0
1.467,-0.14,0.08,0
2.665,1.064,-0.122,0
0.32,0.587,-0.133,0
1.773,-0.276,0.105,0
2.712,1.604,-0.129,0
0.38,-0.502,0.594,0
0.706,0.779,-0.111,0
0.2,1.592,-0.196,0
0.794,0.782,0.12,0
3.629,-0.144,-0.042,0
0.582,-0.511,-0.25,0
0.325,1.168,-0.206,0
0.625,-0.523,-0.101,0
0.269,2.659,-0.328,0
0.215,0.913,-0.47,0
1.098,-0.429,1.019,0
0.274,1.446,-0.384,0
2.324,-0.112,-0.052,0
2.043,0.504,-0.131,0
0.126,2.17,-0.346,0
0.108,0.428,1.297,0
0.438,-0.387,-0.194,0
0.94,1.846,0.542,0
3.087,0.15,0.057,0
-0.164,1.931,0,0
0.626,-0.481,-0.136,0
1.302,-0.343,1.409,0
3.232,0.491,-0.121,0
-0.076,2.581,0,0
0.436,-0.513,0.678,0
0.62,-0.532,-0.111,0
0.264,2.082,-0.305,0
0.238,1.232,0.785,0
0.273,2.118,-0.499,0
0.136,2.224,-0.322,0
2.878,0.274,-0.076,0
2.475,0.652,-0.201,0
0.651,1.176,-0.18,0
0.325,2.099,0.405,0
1.864,-0.325,0.309,0
1.304,-0.422,0.342,0
2.767,1.166,0.269,0
0.245,0.768,0,0
2.655,0.211,-0.374,0
1.017,0.256,-0.089,0
0.268,2.89,0,0
0.22,2.661,-0.415,0
0.049,0.337,-0.559,0
2.474,0.207,-0.063,0
0.531,2.318,-0.291,0
1.989,-0.359,-0.09,0
-1.044,-0.923,0,0
0.526,1.42,0,0
3.367,0.941,-0.095,0
0.129,1.314,-0.413,0
2.241,0.341,-0.053,0
0.493,1.947,-0.263,0
1.298,-0.325,0.19,0
0.867,-0.311,-0.113,0
-0.054,0.379,-0.853,0
0.584,-0.349,-0.072,0
-0.15,2.41,0,0
0.538,1.516,0.187,0
0.666,-0.37,-0.079,0
1.518,-0.23,-0.08,0
0.375,1.43,0,0
1.715,0.6,-0.375,0
0.367,1.57,1.05,0
0.355,1.279,-0.231,0
0.095,0.329,1.063,0
0.191,0.643,0,0
2.309,-0.363,-0.26,0
1.296,-0.417,0.141,0
1.923,0.365,1.151,0
0.416,2.32,0.337,0
0.578,0.866,1.169,0
0.695,-0.27,-0.07,0
2.744,0.171,0.074,0
0.289,1.765,0.489,0
0.47,-0.535,-0.351,0
0.502,0.845,-0.158,0
0.702,-0.525,-0.129,0
0.594,-0.502,-0.137,0
1.4,0.36,0.143,0
-0.134,2.379,0,0
2.479,-0.1,-0.044,0
0.392,1.052,0,0
1.24,-0.205,0.067,0
0.534,-0.663,-0.118,0
0.501,-0.603,-0.146,0
2.039,0.256,0.507,0
0.112,1.302,-0.826,0
1.129,0.816,-0.436,0
1.7,-0.409,-0.441,0
1.601,0.433,-0.055,0
0.899,-0.474,-0.144,0
0.259,0.86,0,0
0.094,1.599,-0.305,0
0.299,1.041,-0.426,0
0.131,0.492,0,0
0.636,-0.362,0,0
0.235,0.381,0.949,0
3.067,0.438,-0.082,0
1.744,-0.476,-0.153,0
0.111,0.453,-0.893,0
0.368,1.976,-0.282,0
1.268,2.24,-0.208,0
0.17,0.585,0,0
-0.504,0.828,-0.175,0
2.051,-0.168,-0.062,0
0.189,0.918,-0.614,0
2.469,0.113,0.063,0
1.01,-0.24,0,0
0.555,1.385,0,0
0.225,-0.567,0.175,0
0.125,0.459,-0.96,0
0.336,2.01,-0.394,0
2.781,0.3,-0.177,0
0.912,0.28,0.067,0
0.342,0.737,0,0
1.095,-0.294,0,0
0.536,1.271,0.253,0
3.087,1.064,-0.094,0
1.165,-0.475,0.355,0
0.356,1.79,0.986,0
0.268,1.035,0.217,0
2.725,0.192,-0.084,0
0.691,1.665,-0.224,0
0.89,-0.538,0.337,0
0.564,-0.606,-0.27,0
0.341,-0.519,-0.13,0
0.356,1.271,-0.193,0
0.337,1.616,-0.396,0
0.249,1.892,-0.571,0
0.093,0.371,0,0
0.15,2.363,-0.617,0
2.055,0.301,-0.066,0
0.58,-0.631,-0.169,0
0.309,1.893,0,0
3.027,-0.149,0.063,0
2.999,-0.124,-0.048,0
1.947,0.181,0.135,0
0.243,1.824,1.123,0
2.24,0.416,-0.454,0
0.211,1.101,0,0
1.532,0.457,-0.155,0
0.311,-0.463,-0.265,0
1.555,-0.42,0.848,0
1.05,0.613,-0.359,0
3.684,-0.1,0.052,0
0.328,2.62,-0.555,0
0.456,2.22,0,0
0.335,2.304,0,0
2.318,1.688,0.269,0
0.917,-0.446,-0.135,0
0.136,0.534,1.165,0
0.723,-0.364,0.101,0
0.226,1.624,0,0
0.218,1.531,0,0
2.708,-0.223,-0.05,0
3.065,0.355,-0.062,0
3.108,-0.104,-0.053,0
2.967,0.8,-0.115,0
1.033,-0.491,0.607,0
0.195,1.497,0,0
0.119,0.831,-0.836,0
0.729,-0.471,0.185,0
0.115,1.125,0,0
-0.144,1.673,-0.214,0
0.6,1.23,1.141,0
0.737,-0.741,0.186,0
0.577,-0.656,-0.164,0
1.246,-0.509,0,0
0.163,0.506,2.112,0
0.083,0.414,0,0
2.745,0.387,-0.129,0
0.327,-0.574,-0.19,0
2.365,0.158,-0.059,0
0.644,1.85,0.436,0
1.347,-0.453,-0.113,0
0.73,-0.254,-0.058,0
0.65,-0.763,-0.153,0
1.185,-0.571,-0.278,0
0.308,-0.458,-0.122,0
-0.132,2.238,-0.413,0
2.389,-0.107,-0.053,0
1.066,-0.428,0.254,0
0.258,2.718,-0.338,0
1.667,0.16,0.089,0
1.053,-0.379,-0.118,0
0.716,-0.218,-0.05,0
0.379,0.735,1.132,0
0.337,2.348,-0.286,0
0.16,1.345,-0.179,0
0.559,-0.677,0.942,0
2.84,0.395,0.08,0
0.414,1.243,0,0
0.183,0.717,-0.738,0
0.564,1.211,-0.237,0
0.518,1.493,-0.269,0
0.351,2.578,0.353,0
0.404,2.73,-0.338,0
0.331,-0.486,-0.152,0
0.647,-0.483,-0.146,0
0.434,1.364,-0.193,0
3.015,-0.117,-0.052,0
0.154,1.77,0,0
0.702,1.742,0.243,0
1.012,-0.3,-0.092,0
1.056,-0.335,0.134,0
0.316,1.614,1.062,0
2.411,0.256,-0.103,0
0.921,-0.178,-0.075,0
0.229,0.523,1.046,0
0.321,-0.557,-0.264,0
1.067,-0.433,-0.129,0
0.245,1.543,-0.4,0
0.23,1.916,-0.535,0
2.796,0.577,0.401,0
0.127,1.162,0,0
1.532,0.457,-0.155,0
0.55,-0.482,-0.128,0
1.183,-0.264,0.095,0
0.836,-0.26,2.016,0
1.414,0.626,-0.117,0
0.816,-0.331,-0.12,0
0.574,-0.574,0.229,0
0.742,-0.471,0.189,0
2.725,-0.101,-0.045,0
0.651,0.904,0,0
0.597,-0.424,0.937,0
2.493,-0.095,-0.047,0
2.414,-0.281,0.278,0
0.769,-0.416,-0.232,0
2.761,-0.15,-0.036,0
0.141,0.457,1.666,0
0.276,2.035,0,0
0.184,1.751,-0.21,0
1.022,1.286,-0.227,0
0.223,0.399,1.386,0
0.25,3.155,-0.363,0
1.942,0.137,-0.139,0
0.147,0.83,-0.184,0
3.161,0.211,0.085,0
2.078,0.159,0.083,0
1.034,0.257,-0.09,0
0.704,-0.262,-0.097,0
0.179,1.834,0,0
0.253,1.652,-0.507,0
2.254,0.895,-0.185,0
0.336,-0.662,1.028,0
0.902,-0.398,-0.118,0
0.455,-0.656,1.14,0
2.119,-0.147,-0.062,0
2.116,0.105,-0.05,0
0.996,0.778,0.223,0
1.31,-0.334,-0.103,0
1.669,-0.334,-0.094,0
0.219,2.493,-0.375,0
0.202,0.783,-0.709,0
0.43,1.083,0,0
1.262,-0.414,0.166,0
1.542,-0.098,0.052,0
1.925,0.355,1.147,0
2.556,0.37,-0.063,0
3.074,-0.12,-0.049,0
0.066,0.417,0,0
2.571,0.201,-0.133,0
2.046,2.079,-0.161,0
1.404,0.476,-0.424,0
0.697,1.004,1.618,0
0.307,-0.479,0.205,0
0.094,0.268,1.029,0
0.233,0.642,0,0
0.726,1.131,-0.184,0
0.276,1.977,-0.452,0
1.195,-0.344,-0.083,0
0.146,0.495,1.775,0
2.404,-0.118,0.045,0
0.182,2.414,-0.41,0
3.294,-0.123,-0.053,0
3.624,0.444,-0.069,0
0.106,0.536,-0.435,0
2.287,0.215,-0.085,0
0.148,1.533,0,0
0.486,1.699,-0.233,0
2.063,0.317,-0.447,0
0.277,2.757,0,0
0.288,2.961,0,0
0.692,1.666,-0.224,0
0.159,0.799,0,0
1.944,-0.145,-0.056,0
0.279,1.634,-0.388,0
2.817,-0.147,-0.088,0
0.503,-0.614,-0.178,0
0.38,0.644,-0.128,0
0.132,1.012,0,0
0.486,1.508,0,0
0.252,-0.53,-0.137,0
2.607,0.12,0.087,0
2.637,0.179,-0.05,0
0.221,0.635,0,0
0.409,-0.635,-0.187,0
3.148,-0.13,-0.053,0
0.522,2.095,-0.24,0
0.158,0.468,0,0
0.213,2.25,0,0
1.104,0.701,-0.314,0
0.104,0.432,1.091,0
0.721,0.438,-0.302,0
0.674,1.718,-0.205,0
1.573,0.42,1.306,0
1.661,-0.443,0.544,0
0.39,0.67,0,0
-0.077,0.431,0,0
1.099,-0.398,-0.112,0
1.214,0.921,-0.138,0
1.509,0.482,-0.169,0
0.337,0.701,0.194,0
0.158,0.499,-0.893,0
-0.147,1.96,0,0
2.94,0.892,-0.161,0
0.453,1.37,-0.557,0
0.471,-0.587,-0.486,0
0.576,1.06,-0.229,0
0.805,0.795,0.13,0
0.553,-0.427,0.19,0
0.551,2.271,-0.272,0
0.724,-0.449,0.169,0
-0.83,-0.284,0.071,0
3.218,-0.131,-0.072,0
0.238,0.682,0.119,0
0.293,2.634,0,0
2.496,0.125,-0.08,0
3.065,-0.113,0.063,0
0.567,1.135,0,0
0.591,1.02,-0.174,0
2.639,-0.253,-0.25,0
0.563,-0.707,0.484,0
2.112,-0.184,0.077,0
0.363,2.429,-0.523,0
2.035,0.717,0.153,0
0.557,-0.467,-0.259,0
0.643,-0.268,0,0
0.546,2.094,-0.295,0
2.463,-0.147,0.08,0
0.657,0.812,-0.561,0
0.35,-0.533,-0.136,0
0.256,0.62,-0.736,0
1.036,-0.503,-0.376,0
1.235,-0.359,0.141,0
1.128,-0.291,0,0
1.612,-0.385,0.164,0
0.436,2.479,-0.472,0
3.085,-0.104,0.065,0
3.222,-0.151,-0.06,0
3.607,0.336,-0.114,0
1.335,-0.219,-0.055,0
0.598,0.479,0,0
2.756,0.158,-0.063,0
0.319,-0.471,-0.146,0
0.928,1.028,-0.136,0
0.224,2.294,-0.456,0
0.325,0.955,0,0
0.624,0.755,-0.297,0
0.346,0.629,0.137,0
0.723,2.263,0.401,0
0.315,1.331,-0.164,0
0.124,0.598,-0.645,0
0.4,2.373,-0.369,0
0.253,-0.412,-0.106,0
0.168,1.706,-0.201,0
0.679,-0.57,-0.115,0
0.227,1.921,1.152,0
2.374,0.256,0.2,0
0.477,-0.618,-0.154,0
0.677,-0.429,-0.357,0
0.555,0.764,-0.156,0
0.172,2.246,-0.441,0
0.883,1.275,0.691,0
1.454,-0.265,-0.054,0
2.558,1.052,-0.143,0
0.387,0.643,-0.136,0
0.293,1.019,-0.259,0
0.602,-0.543,-0.121,0
0.614,-0.442,-0.105,0
1.936,0.203,0.112,0
0.316,1.986,0.497,0
0.301,0.648,0.238,0
0.802,2.01,0,0
2.327,-0.272,-0.084,0
1.142,-0.351,-0.11,0
0.898,-0.381,-0.106,0
0.175,0.669,1.83,0
2.708,-0.143,0.139,0
0.73,-0.496,-0.133,0
2.793,1.283,0.296,0
3.083,-0.135,0.074,0
-0.112,-0.216,-0.195,0
0.639,-0.462,-0.127,0
0.813,0.648,0.942,0
0.308,0.546,0,0
0.089,1.451,0,0
0.521,-0.506,0.593,0
0.669,1.71,0,0
3.772,-0.15,0.198,0
1.797,-0.505,0.21,0
0.322,0.628,-0.096,0
0.755,-0.297,1.903,0
0.141,0.36,1.855,0
0.965,-0.295,-0.067,0
0.453,1.49,0,0
1.182,-0.414,-0.119,0
0.207,1.264,-0.641,0
1.878,0.76,-0.446,0
1.55,0.583,0.411,0
0.233,2.062,1.114,0
0.132,1.521,-0.437,0
2.675,0.452,-0.225,0
3.537,-0.117,0.066,0
1.19,-0.274,-0.06,0
1.594,0.174,0.075,0
0.434,-0.374,0.183,0
0.452,-0.355,-0.096,0
2.256,-0.113,-0.046,0
0.765,-0.525,-0.284,0
1.198,0.673,0.786,0
3.53,0.154,-0.046,0
2.726,0.467,0.228,0
0.83,-0.46,0,0
0.323,2.573,-0.433,0
1.706,-0.347,0.504,0
3.43,0.239,0.286,0
1.918,0.261,-0.067,0
3.542,-0.158,0.064,0
2.925,-0.244,-0.197,0
0.459,-0.37,-0.102,0
0.457,-0.43,-0.166,0
1.304,-0.348,0.177,0
-1.595,-0.188,-0.092,0
0.965,0.837,-0.404,0
0.096,0.316,-0.469,0
1.007,-0.424,0.617,0
0.169,1.468,-1.017,0
0.139,0.668,0,0
2.721,-0.1,0.056,0
0.359,1.712,0.925,0
0.638,-0.52,-0.125,0
1.274,-0.254,0.103,0
0.644,-0.505,-0.115,0
0.345,-0.677,1.361,0
1.12,1.087,0.385,0
0.671,-0.494,0,0
1.033,-0.254,0,0
0.211,1.741,0,0
0.346,1.713,0.552,0
0.345,-0.651,1.117,0
2.631,-0.12,-0.061,0
1.371,-0.287,-0.171,0
2.786,0.124,0.063,0
0.211,0.932,0,0
0.199,2.208,0.324,0
1.488,0.515,-0.329,0
-0.18,-0.604,0,0
0.539,2.151,-0.311,0
1.687,-0.315,-0.101,0
