@relation phoneme

@attribute Aa numeric
@attribute Ao numeric
@attribute Iy numeric
@attribute Class {0,1}

@data
0.274,2.028,0.406,0
3.119,-0.267,-0.069,0
0.319,3.013,0.295,0
0.486,2.458,-0.202,0
1.258,1.761,-0.319,0
0.381,0.994,1.183,0
1.411,2.01,-0.128,0
0.286,2.793,0.22,0
1.483,1.798,0.921,0
1.439,1.079,0.216,0
0.177,1.241,-0.472,0
0.69,2.921,-0.222,0
0.737,3.178,0.437,0
0.083,0.35,0.72,0
1.487,1.554,0.305,0
2.097,0.466,0.103,0
0.127,0.455,2.31,0
2.239,-0.237,1.549,0
2.221,0.327,-0.084,0
0.429,0.815,1.691,0
0.869,2.037,-0.176,0
0.772,2.995,-0.321,0
1.781,1.57,-0.115,0
0.085,0.346,0.454,0
1.247,1.233,-0.468,0
0.236,0.373,1.402,0
3.542,-0.331,0.077,0
0.183,0.64,1.903,0
0.735,2.417,-0.19,0
1.258,0.737,0.091,0
0.103,0.433,2.012,0
1.801,0.853,0.85,0
2.941,0.657,-0.331,0
0.286,0.602,1.21,0
0.48,1.042,-0.442,0
0.344,1.797,-0.627,0
0.586,2.408,-0.267,0
0.198,1.65,0.333,0
1.312,1.371,-0.131,0
0.598,1.798,-0.177,0
1.353,3.078,0.348,0
1.445,1.367,-0.122,0
2.712,0.384,-0.353,0
0.061,0.266,0.529,0
1.271,1.743,-0.404,0
0.6,1.791,0.983,0
1.098,2.506,-0.148,0
2.303,1.264,-0.171,0
0.243,1.265,-0.524,0
0.912,0.861,0.078,0
0.428,0.796,1.773,0
1.553,1.483,-0.188,0
0.71,2.326,-0.203,0
0.743,1.288,-0.426,0
2.217,1.871,0.776,0
0.79,2.386,0.24,0
3.183,-0.263,-0.065,0
1.095,1.291,-0.132,0
0.402,2.047,-0.175,0
3,0.438,0.112,0
2.783,0.299,0.085,0
1.162,0.738,0.208,0
0.091,0.283,0.456,0
2.24,-0.237,1.551,0
0.509,0.399,-0.156,0
0.135,0.484,2.007,0
0.191,1.054,-0.708,0
0.89,2.261,-0.224,0
1.2,0.979,0.129,0
0.409,2.816,-0.24,0
1.292,1.044,0.134,0
0.665,2.972,0.256,0
2.45,1.212,-0.081,0
0.548,2.581,0.479,0
0.687,2.34,0.404,0
0.231,1.764,1.052,0
1.233,1.407,0.184,0
0.421,1.589,-0.226,0
0.252,2.056,0.26,0
1.549,2.597,0.523,0
0.891,2.921,0.537,0
2.935,0.724,-0.259,0
0.65,1.803,-0.148,0
1.463,1.71,-0.171,0
1.766,1.457,0.27,0
2.198,0.512,0.095,0
0.567,1.824,0.347,0
0.281,2.246,0.255,0
0.885,2.87,-0.173,0
0.836,2.098,0.29,0
0.181,0.509,1.97,0
0.308,2.612,0.271,0
0.469,1.774,-0.157,0
0.77,2.735,-0.19,0
2.993,0.385,-0.301,0
0.521,3.176,0.324,0
2.084,1.911,-0.24,0
0.841,1.726,0.306,0
0.642,2.501,0.526,0
0.368,1.5,-0.459,0
1.024,2.403,0.258,0
0.233,1.784,0.656,0
2.41,0.29,0.162,0
0.235,0.605,1.603,0
1.239,1.892,0.715,0
1.309,1.141,-0.508,0
0.313,1.268,-0.841,0
0.983,1.108,-0.082,0
1.179,1.328,-0.093,0
0.734,2.346,-0.346,0
0.582,3.252,0.702,0
0.608,3.531,0.293,0
0.375,2.068,0.311,0
0.457,3.001,-0.189,0
-0.235,1.703,0.721,0
1.482,1.573,0.349,0
0.509,2.083,0.189,0
2.308,1.357,0.199,0
1.101,2.678,0.32,0
1.466,1.697,0.284,0
0.513,2.237,-0.496,0
0.691,1.179,0.682,0
0.055,0.259,-0.469,0
0.524,2.158,0.695,0
0.356,0.847,-0.464,0
0.959,2.559,0.956,0
0.318,1.72,-0.39,0
0.129,0.556,0.928,0
0.699,2.221,-0.482,0
1.952,0.499,0.151,0
2.967,1.482,-0.13,0
2.115,1.061,0.115,0
0.116,0.399,1.139,0
1.328,1.955,0.2,0
0.072,0.265,1.007,0
0.127,0.79,-0.854,0
1.973,1.483,0.222,0
0.16,1.022,-0.625,0
1.033,1.762,-0.14,0
0.439,2.04,0.454,0
0.628,1.575,0.148,0
-0.082,0.579,1.848,0
2.014,0.545,-0.06,0
0.395,0.914,-0.813,0
0.17,0.463,-0.848,0
0.598,2.171,0.332,0
0.5,0.501,1.989,0
1.557,1.84,-0.116,0
0.714,1.481,0.194,0
0.148,1.48,0.754,0
0.445,2.413,-0.228,0
2.342,1.805,1.068,0
-0.165,-0.917,-0.856,0
0.341,0.792,-0.985,0
0.292,1.029,-0.663,0
3.624,-0.245,0.171,0
0.168,1.108,-0.483,0
0.402,2.483,-0.239,0
1.062,2.243,-0.199,0
0.148,0.777,1.672,0
0.155,0.825,1.949,0
0.876,3.241,0.551,0
0.283,3.386,0.387,0
0.456,1.419,-0.713,0
0.27,1.23,-0.812,0
0.223,1.357,-0.372,0
0.147,0.502,0.36,0
2.51,-0.217,0.159,0
0.557,2.04,-0.511,0
0.343,1.65,-0.612,0
0.536,2.885,0.451,0
1.998,1.349,-0.08,0
1.141,2.762,0.359,0
1.181,1.305,1.809,0
0.456,1.275,-0.418,0
0.279,0.929,1.115,0
0.212,1.23,-0.561,0
0.284,1.148,1.726,0
2.686,-0.32,-0.081,0
0.214,1.294,1.085,0
0.912,2.285,-0.159,0
0.24,1.01,0.449,0
2.095,0.869,0.102,0
0.987,1.977,1.578,0
1.414,0.591,0.141,0
0.432,1.071,-0.592,0
2.699,-0.264,0.094,0
1.336,1.061,1.11,0
1.392,1.632,-0.102,0
2.391,0.639,0.13,0
0.675,2.148,-0.216,0
0.183,0.928,0.965,0
0.635,1.895,0.204,0
1.362,1.3,0.385,0
0.284,1.424,-0.685,0
-0.077,-0.174,-0.47,0
1.825,0.588,0.207,0
0.15,1.138,-0.456,0
3.065,-0.264,-0.067,0
0.058,0.245,-0.427,0
0.87,1.801,-0.251,0
1.446,1.401,-0.119,0
2.441,0.467,-0.08,0
0.257,1.15,-0.751,0
1.203,2.741,0.313,0
0.864,2.364,-0.284,0
0.249,1.297,-0.722,0
2.473,0.334,0.208,0
0.137,0.894,-0.765,0
0.091,0.443,0.738,0
0.098,0.335,1.478,0
1.226,1.277,-0.505,0
3.26,0.431,0.124,0
0.499,1.066,0.682,0
3.083,0.501,0.102,0
3.802,-0.393,-0.082,0
1.446,2.873,-0.174,0
0.331,2.978,-0.233,0
2.416,0.88,0.094,0
1.453,0.562,0.148,0
2.039,0.721,0.228,0
2.444,0.273,0.156,0
0.351,2.237,-0.617,0
0.73,2.527,0.426,0
2.925,1.489,0.509,0
0.246,0.603,1.518,0
0.317,1.318,-0.616,0
0.345,1.708,0.246,0
1.524,1.948,-0.127,0
0.832,3.36,0.593,0
0.365,0.624,0.956,0
0.386,1.497,0.493,0
-0.134,1.057,-0.822,0
0.383,1.876,0.306,0
0.333,0.427,2.152,0
0.256,0.594,2.069,0
0.368,0.889,1.105,0
0.226,1.272,-0.461,0
0.336,1.17,0.783,0
3.597,0.63,0.407,0
2.023,1.543,0.199,0
0.55,1.74,0.373,0
1.121,1.599,0.329,0
1.064,-1.011,1.599,0
2.829,1.492,0.337,0
0.692,1.18,0.683,0
0.369,1.788,-0.448,0
1.721,0.578,-0.13,0
0.716,1.75,0.226,0
1.939,1.416,0.139,0
0.369,1.723,-0.502,0
0.817,0.796,-0.066,0
0.239,0.618,0.937,0
1.509,1.501,1.513,0
0.311,2.639,-0.193,0
2.559,1.059,-0.32,0
0.299,1.968,0.862,0
0.106,0.608,2.548,0
0.212,2.228,0.295,0
0.155,0.514,-0.625,0
0.492,1.782,0.448,0
0.311,1.393,-0.666,0
1.622,1.335,0.13,0
1.896,0.648,0.138,0
0.603,3.191,-0.27,0
1.509,1.557,0.283,0
0.682,1.98,-0.433,0
0.106,0.767,0.842,0
0.642,1.871,-0.141,0
2.451,-0.211,0.166,0
0.266,1.2,-0.142,0
0.575,2.035,1.846,0
0.401,0.831,-1.208,0
0.167,0.364,0.324,0
0.874,1.241,0.175,0
1.642,1.196,-0.148,0
0.359,1.057,-0.781,0
0.635,3.459,-0.291,0
0.453,1.001,-0.508,0
0.475,2.938,-0.248,0
0.422,1.671,0.617,0
0.197,0.858,1.41,0
0.339,1.148,-0.623,0
-0.044,0.533,1.615,0
0.42,3.096,0.416,0
2.03,0.636,0.078,0
1.781,1.995,-0.139,0
0.184,1.246,-0.499,0
2.153,1.127,-0.105,0
0.091,0.592,0.858,0
0.248,0.667,-0.804,0
1.453,2.15,-0.182,0
1.797,2.261,0.23,0
2.793,0.285,-0.314,0
0.193,0.363,-0.964,0
0.348,0.918,1.037,0
0.411,2.611,0.349,0
-0.147,1.393,-0.543,0
1.052,2.559,-0.147,0
0.21,1.195,-0.557,0
0.723,3.151,0.284,0
0.245,0.569,0.971,0
1.031,1.627,0.171,0
0.118,0.384,0.973,0
0.972,1.955,0.295,0
1.607,2.312,0.222,0
2.003,0.997,0.117,0
1.198,2.258,-0.462,0
0.21,1.452,0.63,0
0.606,2.024,-0.615,0
2.064,0.657,0.107,0
0.416,0.399,1.108,0
2.534,0.566,-0.356,0
0.593,2.432,0.25,0
1.575,1.624,0.398,0
1.304,1.219,0.12,0
1.776,1.123,-0.071,0
0.184,0.425,2.461,0
0.791,1.38,-0.12,0
0.266,0.825,-0.527,0
0.674,2.3,0.315,0
1.164,2.083,0.67,0
1.57,1.472,-0.09,0
-0.307,-1.153,-0.277,0
0.721,1.818,0.264,0
1.118,2.528,-0.151,0
1.6,0.524,0.129,0
0.434,0.671,1.02,0
0.155,0.799,1.596,0
0.139,0.342,1.827,0
1.858,2.149,0.27,0
0.796,0.545,2.268,0
0.289,1.235,-0.661,0
0.928,1.866,-0.282,0
0.517,2.602,0.534,0
2.657,0.441,-0.08,0
0.273,1.623,0.226,0
1.115,2.261,0.275,0
0.429,1.794,-0.179,0
0.334,0.9,1.297,0
0.449,1.903,0.223,0
0.619,1.695,-0.233,0
2.555,-0.242,0.188,0
0.389,3.191,-0.204,0
3.126,0.482,-0.141,0
0.189,0.363,-0.789,0
0.441,1.428,-0.608,0
2.79,1.019,0.656,0
0.346,0.942,0.897,0
0.279,1.511,-0.466,0
2.637,0.482,0.133,0
0.503,3.593,0.493,0
0.178,1.103,-0.458,0
0.155,0.391,0.626,0
0.438,3.131,0.324,0
0.813,2.42,0.476,0
-0.24,-0.446,0.939,0
0.357,1.56,-0.658,0
1.706,2.23,0.568,0
0.531,3.435,-0.239,0
0.12,0.719,2.032,0
0.735,2.882,-0.355,0
0.115,0.528,2.296,0
0.269,1.041,-0.754,0
0.253,0.406,1.567,0
1.284,1.71,0.249,0
2.4,0.627,0.172,0
1.144,2.693,-0.174,0
3.603,0.538,-0.097,0
0.72,0.502,2.021,0
1.15,2.51,0.659,0
2.843,0.346,0.154,0
0.239,0.547,0.904,0
0.215,1.196,1.121,0
0.66,1.695,-0.264,0
0.273,2.018,0.697,0
0.108,0.305,-0.664,0
0.226,1.816,0.327,0
1.893,0.464,0.257,0
2.544,0.372,-0.081,0
0.947,2.345,0.399,0
0.985,1.684,-0.146,0
0.297,0.428,1.054,0
1.318,2.763,-0.173,0
0.085,0.356,1.604,0
3.325,0.688,-0.089,0
0.427,1.543,-0.193,0
1.802,0.855,0.851,0
0.268,2.164,0.63,0
0.805,1.398,0.222,0
2.013,2.143,0.522,0
0.637,2.952,-0.376,0
0.123,0.726,1.575,0
2.283,-0.2,0.071,0
1.58,1.14,0.11,0
0.762,1.413,0.195,0
1.342,1.218,-0.098,0
0.121,0.311,1.978,0
0.967,2.69,-0.337,0
0.383,2.201,0.739,0
0.257,0.317,2.224,0
0.305,1.943,0.721,0
0.724,2.437,0.398,0
1.023,1.009,-0.085,0
1.677,0.791,2.004,0
0.126,0.732,1.451,0
3.684,0.362,-0.07,0
0.741,1.431,0.473,0
1.369,2.204,0.252,0
0.403,1.803,0.516,0
0.216,1.604,0.773,0
2.406,-0.221,0.198,0
0.065,0.279,1.497,0
0.135,0.436,1.634,0
2.082,1.934,-0.1,0
0.556,3.451,-0.245,0
0.282,1.739,0.329,0
0.301,1.934,0.695,0
0.469,3.172,-0.226,0
1.21,2.364,-0.155,0
0.251,1.02,-0.668,0
2.51,1.063,0.72,0
0.511,1.961,-0.342,0
0.468,2.591,-0.238,0
2.131,1.245,0.45,0
-0.18,-0.322,1.05,0
0.418,2.138,0.707,0
0.161,0.884,1.944,0
3.396,0.517,-0.065,0
0.388,2.567,-0.26,0
1.908,0.57,0.145,0
0.51,2.301,-0.222,0
0.113,0.409,0.994,0
1.905,0.487,0.079,0
1.723,2.168,-0.281,0
2.055,1.169,0.234,0
0.282,1.08,-0.726,0
0.519,1.999,-0.632,0
2.703,-0.236,0.119,0
0.666,1.782,-0.137,0
0.066,0.28,-0.544,0
0.643,2.529,0.423,0
2.191,0.438,0.124,0
2.898,-0.254,0.135,0
0.231,0.471,1.862,0
3.505,1.089,0.296,0
3.056,0.572,-0.219,0
3.561,-0.277,-0.077,0
0.638,2.498,0.243,0
0.596,2.869,0.242,0
0.435,2.408,0.701,0
0.635,3.075,0.489,0
0.356,0.551,1.089,0
0.397,2.703,0.372,0
0.126,0.476,2.343,0
2.84,1.351,0.679,0
0.101,0.476,2.347,0
0.229,2.527,0.246,0
0.218,0.816,2.113,0
0.403,1.292,-0.682,0
3.027,0.863,0.099,0
0.437,2.9,1.17,0
2.514,-0.238,0.089,0
0.847,1.717,0.312,0
0.23,1.749,0.34,0
1.086,1.163,-0.118,0
2.384,0.771,-0.118,0
0.279,1.735,0.443,0
0.442,2.439,-0.226,0
0.554,2.594,-0.513,0
3.677,0.393,-0.093,0
2.469,0.32,0.082,0
1.494,0.721,0.151,0
0.355,1.684,0.477,0
3.132,0.557,0.18,0
0.435,3.341,-0.294,0
0.412,2.62,0.556,0
1.946,1.19,0.111,0
0.636,0.8,0.737,0
2.035,1.325,0.373,0
1.838,0.583,0.091,0
-0.201,1.086,-0.403,0
3.269,0.614,-0.201,0
0.815,1.8,0.217,0
2.761,0.661,0.084,0
0.682,2.257,-0.238,0
0.27,1.316,-0.723,0
-0.144,1.214,-0.53,0
0.235,0.966,-0.638,0
0.327,1.618,0.321,0
0.296,1.138,-0.974,0
0.496,2.197,0.405,0
0.306,1.004,-0.928,0
0.494,2.442,0.233,0
0.899,2.203,-0.202,0
0.416,1.689,-0.252,0
1.253,2.393,0.23,0
0.382,0.975,1.022,0
1.204,0.779,-0.105,0
1.782,0.786,0.115,0
3.516,-0.361,0.084,0
0.482,2.126,-0.484,0
1.157,2.585,0.701,0
2.203,0.377,0.067,0
0.6,2.234,-0.237,0
3.169,0.412,-0.073,0
3.161,-0.243,-0.086,0
1.914,2.572,0.373,0
0.998,2.334,-0.223,0
0.693,3.104,0.303,0
3.47,0.572,-0.117,0
0.476,2.249,0.691,0
0.34,1.797,-0.652,0
0.236,0.373,1.402,0
1.46,0.796,-0.114,0
0.208,1.306,-0.784,0
0.34,2.16,0.361,0
1.806,1.66,-0.111,0
1.127,2.254,0.172,0
0.25,0.344,2.158,0
0.88,2.143,0.306,0
1.545,2.072,0.758,0
0.404,1.284,0.448,0
0.687,2.277,-0.354,0
3.359,-0.241,-0.085,0
0.339,1.855,0.288,0
1.854,0.906,0.2,0
0.295,1.277,-0.574,0
1.089,2.187,0.572,0
0.279,1.213,-0.858,0
0.307,2.799,0.388,0
0.733,2.867,-0.299,0
0.832,2.759,-0.184,0
0.725,2.566,-0.195,0
0.221,1.146,-0.742,0
1.956,1.436,0.231,0
0.662,2.223,-0.417,0
1.402,2.71,-0.215,0
0.362,2.848,0.483,0
0.675,1.505,0.665,0
0.235,0.527,0.925,0
0.438,0.442,1.157,0
0.899,2.96,-0.203,0
0.211,1.067,-0.564,0
1.492,0.795,0.108,0
0.185,0.932,-0.612,0
1.439,2.014,-0.168,0
0.414,1.584,0.571,0
3.287,0.685,0.871,0
0.101,0.333,1.505,0
1.918,1.214,0.114,0
0.229,1.118,-0.555,0
0.252,2.304,0.561,0
2.877,0.52,0.13,0
0.316,1.008,-0.54,0
3.607,0.572,0.327,0
2.321,0.483,0.106,0
0.334,1.01,-0.842,0
3.164,0.728,0.101,0
2.094,1.535,-0.175,0
0.252,1.139,-0.832,0
0.667,3.055,-0.226,0
0.266,1.864,0.401,0
2.287,-0.234,0.176,0
1.125,1.966,-0.13,0
3.307,0.503,-0.156,0
1.126,0.591,0.236,0
0.883,1.942,1.609,0
0.191,0.546,1.965,0
2.909,0.521,-0.33,0
0.56,1.341,-0.489,0
0.345,2.155,0.318,0
2.397,0.416,-0.078,0
2.986,0.818,0.094,0
0.397,0.967,-0.79,0
1.722,0.517,-0.586,0
0.668,1.559,-0.128,0
0.1,0.405,0.849,0
0.864,2.73,-0.199,0
0.251,1.08,-0.517,0
0.253,1.877,0.262,0
0.11,0.421,-0.265,0
0.158,0.531,1.576,0
0.128,0.338,0.777,0
0.226,1.21,0.435,0
0.577,3.348,-0.245,0
0.291,0.858,0.806,0
0.56,-1.17,-0.599,0
0.152,1.282,0.335,0
0.679,2.033,1.162,0
1.191,2.041,0.237,0
1.404,2.192,0.249,0
1.481,1.592,-0.385,0
0.386,2.363,0.464,0
0.451,1.433,-0.198,0
1.963,1.677,-0.109,0
0.651,2.023,-0.344,0
0.972,1.505,-0.101,0
2.026,1.547,-0.085,0
2.938,0.357,-0.287,0
0.121,0.718,0.716,0
2.089,0.673,0.194,0
0.223,0.395,1.207,0
0.974,1.071,-0.079,0
1.499,0.69,-0.053,0
0.256,2.111,-0.532,0
0.365,1.946,-0.137,0
-1.046,-1.081,-0.149,0
0.32,1.062,-0.96,0
1.645,0.996,-0.137,0
0.179,1.489,0.601,0
0.34,0.428,1.236,0
0.659,1.461,0.666,0
1.171,1.334,-0.094,0
0.609,1.359,-0.271,0
2.741,0.927,-0.273,0
0.412,2.118,0.226,0
0.104,0.356,1.809,0
1.21,1.811,0.463,0
3.397,-0.285,0.114,0
1,1.795,0.242,0
1.674,1.764,-0.238,0
1.989,1.975,-0.18,0
0.373,1.511,0.323,0
-0.83,1.088,-0.135,0
0.644,1.852,0.213,0
0.27,0.667,1.038,0
0.122,0.573,2.191,0
1.464,0.726,0.102,0
0.977,2.536,1.041,0
0.179,0.448,1.786,0
1.898,0.651,0.203,0
2.08,0.707,-0.067,0
1.945,1.221,1.071,0
1.54,2.122,-0.388,0
0.5,2.247,-0.176,0
3.483,0.479,0.108,0
2.075,2.142,0.457,0
0.741,2.844,0.512,0
2.428,0.665,-0.073,0
0.308,2.052,0.273,0
2.334,1.326,0.213,0
0.185,1.098,-0.698,0
0.307,2.908,-0.19,0
1.305,2.225,-0.203,0
1.017,2.179,0.816,0
0.757,1.426,0.232,0
2.115,1.932,-0.192,0
1.977,1.376,0.236,0
0.237,0.536,2.177,0
0.364,0.859,-0.622,0
2.981,0.333,-0.073,0
0.131,0.5,1.7,0
0.969,2.226,-0.178,0
0.255,0.659,1.318,0
0.816,2.242,-0.17,0
0.181,1.132,-0.56,0
0.378,1.681,1.017,0
0.675,3.076,0.358,0
3.246,-0.32,0.111,0
0.382,1.752,0.371,0
0.219,2.564,0.347,0
2.611,0.661,0.104,0
3.223,0.698,-0.061,0
0.72,2.762,-0.221,0
0.907,1.536,-0.114,0
0.26,0.569,1.209,0
1.056,1.866,0.211,0
0.655,2.031,-0.39,0
0.315,2.086,0.343,0
0.468,2.071,-0.198,0
-0.145,1.424,-0.798,0
1.626,2,0.288,0
0.607,2.526,-0.467,0
0.981,2.268,0.189,0
0.267,1.331,-0.911,0
1.12,1.599,0.329,0
0.473,1.57,0.305,0
2.493,0.61,0.163,0
1.466,1.697,0.283,0
0.192,1.173,-0.695,0
0.279,0.892,-0.531,0
0.134,0.329,1.537,0
0.211,1.58,0.498,0
1.724,2.823,-0.127,0
0.136,0.457,0.674,0
2.763,0.624,0.106,0
2.761,1.125,-0.215,0
-0.114,-0.206,-0.537,0
0.108,0.493,1.885,0
3.045,0.721,0.553,0
0.492,1.782,0.448,0
0.246,0.559,1.542,0
3.184,0.486,-0.064,0
1.495,2.295,0.225,0
0.22,1.013,1.102,0
3.059,-0.314,0.078,0
0.902,2.825,-0.171,0
0.716,3.174,-0.232,0
2.406,1.305,0.813,0
0.625,2.31,-0.207,0
3.168,0.722,-0.205,0
0.494,1.763,0.454,0
0.214,1.433,-0.542,0
3.21,1.435,-0.086,0
0.42,0.862,1.104,0
-0.178,1.89,-0.65,0
0.464,1.792,-0.517,0
0.697,1.505,-0.429,0
0.128,0.434,2.041,0
2.815,0.729,0.22,0
-0.316,1.418,-0.596,0
1.796,0.858,0.189,0
0.618,1.016,-0.401,0
1.925,0.892,0.315,0
0.106,0.318,-0.195,0
0.247,1.17,-0.56,0
0.43,0.597,2.424,0
1.153,1.839,-0.112,0
2.582,0.47,-0.076,0
2.62,1.082,-0.239,0
0.472,3.394,0.625,0
-0.054,0.384,0.525,0
0.359,0.566,0.719,0
0.35,2.637,-0.26,0
0.199,1.02,1.156,0
0.763,1.929,0.255,0
0.185,0.509,1.872,0
0.076,0.256,0.389,0
0.959,1.399,-0.1,0
0.099,0.466,1.861,0
2.918,0.315,0.508,0
2.437,1.018,0.182,0
2.039,0.45,0.086,0
0.397,0.966,1.183,0
1.052,2.272,-0.186,0
0.265,2.037,0.625,0
3.454,0.625,-0.235,0
0.126,0.436,1.177,0
0.143,0.542,1.501,0
2.912,0.359,0.149,0
2.429,0.968,1.022,0
1.798,1.78,-0.14,0
3.061,0.583,0.326,0
0.342,1.401,-0.665,0
0.683,1.423,-0.169,0
2.534,0.387,1.019,0
1.302,2.389,-0.159,0
0.74,3.439,-0.276,0
1.568,1.44,0.129,0
0.523,2.466,0.345,0
0.392,1.371,-0.6,0
2.063,0.377,0.108,0
0.25,0.5,0.831,0
0.281,1.699,0.266,0
0.201,1.369,0.507,0
1.472,0.728,0.112,0
0.794,0.514,2.127,0
-0.09,0.559,2.327,0
-0.158,2.19,-0.51,0
0.735,3.15,0.478,0
0.58,3.166,0.386,0
3.432,-0.312,-0.075,0
0.43,2.588,-0.372,0
0.991,1.037,0.308,0
0.073,0.357,0.477,0
0.117,0.276,1.391,0
0.412,1.1,-0.533,0
0.811,2.064,-0.342,0
0.32,1.827,0.23,0
-0.109,1.071,-0.623,0
0.238,0.899,2.113,0
1.126,0.591,0.236,0
0.533,2.139,0.241,0
0.807,2.062,-0.187,0
0.312,0.862,-0.686,0
0.314,3.283,0.342,0
1.55,2.107,0.809,0
0.114,0.554,0.965,0
3.129,0.311,-0.347,0
1.6,0.579,0.082,0
0.982,2.136,-0.151,0
0.14,0.58,1.811,0
0.633,1.69,-0.174,0
1.066,2.814,-0.202,0
0.124,0.755,-0.89,0
0.171,0.913,1.027,0
0.094,0.382,-0.469,0
0.559,2.521,0.648,0
0.651,1.128,-0.506,0
0.68,2.254,-0.215,0
2.667,0.33,0.226,0
0.55,1.931,-0.207,0
0.496,1.938,-0.645,0
0.224,1.072,-0.74,0
0.383,2.973,-0.241,0
0.873,2.74,-0.275,0
0.662,1.514,0.661,0
0.48,2.104,0.517,0
0.339,1.547,-0.443,0
0.078,0.338,-0.538,0
1.515,1.091,-0.072,0
-0.126,1.2,-0.545,0
0.723,1.59,-0.139,0
1.093,1.612,0.529,0
0.072,0.333,0.507,0
2.555,-0.242,0.188,0
0.334,1.478,-0.654,0
2.839,1.081,-0.237,0
0.279,0.985,0.77,0
1.59,2.24,-0.188,0
0.909,2.261,-0.195,0
0.452,2.425,0.685,0
0.203,0.532,0.922,0
0.462,2.139,-0.164,0
0.229,0.452,1.47,0
0.2,1.367,-0.523,0
1.078,2.567,-0.188,0
0.34,0.757,0.896,0
1.141,2.816,0.33,0
0.437,1.435,0.303,0
2.606,-0.26,-0.078,0
0.271,2.481,0.312,0
-0.784,0.627,-0.183,0
2.411,1.293,0.226,0
0.256,1.733,0.77,0
1.824,0.597,0.117,0
1.293,1.097,-0.596,0
0.595,2.984,-0.252,0
0.887,2.167,0.475,0
0.44,0.977,1.29,0
0.15,0.408,2.115,0
0.916,2.596,-0.46,0
0.539,2.531,0.524,0
0.404,1.193,1.005,0
0.131,0.482,0.916,0
2.167,0.312,0.074,0
0.982,2.68,0.265,0
0.218,1.149,-0.724,0
0.313,0.854,-0.659,0
0.907,1.536,0.114,0
2.157,2.183,-0.115,0
0.113,0.303,2.092,0
0.308,1.214,0.307,0
0.276,1.107,1.18,0
0.096,0.61,0.591,0
0.413,0.791,-1.254,0
2.891,-0.298,0.079,0
0.232,2.627,1.597,0
0.173,0.407,2.415,0
1.09,1.973,0.189,0
0.273,2.073,0.313,0
1.203,1.319,0.196,0
0.53,2.274,-0.186,0
0.17,0.46,-0.74,0
0.402,0.617,1.123,0
0.55,3.32,0.65,0
2.234,0.546,0.094,0
0.241,0.522,-0.368,0
3.909,0.584,-0.087,0
0.54,2.787,-0.242,0
0.111,0.44,2.262,0
1.519,1.395,0.133,0
0.576,2.703,0.599,0
1.7,2.193,0.222,0
0.15,0.424,1.839,0
0.349,2.027,-0.151,0
0.412,1.815,0.509,0
0.103,0.459,0,0
0.71,3.162,-0.255,0
0.495,2.94,0.4,0
0.119,0.807,1.762,0
1.585,0.407,-0.081,0
0.605,2.452,0.304,0
0.096,0.526,1.757,0
0.332,1.139,0.825,0
0.089,0.706,0.406,0
0.241,0.511,2.272,0
0.907,1.906,-0.155,0
1.312,1.38,-0.154,0
2.426,0.954,0.116,0
0.492,2.604,0.313,0
2.424,-0.251,1.239,0
0.98,2.364,-0.186,0
0.148,1.029,-0.672,0
0.093,0.281,0.441,0
1.619,1.55,-0.1,0
3.629,1.018,-0.048,0
0.162,1.153,-0.687,0
3.772,-0.274,-0.08,0
2.496,0.36,0.095,0
1.116,2.458,0.228,0
0.274,0.88,1.361,0
1.304,2.718,0.257,0
0.73,1.373,-0.109,0
0.385,2.497,0.532,0
0.151,1.007,0.304,0
0.367,2.32,0.539,0
0.58,2.541,-0.165,0
0.334,0.442,2.175,0
0.598,1.583,-0.152,0
2.662,0.624,1.052,0
0.279,1.373,0.453,0
3.388,-0.334,0.112,0
0.148,0.329,-0.732,0
2.522,0.476,0.146,0
2.055,1.169,0.235,0
0.083,0.291,0.54,0
0.555,2.705,-0.26,0
0.592,2.457,-0.173,0
0.528,3.087,-0.29,0
0.296,2.031,0.737,0
0.9,1.372,-0.1,0
0.66,1.695,0.264,0
0.267,0.727,1.807,0
0.495,2.202,-0.156,0
0.096,0.337,1.485,0
3.177,-0.275,0.09,0
0.216,0.365,0.981,0
3.05,0.402,-0.298,0
0.294,0.453,0.946,0
0.363,0.4,1.914,0
0.304,3.327,-0.266,0
2.44,1.136,-0.074,0
2.935,1.03,-0.147,0
3.279,0.547,0.463,0
3.356,-0.36,-0.085,0
1.533,1.716,0.433,0
0.614,1.697,-0.163,0
0.796,2.222,-0.362,0
0.26,0.903,-0.781,0
2.692,0.278,0.118,0
0.674,2.695,0.309,0
2.055,1.155,0.227,0
0.367,1.526,1.01,0
0.249,1.423,-0.459,0
0.412,1.283,0.425,0
0.597,2.565,-0.261,0
0.518,2.673,0.691,0
1.027,2.716,1.009,0
3.336,-0.234,-0.073,0
0.508,2.003,0.273,0
0.268,1.352,-0.332,0
0.516,1.952,-0.345,0
1.177,2.212,0.66,0
0.811,2.098,1.39,0
0.864,2.681,-0.181,0
0.421,1.998,0.319,0
1.12,1.69,0.569,0
0.148,0.495,0.907,0
1.246,1.129,0.569,0
0.316,0.736,1.259,0
0.344,1.503,-0.319,0
0.29,1.224,-0.656,0
3.137,1.237,0.443,0
1.444,1.336,-0.104,0
1.044,2.496,-0.155,0
0.345,1.987,0.678,0
1.894,0.463,0.257,0
0.164,0.556,2.022,0
1.49,1.435,-0.095,0
0.738,1.981,0.193,0
