@relation phoneme

@attribute Dcl numeric
@attribute Sh numeric
@attribute Class {0,1}

@data
-0.476,0.374,0
0.307,-0.103,0
0.434,-0.057,0
0.227,-0.061,0
0.477,-0.911,0
1.355,-0.641,0
0.21,-0.066,0
-0.346,-0.174,0
2.588,0,0
1.019,0,0
0.185,-0.075,0
2.229,0,0
1.173,1.314,0
2.141,-0.275,0
2.218,0.329,0
-0.381,-0.106,0
1.833,-0.233,0
1.393,-0.151,0
-0.601,0,0
-0.391,-0.089,0
0.114,0.072,0
1.612,-0.261,0
0.445,1.824,0
0.244,0,0
-0.107,-0.068,0
1.916,-0.535,0
-0.134,-0.058,0
-0.264,0.091,0
-0.568,-0.139,0
-0.493,-0.15,0
-0.606,0.203,0
1.044,-0.623,0
1.238,0,0
0.425,-0.062,0
-0.407,0.533,0
0.657,-0.195,0
1.96,0.648,0
-0.282,-0.243,0
2.131,0.535,0
1.5,-0.197,0
0.658,1.155,0
-0.374,0.867,0
-0.38,-0.088,0
0.643,-0.136,0
0.629,-0.1,0
1.661,0,0
0.153,-0.062,0
1.504,0,0
-0.557,-0.264,0
1.189,-0.285,0
0.961,-0.863,0
2.215,0.311,0
-0.092,-0.047,0
1.42,0,0
-0.107,-0.053,0
0.534,1.165,0
-0.358,-0.096,0
-0.072,-0.074,0
-0.485,-0.111,0
0.352,-0.095,0
-0.385,0.163,0
2.176,-0.353,0
1.245,0.188,0
1.604,-0.129,0
2.242,0.405,0
-0.303,-0.087,0
1.792,0.561,0
-0.298,0.076,0
0.816,-0.436,0
-0.465,-0.125,0
-0.384,0,0
-0.409,-0.441,0
2.658,0,0
0.373,0.117,0
0.783,0.221,0
0.504,-0.309,0
-0.175,-0.076,0
-0.482,0.187,0
-0.324,0.137,0
-0.11,-0.053,0
1.85,0.436,0
1.753,-0.25,0
2.774,-0.308,0
0.948,0.192,0
1.012,0.316,0
0.68,0.826,0
1.747,-0.145,0
1.665,-0.224,0
0.941,-0.095,0
-0.487,0.291,0
-0.402,0.898,0
1.282,-0.709,0
-0.49,-0.12,0
-0.122,0.109,0
2.21,-0.289,0
2.206,0,0
-0.264,0.088,0
-0.503,0.148,0
0.661,-0.456,0
1.384,-0.593,0
0.22,0.565,0
0.949,0.219,0
1.688,-0.188,0
-0.639,0.185,0
0.746,0.157,0
-0.214,0.116,0
-0.131,-0.072,0
0.443,1.551,0
-0.293,-0.069,0
-0.238,0,0
1.688,1.12,0
-0.599,-0.15,0
0.578,-0.355,0
-0.539,-0.144,0
1.288,-0.278,0
-0.134,-0.066,0
0.245,-0.101,0
1.77,0.509,0
0.723,0,0
1.982,0,0
-0.51,0.388,0
0.99,-0.201,0
0.545,0,0
1.592,-0.196,0
-0.113,-0.046,0
0.962,0.246,0
-0.573,0,0
-0.506,0.593,0
2.011,0,0
2.578,0.353,0
-0.139,0.058,0
1.363,-0.177,0
-0.395,-0.12,0
0.103,0.09,0
0.49,0,0
1.512,-0.17,0
2.304,0,0
0.176,-0.068,0
0.542,0.749,0
0.577,0.139,0
-0.334,-0.094,0
0.279,0,0
2.576,-0.557,0
1.198,1.245,0
-0.356,-0.285,0
-0.306,0.116,0
2.321,0.519,0
-0.094,0.043,0
0.421,2.377,0
1.191,0.899,0
-0.525,-0.284,0
2.064,0.375,0
-0.364,0.101,0
-0.143,-0.063,0
2.516,0.418,0
1.518,-0.502,0
0.502,-0.052,0
-0.213,-0.061,0
0.944,-0.141,0
0.768,0.17,0
0.154,-0.103,0
2.542,-0.333,0
1.314,-0.253,0
1.176,-0.18,0
-0.599,-0.174,0
-0.513,-0.126,0
1,0,0
-0.331,-0.174,0
-0.467,-0.127,0
1.189,-0.285,0
-0.343,1.409,0
1.483,0.521,0
-0.662,-0.14,0
1.243,0,0
0.339,-0.065,0
1.494,-0.777,0
-0.501,-0.234,0
0.243,-0.088,0
-0.347,0.181,0
1.462,0,0
1.208,0,0
2.425,-0.367,0
-0.521,0.76,0
0.508,0,0
1.74,-0.227,0
1.208,-0.195,0
-0.122,-0.049,0
-0.463,-0.265,0
0.538,0,0
0.628,0.99,0
0.293,-0.234,0
1.125,-0.223,0
0.661,-0.705,0
0.541,1.25,0
-0.393,-0.138,0
0.313,-0.43,0
1.625,-0.39,0
0.553,0.214,0
1.346,-0.534,0
0.829,-0.148,0
0.294,0.066,0
1.628,0.712,0
1.297,-0.097,0
1.792,-0.244,0
2.659,-0.328,0
2.322,-0.279,0
0.847,0,0
1.829,0,0
-0.289,-0.266,0
-0.373,-0.341,0
0.174,-0.117,0
1.17,0,0
-0.144,0.119,0
2.099,0.405,0
1.751,0,0
-0.554,0.274,0
-0.147,-0.088,0
3.108,0,0
0.718,-0.182,0
0.308,0.072,0
0.415,2.043,0
-0.53,-0.401,0
2.029,0.65,0
2.676,-0.438,0
0.573,0.341,0
0.583,0.411,0
0.612,-0.129,0
0.816,-0.159,0
1.007,-0.279,0
2.73,-0.338,0
0.361,0.144,0
0.76,-0.446,0
-0.436,0.322,0
-0.37,-0.103,0
1.872,-0.553,0
1.586,0,0
0.604,-0.439,0
1.97,-0.322,0
-0.244,0.098,0
1.585,0,0
-0.362,0,0
-0.311,-0.413,0
-0.134,0.077,0
-0.546,-0.583,0
-0.372,-0.099,0
0.904,-0.468,0
-0.529,-0.153,0
0.181,-0.073,0
0.14,0.081,0
2.268,0,0
-0.412,-0.124,0
0.83,-0.184,0
1.474,-0.203,0
-0.474,-0.144,0
1.497,-0.482,0
0.384,0.846,0
-0.3,-0.092,0
1.359,-0.662,0
0.195,0.099,0
1.424,0,0
0.18,-0.06,0
0.48,0,0
1.045,-0.134,0
1.521,-0.437,0
2.633,0,0
-0.077,-0.098,0
-0.345,-0.084,0
0.666,0.706,0
1.363,0,0
-0.51,-0.112,0
0.479,0,0
0.556,0.804,0
0.535,0,0
2.578,-0.304,0
2.337,0,0
0.375,0.589,0
1.582,0,0
0.661,-0.705,0
0.333,0.072,0
0.403,-0.395,0
-0.144,0.088,0
-0.319,0.09,0
1.711,0,0
0.092,-0.067,0
2.35,0,0
1.688,0.269,0
-0.293,-0.116,0
0.268,-0.079,0
1.617,-0.19,0
0.207,0.648,0
0.796,0,0
0.188,0.136,0
0.79,0,0
1.865,0,0
0.82,-0.258,0
-0.366,0.511,0
-0.39,-0.1,0
1.795,-0.283,0
2.163,-0.398,0
2.051,-0.572,0
-0.248,0,0
2.617,-0.308,0
0.486,0,0
1.931,0,0
-0.481,1.107,0
0.829,0.183,0
1.518,-0.233,0
-0.526,-0.144,0
-0.379,0,0
2.688,-0.304,0
1.687,0,0
0.443,-0.792,0
0.651,-0.137,0
1.791,0,0
-0.356,0.23,0
-0.519,-0.13,0
0.879,1.205,0
0.438,-0.28,0
-0.342,-0.085,0
0.553,0,0
-0.107,0.084,0
0.162,-0.071,0
0.252,-0.052,0
0.778,0.394,0
-0.37,-0.102,0
0.6,-0.375,0
-0.19,0.064,0
0.414,0,0
0.396,0,0
1.285,-0.125,0
0.872,0,0
1.835,-0.229,0
1.713,0.487,0
-0.103,0.062,0
0.539,-0.333,0
0.73,0,0
-0.481,-0.114,0
-0.521,0.166,0
0.516,0,0
1.718,-0.205,0
-0.373,-0.18,0
2.305,-0.218,0
-0.457,-0.184,0
0.636,-0.508,0
-0.263,0.269,0
-0.134,0.082,0
-0.154,0.066,0
-0.412,0.504,0
-0.248,0.092,0
1.794,-0.269,0
-0.275,-0.079,0
1.577,-0.34,0
-0.452,1.058,0
1.012,-0.247,0
1.179,-0.154,0
-0.557,0,0
1.4,-0.458,0
-0.182,0.349,0
1.069,0,0
0.729,2.286,0
0.118,-0.191,0
0.829,-0.4,0
-0.284,0.071,0
0.27,0.607,0
0.459,-0.234,0
-0.347,-0.12,0
-0.234,0.093,0
0.318,-0.067,0
-0.143,0.112,0
1.494,-0.282,0
0.794,0,0
1.236,-0.241,0
0.751,-0.161,0
2.035,0,0
2.683,-0.376,0
1.42,0,0
-0.256,0.097,0
-0.985,-0.473,0
0.775,1.176,0
0.999,-0.157,0
0.36,-0.16,0
0.234,0.071,0
1.521,-0.21,0
2.2,-0.478,0
-0.637,0.885,0
-0.336,0.235,0
1.173,-0.244,0
1.02,-0.174,0
0.129,0.061,0
0.89,-0.599,0
-0.112,0.066,0
0.779,-0.111,0
0.546,-0.234,0
-0.219,-0.055,0
0.622,-0.102,0
1.088,0,0
1.612,0,0
1.354,-0.239,0
0.646,1.125,0
0.848,-0.437,0
1.238,0.683,0
0.496,1.038,0
1.469,-0.167,0
0.467,1.807,0
1.24,-0.192,0
-0.285,-0.066,0
0.794,0.168,0
-0.549,-0.279,0
-0.28,0.12,0
0.733,0.227,0
0.349,1.321,0
0.208,-0.075,0
-0.415,-0.116,0
-0.495,-0.104,0
1.504,-0.255,0
0.563,1.222,0
1.19,0.242,0
-0.431,-0.076,0
0.394,-0.125,0
-0.156,0,0
-0.434,0.134,0
1.21,0,0
1.616,-0.166,0
0.686,-0.257,0
-0.35,-0.1,0
-0.131,0.06,0
0.444,-0.069,0
0.591,1.424,0
-0.677,1.361,0
-0.741,0.186,0
1.632,-0.285,0
-0.433,0.744,0
1.695,0.402,0
1.334,-0.653,0
1.836,0.48,0
1.779,-0.592,0
0.776,-0.599,0
-0.409,1.002,0
0.478,1.599,0
0.188,-0.149,0
0.828,0.466,0
-0.36,-0.105,0
-0.168,-0.093,0
-0.468,0.6,0
-0.53,-0.137,0
1.264,0.246,0
2.373,-0.369,0
0.803,-0.134,0
-0.373,0.49,0
1.008,0,0
-0.106,-0.051,0
1.29,-0.227,0
-0.339,0.151,0
0.924,-0.722,0
0.579,0,0
0.18,0.067,0
0.778,0.223,0
-0.289,-0.452,0
2.208,0.324,0
-0.194,0.09,0
1.133,0,0
1.533,0,0
-0.569,0.288,0
-0.38,0.133,0
0.696,0.204,0
-0.55,-0.189,0
0.601,1.546,0
0.992,0,0
0.587,-0.434,0
-0.44,0.165,0
0.213,-0.092,0
1.327,-0.194,0
0.769,0.22,0
1.012,0,0
-0.78,-0.315,0
0.371,0.515,0
-0.541,-0.14,0
0.275,-0.157,0
2.036,-0.398,0
-0.561,-0.162,0
2.543,0,0
-0.311,-0.113,0
-0.677,-0.149,0
2.285,-0.303,0
0.717,-0.224,0
2.605,-0.474,0
0.635,0,0
0.509,0.797,0
2.136,0,0
0.476,-0.424,0
2.033,-0.266,0
0.588,-0.652,0
-0.387,-0.223,0
-0.603,0.249,0
0.313,-0.131,0
1.352,-0.234,0
-0.661,-0.139,0
1.26,0,0
1.223,0.18,0
-0.386,-0.111,0
1.884,0,0
2.228,0.551,0
-0.539,0.252,0
-0.479,-0.109,0
2.367,-0.322,0
0.107,-0.044,0
0.682,0.119,0
2.29,-0.374,0
2.162,0,0
0.512,-0.275,0
-0.107,-0.052,0
2.459,-0.384,0
-0.334,-0.103,0
-0.383,-0.189,0
1.911,-0.597,0
0.474,0,0
-0.358,0.272,0
1.713,0.552,0
1.523,-0.216,0
-0.587,-0.486,0
1.71,0,0
0.102,0.086,0
0.341,-0.073,0
0.389,1.464,0
0.818,0,0
0.663,-0.115,0
-0.505,0.21,0
1.991,0.608,0
-0.323,-0.11,0
-0.592,-0.165,0
0.806,0.158,0
0.382,1.09,0
-0.153,0.055,0
0.601,0.8,0
0.718,0,0
0.662,-0.467,0
1.935,-0.229,0
-0.313,0.141,0
2.321,0,0
-0.13,-0.053,0
0.413,-0.065,0
-0.397,-0.131,0
-0.594,-0.147,0
-0.271,-0.131,0
0.292,-0.167,0
0.27,-0.161,0
0.682,0.19,0
2.489,0,0
-0.418,-0.188,0
0.624,-0.311,0
0.398,-0.101,0
0.845,-0.123,0
0.937,0.602,0
0.504,-0.131,0
0.356,0.324,0
1.667,0,0
1.523,-0.19,0
0.426,1.201,0
2.549,0.376,0
0.445,1.608,0
1.747,0,0
2.263,0,0
-0.45,-0.113,0
2.212,0.327,0
-0.225,0.095,0
0.892,-0.204,0
-0.492,-0.123,0
1.878,-0.339,0
-0.395,0.168,0
0.139,-0.063,0
-0.365,-0.104,0
-0.344,-0.115,0
0.753,0,0
-0.466,-0.11,0
-0.345,0.236,0
2.168,0.412,0
-0.517,-0.122,0
0.204,-0.04,0
-0.563,-0.176,0
0.265,-0.065,0
0.731,-0.725,0
0.502,0,0
-0.677,0.942,0
-0.14,0.08,0
-0.297,1.903,0
-0.561,0.196,0
2.081,-0.35,0
1.508,0,0
1.037,0,0
2.573,-0.433,0
1.477,0,0
1.078,0.215,0
-0.422,0.342,0
1.375,0,0
2.055,0,0
1.943,-0.246,0
-0.426,0.14,0
0.821,0,0
-0.325,-0.062,0
-0.227,0.164,0
2.029,-0.262,0
0.12,-0.06,0
-0.785,-0.628,0
0.892,-0.161,0
-0.415,-0.101,0
1.364,-0.193,0
1.078,-0.177,0
-0.34,0.337,0
2.493,-0.375,0
0.889,-0.584,0
-0.259,-0.095,0
1.237,-0.639,0
-0.416,-0.232,0
0.782,-0.534,0
0.535,0.285,0
0.371,0,0
-0.102,-0.057,0
1.225,0,0
0.709,0.357,0
-0.492,0,0
0.839,0.164,0
1.163,0,0
0.543,-0.331,0
-0.518,-0.199,0
0.189,-0.143,0
2.791,-0.381,0
2.031,0,0
-0.188,-0.092,0
-0.321,0.079,0
1.286,-0.227,0
0.41,1.737,0
-0.244,-0.197,0
-0.463,0,0
0.149,-0.155,0
-0.119,-0.044,0
0.745,-0.224,0
0.938,-0.376,0
2.844,-0.377,0
0.368,-0.047,0
-0.128,0.076,0
-0.452,-0.106,0
0.822,-0.175,0
-0.104,-0.053,0
0.34,0,0
0.856,1.173,0
-0.082,-0.091,0
0.92,-0.833,0
1.271,0.253,0
0.505,-0.262,0
1.175,0,0
0.493,-0.134,0
0.327,-0.119,0
-0.303,-0.094,0
-0.243,0,0
0.812,-0.561,0
0.713,-0.305,0
2.606,-0.248,0
-0.449,-0.132,0
0.689,-0.544,0
0.417,0,0
-0.425,1.222,0
-0.281,-0.095,0
-0.112,-0.051,0
-0.186,-0.054,0
0.626,-0.118,0
0.444,1.274,0
0.453,-0.919,0
0.572,0.341,0
-0.59,-0.181,0
0.324,0,0
0.613,-0.359,0
-0.164,0.106,0
0.797,0.19,0
-0.346,-0.156,0
-0.693,0,0
0.78,-0.379,0
-0.494,0,0
-0.11,-0.082,0
2.774,-0.337,0
0.743,1.056,0
0.978,-0.09,0
0.309,0.921,0
-0.423,0.178,0
-0.333,0.118,0
0.795,1.2,0
0.854,0.19,0
0.849,-0.797,0
1.366,-0.285,0
-0.421,0.848,0
0.416,-0.166,0
0.238,0.081,0
-0.313,-0.322,0
1.055,-0.093,0
1.81,1.126,0
-0.107,-0.055,0
1.114,-0.544,0
1.846,0.542,0
-0.689,-0.151,0
0.73,0,0
-0.617,-0.173,0
-0.393,-0.124,0
-0.535,0.1,0
-0.118,0.045,0
0.772,-0.131,0
-0.403,-0.09,0
-0.486,0.191,0
2.076,-0.378,0
-0.349,-0.167,0
1.028,-0.295,0
1.035,0.217,0
-0.437,-0.213,0
-0.335,-0.108,0
0.342,-0.178,0
0.347,0.297,0
1.363,-0.152,0
0.416,-0.454,0
0.958,-0.879,0
0.451,0,0
0.157,-0.205,0
-0.128,-0.061,0
0.957,-0.201,0
-0.389,-0.43,0
-0.331,-0.12,0
0.643,-0.202,0
2.834,0,0
0.321,0.068,0
-0.56,-0.191,0
2.569,-0.416,0
-0.594,-0.189,0
0.672,0,0
1.599,-0.305,0
-0.549,0.145,0
0.365,1.151,0
0.852,0.188,0
2.32,0.337,0
0.301,-0.066,0
1.139,-0.434,0
-0.254,-0.058,0
0.629,-0.191,0
0.824,-0.173,0
1.778,-0.202,0
-0.328,1.379,0
-0.351,-0.11,0
0.563,0,0
-0.162,0.082,0
-0.384,-0.075,0
1.179,0.725,0
0.56,-0.407,0
0.899,0,0
1.664,-0.315,0
0.342,-0.323,0
1.055,-0.624,0
2.769,-0.372,0
0.84,1.967,0
-0.456,-0.122,0
-0.336,-0.135,0
0.702,-0.364,0
1.137,0,0
-0.549,0.132,0
-0.374,0.161,0
-0.55,-0.117,0
-0.456,0.159,0
-0.701,-0.16,0
2.48,-0.38,0
0.178,0.159,0
0.146,-0.123,0
1.35,0,0
2.22,0,0
-0.667,0.15,0
0.64,-0.337,0
0.514,-0.393,0
-0.109,-0.042,0
0.617,0,0
-0.205,0.067,0
0.593,0.134,0
0.828,0,0
-0.132,0.106,0
2.572,-0.272,0
2.949,-0.313,0
1.126,-0.371,0
-0.143,0.139,0
2.317,-0.3,0
-0.354,0.135,0
1.065,0.601,0
1.062,-0.469,0
1.569,-0.173,0
1.806,1.11,0
-0.344,-0.081,0
-0.455,-0.121,0
0.248,0,0
-0.447,0,0
-0.385,0.209,0
1.428,-0.22,0
0.989,0,0
1.352,0,0
-0.349,0.126,0
-0.105,-0.049,0
-0.379,0.929,0
1.052,0,0
0.717,-0.427,0
0.43,1.135,0
0.135,-0.177,0
1.963,-0.242,0
1.916,0,0
1.991,0.608,0
-0.143,-0.054,0
-0.344,-0.083,0
0.579,-0.293,0
0.476,0.666,0
-0.208,0.087,0
0.701,-0.121,0
-0.132,0.076,0
-0.09,0.045,0
0.505,-0.263,0
1.302,-0.826,0
1.561,-0.165,0
-0.366,0,0
1.554,-0.135,0
-0.443,0.278,0
-0.454,-0.133,0
-0.295,-0.067,0
-0.414,-0.225,0
0.507,0.985,0
0.715,-0.77,0
2.157,0,0
0.77,0,0
-0.319,-0.101,0
0.187,0.082,0
-0.383,0.169,0
2.503,0.616,0
2.372,0,0
0.408,-0.111,0
0.945,1.753,0
2.402,0,0
1.342,-0.204,0
-0.429,1.019,0
2.196,-0.437,0
0.641,-0.339,0
0.989,0,0
2.333,0,0
2.399,0,0
-0.107,-0.038,0
-0.421,1.47,0
1.919,-0.206,0
-0.364,1.379,0
-0.49,-0.299,0
1.276,-0.228,0
2.294,-0.456,0
0.359,-0.062,0
1.385,0,0
-0.586,-0.26,0
2.473,0,0
-0.327,-0.086,0
2.085,0,0
-0.241,0,0
0.842,-0.195,0
2.861,-0.366,0
-0.104,0.068,0
-0.367,-0.085,0
0.166,-0.093,0
0.209,-0.095,0
-0.47,0.166,0
0.735,1.132,0
-0.363,0.145,0
-0.554,0.114,0
-0.386,-0.086,0
0.309,0.546,0
-0.541,0.129,0
-0.365,0.183,0
-0.3,-0.07,0
1.704,0.677,0
1.527,-0.241,0
1.085,-0.341,0
1.377,-0.178,0
1.74,0,0
1.115,-0.17,0
0.157,-0.124,0
0.434,0.764,0
-0.711,0.197,0
0.211,-0.076,0
0.944,-0.531,0
-0.321,0.245,0
0.583,-0.104,0
0.154,-0.149,0
1.78,-0.361,0
0.484,0,0
0.354,0.069,0
-0.561,0.194,0
-0.605,-0.331,0
-0.129,0.118,0
0.304,0,0
2.416,0.379,0
1.101,-0.252,0
0.585,0.742,0
-0.436,0.165,0
-0.303,-0.073,0
-0.253,-0.25,0
0.544,0,0
0.577,0.401,0
0.45,1.78,0
0.409,1.596,0
2.934,-0.502,0
0.615,-0.777,0
1.163,-0.29,0
1.008,-0.177,0
-0.517,-0.152,0
-0.342,0,0
-0.376,0.188,0
0.36,0.143,0
-0.182,0.111,0
-0.355,-0.257,0
0.76,0.981,0
1.035,0.272,0
-0.298,-0.073,0
0.456,-0.19,0
2.054,-0.373,0
0.944,0,0
0.826,-0.158,0
-0.441,1.019,0
2.7,-0.405,0
0.677,0.195,0
-0.377,0.723,0
1.848,0,0
1.06,0.32,0
0.725,-0.229,0
0.37,0.308,0
1.887,0,0
-0.484,-0.12,0
-0.098,-0.061,0
1.853,-0.264,0
1.771,0,0
0.17,-0.095,0
-0.601,-0.151,0
0.488,-0.066,0
0.468,1.672,0
-0.112,-0.052,0
0.544,0.265,0
0.189,-0.143,0
2.236,-0.296,0
-0.399,-0.162,0
0.321,0.998,0
0.797,0.432,0
0.443,0.444,0
0.531,2.261,0
0.884,-0.617,0
-0.207,-0.056,0
-0.443,-0.483,0
2.448,0.393,0
1.141,0.826,0
0.42,1.306,0
1.765,0.489,0
1.053,-0.71,0
-0.397,-0.103,0
1.157,0,0
0.792,-0.183,0
1.235,-0.209,0
-0.411,-0.166,0
2.735,0,0
1.895,0,0
1.834,-0.266,0
-0.467,-0.257,0
-0.413,-0.078,0
0.895,-0.185,0
-0.47,0,0
-0.639,0,0
2.108,-0.332,0
0.171,0.074,0
-0.923,0,0
0.893,0,0
1.023,-0.199,0
-0.248,0.125,0
-0.303,-0.095,0
-0.279,-0.087,0
-0.286,-0.133,0
1.387,-0.177,0
0.706,-0.625,0
1.35,-0.234,0
0.375,0.448,0
0.491,-0.121,0
0.465,-1.026,0
-0.55,-0.318,0
1.766,-0.47,0
2.574,0.621,0
0.93,-0.542,0
0.691,-0.155,0
0.157,-0.06,0
1.605,0,0
-0.143,0.138,0
-0.153,-0.13,0
-0.487,-0.206,0
0.796,0.201,0
-0.176,-0.065,0
0.718,-0.117,0
-0.791,0.217,0
0.955,0.218,0
2.314,0,0
0.902,0.217,0
1.757,-0.35,0
0.516,-0.322,0
0.527,-0.19,0
2.471,0,0
1.815,-0.331,0
-0.232,0.096,0
2.852,-0.445,0
-0.376,-0.119,0
1.29,-0.22,0
0.845,-0.158,0
2.037,1.198,0
1.589,0.692,0
0.697,0,0
-0.338,0.421,0
1.164,-0.211,0
0.575,-0.634,0
0.933,0.144,0
0.327,-0.176,0
0.701,-0.314,0
1.751,-0.21,0
1.923,0,0
0.582,-0.626,0
0.337,1.571,0
-0.575,-0.163,0
-0.548,-0.136,0
1.228,-0.268,0
-0.316,0.116,0
-0.457,-0.213,0
1.738,0,0
2.588,-0.41,0
0.586,-0.144,0
-0.46,0.73,0
0.486,-0.277,0
-0.546,-0.583,0
0.396,0.561,0
0.96,-0.174,0
-0.339,-0.122,0
-0.337,0.135,0
1.354,-0.224,0
2.646,0.382,0
-0.43,0.774,0
1.102,-0.164,0
-0.452,-0.13,0
1.706,-0.201,0
0.438,-0.082,0
-0.926,-0.253,0
-0.106,0.051,0
-0.609,-0.271,0
-0.483,-0.146,0
1.516,0.187,0
-0.184,0.077,0
-0.182,-0.06,0
0.585,0.741,0
-0.232,-0.081,0
0.606,-0.397,0
1.77,0,0
1.519,-0.255,0
2.385,-0.192,0
-0.148,-0.045,0
0.181,-0.067,0
0.48,-0.179,0
1.672,0.594,0
1.362,-0.216,0
0.667,-0.095,0
-0.51,-0.752,0
0.136,-0.053,0
0.657,0.942,0
-0.43,0.125,0
0.345,0,0
0.522,-0.341,0
-0.111,0.069,0
2.41,0,0
-0.363,-0.199,0
-0.107,-0.053,0
0.206,0.105,0
0.584,0,0
-0.379,-0.107,0
-0.479,0,0
0.724,-0.418,0
-0.102,-0.052,0
0.17,-0.095,0
1.922,0,0
-0.403,0.164,0
0.788,-0.116,0
-0.404,-0.836,0
-0.716,-0.17,0
-0.279,-0.102,0
-0.607,-0.192,0
0.279,0.081,0
-0.678,1.006,0
1.204,-0.175,0
-0.128,0.061,0
0.485,1.926,0
1.726,-0.229,0
-0.506,0,0
-1.255,0,0
1.404,0,0
1.45,0.387,0
-1.064,-1.019,0
1.986,0.497,0
1.267,-0.214,0
-0.242,-0.069,0
-0.709,-0.178,0
0.359,1.019,0
0.497,0,0
1.041,0.792,0
-0.329,0.123,0
0.75,0.146,0
-0.54,0.273,0
2.414,-0.41,0
1.294,0,0
1.482,-0.259,0
0.277,-0.201,0
-0.471,0.189,0
1.766,-0.253,0
0.471,1.152,0
-0.117,0.066,0
1.924,-0.48,0
2.807,-0.394,0
-0.59,0.953,0
1.637,-0.423,0
-1.168,-0.633,0
-0.268,-0.084,0
1.687,0,0
0.887,-0.124,0
2.571,0.434,0
0.213,-0.058,0
2.528,0.518,0
2.555,0,0
1.43,0,0
0.602,0.138,0
0.308,-0.171,0
0.738,0.191,0
-0.266,0,0
-0.133,0.119,0
1.314,-0.413,0
1.194,-0.401,0
0.577,0.4,0
-0.461,0.151,0
-0.275,0.161,0
0.359,-0.051,0
-0.42,-0.126,0
0.273,-0.079,0
-0.339,-0.11,0
-0.356,0.225,0
0.909,0.231,0
-0.253,0.1,0
-0.166,-0.061,0
1.556,0,0
2.218,0.388,0
-0.413,-0.128,0
-0.477,-0.211,0
0.602,0,0
-0.516,-0.108,0
1.22,0,0
-0.663,-0.118,0
2.335,0,0
1.06,-0.602,0
0.228,-0.077,0
0.348,0.14,0
1.867,0,0
-0.146,-0.061,0
-0.383,-0.102,0
1.242,-0.446,0
0.855,-0.792,0
-0.223,-0.079,0
-0.133,0.108,0
-0.147,-0.062,0
-0.435,-0.349,0
1.156,0,0
0.475,-0.185,0
1.468,-0.199,0
0.745,-0.079,0
-0.624,0,0
0.468,0,0
-0.77,0.183,0
0.556,0.438,0
1.352,-0.836,0
-0.475,0.372,0
2.079,-0.161,0
1.37,-0.557,0
0.152,-0.158,0
1.887,-0.572,0
-0.124,-0.048,0
1.283,0.296,0
0.275,-0.239,0
1.525,0,0
0.329,1.063,0
0.726,0,0
2.536,-0.358,0
1.628,0.712,0
1.439,0,0
-0.13,0.094,0
1.749,0.434,0
0.301,-0.066,0
-0.67,-0.158,0
0.815,-0.347,0
-0.535,-0.351,0
-0.101,-0.068,0
0.394,0.119,0
0.581,-1.246,0
0.196,0.108,0
0.852,0.132,0
-0.521,-0.115,0
0.285,-0.081,0
-0.37,-0.079,0
2.688,-0.372,0
-0.631,-0.152,0
-0.231,0.096,0
0.491,-0.834,0
2.259,0,0
1.893,0,0
1.898,0.347,0
-0.107,-0.206,0
0.457,-0.155,0
-0.667,-0.157,0
-0.111,-0.049,0
-0.529,0,0
-0.582,0.664,0
-0.393,0.662,0
-0.172,0.076,0
0.522,0.132,0
1.211,-0.237,0
2.274,-0.35,0
1.072,-0.289,0
2.859,0,0
2.382,-0.416,0
-0.74,0.19,0
1.666,-0.315,0
-0.332,0.102,0
0.842,-0.849,0
-0.246,0.099,0
1.446,-0.384,0
1.384,0.304,0
2.076,-0.247,0
2.961,0,0
0.644,-0.128,0
0.52,0,0
1.443,-0.201,0
-0.647,0.287,0
-0.294,0,0
-0.269,0.086,0
1.23,1.141,0
-0.128,0.11,0
-0.45,0.548,0
2.311,0.58,0
-0.142,0.078,0
0.567,0.487,0
1.188,0.327,0
-0.475,0.224,0
-0.438,-0.125,0
1.63,-0.518,0
-0.46,-0.404,0
2.043,0.646,0
-0.417,0.156,0
1.936,-0.264,0
-1.189,0,0
-0.464,-0.103,0
-0.265,0.08,0
-0.505,-0.115,0
0.739,-0.199,0
1.169,-0.084,0
1.607,-0.784,0
0.201,-0.133,0
1.133,-0.145,0
-0.604,-0.231,0
-0.414,0.979,0
2.473,0,0
1.777,0.547,0
2.908,0.391,0
2.464,-0.305,0
0.256,0.076,0
-0.158,-0.055,0
-0.254,0.103,0
1.728,-0.21,0
-0.387,0,0
-0.342,0.307,0
0.339,-0.32,0
-0.379,0,0
0.342,2.128,0
0.376,-0.074,0
-0.375,1.611,0
0.564,0.214,0
-0.458,-0.116,0
-0.341,-0.075,0
-0.27,0.158,0
-0.424,0.937,0
-0.291,1.781,0
-0.394,0.686,0
0.158,-0.063,0
-0.44,0.441,0
-0.558,-0.384,0
0.9,-0.495,0
-0.485,-0.14,0
2.311,-0.188,0
-0.545,0,0
1.661,-0.214,0
-0.443,-0.246,0
0.702,0.202,0
0.43,0.309,0
0.256,0.507,0
2.619,-0.267,0
1.94,0.653,0
1.256,-0.198,0
0.917,0.163,0
0.561,1.578,0
-0.116,0.068,0
1.784,0,0
1.67,0.585,0
1.497,0,0
-0.456,-0.083,0
-0.492,-0.411,0
-0.298,-0.093,0
1.509,-0.272,0
0.526,-0.665,0
1.57,1.05,0
0.679,0,0
0.643,0.169,0
-0.117,-0.041,0
0.594,0.22,0
1.921,1.152,0
2.744,0,0
