@relation german

@attribute StatusAccount {A11,A12,A14,A13}
@attribute DurationMonth numeric
@attribute SavingsAccount {A65,A61,A63,A64,A62}
@attribute EmploymentSince {A75,A73,A74,A71,A72}
@attribute Housing {A152,A153,A151}
@attribute Customer {1,2}

@data
A14,36,A61,A72,A151,2
A12,12,A63,A73,A152,2
A12,48,A64,A74,A152,2
A11,18,A61,A73,A152,2
A11,18,A61,A73,A152,2
A11,24,A65,A73,A152,2
A11,6,A61,A75,A152,2
A13,12,A63,A74,A152,2
A11,24,A61,A71,A152,2
A12,24,A61,A72,A152,2
A12,6,A65,A71,A152,2
A12,24,A61,A75,A153,2
A14,36,A61,A72,A152,2
A11,48,A61,A73,A153,2
A12,24,A61,A73,A151,2
A11,36,A61,A75,A152,2
A14,18,A61,A72,A152,2
A12,15,A62,A73,A151,2
A11,24,A61,A74,A151,2
A11,45,A61,A75,A151,2
A12,36,A61,A73,A152,2
A11,40,A61,A73,A152,2
A12,18,A61,A75,A152,2
A14,36,A61,A71,A152,2
A12,36,A61,A72,A151,2
A12,48,A61,A74,A152,2
A11,42,A61,A72,A152,2
A12,21,A62,A75,A151,2
A12,60,A61,A74,A152,2
A14,12,A65,A75,A152,2
A11,36,A61,A74,A152,2
A13,12,A61,A72,A152,2
A13,24,A61,A74,A153,2
A11,21,A65,A73,A152,2
A11,12,A65,A73,A152,2
A14,6,A61,A72,A152,2
A11,12,A61,A73,A151,2
A14,15,A62,A73,A152,2
A12,45,A62,A73,A151,2
A12,27,A61,A73,A152,2
A12,12,A65,A71,A152,2
A11,48,A61,A72,A151,2
