@relation german

@attribute StatusAccount {A11,A12,A14,A13}
@attribute DurationMonth numeric
@attribute SavingsAccount {A65,A61,A63,A64,A62}
@attribute StatusAndSex {A93,A92,A91,A94}
@attribute Property {A121,A122,A124,A123}
@attribute Job {A173,A172,A174,A171}
@attribute Customer {1,2}

@data
A12,48,A61,A93,A123,A173,2
A11,12,A61,A92,A122,A173,2
A14,24,A61,A93,A123,A172,2
A11,33,A63,A92,A123,A173,2
A11,36,A61,A92,A124,A174,2
A11,24,A65,A93,A123,A174,2
A12,18,A61,A93,A121,A173,2
A12,6,A61,A93,A122,A174,2
A11,48,A61,A93,A124,A174,2
A12,6,A64,A92,A122,A173,2
A14,24,A63,A93,A123,A173,2
A11,27,A61,A93,A122,A173,2
A12,36,A62,A93,A124,A174,2
A12,24,A61,A92,A124,A172,2
A11,24,A61,A93,A124,A173,2
A11,12,A61,A93,A121,A172,2
A11,36,A61,A93,A122,A173,2
A12,30,A61,A94,A123,A174,2
A14,6,A61,A92,A122,A173,2
A12,12,A61,A92,A123,A173,2
A14,12,A61,A93,A123,A174,2
A14,18,A61,A94,A123,A173,2
A12,18,A65,A92,A121,A173,2
A12,12,A61,A93,A123,A173,2
A11,18,A61,A94,A121,A172,2
A12,36,A61,A93,A124,A172,2
A12,24,A62,A93,A124,A173,2
A11,12,A61,A92,A121,A173,2
A11,12,A61,A91,A123,A173,2
A11,36,A65,A93,A124,A174,2
A14,9,A61,A93,A123,A173,2
A12,30,A61,A93,A122,A173,2
A14,48,A65,A91,A121,A173,2
A11,18,A61,A92,A121,A171,2
A12,24,A61,A93,A121,A172,2
A12,48,A61,A93,A124,A173,2
A11,36,A61,A92,A124,A172,2
A11,20,A61,A94,A122,A173,2
A11,24,A61,A93,A123,A172,2
A12,15,A62,A92,A123,A173,2
A12,24,A61,A94,A122,A173,2
A12,18,A61,A94,A123,A173,2
A12,12,A61,A92,A122,A173,2
A11,24,A62,A91,A122,A173,2
A13,9,A61,A93,A123,A174,2
A14,10,A65,A93,A122,A172,2
A11,18,A61,A93,A124,A172,2
A11,18,A61,A93,A123,A173,2
A11,18,A61,A92,A123,A173,2
A11,9,A61,A93,A123,A172,2
A12,48,A61,A93,A123,A173,2
A12,27,A63,A93,A122,A172,2
A12,60,A61,A93,A124,A174,2
A11,18,A61,A92,A121,A173,2
A12,48,A61,A92,A122,A174,2
A12,48,A62,A93,A122,A173,2
A12,15,A62,A94,A122,A173,2
A12,36,A65,A93,A124,A173,2
A12,30,A62,A92,A123,A173,2
A11,16,A61,A93,A122,A173,2
A13,12,A63,A94,A121,A173,2
A11,48,A61,A92,A123,A173,2
A12,36,A61,A93,A124,A173,2
A12,24,A61,A93,A121,A172,2
A14,18,A61,A93,A124,A174,2
A11,18,A61,A92,A121,A173,2
A12,21,A61,A92,A122,A173,2
A11,45,A61,A93,A124,A173,2
A14,24,A65,A92,A123,A173,2
A11,14,A61,A91,A122,A174,2
A12,12,A61,A93,A123,A172,2
A12,12,A61,A93,A122,A172,2
A11,9,A61,A93,A124,A174,2
A11,24,A61,A93,A121,A173,2
A11,30,A65,A93,A122,A173,2
A13,9,A61,A92,A121,A172,2
A13,12,A61,A92,A121,A171,2
A12,30,A62,A92,A123,A172,2
A11,18,A61,A92,A122,A173,2
A12,18,A61,A91,A124,A174,2
A11,12,A61,A93,A124,A173,2
A14,36,A61,A93,A124,A173,2
A12,9,A61,A92,A124,A174,2
A14,18,A61,A94,A122,A172,2
A11,18,A61,A93,A124,A173,2
A14,36,A61,A92,A122,A173,2
A12,48,A61,A92,A123,A173,2
A12,9,A64,A93,A124,A173,2
A12,72,A62,A94,A123,A173,2
A12,60,A61,A93,A124,A173,2
A11,40,A61,A93,A124,A173,2
A14,48,A61,A93,A123,A174,2
A12,12,A61,A93,A123,A173,2
A13,15,A65,A93,A124,A173,2
A13,21,A61,A91,A123,A173,2
A12,24,A61,A92,A124,A174,2
A12,36,A62,A93,A123,A174,2
A14,18,A61,A93,A123,A173,2
A11,12,A61,A93,A122,A173,2
A11,48,A61,A93,A124,A173,2
A11,12,A61,A93,A124,A174,2
A14,36,A61,A92,A123,A174,2
A11,24,A65,A92,A122,A173,2
A12,36,A61,A93,A124,A174,2
A14,18,A61,A92,A121,A173,2
A12,12,A61,A91,A121,A173,2
A12,48,A64,A93,A124,A173,2
A11,30,A61,A91,A124,A172,2
A11,15,A61,A92,A122,A173,2
A11,36,A61,A91,A123,A173,2
A14,36,A61,A91,A123,A173,2
A12,36,A61,A92,A123,A173,2
A12,48,A61,A92,A123,A174,2
A12,60,A62,A92,A122,A174,2
A12,12,A65,A94,A121,A173,2
A13,36,A61,A93,A123,A173,2
A14,12,A63,A92,A123,A172,2
A11,24,A61,A92,A124,A171,2
A12,36,A62,A92,A124,A173,2
A11,12,A61,A93,A122,A173,2
A14,48,A62,A92,A123,A172,2
A14,9,A61,A92,A123,A173,2
A14,36,A61,A93,A123,A174,2
A13,15,A61,A92,A121,A172,2
A13,18,A61,A93,A121,A173,2
A11,12,A61,A92,A123,A173,2
A12,24,A61,A91,A121,A173,2
A11,24,A61,A92,A121,A172,2
A12,24,A61,A92,A123,A172,2
A12,18,A62,A92,A123,A173,2
A12,9,A61,A92,A122,A173,2
A12,54,A61,A93,A124,A173,2
A14,24,A64,A93,A122,A174,2
A12,48,A62,A93,A124,A172,2
A12,12,A61,A94,A123,A172,2
A12,48,A61,A92,A121,A173,2
A11,48,A61,A94,A121,A173,2
A12,12,A62,A92,A123,A173,2
A11,18,A61,A92,A124,A171,2
A11,48,A61,A93,A124,A173,2
A11,12,A61,A92,A121,A172,2
A11,6,A61,A92,A124,A173,2
A11,18,A61,A93,A123,A171,2
A11,36,A61,A93,A123,A173,2
A12,60,A62,A92,A124,A174,2
A12,30,A62,A93,A124,A174,2
A13,24,A61,A93,A124,A173,2
A11,24,A61,A93,A123,A172,2
A12,9,A62,A93,A124,A173,2
A11,24,A65,A92,A123,A173,2
A13,30,A61,A93,A121,A174,2
A11,21,A61,A92,A121,A173,2
A12,15,A64,A94,A122,A173,2
A11,24,A61,A93,A123,A173,2
A12,27,A61,A93,A123,A173,2
A14,36,A65,A93,A123,A173,2
A11,48,A61,A93,A124,A173,2
A13,18,A61,A93,A121,A172,2
A11,24,A61,A91,A122,A173,2
A11,24,A61,A93,A123,A174,2
A12,36,A61,A91,A121,A174,2
A12,24,A61,A93,A123,A174,2
A11,30,A61,A91,A122,A172,2
A14,24,A61,A93,A123,A173,2
A11,42,A61,A93,A123,A173,2
A13,10,A62,A92,A124,A172,2
A11,12,A61,A93,A123,A172,2
A12,36,A61,A94,A123,A174,2
A14,12,A63,A92,A122,A173,2
A12,36,A61,A91,A123,A173,2
A14,30,A65,A92,A121,A174,2
A11,18,A61,A92,A123,A173,2
A11,24,A61,A93,A124,A173,2
A14,12,A61,A93,A123,A172,2
A11,18,A65,A93,A122,A173,2
A11,15,A61,A93,A123,A173,2
A12,24,A62,A94,A123,A173,2
A11,48,A61,A92,A124,A172,2
A11,12,A62,A94,A122,A173,2
A11,12,A61,A92,A121,A172,2
