@relation abalone

@attribute Height numeric
@attribute Viscera_weight numeric
@attribute Rings {15,7,9,10,8,20,16,19,14,11,12,18,13,5,4,6,21,17,22,1,3,26,23,29,2,27,25,24}

@data
0.155,0.207,10
0.155,0.2985,10
0.13,0.1155,10
0.165,0.4365,10
0.135,0.162,10
0.15,0.307,10
0.165,0.418,10
0.13,0.182,10
0.165,0.1945,10
0.155,0.2655,10
0.175,0.294,10
0.14,0.1415,10
0.115,0.1205,10
0.195,0.3365,10
0.165,0.3775,10
0.155,0.2465,10
0.165,0.214,10
0.125,0.137,10
0.13,0.057,10
0.13,0.096,10
0.16,0.2695,10
0.18,0.2975,10
0.19,0.2115,10
0.185,0.213,10
0.23,0.4045,10
0.195,0.3615,10
0.165,0.294,10
0.15,0.2055,10
0.175,0.3045,10
0.135,0.1315,10
0.17,0.2335,10
0.15,0.2605,10
0.145,0.1795,10
0.175,0.291,10
0.17,0.208,10
0.13,0.1165,10
0.15,0.2075,10
0.15,0.2525,10
0.155,0.2455,10
0.15,0.2815,10
0.165,0.351,10
0.12,0.0975,10
0.225,0.2995,10
0.16,0.225,10
0.13,0.2645,10
0.175,0.3935,10
0.135,0.184,10
0.17,0.24,10
0.18,0.342,10
0.105,0.051,10
0.135,0.2145,10
0.18,0.381,10
0.165,0.185,10
0.135,0.1655,10
0.135,0.176,10
0.165,0.2695,10
0.15,0.1925,10
0.12,0.1615,10
0.13,0.179,10
0.13,0.222,10
0.175,0.2455,10
0.175,0.2325,10
0.16,0.2355,10
0.145,0.1615,10
0.175,0.283,10
0.105,0.0785,10
0.135,0.167,10
0.16,0.153,10
0.125,0.151,10
0.17,0.2045,10
0.155,0.3225,10
0.09,0.034,10
0.115,0.0695,10
0.14,0.1265,10
0.175,0.4185,10
0.13,0.1955,10
0.175,0.1825,10
0.175,0.2835,10
0.15,0.1755,10
0.155,0.21,10
0.145,0.163,10
0.095,0.054,10
0.18,0.2335,10
0.12,0.1205,10
0.16,0.145,10
0.195,0.2945,10
0.145,0.171,10
0.13,0.1755,10
0.195,0.2565,10
0.2,0.227,10
0.17,0.309,10
0.155,0.271,10
0.145,0.2655,10
0.14,0.1405,10
0.08,0.0425,10
0.15,0.1665,10
0.17,0.3125,10
0.125,0.114,10
0.2,0.3795,10
0.11,0.15,10
0.16,0.1795,10
0.135,0.2015,10
0.205,0.4015,10
0.18,0.292,10
0.14,0.1905,10
0.16,0.214,10
0.165,0.18,10
0.165,0.2975,10
0.14,0.152,10
0.165,0.17,10
0.135,0.1225,10
0.185,0.2,10
0.1,0.0595,10
0.155,0.1595,10
0.145,0.1715,10
0.15,0.145,10
0.14,0.1555,10
0.115,0.066,10
0.2,0.4015,10
0.1,0.0635,10
0.145,0.229,10
0.13,0.2155,10
0.12,0.1055,10
0.12,0.18,10
0.15,0.296,10
0.1,0.1015,10
0.085,0.0345,10
0.125,0.126,10
0.09,0.037,10
0.125,0.1075,10
0.17,0.2365,10
0.15,0.222,10
0.18,0.324,10
0.17,0.302,10
0.13,0.1285,10
0.195,0.48,10
0.145,0.1625,10
0.125,0.1835,10
0.175,0.2965,10
0.185,0.3725,10
0.185,0.3,10
0.11,0.073,10
0.15,0.176,10
0.155,0.1985,10
0.225,0.259,10
0.165,0.2865,10
0.165,0.27,10
0.155,0.236,10
0.18,0.3645,10
0.185,0.248,10
0.13,0.106,10
0.165,0.235,10
0.185,0.2245,10
0.065,0.0385,10
0.19,0.2495,10
0.16,0.2785,10
0.145,0.24,10
0.17,0.272,10
0.155,0.111,10
0.15,0.2115,10
0.175,0.259,10
0.165,0.2345,10
0.155,0.1435,10
0.14,0.194,10
0.175,0.2665,10
0.16,0.275,10
0.1,0.087,10
0.145,0.2685,10
0.14,0.1635,10
0.155,0.2115,10
0.185,0.265,10
0.155,0.1855,10
0.135,0.2165,10
0.155,0.3045,10
0.165,0.18,10
0.16,0.2785,10
0.175,0.3615,10
0.125,0.1625,10
0.105,0.0845,10
0.13,0.1365,10
0.155,0.24,10
0.2,0.318,10
0.15,0.158,10
0.17,0.29,10
0.135,0.2225,10
0.15,0.2435,10
0.095,0.043,10
0.14,0.116,10
0.135,0.115,10
0.155,0.188,10
0.1,0.037,10
0.145,0.2355,10
0.08,0.1755,10
0.155,0.2225,10
0.15,0.247,10
0.135,0.196,10
0.14,0.16,10
0.145,0.2715,10
0.165,0.221,10
0.205,0.525,10
0.175,0.2605,10
0.155,0.187,10
0.15,0.201,10
0.18,0.427,10
0.135,0.1715,10
0.17,0.254,10
0.175,0.396,10
0.125,0.111,10
0.16,0.228,10
0.19,0.2595,10
0.17,0.22,10
0.19,0.3215,10
0.12,0.153,10
0.145,0.238,10
0.175,0.3085,10
0.12,0.1105,10
0.155,0.442,10
0.175,0.2455,10
0.145,0.1435,10
0.155,0.252,10
0.16,0.223,10
0.165,0.2065,10
0.125,0.1505,10
0.16,0.1455,10
0.165,0.273,10
0.135,0.2095,10
0.125,0.115,10
0.155,0.2565,10
0.2,0.469,10
0.14,0.165,10
0.13,0.113,10
0.105,0.1015,10
0.175,0.214,10
0.17,0.307,10
0.17,0.272,10
0.12,0.1405,10
0.15,0.2835,10
0.155,0.2665,10
0.175,0.3065,10
0.175,0.3505,10
0.135,0.138,10
0.14,0.1325,10
0.15,0.2015,10
0.175,0.365,10
0.135,0.117,10
0.125,0.085,10
0.16,0.2875,10
0.205,0.2775,10
0.155,0.193,10
0.22,0.4405,10
0.11,0.0465,10
0.17,0.3055,10
0.11,0.0635,10
0.155,0.239,10
0.13,0.1355,10
0.105,0.082,10
0.16,0.2075,10
0.14,0.206,10
0.125,0.11,10
0.125,0.105,10
0.165,0.277,10
0.135,0.221,10
0.105,0.108,10
0.11,0.098,10
0.145,0.2145,10
0.165,0.2315,10
0.105,0.123,10
0.085,0.0705,10
0.15,0.275,10
0.1,0.0325,10
0.165,0.273,10
0.15,0.1805,10
0.17,0.2695,10
0.155,0.379,10
0.18,0.347,10
0.115,0.12,10
0.175,0.2985,10
0.17,0.324,10
0.195,0.2215,10
0.165,0.1935,10
0.165,0.4095,10
0.135,0.137,10
0.145,0.1365,10
0.165,0.2575,10
0.14,0.1535,10
0.11,0.1035,10
0.155,0.184,10
0.145,0.299,10
0.145,0.144,10
0.17,0.2475,10
0.135,0.156,10
0.195,0.246,10
0.145,0.206,10
0.09,0.0435,10
0.165,0.3015,10
0.165,0.2555,10
0.185,0.2975,10
0.14,0.1765,10
0.125,0.1155,10
0.15,0.196,10
0.15,0.194,10
0.18,0.281,10
0.165,0.2955,10
0.14,0.138,10
0.165,0.296,10
0.22,0.3835,10
0.19,0.333,10
0.09,0.037,10
0.14,0.1225,10
0.15,0.156,10
0.175,0.2475,10
0.215,0.4385,10
0.14,0.14,10
0.175,0.33,10
0.14,0.1715,10
0.16,0.2875,10
0.185,0.3225,10
0.15,0.216,10
0.145,0.181,10
0.09,0.056,10
0.185,0.2915,10
0.165,0.262,10
0.195,0.3595,10
0.135,0.182,8
0.115,0.096,8
0.135,0.148,8
0.095,0.043,8
0.1,0.1005,8
0.145,0.1685,8
0.135,0.133,8
0.105,0.0575,8
0.115,0.0695,8
0.15,0.239,8
0.155,0.1975,8
0.105,0.0665,8
0.125,0.0985,8
0.1,0.0555,8
0.14,0.123,8
0.145,0.2445,8
0.135,0.1995,8
0.135,0.208,8
0.125,0.119,8
0.16,0.236,8
0.125,0.1235,8
0.095,0.064,8
0.13,0.153,8
0.115,0.085,8
0.14,0.2385,8
0.15,0.232,8
0.13,0.1725,8
0.13,0.1155,8
0.135,0.1565,8
0.145,0.181,8
0.135,0.208,8
0.125,0.1265,8
0.12,0.1215,8
0.115,0.0945,8
0.09,0.071,8
0.15,0.16,8
0.075,0.0345,8
0.1,0.0585,8
0.13,0.1405,8
0.07,0.0315,8
0.155,0.1975,8
0.125,0.091,8
0.12,0.123,8
0.15,0.166,8
0.15,0.232,8
0.15,0.188,8
0.125,0.1085,8
0.1,0.05,8
0.135,0.0945,8
0.145,0.2195,8
0.125,0.1265,8
0.09,0.0305,8
0.13,0.125,8
0.195,0.247,8
0.14,0.2195,8
0.11,0.0635,8
0.165,0.194,8
0.15,0.122,8
0.11,0.16,8
0.11,0.102,8
0.095,0.0515,8
0.16,0.215,8
0.125,0.139,8
0.15,0.2035,8
0.145,0.1635,8
0.155,0.172,8
0.1,0.0885,8
0.18,0.1165,8
0.115,0.1045,8
0.15,0.231,8
0.1,0.0735,8
0.13,0.117,8
0.115,0.0465,8
0.16,0.2445,8
0.09,0.0735,8
0.115,0.0825,8
0.125,0.1045,8
0.155,0.2085,8
0.1,0.089,8
0.115,0.121,8
0.135,0.0925,8
0.125,0.106,8
0.125,0.1105,8
0.12,0.0915,8
0.14,0.196,8
0.12,0.1095,8
0.11,0.1235,8
0.13,0.1195,8
0.15,0.207,8
0.15,0.205,8
0.16,0.289,8
0.125,0.175,8
0.145,0.217,8
0.12,0.0565,8
0.175,0.2165,8
0.135,0.199,8
0.15,0.1905,8
0.14,0.129,8
0.1,0.0615,8
0.14,0.1855,8
0.1,0.0575,8
0.15,0.2705,8
0.12,0.1065,8
0.16,0.2595,8
0.105,0.092,8
0.08,0.048,8
0.11,0.171,8
0.125,0.104,8
0.13,0.1445,8
0.135,0.1445,8
0.145,0.1685,8
0.115,0.0825,8
0.15,0.164,8
0.08,0.026,8
0.155,0.2835,8
0.14,0.1645,8
0.135,0.1455,8
0.1,0.0775,8
0.155,0.2015,8
0.155,0.1085,8
0.125,0.112,8
0.11,0.1035,8
0.11,0.1005,8
0.175,0.244,8
0.135,0.1545,8
0.085,0.06,8
0.155,0.275,8
0.105,0.082,8
0.16,0.2425,8
0.12,0.099,8
0.11,0.067,8
0.13,0.16,8
0.16,0.201,8
0.135,0.09,8
0.18,0.2295,8
0.11,0.0735,8
0.135,0.1165,8
0.105,0.0925,8
0.12,0.1175,8
0.11,0.0915,8
0.13,0.2005,8
0.08,0.042,8
0.12,0.0955,8
0.085,0.067,8
0.105,0.1075,8
0.12,0.1025,8
0.185,0.318,8
0.13,0.17,8
0.115,0.105,8
0.105,0.123,8
0.125,0.115,8
0.11,0.113,8
0.075,0.04,8
0.14,0.0925,8
0.135,0.1295,8
0.15,0.1965,8
0.13,0.132,8
0.1,0.099,8
0.145,0.2005,8
0.1,0.091,8
0.155,0.32,8
0.12,0.111,8
0.16,0.106,8
0.105,0.0595,8
0.085,0.038,8
0.12,0.068,8
0.14,0.15,8
0.07,0.0305,8
0.125,0.1295,8
0.145,0.1815,8
0.15,0.199,8
0.19,0.2925,8
0.115,0.0655,8
0.14,0.1755,8
0.115,0.1025,8
0.12,0.092,8
0.11,0.048,8
0.13,0.1435,8
0.14,0.214,8
0.2,0.1525,8
0.095,0.0625,8
0.14,0.134,8
0.15,0.255,8
0.14,0.2295,8
0.14,0.2345,8
0.11,0.09,8
0.16,0.296,8
0.19,0.3045,8
0.15,0.2275,8
1.13,0.116,8
0.11,0.102,8
0.135,0.1415,8
0.07,0.0235,8
0.14,0.2355,8
0.11,0.126,8
0.14,0.2615,8
0.1,0.077,8
0.11,0.098,8
0.15,0.215,8
0.165,0.308,8
0.08,0.0265,8
0.145,0.1305,8
0.095,0.059,8
0.135,0.169,8
0.11,0.1045,8
0.12,0.1655,8
0.14,0.159,8
0.12,0.1325,8
0.15,0.156,8
0.145,0.1535,8
0.18,0.105,8
0.135,0.1185,8
0.125,0.159,8
0.17,0.2395,8
0.12,0.1015,8
0.12,0.087,8
0.12,0.103,8
0.16,0.2615,8
0.13,0.2065,8
0.11,0.0745,8
0,0.086,8
0.135,0.113,8
0.125,0.096,8
0.11,0.111,8
0.145,0.148,8
0.11,0.2075,8
0.1,0.0795,8
0.13,0.1245,8
0.13,0.1975,8
0.145,0.236,8
0.135,0.1715,8
0.11,0.0855,8
0.15,0.274,8
0.14,0.1165,8
0.09,0.049,8
0.115,0.127,8
0.155,0.211,8
0.095,0.06,8
0.12,0.1155,8
0.135,0.2005,8
0.12,0.12,8
0.18,0.27,8
0.12,0.1455,8
0.14,0.1595,8
0.18,0.1855,8
0.165,0.1255,8
0.11,0.1155,8
0.11,0.115,8
0.075,0.0295,8
0.165,0.332,8
0.12,0.1375,8
0.115,0.103,8
0.12,0.099,8
0.165,0.1805,8
0.115,0.108,8
0.09,0.0505,8
0.12,0.081,8
0.115,0.0715,8
0.105,0.1165,8
0.14,0.19,8
0.115,0.1555,8
0.145,0.16,8
0.12,0.1065,8
0.13,0.144,8
0.14,0.2,8
0.18,0.2325,8
0.15,0.2975,8
0.14,0.1325,8
0.125,0.123,8
0.155,0.233,8
0.14,0.229,8
0.115,0.0755,8
0.125,0.1895,8
0.145,0.1425,8
0.14,0.1595,8
0.095,0.0785,8
0.145,0.2245,8
0.14,0.143,8
0.13,0.1625,8
0.125,0.151,8
0.135,0.123,8
0.125,0.1135,8
0.14,0.1605,8
0.095,0.08,8
0.16,0.212,8
0.12,0.1055,8
0.09,0.073,8
0.145,0.196,8
0.12,0.114,8
0.16,0.279,8
0.095,0.0495,8
0.165,0.271,8
0.115,0.1335,8
0.11,0.104,8
0.15,0.161,8
0.12,0.061,8
0.16,0.1505,8
0.12,0.1405,8
0.09,0.0395,8
0.105,0.087,8
0.12,0.0935,8
0.145,0.1885,8
0.185,0.2905,8
0.15,0.2155,8
0.11,0.0855,8
0.085,0.0285,8
0.105,0.127,8
0.11,0.075,8
0.11,0.09,8
0.15,0.146,8
0.135,0.159,8
0.11,0.109,8
0.135,0.117,8
0.105,0.053,8
0.135,0.196,8
0.12,0.0885,8
0.155,0.236,8
0.14,0.1715,8
0.165,0.2675,8
0.135,0.279,8
0.125,0.136,8
0.145,0.22,8
0.115,0.0935,8
0.1,0.026,8
0.12,0.139,8
0.07,0.0305,8
0.13,0.1045,8
0.105,0.0805,8
0.105,0.0555,8
0.125,0.0965,8
0.15,0.1625,8
0.16,0.1915,8
0.14,0.165,8
0.105,0.124,8
0.115,0.106,8
0.13,0.133,8
0.13,0.127,8
0.1,0.0535,8
0.105,0.103,8
0.115,0.093,8
0.095,0.2215,8
0.1,0.0865,8
0.17,0.303,8
0.145,0.2275,8
0.145,0.1835,8
0.13,0.163,8
0.125,0.118,8
0.155,0.1765,8
0.105,0.0525,8
0.12,0.1045,8
0.185,0.3855,8
0.125,0.132,8
0.12,0.1315,8
0.09,0.0575,8
0.13,0.1745,8
0.11,0.099,8
0.14,0.118,8
0.14,0.173,8
0.12,0.1365,8
0.125,0.1265,8
0.095,0.0525,8
0.15,0.135,8
0.135,0.198,8
0.08,0.0225,8
0.15,0.1515,8
0.15,0.184,8
0.135,0.1285,8
0.15,0.1925,8
0.115,0.0635,8
0.12,0.143,8
0.105,0.093,8
0.085,0.033,8
0.16,0.2215,8
0.125,0.1355,8
0.09,0.0455,8
0.14,0.2,8
0.115,0.101,8
0.135,0.1855,8
0.135,0.185,8
0.095,0.064,8
0.12,0.147,8
0.095,0.071,8
0.105,0.1265,8
0.15,0.23,8
0.13,0.1565,8
0.125,0.1305,8
0.07,0.0135,8
0.09,0.038,8
0.165,0.2145,8
0.09,0.2685,8
0.11,0.102,8
0.165,0.19,8
0.11,0.107,8
0.115,0.081,8
0.165,0.2195,8
0.12,0.0825,8
0.135,0.145,8
0.125,0.1205,8
0.135,0.1815,8
0.145,0.1975,8
0.125,0.1435,8
0.12,0.097,8
0.13,0.111,8
0.115,0.112,8
0.125,0.14,8
0.1,0.1015,8
0.09,0.068,8
0.125,0.1465,8
0.095,0.056,8
0.13,0.1665,8
0.1,0.0665,8
0.095,0.0625,8
0.115,0.064,8
0.145,0.2205,8
0.09,0.057,8
0.12,0.1305,8
0.145,0.1945,8
0.14,0.145,8
0.09,0.041,8
0.135,0.2495,8
0.13,0.197,8
0.15,0.134,8
0.115,0.071,8
0.125,0.158,8
0.15,0.262,8
0.135,0.12,8
0.145,0.137,8
0.13,0.122,8
0.155,0.195,8
0.155,0.2095,8
0.15,0.218,8
0.115,0.0935,8
0.12,0.0615,8
0.115,0.074,8
0.125,0.1345,8
0.14,0.0625,8
0.15,0.274,8
0.14,0.0965,8
0.135,0.0995,8
0.155,0.274,8
0.115,0.108,8
0.11,0.0935,8
0.08,0.1015,8
0.11,0.067,8
0.135,0.177,8
0.16,0.246,8
0.125,0.1395,8
0.15,0.119,8
0.105,0.081,8
0.065,0.018,8
0.11,0.089,8
0.09,0.056,8
0.085,0.0445,8
0.15,0.1825,8
0.085,0.039,8
0.11,0.0985,8
0.155,0.2045,8
0.125,0.124,8
0.125,0.096,8
0.1,0.061,8
0.155,0.152,8
0.085,0.053,8
0.115,0.119,8
0.105,0.065,8
0.15,0.248,8
0.145,0.1815,8
0.085,0.0475,8
0.12,0.092,8
0.13,0.149,8
0.09,0.132,8
0.15,0.176,8
0.12,0.0995,8
0.14,0.088,8
0.13,0.1155,8
0.085,0.0595,8
0.16,0.239,8
0.175,0.171,8
0.125,0.205,8
0.145,0.1975,8
0.14,0.218,8
0.11,0.11,8
0.13,0.1245,8
0.09,0.0435,8
0.175,0.3555,8
0.15,0.195,8
0.15,0.215,8
0.125,0.113,8
0.095,0.0775,8
0.11,0.0795,8
0.08,0.0625,8
0.11,0.085,8
0.105,0.0735,8
0.13,0.1915,8
0.09,0.06,8
0.115,0.0785,8
0.125,0.0955,8
0.11,0.083,8
0.145,0.14,8
0.16,0.2175,8
0.13,0.112,8
0.14,0.0975,8
0.115,0.1845,8
0.14,0.1455,8
0.085,0.061,8
0.15,0.1965,8
0.135,0.1345,8
0.15,0.17,8
0.085,0.103,8
0.1,0.0595,8
0.185,0.29,8
0.17,0.2165,20
0.175,0.272,20
0.185,0.156,20
0.17,0.267,20
0.17,0.187,20
0.195,0.3695,20
0.17,0.2325,20
0.185,0.2215,20
0.175,0.2,20
0.17,0.225,20
0.155,0.196,20
0.13,0.1945,20
0.205,0.408,20
0.165,0.349,20
0.175,0.2995,20
0.155,0.236,20
0.185,0.2045,20
0.205,0.3115,20
0.16,0.139,20
0.175,0.4515,20
0.165,0.1455,20
0.16,0.168,20
0.205,0.49,20
0.15,0.1415,20
0.14,0.183,16
0.215,0.2595,16
0.215,0.2615,16
0.14,0.0705,16
0.2,0.2705,16
0.14,0.109,16
0.155,0.1825,16
0.15,0.3525,16
0.18,0.292,16
0.21,0.3655,16
0.175,0.216,16
0.125,0.102,16
0.195,0.3265,16
0.16,0.1545,16
0.215,0.4725,16
0.205,0.227,16
0.235,0.228,16
0.165,0.3455,16
0.155,0.1565,16
0.18,0.3365,16
0.165,0.225,16
0.225,0.423,16
0.12,0.182,16
0.18,0.392,16
0.17,0.1755,16
0.195,0.2245,16
0.175,0.3205,16
0.125,0.1495,16
0.165,0.1965,16
0.14,0.1445,16
0.185,0.1725,16
0.165,0.105,16
0.23,0.3985,16
0.2,0.3075,16
0.185,0.276,16
0.185,0.2635,16
0.16,0.1685,16
0.16,0.3175,16
0.19,0.306,16
0.165,0.1945,16
0.23,0.2895,16
0.175,0.309,16
0.2,0.2595,16
0.135,0.129,16
0.14,0.184,16
0.105,0.091,16
0.145,0.1505,16
0.14,0.2155,16
0.2,0.3375,16
0.18,0.277,16
0.165,0.1985,16
0.175,0.27,16
0.155,0.199,16
0.215,0.323,16
0.185,0.2635,16
0.17,0.2245,16
0.125,0.1425,16
0.165,0.179,16
0.135,0.131,16
0.19,0.3075,16
0.18,0.2975,19
0.2,0.472,19
0.16,0.244,19
0.165,0.169,19
0.12,0.0665,19
0.185,0.3155,19
0.155,0.1365,19
0.16,0.184,19
0.19,0.3435,19
0.14,0.144,19
0.165,0.1405,19
0.23,0.435,19
0.18,0.2475,19
0.185,0.175,19
0.165,0.209,19
0.175,0.207,19
0.14,0.1625,19
0.16,0.2635,19
0.15,0.212,19
0.16,0.156,19
0.155,0.194,19
0.175,0.2345,19
0.195,0.3235,19
0.2,0.453,19
0.16,0.2185,19
0.15,0.151,19
0.165,0.2665,19
0.2,0.3235,19
0.145,0.213,19
0.18,0.229,14
0.175,0.3385,14
0.19,0.3105,14
0.135,0.1095,14
0.165,0.1845,14
0.15,0.2455,14
0.135,0.0875,14
0.18,0.252,14
0.175,0.241,14
0.13,0.181,14
0.15,0.276,14
0.155,0.1845,14
0.205,0.2175,14
0.15,0.189,14
0.18,0.195,14
0.14,0.1475,14
0.2,0.3115,14
0.17,0.314,14
0.175,0.384,14
0.19,0.4005,14
0.19,0.483,14
0.16,0.273,14
0.25,0.42,14
0.12,0.2115,14
0.205,0.3565,14
0.25,0.2475,14
0.235,0.519,14
0.115,0.1915,14
0.125,0.061,14
0.17,0.2355,14
0.16,0.128,14
0.145,0.19,14
0.145,0.296,14
0.16,0.2185,14
0.135,0.0925,14
0.135,0.107,14
0.18,0.339,14
0.17,0.2205,14
0.18,0.2,14
0.135,0.165,14
0.17,0.241,14
0.165,0.2195,14
0.165,0.3545,14
0.13,0.1725,14
0.115,0.083,14
0.165,0.2755,14
0.125,0.1435,14
0.175,0.343,14
0.165,0.205,14
0.175,0.193,14
0.175,0.215,14
0.145,0.3285,14
0.22,0.3085,14
0.175,0.227,14
0.16,0.073,14
0.155,0.161,14
0.16,0.19,14
0.235,0.206,14
0.155,0.2005,14
0.165,0.358,14
0.15,0.3025,14
0.225,0.422,14
0.195,0.388,14
0.22,0.4255,14
0.165,0.264,14
0.175,0.3045,14
0.13,0.126,14
0.215,0.3655,14
0.145,0.2925,14
0.15,0.194,14
0.155,0.2565,14
0.21,0.487,14
0.155,0.2105,14
0.16,0.3,14
0.19,0.2475,14
0.19,0.361,14
0.17,0.219,14
0.17,0.326,14
0.15,0.1815,14
0.145,0.195,14
0.16,0.275,14
0.12,0.125,14
0.155,0.159,14
0.145,0.2575,14
0.135,0.196,14
0.15,0.205,14
0.135,0.2675,14
0.205,0.2505,14
0.14,0.2045,14
0.215,0.541,14
0.12,0.108,14
0.135,0.1225,14
0.195,0.1795,14
0.095,0.085,14
0.145,0.108,14
0.12,0.1315,14
0.19,0.386,14
0.205,0.337,14
0.15,0.186,14
0.145,0.2275,14
0.14,0.1725,14
0.2,0.4195,14
0.14,0.1445,14
0.125,0.1635,14
0.155,0.239,14
0.19,0.2655,14
0.14,0.158,14
0.17,0.2465,14
0.16,0.2825,14
0.14,0.127,14
0.15,0.186,14
0.175,0.158,14
0.135,0.142,14
0.125,0.1365,11
0.2,0.374,11
0.155,0.227,11
0.175,0.3845,11
0.17,0.1905,11
0.115,0.092,11
0.16,0.3205,11
0.175,0.269,11
0.215,0.4585,11
0.125,0.108,11
0.17,0.2305,11
0.195,0.3305,11
0.22,0.422,11
0.155,0.293,11
0.135,0.2245,11
0.155,0.374,11
0.2,0.336,11
0.135,0.1635,11
0.145,0.1245,11
0.135,0.1605,11
0.165,0.239,11
0.15,0.242,11
0.175,0.247,11
0.155,0.183,11
0.175,0.303,11
0.125,0.1125,11
0.185,0.383,11
0.18,0.317,11
0.175,0.351,11
0.215,0.3615,11
0.095,0.062,11
0.16,0.2385,11
0.175,0.259,11
0.205,0.5225,11
0.155,0.205,11
0.155,0.217,11
0.165,0.285,11
0.165,0.292,11
0.115,0.1585,11
0.15,0.304,11
0.105,0.097,11
0.165,0.3,11
0.17,0.229,11
0.14,0.137,11
0.125,0.13,11
0.14,0.1375,11
0.115,0.108,11
0.1,0.061,11
0.155,0.3045,11
0.165,0.2815,11
0.175,0.4565,11
0.19,0.2885,11
0.15,0.24,11
0.195,0.2985,11
0.115,0.144,11
0.205,0.2815,11
0.105,0.142,11
0.215,0.5235,11
0.165,0.274,11
0.15,0.1945,11
0.175,0.258,11
0.195,0.322,11
0.165,0.1695,11
0.195,0.363,11
0.215,0.296,11
0.19,0.3365,11
0.155,0.29,11
0.175,0.1875,11
0.23,0.2235,11
0.155,0.226,11
0.19,0.436,11
0.21,0.3255,11
0.19,0.4305,11
0.15,0.234,11
0.195,0.3115,11
0.165,0.3015,11
0.165,0.17,11
0.175,0.3725,11
0.1,0.0455,11
0.19,0.257,11
0.12,0.144,11
0.18,0.36,11
0.18,0.1235,11
0.125,0.1785,11
0.1,0.0575,11
0.18,0.375,11
0.15,0.2075,11
0.18,0.407,11
0.185,0.3025,11
0.16,0.241,11
0.225,0.487,11
0.165,0.2345,11
0.115,0.108,11
0.155,0.171,11
0.13,0.1365,11
0.16,0.369,11
0.185,0.409,11
0.17,0.157,11
0.145,0.246,11
0.17,0.383,11
0.145,0.157,11
0.2,0.3585,11
0.17,0.293,11
0.175,0.2875,11
0.175,0.266,11
0.185,0.2555,11
0.155,0.3585,11
0.15,0.2845,11
0.17,0.273,11
0.155,0.2225,11
0.09,0.024,11
0.16,0.2825,11
0.15,0.209,11
0.155,0.212,11
0.18,0.397,11
0.14,0.1575,11
0.165,0.217,11
0.22,0.378,11
0.195,0.492,11
0.1,0.0475,11
0.075,0.038,11
0.16,0.311,11
0.16,0.167,11
0.175,0.281,11
0.145,0.3405,11
0.195,0.383,11
0.16,0.357,11
0.185,0.367,11
0.085,0.0365,11
0.17,0.2885,11
0.18,0.204,11
0.165,0.3145,11
0.15,0.135,11
0.155,0.189,11
0.14,0.127,11
0.2,0.3665,11
0.145,0.2,11
0.18,0.351,11
0.16,0.335,11
0.115,0.148,11
0.16,0.2525,11
0.185,0.3935,11
0.15,0.2165,11
0.115,0.0925,11
0.16,0.245,11
0.18,0.3245,11
0.2,0.305,11
0.14,0.1555,11
0.185,0.293,11
0.19,0.3655,11
0.13,0.189,11
0.2,0.2995,11
0.175,0.375,11
0.17,0.263,11
0.155,0.314,11
0.115,0.1785,11
0.14,0.227,11
0.14,0.145,11
0.17,0.4565,11
0.215,0.176,11
0.13,0.1525,11
0.115,0.055,11
0.175,0.3805,11
0.2,0.4655,11
0.18,0.277,11
0.175,0.402,11
0.2,0.422,11
0.215,0.4095,11
0.155,0.178,11
0.145,0.1485,11
0.14,0.2355,11
0.1,0.065,11
0.165,0.183,11
0.15,0.163,11
0.155,0.3135,11
0.155,0.2585,11
0.15,0.258,11
0.125,0.09,11
0.185,0.55,11
0.19,0.4105,11
0.17,0.377,11
0.175,0.299,11
0.165,0.2095,11
0.155,0.162,11
0.14,0.114,11
0.15,0.145,11
0.185,0.4205,11
0.12,0.139,11
0.17,0.3515,11
0.15,0.1685,11
0.155,0.346,11
0.215,0.4825,11
0.165,0.227,11
0.14,0.1905,11
0.22,0.448,11
0.21,0.308,11
0.18,0.314,11
0.145,0.1235,11
0.21,0.513,11
0.195,0.2735,11
0.195,0.366,11
0.155,0.1955,11
0.165,0.1985,11
0.18,0.3115,11
0.14,0.1275,11
0.145,0.138,11
0.19,0.398,11
0.18,0.165,11
0.185,0.2705,11
0.19,0.296,11
0.2,0.285,11
0.125,0.162,11
0.15,0.2105,11
0.195,0.3735,11
0.15,0.2425,11
0.165,0.222,11
0.17,0.2955,11
0.115,0.1175,11
0.115,0.1245,11
0.175,0.247,11
0.2,0.385,11
0.15,0.2465,11
0.215,0.403,11
0.155,0.2615,11
0.22,0.44,11
0.135,0.1955,11
0.155,0.1685,11
0.175,0.284,11
0.175,0.2705,11
0.105,0.18,11
0.155,0.174,11
0.08,0.125,11
0.17,0.318,11
0.15,0.2385,11
0.16,0.2885,11
0.19,0.4345,11
0.21,0.396,11
0.195,0.3235,11
0.15,0.1855,11
0.125,0.1075,11
0.145,0.2505,11
0.19,0.4875,11
0.145,0.181,11
0.125,0.146,11
0.16,0.2925,11
0.13,0.168,11
0.09,0.0545,11
0.12,0.257,11
0.18,0.318,11
0.18,0.2425,11
0.145,0.2155,11
0.175,0.21,11
0.17,0.25,11
0.165,0.281,11
0.155,0.2315,11
0.175,0.287,11
0.175,0.282,11
0.13,0.0645,11
0.17,0.3165,11
0.165,0.2865,11
0.16,0.257,11
0.17,0.1555,11
0.145,0.1605,11
0.17,0.2925,11
0.175,0.526,11
