@relation abalone

@attribute Sex {M,F,I}
@attribute Diameter numeric
@attribute Whole_weight numeric
@attribute Rings {15,7,9,10,8,20,16,19,14,11,12,18,13,5,4,6,21,17,22,1,3,26,23,29,2,27,25,24}

@data
M,0.455,0.9335,10
M,0.45,0.838,10
F,0.365,0.6345,10
M,0.44,0.879,10
I,0.435,0.805,10
F,0.305,0.314,10
F,0.49,1.2155,10
F,0.525,1.3595,10
F,0.34,0.4195,10
M,0.37,0.4665,10
I,0.385,0.5125,10
I,0.4,0.705,10
F,0.52,1.541,10
F,0.36,0.4765,10
M,0.46,0.869,10
M,0.56,1.675,10
M,0.44,0.8255,10
I,0.405,0.7585,10
M,0.485,1.243,10
M,0.5,1.0565,10
F,0.475,0.974,10
M,0.425,0.817,10
M,0.495,1.31,10
M,0.6,2.1945,10
F,0.495,1.262,10
M,0.225,0.1295,10
I,0.475,0.9745,10
F,0.48,1.3525,10
M,0.475,1.168,10
F,0.53,1.431,10
F,0.45,0.837,10
M,0.475,1.0265,10
M,0.365,0.9605,10
F,0.4,0.714,10
F,0.475,1.004,10
F,0.405,0.6845,10
I,0.43,0.833,10
I,0.31,0.2965,10
I,0.475,1.0505,10
I,0.385,0.581,10
F,0.51,1.6525,10
M,0.52,1.4755,10
M,0.34,0.388,10
M,0.51,1.3715,10
F,0.53,1.5105,10
M,0.46,1.03,10
F,0.45,0.8285,10
M,0.495,1.3695,10
M,0.405,0.8025,10
M,0.475,1.129,10
F,0.53,1.4465,10
I,0.46,0.8465,10
I,0.49,1.071,10
M,0.465,0.911,10
F,0.4,0.5765,10
I,0.31,0.2875,10
F,0.49,1.2435,10
M,0.405,0.7775,10
M,0.53,1.583,10
M,0.455,1.012,10
I,0.43,0.6255,10
M,0.445,1.0145,10
I,0.42,0.6725,10
F,0.49,1.33,10
M,0.4,0.663,10
M,0.35,0.515,10
M,0.475,1.065,10
F,0.525,1.348,10
F,0.45,1.2365,10
M,0.495,1.219,10
F,0.47,0.871,10
M,0.405,0.722,10
F,0.35,0.5725,10
I,0.435,0.7535,10
F,0.57,1.587,10
F,0.515,1.546,10
M,0.305,0.297,10
F,0.515,1.337,10
M,0.355,0.4415,10
F,0.38,0.549,10
M,0.4,0.6515,10
M,0.44,0.875,10
F,0.305,0.3605,10
F,0.395,0.7565,10
F,0.295,0.2245,10
M,0.45,1.0805,10
M,0.485,1.098,10
I,0.445,0.8225,10
M,0.485,1.049,10
F,0.415,0.879,10
M,0.525,1.4065,10
M,0.475,1.1315,10
F,0.56,1.7715,10
F,0.455,1.058,10
F,0.415,0.8045,10
M,0.48,1.065,10
I,0.43,0.742,10
I,0.45,0.795,10
F,0.515,1.389,10
F,0.44,0.846,10
I,0.45,1.022,10
M,0.53,1.39,10
M,0.45,0.824,10
I,0.29,0.25,10
M,0.55,1.885,10
M,0.51,1.545,10
M,0.275,0.2065,10
F,0.48,1.1615,10
M,0.42,0.6855,10
M,0.375,0.563,10
M,0.55,2.165,10
M,0.525,1.3135,10
M,0.49,1.205,10
M,0.49,1.2005,10
F,0.45,1.077,10
F,0.29,0.2705,10
I,0.46,0.8715,10
F,0.465,1.0725,10
I,0.41,0.699,10
F,0.4,0.7005,10
M,0.455,0.886,10
F,0.47,1.116,10
F,0.55,1.679,10
M,0.465,1.115,10
M,0.5,1.054,10
F,0.5,1.327,10
I,0.415,0.702,10
I,0.295,0.2715,10
M,0.51,0.986,10
F,0.515,1.3115,10
M,0.5,1.3375,10
F,0.445,1.224,10
M,0.49,1.9875,10
I,0.475,0.9665,10
M,0.455,0.8855,10
M,0.295,0.2765,10
I,0.49,1.1,10
F,0.495,1.1655,10
F,0.47,0.922,10
F,0.51,1.363,10
F,0.26,0.207,10
F,0.325,0.3105,10
M,0.47,1.128,10
I,0.365,0.53,10
F,0.485,1.1575,10
M,0.325,0.417,10
F,0.505,1.2235,10
F,0.57,1.761,10
M,0.48,1.137,10
M,0.455,0.9685,10
F,0.455,0.8895,10
F,0.465,0.8935,10
M,0.45,1.142,10
M,0.405,1.406,10
M,0.535,1.6755,10
F,0.275,0.205,10
M,0.35,0.3675,10
F,0.495,1.2635,10
M,0.49,1.171,10
I,0.425,0.89,10
M,0.505,1.1605,10
F,0.46,0.9575,10
F,0.435,0.6855,10
M,0.415,0.879,10
F,0.475,1.115,10
F,0.32,0.4135,10
I,0.375,0.8415,10
I,0.55,2.0495,10
M,0.455,0.972,10
M,0.5,1.096,10
F,0.51,1.382,10
M,0.425,0.8445,10
M,0.505,1.1565,10
I,0.415,0.619,10
M,0.45,0.9125,10
I,0.44,0.7905,10
F,0.455,0.976,10
M,0.465,1.262,10
F,0.5,1.1105,10
F,0.455,1.1155,10
M,0.25,0.197,10
I,0.425,0.7965,10
M,0.44,0.8645,10
M,0.45,1.195,10
I,0.37,0.4985,10
F,0.41,0.6985,10
M,0.435,0.7625,10
M,0.425,0.7455,10
I,0.415,0.7915,10
F,0.5,1.383,10
F,0.525,1.644,10
M,0.43,0.798,10
M,0.505,1.374,10
F,0.465,0.7955,10
F,0.5,0.925,10
F,0.53,1.5175,10
F,0.58,2.103,10
F,0.455,1.0735,10
F,0.535,1.2395,10
I,0.53,1.1095,10
M,0.54,1.482,10
F,0.52,1.4545,10
M,0.525,1.3575,10
F,0.48,1.1345,10
F,0.375,0.458,10
I,0.37,0.458,10
F,0.47,1.1345,10
M,0.47,1.1155,10
F,0.455,0.966,10
M,0.545,1.4245,10
F,0.475,1.1155,10
M,0.46,0.8975,10
I,0.45,0.924,10
F,0.55,1.566,10
M,0.28,0.2225,10
M,0.38,0.6615,10
M,0.265,0.1835,10
I,0.46,0.8295,10
M,0.51,1.5265,10
M,0.435,0.9055,10
I,0.405,0.6755,10
M,0.355,0.547,10
I,0.46,0.9265,10
M,0.375,0.5175,10
F,0.33,0.463,10
F,0.38,0.6725,10
I,0.425,0.6805,10
I,0.26,0.174,10
I,0.36,0.457,10
F,0.525,1.6015,10
M,0.34,0.402,10
M,0.44,1.025,10
M,0.525,1.3135,10
I,0.475,1.12,10
M,0.46,1.1135,10
I,0.27,0.216,10
M,0.54,1.534,10
I,0.42,0.81,10
F,0.555,1.6895,10
F,0.5,1.376,10
M,0.445,0.876,10
F,0.505,1.367,10
M,0.435,0.7535,10
F,0.34,0.3675,10
I,0.35,0.4745,10
I,0.425,0.7205,10
M,0.355,0.491,10
M,0.55,1.274,10
F,0.415,0.6935,10
F,0.375,0.5615,10
M,0.49,1.101,10
M,0.455,1.1215,10
I,0.305,0.3625,10
M,0.435,0.992,10
F,0.485,1.0565,10
F,0.42,0.8655,10
I,0.45,0.8145,10
F,0.49,1.1345,10
M,0.42,0.7465,10
F,0.57,2.0165,10
F,0.395,0.7155,10
F,0.385,0.6905,10
F,0.36,0.4385,10
F,0.52,1.3345,10
F,0.315,0.286,10
M,0.485,1.1795,10
I,0.47,0.9365,10
M,0.505,1.463,10
M,0.46,1.0565,10
M,0.515,1.217,10
F,0.485,1.362,10
M,0.515,1.369,10
F,0.48,1.1145,10
F,0.425,0.873,10
F,0.505,1.0145,10
M,0.405,0.7575,10
F,0.5,1.122,10
F,0.375,0.588,10
I,0.45,0.858,10
M,0.37,0.5725,10
F,0.265,0.2165,10
M,0.43,0.879,10
M,0.47,0.985,10
F,0.5,1.148,10
M,0.505,1.307,10
M,0.525,1.478,10
M,0.5,1.401,10
M,0.47,1.0175,10
F,0.55,1.52,10
F,0.28,0.2305,10
I,0.385,0.6265,10
M,0.445,0.737,10
M,0.525,1.89,10
F,0.46,1.017,10
M,0.48,1.2205,10
I,0.4,0.5825,10
F,0.46,1.0265,10
M,0.285,0.228,10
M,0.47,1.012,10
I,0.48,0.9995,10
F,0.35,0.5185,10
F,0.495,1.198,10
M,0.46,1.0335,10
M,0.515,1.4415,10
F,0.55,1.9965,10
M,0.55,2.173,10
M,0.465,0.799,10
F,0.535,1.866,10
M,0.42,1.3405,10
F,0.405,0.6835,10
F,0.435,0.8295,10
F,0.415,0.7715,10
F,0.525,1.5965,10
M,0.525,1.489,10
F,0.545,1.5055,10
F,0.475,1.0005,10
F,0.42,0.754,10
F,0.5,1.2205,10
M,0.48,1.085,10
F,0.48,1.056,10
M,0.43,0.8265,10
M,0.435,0.873,10
M,0.565,1.8565,10
F,0.425,0.813,10
M,0.365,0.467,10
M,0.44,0.8815,10
I,0.425,0.656,10
F,0.575,2.1505,10
I,0.42,0.6665,10
I,0.375,0.468,10
F,0.475,1.1435,10
F,0.505,1.2905,10
F,0.535,1.2895,10
I,0.4,0.6955,10
F,0.53,1.491,10
I,0.475,1.0605,10
F,0.415,1.358,10
M,0.52,1.519,10
F,0.475,1.148,10
M,0.44,1.2255,10
F,0.315,0.321,10
M,0.545,1.9125,10
F,0.515,1.3715,10
M,0.51,1.3415,10
I,0.44,0.7665,10
F,0.41,0.654,10
F,0.41,0.6965,10
M,0.44,1.1115,10
M,0.45,1.0145,10
M,0.255,0.169,10
I,0.34,0.407,10
M,0.345,0.3795,10
M,0.26,0.198,10
M,0.515,1.042,10
M,0.36,0.5265,10
M,0.47,1.186,10
M,0.43,0.8395,10
M,0.51,1.2815,10
F,0.36,0.4775,10
M,0.525,1.622,10
F,0.485,1.2155,10
M,0.46,1.1295,10
M,0.46,1.4395,10
F,0.45,0.741,10
F,0.36,0.472,10
M,0.43,0.9115,10
M,0.455,0.953,10
M,0.38,0.7605,10
M,0.38,0.474,10
F,0.46,0.8765,10
F,0.525,1.42,10
F,0.4,0.8145,10
F,0.52,1.3435,10
M,0.505,1.533,10
M,0.45,0.871,10
F,0.5,1.293,10
M,0.48,1.3065,10
M,0.485,1.233,10
M,0.515,1.247,10
F,0.515,1.212,10
M,0.48,1.3555,10
I,0.435,0.7995,10
M,0.495,1.0815,10
M,0.365,0.522,10
F,0.48,1.1345,10
M,0.47,1.214,10
M,0.46,1,10
M,0.475,0.983,10
F,0.445,0.826,10
F,0.42,0.857,10
F,0.425,0.8735,10
F,0.505,1.1345,10
F,0.44,1.016,10
M,0.49,0.8765,10
M,0.545,1.7405,10
F,0.475,1.1845,10
M,0.435,1.0105,10
M,0.52,1.4105,10
I,0.43,0.7395,10
M,0.255,0.179,10
M,0.43,0.831,10
F,0.545,1.5245,10
F,0.4,1.224,10
M,0.375,0.636,10
F,0.29,0.257,10
M,0.46,0.929,10
M,0.42,0.675,10
F,0.465,1.0425,10
M,0.425,0.849,10
M,0.45,0.959,10
I,0.45,0.8715,10
M,0.505,1.27,10
M,0.495,1.2075,10
M,0.35,0.406,10
F,0.39,0.5305,10
M,0.47,1.0865,10
M,0.49,1.112,10
F,0.445,0.913,10
M,0.36,0.5415,10
M,0.475,1.15,10
I,0.275,0.2255,10
F,0.41,0.712,10
F,0.45,1.068,10
F,0.465,0.9855,10
F,0.48,1.11,10
I,0.425,0.9175,10
F,0.495,1.548,10
F,0.4,0.6675,10
F,0.435,0.8785,10
M,0.4,0.6905,10
F,0.475,1.0165,10
F,0.505,1.2075,10
M,0.57,2.2355,10
F,0.475,1.3335,10
M,0.53,1.51,10
F,0.56,2.381,10
M,0.5,1.519,10
F,0.5,1.2475,10
M,0.495,1.3635,10
F,0.48,1.0645,10
M,0.47,1.2015,10
F,0.325,0.3635,10
F,0.5,1.2465,10
M,0.315,0.287,10
M,0.49,1.185,10
M,0.535,1.3845,10
I,0.43,0.712,10
M,0.475,1.201,10
M,0.435,0.8815,10
M,0.48,1.0855,10
I,0.3,0.2595,10
F,0.375,0.5785,10
M,0.56,1.74,10
I,0.365,0.5585,10
F,0.445,1.017,10
I,0.445,0.7935,10
I,0.45,0.751,10
M,0.475,1.1935,10
F,0.375,0.5895,10
F,0.49,0.92,10
M,0.44,0.966,10
M,0.475,1.3585,10
M,0.425,0.8315,10
F,0.47,1.255,10
M,0.36,0.488,10
M,0.52,1.558,10
M,0.385,0.623,10
M,0.515,1.229,10
M,0.45,0.95,10
F,0.535,1.4415,10
M,0.48,1.223,10
M,0.51,1.261,10
M,0.565,2.21,10
F,0.48,1.1045,10
F,0.48,1.1,10
M,0.58,2.0065,10
F,0.435,0.8105,10
M,0.48,1.1785,10
F,0.485,1.0945,10
M,0.435,0.699,10
M,0.49,0.9755,10
F,0.405,0.646,10
F,0.43,1.48,10
F,0.51,1.415,10
F,0.46,1.1185,10
M,0.48,1.04,10
F,0.51,1.567,10
F,0.385,0.6695,10
F,0.48,1.079,10
I,0.415,0.7125,10
F,0.48,1.2615,10
F,0.475,1.382,10
F,0.585,1.309,10
F,0.535,1.361,10
F,0.5,1.3165,10
M,0.5,1.362,10
M,0.475,1.0305,10
I,0.47,0.985,10
M,0.45,1.0595,10
F,0.51,1.35,10
M,0.475,0.977,10
F,0.48,1.0125,10
M,0.51,1.226,10
F,0.405,0.6375,10
M,0.49,1.3325,10
I,0.365,0.499,10
F,0.585,2.0725,10
I,0.44,0.825,10
M,0.34,0.495,10
M,0.475,1.103,10
I,0.45,0.8075,10
F,0.47,0.9205,10
M,0.235,0.163,10
I,0.375,0.441,10
F,0.49,1.336,10
M,0.57,1.8275,10
M,0.45,0.874,10
I,0.425,0.7655,10
M,0.42,0.791,10
F,0.53,1.564,10
F,0.435,0.982,10
F,0.335,0.4335,10
F,0.51,1.233,10
F,0.485,1.2255,10
M,0.505,1.4025,10
M,0.475,0.99,10
I,0.425,0.8145,10
I,0.475,0.984,10
F,0.51,1.375,10
M,0.515,1.265,10
I,0.405,0.657,10
M,0.525,1.085,10
F,0.465,0.98,10
M,0.48,1.1835,10
F,0.465,1.1,10
I,0.31,0.2865,8
I,0.3,0.5965,8
M,0.325,0.413,8
M,0.415,0.845,8
M,0.45,0.7995,8
F,0.45,1.137,8
M,0.385,0.7275,8
I,0.385,1.0835,8
M,0.395,0.7635,8
M,0.45,0.8685,8
M,0.385,0.562,8
I,0.36,0.4905,8
I,0.39,0.531,8
M,0.485,1.278,8
M,0.445,0.8965,8
M,0.39,0.6435,8
I,0.355,0.3615,8
I,0.3,0.308,8
I,0.315,0.4025,8
M,0.3,0.2505,8
M,0.385,0.5895,8
I,0.28,0.196,8
M,0.41,0.939,8
F,0.51,1.486,8
I,0.3,0.28,8
I,0.33,0.335,8
I,0.35,0.547,8
I,0.355,0.468,8
I,0.315,0.384,8
I,0.355,0.499,8
I,0.325,0.314,8
I,0.42,0.636,8
M,0.35,0.3615,8
I,0.255,0.1655,8
F,0.425,0.746,8
M,0.365,0.612,8
M,0.395,0.6335,8
I,0.355,0.4585,8
I,0.4,0.5605,8
M,0.365,1.029,8
I,0.415,0.5765,8
M,0.465,0.9065,8
I,0.34,0.384,8
I,0.28,0.2175,8
I,0.38,0.441,8
M,0.355,0.981,8
M,0.405,0.7035,8
I,0.375,0.5755,8
F,0.35,0.44,8
I,0.29,0.2365,8
M,0.435,0.9205,8
M,0.41,0.796,8
F,0.41,0.7905,8
F,0.45,0.8495,8
M,0.45,0.9655,8
I,0.325,0.306,8
M,0.47,1.2,8
F,0.46,0.9735,8
M,0.37,0.4895,8
M,0.46,0.9155,8
I,0.375,0.464,8
I,0.38,0.519,8
I,0.36,0.4355,8
F,0.275,0.2225,8
M,0.44,0.827,8
M,0.415,0.753,8
M,0.455,0.9795,8
I,0.36,0.5155,8
I,0.325,0.405,8
M,0.52,1.561,8
F,0.36,0.4755,8
F,0.43,0.84,8
F,0.475,1.1155,8
M,0.48,1.2065,8
M,0.445,1.0635,8
F,0.44,0.8435,8
I,0.4,0.617,8
M,0.42,0.8755,8
M,0.45,0.858,8
I,0.395,0.608,8
I,0.325,0.335,8
F,0.495,1.153,8
M,0.35,0.4425,8
I,0.33,0.358,8
M,0.505,1.131,8
F,0.435,0.9,8
I,0.35,0.5465,8
M,0.395,0.553,8
M,0.36,0.547,8
I,0.42,0.717,8
F,0.44,0.6405,8
I,0.285,0.239,8
M,0.4,0.58,8
I,0.345,0.393,8
I,0.325,0.361,8
I,0.365,0.426,8
I,0.405,0.658,8
M,0.47,0.9955,8
I,0.39,0.597,8
M,0.5,1.082,8
F,0.445,0.8775,8
M,0.47,1.1325,8
I,0.28,0.215,8
I,0.38,0.5,8
F,0.425,0.8495,8
M,0.44,0.8725,8
M,0.355,0.479,8
I,0.33,0.372,8
F,0.365,0.4785,8
M,0.28,0.224,8
M,0.39,0.5585,8
M,0.365,0.521,8
I,0.4,0.7165,8
I,0.23,0.144,8
I,0.4,0.622,8
M,0.37,0.5135,8
F,0.4,0.615,8
F,0.43,0.834,8
I,0.315,0.3645,8
M,0.44,0.8275,8
M,0.355,0.4795,8
I,0.325,0.317,8
I,0.285,0.244,8
F,0.445,0.858,8
I,0.34,0.396,8
I,0.295,0.2725,8
I,0.27,0.232,8
I,0.46,0.8335,8
M,0.335,0.369,8
M,0.4,0.7205,8
F,0.38,0.6355,8
I,0.345,0.3685,8
I,0.365,0.4545,8
M,0.47,0.928,8
F,0.455,1.063,8
M,0.305,0.2605,8
I,0.44,0.7235,8
I,0.3,0.304,8
M,0.405,0.7185,8
I,0.45,0.753,8
M,0.515,1.3855,8
I,0.42,0.837,8
F,0.425,0.964,8
M,0.48,1.1495,8
I,0.345,0.4295,8
M,0.48,1.286,8
F,0.33,0.4005,8
F,0.46,0.9905,8
M,0.45,0.9275,8
I,0.37,0.5065,8
I,0.385,0.6115,8
M,0.39,0.769,8
F,0.49,1.144,8
F,0.48,1.2095,8
F,0.445,0.888,8
M,0.275,0.2685,8
I,0.385,0.607,8
F,0.425,0.8765,8
I,0.36,0.439,8
F,0.435,1.0305,8
M,0.435,0.7495,8
M,0.47,1.1685,8
F,0.445,0.95,8
M,0.445,0.9875,8
M,0.195,0.08,8
F,0.405,0.889,8
F,0.42,0.8875,8
I,0.385,0.625,8
I,0.375,0.5445,8
I,0.375,0.487,8
I,0.41,0.7025,8
I,0.355,0.4445,8
M,0.35,0.46,8
F,0.35,0.4085,8
I,0.31,0.3505,8
I,0.38,0.5285,8
M,0.415,0.751,8
I,0.42,0.8935,8
M,0.425,0.9365,8
F,0.455,1.275,8
M,0.465,1.193,8
I,0.34,0.428,8
I,0.32,0.378,8
F,0.5,1.1965,8
M,0.41,0.599,8
I,0.355,0.4965,8
I,0.35,0.468,8
I,0.42,0.658,8
M,0.335,0.406,8
I,0.43,0.677,8
I,0.32,0.34,8
I,0.375,0.4155,8
I,0.38,0.5395,8
M,0.375,0.4265,8
I,0.31,0.2805,8
M,0.385,0.5785,8
I,0.34,0.4045,8
M,0.275,0.2925,8
F,0.38,0.693,8
I,0.355,0.436,8
F,0.3,0.3025,8
M,0.39,0.599,8
M,0.48,1.1785,8
F,0.435,1.012,8
M,0.35,0.458,8
M,0.38,0.554,8
I,0.405,0.599,8
I,0.35,0.456,8
I,0.23,0.1275,8
M,0.415,0.852,8
I,0.425,0.7665,8
M,0.43,0.8675,8
I,0.375,0.507,8
I,0.43,0.728,8
M,0.485,1.175,8
F,0.445,1.1465,8
F,0.38,0.608,8
I,0.48,0.9175,8
M,0.36,0.578,8
M,0.4,0.7715,8
I,0.31,0.2665,8
I,0.36,0.492,8
F,0.34,0.364,8
I,0.32,0.3675,8
I,0.355,0.48,8
M,0.425,0.79,8
M,0.435,1.065,8
F,0.48,0.991,8
I,0.355,0.4775,8
I,0.38,0.616,8
I,0.365,0.4495,8
I,0.405,0.5945,8
I,0.285,0.226,8
I,0.4,0.6445,8
I,0.245,0.1435,8
M,0.4,0.7575,8
F,0.48,1.1125,8
I,0.36,0.6325,8
M,0.45,1.0025,8
F,0.36,0.4705,8
F,0.46,0.926,8
I,0.385,0.516,8
M,0.265,0.201,8
M,0.34,0.4215,8
M,0.475,0.884,8
I,0.34,0.3245,8
F,0.45,0.9045,8
F,0.46,0.957,8
I,0.285,0.2225,8
M,0.255,0.3175,8
F,0.4,0.6975,8
F,0.46,0.9325,8
F,0.4,0.8215,8
F,0.465,0.9965,8
I,0.41,0.5185,8
F,0.475,1.0725,8
F,0.46,1.0515,8
M,0.375,0.5,8
M,0.445,0.796,8
I,0.29,0.3,8
I,0.305,0.2715,8
F,0.435,0.834,8
M,0.33,0.4955,8
I,0.375,0.557,8
F,0.365,0.4305,8
M,0.39,0.617,8
I,0.365,0.461,8
F,0.455,1.107,8
I,0.315,0.378,8
M,0.44,0.838,8
I,0.43,0.9845,8
I,0.28,0.2755,8
F,0.5,1.29,8
I,0.325,0.326,8
F,0.365,0.5885,8
M,0.485,1.2275,8
M,0.385,0.609,8
I,0.335,0.4055,8
M,0.395,1.007,8
I,0.34,0.371,8
M,0.465,0.9505,8
I,0.355,0.4495,8
I,0.34,0.486,8
I,0.38,0.5345,8
F,0.425,0.771,8
M,0.44,0.985,8
I,0.345,0.415,8
I,0.32,0.3075,8
F,0.43,0.909,8
I,0.39,0.5705,8
M,0.44,0.87,8
I,0.32,0.3275,8
I,0.39,0.685,8
I,0.44,0.983,8
I,0.37,0.4715,8
F,0.42,0.699,8
I,0.395,0.551,8
F,0.53,1.2835,8
I,0.405,0.6965,8
I,0.37,0.536,8
I,0.25,0.185,8
F,0.48,1.2495,8
I,0.43,0.7595,8
M,0.47,1.206,8
M,0.36,0.5135,8
F,0.5,1.332,8
M,0.42,0.738,8
I,0.355,0.5035,8
F,0.33,0.406,8
I,0.27,0.2105,8
F,0.425,0.7585,8
F,0.42,0.627,8
I,0.355,0.5785,8
I,0.32,0.409,8
I,0.4,0.602,8
I,0.365,0.4475,8
I,0.39,0.567,8
I,0.355,0.4975,8
I,0.325,0.4965,8
I,0.355,0.393,8
I,0.385,0.596,8
M,0.565,1.187,8
M,0.36,0.439,8
M,0.285,0.271,8
I,0.47,0.974,8
I,0.375,0.494,8
I,0.4,0.578,8
F,0.475,1.072,8
F,0.43,0.923,8
I,0.435,0.765,8
I,0.43,0.7425,8
I,0.365,0.5185,8
M,0.455,0.867,8
I,0.38,0.5215,8
I,0.355,0.601,8
M,0.49,1.146,8
I,0.375,0.5535,8
M,0.525,1.7005,8
I,0.2,0.0995,8
I,0.255,0.1745,8
M,0.485,1.0835,8
M,0.39,0.678,8
I,0.325,0.3995,8
I,0.37,0.514,8
M,0.23,0.125,8
I,0.415,0.5705,8
I,0.395,0.5395,8
F,0.46,1.0115,8
I,0.415,0.7815,8
I,0.395,0.7865,8
I,0.3,0.2995,8
F,0.325,0.445,8
I,0.335,0.444,8
F,0.305,0.2815,8
I,0.36,0.452,8
F,0.465,1.1025,8
I,0.4,0.6455,8
I,0.33,0.365,8
I,0.385,0.56,8
F,0.32,0.353,8
F,0.46,1.065,8
I,0.21,0.1,8
I,0.305,0.284,8
M,0.48,1.2435,8
F,0.375,0.5375,8
F,0.39,0.5725,8
I,0.31,0.91,8
F,0.355,0.441,8
F,0.305,0.32,8
I,0.4,0.5935,8
I,0.405,0.6795,8
I,0.39,0.5955,8
I,0.38,0.6245,8
I,0.42,0.74,8
I,0.3,0.259,8
I,0.325,0.82,8
F,0.48,0.897,8
I,0.4,0.5655,8
F,0.39,0.66,8
M,0.42,0.8745,8
M,0.435,0.874,8
M,0.315,0.4015,8
M,0.38,0.5865,8
M,0.4,0.559,8
M,0.37,0.649,8
I,0.28,0.2025,8
M,0.295,0.241,8
I,0.395,0.556,8
F,0.43,0.8745,8
M,0.255,0.1635,8
M,0.345,0.4935,8
I,0.38,0.5155,8
M,0.375,0.5805,8
F,0.355,0.8795,8
I,0.365,0.411,8
I,0.415,0.6385,8
M,0.465,0.9895,8
I,0.4,0.775,8
M,0.43,0.7165,8
I,0.24,0.137,8
I,0.37,0.3965,8
M,0.31,0.3245,8
M,0.45,0.874,8
F,0.415,0.724,8
I,0.24,0.152,8
F,0.45,0.7805,8
I,0.34,0.344,8
I,0.41,0.595,8
I,0.26,0.1925,8
I,0.44,0.755,8
I,0.43,0.7005,8
F,0.355,0.594,8
M,0.335,0.4405,8
F,0.46,0.7875,8
I,0.345,0.4005,8
I,0.26,0.192,8
I,0.34,0.3405,8
M,0.415,0.78,8
I,0.35,0.471,8
I,0.275,0.22,8
M,0.455,0.945,8
I,0.345,0.434,8
M,0.355,0.48,8
F,0.275,0.227,8
F,0.46,1.235,8
I,0.435,0.7715,8
I,0.39,0.583,8
F,0.48,1.2525,8
M,0.485,1.0145,8
I,0.385,0.585,8
M,0.32,0.4565,8
F,0.365,0.6395,8
F,0.43,0.655,8
F,0.355,0.5225,8
M,0.525,1.363,8
M,0.35,0.4655,8
F,0.5,1.0705,8
I,0.42,0.7095,8
F,0.42,0.931,8
I,0.28,0.2255,8
I,0.365,0.5205,8
I,0.34,0.4385,8
M,0.35,0.4775,8
M,0.44,0.9155,8
I,0.4,0.7045,8
M,0.5,1.238,8
I,0.29,0.2745,8
I,0.395,0.6635,8
I,0.425,0.686,8
M,0.41,0.6835,8
M,0.375,0.523,8
F,0.265,0.2065,8
M,0.435,0.99,8
F,0.445,0.8725,8
F,0.435,0.6955,8
M,0.425,0.812,8
I,0.425,0.664,8
M,0.415,0.7615,8
M,0.39,0.6125,8
M,0.465,1.027,8
F,0.385,0.632,8
M,0.365,0.5305,8
I,0.385,0.7665,8
M,0.47,1.0195,8
I,0.435,0.804,8
F,0.435,0.8585,8
I,0.31,0.3425,8
M,0.44,0.85,8
F,0.35,0.6265,8
M,0.47,0.861,8
I,0.375,0.529,8
M,0.37,0.643,8
I,0.365,0.462,8
I,0.31,0.312,8
F,0.34,0.382,8
F,0.415,0.8145,8
I,0.39,0.6255,8
I,0.375,0.562,8
M,0.48,1.05,8
M,0.355,0.5315,8
I,0.425,0.648,8
I,0.455,0.8725,8
I,0.35,0.514,8
I,0.26,0.221,8
I,0.45,0.794,8
F,0.405,0.776,8
F,0.4,0.6615,8
I,0.325,0.316,8
I,0.34,0.386,8
I,0.475,0.8425,8
M,0.28,0.252,8
M,0.38,0.5825,8
I,0.335,0.411,8
I,0.37,0.5555,8
I,0.355,0.5805,8
I,0.395,0.475,8
I,0.32,0.262,8
M,0.505,1.403,8
F,0.465,1.1005,8
F,0.35,0.487,8
F,0.44,0.9475,8
I,0.375,0.543,8
I,0.405,0.6015,8
I,0.37,0.5445,8
M,0.265,0.168,8
I,0.27,0.2,8
I,0.37,0.538,8
I,0.4,0.6275,8
I,0.375,0.5225,8
I,0.395,0.5525,8
M,0.525,1.1375,20
M,0.44,1.122,20
M,0.425,0.97,20
F,0.525,1.4225,20
M,0.435,1.032,20
M,0.415,0.8425,20
F,0.5,1.3135,20
F,0.47,1.099,20
F,0.545,1.7345,20
M,0.58,2.13,20
F,0.455,1.066,20
F,0.45,1.098,20
M,0.515,1.352,20
F,0.4,0.7105,20
I,0.42,0.752,20
M,0.47,1.036,20
M,0.515,1.4805,20
F,0.57,1.842,20
M,0.525,1.259,20
F,0.485,1.3445,20
F,0.475,1.247,20
M,0.44,0.991,20
F,0.575,2.124,20
M,0.45,1.283,16
M,0.575,2.2695,16
F,0.5,1.005,16
M,0.545,1.32,16
M,0.465,1.1285,16
F,0.475,1.217,16
M,0.35,0.451,16
F,0.545,1.768,16
F,0.35,0.4485,16
M,0.525,1.402,16
F,0.515,1.523,16
M,0.485,1.514,16
F,0.4,0.796,16
F,0.425,0.7765,16
M,0.47,0.853,16
F,0.405,0.927,16
F,0.315,0.3515,16
F,0.48,1.029,16
M,0.525,1.3765,16
F,0.515,1.14,16
M,0.515,1.373,16
M,0.42,0.9195,16
M,0.52,1.3445,16
I,0.35,0.474,16
M,0.365,0.6175,16
M,0.405,0.8345,16
F,0.595,1.969,16
M,0.415,0.8185,16
M,0.485,1.145,16
F,0.525,1.5765,16
I,0.355,0.435,16
M,0.51,1.4985,16
F,0.5,1.1055,16
F,0.39,0.6005,16
M,0.455,0.9265,16
F,0.425,0.768,16
F,0.565,1.7605,16
F,0.545,1.752,16
M,0.4,0.7365,16
M,0.45,0.955,16
M,0.46,1.2275,16
M,0.485,0.911,16
F,0.425,0.9885,16
