@relation abalone

@attribute Length numeric
@attribute Shucked_weight numeric
@attribute Shell_weight numeric
@attribute Rings {15,7,9,10,8,20,16,19,14,11,12,18,13,5,4,6,21,17,22,1,3,26,23,29,2,27,25,24}

@data
0.53,0.2525,0.189,9
0.54,0.33,0.213,9
0.57,0.3805,0.283,9
0.58,0.385,0.265,9
0.505,0.2675,0.25,9
0.28,0.052,0.042,9
0.41,0.124,0.09,9
0.57,0.3535,0.2365,9
0.5,0.2945,0.1565,9
0.52,0.308,0.168,9
0.53,0.346,0.215,9
0.655,0.4795,0.305,9
0.7,0.8545,0.3995,9
0.455,0.1675,0.12,9
0.62,0.6005,0.307,9
0.325,0.0475,0.06,9
0.515,0.285,0.172,9
0.625,0.573,0.315,9
0.64,0.4865,0.288,9
0.505,0.29,0.175,9
0.625,0.5795,0.29,9
0.53,0.325,0.196,9
0.665,0.6035,0.3595,9
0.545,0.4355,0.201,9
0.59,0.437,0.245,9
0.54,0.32,0.25,9
0.59,0.6245,0.2595,9
0.625,0.5725,0.361,9
0.55,0.3415,0.215,9
0.64,0.4915,0.353,9
0.575,0.45,0.24,9
0.465,0.222,0.14,9
0.605,0.379,0.22,9
0.54,0.2505,0.235,9
0.525,0.2605,0.21,9
0.495,0.45,0.2475,9
0.485,0.1885,0.15,9
0.57,0.446,0.255,9
0.54,0.2705,0.192,9
0.6,0.423,0.298,9
0.61,0.414,0.3,9
0.575,0.415,0.22,9
0.605,0.433,0.357,9
0.57,0.3385,0.245,9
0.45,0.1605,0.105,9
0.65,0.6185,0.365,9
0.475,0.177,0.145,9
0.55,0.33,0.245,9
0.575,0.495,0.235,9
0.45,0.1655,0.135,9
0.475,0.2155,0.142,9
0.58,0.3775,0.22,9
0.56,0.3885,0.264,9
0.63,0.4615,0.3,9
0.475,0.229,0.172,9
0.42,0.1575,0.115,9
0.645,0.6665,0.317,9
0.615,0.5775,0.286,9
0.51,0.231,0.177,9
0.525,0.369,0.164,9
0.43,0.2735,0.184,9
0.365,0.0935,0.07,9
0.58,0.945,0.441,9
0.295,0.048,0.05,9
0.515,0.3055,0.1855,9
0.505,0.305,0.175,9
0.515,0.295,0.235,9
0.565,0.447,0.2645,9
0.6,0.5335,0.29,9
0.63,0.5945,0.345,9
0.5,0.3235,0.195,9
0.6,0.3545,0.239,9
0.505,0.239,0.1555,9
0.57,0.447,0.265,9
0.655,0.713,0.466,9
0.575,0.595,0.238,9
0.375,0.1175,0.085,9
0.575,0.3275,0.235,9
0.625,0.631,0.302,9
0.58,0.408,0.22,9
0.535,0.269,0.25,9
0.545,0.3565,0.203,9
0.385,0.109,0.1,9
0.58,0.4615,0.248,9
0.5,0.273,0.145,9
0.59,0.4775,0.2925,9
0.465,0.22,0.1035,9
0.555,0.4985,0.2385,9
0.42,0.1515,0.115,9
0.36,0.0695,0.08,9
0.61,0.436,0.26,9
0.53,0.313,0.2185,9
0.525,0.3435,0.1765,9
0.6,0.504,0.275,9
0.49,0.2395,0.18,9
0.5,0.2125,0.14,9
0.56,0.3465,0.31,9
0.51,0.569,0.3795,9
0.55,0.297,0.265,9
0.65,0.6385,0.3665,9
0.555,0.345,0.247,9
0.725,0.8735,0.5085,9
0.345,0.071,0.06,9
0.475,0.182,0.16,9
0.58,0.513,0.2625,9
0.46,0.1685,0.125,9
0.62,0.5415,0.3225,9
0.37,0.0905,0.075,9
0.685,0.8145,0.461,9
0.61,0.783,0.2865,9
0.625,0.6575,0.2785,9
0.645,0.5775,0.317,9
0.62,0.3595,0.295,9
0.475,0.1695,0.14,9
0.65,0.7155,0.375,9
0.58,0.54,0.279,9
0.45,0.208,0.12,9
0.65,0.615,0.336,9
0.61,0.498,0.267,9
0.475,0.1895,0.135,9
0.51,0.231,0.2,9
0.405,0.1455,0.1,9
0.46,0.2205,0.165,9
0.515,0.213,0.195,9
0.635,0.512,0.355,9
0.65,0.647,0.3005,9
0.405,0.151,0.117,9
0.625,0.477,0.3185,9
0.62,0.455,0.277,9
0.6,0.6245,0.33,10
0.55,0.6325,0.344,10
0.37,0.0945,0.075,10
0.46,0.1895,0.158,10
0.37,0.0675,0.081,10
0.465,0.192,0.16,10
0.67,0.858,0.354,10
0.66,0.7055,0.335,10
0.55,0.4325,0.236,10
0.67,0.616,0.415,10
0.565,0.5305,0.308,10
0.355,0.083,0.075,10
0.66,0.5925,0.49,10
0.575,0.364,0.239,10
0.63,0.536,0.1625,10
0.64,0.5395,0.285,10
0.635,0.4785,0.355,10
0.41,0.1255,0.095,10
0.64,0.4865,0.4075,10
0.645,0.7035,0.415,10
0.67,0.739,0.365,10
0.55,0.412,0.2425,10
0.685,0.686,0.4055,10
0.45,0.1465,0.12,10
0.63,0.5785,0.384,10
0.375,0.093,0.0885,10
0.715,0.8655,0.565,10
0.56,0.402,0.245,10
0.55,0.378,0.26,10
0.47,0.1675,0.185,10
0.585,0.4055,0.27,10
0.66,0.694,0.3755,10
0.465,0.188,0.19,10
0.595,0.4275,0.3305,10
0.625,0.6235,0.365,10
0.64,0.4945,0.41,10
0.65,0.5715,0.3075,10
0.73,0.6555,0.4935,10
0.57,0.354,0.2815,10
0.61,0.465,0.341,10
0.62,0.4355,0.325,10
0.625,0.4755,0.349,10
0.63,0.548,0.34,10
0.65,0.6645,0.477,10
0.63,0.575,0.294,10
0.58,0.518,0.2795,10
0.575,0.325,0.237,10
0.37,0.11,0.069,10
0.61,0.4835,0.28,10
0.62,0.592,0.322,10
0.515,0.2875,0.155,10
0.625,0.525,0.405,10
0.675,0.6025,0.325,10
0.655,0.5835,0.396,10
0.425,0.1205,0.125,10
0.595,0.4925,0.278,10
0.615,0.484,0.355,10
0.47,0.167,0.145,10
0.52,0.3325,0.285,10
0.6,0.363,0.305,10
0.6,0.539,0.307,10
0.715,0.889,0.42,10
0.625,0.6765,0.3705,10
0.59,0.388,0.275,10
0.4,0.1145,0.095,10
0.57,0.331,0.24,10
0.5,0.2605,0.16,10
0.64,0.705,0.335,10
0.665,0.675,0.325,10
0.52,0.3395,0.1945,10
0.62,0.511,0.2565,10
0.66,0.615,0.3575,10
0.6,0.512,0.225,10
0.55,0.295,0.2665,10
0.645,0.6165,0.3725,10
0.415,0.146,0.12,10
0.44,0.153,0.13,10
0.62,0.463,0.33,10
0.37,0.1025,0.085,10
0.575,0.4815,0.236,10
0.655,0.6325,0.378,10
0.61,0.517,0.2935,10
0.545,0.373,0.235,10
0.33,0.085,0.0605,10
0.55,0.411,0.2165,10
0.625,0.5175,0.3465,10
0.605,0.419,0.315,10
0.705,0.929,0.4395,10
0.395,0.078,0.08,10
0.58,0.4135,0.27,10
0.385,0.1225,0.0835,10
0.485,0.204,0.175,10
0.51,0.259,0.23,10
0.595,0.57,0.265,10
0.595,0.4115,0.2255,10
0.44,0.1305,0.165,10
0.66,0.7395,0.405,10
0.58,0.3525,0.242,10
0.65,0.575,0.3885,10
0.535,0.3285,0.245,10
0.7,0.707,0.43,10
0.345,0.0615,0.0485,10
0.575,0.914,0.4095,10
0.445,0.1805,0.1505,10
0.67,0.5445,0.413,10
0.61,0.53,0.3455,10
0.655,0.6,0.383,10
0.645,0.515,0.385,10
0.465,0.362,0.209,10
0.535,0.295,0.285,10
0.58,0.6715,0.2955,10
0.63,0.5165,0.28,10
0.56,0.4005,0.26,10
0.675,0.6045,0.3965,10
0.55,0.407,0.2875,10
0.655,0.8515,0.403,10
0.635,0.5065,0.45,10
0.605,0.5395,0.309,10
0.525,0.2985,0.168,10
0.475,0.2505,0.1625,10
0.575,0.362,0.236,10
0.65,0.6095,0.344,10
0.58,0.3465,0.263,10
0.555,0.4935,0.263,10
0.4,0.2105,0.12,10
0.585,0.4025,0.274,10
0.65,0.6565,0.43,10
0.6,0.653,0.3205,10
0.33,0.0615,0.055,10
0.685,0.6615,0.4075,10
0.455,0.206,0.125,10
0.66,0.6505,0.495,10
0.73,1.0685,0.435,10
0.63,0.623,0.3,10
0.71,0.802,0.435,10
0.585,0.581,0.323,10
0.64,0.4935,0.4,10
0.62,0.5935,0.3745,10
0.65,0.5495,0.3305,10
0.625,0.671,0.3385,10
0.41,0.097,0.08,10
0.5,0.261,0.22,10
0.655,0.6395,0.365,10
0.6,0.4905,0.31,10
0.5,0.2395,0.185,10
0.66,0.5,0.339,10
0.625,0.456,0.233,10
0.705,0.797,0.388,10
0.56,0.3595,0.35,10
0.34,0.0725,0.07,10
0.585,0.4325,0.2845,10
0.615,0.4985,0.33,10
0.55,0.3015,0.21,10
0.47,0.2395,0.145,10
0.415,0.12,0.1,10
0.56,0.2425,0.285,10
0.635,0.5205,0.347,10
0.565,0.439,0.3,10
0.52,0.2555,0.143,10
0.615,0.4845,0.295,10
0.58,0.4985,0.2835,10
0.36,0.096,0.0735,10
0.695,0.885,0.4375,10
0.65,0.5985,0.3825,10
0.585,0.4305,0.253,10
0.635,0.665,0.225,10
0.345,0.06,0.054,10
0.58,0.365,0.2285,10
0.385,0.146,0.08,10
0.635,0.539,0.35,10
0.62,0.5475,0.3315,10
0.595,0.492,0.265,10
0.43,0.1675,0.135,10
0.525,0.4205,0.2225,10
0.415,0.123,0.0995,10
0.55,0.3285,0.2325,10
0.63,0.467,0.329,10
0.46,0.207,0.174,10
0.61,0.494,0.275,10
0.615,0.4475,0.2895,10
0.57,0.347,0.202,10
0.58,0.4305,0.285,10
0.505,0.2635,0.167,10
0.635,0.684,0.3745,10
0.605,0.37,0.355,10
0.625,0.4615,0.305,10
0.58,0.425,0.2425,10
0.555,0.6115,0.389,10
0.515,0.2855,0.175,10
0.615,0.4815,0.27,10
0.57,0.349,0.194,10
0.59,0.4625,0.275,10
0.67,0.6275,0.374,10
0.405,0.1565,0.125,10
0.545,0.305,0.244,10
0.66,0.622,0.398,10
0.66,0.5815,0.372,10
0.595,0.4565,0.3085,10
0.52,0.2845,0.225,10
0.62,0.481,0.305,10
0.455,0.2085,0.147,10
0.7,0.8105,0.5755,10
0.67,0.573,0.3905,10
0.57,0.3145,0.263,10
0.6,0.492,0.3375,10
0.425,0.1285,0.1,10
0.47,0.2105,0.15,10
0.595,0.526,0.314,10
0.585,0.5825,0.274,10
0.625,0.5445,0.295,10
0.635,0.533,0.291,10
0.625,0.5995,0.335,10
0.665,0.5325,0.4485,10
0.575,0.509,0.34,10
0.595,0.463,0.2535,10
0.57,0.3925,0.275,10
0.59,0.4635,0.27,10
0.63,0.6575,0.375,10
0.59,0.391,0.31,10
0.6,0.508,0.309,10
0.625,0.52,0.3535,10
0.655,0.5885,0.364,10
0.615,0.5005,0.315,10
0.68,0.592,0.4125,10
0.52,0.375,0.1815,10
0.595,0.4865,0.2755,10
0.485,0.2595,0.16,10
0.61,0.554,0.3295,10
0.535,0.33,0.25,10
0.625,0.5075,0.36,10
0.69,0.893,0.48,10
0.55,0.543,0.3345,10
0.35,0.0725,0.06,10
0.51,0.262,0.175,10
0.54,0.307,0.19,10
0.645,0.592,0.416,10
0.555,0.3275,0.305,10
0.705,0.612,0.44,10
0.47,0.252,0.18,10
0.59,0.465,0.2765,10
0.71,0.6835,0.28,10
0.61,0.4565,0.347,10
0.45,0.119,0.115,10
0.55,0.4405,0.225,10
0.625,0.437,0.28,10
0.57,0.516,0.3,10
0.645,0.519,0.335,10
0.605,0.609,0.3985,10
0.535,0.3065,0.22,10
0.645,0.468,0.424,10
0.62,0.454,0.35,10
0.585,0.339,0.295,10
0.65,0.55,0.32,10
0.685,0.89,0.4895,10
0.35,0.0745,0.07,10
0.595,0.3245,0.23,10
0.465,0.2105,0.165,10
0.615,0.473,0.28,10
0.57,0.6355,0.277,10
0.54,0.2755,0.1765,10
0.66,0.594,0.485,10
0.69,0.708,0.4715,10
0.535,0.348,0.2185,10
0.6,0.441,0.305,10
0.645,0.667,0.355,10
0.605,0.4305,0.35,10
0.595,0.4315,0.223,10
0.44,0.2155,0.155,10
0.585,0.48,0.285,10
0.345,0.0775,0.0765,10
0.54,0.4315,0.2175,10
0.58,0.3615,0.239,10
0.595,0.444,0.37,10
0.625,0.691,0.3465,10
0.61,0.6895,0.29,10
0.585,0.5315,0.2885,10
0.53,0.302,0.2,10
0.595,0.498,0.33,10
0.66,0.589,0.345,10
0.545,0.2945,0.205,10
0.53,0.288,0.205,10
0.515,0.2895,0.177,10
0.54,0.339,0.255,10
0.54,0.293,0.38,10
0.58,0.37,0.3005,10
0.42,0.1645,0.119,10
0.615,0.382,0.2615,10
0.41,0.159,0.12,10
0.65,0.677,0.4,10
0.63,0.5505,0.3885,10
0.585,0.8,0.295,10
0.34,0.077,0.065,10
0.51,0.2455,0.185,10
0.545,0.567,0.403,10
0.55,0.3155,0.32,10
0.66,0.724,0.3925,10
0.72,0.9035,0.5215,10
0.545,0.272,0.2765,10
0.575,0.364,0.26,10
0.68,0.439,0.34,10
0.695,0.8035,0.503,10
0.55,0.327,0.259,10
0.59,0.38,0.255,10
0.605,0.533,0.271,10
0.72,1.1055,0.404,10
0.5,0.3165,0.24,10
0.645,0.5475,0.3,10
0.63,0.495,0.4695,10
0.55,0.3155,0.2405,10
0.645,0.573,0.36,10
0.55,0.381,0.2675,10
0.625,0.5705,0.405,10
0.715,0.95,0.4305,10
0.545,0.256,0.275,10
0.625,0.5005,0.3105,10
0.455,0.1965,0.175,10
0.475,0.277,0.18,10
0.625,0.565,0.3375,10
0.54,0.3265,0.2365,10
0.605,0.575,0.297,10
0.585,0.3945,0.258,10
0.575,0.506,0.31,10
0.72,0.637,0.435,10
0.445,0.143,0.125,10
0.58,0.405,0.204,10
0.545,0.302,0.2545,10
0.475,0.2075,0.17,10
0.565,0.3455,0.275,10
0.465,0.436,0.1455,10
0.45,0.18,0.155,10
0.695,0.664,0.385,10
0.615,0.629,0.345,10
0.575,0.3615,0.254,10
0.515,0.3115,0.2,10
0.655,0.586,0.365,10
0.635,0.505,0.315,10
0.635,0.583,0.295,10
0.57,0.382,0.2705,10
0.54,0.419,0.269,10
0.57,0.513,0.343,10
0.7,0.8745,0.47,10
0.53,0.28,0.25,10
0.695,0.5465,0.465,10
0.47,0.2025,0.155,10
0.635,0.657,0.365,10
0.56,0.3685,0.236,10
0.59,0.428,0.265,10
0.52,0.233,0.18,10
0.715,0.7645,0.4135,10
0.6,0.386,0.3105,10
0.58,0.3915,0.238,10
0.58,0.479,0.265,10
0.68,0.671,0.384,10
0.615,0.4635,0.2725,10
0.615,0.4465,0.34,10
0.4,0.1135,0.113,10
0.625,0.531,0.296,10
0.63,0.6805,0.3245,10
0.6,0.4575,0.3135,10
0.595,0.3425,0.2425,10
0.615,0.6,0.355,10
0.4,0.1475,0.115,10
0.645,0.554,0.415,10
0.725,0.7735,0.655,10
0.48,0.277,0.21,10
0.685,0.7385,0.3725,10
0.61,0.4145,0.345,10
0.54,0.2955,0.225,10
0.55,0.3535,0.236,10
0.61,0.407,0.25,10
0.49,0.252,0.1615,10
0.59,0.5165,0.275,10
0.635,0.5055,0.3535,10
0.395,0.134,0.085,10
0.57,0.3875,0.245,10
0.55,0.257,0.203,10
0.625,0.4865,0.285,10
0.545,0.2905,0.225,10
0.62,0.358,0.2965,10
0.515,0.32,0.21,10
0.66,0.7765,0.3605,10
0.58,0.5405,0.3265,10
0.63,0.4625,0.3105,10
0.635,0.534,0.3455,10
0.65,0.5105,0.39,10
0.53,0.289,0.18,10
0.645,0.5885,0.3745,10
0.38,0.12,0.105,10
0.62,0.5715,0.39,10
0.625,0.6675,0.33,10
0.585,0.3635,0.285,10
0.495,0.197,0.1545,10
0.525,0.2405,0.253,10
0.575,0.403,0.213,10
0.59,0.4675,0.259,10
0.625,0.667,0.3115,10
0.665,0.5945,0.395,10
0.49,0.245,0.185,10
0.63,0.4935,0.465,10
0.55,0.295,0.238,10
0.495,0.3125,0.175,10
0.6,1.005,0.491,10
0.38,0.08,0.085,10
0.635,0.5805,0.305,10
0.51,0.459,0.195,10
0.57,0.4005,0.2845,10
0.605,0.547,0.2585,10
0.615,0.5415,0.3185,10
0.415,0.1535,0.105,10
0.565,0.4735,0.265,10
0.475,0.237,0.155,10
0.46,0.2085,0.125,10
0.67,0.4375,0.3745,10
0.575,0.368,0.32,10
0.515,0.285,0.245,10
0.36,0.095,0.085,10
0.535,0.3155,0.24,10
0.52,0.2945,0.215,10
0.6,0.4495,0.325,10
0.535,0.618,0.2875,10
0.38,0.099,0.085,10
0.61,0.3835,0.379,10
0.72,1.0265,0.5375,10
0.505,0.21,0.1535,10
0.46,0.207,0.145,10
0.45,0.222,0.16,10
0.495,0.2075,0.172,10
0.58,0.6535,0.4155,10
0.62,0.5325,0.324,10
0.57,0.3605,0.2735,10
0.535,0.3655,0.2595,10
0.575,0.3155,0.245,10
0.635,0.5205,0.3665,10
0.56,0.5565,0.2695,10
0.555,0.3135,0.28,10
0.505,0.271,0.215,10
0.605,0.59,0.26,10
0.645,0.4335,0.52,10
0.675,0.739,0.435,10
0.4,0.108,0.1,10
0.54,0.2945,0.195,10
0.595,0.482,0.361,10
0.59,0.559,0.309,10
0.62,0.4835,0.31,10
0.67,0.8005,0.43,10
0.685,0.667,0.41,10
0.595,0.3965,0.217,10
0.545,0.341,0.345,10
0.56,0.5035,0.26,10
0.695,0.767,0.4175,10
0.77,1.0515,0.584,10
0.64,0.5195,0.3175,10
0.63,0.452,0.265,10
0.585,0.3695,0.315,10
0.57,0.2825,0.2215,10
0.705,0.9915,0.624,10
0.62,0.4965,0.305,10
0.64,0.515,0.175,10
0.625,0.4715,0.3135,10
0.58,0.446,0.121,10
0.58,0.3515,0.32,10
0.515,0.292,0.255,10
0.475,0.2775,0.155,10
0.67,0.6705,0.4505,10
0.615,0.5045,0.315,10
0.485,0.215,0.14,10
0.545,0.429,0.2375,10
0.62,0.375,0.278,10
0.6,0.423,0.365,10
0.59,0.439,0.2605,10
0.595,0.434,0.287,10
0.61,0.478,0.2985,10
0.36,0.0895,0.1005,10
0.475,0.2135,0.17,10
0.565,0.341,0.2475,10
0.58,0.469,0.295,10
0.695,0.805,0.3965,10
0.575,0.461,0.2125,10
0.575,0.556,0.2575,10
0.625,0.507,0.39,10
0.42,0.186,0.145,10
0.44,0.188,0.13,10
0.58,0.3935,0.33,10
0.515,0.2555,0.235,10
0.525,0.318,0.208,10
0.47,0.1665,0.165,10
0.52,0.28,0.195,10
0.535,0.279,0.3,10
0.655,0.6205,0.326,10
0.545,0.3525,0.208,10
0.595,0.5005,0.2575,10
0.475,0.266,0.185,10
0.6,0.617,0.3605,10
0.635,0.6495,0.31,10
0.72,1.0745,0.585,10
0.615,0.4895,0.345,10
0.56,0.3265,0.2645,10
0.615,0.49,0.2655,10
0.53,0.245,0.2135,10
0.61,0.4565,0.266,10
0.425,0.149,0.125,10
0.64,0.488,0.2925,10
0.525,0.289,0.195,10
0.53,0.4725,0.192,10
0.66,0.6065,0.421,10
0.7,0.8825,0.506,10
0.47,0.2095,0.145,10
0.55,0.3025,0.225,10
0.46,0.1655,0.185,10
0.35,0.0705,0.06,10
0.525,0.3305,0.195,10
0.6,0.5625,0.2635,10
0.515,0.2495,0.2215,10
0.6,0.419,0.269,10
0.715,0.871,0.449,10
0.575,0.449,0.215,10
0.645,0.5015,0.342,10
0.525,0.329,0.199,10
0.61,0.435,0.3035,10
0.57,0.5625,0.295,10
0.655,0.564,0.3985,10
0.515,0.1905,0.3205,10
0.69,0.678,0.48,10
0.585,0.4995,0.25,10
0.57,0.5265,0.265,10
0.575,0.3745,0.355,10
0.665,0.6345,0.435,10
0.455,0.1985,0.12,10
0.485,0.181,0.136,10
0.5,0.2535,0.19,10
0.575,0.5075,0.2485,10
0.615,0.4935,0.2745,10
0.535,0.2725,0.205,10
0.29,0.0535,0.045,10
0.49,0.249,0.21,10
0.575,0.432,0.239,10
0.645,0.528,0.305,10
0.56,0.3305,0.26,10
0.525,0.438,0.276,10
0.49,0.1995,0.22,10
0.645,0.6145,0.3185,10
0.58,0.5205,0.305,10
0.49,0.243,0.195,10
0.53,0.352,0.2525,10
0.665,0.4625,0.3595,10
0.62,0.535,0.287,10
0.64,0.567,0.409,10
0.415,0.1535,0.144,10
0.665,0.818,0.4275,10
0.66,0.7765,0.401,10
0.685,0.699,0.4,10
0.49,0.245,0.174,10
0.53,0.294,0.1825,10
0.605,0.479,0.321,10
0.605,0.582,0.317,10
0.565,0.4245,0.219,10
0.46,0.224,0.1565,10
0.51,0.347,0.195,10
0.65,0.59,0.495,10
0.54,0.3125,0.1895,10
0.555,0.3345,0.275,10
0.64,0.632,0.358,10
0.695,1.133,0.496,10
0.625,0.656,0.337,10
0.555,0.346,0.2735,10
0.64,0.5215,0.36,10
0.56,0.429,0.3,10
0.63,0.54,0.38,10
0.35,0.0705,0.06,10
0.585,0.434,0.285,10
0.65,0.7245,0.391,10
0.485,0.2015,0.149,8
0.42,0.1625,0.105,8
0.525,0.3015,0.18,8
0.555,0.404,0.255,8
0.49,0.2935,0.15,8
0.525,0.4065,0.177,8
0.315,0.0545,0.04,8
0.615,0.353,0.251,8
0.605,0.3835,0.27,8
0.4,0.134,0.095,8
0.6,0.6025,0.29,8
0.37,0.1065,0.074,8
0.45,0.171,0.1345,8
0.425,0.141,0.12,8
0.405,0.1145,0.085,8
0.555,0.2345,0.194,8
0.545,0.3795,0.216,8
0.525,0.297,0.1405,8
0.5,0.226,0.209,8
0.255,0.0315,0.027,8
0.495,0.2065,0.165,8
0.48,0.2405,0.139,8
0.48,0.25,0.184,8
0.535,0.368,0.2055,8
0.61,0.438,0.22,8
0.55,0.4035,0.283,8
0.44,0.1495,0.1,8
0.455,0.184,0.1245,8
0.485,0.2945,0.198,8
0.59,0.369,0.24,8
0.53,0.398,0.175,8
0.59,0.413,0.249,8
0.635,0.544,0.377,8
0.47,0.1685,0.15,8
0.355,0.092,0.15,8
0.455,0.4005,0.211,8
0.425,0.135,0.09,8
0.41,0.124,0.1,8
0.475,0.205,0.125,8
0.515,0.341,0.119,8
0.37,0.093,0.07,8
0.49,0.465,0.2505,8
0.295,0.037,0.04,8
0.625,0.587,0.286,8
0.495,0.2855,0.161,8
0.455,0.2,0.1305,8
0.475,0.171,0.158,8
0.46,0.1975,0.125,8
0.64,0.371,0.36,8
0.44,0.123,0.125,8
0.33,0.063,0.06,8
0.395,0.1265,0.0895,8
0.525,0.246,0.1455,8
0.485,0.2425,0.1465,8
0.47,0.167,0.115,8
0.485,0.251,0.169,8
0.505,0.2255,0.17,8
0.39,0.135,0.078,8
0.525,0.2875,0.16,8
0.48,0.221,0.239,8
0.51,0.282,0.17,8
0.58,0.41,0.225,8
0.58,0.4025,0.275,8
0.615,0.585,0.33,8
0.475,0.268,0.1365,8
0.45,0.2135,0.1315,8
0.505,0.25,0.185,8
0.58,0.321,0.2445,8
0.6,0.4225,0.275,8
0.53,0.279,0.19,8
0.52,0.254,0.149,8
0.63,0.514,0.3995,8
0.465,0.255,0.184,8
0.515,0.302,0.1415,8
0.555,0.4165,0.23,8
0.58,0.547,0.2295,8
0.475,0.241,0.155,8
0.385,0.137,0.092,8
0.555,0.4445,0.225,8
0.485,0.2215,0.16,8
0.27,0.045,0.034,8
0.46,0.1485,0.1455,8
0.42,0.115,0.085,8
0.55,0.343,0.19,8
0.525,0.345,0.2,8
0.59,0.387,0.245,8
0.58,0.4,0.253,8
0.435,0.156,0.105,8
0.53,0.292,0.185,8
0.565,0.444,0.275,8
0.455,0.207,0.1215,8
0.43,0.1885,0.11,8
0.555,0.4155,0.23,8
0.42,0.171,0.12,8
0.535,0.3765,0.1795,8
0.58,0.5585,0.29,8
0.505,0.334,0.207,8
0.475,0.2825,0.17,8
0.53,0.4055,0.215,8
0.575,0.2895,0.22,8
0.47,0.175,0.135,8
0.41,0.129,0.0955,8
0.57,0.504,0.249,8
0.495,0.181,0.191,8
0.525,0.4035,0.195,8
0.535,0.3935,0.205,8
0.63,0.537,0.176,8
0.51,0.3295,0.203,8
0.4,0.151,0.088,8
0.6,0.3985,0.248,8
0.505,0.509,0.3065,8
0.465,0.227,0.125,8
0.475,0.289,0.153,8
0.51,0.3935,0.19,8
0.46,0.2165,0.19,8
0.485,0.1895,0.2305,8
0.375,0.106,0.08,8
0.47,0.1955,0.155,8
0.63,0.433,0.315,8
0.53,0.3495,0.2105,8
0.525,0.2355,0.195,8
0.575,0.417,0.47,8
0.62,0.5635,0.281,8
0.55,0.373,0.2215,8
0.69,0.8255,0.405,8
0.48,0.3395,0.1665,8
0.53,0.298,0.23,8
0.56,0.44,0.2315,8
0.525,0.261,0.175,8
0.505,0.2555,0.146,8
0.595,0.4525,0.2725,8
0.505,0.3015,0.18,8
0.4,0.1335,0.0935,8
0.435,0.1495,0.12,8
0.51,0.215,0.166,8
0.45,0.1385,0.105,8
0.62,0.477,0.275,8
0.485,0.25,0.1635,8
0.55,0.395,0.223,8
0.59,0.453,0.275,8
0.6,0.38,0.29,8
0.515,0.472,0.252,8
0.435,0.259,0.1645,8
0.485,0.2,0.17,8
0.445,0.1565,0.117,8
0.495,0.2075,0.15,8
0.52,0.2385,0.19,8
0.395,0.1135,0.0945,8
0.575,0.3945,0.225,8
0.435,0.1775,0.125,8
0.51,0.3865,0.1955,8
0.44,0.143,0.12,8
0.335,0.0615,0.057,8
0.595,0.4175,0.265,8
0.46,0.1755,0.15,8
0.49,0.279,0.13,8
0.56,0.336,0.245,8
0.445,0.152,0.12,8
0.325,0.0565,0.054,8
0.515,0.3495,0.1785,8
0.48,0.349,0.135,8
0.36,0.0865,0.095,8
0.61,0.4375,0.27,8
0.5,0.3015,0.151,8
0.47,0.1635,0.1385,8
0.47,0.29,0.146,8
0.41,0.19,0.135,8
0.385,0.112,0.08,8
0.465,0.2375,0.14,8
0.575,0.4005,0.2385,8
0.39,0.1185,0.081,8
0.57,0.4315,0.223,8
0.545,0.2375,0.1725,8
0.485,0.195,0.182,8
0.515,0.3175,0.15,8
0.47,0.2765,0.17,8
0.375,0.092,0.09,8
0.49,0.3485,0.2825,8
0.525,0.3375,0.225,8
0.465,0.165,0.131,8
0.39,0.0955,0.085,8
0.32,0.072,0.057,8
0.45,0.197,0.1335,8
0.575,0.4235,0.248,8
0.58,0.4945,0.371,8
0.55,0.2635,0.221,8
0.64,0.7595,0.321,8
0.385,0.1525,0.0835,8
0.45,0.2235,0.1155,8
0.355,0.05,0.063,8
0.62,0.4285,0.2405,8
0.565,0.4215,0.225,8
0.46,0.2435,0.132,8
0.42,0.2055,0.105,8
0.54,0.3475,0.213,8
0.635,0.593,0.352,8
0.43,0.154,0.109,8
0.49,0.3035,0.169,8
0.55,0.294,0.1755,8
0.48,0.2735,0.158,8
0.52,0.456,0.255,8
0.505,0.248,0.171,8
0.595,0.5225,0.32,8
0.6,0.6235,0.35,8
0.535,0.3395,0.2,8
0.55,0.4645,0.27,8
0.59,0.445,0.2565,8
0.56,0.3355,0.2175,8
0.585,0.3085,0.2245,8
0.485,0.3165,0.18,8
0.49,0.3065,0.1775,8
0.52,0.234,0.185,8
0.51,0.3065,0.1485,8
0.65,0.475,0.215,8
0.46,0.1805,0.0965,8
0.315,0.053,0.05,8
0.535,0.3595,0.225,8
0.325,0.0395,0.032,8
0.525,0.3265,0.175,8
0.535,0.3125,0.2035,8
0.385,0.0975,0.085,8
0.475,0.234,0.135,8
0.45,0.2125,0.15,8
0.49,0.32,0.1695,8
0.48,0.2945,0.175,8
0.585,0.4095,0.2335,8
0.6,0.5145,0.3055,8
0.425,0.1635,0.1355,8
0.575,0.349,0.285,8
0.46,0.206,0.141,8
0.485,0.2465,0.147,8
0.46,0.2105,0.16,8
0.44,0.21,0.131,8
0.335,0.0795,0.055,8
0.495,0.2545,0.1645,8
0.655,0.583,0.333,8
0.52,0.2505,0.175,8
0.5,0.2485,0.134,8
0.57,0.3905,0.2295,8
0.585,0.3975,0.253,8
0.43,0.166,0.135,8
