@relation page-blocks

@attribute Area numeric
@attribute Eccen numeric
@attribute Wb_trans numeric
@attribute Class {1,2,3,4,5}

@data
460,4.6,79,1
1963,11.615,229,1
104,1.625,27,1
520,5.2,72,1
328,5.125,49,1
125,5,33,1
168,2.625,31,1
472,7.375,59,1
5194,26.5,407,1
5726,29.214,551,1
2024,16.727,195,1
24,0.667,3,1
280,5.714,47,1
1936,7.563,137,1
6090,31.071,472,1
240,3.75,49,1
904,14.125,135,1
136,2.125,19,1
256,4,3,1
128,2,30,1
380,3.8,59,1
344,5.375,61,1
128,2,19,1
4760,24.286,356,1
152,2.375,24,1
882,10.889,122,1
175,3.571,41,1
128,2,25,1
207,2.556,41,1
656,10.25,98,1
70,0.7,13,1
126,2.571,24,1
344,5.375,61,1
441,5.444,77,1
1351,27.571,203,1
322,6.571,64,1
152,2.375,31,1
49,1,12,1
3105,4.259,388,1
144,4,26,1
126,3.5,33,1
228,6.333,57,1
49,1,13,1
28,0.571,3,1
64,1,14,1
5504,21.5,358,1
8533,16.13,477,1
78,2.167,17,1
360,4.444,56,1
1521,18.778,212,1
112,2.286,16,1
195,7.8,48,1
304,4.75,61,1
441,9,79,1
105,4.2,21,1
161,3.286,38,1
399,8.143,84,1
840,8.4,142,1
190,1.9,32,1
287,5.857,44,1
1107,13.667,173,1
66,1.833,15,1
24,0.667,4,1
135,1.667,15,1
2744,42.875,294,1
2358,29.111,176,1
410,16.4,70,1
288,4.5,64,1
2714,5.13,385,1
56,1.143,13,1
20,0.8,1,1
583,4.818,38,1
99,1.222,24,1
370,3.7,65,1
315,3.889,60,1
400,6.25,44,1
600,9.375,115,1
540,15,104,1
120,3.333,14,1
49,1,9,1
304,4.75,46,1
329,6.714,66,1
1143,14.111,155,1
494,2.923,41,1
56,0.875,11,1
357,1.235,8,1
930,9.3,130,1
65,2.6,7,1
56,1.143,13,1
552,8.625,98,1
144,2.25,25,1
161,3.286,30,1
4500,20,481,1
999,12.333,133,1
27,3,4,1
4020,17.867,326,1
671,5.545,48,1
4225,6.76,586,1
328,5.125,60,1
610,6.1,110,1
238,4.857,42,1
1536,24,203,1
3222,39.778,525,1
2680,26.8,220,1
342,4.222,49,1
196,4,31,1
350,7.143,64,1
5016,8.708,269,1
496,7.75,74,1
5824,29.714,481,1
300,3,48,1
1392,9.667,172,1
98,2,19,1
3000,5.208,129,1
492,13.667,39,1
378,7.714,77,1
49,1,9,1
56,0.875,11,1
1256,19.625,220,1
1716,14.182,253,1
4824,59.556,547,1
216,2.667,40,1
2618,13.357,300,1
512,8,79,1
60,0.6,8,1
378,4.667,61,1
108,1.333,14,1
360,3.6,59,1
14,14,3,1
1080,10.8,161,1
360,3.6,58,1
133,2.714,18,1
320,5,68,1
133,2.714,31,1
1575,19.444,221,1
2400,24,334,1
81,1,2,1
4590,56.667,533,1
535,21.4,92,1
1107,13.667,153,1
114,3.167,24,1
440,6.875,56,1
207,2.556,39,1
21,0.429,3,1
3321,41,409,1
1624,25.375,191,1
35,1.4,3,1
102,2.833,18,1
350,3.5,66,1
32,0.5,5,1
280,4.375,49,1
344,5.375,64,1
288,4.5,63,1
224,4.571,52,1
4396,22.429,357,1
1008,15.75,146,1
480,7.5,69,1
392,8,78,1
100,1,18,1
315,3.889,56,1
336,5.25,54,1
560,8.75,122,1
828,10.222,137,1
99,0.818,3,1
162,4.5,33,1
584,9.125,93,1
120,3.333,25,1
5940,5.455,835,1
4797,59.222,612,1
105,4.2,24,1
33,33,11,1
5976,41.5,752,1
1392,9.667,176,1
208,3.25,39,1
266,5.429,46,1
1098,13.556,145,1
530,5.3,87,1
1771,14.636,217,1
480,4.8,60,1
209,1.727,41,1
3024,21,265,1
15,0.6,2,1
374,1.294,34,1
77,1.571,14,1
900,11.111,121,1
242,2,36,1
147,3,35,1
729,9,119,1
4956,1.424,22,1
104,1.625,8,1
180,1.8,14,1
312,2.167,39,1
592,9.25,109,1
14,0.286,1,1
560,11.429,124,1
200,3.125,40,1
320,5,55,1
245,5,44,1
3927,32.455,546,1
480,7.5,87,1
900,11.111,143,1
84,2.333,21,1
357,7.286,70,1
75,3,20,1
2466,30.444,298,1
351,4.333,57,1
1599,9.462,156,1
1680,34.286,221,1
190,1.9,34,1
330,3.3,40,1
837,10.333,131,1
200,3.125,39,1
32,0.5,6,1
91,1.857,19,1
6613,22.882,455,1
104,1.625,25,1
852,5.917,70,1
42,1.167,6,1
756,9.333,103,1
77,1.571,18,1
66,1.833,13,1
670,6.7,86,1
12,1.333,1,1
216,3.375,44,1
120,4.8,31,1
513,6.333,105,1
360,5.625,41,1
980,9.8,159,1
245,5,45,1
310,3.1,44,1
90,0.9,20,1
45,1.8,14,1
1026,12.667,150,1
672,4.667,85,1
165,0.733,8,1
96,1.5,19,1
738,9.111,93,1
414,5.111,75,1
230,2.3,37,1
496,7.75,85,1
49,1,12,1
150,6,14,1
3168,26.182,386,1
240,1.667,16,1
162,2,27,1
24,2.667,6,1
352,5.5,58,1
702,8.667,113,1
1413,17.444,198,1
77,1.571,13,1
4760,24.286,360,1
460,4.6,77,1
876,6.083,105,1
872,13.625,125,1
112,2.286,22,1
182,3.714,42,1
231,4.714,51,1
477,5.889,91,1
6112,23.875,444,1
42,1.167,12,1
4815,59.444,596,1
10,0.4,1,1
120,1.2,26,1
324,4,61,1
287,5.857,57,1
6285,27.933,482,1
671,5.545,89,1
4824,59.556,456,1
2560,25.6,322,1
405,5,62,1
360,3.6,51,1
737,6.091,107,1
1353,11.182,113,1
72,4.5,2,1
50,2,12,1
738,9.111,111,1
35,0.714,4,1
414,5.111,70,1
48,0.75,9,1
1309,10.818,177,1
55,2.2,12,1
494,2.923,45,1
2422,49.429,339,1
56,0.875,9,1
902,7.455,108,1
35,1.4,6,1
370,3.7,41,1
4185,51.667,532,1
35,1.4,11,1
154,3.143,38,1
230,2.3,34,1
640,10,85,1
15,0.6,3,1
495,19.8,117,1
6768,11.75,384,1
488,7.625,86,1
100,6.25,21,1
945,19.286,134,1
15580,10.789,1651,1
1540,15.4,192,1
288,3.556,60,1
532,10.857,116,1
160,2.5,33,1
78,2.167,16,1
66,1.833,10,1
310,3.1,52,1
1086,30.167,192,1
273,5.571,63,1
63,1.286,12,1
1616,25.25,276,1
711,8.778,105,1
161,3.286,33,1
90,0.9,1,1
240,3.75,47,1
560,8.75,95,1
64,1,11,1
70,2.8,16,1
10,0.4,1,1
64,1,10,1
198,2.444,23,1
96,2.667,23,1
35,1.4,12,1
330,3.3,46,1
248,3.875,46,1
516,3.583,69,1
310,3.1,59,1
266,5.429,43,1
144,2.25,36,1
147,3,26,1
171,2.111,29,1
308,6.286,53,1
114,3.167,26,1
189,3.857,6,1
1020,7.083,90,1
72,1.125,12,1
416,6.5,84,1
2422,49.429,355,1
820,8.2,108,1
484,4,74,1
80,1.25,21,1
3624,25.167,429,1
927,11.444,134,1
1078,8.909,122,1
102,2.833,21,1
121,1,11,1
315,3.889,48,1
77,1.571,18,1
208,3.25,20,1
4815,59.444,469,1
300,3,52,1
2016,3.5,110,1
486,13.5,102,1
946,7.818,143,1
1008,7,89,1
96,6,27,1
136,2.125,18,1
77,1.571,18,1
270,2.7,39,1
231,4.714,53,1
558,15.5,78,1
91,1.857,17,1
182,3.714,47,1
190,7.6,29,1
24,0.667,5,1
1010,10.1,156,1
576,7.111,95,1
300,8.333,49,1
490,4.9,76,1
410,4.1,69,1
154,3.143,32,1
812,16.571,116,1
91,1.857,9,1
1310,13.1,217,1
96,2.667,24,1
160,2.5,32,1
147,3,31,1
294,8.167,50,1
80,1.25,9,1
264,1.833,16,1
56,1.143,12,1
10,10,2,1
75,3,20,1
774,9.556,119,1
66,1.833,13,1
3192,5.542,155,1
1296,20.25,188,1
616,9.625,97,1
747,9.222,112,1
78,2.167,15,1
780,1.95,53,1
140,5.6,33,1
2170,11.071,238,1
4522,15.647,325,1
1870,6.471,224,1
105,2.143,28,1
238,4.857,47,1
660,5.455,105,1
234,6.5,32,1
40,0.625,6,1
729,9,115,1
224,3.5,48,1
84,2.333,18,1
405,16.2,97,1
259,5.286,54,1
940,9.4,138,1
500,5,54,1
481,2.846,41,1
216,2.667,36,1
180,5,26,1
133,2.714,31,1
1005,4.467,82,1
32,0.5,4,1
1474,3.045,112,1
1392,21.75,172,1
2625,53.571,200,1
49,1,7,1
161,3.286,33,1
266,5.429,48,1
144,1.778,19,1
3252,22.583,410,1
2736,42.75,317,1
606,16.833,129,1
460,0.87,11,1
120,1.875,19,1
287,5.857,70,1
56,0.875,11,1
192,3,31,1
126,2.571,28,1
78,2.167,15,1
160,1.6,32,1
4599,56.778,530,1
329,6.714,40,1
1771,14.636,191,1
3876,3.353,157,1
13542,2.473,58,1
1260,12.6,196,1
132,0.917,30,1
896,1.143,69,1
1512,18.667,221,1
126,2.571,28,1
119,2.429,26,1
128,2,22,1
290,2.9,42,1
85,3.4,21,1
1510,15.1,165,1
210,4.286,44,1
855,2.368,69,1
96,1.5,18,1
510,14.167,86,1
1970,19.7,258,1
20,0.8,3,1
300,8.333,49,1
153,1.889,15,1
238,4.857,45,1
287,5.857,44,1
63,1.286,1,1
12275,19.64,773,1
490,4.9,88,1
128,2,28,1
5880,30,449,1
261,3.222,33,1
210,4.286,35,1
876,24.333,156,1
133,2.714,26,1
350,3.5,60,1
77,1.571,19,1
301,6.143,58,1
568,8.875,59,1
112,2.286,14,1
287,5.857,55,1
470,4.7,72,1
352,5.5,70,1
640,6.4,109,1
49,1,6,1
171,2.111,29,1
2430,30,213,1
42,1.167,10,1
49,1,7,1
189,3.857,41,1
798,4.071,49,1
135,5.4,21,1
48,1.333,13,1
228,0.632,9,1
4815,59.444,676,1
7209,9.889,599,1
1161,14.333,139,1
96,1.5,21,1
168,2.625,26,1
2416,37.75,356,1
3822,19.5,310,1
3408,23.667,386,1
138,3.833,35,1
64,1,6,1
315,6.429,57,1
20,0.8,2,1
7868,10.036,530,1
120,1.875,21,1
260,2.6,35,1
144,1.778,20,1
2104,32.875,274,1
100,1,1,1
2710,27.1,381,1
400,6.25,70,1
245,5,42,1
5586,28.5,425,1
65,2.6,21,1
576,7.111,89,1
112,1.75,6,1
49,1,9,1
98,2,23,1
261,3.222,41,1
119,2.429,18,1
495,6.111,87,1
300,3,42,1
252,5.143,56,1
24,0.667,2,1
747,9.222,111,1
98,2,13,1
360,5.625,70,1
117,1.444,19,1
870,8.7,132,1
31,31,6,1
4824,59.556,320,1
595,12.143,88,1
119,2.429,25,1
4815,59.444,310,1
217,4.429,27,1
4806,59.333,482,1
420,4.2,60,1
112,2.286,27,1
35,1.4,8,1
702,8.667,98,1
400,6.25,74,1
364,7.429,81,1
88,1.375,21,1
1000,10,172,1
84,0.583,9,1
130,1.3,25,1
1122,9.273,173,1
2079,25.667,274,1
120,1.2,18,1
98,2,18,1
84,1.714,14,1
272,4.25,56,1
1672,26.125,228,1
2720,27.2,382,1
154,0.786,10,1
336,2.333,29,1
22,5.5,1,1
3888,15.188,278,1
2951,17.462,215,1
60,1.667,9,1
830,8.3,105,1
319,2.636,43,1
852,5.917,81,1
90,3.6,20,1
266,5.429,63,1
1080,7.5,103,1
1936,30.25,228,1
2483,14.692,214,1
5866,29.929,485,1
152,2.375,31,1
735,15,67,1
952,19.429,142,1
1624,8.286,207,1
189,2.333,30,1
110,1.1,18,1
288,4.5,62,1
1372,7,174,1
2768,43.25,304,1
1596,32.571,175,1
168,3.429,28,1
729,9,106,1
4590,56.667,566,1
754,4.462,79,1
392,6.125,91,1
126,2.571,12,1
576,16,103,1
243,3,47,1
153,1.889,28,1
3160,31.6,422,1
1395,17.222,201,1
114,3.167,20,1
18865,3.182,257,1
1210,12.1,192,1
112,1.75,18,1
315,6.429,54,1
280,4.375,64,1
5317,31.462,547,1
1620,16.2,176,1
168,2.625,31,1
231,4.714,56,1
828,5.75,107,1
5080,50.8,372,1
180,7.2,54,1
60,2.4,12,1
2600,26,412,1
189,2.333,25,1
203,4.143,43,1
424,6.625,86,1
414,5.111,74,1
828,10.222,140,1
217,4.429,45,1
45,0.556,6,1
1260,1.607,59,1
240,3.75,38,1
1837,15.182,238,1
55,2.2,15,1
441,5.444,69,1
400,4,53,1
189,2.333,27,1
264,1.833,20,1
729,9,94,1
585,7.222,102,1
1770,17.7,261,1
108,1.333,27,1
1704,11.833,189,1
133,2.714,30,1
1176,8.167,129,1
304,4.75,75,1
187,1.545,14,1
84,0.583,5,1
4806,59.333,351,1
2168,33.875,375,1
112,2.286,30,1
105,2.143,23,1
189,3.857,33,1
570,15.833,73,1
100,4,23,1
1802,6.235,115,1
123,123,19,1
63,1.286,13,1
472,7.375,31,1
639,7.889,114,1
56,1.143,8,1
900,11.111,130,1
200,2,11,1
423,5.222,56,1
36,0.444,2,1
370,3.7,66,1
470,18.8,77,1
1100,9.091,165,1
100,4,11,1
112,1.75,18,1
679,13.857,95,1
95,95,35,1
210,4.286,44,1
488,7.625,76,1
568,8.875,92,1
610,6.1,95,1
627,5.182,91,1
333,4.111,56,1
590,23.6,63,1
32,0.5,3,1
4572,56.444,563,1
410,4.1,66,1
12,1.333,1,1
4410,54.444,212,1
1488,10.333,228,1
600,16.667,134,1
972,12,142,1
3836,4.893,201,1
49,1,2,1
12,1.333,1,1
4130,41.3,527,1
1629,20.111,213,1
49,1,7,1
632,9.875,111,1
242,2,19,1
120,1.875,23,1
405,5,74,1
48,1.333,8,1
128,2,23,1
4796,39.636,564,1
261,3.222,38,1
800,8,122,1
1260,15.556,177,1
1710,17.1,121,1
60,2.4,6,1
2142,10.929,183,1
1920,30,279,1
590,5.9,87,1
996,6.917,144,1
2013,16.636,208,1
2232,27.556,308,1
40,40,6,1
1300,13,199,1
873,10.778,168,1
1310,13.1,199,1
96,1.5,19,1
657,8.111,79,1
162,2,12,1
81,1,10,1
2842,14.5,236,1
455,9.286,71,1
80,0.8,6,1
85,3.4,11,1
242,2,17,1
972,12,171,1
96,1.5,9,1
496,7.75,81,1
112,1.75,18,1
6384,24.938,441,1
448,9.143,76,1
112,2.286,24,1
4581,56.556,448,1
105,2.143,14,1
957,7.909,115,1
252,3.111,43,1
160,6.4,42,1
320,5,59,1
375,15,83,1
927,11.444,125,1
78,2.167,17,1
2150,21.5,239,1
2079,17.182,256,1
132,1.091,16,1
56,0.875,9,1
2376,4.125,108,1
1030,10.3,146,1
819,10.111,112,1
217,4.429,40,1
1720,26.875,239,1
324,4,62,1
568,8.875,100,1
115,4.6,28,1
91,1.857,21,1
390,2.308,43,1
32,0.5,7,1
10,0.4,1,1
12561,2.013,78,1
320,3.2,58,1
171,2.111,34,1
684,8.444,114,1
6160,31.429,632,1
77,1.571,17,1
96,1.5,23,1
2610,26.1,388,1
108,1.333,7,1
2736,33.778,419,1
368,5.75,78,1
147,3,31,1
66,1.833,14,1
80,3.2,17,1
208,3.25,32,1
582,16.167,94,1
96,1.5,21,1
217,4.429,51,1
2680,26.8,180,1
240,6.667,52,1
96,0.667,9,1
161,3.286,35,1
408,11.333,91,1
104,1.625,19,1
152,2.375,34,1
192,3,23,1
2070,9.2,164,1
77,1.571,14,1
121,1,13,1
768,12,120,1
4848,33.667,573,1
380,3.8,52,1
81,1,8,1
477,5.889,66,1
476,2.429,43,1
110,0.909,11,1
45,1.8,12,1
520,8.125,100,1
240,2.4,31,1
296,4.625,53,1
147,3,31,1
25,1,6,1
1620,20,186,1
77,1.571,16,1
72,1.125,16,1
11304,19.625,679,1
210,4.286,50,1
1960,30.625,286,1
266,5.429,55,1
234,6.5,52,1
180,2.222,10,1
1050,21.429,138,1
217,4.429,33,1
77,1.571,19,1
980,20,100,1
120,0.833,10,1
63,1.286,9,1
1848,15.273,279,1
1240,19.375,276,1
582,16.167,85,1
259,5.286,47,1
2799,34.556,340,1
140,2.857,27,1
490,10,81,1
189,3.857,42,1
477,5.889,78,1
352,2.909,30,1
84,2.333,21,1
168,2.625,29,1
560,8.75,93,1
35,1.4,6,1
999,12.333,115,1
168,2.625,36,1
868,4.429,63,1
405,5,54,1
112,2.286,17,1
5350,53.5,447,1
1656,20.444,251,1
24,0.375,1,1
91,1.857,15,1
231,4.714,54,1
306,3.778,44,1
100,1,14,1
470,18.8,79,1
4908,34.083,515,1
1184,18.5,180,1
1512,30.857,223,1
1220,12.2,164,1
77,1.571,19,1
684,19,108,1
363,3,54,1
49,1,12,1
1620,16.2,124,1
594,7.333,101,1
5740,29.286,576,1
312,4.875,55,1
2871,23.727,361,1
540,5.4,94,1
112,2.286,14,1
468,5.778,69,1
320,5,68,1
981,12.111,151,1
280,4.375,57,1
462,9.429,93,1
423,5.222,57,1
2205,27.222,254,1
576,16,88,1
2976,5.167,161,1
456,7.125,84,1
441,5.444,88,1
175,3.571,29,1
216,2.667,36,1
408,1.412,34,1
98,2,17,1
380,3.8,56,1
128,2,26,1
200,3.125,44,1
400,6.25,89,1
38,9.5,2,1
750,7.5,141,1
56,1.143,12,1
48,0.75,3,1
936,14.625,125,1
1617,33,246,1
266,5.429,50,1
280,2.8,45,1
2444,14.462,275,1
1560,24.375,221,1
6672,26.063,481,1
2655,32.778,354,1
112,2.286,28,1
1344,21,245,1
664,10.375,108,1
430,4.3,61,1
70,1.429,13,1
160,2.5,35,1
64,1,10,1
2964,17.538,235,1
380,3.8,52,1
5696,22.25,371,1
50,50,9,1
872,13.625,119,1
48,0.75,8,1
12,1.333,1,1
230,2.3,30,1
606,16.833,120,1
1190,11.9,151,1
833,17,158,1
370,3.7,27,1
960,9.6,161,1
215,8.6,61,1
1344,27.429,135,1
945,19.286,99,1
4788,59.111,572,1
3250,32.5,463,1
28,0.571,4,1
5964,41.417,658,1
215,8.6,54,1
576,16,99,1
497,10.143,67,1
1790,17.9,254,1
9,1,1,1
4815,59.444,573,1
4200,21.429,462,1
4184,65.375,209,1
1864,29.125,309,1
368,5.75,56,1
200,3.125,40,1
1551,12.818,199,1
240,3.75,34,1
300,8.333,49,1
64,1,9,1
74,74,13,1
440,6.875,77,1
180,1.8,31,1
96,1.5,20,1
156,1.083,25,1
1701,34.714,230,1
96,2.667,11,1
98,2,23,1
56,1.143,13,1
8016,13.917,501,1
144,2.25,13,1
182,3.714,40,1
180,2.222,35,1
162,2,23,1
1548,19.111,225,1
162,4.5,35,1
324,4,56,1
115,4.6,29,1
209,1.727,16,1
160,1.6,21,1
176,2.75,20,1
70,1.429,13,1
9,1,1,1
147,3,32,1
1740,17.4,239,1
931,19,112,1
1310,13.1,198,1
610,6.1,82,1
258,7.167,52,1
343,7,49,1
112,1.75,26,1
81,1,8,1
112,7,40,1
440,4.4,81,1
1792,36.571,178,1
392,8,86,1
126,2.571,26,1
90,0.9,6,1
1375,11.364,196,1
208,3.25,44,1
66,1.833,15,1
3648,2.526,478,1
35,0.714,8,1
70,2.8,5,1
4199,24.846,449,1
2800,28,380,1
81,1,13,1
2710,27.1,386,1
112,2.286,25,1
152,2.375,37,1
1566,19.333,193,1
410,4.1,68,1
48,0.75,12,1
48,0.75,8,1
64,1,15,1
330,2.727,37,1
80,1.25,13,1
582,16.167,89,1
594,4.909,74,1
280,4.375,61,1
144,1.778,20,1
2310,10.267,167,1
470,4.7,76,1
12,3,1,1
232,3.625,43,1
96,1.5,25,1
592,9.25,114,1
5340,23.733,400,1
385,3.182,24,1
20,0.8,1,1
161,3.286,32,1
432,5.333,79,1
4392,54.222,254,1
747,9.222,90,1
336,6.857,60,1
2710,27.1,369,1
1840,18.4,232,1
200,3.125,38,1
2520,25.2,330,1
2392,37.375,338,1
80,1.25,17,1
154,3.143,11,1
990,9.9,160,1
5208,26.571,395,1
3819,10.579,439,1
144,2.25,24,1
240,3.75,41,1
16,1,1,1
6000,41.667,646,1
222,6.167,39,1
256,4,57,1
258,7.167,30,1
88,0.727,6,1
390,3.9,48,1
450,5.556,54,1
128,2,31,1
290,2.9,45,1
510,5.1,87,1
981,12.111,129,1
384,1.5,35,1
132,1.091,27,1
2695,22.273,344,1
112,1.75,25,1
1056,16.5,181,1
2250,27.778,316,1
310,3.1,30,1
4662,57.556,360,1
8064,14,455,1
1863,23,255,1
1533,31.286,222,1
288,3.556,51,1
732,5.083,104,1
119,2.429,27,1
287,5.857,51,1
486,13.5,102,1
28,0.571,6,1
650,6.5,112,1
1584,24.75,260,1
801,9.889,110,1
432,6.75,87,1
935,7.727,144,1
63,1.286,9,1
120,1.875,25,1
576,7.111,44,1
42,42,16,1
72,2,11,1
1224,8.5,171,1
4088,63.875,261,1
1128,17.625,206,1
45,0.556,6,1
2510,25.1,287,1
1040,16.25,169,1
1104,30.667,195,1
352,5.5,50,1
376,5.875,56,1
150,6,36,1
1089,13.444,181,1
816,12.75,138,1
56,1.143,10,1
1495,8.846,179,1
245,5,50,1
215,8.6,55,1
135,1.667,21,1
210,4.286,39,1
12,0.333,1,1
60,1.667,14,1
1281,26.143,181,1
78,2.167,13,1
232,3.625,39,1
104,1.625,23,1
405,5,52,1
2950,4.72,392,1
160,1.6,9,1
3707,30.636,318,1
192,3,28,1
176,2.75,35,1
105,2.143,11,1
406,2.071,35,1
210,4.286,43,1
848,13.25,133,1
245,5,50,1
207,2.556,28,1
1561,31.857,142,1
2964,17.538,238,1
54,1.5,13,1
96,1.5,23,1
91,1.857,19,1
1056,16.5,178,1
80,0.8,8,1
1000,10,168,1
9,0.111,1,1
297,3.667,68,1
729,9,116,1
88,0.727,6,1
330,3.3,43,1
105,2.143,21,1
1617,13.364,264,1
152,2.375,32,1
2880,5,125,1
891,7.364,109,1
98,2,14,1
1480,23.125,191,1
48,3,7,1
280,4.375,59,1
112,1.75,19,1
432,6.75,87,1
2100,10.714,114,1
250,2.5,45,1
350,3.5,45,1
1720,26.875,243,1
18,18,2,1
77,1.571,20,1
432,12,64,1
2529,31.222,398,1
276,17.25,57,1
1976,1.368,256,1
1386,17.111,192,1
60,1.667,16,1
90,0.9,12,1
132,3.667,9,1
657,8.111,94,1
480,19.2,77,1
12,12,2,1
371,7.571,63,1
133,2.714,26,1
24,0.667,2,1
270,3.333,52,1
4420,6.538,542,1
78,2.167,7,1
336,5.25,60,1
2100,14.583,198,1
2604,13.286,319,1
180,1.8,13,1
168,2.625,6,1
392,6.125,84,1
200,3.125,42,1
133,2.714,27,1
60,1.667,13,1
2710,27.1,380,1
108,1.333,18,1
81,1,16,1
190,1.9,11,1
440,3.636,66,1
288,4.5,55,1
4186,24.769,340,1
576,16,102,1
217,4.429,39,1
1775,2.84,187,1
738,9.111,123,1
144,2.25,31,1
1520,23.75,223,1
220,2.2,34,1
805,16.429,128,1
2070,25.556,314,1
170,1.7,11,1
686,14,114,1
280,5.714,60,1
104,1.625,22,1
1674,20.667,220,1
627,5.182,73,1
120,1.875,22,1
7300,11.68,461,1
140,5.6,31,1
2340,23.4,319,1
891,11,155,1
352,5.5,46,1
2745,33.889,375,1
2067,12.231,177,1
190,1.9,14,1
1477,30.143,223,1
2376,29.333,311,1
312,4.875,65,1
217,4.429,47,1
864,13.5,150,1
220,2.2,20,1
1296,20.25,85,1
261,3.222,49,1
117,1.444,21,1
165,6.6,41,1
990,12.222,148,1
168,18.667,8,1
3264,22.667,404,1
3684,25.583,444,1
6494,22.471,431,1
297,3.667,53,1
576,16,98,1
2431,20.091,312,1
48,3,10,1
25,1,1,1
186,5.167,48,1
1377,17,203,1
441,9,74,1
450,5.556,83,1
135,5.4,35,1
1116,13.778,151,1
261,3.222,48,1
136,2.125,36,1
36,1,6,1
5621,46.455,671,1
264,4.125,43,1
270,2.7,53,1
790,7.9,128,1
176,2.75,27,1
1078,8.909,134,1
98,2,19,1
324,4,55,1
104,1.625,25,1
81,9,22,1
531,6.556,91,1
2938,17.385,243,1
3330,14.8,258,1
852,5.917,79,1
592,9.25,108,1
133,2.714,22,1
4590,56.667,506,1
828,10.222,123,1
354,9.833,61,1
288,3.556,47,1
140,2.857,27,1
40,2.5,6,1
525,10.714,63,1
42,1.167,2,1
138,3.833,22,1
108,0.75,6,1
126,2.571,23,1
200,3.125,36,1
5530,28.214,423,1
256,4,50,1
120,4.8,31,1
375,15,82,1
5632,22,418,1
500,5,81,1
1089,13.444,169,1
36,1,10,1
707,14.429,111,1
396,3.273,54,1
104,1.625,11,1
1359,16.778,162,1
2920,29.2,397,1
4797,59.222,596,1
112,2.286,21,1
170,1.7,14,1
207,2.556,12,1
56,0.875,11,1
369,4.556,57,1
90,0.9,16,1
180,2.222,14,1
2981,24.636,371,1
580,5.8,29,1
1008,12.444,135,1
3288,22.833,416,1
176,2.75,32,1
736,11.5,151,1
2135,43.571,191,1
378,4.667,61,1
2568,4.458,138,1
190,1.9,16,1
396,4.889,60,1
42,1.167,9,1
387,4.778,59,1
65,2.6,15,1
120,1.875,24,1
1416,9.833,175,1
4428,54.667,476,1
13767,9.051,454,1
126,2.571,7,1
266,5.429,45,1
238,4.857,40,1
75,3,18,1
190,1.9,28,1
819,16.714,121,1
217,4.429,50,1
720,11.25,97,1
1078,8.909,164,1
270,2.7,49,1
8,0.5,1,1
72,1.125,10,1
344,5.375,52,1
150,1.5,21,1
1539,19,214,1
781,6.455,120,1
288,4.5,62,1
1056,8.727,81,1
576,16,100,1
5456,21.313,394,1
84,2.333,14,1
108,3,26,1
184,2.875,34,1
273,5.571,52,1
1081,2.043,155,1
1548,19.111,202,1
120,1.2,6,1
56,3.5,9,1
153,1.889,25,1
140,5.6,26,1
319,2.636,46,1
2784,19.333,375,1
450,4.5,59,1
1715,35,175,1
1395,17.222,198,1
200,3.125,35,1
400,6.25,73,1
1664,26,196,1
81,1,15,1
670,6.7,90,1
410,4.1,60,1
5100,51,564,1
4080,7.083,223,1
2992,24.727,428,1
4256,66.5,636,1
96,1.5,20,1
330,3.3,60,1
2176,34,310,1
77,1.571,20,1
963,11.889,186,1
12,0.75,3,1
684,8.444,118,1
135,1.667,24,1
945,19.286,120,1
135,5.4,13,1
300,8.333,41,1
5060,50.6,564,1
160,1.6,26,1
4901,29,548,1
171,2.111,19,1
216,3.375,43,1
88,0.727,15,1
190,1.9,16,1
837,10.333,122,1
531,6.556,81,1
200,3.125,33,1
1962,24.222,203,1
217,4.429,41,1
440,4.4,72,1
78,2.167,14,1
96,0.667,1,1
572,1.182,84,1
616,5.091,77,1
84,1.714,20,1
187,0.647,8,1
1474,12.182,179,1
1071,21.857,182,1
568,8.875,95,1
300,3,50,1
1970,19.7,228,1
72,1.125,13,1
1526,31.143,171,1
168,2.625,34,1
78,2.167,15,1
1176,24,83,1
330,3.3,53,1
126,2.571,21,1
180,1.8,10,1
280,2.8,49,1
77,1.571,16,1
2420,24.2,303,1
42,1.167,5,1
864,13.5,144,1
715,5.909,77,1
3300,33,518,1
135,1.667,21,1
160,2.5,24,1
30,1.2,5,1
1969,16.273,226,1
6528,25.5,482,1
738,9.111,120,1
567,7,84,1
150,1.5,23,1
378,7.714,91,1
296,4.625,40,1
1170,14.444,210,1
216,2.667,34,1
144,2.25,27,1
738,9.111,133,1
423,5.222,57,1
608,9.5,102,1
4872,24.857,526,1
40,1.6,11,1
1098,13.556,152,1
747,9.222,113,1
374,3.091,49,1
784,12.25,122,1
1472,23,213,1
3252,22.583,390,1
1512,18.667,214,1
882,10.889,131,1
56,1.143,13,1
1584,3.273,86,1
2508,20.727,239,1
56,1.143,7,1
600,4.167,76,1
91,1.857,17,1
981,12.111,127,1
105,2.143,22,1
4968,34.5,675,1
180,1.8,30,1
102,2.833,16,1
873,10.778,162,1
756,9.333,119,1
480,13.333,112,1
42,42,15,1
4650,7.44,263,1
297,2.455,37,1
209,1.727,17,1
711,8.778,111,1
88,0.727,13,1
80,1.25,17,1
927,11.444,124,1
70,1.429,17,1
153,1.889,11,1
6062,30.929,485,1
207,2.556,41,1
1683,20.778,233,1
1034,2.136,155,1
182,3.714,23,1
1270,12.7,210,1
