@relation page-blocks

@attribute Height numeric
@attribute Blackpix numeric
@attribute Blackand numeric
@attribute Class {1,2,3,4,5}

@data
7,66,183,1
7,288,594,1
11,582,1071,1
12,715,1922,1
7,63,184,1
6,29,77,1
8,51,95,1
16,2497,3731,1
9,157,366,1
25,5707,11482,1
7,19,41,1
8,205,419,1
13,417,1251,1
8,24,56,1
8,31,82,1
9,679,1640,1
8,110,306,1
7,29,56,1
9,82,140,1
9,411,807,1
9,77,196,1
7,810,1495,1
10,118,250,1
7,133,313,1
9,441,997,1
8,65,146,1
9,54,175,1
8,39,86,1
8,65,85,1
8,343,1380,1
9,583,2397,1
10,31,80,1
10,600,1213,1
9,80,138,1
9,17,31,1
9,265,1131,1
6,14,72,1
9,185,374,1
8,178,769,1
6,68,180,1
7,18,60,1
5,10,13,1
7,99,252,1
7,45,119,1
7,68,185,1
9,50,146,1
11,952,2063,1
8,561,1094,1
23,572,1342,1
10,232,421,1
77,8396,9871,1
7,76,220,1
9,663,1303,1
9,390,1503,1
9,155,427,1
16,2232,3490,1
7,28,56,1
10,274,619,1
7,56,161,1
7,34,93,1
7,22,42,1
9,63,207,1
9,44,108,1
6,70,380,1
7,23,60,1
9,199,823,1
8,340,650,1
6,231,497,1
7,35,109,1
7,96,320,1
9,174,388,1
10,70,147,1
13,76,93,1
13,1054,2292,1
10,45,150,1
4,131,668,1
9,128,348,1
8,37,77,1
7,118,206,1
8,52,86,1
9,485,1240,1
12,155,314,1
8,33,72,1
5,33,73,1
7,24,77,1
6,50,127,1
8,48,119,1
9,260,629,1
9,510,2262,1
9,249,491,1
8,208,404,1
10,59,190,1
7,40,131,1
11,520,970,1
9,394,1422,1
7,56,157,1
8,119,294,1
4,95,341,1
6,23,54,1
6,158,519,1
9,98,251,1
11,124,202,1
8,132,276,1
8,156,407,1
9,84,231,1
7,37,95,1
5,18,18,1
7,162,483,1
8,28,51,1
4,51,112,1
8,261,624,1
9,115,331,1
9,173,466,1
7,124,546,1
9,127,299,1
7,65,140,1
8,237,604,1
6,12,36,1
38,1247,2201,1
6,16,43,1
8,129,317,1
9,74,241,1
8,147,325,1
7,33,88,1
8,59,123,1
9,67,142,1
8,33,64,1
9,48,106,1
12,131,201,1
9,797,3853,1
7,65,181,1
10,113,284,1
9,249,478,1
9,284,690,1
4,118,372,1
8,58,129,1
5,155,345,1
6,129,532,1
6,26,45,1
22,780,1306,1
6,14,40,1
8,586,2166,1
7,33,105,1
7,98,310,1
10,97,261,1
12,649,1768,1
10,468,908,1
10,296,675,1
5,11,25,1
7,103,339,1
9,263,744,1
9,49,55,1
5,132,487,1
9,388,890,1
8,94,176,1
16,2292,3670,1
8,83,264,1
1,7,12,1
13,141,448,1
9,77,167,1
8,141,310,1
14,1232,2819,1
10,135,351,1
13,758,2040,1
13,663,1178,1
7,101,234,1
28,449,667,1
7,71,160,1
10,667,2593,1
12,309,945,1
8,81,337,1
7,96,230,1
6,26,52,1
10,156,436,1
13,740,2612,1
7,33,96,1
9,281,513,1
10,111,246,1
8,49,86,1
14,2164,3478,1
11,845,3232,1
8,64,133,1
22,743,1343,1
5,38,142,1
11,297,731,1
9,173,409,1
7,38,123,1
5,22,38,1
9,549,1081,1
6,27,51,1
5,80,191,1
16,283,1109,1
7,120,243,1
7,12,49,1
8,47,184,1
7,138,373,1
9,261,586,1
11,433,776,1
1,7,12,1
7,192,724,1
7,233,610,1
9,43,117,1
4,7,48,1
7,143,537,1
14,111,143,1
7,22,70,1
5,200,441,1
5,87,211,1
9,585,1120,1
12,1617,3267,1
12,243,697,1
9,190,307,1
15,226,471,1
7,165,318,1
10,157,429,1
9,644,2419,1
8,254,522,1
8,46,96,1
5,58,140,1
11,835,2039,1
10,721,2772,1
8,37,98,1
9,98,178,1
7,411,1000,1
7,14,43,1
9,22,43,1
8,122,337,1
9,130,460,1
9,251,569,1
9,46,101,1
9,326,625,1
6,7,12,1
7,241,1124,1
8,39,88,1
23,4409,5488,1
16,2053,3146,1
7,108,332,1
8,98,195,1
6,75,239,1
9,658,2297,1
10,212,702,1
10,30,79,1
14,658,1386,1
11,136,305,1
13,403,678,1
9,138,325,1
8,445,1702,1
14,1028,1904,1
9,353,1338,1
7,71,223,1
7,37,108,1
9,113,318,1
9,196,751,1
9,102,153,1
9,60,160,1
8,54,127,1
9,179,387,1
8,40,89,1
13,382,644,1
25,2253,4379,1
5,17,48,1
6,303,936,1
9,81,179,1
9,144,352,1
1,26,200,1
7,47,93,1
25,3496,6967,1
14,1657,2689,1
7,413,1214,1
9,186,271,1
8,55,83,1
8,71,176,1
13,376,450,1
9,247,539,1
16,1530,2756,1
9,102,302,1
10,57,91,1
9,75,195,1
8,68,160,1
8,695,1357,1
16,2696,5084,1
10,81,318,1
10,516,1049,1
10,22,47,1
6,14,19,1
6,48,84,1
8,319,838,1
9,63,180,1
8,117,288,1
8,329,1412,1
8,26,70,1
4,47,137,1
25,977,2338,1
8,101,198,1
8,150,330,1
10,92,282,1
8,321,876,1
11,442,987,1
8,137,323,1
9,247,556,1
4,12,26,1
7,102,246,1
9,187,366,1
9,109,283,1
11,293,947,1
10,41,119,1
3,18,45,1
6,21,47,1
6,58,139,1
7,30,61,1
10,149,362,1
14,1824,2480,1
7,33,58,1
9,89,109,1
11,527,743,1
7,28,72,1
8,41,92,1
5,15,30,1
13,114,221,1
9,491,2005,1
10,108,152,1
12,1068,2842,1
8,258,834,1
9,441,1725,1
10,71,179,1
7,202,538,1
7,26,68,1
8,499,2002,1
7,41,130,1
9,299,894,1
8,96,286,1
9,178,348,1
6,109,208,1
9,95,256,1
8,13,22,1
10,299,784,1
9,273,536,1
8,389,1088,1
8,99,229,1
11,307,879,1
7,52,99,1
5,50,116,1
10,552,1005,1
8,134,255,1
5,8,10,1
11,152,363,1
9,396,942,1
8,19,40,1
10,1325,2022,1
36,118,147,1
10,54,122,1
12,288,734,1
6,22,52,1
8,29,56,1
12,29,96,1
8,157,382,1
8,87,202,1
7,32,92,1
8,74,216,1
11,478,982,1
11,58,147,1
10,54,93,1
7,63,217,1
8,274,494,1
14,754,2667,1
16,2158,3747,1
6,52,119,1
9,101,201,1
10,54,142,1
10,138,274,1
7,23,70,1
8,47,95,1
8,145,366,1
8,22,73,1
11,1260,2670,1
7,46,112,1
1,40,263,1
5,28,48,1
7,22,78,1
9,168,664,1
14,1175,2596,1
6,197,412,1
9,47,114,1
8,39,100,1
6,24,48,1
7,15,62,1
9,35,126,1
19,514,1606,1
7,43,93,1
7,24,54,1
5,121,374,1
9,348,753,1
12,551,793,1
18,564,2207,1
8,103,233,1
7,7,24,1
7,38,89,1
13,361,700,1
9,69,155,1
9,209,602,1
9,114,285,1
9,279,983,1
10,164,407,1
9,118,296,1
7,280,475,1
12,138,405,1
5,38,103,1
8,15,39,1
10,87,188,1
8,18,43,1
7,188,518,1
12,358,1086,1
8,85,368,1
11,787,1584,1
9,129,374,1
8,21,56,1
11,162,464,1
8,470,1704,1
12,126,205,1
16,2258,3377,1
8,115,234,1
5,10,14,1
17,133,219,1
9,252,858,1
9,173,356,1
8,162,481,1
9,776,1725,1
9,65,126,1
9,185,440,1
11,250,862,1
7,42,126,1
6,20,72,1
4,40,128,1
11,698,1505,1
9,609,2377,1
5,23,35,1
8,154,439,1
8,30,97,1
11,223,560,1
8,70,144,1
14,813,1919,1
9,164,295,1
10,91,213,1
13,684,1343,1
8,60,153,1
10,96,196,1
8,116,268,1
5,13,30,1
7,206,443,1
9,178,436,1
8,142,725,1
8,534,1198,1
13,742,1912,1
8,350,769,1
9,13,70,1
3,11,11,1
7,96,202,1
10,125,548,1
7,37,88,1
8,67,217,1
7,16,42,1
8,36,79,1
8,236,753,1
9,116,276,1
7,88,121,1
3,8,21,1
17,61,81,1
8,56,94,1
8,40,93,1
4,24,48,1
10,426,1147,1
5,150,366,1
17,2162,3433,1
12,888,1975,1
18,301,812,1
9,397,994,1
8,158,524,1
5,148,329,1
10,74,184,1
9,118,327,1
6,51,160,1
6,39,160,1
8,242,823,1
9,93,360,1
9,142,377,1
8,90,279,1
11,408,781,1
9,121,312,1
7,69,182,1
5,17,50,1
9,313,763,1
17,78,121,1
8,23,62,1
10,499,1575,1
10,52,134,1
14,1971,3050,1
5,78,129,1
6,45,106,1
12,685,2687,1
5,12,26,1
10,319,972,1
6,30,88,1
7,127,437,1
25,923,4101,1
11,131,283,1
10,93,367,1
8,194,590,1
6,24,89,1
11,891,3108,1
9,707,1323,1
9,69,144,1
9,25,77,1
10,366,887,1
5,40,185,1
7,62,170,1
10,26,60,1
74,7366,8289,1
9,356,619,1
7,24,65,1
10,514,1065,1
11,500,955,1
8,131,316,1
11,279,620,1
9,270,1204,1
5,52,105,1
10,73,205,1
1,14,70,1
6,20,39,1
13,864,1462,1
5,42,89,1
10,705,1776,1
9,19,38,1
9,264,1025,1
7,351,1112,1
8,133,262,1
7,16,49,1
9,330,1178,1
9,253,674,1
10,66,105,1
6,300,770,1
8,164,326,1
7,54,165,1
11,278,393,1
7,48,185,1
7,158,747,1
5,41,71,1
7,33,83,1
9,417,1738,1
10,754,1945,1
8,181,649,1
8,146,375,1
9,246,669,1
9,236,699,1
11,834,1683,1
8,27,53,1
8,197,533,1
9,249,603,1
8,125,317,1
10,549,1624,1
10,61,202,1
9,258,1050,1
14,2209,3356,1
7,24,54,1
7,236,751,1
7,228,539,1
8,169,344,1
8,39,85,1
9,74,206,1
6,26,65,1
10,15,16,1
7,216,951,1
7,95,434,1
10,27,67,1
9,53,104,1
8,282,1239,1
11,504,1781,1
7,89,213,1
5,27,61,1
11,296,842,1
10,326,665,1
8,187,441,1
11,530,800,1
6,34,108,1
9,62,207,1
9,49,131,1
15,2127,3940,1
7,197,686,1
7,98,248,1
8,15,21,1
11,268,723,1
7,69,137,1
8,71,156,1
1,16,40,1
8,421,1052,1
7,63,132,1
10,47,117,1
24,956,1758,1
7,76,199,1
8,202,495,1
7,72,182,1
11,215,425,1
11,185,451,1
9,143,318,1
11,240,836,1
7,82,305,1
10,158,566,1
14,2236,3424,1
8,66,101,1
5,42,69,1
10,508,1632,1
16,325,1005,1
10,700,2248,1
6,23,72,1
14,592,774,1
7,115,376,1
10,121,304,1
9,1122,1675,1
8,140,244,1
9,242,710,1
9,826,1800,1
11,79,188,1
16,1314,2622,1
8,816,3066,1
9,233,625,1
7,60,129,1
7,65,198,1
8,92,223,1
6,11,33,1
8,260,468,1
9,163,315,1
11,350,1026,1
6,151,485,1
8,121,291,1
8,15,61,1
10,454,1659,1
7,88,232,1
8,136,346,1
7,27,71,1
9,538,1225,1
10,280,726,1
10,94,139,1
10,758,2147,1
7,72,123,1
9,499,2091,1
7,32,63,1
8,372,1599,1
16,101,160,1
7,19,66,1
14,1382,3400,1
6,37,111,1
7,11,19,1
8,373,988,1
11,650,2361,1
8,18,38,1
7,53,117,1
9,415,1055,1
8,28,88,1
8,49,162,1
7,60,143,1
9,21,25,1
7,23,50,1
9,244,639,1
9,396,755,1
8,74,168,1
7,53,140,1
8,26,59,1
7,64,191,1
6,42,112,1
6,22,42,1
10,56,69,1
6,13,56,1
8,239,849,1
11,594,1105,1
7,95,262,1
7,15,33,1
8,73,160,1
8,203,534,1
12,1109,2471,1
10,178,421,1
13,924,3727,1
9,107,243,1
10,359,840,1
9,606,1230,1
7,129,310,1
9,169,599,1
22,162,525,1
6,27,68,1
7,46,122,1
7,67,186,1
6,81,149,1
41,1212,1452,1
10,401,851,1
5,13,22,1
8,28,129,1
10,477,1183,1
8,455,1615,1
11,150,491,1
10,684,2846,1
23,795,2129,1
7,39,87,1
5,15,34,1
9,475,2211,1
8,9,9,1
7,500,1039,1
8,44,117,1
10,269,940,1
9,358,928,1
8,392,905,1
9,143,336,1
3,16,37,1
7,19,53,1
8,83,153,1
8,152,355,1
9,141,320,1
7,55,157,1
10,140,383,1
4,13,44,1
9,671,2491,1
14,1990,3022,1
9,171,469,1
9,588,1205,1
14,1062,3426,1
11,376,1036,1
7,19,47,1
6,22,64,1
13,1027,2437,1
10,20,90,1
9,42,115,1
8,111,223,1
9,26,32,1
6,23,84,1
5,36,84,1
14,130,260,1
12,324,1000,1
7,31,89,1
14,862,2962,1
9,53,148,1
25,4246,4713,1
24,3411,3609,1
8,28,88,1
9,530,2069,1
9,113,154,1
7,72,161,1
6,326,890,1
6,149,426,1
10,199,586,1
7,98,363,1
10,107,159,1
10,594,1896,1
9,279,1154,1
10,71,176,1
9,46,169,1
6,13,36,1
7,20,50,1
12,438,1028,1
9,275,825,1
7,52,180,1
9,240,632,1
5,163,465,1
11,149,396,1
14,1975,3066,1
7,14,31,1
10,146,392,1
8,148,310,1
9,66,156,1
11,137,356,1
7,15,43,1
10,287,997,1
11,121,200,1
8,63,151,1
9,171,399,1
7,29,86,1
8,43,104,1
9,645,1997,1
27,747,1368,1
8,47,88,1
13,47,80,1
17,146,243,1
8,114,213,1
9,87,208,1
7,57,159,1
1,17,89,1
6,24,63,1
5,167,313,1
9,61,139,1
8,196,690,1
8,77,123,1
8,38,93,1
7,197,653,1
9,114,260,1
5,90,203,1
8,70,138,1
5,9,16,1
7,237,726,1
9,75,172,1
19,313,485,1
8,42,85,1
9,231,629,1
9,28,93,1
13,995,1821,1
4,24,32,1
10,139,341,1
16,2543,4349,1
25,5785,6164,1
6,184,486,1
7,220,567,1
8,61,187,1
8,222,1010,1
9,65,153,1
9,568,1093,1
5,194,392,1
10,309,631,1
7,65,175,1
8,323,817,1
8,21,40,1
9,76,156,1
4,20,36,1
7,86,187,1
17,174,323,1
7,161,777,1
7,21,49,1
9,68,186,1
10,14,89,1
6,70,214,1
8,76,159,1
8,261,465,1
6,21,42,1
9,50,130,1
10,238,467,1
9,44,95,1
8,200,616,1
10,122,169,1
9,164,441,1
9,42,151,1
7,24,103,1
9,93,131,1
10,116,240,1
6,171,519,1
9,52,57,1
10,20,49,1
8,125,225,1
7,28,89,1
9,163,584,1
23,2695,2943,1
8,299,811,1
7,73,243,1
9,67,102,1
8,31,64,1
7,45,126,1
8,69,152,1
9,123,311,1
7,182,594,1
6,137,448,1
8,30,72,1
9,686,1600,1
9,152,715,1
12,331,613,1
7,46,109,1
7,33,76,1
5,45,133,1
10,575,1113,1
14,72,123,1
11,251,843,1
5,9,15,1
9,95,274,1
10,96,368,1
9,215,842,1
7,40,104,1
10,98,252,1
4,19,44,1
1,17,42,1
7,27,78,1
9,328,796,1
5,85,128,1
8,88,233,1
10,50,53,1
10,99,253,1
11,37,165,1
8,504,1051,1
8,69,137,1
5,73,173,1
7,80,256,1
9,110,228,1
9,230,621,1
8,23,49,1
8,24,41,1
8,89,223,1
6,58,106,1
9,60,147,1
8,52,119,1
11,140,192,1
7,198,691,1
8,38,95,1
5,98,215,1
7,57,183,1
7,28,69,1
7,35,85,1
8,354,1661,1
7,23,54,1
18,365,876,1
7,60,186,1
6,34,96,1
9,333,1207,1
10,47,59,1
13,105,229,1
9,100,181,1
9,315,1242,1
9,501,1059,1
9,415,1724,1
11,596,963,1
8,42,96,1
6,20,45,1
7,67,226,1
5,22,47,1
23,306,1126,1
8,25,66,1
9,413,839,1
10,446,864,1
12,49,132,1
6,10,14,1
7,15,29,1
11,302,619,1
9,587,2222,1
6,21,41,1
9,27,32,1
7,258,572,1
10,630,1401,1
8,120,280,1
8,421,972,1
13,710,2765,1
6,42,72,1
8,15,44,1
11,281,743,1
14,2234,3594,1
6,27,45,1
8,144,350,1
7,34,104,1
11,60,129,1
9,390,1431,1
5,12,35,1
8,92,168,1
7,7,25,1
10,106,281,1
7,128,653,1
9,259,424,1
10,109,221,1
7,21,77,1
11,416,1230,1
9,302,647,1
12,315,984,1
8,70,139,1
7,36,91,1
9,587,2425,1
11,367,815,1
27,2774,4845,1
9,87,225,1
6,179,477,1
8,180,459,1
6,66,120,1
9,178,333,1
11,40,71,1
10,37,115,1
8,887,2113,1
7,105,527,1
6,105,274,1
8,67,154,1
8,62,104,1
8,15,38,1
7,23,44,1
9,117,288,1
8,119,310,1
6,32,70,1
10,299,713,1
7,195,686,1
9,884,3524,1
11,265,909,1
7,27,76,1
10,716,1841,1
6,62,119,1
9,239,668,1
9,177,485,1
5,27,60,1
5,14,20,1
7,189,823,1
7,21,44,1
10,182,430,1
7,64,182,1
11,53,88,1
8,70,182,1
9,51,65,1
8,34,73,1
9,430,1686,1
10,172,394,1
5,15,45,1
5,57,169,1
9,383,819,1
10,464,964,1
8,43,89,1
10,64,122,1
9,228,574,1
7,25,72,1
9,35,66,1
9,622,1303,1
8,61,130,1
24,3018,6072,1
7,94,236,1
9,45,116,1
8,36,76,1
11,678,2235,1
10,919,1971,1
9,164,360,1
7,127,215,1
12,47,84,1
5,80,212,1
9,501,1882,1
11,238,431,1
9,44,105,1
8,55,110,1
9,659,1704,1
6,367,941,1
7,35,92,1
10,61,131,1
3,8,27,1
8,12,16,1
8,478,724,1
10,214,515,1
7,18,77,1
10,111,160,1
9,53,124,1
7,68,154,1
5,36,52,1
5,26,65,1
10,127,323,1
8,388,703,1
10,721,2701,1
8,90,249,1
4,205,384,1
9,40,132,1
9,89,228,1
7,20,58,1
10,432,1349,1
2,7,30,1
8,162,467,1
7,40,64,1
11,360,515,1
5,10,43,1
9,157,349,1
8,102,184,1
5,34,86,1
10,165,339,1
9,44,108,1
11,1096,2445,1
9,54,144,1
8,28,61,1
10,158,295,1
7,47,99,1
7,213,621,1
10,143,415,1
9,554,2049,1
5,14,39,1
19,53,136,1
5,62,149,1
10,259,460,1
10,69,159,1
8,37,66,1
11,290,698,1
9,283,859,1
10,822,3238,1
5,50,172,1
10,42,70,1
6,53,236,1
5,97,325,1
5,24,35,1
11,101,265,1
5,24,99,1
10,928,1959,1
9,106,304,1
9,350,1165,1
5,14,33,1
9,357,626,1
9,692,1651,1
9,112,259,1
8,139,321,1
11,50,112,1
7,184,660,1
8,51,112,1
13,1392,2299,1
10,631,1767,1
8,216,740,1
13,783,2791,1
10,162,471,1
10,108,205,1
6,106,493,1
8,91,174,1
14,549,1323,1
10,129,332,1
14,81,109,1
10,177,401,1
3,21,72,1
6,213,434,1
5,66,172,1
7,380,965,1
14,245,472,1
8,33,64,1
17,153,283,1
6,190,507,1
3,12,12,1
9,439,1736,1
9,83,210,1
8,40,89,1
24,2995,5944,1
9,271,527,1
6,55,209,1
9,194,485,1
8,179,674,1
7,68,154,1
12,184,438,1
7,26,79,1
10,735,928,1
13,881,3363,1
13,612,2090,1
6,110,214,1
10,80,205,1
9,118,336,1
7,100,206,1
9,61,232,1
8,270,525,1
9,64,123,1
9,77,162,1
11,284,678,1
7,19,57,1
8,123,266,1
7,100,185,1
7,21,60,1
8,45,102,1
10,134,382,1
4,15,41,1
12,575,1293,1
11,351,887,1
10,64,166,1
15,1743,2872,1
6,95,245,1
8,20,54,1
8,66,173,1
9,23,72,1
7,517,1082,1
6,83,370,1
8,485,1146,1
7,26,82,1
11,432,1337,1
6,60,173,1
12,843,2241,1
13,668,2470,1
10,103,272,1
9,90,244,1
13,1375,2003,1
8,88,426,1
7,21,56,1
8,341,1318,1
16,1208,2305,1
7,19,51,1
6,19,35,1
6,205,493,1
7,35,92,1
17,3801,4152,1
5,11,23,1
12,361,991,1
8,58,87,1
7,62,184,1
7,83,204,1
10,161,357,1
8,41,69,1
12,314,737,1
10,666,1272,1
12,727,2914,1
7,418,1733,1
9,112,149,1
11,47,99,1
7,62,186,1
11,136,240,1
10,140,442,1
5,23,31,1
7,130,478,1
9,108,252,1
8,36,105,1
7,13,30,1
7,70,236,1
9,47,111,1
11,117,287,1
10,368,844,1
5,46,138,1
6,18,37,1
7,28,73,1
7,28,75,1
7,28,98,1
10,162,416,1
10,281,569,1
12,353,891,1
11,600,1681,1
5,29,90,1
8,260,553,1
8,131,283,1
9,183,349,1
10,56,91,1
6,47,90,1
5,26,115,1
10,246,852,1
8,19,39,1
9,436,844,1
5,9,13,1
10,69,180,1
7,74,285,1
7,28,112,1
10,502,1063,1
8,123,288,1
12,145,435,1
6,23,70,1
9,108,249,1
24,3155,6088,1
4,104,265,1
9,49,108,1
24,2894,3085,1
11,317,711,1
8,69,162,1
9,711,2011,1
9,243,726,1
10,455,878,1
5,16,35,1
5,33,59,1
8,161,272,1
12,805,1818,1
25,2272,4390,1
7,77,217,1
10,133,357,1
8,56,114,1
5,54,141,1
8,15,38,1
7,299,946,1
9,416,1343,1
7,17,33,1
11,101,168,1
9,264,846,1
5,14,16,1
17,606,1226,1
7,49,130,1
7,13,39,1
11,344,881,1
6,24,78,1
9,336,756,1
16,361,769,1
5,7,18,1
5,96,170,1
7,211,664,1
7,7,15,1
8,328,757,1
9,157,355,1
8,108,312,1
7,93,259,1
12,495,1102,1
12,599,2342,1
4,14,48,1
9,32,69,1
10,292,790,1
7,29,75,1
8,31,72,1
10,1158,2126,1
10,588,2114,1
9,129,250,1
8,29,52,1
1,15,89,1
9,661,2056,1
9,283,654,1
9,187,307,1
5,54,95,1
5,9,25,1
5,19,35,1
9,354,772,1
10,159,407,1
7,242,948,1
11,71,193,1
11,610,1278,1
7,21,60,1
8,94,186,1
7,30,59,1
6,21,89,1
8,51,111,1
8,560,1240,1
7,31,75,1
10,249,729,1
11,944,2071,1
4,121,326,1
6,26,76,1
10,60,123,1
7,82,398,1
5,65,147,1
8,172,433,1
10,452,1182,1
8,80,160,1
14,1315,2097,1
7,15,44,1
8,27,110,1
6,39,97,1
4,8,16,1
11,124,200,1
9,342,813,1
11,708,1558,1
10,761,2163,1
10,17,38,1
7,47,105,1
6,153,562,1
10,70,171,1
8,91,234,1
8,28,76,1
8,13,32,1
10,345,806,1
11,197,493,1
8,417,949,1
9,222,573,1
8,38,71,1
1,16,27,1
7,91,364,1
7,354,1164,1
8,41,72,1
10,53,164,1
6,23,68,1
9,502,1080,1
6,72,189,1
8,39,88,1
9,111,218,1
24,3040,6042,1
9,57,162,1
8,135,398,1
13,873,3069,1
9,163,400,1
8,188,653,1
9,44,97,1
1,8,40,1
8,152,704,1
6,56,134,1
10,358,1356,1
9,67,204,1
9,86,206,1
9,182,347,1
8,84,176,1
9,130,270,1
10,166,417,1
8,56,261,1
13,684,1276,1
7,61,81,1
12,496,1736,1
8,51,148,1
8,191,514,1
9,251,769,1
17,3192,3448,1
7,32,97,1
12,198,773,1
5,160,341,1
14,57,204,1
7,9,20,1
7,38,110,1
6,23,78,1
9,359,1316,1
7,11,28,1
13,726,1932,1
9,619,1292,1
10,134,364,1
9,55,107,1
7,7,24,1
8,329,736,1
8,139,317,1
10,105,332,1
67,1748,5649,1
12,549,812,1
10,194,405,1
9,492,1657,1
9,518,1047,1
9,752,3312,1
7,66,169,1
7,160,457,1
16,1490,2654,1
6,28,78,1
8,22,59,1
9,165,697,1
7,65,138,1
11,305,601,1
10,219,473,1
13,155,473,1
11,155,383,1
1,12,60,1
8,101,392,1
5,14,27,1
13,1395,3262,1
7,404,1712,1
9,606,2136,1
7,99,450,1
26,833,4017,1
10,294,765,1
5,34,132,1
9,336,1303,1
1,8,14,1
8,217,471,1
9,223,431,1
9,83,233,1
9,84,129,1
12,469,1100,1
11,242,412,1
9,47,127,1
12,43,63,1
8,22,53,1
9,225,371,1
11,979,1789,1
7,18,42,1
8,389,1307,1
5,9,30,1
10,171,358,1
9,117,328,1
9,215,1060,1
33,1154,2054,1
8,132,282,1
7,90,219,1
8,103,163,1
5,31,52,1
11,234,621,1
11,60,140,1
10,25,72,1
8,122,326,1
9,298,653,1
11,422,1145,1
9,366,719,1
7,99,230,1
13,751,2531,1
8,81,173,1
9,393,1754,1
10,235,678,1
9,600,1082,1
12,115,172,1
5,45,114,1
9,131,330,1
1,13,65,1
8,23,46,1
7,34,111,1
9,219,561,1
11,135,251,1
7,46,142,1
10,190,397,1
24,2178,4122,1
10,486,978,1
8,63,138,1
7,24,85,1
9,252,616,1
10,524,2084,1
8,116,223,1
9,218,809,1
6,119,380,1
8,103,264,1
1,8,36,1
7,42,125,1
11,67,186,1
6,55,99,1
14,1256,2077,1
9,244,618,1
9,94,138,1
10,256,530,1
3,683,709,1
7,46,111,1
7,49,98,1
9,113,229,1
10,224,441,1
7,57,134,1
22,838,1368,1
7,199,577,1
8,49,95,1
1,20,123,1
9,223,547,1
10,392,1535,1
8,35,128,1
6,10,45,1
6,33,76,1
16,546,1576,1
7,58,136,1
5,35,145,1
10,53,157,1
8,631,1283,1
9,16,36,1
11,338,695,1
8,107,289,1
8,125,260,1
14,133,405,1
12,179,397,1
9,341,1091,1
9,63,194,1
8,173,391,1
1,17,88,1
8,56,107,1
11,217,678,1
10,155,391,1
7,251,1042,1
7,46,208,1
9,257,714,1
8,89,205,1
7,49,96,1
7,114,520,1
9,550,1200,1
9,86,199,1
9,456,1629,1
14,907,3357,1
7,81,228,1
7,22,47,1
10,675,1908,1
8,57,130,1
8,82,215,1
10,68,128,1
14,1624,2675,1
7,274,610,1
9,31,65,1
7,20,45,1
10,41,110,1
9,43,167,1
10,64,173,1
38,2238,4199,1
7,74,166,1
5,41,66,1
9,132,283,1
10,185,564,1
8,31,69,1
6,23,66,1
7,35,75,1
9,51,126,1
8,49,113,1
6,68,135,1
6,24,58,1
10,121,273,1
8,85,180,1
11,46,76,1
14,1791,2962,1
8,33,130,1
10,42,110,1
8,22,40,1
7,98,270,1
8,51,153,1
10,114,163,1
8,61,132,1
7,113,529,1
10,455,961,1
11,108,166,1
8,25,43,1
7,20,26,1
16,2476,3863,1
8,17,40,1
10,133,313,1
8,43,85,1
10,40,104,1
11,722,1951,1
7,120,580,1
7,114,320,1
24,3064,6134,1
6,54,107,1
8,56,200,1
13,622,1247,1
6,70,184,1
7,32,74,1
9,316,691,1
9,209,811,1
13,1891,3168,1
14,1654,2577,1
6,26,63,1
6,19,73,1
8,94,208,1
8,88,216,1
5,130,444,1
8,30,68,1
7,16,41,1
5,15,19,1
7,50,189,1
10,103,146,1
1,32,167,1
7,98,207,1
10,53,159,1
10,164,357,1
10,110,235,1
8,40,77,1
11,213,734,1
4,13,24,1
7,39,143,1
7,43,119,1
10,908,2018,1
7,31,81,1
9,243,687,1
10,180,436,1
4,11,19,1
7,69,196,1
10,62,149,1
10,549,2094,1
7,236,988,1
6,49,147,1
8,131,319,1
5,32,63,1
38,894,1801,1
7,134,250,1
10,57,156,1
11,954,1791,1
8,129,320,1
9,223,444,1
6,98,206,1
14,121,449,1
5,37,151,1
14,1032,3869,1
10,44,126,1
10,242,646,1
8,95,443,1
10,114,414,1
10,150,365,1
9,30,78,1
6,140,408,1
9,47,100,1
8,278,762,1
11,51,76,1
8,39,108,1
11,36,40,1
8,32,80,1
5,7,15,1
7,57,262,1
10,888,1567,1
9,33,97,1
12,221,284,1
6,35,68,1
10,111,242,1
11,129,225,1
11,365,861,1
5,52,150,1
6,178,371,1
7,24,65,1
34,406,1166,1
7,71,90,1
9,16,118,1
16,767,1182,1
25,3392,6963,1
10,522,1878,1
8,49,100,1
6,25,67,1
7,42,94,1
9,320,782,1
8,40,75,1
7,60,171,1
11,53,88,1
8,62,144,1
10,226,466,1
7,55,126,1
6,17,40,1
10,165,372,1
8,49,81,1
10,520,1571,1
7,10,10,1
8,152,465,1
7,25,64,1
9,24,75,1
7,35,88,1
12,302,604,1
24,2182,4082,1
8,44,103,1
9,148,299,1
7,61,148,1
12,1606,2722,1
10,69,177,1
9,270,743,1
8,57,120,1
21,302,881,1
6,196,1041,1
8,122,227,1
8,183,915,1
8,132,298,1
13,154,472,1
9,476,2128,1
5,9,9,1
10,283,592,1
8,52,117,1
7,242,1081,1
10,180,477,1
11,54,81,1
7,182,462,1
5,91,293,1
7,59,116,1
6,73,163,1
9,193,890,1
5,243,872,1
11,121,326,1
6,29,43,1
7,34,90,1
11,1019,2435,1
10,540,1977,1
10,1058,1581,1
10,84,140,1
