@relation page-blocks

@attribute Eccen numeric
@attribute Blackpix numeric
@attribute Blackand numeric
@attribute Class {1,2,3,4,5}

@data
5.6,46,122,1
8.143,165,318,1
17.571,361,828,1
13.75,202,767,1
23.2,218,455,1
25,400,1501,1
7.286,509,1013,1
4.8,144,267,1
3.4,32,63,1
1.625,66,82,1
7.48,2272,4390,1
6.333,86,190,1
5.5,373,455,1
1,7,7,1
3.182,147,253,1
11.889,184,712,1
2.429,46,102,1
1.125,27,71,1
10.8,345,806,1
1.25,35,79,1
2.727,98,198,1
17.1,215,773,1
10.25,261,624,1
5.857,122,285,1
1.2,10,10,1
59.111,736,3073,1
9,235,597,1
3.375,74,168,1
5,50,116,1
1.5,11,19,1
5.923,298,701,1
5.222,142,377,1
18.1,888,1567,1
0.667,43,63,1
12.6,116,292,1
5.6,43,114,1
11.833,56,334,1
2.75,84,176,1
19,186,884,1
4.5,93,225,1
26.846,1724,3029,1
17.375,178,769,1
3.583,169,407,1
1.8,118,162,1
1.571,18,52,1
9.833,95,245,1
17.778,310,1152,1
16.167,155,419,1
11.333,354,822,1
41.5,1833,3818,1
2,35,94,1
4.286,71,160,1
4.25,21,38,1
16.13,8027,8533,1
2.5,98,226,1
5.714,64,192,1
17.444,313,763,1
33.667,1617,3267,1
3.556,87,194,1
2.375,47,149,1
4.727,160,346,1
19.625,5363,10409,1
4,306,1126,1
3.75,54,161,1
34.5,1554,3646,1
2.778,74,113,1
1.4,11,30,1
27,16,27,1
4.091,132,363,1
1.571,18,42,1
1.833,142,225,1
11.5,276,872,1
10.75,469,1100,1
91,32,91,1
11.545,371,959,1
26.9,824,1335,1
2,49,98,1
1.2,27,67,1
8.333,98,206,1
7.75,147,431,1
16,174,458,1
4.5,132,276,1
1.5,40,93,1
21.182,629,1734,1
6,98,248,1
1.286,18,61,1
4.857,67,186,1
3.167,33,90,1
22.667,1075,2448,1
2.625,60,162,1
1,19,33,1
5.167,93,186,1
4.167,207,376,1
5.636,149,481,1
9.444,231,621,1
5.1,112,429,1
0.857,111,143,1
16.214,754,2667,1
13.143,199,577,1
28.286,236,988,1
8.714,137,412,1
9,9,9,1
12.231,852,1296,1
2.6,78,248,1
2.3,62,149,1
26.8,1058,1581,1
56.667,629,2918,1
4.333,45,106,1
5,301,373,1
6.25,28,71,1
9.556,163,400,1
1.5,46,96,1
8.5,294,530,1
2.5,42,64,1
8.3,353,714,1
14.833,215,438,1
2,28,48,1
24.857,822,3293,1
3.5,99,178,1
3.778,95,274,1
1.167,21,41,1
24.571,354,1164,1
1.556,35,126,1
13,552,1005,1
1.7,38,124,1
2.6,17,50,1
11.6,26,75,1
8,332,945,1
11.364,594,1105,1
1.889,92,136,1
14.778,283,859,1
9.182,297,943,1
5.435,2739,2875,1
9,39,75,1
33.444,482,1881,1
1.9,103,146,1
1.2,44,120,1
10,105,296,1
2.167,14,72,1
1.167,11,33,1
1.333,48,106,1
5.714,64,191,1
2.429,47,93,1
3.667,98,251,1
3.909,158,414,1
0.636,36,77,1
4.429,61,148,1
4.385,552,741,1
1.778,40,132,1
16,178,533,1
1,16,49,1
8.609,4210,4548,1
16,183,331,1
4.714,81,228,1
1.333,4093,4194,1
2.333,98,178,1
1.167,11,33,1
139.5,42,304,1
43,595,2307,1
22.833,685,2687,1
2,54,109,1
4.889,163,315,1
8.625,119,355,1
5.3,182,430,1
7.667,60,222,1
13.667,366,719,1
40,36,40,1
1.571,29,74,1
2.222,99,132,1
16,151,485,1
15.846,3424,7118,1
3.875,86,182,1
2,64,123,1
8.909,408,781,1
1.286,40,153,1
14,63,146,1
3.111,80,246,1
21.818,714,1674,1
1.25,32,80,1
4.667,55,99,1
3.556,120,206,1
2.8,38,65,1
1.143,23,40,1
28.8,549,1624,1
2.5,20,36,1
1.091,65,99,1
6.455,360,515,1
7.083,3799,4075,1
2.143,47,87,1
3,100,279,1
8.75,156,407,1
18.444,409,905,1
10.333,270,743,1
3.6,128,242,1
5.818,278,393,1
2.875,51,153,1
1.429,23,70,1
2.923,154,472,1
35.667,446,1597,1
6.571,96,320,1
8.429,191,413,1
5.1,209,340,1
24.727,511,1824,1
13.667,437,1097,1
17,444,1206,1
11.625,194,697,1
4.875,64,222,1
2,87,178,1
4.889,102,239,1
1.125,26,65,1
10.375,290,575,1
9.222,266,683,1
14.333,196,751,1
2,52,119,1
11.889,357,626,1
1.571,26,68,1
1.714,31,72,1
0.357,31,36,1
27.1,476,1556,1
60,12,60,1
2.8,18,57,1
2.091,105,217,1
1.857,26,79,1
2.111,66,156,1
10.727,596,963,1
4.429,68,185,1
26.2,754,1945,1
8.75,191,514,1
26.214,1791,2962,1
23.733,2127,3940,1
14.167,1718,3822,1
3.875,102,184,1
1.091,60,129,1
27.667,776,1725,1
3.667,105,232,1
28.778,512,1745,1
15,643,1282,1
51.1,721,2772,1
3.286,55,126,1
2.167,70,283,1
36,8,36,1
16.571,251,549,1
8.5,183,472,1
2.429,34,109,1
0.125,8,8,1
16.273,650,1444,1
18.286,237,645,1
22.571,233,610,1
13.778,388,806,1
2.167,24,68,1
6.2,164,407,1
2.333,69,171,1
6,531,745,1
5.444,262,440,1
1,7,7,1
2.222,99,141,1
9.222,250,630,1
2.273,82,223,1
30.222,659,1868,1
6.6,62,149,1
11.333,177,705,1
13.714,211,664,1
6.538,361,700,1
5,56,144,1
33.846,1459,3983,1
33.364,891,3108,1
4.444,128,348,1
2.286,35,109,1
2.455,90,177,1
11.308,684,1343,1
4,152,363,1
28.667,401,1350,1
10,191,565,1
20.571,93,387,1
2.636,102,197,1
5.75,105,291,1
5.143,76,220,1
2.013,4009,4623,1
0.8,9,15,1
6.083,225,518,1
2.571,32,106,1
22.273,678,2235,1
8.889,166,500,1
1,13,25,1
1.143,22,56,1
27.5,1990,3022,1
3.714,68,154,1
0.909,123,251,1
2,27,68,1
2.125,36,77,1
1.857,29,77,1
26.2,719,1984,1
5.217,2599,2760,1
6.857,90,219,1
8.143,109,263,1
6.5,187,383,1
4,101,198,1
2.857,60,140,1
16.5,179,477,1
14,8,14,1
2.857,65,126,1
14.889,260,820,1
4.111,132,283,1
1.5,45,91,1
0.727,51,88,1
5.143,143,234,1
3.091,136,240,1
8.556,174,388,1
11.783,786,2239,1
2,49,100,1
0.571,7,25,1
19.889,550,1200,1
0.462,34,35,1
0.667,42,49,1
4.571,52,180,1
4.444,115,331,1
1.875,55,114,1
18,1315,1981,1
1,16,44,1
3.857,19,117,1
4.909,162,464,1
0.4,14,36,1
5.917,538,770,1
3,41,110,1
7.714,101,234,1
1.2,40,115,1
1.333,27,46,1
9,209,602,1
5.9,238,467,1
104,20,104,1
2.111,112,149,1
10.455,337,915,1
2.375,27,110,1
1,55,106,1
4.333,108,249,1
0.8,48,80,1
11.333,152,514,1
14.444,524,1026,1
1.143,21,56,1
8.375,210,388,1
22.429,482,961,1
9.571,121,257,1
2.429,49,111,1
10.222,199,531,1
9.833,361,991,1
13.889,236,676,1
1.6,48,160,1
19.167,453,1572,1
1.667,24,58,1
8.875,164,326,1
2.125,63,100,1
2.625,44,117,1
34,530,2069,1
6.4,56,138,1
2.857,59,116,1
27.2,559,2139,1
22.929,1624,2675,1
41.417,1605,3544,1
5.375,118,336,1
9.111,253,674,1
24.727,847,2103,1
13.25,1276,2349,1
3.125,67,154,1
23.818,722,1951,1
9,250,654,1
0.333,7,12,1
10.25,270,527,1
2,151,213,1
3.222,81,179,1
6.25,171,296,1
18.8,147,353,1
1.5,45,96,1
19,242,823,1
8.167,71,186,1
0.75,8,11,1
11.889,369,826,1
24.769,1571,2990,1
0.727,61,87,1
25.9,908,2018,1
6.111,148,495,1
4.556,97,274,1
2.136,330,779,1
2,35,85,1
13.818,610,1278,1
5,163,434,1
43.25,398,1607,1
7.727,234,621,1
3,81,223,1
2.375,59,123,1
19.64,5572,11502,1
31.429,975,3857,1
10.8,321,897,1
3.3,130,213,1
11.333,168,738,1
3.125,71,176,1
9.273,250,862,1
1.25,38,71,1
0.875,19,54,1
0.6,9,15,1
20,1136,2594,1
1.5,20,39,1
3.143,38,110,1
2,146,215,1
3.286,53,161,1
0.5,12,32,1
7,334,798,1
4.375,106,248,1
26.3,537,1550,1
2.667,34,96,1
2.143,35,88,1
2.333,23,84,1
1.125,27,53,1
30.889,440,1485,1
3.778,64,151,1
29.3,606,1746,1
19.8,176,436,1
3.571,65,175,1
1.714,38,80,1
15.833,156,447,1
59.444,704,3052,1
12.6,584,1068,1
8.714,136,422,1
5.4,41,120,1
7.75,180,459,1
24.222,290,1141,1
4.857,96,202,1
12.429,141,359,1
13,478,724,1
5.333,55,171,1
1.556,30,113,1
1.571,17,71,1
9.8,368,844,1
2.1,68,126,1
10,222,597,1
30.556,500,1775,1
10.778,286,804,1
1.5,41,96,1
6.857,111,276,1
1.667,16,33,1
2.5,80,160,1
7.111,268,518,1
1.6,60,123,1
15.714,134,344,1
1.1,22,60,1
1,14,56,1
2.833,28,84,1
5.111,121,280,1
6,307,733,1
3,8,27,1
7.818,273,663,1
1.167,14,40,1
4.833,58,139,1
2.375,54,132,1
11.313,1157,2198,1
5.625,80,290,1
1.75,46,111,1
2,53,148,1
4.143,555,753,1
6.4,281,569,1
4.875,121,291,1
9,178,311,1
5.143,115,247,1
9.333,308,664,1
3.429,46,111,1
1.634,1212,1452,1
3.829,7618,12923,1
3.25,88,177,1
2.8,23,35,1
5.111,131,355,1
7.75,106,320,1
7,433,709,1
59.444,425,1530,1
9,260,629,1
10.727,338,1061,1
18.3,488,1248,1
1.167,11,39,1
13.143,92,459,1
11.182,649,887,1
88,17,88,1
51.667,658,2694,1
7.5,123,261,1
28.286,76,498,1
8.333,64,173,1
31.462,1657,3200,1
19.2,164,354,1
21.25,377,1210,1
2.333,43,84,1
2.067,95,216,1
2.167,43,72,1
17.625,504,1051,1
18.556,568,1093,1
9.667,343,984,1
2.556,62,207,1
4.286,62,184,1
2.25,103,291,1
0.625,15,38,1
6.75,232,411,1
12.7,493,1014,1
7.9,129,332,1
4.429,86,187,1
6.143,88,256,1
3.333,40,113,1
2,25,42,1
16.778,250,679,1
23.733,2167,3342,1
7.545,250,822,1
5,46,208,1
2,39,159,1
2,48,119,1
1.474,313,485,1
2.75,77,139,1
8.727,292,718,1
6.091,244,622,1
5.875,122,337,1
6.667,53,149,1
2,61,112,1
11.64,3392,6963,1
4.857,65,139,1
5.542,2894,3085,1
4,171,358,1
7.727,251,843,1
10.929,813,1378,1
1.833,153,215,1
1.571,27,56,1
3.333,221,284,1
4.444,178,333,1
3.667,103,276,1
2.909,90,188,1
1.111,31,71,1
25.375,242,1246,1
0.667,10,17,1
5.455,211,401,1
25.1,449,1293,1
8.818,317,711,1
20.111,354,1077,1
43.571,232,1069,1
5.7,186,396,1
53.5,606,2448,1
10.1,455,878,1
1,9,25,1
10.727,530,800,1
19.8,150,366,1
11.444,370,770,1
5.375,137,323,1
2.923,141,448,1
3.75,252,375,1
15.571,216,414,1
9.2,893,1552,1
22.938,2258,3377,1
0.818,34,62,1
3.857,53,179,1
1.6,13,36,1
3.875,93,179,1
2.714,88,121,1
12.333,209,570,1
5.5,100,237,1
0.8,25,72,1
6.556,178,436,1
1.923,76,93,1
0.714,15,31,1
4.667,143,318,1
6.222,171,469,1
7.375,138,419,1
2.444,45,185,1
11.091,344,881,1
5.1,143,415,1
3.556,119,286,1
2.667,19,73,1
12.6,516,1049,1
1.444,36,103,1
12.4,587,1009,1
1.75,31,72,1
1,17,48,1
15.909,405,902,1
1.571,23,76,1
1.5,13,24,1
2.75,52,85,1
3.286,15,87,1
21,430,1222,1
12,320,672,1
5.8,233,518,1
2.25,68,144,1
5.667,136,361,1
0.875,21,56,1
5.429,66,254,1
3,57,134,1
18.111,217,978,1
5.5,103,197,1
6.5,495,800,1
2.4,29,60,1
4.222,107,212,1
9.111,316,691,1
8,165,320,1
14,7238,7729,1
27.2,758,2147,1
7.571,99,252,1
59.333,884,3524,1
10.625,162,467,1
11.941,3192,3448,1
4.5,24,48,1
20.714,210,668,1
2.167,28,78,1
1.125,23,46,1
22,7,22,1
1.2,40,104,1
0.375,11,17,1
8.111,114,285,1
2,55,110,1
45,124,546,1
4.25,84,247,1
15,161,416,1
1.625,43,104,1
39.222,594,2013,1
16.125,239,849,1
0.571,8,27,1
1.875,57,120,1
27.778,823,1727,1
2.556,51,118,1
1.6,17,40,1
0.8,160,183,1
2.75,19,44,1
2.75,66,160,1
6.714,89,289,1
17.273,500,955,1
5.8,78,129,1
0.75,18,48,1
9.286,185,407,1
10.143,196,476,1
2.1,69,177,1
8.5,283,592,1
1.5,38,93,1
5.875,136,331,1
5,129,317,1
8.444,298,653,1
4.5,25,78,1
27.1,533,2027,1
2.5,22,66,1
10.714,82,398,1
10,90,203,1
20,606,1230,1
9.455,431,891,1
9.8,384,832,1
1.143,449,667,1
18.615,726,1932,1
8,220,348,1
4.7,158,295,1
2.286,29,86,1
2.429,42,94,1
0.857,14,32,1
5,99,230,1
1.286,19,57,1
8.333,173,409,1
2.375,60,107,1
5,236,406,1
2,51,106,1
23.286,242,948,1
14.5,403,1050,1
27.143,390,1126,1
3.8,162,360,1
33.875,470,1704,1
3,30,71,1
3.6,115,294,1
3.125,81,151,1
1,45,47,1
2.125,40,89,1
6.5,71,173,1
8.923,441,1060,1
10.667,243,704,1
3.125,57,176,1
16.727,931,1611,1
0.6,9,13,1
89,17,89,1
0.375,12,16,1
8.5,90,237,1
17.308,740,2612,1
15.5,154,537,1
8.667,326,625,1
2.167,20,76,1
10.387,6881,7519,1
6.625,325,1005,1
22.143,193,666,1
1.286,25,53,1
2.286,47,86,1
1.167,17,40,1
18.778,522,1058,1
1.333,44,108,1
1.167,13,33,1
30.25,247,1111,1
0.636,36,37,1
1.125,30,72,1
21.9,334,1317,1
0.667,59,93,1
11.444,331,801,1
4.75,103,233,1
0.818,51,76,1
2,28,98,1
0.7,30,30,1
2.625,73,168,1
7.9,274,619,1
1.857,37,89,1
6.625,146,375,1
2.571,27,117,1
13.286,799,1698,1
59.333,811,3208,1
7,190,422,1
4.6,851,1868,1
25,413,1214,1
18.8,86,375,1
28.214,1988,3636,1
1.857,30,76,1
5,109,189,1
3.667,106,187,1
56.667,787,3190,1
29.778,319,1288,1
9.5,236,549,1
4.848,1154,2054,1
17.25,104,265,1
8.364,365,861,1
28.875,421,1052,1
0.9,60,62,1
31.462,1475,3049,1
5.3,180,477,1
1.778,25,118,1
22.8,1232,2810,1
4.111,148,299,1
4.222,129,250,1
13,589,1069,1
15.9,600,1213,1
8.5,357,935,1
3.875,74,216,1
37,711,2011,1
3.182,8396,9871,1
31.462,1421,3095,1
2.6,27,61,1
4.625,99,246,1
4.375,117,260,1
13.917,7164,7740,1
3.273,743,1343,1
4.857,60,238,1
7.111,199,400,1
8.286,439,1054,1
4.889,135,268,1
30.222,679,1640,1
3.75,87,204,1
65.625,398,1865,1
13.625,236,753,1
2.286,47,86,1
2.667,77,196,1
26.308,1027,2437,1
2,42,115,1
8.778,563,1190,1
1.375,39,88,1
3.3,108,245,1
2.111,43,167,1
4.4,140,383,1
12.6,575,1103,1
15.667,104,527,1
0.857,19,42,1
6.75,119,336,1
4.571,60,186,1
6.083,227,651,1
7.727,240,836,1
10.545,350,1026,1
3.857,31,75,1
5.167,37,105,1
4,56,153,1
3.8,48,76,1
1.25,32,66,1
4,66,194,1
4.5,18,38,1
15.833,171,519,1
1.167,19,35,1
4.375,110,257,1
5,179,387,1
15.5,514,1065,1
1.333,12,12,1
2.5,81,160,1
63.25,131,668,1
1.4,16,35,1
3.857,65,189,1
19,121,374,1
2.333,25,52,1
2.333,57,116,1
2,35,92,1
0.875,17,53,1
3.227,780,1306,1
4.667,24,89,1
26.182,787,1584,1
1.286,20,62,1
41,1094,2122,1
39.636,1612,3623,1
6,197,674,1
17.538,710,2765,1
2.2,19,48,1
28.846,751,2531,1
16,169,417,1
1.182,162,525,1
3.375,88,216,1
4.067,226,471,1
0.286,7,13,1
9,239,668,1
4.167,51,133,1
12.813,1314,2622,1
3.125,83,200,1
41.3,1302,3018,1
10.889,251,569,1
4.286,68,199,1
5.917,410,645,1
2,56,114,1
1.857,26,85,1
3.909,133,366,1
20.143,158,747,1
0.8,13,17,1
7.625,154,472,1
0.714,29,29,1
18.5,246,858,1
13.375,326,659,1
2.667,62,197,1
7.182,297,731,1
17,237,726,1
4.9,289,481,1
21.875,219,1235,1
38.556,347,1351,1
59.556,913,3924,1
5.75,131,341,1
1.857,28,75,1
1.424,3264,3517,1
2.714,121,449,1
3.083,182,332,1
2.125,60,133,1
5.917,518,738,1
1.5,37,108,1
1.667,20,45,1
4.4,194,405,1
21.714,228,777,1
29,872,3655,1
2.5,96,209,1
4,60,166,1
0.5,19,32,1
7.818,281,708,1
26.667,888,1975,1
0.778,19,38,1
2,58,87,1
3.286,40,152,1
16.2,735,928,1
1.857,34,91,1
4.467,294,610,1
1.6,68,127,1
0.111,9,9,1
14,152,704,1
1,7,7,1
2.333,60,147,1
17.286,234,514,1
3,31,80,1
1.333,41,108,1
13.714,628,1584,1
34.375,460,1621,1
5,112,290,1
25.5,2546,4204,1
5.25,131,316,1
7.375,2182,4082,1
2.286,29,79,1
5.778,143,336,1
1.125,23,48,1
51.1,721,2701,1
42.75,445,1702,1
15,97,325,1
31.6,1158,2126,1
4.7,93,367,1
1.286,20,51,1
3.364,151,366,1
1.833,13,56,1
2.444,38,138,1
1.333,48,108,1
59.333,491,2005,1
20.111,601,1201,1
1.816,1247,2201,1
16,149,426,1
10.333,217,749,1
15.286,202,490,1
1,21,49,1
10.778,277,753,1
5.111,100,238,1
5,172,380,1
1.8,52,134,1
11.222,192,742,1
0.727,23,88,1
12.1,486,1027,1
19.286,108,499,1
4.667,162,369,1
5.111,151,351,1
2,153,209,1
4.111,177,304,1
4.375,124,279,1
6.667,311,646,1
24.727,778,2038,1
13.5,137,453,1
9,136,395,1
4.071,580,759,1
2.222,58,129,1
19.333,279,1154,1
7.417,2063,3987,1
3.333,67,253,1
6.833,57,228,1
3.9,121,304,1
5.429,60,170,1
3,50,129,1
5.2,159,358,1
6.6,180,436,1
4.333,81,149,1
9.333,564,2207,1
30.3,543,2028,1
9.5,289,529,1
3.4,34,82,1
5.222,163,388,1
1,11,25,1
1.75,47,95,1
26.2,736,1811,1
1.333,11,11,1
3.714,72,182,1
2.429,51,108,1
2.333,48,82,1
19.444,279,983,1
7.333,2096,4094,1
0.692,47,80,1
1.091,57,89,1
4.667,16,37,1
7.143,93,259,1
16.778,189,746,1
17.778,518,1098,1
11.9,327,791,1
15.667,184,486,1
2.909,117,287,1
16.375,258,834,1
1.6,71,160,1
8.182,381,873,1
2.091,148,211,1
50.8,506,1742,1
6,116,351,1
2.571,26,82,1
19.7,284,1160,1
1,14,49,1
11.6,317,925,1
7.3,199,577,1
8.75,186,502,1
2.444,77,167,1
1.875,45,102,1
0.8,14,20,1
2.273,90,231,1
2.875,65,152,1
1.857,28,85,1
11.778,295,755,1
2.889,41,121,1
37.75,510,1763,1
3.5,103,177,1
9.111,301,682,1
4.875,95,236,1
4.571,62,186,1
11.889,196,658,1
0.875,27,53,1
42,16,42,1
8,197,467,1
10.25,274,494,1
6.2,65,147,1
4.667,123,311,1
5.5,60,173,1
1.8,12,35,1
1.75,47,85,1
2.625,69,132,1
2.091,67,186,1
2.571,34,90,1
59.444,832,3214,1
8.857,118,418,1
1.556,74,119,1
8.273,286,598,1
3.667,101,201,1
20,259,847,1
13.917,451,1507,1
2.167,26,71,1
16,154,541,1
1.571,28,77,1
6,86,252,1
18.929,1315,2097,1
2.3,80,205,1
0.875,23,49,1
2.167,29,77,1
4.125,99,219,1
3.385,98,407,1
26.875,715,1389,1
2.846,155,477,1
6.5,92,217,1
34.083,1482,2966,1
2.857,65,138,1
6.1,203,582,1
5.143,70,236,1
3.9,134,230,1
7.818,391,807,1
5.444,109,318,1
18.75,189,713,1
6.571,114,320,1
4.75,106,230,1
2.444,42,151,1
2.889,74,206,1
1.333,29,43,1
5.429,87,253,1
2.6,22,47,1
6.455,289,567,1
5.455,1400,3627,1
10.5,181,649,1
27.857,1956,3224,1
19.625,560,1240,1
9.556,261,586,1
6.111,124,400,1
2.714,60,129,1
2.714,130,260,1
0.6,20,49,1
2.5,68,160,1
0.875,24,56,1
29.333,468,1558,1
2,35,95,1
25.25,505,1114,1
4.167,41,118,1
11.667,3064,6134,1
0.818,38,72,1
21.5,151,437,1
3.222,60,160,1
1.286,27,42,1
4.8,173,414,1
2.857,46,140,1
7,103,247,1
10.333,447,1293,1
5.111,120,347,1
24.286,1824,2480,1
2.143,34,80,1
5.25,139,321,1
23.706,2388,3568,1
11.455,379,900,1
49,14,49,1
13.364,518,982,1
8.12,4246,4713,1
5.583,324,566,1
13.778,410,787,1
27,449,932,1
2.2,108,205,1
1.4,14,33,1
2.473,7366,8289,1
22.583,753,1782,1
5.625,169,344,1
20,555,1196,1
7.8,96,170,1
10.25,258,501,1
5.765,1548,1666,1
11.667,3040,6042,1
1.429,21,52,1
2.25,15,36,1
22.273,952,2063,1
15.75,189,690,1
17.222,483,1020,1
6.75,151,383,1
7.8,66,176,1
3.2,98,252,1
8.3,173,554,1
1.125,26,57,1
2.5,67,147,1
7,11,15,1
9,246,669,1
12,378,855,1
2.778,56,205,1
2.143,39,87,1
2,25,72,1
0.667,11,24,1
13.667,51,149,1
12.25,173,685,1
11.68,3496,6967,1
10.25,264,650,1
16.4,148,329,1
25,868,1928,1
1.5,8,19,1
1.5,49,81,1
31,7,31,1
1.333,49,108,1
1.571,24,65,1
0.95,1574,2843,1
23.947,703,821,1
5.375,117,307,1
7.083,311,845,1
3.556,86,199,1
5,105,326,1
8.889,243,687,1
9.125,253,511,1
8.778,244,639,1
1.857,27,78,1
2.143,46,94,1
1.143,22,42,1
1.833,25,54,1
2.4,16,44,1
1.1,45,105,1
2.375,65,146,1
3.8,22,38,1
25,228,1110,1
2.429,27,69,1
10.111,191,646,1
5.923,258,565,1
4.286,63,186,1
2.875,69,162,1
10.375,216,603,1
1.625,37,98,1
4.667,144,352,1
0.4,8,10,1
0.7,25,53,1
4.1,114,259,1
0.667,12,18,1
7.5,208,404,1
8,251,639,1
2.167,28,61,1
21.75,224,1002,1
5.391,2684,2852,1
27.2,508,1765,1
11.889,344,667,1
6.143,66,296,1
6.385,403,678,1
1.833,143,207,1
18.8,130,444,1
3.625,48,151,1
3.5,32,55,1
0.479,227,659,1
0.857,14,27,1
9.222,292,594,1
1.13,166,574,1
3.6,36,73,1
3,84,231,1
5.875,128,283,1
4.259,910,2087,1
5.222,131,330,1
3.833,39,123,1
11,413,839,1
8.286,86,342,1
4.111,151,321,1
13.5,253,775,1
1.429,27,64,1
4.125,112,229,1
9.7,410,807,1
2.375,64,148,1
5,100,185,1
10.278,544,1193,1
2.571,46,122,1
3.8,161,357,1
5.5,171,335,1
13.5,137,465,1
4.667,62,131,1
9.778,208,575,1
6,134,364,1
6.556,126,426,1
12,85,368,1
4.8,45,114,1
1.5,44,64,1
24.8,883,1807,1
6.625,140,379,1
1.5,54,122,1
2.667,348,875,1
11,339,829,1
6.76,923,4101,1
5.182,185,451,1
4.9,270,462,1
5,255,572,1
1.333,67,102,1
1.875,67,120,1
5.333,70,184,1
4,25,60,1
16.5,380,973,1
3.8,71,176,1
6.6,52,150,1
3.636,119,272,1
34.286,362,904,1
16.833,249,531,1
6.4,189,517,1
34.125,469,1764,1
1.571,28,70,1
3.429,47,102,1
30,2209,3356,1
1.556,89,109,1
4.125,86,224,1
8.167,314,737,1
1.8,69,180,1
10,410,846,1
1.429,21,54,1
3.778,103,250,1
23.778,443,1440,1
10.111,263,744,1
4.429,69,182,1
1.625,51,95,1
24.875,183,915,1
5.889,160,287,1
5.5,53,168,1
1.5,30,54,1
59.444,887,3257,1
1,8,9,1
17.167,153,562,1
15.5,12,32,1
2.3,79,182,1
56.556,563,2297,1
5.048,302,881,1
2.25,63,141,1
2.125,62,112,1
10,126,492,1
6.364,293,492,1
16.429,220,567,1
1.889,28,81,1
3.889,114,260,1
2.444,57,162,1
4.571,61,193,1
4.857,53,218,1
14.636,582,1071,1
4.222,152,307,1
2.714,53,117,1
27.2,520,1571,1
8,125,325,1
2.333,94,181,1
2.429,133,405,1
23.75,495,957,1
3.556,69,263,1
27.2,631,1767,1
2.333,45,84,1
5.909,127,473,1
2,98,145,1
2.375,69,152,1
0.7,25,61,1
17.8,75,319,1
3,46,142,1
4.071,592,774,1
26.875,695,1357,1
1.818,49,82,1
19.364,619,1635,1
15.857,197,686,1
2.2,83,135,1
24,95,434,1
12.875,350,769,1
2.286,50,106,1
25,25,25,1
20.556,694,1309,1
1.375,22,73,1
2.143,33,105,1
4.125,94,186,1
5.974,2623,5593,1
4.429,48,185,1
2.833,35,89,1
10.789,4341,10849,1
26.923,1732,2682,1
2.571,45,109,1
4.286,57,183,1
5.222,157,366,1
0.667,46,48,1
20.111,570,1260,1
2.143,74,102,1
1.286,22,47,1
15.1,575,1186,1
2.667,76,156,1
5.444,102,302,1
14,515,1449,1
26.8,1325,2022,1
12.3,445,1092,1
1.875,38,89,1
3.125,66,200,1
4.9,81,318,1
1.125,26,59,1
9.051,7667,8370,1
24.9,731,1584,1
3.2,25,65,1
23.444,416,1343,1
1.6,24,39,1
11.75,2995,5944,1
7.125,141,382,1
8.5,275,574,1
2,157,205,1
5.3,156,481,1
249,43,249,1
1.429,20,58,1
15.667,106,493,1
3.3,60,186,1
6.875,107,289,1
1.375,14,42,1
2.875,57,162,1
7.429,99,287,1
4.8,278,339,1
3.7,120,256,1
8.2,297,566,1
3.143,245,472,1
2.2,24,49,1
2.8,87,268,1
5.571,80,200,1
2.833,25,61,1
14.286,195,686,1
7.333,67,182,1
8.6,80,191,1
38.778,394,1422,1
29.786,2094,3262,1
11.333,165,697,1
6.143,75,243,1
30.429,351,1112,1
2.556,67,204,1
8.667,231,629,1
10.375,237,650,1
1.8,53,159,1
1.75,57,86,1
4,149,396,1
31.143,216,951,1
1.5,51,78,1
2,27,86,1
20.143,161,777,1
24,318,889,1
0.429,12,21,1
1,25,50,1
0.818,46,76,1
0.875,24,56,1
6.143,96,241,1
1,8,8,1
4.5,133,263,1
2.375,61,149,1
1.667,131,201,1
27.364,1019,2435,1
9.4,235,678,1
9.222,218,679,1
2.167,23,70,1
12.143,114,517,1
3.286,44,135,1
2.222,54,175,1
3.714,63,132,1
4.667,75,213,1
5.444,256,439,1
1.667,55,114,1
9.111,226,513,1
15.647,4167,4522,1
2.875,59,165,1
2.167,10,45,1
4.714,79,196,1
26.1,477,1343,1
6,24,99,1
2.857,49,106,1
5.583,281,557,1
1.7,91,145,1
4.625,54,192,1
2.333,33,97,1
34,407,1236,1
13.25,304,592,1
2.556,35,66,1
1.286,19,53,1
8.909,297,649,1
15.75,473,969,1
3.111,65,153,1
1.167,60,161,1
2.286,36,72,1
2,23,72,1
20.667,622,1303,1
7.8,199,586,1
0.833,11,26,1
63.875,343,1380,1
1.5,169,364,1
0.875,25,43,1
11.333,328,796,1
9.444,302,647,1
1.4,15,30,1
500,9,17,1
4.375,90,217,1
3,72,185,1
10.333,87,317,1
2.6,19,58,1
4.286,64,183,1
4,53,147,1
4.909,153,437,1
8.167,84,204,1
1,15,21,1
1,23,62,1
3.4,35,80,1
4.714,79,171,1
11.111,417,817,1
3.8,30,87,1
6.474,207,208,1
11.438,1208,2305,1
49.429,418,1733,1
7.375,88,317,1
3.143,50,124,1
19,196,520,1
26.688,2736,4316,1
8,223,640,1
3.926,747,1368,1
2.125,52,117,1
1.25,34,73,1
11.889,361,829,1
3.286,60,137,1
0.8,55,80,1
4.7,105,332,1
2.6,91,213,1
1.833,22,52,1
1.25,36,79,1
54.667,924,3457,1
10.182,267,578,1
