@relation page-blocks

@attribute Height numeric
@attribute P_black numeric
@attribute Class {1,2,3,4,5}

@data
8,0.15,1
9,0.292,1
13,0.412,1
9,0.127,1
9,0.425,1
9,0.556,1
9,0.222,1
9,0.213,1
25,0.869,1
5,0.533,1
9,0.681,1
1,0.583,1
8,0.333,1
8,0.391,1
17,0.913,1
22,0.283,1
6,0.298,1
7,0.25,1
11,0.665,1
10,0.12,1
8,0.583,1
8,0.548,1
18,0.257,1
7,0.211,1
6,0.325,1
9,0.309,1
10,0.689,1
8,0.228,1
26,0.32,1
10,0.458,1
5,0.308,1
9,0.284,1
9,0.133,1
10,0.276,1
9,0.193,1
6,0.327,1
7,0.286,1
10,0.383,1
6,0.235,1
10,0.409,1
9,0.089,1
7,0.214,1
9,0.269,1
10,0.307,1
9,0.161,1
10,0.556,1
11,0.275,1
8,0.434,1
10,0.457,1
12,0.391,1
6,0.417,1
6,0.256,1
6,0.583,1
9,0.42,1
10,0.251,1
6,0.283,1
9,0.465,1
11,0.705,1
5,0.452,1
9,0.244,1
9,0.385,1
8,0.363,1
9,0.3,1
7,0.425,1
7,0.343,1
8,0.5,1
1,0.381,1
8,0.264,1
4,0.292,1
7,0.294,1
10,0.473,1
9,0.304,1
10,0.251,1
9,0.192,1
7,0.404,1
9,0.203,1
14,0.172,1
9,0.222,1
6,0.177,1
10,0.348,1
11,0.361,1
6,0.262,1
16,0.382,1
10,0.187,1
5,0.341,1
7,0.31,1
23,0.145,1
3,0.333,1
7,0.143,1
9,0.444,1
10,0.333,1
11,0.377,1
7,0.46,1
9,0.286,1
5,0.426,1
6,0.258,1
10,0.197,1
24,0.483,1
22,0.319,1
5,0.533,1
11,0.295,1
7,0.306,1
7,0.408,1
9,0.259,1
9,0.377,1
9,0.192,1
9,0.288,1
7,0.27,1
8,0.398,1
10,0.355,1
5,0.314,1
6,0.382,1
5,0.257,1
1,0.583,1
11,0.341,1
9,0.337,1
7,0.321,1
7,0.445,1
8,0.361,1
9,0.348,1
1,0.2,1
8,0.477,1
5,0.259,1
8,0.205,1
8,0.186,1
8,0.4,1
9,0.343,1
7,0.78,1
8,0.156,1
13,0.3,1
8,0.255,1
9,0.349,1
6,0.436,1
16,0.381,1
8,0.28,1
7,0.317,1
5,0.325,1
7,0.381,1
10,0.295,1
13,0.239,1
7,0.314,1
10,0.256,1
7,0.346,1
8,0.424,1
11,0.308,1
9,0.278,1
11,0.279,1
8,0.427,1
8,0.456,1
14,0.369,1
9,0.169,1
9,0.196,1
9,0.395,1
27,0.321,1
5,0.35,1
8,0.261,1
9,0.184,1
10,0.415,1
6,0.295,1
10,0.245,1
7,0.49,1
11,0.281,1
7,0.292,1
10,0.1,1
8,0.388,1
10,0.273,1
5,0.223,1
11,0.25,1
8,0.294,1
9,0.249,1
14,0.366,1
9,0.333,1
8,0.415,1
7,0.396,1
8,0.344,1
8,0.298,1
9,0.298,1
6,0.286,1
11,0.371,1
11,0.156,1
12,0.479,1
9,0.189,1
5,0.56,1
9,0.222,1
11,0.276,1
10,0.444,1
14,0.373,1
8,0.438,1
8,0.207,1
9,0.247,1
7,0.429,1
7,0.193,1
9,0.352,1
2,0.087,1
11,0.492,1
22,0.469,1
14,0.261,1
6,0.282,1
8,0.354,1
8,0.38,1
9,0.292,1
11,0.32,1
10,0.327,1
12,0.335,1
11,0.449,1
10,0.544,1
9,0.531,1
8,0.229,1
8,0.36,1
38,0.464,1
10,0.188,1
13,0.264,1
10,0.323,1
12,0.46,1
7,0.254,1
12,0.402,1
8,0.365,1
8,0.421,1
10,0.355,1
9,0.191,1
23,0.924,1
9,0.307,1
7,0.452,1
8,0.326,1
9,0.164,1
6,0.329,1
10,0.37,1
9,0.728,1
7,0.417,1
9,0.265,1
9,0.255,1
8,0.371,1
20,0.433,1
8,0.401,1
11,0.283,1
8,0.224,1
6,0.305,1
7,0.263,1
8,0.441,1
9,0.347,1
24,0.472,1
8,0.46,1
7,0.308,1
8,0.45,1
10,0.456,1
10,0.282,1
12,0.251,1
12,0.332,1
14,0.237,1
7,0.186,1
11,0.321,1
10,0.281,1
15,0.428,1
11,0.249,1
6,0.512,1
10,0.313,1
8,0.438,1
9,0.287,1
9,0.37,1
6,0.183,1
1,0.769,1
7,0.341,1
11,0.432,1
7,0.312,1
8,0.409,1
8,0.156,1
8,0.182,1
7,0.305,1
9,0.148,1
8,0.375,1
24,0.485,1
8,0.405,1
9,0.157,1
7,0.241,1
9,0.465,1
10,0.395,1
9,0.335,1
11,0.262,1
7,0.302,1
1,0.222,1
11,0.151,1
5,0.689,1
8,0.469,1
10,0.166,1
8,0.302,1
11,0.298,1
6,0.205,1
8,0.403,1
15,0.413,1
9,0.487,1
6,0.351,1
8,0.366,1
8,0.37,1
7,0.476,1
11,0.335,1
8,0.583,1
10,0.63,1
8,0.201,1
10,0.288,1
10,0.215,1
11,0.248,1
5,0.431,1
7,0.196,1
9,0.381,1
16,0.371,1
9,0.214,1
4,0.129,1
5,0.548,1
8,0.077,1
9,0.241,1
10,0.383,1
25,0.454,1
5,0.414,1
11,0.317,1
9,0.154,1
8,0.425,1
8,0.442,1
9,0.414,1
10,0.343,1
18,0.187,1
8,0.479,1
7,0.167,1
8,0.486,1
6,0.361,1
14,0.349,1
9,0.587,1
9,0.366,1
3,0.537,1
8,0.175,1
12,0.652,1
9,0.413,1
9,0.162,1
7,0.28,1
6,0.267,1
9,0.4,1
9,0.274,1
7,0.286,1
7,0.322,1
6,0.393,1
5,0.295,1
10,0.196,1
6,0.267,1
6,0.319,1
9,0.484,1
9,0.395,1
7,0.272,1
7,0.327,1
9,0.241,1
24,0.468,1
28,0.258,1
8,0.403,1
9,0.261,1
25,0.456,1
5,0.386,1
7,0.349,1
3,0.917,1
7,0.211,1
6,0.292,1
5,0.329,1
9,0.383,1
10,0.289,1
8,0.296,1
5,0.376,1
5,0.257,1
9,0.22,1
6,0.292,1
5,0.6,1
13,0.306,1
9,0.333,1
6,0.306,1
8,0.447,1
8,0.583,1
12,0.267,1
12,0.416,1
12,0.316,1
7,0.091,1
9,0.304,1
9,0.251,1
7,0.143,1
19,0.303,1
11,0.276,1
10,0.2,1
7,0.521,1
8,0.187,1
9,0.513,1
7,0.259,1
2,0.17,1
10,0.179,1
1,0.426,1
17,0.349,1
15,0.293,1
12,0.371,1
6,0.294,1
7,0.265,1
11,0.36,1
3,0.296,1
10,0.275,1
12,0.355,1
16,0.44,1
6,0.309,1
5,0.372,1
11,0.371,1
10,0.295,1
9,0.317,1
8,0.116,1
9,0.341,1
4,0.344,1
9,0.491,1
10,0.314,1
9,0.444,1
7,0.207,1
14,0.358,1
7,0.299,1
5,0.239,1
7,0.439,1
9,0.251,1
11,0.27,1
8,0.359,1
8,0.369,1
10,0.32,1
9,0.164,1
7,0.143,1
11,0.353,1
6,0.367,1
8,0.128,1
9,0.386,1
6,0.458,1
7,0.29,1
7,0.329,1
9,0.166,1
8,0.156,1
8,0.442,1
9,0.655,1
6,0.417,1
13,0.373,1
10,0.472,1
7,0.254,1
12,0.331,1
14,0.263,1
7,0.161,1
7,0.092,1
8,0.406,1
7,0.351,1
7,0.339,1
8,0.234,1
9,0.549,1
8,0.291,1
8,0.348,1
7,0.365,1
7,0.195,1
7,0.357,1
8,0.465,1
7,0.16,1
7,0.333,1
5,0.417,1
9,0.377,1
7,0.286,1
9,0.189,1
9,0.464,1
9,0.59,1
6,0.604,1
10,0.279,1
7,0.398,1
13,0.364,1
8,0.413,1
6,0.241,1
10,0.584,1
14,0.289,1
11,0.292,1
3,0.778,1
8,0.375,1
7,0.209,1
7,0.286,1
10,0.448,1
8,0.313,1
8,0.095,1
8,0.454,1
10,0.326,1
8,0.339,1
10,0.306,1
9,0.429,1
7,0.398,1
12,0.249,1
7,0.253,1
11,0.467,1
12,0.195,1
19,0.243,1
8,0.198,1
10,0.202,1
5,0.576,1
11,0.289,1
4,0.311,1
6,0.292,1
6,0.433,1
25,0.255,1
6,0.45,1
6,0.308,1
14,0.429,1
8,0.352,1
11,0.317,1
6,0.34,1
9,0.184,1
7,0.192,1
9,0.081,1
9,0.24,1
9,0.336,1
25,0.272,1
6,0.25,1
9,0.111,1
8,0.38,1
8,0.372,1
8,0.425,1
6,0.45,1
7,0.422,1
5,0.5,1
12,0.429,1
5,0.4,1
5,0.65,1
11,0.264,1
8,0.219,1
10,0.619,1
1,0.152,1
10,0.425,1
8,0.187,1
11,0.468,1
9,0.288,1
9,0.333,1
1,0.217,1
25,0.443,1
8,0.434,1
9,0.096,1
7,0.347,1
7,0.286,1
8,0.144,1
7,0.347,1
8,0.289,1
9,0.067,1
7,0.226,1
10,0.275,1
15,0.24,1
8,0.429,1
7,0.316,1
8,0.367,1
10,0.175,1
8,0.396,1
7,0.396,1
8,0.168,1
11,0.436,1
9,0.298,1
16,0.378,1
12,0.568,1
5,0.2,1
9,0.408,1
12,0.608,1
13,0.35,1
8,0.417,1
6,0.417,1
8,0.42,1
8,0.335,1
5,0.543,1
7,0.313,1
8,0.482,1
7,0.265,1
12,0.261,1
8,0.485,1
9,0.234,1
10,0.499,1
10,0.326,1
9,0.281,1
6,0.274,1
1,1,1
7,0.156,1
14,0.278,1
8,0.321,1
8,0.214,1
10,0.27,1
7,0.429,1
9,0.353,1
6,0.339,1
11,0.39,1
6,0.106,1
2,0.5,1
9,0.148,1
10,0.126,1
9,0.337,1
13,0.302,1
10,0.348,1
7,0.139,1
7,0.363,1
10,0.529,1
22,0.519,1
8,0.375,1
8,0.415,1
4,0.333,1
8,0.399,1
6,0.234,1
13,0.188,1
9,0.209,1
8,0.472,1
5,0.533,1
8,0.422,1
5,0.376,1
6,0.268,1
7,0.292,1
13,0.281,1
8,0.435,1
24,0.927,1
7,0.3,1
9,0.383,1
8,0.475,1
6,0.667,1
10,0.408,1
8,0.206,1
7,0.381,1
8,0.362,1
7,0.379,1
8,0.23,1
8,0.417,1
8,0.516,1
8,0.244,1
8,0.318,1
10,0.315,1
11,0.442,1
8,0.458,1
10,0.176,1
9,0.209,1
9,0.215,1
9,0.163,1
28,0.318,1
6,0.268,1
7,0.286,1
8,0.438,1
7,0.313,1
9,0.425,1
10,0.257,1
18,0.261,1
7,0.338,1
7,0.28,1
7,0.357,1
7,0.257,1
9,0.523,1
11,0.327,1
24,0.924,1
9,0.382,1
6,0.549,1
10,0.248,1
9,0.287,1
11,0.295,1
9,0.335,1
13,0.195,1
12,0.281,1
7,0.297,1
8,0.54,1
11,0.255,1
6,0.405,1
10,0.355,1
7,0.38,1
17,0.373,1
10,0.285,1
8,0.388,1
8,0.438,1
8,0.221,1
8,0.314,1
8,0.635,1
9,0.63,1
8,0.424,1
6,0.337,1
11,0.236,1
9,0.594,1
7,0.374,1
10,0.54,1
11,0.485,1
6,0.306,1
8,0.235,1
8,0.455,1
6,0.714,1
1,0.571,1
5,0.277,1
9,0.351,1
7,0.436,1
9,0.337,1
6,0.265,1
9,0.275,1
9,0.386,1
7,0.275,1
7,0.092,1
9,0.189,1
14,0.379,1
7,0.286,1
8,0.119,1
10,0.331,1
8,0.371,1
14,0.383,1
10,0.278,1
7,0.2,1
9,0.375,1
9,0.466,1
11,0.314,1
1,0.2,1
8,0.275,1
8,0.357,1
24,0.443,1
8,0.356,1
8,0.425,1
7,0.316,1
6,0.298,1
12,0.292,1
23,0.95,1
7,0.278,1
9,0.526,1
8,0.347,1
7,0.286,1
11,0.649,1
8,0.25,1
7,0.571,1
10,0.688,1
8,0.171,1
8,0.5,1
9,0.265,1
5,0.419,1
6,0.342,1
9,0.426,1
5,0.6,1
10,0.41,1
9,0.184,1
8,0.206,1
8,0.185,1
14,0.433,1
11,0.243,1
5,0.211,1
5,0.232,1
14,0.376,1
12,0.31,1
12,0.792,1
8,0.304,1
6,0.179,1
8,0.222,1
7,0.143,1
7,0.16,1
7,0.405,1
24,0.902,1
3,0.226,1
10,0.124,1
7,0.152,1
7,0.545,1
12,0.438,1
7,0.419,1
10,0.337,1
28,0.501,1
9,0.21,1
8,0.355,1
10,0.249,1
8,0.319,1
6,0.198,1
5,0.462,1
13,0.377,1
11,0.239,1
9,0.648,1
5,0.6,1
7,0.249,1
6,0.392,1
7,0.203,1
7,0.253,1
10,0.36,1
10,0.3,1
5,0.389,1
10,0.295,1
6,0.333,1
12,0.4,1
7,0.192,1
7,0.324,1
10,0.195,1
9,0.222,1
9,0.132,1
11,0.69,1
38,0.431,1
10,0.191,1
10,0.463,1
7,0.268,1
8,0.431,1
8,0.156,1
8,0.427,1
11,0.5,1
10,0.312,1
11,0.47,1
74,0.544,1
9,0.392,1
8,0.426,1
10,0.337,1
8,0.142,1
9,0.356,1
13,0.336,1
7,0.456,1
5,0.313,1
8,0.406,1
10,0.3,1
9,0.463,1
7,0.286,1
24,0.514,1
13,0.298,1
9,0.286,1
9,0.389,1
7,0.403,1
9,0.128,1
27,0.362,1
9,0.333,1
7,0.403,1
6,0.536,1
10,0.356,1
17,0.32,1
7,0.228,1
9,0.359,1
7,0.67,1
8,0.396,1
7,0.294,1
4,0.388,1
8,0.33,1
7,0.259,1
10,0.55,1
10,0.141,1
7,0.234,1
14,0.241,1
8,0.211,1
7,0.329,1
12,0.253,1
7,0.304,1
9,0.519,1
6,0.354,1
7,0.429,1
9,0.264,1
5,0.333,1
5,0.338,1
4,0.563,1
7,0.273,1
8,0.324,1
7,0.308,1
8,0.357,1
7,0.286,1
11,0.375,1
8,0.295,1
10,0.352,1
8,0.208,1
11,0.267,1
9,0.352,1
25,0.466,1
6,0.292,1
13,0.428,1
8,0.441,1
5,0.333,1
6,0.276,1
10,0.362,1
7,0.254,1
9,0.317,1
10,0.303,1
7,0.367,1
9,0.282,1
11,0.324,1
6,0.4,1
14,0.356,1
9,0.16,1
12,0.259,1
5,0.587,1
10,0.139,1
8,0.398,1
10,0.224,1
5,0.571,1
7,0.451,1
14,0.39,1
6,0.333,1
5,0.55,1
10,0.388,1
8,0.396,1
5,0.45,1
10,0.326,1
7,0.299,1
5,0.543,1
10,0.24,1
13,0.36,1
77,0.445,1
12,0.2,1
10,0.282,1
10,0.268,1
9,0.171,1
16,0.377,1
6,0.343,1
6,0.303,1
5,0.4,1
9,0.339,1
14,0.18,1
9,0.131,1
11,0.179,1
7,0.364,1
13,0.38,1
10,0.377,1
10,0.4,1
9,0.293,1
8,0.335,1
4,0.455,1
8,0.453,1
6,0.221,1
5,0.6,1
10,0.306,1
9,0.253,1
8,0.218,1
6,0.232,1
9,0.244,1
10,0.233,1
17,0.407,1
5,0.16,1
7,0.272,1
5,0.328,1
9,0.222,1
25,0.218,1
6,0.318,1
10,0.439,1
10,0.108,1
8,0.426,1
7,0.407,1
9,0.213,1
7,0.298,1
10,0.456,1
5,0.36,1
16,0.369,1
17,0.929,1
9,0.32,1
13,0.441,1
6,0.394,1
7,0.236,1
4,0.542,1
5,0.309,1
9,0.296,1
7,0.444,1
7,0.347,1
11,0.238,1
7,0.286,1
11,0.459,1
7,0.429,1
11,0.342,1
7,0.167,1
9,0.277,1
10,0.231,1
3,0.619,1
7,0.336,1
7,0.429,1
24,0.491,1
8,0.425,1
9,0.226,1
2,0.078,1
8,0.398,1
11,0.475,1
12,0.164,1
8,0.356,1
8,0.359,1
8,0.375,1
14,0.158,1
11,0.168,1
10,0.391,1
9,0.357,1
4,0.5,1
1,0.389,1
9,0.231,1
7,0.202,1
8,0.393,1
5,0.276,1
7,0.186,1
8,0.358,1
10,0.24,1
10,0.181,1
7,0.207,1
7,0.364,1
8,0.318,1
1,0.9,1
8,0.324,1
8,0.407,1
8,0.313,1
10,0.165,1
9,0.331,1
9,0.173,1
9,0.222,1
5,0.345,1
7,0.406,1
8,0.375,1
10,0.324,1
10,0.298,1
7,0.325,1
9,0.386,1
7,0.298,1
6,0.333,1
7,0.135,1
9,0.481,1
9,0.316,1
5,0.425,1
7,0.705,1
8,0.371,1
8,0.38,1
6,0.234,1
10,0.591,1
7,0.338,1
11,0.632,1
7,0.274,1
10,0.383,1
9,0.344,1
11,0.301,1
8,0.272,1
10,0.134,1
6,0.263,1
9,0.26,1
7,0.254,1
13,0.332,1
10,0.363,1
5,0.36,1
9,0.368,1
8,0.317,1
7,0.498,1
9,0.167,1
7,0.357,1
9,0.183,1
8,0.25,1
5,0.316,1
11,0.331,1
7,0.857,1
7,0.234,1
8,0.427,1
24,0.514,1
7,0.121,1
13,0.38,1
10,0.357,1
12,0.281,1
10,0.225,1
16,0.382,1
12,0.219,1
8,0.3,1
7,0.393,1
6,0.282,1
17,0.363,1
9,0.379,1
6,0.313,1
2,0.409,1
14,0.298,1
13,0.256,1
10,0.294,1
9,0.209,1
9,0.321,1
6,0.294,1
8,0.327,1
12,0.303,1
6,0.429,1
7,0.25,1
11,0.278,1
8,0.196,1
7,0.214,1
9,0.436,1
3,0.481,1
10,0.384,1
9,0.722,1
26,0.773,1
6,0.188,1
7,0.252,1
8,0.375,1
11,0.223,1
11,0.278,1
10,0.3,1
4,0.309,1
5,0.311,1
8,0.452,1
7,0.309,1
9,0.365,1
7,0.405,1
22,0.52,1
7,0.3,1
6,0.417,1
8,0.325,1
9,0.62,1
7,0.189,1
14,0.261,1
14,0.362,1
7,0.185,1
8,0.385,1
11,0.358,1
7,0.278,1
9,0.3,1
9,0.183,1
9,0.311,1
17,0.425,1
6,0.262,1
12,0.309,1
8,0.448,1
9,0.333,1
7,0.429,1
7,0.227,1
6,0.583,1
11,0.602,1
5,0.35,1
6,0.405,1
8,0.389,1
9,0.379,1
9,0.313,1
14,0.257,1
7,0.077,1
8,0.389,1
3,0.889,1
11,0.465,1
11,0.28,1
9,0.203,1
6,0.452,1
9,0.386,1
9,0.149,1
8,0.268,1
7,0.277,1
8,0.464,1
10,0.332,1
8,0.594,1
8,0.361,1
7,0.347,1
10,0.321,1
7,0.215,1
5,0.322,1
10,0.428,1
14,0.234,1
10,0.363,1
23,0.77,1
13,0.266,1
9,0.241,1
10,0.198,1
8,0.375,1
7,0.263,1
7,0.293,1
16,0.376,1
7,0.536,1
9,0.247,1
17,0.409,1
9,0.359,1
7,0.388,1
9,0.327,1
14,0.337,1
11,0.233,1
8,0.193,1
10,0.389,1
10,0.343,1
9,0.291,1
5,0.538,1
6,0.278,1
10,0.269,1
5,0.47,1
10,0.553,1
9,0.337,1
13,0.267,1
7,0.347,1
16,0.371,1
9,0.384,1
8,0.375,1
6,0.237,1
13,0.398,1
9,0.598,1
7,0.39,1
12,0.615,1
9,0.362,1
9,0.328,1
9,0.376,1
8,0.422,1
7,0.213,1
4,0.432,1
22,0.525,1
9,0.173,1
10,0.252,1
7,0.449,1
9,0.338,1
15,0.395,1
9,0.298,1
11,0.417,1
8,0.375,1
9,0.306,1
7,0.265,1
10,0.319,1
9,0.126,1
11,0.336,1
5,0.226,1
10,0.333,1
38,0.275,1
7,0.256,1
21,0.168,1
6,0.353,1
16,0.394,1
8,0.316,1
12,0.224,1
14,0.479,1
7,0.305,1
7,0.555,1
12,0.615,1
4,0.458,1
8,0.367,1
12,0.204,1
9,0.453,1
7,0.329,1
10,0.294,1
7,0.331,1
9,0.154,1
12,0.467,1
10,0.211,1
10,0.539,1
13,0.397,1
7,0.374,1
6,0.361,1
10,0.469,1
38,0.452,1
13,0.178,1
10,0.337,1
7,0.299,1
11,0.32,1
4,0.267,1
10,0.356,1
9,0.23,1
6,0.299,1
6,0.231,1
7,0.235,1
8,0.307,1
7,0.333,1
9,0.156,1
10,0.41,1
7,0.918,1
11,0.267,1
8,0.435,1
10,0.56,1
8,0.178,1
7,0.357,1
9,0.243,1
10,0.435,1
10,0.357,1
9,0.365,1
7,0.262,1
16,0.245,1
9,0.385,1
8,0.364,1
9,0.206,1
13,0.434,1
6,0.143,1
10,0.356,1
9,0.218,1
8,0.155,1
9,0.208,1
11,0.294,1
13,0.154,1
7,0.414,1
17,0.366,1
7,0.293,1
11,0.537,1
9,0.26,1
7,0.363,1
8,0.225,1
9,0.188,1
6,0.274,1
6,0.385,1
8,0.417,1
6,0.213,1
9,0.189,1
7,0.25,1
14,0.714,1
8,0.4,1
6,0.26,1
5,0.323,1
9,0.357,1
13,0.255,1
6,0.364,1
6,0.377,1
6,0.509,1
7,0.316,1
11,0.348,1
9,0.33,1
6,0.184,1
9,0.345,1
9,0.121,1
10,0.264,1
7,0.267,1
11,0.271,1
8,0.402,1
6,0.292,1
24,0.912,1
12,0.546,1
7,0.182,1
7,0.329,1
10,0.313,1
8,0.184,1
5,0.467,1
9,0.333,1
7,0.397,1
8,0.5,1
10,0.279,1
10,0.266,1
9,0.451,1
23,0.855,1
1,0.192,1
6,0.281,1
7,0.364,1
8,0.329,1
7,0.494,1
13,0.358,1
9,0.398,1
4,0.417,1
10,0.322,1
7,0.374,1
5,0.413,1
8,0.321,1
8,0.359,1
9,0.509,1
9,0.356,1
10,0.275,1
11,0.492,1
9,0.196,1
12,0.307,1
9,0.171,1
10,0.256,1
11,0.409,1
3,0.778,1
9,0.346,1
4,0.875,1
6,0.268,1
8,0.365,1
6,0.361,1
7,0.206,1
10,0.163,1
8,0.161,1
9,0.176,1
11,0.598,1
24,0.456,1
8,0.353,1
12,0.403,1
11,0.603,1
7,0.342,1
8,0.186,1
8,0.423,1
22,0.221,1
7,0.367,1
8,0.318,1
5,0.52,1
10,0.199,1
8,0.411,1
12,0.42,1
5,0.457,1
9,0.252,1
5,0.657,1
11,0.168,1
10,0.3,1
10,0.251,1
9,0.556,1
10,0.273,1
9,0.371,1
12,0.282,1
1,1,1
10,0.41,1
9,0.256,1
5,0.415,1
10,0.225,1
6,0.405,1
9,0.388,1
10,0.402,1
12,0.631,1
11,0.481,1
4,0.523,1
15,0.423,1
5,0.265,1
12,0.264,1
23,0.315,1
6,0.5,1
9,0.293,1
6,0.316,1
4,0.268,1
5,0.55,1
14,0.308,1
7,0.198,1
9,0.323,1
11,0.279,1
7,0.42,1
7,0.093,1
7,0.286,1
13,0.308,1
8,0.341,1
7,0.286,1
7,0.3,1
6,0.333,1
7,0.266,1
9,0.243,1
12,0.476,1
10,0.439,1
7,0.304,1
9,0.357,1
8,0.328,1
7,0.25,1
8,0.213,1
7,0.714,1
8,0.341,1
7,0.336,1
7,0.299,1
8,0.375,1
8,0.333,1
8,0.328,1
10,0.142,1
7,0.18,1
11,0.281,1
7,0.493,1
11,0.283,1
11,0.256,1
11,0.274,1
21,0.136,1
8,0.375,1
11,0.316,1
8,0.415,1
8,0.375,1
10,0.291,1
8,0.206,1
8,0.115,1
13,0.182,1
6,0.556,1
10,0.19,1
3,0.917,1
7,0.167,1
9,0.148,1
7,0.368,1
8,0.506,1
14,0.236,1
12,0.32,1
10,0.644,1
16,0.384,1
7,0.25,1
14,0.207,1
14,0.373,1
9,0.369,1
9,0.367,1
24,0.496,1
9,0.2,1
8,0.388,1
6,0.302,1
7,0.354,1
8,0.321,1
8,0.357,1
9,0.242,1
8,0.444,1
9,0.337,1
9,0.315,1
7,0.393,1
25,0.472,1
9,0.31,1
8,0.366,1
8,0.25,1
8,0.262,1
8,0.391,1
11,0.362,1
9,0.335,1
8,0.424,1
10,0.266,1
10,0.273,1
9,0.233,1
5,0.2,1
9,0.284,1
7,0.446,1
9,0.492,1
15,0.204,1
10,0.3,1
10,0.425,1
7,0.211,1
7,0.344,1
8,0.392,1
8,0.337,1
8,0.537,1
6,0.224,1
7,0.339,1
11,0.366,1
10,0.522,1
9,0.352,1
10,0.324,1
7,0.345,1
4,0.25,1
17,0.419,1
10,0.321,1
9,0.15,1
11,0.465,1
9,0.349,1
12,0.237,1
1,0.4,1
11,0.335,1
3,0.533,1
8,0.294,1
13,0.24,1
9,0.302,1
8,0.302,1
11,0.198,1
10,0.306,1
9,0.134,1
13,0.258,1
11,0.162,1
9,0.152,1
9,0.167,1
6,0.5,1
11,0.655,1
8,0.328,1
9,0.472,1
10,0.474,1
8,0.383,1
11,0.266,1
13,0.226,1
11,0.545,1
9,0.496,1
5,0.262,1
8,0.416,1
10,0.3,1
5,0.436,1
9,0.187,1
16,0.364,1
3,0.889,1
7,0.232,1
9,0.356,1
6,0.298,1
11,0.432,1
8,0.49,1
8,0.472,1
5,0.4,1
11,0.265,1
9,0.265,1
6,0.288,1
11,0.225,1
10,0.432,1
9,0.58,1
8,0.102,1
8,0.328,1
7,0.386,1
8,0.219,1
12,0.231,1
5,0.6,1
9,0.369,1
10,0.239,1
7,0.416,1
4,0.28,1
8,0.509,1
10,0.501,1
8,0.419,1
37,0.282,1
10,0.26,1
1,0.31,1
12,0.246,1
7,0.338,1
10,0.168,1
7,0.232,1
14,0.254,1
9,0.627,1
13,0.374,1
11,0.308,1
5,0.6,1
9,0.364,1
5,0.18,1
7,0.416,1
5,0.28,1
10,0.481,1
8,0.412,1
9,0.328,1
20,0.232,1
9,0.164,1
13,0.279,1
8,0.568,1
16,0.192,1
6,0.326,1
8,0.375,1
11,0.465,1
14,0.377,1
8,0.385,1
7,0.361,1
8,0.131,1
7,0.4,1
7,0.361,1
16,0.39,1
6,0.604,1
8,0.424,1
8,0.212,1
7,0.361,1
7,0.464,1
16,0.375,1
5,0.361,1
4,0.391,1
8,0.298,1
6,0.349,1
7,0.286,1
10,0.584,1
7,0.438,1
9,0.506,1
10,0.353,1
10,0.332,1
10,0.367,1
9,0.227,1
7,0.464,1
8,0.392,1
9,0.302,1
5,0.607,1
14,0.265,1
9,0.329,1
9,0.55,1
9,0.34,1
7,0.408,1
7,0.328,1
5,0.378,1
9,0.236,1
10,0.285,1
5,0.154,1
8,0.383,1
10,0.355,1
6,0.403,1
20,0.43,1
8,0.238,1
7,0.393,1
7,0.284,1
10,0.367,1
5,0.317,1
8,0.399,1
25,0.464,1
9,0.346,1
10,0.475,1
2,0.184,1
10,0.234,1
7,0.385,1
7,0.261,1
7,0.413,1
8,0.209,1
11,0.456,1
6,0.221,1
1,0.356,1
10,0.318,1
8,0.525,1
7,0.316,1
10,0.233,1
11,0.291,1
10,0.37,1
12,0.553,1
7,0.283,1
12,0.238,1
7,0.357,1
5,0.429,1
7,0.334,1
5,0.4,1
9,0.201,1
8,0.398,1
8,0.393,1
10,0.522,1
7,0.276,1
11,0.224,1
9,0.242,1
19,0.081,1
6,0.667,1
12,0.269,1
8,0.383,1
6,0.247,1
11,0.297,1
8,0.425,1
8,0.375,1
14,0.373,1
10,0.279,1
7,0.25,1
8,0.396,1
11,0.264,1
7,0.3,1
10,0.45,1
7,0.346,1
8,0.392,1
10,0.377,1
10,0.3,1
12,0.329,1
8,0.339,1
9,0.327,1
8,0.31,1
8,0.286,1
8,0.197,1
10,0.295,1
9,0.271,1
25,0.296,1
7,0.35,1
7,0.325,1
8,0.423,1
11,0.48,1
7,0.411,1
8,0.375,1
9,0.191,1
10,0.485,1
8,0.271,1
2,0.144,1
8,0.375,1
1,0.183,1
12,0.199,1
9,0.326,1
6,0.172,1
8,0.363,1
8,0.394,1
8,0.129,1
9,0.449,1
8,0.178,1
8,0.375,1
10,0.261,1
7,0.212,1
10,0.294,1
9,0.345,1
9,0.213,1
8,0.371,1
7,0.327,1
9,0.494,1
9,0.213,1
9,0.328,1
3,1,1
7,0.242,1
8,0.186,1
2,0.393,1
9,0.185,1
8,0.159,1
13,0.292,1
10,0.321,1
9,0.35,1
12,0.623,1
10,0.605,1
14,0.225,1
12,0.345,1
17,0.417,1
7,0.286,1
9,0.378,1
6,0.099,1
7,0.27,1
7,0.364,1
9,0.118,1
6,0.333,1
9,0.412,1
7,0.378,1
14,0.248,1
8,0.396,1
10,0.5,1
9,0.259,1
8,0.387,1
1,0.2,1
9,0.317,1
9,0.347,1
7,0.179,1
5,0.36,1
8,0.341,1
14,0.353,1
7,0.415,1
10,0.59,1
9,0.263,1
9,0.333,1
7,0.221,1
6,0.245,1
11,0.273,1
7,0.286,1
