@relation page-blocks

@attribute Height numeric
@attribute Lenght numeric
@attribute Mean_tr numeric
@attribute Wb_trans numeric
@attribute Class {1,2,3,4,5}

@data
9,34,1.71,68,1
6,89,2.03,106,1
8,31,1.87,55,1
9,26,2.35,34,1
9,5,2.83,6,1
6,46,2.12,41,1
9,107,2.08,152,1
7,121,1.79,131,1
9,536,1.38,320,1
14,410,2.4,576,1
9,32,1.53,55,1
11,84,1.69,143,1
7,13,7.89,9,1
7,7,2.42,12,1
7,32,1.53,40,1
11,123,5.74,113,1
8,100,3.43,113,1
7,18,1.55,29,1
9,108,2.45,137,1
11,271,1.99,417,1
8,10,2.92,13,1
5,14,2.21,14,1
13,409,2.65,556,1
5,96,2.77,70,1
5,98,1.82,85,1
11,272,1.97,431,1
10,64,2.8,109,1
9,19,2.2,30,1
8,86,2.64,129,1
13,188,1.67,275,1
7,56,1.25,71,1
9,80,1.85,114,1
5,4,10,1,1
11,8,2.09,11,1
9,16,1.92,12,1
17,389,5,455,1
9,169,1.82,217,1
8,24,2.65,23,1
9,16,1.55,20,1
8,15,1.88,24,1
10,250,1.19,253,1
4,18,1.71,14,1
9,45,1.68,74,1
10,28,1.68,56,1
8,14,3.57,7,1
8,16,1.96,25,1
11,240,2.05,348,1
10,162,2.71,176,1
5,10,7,2,1
8,15,2.14,28,1
7,17,2.58,19,1
18,168,2.34,241,1
6,13,1.57,14,1
10,35,1.93,60,1
9,49,1.27,77,1
1,95,1.03,35,1
9,18,7.29,14,1
8,12,2.73,15,1
8,61,1.94,86,1
5,20,2.35,20,1
8,398,1.7,521,1
8,180,1.31,219,1
6,17,1.63,24,1
7,16,2.04,24,1
23,249,16.33,270,1
7,11,1.59,17,1
12,39,4,33,1
11,271,1.49,353,1
8,20,3.5,24,1
9,97,1.76,157,1
3,7,13,1,1
8,18,2.52,27,1
6,26,2.36,28,1
7,10,3.5,6,1
14,412,1.59,651,1
9,36,2.82,61,1
7,11,1.53,19,1
8,63,1.82,89,1
10,271,1.37,380,1
2,19,3.5,2,1
6,2,8,1,1
9,75,1.46,90,1
7,14,2.67,12,1
16,212,5.75,222,1
11,103,1.44,123,1
10,48,2.16,80,1
11,161,3.05,191,1
8,69,1.38,39,1
10,285,1.58,315,1
8,21,3.54,26,1
9,62,2.23,87,1
10,9,2.82,11,1
9,535,1.37,310,1
12,13,2.32,25,1
27,267,4.36,599,1
15,154,5.84,167,1
9,17,1.75,16,1
7,213,1.25,237,1
8,8,2.54,13,1
10,238,2.85,295,1
6,5,1.67,6,1
7,189,1.89,237,1
8,32,1.4,42,1
11,86,1.91,140,1
8,12,2.1,20,1
7,45,1.29,62,1
1,36,1.14,7,1
8,18,2.24,25,1
9,39,1.64,55,1
9,250,2.6,317,1
8,231,1.65,236,1
9,201,1.27,216,1
10,141,2.25,148,1
10,41,2.01,69,1
9,151,1.48,236,1
7,31,1.56,39,1
7,262,1.28,218,1
7,33,1.36,59,1
8,5,3,7,1
10,155,2.8,181,1
7,23,1.95,37,1
7,31,1.64,39,1
14,38,2.95,41,1
6,4,2.5,4,1
8,30,2.12,49,1
6,135,1.37,124,1
8,14,2.82,11,1
8,10,1.94,18,1
9,76,1.84,114,1
8,53,1.76,89,1
10,10,1.94,18,1
1,7,7,1,1
9,321,1.32,339,1
9,175,1.35,221,1
10,19,9.82,11,1
5,29,1.6,25,1
8,93,1.24,111,1
9,16,1.5,20,1
6,100,1.72,134,1
9,41,1.41,69,1
8,7,3.11,9,1
7,62,1.46,81,1
21,106,1.99,152,1
9,271,1.9,374,1
7,162,1.49,73,1
9,21,1.79,34,1
5,50,1.58,57,1
11,262,1.85,391,1
10,330,1.44,518,1
1,45,1.07,15,1
10,44,1.92,72,1
4,98,2.14,96,1
17,98,14.88,104,1
9,144,1.33,120,1
10,86,2.44,149,1
8,36,1.98,62,1
13,25,6,19,1
12,71,6.4,81,1
8,535,1.35,520,1
9,135,1.56,193,1
12,102,2.09,171,1
8,25,1.65,40,1
8,62,1.43,74,1
9,245,1.39,254,1
10,18,6.44,16,1
7,65,1.57,82,1
4,17,1.86,7,1
7,96,1.54,118,1
7,11,1.75,20,1
9,21,3.27,30,1
8,9,3.17,12,1
8,69,1.38,82,1
10,9,2.5,12,1
8,20,1.88,32,1
9,28,1.51,43,1
8,47,1.26,66,1
10,323,1.38,465,1
8,41,2.53,55,1
6,8,1.07,14,1
10,37,1.85,65,1
8,319,1.26,353,1
6,100,1.71,120,1
10,25,2.51,39,1
5,7,2.11,9,1
9,45,3.23,56,1
10,263,1.54,348,1
6,181,1.69,192,1
27,106,5.45,137,1
12,12,1.69,26,1
7,223,1.4,229,1
5,6,13,1,1
10,9,30,2,1
10,63,1.84,86,1
9,7,2,9,1
7,32,1.25,55,1
8,12,2.17,18,1
10,41,2.07,60,1
10,256,2.84,327,1
8,63,1.52,85,1
8,8,2.78,9,1
16,243,5.5,278,1
6,68,1.25,56,1
9,17,7.15,13,1
8,16,1.69,29,1
11,9,8.5,6,1
10,80,1.92,116,1
16,344,5.73,358,1
10,152,2.17,208,1
9,150,1.75,183,1
9,71,1.97,114,1
9,20,1.68,28,1
9,40,2.35,49,1
9,24,1.72,36,1
9,225,1.41,283,1
10,34,1.81,57,1
4,10,4,6,1
9,20,2.32,28,1
7,8,2.3,10,1
9,55,1.92,77,1
12,332,4.5,356,1
9,82,2.02,125,1
6,85,1.42,86,1
9,45,3.31,54,1
9,59,1.56,81,1
8,29,1.93,41,1
19,13,1.51,35,1
7,4,2,4,1
6,7,4.25,4,1
7,40,2.26,23,1
6,51,1.48,61,1
8,9,2,14,1
10,17,2.41,27,1
6,16,2.14,22,1
5,118,1.44,63,1
8,162,2.85,149,1
5,28,1.39,31,1
1,177,1.03,35,1
8,12,1.65,23,1
6,28,1.71,14,1
11,303,7.49,67,1
10,26,1.87,38,1
8,242,1.27,195,1
10,20,1.9,29,1
5,5,2.17,6,1
10,151,1.48,197,1
8,12,1.86,21,1
8,75,3.02,84,1
7,15,1.5,28,1
8,80,1.48,85,1
71,34,1.91,119,1
10,197,1.25,228,1
10,41,1.93,59,1
10,145,1.83,213,1
7,79,3.56,88,1
8,26,1.37,38,1
8,45,2.91,58,1
7,16,1.56,18,1
13,267,4.87,286,1
7,14,1.65,20,1
9,33,2.58,40,1
10,45,1.84,69,1
9,22,3.31,16,1
10,11,1.58,26,1
8,12,2.56,16,1
7,100,1.83,157,1
11,71,5.54,65,1
9,48,1.41,79,1
5,6,10,1,1
9,218,1.43,203,1
10,126,2.63,196,1
6,9,1.23,13,1
10,99,1.92,136,1
7,6,2.29,7,1
12,8,46,1,1
9,107,2.14,161,1
9,230,2.63,314,1
2,11,9,1,1
10,48,2.5,60,1
9,82,2.09,87,1
8,346,1.35,339,1
9,95,2.1,116,1
9,12,1.63,27,1
8,40,2.53,51,1
10,18,1.89,28,1
9,29,1.95,41,1
11,52,2.05,78,1
13,159,4.81,177,1
8,17,2.33,18,1
11,98,2.15,138,1
8,17,1.96,25,1
9,99,2.16,129,1
7,9,2.42,12,1
8,8,1.83,12,1
8,54,1.29,82,1
5,3,8,1,1
10,59,1.81,88,1
8,19,1.5,18,1
8,22,2.42,31,1
6,7,4.25,4,1
5,28,1.45,31,1
8,26,2.41,32,1
9,102,2.77,128,1
6,96,2.01,67,1
9,81,2.22,94,1
9,42,1.37,65,1
5,7,3.83,6,1
9,37,2.82,61,1
7,13,1.7,20,1
12,22,7.68,19,1
8,535,1.27,575,1
9,34,1.76,63,1
6,93,1.71,78,1
10,40,1.9,71,1
7,27,1.81,42,1
6,95,1.97,79,1
7,17,1.74,23,1
3,16,2.25,8,1
9,64,1.99,89,1
8,53,1.87,86,1
6,23,1.11,35,1
10,39,2.09,55,1
10,16,7.25,12,1
7,17,1.81,26,1
8,39,2,44,1
9,274,1.31,298,1
9,9,2.38,13,1
10,53,1.82,99,1
8,6,3,5,1
7,37,1.46,54,1
10,10,1.89,18,1
8,47,2,68,1
9,49,2.97,88,1
8,233,1.36,207,1
4,7,8,1,1
25,115,2.56,333,1
6,93,1.52,101,1
9,63,2.01,84,1
7,29,1.46,39,1
12,41,2.06,69,1
5,8,1.63,8,1
8,47,1.56,64,1
11,132,2.04,134,1
7,18,1.79,28,1
12,414,2.3,675,1
8,17,1.24,25,1
5,15,1.35,20,1
8,4,2.71,7,1
9,12,1.69,26,1
8,20,2.76,29,1
24,177,8.02,272,1
8,108,1.34,126,1
8,68,1.91,96,1
7,14,1.85,13,1
9,37,2.03,64,1
9,13,4.67,6,1
7,15,1.64,22,1
10,262,1.76,432,1
14,407,4.54,443,1
11,261,2,361,1
6,33,1.2,41,1
12,22,8.94,16,1
7,9,1.46,13,1
8,40,1.75,68,1
13,217,3.05,334,1
9,42,2.13,61,1
5,8,1.55,11,1
9,102,1.58,96,1
9,21,1.22,32,1
11,275,2.83,307,1
9,46,1.92,63,1
8,16,2.68,19,1
10,15,2.24,21,1
8,4,8,1,1
7,23,1.45,31,1
8,29,1.6,30,1
5,29,1.39,33,1
12,498,2.44,752,1
15,300,2.36,481,1
11,100,3.04,165,1
22,26,1.93,84,1
12,80,2.45,127,1
8,46,1.78,65,1
9,52,1.66,86,1
11,21,3.96,24,1
5,107,1.43,92,1
10,511,1.3,555,1
8,103,2.71,129,1
7,214,2.77,243,1
7,31,1.97,33,1
7,122,1.73,139,1
9,18,1.89,28,1
6,31,1.65,34,1
10,41,2.15,68,1
13,218,1.78,344,1
6,30,3.12,26,1
10,59,1.7,87,1
14,27,7.24,25,1
9,10,3.88,8,1
5,43,1.16,61,1
8,26,1.85,39,1
8,71,1.31,59,1
9,108,1.73,125,1
8,12,2.11,18,1
5,23,1.63,16,1
5,94,1.62,53,1
11,271,1.36,355,1
9,163,2.98,130,1
7,43,1.29,58,1
4,69,1.82,57,1
11,245,2.77,344,1
9,244,1.59,327,1
2,7,3.5,2,1
9,164,1.26,221,1
6,13,1.53,15,1
8,124,2.6,163,1
8,190,1.21,148,1
9,278,1.62,398,1
8,8,3.44,9,1
8,83,2.58,104,1
7,16,1.18,28,1
3,8,1.33,6,1
7,25,1.63,40,1
8,21,1.69,36,1
8,16,1.8,30,1
9,18,2.26,23,1
9,25,2.25,32,1
9,103,2.98,124,1
9,122,2.73,152,1
5,7,1.36,11,1
1,40,1.14,7,1
5,3,9,1,1
10,509,1.23,401,1
8,344,1.22,486,1
8,12,2.83,18,1
10,20,2.9,30,1
6,97,1.84,89,1
3,27,1.77,22,1
13,104,4.05,82,1
9,66,2,96,1
9,51,2.34,58,1
9,214,1.44,307,1
11,184,4.48,213,1
1,22,2.6,5,1
10,9,10.33,6,1
7,69,1.28,71,1
7,22,1.19,32,1
9,99,1.95,132,1
7,43,1.32,56,1
7,41,1.73,70,1
6,18,2.04,26,1
9,20,8.25,12,1
5,43,1.45,55,1
6,11,1.69,13,1
5,32,1.33,42,1
5,5,3,3,1
11,62,1.62,92,1
8,54,1.34,59,1
13,83,3.5,115,1
7,58,2.34,35,1
9,12,10,7,1
10,40,2.09,53,1
9,20,2.35,20,1
7,41,1.43,51,1
12,124,1.96,228,1
14,18,3.33,12,1
10,64,2.58,109,1
5,13,1.87,15,1
13,44,1.61,61,1
8,76,2.11,112,1
10,261,1.77,390,1
10,4,15,1,1
7,46,1.46,78,1
11,21,4.29,17,1
2,104,1.08,12,1
9,125,1.69,140,1
8,74,2.14,114,1
10,10,46,1,1
5,14,2,19,1
5,3,4.5,2,1
7,41,1.42,66,1
9,16,1.74,27,1
9,77,2.63,128,1
14,364,4.71,396,1
13,239,2.16,343,1
12,8,2.9,10,1
14,91,5.05,98,1
6,82,1.31,39,1
6,30,1.22,46,1
8,150,1.23,154,1
33,160,6.34,182,1
8,299,1.32,338,1
2,47,1.14,14,1
8,17,2.48,21,1
12,45,6.63,38,1
9,49,2.98,86,1
11,185,4.5,220,1
10,26,2.2,35,1
8,13,5.91,11,1
9,7,1.9,10,1
7,7,1.27,11,1
10,83,2.28,130,1
7,42,1.79,43,1
12,207,1.7,292,1
7,19,1.36,28,1
9,21,2.88,24,1
8,24,1.8,41,1
9,20,2.15,27,1
10,122,2.1,171,1
7,6,21,1,1
9,47,1.78,80,1
8,16,1.52,29,1
10,24,2.06,31,1
5,6,2,6,1
8,192,1.74,279,1
9,278,1.28,345,1
5,16,2,10,1
10,33,3.25,40,1
8,39,1.21,58,1
8,31,2,46,1
10,38,2.78,58,1
6,24,1.35,31,1
10,31,2.14,49,1
7,14,1.95,19,1
6,31,1.4,35,1
7,23,1.36,11,1
8,52,1.88,84,1
11,8,8.86,7,1
9,49,1.46,70,1
8,12,2.57,14,1
9,106,1.97,150,1
5,7,2.5,6,1
11,122,1.94,177,1
7,34,1.49,45,1
7,12,2,19,1
7,64,2.93,76,1
5,5,10,1,1
24,99,20.07,108,1
7,9,1.2,15,1
7,86,1.27,116,1
9,102,2.81,132,1
8,17,2.88,25,1
11,94,3.12,126,1
7,80,1.63,124,1
10,126,3.16,185,1
8,19,3,22,1
6,13,1.71,17,1
8,26,2.03,30,1
1,60,1.09,11,1
7,20,2.24,21,1
8,7,2.09,11,1
6,10,1.78,9,1
9,72,1.61,97,1
9,11,1.92,13,1
8,83,2.52,115,1
25,71,2.22,187,1
7,17,1.54,24,1
7,59,1.38,45,1
7,39,1.43,56,1
8,70,1.7,122,1
9,159,1.93,184,1
9,311,1.34,340,1
10,87,2.23,146,1
14,265,4.47,294,1
10,184,2.58,232,1
8,10,1.53,17,1
9,18,1.83,29,1
5,4,2.67,3,1
9,15,2.43,21,1
9,44,2.97,60,1
10,159,3.13,192,1
8,16,1.94,16,1
8,94,3.07,119,1
14,150,4.14,114,1
1,167,1.03,31,1
9,133,1.89,150,1
9,34,1.57,44,1
7,8,1.56,9,1
7,24,1.22,32,1
7,6,2.33,9,1
8,102,2.7,122,1
9,86,1.29,126,1
10,511,1.35,596,1
7,43,3.48,21,1
7,49,1.91,57,1
8,119,1.7,189,1
8,26,1.93,43,1
10,32,1.69,58,1
10,131,2.74,198,1
7,14,2.9,10,1
10,236,1.31,330,1
11,165,3.38,190,1
7,36,2.05,56,1
7,164,1.6,202,1
8,18,2.52,27,1
9,60,2.75,81,1
8,63,2.41,91,1
7,92,1.54,122,1
7,65,2.18,85,1
19,123,207,1,1
8,28,2.07,43,1
8,35,2.02,53,1
6,104,2,31,1
8,14,2.32,19,1
10,534,1.28,548,1
10,165,1.65,258,1
8,14,1.71,21,1
7,11,1.8,15,1
12,25,2.59,37,1
12,98,2.23,129,1
7,11,2,16,1
11,8,4.13,8,1
9,36,1.82,62,1
25,261,17.75,326,1
8,162,3.12,85,1
10,43,1.8,61,1
13,369,4.79,398,1
10,119,1.59,151,1
8,23,1.7,30,1
9,36,1.75,65,1
10,84,2.47,121,1
7,9,2.78,9,1
82,314,10.84,703,1
6,28,1.84,37,1
4,44,1.42,33,1
9,5,2.2,5,1
8,37,2.22,50,1
14,409,1.79,551,1
6,7,2.14,7,1
8,28,2.2,40,1
6,18,4.43,7,1
7,4,2.4,5,1
12,271,1.86,433,1
16,393,5.13,418,1
9,39,1.49,61,1
10,11,2.48,21,1
12,117,1.68,184,1
24,135,18.69,158,1
9,20,1.62,26,1
11,357,1.55,546,1
5,13,3,12,1
9,83,2.93,85,1
10,122,2.03,164,1
8,8,2.5,10,1
10,21,1.91,33,1
4,6,2,4,1
9,21,1.31,35,1
7,6,1.73,11,1
7,193,1.37,203,1
19,28,13.04,24,1
12,102,1.77,178,1
7,39,1.43,63,1
15,268,5.1,326,1
13,38,3.42,45,1
13,38,4,41,1
9,179,2.4,229,1
6,90,2.2,97,1
6,19,1.16,25,1
10,101,3.02,156,1
9,12,1.63,27,1
9,270,1.27,213,1
23,26,1.8,92,1
16,427,5.56,492,1
8,101,1.29,139,1
8,30,2.09,34,1
7,115,1.72,128,1
9,44,2.55,53,1
9,12,1.69,29,1
5,14,2.28,18,1
7,29,1.33,43,1
8,13,1.9,20,1
12,73,2.14,105,1
8,36,3.04,53,1
9,39,2.58,50,1
8,106,2.29,133,1
10,79,1.89,128,1
7,20,2.46,24,1
6,6,1.63,8,1
9,7,2.2,10,1
9,510,1.31,566,1
23,118,2.06,385,1
11,43,2.74,58,1
7,2,2.25,4,1
6,96,1.38,99,1
8,62,1.81,81,1
10,64,2.25,84,1
10,121,2.41,186,1
16,410,5.55,450,1
10,151,3.48,165,1
9,45,2.17,52,1
7,21,2.09,22,1
24,157,18.34,186,1
10,53,1.75,89,1
7,16,1.41,27,1
15,121,5.35,145,1
11,85,1.67,144,1
9,18,1.67,27,1
7,7,1.71,7,1
6,26,1.29,35,1
9,41,2.06,67,1
7,7,1.33,12,1
8,25,1.63,38,1
8,152,1.27,191,1
6,7,30,1,1
6,13,2.53,17,1
10,11,1.58,19,1
5,58,1.18,22,1
10,21,2.91,33,1
5,31,2.06,18,1
11,20,8.27,15,1
4,18,6.5,2,1
7,14,1.38,24,1
8,123,2.71,146,1
5,34,1.31,29,1
13,6,34,1,1
10,12,2.29,21,1
2,19,1.8,5,1
11,76,2.08,102,1
10,47,2.26,70,1
10,508,1.36,372,1
12,83,1.75,144,1
10,37,1.83,66,1
8,245,1.36,286,1
8,32,2.09,46,1
7,5,2.25,4,1
9,151,1.39,181,1
8,57,1.81,78,1
8,233,1.58,309,1
7,11,1.48,21,1
5,29,1.61,36,1
8,34,1.84,63,1
9,82,2.38,133,1
6,4,5,2,1
9,82,2.8,96,1
9,17,1.44,25,1
7,20,2.24,29,1
9,73,1.44,79,1
7,38,1.55,58,1
7,23,1.45,38,1
8,12,1.65,23,1
10,16,6.19,16,1
13,123,4.38,156,1
7,40,1.25,51,1
9,29,2.4,45,1
16,205,5.36,245,1
12,266,2.72,397,1
12,20,8.19,16,1
10,19,1.68,34,1
10,100,2.64,168,1
2,17,2.75,4,1
10,262,1.89,390,1
16,337,5.15,387,1
6,4,8,2,1
9,47,2.01,76,1
11,79,2.11,132,1
11,193,1.59,325,1
6,22,2.89,9,1
5,94,1.91,77,1
7,46,4.17,12,1
7,11,1.35,17,1
9,535,1.42,654,1
10,88,1.82,124,1
8,29,2.15,48,1
11,104,2.97,152,1
7,9,1.54,13,1
9,23,1.82,28,1
5,19,1.5,20,1
8,15,2.38,24,1
8,12,1.86,22,1
8,231,1.64,257,1
8,16,2.57,23,1
16,408,5.28,482,1
13,423,1.64,632,1
7,92,1.46,63,1
8,12,1.64,25,1
11,32,1.89,56,1
6,130,2.05,96,1
11,60,1.97,91,1
8,13,1.81,27,1
11,22,8.59,17,1
9,73,2.63,94,1
9,101,2.68,150,1
10,61,1.85,110,1
7,121,1.54,149,1
12,8,5.9,10,1
1,18,3.5,2,1
16,112,2.72,201,1
25,491,7.21,773,1
6,40,1.43,37,1
5,52,1.35,40,1
9,32,1.79,53,1
8,82,2.1,126,1
12,67,2.99,101,1
10,20,2.27,33,1
7,49,1.34,77,1
7,8,1.71,7,1
9,38,2.71,56,1
7,110,1.38,117,1
10,23,1.88,42,1
6,3,10,1,1
11,33,1.98,54,1
7,14,2.72,18,1
9,160,1.58,196,1
11,8,4.08,13,1
8,80,1.72,113,1
7,9,1.77,13,1
7,36,1.25,56,1
11,101,1.71,164,1
7,15,1.46,24,1
6,27,2.78,9,1
8,108,1.41,144,1
5,7,2.33,9,1
9,9,42,1,1
12,11,1.63,30,1
8,13,2,23,1
8,218,1.29,195,1
9,12,1.78,27,1
10,262,1.83,391,1
8,40,1.68,69,1
6,4,6,2,1
11,73,2.03,107,1
10,212,1.85,274,1
9,16,2.08,26,1
11,27,2.43,37,1
5,18,1.62,21,1
14,372,4.99,395,1
8,37,1.87,53,1
9,7,1.77,13,1
8,298,1.5,383,1
9,107,2.22,166,1
7,11,1.61,18,1
10,10,28,2,1
8,25,2.06,36,1
7,66,1.49,53,1
9,35,1.97,58,1
8,28,1.6,42,1
6,26,1.33,40,1
23,271,1.87,420,1
11,183,4.53,207,1
8,37,1.61,69,1
7,13,1.17,23,1
8,74,2.48,109,1
3,104,9.95,19,1
7,243,1.48,227,1
8,24,1.8,40,1
8,13,2.32,22,1
10,12,2.33,18,1
11,127,2.23,166,1
14,57,12.08,49,1
13,348,2.57,543,1
8,9,2.33,12,1
9,82,2.63,99,1
10,261,1.74,388,1
7,30,1.54,48,1
8,9,2.07,15,1
6,7,2.11,9,1
7,13,7.63,8,1
7,72,1.85,110,1
4,6,5.5,2,1
5,26,2.37,27,1
11,29,3.1,42,1
8,14,1.72,25,1
8,64,1.93,80,1
9,64,2.18,84,1
5,13,1.69,16,1
6,37,1.42,48,1
9,150,1.76,218,1
8,14,3,18,1
8,39,1.74,65,1
5,25,1.52,33,1
6,62,1.36,64,1
8,13,6.9,10,1
8,21,1.88,34,1
5,31,1.56,36,1
4,2,7,1,1
5,35,4.38,8,1
1,104,1.05,19,1
10,101,2.95,154,1
13,228,3.29,238,1
7,4,2.33,3,1
9,158,1.45,212,1
9,80,2.02,119,1
14,116,2.12,207,1
8,272,2.7,289,1
9,9,1.6,15,1
12,116,1.99,172,1
9,353,1.45,411,1
5,12,2,6,1
8,9,2.31,13,1
10,28,2.13,45,1
9,510,1.24,506,1
1,40,1.07,15,1
7,18,1.31,26,1
6,8,2.86,7,1
7,27,1.33,40,1
5,17,1.75,20,1
7,8,1.07,14,1
7,18,1.94,17,1
7,53,2.4,53,1
7,40,1.57,60,1
9,80,2.09,115,1
12,66,3.03,105,1
12,8,42,1,1
9,271,1.82,382,1
8,53,2.09,67,1
9,508,1.3,563,1
9,198,1.88,274,1
8,32,2.47,38,1
11,90,2.41,158,1
8,12,2,21,1
11,32,1.86,63,1
10,336,1.32,415,1
11,44,2.01,74,1
7,11,1.56,18,1
13,386,2.19,657,1
7,53,1.57,63,1
6,29,1.53,38,1
8,71,1.64,100,1
10,268,6.02,220,1
10,49,2.97,86,1
10,126,2.85,202,1
7,50,1.23,61,1
13,38,3.6,43,1
25,292,7.58,461,1
10,205,3.04,257,1
10,34,1.84,56,1
9,46,1.66,74,1
11,65,1.65,77,1
7,20,1.35,26,1
10,38,1.37,52,1
11,8,3.2,15,1
5,56,1.31,26,1
22,67,2.91,112,1
11,12,4.38,13,1
8,7,1.36,14,1
12,271,1.95,410,1
8,43,1.83,64,1
6,7,1.5,8,1
24,282,7.8,384,1
5,15,2.21,19,1
10,19,2.46,28,1
3,4,9,1,1
9,20,2.59,32,1
10,93,1.78,140,1
25,185,7.24,306,1
9,49,1.38,87,1
11,75,2.08,107,1
8,82,2.63,99,1
9,75,2.23,113,1
9,83,2.42,90,1
11,89,2.72,61,1
6,89,1.61,99,1
8,14,2.56,18,1
5,14,1.38,21,1
8,33,2.13,39,1
10,49,1.26,76,1
8,43,2.4,57,1
8,59,1.82,76,1
8,148,1.24,198,1
3,14,3.2,5,1
5,8,4.67,3,1
10,17,2.38,16,1
13,147,3.6,190,1
10,38,2.49,59,1
6,94,2.45,66,1
8,8,5,3,1
8,83,1.76,123,1
7,15,2.3,20,1
12,22,7.65,20,1
11,25,2.05,40,1
12,128,2.91,179,1
5,20,1.55,11,1
6,12,1.53,15,1
10,99,2.64,166,1
8,20,2.1,30,1
7,16,1.96,24,1
7,11,1.39,18,1
7,13,1.85,13,1
38,410,2.39,1815,1
10,27,1.87,53,1
11,155,2.09,210,1
11,272,1.97,423,1
6,13,1.5,14,1
9,219,1.43,150,1
7,211,1.7,223,1
10,33,1.95,62,1
6,46,2,30,1
9,65,1.67,93,1
5,7,2.11,9,1
8,95,1.34,106,1
12,8,2.11,9,1
9,101,1.37,140,1
8,53,1.93,76,1
9,82,2.62,108,1
7,14,1.11,19,1
10,93,1.48,130,1
9,12,2,20,1
14,153,4.44,183,1
8,24,1.84,31,1
7,17,1.52,21,1
7,19,1.5,32,1
7,190,1.79,218,1
8,16,2.44,25,1
7,26,2.25,36,1
7,41,1.55,64,1
6,81,1.34,102,1
5,12,1.71,7,1
12,85,1.94,160,1
8,7,2.18,11,1
9,95,1.91,127,1
7,151,1.33,61,1
7,19,1.74,31,1
6,75,1.47,109,1
8,110,1.66,122,1
9,331,1.21,308,1
7,47,2.23,40,1
7,74,1.57,91,1
9,508,1.27,461,1
8,28,2.07,44,1
14,58,12.07,46,1
6,11,1.47,15,1
8,7,2.64,11,1
13,433,4.82,438,1
9,130,2.86,210,1
10,19,2,32,1
9,49,3.12,83,1
9,32,2.16,51,1
7,34,1.4,45,1
9,49,1.51,72,1
10,30,2.42,45,1
8,109,1.83,129,1
7,105,1.69,111,1
8,65,1.74,90,1
10,127,2.35,210,1
8,346,1.31,304,1
11,80,4.98,87,1
9,172,2.43,225,1
7,63,1.99,74,1
10,47,1.62,65,1
10,118,2.02,162,1
14,57,11.88,48,1
10,63,1.72,109,1
34,114,2.59,157,1
7,13,2.05,19,1
9,5,10.5,2,1
8,13,8.25,8,1
8,75,1.86,106,1
9,18,7,14,1
7,13,2,11,1
8,32,2.46,35,1
7,31,1.25,48,1
10,474,1.51,585,1
7,21,1.35,31,1
9,39,2.74,57,1
8,39,1.64,72,1
8,59,2.77,65,1
8,50,1.7,89,1
11,175,1.98,205,1
8,12,2.05,21,1
6,101,1.93,129,1
10,38,2.7,56,1
7,35,1.9,52,1
10,22,1.74,35,1
9,259,1.38,370,1
11,118,4.81,124,1
5,27,2.34,35,1
12,22,7.5,20,1
8,20,1.38,24,1
9,250,2.44,320,1
10,39,2.79,48,1
10,55,6.32,59,1
8,9,1.69,16,1
4,18,2.57,7,1
7,5,9,2,1
7,31,1.32,50,1
6,7,2.33,6,1
9,47,2.34,56,1
14,273,4.59,310,1
9,103,2.47,134,1
12,272,2.01,404,1
8,21,2.56,27,1
7,18,1.53,30,1
10,85,2.28,124,1
9,32,1.68,57,1
9,13,1.71,21,1
11,77,2.43,120,1
7,107,1.6,126,1
9,43,1.82,73,1
7,41,1.85,55,1
6,38,1.51,57,1
8,16,1.91,22,1
8,32,1.23,43,1
14,62,5.97,63,1
8,23,1.75,40,1
22,47,2.13,155,1
8,43,2.26,53,1
8,33,1.88,52,1
5,14,3.6,5,1
6,9,1.58,12,1
8,14,2.4,20,1
7,13,2.6,10,1
10,262,1.31,369,1
9,107,1.38,146,1
12,272,2.74,393,1
7,18,2.81,21,1
8,508,1.28,290,1
7,111,1.5,131,1
9,262,1.38,356,1
6,18,1.62,21,1
10,51,1.66,86,1
12,43,2.32,69,1
12,497,2.27,731,1
10,12,1.82,22,1
7,11,1.33,18,1
7,5,2.5,6,1
8,82,2.78,97,1
8,50,1.97,73,1
11,83,1.71,146,1
6,83,1.58,104,1
7,15,6.17,12,1
6,25,1.38,34,1
8,12,1.91,22,1
8,24,1.81,36,1
7,29,1.71,34,1
8,121,3.11,134,1
7,14,1.94,16,1
7,198,1.36,174,1
7,181,1.65,242,1
6,14,2.24,21,1
9,520,1.37,276,1
8,16,2.9,20,1
8,21,1.52,29,1
7,95,1.64,120,1
8,15,2.5,22,1
12,33,4.08,38,1
13,414,3.08,623,1
11,17,4.29,14,1
7,156,2.37,218,1
7,7,1.56,9,1
10,100,2.82,159,1
7,21,1.67,27,1
6,37,2.23,39,1
5,5,1.75,4,1
10,79,2.25,122,1
9,22,2.48,23,1
8,6,8,3,1
7,11,2,14,1
7,15,1.41,17,1
1,50,1.11,9,1
25,186,8.06,263,1
7,16,1.13,30,1
6,58,1.17,82,1
8,22,2.6,20,1
3,3,8,1,1
9,41,1.32,68,1
9,82,2.01,124,1
8,20,1.93,30,1
11,97,2.4,132,1
9,168,2.15,221,1
9,63,1.96,82,1
7,19,1.83,29,1
41,67,33.67,36,1
9,78,2.17,113,1
7,21,1.68,28,1
8,6,3,8,1
9,101,1.71,136,1
9,92,2.2,137,1
11,23,2.09,32,1
7,169,1.28,154,1
10,8,9,6,1
11,12,3,13,1
10,47,2.97,76,1
7,16,1.88,17,1
