@relation page-blocks

@attribute Lenght numeric
@attribute Blackand numeric
@attribute Class {1,2,3,4,5}

@data
21,162,1
22,205,1
155,1007,1
92,575,1
57,310,1
31,117,1
14,94,1
13,97,1
16,72,1
6,30,1
20,154,1
280,6042,1
11,110,1
197,1240,1
31,194,1
34,151,1
35,260,1
115,529,1
8,42,1
57,467,1
497,3544,1
49,155,1
131,834,1
124,787,1
8,53,1
191,1284,1
8,63,1
13,73,1
534,2491,1
52,365,1
9,57,1
31,233,1
3,13,1
47,251,1
7,69,1
337,2361,1
130,412,1
47,332,1
32,171,1
35,145,1
150,1430,1
25,221,1
4,12,1
342,6053,1
50,406,1
177,1195,1
7,44,1
47,289,1
126,1081,1
4,21,1
15,94,1
7,56,1
38,339,1
67,388,1
22,136,1
340,2682,1
4,28,1
9,53,1
48,340,1
7,7,1
410,6872,1
25,182,1
138,1552,1
41,246,1
34,223,1
21,142,1
17,131,1
59,413,1
81,392,1
50,50,1
51,394,1
14,84,1
22,139,1
45,211,1
371,8533,1
53,323,1
9,62,1
8,43,1
71,326,1
27,33,1
9,63,1
65,427,1
196,1010,1
101,960,1
322,2990,1
16,111,1
367,3377,1
100,724,1
346,1771,1
141,1102,1
15,102,1
5,40,1
20,160,1
174,1276,1
63,440,1
43,258,1
215,1357,1
20,113,1
6,41,1
33,210,1
27,189,1
135,725,1
16,90,1
71,1302,1
28,246,1
17,108,1
37,218,1
20,116,1
25,141,1
18,180,1
9,52,1
189,973,1
23,204,1
154,1072,1
40,192,1
14,81,1
26,149,1
9,39,1
71,398,1
121,1381,1
238,1316,1
4,32,1
23,66,1
19,167,1
64,471,1
7,31,1
33,314,1
15,109,1
14,93,1
137,341,1
5,39,1
15,87,1
264,1558,1
250,1507,1
510,2484,1
8,96,1
42,302,1
82,329,1
285,1961,1
86,708,1
85,621,1
115,567,1
9,70,1
13,140,1
41,247,1
40,236,1
6,42,1
17,96,1
116,455,1
35,276,1
63,444,1
90,1109,1
20,92,1
33,234,1
245,2235,1
8,56,1
9,39,1
18,104,1
72,328,1
108,672,1
7,56,1
20,157,1
42,383,1
33,186,1
14,84,1
210,811,1
195,673,1
8,45,1
225,2612,1
12,59,1
272,1765,1
12,111,1
465,2694,1
26,132,1
12,80,1
93,397,1
9,62,1
13,90,1
9,74,1
78,625,1
272,1965,1
35,185,1
186,1434,1
6,44,1
21,153,1
342,2437,1
70,553,1
53,471,1
19,198,1
32,138,1
271,1632,1
76,598,1
187,663,1
268,1675,1
421,3424,1
3,10,1
99,714,1
145,668,1
96,3051,1
29,242,1
108,756,1
117,601,1
13,101,1
194,1043,1
6,34,1
350,3433,1
261,1833,1
151,1186,1
98,781,1
76,653,1
272,2103,1
48,270,1
510,2918,1
100,703,1
15,120,1
20,132,1
120,928,1
186,1208,1
519,1431,1
74,582,1
52,442,1
195,1506,1
85,647,1
14,126,1
31,246,1
21,219,1
31,179,1
103,813,1
265,2097,1
63,437,1
97,711,1
11,105,1
38,462,1
82,539,1
261,1898,1
38,167,1
69,70,1
12,120,1
21,116,1
162,928,1
99,2282,1
26,206,1
15,114,1
272,2101,1
37,184,1
181,1205,1
43,307,1
31,187,1
18,122,1
99,908,1
12,108,1
13,85,1
81,597,1
99,829,1
34,204,1
76,529,1
14,92,1
5,25,1
73,511,1
8,88,1
16,78,1
64,256,1
51,429,1
20,150,1
71,567,1
261,1768,1
61,392,1
39,142,1
114,507,1
433,3467,1
9,53,1
299,1545,1
18,210,1
16,107,1
63,437,1
18,109,1
8,88,1
95,712,1
272,2222,1
43,369,1
32,176,1
43,367,1
44,392,1
13,85,1
7,46,1
69,502,1
133,520,1
47,48,1
21,134,1
83,686,1
49,210,1
40,313,1
23,172,1
225,1501,1
17,107,1
22,144,1
26,154,1
18,78,1
48,206,1
175,1110,1
2,13,1
12,108,1
39,173,1
410,3400,1
69,518,1
26,283,1
71,1328,1
45,45,1
34,274,1
121,949,1
14,88,1
20,194,1
298,2962,1
12,67,1
4,23,1
47,377,1
55,455,1
271,1659,1
89,326,1
27,117,1
288,1624,1
12,95,1
304,2049,1
49,326,1
163,748,1
18,165,1
52,466,1
10,36,1
42,329,1
89,438,1
393,4103,1
10,33,1
103,801,1
108,775,1
36,298,1
86,764,1
73,651,1
28,147,1
11,63,1
117,1002,1
92,698,1
9,81,1
64,439,1
39,217,1
13,68,1
14,112,1
123,719,1
48,319,1
114,1166,1
9,18,1
18,144,1
4,8,1
2,10,1
249,1655,1
242,1401,1
175,1214,1
22,168,1
121,572,1
198,988,1
7,35,1
121,890,1
82,682,1
101,909,1
168,434,1
128,645,1
96,405,1
29,119,1
3,14,1
181,1077,1
70,510,1
33,259,1
27,141,1
17,117,1
30,192,1
7,33,1
46,310,1
33,246,1
84,709,1
509,1974,1
12,64,1
56,236,1
86,422,1
63,428,1
118,2129,1
177,441,1
157,1240,1
32,263,1
397,2979,1
103,769,1
7,32,1
26,574,1
15,78,1
31,208,1
16,71,1
26,197,1
48,355,1
4,24,1
346,1733,1
82,494,1
31,151,1
7,41,1
65,407,1
49,440,1
141,1225,1
54,332,1
15,79,1
70,478,1
64,420,1
18,147,1
4,17,1
96,485,1
13,58,1
115,1868,1
15,92,1
75,398,1
12,91,1
67,557,1
7,40,1
184,1144,1
9,62,1
124,840,1
410,9403,1
99,766,1
511,1380,1
159,1144,1
46,305,1
10,70,1
30,210,1
31,186,1
177,1226,1
96,435,1
115,1039,1
19,153,1
84,570,1
141,910,1
31,105,1
11,52,1
9,53,1
10,95,1
50,382,1
91,341,1
87,753,1
18,95,1
27,130,1
96,459,1
71,732,1
82,415,1
30,198,1
26,178,1
57,362,1
4,18,1
61,582,1
35,189,1
62,418,1
227,2470,1
231,1035,1
11,69,1
41,366,1
341,3949,1
230,1572,1
294,6663,1
8,88,1
85,467,1
5,14,1
11,106,1
19,38,1
27,179,1
234,1437,1
171,4369,1
18,118,1
20,197,1
186,1363,1
42,228,1
7,40,1
8,22,1
14,60,1
534,2419,1
42,336,1
16,154,1
52,366,1
42,309,1
85,836,1
32,256,1
18,141,1
17,108,1
29,244,1
15,103,1
37,246,1
12,112,1
56,311,1
13,83,1
22,209,1
19,155,1
297,2318,1
58,452,1
89,939,1
9,65,1
41,283,1
37,267,1
405,3863,1
111,768,1
29,168,1
11,42,1
280,6072,1
20,111,1
125,751,1
34,271,1
17,100,1
23,207,1
207,1736,1
46,352,1
33,197,1
44,174,1
84,3517,1
8,40,1
409,3049,1
9,64,1
14,14,1
89,422,1
46,338,1
24,92,1
38,190,1
11,47,1
98,345,1
16,109,1
15,75,1
9,44,1
30,180,1
350,2682,1
35,230,1
25,207,1
9,52,1
433,3365,1
46,189,1
4,7,1
69,613,1
91,360,1
30,253,1
18,90,1
12,56,1
40,246,1
190,943,1
94,625,1
35,221,1
96,1007,1
11,99,1
9,79,1
72,424,1
17,113,1
92,733,1
38,449,1
12,93,1
185,4395,1
62,407,1
11,52,1
7,13,1
20,159,1
37,247,1
13,82,1
42,287,1
74,525,1
43,343,1
21,139,1
41,202,1
260,1916,1
23,316,1
33,174,1
32,225,1
10,69,1
82,546,1
44,524,1
409,3307,1
7,30,1
158,1053,1
43,215,1
42,168,1
71,513,1
14,98,1
86,723,1
33,187,1
41,286,1
39,275,1
3,7,1
45,251,1
84,733,1
10,49,1
250,1600,1
142,1293,1
94,397,1
54,464,1
177,177,1
205,1616,1
33,306,1
415,4480,1
163,978,1
48,339,1
203,1904,1
24,197,1
77,388,1
38,170,1
15,64,1
19,101,1
42,356,1
15,112,1
253,668,1
135,692,1
74,566,1
29,29,1
52,351,1
277,2292,1
29,179,1
33,173,1
14,83,1
340,2819,1
272,1571,1
27,27,1
86,524,1
84,1722,1
21,126,1
144,387,1
42,357,1
111,809,1
68,483,1
37,223,1
119,1033,1
122,910,1
4,24,1
285,2421,1
33,221,1
23,205,1
181,1260,1
30,200,1
15,102,1
104,110,1
163,1280,1
45,256,1
39,222,1
34,290,1
423,4191,1
197,450,1
126,969,1
20,138,1
20,139,1
184,1789,1
16,77,1
7,36,1
35,252,1
72,480,1
245,1088,1
12,44,1
301,2378,1
14,37,1
110,483,1
182,790,1
33,251,1
174,1154,1
84,758,1
33,179,1
5,40,1
43,296,1
12,108,1
11,64,1
95,687,1
93,465,1
23,87,1
272,1922,1
60,561,1
33,229,1
106,619,1
23,137,1
18,109,1
32,157,1
30,144,1
20,99,1
155,931,1
43,328,1
262,1015,1
16,73,1
183,1112,1
10,61,1
53,91,1
16,112,1
39,256,1
31,248,1
340,2002,1
22,22,1
19,88,1
14,15,1
385,3022,1
508,3189,1
89,405,1
390,3224,1
99,693,1
107,829,1
63,288,1
227,809,1
45,203,1
58,559,1
14,78,1
183,972,1
13,85,1
43,329,1
95,447,1
27,184,1
11,110,1
11,99,1
29,197,1
73,412,1
536,2904,1
41,241,1
11,73,1
33,324,1
26,152,1
40,40,1
9,71,1
35,236,1
343,2091,1
44,108,1
63,502,1
254,2022,1
166,1121,1
12,104,1
35,290,1
29,212,1
11,72,1
31,181,1
262,1951,1
314,1659,1
108,855,1
12,44,1
56,84,1
46,278,1
11,77,1
17,93,1
536,2377,1
208,817,1
14,79,1
309,7295,1
23,133,1
101,456,1
28,485,1
6,29,1
25,176,1
23,156,1
184,1611,1
82,494,1
35,279,1
17,116,1
35,254,1
40,198,1
6,39,1
18,106,1
33,196,1
67,496,1
6,38,1
7,56,1
53,375,1
12,90,1
20,105,1
22,205,1
32,158,1
51,237,1
11,47,1
19,172,1
22,138,1
10,71,1
12,12,1
76,575,1
112,578,1
47,283,1
131,370,1
285,1703,1
271,1616,1
27,120,1
9,81,1
20,165,1
52,1801,1
6,40,1
13,117,1
104,946,1
42,346,1
82,895,1
37,332,1
183,989,1
46,388,1
267,4860,1
23,142,1
36,234,1
7,35,1
31,183,1
511,2114,1
47,466,1
32,248,1
9,56,1
4,20,1
6,19,1
23,133,1
103,715,1
19,146,1
29,139,1
75,616,1
299,1643,1
91,598,1
58,753,1
4,8,1
6,41,1
25,118,1
30,166,1
17,143,1
306,2069,1
25,146,1
28,187,1
21,155,1
43,172,1
16,116,1
25,93,1
44,182,1
51,361,1
35,230,1
42,397,1
11,102,1
44,239,1
19,123,1
40,279,1
41,287,1
44,405,1
98,685,1
11,71,1
268,2022,1
102,721,1
58,259,1
70,502,1
4,32,1
46,322,1
22,188,1
132,922,1
262,2163,1
11,42,1
42,176,1
22,86,1
24,187,1
85,843,1
21,171,1
50,203,1
8,53,1
7,35,1
4,16,1
94,402,1
28,199,1
12,96,1
152,777,1
267,1754,1
9,57,1
314,3168,1
340,3822,1
5,25,1
69,308,1
123,1103,1
79,530,1
8,46,1
69,469,1
37,262,1
16,140,1
19,160,1
37,270,1
52,305,1
9,90,1
10,73,1
12,92,1
300,2550,1
233,1562,1
271,1668,1
399,3315,1
9,35,1
39,324,1
301,1881,1
8,35,1
85,517,1
61,375,1
54,336,1
131,1121,1
152,1278,1
28,174,1
18,162,1
36,236,1
116,919,1
2,12,1
32,251,1
12,91,1
222,1997,1
256,1081,1
41,209,1
38,337,1
129,1100,1
91,800,1
61,493,1
36,288,1
35,214,1
440,3983,1
18,159,1
14,99,1
30,215,1
62,561,1
195,1676,1
154,1238,1
8,29,1
32,287,1
49,439,1
208,2539,1
75,438,1
37,200,1
50,376,1
45,243,1
309,2257,1
50,397,1
12,62,1
511,2772,1
43,357,1
57,2843,1
535,2861,1
119,978,1
233,1734,1
17,122,1
41,254,1
83,492,1
8,39,1
8,64,1
91,621,1
169,942,1
44,407,1
33,149,1
42,213,1
7,56,1
370,3357,1
5,31,1
330,2215,1
220,1501,1
59,416,1
97,800,1
10,51,1
257,1898,1
6,36,1
67,400,1
29,160,1
13,85,1
21,130,1
261,1849,1
124,1009,1
3,11,1
12,81,1
41,173,1
35,271,1
59,238,1
215,1500,1
32,654,1
252,1953,1
319,2149,1
274,1431,1
98,384,1
11,64,1
13,78,1
271,1878,1
218,951,1
84,713,1
8,43,1
37,195,1
4,19,1
57,421,1
35,206,1
96,462,1
48,296,1
58,419,1
395,3636,1
54,337,1
71,376,1
23,205,1
13,103,1
22,157,1
495,11777,1
11,97,1
33,224,1
181,1202,1
525,1865,1
44,334,1
17,133,1
144,900,1
5,40,1
75,397,1
3,8,1
284,2147,1
72,745,1
86,726,1
161,1071,1
40,187,1
102,822,1
16,99,1
271,1651,1
46,320,1
11,75,1
129,849,1
36,288,1
98,863,1
36,255,1
263,1156,1
5,12,1
5,147,1
311,1629,1
17,109,1
6,35,1
12,77,1
20,98,1
123,1097,1
21,134,1
81,654,1
42,316,1
9,47,1
492,2397,1
124,1293,1
227,2202,1
117,945,1
7,49,1
150,782,1
26,166,1
15,104,1
219,946,1
298,1412,1
28,194,1
32,186,1
272,1303,1
272,2147,1
28,170,1
109,745,1
8,71,1
250,1649,1
50,189,1
263,263,1
3,10,1
40,316,1
92,459,1
8,38,1
24,335,1
56,556,1
19,85,1
399,3685,1
14,151,1
47,366,1
6,31,1
135,596,1
46,280,1
250,1659,1
35,189,1
10,55,1
5,24,1
13,54,1
155,1094,1
23,182,1
10,39,1
72,743,1
46,350,1
126,900,1
120,812,1
32,232,1
535,3312,1
18,157,1
30,189,1
65,65,1
137,2163,1
13,70,1
21,117,1
2,12,1
31,170,1
79,695,1
272,1369,1
25,150,1
47,236,1
261,6164,1
7,49,1
37,231,1
38,337,1
133,3085,1
334,7740,1
80,640,1
9,71,1
110,767,1
34,276,1
19,146,1
81,619,1
22,180,1
319,2577,1
12,160,1
20,180,1
64,517,1
111,570,1
510,3190,1
96,392,1
510,2741,1
33,161,1
69,379,1
133,859,1
54,465,1
18,90,1
186,4382,1
15,82,1
29,166,1
278,1997,1
69,265,1
155,1244,1
64,400,1
398,4117,1
535,3257,1
47,328,1
19,54,1
77,672,1
8,59,1
183,850,1
261,1505,1
16,106,1
197,1160,1
54,414,1
32,270,1
4,16,1
67,566,1
87,665,1
119,1045,1
46,351,1
10,91,1
61,581,1
75,632,1
53,283,1
250,1727,1
18,145,1
13,78,1
66,421,1
18,48,1
11,44,1
47,331,1
26,248,1
103,615,1
19,133,1
167,1507,1
46,341,1
261,1711,1
4,32,1
30,235,1
13,102,1
221,711,1
17,133,1
17,136,1
43,404,1
168,1449,1
17,89,1
20,98,1
46,192,1
8,64,1
35,258,1
48,351,1
13,76,1
87,1342,1
14,77,1
259,2018,1
275,1621,1
10,73,1
101,943,1
497,4374,1
34,231,1
14,52,1
17,69,1
79,731,1
13,78,1
410,10849,1
97,804,1
8,43,1
8,56,1
21,107,1
62,431,1
38,212,1
7,77,1
44,307,1
325,2248,1
19,142,1
72,320,1
107,626,1
93,743,1
9,43,1
123,539,1
40,284,1
11,110,1
40,319,1
274,1277,1
9,70,1
171,1198,1
82,574,1
19,89,1
86,807,1
61,412,1
212,2349,1
11,21,1
440,3857,1
62,312,1
191,1000,1
79,876,1
22,193,1
43,304,1
34,181,1
135,1462,1
30,207,1
7,56,1
118,2198,1
100,686,1
12,66,1
32,194,1
19,107,1
8,43,1
13,65,1
215,1283,1
3,15,1
14,98,1
36,270,1
60,401,1
153,1039,1
63,441,1
95,532,1
93,729,1
309,2713,1
20,137,1
13,68,1
11,54,1
284,2013,1
272,1846,1
72,743,1
5,20,1
82,674,1
7,47,1
101,790,1
29,131,1
147,982,1
45,374,1
42,342,1
36,242,1
13,50,1
10,93,1
22,195,1
90,800,1
40,239,1
107,487,1
36,296,1
174,1156,1
74,524,1
10,94,1
12,96,1
1,9,1
39,131,1
10,58,1
90,416,1
214,1440,1
14,112,1
20,129,1
155,666,1
12,108,1
184,830,1
185,905,1
46,250,1
103,770,1
34,272,1
337,2402,1
19,107,1
86,577,1
192,1584,1
492,3457,1
41,222,1
249,5488,1
98,818,1
11,67,1
32,171,1
78,668,1
12,89,1
54,414,1
271,2171,1
13,84,1
302,2880,1
154,1626,1
281,6088,1
36,153,1
82,551,1
41,41,1
69,426,1
33,281,1
117,891,1
13,61,1
49,368,1
12,95,1
33,257,1
106,1802,1
24,97,1
32,188,1
130,1026,1
13,107,1
8,88,1
25,146,1
12,68,1
41,312,1
109,764,1
4,9,1
371,3066,1
32,206,1
20,175,1
280,1724,1
356,3342,1
48,332,1
23,162,1
80,391,1
33,234,1
12,106,1
14,95,1
94,353,1
92,1126,1
108,806,1
201,1887,1
35,204,1
499,3150,1
27,223,1
116,4194,1
377,3655,1
62,320,1
14,78,1
38,135,1
12,76,1
35,198,1
10,79,1
96,289,1
9,57,1
9,59,1
32,186,1
346,1813,1
31,148,1
78,465,1
65,572,1
36,299,1
109,743,1
24,359,1
33,252,1
54,317,1
50,373,1
258,1350,1
127,1014,1
21,93,1
24,130,1
19,133,1
100,690,1
506,2980,1
11,56,1
25,159,1
62,378,1
52,287,1
8,40,1
43,323,1
14,77,1
24,166,1
36,36,1
20,116,1
44,137,1
58,130,1
7,23,1
44,472,1
83,594,1
14,62,1
34,247,1
12,143,1
28,63,1
12,48,1
129,751,1
46,326,1
261,1830,1
103,653,1
106,948,1
25,170,1
243,914,1
29,252,1
54,437,1
35,257,1
214,1296,1
27,140,1
21,110,1
61,285,1
37,192,1
14,96,1
419,3309,1
33,203,1
5,26,1
18,82,1
167,1093,1
45,326,1
268,2940,1
14,83,1
11,75,1
8,41,1
15,119,1
47,388,1
131,1107,1
118,1039,1
534,3043,1
48,219,1
83,683,1
4,15,1
16,124,1
27,224,1
35,55,1
17,103,1
136,1375,1
2,7,1
105,547,1
36,284,1
69,465,1
20,117,1
9,80,1
53,428,1
71,573,1
20,202,1
10,66,1
187,1248,1
81,629,1
82,619,1
79,646,1
83,822,1
30,162,1
38,230,1
118,1036,1
14,95,1
532,3066,1
23,185,1
49,462,1
40,263,1
44,383,1
48,310,1
321,1597,1
61,546,1
17,156,1
64,875,1
89,441,1
29,205,1
81,383,1
36,276,1
16,52,1
165,1059,1
138,756,1
24,210,1
99,664,1
229,887,1
143,1108,1
125,1078,1
11,71,1
93,621,1
39,233,1
35,204,1
7,49,1
76,310,1
15,150,1
15,117,1
47,274,1
17,111,1
12,78,1
33,150,1
19,163,1
8,35,1
7,43,1
16,75,1
9,72,1
7,38,1
3,8,1
37,366,1
14,70,1
30,234,1
352,4157,1
31,259,1
17,117,1
126,1113,1
14,86,1
25,163,1
23,228,1
6,31,1
102,1013,1
12,141,1
135,317,1
21,146,1
15,97,1
14,84,1
21,147,1
91,783,1
36,292,1
6,30,1
7,31,1
72,428,1
162,1024,1
160,1152,1
14,85,1
17,102,1
40,40,1
11,55,1
18,146,1
510,1323,1
87,521,1
99,847,1
43,285,1
84,798,1
9,84,1
12,96,1
30,253,1
20,138,1
39,165,1
159,4623,1
98,569,1
24,324,1
228,1390,1
85,626,1
28,238,1
11,73,1
348,3363,1
455,821,1
8,39,1
38,226,1
239,797,1
239,1912,1
53,382,1
347,1351,1
179,1444,1
96,1101,1
535,2887,1
121,845,1
11,43,1
39,244,1
303,2028,1
8,41,1
48,267,1
107,667,1
18,157,1
38,253,1
169,929,1
38,209,1
91,644,1
46,345,1
69,543,1
253,2924,1
19,130,1
39,249,1
326,1400,1
12,90,1
31,155,1
65,377,1
6,49,1
268,1581,1
184,4241,1
16,119,1
46,301,1
38,254,1
22,85,1
102,738,1
7,56,1
181,961,1
94,940,1
37,299,1
18,138,1
31,202,1
26,189,1
171,884,1
168,1222,1
69,364,1
8,56,1
24,119,1
22,100,1
376,2960,1
3,7,1
61,422,1
12,96,1
135,499,1
4,28,1
116,549,1
317,1535,1
13,84,1
20,157,1
4,8,1
24,323,1
511,3238,1
13,76,1
169,1058,1
294,7010,1
201,1804,1
50,296,1
13,95,1
46,268,1
50,382,1
9,70,1
102,758,1
22,161,1
15,66,1
29,248,1
96,368,1
27,231,1
72,1356,1
6,39,1
82,734,1
236,1349,1
97,462,1
40,272,1
216,1981,1
184,1791,1
5,36,1
63,292,1
17,111,1
41,200,1
83,634,1
150,713,1
13,103,1
337,3225,1
19,152,1
2,7,1
18,161,1
12,105,1
112,704,1
43,176,1
14,109,1
53,162,1
7,35,1
107,628,1
19,97,1
22,135,1
22,196,1
31,157,1
21,155,1
262,1811,1
71,742,1
35,208,1
25,205,1
78,629,1
50,366,1
271,1892,1
148,1025,1
27,131,1
13,77,1
38,242,1
27,165,1
180,1043,1
12,68,1
40,352,1
16,123,1
44,268,1
20,160,1
120,918,1
7,35,1
508,2731,1
186,1698,1
80,603,1
27,208,1
53,416,1
19,173,1
3,9,1
91,91,1
6,43,1
249,2097,1
41,332,1
62,328,1
180,1143,1
10,45,1
185,1681,1
75,617,1
280,2157,1
130,1069,1
119,1060,1
130,1178,1
16,107,1
14,88,1
45,387,1
214,1346,1
75,682,1
271,1872,1
14,113,1
35,206,1
407,3435,1
65,164,1
13,76,1
48,283,1
5,35,1
30,183,1
104,724,1
128,1132,1
17,170,1
33,277,1
4,36,1
102,930,1
178,4141,1
75,471,1
29,169,1
49,288,1
115,915,1
120,2800,1
36,242,1
30,184,1
24,161,1
15,75,1
13,72,1
36,217,1
7,13,1
102,984,1
261,1615,1
19,110,1
49,481,1
184,1539,1
20,160,1
8,56,1
13,80,1
151,1425,1
14,52,1
123,994,1
28,99,1
3,21,1
3,16,1
11,59,1
12,68,1
5,25,1
90,711,1
11,67,1
11,77,1
75,645,1
25,223,1
187,4390,1
214,1382,1
105,903,1
17,106,1
32,204,1
59,457,1
22,22,1
18,120,1
27,174,1
12,68,1
71,515,1
11,73,1
39,233,1
45,323,1
6,37,1
28,133,1
4,23,1
77,565,1
47,383,1
84,1758,1
32,202,1
117,694,1
102,697,1
198,498,1
45,498,1
20,119,1
535,2448,1
10,58,1
11,106,1
109,519,1
284,1165,1
34,213,1
11,70,1
271,1510,1
9,56,1
17,99,1
147,1230,1
25,25,1
80,639,1
20,116,1
49,440,1
28,194,1
184,770,1
12,53,1
26,208,1
45,223,1
7,44,1
152,1410,1
19,129,1
157,763,1
71,408,1
159,866,1
69,690,1
20,120,1
64,393,1
76,549,1
150,813,1
82,679,1
55,416,1
4,14,1
11,76,1
51,340,1
65,592,1
140,868,1
22,176,1
23,115,1
102,935,1
22,207,1
14,57,1
166,1080,1
186,4035,1
172,1164,1
31,196,1
17,113,1
12,89,1
95,490,1
28,189,1
13,104,1
34,659,1
202,1114,1
7,49,1
273,2681,1
33,195,1
61,401,1
70,514,1
15,114,1
74,500,1
39,300,1
79,639,1
107,490,1
20,74,1
26,143,1
45,244,1
245,2342,1
40,40,1
21,167,1
34,268,1
17,97,1
19,30,1
14,74,1
49,328,1
28,131,1
19,148,1
187,1118,1
89,448,1
82,606,1
534,2482,1
16,71,1
26,212,1
9,72,1
54,302,1
14,111,1
20,99,1
3,11,1
13,76,1
80,776,1
100,573,1
223,1036,1
30,253,1
271,2044,1
5,42,1
104,213,1
26,168,1
19,129,1
272,1704,1
19,123,1
4,15,1
133,1247,1
18,140,1
178,3987,1
49,391,1
44,140,1
56,422,1
32,159,1
38,225,1
99,903,1
127,838,1
6,38,1
19,149,1
68,472,1
6,27,1
16,160,1
39,176,1
20,178,1
99,702,1
42,311,1
78,606,1
186,1303,1
6,27,1
25,129,1
165,1282,1
20,159,1
7,37,1
13,104,1
185,1796,1
12,108,1
65,460,1
7,38,1
77,697,1
99,654,1
183,8289,1
25,211,1
155,995,1
21,143,1
35,289,1
8,19,1
85,370,1
62,459,1
27,67,1
24,364,1
130,911,1
33,201,1
15,94,1
29,181,1
172,1050,1
12,86,1
7,49,1
27,148,1
33,292,1
12,86,1
273,1764,1
40,211,1
16,79,1
176,4094,1
72,674,1
413,3018,1
80,590,1
18,146,1
11,64,1
20,82,1
3,8,1
39,309,1
23,205,1
98,417,1
227,5593,1
33,243,1
21,166,1
31,216,1
37,332,1
106,531,1
457,2590,1
24,289,1
3,15,1
18,129,1
38,293,1
35,291,1
100,493,1
7,46,1
86,500,1
61,412,1
8,44,1
331,2125,1
28,115,1
13,91,1
57,380,1
34,216,1
7,42,1
291,6963,1
17,92,1
114,760,1
330,2545,1
39,208,1
39,233,1
430,3318,1
184,1322,1
76,457,1
30,244,1
86,548,1
271,1775,1
9,72,1
83,575,1
27,184,1
494,11482,1
14,97,1
6,42,1
417,4349,1
105,821,1
9,43,1
9,72,1
17,38,1
39,161,1
166,905,1
58,305,1
32,127,1
13,81,1
27,110,1
21,125,1
49,349,1
37,168,1
271,1774,1
13,72,1
11,74,1
17,88,1
4,16,1
95,618,1
132,973,1
535,2262,1
4,25,1
98,628,1
64,408,1
19,89,1
11,60,1
110,344,1
85,621,1
272,1497,1
28,217,1
17,77,1
11,63,1
39,304,1
219,1224,1
7,56,1
12,96,1
4,11,1
10,73,1
24,300,1
8,80,1
115,872,1
22,162,1
126,1029,1
72,697,1
72,467,1
25,116,1
42,352,1
18,117,1
117,653,1
59,317,1
20,157,1
32,249,1
4,12,1
31,240,1
9,53,1
221,1323,1
9,71,1
69,485,1
18,143,1
83,410,1
7,35,1
4,12,1
14,112,1
38,176,1
82,649,1
141,747,1
3,9,1
13,44,1
19,89,1
23,123,1
48,453,1
7,29,1
8,80,1
168,1337,1
98,313,1
284,2040,1
441,3582,1
13,76,1
18,106,1
27,225,1
40,262,1
52,349,1
54,322,1
30,197,1
108,772,1
103,765,1
12,64,1
21,125,1
353,8370,1
344,2694,1
39,291,1
169,1129,1
18,100,1
332,2626,1
70,70,1
44,334,1
12,93,1
49,298,1
6,42,1
10,32,1
32,225,1
9,59,1
119,964,1
13,13,1
82,149,1
32,128,1
32,205,1
28,153,1
43,262,1
11,70,1
14,35,1
94,527,1
35,35,1
20,140,1
367,2962,1
11,77,1
154,884,1
40,40,1
12,81,1
33,186,1
94,444,1
32,261,1
25,159,1
17,84,1
9,62,1
72,765,1
67,622,1
25,250,1
26,177,1
98,337,1
511,2701,1
15,59,1
34,303,1
50,291,1
65,631,1
11,77,1
117,2048,1
34,139,1
23,184,1
127,4199,1
17,88,1
45,363,1
17,141,1
18,134,1
16,119,1
9,69,1
521,1409,1
240,988,1
267,1242,1
123,123,1
27,135,1
511,3670,1
190,1126,1
7,31,1
13,89,1
152,757,1
16,144,1
46,361,1
61,339,1
21,170,1
54,311,1
19,70,1
71,491,1
3,7,1
14,85,1
13,84,1
24,143,1
54,383,1
70,552,1
67,1452,1
83,675,1
17,120,1
259,1624,1
15,64,1
510,2732,1
39,236,1
12,93,1
27,179,1
215,1389,1
19,102,1
13,89,1
66,478,1
19,101,1
6,30,1
51,303,1
83,650,1
9,49,1
12,47,1
21,159,1
13,54,1
7,59,1
535,2399,1
18,146,1
4,11,1
20,121,1
97,496,1
40,175,1
136,1526,1
46,238,1
23,181,1
160,1098,1
16,81,1
26,199,1
107,826,1
11,110,1
271,1818,1
11,61,1
36,313,1
511,2846,1
186,1315,1
69,544,1
122,840,1
20,139,1
3,8,1
187,4122,1
262,1643,1
98,649,1
154,1022,1
20,126,1
82,654,1
17,17,2
59,84,2
278,479,2
129,146,2
100,101,2
342,5522,2
196,196,2
550,619,2
13,13,2
16,17,2
184,184,2
16,16,2
47,47,2
113,160,2
6,12,2
98,98,2
20,34,2
288,288,2
187,187,2
28,28,2
32,32,2
537,587,2
132,221,2
116,129,2
536,598,2
537,567,2
22,22,2
148,148,2
8,8,2
535,984,2
10,10,2
63,64,2
27,27,2
52,55,2
25,50,2
199,199,2
544,662,2
107,107,2
138,138,2
77,77,2
75,75,2
537,596,2
45,45,2
34,34,2
52,52,2
342,5790,2
39,39,2
15,15,2
114,114,2
61,61,2
64,75,2
186,186,2
22,22,2
67,67,2
413,413,2
115,115,2
1,37,2
157,173,2
183,317,2
37,37,2
18,26,2
475,517,2
44,44,2
9,9,2
116,172,2
39,46,2
40,40,2
17,17,2
325,349,2
169,4000,2
16,89,2
148,148,2
44,44,2
277,277,2
10,10,2
415,480,2
