@relation page-blocks

@attribute Lenght numeric
@attribute Eccen numeric
@attribute Blackand numeric
@attribute Class {1,2,3,4,5}

@data
6,0.667,49,1
170,6.538,4017,1
44,4.889,268,1
11,0.786,109,1
21,2.1,126,1
9,1,61,1
40,5,290,1
9,0.818,81,1
78,8.667,606,1
337,25.923,3291,1
52,5.2,417,1
21,3,110,1
123,13.667,819,1
272,24.727,2036,1
83,8.3,554,1
84,3.5,1758,1
69,8.625,485,1
52,6.5,365,1
41,4.556,312,1
7,0.875,56,1
125,12.5,1078,1
4,0.8,9,1
180,22.5,1143,1
31,3.1,233,1
47,6.714,251,1
367,26.214,2962,1
12,1.5,86,1
90,8.182,873,1
67,8.375,400,1
10,1.667,58,1
13,1.857,89,1
165,18.333,1059,1
240,34.286,904,1
382,22.471,3680,1
511,51.1,2846,1
122,12.2,840,1
18,1.8,180,1
17,1.7,156,1
38,4.222,212,1
82,9.111,546,1
262,26.2,2163,1
508,50.8,3189,1
109,12.111,759,1
8,1,21,1
13,2.6,43,1
46,4.6,314,1
201,15.462,1887,1
133,14.778,859,1
15,2.143,60,1
19,3.167,81,1
356,22.25,3279,1
46,7.667,242,1
46,4.182,425,1
49,7,210,1
31,15.5,32,1
19,1.9,146,1
18,4.5,48,1
36,4.5,288,1
27,3.375,148,1
17,2.125,136,1
33,4.714,196,1
20,2.222,126,1
271,33.875,1704,1
83,10.375,624,1
148,21.143,845,1
9,0.9,59,1
83,8.3,602,1
20,2.5,150,1
135,16.875,725,1
62,7.75,435,1
77,7,740,1
15,1.875,109,1
36,7.2,173,1
34,4.857,218,1
6,0.857,37,1
29,2.636,240,1
41,5.857,287,1
26,4.333,106,1
46,6.571,189,1
98,10.889,569,1
24,3,176,1
9,1.286,60,1
184,20.444,1322,1
28,2.8,273,1
18,3,85,1
112,16,523,1
132,16.5,973,1
18,2.571,126,1
23,3.286,133,1
44,7.333,214,1
36,4,218,1
4,0.571,20,1
33,3.3,213,1
230,19.167,1572,1
20,2.857,103,1
10,1.111,48,1
24,3,157,1
178,7.12,3885,1
70,8.75,514,1
53,5.3,434,1
54,7.714,302,1
71,2.84,1328,1
20,2.857,116,1
18,1.8,134,1
64,7.111,276,1
7,7,7,1
30,3.75,204,1
508,56.444,3224,1
17,1.889,140,1
23,2.556,105,1
5,0.625,40,1
11,1.571,72,1
27,9,75,1
19,1.9,155,1
63,5.727,502,1
269,26.9,1335,1
39,4.333,249,1
19,2.714,117,1
100,14.286,594,1
36,4.5,272,1
81,9,654,1
16,2.286,109,1
6,1.2,10,1
211,23.444,1343,1
3,0.375,17,1
106,5.048,881,1
27,3.375,208,1
10,1.25,73,1
101,2.73,2596,1
273,34.125,1764,1
18,2.571,120,1
70,8.75,552,1
27,3,231,1
49,5.444,440,1
187,31.167,663,1
271,27.1,1510,1
82,9.111,473,1
16,2,121,1
23,2.3,142,1
275,34.375,1621,1
41,5.857,247,1
86,12.286,500,1
242,30.25,1183,1
184,23,1144,1
81,7.364,619,1
86,7.818,807,1
48,6,346,1
389,24.313,3544,1
58,7.25,419,1
5,1,18,1
62,7.75,320,1
510,56.667,3190,1
49,5.444,328,1
208,9.455,2539,1
67,4.467,610,1
79,7.182,620,1
175,14.583,1625,1
5,0.357,36,1
55,7.857,316,1
8,0.667,49,1
272,34,1172,1
166,18.444,1121,1
75,9.375,522,1
323,32.3,2183,1
72,3.273,1343,1
46,5.75,326,1
30,3.75,160,1
66,7.333,478,1
11,1.1,110,1
14,1.556,118,1
23,3.286,161,1
69,13.8,218,1
124,13.778,806,1
212,21.2,1293,1
23,3.286,123,1
399,28.5,3315,1
153,10.929,1378,1
184,30.667,830,1
14,3.5,41,1
342,26.308,2437,1
262,29.111,1657,1
8,1,61,1
259,25.9,2018,1
141,17.625,1102,1
26,3.714,143,1
19,2.714,112,1
64,3.556,812,1
245,35,1042,1
22,1.833,225,1
151,18.875,758,1
397,28.357,2979,1
100,11.111,573,1
258,28.667,1350,1
61,5.083,546,1
11,1.571,63,1
7,1,46,1
194,21.556,1043,1
14,2.8,57,1
53,4.818,428,1
43,7.167,250,1
168,24,434,1
76,9.5,529,1
46,5.75,225,1
14,2,76,1
7,1.4,31,1
32,6.4,157,1
39,4.875,291,1
38,4.75,233,1
107,21.4,487,1
427,26.688,4316,1
33,4.125,186,1
15,1.875,75,1
12,1.714,72,1
63,7,441,1
143,143,143,1
72,6,674,1
56,6.222,347,1
41,5.857,187,1
7,1,43,1
76,8.444,544,1
183,16.636,1693,1
37,3.7,353,1
21,2.625,139,1
48,6,332,1
150,18.75,753,1
271,27.1,1659,1
7,1.167,33,1
42,6,248,1
72,6,812,1
101,11.222,742,1
34,4.857,181,1
31,4.429,176,1
82,8.2,682,1
21,3.5,126,1
32,3.556,263,1
244,27.111,1758,1
18,2.25,144,1
45,5.625,290,1
54,7.714,331,1
12,1.333,96,1
251,25.1,1293,1
40,5.714,233,1
41,4.1,341,1
10,1.25,80,1
15,1.875,120,1
13,1.857,76,1
169,18.778,1104,1
186,20.667,1303,1
18,3.6,78,1
183,20.333,989,1
99,9,654,1
186,20.667,1315,1
48,4.8,365,1
11,1.833,64,1
19,2.375,146,1
27,5.4,110,1
20,2.857,137,1
183,2.473,8289,1
56,6.222,304,1
12,2,69,1
41,4.1,332,1
9,1.286,53,1
21,2.333,162,1
101,10.1,902,1
79,7.9,695,1
232,25.778,1633,1
184,16.727,1539,1
14,4.667,37,1
272,34,1236,1
87,7.909,601,1
66,6.6,515,1
15,1.875,100,1
21,10.5,27,1
116,1.333,4194,1
44,4.889,315,1
40,4.444,347,1
6,0.462,35,1
7,0.875,56,1
84,9.333,478,1
13,1.857,79,1
91,6.5,800,1
48,6.857,270,1
27,2.7,225,1
25,3.125,173,1
272,30.222,1640,1
12,1.5,89,1
12,1.333,108,1
18,3.6,90,1
535,59.444,3312,1
32,3.556,286,1
34,3.4,303,1
31,6.2,151,1
119,10.818,887,1
20,2.857,121,1
26,3.25,208,1
34,4.25,264,1
34,4.857,224,1
11,1.571,76,1
32,3.556,199,1
46,6.571,320,1
12,1.091,89,1
112,10.182,578,1
22,2.75,137,1
272,24.727,2039,1
12,1.5,96,1
66,6.6,421,1
353,44.125,825,1
14,1.75,112,1
143,20.429,527,1
13,1.625,85,1
22,2.444,167,1
43,3.583,409,1
79,8.778,639,1
27,3.375,184,1
108,12,844,1
40,5,258,1
163,23.286,948,1
50,6.25,296,1
90,7.5,773,1
81,16.2,392,1
369,41,2122,1
45,4.5,263,1
29,4.143,165,1
16,2.286,112,1
24,4,110,1
35,5,185,1
53,6.625,382,1
4,0.8,20,1
19,1.9,155,1
268,29.778,1675,1
198,22,1213,1
123,9.462,1276,1
217,15.5,1919,1
200,200,200,1
18,2,140,1
16,1.778,144,1
16,2.286,86,1
164,18.222,959,1
119,10.818,1045,1
8,0.889,53,1
76,8.444,603,1
39,4.875,298,1
10,2,37,1
102,11.333,705,1
272,30.222,1704,1
112,14,704,1
197,21.889,1240,1
138,9.2,1552,1
16,2,115,1
40,4,273,1
423,32.538,4191,1
310,34.444,2211,1
69,7.667,544,1
510,56.667,2717,1
230,25.556,1800,1
227,5.974,5593,1
30,3.333,215,1
16,2.286,112,1
76,8.444,598,1
95,15.833,532,1
51,5.667,361,1
19,2.714,122,1
10,1,53,1
45,5,243,1
14,2,74,1
88,8.8,431,1
47,4.7,367,1
6,1.2,27,1
42,5.25,273,1
59,9.833,245,1
7,0.875,56,1
84,7.636,627,1
12,1.2,47,1
17,3.4,81,1
49,6.125,391,1
7,1.4,35,1
53,5.889,282,1
298,37.25,1412,1
61,8.714,422,1
13,1.625,97,1
86,7.818,663,1
8,1.143,54,1
93,11.625,697,1
9,1,70,1
45,5,380,1
33,6.6,150,1
302,27.455,2670,1
162,20.25,1213,1
92,11.5,672,1
35,5,214,1
181,25.857,961,1
12,1.2,105,1
6,1.2,29,1
251,22.818,2052,1
26,3.25,189,1
22,2.444,138,1
430,43,3318,1
27,3.857,33,1
18,2.571,123,1
19,2.111,167,1
350,20.588,3433,1
161,17.889,1347,1
184,20.444,1091,1
34,3.778,196,1
19,3.8,74,1
45,1.607,680,1
57,5.182,451,1
54,6,414,1
184,16.727,1789,1
12,1.333,95,1
69,5.75,690,1
94,15.667,527,1
57,5.182,425,1
12,1.2,120,1
119,13.222,1033,1
534,59.333,2419,1
38,2.923,473,1
168,14,1449,1
4,1.333,11,1
177,19.667,1195,1
143,14.3,1108,1
250,27.778,1600,1
390,30,3727,1
101,9.182,909,1
3,0.6,14,1
26,4.333,120,1
53,7.571,91,1
227,17.462,2470,1
236,21.455,2084,1
12,2.4,54,1
7,0.875,56,1
80,8,348,1
197,19.7,1479,1
124,5.167,2859,1
32,4,176,1
97,8.818,678,1
24,3,186,1
29,4.833,160,1
41,4.1,283,1
43,5.375,258,1
23,2.556,172,1
130,14.444,1082,1
398,23.412,4117,1
29,2.636,197,1
37,4.111,299,1
29,2.9,242,1
13,13,13,1
130,16.25,911,1
439,27.438,5084,1
57,4.385,741,1
185,20.556,1303,1
120,15,718,1
13,2.167,61,1
5,0.625,40,1
349,26.846,3029,1
28,4.667,131,1
271,27.1,1942,1
18,2.25,134,1
249,249,249,1
69,8.625,355,1
29,3.222,179,1
12,1.5,67,1
30,3.75,189,1
36,4.5,266,1
11,1.571,71,1
172,19.111,1131,1
36,4,307,1
61,8.714,412,1
10,1.25,71,1
43,7.167,178,1
94,8.545,625,1
93,11.625,621,1
159,2.013,4623,1
20,2.857,122,1
7,0.778,49,1
280,11.667,6072,1
83,6.917,811,1
81,13.5,465,1
281,10.036,4339,1
63,7.875,350,1
163,18.111,748,1
11,1.571,74,1
10,1.25,73,1
98,8.909,693,1
41,5.857,246,1
31,3.1,188,1
87,12.429,359,1
16,2.286,86,1
33,3,252,1
369,28.385,3176,1
217,36.167,890,1
118,5.13,2129,1
15,1.875,120,1
18,3,108,1
271,27.1,1668,1
18,1.8,161,1
54,6,360,1
39,4.875,309,1
96,2.526,3051,1
408,25.5,4204,1
47,5.222,327,1
14,1.4,126,1
12,2,68,1
17,2.833,76,1
40,5,319,1
119,11.9,1060,1
4,0.5,32,1
11,1.222,93,1
5,0.455,40,1
43,4.3,304,1
30,3,213,1
9,1,74,1
185,20.556,1309,1
18,2.25,129,1
198,18,1683,1
29,3.625,205,1
104,9.455,891,1
268,29.778,1536,1
31,6.2,151,1
54,5.4,445,1
65,6.5,631,1
43,6.143,293,1
42,4.667,336,1
27,2.25,291,1
498,38.308,4453,1
20,2.5,149,1
82,7.455,734,1
50,8.333,189,1
14,2.8,60,1
6,1.2,30,1
23,4.6,115,1
46,5.75,291,1
7,1,44,1
9,0.9,62,1
32,4.571,186,1
89,14.833,422,1
32,3.556,238,1
16,2.286,71,1
15,2.143,103,1
10,1.25,80,1
97,13.857,537,1
41,3.727,286,1
16,1.6,154,1
9,1.286,56,1
228,17.538,2765,1
34,4.25,208,1
15,1.875,111,1
13,1.857,80,1
3,0.429,21,1
126,12.6,1113,1
9,1.286,56,1
37,5.286,200,1
69,8.625,190,1
14,2.333,84,1
83,10.375,603,1
23,2.875,182,1
36,3.6,242,1
75,8.333,409,1
25,2.5,170,1
171,6.107,4369,1
15,1.875,89,1
23,2.556,66,1
215,21.5,997,1
108,10.8,806,1
27,3.857,117,1
123,6.474,208,1
19,2.375,152,1
333,37,2011,1
100,10,910,1
95,13.571,618,1
184,18.4,1152,1
71,7.889,491,1
96,16,493,1
44,4.4,421,1
26,4.333,149,1
13,1.3,115,1
16,2.286,96,1
30,4.286,199,1
271,24.636,1872,1
36,4.5,153,1
141,20.143,747,1
10,2,50,1
264,29.333,1558,1
19,2.375,152,1
13,1.857,75,1
16,2,128,1
11,2.2,55,1
43,3.583,407,1
168,21,1222,1
523,65.375,1277,1
285,28.5,1703,1
194,21.556,1207,1
12,1.5,84,1
331,36.778,2056,1
8,1.143,38,1
35,5,206,1
4,1,8,1
49,4.9,368,1
45,6.429,243,1
26,3.25,208,1
100,10,724,1
127,15.875,838,1
8,1.143,41,1
55,6.111,400,1
271,33.875,1775,1
38,4.222,250,1
12,1.5,81,1
21,4.2,83,1
18,2,106,1
32,4.571,176,1
233,25.889,1441,1
96,19.2,392,1
101,9.182,987,1
47,5.222,401,1
76,9.5,549,1
9,1,32,1
66,9.429,427,1
59,8.429,283,1
38,5.429,170,1
108,12,831,1
43,5.375,280,1
36,4,300,1
193,27.571,1099,1
125,12.5,657,1
17,2.125,117,1
33,4.714,228,1
9,1.286,47,1
24,3,109,1
46,7.667,222,1
80,11.429,391,1
26,2.889,186,1
217,16.692,1934,1
13,2.167,59,1
95,15.833,447,1
92,10.222,790,1
20,2,136,1
491,19.64,11502,1
39,7.8,172,1
114,19,507,1
31,4.429,183,1
14,1.75,105,1
251,27.889,1517,1
123,11.182,695,1
412,15.846,7118,1
24,2.4,197,1
9,0.9,77,1
40,5,292,1
84,10.5,463,1
42,5.25,329,1
19,2.375,148,1
242,30.25,1111,1
38,4.222,299,1
6,0.857,42,1
107,11.889,811,1
53,5.889,287,1
88,17.6,341,1
8,0.889,55,1
20,2.857,105,1
22,2.444,162,1
13,2.167,68,1
32,4,205,1
274,34.25,1277,1
48,5.333,296,1
8,0.727,88,1
28,4.667,147,1
74,7.4,524,1
84,6,733,1
219,31.286,1224,1
34,2,90,1
263,43.833,1041,1
72,6,765,1
33,4.714,213,1
99,19.8,366,1
3,0.6,15,1
240,21.818,1674,1
29,3.222,169,1
6,0.667,32,1
198,8.25,4670,1
72,8,355,1
79,4.389,876,1
15,3.75,48,1
20,2,122,1
48,4.8,414,1
5,0.714,29,1
50,5.556,322,1
9,1.286,62,1
37,3.7,169,1
59,7.375,465,1
44,11,137,1
261,21.75,1810,1
7,1.4,30,1
509,50.9,1974,1
43,5.375,336,1
23,2.875,165,1
109,15.571,414,1
25,3.125,159,1
43,4.778,348,1
8,0.889,70,1
181,20.111,1205,1
410,10.789,10849,1
59,7.375,419,1
103,17.167,562,1
21,2.333,171,1
292,11.68,6967,1
131,13.1,1121,1
378,34.364,2846,1
69,8.625,465,1
31,3.1,240,1
280,11.667,6134,1
22,3.143,124,1
43,4.778,380,1
82,10.25,492,1
36,4,301,1
5,0.714,31,1
15,3,26,1
97,13.857,313,1
271,30.111,1651,1
275,25,1928,1
92,18.4,278,1
117,9.75,1000,1
18,1.286,153,1
26,3.25,197,1
31,2.067,216,1
122,13.556,910,1
12,1.091,99,1
150,10.714,1430,1
12,1.5,86,1
18,18,18,1
37,4.625,246,1
121,12.1,1056,1
19,9.5,21,1
83,9.222,630,1
25,2.273,223,1
9,1.286,57,1
499,49.9,3150,1
7,1,29,1
116,11.6,881,1
409,31.462,3200,1
107,11.889,826,1
34,3.778,151,1
19,3.8,76,1
107,13.375,628,1
378,14.538,5737,1
21,2.625,125,1
207,29.571,1117,1
55,6.111,346,1
63,7.875,425,1
6,1,36,1
36,3.6,294,1
176,7.333,4094,1
535,53.5,3646,1
16,1.6,160,1
34,3.778,231,1
52,6.5,366,1
135,16.875,317,1
109,13.625,745,1
43,4.778,367,1
100,10,874,1
23,4.6,105,1
33,4.714,196,1
242,24.2,1401,1
50,8.333,206,1
69,5.75,613,1
52,5.2,358,1
32,8,128,1
37,4.111,304,1
40,5,317,1
67,5.583,557,1
22,1.833,215,1
110,15.714,344,1
141,17.625,1051,1
12,1.5,96,1
12,0.857,143,1
114,3.353,1166,1
130,13,1005,1
19,2.375,107,1
166,18.444,905,1
50,50,50,1
278,30.889,1997,1
9,1.125,64,1
8,0.667,96,1
271,27.1,1632,1
96,13.714,660,1
98,8.909,649,1
146,24.333,605,1
47,4.7,466,1
226,17.385,2852,1
36,4,288,1
6,0.857,42,1
87,3.783,1342,1
79,9.875,616,1
9,1.5,43,1
253,63.25,668,1
21,2.625,128,1
17,1.889,89,1
2,0.25,9,1
36,3.6,304,1
55,6.875,289,1
80,8,575,1
20,4,95,1
81,9,597,1
14,2,85,1
131,16.375,834,1
206,25.75,1307,1
21,2.625,154,1
251,25.1,1559,1
521,74.429,1409,1
32,3.556,228,1
309,19.313,2713,1
31,4.429,185,1
11,1.1,110,1
15,2.143,93,1
37,3.7,267,1
309,12.875,7295,1
505,56.111,2847,1
83,10.375,492,1
119,11.9,964,1
8,1.333,35,1
42,6,252,1
22,2.444,191,1
35,4.375,280,1
14,2,83,1
11,1.833,47,1
23,2.875,144,1
497,41.417,4478,1
102,8.5,984,1
67,5.154,723,1
8,0.727,88,1
34,4.857,202,1
57,7.125,364,1
85,9.444,647,1
10,1.25,54,1
104,8.667,946,1
52,5.2,391,1
21,3,138,1
96,19.2,402,1
18,2.25,109,1
124,5.391,2852,1
267,9.889,4860,1
61,4.067,471,1
25,3.571,106,1
6,1,33,1
41,5.857,200,1
54,6,397,1
19,2.714,121,1
31,3.1,202,1
25,3.125,163,1
95,11.875,490,1
36,4,272,1
18,1.8,159,1
42,5.25,326,1
121,9.308,1086,1
33,4.125,224,1
24,3,161,1
32,4,230,1
18,1.8,147,1
285,23.75,2421,1
45,7.5,238,1
116,8.923,992,1
143,20.429,529,1
535,59.444,3793,1
13,0.684,136,1
53,7.571,344,1
192,27.429,518,1
270,30,1204,1
14,1.556,113,1
28,3.5,223,1
105,11.667,547,1
102,8.5,935,1
47,4.7,332,1
45,3.75,375,1
213,16.385,1821,1
410,10.789,9403,1
43,5.375,307,1
3,0.375,16,1
15,1.875,114,1
14,1.75,109,1
25,3.125,176,1
42,3.818,302,1
41,6.833,209,1
8,1.143,40,1
17,2.429,111,1
141,20.143,777,1
118,9.833,1028,1
4,0.667,14,1
96,13.714,664,1
30,3.75,236,1
69,8.625,456,1
82,9.111,691,1
29,4.143,171,1
22,2.75,85,1
304,33.778,2049,1
6,1.5,19,1
414,31.846,3514,1
21,3,105,1
70,14,146,1
20,2,169,1
20,2.857,140,1
71,8.875,513,1
41,5.125,309,1
40,5,317,1
26,3.714,169,1
79,7.9,586,1
33,3.667,187,1
20,2,182,1
35,5,230,1
26,2.889,223,1
39,5.571,233,1
9,1.125,57,1
261,21.75,1768,1
51,8.5,237,1
187,23.375,1118,1
178,7.417,3987,1
170,17,1206,1
321,35.667,1597,1
29,5.8,129,1
121,8.067,1381,1
9,1.125,69,1
155,19.375,1195,1
177,7.375,4082,1
8,1,64,1
234,23.4,1437,1
20,3.333,95,1
25,2.083,193,1
49,5.444,341,1
183,26.143,850,1
116,16.571,549,1
45,45,45,1
33,5.5,173,1
13,2.6,61,1
509,56.556,2297,1
33,4.714,203,1
3,0.5,10,1
249,24.9,1584,1
162,18,769,1
102,11.333,650,1
398,39.8,2965,1
27,3.375,168,1
12,1.5,89,1
205,29.286,822,1
299,33.222,1896,1
9,0.9,90,1
498,41.5,3818,1
16,2.286,99,1
12,1.2,104,1
5,0.714,20,1
54,6,465,1
25,3.125,118,1
18,2,159,1
86,12.286,577,1
45,6.429,256,1
60,6,364,1
11,1.571,75,1
118,4.72,2198,1
74,6.727,566,1
5,1,13,1
23,3.286,135,1
24,1.412,323,1
29,5.8,129,1
182,26,790,1
112,7,1576,1
298,21.286,2962,1
43,3.583,438,1
258,25.8,1672,1
61,7.625,427,1
113,14.125,686,1
294,11.308,7010,1
35,3.5,252,1
23,1.353,243,1
45,5,318,1
181,18.1,1567,1
84,10.5,641,1
47,2.136,779,1
7,1,39,1
23,1.353,316,1
67,6.7,435,1
21,3,125,1
83,10.375,650,1
22,2,196,1
15,1.875,94,1
119,17,726,1
357,32.455,3232,1
266,20.462,2003,1
262,26.2,1715,1
11,2.2,45,1
356,23.733,3940,1
65,9.286,363,1
96,8.727,1007,1
6,1.2,30,1
69,7.667,502,1
7,1.4,35,1
96,16,448,1
8,1.143,43,1
47,5.222,369,1
121,7.563,1182,1
245,27.222,1338,1
22,2.2,205,1
413,37.545,3662,1
30,6,142,1
8,2.667,21,1
46,6.571,322,1
43,5.375,262,1
18,2,143,1
89,89,89,1
50,5,382,1
19,1.9,153,1
7,1,42,1
133,16.625,878,1
60,5.455,561,1
268,26.8,2022,1
271,27.1,1892,1
80,8.889,625,1
24,3,120,1
164,23.429,962,1
4,0.8,15,1
99,11,736,1
8,1.6,39,1
30,2.727,244,1
40,6.667,175,1
508,56.444,2731,1
385,27.5,3022,1
135,19.286,712,1
12,1.5,89,1
19,2.111,153,1
410,34.167,3254,1
9,1.286,43,1
240,30,1220,1
11,1.571,59,1
63,9,415,1
88,88,88,1
34,3.091,240,1
39,6.5,219,1
9,1.5,47,1
4,0.5,23,1
34,3.4,277,1
11,1.1,110,1
9,0.9,71,1
20,3.333,116,1
11,1.833,63,1
62,5.636,481,1
7,1.167,737,1
47,5.875,283,1
15,2.5,64,1
130,21.667,412,1
34,3.778,294,1
118,118,118,1
15,1.667,114,1
54,7.714,332,1
44,5.5,335,1
318,31.8,1625,1
103,12.875,769,1
103,10.3,628,1
10,2.5,32,1
75,9.375,573,1
74,6.727,511,1
4,0.571,16,1
98,9.8,863,1
11,1.1,105,1
70,7.778,536,1
13,2.167,72,1
9,1,73,1
15,1.875,77,1
33,3.667,250,1
20,2.857,139,1
34,4.857,186,1
54,3.6,558,1
71,11.833,334,1
215,26.875,1283,1
26,3.25,124,1
12,1.5,81,1
15,1.5,142,1
17,1.889,143,1
262,23.818,1781,1
51,4.636,462,1
18,2,138,1
82,10.25,501,1
16,2,112,1
272,27.2,1767,1
62,10.333,317,1
11,0.647,121,1
12,1.333,102,1
11,1.571,72,1
33,3.3,257,1
46,5.111,361,1
32,3.556,194,1
231,28.875,1052,1
49,4.455,359,1
72,6,743,1
25,2.778,205,1
12,1.714,51,1
16,2,127,1
341,37.889,935,1
76,10.857,457,1
35,5.833,198,1
24,4,112,1
69,5.75,518,1
104,8,945,1
98,8.167,734,1
453,50.333,1478,1
214,30.571,1346,1
75,9.375,546,1
160,17.778,1152,1
18,2.25,141,1
71,5.917,735,1
115,11.5,872,1
12,1.5,95,1
417,29.786,3262,1
9,0.818,76,1
14,2.8,66,1
20,2.222,175,1
17,2.429,87,1
77,5.923,565,1
80,10,565,1
70,8.75,502,1
7,1,49,1
42,4.667,213,1
126,11.455,900,1
17,2.429,113,1
70,70,70,1
80,8,639,1
17,2.125,130,1
93,10.333,614,1
21,3,119,1
17,2.125,112,1
205,18.636,1616,1
31,4.429,181,1
63,9,428,1
36,3.6,284,1
4,1.333,11,1
106,17.667,531,1
42,4.2,357,1
7,1.167,33,1
32,4,202,1
262,26.2,1841,1
64,6.4,517,1
95,11.875,687,1
4,0.5,23,1
40,5,316,1
100,10,924,1
41,4.556,325,1
23,3.286,161,1
43,4.3,404,1
24,3.429,128,1
4,0.667,24,1
77,9.625,450,1
58,9.667,259,1
44,6.286,226,1
16,2.667,96,1
11,2.2,46,1
57,5.7,421,1
10,0.833,95,1
15,3,71,1
11,1.571,74,1
61,6.1,401,1
179,19.889,1200,1
125,17.857,643,1
6,1.5,12,1
272,24.727,2038,1
167,167,167,1
43,5.375,248,1
14,1.75,112,1
53,6.625,388,1
36,4,299,1
18,1.8,162,1
11,1,106,1
28,3.5,187,1
260,26,1916,1
27,3.375,216,1
238,23.8,1730,1
416,29.714,3594,1
5,0.625,38,1
13,1.857,84,1
13,2.6,52,1
99,11,847,1
71,8.875,489,1
38,4.75,227,1
17,1.889,144,1
37,4.111,321,1
12,1.5,90,1
21,1.909,134,1
18,1.8,157,1
18,2.571,117,1
242,30.25,792,1
216,18,1981,1
14,2,92,1
93,10.333,709,1
46,5.111,238,1
535,59.444,3167,1
174,21.75,1002,1
9,1.125,53,1
110,13.75,767,1
45,5.625,282,1
7,1,49,1
9,0.692,80,1
19,9.5,30,1
20,2.857,140,1
26,1.182,525,1
8,2,25,1
272,24.727,1781,1
22,2,213,1
23,2.556,118,1
24,2.667,127,1
48,6,340,1
169,18.778,942,1
98,19.6,313,1
24,1.412,342,1
7,0.7,60,1
40,4,246,1
96,16,331,1
17,1.889,141,1
186,7.75,4410,1
93,15.5,397,1
192,24,1146,1
18,2.25,144,1
9,1.125,69,1
185,20.556,1142,1
17,2.429,111,1
5,0.714,15,1
60,6.667,444,1
8,0.667,96,1
155,15.5,978,1
4,0.571,19,1
56,8,236,1
27,3,223,1
9,3,27,1
4,1,7,1
13,1.625,82,1
34,4.857,139,1
13,2.167,78,1
63,6.3,389,1
166,18.444,1080,1
26,2.889,199,1
7,0.875,49,1
26,3.25,136,1
5,1,14,1
17,2.429,93,1
75,15,367,1
30,2.727,198,1
102,12.75,758,1
300,20,2594,1
5,0.139,147,1
12,1.5,96,1
48,4.8,339,1
36,4,229,1
4,0.667,12,1
83,10.375,634,1
100,9.091,842,1
8,1.143,45,1
14,2,81,1
19,2.111,142,1
535,59.444,2323,1
11,2.75,44,1
13,1.444,101,1
340,42.5,2002,1
278,30.889,1485,1
118,23.6,293,1
75,8.333,471,1
262,23.818,1643,1
28,1.474,485,1
279,31,851,1
9,2.25,36,1
30,3.75,215,1
41,5.857,223,1
20,2.857,98,1
35,4.375,217,1
118,13.111,869,1
43,4.778,357,1
48,6.857,276,1
82,10.25,624,1
124,10.333,1293,1
41,5.125,306,1
20,2.222,131,1
11,1.1,110,1
12,1.5,96,1
64,7.111,400,1
22,2,162,1
383,31.917,2771,1
8,1.143,29,1
52,5.2,351,1
19,1.118,123,1
15,1.875,78,1
60,7.5,404,1
26,2.364,230,1
57,8.143,263,1
42,3.818,351,1
7,1,49,1
12,3,48,1
27,3.375,179,1
533,59.222,3853,1
132,16.5,909,1
155,17.222,1007,1
19,2.375,149,1
31,4.429,182,1
32,3.556,171,1
67,6.7,543,1
24,3.429,130,1
28,3.5,189,1
34,3.778,259,1
9,1.125,72,1
95,23.75,372,1
7,1.167,36,1
12,2.4,59,1
27,2.7,224,1
41,5.125,211,1
85,10.625,467,1
110,15.714,483,1
38,5.429,194,1
18,2,116,1
12,1.714,84,1
21,2.333,181,1
124,15.5,840,1
52,5.2,442,1
4,0.571,27,1
23,4.6,115,1
36,4.5,276,1
67,3.045,1354,1
98,12.25,677,1
26,2.889,192,1
56,7,422,1
46,9.2,185,1
23,2.3,178,1
41,4.1,284,1
35,3.5,289,1
12,1.714,58,1
281,11.708,6088,1
94,9.4,940,1
57,9.5,310,1
58,5.8,130,1
36,5.143,234,1
9,0.818,72,1
41,4.1,397,1
29,5.8,140,1
8,0.727,42,1
58,6.444,277,1
535,59.444,2262,1
10,2,42,1
38,2.923,484,1
18,3.6,73,1
14,2.8,35,1
64,6.4,569,1
25,1.923,93,1
51,8.5,250,1
15,2.143,105,1
176,17.6,1026,1
17,2.125,109,1
87,12.429,521,1
16,2,119,1
35,7,145,1
327,32.7,2508,1
75,9.375,533,1
8,1.333,45,1
19,1.727,188,1
26,3.714,132,1
88,11,532,1
13,1.857,77,1
19,2.111,130,1
32,3.556,206,1
13,1.182,112,1
409,29.214,3307,1
11,1.375,88,1
232,19.333,1957,1
132,14.667,698,1
47,4.7,295,1
79,8.778,621,1
12,1.333,106,1
12,1.2,115,1
187,7.792,4122,1
127,14.111,821,1
198,28.286,988,1
23,2.875,162,1
13,2.167,71,1
40,4.444,315,1
39,4.333,244,1
93,15.5,537,1
49,49,49,1
37,4.111,300,1
9,0.75,71,1
75,7.5,645,1
17,2.833,76,1
83,6.917,753,1
154,15.4,984,1
11,1.571,75,1
101,16.833,456,1
215,30.714,1495,1
14,2,95,1
26,3.25,197,1
99,11,664,1
10,1.25,79,1
56,6.222,311,1
18,2,153,1
12,1.5,78,1
22,1.222,203,1
59,6.556,457,1
21,2.333,170,1
74,9.25,582,1
271,24.636,1784,1
7,1,30,1
43,6.143,285,1
292,11.68,6670,1
4,0.5,11,1
131,13.1,1115,1
19,1.9,163,1
8,1.6,19,1
35,5,197,1
101,9.182,815,1
11,1.571,47,1
181,11.313,2198,1
34,4.857,178,1
