@relation page-blocks

@attribute Height numeric
@attribute Area numeric
@attribute Eccen numeric
@attribute Class {1,2,3,4,5}

@data
1,40,40,1
5,145,5.8,1
8,512,8,1
7,119,2.429,1
6,24,0.667,1
6,168,4.667,1
8,168,2.625,1
8,568,8.875,1
7,1050,21.429,1
6,492,13.667,1
12,996,6.917,1
12,672,4.667,1
9,153,1.889,1
12,1416,9.833,1
7,133,2.714,1
6,534,14.833,1
8,80,1.25,1
7,133,2.714,1
9,729,9,1
11,220,1.818,1
7,217,4.429,1
8,96,1.5,1
5,65,2.6,1
10,4990,49.9,1
7,987,20.143,1
6,48,1.333,1
10,290,2.9,1
6,78,2.167,1
11,2992,24.727,1
7,147,3,1
9,1746,21.556,1
7,203,4.143,1
9,1521,18.778,1
9,927,11.444,1
10,440,4.4,1
10,940,9.4,1
7,217,4.429,1
9,1116,13.778,1
8,32,0.5,1
9,900,11.111,1
8,256,4,1
6,102,2.833,1
6,108,3,1
7,315,6.429,1
8,552,8.625,1
10,1220,12.2,1
8,312,4.875,1
9,4590,56.667,1
8,432,6.75,1
9,972,12,1
11,781,6.455,1
19,532,1.474,1
7,77,1.571,1
13,5382,31.846,1
9,324,4,1
14,406,2.071,1
8,112,1.75,1
6,108,3,1
11,1276,10.545,1
10,330,3.3,1
8,720,11.25,1
7,91,1.857,1
7,77,1.571,1
8,304,4.75,1
11,121,1,1
7,861,17.571,1
5,75,3,1
5,130,5.2,1
7,147,3,1
11,935,7.727,1
8,2392,37.375,1
14,5138,26.214,1
9,153,1.889,1
7,1211,24.714,1
7,133,2.714,1
9,531,6.556,1
8,264,4.125,1
10,110,1.1,1
10,800,8,1
14,476,2.429,1
17,408,1.412,1
13,1092,6.462,1
5,80,3.2,1
8,96,1.5,1
10,130,1.3,1
10,130,1.3,1
6,168,4.667,1
7,238,4.857,1
11,88,0.727,1
8,200,3.125,1
7,56,1.143,1
9,747,9.222,1
10,5110,51.1,1
10,2840,28.4,1
12,1416,9.833,1
12,1176,8.167,1
7,371,7.571,1
11,429,3.545,1
9,216,2.667,1
9,2232,27.556,1
5,65,2.6,1
8,1616,25.25,1
9,423,5.222,1
7,126,2.571,1
12,1548,10.75,1
6,36,1,1
10,870,8.7,1
11,1771,14.636,1
7,168,3.429,1
13,494,2.923,1
10,670,6.7,1
11,814,6.727,1
19,8645,23.947,1
25,11775,18.84,1
10,180,1.8,1
9,738,9.111,1
7,140,2.857,1
12,264,1.833,1
8,432,6.75,1
4,44,2.75,1
14,2814,14.357,1
5,885,35.4,1
6,156,4.333,1
13,1352,8,1
10,1850,18.5,1
5,20,0.8,1
5,10,0.4,1
11,1298,10.727,1
5,215,8.6,1
8,472,7.375,1
8,168,2.625,1
5,25,1,1
8,904,14.125,1
9,738,9.111,1
8,608,9.5,1
8,104,1.625,1
16,6112,23.875,1
10,310,3.1,1
25,4450,7.12,1
11,242,2,1
1,89,89,1
5,55,2.2,1
9,441,5.444,1
10,1590,15.9,1
5,20,0.8,1
10,250,2.5,1
14,5208,26.571,1
7,392,8,1
7,287,5.857,1
9,819,10.111,1
7,91,1.857,1
10,210,2.1,1
16,3888,15.188,1
10,390,3.9,1
7,49,1,1
8,192,3,1
9,1161,14.333,1
7,875,17.857,1
7,28,0.571,1
7,98,2,1
5,60,2.4,1
8,600,9.375,1
9,522,6.444,1
9,126,1.556,1
1,249,249,1
8,480,7.5,1
6,1122,31.167,1
11,2431,20.091,1
17,578,2,1
8,344,5.375,1
9,972,12,1
11,2882,23.818,1
8,136,2.125,1
6,180,5,1
6,42,1.167,1
17,6613,22.882,1
9,126,1.556,1
9,1206,14.889,1
9,171,2.111,1
8,96,1.5,1
7,203,4.143,1
6,270,7.5,1
8,368,5.75,1
9,369,4.556,1
10,40,0.4,1
6,288,8,1
9,1170,14.444,1
8,2048,32,1
12,96,0.667,1
9,2988,36.889,1
7,532,10.857,1
11,2178,18,1
7,91,1.857,1
8,80,1.25,1
8,56,0.875,1
24,4272,7.417,1
9,2691,33.222,1
9,1548,19.111,1
24,1536,2.667,1
22,1584,3.273,1
11,4158,34.364,1
11,385,3.182,1
6,42,1.167,1
8,368,5.75,1
5,40,1.6,1
9,144,1.778,1
11,473,3.909,1
22,1540,3.182,1
8,328,5.125,1
7,91,1.857,1
8,328,5.125,1
13,4381,25.923,1
7,217,4.429,1
13,2067,12.231,1
9,297,3.667,1
7,427,8.714,1
7,77,1.571,1
6,96,2.667,1
10,80,0.8,1
8,496,7.75,1
7,210,4.286,1
7,196,4,1
10,1010,10.1,1
9,189,2.333,1
10,350,3.5,1
7,70,1.429,1
12,3252,22.583,1
7,504,10.286,1
8,272,4.25,1
10,360,3.6,1
6,114,3.167,1
6,240,6.667,1
8,104,1.625,1
11,539,4.455,1
39,13767,9.051,1
7,105,2.143,1
9,2250,27.778,1
8,640,10,1
11,1309,10.818,1
9,2196,27.111,1
8,128,2,1
6,600,16.667,1
11,4763,39.364,1
9,567,7,1
5,20,0.8,1
8,48,0.75,1
8,272,4.25,1
14,5586,28.5,1
7,252,5.143,1
9,54,0.667,1
8,472,7.375,1
11,1144,9.455,1
10,750,7.5,1
8,96,1.5,1
8,216,3.375,1
7,70,1.429,1
10,160,1.6,1
10,1270,12.7,1
7,168,3.429,1
5,35,1.4,1
7,98,2,1
7,665,13.571,1
7,896,18.286,1
9,2412,29.778,1
10,1550,15.5,1
10,490,4.9,1
6,78,2.167,1
22,1474,3.045,1
9,2529,31.222,1
5,65,2.6,1
9,2520,31.111,1
11,2992,24.727,1
10,1860,18.6,1
14,6090,31.071,1
5,35,1.4,1
8,864,13.5,1
11,1298,10.727,1
10,180,1.8,1
8,344,5.375,1
5,35,1.4,1
6,156,4.333,1
9,4815,59.444,1
9,81,1,1
11,1100,9.091,1
9,504,6.222,1
8,3184,49.75,1
7,98,2,1
10,2710,27.1,1
8,872,13.625,1
7,931,19,1
7,77,1.571,1
7,77,1.571,1
8,112,1.75,1
5,125,5,1
6,426,11.833,1
6,564,15.667,1
12,1008,7,1
11,4037,33.364,1
9,729,9,1
8,304,4.75,1
11,2882,23.818,1
9,189,2.333,1
9,324,4,1
7,259,5.286,1
7,371,7.571,1
8,1392,21.75,1
8,176,2.75,1
7,161,3.286,1
7,399,8.143,1
9,738,9.111,1
10,2720,27.2,1
8,232,3.625,1
10,2620,26.2,1
3,81,9,1
9,333,4.111,1
8,424,6.625,1
8,96,1.5,1
9,108,1.333,1
10,790,7.9,1
10,380,3.8,1
8,72,1.125,1
8,144,2.25,1
11,781,6.455,1
10,5060,50.6,1
7,1386,28.286,1
7,637,13,1
9,4815,59.444,1
8,600,9.375,1
13,2964,17.538,1
7,77,1.571,1
10,5100,51,1
7,77,1.571,1
10,230,2.3,1
5,40,1.6,1
9,4572,56.444,1
11,1078,8.909,1
12,108,0.75,1
5,105,4.2,1
9,4185,51.667,1
9,342,4.222,1
9,306,3.778,1
6,42,1.167,1
8,248,3.875,1
6,492,13.667,1
11,891,7.364,1
5,445,17.8,1
9,540,6.667,1
12,600,4.167,1
6,78,2.167,1
8,368,5.75,1
9,72,0.889,1
10,790,7.9,1
5,40,1.6,1
7,126,2.571,1
8,120,1.875,1
10,500,5,1
8,200,3.125,1
9,576,7.111,1
7,105,2.143,1
12,3732,25.917,1
7,126,2.571,1
7,602,12.286,1
7,560,11.429,1
9,351,4.333,1
11,946,7.818,1
8,168,2.625,1
4,40,2.5,1
8,2384,37.25,1
8,64,1,1
10,220,2.2,1
11,1111,9.182,1
7,560,11.429,1
7,161,3.286,1
9,684,8.444,1
11,572,4.727,1
9,1467,18.111,1
9,927,11.444,1
8,96,1.5,1
9,792,9.778,1
8,128,2,1
12,276,1.917,1
6,408,11.333,1
11,484,4,1
9,1629,20.111,1
9,468,5.778,1
8,136,2.125,1
9,891,11,1
11,3168,26.182,1
8,128,2,1
9,297,3.667,1
10,120,1.2,1
5,345,13.8,1
10,230,2.3,1
7,805,16.429,1
7,133,2.714,1
7,112,2.286,1
8,472,7.375,1
9,1332,16.444,1
9,747,9.222,1
12,1416,9.833,1
3,21,2.333,1
7,1491,30.429,1
6,276,7.667,1
7,42,0.857,1
7,1344,27.429,1
9,162,2,1
7,161,3.286,1
10,190,1.9,1
10,160,1.6,1
4,380,23.75,1
7,252,5.143,1
6,60,1.667,1
8,168,2.625,1
1,74,74,1
7,154,3.143,1
7,98,2,1
9,1332,16.444,1
6,258,7.167,1
9,1629,20.111,1
8,160,2.5,1
9,261,3.222,1
7,952,19.429,1
9,99,1.222,1
10,5110,51.1,1
7,77,1.571,1
9,1629,20.111,1
10,970,9.7,1
1,49,49,1
7,875,17.857,1
9,1413,17.444,1
6,1104,30.667,1
9,207,2.556,1
10,980,9.8,1
8,1016,15.875,1
11,121,1,1
6,606,16.833,1
10,980,9.8,1
10,380,3.8,1
14,3178,16.214,1
9,387,4.778,1
4,88,5.5,1
9,360,4.444,1
11,1056,8.727,1
10,230,2.3,1
5,230,9.2,1
9,963,11.889,1
9,189,2.333,1
10,1550,15.5,1
8,48,0.75,1
10,350,3.5,1
9,324,4,1
8,72,1.125,1
8,432,6.75,1
6,42,1.167,1
7,49,1,1
9,324,4,1
10,1250,12.5,1
12,96,0.667,1
7,287,5.857,1
6,192,5.333,1
11,1265,10.455,1
7,672,13.714,1
8,456,7.125,1
7,56,1.143,1
14,6062,30.929,1
4,396,24.75,1
9,2448,30.222,1
7,77,1.571,1
12,156,1.083,1
5,100,4,1
9,162,2,1
8,32,0.5,1
4,128,8,1
14,2842,14.5,1
7,287,5.857,1
7,112,2.286,1
7,266,5.429,1
6,198,5.5,1
8,80,1.25,1
9,927,11.444,1
7,63,1.286,1
11,132,1.091,1
9,261,3.222,1
5,140,5.6,1
14,2142,10.929,1
18,2844,8.778,1
8,112,1.75,1
14,5880,30,1
8,184,2.875,1
5,180,7.2,1
17,187,0.647,1
7,49,1,1
10,520,5.2,1
9,396,4.889,1
11,1012,8.364,1
7,679,13.857,1
7,84,1.714,1
9,504,6.222,1
8,112,1.75,1
10,520,5.2,1
11,143,1.182,1
9,2448,30.222,1
8,144,2.25,1
7,147,3,1
10,270,2.7,1
8,280,4.375,1
25,4950,7.92,1
8,128,2,1
8,272,4.25,1
7,294,6,1
7,98,2,1
77,18865,3.182,1
6,48,1.333,1
8,96,1.5,1
9,621,7.667,1
8,72,1.125,1
9,729,9,1
10,670,6.7,1
8,152,2.375,1
12,864,6,1
11,924,7.636,1
8,320,5,1
9,180,2.222,1
5,20,0.8,1
9,162,2,1
5,215,8.6,1
9,126,1.556,1
10,180,1.8,1
11,1474,12.182,1
13,429,2.538,1
11,88,0.727,1
7,98,2,1
10,1250,12.5,1
11,99,0.818,1
8,72,1.125,1
6,300,8.333,1
6,24,0.667,1
11,99,0.818,1
9,180,2.222,1
9,387,4.778,1
6,234,6.5,1
9,288,3.556,1
9,477,5.889,1
7,119,2.429,1
9,1521,18.778,1
9,819,10.111,1
6,102,2.833,1
7,70,1.429,1
7,77,1.571,1
8,256,4,1
13,5018,29.692,1
8,768,12,1
7,77,1.571,1
9,531,6.556,1
7,140,2.857,1
8,96,1.5,1
8,1712,26.75,1
10,730,7.3,1
6,84,2.333,1
8,1008,15.75,1
7,287,5.857,1
23,5727,10.826,1
9,738,9.111,1
11,561,4.636,1
9,891,11,1
16,1792,7,1
1,60,60,1
7,98,2,1
1,7,7,1
8,360,5.625,1
11,275,2.273,1
10,380,3.8,1
7,217,4.429,1
9,2025,25,1
10,820,8.2,1
9,828,10.222,1
10,1440,14.4,1
14,5726,29.214,1
6,138,3.833,1
8,568,8.875,1
9,1719,21.222,1
8,152,2.375,1
6,60,1.667,1
9,2322,28.667,1
10,220,2.2,1
7,91,1.857,1
8,160,2.5,1
17,4165,14.412,1
8,232,3.625,1
22,1562,3.227,1
8,112,1.75,1
7,91,1.857,1
10,980,9.8,1
7,175,3.571,1
10,1010,10.1,1
10,300,3,1
5,35,1.4,1
7,1001,20.429,1
10,340,3.4,1
7,56,1.143,1
1,89,89,1
9,738,9.111,1
12,2760,19.167,1
5,90,3.6,1
8,88,1.375,1
5,15,0.6,1
11,737,6.091,1
7,56,1.143,1
6,42,1.167,1
10,2710,27.1,1
8,824,12.875,1
7,98,2,1
7,434,8.857,1
14,1274,6.5,1
14,3542,18.071,1
8,136,2.125,1
5,480,19.2,1
9,225,2.778,1
8,232,3.625,1
9,180,2.222,1
8,1544,24.125,1
10,980,9.8,1
9,4806,59.333,1
8,360,5.625,1
8,872,13.625,1
9,621,7.667,1
10,200,2,1
12,540,3.75,1
9,378,4.667,1
12,804,5.583,1
5,70,2.8,1
13,5200,30.769,1
8,128,2,1
10,2190,21.9,1
10,170,1.7,1
8,512,8,1
8,640,10,1
9,1575,19.444,1
7,224,4.571,1
7,168,3.429,1
8,104,1.625,1
8,1648,25.75,1
8,760,11.875,1
8,128,2,1
10,1150,11.5,1
10,660,6.6,1
14,5628,28.714,1
10,800,8,1
10,1190,11.9,1
6,72,2,1
8,1440,22.5,1
6,1032,28.667,1
8,64,1,1
10,280,2.8,1
7,455,9.286,1
7,3633,74.143,1
1,47,47,1
10,160,1.6,1
6,576,16,1
5,25,1,1
8,280,4.375,1
8,48,0.75,1
12,1536,10.667,1
11,275,2.273,1
10,2620,26.2,1
10,120,1.2,1
8,152,2.375,1
8,336,5.25,1
6,582,16.167,1
8,648,10.125,1
11,1001,8.273,1
6,24,0.667,1
9,405,5,1
6,114,3.167,1
11,616,5.091,1
10,310,3.1,1
8,96,1.5,1
8,120,1.875,1
25,12375,19.8,1
8,88,1.375,1
11,2981,24.636,1
8,544,8.5,1
7,315,6.429,1
9,774,9.556,1
8,1680,26.25,1
10,100,1,1
11,55,0.455,1
28,896,1.143,1
1,27,27,1
9,1359,16.778,1
6,78,2.167,1
24,5016,8.708,1
8,144,2.25,1
7,672,13.714,1
9,567,7,1
8,4200,65.625,1
10,530,5.3,1
9,180,2.222,1
7,140,2.857,1
11,286,2.364,1
7,35,0.714,1
9,918,11.333,1
5,440,17.6,1
10,340,3.4,1
7,231,4.714,1
8,320,5,1
8,288,4.5,1
8,344,5.375,1
11,1034,8.545,1
6,66,1.833,1
7,98,2,1
4,56,3.5,1
10,860,8.6,1
10,1770,17.7,1
9,747,9.222,1
7,1267,25.857,1
9,2502,30.889,1
8,120,1.875,1
9,369,4.556,1
6,192,5.333,1
8,136,2.125,1
6,810,22.5,1
8,376,5.875,1
4,1012,63.25,1
12,5964,41.417,1
8,288,4.5,1
10,1190,11.9,1
9,4815,59.444,1
8,112,1.75,1
9,684,8.444,1
10,260,2.6,1
2,62,15.5,1
9,306,3.778,1
11,88,0.727,1
8,280,4.375,1
9,1629,20.111,1
5,85,3.4,1
12,792,5.5,1
10,160,1.6,1
12,168,1.167,1
9,189,2.333,1
10,630,6.3,1
7,294,6,1
11,99,0.818,1
7,119,2.429,1
12,1176,8.167,1
13,494,2.923,1
11,77,0.636,1
10,460,4.6,1
9,324,4,1
8,384,6,1
13,1690,10,1
5,200,8,1
7,140,2.857,1
10,80,0.8,1
82,25748,3.829,1
9,468,5.778,1
7,203,4.143,1
7,56,1.143,1
7,56,1.143,1
25,4675,7.48,1
12,2592,18,1
10,600,6,1
10,1000,10,1
12,4968,34.5,1
7,1596,32.571,1
6,66,1.833,1
11,286,2.364,1
9,378,4.667,1
9,1431,17.667,1
7,1498,30.571,1
7,98,2,1
7,1141,23.286,1
8,216,3.375,1
8,368,5.75,1
7,1064,21.714,1
6,576,16,1
7,91,1.857,1
8,240,3.75,1
8,4280,66.875,1
8,824,12.875,1
8,632,9.875,1
10,440,4.4,1
1,7,7,1
7,175,3.571,1
12,1404,9.75,1
12,96,0.667,1
7,231,4.714,1
10,1220,12.2,1
12,3840,26.667,1
9,972,12,1
10,440,4.4,1
6,174,4.833,1
8,112,1.75,1
8,80,1.25,1
7,98,2,1
6,42,1.167,1
8,560,8.75,1
10,1540,15.4,1
10,2560,25.6,1
13,1495,8.846,1
9,738,9.111,1
7,644,13.143,1
5,10,0.4,1
7,266,5.429,1
3,9,1,1
10,300,3,1
7,189,3.857,1
9,3168,39.111,1
6,102,2.833,1
8,184,2.875,1
10,190,1.9,1
9,207,2.556,1
16,5392,21.063,1
7,119,2.429,1
11,2992,24.727,1
10,180,1.8,1
7,133,2.714,1
9,4590,56.667,1
10,1160,11.6,1
1,118,118,1
8,208,3.25,1
11,99,0.818,1
7,329,6.714,1
8,2184,34.125,1
5,195,7.8,1
7,49,1,1
10,1410,14.1,1
7,896,18.286,1
9,1188,14.667,1
8,24,0.375,1
8,112,1.75,1
10,190,1.9,1
8,480,7.5,1
7,140,2.857,1
9,891,11,1
8,760,11.875,1
7,119,2.429,1
7,49,1,1
5,115,4.6,1
9,738,9.111,1
9,1458,18,1
9,108,1.333,1
12,876,6.083,1
9,2331,28.778,1
7,1589,32.429,1
8,48,0.75,1
10,980,9.8,1
7,77,1.571,1
9,153,1.889,1
13,3471,20.538,1
8,176,2.75,1
8,120,1.875,1
15,1815,8.067,1
10,1080,10.8,1
12,444,3.083,1
8,472,7.375,1
7,812,16.571,1
12,1260,8.75,1
8,184,2.875,1
8,1232,19.25,1
7,371,7.571,1
9,414,5.111,1
10,2510,25.1,1
9,657,8.111,1
10,250,2.5,1
7,287,5.857,1
10,530,5.3,1
12,1380,9.583,1
9,207,2.556,1
2,12,3,1
8,72,1.125,1
14,4564,23.286,1
8,32,0.5,1
9,828,10.222,1
9,927,11.444,1
7,91,1.857,1
11,4796,39.636,1
8,136,2.125,1
9,702,8.667,1
8,184,2.875,1
8,200,3.125,1
8,1744,27.25,1
13,1768,10.462,1
7,1337,27.286,1
9,3141,38.778,1
23,2714,5.13,1
9,1107,13.667,1
10,70,0.7,1
12,96,0.667,1
9,756,9.333,1
7,140,2.857,1
9,288,3.556,1
17,5950,20.588,1
7,140,2.857,1
8,208,3.25,1
7,378,7.714,1
12,336,2.333,1
18,432,1.333,1
7,168,3.429,1
9,873,10.778,1
8,104,1.625,1
10,670,6.7,1
16,6480,25.313,1
7,154,3.143,1
8,784,12.25,1
17,4522,15.647,1
34,3876,3.353,1
9,2547,31.444,1
8,320,5,1
10,1010,10.1,1
9,396,4.889,1
13,6474,38.308,1
10,350,3.5,1
11,2992,24.727,1
6,78,2.167,1
7,119,2.429,1
7,56,1.143,1
11,715,5.909,1
9,639,7.889,1
9,324,4,1
8,112,1.75,1
9,171,2.111,1
7,77,1.571,1
7,525,10.714,1
8,1520,23.75,1
7,140,2.857,1
7,14,0.286,1
10,1550,15.5,1
8,240,3.75,1
4,176,11,1
12,3408,23.667,1
7,147,3,1
8,96,1.5,1
9,414,5.111,1
10,1970,19.7,1
8,96,1.5,1
11,88,0.727,1
4,456,28.5,1
6,78,2.167,1
10,280,2.8,1
9,4815,59.444,1
11,506,4.182,1
8,1720,26.875,1
7,77,1.571,1
9,333,4.111,1
9,324,4,1
7,434,8.857,1
7,301,6.143,1
13,5291,31.308,1
11,814,6.727,1
9,1350,16.667,1
7,91,1.857,1
9,2979,36.778,1
3,48,5.333,1
7,126,2.571,1
7,112,2.286,1
24,6768,11.75,1
5,145,5.8,1
8,216,3.375,1
8,4184,65.375,1
7,161,3.286,1
7,91,1.857,1
1,18,18,1
9,207,2.556,1
9,4815,59.444,1
8,72,1.125,1
8,616,9.625,1
7,1246,25.429,1
9,630,7.778,1
7,84,1.714,1
8,72,1.125,1
7,14,0.286,1
2,38,9.5,1
5,195,7.8,1
9,81,1,1
16,1936,7.563,1
9,441,5.444,1
7,154,3.143,1
10,2720,27.2,1
12,3288,22.833,1
9,4806,59.333,1
10,530,5.3,1
9,162,2,1
8,1488,23.25,1
9,783,9.667,1
11,1100,9.091,1
41,2747,1.634,1
11,2024,16.727,1
8,208,3.25,1
7,343,7,1
9,2484,30.667,1
7,147,3,1
7,140,2.857,1
9,1755,21.667,1
8,296,4.625,1
7,77,1.571,1
10,2520,25.2,1
7,56,1.143,1
9,198,2.444,1
9,2565,31.667,1
11,550,4.545,1
9,918,11.333,1
14,5824,29.714,1
8,48,0.75,1
8,1064,16.625,1
11,242,2,1
7,49,1,1
10,110,1.1,1
8,168,2.625,1
19,855,2.368,1
13,6331,37.462,1
7,343,7,1
4,384,24,1
9,504,6.222,1
3,9,1,1
11,2255,18.636,1
10,5110,51.1,1
9,306,3.778,1
8,424,6.625,1
8,552,8.625,1
16,6384,24.938,1
7,91,1.857,1
24,4248,7.375,1
9,108,1.333,1
24,2976,5.167,1
6,240,6.667,1
10,2800,28,1
10,90,0.9,1
6,12,0.333,1
7,1701,34.714,1
8,336,5.25,1
9,423,5.222,1
10,2620,26.2,1
7,1330,27.143,1
4,32,2,1
9,387,4.778,1
8,552,8.625,1
11,594,4.909,1
11,1122,9.273,1
10,410,4.1,1
10,160,1.6,1
1,9,9,1
10,880,8.8,1
10,220,2.2,1
8,192,3,1
1,35,35,1
3,27,3,1
17,6494,22.471,1
10,2380,23.8,1
8,184,2.875,1
6,408,11.333,1
8,2752,43,1
8,112,1.75,1
8,2240,35,1
7,28,0.571,1
5,30,1.2,1
6,570,15.833,1
5,265,10.6,1
11,924,7.636,1
5,475,19,1
9,576,7.111,1
10,510,5.1,1
7,119,2.429,1
5,280,11.2,1
8,128,2,1
12,516,3.583,1
7,63,1.286,1
10,310,3.1,1
7,105,2.143,1
7,133,2.714,1
13,1001,5.923,1
17,374,1.294,1
10,2610,26.1,1
5,175,7,1
8,240,3.75,1
7,98,2,1
10,310,3.1,1
10,180,1.8,1
5,50,2,1
8,344,5.375,1
10,2690,26.9,1
16,7024,27.438,1
7,196,4,1
9,144,1.778,1
16,6672,26.063,1
14,1974,10.071,1
8,328,5.125,1
8,96,1.5,1
9,423,5.222,1
8,280,4.375,1
9,3087,38.111,1
9,1647,20.333,1
9,180,2.222,1
13,390,2.308,1
14,4396,22.429,1
9,81,1,1
11,132,1.091,1
7,224,4.571,1
7,336,6.857,1
7,441,9,1
9,576,7.111,1
25,4225,6.76,1
5,65,2.6,1
10,510,5.1,1
11,330,2.727,1
10,530,5.3,1
7,182,3.714,1
8,272,4.25,1
6,48,1.333,1
23,4554,8.609,1
8,656,10.25,1
11,1507,12.455,1
6,582,16.167,1
7,56,1.143,1
10,150,1.5,1
8,504,7.875,1
8,520,8.125,1
15,4500,20,1
10,860,8.6,1
13,325,1.923,1
5,60,2.4,1
6,30,0.833,1
3,312,34.667,1
10,540,5.4,1
24,8016,13.917,1
11,2981,24.636,1
4,16,1,1
12,5964,41.417,1
9,738,9.111,1
8,128,2,1
8,224,3.5,1
8,168,2.625,1
11,319,2.636,1
6,78,2.167,1
11,627,5.182,1
9,882,10.889,1
8,40,0.625,1
8,320,5,1
8,408,6.375,1
9,756,9.333,1
6,78,2.167,1
8,384,6,1
7,42,0.857,1
9,2448,30.222,1
8,136,2.125,1
7,63,1.286,1
7,203,4.143,1
6,162,4.5,1
7,140,2.857,1
8,1056,16.5,1
10,350,3.5,1
10,210,2.1,1
11,1111,9.182,1
9,108,1.333,1
7,490,10,1
6,150,4.167,1
7,595,12.143,1
8,160,2.5,1
9,180,2.222,1
8,112,1.75,1
9,1539,19,1
7,413,8.429,1
9,2934,36.222,1
7,98,2,1
10,190,1.9,1
12,516,3.583,1
8,112,1.75,1
8,1624,25.375,1
6,216,6,1
9,549,6.778,1
9,1926,23.778,1
9,918,11.333,1
9,288,3.556,1
8,128,2,1
11,946,7.818,1
9,1494,18.444,1
7,112,2.286,1
8,104,1.625,1
1,22,22,1
7,91,1.857,1
11,242,2,1
11,253,2.091,1
20,780,1.95,1
14,5698,29.071,1
12,312,2.167,1
10,590,5.9,1
9,2403,29.667,1
7,126,2.571,1
10,90,0.9,1
11,319,2.636,1
8,216,3.375,1
6,576,16,1
8,624,9.75,1
9,1242,15.333,1
10,390,3.9,1
7,119,2.429,1
5,20,0.8,1
7,126,2.571,1
10,2480,24.8,1
36,180,0.139,1
11,363,3,1
12,1080,7.5,1
8,256,4,1
9,729,9,1
87,10092,1.333,1
2,208,52,1
8,96,1.5,1
8,264,4.125,1
8,128,2,1
6,1956,54.333,1
9,4581,56.556,1
9,2448,30.222,1
7,189,3.857,1
9,171,2.111,1
8,176,2.75,1
14,1372,7,1
10,280,2.8,1
6,78,2.167,1
9,2439,30.111,1
10,190,1.9,1
10,370,3.7,1
11,2508,20.727,1
9,738,9.111,1
9,180,2.222,1
9,4572,56.444,1
13,4901,29,1
7,105,2.143,1
7,119,2.429,1
5,155,6.2,1
16,384,1.5,1
5,70,2.8,1
7,126,2.571,1
10,180,1.8,1
10,300,3,1
7,490,10,1
9,720,8.889,1
10,340,3.4,1
22,1562,3.227,1
9,1395,17.222,1
38,3648,2.526,1
7,77,1.571,1
15,2040,9.067,1
10,270,2.7,1
17,3451,11.941,1
5,50,2,1
7,266,5.429,1
9,2241,27.667,1
14,1428,7.286,1
8,96,1.5,1
11,946,7.818,1
7,1379,28.143,1
7,336,6.857,1
6,192,5.333,1
8,224,3.5,1
7,238,4.857,1
26,4784,7.077,1
8,1936,30.25,1
9,729,9,1
8,168,2.625,1
8,2176,34,1
7,56,1.143,1
9,81,1,1
10,410,4.1,1
7,679,13.857,1
9,324,4,1
13,4537,26.846,1
11,88,0.727,1
9,738,9.111,1
8,64,1,1
10,400,4,1
9,108,1.333,1
9,1467,18.111,1
5,35,1.4,1
10,190,1.9,1
12,2100,14.583,1
5,150,6,1
7,63,1.286,1
9,2754,34,1
18,3330,10.278,1
14,4200,21.429,1
8,120,1.875,1
11,286,2.364,1
7,609,12.429,1
8,144,2.25,1
8,400,6.25,1
5,80,3.2,1
8,64,1,1
8,160,2.5,1
7,336,6.857,1
11,297,2.455,1
8,56,0.875,1
8,2744,42.875,1
37,3737,2.73,1
9,882,10.889,1
8,56,0.875,1
10,860,8.6,1
9,576,7.111,1
9,180,2.222,1
8,96,1.5,1
9,99,1.222,1
9,81,1,1
16,4944,19.313,1
10,2510,25.1,1
8,1184,18.5,1
8,8,0.125,1
10,610,6.1,1
8,56,0.875,1
10,1210,12.1,1
7,847,17.286,1
9,108,1.333,1
10,510,5.1,1
8,200,3.125,1
9,378,4.667,1
7,77,1.571,1
6,36,1,1
10,2400,24,1
7,119,2.429,1
7,175,3.571,1
5,135,5.4,1
7,28,0.571,1
8,504,7.875,1
10,330,3.3,1
10,380,3.8,1
8,128,2,1
9,3069,37.889,1
7,91,1.857,1
7,1197,24.429,1
7,77,1.571,1
17,1632,5.647,1
9,117,1.444,1
9,711,8.778,1
9,837,10.333,1
10,180,1.8,1
7,1680,34.286,1
5,85,3.4,1
9,423,5.222,1
7,168,3.429,1
5,35,1.4,1
9,405,5,1
24,2304,4,1
8,128,2,1
8,352,5.5,1
9,774,9.556,1
7,224,4.571,1
7,147,3,1
8,96,1.5,1
24,8088,14.042,1
7,364,7.429,1
8,1864,29.125,1
7,175,3.571,1
13,5499,32.538,1
15,465,2.067,1
10,170,1.7,1
6,42,1.167,1
11,2596,21.455,1
16,2896,11.313,1
10,280,2.8,1
7,280,5.714,1
38,12996,9,1
8,168,2.625,1
8,656,10.25,1
9,828,10.222,1
8,320,5,1
9,405,5,1
6,30,0.833,1
6,24,0.667,1
13,117,0.692,1
8,224,3.5,1
8,200,3.125,1
8,152,2.375,1
9,4815,59.444,1
8,280,4.375,1
9,333,4.111,1
10,380,3.8,1
10,200,2,1
9,369,4.556,1
5,155,6.2,1
7,1176,24,1
6,42,1.167,1
11,352,2.909,1
5,160,6.4,1
9,270,3.333,1
14,6160,31.429,1
8,1536,24,1
10,100,1,1
67,19832,4.418,1
5,170,6.8,1
7,56,1.143,1
8,1208,18.875,1
8,456,7.125,1
8,424,6.625,1
7,434,8.857,1
8,4280,66.875,1
10,1810,18.1,1
14,1624,8.286,1
7,497,10.143,1
8,1440,22.5,1
