@relation page-blocks

@attribute Eccen numeric
@attribute P_black numeric
@attribute Blackand numeric
@attribute Class {1,2,3,4,5}

@data
2.375,0.428,146,1
1.4,0.4,33,1
14.3,0.355,1108,1
5.444,0.594,440,1
2.75,0.375,160,1
1.143,0.321,44,1
4.125,0.371,179,1
2.625,0.232,108,1
4.429,0.318,182,1
2.167,0.359,61,1
8.909,0.276,649,1
15.188,0.394,2756,1
3,0.491,95,1
8.12,0.837,4713,1
1.5,0.417,93,1
10.789,0.279,10849,1
1,0.16,70,1
11.833,0.329,408,1
20.143,0.163,777,1
1.167,0.357,23,1
7.563,0.396,1182,1
2.222,0.261,100,1
30.222,0.137,1303,1
6.4,0.189,256,1
89,0.169,89,1
1.75,0.42,95,1
1.667,0.244,112,1
1.333,0.75,9,1
28.778,0.22,1745,1
3.25,0.24,117,1
6.3,0.251,566,1
9,0.549,311,1
2,0.414,142,1
0.8,0.5,183,1
1.5,0.396,95,1
1.833,0.303,47,1
2.625,0.411,132,1
20.286,0.365,2147,1
3.778,0.288,196,1
2.111,0.222,115,1
1.75,0.446,112,1
3.5,0.331,240,1
19.625,0.446,1240,1
16.667,0.385,497,1
4.429,0.281,148,1
9,0.288,437,1
4,0.278,246,1
1.625,0.356,98,1
4.8,0.375,114,1
8.5,0.257,984,1
0.875,0.411,49,1
16.727,0.484,1789,1
4.5,0.282,323,1
2.429,0.395,93,1
1.7,0.382,170,1
12,0.449,844,1
5.217,0.942,2760,1
31.167,0.188,663,1
4.556,0.444,360,1
12.5,0.245,690,1
4.889,0.412,315,1
10.375,0.404,492,1
8.75,0.332,502,1
14.4,0.256,900,1
7,0.3,247,1
1.571,0.364,70,1
34,0.359,1846,1
6,0.365,473,1
1.875,0.458,109,1
27.5,0.369,3022,1
16.13,0.941,8533,1
1.917,0.417,172,1
23.412,0.32,4117,1
41.667,0.264,3568,1
18.9,0.263,973,1
1.5,0.458,83,1
10.625,0.238,467,1
31.6,0.366,2126,1
7,0.298,446,1
1.333,0.444,108,1
3.889,0.263,210,1
2.143,0.4,97,1
1.889,0.451,144,1
2.875,0.375,162,1
2.875,0.239,102,1
30.167,0.298,743,1
1.2,0.367,23,1
16.167,0.266,419,1
10.889,0.285,569,1
8.6,0.145,548,1
8.286,0.202,305,1
9.5,0.453,310,1
11.222,0.211,742,1
1.75,0.402,112,1
9.75,0.22,945,1
8.75,0.464,553,1
2.5,0.278,67,1
3.125,0.415,200,1
4.667,0.325,311,1
1.889,0.601,136,1
10.333,0.278,709,1
25.25,0.313,1114,1
8.714,0.319,422,1
9.5,0.232,310,1
1.25,0.4,80,1
177,0.203,177,1
2.5,0.267,75,1
2.167,0.128,45,1
16.889,0.379,1047,1
1.5,0.352,47,1
5.727,0.332,502,1
4.571,0.268,186,1
2.3,0.287,142,1
19.364,0.264,1635,1
1.571,0.416,75,1
0.5,0.375,32,1
4.1,0.302,283,1
0.667,0.667,24,1
1.4,0.4,23,1
2.714,0.227,449,1
1.2,0.433,30,1
2.846,0.306,449,1
7.111,0.307,485,1
12.8,0.355,961,1
1,0.347,48,1
7.818,0.413,807,1
2.222,0.367,162,1
1.625,0.423,103,1
4.6,0.452,105,1
1.857,0.67,81,1
16,0.262,485,1
3.222,0.307,169,1
9.889,0.3,448,1
4.444,0.506,347,1
1.857,0.33,76,1
2.889,0.342,192,1
11.5,0.359,672,1
2.75,0.477,176,1
3.143,0.398,472,1
3,0.3,219,1
3.5,0.411,223,1
8.75,0.37,903,1
12.625,0.222,674,1
0.571,0.536,28,1
2.333,0.321,74,1
11.222,0.196,701,1
1.2,0.333,115,1
1,0.592,47,1
6.917,0.905,3905,1
3.5,0.311,252,1
9,1,9,1
1.143,0.464,43,1
18.8,0.277,444,1
4.667,0.292,147,1
18.8,0.234,397,1
5.8,0.538,129,1
17.6,0.181,972,1
141.33,0.537,709,1
12.6,0.368,292,1
10.727,0.459,963,1
2,0.316,76,1
47,0.34,47,1
24.846,0.256,2340,1
1.143,0.393,42,1
3.714,0.445,178,1
17.286,0.305,572,1
2,0.327,124,1
32.7,0.379,2508,1
8,0.227,236,1
6.385,0.373,678,1
0.667,0.792,96,1
1.3,0.315,119,1
8.625,0.312,465,1
12,0.364,772,1
8.364,0.361,861,1
24.143,0.167,929,1
0.286,0.643,13,1
2.714,0.248,83,1
59.444,0.118,2323,1
3.5,0.5,13,1
3.5,0.406,174,1
1.5,0.406,86,1
18.667,0.268,1000,1
3,0.287,80,1
1.25,0.288,65,1
1.2,0.367,120,1
10,0.41,846,1
0.667,0.448,63,1
7.12,0.49,3988,1
4.167,0.273,118,1
8.818,0.297,711,1
8,0.44,187,1
3,0.36,70,1
12.5,0.356,438,1
30.667,0.323,830,1
1.625,0.471,104,1
5.923,0.258,565,1
9,0.501,781,1
11.615,0.302,1425,1
7.083,0.924,4068,1
1.286,0.238,39,1
4.909,0.258,437,1
6.286,0.169,140,1
15.857,0.254,686,1
4.778,0.509,371,1
0.875,0.429,56,1
15.571,0.283,414,1
0.727,0.602,88,1
3.333,0.46,284,1
2.071,0.14,204,1
0.25,0.563,9,1
10.7,0.273,790,1
4.25,0.357,204,1
26.143,0.265,850,1
7.286,0.356,1013,1
1.5,0.417,90,1
3.714,0.302,157,1
4.667,0.347,346,1
1.4,0.4,23,1
2.013,0.319,4623,1
23.25,0.399,1208,1
4.333,0.368,256,1
24.727,0.283,2103,1
18.071,0.372,2924,1
0.857,0.333,27,1
2.2,0.332,157,1
1.571,0.221,71,1
25.917,0.195,2914,1
3,0.318,132,1
15.667,0.287,402,1
4.333,0.423,120,1
2,0.357,92,1
4.222,0.211,192,1
4.222,0.377,250,1
2.5,0.3,26,1
1,0.417,36,1
59.333,0.102,2005,1
2.143,0.371,87,1
3.75,0.342,215,1
8.5,0.333,592,1
21.429,0.263,2550,1
0.632,0.303,100,1
7.222,0.463,527,1
0.889,0.722,57,1
6.286,0.218,226,1
12,0.389,855,1
14.412,0.913,4152,1
6,0.63,765,1
13.111,0.372,869,1
13.857,0.196,313,1
9.833,0.35,1102,1
5.857,0.254,200,1
1,0.455,106,1
2.364,0.283,254,1
4.125,0.356,186,1
6.3,0.298,501,1
25,1,25,1
2.2,0.455,55,1
4.5,0.427,288,1
14.833,0.298,405,1
0.75,0.313,38,1
2,0.327,97,1
1.857,0.275,69,1
4.429,0.221,185,1
0.8,0.6,80,1
4,0.286,153,1
8.609,0.924,4548,1
19.8,0.464,11777,1
8.6,0.233,172,1
1.375,0.477,85,1
14,0.18,146,1
2.667,0.213,101,1
15.714,0.174,344,1
1.667,0.378,130,1
4.5,0.427,266,1
1.625,0.635,82,1
2.5,0.456,160,1
7.083,0.305,845,1
1.474,0.588,485,1
2.4,0.55,59,1
2,0.278,116,1
13.571,0.296,653,1
9.667,0.331,1053,1
3.6,0.356,242,1
24.333,0.325,605,1
34.5,0.313,3646,1
1,0.347,49,1
1,0.359,49,1
0.667,0.479,48,1
10.8,0.319,806,1
2.571,0.286,79,1
2.167,0.179,72,1
0.75,0.375,48,1
2.143,0.705,102,1
8.909,0.317,693,1
8.167,0.245,734,1
2.9,0.383,242,1
13.333,0.352,461,1
3,0.26,129,1
6.143,0.249,243,1
26.1,0.264,1771,1
9.833,0.253,1086,1
4.857,0.273,139,1
1.9,0.379,155,1
13.1,0.439,1107,1
9,0.322,597,1
1.9,0.6,163,1
5,0.302,572,1
10.375,0.357,650,1
3.75,0.296,207,1
4.3,0.458,404,1
16.167,0.235,409,1
25.1,0.179,1293,1
1.8,0.294,157,1
1.143,0.161,29,1
8.286,0.27,1054,1
1.6,0.675,39,1
4.111,0.228,195,1
3.1,0.339,221,1
11.76,0.471,6663,1
2.167,0.436,59,1
21.556,0.169,1043,1
2.75,0.392,137,1
3.667,0.33,251,1
2.84,0.234,1328,1
23.727,0.251,1898,1
5.25,0.271,273,1
57.778,0.081,1441,1
3.5,0.349,126,1
0.727,0.716,88,1
19,0.211,520,1
0.7,0.357,53,1
21.313,0.378,3949,1
56.444,0.184,3224,1
20.727,0.282,1558,1
2.111,0.62,143,1
15.5,0.194,32,1
20.222,0.378,1292,1
20,0.131,653,1
20.111,0.369,1201,1
1.333,0.5,48,1
2.167,0.282,63,1
1.571,0.403,75,1
5.909,0.39,627,1
30.25,0.232,1183,1
1.364,0.358,124,1
1.2,0.3,30,1
2.8,0.457,70,1
2.857,0.336,99,1
7.333,0.254,182,1
17.308,0.253,2612,1
7.25,0.442,419,1
15.667,0.188,493,1
15.909,0.21,902,1
30.769,0.364,3168,1
3.182,0.382,253,1
13,0.425,1005,1
3,0.375,185,1
2.889,0.175,121,1
37.25,0.138,1412,1
2.25,0.318,291,1
5.9,0.251,450,1
2,0.347,93,1
2.571,0.302,124,1
2,0.383,100,1
18.4,0.287,278,1
11.182,0.25,695,1
9.222,0.333,554,1
8.444,0.363,598,1
4.143,0.683,753,1
19,0.255,374,1
1.143,0.214,35,1
25.375,0.149,1246,1
1,0.537,106,1
2.429,0.261,113,1
19.429,0.18,738,1
4,0.295,272,1
13.833,0.329,410,1
9.429,0.171,417,1
19.333,0.15,1156,1
13.5,0.293,775,1
5.111,0.365,351,1
0.625,0.35,24,1
9.455,0.394,943,1
8.333,0.256,409,1
3.375,0.269,165,1
12.455,0.317,982,1
2.571,0.357,109,1
11.6,0.273,925,1
2.889,0.291,186,1
6.222,0.196,311,1
1.333,0.38,108,1
7.182,0.342,731,1
3.556,0.382,228,1
11.222,0.256,625,1
8.375,0.392,388,1
1,0.728,72,1
9.625,0.232,450,1
17,0.304,1168,1
8.25,0.911,4670,1
9.25,0.456,525,1
24,0.383,1971,1
0.875,0.339,54,1
2.75,0.295,85,1
9.9,0.264,766,1
37.25,0.242,1886,1
31,0.097,851,1
2.7,0.367,201,1
1.875,0.475,120,1
4.9,0.529,460,1
0.727,0.261,88,1
5.429,0.252,167,1
6.6,0.324,515,1
6.1,0.29,401,1
2.333,0.512,84,1
2,0.234,118,1
2,0.63,153,1
4.444,0.319,331,1
5.714,0.186,211,1
1.923,0.351,221,1
4.556,0.374,325,1
30.556,0.202,1775,1
2.923,0.334,463,1
2,0.435,178,1
4,0.314,363,1
7.818,0.332,764,1
13.667,0.346,819,1
26.688,0.4,4316,1
7.333,0.447,214,1
1,0.528,33,1
4.429,0.336,181,1
3.778,0.32,271,1
12.875,0.921,7295,1
0.818,0.465,76,1
1.857,0.209,77,1
51.1,0.161,3238,1
2.923,0.33,484,1
28.667,0.173,1350,1
7,0.2,145,1
7.8,0.338,172,1
42,0.405,42,1
17.571,0.419,828,1
0.636,0.468,37,1
10.5,0.269,649,1
56.778,0.225,3670,1
5,0.927,2800,1
18.125,0.156,897,1
4,0.306,166,1
2.571,0.254,106,1
34.167,0.324,3474,1
4.111,0.444,299,1
3.167,0.333,106,1
6.25,0.36,291,1
20.714,0.207,668,1
25.6,0.363,1959,1
167,0.192,167,1
1.857,0.286,84,1
6.571,0.416,250,1
6.857,0.33,276,1
2,0.388,83,1
2.4,0.2,35,1
4.889,0.467,374,1
9.286,0.284,385,1
19.286,0.114,499,1
9.833,0.266,1039,1
10,0.212,702,1
2.5,0.413,157,1
3.556,0.302,225,1
2.273,0.276,173,1
24.875,0.115,915,1
21.286,0.207,2962,1
15.556,0.38,953,1
24,0.081,434,1
38.778,0.125,1422,1
8.625,0.159,426,1
7.727,0.257,836,1
3.286,0.348,161,1
34.125,0.215,1764,1
16,0.26,493,1
0.6,0.533,11,1
9.889,0.362,4860,1
2.444,0.318,180,1
22.333,0.152,825,1
15.429,0.362,610,1
9.5,0.388,549,1
3.571,0.354,106,1
2,0.61,169,1
8.4,0.257,176,1
4.111,0.39,270,1
10.778,0.466,849,1
36.222,0.171,1882,1
32.429,0.217,809,1
0.625,0.325,36,1
4.1,0.356,392,1
18.556,0.378,1093,1
11,0.461,807,1
2.714,0.331,97,1
6.667,0.313,239,1
5,0.306,243,1
9,0.275,6053,1
4.2,0.317,357,1
7.727,0.268,843,1
16.273,0.33,1444,1
3,0.313,98,1
1.857,0.319,77,1
39.875,0.174,1765,1
7.9,0.244,586,1
43,0.216,2307,1
2.625,0.435,154,1
10,0.371,476,1
11.667,0.452,6042,1
15.7,0.233,887,1
17.167,0.248,562,1
12.7,0.388,1014,1
14.625,0.201,653,1
6.571,0.354,320,1
2.286,0.241,71,1
2.429,0.279,405,1
2.714,0.346,133,1
5.111,0.292,280,1
2.714,0.406,133,1
4.429,0.313,154,1
2.5,0.392,202,1
9.091,0.473,970,1
0.667,0.5,18,1
1.571,0.299,50,1
0.857,0.548,40,1
0.667,0.625,19,1
6.857,0.292,270,1
1.333,0.313,42,1
9.333,0.407,664,1
1,0.391,64,1
2.429,0.412,111,1
2.9,0.307,248,1
17.6,0.364,341,1
8.067,0.428,1381,1
11.889,0.191,712,1
10.167,0.26,1290,1
1.286,0.381,60,1
1,0.43,97,1
2.5,0.206,130,1
30.429,0.199,1093,1
8.875,0.312,492,1
6.4,0.477,585,1
22.5,0.199,1043,1
2.6,0.35,213,1
5.5,0.402,618,1
6.571,0.304,310,1
29.125,0.262,1562,1
17.333,0.234,538,1
19.111,0.167,1050,1
1,0.347,46,1
4.833,0.356,119,1
18.143,0.377,2022,1
0.857,0.286,36,1
1.333,0.646,44,1
4.625,0.182,192,1
7.714,0.254,230,1
27.1,0.251,2044,1
2.714,0.331,102,1
12.286,0.294,422,1
8,0.246,945,1
20,0.374,1230,1
27.1,0.199,1942,1
18.8,0.183,375,1
18,0.383,1683,1
21,0.32,1222,1
26.2,0.288,1945,1
10.25,0.396,468,1
3.8,0.316,87,1
3,0.093,26,1
4.5,0.615,270,1
2.167,0.333,71,1
0.8,0.45,15,1
27.143,0.293,1126,1
26.3,0.204,1550,1
1.714,0.226,51,1
0.875,0.357,54,1
7.2,0.406,173,1
0.8,0.688,80,1
1.778,0.215,110,1
1.607,0.368,680,1
6,0.328,340,1
4.6,0.278,268,1
3.375,0.435,208,1
5.625,0.492,260,1
3.333,0.285,162,1
7.111,0.177,276,1
1.3,0.108,89,1
5.714,0.229,192,1
5.125,0.424,317,1
0.571,0.714,26,1
0.4,0.35,36,1
5.778,0.286,305,1
9,0.187,395,1
2.167,0.295,78,1
7.75,0.357,480,1
14,0.17,704,1
3.8,0.308,240,1
7,0.424,422,1
9,0.399,467,1
2.167,0.538,72,1
31.917,0.307,2771,1
3.667,0.424,288,1
9.7,0.423,807,1
17.867,0.413,2940,1
30,0.194,988,1
6,0.191,360,1
10.727,0.408,800,1
0.571,0.286,27,1
8.3,0.357,675,1
2.6,0.3,248,1
38.308,0.281,4453,1
2.6,0.312,150,1
9.111,0.247,690,1
16.25,0.296,164,1
3.7,0.33,332,1
4.667,0.149,63,1
4.8,0.3,267,1
4.25,0.419,213,1
2.167,0.333,66,1
8.167,0.286,204,1
23,0.237,1144,1
19.6,0.341,313,1
1.182,0.42,140,1
3.125,0.38,159,1
19.111,0.171,1131,1
7.4,0.479,4395,1
2,0.49,92,1
51.556,0.158,2297,1
200,0.13,200,1
2.833,0.245,61,1
12.222,0.311,621,1
5.3,0.34,477,1
2.714,0.286,84,1
3.9,0.344,230,1
4.571,0.232,180,1
2.167,0.359,69,1
3,0.333,116,1
4.636,0.294,462,1
1.5,0.247,108,1
4.556,0.301,327,1
1.75,0.42,85,1
7,0.297,220,1
3.125,0.31,134,1
59.111,0.154,3073,1
2.625,0.28,155,1
4.625,0.264,200,1
24.636,0.198,1872,1
16.2,0.294,1183,1
30.636,0.175,2361,1
14.8,0.414,2425,1
4.333,0.288,106,1
5.889,0.335,287,1
10.789,0.254,9403,1
2.222,0.339,139,1
19.286,0.156,712,1
14.462,0.188,1736,1
16.778,0.257,1279,1
11.444,0.399,770,1
3.125,0.365,146,1
3.25,0.37,171,1
9.571,0.258,257,1
1.857,0.791,89,1
1.667,0.533,12,1
2.143,0.181,64,1
5.125,0.335,306,1
4.467,0.293,610,1
3.091,0.324,326,1
1.5,0.583,86,1
12.1,0.268,804,1
1.857,0.407,89,1
2.375,0.401,149,1
1.143,0.25,43,1
0.75,0.417,44,1
4.556,0.298,286,1
11.778,0.309,755,1
4.182,0.283,425,1
5.222,0.31,330,1
4.1,0.276,284,1
50.333,0.08,1478,1
2.857,0.421,116,1
5.167,0.5,186,1
11.429,0.102,262,1
1.333,0.458,35,1
1.6,0.325,36,1
0.75,0.542,31,1
20.429,0.105,527,1
12,0.279,918,1
3,0.33,253,1
4,0.367,176,1
3.857,0.238,140,1
1.412,0.426,323,1
13.6,0.866,7872,1
7.5,0.433,404,1
3.75,0.433,240,1
5,0.409,319,1
6.429,0.483,310,1
2.6,0.262,50,1
1,0.28,18,1
5.714,0.229,191,1
2.636,0.32,197,1
1.333,0.604,43,1
1.125,0.458,72,1
1.273,0.442,151,1
0.727,0.727,87,1
9.2,0.431,1552,1
3.583,0.357,438,1
1.556,0.333,113,1
7.8,0.436,128,1
2.667,0.287,197,1
11.333,0.166,514,1
0.857,0.452,41,1
8,0.252,443,1
33,0.26,1035,1
4.5,0.333,48,1
9.833,0.255,991,1
11.364,0.432,1105,1
26.1,0.183,1343,1
6.6,0.376,149,1
7.75,0.361,435,1
3.75,0.354,180,1
10.267,0.423,1626,1
2.333,0.392,170,1
22.5,0.078,85,1
9.182,0.33,815,1
27.778,0.305,1600,1
21.182,0.245,1734,1
10,0.347,597,1
5.2,0.294,351,1
5.625,0.197,1109,1
29.429,0.179,3869,1
11,0.267,108,1
13.917,0.894,7740,1
4.556,0.263,274,1
9.222,0.371,543,1
7.889,0.352,573,1
1.857,0.396,91,1
16.625,0.272,878,1
29.778,0.183,1654,1
2.714,0.203,54,1
16.818,0.487,1796,1
2.375,0.454,152,1
0.556,0.244,28,1
28.8,0.191,1624,1
6.111,0.299,495,1
3.4,0.4,82,1
2.167,0.295,68,1
29.214,0.172,3307,1
2,0.477,116,1
28.357,0.342,2979,1
4.444,0.494,333,1
17,0.499,1577,1
24.222,0.148,1141,1
13.667,0.395,1097,1
5.7,0.407,421,1
3.889,0.362,260,1
3,0.406,157,1
9.111,0.408,682,1
24.286,0.259,2819,1
2,0.361,65,1
1.727,0.579,200,1
1.125,0.431,65,1
3.556,0.413,286,1
0.286,0.5,13,1
6.857,0.268,219,1
3.286,0.342,126,1
15,0.354,1282,1
3.714,0.374,154,1
56.444,0.164,3154,1
3.429,0.232,143,1
6.25,0.428,296,1
3.667,0.197,132,1
4.893,0.265,2163,1
26.429,0.175,3357,1
6.75,0.537,411,1
3.583,0.328,407,1
54.222,0.074,1508,1
7.92,0.869,4611,1
1.875,0.458,114,1
3.167,0.289,90,1
8.333,0.327,206,1
7.571,0.342,215,1
6.25,0.405,397,1
8.417,0.292,960,1
3.5,0.442,178,1
1.778,0.16,72,1
1.444,0.53,103,1
3.8,0.505,76,1
19.64,0.454,11502,1
5.444,0.272,349,1
3.125,0.28,165,1
1.125,0.319,46,1
2.429,0.328,87,1
1.857,0.286,85,1
31.462,0.312,3200,1
1.5,0.448,86,1
2.714,0.398,130,1
2.2,0.309,46,1
6.083,0.257,518,1
1,0.219,56,1
8.545,0.38,700,1
1.857,0.308,89,1
1.833,0.333,52,1
4.8,0.36,414,1
13.25,0.376,2349,1
2.286,0.259,112,1
8.7,0.344,784,1
13.143,0.143,459,1
13.75,0.23,767,1
6.714,0.271,289,1
9.111,0.428,691,1
0.7,0.357,61,1
27.667,0.346,1725,1
30.714,0.538,1495,1
4.091,0.267,363,1
32,0.438,32,1
20.25,0.204,534,1
23.5,0.17,48,1
23.8,0.353,1730,1
7,0.318,252,1
9.091,0.269,842,1
1.9,0.337,173,1
18.333,0.337,1059,1
1.75,0.286,99,1
2.857,0.379,140,1
2.286,0.286,107,1
11.071,0.303,1386,1
0.714,0.429,31,1
2.667,0.49,90,1
5.4,0.306,372,1
4.667,0.378,318,1
2,0.56,48,1
32.5,0.215,2248,1
59.444,0.157,2861,1
4.286,0.338,160,1
9.444,0.395,647,1
1.4,0.4,35,1
8.3,0.266,686,1
5.1,0.306,436,1
23.75,0.311,372,1
0.333,0.667,12,1
2.25,0.438,141,1
9.111,0.385,690,1
4,0.333,313,1
2.111,0.298,126,1
5.3,0.294,434,1
1.5,0.469,96,1
5,0.281,279,1
13.714,0.274,660,1
0.8,0.313,72,1
11.333,0.357,796,1
7.167,0.205,178,1
15.1,0.381,1186,1
4,0.387,229,1
4.111,0.517,311,1
7.636,0.251,629,1
4.222,0.371,299,1
2.1,0.324,126,1
59.556,0.091,1725,1
2.667,0.198,73,1
5.143,0.409,217,1
2.75,0.324,160,1
5.182,0.295,451,1
2.875,0.353,152,1
5.4,0.548,135,1
10,0.449,874,1
5.5,0.284,237,1
24.727,0.26,2038,1
16.4,0.272,6872,1
2.273,0.36,250,1
3.286,0.28,126,1
5.667,0.296,361,1
4.75,0.349,230,1
41.417,0.278,4478,1
10.25,0.402,650,1
29.571,0.249,1117,1
3,0.318,187,1
1.714,0.393,58,1
32.455,0.215,3232,1
7.9,0.324,530,1
1.818,0.577,194,1
5.765,0.929,1666,1
5.875,0.34,283,1
1.364,0.352,147,1
0.8,0.5,16,1
1.875,0.467,94,1
6.3,0.294,564,1
27.2,0.279,2147,1
5.391,0.941,2852,1
24.714,0.207,1042,1
3.857,0.344,189,1
13.444,0.399,918,1
3.714,0.302,166,1
51.1,0.115,2114,1
2.125,0.456,112,1
27.438,0.384,5084,1
13.667,0.362,1091,1
1.125,0.375,49,1
7.75,0.218,312,1
3.875,0.351,208,1
7.909,0.253,634,1
59.222,0.166,3853,1
3.091,0.364,240,1
30.571,0.461,1296,1
6.125,0.406,291,1
2.308,0.356,253,1
1.875,0.425,111,1
26.667,0.259,1542,1
5.375,0.387,262,1
5.143,0.365,242,1
3.2,0.306,252,1
1.6,0.3,160,1
18.889,0.371,1172,1
0.857,0.214,12,1
2.429,0.227,69,1
21.4,0.247,487,1
4.1,0.278,259,1
12.667,0.272,760,1
17.375,0.16,769,1
4.571,0.272,193,1
5.5,0.426,330,1
1.353,0.373,243,1
30,0.182,3727,1
5,0.391,317,1
14.667,0.189,698,1
4.429,0.295,186,1
1.9,0.542,146,1
2.857,0.257,105,1
1.182,0.283,525,1
4.714,0.364,174,1
3.25,0.25,168,1
13.714,0.314,664,1
6.5,0.342,219,1
5.333,0.292,134,1
22.583,0.238,1857,1
12.889,0.339,919,1
2.167,0.359,78,1
8,0.301,439,1
22,0.39,4157,1
27.1,0.267,1892,1
60,0.217,60,1
1.8,0.383,180,1
8.4,0.356,713,1
0.727,0.25,88,1
15.5,0.329,931,1
26,0.282,1916,1
7.2,0.211,142,1
6.364,0.381,492,1
9,0.357,629,1
1.1,0.427,110,1
10.5,0.229,463,1
1.143,0.268,43,1
2,0.327,92,1
10.1,0.45,878,1
1.286,0.397,53,1
18.222,0.189,959,1
5.857,0.355,246,1
3.6,0.367,284,1
5.957,0.855,2943,1
8.714,0.321,412,1
66.5,0.192,3066,1
34,0.189,1497,1
23.5,0.371,3490,1
1.4,0.686,35,1
18.636,0.371,1616,1
3.571,0.303,124,1
21.417,0.283,1898,1
28.143,0.072,450,1
4.25,0.36,195,1
3.222,0.234,232,1
5.583,0.376,604,1
59.333,0.134,2419,1
5.286,0.282,200,1
8.667,0.464,625,1
9.125,0.235,469,1
9.222,0.376,513,1
9.556,0.337,586,1
2.333,0.619,13,1
6.625,0.192,1005,1
5.4,0.304,120,1
9,0.198,424,1
2,0.321,106,1
4.875,0.362,275,1
6.444,0.351,349,1
0.75,0.526,160,1
2.333,0.243,143,1
1.5,0.417,89,1
25.667,0.196,1324,1
26.875,0.366,1362,1
1.875,0.375,102,1
6,0.293,252,1
15.9,0.355,1144,1
8.111,0.376,556,1
22.583,0.259,2241,1
18,0.254,769,1
20.417,0.204,2342,1
6.143,0.243,243,1
11.833,0.337,1293,1
34.5,0.087,70,1
5.875,0.266,227,1
11.25,0.207,531,1
1.429,0.3,52,1
6.571,0.155,189,1
10.231,0.36,1247,1
1,0.778,7,1
1.167,0.31,33,1
5.857,0.345,223,1
9.111,0.343,674,1
1.625,0.413,104,1
0.444,0.444,36,1
49.429,0.159,1813,1
1.333,0.444,108,1
15.4,0.315,984,1
26.1,0.269,1860,1
8.889,0.338,687,1
1.5,0.333,19,1
2.2,0.364,55,1
7.714,0.286,332,1
0.714,0.486,33,1
4.071,0.742,774,1
3.875,0.427,246,1
8.5,0.292,935,1
5.429,0.414,225,1
15.833,0.274,447,1
1.556,0.238,113,1
33.308,0.375,3404,1
6.727,0.267,511,1
0.667,0.438,49,1
27.583,0.237,2125,1
25.625,0.381,3731,1
10.333,0.226,72,1
2.043,0.315,808,1
1.556,0.127,118,1
8.2,0.3,682,1
6,0.143,210,1
1.2,0.4,112,1
5.556,0.22,311,1
34.556,0.163,1629,1
5.222,0.336,377,1
16.636,0.481,1503,1
6.842,0.208,1606,1
34.25,0.173,341,1
3.714,0.33,143,1
2.3,0.317,205,1
1.167,0.262,33,1
3.556,0.354,232,1
20.667,0.16,1363,1
8.714,0.241,339,1
12.333,0.188,768,1
1.286,0.298,165,1
23.667,0.325,2471,1
7.222,0.265,427,1
139.5,0.075,304,1
3.375,0.218,179,1
10,0.26,637,1
9.222,0.335,630,1
1.5,0.313,117,1
16,0.293,417,1
24.2,0.26,1401,1
14.111,0.174,821,1
3.667,0.259,230,1
22.429,0.379,3168,1
6.1,0.487,509,1
6.625,0.347,325,1
9.182,0.253,856,1
2.4,0.483,60,1
4.375,0.393,257,1
16.833,0.393,456,1
4.077,0.509,430,1
2.5,0.268,147,1
3.857,0.28,179,1
4.125,0.424,229,1
6.1,0.305,581,1
7.8,0.328,145,1
4.167,0.34,133,1
59.333,0.169,3208,1
1.727,0.378,188,1
1,0.361,36,1
5.222,0.371,349,1
11.68,0.479,6967,1
0.667,0.583,19,1
3.667,0.261,405,1
2.222,0.628,154,1
1,0.306,141,1
3.4,0.471,79,1
8.875,0.407,513,1
2.9,0.221,166,1
2,0.316,81,1
14.286,0.411,594,1
8,0.314,639,1
6,0.16,99,1
11,0.189,664,1
10.25,0.288,654,1
4.857,0.223,218,1
41.417,0.269,3544,1
1,0.5,8,1
1.667,0.178,75,1
8.5,0.336,472,1
1.857,0.264,59,1
14.125,0.21,686,1
5.857,0.307,232,1
1.25,0.425,73,1
4.429,0.382,176,1
3.417,0.289,364,1
15.846,0.32,7118,1
1.778,0.208,103,1
59.556,0.189,3924,1
2,0.477,112,1
4.714,0.385,213,1
3.375,0.236,148,1
2.286,0.259,79,1
10.826,0.77,5488,1
30,0.193,1220,1
8.5,0.54,530,1
8.923,0.279,992,1
2.167,0.282,73,1
11.889,0.357,667,1
1.857,0.242,78,1
2.2,0.318,171,1
3,0.358,208,1
3.5,0.397,223,1
4.667,0.198,213,1
9.111,0.252,546,1
1.571,0.299,77,1
3.833,0.283,123,1
9.111,0.352,589,1
34.667,0.606,213,1
7.583,0.281,644,1
15,0.269,367,1
4.444,0.356,348,1
2.5,0.394,138,1
0.75,0.375,43,1
4.429,0.304,183,1
0.714,0.514,28,1
14,0.898,7729,1
31.143,0.142,951,1
7.75,0.505,4413,1
1.8,0.511,157,1
65,0.2,65,1
1.222,0.253,77,1
11.8,0.277,879,1
13.286,0.307,1698,1
1.571,0.143,43,1
3.6,0.323,558,1
47,0.426,47,1
4.5,0.241,160,1
16,0.274,519,1
2.833,0.324,102,1
3,0.547,71,1
1.875,0.267,109,1
2.429,0.555,111,1
13.7,0.191,949,1
1.714,0.226,66,1
16.429,0.273,567,1
26.571,0.378,3050,1
4.125,0.345,234,1
9.5,0.475,529,1
3.125,0.385,123,1
5.167,0.199,105,1
4.5,0.458,252,1
4,0.556,299,1
3.4,0.421,308,1
1.833,0.364,55,1
21.25,0.277,1210,1
3.222,0.287,195,1
1.25,0.35,61,1
1.25,0.313,54,1
10.714,0.156,398,1
