@relation page-blocks

@attribute Eccen numeric
@attribute Blackand numeric
@attribute Wb_trans numeric
@attribute Class {1,2,3,4,5}

@data
2.455,177,37,1
9.125,469,93,1
4.875,300,72,1
1.333,108,28,1
12.333,809,128,1
2.4,28,7,1
2,37,2,1
21.5,997,239,1
3.25,117,20,1
1.143,56,13,1
0.833,25,6,1
8.111,556,94,1
7.077,4241,219,1
23.75,2421,324,1
1.857,81,8,1
6.727,566,102,1
7.286,325,75,1
3.714,182,36,1
6.5,800,98,1
15.667,486,91,1
1.714,72,20,1
1,47,9,1
7.6,524,123,1
1.75,112,20,1
2.909,188,45,1
5.8,487,80,1
5.1,340,67,1
1.429,54,14,1
4.857,180,50,1
19.8,11777,784,1
2.071,204,35,1
2,68,18,1
1.75,99,12,1
57.556,2001,360,1
11.833,1293,189,1
4,306,58,1
22.5,1043,219,1
2.111,147,13,1
16.444,1025,198,1
2,148,28,1
5.125,202,37,1
3.667,132,9,1
6.889,485,87,1
7,1054,174,1
13.333,812,147,1
3.6,242,55,1
8,670,122,1
15.5,1065,208,1
3.714,154,41,1
6.111,346,87,1
2.333,178,30,1
1.833,47,13,1
5.2,351,72,1
3.667,250,50,1
2.143,88,24,1
30.3,2028,410,1
0.5,11,1,1
5.125,306,53,1
13.375,659,136,1
16.5,909,178,1
14.5,1904,236,1
1,7,1,1
5.889,287,66,1
30.571,1296,234,1
1.571,77,18,1
30.167,743,192,1
7.818,807,126,1
4.111,235,46,1
4.778,367,55,1
9.182,856,164,1
19.364,1635,317,1
11.889,749,146,1
2.333,170,27,1
2.167,68,16,1
4.167,376,76,1
1.3,115,23,1
24.438,4219,477,1
1,70,8,1
1.333,11,1,1
19.2,392,70,1
6.571,310,38,1
23.286,948,185,1
2.571,90,25,1
4,194,31,1
2.375,132,31,1
6.4,569,109,1
51.1,3194,596,1
9.667,1053,176,1
2,98,17,1
2.667,96,23,1
0.9,79,12,1
0.917,97,7,1
1.889,133,11,1
5.4,134,35,1
9.875,616,111,1
2.3,205,36,1
3.125,123,28,1
30.714,1495,253,1
2.167,78,17,1
7.909,634,128,1
2.875,184,36,1
5.25,329,60,1
2.571,82,12,1
3.222,169,41,1
59.333,2419,482,1
17.857,751,168,1
1.833,207,16,1
8.667,606,113,1
10,476,96,1
19.214,2353,276,1
1.333,8,1,1
3.4,272,51,1
8.875,441,102,1
16.625,878,162,1
21.5,3643,408,1
5.111,355,76,1
7.778,536,98,1
1.5,74,18,1
20.143,747,135,1
9.75,1000,193,1
0.667,32,2,1
59.444,3793,676,1
5.111,351,75,1
3.25,136,32,1
3.8,87,20,1
1.571,56,18,1
14.286,691,118,1
3,110,27,1
9.111,643,115,1
19.286,499,99,1
30.571,1346,243,1
5,185,42,1
5.444,318,72,1
0.727,42,1,1
3.556,199,41,1
2.6,50,7,1
6.909,575,102,1
4.143,159,43,1
28.143,450,66,1
1.091,99,15,1
2.143,79,23,1
2,116,27,1
3.222,233,48,1
0.6,15,2,1
11.5,872,187,1
16.167,496,87,1
22.571,610,146,1
11.893,6057,718,1
2.556,105,28,1
2.833,97,24,1
9.444,647,130,1
0.684,136,35,1
4.182,425,79,1
4.111,300,64,1
0.455,40,3,1
13.6,7872,444,1
26.214,2962,398,1
24.8,1807,340,1
1.7,124,16,1
0.667,24,5,1
17.571,828,138,1
5.2,128,36,1
29.667,1242,234,1
2.429,69,10,1
3.286,161,37,1
2.75,42,12,1
4.1,332,71,1
11.667,821,144,1
2.5,162,40,1
1.857,85,16,1
3.2,80,25,1
3.143,110,31,1
2.25,142,32,1
4.1,301,66,1
22.8,1390,316,1
1.917,172,14,1
5.222,399,86,1
9.091,970,158,1
4.875,222,47,1
6.917,811,151,1
0.714,35,8,1
8.6,176,61,1
7.375,317,59,1
1.3,107,25,1
5.4,110,26,1
2.73,2596,432,1
4,249,50,1
31.308,3435,609,1
6.6,150,41,1
4.429,154,45,1
1.143,44,13,1
7.375,4082,272,1
4.5,131,33,1
9.111,589,99,1
2.091,186,32,1
1.2,38,6,1
28.778,1624,336,1
5,380,62,1
1.857,84,10,1
36.889,2128,393,1
0.75,38,6,1
2.6,43,1,1
5.143,217,56,1
0.75,47,9,1
30.714,1500,246,1
30.636,2402,318,1
3.75,197,38,1
34.083,2966,515,1
16,541,102,1
1.571,74,20,1
7.4,4395,306,1
3,48,10,1
18.111,748,130,1
5.375,329,61,1
0.357,36,5,1
40,40,6,1
4.143,170,42,1
12.6,1113,202,1
2.2,135,34,1
19.2,344,74,1
3.125,134,38,1
56.778,2339,530,1
2.333,144,35,1
1.714,62,19,1
1.125,69,15,1
2.625,167,27,1
9.429,427,93,1
1.412,330,34,1
3.556,225,47,1
1.9,146,14,1
1.857,84,17,1
20.111,1201,201,1
3.125,163,39,1
6.375,303,69,1
3.5,223,43,1
2.375,123,30,1
34.375,1621,351,1
11.333,796,135,1
14.286,686,120,1
27.1,1510,318,1
6,92,27,1
5.833,198,42,1
0.556,42,6,1
1.333,45,13,1
30.556,1775,359,1
6.2,151,18,1
7.111,559,95,1
4.111,299,55,1
22.8,2810,495,1
0.7,69,13,1
2.8,60,16,1
32.875,1156,274,1
3.3,246,56,1
2.5,226,47,1
24.769,2990,340,1
1,54,11,1
4.556,360,57,1
7.75,4413,305,1
1.286,44,14,1
2,50,14,1
29.571,1117,279,1
4.7,466,76,1
11.833,334,43,1
1.875,111,26,1
0.875,56,11,1
4.667,131,35,1
5.111,238,70,1
2.571,57,7,1
1.25,65,14,1
3,11,1,1
5.625,284,41,1
16.778,746,162,1
1.125,57,12,1
3.2,75,10,1
23.667,2471,386,1
1,64,13,1
26.308,2437,477,1
1.857,85,15,1
2.875,165,39,1
1.429,55,18,1
7.75,320,74,1
2.1,172,36,1
1.4,31,6,1
0.909,102,11,1
53.5,2448,447,1
0.667,19,3,1
15.5,931,177,1
3.1,252,28,1
2.111,126,19,1
2.3,156,26,1
1.5,76,14,1
2,95,23,1
9.111,513,79,1
3.1,240,30,1
11.889,712,135,1
1.875,75,19,1
3.75,204,38,1
9,395,91,1
2.857,121,27,1
1.2,30,5,1
7.6,132,29,1
4.429,155,27,1
0.857,36,7,1
5.111,345,74,1
4,272,48,1
25.1,1776,398,1
2.429,94,27,1
6.714,274,61,1
0.5,32,5,1
10.111,783,125,1
12.1,1063,192,1
3.4,277,56,1
3.5,178,40,1
6.4,158,47,1
3.222,131,33,1
1,46,9,1
2.167,76,17,1
10.333,749,125,1
6.4,160,46,1
34.167,3254,608,1
22.429,961,174,1
2.4,35,6,1
1.375,42,8,1
56.667,1323,241,1
18.286,594,137,1
4.818,283,38,1
22.583,1782,390,1
9.375,516,110,1
16.4,329,70,1
2.143,102,12,1
7.571,252,63,1
1.889,137,24,1
2.875,153,30,1
1.75,88,9,1
23.125,975,191,1
1.6,39,11,1
9.5,529,106,1
7.48,4408,303,1
2,60,1,1
3.9,213,58,1
1.714,68,19,1
14.125,686,135,1
2.5,67,13,1
2.714,129,22,1
0.8,17,4,1
9.5,432,102,1
28.357,2979,420,1
2.286,79,21,1
27.1,1803,388,1
3.5,93,19,1
4.375,260,49,1
51.1,2701,555,1
3,59,12,1
1.75,79,19,1
77,77,24,1
2,140,13,1
3.667,243,53,1
0.6,15,1,1
2.429,106,18,1
1,18,1,1
22.882,4481,455,1
16.25,164,29,1
1.556,119,12,1
2.25,36,9,1
10.111,360,71,1
1.125,72,11,1
0.75,48,11,1
1.167,33,8,1
4.625,200,42,1
13.222,1033,193,1
18.889,1172,218,1
10,637,97,1
2.333,153,34,1
10.375,575,115,1
3.143,80,15,1
2.667,156,35,1
2.167,73,14,1
0.667,49,1,1
30.429,1112,234,1
24.125,1280,246,1
5.778,293,69,1
11.778,619,127,1
4.286,184,35,1
4,176,38,1
1.5,92,22,1
30.25,792,228,1
3.5,189,30,1
1.5,84,16,1
1,43,1,1
22.438,3747,399,1
32,32,7,1
32.429,809,215,1
4,298,33,1
0.479,659,119,1
3.222,179,38,1
11.111,573,121,1
1.857,75,19,1
0.636,77,10,1
8.333,471,90,1
13.5,465,102,1
3.75,207,34,1
2.286,72,14,1
1.889,81,16,1
15.833,447,79,1
1.571,59,17,1
9.333,722,103,1
5.625,323,54,1
25,1507,253,1
17.375,769,82,1
1.571,74,20,1
1.333,108,26,1
24.636,1616,355,1
0.5,10,1,1
51.556,2297,505,1
7,145,8,1
1.286,153,12,1
1.125,52,14,1
1,47,12,1
3.783,1342,242,1
7.8,668,118,1
104,104,19,1
2.714,449,41,1
1.5,96,28,1
9.375,546,105,1
18.875,758,178,1
36.778,2056,421,1
2.833,82,18,1
3.829,12923,703,1
59.556,1725,320,1
0.9,62,1,1
0.875,54,14,1
3.125,182,33,1
5.583,604,101,1
7.889,491,102,1
24.333,605,156,1
1.286,43,11,1
6.5,165,32,1
10,478,93,1
4.429,176,45,1
3.667,132,33,1
4.286,183,39,1
9.8,926,167,1
8.714,339,70,1
7.111,400,87,1
3.125,154,40,1
1.667,45,13,1
33,1035,246,1
0.8,16,3,1
2.889,186,39,1
5.1,415,86,1
23.286,2689,377,1
5.143,169,52,1
2.3,149,31,1
16,459,86,1
3.875,248,55,1
22.583,1857,391,1
15.5,995,181,1
9.286,385,82,1
2.429,108,27,1
15.833,519,104,1
3.36,1722,110,1
3.222,232,44,1
1.364,124,27,1
22.667,1965,404,1
4.75,233,59,1
1.833,66,15,1
11.9,791,178,1
3.556,232,60,1
3.4,272,57,1
1.286,39,10,1
15.375,738,146,1
4,73,20,1
2.364,254,37,1
2.125,109,24,1
6.3,444,87,1
11,736,129,1
4.2,77,21,1
7.375,416,63,1
56.667,2732,566,1
1.571,65,16,1
28.5,3315,425,1
17.625,1051,206,1
1.5,47,12,1
4.833,166,37,1
9.111,699,111,1
4,301,61,1
14.538,5737,650,1
23.444,1343,282,1
4,110,26,1
7.333,420,101,1
2,159,27,1
20.333,989,252,1
11.6,216,41,1
60,60,11,1
26.769,3363,537,1
1,99,21,1
11.875,712,130,1
2.167,72,16,1
30,1204,213,1
0.8,12,3,1
2.286,86,24,1
2.167,78,15,1
13.273,932,209,1
12.1,804,131,1
0.571,24,3,1
59.333,2482,479,1
5.222,369,64,1
4.857,238,42,1
14.222,858,175,1
7.7,697,137,1
9.222,554,85,1
1.474,485,24,1
5.444,302,70,1
14.462,1736,275,1
1.8,147,37,1
11.25,531,97,1
1.412,323,39,1
41.5,3818,752,1
2.429,108,27,1
2.2,55,15,1
3,107,34,1
29.071,3273,443,1
7.12,3988,276,1
1.167,39,8,1
4.875,233,44,1
7.083,4075,223,1
3.4,63,11,1
4.25,268,63,1
39.222,2013,411,1
1.333,11,1,1
9.111,606,100,1
3.667,292,62,1
7.75,4410,304,1
1,64,11,1
2.75,139,32,1
3.5,240,60,1
21.9,1317,270,1
0.75,41,8,1
1.75,72,11,1
2.333,84,20,1
3,18,4,1
0.714,28,2,1
21.063,3225,377,1
1,61,12,1
1.3,89,6,1
5.25,326,56,1
2,47,11,1
1.9,170,14,1
0.714,20,4,1
1.714,83,21,1
24.667,1421,266,1
8,325,86,1
9.222,513,113,1
11.429,538,124,1
11.889,632,152,1
1.6,38,12,1
32.778,1483,354,1
1.75,89,25,1
1.875,120,24,1
25.5,4204,482,1
17.867,2940,326,1
51.1,2772,532,1
33.875,1704,364,1
6,142,43,1
1.2,104,18,1
22.786,2577,364,1
2.4,59,15,1
1,14,2,1
4.333,136,35,1
11.313,2198,227,1
5.375,258,62,1
27.231,2750,398,1
14.5,1083,213,1
3.6,73,22,1
10.267,1626,167,1
2,95,19,1
11.429,262,41,1
1,7,1,1
26.2,1575,377,1
1.571,47,14,1
0.769,105,6,1
10.571,354,91,1
13,1005,198,1
2.571,120,30,1
15.714,483,117,1
0.571,24,4,1
7.083,4068,237,1
7.625,392,77,1
13.375,736,155,1
2.556,172,39,1
6,214,62,1
4.222,212,49,1
22,1213,274,1
2.5,149,30,1
5.333,146,39,1
2,174,36,1
3.111,246,41,1
8.625,543,106,1
18.636,1616,278,1
3.2,74,17,1
8.571,372,80,1
6.7,394,86,1
3.333,162,51,1
24.727,2038,428,1
29.333,1558,349,1
3.429,128,24,1
3.227,1368,72,1
26.1,2001,388,1
0.571,20,5,1
28.286,498,62,1
11.333,820,132,1
5.4,372,85,1
1.857,77,8,1
49.75,2113,521,1
6.667,236,42,1
3.714,166,36,1
0.636,77,8,1
13.25,592,133,1
2.429,104,23,1
2.9,212,42,1
19.5,10359,689,1
5.7,396,94,1
3.273,1356,82,1
1.571,72,20,1
12.6,1086,200,1
1.222,73,17,1
31.5,941,227,1
2.125,130,27,1
2.5,209,39,1
22.5,1198,230,1
7.143,336,61,1
5.208,2877,129,1
19.286,712,120,1
2.2,157,34,1
1.2,23,3,1
16.714,694,121,1
0.8,20,6,1
12.231,1296,177,1
20,847,186,1
53.4,2771,548,1
7.083,845,160,1
30.444,1431,298,1
1.143,43,12,1
2.1,159,23,1
22.364,2071,331,1
5.4,445,94,1
4,147,39,1
2.333,76,21,1
5.222,383,76,1
5.5,330,46,1
1.625,97,22,1
1.667,201,16,1
4.8,97,31,1
2.167,78,15,1
2.667,197,36,1
2.75,139,27,1
123,123,19,1
10.286,328,70,1
0.875,56,8,1
1.4,26,3,1
2.125,116,25,1
0.667,63,10,1
24.636,1784,371,1
10.059,1226,250,1
12,428,64,1
16,385,67,1
23.733,3940,400,1
2,88,18,1
4.333,106,32,1
3,176,36,1
27.857,3224,441,1
10.222,698,118,1
5.286,200,54,1
4.667,37,5,1
22.25,3279,371,1
1.4,30,3,1
21.556,1043,215,1
8.875,513,112,1
0.7,60,12,1
6.111,327,71,1
7.083,626,90,1
0.6,14,3,1
21.2,1293,274,1
11.333,705,137,1
20.556,1142,227,1
3.889,263,52,1
2.778,211,40,1
2.013,4623,78,1
6.429,243,54,1
6.4,157,51,1
12,792,155,1
23,529,118,1
10.5,27,5,1
8.5,592,124,1
0.778,38,6,1
1,7,1,1
4.167,133,36,1
16.714,2077,299,1
11.625,697,125,1
6,168,52,1
12.4,1009,171,1
5.222,312,62,1
2.846,449,41,1
9.2,185,28,1
2.857,140,31,1
11.8,879,162,1
4.111,304,55,1
0.8,72,16,1
2.8,35,9,1
0.667,17,4,1
13.625,519,119,1
3.375,184,21,1
4.125,179,52,1
5.625,344,58,1
5.6,115,31,1
1.333,43,9,1
8.8,431,101,1
29.286,3400,576,1
1.875,120,23,1
7.889,487,87,1
20,1196,225,1
6.1,581,94,1
4,300,51,1
1.5,89,20,1
3.8,357,59,1
1.143,654,69,1
4.833,559,62,1
1.625,87,13,1
5,204,43,1
27.2,2139,399,1
4.25,247,56,1
1.9,173,32,1
6,217,43,1
167,167,31,1
10,590,113,1
2.833,84,21,1
3,282,47,1
1.6,140,12,1
4.5,252,65,1
5.714,219,64,1
19.625,10409,679,1
0.636,37,1,1
7.818,663,138,1
4.778,380,73,1
2.125,92,18,1
2.571,123,26,1
1.2,112,21,1
5.571,233,52,1
42.75,1702,317,1
4.2,362,70,1
2.909,315,56,1
51.1,3238,575,1
1.25,74,16,1
1.25,73,17,1
7.5,238,66,1
3.375,148,39,1
8.5,984,178,1
30.25,1111,195,1
4.667,352,61,1
6,414,88,1
2.571,126,29,1
0.889,70,2,1
1.571,63,16,1
4.143,190,52,1
9.833,991,175,1
8,485,72,1
11.783,2239,420,1
13.357,1248,300,1
25.2,1953,330,1
2.7,174,41,1
43,3318,559,1
33.6,2094,415,1
23.947,821,21,1
14.636,1071,191,1
2.444,162,23,1
2.429,88,11,1
2,153,14,1
1.571,71,14,1
0.778,43,10,1
1,36,9,1
16.2,1183,176,1
2.3,191,37,1
5,243,74,1
5.455,401,105,1
0.625,40,8,1
4.667,556,85,1
26.25,811,208,1
10.182,578,154,1
2.286,59,14,1
26,73,6,1
27.438,5084,530,1
7.818,708,144,1
18.8,397,79,1
19.375,1094,202,1
16.636,1503,208,1
1.5,85,22,1
4.848,2054,182,1
65.625,1865,297,1
6.4,517,84,1
1,59,12,1
0.857,23,1,1
3.286,133,31,1
2.6,60,15,1
20.5,1451,257,1
3.778,259,47,1
4,358,56,1
18.444,905,217,1
6,765,89,1
5,189,56,1
3.875,184,50,1
27.545,892,123,1
4.6,115,16,1
11.75,5944,384,1
1.1,105,18,1
2,193,30,1
0.375,17,4,1
2.222,126,28,1
6.3,389,83,1
25.6,1995,322,1
4.462,452,79,1
7.12,3885,266,1
24,289,73,1
2,100,29,1
2.429,113,17,1
12.5,690,124,1
1.5,89,20,1
7.4,524,103,1
17.444,763,198,1
8.909,693,122,1
5.75,769,100,1
12.286,577,109,1
2.167,76,13,1
3.353,1166,157,1
3.125,200,44,1
1.143,43,9,1
3.571,175,40,1
3.125,173,44,1
3.583,407,66,1
2,132,10,1
2.714,88,27,1
1.933,422,55,1
7.111,276,44,1
11,108,26,1
3.2,261,59,1
3.889,206,52,1
1.5,95,20,1
1.1,110,26,1
1.25,71,13,1
1.222,99,24,1
6.083,651,108,1
22.875,972,202,1
10,724,147,1
59.333,3043,585,1
1.429,52,6,1
9.75,465,113,1
23,1144,213,1
2.4,54,12,1
11.692,1410,220,1
7.8,128,24,1
21,1222,245,1
59.444,2262,422,1
1.571,76,17,1
6.154,557,81,1
0.786,109,10,1
1,69,2,1
4.429,185,43,1
11.308,7010,456,1
5.909,627,107,1
14.412,4152,293,1
34,1497,311,1
3.5,1758,110,1
2.5,138,30,1
14.444,1026,199,1
6.571,320,44,1
2.429,107,21,1
16.727,1539,195,1
49.429,1733,341,1
2.6,61,16,1
7.6,607,119,1
5.727,502,83,1
30,988,279,1
1.875,100,21,1
6.778,375,73,1
0.8,8,1,1
5.111,347,55,1
5.167,4382,292,1
25.167,2880,429,1
3.5,281,65,1
3.75,200,45,1
2.625,125,31,1
57.778,1441,276,1
4.909,414,91,1
15.647,4522,325,1
4.25,195,52,1
1.818,82,19,1
6.3,566,86,1
27.1,1556,342,1
5.5,168,38,1
6,357,85,1
18.818,1647,332,1
24.727,2036,420,1
1.2,30,5,1
17.4,1276,239,1
5.5,618,105,1
9.2,192,29,1
7,220,49,1
5,197,44,1
0.95,2843,403,1
15.2,1182,208,1
7.182,620,132,1
2.125,89,18,1
2,90,4,1
4,300,59,1
6.5,173,45,1
3.5,249,45,1
3.333,284,29,1
6.75,317,59,1
0.125,8,1,1
16,467,76,1
6.385,678,115,1
7,709,123,1
2.7,201,49,1
3.4,223,48,1
2,177,36,1
13.778,806,151,1
17,1577,195,1
4.667,63,17,1
2.714,123,18,1
9.75,1002,176,1
2.333,75,14,1
17.667,866,184,1
2,92,17,1
8.111,285,79,1
7.714,321,55,1
18.8,375,53,1
3.9,354,55,1
13.625,745,125,1
17.222,1007,207,1
4.889,348,60,1
12.5,438,109,1
1,106,13,1
18.444,1080,211,1
6.625,379,86,1
6.714,289,40,1
8.125,472,90,1
9.182,943,173,1
6.143,296,52,1
13.625,753,129,1
1.857,76,21,1
7,7,1,1
3.75,240,49,1
2.667,81,24,1
13.571,653,120,1
3.4,80,20,1
3.125,146,36,1
3.857,141,42,1
13,997,178,1
4.8,365,60,1
0.571,28,5,1
1.5,96,28,1
2.6,61,21,1
1.8,152,15,1
0.5,21,3,1
2.75,44,14,1
3.875,246,49,1
14.833,405,99,1
3.857,75,12,1
16,385,71,1
89,89,14,1
6.75,337,53,1
2.571,110,17,1
1.875,117,26,1
27,1290,222,1
9.3,738,130,1
0.778,59,13,1
16.25,911,169,1
3,116,35,1
18.9,973,213,1
22.444,462,122,1
49.429,1712,339,1
25.375,1246,191,1
2.375,107,31,1
59.444,3063,573,1
23.5,48,14,1
9.222,542,89,1
50.9,1974,401,1
6.5,365,77,1
4.25,204,52,1
0.375,16,4,1
6.25,320,44,1
3.6,78,22,1
8.333,617,121,1
19.2,354,77,1
2.625,130,36,1
5.625,290,42,1
7.222,427,93,1
9.455,891,168,1
1.333,42,14,1
30.143,3426,624,1
31.273,2694,358,1
5.857,222,66,1
4.889,268,53,1
4.857,181,44,1
1.833,215,20,1
9.625,450,97,1
6.5,217,52,1
1.5,93,21,1
29.333,1455,311,1
1.857,89,19,1
52,110,12,1
19,757,164,1
4.714,174,50,1
10.222,790,137,1
3.167,103,22,1
17.8,319,66,1
9.333,2207,241,1
1,105,13,1
5.75,345,65,1
10.571,430,74,1
8.333,409,79,1
1.857,75,21,1
1.286,52,9,1
1,49,13,1
1.5,69,15,1
2.167,61,21,1
1,49,12,1
2.286,79,17,1
0.875,53,11,1
0.625,40,11,1
1.143,49,8,1
13,13,2,1
8.818,711,132,1
3.4,81,21,1
10,846,146,1
24.636,1872,388,1
2.167,45,8,1
1.727,188,41,1
2.571,111,25,1
4.875,2048,338,1
0.875,44,9,1
1.857,89,12,1
9.375,522,84,1
26.75,1382,248,1
14.889,820,158,1
3.714,157,29,1
1,48,8,1
1.235,219,8,1
1.727,165,26,1
9.111,639,120,1
1.167,41,9,1
17.286,547,149,1
2,109,30,1
2.167,72,7,1
5.333,185,38,1
54.333,1400,323,1
4,205,47,1
16.4,6872,1218,1
19.375,1195,276,1
10.727,963,124,1
6.429,244,33,1
1.9,171,14,1
32.625,1615,340,1
4.222,307,56,1
63.25,668,93,1
4.8,114,31,1
20.143,777,139,1
27.1,1878,380,1
0.875,54,11,1
1.875,94,25,1
15.9,1144,184,1
3.714,114,23,1
5,116,33,1
30.889,1485,345,1
1.857,78,23,1
9,437,79,1
5.182,425,73,1
16.778,679,178,1
4.429,182,51,1
5.75,352,73,1
21.889,1240,278,1
0.619,84,20,1
1.286,54,13,1
1.571,56,18,1
2.375,152,32,1
1.571,52,14,1
0.818,81,6,1
4.667,228,65,1
17.556,761,212,1
3,183,42,1
1.9,153,14,1
4.75,227,46,1
0.8,183,6,1
4.6,278,66,1
2.714,260,44,1
5.375,248,52,1
3.625,205,39,1
27.1,2044,362,1
19.64,11502,773,1
24.9,1584,315,1
7.625,427,86,1
1.294,283,34,1
1.143,56,12,1
1.167,737,4,1
13.333,928,181,1
6.125,391,91,1
43.25,1607,304,1
2.833,76,22,1
4.571,193,40,1
13.7,949,187,1
1,30,4,1
3.125,159,42,1
21.4,487,92,1
8.444,556,106,1
19.667,1195,227,1
5.429,210,53,1
4.625,273,69,1
9.5,38,5,1
5,211,55,1
5.778,336,86,1
8.6,786,149,1
2.125,133,36,1
7.2,142,25,1
2,195,18,1
2.473,8289,58,1
22.667,2448,393,1
3.636,272,66,1
2,119,31,1
4.333,249,64,1
23.706,3568,440,1
5.222,366,57,1
1,14,3,1
7.167,250,52,1
24.9,2097,326,1
3,125,37,1
8,128,19,1
2.2,188,20,1
2.571,90,26,1
3.25,162,39,1
30.143,965,223,1
5.714,191,51,1
8.889,500,108,1
2.625,132,31,1
7.75,431,81,1
36.778,2323,452,1
2.625,155,34,1
1.857,76,19,1
1.5,89,20,1
4.9,460,86,1
5.375,319,61,1
1.667,112,21,1
6.111,400,87,1
17.333,538,111,1
6.8,101,19,1
8.5,250,57,1
1.1,102,19,1
8.417,960,178,1
5.4,120,29,1
1.6,355,13,1
11.778,755,150,1
29.2,1896,397,1
11,847,171,1
27.25,1001,195,1
0.286,12,1,1
7.375,465,80,1
3,129,27,1
3.143,124,38,1
5.5,455,59,1
2,129,11,1
4.429,183,50,1
3.714,169,40,1
1.3,104,17,1
8.778,639,111,1
5.542,3085,155,1
5.444,439,86,1
14.8,2425,258,1
27.667,1725,306,1
23.727,1830,381,1
2.5,202,39,1
10,874,159,1
1,65,10,1
3.286,126,38,1
9,629,117,1
10.25,551,105,1
0.727,88,7,1
22.667,1922,397,1
2.8,238,56,1
2.75,138,36,1
5.375,280,53,1
8.778,1190,229,1
0.625,38,7,1
6.444,349,80,1
1.4,35,12,1
9.455,2539,585,1
5.765,1666,104,1
27.1,1632,375,1
8.625,379,103,1
0.9,70,12,1
3.286,161,38,1
1.143,50,9,1
1.9,163,15,1
3.25,189,39,1
7.3,577,108,1
1.833,55,15,1
18.778,1129,212,1
2.8,66,18,1
0.4,7,1,1
4.286,166,48,1
39.111,2193,486,1
2.333,82,20,1
54.222,1508,254,1
14.667,1265,244,1
56.667,2918,506,1
0.6,49,8,1
41.667,3568,646,1
1.714,66,10,1
10.3,628,146,1
6,397,96,1
17.889,755,164,1
9.9,903,166,1
9.9,908,160,1
7.545,822,146,1
43.25,1828,339,1
3.25,197,44,1
19.6,345,85,1
5.5,86,26,1
8.846,1039,179,1
1.818,165,11,1
29.714,3594,481,1
27.583,2125,431,1
13.364,982,235,1
1.125,52,15,1
1.375,76,21,1
1,91,18,1
35.4,441,117,1
0.667,49,8,1
3.778,271,63,1
6.571,240,64,1
7,210,57,1
24.429,724,154,1
0.875,56,9,1
7.792,4122,267,1
88,88,17,1
11.286,535,88,1
1.571,77,13,1
49,1854,352,1
7.714,331,91,1
1.2,47,10,1
6.107,4369,621,1
6.556,457,81,1
4.5,288,60,1
0.727,41,1,1
1.333,9,1,1
1.857,77,17,1
16.375,834,177,1
1.143,35,7,1
16,533,103,1
4,302,61,1
1.857,91,18,1
7.44,4379,305,1
1.833,222,19,1
54.667,2397,476,1
3.5,250,63,1
20,2594,481,1
1.8,43,14,1
3.286,137,35,1
1.5,78,18,1
3.143,62,11,1
9.333,598,119,1
0.625,38,9,1
30.769,3168,418,1
6.375,260,64,1
1.25,73,17,1
1.571,77,19,1
7,740,120,1
7.636,627,110,1
2.625,128,12,1
1.6,154,16,1
2.6,54,11,1
23.75,943,148,1
2.429,103,17,1
5.444,326,69,1
4,111,26,1
19.25,1072,190,1
37,2011,452,1
9.111,546,93,1
26.2,1587,344,1
1,31,9,1
13.333,461,112,1
2.3,205,30,1
3.111,153,43,1
1.286,53,9,1
21.063,3276,387,1
9.455,943,152,1
8,310,78,1
11.9,1060,190,1
42.5,2002,355,1
4,202,35,1
2.222,100,20,1
2.667,196,35,1
3.4,303,63,1
4.857,223,54,1
8.444,650,118,1
13.625,836,158,1
4.889,371,64,1
1.167,33,6,1
0.818,71,9,1
2.111,143,14,1
21.429,2550,462,1
20.111,1260,216,1
3.167,89,17,1
4.8,414,80,1
6.75,411,69,1
56.444,2379,563,1
4.286,210,50,1
20.462,2003,286,1
1.4,31,6,1
2.625,153,36,1
4.3,304,61,1
11.333,822,128,1
18,1683,288,1
15.462,1887,235,1
18.143,2022,284,1
24.375,1506,221,1
2.625,168,37,1
1.2,30,8,1
2.714,117,29,1
3.1,221,49,1
24.444,1501,316,1
9.25,525,109,1
14,146,45,1
5.857,232,58,1
4.8,339,46,1
4.714,196,48,1
5.375,296,56,1
1.333,108,28,1
25,1110,188,1
14.625,601,125,1
2.875,162,33,1
1.875,89,19,1
25.667,1324,274,1
9,424,91,1
25.583,2842,444,1
1,53,1,1
2,119,23,1
33,2215,425,1
6.571,320,78,1
21.5,437,112,1
4,1126,212,1
18.3,1248,293,1
8.333,616,113,1
16.167,419,85,1
1.143,44,13,1
2.556,207,41,1
1.25,79,18,1
16.636,1693,207,1
0.429,21,3,1
5.167,151,35,1
11,664,120,1
18.75,753,187,1
1.857,76,16,1
3.556,225,42,1
0.667,14,2,1
2.286,112,27,1
3.338,9689,127,1
2.8,66,21,1
13.143,459,63,1
13.75,767,122,1
2.6,150,40,1
21.75,1002,172,1
3.3,306,68,1
3.5,223,48,1
2.875,144,32,1
5.556,322,54,1
4.429,171,48,1
1.909,134,17,1
8.545,698,143,1
4.429,191,33,1
2.778,113,29,1
2.25,117,13,1
9.556,501,105,1
1.9,155,34,1
3.857,117,5,1
21.455,2084,316,1
15.182,1470,238,1
2.222,157,26,1
8.12,4713,279,1
16,523,106,1
30.625,1088,286,1
2.5,151,28,1
3.556,238,55,1
17.6,341,96,1
1,50,9,1
15.5,978,184,1
53.571,1124,200,1
2,121,28,1
3.818,383,69,1
10.25,654,95,1
1.5,67,15,1
5.4,135,34,1
22.5,1143,220,1
6.625,377,87,1
