@relation page-blocks

@attribute Height numeric
@attribute Area numeric
@attribute Class {1,2,3,4,5}

@data
7,609,1
8,240,1
7,266,1
6,24,1
9,1026,1
10,310,1
10,190,1
7,196,1
7,896,1
8,688,1
31,9982,1
9,4806,1
82,25748,1
7,112,1
10,120,1
9,4815,1
4,260,1
9,4806,1
9,783,1
9,324,1
10,330,1
6,1134,1
5,10,1
10,2620,1
7,77,1
9,261,1
9,324,1
10,830,1
8,40,1
9,558,1
1,31,1
10,780,1
7,98,1
10,2710,1
5,35,1
16,6288,1
5,885,1
8,280,1
14,2562,1
8,376,1
8,552,1
10,150,1
10,900,1
13,5200,1
8,216,1
8,96,1
1,45,1
9,2160,1
9,2250,1
8,24,1
7,133,1
8,2192,1
24,3000,1
11,946,1
9,1134,1
12,4920,1
7,231,1
7,14,1
10,120,1
11,924,1
10,740,1
7,203,1
9,306,1
10,260,1
9,1098,1
14,2142,1
6,534,1
8,872,1
5,170,1
6,300,1
22,4576,1
7,63,1
7,126,1
8,216,1
7,98,1
14,1274,1
9,333,1
5,90,1
9,1593,1
7,126,1
10,200,1
7,126,1
9,180,1
9,90,1
11,3168,1
6,1578,1
6,120,1
11,2123,1
7,315,1
10,340,1
10,790,1
7,287,1
6,72,1
10,350,1
7,133,1
8,472,1
7,49,1
9,729,1
10,490,1
7,1008,1
7,406,1
5,80,1
9,81,1
11,1089,1
10,1250,1
9,2934,1
8,96,1
8,472,1
7,42,1
10,280,1
9,207,1
6,174,1
24,3240,1
9,855,1
9,387,1
9,234,1
10,380,1
9,639,1
6,150,1
9,1008,1
9,441,1
10,2710,1
9,171,1
10,200,1
9,729,1
6,774,1
12,2760,1
15,2310,1
7,77,1
11,2871,1
8,568,1
7,399,1
7,770,1
8,176,1
8,168,1
11,2673,1
8,1008,1
9,1521,1
17,5950,1
10,1190,1
7,861,1
6,78,1
14,4480,1
8,1016,1
5,15,1
10,480,1
15,5130,1
9,414,1
8,1480,1
11,2761,1
10,2710,1
7,217,1
9,225,1
9,387,1
9,729,1
8,1624,1
7,322,1
8,184,1
7,28,1
8,72,1
8,272,1
10,480,1
8,328,1
5,90,1
11,209,1
8,1544,1
9,306,1
11,88,1
9,2691,1
14,5740,1
6,240,1
10,830,1
28,2296,1
9,162,1
6,288,1
7,77,1
10,1260,1
7,2401,1
9,198,1
12,828,1
8,4280,1
6,624,1
8,416,1
11,2695,1
8,288,1
8,192,1
7,1225,1
14,4872,1
23,3151,1
8,560,1
8,2176,1
7,140,1
9,162,1
10,1760,1
10,340,1
8,400,1
6,66,1
8,424,1
12,2940,1
7,70,1
8,1920,1
8,1360,1
10,990,1
5,85,1
6,1326,1
10,340,1
15,465,1
5,115,1
8,48,1
8,552,1
9,414,1
8,48,1
7,28,1
8,432,1
9,873,1
11,616,1
9,495,1
9,324,1
9,927,1
7,308,1
8,128,1
11,3311,1
4,384,1
8,968,1
9,63,1
9,1746,1
4,384,1
9,360,1
7,91,1
8,264,1
7,133,1
5,135,1
10,200,1
9,153,1
9,171,1
8,152,1
8,344,1
16,7024,1
12,3132,1
8,88,1
8,112,1
7,301,1
9,891,1
5,25,1
13,494,1
9,2547,1
5,60,1
7,280,1
5,105,1
8,40,1
6,624,1
9,162,1
9,972,1
8,2744,1
8,272,1
9,2097,1
13,5317,1
6,180,1
9,1296,1
6,264,1
10,90,1
9,738,1
8,128,1
11,847,1
5,30,1
8,392,1
10,220,1
8,344,1
7,322,1
8,496,1
15,5340,1
7,756,1
7,133,1
8,328,1
8,104,1
8,496,1
7,49,1
9,4590,1
10,210,1
6,30,1
1,177,1
6,582,1
8,784,1
7,91,1
9,2322,1
10,60,1
10,1590,1
11,1551,1
8,1264,1
14,3038,1
6,786,1
7,168,1
9,414,1
8,64,1
38,4826,1
9,4806,1
8,72,1
11,132,1
7,392,1
3,12,1
5,220,1
5,35,1
7,140,1
8,104,1
9,2709,1
12,3972,1
8,240,1
8,112,1
13,3471,1
10,180,1
9,162,1
9,153,1
7,203,1
10,1050,1
10,450,1
10,880,1
9,36,1
10,1700,1
9,1980,1
10,1250,1
6,156,1
9,306,1
7,224,1
7,1533,1
8,256,1
8,240,1
9,657,1
6,198,1
8,144,1
9,162,1
7,672,1
10,80,1
10,1540,1
11,88,1
12,312,1
10,2710,1
14,168,1
9,891,1
8,136,1
28,4788,1
6,120,1
10,3190,1
9,747,1
11,1617,1
10,250,1
7,56,1
9,675,1
10,310,1
10,2720,1
8,512,1
8,368,1
10,170,1
9,171,1
8,224,1
8,360,1
12,264,1
8,280,1
9,1476,1
13,1768,1
8,1560,1
11,1694,1
9,828,1
10,530,1
6,264,1
7,133,1
8,2176,1
7,217,1
8,600,1
6,246,1
4,48,1
9,441,1
9,4824,1
8,328,1
7,112,1
14,6090,1
8,152,1
8,568,1
13,4524,1
11,253,1
8,4280,1
7,1589,1
8,384,1
9,288,1
7,133,1
10,1000,1
17,357,1
9,702,1
9,4788,1
4,60,1
8,176,1
7,847,1
7,70,1
9,2259,1
6,60,1
8,232,1
10,380,1
7,21,1
7,252,1
14,798,1
10,70,1
8,1592,1
10,190,1
7,119,1
10,210,1
11,121,1
9,36,1
5,20,1
7,77,1
10,2720,1
7,196,1
9,450,1
12,804,1
7,154,1
10,110,1
10,260,1
7,77,1
9,270,1
9,261,1
13,494,1
10,410,1
8,424,1
7,231,1
10,80,1
8,192,1
11,1012,1
6,576,1
7,1533,1
11,2277,1
6,42,1
7,98,1
10,1160,1
6,780,1
17,1309,1
11,1353,1
8,128,1
14,532,1
10,290,1
8,216,1
9,180,1
9,216,1
8,1728,1
16,5696,1
24,2304,1
16,6224,1
12,240,1
8,368,1
9,108,1
8,128,1
9,630,1
7,98,1
8,416,1
9,2484,1
13,2834,1
8,424,1
1,40,1
9,198,1
12,5964,1
2,28,1
6,78,1
8,520,1
8,2768,1
9,1917,1
9,189,1
7,1498,1
7,161,1
8,112,1
7,210,1
7,112,1
9,1089,1
7,56,1
10,210,1
9,315,1
10,300,1
5,145,1
9,972,1
11,99,1
13,1690,1
7,1085,1
9,387,1
14,4564,1
7,140,1
7,63,1
11,99,1
9,189,1
25,4450,1
7,42,1
77,19789,1
5,85,1
9,324,1
7,301,1
5,75,1
9,918,1
9,99,1
12,3288,1
7,259,1
8,184,1
8,496,1
11,671,1
5,20,1
5,20,1
9,180,1
8,1216,1
7,231,1
8,192,1
8,264,1
2,558,1
9,702,1
10,1790,1
1,7,1
5,180,1
8,1520,1
38,8626,1
10,110,1
9,2988,1
10,640,1
10,750,1
11,1144,1
9,828,1
8,96,1
7,2422,1
6,96,1
9,1242,1
9,369,1
8,344,1
5,70,1
7,287,1
9,1953,1
10,500,1
9,216,1
11,99,1
9,405,1
15,1005,1
8,1064,1
9,828,1
9,243,1
10,110,1
7,77,1
6,144,1
8,168,1
8,248,1
9,810,1
23,6233,1
10,1860,1
20,360,1
10,530,1
8,72,1
20,380,1
8,248,1
10,1160,1
6,246,1
8,872,1
34,3876,1
13,3146,1
8,1928,1
5,135,1
7,42,1
11,121,1
8,1744,1
10,280,1
10,790,1
7,665,1
5,170,1
11,99,1
8,368,1
12,3084,1
11,231,1
7,196,1
12,6000,1
11,2024,1
4,24,1
9,72,1
6,876,1
8,400,1
8,200,1
10,1620,1
10,2620,1
7,350,1
6,150,1
12,264,1
14,168,1
10,70,1
13,5070,1
8,344,1
10,500,1
11,627,1
9,261,1
8,128,1
8,368,1
9,3123,1
9,432,1
10,350,1
9,873,1
8,96,1
8,456,1
6,1086,1
8,304,1
8,320,1
4,48,1
9,171,1
5,105,1
10,40,1
9,972,1
9,108,1
10,2820,1
7,231,1
8,272,1
1,89,1
6,72,1
9,180,1
8,344,1
9,621,1
8,576,1
9,468,1
5,65,1
9,441,1
8,40,1
11,99,1
5,60,1
8,1008,1
7,161,1
8,160,1
5,65,1
9,270,1
8,552,1
10,360,1
9,126,1
6,120,1
9,360,1
6,66,1
8,56,1
7,1491,1
8,168,1
14,3556,1
9,1548,1
11,1848,1
7,602,1
5,55,1
5,95,1
9,4581,1
7,56,1
9,63,1
8,72,1
10,1210,1
6,582,1
8,120,1
7,763,1
13,1755,1
7,420,1
7,77,1
9,4572,1
8,984,1
9,1080,1
9,171,1
10,2270,1
12,960,1
5,65,1
7,378,1
8,104,1
11,1056,1
8,600,1
8,96,1
10,370,1
4,124,1
10,460,1
9,684,1
13,3458,1
10,410,1
11,2981,1
8,568,1
11,1309,1
11,121,1
7,84,1
8,576,1
8,224,1
12,1068,1
4,40,1
7,77,1
5,25,1
7,427,1
8,344,1
8,4184,1
7,525,1
7,434,1
10,270,1
8,472,1
8,2088,1
7,28,1
7,301,1
10,200,1
6,576,1
8,2384,1
12,96,1
5,75,1
8,104,1
7,1071,1
11,1111,1
9,324,1
9,792,1
13,4524,1
37,3737,1
8,136,1
11,3784,1
8,160,1
22,1518,1
9,315,1
10,610,1
13,2483,1
7,504,1
11,88,1
10,2920,1
18,1152,1
5,40,1
8,600,1
7,126,1
7,70,1
9,315,1
12,528,1
9,144,1
11,693,1
6,96,1
7,119,1
11,242,1
10,2710,1
13,1976,1
7,595,1
8,792,1
12,4020,1
11,330,1
9,1494,1
13,3601,1
10,1310,1
8,64,1
9,2358,1
7,56,1
9,4545,1
10,290,1
8,1568,1
17,408,1
11,2090,1
8,2184,1
7,1505,1
9,1053,1
9,738,1
7,112,1
9,441,1
7,238,1
9,738,1
8,208,1
9,360,1
7,1673,1
7,280,1
7,35,1
7,896,1
10,590,1
6,150,1
7,77,1
11,539,1
13,130,1
8,208,1
7,112,1
9,369,1
8,56,1
8,144,1
9,1386,1
9,63,1
8,2736,1
8,672,1
10,1270,1
8,120,1
10,990,1
9,351,1
9,297,1
12,1236,1
9,3222,1
7,154,1
9,711,1
8,200,1
10,320,1
8,96,1
7,161,1
6,102,1
9,378,1
7,609,1
4,96,1
12,468,1
5,40,1
10,980,1
9,909,1
8,72,1
7,1337,1
24,6720,1
9,1260,1
9,1674,1
8,128,1
9,1998,1
11,902,1
9,4428,1
22,1584,1
7,70,1
9,4572,1
13,4550,1
10,90,1
7,119,1
9,909,1
7,217,1
10,980,1
7,847,1
10,510,1
7,777,1
8,136,1
9,468,1
8,72,1
16,192,1
5,485,1
10,430,1
9,198,1
8,240,1
7,56,1
10,1240,1
10,850,1
12,1008,1
9,1647,1
14,2618,1
7,126,1
11,374,1
9,918,1
10,390,1
6,348,1
9,486,1
13,494,1
10,520,1
18,2844,1
8,56,1
10,390,1
8,120,1
8,320,1
9,108,1
5,195,1
22,572,1
7,119,1
10,3980,1
8,96,1
7,189,1
6,72,1
1,200,1
10,120,1
7,49,1
8,120,1
5,60,1
10,110,1
23,8533,1
9,180,1
11,286,1
7,238,1
9,189,1
11,2431,1
6,186,1
9,252,1
8,144,1
9,2502,1
6,60,1
11,495,1
9,1656,1
14,378,1
7,28,1
9,207,1
7,280,1
5,50,1
9,261,1
9,3267,1
8,56,1
9,738,1
8,96,1
9,576,1
7,175,1
8,312,1
9,1566,1
8,224,1
10,340,1
10,190,1
10,1280,1
9,801,1
7,1057,1
9,9,1
8,560,1
8,184,1
8,64,1
11,561,1
12,156,1
8,136,1
8,424,1
25,7300,1
8,144,1
5,215,1
5,65,1
22,1562,1
14,4172,1
10,230,1
60,3420,1
8,312,1
8,616,1
7,322,1
8,536,1
10,4130,1
9,369,1
9,2250,1
13,5317,1
10,190,1
8,496,1
7,133,1
13,5720,1
8,168,1
11,880,1
7,875,1
5,145,1
5,90,1
13,871,1
8,248,1
13,4797,1
14,4494,1
9,1539,1
9,2403,1
12,1416,1
9,90,1
10,290,1
27,2862,1
8,1200,1
9,324,1
8,104,1
10,1200,1
10,610,1
9,2790,1
7,161,1
10,410,1
9,360,1
12,264,1
8,184,1
14,5852,1
7,1526,1
8,424,1
7,259,1
5,575,1
7,63,1
9,387,1
8,128,1
9,342,1
9,4806,1
9,1620,1
9,2466,1
25,8500,1
9,2889,1
6,294,1
10,1210,1
10,5350,1
7,266,1
8,112,1
8,192,1
8,200,1
6,108,1
24,6720,1
16,5504,1
24,4752,1
8,40,1
6,78,1
1,109,1
8,1488,1
7,84,1
10,160,1
5,60,1
8,632,1
9,423,1
6,102,1
8,1056,1
5,40,1
12,1008,1
8,1936,1
11,352,1
6,576,1
7,980,1
9,288,1
9,117,1
10,130,1
9,1665,1
9,927,1
5,60,1
6,42,1
7,490,1
7,140,1
9,459,1
7,91,1
9,576,1
5,470,1
9,1458,1
8,200,1
6,186,1
7,434,1
10,1310,1
7,140,1
7,700,1
5,475,1
9,828,1
5,490,1
9,747,1
7,287,1
11,1650,1
24,4080,1
6,36,1
16,5392,1
5,95,1
11,2992,1
4,80,1
11,1034,1
8,152,1
13,2964,1
14,532,1
7,77,1
9,999,1
12,492,1
1,22,1
10,2280,1
13,3107,1
11,231,1
6,558,1
8,416,1
8,296,1
8,184,1
8,128,1
8,184,1
10,140,1
9,1116,1
11,242,1
8,328,1
10,610,1
14,476,1
7,392,1
9,1926,1
9,765,1
7,182,1
7,1379,1
7,1176,1
10,1840,1
8,72,1
7,231,1
9,4599,1
7,140,1
7,238,1
8,200,1
16,5872,1
9,234,1
8,184,1
9,1773,1
14,5096,1
9,1080,1
10,1000,1
10,1970,1
1,9,1
6,84,1
9,1809,1
8,264,1
8,1400,1
22,1584,1
9,225,1
9,378,1
9,576,1
10,870,1
5,40,1
22,1562,1
8,864,1
8,1536,1
7,35,1
9,144,1
7,217,1
6,234,1
11,1199,1
8,80,1
10,180,1
10,5350,1
11,2035,1
5,155,1
23,2001,1
7,147,1
8,656,1
9,2511,1
9,999,1
9,774,1
10,600,1
9,396,1
9,414,1
12,144,1
9,396,1
9,378,1
6,42,1
7,686,1
12,1488,1
9,1512,1
6,114,1
9,153,1
7,84,1
8,96,1
6,618,1
9,639,1
10,120,1
10,770,1
9,747,1
10,640,1
7,49,1
8,664,1
1,7,1
14,1974,1
8,24,1
8,104,1
10,1570,1
9,81,1
10,440,1
7,2422,1
9,324,1
9,765,1
11,2992,1
8,136,1
7,833,1
12,1080,1
15,915,1
3,9,1
9,180,1
11,583,1
79,12561,1
10,320,1
8,432,1
14,5558,1
9,1521,1
10,610,1
9,180,1
20,640,1
8,1440,1
9,405,1
10,2710,1
7,497,1
7,280,1
10,210,1
8,112,1
11,484,1
11,924,1
7,182,1
11,935,1
7,497,1
8,200,1
7,119,1
11,209,1
8,248,1
7,1351,1
7,399,1
7,252,1
6,540,1
8,936,1
7,1323,1
7,175,1
24,6744,1
8,112,1
8,3184,1
11,385,1
5,495,1
8,112,1
9,1566,1
11,1815,1
12,4968,1
7,84,1
9,729,1
9,1107,1
7,371,1
9,738,1
6,12,1
7,280,1
9,108,1
9,684,1
28,896,1
11,1507,1
10,5110,1
5,30,1
8,256,1
10,1760,1
8,656,1
10,1510,1
7,2205,1
10,430,1
5,190,1
6,66,1
8,72,1
9,2358,1
7,28,1
8,1480,1
1,40,1
7,112,1
7,224,1
13,4446,1
9,1098,1
25,4450,1
3,12,1
9,198,1
10,790,1
7,322,1
10,1180,1
9,144,1
8,72,1
7,119,1
9,2439,1
8,328,1
8,800,1
9,729,1
10,550,1
5,25,1
10,670,1
8,56,1
8,88,1
10,210,1
6,54,1
5,405,1
8,296,1
11,957,1
7,322,1
10,810,1
11,2871,1
10,460,1
9,369,1
8,96,1
7,42,1
5,35,1
13,6331,1
12,2112,1
11,1056,1
4,24,1
10,2610,1
6,594,1
13,3783,1
10,270,1
10,300,1
8,280,1
7,175,1
14,2170,1
12,1224,1
9,963,1
8,664,1
12,1380,1
9,81,1
7,91,1
11,275,1
9,738,1
10,1730,1
24,6720,1
7,56,1
7,602,1
8,96,1
9,963,1
6,234,1
10,330,1
13,117,1
9,1152,1
9,891,1
5,30,1
24,6768,1
6,564,1
8,280,1
11,2992,1
7,147,1
10,1010,1
6,42,1
9,3069,1
11,319,1
7,98,1
8,152,1
8,568,1
8,600,1
7,147,1
10,2680,1
10,2720,1
9,315,1
11,781,1
6,120,1
9,576,1
10,2610,1
5,375,1
12,744,1
9,657,1
5,20,1
7,70,1
10,100,1
1,41,1
5,65,1
7,133,1
6,60,1
7,91,1
8,2752,1
5,35,1
12,3684,1
11,209,1
5,65,1
11,1397,1
8,552,1
11,506,1
8,392,1
9,423,1
8,656,1
11,3333,1
8,560,1
9,1665,1
27,3105,1
7,49,1
12,96,1
8,440,1
12,84,1
9,648,1
7,63,1
12,264,1
8,32,1
10,480,1
9,1674,1
9,1719,1
6,210,1
12,3132,1
7,413,1
23,460,1
10,2800,1
7,105,1
77,20867,1
7,329,1
8,784,1
26,9828,1
6,84,1
9,468,1
11,88,1
12,1464,1
9,81,1
9,189,1
5,35,1
16,3392,1
9,108,1
11,2882,1
16,6560,1
9,819,1
9,1899,1
6,114,1
6,162,1
9,180,1
9,198,1
9,954,1
25,7300,1
5,75,1
8,1720,1
7,644,1
11,2882,1
9,450,1
9,324,1
7,1505,1
8,120,1
9,216,1
9,567,1
9,171,1
8,360,1
10,3250,1
14,1624,1
14,5628,1
9,441,1
7,210,1
9,1539,1
8,96,1
9,1485,1
5,60,1
12,3264,1
5,35,1
10,90,1
11,2871,1
10,5060,1
7,91,1
7,161,1
1,7,1
5,350,1
14,252,1
8,1832,1
7,231,1
8,224,1
7,644,1
8,96,1
6,42,1
6,1302,1
24,11304,1
8,872,1
8,680,1
13,1729,1
8,1720,1
1,36,1
8,64,1
10,100,1
9,720,1
5,190,1
8,560,1
6,684,1
23,598,1
6,564,1
9,684,1
9,234,1
6,54,1
5,40,1
10,350,1
8,800,1
14,5530,1
17,391,1
9,369,1
13,1508,1
8,232,1
11,352,1
8,4080,1
11,3333,1
12,852,1
7,525,1
8,72,1
5,140,1
8,744,1
9,738,1
10,690,1
7,1267,1
11,330,1
9,189,1
8,256,1
6,78,1
10,180,1
11,3707,1
8,96,1
8,296,1
8,472,1
9,576,1
5,160,1
11,1298,1
8,304,1
9,288,1
10,300,1
7,140,1
8,32,1
11,165,1
8,80,1
11,2981,1
8,72,1
9,360,1
10,460,1
11,4796,1
9,468,1
9,999,1
9,1674,1
7,434,1
8,512,1
7,252,1
8,168,1
16,384,1
9,333,1
6,84,1
9,126,1
9,2448,1
8,120,1
7,210,1
7,238,1
11,1342,1
9,1233,1
26,4420,1
10,980,1
7,980,1
9,2070,1
9,423,1
2,22,1
10,380,1
10,160,1
6,36,1
10,930,1
8,240,1
10,5100,1
5,145,1
9,396,1
7,42,1
5,25,1
17,374,1
7,28,1
9,1134,1
7,455,1
5,50,1
8,176,1
6,426,1
9,180,1
6,78,1
7,49,1
8,984,1
6,96,1
11,187,1
8,80,1
13,5291,1
7,805,1
28,1260,1
6,258,1
7,231,1
7,441,1
10,330,1
10,180,1
5,40,1
5,25,1
9,747,1
8,792,1
7,42,1
10,140,1
9,1242,1
7,105,1
10,860,1
5,165,1
11,2981,1
9,684,1
8,976,1
17,1802,1
10,230,1
8,96,1
11,781,1
11,253,1
7,749,1
7,343,1
8,56,1
7,77,1
8,104,1
4,88,1
11,1837,1
8,48,1
11,352,1
5,255,1
13,429,1
9,963,1
9,522,1
6,564,1
7,245,1
12,3252,1
9,360,1
8,584,1
9,153,1
8,792,1
11,924,1
3,168,1
6,78,1
7,441,1
8,240,1
7,560,1
6,174,1
9,99,1
9,2403,1
9,1629,1
8,72,1
6,84,1
11,1067,1
8,472,1
5,65,1
12,120,1
9,126,1
11,2145,1
7,63,1
9,162,1
8,320,1
8,280,1
8,480,1
11,1309,1
7,266,1
7,245,1
3,12,1
10,570,1
8,112,1
11,3927,1
11,715,1
8,152,1
5,115,1
8,104,1
6,636,1
8,1920,1
8,328,1
6,174,1
7,119,1
4,548,1
10,660,1
5,35,1
8,584,1
12,2784,1
9,1494,1
12,732,1
6,18,1
10,310,1
16,4944,1
12,120,1
8,336,1
6,192,1
8,96,1
7,2422,1
7,224,1
8,176,1
10,1850,1
10,800,1
6,66,1
87,10092,1
6,24,1
9,405,1
10,330,1
8,120,1
17,408,1
13,481,1
9,387,1
19,2470,1
6,84,1
11,3025,1
10,180,1
12,96,1
8,656,1
10,2360,1
10,1010,1
7,133,1
11,352,1
12,1008,1
11,869,1
12,3024,1
9,657,1
8,312,1
8,72,1
14,798,1
11,1067,1
10,90,1
7,133,1
9,297,1
9,693,1
14,5698,1
7,1001,1
8,336,1
10,2560,1
9,729,1
7,280,1
14,6160,1
6,78,1
10,200,1
7,154,1
9,1359,1
9,234,1
8,256,1
10,630,1
8,280,1
9,333,1
5,480,1
8,752,1
7,140,1
7,259,1
7,455,1
13,585,1
7,1204,1
10,800,1
12,96,1
9,1629,1
9,855,1
9,342,1
7,147,1
9,378,1
7,1106,1
10,480,1
7,49,1
17,3451,1
7,98,1
10,3030,1
10,1550,1
8,864,1
9,1755,1
10,1620,1
1,12,1
25,2100,1
16,6640,1
17,374,1
9,162,1
7,2625,1
10,480,1
17,578,1
12,996,1
9,144,1
9,828,1
9,945,1
9,225,1
6,1956,1
8,1080,1
10,240,1
7,1701,1
8,128,1
9,369,1
8,32,1
3,9,1
11,836,1
10,300,1
7,63,1
7,266,1
7,98,1
7,252,1
14,3276,1
10,330,1
10,2600,1
10,1550,1
7,490,1
8,1240,1
10,60,1
5,15,1
8,96,1
6,300,1
10,1500,1
7,77,1
6,114,1
12,1416,1
13,494,1
9,423,1
8,56,1
8,144,1
11,88,1
10,180,1
9,288,1
19,3819,1
10,670,1
1,143,1
8,240,1
8,104,1
10,1220,1
16,6384,1
7,77,1
14,868,1
9,297,1
3,9,1
7,112,1
9,1575,1
6,84,1
9,1107,1
11,209,1
7,665,1
9,432,1
10,440,1
13,1599,1
9,144,1
7,133,1
7,147,1
17,408,1
3,15,1
11,990,1
9,2250,1
7,91,1
8,144,1
9,738,1
8,1032,1
7,1246,1
13,4186,1
7,560,1
9,189,1
9,144,1
10,250,1
7,105,1
16,5744,1
14,2814,1
11,473,1
9,1962,1
9,1431,1
9,954,1
10,230,1
1,25,1
13,494,1
6,486,1
10,750,1
8,144,1
11,2992,1
4,276,1
8,624,1
11,154,1
8,72,1
11,2992,1
9,117,1
4,456,1
13,1352,1
13,325,1
24,3768,1
14,5768,1
10,180,1
10,2620,1
9,306,1
10,280,1
9,711,1
5,195,1
11,363,1
5,195,1
17,6851,1
12,336,1
7,98,1
1,77,1
10,1370,1
8,64,1
7,112,1
11,704,1
9,2997,1
9,504,1
8,288,1
16,704,1
10,1260,1
5,95,1
11,2992,1
8,200,1
6,60,1
8,376,1
6,276,1
12,516,1
9,162,1
10,250,1
9,1062,1
7,1197,1
10,2840,1
7,175,1
10,2850,1
22,1540,1
5,195,1
7,672,1
5,590,1
10,80,1
8,64,1
8,1240,1
10,2710,1
9,936,1
9,675,1
7,49,1
13,2938,1
8,184,1
13,2444,1
6,456,1
8,312,1
9,900,1
8,1664,1
9,756,1
13,1079,1
5,20,1
7,1141,1
4,372,1
10,230,1
6,162,1
9,162,1
9,531,1
8,112,1
11,1386,1
10,200,1
12,96,1
6,66,1
9,3087,1
10,3090,1
8,184,1
9,378,1
2,62,1
7,91,1
10,150,1
6,102,1
9,297,1
9,1656,1
7,1498,1
8,256,1
36,6696,1
11,462,1
7,140,1
5,120,1
38,3648,1
7,98,1
8,336,1
7,231,1
7,294,1
7,210,1
10,2620,1
7,98,1
10,180,1
7,413,1
7,182,1
6,54,1
26,7644,1
5,65,1
7,441,1
19,8645,1
6,258,1
8,168,1
9,108,1
13,494,1
5,215,1
25,4650,1
1,65,1
7,1617,1
8,720,1
9,738,1
9,441,1
7,147,1
9,1350,1
12,3264,1
10,510,1
6,12,1
13,2951,1
9,477,1
6,186,1
9,576,1
10,1220,1
9,333,1
10,130,1
9,720,1
10,590,1
9,207,1
5,145,1
11,407,1
9,495,1
8,488,1
9,243,1
7,77,1
5,135,1
11,1771,1
7,56,1
7,399,1
9,153,1
4,64,1
7,77,1
5,210,1
11,242,1
8,272,1
9,261,1
7,35,1
8,96,1
6,162,1
1,123,1
11,220,1
7,1274,1
8,560,1
7,189,1
6,36,1
8,160,1
8,192,1
9,297,1
8,112,1
6,276,1
16,1440,1
4,40,1
13,1040,1
17,1632,1
10,310,1
6,132,1
8,656,1
9,4590,1
14,1372,1
8,104,1
8,176,1
8,48,1
8,552,1
11,275,1
8,96,1
12,540,1
7,112,1
8,256,1
7,329,1
9,720,1
8,2824,1
7,245,1
10,860,1
9,4590,1
7,91,1
5,30,1
9,81,1
8,288,1
8,160,1
9,108,1
8,64,1
3,9,1
12,264,1
7,392,1
10,310,1
8,2552,1
7,217,1
9,585,1
5,95,1
9,144,1
7,224,1
9,4590,1
7,77,1
5,130,1
7,217,1
8,1936,1
7,238,1
10,980,1
9,2736,1
7,266,1
7,161,1
10,1190,1
3,9,1
9,333,1
18,864,1
6,78,1
6,324,1
7,1099,1
9,144,1
5,65,1
11,1232,1
10,830,1
6,168,1
7,210,1
8,288,1
9,423,1
7,77,1
8,1256,1
11,2013,1
8,376,1
9,486,1
8,128,1
9,2529,1
9,162,1
7,378,1
10,820,1
9,180,1
9,603,1
1,35,1
8,64,1
8,144,1
3,48,1
12,5964,1
10,3360,1
6,78,1
8,112,1
7,273,1
10,2490,1
10,3300,1
8,264,1
7,182,1
23,2116,1
8,128,1
9,153,1
5,260,1
8,264,1
23,4554,1
10,330,1
11,3212,1
7,203,1
9,54,1
6,114,1
11,891,1
9,1611,1
5,40,1
16,1936,1
8,824,1
8,96,1
6,84,1
9,171,1
8,152,1
8,232,1
8,808,1
8,592,1
6,42,1
6,126,1
7,203,1
8,200,1
8,232,1
11,352,1
4,44,1
12,2484,1
8,32,1
13,1573,1
9,378,1
10,1430,1
8,152,1
7,1050,1
14,616,1
11,781,1
10,2710,1
8,336,1
15,5340,1
10,500,1
14,3976,1
8,1680,1
7,14,1
6,114,1
11,814,1
7,343,1
8,408,1
10,630,1
10,650,1
5,75,1
11,803,1
11,242,1
7,70,1
8,368,1
9,288,1
8,56,1
6,72,1
10,190,1
9,702,1
8,328,1
6,414,1
8,608,1
7,126,1
12,1176,1
10,220,1
9,2655,1
9,135,1
11,121,1
7,126,1
11,2079,1
9,1548,1
9,4815,1
7,42,1
8,224,1
6,198,1
9,639,1
11,242,1
8,2168,1
13,741,1
7,1680,1
10,190,1
8,40,1
9,144,1
11,1694,1
12,3408,1
10,470,1
18,3330,1
1,42,1
12,1416,1
7,49,1
11,286,1
10,180,1
8,240,1
13,1508,1
7,119,1
5,10,1
7,2723,1
8,72,1
11,385,1
7,140,1
9,2250,1
6,24,1
9,1359,1
24,4248,1
10,4990,1
8,408,1
1,33,1
7,238,1
7,126,1
10,390,1
24,8160,1
10,40,1
24,4464,1
25,7350,1
5,70,1
9,198,1
5,100,1
6,24,1
9,378,1
9,1638,1
10,850,1
14,1428,1
7,161,1
9,324,1
8,424,1
6,78,1
5,265,1
17,4165,1
9,288,1
7,259,1
8,272,1
7,140,1
9,1449,1
11,319,1
10,220,1
8,128,1
9,99,1
6,84,1
9,1467,1
8,32,1
14,3822,1
4,24,1
8,56,1
10,220,1
8,640,1
7,98,1
6,576,1
8,192,1
8,72,1
13,4199,1
8,472,1
6,102,1
9,1494,1
5,50,1
12,600,1
5,95,1
11,220,1
9,396,1
9,1098,1
9,216,1
8,48,1
7,119,1
12,1416,1
6,240,1
10,3300,1
14,798,1
8,256,1
8,536,1
2,28,2
2,196,2
37,37,2
1,98,2
2,32,2
2,1070,2
1,8,2
2,1076,2
12,3336,2
2,18,2
1,43,2
2,892,2
1,16,2
3,1650,2
1,255,2
1,9,2
1,279,2
1,12,2
3,549,2
1,26,2
24,12240,2
6,234,2
1,44,2
1,13,2
2,28,2
2,126,2
5,1400,2
1,199,2
2,36,2
2,1072,2
1,37,2
5,1665,2
1,16,2
3,1611,2
1,75,2
