@relation page-blocks

@attribute Height numeric
@attribute Blackand numeric
@attribute Class {1,2,3,4,5}

@data
10,961,1
10,902,1
9,1292,1
9,1350,1
7,135,1
7,47,1
11,900,1
8,1643,1
15,422,1
7,211,1
11,102,1
10,1587,1
10,686,1
10,421,1
11,1951,1
13,450,1
7,138,1
9,133,1
9,141,1
9,170,1
10,656,1
9,36,1
7,83,1
9,546,1
7,232,1
1,42,1
10,682,1
8,480,1
5,436,1
9,699,1
7,135,1
8,180,1
12,960,1
9,154,1
5,313,1
10,1401,1
4,74,1
9,598,1
9,424,1
10,1577,1
9,1629,1
9,126,1
7,476,1
9,518,1
6,242,1
13,472,1
7,86,1
24,7295,1
9,669,1
9,639,1
1,143,1
14,774,1
8,310,1
7,718,1
10,1423,1
11,779,1
7,310,1
8,176,1
11,1781,1
10,840,1
14,3093,1
10,417,1
8,80,1
13,473,1
8,309,1
10,357,1
6,42,1
10,851,1
5,26,1
9,307,1
1,32,1
8,398,1
11,106,1
5,367,1
6,477,1
8,65,1
10,1811,1
7,87,1
16,3146,1
8,582,1
11,134,1
10,1272,1
8,203,1
8,129,1
11,491,1
5,36,1
10,263,1
9,1165,1
11,270,1
9,196,1
10,394,1
8,1764,1
9,276,1
8,145,1
9,223,1
9,250,1
9,1530,1
9,1725,1
9,400,1
6,150,1
13,2682,1
7,1112,1
15,113,1
8,366,1
8,186,1
11,428,1
16,335,1
10,30,1
10,1051,1
7,102,1
8,272,1
5,90,1
5,45,1
7,245,1
8,382,1
7,256,1
11,87,1
25,11482,1
7,194,1
8,397,1
5,100,1
9,384,1
8,78,1
8,336,1
8,89,1
8,39,1
6,77,1
7,74,1
8,769,1
7,272,1
7,529,1
10,332,1
6,370,1
15,1526,1
12,2914,1
12,193,1
17,3433,1
25,6796,1
14,3424,1
10,365,1
11,151,1
9,1129,1
9,2847,1
14,2924,1
7,49,1
7,372,1
11,231,1
8,298,1
17,316,1
8,75,1
8,1208,1
10,178,1
11,629,1
9,527,1
6,428,1
7,123,1
13,221,1
11,77,1
9,2960,1
8,216,1
7,373,1
9,770,1
7,1053,1
7,91,1
8,66,1
6,64,1
9,606,1
8,46,1
9,809,1
7,77,1
10,181,1
24,1758,1
7,234,1
9,1455,1
5,82,1
13,1532,1
7,91,1
20,358,1
28,4369,1
8,323,1
6,63,1
9,296,1
8,1143,1
6,33,1
8,87,1
8,162,1
11,200,1
9,132,1
10,272,1
5,36,1
10,1123,1
8,391,1
7,67,1
9,705,1
8,95,1
7,208,1
10,267,1
5,58,1
8,119,1
7,549,1
8,972,1
9,243,1
9,306,1
10,2248,1
14,449,1
13,3988,1
14,268,1
9,276,1
9,819,1
8,64,1
7,107,1
8,283,1
9,491,1
6,45,1
6,311,1
7,160,1
9,243,1
9,218,1
9,2001,1
9,309,1
5,65,1
7,134,1
7,514,1
10,881,1
6,239,1
7,457,1
5,47,1
8,136,1
8,383,1
5,39,1
6,97,1
9,1142,1
7,180,1
11,176,1
6,228,1
1,91,1
6,74,1
8,189,1
9,2164,1
8,109,1
28,6057,1
7,301,1
9,377,1
7,122,1
8,382,1
8,85,1
8,283,1
7,122,1
10,60,1
5,172,1
17,243,1
1,14,1
11,99,1
8,419,1
6,245,1
8,1283,1
13,3176,1
17,342,1
9,1654,1
16,4480,1
6,64,1
10,323,1
9,1288,1
11,764,1
8,481,1
8,227,1
6,19,1
10,1995,1
9,1655,1
7,359,1
9,1050,1
9,346,1
9,186,1
10,147,1
9,387,1
10,112,1
7,244,1
6,493,1
11,995,1
11,366,1
10,1186,1
9,1351,1
6,385,1
9,59,1
3,27,1
10,80,1
8,229,1
10,1451,1
9,324,1
9,599,1
11,140,1
7,77,1
8,197,1
8,366,1
8,512,1
6,106,1
9,673,1
10,388,1
24,3131,1
5,14,1
5,76,1
9,103,1
7,195,1
8,348,1
8,187,1
11,41,1
9,698,1
6,160,1
24,3987,1
11,97,1
7,142,1
10,1244,1
11,250,1
14,1285,1
10,166,1
8,441,1
6,120,1
7,167,1
8,168,1
8,575,1
7,210,1
8,178,1
11,186,1
10,221,1
10,1226,1
6,68,1
11,807,1
8,117,1
17,4522,1
9,246,1
6,43,1
9,238,1
7,130,1
7,68,1
10,846,1
6,101,1
4,7,1
5,97,1
9,698,1
8,325,1
7,175,1
8,74,1
10,281,1
10,524,1
6,331,1
10,2257,1
7,27,1
7,77,1
7,154,1
8,130,1
7,56,1
12,1039,1
15,610,1
7,117,1
8,146,1
11,909,1
8,49,1
8,1589,1
38,4199,1
8,230,1
8,197,1
10,164,1
8,59,1
13,723,1
7,71,1
9,733,1
28,680,1
7,296,1
8,182,1
7,49,1
7,233,1
7,51,1
10,295,1
13,2750,1
7,248,1
7,234,1
9,1633,1
7,217,1
71,659,1
8,89,1
7,71,1
9,1303,1
8,102,1
6,414,1
8,32,1
24,3905,1
24,6088,1
10,47,1
7,31,1
12,1132,1
11,678,1
5,80,1
5,13,1
9,231,1
10,931,1
7,60,1
12,225,1
7,106,1
7,712,1
10,155,1
12,63,1
6,562,1
11,740,1
6,17,1
10,455,1
9,2425,1
10,1942,1
11,1071,1
9,71,1
6,72,1
11,71,1
9,336,1
11,251,1
10,89,1
8,443,1
9,399,1
9,280,1
9,140,1
5,60,1
9,349,1
6,146,1
7,124,1
8,95,1
11,40,1
12,1957,1
10,404,1
7,126,1
8,116,1
10,2139,1
5,35,1
8,1001,1
24,4075,1
16,4157,1
11,81,1
5,176,1
9,90,1
6,419,1
8,1240,1
8,433,1
8,650,1
8,511,1
7,66,1
7,195,1
12,312,1
10,348,1
10,1625,1
9,603,1
7,106,1
9,69,1
8,153,1
7,228,1
7,54,1
8,289,1
7,332,1
22,1343,1
8,205,1
7,946,1
8,98,1
9,146,1
9,3063,1
7,249,1
7,443,1
8,146,1
14,3467,1
9,401,1
7,490,1
6,88,1
6,72,1
18,453,1
12,48,1
8,532,1
6,462,1
8,87,1
9,228,1
6,24,1
9,296,1
8,128,1
8,634,1
9,759,1
8,222,1
10,177,1
8,142,1
7,25,1
11,205,1
7,591,1
9,556,1
8,223,1
7,73,1
9,108,1
8,115,1
8,103,1
7,94,1
13,701,1
7,133,1
13,3069,1
11,915,1
13,407,1
12,784,1
10,2763,1
9,302,1
9,367,1
9,137,1
7,93,1
8,176,1
8,713,1
9,1536,1
7,54,1
7,58,1
9,1008,1
9,935,1
7,189,1
5,192,1
8,124,1
8,258,1
9,210,1
9,1201,1
10,1002,1
9,1225,1
7,178,1
5,84,1
9,157,1
8,43,1
7,285,1
9,250,1
11,1711,1
8,1235,1
10,1765,1
10,173,1
12,3568,1
6,33,1
7,391,1
7,75,1
10,336,1
7,287,1
13,3291,1
9,1659,1
5,354,1
8,412,1
12,2687,1
14,2621,1
8,110,1
10,1916,1
10,401,1
7,88,1
7,129,1
1,50,1
9,371,1
9,192,1
7,437,1
14,2689,1
8,208,1
8,56,1
8,435,1
9,348,1
7,186,1
8,9,1
7,157,1
6,605,1
8,177,1
11,302,1
9,263,1
6,438,1
14,1919,1
9,483,1
7,89,1
9,708,1
5,45,1
13,1912,1
11,902,1
8,3066,1
9,352,1
10,753,1
7,49,1
10,781,1
5,33,1
7,176,1
7,252,1
10,169,1
8,298,1
5,80,1
9,594,1
7,211,1
1,40,1
10,122,1
8,236,1
8,94,1
7,103,1
2,110,1
10,313,1
19,100,1
9,346,1
5,161,1
8,1146,1
8,95,1
10,145,1
6,1041,1
17,121,1
6,410,1
8,296,1
7,527,1
9,687,1
13,4453,1
13,3262,1
5,59,1
8,338,1
9,501,1
7,53,1
8,370,1
8,494,1
8,258,1
6,160,1
5,15,1
9,1230,1
9,807,1
6,43,1
1,95,1
10,1908,1
10,157,1
8,73,1
9,371,1
16,359,1
7,262,1
10,389,1
7,159,1
6,113,1
8,355,1
9,74,1
8,31,1
8,379,1
6,519,1
10,995,1
8,307,1
5,15,1
8,8,1
8,388,1
8,88,1
26,7118,1
9,178,1
9,169,1
9,245,1
6,107,1
5,77,1
9,106,1
12,2062,1
8,194,1
6,119,1
8,156,1
12,697,1
6,37,1
8,223,1
10,697,1
11,2071,1
8,251,1
8,204,1
8,162,1
7,225,1
5,185,1
8,463,1
10,1144,1
11,230,1
5,319,1
8,383,1
7,287,1
10,1434,1
10,67,1
8,77,1
10,1896,1
7,56,1
10,248,1
8,346,1
7,1294,1
8,590,1
25,4611,1
5,32,1
7,206,1
10,434,1
10,70,1
8,90,1
7,247,1
12,89,1
5,129,1
12,2626,1
7,120,1
7,182,1
7,236,1
6,215,1
11,711,1
8,1357,1
6,31,1
5,53,1
10,543,1
8,93,1
36,4382,1
8,144,1
9,1154,1
5,215,1
7,37,1
8,87,1
14,759,1
6,408,1
9,59,1
12,1290,1
9,650,1
10,726,1
10,77,1
6,458,1
8,192,1
7,70,1
5,41,1
5,14,1
9,439,1
6,438,1
7,337,1
9,231,1
7,418,1
9,145,1
8,44,1
7,247,1
11,1238,1
8,419,1
12,2471,1
8,163,1
7,462,1
6,52,1
5,27,1
6,541,1
3,72,1
14,143,1
7,364,1
10,186,1
7,19,1
10,773,1
9,356,1
13,3582,1
7,39,1
8,73,1
11,1635,1
8,465,1
5,43,1
9,813,1
10,124,1
7,1254,1
1,200,1
8,400,1
8,40,1
10,318,1
7,71,1
7,316,1
8,85,1
7,112,1
9,320,1
7,72,1
7,111,1
7,77,1
7,76,1
11,627,1
8,329,1
8,200,1
10,246,1
11,1337,1
9,201,1
9,43,1
9,395,1
12,738,1
9,821,1
10,131,1
6,66,1
7,122,1
7,310,1
10,972,1
12,935,1
11,481,1
10,586,1
14,2378,1
17,1128,1
9,570,1
9,959,1
11,1693,1
5,145,1
10,303,1
8,36,1
7,518,1
14,2675,1
19,136,1
8,685,1
8,704,1
9,559,1
8,157,1
8,104,1
8,236,1
11,462,1
9,654,1
12,1449,1
9,820,1
10,146,1
7,660,1
1,9,1
8,112,1
9,440,1
7,79,1
28,667,1
7,47,1
8,112,1
9,618,1
4,38,1
8,377,1
9,1597,1
5,45,1
9,846,1
28,2163,1
10,53,1
5,402,1
24,2800,1
5,150,1
8,49,1
8,72,1
5,48,1
8,97,1
11,861,1
7,85,1
8,1210,1
9,326,1
5,191,1
12,132,1
5,52,1
38,2201,1
17,1226,1
12,2241,1
7,59,1
9,65,1
7,320,1
10,170,1
9,284,1
9,1168,1
7,161,1
14,2097,1
9,536,1
1,18,1
9,1309,1
7,200,1
9,369,1
13,4191,1
5,54,1
8,319,1
9,851,1
9,1881,1
8,233,1
6,405,1
14,2077,1
7,518,1
8,259,1
7,78,1
5,35,1
6,123,1
7,450,1
5,105,1
8,95,1
10,49,1
8,56,1
5,50,1
13,1247,1
8,248,1
9,251,1
9,1997,1
10,391,1
11,742,1
9,1727,1
5,174,1
9,466,1
6,312,1
5,278,1
11,881,1
13,462,1
8,89,1
6,238,1
3,8,1
9,1055,1
10,160,1
16,3276,1
7,214,1
9,118,1
8,432,1
10,261,1
8,47,1
7,52,1
3,37,1
7,139,1
8,323,1
5,99,1
10,72,1
7,83,1
10,163,1
10,184,1
12,49,1
7,850,1
1,65,1
8,133,1
8,1369,1
9,1503,1
8,485,1
7,328,1
7,77,1
7,110,1
6,144,1
8,52,1
5,188,1
10,586,1
14,123,1
6,496,1
8,621,1
8,467,1
8,82,1
10,110,1
8,154,1
8,90,1
7,79,1
7,181,1
7,80,1
5,20,1
7,951,1
8,208,1
7,90,1
6,84,1
10,1356,1
7,166,1
9,302,1
5,158,1
8,106,1
6,110,1
11,1045,1
7,42,1
10,481,1
7,817,1
9,72,1
11,363,1
1,36,1
10,2965,1
7,62,1
7,89,1
7,109,1
6,84,1
5,30,1
9,746,1
9,485,1
10,328,1
8,687,1
9,199,1
9,674,1
10,104,1
14,2979,1
9,792,1
9,318,1
9,1896,1
9,31,1
7,233,1
9,3457,1
7,125,1
9,2128,1
8,61,1
9,460,1
8,817,1
20,456,1
7,185,1
8,165,1
5,51,1
7,28,1
17,4481,1
8,223,1
6,105,1
9,1103,1
9,1622,1
7,180,1
7,225,1
11,2361,1
9,136,1
12,435,1
7,174,1
7,43,1
9,772,1
11,105,1
9,500,1
9,910,1
6,438,1
12,96,1
1,29,1
10,2508,1
9,796,1
9,75,1
8,56,1
7,111,1
11,884,1
9,738,1
1,118,1
8,200,1
12,71,1
10,268,1
7,238,1
8,76,1
19,208,1
7,219,1
7,270,1
7,88,1
5,169,1
10,2094,1
5,50,1
13,449,1
6,41,1
10,69,1
7,68,1
3,11,1
13,93,1
7,106,1
10,256,1
9,307,1
23,2875,1
9,2465,1
7,90,1
9,658,1
7,686,1
11,177,1
8,118,1
7,132,1
12,646,1
5,176,1
13,430,1
12,215,1
8,351,1
4,36,1
9,138,1
11,557,1
9,790,1
8,123,1
12,314,1
10,154,1
9,2323,1
9,513,1
11,72,1
8,578,1
10,213,1
10,1152,1
9,1120,1
11,425,1
10,367,1
9,1172,1
6,89,1
10,2084,1
7,84,1
10,162,1
1,12,1
8,24,1
9,235,1
24,2523,1
9,1441,1
8,725,1
7,111,1
8,38,1
9,1774,1
6,42,1
7,199,1
9,256,1
5,128,1
7,98,1
9,320,1
9,912,1
9,530,1
10,110,1
12,352,1
7,322,1
9,3073,1
14,3426,1
8,279,1
5,61,1
7,35,1
8,32,1
8,64,1
8,624,1
10,188,1
8,178,1
13,2040,1
8,527,1
8,597,1
9,494,1
8,286,1
8,86,1
9,146,1
9,299,1
8,112,1
9,783,1
2,32,1
12,613,1
1,41,1
37,2596,1
5,18,1
7,594,1
7,89,1
10,1050,1
10,180,1
6,93,1
8,102,1
11,2052,1
10,2202,1
9,676,1
6,165,1
8,1615,1
8,1213,1
7,238,1
9,374,1
11,256,1
7,33,1
6,26,1
8,335,1
8,92,1
7,240,1
8,969,1
12,141,1
10,499,1
12,2966,1
13,1821,1
8,379,1
9,349,1
9,374,1
7,171,1
8,17,1
24,7729,1
11,653,1
8,291,1
8,825,1
9,457,1
9,1020,1
10,765,1
25,2198,1
7,32,1
8,190,1
25,6670,1
9,625,1
13,2531,1
10,295,1
7,43,1
8,502,1
11,168,1
7,904,1
7,166,1
10,159,1
7,42,1
8,97,1
9,1754,1
12,557,1
10,171,1
7,85,1
4,60,1
9,261,1
13,477,1
9,357,1
9,167,1
11,955,1
9,1347,1
11,197,1
9,300,1
8,328,1
22,1368,1
10,255,1
8,56,1
10,910,1
5,30,1
5,90,1
9,146,1
9,73,1
10,273,1
9,70,1
9,357,1
8,85,1
15,3940,1
8,1246,1
2,304,1
7,26,1
5,212,1
8,543,1
8,208,1
5,149,1
9,208,1
7,221,1
11,839,1
5,344,1
9,300,1
9,171,1
10,2593,1
10,2980,1
16,160,1
4,48,1
8,365,1
7,56,1
14,2681,1
5,132,1
11,620,1
6,459,1
15,2810,1
7,666,1
9,388,1
9,849,1
7,74,1
9,285,1
9,755,1
11,356,1
10,235,1
11,162,1
22,525,1
10,3150,1
13,462,1
10,160,1
9,1060,1
10,354,1
6,38,1
7,10,1
11,112,1
16,4103,1
7,962,1
7,1164,1
10,171,1
9,1339,1
5,397,1
10,120,1
9,2262,1
8,86,1
9,603,1
11,2039,1
12,199,1
6,157,1
11,37,1
7,1712,1
7,112,1
11,283,1
12,2421,1
14,3625,1
9,672,1
13,3095,1
9,262,1
8,99,1
14,165,1
9,524,1
5,187,1
6,45,1
24,10359,1
9,845,1
9,712,1
9,211,1
10,217,1
9,276,1
11,188,1
8,57,1
10,159,1
6,486,1
10,351,1
7,413,1
8,111,1
12,2880,1
6,80,1
7,74,1
7,1069,1
10,251,1
6,23,1
9,130,1
7,1110,1
12,84,1
25,3885,1
6,39,1
9,192,1
11,743,1
41,1452,1
10,134,1
10,89,1
7,97,1
7,130,1
8,93,1
6,66,1
8,179,1
10,259,1
5,7,1
6,519,1
11,1584,1
9,1007,1
8,52,1
7,55,1
6,44,1
10,93,1
11,1035,1
10,2771,1
9,274,1
8,39,1
9,1205,1
9,352,1
9,194,1
5,110,1
9,49,1
9,844,1
12,3267,1
11,88,1
10,306,1
10,272,1
12,1102,1
8,1112,1
9,132,1
8,653,1
7,62,1
6,118,1
10,640,1
9,361,1
9,162,1
11,202,1
5,329,1
7,53,1
8,1236,1
10,332,1
8,184,1
12,559,1
10,429,1
7,123,1
6,78,1
10,1510,1
15,1626,1
7,797,1
10,212,1
7,76,1
12,153,1
9,329,1
6,72,1
8,320,1
9,544,1
9,108,1
9,997,1
14,405,1
7,77,1
9,252,1
7,98,1
7,72,1
8,319,1
8,753,1
6,35,1
8,138,1
8,213,1
9,704,1
10,469,1
6,711,1
7,207,1
16,3490,1
5,22,1
8,284,1
5,35,1
7,92,1
12,228,1
7,523,1
6,538,1
8,152,1
11,68,1
14,1804,1
9,1104,1
9,343,1
5,7,1
7,236,1
7,283,1
6,25,1
16,524,1
9,1260,1
15,471,1
8,878,1
8,1765,1
10,3646,1
8,740,1
8,372,1
9,249,1
8,249,1
6,76,1
7,141,1
5,25,1
10,142,1
3,75,1
8,229,1
8,322,1
6,149,1
5,73,1
11,53,1
12,93,1
10,357,1
7,259,1
12,2448,1
5,8,1
11,879,1
11,691,1
10,226,1
7,24,1
8,68,1
6,24,1
11,1849,1
22,2539,1
7,621,1
8,915,1
9,639,1
8,237,1
5,151,1
11,1275,1
8,159,1
8,40,1
7,157,1
9,108,1
9,231,1
1,13,1
10,146,1
9,311,1
16,4316,1
19,821,1
6,132,1
8,149,1
8,443,1
9,270,1
10,139,1
8,1052,1
26,7010,1
5,29,1
7,23,1
10,436,1
7,75,1
9,614,1
1,70,1
8,186,1
8,72,1
5,35,1
9,556,1
10,84,1
7,187,1
8,204,1
7,48,1
7,577,1
8,162,1
10,2701,1
8,53,1
11,363,1
8,492,1
5,87,1
1,42,1
9,619,1
11,414,1
10,1108,1
5,103,1
7,1039,1
7,1813,1
9,561,1
11,223,1
16,4879,1
9,765,1
8,205,1
14,2865,1
5,26,1
1,263,1
9,664,1
3,45,1
6,69,1
9,147,1
8,1621,1
7,363,1
10,619,1
5,26,1
9,347,1
6,405,1
25,4408,1
8,1382,1
11,166,1
6,106,1
10,358,1
10,786,1
7,459,1
7,1224,1
8,471,1
11,88,1
8,72,1
4,326,1
8,152,1
24,1161,1
9,322,1
10,414,1
7,287,1
8,1111,1
7,169,1
17,123,1
8,205,1
5,135,1
9,157,1
8,10,1
24,6134,1
10,351,1
6,28,1
6,461,1
10,2013,1
10,2545,1
6,107,1
14,3857,1
10,3194,1
8,56,1
9,113,1
10,631,1
7,186,1
9,38,1
1,47,1
6,109,1
10,160,1
8,73,1
9,2222,1
8,792,1
11,1898,1
7,111,1
12,546,1
8,96,1
10,46,1
7,81,1
8,62,1
14,2147,1
10,1535,1
8,217,1
8,1497,1
23,309,1
6,71,1
10,809,1
8,88,1
8,1051,1
5,157,1
9,216,1
9,356,1
7,246,1
7,93,1
6,67,1
9,667,1
8,66,1
7,43,1
7,60,1
6,40,1
8,86,1
14,3535,1
5,35,1
7,46,1
10,682,1
7,898,1
11,2038,1
10,1974,1
5,14,1
5,35,1
9,1303,1
11,970,1
10,339,1
10,62,1
10,91,1
8,1118,1
11,359,1
7,119,1
7,1099,1
8,654,1
4,24,1
7,82,1
10,360,1
11,165,1
9,250,1
7,89,1
9,617,1
9,142,1
11,1451,1
9,132,1
6,116,1
10,554,1
7,584,1
12,3544,1
10,182,1
9,409,1
8,469,1
8,119,1
10,791,1
8,266,1
11,1470,1
8,85,1
9,118,1
12,674,1
8,40,1
13,105,1
9,3167,1
9,495,1
9,355,1
10,129,1
6,180,1
7,77,1
10,766,1
8,329,1
10,585,1
8,467,1
7,274,1
8,132,1
11,1219,1
8,71,1
10,140,1
8,139,1
5,52,1
5,61,1
10,261,1
7,334,1
9,715,1
8,151,1
7,109,1
10,1959,1
10,373,1
1,249,1
11,930,1
9,1080,1
23,808,1
9,318,1
8,529,1
7,210,1
9,1082,1
7,116,1
10,1009,1
20,271,1
7,126,1
7,724,1
9,109,1
7,88,1
14,3356,1
10,170,1
8,61,1
8,97,1
6,936,1
9,118,1
9,2297,1
9,629,1
9,140,1
14,3273,1
12,984,1
9,1431,1
11,843,1
7,28,1
9,1440,1
5,15,1
23,574,1
9,602,1
9,546,1
5,85,1
6,61,1
8,11,1
6,33,1
7,226,1
11,287,1
9,1322,1
8,132,1
5,173,1
9,1537,1
7,50,1
9,628,1
5,160,1
9,327,1
7,33,1
11,108,1
8,437,1
1,35,1
3,11,1
9,333,1
11,253,1
6,233,1
11,1225,1
6,12,1
8,204,1
6,12,1
7,105,1
10,1335,1
8,790,1
7,580,1
1,77,1
5,17,1
9,380,1
14,2596,1
7,29,1
8,76,1
5,170,1
9,156,1
7,387,1
9,299,1
6,467,1
8,88,1
1,35,1
13,1343,1
8,1094,1
1,60,1
3,9,1
12,376,1
2,21,1
9,259,1
8,100,1
7,280,1
14,3022,1
9,782,1
11,693,1
9,254,1
7,645,1
10,900,1
10,445,1
6,197,1
10,575,1
10,238,1
6,152,1
7,179,1
11,502,1
10,1182,1
8,98,1
11,822,1
11,982,1
9,130,1
1,22,1
12,1922,1
10,473,1
7,217,1
6,204,1
9,769,1
8,513,1
8,82,1
6,237,1
9,822,1
7,546,1
8,326,1
10,191,1
25,4379,1
8,392,1
9,104,1
5,66,1
9,801,1
9,319,1
8,161,1
10,1107,1
7,42,1
7,125,1
9,859,1
16,5084,1
6,166,1
11,914,1
5,16,1
8,291,1
6,438,1
8,121,1
7,215,1
1,99,1
10,202,1
10,964,1
7,809,1
10,204,1
8,208,1
8,85,1
10,242,1
7,106,1
10,2215,1
9,1040,1
7,210,1
4,117,1
8,317,1
17,90,1
11,649,1
11,1152,1
10,924,1
11,711,1
12,1981,1
11,88,1
9,679,1
9,117,1
10,221,1
10,155,1
8,70,1
10,392,1
9,722,1
10,2448,1
10,874,1
7,250,1
8,276,1
7,13,1
6,84,1
10,471,1
6,448,1
8,113,1
7,1733,1
25,2338,1
10,277,1
23,2852,1
8,43,1
10,410,1
8,519,1
15,2872,1
24,6042,1
7,1000,1
7,70,1
9,72,1
8,1024,1
7,96,1
24,3822,1
9,847,1
5,23,1
8,769,1
13,3983,1
8,40,1
7,137,1
7,61,1
5,12,1
10,416,1
8,80,1
9,241,1
10,878,1
10,110,1
11,1323,1
7,140,1
7,130,1
9,360,1
8,161,1
10,213,1
10,501,1
8,326,1
8,341,1
11,862,1
25,3988,1
6,890,1
13,2791,1
10,832,1
5,142,1
10,281,1
14,561,1
8,649,1
9,805,1
13,2470,1
5,57,1
9,32,1
8,468,1
8,244,1
7,128,1
9,345,1
7,176,1
10,102,1
5,14,1
6,59,1
13,80,1
7,354,1
7,498,1
9,25,1
9,78,1
8,439,1
8,198,1
10,304,1
11,82,1
9,162,1
7,71,1
8,160,1
8,120,1
10,259,1
9,806,1
17,286,1
10,405,1
7,125,1
7,183,1
9,1091,1
8,134,1
13,1251,1
5,162,1
10,60,1
6,58,1
5,9,1
10,1068,1
7,109,1
6,19,1
6,152,1
7,961,1
7,440,1
12,283,1
11,313,1
9,49,1
10,147,1
8,534,1
10,172,1
8,117,1
8,128,1
11,1784,1
8,240,1
6,175,1
11,88,1
6,70,1
7,186,1
8,1043,1
12,96,1
10,122,1
10,421,1
11,157,1
8,1183,1
9,42,1
11,362,1
7,182,1
7,155,1
9,1315,1
17,995,1
9,315,1
9,749,1
7,243,1
8,1412,1
8,127,1
8,166,1
10,592,1
8,368,1
7,77,1
7,105,1
7,47,1
10,200,1
5,374,1
13,992,1
8,88,1
31,7519,1
5,35,1
13,1736,1
9,268,1
10,1803,1
8,2113,1
9,225,1
9,141,1
14,3554,1
8,96,1
8,185,1
13,948,1
10,301,1
9,96,1
10,668,1
9,153,1
9,264,1
9,315,1
7,31,1
11,286,1
9,1284,1
3,9,1
8,92,1
12,1898,1
11,81,1
9,166,1
10,800,1
6,214,1
8,317,1
9,185,1
24,2859,1
13,2318,1
8,294,1
8,102,1
5,138,1
9,2049,1
11,1539,1
4,25,1
10,879,1
9,301,1
9,318,1
8,144,1
14,3636,1
6,409,1
14,1745,1
7,428,1
10,431,1
7,191,1
9,1501,1
12,3646,1
16,2756,1
10,1892,1
10,166,1
9,345,1
8,332,1
8,1280,1
8,160,1
14,753,1
10,2740,1
7,242,1
9,467,1
7,80,1
10,197,1
8,187,1
7,68,1
11,666,1
4,19,1
10,169,1
8,96,1
7,263,1
7,92,1
11,99,1
9,415,1
9,99,1
8,424,1
7,376,1
8,1661,1
3,18,1
8,130,1
7,136,1
5,52,1
16,2305,1
10,678,1
12,1053,1
7,72,1
12,709,1
8,290,1
14,800,1
4,341,1
10,1571,1
10,131,1
15,558,1
12,95,1
8,44,1
8,21,1
9,73,1
8,375,1
9,77,1
8,130,1
9,2861,1
9,427,1
18,1193,1
10,515,1
8,1290,1
10,69,1
8,1239,1
10,925,1
7,12,1
9,374,1
2,30,1
8,724,1
8,24,1
3,12,1
7,49,1
1,49,1
10,646,1
7,222,1
7,59,1
9,1059,1
8,887,1
10,253,1
6,73,1
38,1801,1
8,142,1
10,918,1
7,210,1
8,77,1
5,75,1
25,4035,1
9,181,1
8,153,1
7,189,1
7,104,1
9,2011,1
7,30,1
7,58,1
10,657,1
13,2765,1
10,566,1
7,328,1
8,437,1
16,1576,1
8,170,1
9,755,1
8,465,1
6,206,1
5,375,1
8,573,1
11,3108,1
9,119,1
9,342,1
8,89,1
20,183,1
14,1054,1
17,4117,1
8,202,1
7,251,1
7,226,1
9,762,1
9,115,1
9,3052,1
12,228,1
5,40,1
9,697,1
7,70,1
7,321,1
10,252,1
12,1507,1
17,289,1
7,56,1
11,781,1
6,36,1
13,644,1
7,47,1
13,3404,1
8,650,1
9,380,1
9,831,1
6,78,1
7,102,1
7,668,1
9,683,1
9,304,1
11,351,1
8,149,1
8,492,1
12,737,1
11,708,1
6,47,1
13,945,1
9,691,1
7,119,1
8,850,1
9,326,1
8,949,1
8,21,1
7,154,1
7,65,1
6,214,1
9,286,1
7,190,1
7,146,1
8,78,1
6,109,1
8,118,1
7,83,1
7,45,1
9,248,1
6,178,1
9,444,1
7,54,1
11,892,1
8,215,1
11,566,1
10,304,1
7,1591,1
8,248,1
16,769,1
9,131,1
11,2694,1
8,85,1
7,161,1
9,291,1
7,88,1
3,7,1
8,91,1
6,527,1
16,3685,1
9,584,1
10,121,1
10,159,1
10,477,1
8,270,1
5,75,1
14,153,1
5,141,1
12,397,1
8,109,1
9,159,1
9,650,1
25,4101,1
8,23,1
7,640,1
9,80,1
8,836,1
5,529,1
11,2445,1
8,264,1
10,156,1
10,713,1
9,397,1
14,3307,1
7,131,1
6,455,1
5,9,1
8,22,1
1,104,1
10,290,1
8,160,1
7,44,1
8,288,1
7,200,1
7,63,1
8,96,1
5,140,1
12,409,1
11,87,1
5,366,1
10,1060,1
8,144,1
8,64,1
7,20,1
8,89,1
6,182,1
2,51,2
2,641,2
2,10,2
3,662,2
1,278,2
3,84,2
1,14,2
2,571,2
1,65,2
2,598,2
1,84,2
1,13,2
1,85,2
5,306,2
1,152,2
2,15,2
2,213,2
1,29,2
4,29,2
3,1213,2
1,69,2
1,78,2
1,17,2
2,50,2
2,737,2
1,106,2
1,14,2
6,147,2
1,15,2
2,34,2
1,36,2
2,609,2
1,7,2
10,4890,2
3,545,2
1,11,2
1,11,2
11,262,2
1,45,2
1,283,2
1,43,2
1,77,2
2,17,2
2,984,2
3,567,2
1,37,2
2,35,2
1,184,2
18,5522,2
1,104,2
1,14,2
1,17,2
2,202,2
1,16,2
3,760,2
5,688,2
1,95,2
1,131,2
2,70,2
1,20,2
2,34,2
24,11341,2
37,37,2
2,48,2
3,662,2
4,22,2
1,10,2
1,288,2
4,224,2
19,6035,2
2,667,2
1,35,2
1,102,2
2,70,2
1,14,2
1,52,2
1,28,2
1,145,2
2,549,2
