@relation page-blocks

@attribute Height numeric
@attribute Wb_trans numeric
@attribute Class {1,2,3,4,5}

@data
12,166,1
7,27,1
9,56,1
5,7,1
8,27,1
8,62,1
14,554,1
8,85,1
9,640,1
6,10,1
8,90,1
11,124,1
6,57,1
13,593,1
6,36,1
9,115,1
7,56,1
24,390,1
8,213,1
8,3,1
8,16,1
7,17,1
10,235,1
7,17,1
8,12,1
10,44,1
8,9,1
2,12,1
8,11,1
8,59,1
13,139,1
9,308,1
9,43,1
13,669,1
10,293,1
12,81,1
10,74,1
5,9,1
8,29,1
9,317,1
9,39,1
13,42,1
8,15,1
12,80,1
28,621,1
7,110,1
8,27,1
10,548,1
8,57,1
7,86,1
10,91,1
8,18,1
9,155,1
8,107,1
7,19,1
11,77,1
9,65,1
8,52,1
6,192,1
24,267,1
6,42,1
1,7,1
7,21,1
9,57,1
15,8,1
9,239,1
17,8,1
5,8,1
9,28,1
7,18,1
8,7,1
7,16,1
10,66,1
9,68,1
9,147,1
7,18,1
6,72,1
5,3,1
26,542,1
10,122,1
6,15,1
11,54,1
6,4,1
4,72,1
8,4,1
6,183,1
8,37,1
5,12,1
7,203,1
8,39,1
8,23,1
7,9,1
5,31,1
10,24,1
8,52,1
17,34,1
9,482,1
10,43,1
8,20,1
9,75,1
8,4,1
5,6,1
9,125,1
9,198,1
10,9,1
18,241,1
7,29,1
8,223,1
10,13,1
17,325,1
9,192,1
9,52,1
8,156,1
5,58,1
6,5,1
9,424,1
9,422,1
7,37,1
11,123,1
7,27,1
8,44,1
5,100,1
8,86,1
10,389,1
24,400,1
10,195,1
5,31,1
9,61,1
10,85,1
9,27,1
10,6,1
38,292,1
14,114,1
7,116,1
10,303,1
12,176,1
8,11,1
5,20,1
9,150,1
10,167,1
8,53,1
8,36,1
10,564,1
8,50,1
10,402,1
4,4,1
8,66,1
11,15,1
10,57,1
3,1,1
10,47,1
11,83,1
10,5,1
7,18,1
13,548,1
5,5,1
7,78,1
10,671,1
10,161,1
10,15,1
8,42,1
10,450,1
7,16,1
9,86,1
11,361,1
12,356,1
16,488,1
5,8,1
10,441,1
11,226,1
10,14,1
7,18,1
8,16,1
6,25,1
11,92,1
24,399,1
8,7,1
6,104,1
10,79,1
9,6,1
10,421,1
9,17,1
12,9,1
8,69,1
8,228,1
11,122,1
8,39,1
8,41,1
9,25,1
6,32,1
8,5,1
10,330,1
8,93,1
8,56,1
10,380,1
6,91,1
8,41,1
11,8,1
7,10,1
7,13,1
11,75,1
14,405,1
7,21,1
8,112,1
9,85,1
7,64,1
6,21,1
24,223,1
9,218,1
8,53,1
9,26,1
14,11,1
6,16,1
10,18,1
8,58,1
9,32,1
8,19,1
6,102,1
8,31,1
10,12,1
9,28,1
6,1,1
7,40,1
7,36,1
10,34,1
19,267,1
7,218,1
9,28,1
8,182,1
10,137,1
7,20,1
13,42,1
5,43,1
8,24,1
10,94,1
10,36,1
9,57,1
10,53,1
9,96,1
11,66,1
9,212,1
10,200,1
10,101,1
8,121,1
27,137,1
14,420,1
10,16,1
11,204,1
7,3,1
14,503,1
5,27,1
8,62,1
11,165,1
9,122,1
11,18,1
7,16,1
8,274,1
8,96,1
5,3,1
8,161,1
9,55,1
8,375,1
9,15,1
9,351,1
7,158,1
38,1651,1
10,28,1
9,127,1
11,310,1
9,306,1
7,12,1
12,14,1
14,458,1
10,86,1
12,189,1
9,121,1
7,11,1
8,64,1
8,23,1
10,69,1
7,23,1
9,56,1
8,48,1
8,21,1
11,81,1
8,51,1
10,362,1
9,222,1
9,60,1
25,454,1
10,412,1
7,56,1
8,1,1
6,97,1
9,216,1
11,354,1
11,256,1
7,24,1
10,30,1
10,69,1
8,102,1
7,16,1
8,23,1
8,97,1
6,31,1
7,21,1
9,274,1
13,38,1
25,470,1
1,42,1
13,312,1
8,338,1
8,146,1
9,56,1
5,19,1
7,40,1
8,56,1
9,127,1
7,120,1
7,40,1
12,789,1
7,30,1
7,178,1
8,28,1
10,612,1
8,9,1
10,390,1
7,14,1
7,21,1
8,299,1
7,202,1
9,51,1
9,28,1
1,4,1
10,6,1
7,221,1
9,186,1
7,26,1
11,120,1
7,28,1
13,609,1
8,3,1
9,26,1
8,40,1
22,112,1
8,74,1
7,28,1
8,286,1
8,26,1
9,13,1
9,28,1
7,50,1
5,96,1
8,30,1
8,16,1
9,181,1
8,15,1
9,32,1
8,207,1
8,29,1
13,343,1
9,42,1
10,191,1
7,41,1
13,579,1
5,8,1
9,96,1
12,26,1
7,39,1
8,32,1
8,190,1
8,43,1
10,35,1
10,68,1
16,408,1
26,219,1
7,57,1
8,48,1
9,91,1
10,50,1
9,320,1
10,26,1
11,158,1
9,55,1
8,21,1
10,23,1
9,432,1
4,9,1
13,61,1
11,137,1
9,506,1
9,89,1
7,3,1
8,28,1
11,159,1
11,102,1
28,69,1
11,52,1
9,107,1
11,75,1
9,186,1
10,16,1
7,83,1
8,30,1
10,39,1
8,206,1
1,3,1
8,5,1
10,11,1
8,18,1
6,23,1
7,215,1
1,15,1
8,123,1
7,53,1
7,26,1
10,585,1
8,20,1
22,75,1
10,72,1
7,66,1
9,126,1
9,555,1
9,29,1
10,34,1
8,200,1
8,19,1
7,9,1
8,13,1
4,73,1
5,1,1
8,220,1
8,20,1
9,68,1
33,835,1
24,103,1
10,66,1
8,78,1
9,70,1
10,41,1
10,348,1
9,79,1
9,213,1
7,15,1
5,7,1
7,75,1
14,576,1
8,22,1
8,6,1
14,473,1
7,47,1
5,7,1
7,38,1
9,77,1
7,96,1
9,96,1
4,33,1
7,27,1
10,103,1
9,140,1
17,116,1
6,17,1
7,62,1
8,68,1
9,27,1
7,198,1
7,18,1
7,20,1
5,4,1
7,27,1
1,15,1
10,117,1
7,131,1
77,127,1
8,20,1
18,53,1
7,20,1
9,198,1
13,657,1
1,8,1
7,135,1
6,3,1
10,205,1
9,507,1
23,477,1
9,79,1
13,521,1
6,99,1
7,32,1
7,28,1
10,62,1
10,20,1
12,178,1
3,5,1
9,122,1
5,36,1
9,66,1
8,12,1
11,10,1
9,34,1
8,58,1
11,8,1
6,49,1
12,62,1
8,85,1
7,30,1
7,6,1
7,10,1
1,5,1
7,86,1
8,44,1
11,223,1
17,14,1
5,14,1
9,118,1
17,39,1
16,530,1
14,412,1
9,41,1
9,65,1
10,20,1
10,86,1
10,53,1
9,105,1
7,111,1
18,34,1
9,65,1
6,8,1
13,177,1
10,160,1
13,179,1
9,19,1
7,9,1
7,43,1
9,10,1
8,15,1
8,237,1
11,15,1
10,34,1
7,20,1
9,91,1
9,74,1
8,77,1
6,101,1
8,245,1
9,22,1
7,16,1
9,53,1
8,81,1
8,279,1
11,56,1
10,12,1
7,7,1
9,27,1
8,16,1
8,21,1
8,40,1
9,120,1
9,24,1
8,21,1
14,449,1
12,110,1
16,399,1
7,74,1
8,13,1
8,20,1
6,39,1
13,405,1
8,95,1
8,57,1
11,13,1
9,87,1
15,145,1
12,190,1
1,14,1
6,86,1
25,305,1
16,300,1
7,23,1
6,15,1
11,8,1
10,190,1
7,50,1
8,77,1
9,57,1
9,139,1
9,21,1
7,15,1
10,5,1
8,13,1
8,15,1
12,203,1
7,45,1
13,275,1
5,25,1
8,25,1
9,96,1
11,164,1
8,53,1
6,26,1
10,58,1
8,339,1
11,27,1
9,65,1
7,24,1
11,11,1
5,8,1
5,21,1
5,12,1
10,8,1
9,183,1
9,353,1
7,79,1
14,238,1
10,171,1
11,190,1
5,12,1
9,221,1
7,21,1
7,10,1
9,137,1
11,160,1
9,16,1
10,69,1
9,33,1
24,129,1
8,199,1
9,306,1
8,31,1
6,9,1
8,119,1
8,56,1
7,21,1
8,13,1
10,20,1
9,60,1
10,53,1
12,6,1
8,72,1
12,485,1
4,9,1
9,69,1
1,13,1
6,34,1
10,377,1
9,411,1
7,10,1
5,9,1
13,220,1
13,48,1
10,45,1
9,144,1
23,11,1
9,149,1
9,203,1
7,95,1
13,229,1
13,407,1
7,134,1
9,221,1
8,38,1
12,43,1
8,30,1
9,202,1
6,10,1
8,57,1
13,226,1
10,63,1
10,146,1
8,159,1
9,214,1
9,59,1
7,124,1
5,2,1
7,47,1
11,16,1
10,11,1
9,276,1
7,13,1
8,55,1
9,90,1
6,10,1
5,11,1
9,58,1
8,41,1
9,61,1
8,139,1
8,11,1
6,13,1
8,25,1
5,47,1
13,99,1
11,83,1
6,25,1
12,92,1
6,14,1
8,79,1
8,21,1
10,375,1
9,58,1
6,12,1
4,7,1
9,114,1
9,178,1
9,103,1
7,20,1
10,116,1
6,28,1
8,227,1
6,4,1
6,42,1
10,113,1
7,91,1
6,39,1
8,77,1
9,137,1
7,137,1
9,19,1
10,176,1
9,73,1
7,23,1
10,12,1
9,102,1
10,95,1
5,3,1
11,173,1
7,82,1
14,63,1
8,84,1
9,54,1
5,36,1
8,14,1
8,34,1
11,13,1
9,306,1
7,11,1
9,30,1
7,82,1
11,664,1
7,17,1
7,168,1
9,563,1
10,13,1
9,269,1
11,246,1
7,44,1
11,61,1
10,187,1
9,15,1
7,11,1
7,22,1
11,69,1
8,39,1
11,3,1
9,71,1
9,101,1
5,22,1
9,122,1
8,17,1
6,9,1
10,165,1
5,22,1
6,175,1
8,15,1
12,7,1
7,122,1
9,214,1
5,70,1
8,28,1
8,163,1
8,191,1
25,459,1
7,9,1
6,15,1
7,47,1
9,153,1
9,131,1
7,52,1
5,14,1
8,61,1
24,389,1
16,227,1
9,308,1
7,106,1
7,144,1
9,74,1
8,172,1
6,32,1
10,10,1
9,112,1
14,15,1
8,9,1
6,14,1
14,357,1
7,28,1
7,26,1
6,15,1
7,66,1
10,146,1
7,43,1
10,149,1
12,431,1
8,31,1
14,10,1
10,218,1
9,197,1
12,348,1
9,87,1
16,441,1
8,4,1
9,48,1
8,23,1
8,209,1
1,12,1
7,124,1
12,85,1
8,19,1
7,7,1
8,59,1
8,50,1
13,514,1
9,30,1
14,707,1
11,42,1
10,12,1
14,407,1
8,148,1
9,153,1
9,152,1
7,23,1
9,129,1
8,98,1
9,47,1
9,75,1
14,423,1
11,11,1
6,120,1
9,28,1
5,21,1
11,6,1
8,104,1
9,168,1
8,50,1
5,19,1
11,37,1
8,11,1
9,336,1
9,46,1
9,124,1
5,3,1
9,173,1
8,53,1
9,115,1
7,114,1
10,55,1
5,31,1
8,27,1
10,68,1
9,356,1
6,32,1
10,31,1
7,11,1
10,70,1
3,1,1
10,124,1
12,130,1
7,87,1
7,2,1
10,59,1
7,38,1
7,23,1
9,146,1
6,26,1
7,47,1
10,70,1
10,184,1
10,532,1
7,64,1
9,31,1
22,70,1
9,79,1
8,122,1
6,6,1
9,365,1
7,37,1
7,15,1
5,31,1
8,246,1
8,69,1
3,8,1
7,44,1
7,121,1
9,10,1
10,33,1
7,39,1
10,17,1
8,9,1
8,35,1
10,267,1
8,102,1
14,310,1
1,6,1
9,15,1
9,73,1
1,12,1
4,4,1
9,28,1
11,73,1
9,57,1
8,178,1
10,56,1
16,251,1
6,8,1
8,17,1
8,51,1
7,14,1
10,198,1
11,115,1
7,218,1
6,17,1
7,51,1
11,361,1
11,431,1
7,1,1
7,12,1
38,478,1
10,93,1
4,1,1
9,36,1
10,146,1
9,110,1
8,11,1
9,100,1
6,2,1
10,12,1
28,70,1
3,1,1
8,20,1
9,21,1
6,9,1
9,54,1
9,61,1
6,18,1
8,80,1
9,20,1
7,12,1
8,25,1
7,9,1
7,48,1
12,1,1
10,26,1
8,97,1
16,371,1
8,61,1
74,58,1
10,327,1
6,6,1
9,119,1
5,24,1
10,325,1
10,131,1
12,39,1
7,52,1
9,614,1
2,10,1
8,20,1
11,163,1
7,43,1
1,1,1
9,165,1
10,149,1
7,21,1
7,14,1
7,33,1
9,311,1
8,112,1
11,177,1
9,138,1
8,10,1
9,18,1
6,33,1
5,13,1
9,4,1
5,21,1
6,37,1
9,123,1
7,71,1
17,34,1
7,32,1
8,10,1
7,33,1
5,20,1
6,20,1
10,40,1
8,64,1
9,80,1
16,35,1
9,596,1
8,95,1
9,566,1
5,14,1
10,63,1
8,50,1
8,304,1
9,340,1
11,11,1
9,122,1
9,201,1
10,197,1
9,373,1
7,60,1
9,58,1
6,15,1
9,171,1
11,312,1
7,33,1
5,11,1
15,400,1
7,13,1
6,6,1
8,112,1
7,43,1
9,62,1
10,41,1
10,326,1
9,55,1
9,32,1
10,59,1
10,186,1
9,316,1
12,184,1
10,61,1
7,68,1
9,62,1
8,24,1
8,18,1
8,25,1
11,127,1
7,54,1
10,228,1
8,19,1
11,288,1
12,178,1
7,21,1
6,16,1
7,4,1
8,25,1
6,108,1
11,154,1
23,212,1
6,17,1
8,38,1
16,32,1
10,391,1
9,49,1
6,15,1
9,8,1
9,84,1
8,60,1
7,42,1
7,12,1
9,141,1
13,121,1
8,42,1
12,85,1
8,64,1
5,29,1
8,63,1
8,18,1
6,112,1
6,86,1
8,203,1
9,60,1
9,24,1
9,190,1
10,16,1
6,18,1
8,11,1
8,236,1
11,107,1
7,71,1
9,28,1
7,22,1
10,28,1
10,12,1
8,73,1
8,20,1
5,37,1
11,10,1
6,34,1
10,397,1
8,23,1
17,4,1
9,96,1
14,247,1
8,8,1
5,63,1
10,12,1
8,24,1
11,12,1
7,79,1
10,118,1
9,81,1
10,87,1
12,26,1
7,121,1
8,62,1
8,58,1
8,2,1
10,103,1
6,41,1
11,36,1
10,31,1
9,57,1
7,149,1
8,49,1
10,10,1
12,7,1
9,87,1
14,443,1
8,137,1
14,462,1
3,1,1
7,77,1
13,318,1
9,77,1
10,42,1
9,64,1
7,41,1
10,30,1
25,270,1
8,12,1
7,28,1
8,10,1
8,10,1
7,28,1
12,83,1
7,1,1
8,24,1
8,73,1
7,182,1
8,11,1
9,233,1
12,292,1
11,152,1
8,19,1
11,24,1
7,35,1
8,47,1
8,56,1
7,91,1
8,122,1
9,661,1
9,569,1
11,465,1
10,184,1
9,125,1
9,68,1
9,354,1
8,113,1
8,70,1
7,19,1
8,25,1
13,286,1
8,162,1
8,65,1
9,13,1
12,19,1
9,345,1
9,117,1
11,365,1
7,61,1
6,66,1
14,48,1
10,48,1
12,29,1
8,12,1
9,118,1
7,4,1
5,57,1
1,15,1
9,476,1
5,14,1
11,17,1
6,30,1
9,12,1
8,51,1
6,17,1
12,166,1
10,293,1
8,24,1
15,121,1
9,212,1
5,27,1
9,116,1
6,109,1
9,316,1
10,94,1
5,5,1
11,30,1
17,8,1
13,243,1
10,168,1
10,60,1
7,47,1
9,12,1
9,100,1
8,74,1
8,444,1
7,33,1
7,234,1
10,6,1
10,49,1
5,12,1
12,391,1
8,30,1
11,14,1
8,115,1
11,134,1
8,42,1
8,43,1
14,485,1
8,191,1
4,14,1
5,87,1
8,80,1
6,41,1
8,297,1
7,8,1
9,103,1
8,21,1
9,18,1
10,110,1
7,11,1
6,7,1
1,8,1
9,17,1
7,19,1
9,115,1
6,1,1
7,26,1
11,70,1
10,59,1
9,15,1
10,32,1
5,97,1
6,9,1
7,114,1
10,319,1
9,258,1
8,27,1
9,266,1
15,326,1
9,217,1
8,20,1
7,83,1
11,74,1
10,192,1
7,7,1
7,171,1
11,132,1
7,45,1
11,14,1
11,278,1
24,455,1
9,138,1
9,210,1
8,36,1
7,54,1
8,20,1
5,16,1
7,80,1
9,128,1
10,27,1
9,29,1
9,65,1
9,34,1
11,13,1
7,14,1
22,23,1
7,42,1
9,35,1
9,195,1
5,78,1
1,24,1
38,256,1
8,126,1
6,13,1
8,64,1
14,133,1
10,59,1
36,15,1
8,69,1
9,137,1
7,34,1
11,544,1
7,55,1
8,202,1
9,56,1
7,27,1
7,78,1
9,84,1
7,25,1
8,191,1
7,229,1
7,31,1
6,9,1
14,319,1
7,15,1
7,77,1
8,25,1
9,47,1
10,1,1
7,242,1
5,6,1
8,22,1
7,191,1
8,123,1
4,1,1
8,262,1
24,161,1
7,67,1
16,394,1
9,137,1
10,40,1
7,6,1
9,78,1
8,369,1
10,75,1
1,2,1
7,70,1
15,164,1
9,33,1
7,23,1
9,13,1
9,28,1
11,179,1
9,14,1
4,93,1
1,17,1
7,12,1
10,239,1
14,419,1
24,501,1
10,365,1
10,23,1
5,8,1
9,48,1
11,48,1
7,17,1
7,253,1
11,49,1
12,107,1
13,214,1
7,107,1
7,24,1
7,23,1
24,338,1
11,164,1
14,356,1
8,202,1
7,14,1
10,121,1
7,28,1
8,22,1
10,79,1
8,58,1
3,6,1
10,10,1
28,530,1
7,56,1
9,181,1
7,71,1
9,91,1
7,11,1
9,41,1
9,24,1
6,124,1
8,30,1
9,55,1
9,16,1
9,28,1
7,34,1
9,697,1
9,2,1
7,82,1
9,283,1
12,244,1
10,258,1
8,13,1
5,1,1
9,63,1
16,492,1
7,32,1
7,13,1
10,82,1
6,195,1
6,87,1
8,102,1
10,59,1
1,7,1
6,12,1
8,113,1
9,19,1
8,22,1
16,351,1
7,27,1
8,65,1
9,302,1
8,47,1
9,326,1
8,106,1
9,116,1
12,131,1
9,114,1
7,47,1
7,18,1
9,72,1
13,745,1
7,132,1
10,67,1
10,378,1
6,9,1
10,315,1
7,381,1
7,17,1
9,40,1
6,79,1
10,59,1
13,334,1
12,358,1
6,11,1
11,120,1
5,6,1
24,125,1
9,90,1
11,78,1
7,114,1
7,44,1
9,12,1
8,106,1
1,2,1
8,25,1
82,703,1
8,84,1
7,56,1
6,30,1
11,107,1
6,33,1
8,31,1
10,102,1
24,274,1
6,13,1
11,358,1
10,37,1
10,28,1
7,62,1
12,179,1
12,16,1
6,20,1
7,17,1
6,20,1
10,385,1
6,19,1
5,1,1
5,11,1
9,98,1
8,13,1
9,2,1
8,46,1
3,1,1
7,18,1
9,61,1
8,15,1
9,177,1
7,61,1
7,26,1
7,4,1
7,65,1
79,78,1
9,227,1
11,237,1
8,61,1
9,1,1
5,20,1
8,31,1
8,70,1
8,55,1
9,88,1
8,112,1
9,59,1
8,77,1
7,12,1
6,79,1
10,13,1
8,22,1
8,16,1
8,41,1
11,16,1
7,138,1
8,120,1
9,662,1
6,22,1
13,340,1
7,71,1
6,17,1
10,327,1
5,49,1
10,315,1
9,127,1
5,1,1
7,174,1
5,48,1
15,55,1
6,7,1
8,18,1
10,136,1
1,14,1
8,13,1
9,9,1
7,24,1
8,84,1
13,159,1
7,40,1
11,55,1
7,27,1
10,59,1
6,18,1
10,23,1
10,109,1
8,4,1
27,599,1
11,145,1
9,561,1
9,352,1
7,14,1
9,50,1
10,1,1
7,138,1
9,275,1
7,140,1
8,26,1
11,212,1
8,54,1
5,21,1
8,39,1
9,34,1
10,9,1
15,82,1
9,47,1
11,156,1
10,208,1
11,140,1
11,52,1
10,94,1
11,181,1
28,201,1
6,79,1
6,36,1
9,137,1
24,267,1
9,15,1
7,52,1
8,85,1
9,143,1
6,52,1
9,109,1
10,270,1
9,61,1
8,37,1
10,47,1
11,417,1
7,207,1
7,19,1
8,13,1
11,60,1
9,119,1
1,18,1
12,110,1
7,51,1
11,8,1
12,160,1
5,6,1
7,30,1
7,36,1
20,6,1
6,57,1
9,282,1
9,207,1
8,79,1
7,18,1
2,3,1
8,24,1
10,8,1
8,59,1
7,18,1
9,79,1
7,35,1
7,19,1
9,218,1
7,9,1
7,142,1
7,53,1
11,143,1
11,195,1
17,225,1
7,89,1
4,74,1
9,150,1
7,3,1
8,84,1
9,87,1
7,52,1
9,51,1
8,12,1
9,10,1
5,24,1
11,18,1
10,122,1
11,458,1
8,190,1
14,240,1
9,193,1
11,30,1
7,33,1
8,30,1
9,97,1
10,222,1
9,157,1
9,43,1
8,120,1
12,21,1
8,8,1
16,427,1
4,15,1
5,22,1
8,76,1
8,22,1
9,26,1
11,180,1
7,13,1
7,44,1
7,13,1
8,279,1
8,3,1
7,57,1
7,33,1
7,52,1
9,10,1
7,65,1
7,42,1
11,77,1
8,99,1
9,135,1
7,21,1
11,296,1
8,147,1
5,41,1
9,30,1
9,130,1
10,58,1
5,11,1
9,254,1
8,110,1
7,74,1
7,38,1
10,81,1
11,21,1
9,64,1
7,56,1
9,533,1
7,31,1
11,43,1
7,39,1
7,105,1
9,170,1
6,83,1
10,26,1
6,96,1
24,272,1
7,11,1
16,444,1
9,24,1
10,21,1
8,31,1
8,28,1
7,66,1
8,43,1
7,20,1
9,612,1
8,164,1
9,307,1
8,105,1
9,62,1
9,617,1
10,12,1
9,135,1
7,17,1
7,45,1
5,82,1
5,11,1
9,75,1
7,11,1
5,13,1
10,32,1
9,9,1
8,3,1
6,179,1
10,61,1
8,264,1
9,212,1
8,46,1
9,54,1
12,105,1
7,49,1
7,177,1
10,578,1
6,24,1
12,69,1
12,397,1
7,21,1
7,10,1
7,23,1
10,67,1
1,1,1
7,43,1
10,49,1
8,14,1
7,31,1
7,1,1
8,31,1
9,54,1
7,17,1
9,198,1
8,35,1
25,279,1
8,56,1
8,22,1
9,23,1
8,149,1
12,16,1
9,28,1
8,222,1
5,19,1
8,27,1
8,288,1
7,27,1
9,102,1
11,64,1
7,12,1
6,42,1
6,6,1
7,42,1
3,1,1
7,200,1
10,34,1
9,113,1
11,68,1
7,16,1
9,39,1
14,624,1
14,41,1
9,14,1
10,9,1
5,49,1
5,21,1
5,29,1
8,165,1
4,10,1
11,8,1
5,63,1
12,38,1
13,398,1
12,81,1
7,246,1
9,187,1
8,35,1
8,5,1
8,31,1
10,14,1
11,199,1
7,21,1
10,79,1
11,344,1
12,25,1
10,132,1
9,126,1
7,221,1
7,1,1
7,35,1
7,25,1
7,48,1
8,14,1
8,81,1
5,15,1
10,65,1
20,13,1
5,77,1
16,481,1
11,213,1
9,1,1
6,22,1
10,15,1
77,257,1
8,84,1
9,24,1
7,14,1
7,11,1
8,129,1
11,126,1
8,188,1
8,70,1
8,42,1
10,154,1
10,87,1
8,90,1
5,33,1
8,28,1
18,229,1
11,24,1
11,14,1
7,50,1
11,107,1
8,3,1
10,17,1
8,21,1
6,50,1
12,17,1
14,526,1
8,82,1
7,227,1
5,5,1
7,11,1
10,358,1
7,66,1
5,54,1
9,87,1
9,19,1
9,61,1
7,22,1
9,137,1
7,159,1
14,12,1
9,62,1
9,3,1
7,31,1
8,14,1
17,293,1
8,20,1
5,5,1
8,91,1
6,2,1
8,113,1
10,50,1
9,49,1
9,26,1
11,17,1
10,183,1
5,26,1
5,80,1
9,60,1
5,31,1
7,55,1
9,84,1
8,27,1
9,83,1
8,17,1
11,177,1
67,1134,1
11,423,1
8,3,1
12,5,1
8,54,1
11,65,1
8,115,1
9,16,1
11,117,1
10,17,1
7,5,1
10,311,1
6,8,1
10,122,1
9,181,1
7,10,1
8,56,1
5,15,1
9,210,1
14,276,1
1,7,1
9,42,1
6,38,1
10,43,1
7,58,1
9,8,1
7,9,1
10,458,1
10,213,1
8,100,1
10,71,1
11,49,1
8,165,1
7,30,1
7,13,1
17,25,1
87,39,1
6,10,1
7,26,1
9,41,1
9,131,1
10,91,1
10,206,1
8,14,1
8,12,1
5,83,1
11,134,1
11,364,1
11,39,1
8,18,1
7,48,1
8,7,1
24,237,1
8,15,1
8,72,1
8,18,1
9,452,1
10,12,1
8,333,1
5,1,1
25,266,1
9,129,1
7,12,1
10,83,1
8,35,1
10,388,1
7,45,1
12,353,1
9,339,1
8,32,1
9,66,1
9,27,1
7,30,1
10,432,1
8,62,1
8,53,1
4,19,1
8,55,1
5,9,1
10,1,1
8,109,1
10,108,1
9,55,1
24,268,1
6,38,1
13,178,1
7,9,1
9,125,1
6,52,1
8,35,1
7,18,1
9,25,1
8,32,1
7,48,1
8,43,1
7,19,1
1,39,1
13,41,1
9,67,1
7,17,1
7,28,1
13,42,1
9,145,1
12,228,1
9,56,1
6,80,1
10,18,1
6,41,1
9,2,1
12,88,1
10,334,1
9,46,1
16,358,1
6,6,1
7,19,1
24,110,1
5,4,1
7,77,1
10,192,1
8,19,1
10,180,1
5,24,1
9,140,1
8,23,1
7,27,1
10,151,1
11,45,1
9,585,1
9,222,1
1,4,1
11,37,1
8,278,1
10,23,1
8,356,1
9,50,1
16,32,1
13,131,1
8,40,1
10,55,1
10,115,1
13,85,1
7,23,1
8,59,1
9,48,1
9,59,1
9,119,1
6,13,1
10,30,1
14,300,1
8,103,1
9,221,1
10,415,1
8,28,1
8,68,1
8,69,1
11,149,1
9,64,1
10,130,1
10,231,1
7,23,1
9,144,1
24,211,1
10,27,1
7,17,1
7,19,1
6,8,1
7,59,1
9,123,1
10,596,1
9,561,1
7,106,1
8,21,1
8,129,1
7,9,1
6,15,1
9,184,1
8,19,1
11,79,1
9,47,1
9,59,1
8,8,1
10,46,1
8,21,1
14,345,1
9,7,1
10,8,1
16,377,1
11,18,1
9,50,1
7,329,1
14,355,1
8,31,1
11,53,1
9,93,1
12,30,1
8,22,1
7,175,1
6,129,1
4,7,1
6,7,1
7,121,1
11,25,1
6,104,1
7,55,1
4,98,1
7,93,1
9,274,1
8,364,1
9,181,1
9,120,1
7,11,1
9,58,1
8,111,1
7,18,1
7,57,1
10,67,1
5,5,1
12,127,1
12,98,1
7,24,1
10,103,1
8,22,1
3,1,1
7,15,1
11,178,1
7,17,1
11,220,1
12,444,1
16,204,1
6,104,1
8,80,1
8,12,1
8,97,1
2,5,1
8,8,1
10,51,1
9,155,1
10,83,1
16,471,1
10,590,1
1,2,2
2,24,2
1,1,2
1,3,2
1,5,2
1,4,2
1,4,2
1,4,2
8,20,2
1,5,2
1,1,2
4,6,2
1,2,2
2,11,2
2,3,2
1,8,2
2,1,2
4,6,2
4,28,2
1,1,2
1,3,2
2,9,2
1,1,2
1,4,2
3,4,2
17,149,2
1,2,2
1,3,2
1,7,2
1,6,2
1,5,2
2,24,2
1,1,2
1,8,2
1,3,2
2,5,2
12,23,2
2,6,2
1,1,2
2,40,2
5,7,2
1,1,2
1,2,2
2,3,2
2,21,2
1,2,2
1,6,2
2,1,2
1,1,2
1,1,2
1,1,2
6,15,2
1,1,2
1,2,2
21,1,2
1,2,2
1,3,2
18,120,2
1,16,2
1,1,2
3,12,2
1,65,2
4,1,2
2,25,2
2,4,2
17,176,2
6,1,2
1,1,2
11,14,2
1,7,2
1,4,2
2,13,2
1,2,2
1,1,2
1,1,2
3,37,2
2,7,2
1,3,2
1,5,2
2,1,2
3,8,2
1,1,2
3,10,2
6,1,2
1,5,2
1,1,2
2,1,2
1,1,2
1,3,2
1,1,2
1,4,2
3,4,2
1,3,2
25,579,2
1,3,2
1,1,2
1,3,2
1,2,2
1,2,2
1,1,2
1,2,2
5,3,2
2,6,2
1,3,2
3,1,2
1,3,2
1,2,2
1,6,2
1,2,2
2,2,2
1,3,2
2,19,2
1,1,2
1,3,2
1,1,2
1,77,2
9,3,2
2,3,2
1,5,2
2,4,2
1,4,2
1,11,2
1,16,2
3,30,2
1,1,2
3,9,2
24,268,2
1,37,2
3,7,2
1,1,2
1,8,2
1,5,2
1,11,2
1,1,2
1,1,2
1,1,2
3,9,2
1,3,2
2,1,2
7,1,2
1,10,2
2,8,2
3,2,2
2,6,2
2,2,2
1,5,2
1,9,2
1,3,2
2,11,2
1,8,2
1,8,2
1,8,2
1,6,2
1,1,2
1,1,2
2,29,2
3,21,2
1,2,2
3,29,2
2,10,2
4,11,2
2,1,2
2,1,2
4,4,2
1,3,2
1,4,2
1,5,2
1,4,2
1,7,2
1,1,2
1,1,2
1,8,2
1,1,2
1,4,2
2,2,2
1,6,2
1,1,2
1,1,2
1,1,2
1,7,2
1,4,2
11,4,2
1,6,2
1,2,2
2,19,2
1,7,2
2,19,2
1,1,2
1,1,2
3,33,2
1,1,2
2,2,2
2,16,2
25,12,2
1,1,2
1,1,2
2,18,2
2,8,2
1,5,2
3,17,2
1,2,2
1,6,2
8,9,2
1,1,2
1,5,2
2,16,2
1,3,2
1,3,2
2,3,2
2,22,2
2,3,2
7,7,2
2,8,2
2,1,2
1,120,2
1,6,2
