@relation page-blocks

@attribute Height numeric
@attribute Lenght numeric
@attribute Eccen numeric
@attribute Mean_tr numeric
@attribute Class {1,2,3,4,5}

@data
7,14,2,1.85,1
16,205,12.813,5.36,1
6,33,5.5,2.24,1
11,53,4.818,1.93,1
7,7,1,3.25,1
18,185,10.278,2.39,1
9,278,30.889,1.28,1
7,193,27.571,1.37,1
20,32,1.6,21.15,1
9,80,8.889,1.54,1
9,170,18.889,2.6,1
9,6,0.667,2.5,1
8,27,3.375,1.31,1
9,18,2,1.89,1
9,331,36.778,1.57,1
9,44,4.889,2.47,1
9,37,4.111,2.82,1
8,17,2.125,1.48,1
12,67,5.583,2.99,1
8,95,11.875,2.95,1
8,271,33.875,1.29,1
5,16,3.2,2,1
24,209,8.708,17.27,1
9,34,3.778,1.81,1
9,14,1.556,1.78,1
8,16,2,1.42,1
6,7,1.167,3.6,1
9,58,6.444,2.29,1
1,42,42,1.06,1
12,10,0.833,11.57,1
9,59,6.556,1.56,1
8,8,1,2.17,1
9,8,0.889,12.25,1
8,109,13.625,1.83,1
7,7,1,2,1
7,57,8.143,1.47,1
7,26,3.714,2.25,1
10,15,1.5,2.24,1
1,263,263,1.03,1
12,71,5.917,6.64,1
11,101,9.182,2.68,1
8,79,9.875,2.12,1
26,170,6.538,1.54,1
7,16,2.286,2.45,1
12,10,0.833,5.3,1
7,5,0.714,1.86,1
8,47,5.875,2,1
9,535,59.444,1.37,1
16,389,24.313,5.35,1
8,21,2.625,2.07,1
8,10,1.25,1.64,1
9,331,36.778,1.29,1
11,61,5.545,5.04,1
7,13,1.857,2,1
7,219,31.286,1.26,1
9,102,11.333,1.3,1
6,72,12,4.08,1
6,23,3.833,2.36,1
9,9,1,2.23,1
9,66,7.333,2,1
8,12,1.5,1.86,1
79,159,2.013,51.4,1
7,36,5.143,1.67,1
9,82,9.111,2.35,1
8,38,4.75,2.65,1
4,6,1.5,10,1
8,37,4.625,1.61,1
5,97,19.4,1.98,1
9,47,5.222,2.51,1
10,90,9,3.92,1
5,43,8.6,1.35,1
10,18,1.8,1.96,1
10,126,12.6,2.85,1
11,73,6.636,2.03,1
7,26,3.714,1.5,1
9,278,30.889,1.62,1
9,76,8.444,2.19,1
11,29,2.636,3.1,1
9,87,9.667,2.37,1
5,34,6.8,1.26,1
3,31,10.333,2.1,1
24,64,2.667,3.38,1
8,24,3,1.9,1
8,15,1.875,3.88,1
8,18,2.25,1.65,1
10,262,26.2,1.89,1
17,19,1.118,58.5,1
9,36,4,2.87,1
8,59,7.375,1.49,1
10,93,9.3,1.78,1
13,487,37.462,2.1,1
9,18,2,7,1
12,43,3.583,2.56,1
8,19,2.375,1.52,1
9,84,9.333,1.83,1
8,12,1.5,1.68,1
10,64,6.4,2.84,1
11,87,7.909,1.89,1
10,330,33,1.61,1
6,13,2.167,1.44,1
9,23,2.556,1.51,1
10,234,23.4,1.38,1
8,16,2,2.57,1
12,175,14.583,4.28,1
8,24,3,2.23,1
17,23,1.353,6.56,1
7,245,35,1.41,1
8,52,6.5,1.88,1
7,41,5.857,1.97,1
7,98,14,1.42,1
7,19,2.714,1.44,1
8,45,5.625,9.32,1
7,40,5.714,1.57,1
9,465,51.667,1.24,1
9,93,10.333,1.57,1
8,6,0.75,3,1
8,11,1.375,1.63,1
8,25,3.125,2.64,1
8,215,26.875,2.94,1
8,70,8.75,1.66,1
8,17,2.125,1.71,1
8,16,2,2.04,1
7,66,9.429,1.46,1
8,64,8,1.93,1
5,6,1.2,2,1
24,170,7.083,17.04,1
9,36,4,3.45,1
6,9,1.5,1.23,1
7,109,15.571,1.93,1
10,154,15.4,2.53,1
8,19,2.375,2.16,1
7,157,22.429,2.77,1
10,40,4,1.9,1
8,37,4.625,1.29,1
10,97,9.7,2.71,1
9,99,11,1.4,1
10,272,27.2,1.38,1
11,271,24.636,1.39,1
8,240,30,1.4,1
10,16,1.6,2.22,1
7,13,1.857,7.89,1
1,12,12,1.75,1
9,7,0.778,2.2,1
8,45,5.625,1.89,1
11,511,46.455,1.42,1
8,80,10,1.72,1
8,24,3,1.8,1
17,24,1.412,5.88,1
11,85,7.727,1.73,1
7,21,3,1.48,1
8,74,9.25,3.11,1
9,36,4,3.02,1
7,7,1,2.14,1
10,15,1.5,1.88,1
8,33,4.125,1.9,1
6,13,2.167,1.5,1
7,6,0.857,1.82,1
8,72,9,2.25,1
7,11,1.571,1.35,1
13,342,26.308,2.15,1
8,13,1.625,2,1
7,16,2.286,2.07,1
10,261,26.1,1.77,1
5,30,6,2.44,1
5,12,2.4,1.46,1
9,86,9.556,2.19,1
6,90,15,1.55,1
6,97,16.167,1.55,1
9,162,18,2.69,1
6,27,4.5,1.11,1
12,26,2.167,1.6,1
8,61,7.625,1.31,1
13,213,16.385,4.65,1
9,21,2.333,1.79,1
8,82,10.25,2.51,1
9,72,8,1.61,1
9,18,2,2.26,1
11,98,8.909,2.15,1
9,37,4.111,3.18,1
9,23,2.556,1.62,1
11,64,5.818,3.35,1
8,20,2.5,2.06,1
2,45,22.5,1.17,1
9,15,1.667,1.6,1
5,13,2.6,2.57,1
16,367,22.938,5.29,1
24,178,7.417,8,1
10,18,1.8,8.4,1
11,32,2.909,2,1
6,40,6.667,1.26,1
24,281,11.708,7.95,1
7,17,2.429,2.7,1
14,412,29.429,1.59,1
11,175,15.909,1.98,1
7,12,1.714,1.55,1
5,7,1.4,2.33,1
14,339,24.214,2.44,1
19,123,6.474,207,1
7,59,8.429,2.33,1
9,30,3.333,1.86,1
10,176,17.6,1.72,1
7,28,4,1.36,1
10,325,32.5,1.51,1
9,19,2.111,2.68,1
11,45,4.091,2,1
6,29,4.833,1.53,1
7,33,4.714,1.49,1
8,64,8,3.85,1
16,44,2.75,2.39,1
10,34,3.4,1.81,1
8,92,11.5,1.75,1
6,17,2.833,1.15,1
23,271,11.783,1.87,1
9,82,9.111,2,1
4,19,4.75,1.78,1
10,25,2.5,2,1
12,43,3.583,2.32,1
5,177,35.4,1.71,1
9,32,3.556,1.79,1
8,535,66.875,1.35,1
27,320,11.852,4.53,1
11,155,14.091,2.09,1
9,32,3.556,2.1,1
6,29,4.833,1.26,1
12,284,23.667,2.87,1
5,12,2.4,2.2,1
10,271,27.1,1.29,1
9,85,9.444,2.32,1
11,8,0.727,2.09,1
7,26,3.714,1.23,1
9,138,15.333,1.87,1
7,192,27.429,1.36,1
7,36,5.143,1.36,1
6,29,4.833,1.92,1
9,114,12.667,1.86,1
8,82,10.25,2.63,1
7,20,2.857,1.94,1
8,272,34,1.41,1
9,111,12.333,1.49,1
11,292,26.545,2.95,1
6,114,19,1.76,1
5,27,5.4,2.12,1
10,18,1.8,1.93,1
8,30,3.75,2.29,1
7,31,4.429,1.35,1
13,38,2.923,3.88,1
11,20,1.818,8.27,1
9,195,21.667,1.53,1
15,356,23.733,5.29,1
24,280,11.667,7.62,1
9,52,5.778,2.4,1
7,18,2.571,1.86,1
9,52,5.778,1.38,1
14,141,10.071,2.29,1
9,65,7.222,1.35,1
6,20,3.333,1.38,1
9,81,9,1.49,1
10,154,15.4,2.55,1
8,18,2.25,1.61,1
12,22,1.833,7.68,1
6,7,1.167,2,1
13,409,31.462,2.23,1
8,8,1,1.56,1
5,7,1.4,1.83,1
10,30,3,1.96,1
7,43,6.143,1.33,1
10,38,3.8,2.7,1
9,42,4.667,2.13,1
9,107,11.889,1.36,1
10,36,3.6,2.33,1
11,25,2.273,2.05,1
8,35,4.375,2.02,1
17,106,6.235,14.53,1
9,126,14,2.83,1
9,123,13.667,2.3,1
6,97,16.167,1.84,1
9,492,54.667,1.33,1
7,79,11.286,3.56,1
14,340,24.286,4.6,1
6,50,8.333,1.76,1
6,96,16,1.51,1
8,14,1.75,2.17,1
6,12,2,2.09,1
5,33,6.6,1.44,1
5,96,19.2,2.13,1
9,82,9.111,2.8,1
13,423,32.538,1.64,1
12,45,3.75,6.63,1
6,40,6.667,1.27,1
6,46,7.667,2,1
7,8,1.143,2.25,1
6,46,7.667,2.12,1
9,353,39.222,1.45,1
6,326,54.333,1.29,1
9,45,5,3.23,1
7,20,2.857,1.82,1
8,33,4.125,2.13,1
7,181,25.857,1.65,1
10,499,49.9,1.27,1
12,44,3.667,2.38,1
9,18,2,1.83,1
11,49,4.455,4.3,1
7,56,8,1.45,1
5,16,3.2,1.36,1
7,71,10.143,1.43,1
7,15,2.143,2.3,1
9,88,9.778,1.59,1
8,44,5.5,2.06,1
8,12,1.5,2.83,1
6,19,3.167,1.27,1
9,36,4,3.31,1
24,340,14.167,2.67,1
1,13,13,5,1
12,90,7.5,1.92,1
23,20,0.87,21.18,1
12,404,33.667,2.82,1
5,70,14,1.4,1
6,94,15.667,2.02,1
13,323,24.846,2.4,1
8,32,4,2.1,1
7,13,1.857,1.65,1
10,57,5.7,2.94,1
15,67,4.467,3.59,1
7,14,2,18,1
9,37,4.111,2.03,1
8,96,12,1.35,1
6,48,8,1.57,1
8,15,1.875,2.91,1
8,21,2.625,2.56,1
1,167,167,1.03,1
8,54,6.75,1.53,1
9,29,3.222,1.73,1
6,18,3,2.45,1
8,15,1.875,2.24,1
7,8,1.143,1.62,1
6,59,9.833,1.38,1
8,12,1.5,1.11,1
7,7,1,22.5,1
7,7,1,2.42,1
10,86,8.6,1.85,1
8,7,0.875,2.09,1
9,35,3.889,2,1
9,84,9.333,2.75,1
10,39,3.9,1.91,1
9,99,11,1.92,1
9,268,29.778,1.29,1
11,84,7.636,1.69,1
10,33,3.3,2.05,1
6,7,1.167,4.25,1
6,50,8.333,2,1
7,51,7.286,1.49,1
1,36,36,1.14,1
8,45,5.625,2.44,1
10,141,14.1,2.25,1
5,43,8.6,1.16,1
10,20,2,2.27,1
7,9,1.286,1.69,1
9,268,29.778,1.36,1
8,15,1.875,2.38,1
3,4,1.333,11,1
8,187,23.375,1.38,1
9,71,7.889,1.97,1
8,83,10.375,2.42,1
10,6,0.6,2.6,1
7,31,4.429,1.84,1
9,78,8.667,2.1,1
7,51,7.286,1.35,1
13,266,20.462,4.81,1
5,4,0.8,7,1
11,21,1.909,7.2,1
17,389,22.882,5,1
1,47,47,1.14,1
10,35,3.5,2.24,1
6,35,5.833,2.67,1
13,38,2.923,3.93,1
8,30,3.75,1.24,1
9,85,9.444,1.82,1
8,70,8.75,1.66,1
11,14,1.273,2.43,1
12,61,5.083,1.77,1
10,63,6.3,2.2,1
11,184,16.727,4.48,1
10,47,4.7,2.26,1
9,43,4.778,3.15,1
11,262,23.818,1.94,1
8,44,5.5,3.2,1
13,440,33.846,2.18,1
11,156,14.182,1.52,1
11,11,1,4.23,1
10,54,5.4,1.83,1
6,13,2.167,1.37,1
6,15,2.5,3.23,1
7,11,1.571,1.33,1
9,42,4.667,2.65,1
5,27,5.4,2.34,1
5,10,2,7,1
10,79,7.9,1.89,1
8,302,37.75,1.43,1
5,19,3.8,2.18,1
7,9,1.286,2.45,1
1,74,74,1.08,1
9,510,56.667,1.44,1
8,18,2.25,1.81,1
14,402,28.714,4.75,1
6,103,17.167,1.23,1
9,17,1.889,6.4,1
9,358,39.778,2.36,1
5,29,5.8,1.87,1
1,249,249,1.02,1
11,41,3.727,2.92,1
6,19,3.167,1.24,1
10,36,3.6,2.28,1
8,170,21.25,1.6,1
7,8,1.143,1.62,1
10,268,26.8,6.02,1
11,29,2.636,2.22,1
5,21,4.2,1.46,1
7,15,2.143,2.71,1
9,11,1.222,1.42,1
9,332,36.889,1.21,1
6,39,6.5,1.77,1
10,25,2.5,1.89,1
9,511,56.778,1.42,1
7,23,3.286,1.68,1
10,19,1.9,6.94,1
7,42,6,1.33,1
5,6,1.2,3.67,1
8,42,5.25,1.54,1
7,18,2.571,2.81,1
7,168,24,1.14,1
16,408,25.5,5.28,1
5,13,2.6,1.42,1
38,342,9,12.99,1
9,285,31.667,2.42,1
9,73,8.111,2.63,1
7,140,20,1.28,1
10,20,2,1.9,1
18,22,1.222,14.5,1
9,7,0.778,1.77,1
6,20,3.333,1.5,1
7,7,1,2.22,1
17,98,5.765,14.88,1
10,262,26.2,1.83,1
10,13,1.3,2.33,1
12,98,8.167,2.33,1
9,40,4.444,2.92,1
10,6,0.6,2.5,1
23,132,5.739,20.76,1
8,46,5.75,2.11,1
11,23,2.091,3.5,1
13,407,31.308,2.31,1
8,14,1.75,1.73,1
7,315,45,1.13,1
7,9,1.286,1.54,1
24,125,5.208,21.29,1
14,102,7.286,2.96,1
8,240,30,1.34,1
6,4,0.667,2.5,1
6,146,24.333,1.83,1
11,96,8.727,4.32,1
10,9,0.9,2.25,1
8,16,2,1.94,1
8,346,43.25,1.35,1
9,18,2,2.78,1
11,22,2,2.37,1
11,147,13.364,2.2,1
10,19,1.9,8.43,1
7,76,10.857,1.38,1
7,14,2,1.83,1
10,29,2.9,2.1,1
9,168,18.667,2.15,1
7,16,2.286,1.36,1
5,58,11.6,1.41,1
23,198,8.609,14.93,1
11,245,22.273,2.77,1
9,155,17.222,2.54,1
14,390,27.857,4.44,1
8,183,22.875,1.43,1
9,25,2.778,1.51,1
5,20,4,1.58,1
13,121,9.308,3.72,1
10,27,2.7,1.98,1
5,15,3,1.4,1
8,150,18.75,1.23,1
5,36,7.2,1.52,1
6,96,16,2.2,1
9,16,1.778,2.08,1
10,33,3.3,1.95,1
6,4,0.667,4,1
9,535,59.444,1.36,1
8,54,6.75,1.34,1
8,49,6.125,1.81,1
8,85,10.625,1.46,1
10,7,0.7,1.83,1
9,163,18.111,2.98,1
10,8,0.8,7,1
7,42,6,2.61,1
13,201,15.462,4.45,1
7,8,1.143,1.54,1
11,303,27.545,4.97,1
6,17,2.833,2.56,1
1,109,109,1.05,1
8,101,12.625,1.71,1
6,49,8.167,1.42,1
5,11,2.2,1.67,1
8,34,4.25,1.87,1
23,249,10.826,16.33,1
9,187,20.778,3.03,1
7,6,0.857,4.67,1
8,152,19,2,1
7,115,16.429,1.72,1
5,20,4,1.55,1
5,14,2.8,1.69,1
8,20,2.5,1.93,1
10,124,12.4,3.43,1
10,22,2.2,2.44,1
11,245,22.273,1.86,1
15,11,0.733,10.38,1
7,21,3,1.41,1
5,7,1.4,2.33,1
7,55,7.857,2.09,1
11,38,3.455,1.96,1
9,9,1,42,1
8,76,9.5,1.87,1
8,70,8.75,1.7,1
9,347,38.556,1.26,1
9,45,5,1.4,1
9,12,1.333,1.85,1
14,407,29.071,4.54,1
9,120,13.333,1.29,1
7,42,6,1.27,1
8,18,2.25,2.52,1
7,72,10.286,1.7,1
9,91,10.111,1.95,1
11,54,4.909,2.07,1
6,7,1.167,1.89,1
6,96,16,2.3,1
8,41,5.125,2.35,1
8,31,3.875,2.16,1
7,12,1.714,2.17,1
7,7,1,1.36,1
7,37,5.286,3.14,1
8,71,8.875,1.64,1
8,6,0.75,1.8,1
4,95,23.75,1.51,1
10,268,26.8,5.88,1
8,6,0.75,2.22,1
8,185,23.125,1.97,1
8,38,4.75,1.93,1
9,180,20,2.86,1
8,29,3.625,2.1,1
11,96,8.727,1.83,1
7,41,5.857,1.42,1
24,471,19.625,7.9,1
7,14,2,2,1
7,6,0.857,1.67,1
7,6,0.857,1.73,1
9,112,12.444,1.59,1
10,262,26.2,1.32,1
14,12,0.857,9.25,1
7,7,1,1.33,1
8,60,7.5,3.01,1
6,16,2.667,2.38,1
7,20,2.857,1.13,1
17,266,15.647,12.82,1
7,11,1.571,1.75,1
10,23,2.3,2,1
6,36,6,2,1
9,161,17.889,2.87,1
9,36,4,3.21,1
1,177,177,1.03,1
7,4,0.571,10,1
11,195,17.727,3,1
10,41,4.1,1.87,1
7,9,1.286,1.4,1
9,103,11.444,2.75,1
7,9,1.286,2.2,1
7,11,1.571,1.75,1
7,27,3.857,2.58,1
8,36,4.5,2.21,1
6,217,36.167,1.52,1
8,9,1.125,2.45,1
5,34,6.8,1.31,1
9,24,2.667,2.2,1
8,31,3.875,2.04,1
8,70,8.75,1.68,1
13,53,4.077,5.75,1
10,40,4,2.09,1
7,11,1.571,1.76,1
9,44,4.889,3.14,1
5,4,0.8,9,1
7,12,1.714,2.11,1
9,107,11.889,2.44,1
24,280,11.667,7.76,1
17,22,1.294,8.57,1
10,197,19.7,1.87,1
6,25,4.167,1.38,1
5,17,3.4,2.35,1
7,47,6.714,2.31,1
6,10,1.667,1.86,1
8,80,10,1.48,1
8,344,43,1.22,1
12,335,27.917,4.61,1
8,15,1.875,2.29,1
11,86,7.818,3.1,1
6,81,13.5,1.26,1
8,3,0.375,3,1
10,12,1.2,4.71,1
8,51,6.375,2.19,1
9,64,7.111,2.29,1
8,90,11.25,1.54,1
7,62,8.857,1.87,1
11,357,32.455,1.55,1
9,43,4.778,1.78,1
12,245,20.417,1.7,1
9,191,21.222,2.14,1
9,21,2.333,3.27,1
10,10,1,50,1
10,510,51,1.36,1
8,27,3.375,2.14,1
12,69,5.75,3.48,1
1,104,104,1.05,1
10,23,2.3,2.2,1
12,307,25.583,2.41,1
5,13,2.6,1.33,1
7,21,3,1.35,1
4,89,22.25,1.64,1
6,62,10.333,1.36,1
14,187,13.357,2.31,1
9,37,4.111,3.49,1
1,49,49,7,1
11,40,3.636,1.8,1
12,272,22.667,2.01,1
26,378,14.538,3.46,1
10,511,51.1,1.28,1
10,215,21.5,1.2,1
5,13,2.6,10,1
6,5,0.833,2.75,1
8,16,2,1.86,1
8,22,2.75,2.03,1
10,55,5.5,6.32,1
8,12,1.5,2.16,1
7,86,12.286,1.69,1
10,107,10.7,1.81,1
7,125,17.857,1.4,1
9,41,4.556,1.9,1
8,24,3,1.43,1
5,7,1.4,3.83,1
9,47,5.222,2.42,1
9,34,3.778,1.61,1
10,22,2.2,2.34,1
5,63,12.6,2,1
7,16,2.286,2.04,1
9,16,1.778,1.92,1
9,181,20.111,2.64,1
6,31,5.167,1.4,1
9,272,30.222,1.86,1
10,303,30.3,1.32,1
9,280,31.111,1.24,1
7,35,5,2.57,1
8,7,0.875,2.7,1
8,29,3.625,2,1
8,8,1,2.36,1
24,170,7.083,15.9,1
7,8,1.143,1.69,1
8,15,1.875,2.59,1
11,84,7.636,1.74,1
6,19,3.167,1.59,1
8,36,4.5,1.98,1
14,371,26.5,4.85,1
8,17,2.125,1.96,1
8,16,2,2.33,1
10,105,10.5,1.7,1
7,47,6.714,2.23,1
7,118,16.857,2.26,1
6,17,2.833,1.33,1
7,31,4.429,1.56,1
8,16,2,1.69,1
12,266,22.167,2.72,1
8,42,5.25,2.37,1
10,51,5.1,1.89,1
9,271,30.111,1.93,1
7,14,2,1.75,1
9,8,0.889,21,1
11,22,2,9.44,1
8,18,2.25,2.24,1
13,348,26.769,1.64,1
9,150,16.667,1.75,1
10,23,2.3,1.76,1
7,87,12.429,1.27,1
9,22,2.444,1.62,1
6,39,6.5,1.58,1
1,9,9,7,1
8,41,5.125,1.44,1
17,96,5.647,5.15,1
10,126,12.6,3.16,1
7,57,8.143,2.7,1
8,5,0.625,6.5,1
8,12,1.5,2.38,1
7,4,0.571,1.75,1
10,35,3.5,1.93,1
9,23,2.556,1.35,1
5,96,19.2,2.77,1
11,100,9.091,3.29,1
7,191,27.286,1.66,1
9,181,20.111,2.99,1
13,116,8.923,2.49,1
9,102,11.333,1.27,1
6,82,13.667,1.39,1
12,41,3.417,2.06,1
9,9,1,1.6,1
7,169,24.143,1.28,1
7,171,24.429,1.25,1
8,99,12.375,1.48,1
9,86,9.556,1.29,1
11,261,23.727,2.01,1
25,115,4.6,2.56,1
7,21,3,1.67,1
8,14,1.75,2.32,1
14,203,14.5,4.36,1
9,108,12,2.15,1
7,14,2,1.48,1
7,6,0.857,1.75,1
9,127,14.111,1.58,1
8,50,6.25,1.93,1
10,16,1.6,6.19,1
8,319,39.875,1.26,1
8,27,3.375,1.36,1
8,218,27.25,1.29,1
13,228,17.538,3.29,1
9,12,1.333,1.46,1
16,427,26.688,5.56,1
6,81,13.5,1.34,1
11,86,7.818,1.98,1
10,78,7.8,1.76,1
8,7,0.875,2.09,1
8,103,12.875,2.71,1
8,54,6.75,1.74,1
7,31,4.429,1.97,1
9,222,24.667,1.52,1
9,18,2,1.67,1
25,186,7.44,7.16,1
6,13,2.167,2.53,1
10,98,9.8,2.49,1
4,12,3,3,1
7,63,9,1.99,1
8,30,3.75,1.23,1
9,19,2.111,2.31,1
9,534,59.333,1.34,1
16,121,7.563,5.6,1
5,9,1.8,1.43,1
26,294,11.308,7.6,1
8,38,4.75,1.75,1
10,122,12.2,2.03,1
7,219,31.286,1.44,1
6,7,1.167,1.38,1
10,19,1.9,8.29,1
10,17,1.7,6.83,1
8,7,0.875,2.67,1
10,271,27.1,1.35,1
5,11,2.2,1.46,1
10,11,1.1,1.5,1
11,272,24.727,1.43,1
7,103,14.714,1.76,1
7,12,1.714,1.9,1
10,60,6,2.35,1
10,38,3.8,1.37,1
10,64,6.4,2.12,1
5,27,5.4,1.71,1
6,58,9.667,1.17,1
7,13,1.857,1.73,1
10,12,1.2,2.7,1
7,18,2.571,1.15,1
6,5,0.833,1.67,1
7,31,4.429,1.55,1
11,36,3.273,2.07,1
9,160,17.778,1.58,1
9,41,4.556,3.28,1
7,13,1.857,1.7,1
9,21,2.333,1.22,1
10,9,0.9,30,1
6,26,4.333,1.41,1
5,7,1.4,2.11,1
8,57,7.125,1.45,1
5,69,13.8,1.51,1
7,25,3.571,1.63,1
9,250,27.778,2.18,1
7,19,2.714,1.67,1
8,108,13.5,1.65,1
4,93,23.25,1.66,1
11,19,1.727,7.35,1
9,12,1.333,2.41,1
9,326,36.222,1.3,1
26,184,7.077,16.88,1
10,236,23.6,1.31,1
1,14,14,2.67,1
8,15,1.875,2.74,1
5,4,0.8,10,1
8,274,34.25,1.35,1
8,54,6.75,1.37,1
8,82,10.25,2.91,1
7,13,1.857,1.79,1
11,184,16.727,4.72,1
7,123,17.571,2.62,1
8,523,65.375,1.2,1
27,115,4.259,2.35,1
7,41,5.857,1.52,1
9,118,13.111,2.41,1
7,54,7.714,1.39,1
11,207,18.818,1.84,1
11,262,23.818,1.85,1
10,398,39.8,2.44,1
7,19,2.714,2.25,1
7,17,2.429,2.72,1
10,170,17,4.35,1
1,12,12,3.5,1
23,118,5.13,2.06,1
9,137,15.222,1.7,1
11,98,8.909,3.04,1
8,12,1.5,1.5,1
7,28,4,1.58,1
11,118,10.727,4.81,1
5,32,6.4,1.33,1
8,535,66.875,1.27,1
8,112,14,1.27,1
13,38,2.923,3.62,1
14,57,4.071,12.08,1
11,15,1.364,2.19,1
6,4,0.667,6,1
9,33,3.667,1.67,1
7,23,3.286,1.21,1
5,8,1.6,2.44,1
8,83,10.375,1.98,1
7,27,3.857,2.5,1
77,245,3.182,32.67,1
9,20,2.222,2.35,1
9,535,59.444,1.49,1
6,17,2.833,1.39,1
7,75,10.714,1.52,1
9,41,4.556,2.06,1
8,18,2.25,2.74,1
9,82,9.111,2.02,1
10,116,11.6,1.7,1
12,261,21.75,1.92,1
8,37,4.625,1.35,1
8,21,2.625,2.92,1
7,15,2.143,1.46,1
10,21,2.1,1.91,1
9,39,4.333,2.06,1
5,38,7.6,1.42,1
25,185,7.4,7.24,1
10,19,1.9,2.12,1
12,26,2.167,2.21,1
10,66,6.6,2.25,1
8,41,5.125,1.43,1
8,21,2.625,3.54,1
8,343,42.875,1.2,1
9,284,31.556,1.26,1
11,154,14,1.94,1
7,346,49.429,1.19,1
9,271,30.111,1.9,1
13,38,2.923,4,1
8,69,8.625,1.38,1
8,162,20.25,3.12,1
8,16,2,1.58,1
9,153,17,2.06,1
9,80,8.889,1.85,1
8,5,0.625,1.67,1
7,69,9.857,1.28,1
9,40,4.444,1.6,1
5,12,2.4,1.78,1
28,82,2.929,8.9,1
9,30,3.333,1.51,1
7,12,1.714,1.67,1
7,9,1.286,1.77,1
12,117,9.75,1.68,1
7,7,1,1.71,1
11,8,0.727,10.67,1
9,24,2.667,1.38,1
9,37,4.111,2.7,1
24,135,5.625,18.69,1
6,95,15.833,1.64,1
7,16,2.286,1.93,1
8,9,1.125,2.17,1
9,12,1.333,1.63,1
8,299,37.375,1.32,1
10,120,12,1.7,1
6,172,28.667,1.73,1
5,6,1.2,1.8,1
5,3,0.6,3,1
12,320,26.667,2.06,1
8,46,5.75,1.79,1
2,279,139.5,1.05,1
9,180,20,1.39,1
11,272,24.727,2.1,1
8,50,6.25,1.7,1
8,23,2.875,1.75,1
9,32,3.556,2.23,1
16,112,7,2.72,1
7,32,4.571,1.3,1
13,65,5,2.58,1
11,179,16.273,2.88,1
9,249,27.667,1.96,1
9,17,1.889,1.38,1
11,17,1.545,4.29,1
5,28,5.6,1.77,1
14,435,31.071,4.58,1
11,102,9.273,1.53,1
7,26,3.714,1.9,1
24,187,7.792,8.16,1
5,39,7.8,2.06,1
8,11,1.375,1.33,1
6,45,7.5,1.64,1
12,23,1.917,9.94,1
7,16,2.286,2.57,1
5,6,1.2,1.63,1
9,36,4,1.82,1
5,14,2.8,2.21,1
9,125,13.889,1.69,1
7,13,1.857,2.71,1
6,13,2.167,1.71,1
8,74,9.25,2.48,1
10,86,8.6,1.21,1
6,13,2.167,2,1
10,46,4.6,1.85,1
10,130,13,2.78,1
10,81,8.1,2.11,1
10,9,0.9,10.33,1
10,33,3.3,2.33,1
7,92,13.143,1.46,1
22,26,1.182,1.93,1
9,12,1.333,10,1
7,7,1,1.42,1
7,33,4.714,2.36,1
12,89,7.417,3.5,1
9,92,10.222,1.93,1
6,7,1.167,2.33,1
9,5,0.556,1.83,1
4,114,28.5,1.83,1
7,9,1.286,3,1
8,32,4,2.47,1
5,22,4.4,2.19,1
8,16,2,1.68,1
5,6,1.2,1.63,1
9,305,33.889,1.4,1
9,15,1.667,2.29,1
10,9,0.9,9.4,1
10,17,1.7,2.41,1
8,69,8.625,1.5,1
7,57,8.143,1.3,1
24,99,4.125,20.07,1
7,34,4.857,1.36,1
6,29,4.833,1.51,1
5,39,7.8,1.67,1
9,91,10.111,1.86,1
8,9,1.125,1.53,1
10,46,4.6,1.66,1
9,16,1.778,1.33,1
10,40,4,1.9,1
6,6,1,1.5,1
7,4,0.571,2,1
14,150,10.714,4.14,1
7,114,16.286,1.77,1
9,82,9.111,1.93,1
7,13,1.857,1.17,1
11,272,24.727,2,1
8,120,15,1.66,1
4,22,5.5,1.46,1
8,109,13.625,2.47,1
9,279,31,1.34,1
12,8,0.667,42,1
7,10,1.429,1.77,1
9,488,54.222,1.28,1
14,254,18.143,4.72,1
7,213,30.429,1.5,1
7,43,6.143,1.27,1
7,17,2.429,1.65,1
6,18,3,2.04,1
12,230,19.167,3.48,1
8,67,8.375,2.31,1
12,8,0.667,5.9,1
23,87,3.783,2.36,1
9,534,59.333,1.34,1
11,101,9.182,1.61,1
9,14,1.556,2.06,1
9,20,2.222,2.35,1
6,96,16,2.25,1
10,8,0.8,9.17,1
6,10,1.667,1.93,1
10,262,26.2,1.31,1
8,157,19.625,2.55,1
8,35,4.375,2.14,1
9,47,5.222,1.53,1
7,13,1.857,7.63,1
7,6,0.857,1.71,1
13,136,10.462,4.58,1
11,8,0.727,36,1
5,30,6,1.26,1
9,268,29.778,6.3,1
7,41,5.857,1.36,1
7,27,3.857,1.97,1
8,198,24.75,1.31,1
10,20,2,2.14,1
5,17,3.4,1.31,1
5,92,18.4,1.38,1
12,101,8.417,1.99,1
7,28,4,2.13,1
8,93,11.625,1.55,1
5,118,23.6,1.44,1
11,60,5.455,2.01,1
7,48,6.857,1.53,1
14,397,28.357,4.53,1
8,8,1,4.67,1
9,36,4,6.42,1
7,56,8,1.65,1
9,32,3.556,2.23,1
12,285,23.75,4.33,1
7,41,5.857,1.47,1
7,6,0.857,2.56,1
10,65,6.5,2.58,1
8,19,2.375,1.74,1
8,9,1.125,1.93,1
8,7,0.875,2.18,1
8,86,10.75,2.64,1
