@relation page-blocks

@attribute Eccen numeric
@attribute Wb_trans numeric
@attribute Class {1,2,3,4,5}

@data
2.429,27,1
4.5,39,1
6.5,112,1
15.222,171,1
0.8,5,1
13.111,164,1
0.6,2,1
16.571,116,1
1.222,17,1
1.5,20,1
0.875,8,1
1.429,13,1
9,117,1
5.5,46,1
1.5,20,1
1.8,13,1
22,6,1
3.556,69,1
11.6,41,1
11.222,140,1
1.714,12,1
2.2,20,1
4,73,1
5.2,81,1
2,16,1
6.083,105,1
3,7,1
1.917,16,1
5.7,79,1
4.714,59,1
11.625,125,1
16.2,176,1
7.75,99,1
14.286,123,1
2.2,34,1
3.182,70,1
9.583,203,1
1.333,1,1
50.333,269,1
3.333,25,1
1,13,1
7.44,305,1
1.5,4,1
15.5,383,1
32.3,465,1
7.625,86,1
1,10,1
6.25,74,1
24.727,348,1
2.875,33,1
0.5,3,1
7.889,102,1
4.833,38,1
2,16,1
7.818,126,1
2.375,31,1
20.538,286,1
1.8,11,1
2,20,1
2.444,28,1
37.25,383,1
12.111,151,1
1.1,19,1
16.875,116,1
29.071,443,1
10.111,112,1
2,16,1
2.667,6,1
8.583,171,1
4.857,53,1
0.462,1,1
5.9,80,1
3.875,50,1
0.667,7,1
30.889,398,1
6.385,115,1
0.75,2,1
31.6,422,1
6,93,1
9.9,166,1
10,172,1
3.857,39,1
6.7,94,1
2.3,42,1
3.4,51,1
3.5,5,1
4.818,38,1
12.231,177,1
1.889,16,1
3,31,1
1.857,18,1
6.917,211,1
1.412,39,1
5.111,76,1
30.071,466,1
8.067,145,1
11.545,166,1
1.286,12,1
2,13,1
27.143,218,1
0.818,6,1
20.444,251,1
2.429,25,1
17.571,138,1
31.286,222,1
34,424,1
1.286,13,1
3.1,30,1
24.222,203,1
8.333,113,1
4.125,50,1
8.75,122,1
0.375,1,1
23.75,148,1
3.778,59,1
13.214,289,1
6.714,67,1
1.444,16,1
2.25,27,1
14.125,135,1
1.778,12,1
6.3,87,1
4.857,47,1
16,80,1
3.7,41,1
17.538,235,1
1.571,18,1
1.375,8,1
4.25,52,1
1.857,17,1
2.857,31,1
5.222,65,1
34.5,675,1
1.556,9,1
3.1,47,1
3.125,41,1
10.571,74,1
1.167,1,1
0.667,4,1
13.625,119,1
8.708,269,1
4.833,38,1
9.375,106,1
16,73,1
15,82,1
1.143,13,1
9.091,158,1
1.143,9,1
16,79,1
0.857,9,1
5.222,57,1
4.111,50,1
5.571,52,1
4.833,33,1
0.75,14,1
4.8,31,1
6.455,77,1
3,35,1
5.556,75,1
0.875,11,1
2,23,1
0.714,8,1
0.667,5,1
7,142,1
1.778,20,1
6.5,52,1
4.556,57,1
1.333,9,1
3,1,1
5.167,161,1
19.2,87,1
5.8,80,1
2.429,26,1
1.667,16,1
1,16,1
4.571,40,1
10.375,108,1
1.7,12,1
11.455,180,1
4,57,1
10.889,131,1
13.071,205,1
1,10,1
9.286,71,1
6.12,470,1
7.6,123,1
9.8,175,1
1.125,11,1
6.222,80,1
8.923,183,1
9.455,164,1
3.227,72,1
0.8,8,1
1.571,17,1
1,1,1
1,1,1
18.111,130,1
0.875,11,1
139.5,40,1
1.5,32,1
3.333,32,1
4.375,64,1
4.833,42,1
14.357,217,1
6.429,62,1
14.444,199,1
1.8,27,1
2.333,27,1
1.607,59,1
1.1,28,1
41.417,731,1
2.571,24,1
1.4,12,1
1.833,15,1
6.4,49,1
5.111,55,1
5.2,36,1
11.182,173,1
32.571,175,1
59.444,432,1
4.778,73,1
7,89,1
4.7,65,1
25.429,213,1
6.76,586,1
0.571,5,1
24.636,417,1
24.727,428,1
3.286,31,1
5.429,46,1
11,120,1
5.167,292,1
3,23,1
11.111,143,1
34.667,19,1
13.7,187,1
2.286,25,1
16.5,178,1
3.4,21,1
1.2,28,1
6,72,1
4.556,58,1
0.636,10,1
5.556,83,1
6.091,107,1
6,66,1
9.875,111,1
2.875,45,1
13.25,222,1
1.5,8,1
3.889,58,1
2.833,22,1
8.889,119,1
0.727,15,1
10.375,104,1
12.1,186,1
20.556,238,1
8.273,123,1
2,11,1
0.857,7,1
19.333,163,1
9.111,93,1
13.556,145,1
2,11,1
29.786,467,1
0.4,1,1
3.6,59,1
59.333,607,1
9.182,137,1
27.2,382,1
2.875,22,1
12,137,1
5.444,86,1
2.1,27,1
1,7,1
5.625,42,1
2.222,10,1
3,4,1
1.294,34,1
11.893,718,1
23.667,276,1
5.542,155,1
2.111,19,1
5.889,91,1
13.714,275,1
177,35,1
11,26,1
9.222,96,1
1.125,15,1
59.444,561,1
11.625,111,1
4,74,1
8.727,81,1
5.125,55,1
12,120,1
5.857,43,1
0.667,3,1
17.8,66,1
20.111,213,1
1.167,4,1
5.25,59,1
2.5,32,1
2.9,45,1
2.833,24,1
8.857,81,1
123,19,1
3.353,157,1
9.75,176,1
20,225,1
3.625,48,1
5.333,38,1
2.7,53,1
5.778,101,1
3.583,68,1
1.2,1,1
1.091,13,1
3.6,18,1
9.111,108,1
0.9,18,1
141.33,5,1
7.583,125,1
1.6,14,1
11.444,129,1
3.8,52,1
1.083,25,1
2.4,15,1
3.9,58,1
2.125,19,1
5.167,110,1
0.556,2,1
27.545,123,1
2.083,37,1
1.333,14,1
23.25,234,1
10.387,408,1
31.429,632,1
7,123,1
27.111,327,1
2.375,35,1
3.667,68,1
25.1,293,1
5.545,89,1
1,10,1
4.286,39,1
9.125,93,1
9.444,121,1
0.75,12,1
3.143,11,1
13.778,151,1
12,170,1
2,23,1
4.429,48,1
27.556,308,1
29.692,657,1
3.286,31,1
18.286,140,1
0.875,9,1
10,127,1
0.4,1,1
1.857,18,1
1.571,14,1
3.4,54,1
14.182,253,1
1.714,19,1
5.3,87,1
3.667,33,1
35.667,339,1
2.125,36,1
9.7,152,1
10.333,140,1
2,29,1
1.182,84,1
7.222,102,1
8.5,178,1
3.25,44,1
13.375,136,1
2.375,32,1
5.222,86,1
9,91,1
1,1,1
0.875,8,1
2.429,23,1
3.273,86,1
19.7,228,1
1.875,22,1
3.111,43,1
1.375,21,1
23.143,73,1
2,36,1
5.75,73,1
9,53,1
5.111,84,1
1.9,35,1
3,42,1
3.286,32,1
1.857,19,1
6.429,62,1
6,56,1
27.1,375,1
5.25,50,1
60,11,1
11,155,1
4,48,1
2.5,47,1
3.519,885,1
4.2,70,1
2.333,14,1
1.9,39,1
12.1,192,1
4.259,388,1
13.714,115,1
11.889,156,1
1.571,14,1
23.375,168,1
0.636,1,1
10.545,194,1
2.375,32,1
11,164,1
16.167,89,1
17.3,102,1
2.143,14,1
1.778,20,1
6.636,107,1
19.111,202,1
14.111,155,1
16.727,213,1
7.75,85,1
27.1,409,1
25.556,314,1
3.333,14,1
5.5,46,1
1.875,15,1
1.9,15,1
1.875,21,1
2.9,46,1
0.667,10,1
9.286,85,1
18.929,294,1
2.526,478,1
1.857,11,1
0.8,16,1
13.714,118,1
3.889,56,1
1.333,1,1
3.25,20,1
1.818,15,1
27.1,351,1
1.143,7,1
56.667,566,1
4.25,56,1
1.333,34,1
4.125,47,1
5.375,61,1
1.571,7,1
22.583,390,1
17.857,160,1
16.5,163,1
1.857,10,1
16.875,54,1
3.375,42,1
4.286,50,1
16.818,310,1
8.625,39,1
3.286,11,1
13.917,501,1
2.4,12,1
22,274,1
4.6,77,1
10,168,1
0.769,6,1
7.5,75,1
1.875,8,1
1.667,9,1
9,125,1
0.778,6,1
10.778,168,1
47,19,1
1.143,13,1
1,7,1
1.25,17,1
3,12,1
1.167,8,1
8.909,138,1
4.444,61,1
11.783,420,1
2.6,35,1
19.7,258,1
16.375,177,1
2.909,63,1
1.75,29,1
6.1,94,1
5.375,81,1
9,22,1
1.75,18,1
4.8,67,1
3.3,62,1
11.333,137,1
5.75,98,1
13.375,139,1
8.5,4,1
30.429,234,1
20.444,242,1
0.5,8,1
7.875,89,1
1.167,12,1
4.667,38,1
8.857,91,1
63.75,444,1
5.727,93,1
2.5,10,1
30.167,192,1
1,12,1
6.625,99,1
7.182,135,1
9.8,159,1
2.429,18,1
59.333,661,1
24.714,187,1
8.9,69,1
13.364,264,1
4,79,1
1.143,11,1
1,11,1
59.222,596,1
18.636,278,1
0.6,2,1
6.143,64,1
1.571,20,1
20,481,1
1.571,20,1
4.556,57,1
2.111,29,1
1.412,34,1
11.6,186,1
7.444,75,1
1,6,1
9.2,29,1
2.222,28,1
19.76,776,1
26,6,1
6.333,57,1
5,69,1
5.889,84,1
1.857,12,1
2.714,12,1
1,8,1
5,44,1
3.667,50,1
15.714,117,1
20.778,233,1
7.75,69,1
5.917,81,1
15.667,79,1
14.889,158,1
9.5,112,1
19.8,78,1
1.143,69,1
12.429,116,1
2,21,1
2.333,28,1
11.667,117,1
2.333,21,1
33,11,1
3.556,51,1
30.857,223,1
3.4,20,1
1.5,16,1
0.6,1,1
2,12,1
2.571,21,1
4.667,56,1
26.571,395,1
10.5,101,1
2.167,17,1
11.941,225,1
16.818,220,1
9.7,165,1
8.625,103,1
6.4,42,1
1.167,10,1
6.25,21,1
33.667,573,1
6,63,1
2.625,31,1
2.6,1,1
26.2,377,1
3.667,62,1
2.286,21,1
8.778,111,1
1.857,16,1
7,8,1
36.167,214,1
5.2,70,1
18.444,211,1
26.846,395,1
11.889,138,1
1.571,13,1
27.1,362,1
5,42,1
1.75,12,1
4.667,61,1
1.125,15,1
17.6,235,1
5,52,1
4,61,1
11.308,190,1
23.733,410,1
21.455,316,1
12.667,108,1
56.556,448,1
2.4,31,1
5.765,104,1
2,16,1
4.714,54,1
19.8,117,1
49.429,339,1
3.25,35,1
0.95,403,1
5,59,1
4.778,63,1
4,53,1
5.444,88,1
1.4,9,1
2.889,42,1
7.667,30,1
26.1,390,1
7,40,1
17.1,121,1
5.917,70,1
2,2,1
52,12,1
21,245,1
23.818,391,1
30.714,246,1
3.583,69,1
2,15,1
1.75,6,1
53.4,548,1
14.286,157,1
1.5,23,1
17.273,237,1
1.5,12,1
5.714,23,1
18.75,187,1
2.25,24,1
5.1,86,1
14,206,1
7,84,1
5.1,67,1
37.75,356,1
27.933,482,1
7.636,110,1
1.6,12,1
1.286,15,1
7.727,144,1
3,50,1
3.286,38,1
14.625,130,1
3.5,60,1
5.625,54,1
34.364,465,1
2.5,21,1
26.769,543,1
6.571,12,1
21.833,60,1
3.714,42,1
15.857,131,1
5.455,835,1
8.182,127,1
2.5,24,1
1.125,11,1
10.25,107,1
18.875,178,1
4,54,1
14.111,154,1
6.6,93,1
1,11,1
28.444,167,1
1.545,14,1
5.375,64,1
0.4,1,1
13.333,147,1
4.5,11,1
1,15,1
0.5,5,1
18.1,273,1
3.125,40,1
14.3,218,1
54.333,323,1
0.875,11,1
25.8,325,1
2.444,26,1
4.458,138,1
56.667,561,1
5.857,57,1
12.286,116,1
2.571,23,1
4.333,35,1
1.75,19,1
7.8,48,1
4.333,32,1
5.8,33,1
2.875,33,1
5,43,1
2,27,1
2.714,22,1
4.3,61,1
17.444,198,1
2.8,21,1
10.789,1815,1
34.5,10,1
2.4,9,1
15.875,161,1
1.125,15,1
11.444,125,1
5.5,26,1
9.091,156,1
9.111,115,1
31.273,358,1
5.75,53,1
1.333,26,1
2.909,30,1
26.8,220,1
0.571,3,1
6.5,98,1
30.3,410,1
1.2,18,1
22,418,1
0.857,9,1
11,33,1
95,35,1
1.125,17,1
9.067,174,1
1.571,21,1
2.167,19,1
2.571,23,1
5.583,99,1
1.5,19,1
13.357,300,1
1.667,13,1
51.1,575,1
1,11,1
7.111,87,1
3,42,1
4.25,56,1
7.182,132,1
4.889,55,1
28.214,423,1
6,67,1
7.875,91,1
3.875,46,1
3,27,1
59.444,469,1
10.25,97,1
24.214,481,1
1.571,16,1
1.857,21,1
2.833,14,1
1.857,8,1
10.462,160,1
1.8,30,1
2,18,1
10.375,120,1
2,12,1
65.375,209,1
2.273,47,1
5.889,66,1
12,155,1
1.75,18,1
7.077,219,1
3.889,48,1
27.917,348,1
1.875,23,1
9.222,96,1
8.3,121,1
0.125,1,1
10.143,84,1
9.182,164,1
7.083,237,1
2.143,23,1
1.125,14,1
15.5,101,1
0.857,1,1
6,55,1
9.5,75,1
1.5,20,1
8.4,37,1
1.125,12,1
6.4,109,1
25.1,327,1
1.778,26,1
6.222,77,1
6.111,71,1
29,302,1
0.889,9,1
6.714,66,1
1.571,19,1
4.444,56,1
14,3,1
31.385,579,1
27.778,317,1
1.5,20,1
29.3,397,1
23.818,364,1
3.75,4,1
12.75,122,1
4.9,86,1
1.833,14,1
18.6,267,1
19.444,221,1
1.333,1,1
36.833,183,1
8.5,97,1
28.625,196,1
5.375,50,1
33.222,274,1
8.667,113,1
5,49,1
12.444,135,1
2,29,1
8.3,121,1
3.875,46,1
4.25,57,1
2.333,32,1
2.571,7,1
27.1,381,1
2.429,24,1
24.563,418,1
22.429,357,1
5.444,86,1
7.286,172,1
0.571,6,1
3.125,36,1
15.125,134,1
35,14,1
3,45,1
5.909,77,1
6,96,1
4.222,68,1
34.714,227,1
2,20,1
0.625,4,1
6.714,40,1
1.714,19,1
5.9,87,1
2.143,20,1
0.5,1,1
8.909,134,1
1,4,1
8.545,143,1
2.8,45,1
51,564,1
29,548,1
3.875,44,1
18.778,212,1
1.8,22,1
1.3,17,1
2.444,29,1
5.429,46,1
7.6,119,1
40,7,1
1.833,20,1
6.917,151,1
1.125,14,1
3.25,38,1
2.333,30,1
56.667,241,1
39.8,557,1
11.833,89,1
5.778,86,1
5.75,56,1
1.8,17,1
51.667,532,1
14,186,1
4.857,54,1
2.667,40,1
5.222,62,1
2.429,27,1
2.167,10,1
26.667,336,1
3.8,59,1
15.5,6,1
0.5,6,1
2.556,34,1
3.75,38,1
2.286,25,1
41,15,1
1.2,22,1
3.8,56,1
1.7,16,1
0.857,8,1
51.1,385,1
1.571,19,1
0.571,1,1
3.227,75,1
5.333,8,1
2.625,34,1
0.667,10,1
3.714,36,1
9.75,184,1
2.73,432,1
13.818,212,1
6,80,1
7.375,59,1
4.6,29,1
28.846,521,1
5.75,48,1
1.143,13,1
7.8,31,1
2.091,18,1
11.667,144,1
15.375,146,1
9.4,151,1
3.9,71,1
2,23,1
5,62,1
8,36,1
18.125,146,1
31.462,637,1
1.444,21,1
2.143,28,1
0.9,20,1
6.167,48,1
1.5,18,1
2,30,1
1.778,14,1
1.25,16,1
26.2,421,1
3.4,57,1
5,55,1
5.714,60,1
3.6,21,1
0.429,4,1
3.5,110,1
1.571,19,1
7.571,22,1
1.571,20,1
2.375,34,1
25.375,191,1
10.071,240,1
11.444,134,1
19.889,229,1
6.625,89,1
7.375,31,1
14.462,275,1
2.222,14,1
34.556,340,1
59.333,479,1
7.8,24,1
3.4,56,1
11.64,462,1
1.412,37,1
50.8,527,1
15.333,180,1
1.625,22,1
2.5,40,1
31.111,336,1
5.333,41,1
1.875,23,1
1.5,29,1
1.75,18,1
3.125,42,1
70,13,1
6.2,75,1
1.625,24,1
9.5,63,1
4.714,56,1
34.25,29,1
3.222,48,1
3.714,36,1
14.714,121,1
1.125,13,1
11,135,1
1.75,10,1
11.833,189,1
2.8,41,1
2.333,30,1
2.286,28,1
2,23,1
1.333,29,1
3.667,54,1
9.091,165,1
4,26,1
7.5,66,1
5.375,61,1
3.167,20,1
6.1,82,1
2.75,20,1
26.545,371,1
1.667,16,1
16.429,128,1
1.333,39,1
1.5,21,1
0.632,9,1
6.8,29,1
2.375,27,1
6.4,46,1
27.2,401,1
9,94,1
8.857,64,1
5.1,83,1
8.333,49,1
4.857,45,1
3.583,66,1
2.125,21,1
0.8,1,1
0.571,4,1
23.75,78,1
26.2,432,1
4.714,50,1
5.25,54,1
1.889,21,1
22.833,416,1
16.571,114,1
1.634,36,1
1.4,3,1
59.222,612,1
11,125,1
1,9,1
8,78,1
7.636,143,1
5.182,75,1
3.7,66,1
3.333,24,1
1.75,26,1
13.556,144,1
3.2,12,1
1.125,15,1
1,4,1
0.727,8,1
7.286,65,1
28.714,473,1
5.286,43,1
4.529,140,1
5.25,61,1
3.167,30,1
1,9,1
19.375,276,1
2.714,41,1
3.286,33,1
2,26,1
14.667,149,1
2.6,44,1
2.5,30,1
7.9,103,1
50,9,1
27.857,441,1
3,21,1
1.833,17,1
2.556,28,1
14.5,236,1
1,11,1
1.5,25,1
28.5,425,1
1.286,11,1
1.889,15,1
13.333,112,1
11.333,96,1
3.2,25,1
10,146,1
5,69,1
10,85,1
23.727,368,1
7.667,122,1
4.444,62,1
10.111,135,1
5.625,70,1
1.474,24,1
2.6,10,1
4.429,63,1
26.2,399,1
9.111,96,1
1.9,13,1
9.5,2,1
500,4,1
11.6,22,1
2.909,45,1
3.125,40,1
50.8,372,1
2.714,44,1
9.111,100,1
2.556,39,1
42.5,355,1
1,6,1
5.857,58,1
0.778,9,1
8.609,282,1
13,199,1
11.444,134,1
7.143,64,1
9.111,120,1
13.556,152,1
2.375,31,1
9,74,1
12,125,1
1.8,10,1
43.25,304,1
10.059,250,1
1.6,12,1
55.571,381,1
28.5,315,1
22.143,132,1
2.6,12,1
4.333,57,1
8,82,1
6.091,67,1
143,18,1
32,7,1
2,11,1
11.852,613,1
8,102,1
26.2,344,1
29.778,351,1
20.111,211,1
5.857,62,1
1,13,1
18.6,98,1
11.75,24,1
29.778,258,1
7.167,52,1
7.12,276,1
9,116,1
2.167,19,1
8,82,1
20.556,227,1
1,1,1
4.25,48,1
22.385,403,1
8.6,43,1
2.143,11,1
2.7,49,1
2.75,27,1
24.438,477,1
10.579,439,1
10.143,67,1
7.12,266,1
6.375,69,1
8.75,112,1
9.667,147,1
8,63,1
8,122,1
8.091,61,1
18,288,1
2,23,1
21.667,144,1
0.556,5,1
4.75,21,1
8.556,128,1
20.333,239,1
2,17,1
1.125,7,1
1.143,13,1
0.818,8,1
6.5,65,1
9.286,89,1
4.556,61,1
2.3,34,1
2.2,14,1
2.857,26,1
9.5,5,1
16,71,1
5.625,30,1
1,8,1
2,31,1
3,39,1
13.667,143,1
4.125,108,1
5.9,88,1
2.2,35,1
1.429,14,1
6.111,87,1
3.571,35,1
22.286,218,1
14.778,150,1
10,147,1
1.125,16,1
6.857,77,1
12,2,1
4.429,40,1
4.778,65,1
5,45,1
27.583,431,1
11.333,91,1
8.625,106,1
3,48,1
9.333,119,1
19,214,1
4.111,60,1
8.714,72,1
0.95,15,1
28.143,66,1
60,11,1
0.875,3,1
5.857,44,1
14.167,86,1
15.846,1142,1
0.875,11,1
9.2,28,1
11.667,400,1
2,35,1
7.625,77,1
3.75,43,1
22.938,427,1
16.692,334,1
5.143,55,1
1.6,3,1
26,396,1
1.5,17,1
10,97,1
27.364,458,1
0.667,2,1
13.917,234,1
3,31,1
4,51,1
5.429,48,1
1,3,1
2,18,1
9.333,241,1
25.889,274,1
7.5,141,1
2.571,28,1
0.139,15,1
25.313,467,1
2.857,35,1
42,15,1
19.364,317,1
50.778,555,1
12.625,139,1
5.1,68,1
1.6,1,1
30.125,182,1
6.667,42,1
15,145,1
2.167,17,1
4.778,65,1
1.5,23,1
10,57,1
1.667,6,1
1.091,15,1
0.286,1,1
2.167,43,1
8.1,107,1
10.222,140,1
2.727,41,1
16.4,1218,1
9.8,160,1
1.889,11,1
1.333,26,1
2.875,40,1
1.714,18,1
1.2,8,1
1.857,18,1
4.8,67,1
37.375,338,1
18,2,1
59.556,320,1
8.333,90,1
1.75,11,1
45,8,1
7.5,87,1
0.714,2,1
2.222,31,1
17.462,215,1
0.7,9,1
9.375,110,1
24.636,378,1
8,116,1
29.778,178,1
2.714,32,1
12.143,88,1
4.455,43,1
7.143,61,1
4.125,51,1
2.3,30,1
13.364,235,1
10.167,166,1
15.7,222,1
38.556,275,1
3,26,1
1.5,22,1
3.6,22,1
26.5,488,1
65,12,1
7.636,131,1
3.625,50,1
2.429,18,1
16,86,1
5.5,41,1
0.818,10,1
24.286,360,1
3.045,112,1
20.286,419,1
3.667,57,1
1.091,16,1
2.571,26,1
18.9,213,1
13.1,199,1
26.875,220,1
11.429,41,1
4.727,78,1
10.1,154,1
5.455,91,1
6,89,1
6.571,64,1
7.667,94,1
13.714,119,1
13.5,102,1
2.143,21,1
1,1,1
1.7,12,1
30.25,228,1
5.25,60,1
23,255,1
2.6,11,1
2.5,32,1
1.857,23,1
2.5,42,1
6.235,115,1
1.7,15,1
30.667,195,1
9.111,122,1
17.625,206,1
6.5,52,1
2,12,1
3.7,61,1
1,1,1
31.857,142,1
16,61,1
9.833,61,1
3.4,11,1
7.429,80,1
0.375,4,1
41.417,789,1
0.727,6,1
11.556,137,1
27.25,195,1
2.857,28,1
24.636,353,1
3.667,58,1
4.375,59,1
2.167,15,1
13,198,1
12.1,180,1
1.833,15,1
5.444,73,1
2.222,26,1
32,200,1
1,2,1
3,40,1
6.375,64,1
14.091,210,1
2,17,1
6.75,87,1
2.143,22,1
4,33,1
13.833,104,1
1.6,26,1
24,334,1
1.857,20,1
2,25,1
16.444,189,1
2.5,13,1
2.571,8,1
1.75,18,1
16.444,167,1
15.375,147,1
0.8,1,1
2,18,1
2.111,30,1
2.333,1,1
1.917,14,1
17,195,1
9.625,97,1
0.8,3,1
1.909,17,1
1.875,24,1
33.923,463,1
6.8,19,1
18.143,284,1
10.625,111,1
3.5,2,1
5.3,88,1
167,31,1
28.667,313,1
24.9,315,1
9.333,93,1
4,46,1
6.667,59,1
1.571,16,1
3,34,1
3.556,40,1
2.111,29,1
4.1,60,1
1.857,17,1
56.667,618,1
4.8,80,1
4.1,55,1
8.714,70,1
18.778,200,1
9.111,119,1
25.2,330,1
1.1,12,1
1,1,1
8.111,77,1
26.125,228,1
7,91,1
1.333,20,1
1.75,22,1
1,1,1
15.2,208,1
2.8,18,1
8.556,93,1
1.1,18,1
3,22,1
13.667,154,1
0.9,12,1
17.7,261,1
0.571,5,1
0.375,4,1
8.625,104,1
15.5,177,1
2.2,10,1
2,22,1
4.4,55,1
4.444,59,1
8,122,1
3.7,41,1
3.375,21,1
3.3,51,1
11.333,135,1
2.875,30,1
7.6,29,1
3.36,110,1
15.833,89,1
6,75,1
0.786,10,1
4.8,60,1
5.2,89,1
12.429,111,1
11.875,130,1
5.778,69,1
59.111,572,1
15.5,231,1
4.385,48,1
12.7,210,1
7.818,140,1
2.571,25,1
3.429,24,1
5.2,74,1
4.444,49,1
30.222,342,1
31.846,623,1
0.286,1,1
2.333,18,1
10.222,129,1
6.714,61,1
2.125,21,1
18.5,180,1
9.333,112,1
27.429,135,1
1,8,1
4.111,61,1
23.947,21,1
29.214,551,1
13.8,57,1
31,6,1
8.154,178,1
12.333,115,1
12.875,390,1
1.833,10,1
1.714,8,1
1.273,28,1
1.923,7,1
4.389,115,1
1.9,16,1
2.625,36,1
3.625,40,1
0.8,2,1
5.889,78,1
29.333,311,1
19.64,773,1
3.3,46,1
16.727,213,1
11.889,161,1
33.875,364,1
39.364,460,1
8.818,132,1
2.889,30,1
5.714,66,1
9.667,82,1
4.6,83,1
59.444,310,1
9,77,1
2,6,1
3.8,4,1
5.636,92,1
14.692,214,1
6.6,95,1
0.75,3,1
6,33,1
10.857,116,1
3.25,38,1
9,102,1
7.571,86,1
2.75,30,1
2,12,1
9.111,124,1
1.9,9,1
30.143,223,1
4.889,67,1
2.25,23,1
7.375,65,1
3.556,55,1
3.909,58,1
1,12,1
1,1,1
9.182,160,1
7.5,69,1
1.5,14,1
2.25,30,1
3,48,1
2.273,40,1
3.125,44,1
11.708,397,1
5.75,74,1
1.625,25,1
10,113,1
4.556,68,1
7.8,38,1
2.7,28,1
1.25,16,1
16.167,94,1
16.667,134,1
56.444,563,1
2.857,29,1
9.889,599,1
21.875,183,1
3.5,66,1
31.462,547,1
3.75,38,1
0.818,10,1
10.125,111,1
3.125,40,1
39.778,525,1
0.875,9,1
11.333,151,1
6.471,224,1
22.429,174,1
22.667,393,1
2.5,4,1
2.4,7,1
5.778,73,1
2.857,30,1
74.143,215,1
2,28,1
1,6,1
7.545,146,1
5.154,57,1
3.3,45,1
6.125,91,1
56.444,640,1
3.556,60,1
44.125,165,1
21.556,215,1
9.833,75,1
4.111,62,1
2.167,15,1
4.25,6,1
19.111,202,1
7.778,98,1
6.909,102,1
3.9,48,1
0.727,13,1
7.111,110,1
7.44,263,1
5,59,1
23.818,386,1
1.5,12,1
1.429,13,1
3.1,59,1
2.111,13,1
1.2,10,1
9.8,154,1
8.286,35,1
2.111,19,1
0.875,9,1
5.5,59,1
4.462,79,1
1.9,12,1
25.938,499,1
1.727,41,1
9.833,184,1
4.2,60,1
8,71,1
1.5,22,1
5,74,1
1.8,15,1
5.647,116,1
11.438,251,1
2.846,44,1
9,83,1
8.3,120,1
4.429,39,1
28.875,257,1
3.286,38,1
12,197,1
11.875,120,1
9.222,91,1
6.107,621,1
1.625,10,1
5.111,74,1
2.286,14,1
17.778,196,1
4.286,44,1
10.727,80,1
3.375,39,1
11,132,1
14.5,212,1
17,268,1
7,57,1
39.222,411,1
4,57,1
2.167,6,1
1.857,13,1
14,455,1
18.84,678,1
6.1,110,1
2.6,12,1
1.571,15,1
8.571,80,1
3.8,57,1
1.167,10,1
4.429,27,1
3.4,66,1
4.375,49,1
1.857,11,1
30.929,485,1
1.571,16,1
13.667,97,1
13.222,193,1
7.375,79,1
2,27,1
41.5,752,1
31.917,485,1
9,91,1
0.6,1,1
8.182,101,1
22.5,219,1
16,83,1
1.4,6,1
16.833,129,1
3.778,68,1
7.75,304,1
4.222,49,1
5.5,71,1
13.625,125,1
30.667,179,1
10.333,131,1
2.5,30,1
21.063,387,1
9,115,1
6.889,69,1
20.727,239,1
5.4,29,1
10,96,1
1.2,4,1
7.818,138,1
3.4,17,1
3.625,39,1
10.375,115,1
1.75,25,1
1.4,6,1
7.714,91,1
4.375,57,1
2.9,48,1
21.667,96,1
9.833,166,1
12.6,202,1
24.636,355,1
0.9,5,1
9.667,172,1
2,25,1
2.182,39,1
0.875,14,1
13.286,319,1
7.818,144,1
1.424,22,1
10.778,157,1
10.111,123,1
19.286,134,1
8.333,41,1
1.429,18,1
2.222,28,1
2.923,41,1
26.3,348,1
1.333,14,1
9.051,454,1
2.125,21,1
1.833,13,1
1,12,1
23.8,295,1
43.25,339,1
3.3,53,1
13.571,120,1
5.111,70,1
4.125,52,1
1.286,12,1
27,237,1
4.667,59,1
0.667,7,1
33,246,1
49.429,341,1
11.182,113,1
0.818,6,1
5.444,69,1
4.4,80,1
4.778,59,1
6.222,88,1
5.857,64,1
16.25,169,1
3,27,1
16,79,1
1.5,23,1
5.2,72,1
6.25,73,1
2.125,25,1
1.857,27,1
1.286,14,1
4,71,1
40,15,1
3.875,48,1
4.1,71,1
4.111,46,1
4.571,44,1
6.2,18,1
1,3,1
2,25,1
49.9,575,1
1.5,1,1
13.625,158,1
1.5,20,1
2.1,23,1
27.1,369,1
2,19,1
1.25,16,1
56.667,533,1
2.6,12,1
8,87,1
5.429,58,1
18.667,8,1
22.583,433,1
2,22,1
6.5,77,1
2.6,39,1
34.889,352,1
1.857,19,1
10.333,10,1
8.889,114,1
1.9,11,1
9.273,163,1
17.556,212,1
0.833,4,1
2.857,27,1
3.182,27,1
7.125,84,1
4.571,40,1
23.778,307,1
8.444,114,1
7.909,115,1
1.25,9,1
3.333,46,1
4.714,40,1
3.25,39,1
6,36,1
1.833,19,1
10.333,64,1
2,29,1
50.6,564,1
1.125,15,1
2.8,45,1
1.8,28,1
3.5,65,1
15,97,1
3.25,36,1
3.625,41,1
9.182,173,1
2,30,1
4.714,48,1
6.571,38,1
7,1,1
9,115,1
15.4,207,1
27.2,319,1
1,2,1
4.333,55,1
19.333,375,1
2.125,25,1
9.333,103,1
7.125,78,1
3.6,20,1
0.75,8,1
4.333,40,1
7.286,77,1
1,1,1
7.333,57,1
3.2,17,1
5.917,79,1
11.64,455,1
6,92,1
