@relation 'ring-weka.filters.unsupervised.attribute.Remove-V-R1,5,7,12,16,18-19,21'

@attribute A1 numeric
@attribute A5 numeric
@attribute A7 numeric
@attribute A12 numeric
@attribute A16 numeric
@attribute A18 numeric
@attribute A19 numeric
@attribute Class {0,1}

@data
35,-207,2046,884,91,1788,-651,1
-2687,-1856,-2066,989,3161,-1709,982,0
1064,935,-905,148,1272,-63,-745,1
778,-98,624,1874,-1099,-495,262,0
398,1177,-673,-716,-213,285,1943,1
-1219,1872,1252,2065,281,1082,-372,1
1281,617,1782,8,-2533,346,-1088,1
2207,-5216,251,-167,1691,2713,572,0
1838,242,-219,862,16,-1376,-3265,0
-109,187,344,2511,-147,928,306,1
31,-1249,278,1686,-152,2042,118,0
76,878,1513,199,425,2196,-41,1
-2141,-1061,-1345,106,396,187,3266,0
-423,59,244,242,1012,308,-566,1
98,-121,7,1532,1195,-863,3045,1
69,49,2102,936,649,1351,-93,1
814,1354,-1314,974,-2575,-1922,-1031,0
-775,729,285,386,-182,266,2495,1
2508,36,-399,-895,-1079,165,-845,1
-2712,-1419,11,1905,-1339,664,-6674,0
636,63,-608,433,395,-633,-1553,1
-1331,-1145,1075,1233,425,77,132,1
8,15,1937,2198,34,-51,-262,1
-1595,1379,68,1614,171,104,613,1
332,2004,-437,1192,-62,187,5,1
-807,468,-497,-4,356,575,1315,1
2369,387,86,-55,-1858,-1047,872,0
-3536,185,3317,868,836,-4906,-1895,0
543,-1631,1993,-118,-1119,-65,-239,1
633,1058,119,53,1243,-87,598,1
814,-17,21,654,1896,1692,1458,1
-1423,-2958,-3931,-481,-842,53,74,0
1094,-2178,-515,-958,-998,43,-2862,0
724,1283,-1255,-775,3364,-1018,-3457,0
202,-6,425,-469,659,82,91,1
-2517,1882,-181,3319,-4105,-2124,-332,0
98,2367,2913,656,2854,1833,-746,0
429,-1485,5,492,895,-1089,1316,0
27,1683,325,-3156,-49,-235,3149,0
1265,218,-5,21,1332,492,-1524,1
-19,-1122,113,1085,-3383,-2121,-1536,0
843,157,-215,-941,458,-1593,-858,0
173,1436,-122,-14,1448,-48,325,1
-193,2,-111,1541,-4923,-431,-1884,0
-1544,148,4576,1491,2255,-1603,-86,0
1209,1375,225,-393,728,1234,65,1
-3213,-145,-4409,-243,1056,-2388,32,0
-264,1736,404,-988,479,481,-5,1
-1179,608,-42,2329,-17,1499,1138,1
2926,-2567,1084,-3984,-565,424,-2684,0
-36,518,859,-563,-1125,-1,-726,1
1439,-858,1074,1292,1686,-1924,-2157,0
1552,39,972,3841,-2086,-2556,-29,0
936,1922,1285,1144,429,1421,684,1
675,-167,1078,123,3114,-107,-1742,0
-317,2505,2018,1324,509,78,452,1
-249,129,-145,-51,676,35,608,1
-1334,917,2445,-273,-2963,2859,-895,0
181,1173,774,-211,476,517,-2102,1
-985,114,755,-213,1185,1832,-1586,1
-2272,-1657,-297,3388,1177,325,1947,0
1078,-2,2767,-986,-283,817,234,1
-2783,1323,-2317,43,2429,-1223,-1096,0
-1643,344,1313,2157,-916,3356,1968,0
-262,-673,1371,3338,-815,347,-1505,0
178,2016,3224,212,-18,-1205,-1386,0
-175,-11,-1998,924,3384,-436,3144,0
-18,681,118,1618,1072,-117,954,1
2518,-212,875,1053,154,1122,972,1
-21,-1748,-1623,-5291,-384,74,-934,0
-1469,-738,-415,-2438,-261,-322,1137,0
1405,62,78,2199,181,1031,-504,1
68,107,-182,-351,1858,1743,708,1
2015,-924,2526,3265,751,-2992,-7,0
-178,-279,149,266,607,1496,461,0
1899,-1263,1328,796,-1536,1192,1216,1
-4022,-1243,-225,4936,-1418,1666,36,0
-1132,-56,114,-829,768,-976,-1167,0
343,-1758,-376,-157,-1708,-101,-1135,1
139,-2458,-3,-1667,308,2814,-345,0
173,52,-27,-3512,-919,1725,-4328,0
-128,346,-182,-74,998,-1112,1404,1
-237,444,-401,1249,1256,559,-11,1
-478,393,193,-2267,22,626,927,1
597,-1934,1258,1423,2182,95,-1695,0
-506,-1264,1386,222,-144,785,2555,1
3544,3,-2498,584,1154,-2822,407,0
-602,1284,-292,435,208,1794,1146,1
201,82,37,1834,-2186,-2463,-3779,0
-1263,-1119,-25,117,3716,-1356,-315,0
-351,-1833,-21,78,-1357,-68,949,1
2504,1873,-1102,58,-3169,-1984,-1658,0
-1696,277,547,1778,-2379,-1902,-485,0
14,998,1096,266,-1,-1354,195,1
839,275,2657,-795,856,-87,1535,1
-732,1707,4924,3412,918,-1959,2186,0
1464,-1107,82,1626,1164,1972,841,0
1994,-1274,744,788,1381,1165,-144,1
-12,-1921,-808,398,1065,-4133,-225,0
559,-2336,1674,6069,-3858,-4247,504,0
-55,22,-762,-3261,-366,-771,-2236,0
265,297,1136,195,1298,77,1268,1
-1667,101,708,187,-323,935,986,1
-874,326,576,198,2467,512,1903,1
2112,-1125,896,22,3,19,2629,1
1017,-1883,-1731,-2182,-602,-1276,-2085,0
-628,106,9,-1362,2062,354,169,1
2657,249,2629,1184,-819,-1151,-2177,0
3407,-666,1653,-3136,2391,703,82,0
-2616,-79,679,2313,264,-2609,469,0
369,1901,454,-753,262,308,1814,1
-405,329,-646,-76,417,268,-166,1
-545,143,1398,-2141,301,207,823,0
91,3734,-2751,1348,486,138,-194,0
-123,-692,-728,297,-599,-64,-55,1
