@relation ring

@attribute A1 numeric
@attribute A5 numeric
@attribute A7 numeric
@attribute A12 numeric
@attribute A16 numeric
@attribute A18 numeric
@attribute A19 numeric
@attribute Class {0,1}

@data
-4826,1687,384,-5505,-686,472,-2239,0
1288,-472,244,746,954,113,-1914,0
-1276,-1792,1371,-209,-54,1943,-4102,0
-1709,-1035,2712,2337,2899,3258,-797,0
-614,407,2923,61,-1195,1615,-305,0
1624,-1422,-3418,1099,-624,1763,2821,0
1941,-4237,-1652,-1471,455,-46,-1109,0
-343,1018,3907,118,-1075,222,-926,0
284,393,-2808,-1972,348,-4638,-136,0
904,4153,-3134,362,3485,-1989,31,0
3609,729,2519,-3296,-831,-1467,1176,0
-1692,103,-3627,1776,3197,-53,267,0
164,-491,1333,1834,-1317,6036,-33,0
1516,-1657,-2051,-2674,1529,-82,-4367,0
-421,1085,-2202,971,519,-2143,-3131,0
2427,758,-2451,717,-1206,385,2566,0
2821,1861,-98,-144,-429,6896,3751,0
-4274,228,-2168,931,1928,-3484,731,0
-1555,1587,-4636,-1691,-544,-2134,-2462,0
1071,-878,-2362,-1769,-4584,36,284,0
-3205,-592,208,11,106,-922,2153,0
2492,205,2235,-752,927,-441,873,0
967,995,-1869,-2034,326,2988,403,0
163,236,3291,-316,-2622,-2558,-3357,0
3251,1111,-845,854,1546,1065,1702,0
266,-718,717,-1002,1489,1965,4703,0
1206,363,1153,1694,3686,-1559,4553,0
-26,4409,144,-2058,-456,-2115,-922,0
-202,-2228,2291,1106,5223,-2393,-2698,0
-704,74,27,556,-1964,-151,-258,0
-322,-2506,-3319,-635,4387,-3331,661,0
868,1096,-945,-293,253,3973,-244,0
1071,572,2287,-1634,172,1346,323,0
-2409,-1102,1689,-259,-587,3268,1442,0
-594,87,129,-1197,4718,448,-761,0
1604,157,57,423,-1494,-1257,-4523,0
-1162,1372,264,3751,-2697,1444,-271,0
-494,-1062,-1908,-5,552,-1005,-2093,0
83,-1675,1981,-41,689,-299,-152,0
-1582,-911,1498,-1031,2291,2694,52,0
82,-1901,1578,-3059,1618,-2158,298,0
311,-194,-3907,-209,-104,-2128,3804,0
-1482,-3132,-641,592,-2241,-1859,3981,0
3011,1576,42,-6259,-2187,6811,586,0
1642,-878,2391,-523,2056,-1714,373,0
2097,1895,539,377,835,-966,-2203,0
1946,1887,1284,-1335,66,678,1113,0
2521,-19,895,2052,25,1219,1032,0
-132,-232,351,1482,-3161,-1913,-2057,0
928,-2359,13,-2107,864,1829,-3402,0
86,498,2253,578,-1047,-1175,-1331,0
-772,18,2254,-409,-2151,296,2,0
1066,-3741,1846,-1312,-2063,-1746,-814,0
75,-202,-1145,2464,-2676,-2914,-41,0
2425,-1376,-225,-1023,486,2846,3327,0
-167,-1118,454,-95,-1164,-1664,-366,0
-3341,512,-358,1879,-3,1975,577,0
3582,-1514,-607,-67,2489,-1817,-802,0
1421,989,317,-23,-1902,-2168,3715,0
-2179,1603,-2902,-59,-382,882,-54,0
-1683,117,-2505,-2555,1856,2906,-403,0
1305,-1283,-935,-543,868,1354,-4691,0
-2222,-246,7,-2873,348,421,-2687,0
-236,234,3592,2102,921,641,1391,0
-1088,-2908,-3732,-3445,322,-1011,-189,0
3881,4033,-1601,1248,-2179,2869,-213,0
2,-1497,3281,86,909,1057,4642,0
1054,-1904,-34,269,1121,702,3309,0
-1387,1039,6,554,-3894,1323,2298,0
-41,15,-968,2562,416,3433,-21,0
-1383,3187,-847,-3107,1194,6522,126,0
-2564,-148,-1017,-1555,1528,117,-947,0
-84,4844,1071,-964,-1993,8,-316,0
-1488,-99,48,-2872,1485,126,-2677,0
1466,-2,2175,-345,1319,1762,823,0
96,518,-236,1108,-144,2414,-438,0
-1205,1102,3463,-695,-537,666,-419,0
1718,396,1655,-4985,-1045,3634,249,0
-4693,1206,1085,-1922,-275,-3101,256,0
1576,-89,5932,1887,1579,-1583,2255,0
823,1822,1408,555,-1015,584,-813,0
1948,-2439,-1042,2246,289,-2164,-372,0
-3,-2902,-1779,829,-742,776,1267,0
787,154,-58,-1782,-554,418,-1363,0
359,-1201,-379,1199,-545,988,814,0
188,86,-2645,1224,-139,344,193,0
-4109,2044,1501,-1112,-888,1904,332,0
-1216,481,1236,-799,-629,873,-321,0
2354,-2385,142,2212,-387,3049,-2,0
876,-3092,-91,1132,2311,-2656,1013,0
1056,-82,-1927,-1989,-2302,685,-549,0
1374,2187,-48,932,-1783,277,946,0
-32,-817,67,845,303,528,798,0
7,5266,-444,1304,-1787,-2248,-2459,0
-1442,-2555,-18,-161,804,-1776,-42,0
134,-3576,2612,303,-3678,396,3692,0
939,3126,-1696,-1541,-1205,-6,-3072,0
1012,-1678,274,-706,-143,2922,-206,0
-108,153,-1522,-105,-485,-274,197,0
226,1442,1723,-192,-1072,615,-643,0
-915,62,-683,1655,877,4801,1468,0
1314,276,-1154,-1671,378,442,-1048,0
-209,3936,113,-118,36,18,2063,0
4438,-268,1494,604,-567,1248,1224,0
-2301,697,-822,-1352,324,-1988,-3379,0
1689,13,-796,-2485,5015,41,832,0
-2237,-76,3189,2247,-2622,83,1715,0
-2124,-3777,-1984,-3074,-6,-3555,644,0
3391,-108,-296,26,-632,765,295,0
1082,-2376,-1992,-143,-458,-617,359,0
3491,537,-182,1657,1796,-73,-1703,0
-2071,317,1079,-1891,954,295,-758,0
-2535,2996,-1202,199,-1049,-1206,1497,0
1318,888,1856,2587,1049,2521,-614,0
-519,934,1245,228,-125,1331,-647,0
-1597,1426,-2592,-1349,-86,-1962,2082,0
35,1071,-2444,618,-3407,76,-2113,0
-726,-3499,-2726,2167,-1258,2626,-707,0
-1825,475,1309,-759,-343,-2185,-1658,0
-219,754,2396,2149,-2218,-2014,-1916,0
1204,197,2585,478,-1844,3239,32,0
-408,1732,1258,-1573,-108,-893,1066,0
1824,-2014,2049,-566,2184,2731,1406,0
1281,-623,-1648,-322,-403,2682,131,0
3574,859,189,-698,-288,-1486,3869,0
211,-507,-2058,-394,209,2042,-83,0
1412,3535,-1885,364,742,-4066,1679,0
191,4223,-585,-67,2517,2061,-1621,0
792,3511,694,-709,-2438,192,-312,0
-557,115,-1773,-978,2458,3901,-1945,0
-1428,1731,1091,-4054,2252,-1362,-4013,0
3389,444,167,118,-95,-201,-62,0
-56,-1491,-1091,-3198,-1839,1959,846,0
-282,397,383,-3418,1888,-216,-655,0
2366,1263,862,1552,5,-1153,2122,0
-489,-1535,911,-1535,-112,-847,-555,0
-598,448,-3977,834,-345,-2732,2955,0
369,-1226,-958,-323,-1591,-1429,-732,0
-2644,-421,136,-979,1363,2947,658,0
-1472,618,-913,3136,-1818,1208,-178,0
-3208,-1804,-1038,1707,-3273,-2489,2801,0
932,121,-799,-88,2218,1222,-282,0
-926,-2583,-1972,-3752,-75,405,-1242,0
-341,148,427,-199,1638,-4403,-1175,0
3162,-1993,2751,-1986,-693,1559,2456,0
-318,-2242,673,-1563,-771,-1494,-999,0
-56,457,-121,3685,2974,-1032,-762,0
2058,-2267,-12,2133,-1638,-103,-4042,0
256,-596,-313,1745,3184,209,159,0
1233,1154,-31,-305,44,468,13,0
-1614,-1515,2734,2588,-531,-231,559,0
1472,-1473,137,3944,327,-1012,4377,0
2078,521,2471,-731,-458,-136,4316,0
-2311,757,-2746,566,1237,-1155,331,0
92,2963,54,1619,-359,1582,2129,0
-1013,-2038,2648,-2076,319,-124,-52,0
223,334,-628,-904,12,-454,-125,0
2528,4405,26,-2308,-2288,-2905,284,0
1827,-1746,-2491,86,-1026,3883,-1974,0
2095,-119,-68,-125,2377,3578,204,0
284,1366,1464,3632,-872,-1732,1175,0
-1154,-25,-617,131,-2234,2479,2342,0
-1673,-1266,821,-3825,1488,-3334,-208,0
438,312,757,-4286,1227,47,1019,0
318,-1431,-1933,215,-3541,1611,3607,0
1842,759,-1296,-4173,596,156,23,0
-709,-2284,1486,-504,2399,568,1723,0
-385,-565,3926,2702,1667,-3118,101,0
-1095,-3914,2105,-2991,2448,3767,2897,0
1226,-1639,-3348,1332,-1944,-403,1182,0
-2617,-2197,-1053,-6511,-2809,1113,-352,0
-1377,-2135,922,1322,-1636,1248,-28,0
-1491,774,1165,-99,6096,-237,-1454,0
94,-2006,2704,1442,-1746,-2753,-2703,0
911,-1677,-157,949,-1343,-1661,-147,0
226,-269,305,4458,-3472,-1067,-1736,0
2714,-94,-1071,2142,-3059,-142,-906,0
924,2001,-1178,526,-1518,138,2757,0
2478,1553,1698,407,-3064,-658,-2653,0
-1111,-2252,-3709,2327,-2005,-453,48,0
-568,-151,449,3362,-305,179,-2899,0
-979,-921,423,1442,-1179,-134,1013,0
2255,1497,2624,-107,1041,-1331,1533,0
-223,1871,-822,-3122,-13,-952,-805,0
-114,-914,-889,-106,-2726,-252,-17,0
-416,614,1628,-1728,-279,-143,-117,0
2847,-953,2917,-1005,-414,1864,435,0
1404,-2304,-1549,1431,703,-4688,1412,0
251,-136,973,3609,-1202,44,573,0
-2721,2273,-2289,-1256,-82,-884,674,0
-4146,495,3392,-2021,1063,1885,-678,0
-237,-903,-374,619,-301,-2464,13,0
-2336,-951,1717,3717,-245,-4666,963,0
664,2164,949,876,2423,562,592,0
-828,2092,-1392,1084,348,302,-2105,0
3272,-1804,496,41,1194,1689,-1053,0
2102,-2235,1676,386,85,1223,-671,0
2646,1809,-86,-1402,-1139,1119,33,0
2461,-1958,745,-2242,-1725,355,-663,0
1913,1462,7,729,-223,282,-301,0
-41,-1229,-31,342,-896,1786,414,0
1014,36,-1714,1732,2469,-3086,499,0
291,1053,2426,-6,3629,2251,-384,0
-3512,-642,-2342,-2043,469,-3371,-12,0
3237,-1869,-402,1509,-1681,599,2362,0
1826,-2044,3543,-835,-1032,-497,-1332,0
798,1604,2021,-609,2094,-439,2139,0
291,655,3088,4599,-46,1678,584,0
-127,984,833,-1648,315,115,2197,0
671,-5036,-4,488,-54,2087,1834,0
2229,-1747,2746,-1465,-1294,-209,2429,0
28,1648,284,484,549,284,-3422,0
-2444,497,-8,-1044,967,1763,-706,0
1696,-41,-1141,369,-1129,-15,-2475,0
964,-1668,-1749,1155,-1566,-1746,367,0
1282,-4494,26,-2781,-98,1054,-1303,0
2823,1663,-58,-1053,5,-499,286,0
-796,684,201,661,1126,21,-999,0
1214,9,-1231,2082,478,-1967,-8,0
744,1522,-1899,2608,-35,-1729,4649,0
-3327,213,-124,-1773,-4917,1981,178,0
-421,-1336,-1087,1686,-1072,3435,3757,0
358,2473,-3874,5307,856,-1201,2529,0
2166,-142,2128,-1038,954,1677,-1591,0
1657,1244,386,1714,-21,1286,651,0
454,1616,2343,-1243,-856,1134,-175,0
139,-7,6285,-2475,1823,-36,-1822,0
-902,1014,-2363,-1247,4786,-2284,-7,0
309,-978,6,-1912,472,1379,921,0
2869,2546,1949,-1531,-2269,436,84,0
119,152,-1024,-843,-908,1451,2294,0
-2018,-479,-724,6438,42,-1801,-188,0
-413,1683,1803,-502,2729,3079,-124,0
13,-2111,2067,-2436,105,105,-116,0
-2511,-2314,607,3079,-4,1437,-1185,0
-641,-1529,159,297,17,-36,742,0
-669,624,125,-2727,211,-1918,227,0
786,1383,821,-1731,169,1866,-317,0
1481,-5019,4337,-57,459,898,-2496,0
-1534,-3073,85,6122,2687,-778,-84,0
-1707,-2831,724,-1284,754,-216,568,0
-265,2627,-1105,2148,-2757,-33,-294,0
57,784,1573,-2958,-141,2591,929,0
191,-1283,-1484,-2332,-1438,-974,-5906,0
722,-281,-1441,2178,-1961,-1497,4755,0
-239,3361,1142,-1348,165,-2343,1526,0
2059,-2601,465,1593,-3926,4413,283,0
-26,-106,1988,-1906,1,792,2057,0
-945,-795,-1381,217,98,-1372,-3388,0
-578,-2247,534,453,-52,1167,1815,0
901,1569,1176,-307,-2285,1699,-3743,0
1343,-23,-144,1008,-1548,-4026,-107,0
-1887,-3,-5,-1438,-928,362,1826,0
543,1079,1656,-445,25,-84,-5519,0
-44,218,-1071,-423,-2647,-2312,1104,0
357,-534,-2364,1293,4667,-1345,-2477,0
1533,1124,1476,1916,-973,3247,744,0
2828,6184,2116,2178,-242,2762,978,0
-159,-1715,563,1598,589,-3179,154,0
874,-1141,-1185,-2632,-1406,1654,-2755,0
366,-3197,-2317,1202,1545,-784,1628,0
-2174,-677,-581,434,-794,-326,-2196,0
1942,-3473,-126,-78,734,897,-2355,0
1096,-2272,112,945,-1322,2699,-1193,0
238,6201,1566,-4,-362,-43,1055,0
-988,-1262,2656,277,-769,1191,-3156,0
1638,69,2465,3221,2423,1446,-2213,0
2791,116,893,-1816,1792,2004,-209,0
126,-443,-1648,-1852,2,-1591,1226,0
2745,6383,-2766,3308,-356,1707,1016,0
-673,3011,-1255,-1748,3607,-3075,-2078,0
-241,1718,1403,-898,132,895,-4181,0
1,3841,-176,-1805,-2596,1341,-751,0
-3502,3,203,954,-1144,1924,-745,0
568,318,-1901,533,6,-3875,-602,0
-3399,3154,1246,-1456,4659,1501,742,0
-1003,-408,4474,248,-683,712,227,0
-3183,153,1434,-1428,918,-197,47,0
-1211,-146,-742,-1223,-9,-8,538,0
2181,2811,1361,-35,-2611,-742,-2193,0
1573,2893,-2441,1676,839,1367,2511,0
-3232,-244,163,2629,-332,602,3242,0
2452,-3112,-3169,2302,-3229,2502,-1122,0
99,-3957,221,795,1082,2744,3448,0
-289,711,3605,-361,1217,-1237,-2612,0
319,786,-1152,-2372,-2835,1638,-4421,0
1572,-847,576,-143,-1698,1175,-2927,0
-2345,1,-2457,-1118,-424,-2522,-168,0
3412,1469,-2598,1189,-1903,3253,-1308,0
-482,-2562,0,648,-1365,2581,-1427,0
-698,-4,-1554,2658,114,-2479,1635,0
3084,16,-955,3702,302,11,71,0
14,-1039,-1258,1839,673,1475,4015,0
3368,-1969,851,241,-1738,-2191,-2198,0
-2372,-2177,-1673,-548,8,1884,1394,0
978,-482,1632,-2212,1834,1198,-1743,0
-117,801,945,-431,424,-402,-622,0
665,1799,-3307,-511,-1338,-576,1407,0
271,-1961,-3645,1634,2663,3661,-223,0
-1129,509,4786,119,1262,-3309,-1821,0
368,447,1282,-854,-1,-2226,-268,0
-247,-4348,-219,8,298,-94,2731,0
-793,208,2312,4725,314,-1817,-1034,0
-4296,1612,-2096,-5586,1119,-609,-1071,0
-6366,974,-467,-273,1285,-2792,-3132,0
1185,-3129,-1584,2482,2763,-76,1183,0
3028,3296,404,-2362,1895,-2927,122,0
758,-1444,-767,-2174,-1774,-2862,118,0
-1197,1122,-1145,261,587,-1912,201,0
132,749,849,-1438,-52,1391,4448,0
2648,-676,1884,1992,1489,-275,-553,0
2522,951,4374,745,-4285,-24,1268,0
5577,3,1749,744,1452,-1647,-294,0
3013,-113,-1785,2163,-1104,831,256,0
1199,2911,1913,599,-1147,105,3021,0
-251,-49,1743,-1424,-1311,-546,325,0
-1495,2326,-54,-1048,1594,-2992,-582,0
-856,-1449,2194,2345,196,-1868,908,0
-1796,1849,3639,2444,815,-1354,-635,0
242,5027,1699,-445,-2297,-2366,-786,0
-1858,-1946,-818,1034,2695,1116,176,0
-1909,2043,839,6216,461,-235,-4198,0
1898,186,2561,-2585,-1041,-1894,-197,0
-156,-799,-1589,-124,3118,93,1599,0
-2121,1391,-1877,-1906,2135,-635,351,0
-186,-307,4,-1632,-1674,157,2335,0
4254,-357,223,-93,-765,1367,1981,0
-3749,1558,-3191,-2015,1038,-916,135,0
-1668,1897,2764,-144,-2601,-1653,-23,0
3912,3059,8,2052,-3858,206,-116,0
-364,76,527,-1473,-1508,854,275,0
997,-1306,2092,119,-114,-1622,-218,0
-623,-533,1756,35,-2207,1413,-2257,0
-3424,-587,13,-208,457,-3478,1964,0
-7,-5687,-1938,-537,1213,2864,203,0
3249,512,-2035,-2288,-2565,1352,1824,0
-381,1816,-425,-5278,1232,81,-13,0
-1573,2031,-182,1078,555,2145,695,0
283,-191,1822,2088,489,-1185,5444,0
1834,-2811,2622,-32,2793,-1864,994,0
685,-82,-1492,-1011,657,1,597,0
-2454,-3,183,405,-1018,-2762,3133,0
-631,-1992,-183,268,4,-1218,4101,0
-5761,-14,-1422,448,887,2442,-1185,0
1073,2369,-151,1461,-2957,-7277,-1748,0
-1782,166,-4182,-621,-253,618,-677,0
2263,807,-335,46,-1993,-411,1205,0
-78,1771,-619,-1819,-348,1707,538,0
2115,-322,3742,626,1966,5805,1383,0
-3565,1238,-1557,1194,-409,-786,3,0
663,-65,-947,1221,2522,-2424,-2057,0
1376,3434,64,-1212,366,-166,24,0
225,24,-1239,2885,2402,2928,2083,0
-3646,1411,362,-452,-1173,2383,-1115,0
2158,-1655,221,998,-433,188,2064,0
2411,-2344,-219,683,2,-2081,1242,0
-847,-887,-129,-657,1183,1945,53,0
-1379,1676,-1449,2867,-3849,2208,445,0
-567,-1722,1457,-104,-368,211,-4159,0
-1667,-656,3388,-199,-1382,-3456,-2169,0
-2298,-136,-54,1482,-875,-1645,3331,0
-172,-4486,-1166,-218,-1161,1014,-1839,0
-434,1167,836,-411,-848,816,2984,0
-3072,-1775,-461,13,-1249,-1554,-2636,0
-83,-1089,608,3898,1168,367,-3,0
43,-1548,1492,-2105,492,389,-1634,0
439,3156,-726,-159,2576,4382,37,0
-5,895,-795,77,-3783,1027,-1458,0
-2166,553,-1044,3212,-4317,-469,561,0
347,1447,25,-347,-1652,-1259,2572,0
894,781,349,-723,-1533,2981,-2393,0
-52,2464,-2746,2746,3392,4576,-1,0
844,568,1007,745,-2496,1594,618,0
738,4132,1628,1587,1836,-2716,-948,0
-181,-78,34,-98,1329,-2821,-1512,0
-313,699,1326,-1853,-202,72,1564,0
-3607,1278,3639,913,1767,-1026,3617,0
-2163,1839,804,931,1877,2458,-1614,0
-3656,-2722,-5238,183,2731,2372,-703,0
4,-7,-427,298,-2783,-997,-375,0
1039,36,-1514,-168,1281,-3072,363,0
2602,224,-196,-1737,3366,1977,-1245,0
121,-5592,-636,7,867,-1579,-66,0
-1083,877,-249,-92,4292,-101,809,0
-1564,699,-2108,4859,1694,1382,244,0
1988,874,-332,213,-337,-2754,3709,0
-3683,-1361,-772,23,-3162,-204,102,0
-1814,-166,-942,-2501,-3006,-2495,-1846,0
-487,795,497,49,3675,-1582,2109,0
1217,504,-1995,93,-523,-1506,-18,0
2027,-163,-901,-1516,1166,5,-346,0
166,-191,-889,1978,-232,108,1069,0
-432,1176,-2662,2788,5689,-958,3393,0
-479,788,878,-1701,865,-1123,-1116,0
156,2098,848,-3705,-664,-3634,81,0
955,153,-3832,-966,-759,-2072,-474,0
-445,5547,1801,-3243,-3595,-3776,-4289,0
2922,665,-3506,-68,769,137,1287,0
214,674,-1598,-2617,3324,1274,445,0
2667,-1822,1423,-352,1021,-3546,1455,0
-2209,275,425,883,-2866,1506,-2404,0
1433,-2528,-709,2025,-2666,1329,2938,0
1051,-1492,1987,-3259,-654,1721,-1655,0
-1754,1588,2389,-338,-961,-3772,1385,0
-3167,782,-876,2935,-2669,91,1267,0
3163,651,-632,2088,2098,-2456,-49,0
-121,212,2247,-181,-2403,102,2072,0
-2403,-1375,-2618,2526,-248,-214,1642,0
-407,-2517,-779,686,2648,368,-762,0
5742,-1579,-592,364,-199,-2093,-2593,0
1183,145,-2556,1912,-271,1979,2355,0
2445,-261,985,-4368,-244,-1009,244,0
-2581,-1809,-3316,6525,1266,-2498,-223,0
2038,-59,598,-89,-1569,-2367,4674,0
1263,1262,351,3924,-293,-308,-39,0
-326,-558,-509,-894,-1048,-336,-945,0
-1866,1363,-431,351,2759,-286,1014,0
3468,-1228,-635,-162,2,323,31,0
-1341,1914,3896,-1394,1431,-352,-2228,0
-844,-1752,273,294,-2253,-106,1504,0
-3211,2116,4467,-221,-1654,-602,224,0
552,-1272,4236,102,-3421,-2895,-664,0
-2501,2406,1434,-1307,2204,-417,-27,0
1527,33,-1044,-566,201,682,1723,0
-136,-1892,363,622,5853,-2477,-2132,0
3626,1504,-1383,3199,278,-4959,-2385,0
3196,-84,-552,1035,-1754,-1906,-1476,0
-858,-3255,997,-77,-2162,-652,-604,0
-914,-215,-994,1122,174,1872,-3254,0
-79,254,-102,2637,1228,-1792,-2537,0
191,1571,-1836,-514,-1196,-2622,1166,0
-1712,3166,-3688,284,3463,-101,901,0
-2337,3026,2004,-556,-2667,551,-635,0
2766,-462,-1243,-263,2452,-1093,-3906,0
-2389,305,-2498,56,65,-837,-1683,0
1027,-1234,447,-3041,2837,-1454,1353,0
498,-1812,665,-164,-3122,-1304,3612,0
852,161,1798,-18,-823,529,-2058,0
747,1378,-1854,-1225,-1624,1108,-1405,0
364,2048,94,-1221,4952,-1213,1076,0
1449,145,-2647,1844,-2403,-948,-5055,0
1327,-8,-1779,378,113,22,-3905,0
-57,1292,-2608,1674,475,181,1159,0
2787,2844,2408,-2453,-3856,746,-649,0
1245,882,-2191,1438,-4213,-77,-1182,0
-874,82,-1074,1638,947,-1378,-492,0
2522,-1727,-541,-2305,-642,4422,-1147,0
516,-1229,135,-1686,233,2089,1258,0
-2805,73,1352,855,1112,69,1267,0
-4316,4,124,805,4107,1356,-4704,0
577,495,1245,-583,519,662,-1128,0
518,-93,-159,-2453,-1231,1715,1614,0
-1552,-2027,1942,103,-252,7,-1291,0
326,3155,-1719,-754,-1771,2901,1257,0
-824,3072,-1686,3278,-1002,587,5544,0
-1451,-426,-4321,-1309,-519,-2496,-125,0
-5483,1188,-355,-1222,2568,136,1948,0
886,-1814,488,-136,2936,-1669,-2625,0
136,1042,-285,1157,344,-3209,2085,0
2065,-1321,593,689,118,242,-963,0
174,104,-1571,-3065,-1228,-2782,2379,0
-2636,-1365,-3897,683,141,4109,2293,0
2232,-378,1556,323,-2871,-1968,-386,0
1361,1293,546,2328,456,-1714,-1834,0
-1652,-1421,-4543,1433,787,-2079,-2131,0
-46,156,1758,-3098,62,41,-1008,0
1901,241,2017,-158,-978,-4141,1492,0
194,-1601,1204,378,-1034,1341,-2478,0
826,-11,-303,-3374,1418,-301,-4703,0
62,-277,-2433,2696,-3302,-2875,-522,0
-434,39,1058,1366,-2632,-1376,3779,0
-4349,-918,163,-46,-3905,-2875,-1802,0
-219,-465,337,761,1184,258,729,0
1536,2353,-1433,275,195,-3436,125,0
129,-1855,454,126,1352,-962,-1267,0
209,-72,-2295,-2621,-776,1689,1419,0
51,3873,3412,-222,-987,1292,-2035,0
439,-235,-693,-1357,-2912,-2214,811,0
3093,756,1116,1748,2128,1485,1592,0
-903,731,-2218,-254,-224,-79,1941,0
3753,-191,1217,2602,804,398,-667,0
48,-1655,-3213,1191,-491,-1038,-3047,0
4151,-333,52,-2748,-1677,621,2867,0
-3083,-77,2276,428,-906,3452,-395,0
-1617,42,2435,98,-4354,1218,-1938,0
3088,-869,155,-1435,-5,-3535,-1608,0
149,-1037,2913,3301,-739,1296,-786,0
-325,-4687,-72,-3252,-3,-535,-203,0
2142,-1836,322,1227,-8,-1918,-556,0
-316,2093,-113,-1942,1162,-2648,-2021,0
167,4181,1172,97,746,823,2696,0
-976,2334,-1567,-1058,1728,2178,1818,0
-1396,443,-2291,-685,-7,2318,593,0
1656,-509,-2472,1767,4239,4155,-1861,0
-2096,-169,964,2234,-636,-1562,-1454,0
-2865,-706,-2131,-3217,42,3631,-129,0
-2797,-3813,-938,173,3084,3288,-17,0
-799,998,164,-15,4719,-1973,-676,0
-1559,374,-138,-1046,-654,726,-5,0
1002,218,117,-2163,-332,-1386,-5332,0
-1064,97,3448,-1784,17,-129,56,0
1949,-686,88,-759,-3722,2884,-968,0
2638,-879,139,1866,-1798,-1661,701,0
-1234,-938,355,1434,-1311,-2797,2028,0
-629,242,-173,837,973,1846,-706,0
-694,-733,-3295,1116,-2117,126,397,0
34,-2156,2638,-2289,352,-1326,1643,0
-3704,-1881,-1568,4036,196,2589,2311,0
134,-1946,-769,3916,552,-908,2225,0
-2595,-791,64,-204,-772,154,1692,0
-738,-3233,-1917,2505,2229,11,-437,0
-76,2683,1353,-207,542,-3263,-571,0
-2532,3263,209,-1074,-74,-781,-547,0
1626,3593,1728,-1288,3658,-234,2276,0
64,3827,132,-2031,92,-1814,-1492,0
-2892,-4116,1706,-612,-1731,2977,-1333,0
441,926,-794,539,-342,3445,-144,0
335,145,189,1649,584,1126,-1131,0
-4,1663,1785,3324,-798,-147,703,0
1042,-159,4192,-1344,-304,-226,185,0
332,106,-1248,6282,-736,31,-829,0
64,-59,-504,-1086,148,-1085,-171,0
2138,1442,-456,1716,-2824,396,3706,0
271,-408,-1142,-137,-1162,-2346,-101,0
42,-968,2562,-1985,-438,651,-614,0
-1309,-495,-1611,-2763,-1008,1213,622,0
4482,864,-5657,1616,-485,1546,-1624,0
432,-764,-4778,-1365,-1893,605,2993,0
881,3264,34,1542,-2871,-2492,1362,0
648,551,2406,-19,1202,1965,-667,0
-324,-24,-1291,2015,-1668,-2724,651,0
-308,2636,2,-552,-977,3652,-8,0
-42,-3052,1649,-3176,579,-3051,2689,0
3665,-883,3463,-2494,1658,-2565,-1546,0
-165,-129,2394,-366,-617,-3185,-1855,0
1048,-3793,-1442,608,918,576,1461,0
754,2574,-167,-4302,-413,-1408,627,0
-3697,-134,-1921,2232,-3731,3,-2194,0
-1637,919,1417,1997,-296,495,2297,0
-828,-1667,-4599,-1772,-2008,-399,-707,0
-13,-786,1882,1193,2086,1061,-47,0
-518,-61,4296,1556,-2709,765,449,0
-665,-2045,94,-2332,-581,1779,1404,0
-26,2728,3798,-2152,-2064,-1806,1593,0
-1336,-738,-2488,1277,1258,258,-2503,0
2312,-3482,-2658,-2505,1604,216,-905,0
547,-132,-228,-44,-772,2058,92,0
-2559,617,-223,199,-2179,-498,-847,0
-504,789,1169,-598,-983,1994,-562,0
-1735,-25,-1763,-701,-1288,3429,-331,0
13,1993,-1672,3236,1349,-2446,467,0
-1912,2482,-369,1537,-88,-4527,933,0
-729,2742,4237,1724,-313,862,293,0
2236,745,-834,-765,-1881,1212,-2862,0
-3133,4221,-2226,631,18,901,1356,0
-1711,-1507,657,22,37,228,-2106,0
-78,1096,359,-2791,-1014,1084,1105,0
624,-424,284,1512,-1871,1781,564,0
-3073,1842,2252,-2949,2517,2129,-1797,0
-3618,1087,1674,-186,1859,-102,374,0
-1794,-3,794,-2121,-1656,-42,2128,0
1762,2584,-831,133,-204,4564,166,0
1862,1113,1403,146,1742,101,699,0
3322,-1927,-731,-1604,1388,2864,-1968,0
-13,1159,-341,-4694,1049,-1479,492,0
-2981,1109,1214,-379,-146,54,387,0
-553,-3229,-2955,2693,-1706,-4945,-878,0
-804,-1656,-321,3757,1948,491,574,0
-306,3509,2019,686,558,708,-1428,0
849,-1937,-3711,1187,-2662,-2503,911,0
-1196,-2073,291,-502,53,969,1132,0
-2004,-1514,-4894,1647,726,3458,882,0
672,-3245,102,306,1431,-2051,935,0
-323,3519,634,-555,245,-387,925,0
-619,-637,2116,-59,-3848,-1502,2915,0
2173,-672,-831,2067,-1881,1812,-364,0
-1263,2119,1076,-213,-2247,-2894,-1535,0
2918,-3692,835,988,418,662,1484,0
2503,-2365,-964,6285,-341,24,-2735,0
999,425,755,3401,255,-269,1897,0
514,-2843,1004,887,377,-1323,1042,0
589,-3618,-1117,-405,388,2244,104,0
-3065,-1856,-3365,-488,151,1423,829,0
-915,1926,1872,-3132,2419,-693,1013,0
-1311,-1177,-932,-1352,-2408,2736,843,0
933,-408,299,2917,-664,-2386,2,0
-1306,1422,-157,352,-1823,-132,-173,0
232,-845,547,2732,-89,-99,3513,0
-2695,2488,-398,43,6905,288,-2178,0
-1829,-1798,-316,-1714,-4283,-206,-2422,0
-1672,-1809,-247,942,-3341,2092,1237,0
238,1774,3099,2537,991,-2267,2424,0
246,-122,-1828,-1872,129,-46,1,0
1156,-2543,-1818,-3033,1662,-365,5,0
-463,-1603,-1184,3105,3727,-828,54,0
