@relation phoneme

@attribute Aa numeric
@attribute Iy numeric
@attribute Sh numeric
@attribute Class {0,1}

@data
3.619,0.091,-0.065,0
0.815,0.082,0.084,0
0.538,-0.309,0.187,0
0.625,0.319,0.187,0
0.257,1.559,0.547,0
0.385,0.214,-0.128,0
0.296,0.416,-0.172,0
0.191,0.81,1.11,0
0.136,1.073,-0.424,0
0.669,-0.43,0,0
0.489,0.611,-0.189,0
0.243,-0.524,0,0
0.74,0.383,0.183,0
0.719,0.253,-0.233,0
1.295,0.284,0.382,0
0.375,1.029,0,0
1.765,0.195,0.164,0
-0.147,0.901,0,0
1.064,-0.204,0.239,0
0.267,1.807,1.49,0
0.468,-0.238,-0.121,0
0.89,-0.176,-0.121,0
0.492,0.448,0.192,0
1.237,0.103,-0.06,0
0.224,-0.74,-0.456,0
0.58,0.41,-0.17,0
0.693,0.179,-0.114,0
1.107,-0.113,-0.081,0
3.658,-0.082,-0.092,0
0.618,0.367,0,0
3.045,0.553,-0.19,0
1.232,-0.08,-0.056,0
0.6,0.983,1.141,0
1.556,-0.158,0.155,0
0.321,-0.577,-0.398,0
0.874,0.175,-0.108,0
1.153,-0.112,0.091,0
0.231,-0.638,0,0
0.115,2.296,0,0
0.194,0.754,0,0
0.14,1.811,-0.513,0
0.745,-0.249,0.884,0
0.078,1.731,0,0
0.24,-0.557,-0.534,0
3.724,-0.083,-0.061,0
0.508,0.263,-0.159,0
0.108,1.885,1.707,0
0.841,0.306,-0.309,0
0.562,-0.383,0.528,0
0.726,-0.1,0.069,0
0.043,-0.545,0,0
-0.185,-0.64,-0.32,0
0.651,0.291,0.148,0
1.943,0.151,0.136,0
0.344,-0.319,0.459,0
0.391,-0.721,0,0
1.052,-0.186,0.744,0
0.393,-0.546,-0.281,0
0.86,-0.18,-0.131,0
1.031,0.171,-0.099,0
0.145,2.14,-0.834,0
1.607,0.222,0.163,0
2.944,0.258,0.308,0
0.266,-0.527,-0.319,0
0.119,2.132,-0.659,0
0.437,1.811,-0.512,0
0.43,-0.24,-0.151,0
0.437,-0.658,0.499,0
0.486,1.099,0.467,0
-0.089,1.332,1.273,0
0.907,-0.114,0,0
2.619,0.091,-0.048,0
0.265,0.324,0.158,0
0.59,0.487,0.774,0
0.393,-0.431,-0.253,0
3.75,0.194,-0.071,0
0.933,0.545,0.354,0
0.399,-0.212,-0.141,0
0.14,-0.721,-0.281,0
0.921,-0.082,-0.075,0
2.631,0.812,0.315,0
0.693,0.312,0.159,0
1.144,-0.174,-0.104,0
0.379,0.557,1.132,0
1.188,-0.186,0.39,0
1.472,0.112,0.121,0
2.101,-0.085,0.09,0
1.104,-0.208,0.133,0
2.059,-0.169,0.157,0
0.382,-0.57,0,0
0.821,-0.147,0.159,0
0.072,0.624,-0.243,0
1.098,-0.148,0.181,0
0.521,0.324,0.593,0
0.832,-0.184,-0.13,0
2.328,0.131,-0.051,0
3.065,-0.067,-0.05,0
0.385,-0.34,0.466,0
1.509,-0.076,0.069,0
0.633,-0.174,-0.106,0
0.702,-0.234,-0.129,0
0.555,-0.26,-0.156,0
1.304,0.137,0.104,0
1.036,0.249,-0.15,0
2.786,0.11,0.063,0
2.606,0.869,-0.21,0
0.441,0.308,0,0
0.255,1.274,-0.385,0
0.327,0.333,-0.19,0
0.265,0.381,-0.14,0
0.088,2.181,0,0
1.601,-0.131,-0.055,0
0.252,0.561,0.251,0
0.25,0.624,1.298,0
2.585,-0.075,0.119,0
1.575,0.398,0.394,0
1.9,-0.088,-0.047,0
1.997,0.309,0.533,0
1.712,-0.162,-0.1,0
0.401,-0.164,-0.093,0
0.291,0.806,0.509,0
2.747,-0.066,0.05,0
1.55,0.809,0.411,0
0.382,1.022,0.527,0
-0.109,-0.623,-0.391,0
2.234,0.094,0.069,0
0.119,2.457,-0.836,0
1.065,0.252,0.343,0
1.084,0.185,-0.102,0
3.137,0.091,-0.082,0
1.052,-0.147,0.173,0
0.808,-0.151,-0.103,0
-0.114,-0.537,0,0
0.197,-0.6,-0.234,0
0.436,2.308,-0.968,0
0.276,1.594,0,0
0.991,0.308,0.247,0
3.222,0.16,-0.06,0
0.85,-0.112,-0.051,0
0.495,0.362,-0.155,0
1.191,-0.203,0.223,0
0.169,-0.646,1.926,0
2.518,0.931,0.439,0
0.47,1.012,-0.351,0
3.388,0.112,-0.06,0
0.293,0.505,-0.259,0
2.259,-0.145,-0.08,0
1.839,0.143,-0.075,0
0.55,0.373,0.19,0
1.414,0.141,-0.205,0
1.875,-0.222,0.152,0
1.674,-0.238,-0.118,0
0.626,-0.32,-0.167,0
0.391,-0.448,0,0
0.499,0.396,-0.158,0
0.231,0.697,0.361,0
0.205,1.399,-0.4,0
0.776,-0.205,0.156,0
0.23,0.34,-0.12,0
-0.233,-0.778,-0.532,0
0.757,-0.192,0.151,0
1.017,0.816,-0.228,0
0.853,-0.065,0.062,0
0.12,1.818,1.201,0
0.802,0.588,0.287,0
0.064,0.498,0,0
0.244,1.574,0,0
0.104,0,0,0
0.765,0.811,-0.284,0
2.6,0.133,-0.116,0
0.339,-0.623,0.628,0
0.864,-0.181,-0.12,0
2.441,0.176,-0.065,0
0.192,0.319,0.17,0
-0.26,-1.494,0,0
1.461,0.271,0.149,0
0.394,1.118,0.58,0
0.161,1.944,-0.676,0
1.46,-0.114,-0.066,0
0.337,0.317,0.194,0
0.651,-0.344,-0.18,0
-0.239,-0.287,-0.152,0
0.096,0.591,0.749,0
1.051,0.301,0.619,0
0.501,0.312,0.375,0
0.186,0.649,0,0
3.454,-0.235,-0.09,0
0.639,-0.418,-0.247,0
2.414,0.131,0.278,0
1.601,0.576,-0.168,0
2.666,0.226,-0.079,0
0.079,0.48,0.598,0
0.441,-0.608,0.412,0
0.113,2.092,-0.919,0
1.169,0.724,0.488,0
0.152,0.335,0,0
2.116,0.094,-0.05,0
0.52,0.417,-0.195,0
0.642,0.64,-0.22,0
1.312,0.375,-0.391,0
0.114,0.965,0,0
0.89,-0.097,0.09,0
0.565,-0.52,1.881,0
0.348,0.83,-0.406,0
3.426,-0.091,-0.053,0
0.38,-0.244,-0.128,0
0.701,-0.242,-0.126,0
0.292,-0.652,-0.338,0
3.632,-0.082,-0.056,0
0.453,0.667,0,0
0.148,-0.732,1.514,0
1.609,-0.547,0,0
2.409,0.162,-0.061,0
0.743,1.092,0.594,0
0.39,0.694,-0.455,0
0.346,0.459,-0.209,0
2.131,0.45,0.656,0
0.237,0.986,1.198,0
0.083,0.402,0,0
1.017,-0.158,-0.138,0
2.039,0.086,0.072,0
0.504,0.309,-0.158,0
1.362,1.699,-0.434,0
0.267,-0.63,0,0
0.212,-0.806,0,0
0.255,0.525,-0.203,0
0.211,-0.564,0,0
0.22,-0.85,0,0
0.77,0.24,0.163,0
0.066,-0.574,2.136,0
0.887,0.172,-0.14,0
1.696,0.139,0.158,0
0.341,0.3,0.194,0
0.535,0.414,-0.364,0
1.218,-0.11,0.099,0
0.135,1.634,1.761,0
0.555,-0.238,-0.174,0
0.245,0.508,0,0
1.089,0.572,0.85,0
0.095,2.613,0,0
0.48,-0.442,-0.221,0
0.275,-0.478,0,0
0.376,-0.275,-0.195,0
2.003,0.117,-0.063,0
0.392,0.423,0,0
0.258,-0.239,-0.153,0
0.916,-0.46,0.979,0
1.126,0.183,-0.11,0
3.183,0.488,-0.181,0
0.347,0.347,-0.311,0
0.338,1.191,0.997,0
0.121,0.874,1.973,0
1.004,1.205,-0.397,0
0.161,1.674,-0.52,0
0.493,1.631,-0.415,0
2.602,0.1,0.059,0
0.158,-0.892,-0.4,0
0.138,1.894,0,0
0.059,-0.522,0,0
0.157,1.131,0,0
3.517,0.525,-0.132,0
0.249,-0.722,-0.384,0
0.325,0.746,0.405,0
2.097,0.103,-0.047,0
0.286,0.22,0.156,0
1.72,0.37,0.846,0
0.178,1.268,0,0
0.812,-0.792,0.405,0
0.073,0.477,0,0
3.151,0.612,-0.171,0
3.561,-0.077,0.066,0
-0.309,-0.659,-0.371,0
0.734,-0.346,-0.17,0
3.432,-0.075,-0.053,0
2.891,0.079,-0.057,0
0.807,0.168,-0.081,0
1.776,-0.071,0.073,0
0.157,2.038,-0.625,0
0.062,-0.534,0,0
0.398,-0.292,0.293,0
1.304,0.643,-0.194,0
0.365,0.956,-0.393,0
2.702,0.119,-0.143,0
3.078,0.211,-0.089,0
1.834,-0.143,-0.099,0
0.084,0.671,0.478,0
0.698,-0.307,-0.158,0
1.4,0.258,0.144,0
0.144,1.197,0,0
0.917,0.247,-0.135,0
-0.193,0.491,0,0
0.598,-0.177,0,0
0.355,-0.621,-0.272,0
0.288,-0.914,-0.366,0
2.324,0.131,-0.052,0
0.436,0.802,0,0
0.687,0.404,-0.406,0
0.238,1.38,0.692,0
2.765,0.546,0.385,0
0.238,0.576,0,0
0.384,0.334,-0.161,0
0.671,0.191,-0.129,0
0.404,-0.799,-0.338,0
0.279,0.231,0.161,0
0.138,1.951,-0.665,0
0.737,0.437,0.186,0
0.206,1.918,-0.502,0
1.639,0.406,1.027,0
0.375,0.401,0,0
0.189,-0.469,0,0
0.397,0.523,0,0
-0.104,-0.945,0,0
2.547,0.747,-0.234,0
3.06,0.326,-0.088,0
0.219,-0.68,0,0
0.283,-0.203,-0.119,0
-0.058,-0.253,-0.163,0
2.453,0.375,0.429,0
1.322,0.371,-0.395,0
2.456,0.849,-0.257,0
0.2,-0.523,-0.196,0
0.783,0.304,0.399,0
3.644,-0.072,-0.045,0
0.21,0.63,0,0
2.655,0.835,-0.374,0
0.104,2.313,0,0
0.557,0.309,1.185,0
3.133,0.117,-0.067,0
1.246,0.208,0.131,0
0.377,1.39,-0.38,0
0.325,-0.798,-0.366,0
0.49,-0.301,0,0
0.631,0.409,-0.276,0
0.595,0.205,-0.084,0
0.714,-0.571,-0.206,0
0.716,-0.094,-0.05,0
0.561,0.388,-0.175,0
0.794,0.201,0.12,0
0.376,-0.598,0,0
2.793,-0.314,0.296,0
0.316,0.494,-0.539,0
1.669,-0.116,-0.094,0
0.086,1.399,-0.418,0
0.306,-0.928,0,0
2.504,0.17,-0.066,0
0.184,0.658,-0.626,0
2.444,0.156,-0.062,0
0.187,0.679,0,0
0.641,-0.204,-0.144,0
0.144,1.127,-0.534,0
1.258,0.091,0.065,0
0.478,-0.303,-0.331,0
0.108,0.592,2.053,0
1.313,0.106,-0.065,0
-0.18,1.05,0,0
0.217,-0.606,0.329,0
0.25,0.831,0.616,0
3.119,-0.069,-0.059,0
1.757,1.579,-0.449,0
2.302,-0.052,0.045,0
0.641,-0.238,-0.123,0
1.063,-0.277,1.781,0
3.359,-0.264,-0.097,0
0.816,-0.17,-0.12,0
0.98,-1.3,-0.836,0
3.256,0.279,0.132,0
1.116,0.228,-0.124,0
2.059,-0.103,-0.061,0
1.061,-0.238,0.162,0
0.107,0.874,1.125,0
0.221,-0.615,-0.266,0
0.156,0.556,-0.214,0
0.335,-0.684,0,0
0.577,1.197,-0.349,0
0.143,-0.612,-0.261,0
0.341,0.373,-0.13,0
1.227,0.183,-0.093,0
3.22,0.096,-0.052,0
0.564,-0.319,0.242,0
1.91,0.15,-0.149,0
0.934,0.233,0.581,0
2.063,0.103,0.107,0
0.647,1.912,-0.599,0
0.542,-0.17,0.116,0
0.536,1.06,-0.347,0
1.302,-0.134,-0.102,0
0.5,0.454,0.18,0
0.796,-0.362,1.473,0
0.256,2.29,-0.736,0
0.644,-0.154,0.136,0
0.199,-0.653,-0.339,0
-0.165,-0.856,-0.516,0
0.842,0.229,-0.123,0
0.14,1.963,-0.621,0
1.12,0.329,-0.275,0
0.147,0.36,-0.184,0
1.021,0.228,-0.162,0
0.249,-0.791,0,0
2.31,-0.085,0.071,0
1.203,0.641,0.666,0
1.565,0.11,-0.18,0
0.296,0.737,-0.317,0
0.536,-0.307,-0.356,0
0.932,-0.202,0,0
0.1,-0.186,0.529,0
0.259,-0.348,0.246,0
0.302,-0.659,-0.302,0
0.125,0.62,-0.96,0
0.181,1.97,0,0
1.103,0.075,-0.059,0
0.272,0.504,-0.241,0
2.772,-0.086,0.134,0
0.289,0.379,0.333,0
0.214,-0.542,0,0
3.148,0.094,-0.053,0
0.365,1.979,-0.535,0
-0.158,-0.745,0,0
0.23,-0.55,-0.535,0
0.249,0.572,0,0
0.363,0.798,-0.367,0
0.106,-0.195,-0.435,0
0.405,-0.304,-0.271,0
3.027,-0.109,-0.113,0
0.122,2.546,-0.849,0
1.585,0.117,0.132,0
0.958,0.193,-0.089,0
0.598,0.305,0.19,0
-0.83,-0.135,0.071,0
0.315,-0.605,-0.437,0
1.195,0.144,-0.086,0
1.257,0.233,-0.237,0
-0.163,1.244,-0.684,0
2.884,0.219,-0.236,0
3.042,0.093,0.073,0
0.541,-0.254,-0.152,0
0.412,-0.533,-0.241,0
0.983,-0.082,0.062,0
0.471,-0.579,-0.378,0
0.279,1.115,-0.46,0
0.978,-0.178,0.141,0
0.638,-0.249,-0.125,0
0.237,-0.849,0,0
1.626,0.288,0.81,0
1.022,0.236,-0.167,0
0.403,0.407,-0.189,0
0.229,0.521,-0.24,0
-0.178,-0.65,-0.243,0
0.333,-0.639,0,0
2.513,1.461,-0.371,0
0.717,-0.794,0.427,0
0.332,0.825,0,0
0.966,1.456,-0.431,0
1.027,1.009,-0.387,0
2.733,0.082,-0.041,0
1.328,0.2,0.256,0
0.33,-0.539,0,0
0.151,0.304,0,0
0.233,-0.952,0,0
0.246,-0.672,1.263,0
0.626,-0.212,-0.12,0
0.418,0.707,-0.337,0
0.256,2.069,-0.706,0
0.139,-0.766,0,0
0.252,0.331,0.214,0
0.693,-0.221,-0.156,0
0.382,0.371,-0.183,0
0.268,0.63,0,0
0.313,-0.659,-0.316,0
0.43,-0.372,-0.195,0
2.23,0.102,-0.044,0
0.106,0,0,0
2.24,1.551,-0.454,0
1.857,-0.068,0.064,0
2.745,0.097,0.073,0
0.198,-0.491,-0.181,0
0.529,0.887,-0.272,0
0.362,-0.284,-0.193,0
1.7,1.83,-0.441,0
0.757,0.232,0.22,0
0.143,1.501,-0.864,0
1.858,0.27,0.738,0
-0.235,0.721,0,0
2.078,0.094,0.084,0
0.175,-0.756,-0.625,0
2.981,-0.093,-0.058,0
1.467,0.107,0.08,0
0.134,2.12,0,0
0.4,-0.643,-0.369,0
-0.044,1.615,0,0
0.409,1.747,-0.517,0
0.123,2.496,-0.797,0
1.721,-0.13,-0.1,0
1.532,0.28,-0.155,0
1.143,-0.163,-0.106,0
2.126,-0.3,-0.126,0
2.153,-0.105,-0.062,0
0.87,-0.245,-0.139,0
1.146,-0.18,0.125,0
3.026,0.27,-0.095,0
2.429,1.022,-0.311,0
0.266,-0.142,-0.089,0
0.151,2.147,-0.987,0
0.483,0.606,-0.255,0
0.079,0.519,-0.39,0
2.234,-0.215,0.438,0
0.773,-0.244,0.185,0
2.708,-0.084,0.139,0
1.926,0.162,0.171,0
1.91,-0.097,-0.062,0
0.438,0.324,0.76,0
3.052,-0.221,-0.102,0
3.085,0.071,0.065,0
0.73,-0.189,-0.133,0
1.6,0.082,0.073,0
0.25,-0.724,0,0
1.239,0.715,0.742,0
0.517,-0.423,0,0
0.284,0.609,0,0
0.972,0.295,0.271,0
0.249,-0.81,-0.372,0
3.509,0.607,-0.161,0
1.048,-0.127,0.118,0
0.266,-0.569,1.956,0
0.912,-0.159,-0.099,0
2.451,0.166,-0.062,0
1.578,0.215,-0.104,0
2.559,-0.32,-0.123,0
0.383,-0.241,-0.153,0
0.268,-0.748,0,0
0.579,-0.285,-0.211,0
0.66,0.264,0.15,0
2.76,0.21,-0.075,0
0.421,0.319,0.195,0
2.935,0.077,0.063,0
0.539,-0.598,-0.311,0
0.185,1.872,-0.761,0
0.266,0.434,1.022,0
0.283,0.57,-0.448,0
2.173,0.192,-0.071,0
0.255,1.318,0.7,0
0.281,-0.893,-0.362,0
1.466,1.371,-0.439,0
0.415,-0.666,-0.323,0
0.24,0.449,0.561,0
0.715,-0.281,1.049,0
0.883,2.209,0.691,0
2.406,0.198,-0.066,0
0.303,0.449,-0.241,0
0.883,1.609,-0.483,0
0.309,0.299,-0.229,0
0.265,-0.78,0,0
2.452,0.166,-0.061,0
2.79,0.656,-0.166,0
0.456,-0.545,0,0
0.339,1.181,0.563,0
0.27,1.223,-0.401,0
0.374,0.693,-0.502,0
0.298,2.193,-0.589,0
0.14,0.552,1.222,0
2.967,0.266,-0.115,0
0.519,0.649,0,0
2.956,-0.175,-0.087,0
0.452,-0.161,-0.096,0
0.203,0.922,2.4,0
0.271,0.312,-0.14,0
0.252,-0.331,0.216,0
2.505,0.092,0.089,0
0.255,-0.959,-0.365,0
0.279,-0.531,-0.307,0
-0.288,-1.177,0.734,0
1.526,-0.265,0.867,0
3.537,-0.073,0.066,0
0.903,-0.194,-0.114,0
2.287,0.176,-0.085,0
0.805,-0.223,0.13,0
0.24,0.275,0.172,0
1.801,0.85,0.525,0
0.826,0.232,-0.322,0
0.346,1.064,0.419,0
0.307,-0.206,-0.138,0
1.226,-0.505,-0.192,0
0.159,2.069,-0.623,0
2.581,-0.08,0.067,0
0.178,-0.458,0,0
0.419,0.463,-0.148,0
0.38,-0.466,0,0
0.523,0.371,-0.31,0
0.52,0.453,0,0
1.569,0.129,-0.079,0
3.067,0.21,-0.082,0
0.466,0.617,1.006,0
2.095,0.102,0.103,0
2.898,0.135,-0.06,0
1.444,-0.104,0.12,0
0.218,2.113,-0.655,0
1.487,0.305,0.337,0
1.481,0.413,-0.19,0
0.11,-0.265,0,0
0.212,1.092,-0.437,0
0.639,-0.186,-0.127,0
0.246,1.518,1.325,0
0.147,2.585,-0.996,0
0.724,0.398,-0.373,0
2.534,1.019,-0.339,0
0.595,-0.252,-0.174,0
0.268,-0.332,0.217,0
1.545,0.758,0.423,0
1.858,0.174,-0.221,0
1.744,0.225,-0.153,0
0.299,-0.51,0,0
0.116,1.673,0,0
0.609,0.905,1.245,0
0.364,0.233,-0.341,0
0.508,0.403,-0.207,0
0.36,-0.289,-0.147,0
1.084,0.078,0.079,0
3.438,0.618,-0.157,0
1.098,0.276,1.019,0
2.533,0.16,-0.064,0
0.563,-0.17,-0.124,0
1.176,0.226,0.156,0
0.651,-0.506,0.417,0
0.166,-0.837,-0.398,0
0.477,-0.338,-0.166,0
0.347,1.298,0.693,0
2.503,0.17,-0.065,0
2.555,0.188,-0.095,0
0.329,1.44,-0.784,0
1.482,0.413,-0.19,0
0.494,0.454,0.188,0
0.273,0.567,-0.411,0
1.192,-0.285,0.144,0
0.46,0.607,-0.212,0
2.751,0.091,0.084,0
-0.191,-0.577,-0.297,0
1.107,0.521,0.316,0
0.674,0.309,0.184,0
0.235,0.925,0.949,0
0.65,-0.263,0.6,0
0.165,2.003,0,0
0.627,-0.251,0.372,0
0.5,0.454,-0.18,0
0.626,0.321,-0.136,0
1.141,0.33,0,0
0.241,-0.368,0.977,0
1.749,0.116,0.084,0
2.509,-0.107,-0.059,0
0.409,-0.24,-0.165,0
1.108,-0.32,1.796,0
2.606,-0.078,0.108,0
0.128,2.045,0,0
1.009,0.426,1.02,0
0.54,-0.803,-0.314,0
1.796,0.211,-0.144,0
0.085,0.454,0,0
0.435,0.507,-0.295,0
1.396,-0.156,-0.133,0
0.599,-0.343,1.107,0
0.416,-0.564,0.337,0
0.154,2.153,-0.829,0
2.725,0.222,-0.084,0
0.348,-0.698,-0.321,0
2.315,0.081,0.098,0
2.881,0.475,-0.113,0
2.936,0.093,0.061,0
2.18,0.427,-0.234,0
0.243,1.145,1.123,0
1.041,-0.157,-0.107,0
2.84,-0.087,0.08,0
0.488,0.36,0.689,0
0.462,-0.164,-0.089,0
0.816,-0.191,-0.113,0
0.13,1.336,-0.43,0
0.251,-0.668,-0.246,0
0.962,-0.173,-0.111,0
3.328,0.095,0.055,0
0.129,0.53,0,0
0.288,-0.863,0,0
0.316,-0.54,-0.305,0
0.87,-0.276,-0.154,0
0.12,2.032,-1.019,0
2.111,0.268,0.515,0
0.233,0.716,-0.422,0
0.313,-0.841,-0.445,0
0.238,1.637,0.785,0
3.236,-0.069,-0.057,0
0.278,1.443,-0.624,0
0.247,0.275,0.163,0
0.383,-0.256,-0.17,0
1.041,0.195,-0.41,0
0.299,-0.632,0,0
0.739,-0.148,-0.084,0
0.131,-0.834,-0.411,0
0.259,0.469,0,0
0.474,1.376,-0.47,0
1.619,-0.1,0,0
3.139,0.915,-0.227,0
0.996,0.324,0.223,0
1.577,0.399,0.394,0
1.312,-0.131,0.076,0
0.531,-0.568,-0.291,0
0.623,-0.203,0.186,0
1.26,0.112,0.109,0
0.266,0.401,-0.174,0
0.704,0.146,-0.097,0
2.099,0.09,-0.076,0
3.772,-0.08,-0.077,0
0.066,-0.544,0,0
0.736,1.439,-0.341,0
0.225,-0.734,0,0
0.325,-1.354,0,0
0.353,0.303,-0.14,0
0.869,-0.176,-0.103,0
0.24,0.286,-0.11,0
0.295,-0.662,0,0
2.493,0.081,-0.047,0
0.076,0.383,-0.375,0
0.148,0.907,0.82,0
0.679,-0.218,-0.115,0
2.182,0.135,0.106,0
0.864,-0.199,-0.122,0
0.286,1.21,0.553,0
0.518,-0.312,-0.166,0
0.369,-0.502,-0.282,0
1.802,0.141,0.096,0
0.15,2.115,-0.833,0
-0.188,-0.745,-0.373,0
-0.195,-0.988,0,0
0.361,-0.654,1.309,0
0.354,-0.7,0,0
0.449,0.223,-0.09,0
1.11,0.089,0.094,0
0.531,-0.316,0,0
2.331,0.128,-0.052,0
0.898,-0.113,0,0
0.499,0.682,0,0
0.142,1.116,1.674,0
0.749,-0.115,0.079,0
0.099,1.391,1.838,0
0.212,-0.339,-0.168,0
0.357,-0.196,-0.119,0
0.619,-0.184,-0.125,0
1.117,-0.222,-0.135,0
0.912,0.121,0.067,0
0.16,-0.625,-0.261,0
0.737,-0.351,0.208,0
1.583,-0.209,-0.109,0
0.665,0.257,-0.125,0
0.231,1.052,-0.489,0
0.583,0.295,0.246,0
1.499,-0.053,0.039,0
2.761,0.21,-0.075,0
0.095,1.258,0,0
0.987,1.578,-0.482,0
0.226,1.741,0,0
0.218,-0.523,0,0
1.293,-0.596,-0.315,0
1.858,0.139,-0.177,0
0.123,-0.971,-0.361,0
0.25,-0.493,-0.262,0
0.238,0.27,0.169,0
-0.194,0.504,0,0
1.094,0.183,-0.108,0
2.205,0.096,-0.072,0
0.598,-0.152,-0.075,0
1.271,-0.152,0.201,0
0.323,-0.406,-0.241,0
2.026,0.522,0.615,0
0.124,1.031,0,0
0.532,0.191,-0.122,0
0.236,0.489,0.525,0
0.799,-0.262,-0.246,0
2.089,0.194,-0.138,0
1.038,0.371,0.632,0
3.259,0.112,-0.066,0
0.716,0.226,0.132,0
0.412,-0.343,-0.159,0
2.836,0.178,0.106,0
0.172,1.694,0,0
0.252,0.347,-0.137,0
1.972,0.303,0.2,0
-0.09,2.327,-1,0
1.594,0.153,0.075,0
2.496,0.095,-0.08,0
3.041,0.691,-0.179,0
0.517,-0.573,-0.233,0
1.518,0.135,-0.08,0
0.35,-0.584,-0.272,0
0.811,1.39,-0.433,0
0.608,-0.129,-0.074,0
2.937,-0.287,-0.132,0
2.15,-0.065,0,0
2.571,0.137,-0.132,0
0.499,0.682,0.402,0
1.336,1.11,0.683,0
0.366,0.331,-0.133,0
1.246,0.221,0.151,0
2.095,0.068,-0.04,0
1.871,0.133,-0.159,0
1.253,0.23,0.16,0
0.553,0.39,0.192,0
2.981,-0.073,0.056,0
0.365,-0.462,0,0
0.126,1.451,0.521,0
0.318,-0.39,-0.238,0
0.705,-0.18,-0.124,0
0.81,0.181,-0.087,0
0.476,-0.222,0,0
0.953,0.956,-0.372,0
1.639,-0.2,-0.11,0
0.27,-0.723,-0.384,0
2.236,0.442,-0.23,0
1.21,0.179,-0.092,0
1.295,-0.596,-0.316,0
0.987,-0.164,-0.109,0
0.222,1.076,-0.367,0
0.348,0.297,-0.383,0
1.4,0.159,-0.166,0
0.165,0.469,-0.198,0
1.181,1.809,-0.498,0
1.182,-0.178,-0.119,0
0.087,0.535,0,0
0.185,-0.698,-0.39,0
2.799,0.725,-0.236,0
-1.7,0.202,0,0
0.451,-0.198,-0.189,0
0.155,1.596,0,0
0.388,-0.636,-0.546,0
0.337,-0.639,-0.286,0
0.505,-0.296,0,0
2.746,-0.278,-0.145,0
1.01,-0.096,0,0
1.117,-0.691,0.311,0
0.251,-0.54,-0.505,0
0.598,-0.487,1.555,0
-0.199,-0.641,-0.315,0
0.791,0.279,-0.188,0
0.215,0.68,0,0
0.574,0.268,0.229,0
0.469,0.771,-0.241,0
3.086,0.388,0.274,0
0.216,0.773,0.715,0
0.397,0.372,0,0
0.817,-0.066,0.053,0
0.11,1.813,0,0
0.82,0.283,-0.19,0
1.573,-0.215,1.306,0
0.487,-0.213,-0.121,0
1.446,-0.174,-0.115,0
0.344,-0.627,-0.283,0
1.041,0.34,-0.263,0
0.316,-0.624,0.497,0
0.304,0.322,-0.118,0
2.21,0.952,-0.245,0
0.525,-0.586,0.362,0
1.658,0.14,0.133,0
3.054,0.407,-0.238,0
0.297,-0.49,-0.261,0
0.308,-0.784,-0.377,0
0.193,-0.462,0,0
1.687,-0.148,-0.101,0
3.489,-0.068,-0.049,0
0.593,-0.336,1.173,0
1.528,0.149,0.07,0
2.734,0.07,0.051,0
0.203,-0.546,0,0
0.266,-0.809,0,0
0.629,0.403,-0.177,0
0.311,0.304,-0.113,0
0.15,-0.456,0,0
0.169,0.545,-0.214,0
1.487,-0.262,-0.131,0
0.567,0.347,0,0
0.211,-0.768,-0.337,0
1.402,-0.215,-0.134,0
0.257,0.734,-0.291,0
0.18,-0.601,0,0
0.095,0.523,1.063,0
1.066,-0.202,0.254,0
0.464,-0.242,-0.15,0
1.799,-0.197,0.201,0
0.429,-0.179,-0.119,0
0.17,0.333,0,0
0.234,-0.749,-0.285,0
-0.132,-0.982,-0.628,0
1.519,0.133,-0.081,0
1.18,0.104,0.104,0
1.942,0.203,-0.139,0
1.083,0.076,0.055,0
0.503,-0.278,-0.178,0
0.947,0.399,1.167,0
-0.712,0.148,-0.082,0
0.472,0.625,-0.199,0
0.58,0.334,0,0
0.401,0.505,-0.234,0
0.312,1.911,-0.682,0
0.421,-0.547,0.344,0
0.965,1.123,-0.381,0
-0.125,0.643,0,0
2.055,0.227,-0.065,0
0.965,0.583,0.856,0
0.223,-0.372,-0.238,0
0.699,-0.482,-0.21,0
0.461,1.773,-0.505,0
0.267,0.492,-0.16,0
0.3,-0.795,0,0
0.404,0.831,-0.295,0
1.199,-0.469,-0.184,0
0.211,0.498,0,0
0.337,0.274,0.113,0
3.325,-0.089,-0.056,0
0.359,0.719,0.838,0
0.327,0.277,-0.096,0
0.883,0.337,-0.215,0
2.089,0.078,0.065,0
1.294,0.114,0.095,0
2.971,-0.285,-0.114,0
2.056,0.227,-0.065,0
0.096,1.485,0,0
1.846,0.114,0.107,0
0.264,-0.627,-0.305,0
0.289,2.044,-0.563,0
0.468,-0.571,0,0
3.336,-0.073,0.081,0
-0.174,0.648,0.387,0
1.601,-0.127,-0.073,0
0.195,0.581,0,0
0.135,1.007,1.695,0
0.351,0.819,0.353,0
0.324,0.254,-0.137,0
0.127,2.31,0,0
1.363,-0.127,0.073,0
1.824,0.117,0.121,0
2.329,-0.082,0.075,0
0.456,-0.418,-0.364,0
0.205,-0.874,0,0
1.093,0.528,0.511,0
1.017,0.202,-0.089,0
0.27,0.434,-0.177,0
-0.111,0.993,0,0
0.279,-0.466,0.327,0
0.718,-0.155,0.12,0
3.294,0.089,-0.053,0
1.625,-0.134,0.125,0
0.77,0.183,-0.079,0
2.158,0.112,0.11,0
0.359,-0.781,-0.393,0
0.388,-0.656,-0.296,0
0.437,0.588,-0.29,0
0.116,1.139,0,0
