@relation segment

@attribute Rawblue-mean numeric
@attribute Exred-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
44,-10.555555,4
68.22222,-13.666667,4
55,-15.777778,4
63.77778,-14.888889,4
63.77778,-14.888889,4
49.77778,-16.444445,4
46.555557,-23.666666,4
41,-13.111111,4
36.77778,-11.888889,4
79.111115,-26.88889,4
66.88889,-15.111111,4
55,-18,4
44.333332,-14.888889,4
77,-23,4
33.555557,-8.333333,4
28.666666,-13.333333,4
76.44444,-25.11111,4
47.666668,-8.222222,4
61.444443,-21,4
47.22222,-11.111111,4
47.333332,-5.111111,4
64.111115,-14.444445,4
71,-20.777779,4
41,-12.444445,4
45.77778,-15.111111,4
31.555555,-13.888889,4
82.55556,-29.444445,4
62.444443,-18,4
67.111115,-20.777779,4
51.555557,-10.444445,4
90.111115,-31.11111,4
59.555557,-11.555555,4
79.66667,-18.11111,4
48.22222,-10.111111,4
48.22222,-8.222222,4
45.88889,-1.666667,4
47.444443,-14.333333,4
74,-24,4
45.22222,-14.555555,4
48.333332,-10.555555,4
18.88889,-9.444445,4
32,-14.777778,4
64.88889,-10.444445,4
83.111115,-18.333334,4
47.444443,-11.333333,4
56.333332,-13.555555,4
79.44444,-22.444445,4
51.77778,-11.111111,4
42.11111,-1.444444,4
34.444447,-12.555555,5
9,-5.111111,5
3.222222,-1.444444,5
3.555556,-2.222222,5
1.555556,-0.111111,5
14.111111,-8.333333,5
0.777778,-0.777778,5
0,0,5
1.666667,-1.111111,5
26.11111,-10.333333,5
0,0,5
22,-13,5
1.444444,-1.444444,5
0,0,5
36.555557,-20,5
23.777779,-11.666667,5
1.555556,-1.555556,5
0,0,5
0,0,5
24.11111,-13,5
4.111111,-3.111111,5
24.444445,-11.888889,5
0,0,5
0,0,5
37,-18.666666,5
28.666666,-12,5
20.555555,-13.555555,5
28.88889,-14.333333,5
4.888889,-3.888889,5
2.888889,-1.555556,5
40.11111,-19.11111,5
0,0,5
23.444445,-13.111111,5
22.222221,-12.222222,5
43.77778,-22,5
16.555555,-8.777778,5
2.888889,-2.333333,5
3.222222,-2.888889,5
6.333334,-4.666666,5
4.666667,-3.333333,5
11.444445,-6.888889,5
34,-12.555555,5
30.444445,-13.888889,5
3.111111,-3.111111,5
0.111111,-0.111111,5
23.777779,-14.111111,5
25,-14.222222,5
17.555555,-10.555555,5
12.222222,-6.666666,5
2.444444,-1.222222,5
43.11111,-21.555555,5
6,-3.666667,5
24.444445,-11.777778,5
1.111111,-1.111111,5
11.444445,-6.888889,5
21,-10.333333,5
2.777778,-1.888889,5
29.555555,-12.777778,5
0.666667,-0.666667,5
3.888889,-1.111111,5
0.222222,-0.222222,5
3.777778,-3,5
0.111111,-0.111111,5
21.11111,-13.666667,5
7.666666,-5.222222,5
24,-10.111111,5
9,-5.111111,5
39.333336,-13.222222,5
35.88889,-12.555555,5
13.111111,-7.888889,5
25.777779,-14.888889,5
13,-8.222222,5
40.77778,-18.11111,5
0,0,5
23.222221,-9.888889,5
0,0,5
1.888889,-1.444444,5
6.666666,-5.222222,5
15,-7.444445,5
19.222221,-11.888889,5
15.222222,-9.666667,5
0.333333,-0.333333,5
3.666667,-2.777778,5
15.555555,-8.555555,5
18.666668,-4,5
6.444445,-5.555555,5
4.666667,9.888889,5
37.11111,-13.888889,5
43.666668,-22.222221,5
24.777779,-12.333333,5
0,0,5
12.333333,-7.666666,5
0,0,5
23,-7.666666,5
0.777778,-0.555556,5
12.666667,-7.111111,5
23.444445,-10.111111,5
1,-0.333333,5
2.333334,-2.333333,5
5.444445,-4.333334,5
0,0,5
27.777779,-12.777778,5
0.888889,-0.888889,5
0,0,5
14.111111,-8.333333,5
27.11111,-14.111111,5
16.666668,-10.888889,5
11.444445,-7,5
11.444445,-7,5
11.222222,-6.888889,5
24.88889,-15.222222,5
7.444445,-4.333334,5
37.11111,-12.444445,5
40.333336,-18.777779,5
9.777778,-4.333334,5
5,-4.444445,5
0,0,5
10,-7.111111,5
19.555555,-13.444445,5
4.111111,-4.111111,5
20.555555,-9.555555,5
16.555555,-11.555555,5
22.444445,-11.555555,5
10.777778,-2.555556,5
25.777779,-12,5
12.222222,-7.222222,5
2.888889,-0.555556,5
14.333333,-8.444445,5
0.111111,-0.111111,5
21,-11,5
11.333333,-7.111111,5
2.333334,-1.111111,5
13.111111,-6.888889,5
17,-11.666667,5
4,-3,5
8.777778,-5.555555,5
1.555556,-0.888889,5
1.111111,0.111111,5
3.111111,-1.111111,5
26.11111,-10.333333,5
1.111111,-1,5
10.888889,-6.111111,5
11.222222,-5.777778,5
0,0,5
21.666666,-10,5
0,0,5
2.888889,-2.333333,5
11.666667,-6.777778,5
0.777778,-0.777778,5
22.666666,-11.222222,5
5.888889,-4.666666,5
29.555555,-12.222222,5
21,-11,5
11,-5.888889,5
0,0,5
24.666666,-11.777778,5
13,-6.333334,5
3.555556,-3.333333,5
0.333333,-0.333333,5
29,-13.444445,5
20.444445,-13.333333,5
3.333333,-1.888889,5
20.333334,-9.444445,5
29.333334,-12.333333,5
31.333334,-13.777778,5
4.888889,-4.222222,5
26.555555,-11.555555,5
1.888889,-1.444444,5
3.555556,-1.666667,5
0,0,5
24.88889,-12.555555,5
15.888889,-9.555555,5
22.88889,-13.555555,5
22.88889,-13.555555,5
4.888889,-4.222222,5
10.666667,-7.555555,5
9.555555,-6.444445,5
3,-0.888889,5
1.222222,-0.666667,5
0,0,5
6.111111,-3.777778,5
35.11111,-13,5
34.444447,-18.555555,5
0.222222,-0.222222,5
26.11111,-10.222222,5
26.222221,-11.333333,5
15.888889,-10,5
3.666667,-2,5
20.88889,-12.111111,5
2.333334,-2.333333,5
36.22222,-12.888889,5
0,0,5
19.222221,-9.444445,5
2.888889,-1.555556,5
28.777779,-12.666667,5
5.777778,-5.333334,5
0,0,5
28.444445,-13.111111,5
0,0,5
17.666668,-9,5
20.88889,-11.888889,5
1.777778,-1.222222,5
34.88889,-12,5
32.333336,-12.777778,5
20.555555,-10.888889,5
0,0,5
7.222222,-5.333334,5
1.888889,-0.777778,5
33.555557,-18.666666,5
9.555555,-6,5
0,0,5
12.555555,-5.666666,5
40.444443,-18.88889,5
28.444445,-11.888889,5
19.777779,-7.555555,5
5,-1.666667,5
0.555556,-0.555556,5
0.222222,-0.222222,5
28.777779,-13.888889,5
28.555555,-13.666667,5
13.444445,-9,5
1.222222,-0.444444,5
24.555555,-12,5
0,0,5
1.777778,-1.333333,5
9.444445,-5.666666,5
10.777778,-6.444445,5
35.88889,-12.555555,5
13.888889,-8.444445,5
3.222222,-2.888889,5
20.666668,-13.777778,5
10.333334,-3.666667,5
0.444444,-0.222222,5
23.88889,-12.222222,5
3.222222,-2,5
37.444443,-19.11111,5
26.88889,-14.666667,5
11,-5.888889,5
14.333333,-8.666667,5
0,0,5
2.888889,-1.555556,5
3.777778,-0.666667,5
30.444445,-13.666667,5
8.555555,-6.888889,5
14.333333,-6.555555,5
1.222222,-0.555556,5
34.88889,-18.88889,5
24.88889,-12.555555,5
2.555556,-0.111111,5
4.666667,-3.333333,5
5.111111,-3.222222,5
5.777778,-4.666666,5
23.333334,-7.555555,5
29.555555,-10.777778,5
6.111111,-5,5
28.444445,-11.888889,5
0.444444,-0.444444,5
0,0,5
25.777779,-13.111111,5
28.777779,-10.222222,5
0,0,5
6.444445,-5.555555,5
13.666667,-8.222222,5
4.666667,-3.333333,5
1.777778,-1.777778,5
0,0,5
3.222222,-2.222222,5
37,-13.333333,5
0,0,5
0,0,5
23.222221,-11.888889,5
0,0,5
12,-7,5
3.222222,-2.333333,5
14.555555,-8.555555,5
28.777779,-12.666667,5
0,0,5
23.777779,-12.777778,5
5.777778,-3.222222,5
0,0,5
10.555555,-6.222222,5
11.333333,-7.111111,5
0.111111,-0.111111,5
26.88889,-13.111111,5
10.444445,-6.666666,5
12.222222,-7.222222,5
0,0,5
3,-1.444444,5
0,0,5
3.888889,-3.888889,5
1.111111,-1.111111,5
3,-1.555556,5
29.444445,-10.555555,5
1.222222,-0.666667,5
25.777779,-14.333333,5
24.555555,-12,5
1.777778,-1.222222,5
44.11111,-12.444445,6
72.44444,-18.333334,6
53.666668,-19.333334,6
58.333332,-21.777779,6
56.555557,-14.333333,6
63.333332,-17.444445,6
75.22222,-21.555555,6
53.88889,-14.222222,6
61.333332,-13.888889,6
64.88889,-18.333334,6
57.22222,-14.777778,6
52.555557,-9.777778,6
60.333332,-16.88889,6
75.66667,-20.88889,6
72.55556,-18.333334,6
58.77778,-15.333333,6
75.44444,-19.222221,6
58.555557,-16.444445,6
72.77778,-21.222221,6
42.88889,-10.444445,6
76.55556,-23.222221,6
69.22222,-21.222221,6
76.55556,-23.222221,6
70,-19,6
66.55556,-15.444445,6
62.333332,-14.111111,6
74.77778,-20.555555,6
59.22222,-16.11111,6
38,-8.777778,6
70.333336,-22.222221,6
76.66667,-20.777779,6
61.444443,-16.666666,6
61,-13.333333,6
67.77778,-16.555555,6
40.666668,-11.333333,6
78.111115,-22.777779,6
47.333332,-7.888889,6
64.22222,-18.333334,6
59,-13.333333,6
70.88889,-20.222221,6
74.888885,-18.777779,6
72.44444,-21.222221,6
61.555557,-16.11111,6
63.22222,-18.555555,6
70.22222,-20.88889,6
33,-9,6
74.888885,-20.444445,6
72.111115,-20.222221,6
60.555557,-15.666667,6
67.66667,-19.666666,6
58.555557,-14.888889,6
63.333332,-16,6
73.22222,-22.222221,6
37.77778,-8.333333,6
74,-20,6
70.111115,-17.333334,6
76,-21.88889,6
72,-19,6
76,-19.88889,6
74,-20.333334,6
35.444447,-7.666666,6
42.88889,-10.444445,6
56.333332,-14.333333,6
60.88889,-13.666667,6
36.333336,-8.777778,6
75.22222,-21.777779,6
69.77778,-18.88889,6
59.22222,-15.555555,6
51.444443,-18.11111,6
60.666668,-14.111111,6
66.88889,-18.777779,6
59.666668,-16.666666,6
38,-8.777778,6
75.111115,-21,6
71.111115,-20.88889,6
41.11111,-10.888889,6
60.88889,-14.444445,6
79.22222,-23.222221,6
46.22222,-15.888889,6
57.11111,-16.88889,6
69.55556,-19,6
69.55556,-19.88889,6
62.333332,-15.555555,6
58.88889,-15.777778,6
74.888885,-19.444445,6
57.666668,-15.777778,6
75.66667,-19.777779,6
59.88889,-14,6
36.444443,-9.222222,6
37.88889,-9.666667,6
65.88889,-15.666667,6
52.88889,-12.111111,6
37.11111,-8.222222,6
69.77778,-19.666666,6
50.444443,-12.555555,6
51.11111,-19,6
68,-17.333334,6
75.66667,-20.88889,6
61.444443,-14.555555,6
65,-18.333334,6
60.666668,-15.111111,6
69,-20.444445,6
40.333336,-11.333333,6
54.555557,-18.222221,6
48,-16.333334,6
49,-13.555555,6
41.333336,-11,6
78.77778,-23.777779,6
65,-17,6
41,-12,6
70,-17.666666,6
61.77778,-15.111111,6
58.666668,-13.111111,6
75.55556,-21,6
51.333332,-17.222221,6
71.55556,-21.333334,6
41.88889,-12,6
71.55556,-20.666666,6
60,-14,6
67.22222,-16.88889,6
59,-13.333333,6
38.555557,-8.777778,6
72.66667,-19.11111,6
63.666668,-15.666667,6
63.11111,-14.222222,6
59.77778,-13.555555,6
71,-19.333334,6
47.555557,-16.555555,6
76.66667,-20.666666,6
68.111115,-16.555555,6
62.333332,-16.666666,6
57.11111,-20.444445,6
72.111115,-21.555555,6
55.77778,-13.888889,6
72.22222,-17.444445,6
61.77778,-16.11111,6
67.22222,-17,6
67.111115,-17.555555,6
54.666668,-13.333333,6
67.22222,-19.777779,6
59.88889,-13.222222,6
48,-16.333334,6
54.444443,-10.333333,6
76.55556,-19.88889,6
40.11111,-11,6
40.333336,-12,6
74.77778,-20.555555,6
55.333332,-19.11111,6
74.888885,-20.333334,6
72.66667,-21.333334,6
49.666668,-15.333333,6
49,-13.555555,6
60.22222,-13.222222,6
55,-12.888889,6
67.66667,-19.666666,6
59.77778,-12.888889,6
49.444443,-18,6
51.22222,-13,6
71.22222,-19.11111,6
49.22222,-16.88889,6
60.666668,-14.111111,6
49.77778,-12.111111,6
76.44444,-22.11111,6
74.77778,-20.333334,6
59.88889,-13.222222,6
75.66667,-20.88889,6
52.22222,-18.11111,6
71.66667,-18.11111,6
42.88889,-10.444445,6
69,-15.111111,6
49.555557,-10.444445,6
49.666668,-15.333333,6
69.66667,-18.777779,6
37,-9.333333,6
65,-16.777779,6
52,-8.888889,6
71.111115,-19.333334,6
77.77778,-21,6
73.333336,-20.555555,6
69.111115,-18.333334,6
29.333334,-7.444445,6
29.88889,-5.222222,6
65.111115,-15.555555,6
68.77778,-19,6
59.88889,-14,6
62.333332,-15.555555,6
51.666668,-16.444445,6
36.555557,-8.555555,6
58.666668,-13,6
70.111115,-19.11111,6
79.55556,-23.666666,6
62,-14.888889,6
55.444443,-14.555555,6
61.333332,-14.333333,6
62.444443,-17.666666,6
75.66667,-19.777779,6
58.22222,-15.222222,6
58.88889,-15.888889,6
65.66667,-18,6
56.333332,-11.111111,6
40.666668,-11.666667,6
70.22222,-18,6
74.888885,-19.444445,6
66.55556,-15.444445,6
72.44444,-21.222221,6
71.888885,-19.88889,6
76.44444,-20.777779,6
72.333336,-19.333334,6
39.666668,-10,6
38,-9.888889,6
74.111115,-20.11111,6
47.77778,-16.333334,6
64.333336,-17.555555,6
50.666668,-11.444445,6
50,-11.222222,6
55.555557,-16.222221,6
61.11111,-13.222222,6
57.333332,-16.333334,6
76.22222,-20.333334,6
62.22222,-16.555555,6
50.11111,-18.222221,6
37.77778,-9.444445,6
39.11111,-8.444445,6
51.11111,-16.444445,6
38,-8.777778,6
62.22222,-17,6
50.666668,-11.444445,6
76.111115,-22,6
42.22222,-8.888889,6
61.22222,-17.333334,6
61.666668,-15.888889,6
60.666668,-14.111111,6
51.11111,-16.444445,6
62.333332,-14.333333,6
58.11111,-16.222221,6
74.22222,-20.222221,6
54.666668,-19.88889,6
39.666668,-10,6
72.55556,-20.11111,6
61.666668,-15.888889,6
33,-9,6
74.111115,-20.11111,6
54.333332,-10,6
74.77778,-21,6
59.555557,-12,6
43.444443,-11.555555,6
42.77778,-12,6
46.22222,-15.888889,6
62.11111,-15.555555,6
50.333332,-12.111111,6
55.333332,-13,6
36.88889,-10.555555,6
36.333336,-8.666667,6
71.44444,-16.333334,6
79.111115,-22.555555,6
60.77778,-17.333334,6
76.22222,-23.444445,6
35.22222,-8.222222,6
75.66667,-18.444445,6
57.77778,-14.666667,6
43.88889,-12.222222,6
62.11111,-14.555555,6
48.88889,-16.444445,6
62.11111,-14.333333,6
58.555557,-16.444445,6
77.55556,-21.555555,6
69.66667,-18.222221,6
63,-15.555555,6
77.55556,-21.88889,6
58.22222,-11.777778,6
38.11111,-9.666667,6
57.333332,-11.555555,6
58.88889,-12.666667,6
36.444443,-9.222222,6
56.88889,-11.666667,6
67.66667,-19,6
59.333332,-12.555555,6
75.111115,-21,6
67,-19.777779,6
64.55556,-15.222222,6
72.55556,-17.555555,6
77.77778,-21,6
68.66667,-15,6
58.77778,-15.666667,6
45,-16,6
69.88889,-19.11111,6
52.555557,-9.888889,6
72.55556,-21.11111,6
60.11111,-15.111111,6
58.88889,-15.777778,6
76.55556,-21.666666,6
60.444443,-14.111111,6
69.22222,-18.333334,6
61,-13.555555,6
73.44444,-20.777779,6
64.333336,-17.555555,6
60.666668,-15.111111,6
18.11111,-9.444445,7
18.222221,-13.111111,7
14.222222,-11.666667,7
17.333334,-12.333333,7
9.888889,-6.222222,7
13.777778,-5.111111,7
15,-10.222222,7
7.444445,-3.888889,7
4.222222,-4.666666,7
11.777778,-5,7
13.111111,-9.333333,7
15.444445,-11.111111,7
11.666667,-9.777778,7
25.11111,-14.777778,7
8.111112,-8.888889,7
14.555555,-10.222222,7
16.444445,-8.333333,7
10.777778,-8.888889,7
11.333333,-6.555555,7
7.222222,-6.777778,7
15.555555,-10.777778,7
5.333334,-2.333333,7
14.222222,-10.111111,7
12.111111,-8.666667,7
6.666666,-5.444445,7
6.888889,-6.555555,7
18.666668,-13.444445,7
11,-10.111111,7
15,-6,7
10.333334,-6.555555,7
15.333333,-11.888889,7
10.666667,-7.555555,7
12.444445,-10.222222,7
10.555555,-7.555555,7
16.666668,-7.111111,7
13.333333,-4.777778,7
17.555555,-12.666667,7
17.88889,-12.444445,7
17.777779,-14.444445,7
12.111111,-6.444445,7
11.555555,-6.222222,7
15.444445,-9.888889,7
25.333334,-16,7
18.777779,-15.666667,7
9.222222,-6.111111,7
5.444445,-6,7
12.888889,-3.777778,7
5,-5.888889,7
10.333334,-6.222222,7
5.666666,-4.333334,7
9,-6.888889,7
12.666667,-9.111111,7
9.333334,-5.777778,7
13,-9.777778,7
11.777778,-5.111111,7
18.666668,-9.666667,7
10.111111,-7.666666,7
6.444445,-7,7
14.333333,-8.555555,7
12.444445,-9.222222,7
18.444445,-11.444445,7
17.88889,-13.222222,7
10.333334,-6.333334,7
9,-6.444445,7
13.111111,-3.444444,7
13.666667,-9.666667,7
11.888889,-11.111111,7
14.777778,-9.333333,7
24.11111,-14.888889,7
13.222222,-10.888889,7
16.777779,-7.222222,7
17.777779,-14.444445,7
4.444445,-5.222222,7
16,-11.111111,7
11.555555,-9.555555,7
17.777779,-11.888889,7
12.888889,-8.555555,7
15.444445,-11.555555,7
16.666668,-8.888889,7
19.777779,-13.666667,7
16.333334,-13.888889,7
13.111111,-9.222222,7
13.888889,-8.222222,7
24,-14.333333,7
13.555555,-10.333333,7
8,-5.333334,7
10.333334,-7.777778,7
8.111112,-7.444445,7
9.333334,-10,7
4.555555,-4.888889,7
15.111111,-9.777778,7
22.222221,-17.222221,7
18.444445,-11.444445,7
16.333334,-10.555555,7
7,-3.222222,7
15.777778,-12,7
14.888889,-11.666667,7
21.777779,-8.666667,7
11.333333,-5.777778,7
9.555555,-9.222222,7
9.777778,-2.111111,7
12.777778,-6.666666,7
11.888889,-9.777778,7
11,-5.666666,7
12.777778,-7.222222,7
17.11111,-12.222222,7
18.222221,-9.555555,7
17.666668,-13.444445,7
22,-15.333333,7
22.666666,-17.11111,7
21.222221,-9.222222,7
17.88889,-7.555555,7
19.777779,-8.777778,7
18.11111,-9,7
13.555555,-8.777778,7
19.222221,-13.222222,7
15.222222,-9,7
17.11111,-11.666667,7
25.11111,-11,7
17.222223,-13.333333,7
14.666667,-11.111111,7
18.777779,-12.111111,7
11,-9.555555,7
15.444445,-8.222222,7
15.666667,-8.222222,7
29.666666,-20.777779,7
15.888889,-10.666667,7
13,-9.777778,7
9.888889,-6.222222,7
4,-5.666666,7
11.777778,-7.333334,7
4.666667,-5.333334,7
15.222222,-9,7
9.444445,-7.333334,7
10.444445,-5.444445,7
6.555555,-7.777778,7
13.111111,-9.888889,7
16.222223,-12,7
8.888889,-7.555555,7
12.666667,-9.111111,7
11.111111,-7.444445,7
15.888889,-11.555555,7
9.444445,-4.888889,7
6,-0.555556,7
18.777779,-11.444445,7
4.222222,-3.333333,7
13.111111,-12.555555,7
11.111111,-10.555555,7
18,-11,7
22.555555,-17.777779,7
6.444445,-4.888889,7
22.555555,-17.777779,7
16.555555,-8.333333,7
18.555555,-11.888889,7
12.333333,-7.888889,7
18.444445,-11.555555,7
30.11111,-16.666666,7
6.444445,-4.888889,7
19.777779,-9.888889,7
16.333334,-13.888889,7
17.88889,-7.555555,7
11.777778,-8.666667,7
16.666668,-8.888889,7
16.333334,-7.666666,7
16.88889,-10.888889,7
15.666667,-10,7
18.777779,-14.111111,7
22.444445,-14.333333,7
10.666667,-10.444445,7
18.333334,-11.333333,7
19.666668,-14.555555,7
12,-10.555555,7
14.888889,-9.222222,7
15.666667,-6.777778,7
5.666666,-3.222222,7
12.666667,-10.777778,7
17.88889,-10.888889,7
4.666667,-5.333334,7
13.555555,-8.777778,7
5,-3.888889,7
7,-7.111111,7
16.666668,-10.666667,7
19.88889,-7.555555,7
22.444445,-14.555555,7
20,-16.444445,7
12.555555,-8.333333,7
7,-6,7
7.666666,-2.333333,7
13.666667,-11,7
9.333334,-7.111111,7
12.444445,-10.222222,7
9.444445,-6.111111,7
4.333334,-4.444445,7
7.111111,-6.888889,7
15.555555,-10.444445,7
23,-12.666667,7
14,-7.222222,7
12.777778,-5.222222,7
17.11111,-12,7
16.88889,-11.888889,7
23.777779,-15.222222,7
12.444445,-8.111111,7
20.666668,-10,7
16.666668,-12,7
13,-4.111111,7
14.111111,-8.222222,7
6.777778,-6.111111,7
11.444445,-4.222222,7
25.333334,-16,7
10.222222,-8.666667,7
9.777778,-4.222222,7
7.333334,-8,7
13.777778,-9.111111,7
17.11111,-14,7
9,-7.222222,7
26,-21.11111,7
5.888889,-5.777778,7
17.333334,-14.444445,7
14.444445,-11.555555,7
16.444445,-13.333333,7
21.444445,-12,7
15,-12.666667,7
11.888889,-7.444445,7
13.333333,-10.555555,7
10.777778,-8.888889,7
4.444445,-5.444445,7
12.111111,-10.333333,7
14,-6.444445,7
21.444445,-9.888889,7
7.333334,-9,7
5.555555,-4.666666,7
19.666668,-14,7
25,-15.222222,7
14.888889,-9.333333,7
12.111111,-10.333333,7
13.555555,-7.888889,7
12.333333,-6.666666,7
14.333333,-8.444445,7
4.777778,-5.444445,7
11.777778,-5,7
12.444445,-9.555555,7
15.666667,-11.444445,7
8.333334,-6.444445,7
15,-9.222222,7
13,-9.111111,7
20.333334,-13.888889,7
17.11111,-11.888889,7
13.555555,-10.444445,7
11.888889,-10.333333,7
17.666668,-12.222222,7
12.222222,-8,7
18.88889,-13.333333,7
12.444445,-9.222222,7
18.222221,-12.666667,7
4.222222,-3.888889,7
8.555555,-6.777778,7
19.666668,-11.777778,7
10,-7,7
11.444445,-3.666667,7
5.888889,-6.333334,7
9.777778,-4.222222,7
17,-10.111111,7
26.11111,-16.333334,7
15,-11.222222,7
14.666667,-7.777778,7
10.777778,-9.222222,7
5.444445,-6,7
12.888889,-1.555556,7
17.88889,-10.888889,7
12,-7.444445,7
8,-7.222222,7
5.555555,-4.666666,7
9.666667,-8.111111,7
7.333334,-8,7
13.444445,-9.888889,7
25.444445,-19.11111,7
16,-11.555555,7
16.88889,-12.222222,7
6,-0.555556,7
14.222222,-8.555555,7
9,-5.111111,7
13.666667,-11,7
17.777779,2.333333,7
15.333333,-10.666667,7
9.222222,-6.222222,7
14.111111,-6.888889,7
12.444445,-8.111111,7
14.444445,-10.222222,7
15.555555,-10.777778,7
14.333333,-10.333333,7
10.111111,0.444444,7
12.555555,-7.777778,7
13.333333,-9.333333,7
17.666668,-11.111111,7
9.777778,-7.888889,7
14,-10.333333,7
25.777779,-16.11111,7
