@relation segment

@attribute Region-centroid-col numeric
@attribute Region-centroid-row numeric
@attribute Intensity-mean numeric
@attribute Saturatoin-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
220,120,1,1,3
73,117,1.333333,0.968254,3
10,112,0.444444,0.666667,3
50,109,5.666666,0.760734,3
76,106,3.666667,0.903571,3
95,95,6.481482,0.816909,3
220,124,0.888889,1,3
95,141,1.555556,0.977778,3
103,125,1.777778,0.923809,3
98,144,1,1,3
59,87,17.11111,0.652043,3
58,48,40.851852,0.339117,4
77,135,47.37037,0.33466,4
199,120,51.074074,0.224617,4
236,117,45.88889,0.330477,4
153,78,30.296297,0.300208,4
146,125,69.333336,0.257599,4
63,19,45.185184,0.355227,4
163,68,56.77778,0.265053,4
39,17,71.18519,0.284874,4
189,79,41.407406,0.265535,4
210,73,42.25926,0.178226,4
97,46,62.333332,0.326719,4
182,135,32.703705,0.308824,4
37,78,43.814816,0.258916,4
198,127,40.74074,0.248999,4
151,101,31.185184,0.327288,4
197,123,44.814816,0.263275,4
183,153,28,0.447745,4
150,158,8.444445,0.503086,4
14,146,10.592592,0.487864,4
136,129,24.703703,0.449747,4
191,119,39.851852,0.271717,4
203,120,49.407406,0.263467,4
142,99,51.88889,0.146611,4
105,69,59.555557,0.289653,4
157,20,35.48148,0.261958,4
4,126,57.814816,0.280738,4
201,125,42.814816,0.270638,4
99,156,21,0.431321,4
107,146,21.37037,0.432786,4
176,100,55.37037,0.268621,4
190,81,42.925926,0.267251,4
49,42,58.88889,0.322931,4
112,38,64.62963,0.271659,4
42,57,65.703705,0.266776,4
34,116,61,0.313235,4
147,34,47.592594,0.317542,4
167,53,40.444443,0.264564,4
169,66,51.592594,0.252103,4
141,17,44.592594,0.268186,4
94,80,58.333332,0.290834,4
183,66,42.11111,0.152009,4
185,118,55.074074,0.265558,4
79,44,58.666668,0.339917,4
156,49,38.037037,0.221187,4
45,149,16.814816,0.453341,4
58,146,22.74074,0.429825,4
51,111,34.11111,0.290355,4
87,146,43.148148,0.347454,4
79,28,62.407406,0.324556,4
75,65,57.74074,0.314783,4
130,32,59.48148,0.249001,4
189,48,42.074074,0.245241,4
33,108,40,0.266758,4
169,102,58.22222,0.25976,4
37,124,54.333332,0.258543,4
197,121,41.037037,0.280578,4
51,64,40,0.310101,4
70,38,58,0.336015,4
59,139,16.37037,0.482725,4
236,77,32.77778,0.225243,4
233,159,6.62963,0.541667,4
48,139,48.22222,0.310818,4
83,81,59.444443,0.307419,4
241,70,39.962963,0.274051,4
18,43,64.703705,0.335115,4
163,151,30.481482,0.457448,4
44,125,18.222221,0.398689,4
150,158,8.444445,0.503086,4
14,146,10.592592,0.487864,4
84,62,61.037037,0.303179,4
79,104,65.296295,0.254697,4
132,84,8.888889,0.380483,4
68,157,21.444445,0.438882,4
170,121,32.37037,0.313427,4
227,44,47.814816,0.271987,4
199,120,39.333332,0.272752,4
39,138,54.62963,0.280911,4
121,102,51.666668,0.2694,4
109,111,57.77778,0.298892,4
92,70,61.11111,0.314365,4
219,80,39.703705,0.282964,4
120,108,58.074074,0.252458,4
187,80,40.51852,0.24473,4
112,90,65.18519,0.278345,4
83,133,48.666668,0.339145,4
12,154,19.703703,0.479715,4
180,123,57.48148,0.251194,4
144,139,64.666664,0.27569,4
190,136,4.851852,0.709751,4
120,102,63.48148,0.26938,4
191,107,29.222221,0.311552,4
120,124,53.77778,0.261246,4
162,159,26.11111,0.202846,4
127,118,34.333332,0.293949,4
183,105,65.55556,0.264986,4
248,103,35.62963,0.323915,4
153,116,29.444445,0.355756,4
208,65,56.703705,0.19713,4
229,147,27.296297,0.457405,4
140,73,46.296295,0.176156,4
236,102,51.703705,0.307007,4
233,124,40.925926,0.317097,4
58,109,41.814816,0.334962,4
105,111,60.185184,0.299664,4
162,66,42.592594,0.184999,4
193,154,28.148148,0.453533,4
140,73,46.296295,0.176156,4
21,147,6.259259,0.464069,4
76,134,48.925926,0.341111,4
137,147,27.222221,0.468165,4
174,96,55.148148,0.174579,4
121,107,54,0.252669,4
155,138,69.48148,0.248998,4
37,78,43.814816,0.258916,4
152,83,26.518518,0.307415,4
170,159,20.518518,0.15128,4
118,126,20.555555,0.437078,4
139,95,46.851852,0.264571,4
174,75,41.11111,0.181732,4
180,116,33.185184,0.309461,4
136,45,53.074074,0.259367,4
197,121,41.037037,0.280578,4
185,102,56.77778,0.274353,4
233,154,33,0.458785,4
243,120,47.851852,0.245321,4
92,89,58.925926,0.317871,4
118,126,20.555555,0.437078,4
230,117,39.037037,0.335026,4
69,68,56.296295,0.316026,4
22,87,64.03704,0.3097,4
190,105,45.74074,0.295992,4
169,102,58.22222,0.25976,4
29,78,69.74074,0.325487,4
102,158,39.333332,0.264152,4
158,76,34.851852,0.27031,4
47,96,61.925926,0.297221,4
186,98,33.962963,0.265698,4
187,120,60.037037,0.222808,4
136,45,53.074074,0.259367,4
103,65,60.148148,0.287045,4
151,129,32.037037,0.338407,4
122,129,51,0.248092,4
57,42,37.444443,0.334662,4
29,18,68.296295,0.317156,4
239,137,40.851852,0.176066,4
75,90,48.22222,0.327632,4
40,35,69.44444,0.287488,4
140,116,46.814816,0.264563,4
128,161,7.148148,0.540918,4
187,106,37.703705,0.270907,4
217,148,29.074074,0.483771,4
72,32,56.37037,0.344409,4
151,89,31.703703,0.351273,4
155,135,69.92593,0.258303,4
45,121,54.962963,0.307193,4
209,70,36.74074,0.273358,4
168,77,59.555557,0.255329,4
133,125,66.25926,0.259842,4
80,83,49.444443,0.249679,4
148,109,49.407406,0.325138,4
8,162,8.37037,0.484805,4
116,125,60.925926,0.317206,4
187,75,39.703705,0.275059,4
193,125,37.444443,0.321825,4
161,73,43.851852,0.184376,4
93,67,60.74074,0.303044,4
118,111,62.25926,0.269218,4
42,57,65.703705,0.266776,4
228,42,44.555557,0.271572,4
206,105,50.185184,0.277106,4
38,103,58.185184,0.257014,4
217,77,40.22222,0.269192,4
97,123,52.814816,0.280593,4
202,71,38.37037,0.166047,4
221,69,36.962963,0.154094,4
19,62,62.814816,0.329364,4
139,115,46.74074,0.264115,4
142,140,26.444445,0.2851,4
212,68,37.962963,0.167908,4
151,89,31.703703,0.351273,4
94,104,55.74074,0.303071,4
242,81,38.25926,0.300796,4
238,98,52.851852,0.28511,4
179,69,40.666668,0.17869,4
229,24,49.185184,0.30862,4
179,133,36.77778,0.313397,4
176,100,55.37037,0.268621,4
177,76,29.814816,0.200662,4
41,103,61.25926,0.259607,4
142,119,45.62963,0.28077,4
54,126,23.296297,0.305785,4
224,124,43.51852,0.348022,4
227,132,38.77778,0.325768,4
81,158,21.037037,0.41916,4
191,101,45.037037,0.322733,4
228,22,49.666668,0.319474,4
52,33,35.814816,0.33727,4
152,98,28.777779,0.346398,4
83,143,50.37037,0.341229,4
24,15,70.07407,0.30227,4
217,148,29.074074,0.483771,4
113,34,72.888885,0.279176,4
219,132,35.22222,0.354746,4
202,21,40.74074,0.274519,4
80,77,59.11111,0.31069,4
185,110,50.666668,0.249253,4
54,133,21.444445,0.270271,4
243,120,47.851852,0.245321,4
27,57,70.37037,0.335387,4
21,123,19.296297,0.408913,4
34,13,70.37037,0.311437,4
188,73,40.185184,0.297096,4
141,17,44.592594,0.268186,4
144,35,37.592594,0.319714,4
83,83,49.851852,0.260605,4
22,125,58.22222,0.323908,4
129,157,23.148148,0.430239,4
185,85,49.148148,0.278726,4
60,126,20.11111,0.405936,4
133,108,45.592594,0.275986,4
91,64,62,0.31426,4
78,85,48.88889,0.315228,4
81,79,45.814816,0.245206,4
104,103,58.88889,0.287394,4
190,105,45.74074,0.295992,4
73,105,58.62963,0.259048,4
24,93,62.851852,0.315538,4
61,104,57.333332,0.252203,4
68,128,35.592594,0.316177,4
53,42,28.25926,0.337893,4
130,32,59.48148,0.249001,4
19,102,58.37037,0.317014,4
80,72,59,0.314606,4
219,126,36.185184,0.258409,4
106,65,60.62963,0.287325,4
201,125,43.37037,0.192484,4
99,103,64.44444,0.271568,4
237,137,36.925926,0.214456,4
74,64,56.592594,0.313003,4
74,127,45.25926,0.317325,4
102,50,60.851852,0.304774,4
229,102,42.77778,0.318271,4
114,145,61.11111,0.31714,4
104,129,37.88889,0.320613,4
41,101,64.37037,0.289362,4
38,94,68.111115,0.267258,4
56,107,49.814816,0.230455,4
96,123,21.62963,0.559546,4
44,50,65.111115,0.290165,4
147,125,43.22222,0.324639,4
166,66,41.62963,0.178875,4
146,97,47.962963,0.197115,4
55,145,26.777779,0.315338,4
245,110,34.11111,0.353548,4
90,36,66.37037,0.332815,4
104,147,49.77778,0.309106,4
209,122,39.22222,0.282411,4
23,25,70.44444,0.318191,4
40,17,70.51852,0.286238,4
244,134,44.703705,0.361284,4
236,117,45.88889,0.330477,4
178,25,44.814816,0.284582,4
198,127,40.74074,0.248999,4
104,112,59.148148,0.293681,4
162,159,26.11111,0.202846,4
79,28,62.407406,0.324556,4
163,68,56.77778,0.265053,4
109,76,51.77778,0.250705,4
32,158,7.962963,0.520578,4
7,154,50.703705,0.321345,4
230,117,39.037037,0.335026,4
108,128,53.25926,0.312927,4
212,152,26.555555,0.46343,4
199,97,47.814816,0.199351,4
2,95,55.62963,0.337756,4
252,82,38.88889,0.303876,4
41,150,20.74074,0.441573,4
13,15,68.96296,0.316905,4
135,104,63.62963,0.267219,4
169,131,35.703705,0.338619,4
114,129,62.407406,0.30598,4
191,119,39.851852,0.271717,4
252,76,42.296295,0.334876,4
62,140,23,0.444353,4
169,117,31.25926,0.30715,4
165,96,67.03704,0.254595,4
189,124,38.592594,0.271474,4
168,70,55.037037,0.249829,4
238,73,43.51852,0.274334,4
47,121,53.666668,0.300672,4
191,101,45.037037,0.322733,4
220,111,29.592592,0.349325,4
208,65,56.703705,0.19713,4
109,100,57.148148,0.278963,4
189,68,38.592594,0.170449,4
155,127,36.51852,0.204536,4
195,136,2.444444,0.911155,5
236,38,14.444445,0.547232,5
54,133,5.37037,0.630471,5
199,144,0.444444,0.740741,5
187,86,6.703704,0.594226,5
159,83,18.222221,0.50381,5
217,80,15.851851,0.489982,5
143,89,18,0.459093,5
241,145,0,0,5
202,129,2.296296,0.096561,5
203,61,7,0.66626,5
125,149,0,0,5
236,115,14.740741,0.533126,5
33,99,15.481482,0.54148,5
20,134,2.962963,0.829233,5
211,139,5.222222,0.696605,5
138,144,0.666667,0.37037,5
10,137,0.925926,1,5
57,89,17,0.477489,5
159,105,26.74074,0.337494,5
57,118,19.407408,0.418712,5
232,149,0,0,5
229,104,19.777779,0.375532,5
201,133,0.740741,0.962963,5
200,31,11.259259,0.500944,5
123,152,0,0,5
244,108,23.703703,0.365332,5
188,88,7.333334,0.61791,5
177,130,1.185185,1,5
96,94,20.222221,0.451546,5
233,105,15.185185,0.353768,5
119,138,3.555556,0.779497,5
94,136,2.555556,0.84709,5
156,86,20.444445,0.444698,5
56,141,0.185185,0.555556,5
244,82,15.518518,0.481601,5
156,79,14.185185,0.485044,5
210,114,16.185184,0.546207,5
156,154,1.740741,0.838889,5
252,137,0.740741,0.75,5
225,58,8.333333,0.622222,5
54,133,5.37037,0.630471,5
189,144,0,0,5
77,135,0.777778,1,5
186,12,6.259259,0.687302,5
210,153,0,0,5
58,140,0.259259,0.777778,5
184,145,0.555556,0.527778,5
242,65,8.925926,0.583461,5
208,154,8.703704,0.771517,5
174,113,31.777779,0.441507,5
76,89,16.814816,0.473045,5
189,68,6.888889,0.534151,5
212,140,2.888889,0.068883,5
166,36,0,0,5
187,135,26.444445,0.454232,5
189,144,0,0,5
142,112,28.851852,0.32175,5
133,141,0.074074,0.222222,5
206,133,0.37037,1,5
60,116,23.407408,0.392149,5
237,91,12.148149,0.634464,5
160,41,0.703704,0.537037,5
245,140,0.407407,0.240741,5
239,110,9.444445,0.620643,5
247,92,12.074074,0.632127,5
90,134,2.111111,0.881481,5
226,131,0,0,5
245,129,0,0,5
33,90,16.666666,0.539116,5
204,131,0.222222,0.666667,5
143,114,27.185184,0.331888,5
228,90,16.851852,0.475549,5
54,134,0.518518,1,5
230,113,21.592592,0.350082,5
104,137,3.703704,0.731922,5
6,95,20.185184,0.459469,5
206,64,5.703704,0.69798,5
20,134,2.962963,0.829233,5
163,131,1.555556,0.972222,5
189,142,0,0,5
121,134,1.666667,0.937037,5
51,141,0.703704,0.888889,5
249,58,8.851851,0.607768,5
34,131,0.814815,0.925926,5
210,153,0,0,5
161,138,1.222222,1,5
189,141,0,0,5
43,137,1.666667,0.917989,5
56,140,5.555555,0.639254,5
6,154,0.074074,0.222222,5
57,93,17.925926,0.511905,5
249,154,4.296296,0.815344,5
167,135,31.185184,0.443136,5
202,140,1.037037,0.814815,5
250,131,0,0,5
178,134,1.851852,0.833333,5
182,39,9.518518,0.576021,5
137,92,9.962963,0.608437,5
201,34,13.740741,0.544858,5
37,130,1.62963,0.855556,5
231,91,6,0.620651,5
170,88,22.333334,0.378615,5
160,41,0.703704,0.537037,5
222,145,0,0,5
196,95,7.62963,0.512566,5
225,58,8.333333,0.622222,5
9,130,1.740741,0.550926,5
186,90,10.037037,0.533928,5
33,114,16.11111,0.510924,5
243,94,1.185185,0.977778,5
59,116,21.962963,0.395663,5
177,33,8.740741,0.547103,5
218,115,22.962963,0.339149,5
170,113,28.333334,0.302071,5
129,136,6.185185,0.657744,5
180,141,0.037037,0.111111,5
189,107,27.777779,0.332407,5
206,12,11.444445,0.543775,5
160,110,31.62963,0.307444,5
178,138,1.37037,1,5
214,108,16.925926,0.421675,5
79,154,0.740741,0.288889,5
188,110,4.222222,0.675265,5
189,141,0,0,5
200,13,9.296296,0.632739,5
174,152,0,0,5
170,62,0,0,5
186,89,22.666666,0.509462,5
215,84,17.11111,0.475,5
152,155,7.296296,0.5,5
58,113,20.851852,0.414807,5
239,93,14.407408,0.577002,5
96,94,20.222221,0.451546,5
174,145,0,0,5
42,135,2.407408,0.849735,5
161,89,3.111111,0.097643,5
155,68,2.296296,0.115741,5
184,145,0.555556,0.527778,5
170,139,4.185185,0.786175,5
187,134,26.703703,0.457752,5
208,90,5.148148,0.797212,5
47,89,14.222222,0.548825,5
112,120,21.555555,0.38675,5
211,130,0,0,5
223,62,6.444445,0.67037,5
155,40,1.259259,0.116667,5
83,96,19.592592,0.472764,5
137,141,0.037037,0.111111,5
25,155,14.333333,0.646298,5
184,145,3.407408,0.656614,5
95,97,19.592592,0.447494,5
172,140,3.222222,0.656085,5
222,131,0,0,5
142,111,28.74074,0.315484,5
173,67,0.740741,0.231481,5
76,116,16.851852,0.420839,5
90,134,2.666667,0.876102,5
226,90,7.185185,0.641018,5
221,30,8.481482,0.518586,5
43,152,1.518519,0.648677,5
203,133,0.592593,1,5
160,110,31.62963,0.307444,5
124,98,21.518518,0.448676,5
123,152,0,0,5
38,134,1.037037,1,5
128,144,0,0,5
119,153,3.37037,0.085017,5
235,88,12.259259,0.641775,5
96,135,1.925926,0.927778,5
42,133,2.703704,0.860606,5
131,144,0,0,5
187,89,8.444445,0.548545,5
189,62,7.62963,0.635938,5
226,131,0,0,5
117,137,3.111111,0.772487,5
161,135,1.259259,1,5
222,93,2.444444,0.878395,5
94,140,3.037037,0.797884,5
145,155,11.296296,0.747294,5
152,155,7.296296,0.5,5
221,154,6.481482,0.6248,5
57,89,17,0.477489,5
94,135,2.185185,0.888007,5
150,152,1.37037,0.537037,5
226,144,0,0,5
159,116,29.814816,0.310286,5
200,147,0.296296,0.111111,5
235,86,12.333333,0.630928,5
84,134,2.111111,0.874074,5
157,85,18.925926,0.459024,5
183,91,14.444445,0.476783,5
215,153,8.333333,0.769577,5
187,36,7.518518,0.648657,5
66,155,8.259259,0.300624,5
123,94,21.444445,0.452182,5
43,141,0.777778,1,5
46,131,1.407407,0.77037,5
247,108,14.518518,0.45603,5
162,94,15.37037,0.599594,5
242,148,0,0,5
186,12,6.259259,0.687302,5
197,144,0.703704,0.861111,5
199,116,1.962963,0.940741,5
39,137,1.37037,1,5
208,34,14.444445,0.479958,5
171,89,0,0,5
166,110,29.296297,0.431825,5
240,63,8.962963,0.5477,5
206,61,7.074074,0.645891,5
227,109,21.851852,0.367141,5
142,111,28.74074,0.315484,5
225,36,7.925926,0.634921,5
238,61,8.777778,0.588823,5
223,62,6.444445,0.67037,5
113,114,25.814816,0.393927,5
170,143,0,0,5
161,154,0,0,5
58,113,20.851852,0.414807,5
241,135,0.148148,0.333333,5
59,135,0.481482,1,5
163,152,0,0,5
163,133,1.555556,0.972222,5
205,82,15.222222,0.458152,5
158,154,0.62963,0.277778,5
14,135,2.888889,0.832275,5
244,105,22.703703,0.364499,5
121,154,1.851852,0.534392,5
203,133,0.296296,0.888889,5
61,92,17.25926,0.499695,5
150,152,1.37037,0.537037,5
225,90,6.592593,0.651153,5
238,86,12,0.629503,5
229,104,19.777779,0.375532,5
242,57,15.37037,0.466308,5
172,138,12.185185,0.61525,5
58,111,19.333334,0.409226,5
34,93,14.814815,0.559179,5
139,109,29.407408,0.331954,5
180,142,0.111111,0.222222,5
17,94,20.037037,0.457772,5
185,84,23.25926,0.404099,5
222,62,6.407407,0.680808,5
220,149,0.037037,0.111111,5
213,86,17.148148,0.46348,5
218,147,0,0,5
54,142,1.814815,0.769444,5
223,150,0,0,5
68,135,6.222222,0.617593,5
182,152,0.777778,0.705556,5
196,95,7.62963,0.512566,5
157,85,18.925926,0.459024,5
239,93,14.407408,0.577002,5
216,151,0.111111,0.222222,5
45,111,16.11111,0.489897,5
218,64,8,0.579142,5
22,114,30.481482,0.400536,5
195,119,8.62963,0.589565,5
242,148,0,0,5
242,89,1.814815,0.896296,5
202,63,6.074074,0.653535,5
121,112,23.703703,0.409544,5
237,83,9.888889,0.676581,5
205,106,17.481482,0.416401,5
53,134,6.962963,0.587234,5
243,94,1.185185,0.977778,5
208,34,14.444445,0.479958,5
187,89,5.037037,0.740904,5
83,117,17.11111,0.402203,5
43,152,1.518519,0.648677,5
252,137,0.740741,0.75,5
108,138,3.185185,0.799603,5
215,89,18.037037,0.43138,5
139,113,29.333334,0.327385,5
173,152,3.592592,0.599735,5
231,30,7.037037,0.613718,5
134,148,0.037037,0.111111,5
183,139,1.37037,1,5
97,90,20.148148,0.465278,5
41,139,1.296296,1,5
169,137,25.333334,0.502569,5
90,134,2.111111,0.881481,5
248,153,0.37037,0.888889,5
214,143,0.666667,0.888889,5
166,154,0.703704,1,5
222,62,6.407407,0.680808,5
211,154,0.259259,0.555556,5
173,90,23.518518,0.496719,5
86,155,8.740741,0.392385,5
178,35,13.481482,0.459288,5
214,84,17.185184,0.477222,5
223,141,9.851851,0.640224,5
35,112,16.185184,0.492526,5
160,95,2.148148,0.10119,5
206,61,7.074074,0.645891,5
46,154,6.37037,0.561927,5
207,115,1.222222,0.933333,5
4,189,26.444445,0.271473,6
64,196,49.88889,0.289997,6
239,174,57.851852,0.320261,6
142,182,34.51852,0.293208,6
214,195,46.555557,0.290299,6
177,181,60.62963,0.306993,6
119,191,59.592594,0.31901,6
2,190,31.666666,0.329007,6
205,194,41.296295,0.28056,6
154,189,59.925926,0.312892,6
195,161,41.48148,0.294706,6
42,201,59.333332,0.306609,6
225,181,55.333332,0.300006,6
37,165,35.814816,0.273647,6
93,195,61.592594,0.305593,6
106,191,63,0.317523,6
4,201,53.703705,0.308859,6
173,186,53.444443,0.298302,6
214,194,45.074074,0.291972,6
22,200,54.703705,0.317362,6
42,203,54.51852,0.289793,6
99,198,58.333332,0.299654,6
227,196,47.185184,0.292469,6
117,181,46.88889,0.283287,6
121,189,62.074074,0.305404,6
24,172,42.037037,0.249836,6
249,173,55.185184,0.321085,6
133,182,29.777779,0.256078,6
215,182,54.185184,0.30405,6
123,186,51.77778,0.290148,6
165,186,49.51852,0.307257,6
115,195,57.11111,0.28836,6
205,190,49.48148,0.290788,6
10,172,44.77778,0.278044,6
182,186,48.444443,0.304522,6
123,194,60.814816,0.292382,6
205,190,49.48148,0.290788,6
10,190,32.962963,0.305705,6
149,182,39.851852,0.24779,6
189,184,50.592594,0.300945,6
73,194,60.77778,0.309253,6
168,184,48.25926,0.278195,6
112,197,50.333332,0.296328,6
88,180,50.407406,0.300918,6
178,185,49.037037,0.300036,6
118,180,48.555557,0.278822,6
167,189,58.407406,0.295523,6
87,196,61.592594,0.287526,6
134,194,58.962963,0.273444,6
45,188,33.333332,0.299865,6
253,192,47.51852,0.307473,6
60,196,51.148148,0.297689,6
181,162,42.185184,0.285523,6
167,189,58.407406,0.295523,6
56,196,50.074074,0.297963,6
166,185,54.22222,0.302539,6
194,178,33.666668,0.296963,6
181,186,48.814816,0.307027,6
163,180,30.37037,0.23849,6
250,176,53.666668,0.318137,6
250,160,42.814816,0.347142,6
209,191,48.22222,0.279764,6
172,183,56.333332,0.305472,6
200,189,49.666668,0.29381,6
105,193,60.11111,0.308465,6
50,199,55.666668,0.312414,6
64,176,50.77778,0.294056,6
237,192,46.37037,0.302675,6
205,177,32.444443,0.296365,6
223,175,57.851852,0.312834,6
219,176,60.296295,0.314462,6
248,160,43.925926,0.354037,6
35,189,31.925926,0.262981,6
129,184,45.22222,0.275818,6
105,193,60.11111,0.308465,6
214,161,40.444443,0.298056,6
53,176,50.296295,0.302421,6
123,187,58.666668,0.298553,6
205,190,49.48148,0.290788,6
202,182,55.074074,0.301601,6
110,182,46.37037,0.287646,6
180,186,49.62963,0.306161,6
196,161,41.962963,0.282125,6
20,189,34.11111,0.309884,6
107,191,62.037037,0.314683,6
76,200,56.37037,0.296836,6
93,190,53.592594,0.303602,6
247,174,56.185184,0.323021,6
187,162,43.22222,0.300182,6
236,194,50.11111,0.300667,6
200,193,41.185184,0.279876,6
144,187,56.148148,0.299951,6
224,190,47.48148,0.295621,6
139,185,59.148148,0.29644,6
171,187,48.37037,0.306725,6
2,171,45.77778,0.287983,6
9,171,45.925926,0.307943,6
17,204,57.25926,0.302671,6
137,182,34.925926,0.285756,6
138,188,60.333332,0.299511,6
183,182,58.962963,0.308825,6
145,185,56.25926,0.302283,6
4,201,53.703705,0.308859,6
48,202,58,0.284515,6
191,162,40.962963,0.298124,6
228,191,49.22222,0.289582,6
161,190,58.11111,0.285916,6
57,199,54.962963,0.317006,6
24,188,30.62963,0.290796,6
77,185,32.555557,0.27036,6
18,209,48.77778,0.302982,6
62,202,60.48148,0.29788,6
84,200,56.666668,0.300817,6
71,197,55.444443,0.314739,6
137,190,60.444443,0.308799,6
215,193,45.22222,0.289242,6
166,180,31.444445,0.252953,6
229,195,47.703705,0.290278,6
73,201,58.703705,0.294187,6
38,202,57.333332,0.302514,6
251,173,56.77778,0.318366,6
142,182,43.62963,0.286863,6
124,191,59.74074,0.313611,6
240,192,45.962963,0.325608,6
192,162,40.444443,0.307814,6
234,175,57.77778,0.312037,6
250,176,53.666668,0.318137,6
145,163,39.444443,0.281536,6
234,194,48.62963,0.298369,6
147,182,43.592594,0.278669,6
137,163,39.296295,0.284813,6
236,193,49.11111,0.303144,6
114,184,31.185184,0.232343,6
174,181,59.074074,0.317345,6
251,195,47.925926,0.291875,6
142,163,40.444443,0.268978,6
137,182,34.925926,0.285756,6
86,197,63.22222,0.285333,6
93,190,53.592594,0.303602,6
179,162,40.296295,0.289652,6
87,196,61.592594,0.287526,6
27,189,32.77778,0.297841,6
174,188,50.407406,0.293991,6
116,184,31.703703,0.250721,6
175,188,55.77778,0.296294,6
226,176,56.925926,0.315862,6
244,194,49.74074,0.300853,6
149,185,49.333332,0.275889,6
134,187,59.37037,0.307458,6
177,190,52.407406,0.297733,6
102,179,49.185184,0.282687,6
13,191,25.296297,0.237113,6
4,210,49.74074,0.314278,6
147,193,51.74074,0.275266,6
25,208,55.62963,0.320595,6
137,182,34.925926,0.285756,6
217,195,45.074074,0.292957,6
188,182,58,0.314281,6
198,183,54.037037,0.298622,6
223,190,46.88889,0.292226,6
197,182,55.851852,0.300643,6
190,188,49.703705,0.309236,6
83,198,59.77778,0.296314,6
32,173,43.592594,0.266914,6
130,189,58.62963,0.307985,6
135,185,47.962963,0.259189,6
5,210,51.296295,0.317566,6
186,188,49.962963,0.294774,6
176,187,54.77778,0.304126,6
105,189,61.407406,0.285515,6
190,162,41.333332,0.298471,6
249,178,47.962963,0.289863,6
201,191,49.185184,0.278886,6
70,197,54.851852,0.298704,6
38,189,29.074074,0.271208,6
180,162,41.48148,0.291106,6
36,189,31.37037,0.266302,6
244,194,49.74074,0.300853,6
185,186,48.22222,0.290427,6
203,182,54.925926,0.306722,6
53,198,51.666668,0.299707,6
223,161,42.037037,0.308416,6
11,200,53.555557,0.313032,6
185,188,50.185184,0.30043,6
169,190,52.555557,0.297059,6
63,201,61.62963,0.299213,6
7,203,54,0.314896,6
118,182,45,0.281875,6
116,192,57.074074,0.324017,6
62,200,61.037037,0.312541,6
100,194,61.555557,0.295908,6
15,189,32.11111,0.315363,6
65,176,49.74074,0.294787,6
47,189,29.62963,0.297413,6
254,159,36.62963,0.294845,6
96,196,63.51852,0.301586,6
239,160,45.148148,0.352126,6
99,184,31.518518,0.28045,6
149,163,41.666668,0.297547,6
204,177,32.88889,0.28109,6
112,197,50.333332,0.296328,6
45,205,50.25926,0.287573,6
119,192,59.555557,0.312796,6
132,182,43.51852,0.280764,6
88,180,50.407406,0.300918,6
153,192,53.444443,0.272721,6
70,177,49.444443,0.305962,6
202,193,41.703705,0.278387,6
38,200,55.962963,0.309826,6
249,200,45.296295,0.292784,6
240,195,48.851852,0.300363,6
223,161,42.037037,0.308416,6
140,188,61.666668,0.295624,6
23,172,42.333332,0.265454,6
235,196,47.25926,0.294238,6
23,188,30.592592,0.284148,6
169,186,49.444443,0.303448,6
195,161,41.48148,0.294706,6
116,184,31.703703,0.250721,6
143,186,54.962963,0.296251,6
129,188,61.074074,0.30013,6
28,188,29.962963,0.275863,6
77,199,57,0.303497,6
104,191,63.074074,0.311587,6
191,180,60.074074,0.31801,6
5,210,51.296295,0.317566,6
170,189,51.11111,0.301346,6
151,163,40,0.263846,6
235,195,48.333332,0.290585,6
89,195,61.74074,0.300235,6
61,202,61.62963,0.293527,6
183,185,44.962963,0.28574,6
119,196,53.333332,0.293586,6
252,176,52.925926,0.32042,6
86,197,63.22222,0.285333,6
142,183,43.185184,0.28154,6
231,160,40.88889,0.339618,6
103,185,30.88889,0.250444,6
187,180,62.074074,0.306906,6
124,191,59.74074,0.313611,6
178,183,55.74074,0.312366,6
173,190,50.444443,0.292125,6
1,189,23.592592,0.233097,6
141,163,40.703705,0.270056,6
86,193,61.407406,0.299579,6
252,201,40.296295,0.275368,6
142,182,34.51852,0.293208,6
142,185,47.814816,0.289144,6
247,159,35.77778,0.289218,6
198,185,50.22222,0.285554,6
186,162,44.074074,0.301508,6
121,192,60.814816,0.31261,6
148,192,58.11111,0.299308,6
52,196,46.074074,0.294045,6
77,185,32.555557,0.27036,6
25,198,48.703705,0.309645,6
134,191,61.666668,0.302994,6
10,207,52.11111,0.299285,6
123,183,32.25926,0.266436,6
252,201,40.296295,0.275368,6
151,163,40,0.263846,6
86,193,61.407406,0.299579,6
118,180,48.555557,0.278822,6
194,183,54.74074,0.303121,6
54,176,50.666668,0.308573,6
188,190,48.88889,0.292307,6
32,206,57.62963,0.30568,6
85,200,58.592594,0.300181,6
166,182,58.407406,0.3112,6
61,197,49.592594,0.302925,6
204,194,41.037037,0.275415,6
227,195,47.74074,0.284495,6
162,190,57.333332,0.279561,6
62,177,51.074074,0.306215,6
169,184,56.25926,0.2956,6
28,204,55.88889,0.29685,6
233,197,49.74074,0.294656,6
36,207,56.814816,0.290668,6
138,185,57.074074,0.298025,6
77,186,34.962963,0.303377,6
254,159,36.62963,0.294845,6
78,186,35.296295,0.302286,6
180,179,35.48148,0.301166,6
248,200,46.11111,0.286663,6
204,161,44.074074,0.308104,6
18,204,57.88889,0.302525,6
