@relation segment

@attribute Rawred-mean numeric
@attribute Exgreen-mean numeric
@attribute Saturatoin-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
17.333334,-5.222222,0.514254,3
1.444444,-4,0.895369,3
0,-1.888889,1,3
0.222222,-3.333333,0.962963,3
0,-1.555556,1,3
0,-2.444444,1,3
0,-3,1,3
1.555556,-3.444444,0.851379,3
0.222222,-2.777778,0.961905,3
0.555556,-1.888889,0.915344,3
0.555556,-0.666667,0.908995,3
5.111111,-5.666666,0.705482,3
7.666666,-4.777778,0.628156,3
0.666667,-2.888889,0.676888,3
1.222222,-4,0.874917,3
0.111111,-4.444445,0.987654,3
3.555556,-6.222222,0.774121,3
1.666667,-3.555556,0.81358,3
14.222222,-15.111111,0.54583,3
2.222222,-3.888889,0.833935,3
0.222222,-1.777778,0.953704,3
0,-4,1,3
2.333334,-5.777778,0.816909,3
1,-4.333334,0.909236,3
0,-2,1,3
10.222222,-9.555555,0.584744,3
17.88889,-9.666667,0.402492,3
9.222222,-11.333333,0.680787,3
0.555556,-5.333334,0.93567,3
38.555557,-12.888889,0.413033,3
12.444445,-9.888889,0.56104,3
0,-2,1,3
4.777778,-7.333334,0.762919,3
0,-1.555556,0.777778,3
1.888889,-1.222222,0.799074,3
0.222222,-2.777778,1,3
0.777778,-3.444444,0.907407,3
0.888889,-4.666666,0.910065,3
0.111111,-1.777778,0.962963,3
0.444444,-2.888889,0.965812,3
0.666667,-3.666667,0.899735,3
0,-1.333333,1,3
1.777778,-4.555555,0.842452,3
6.888889,-2.222222,0.604281,3
0.111111,-2.111111,0.977778,3
0.333333,-0.222222,0.251852,3
2.555556,-2.666667,0.760734,3
1,-2.777778,0.836773,3
17.333334,-5.222222,0.514254,3
0.555556,-1.777778,0.912698,3
2,-4,0.80862,3
9,-8.777778,0.664785,3
0,-2.555556,1,3
0,-4,1,3
4.777778,-3.555556,0.698902,3
0,-2,1,3
9.666667,-11.111111,0.679513,3
2.222222,-3.888889,0.794108,3
0,-1.555556,1,3
0,-2.888889,1,3
2.888889,-3.555556,0.775282,3
0,-0.111111,0.111111,3
0.111111,-3.555556,0.984127,3
3.111111,-5.222222,0.779866,3
2.222222,-4.777778,0.82735,3
2.222222,-4.666666,0.864664,3
0.333333,-3.222222,0.954365,3
5.777778,-2.888889,0.700087,3
0,-3.444444,1,3
0.444444,-2.333333,0.923809,3
2.555556,-4.666666,0.837478,3
1.555556,-5.888889,0.84169,3
41.77778,-9.777778,0.358975,3
0.111111,-3.222222,0.984127,3
7.666666,-4.777778,0.628156,3
0.555556,-5.444445,0.926146,3
0.333333,-0.555556,0.916667,3
3.222222,-2.777778,0.762049,3
5.777778,-5.111111,0.464069,4
47.77778,-17.444445,0.252103,4
60,-23,0.264986,4
42.555557,-19.666666,0.310818,4
51,-22.777779,0.317871,4
35.88889,-11.555555,0.204536,4
30.666666,-15.111111,0.338619,4
45.666668,-12.555555,0.176156,4
25.11111,-15.222222,0.392034,4
57.666668,-21.222221,0.278345,4
50.666668,-22.11111,0.317014,4
33.11111,-14.333333,0.320613,4
34.88889,-10.111111,0.214456,4
39.88889,-10.555555,0.176066,4
38.77778,-14.222222,0.274334,4
37.22222,-17.333334,0.324639,4
24.88889,-11.888889,0.331663,4
30.333334,-13,0.290355,4
56.444443,-23.222221,0.309556,4
33.666668,-13.888889,0.273358,4
42.77778,-19,0.319474,4
20.555555,-14.333333,0.468165,4
51.555557,-24.88889,0.342363,4
55.77778,-24.11111,0.3097,4
41.11111,-16.11111,0.258916,4
57.11111,-24.222221,0.298145,4
52.333332,-21.444445,0.280738,4
36.444443,-14.555555,0.274051,4
35.77778,-14.666667,0.282411,4
27.333334,-14.777778,0.351273,4
43.77778,-20,0.309106,4
46.11111,-15.666667,0.249253,4
46,-13.444445,0.199351,4
59.333332,-20.333334,0.25706,4
53.333332,-19.222221,0.259048,4
41.22222,-16.444445,0.275986,4
25.222221,-7.666666,0.202846,4
37.88889,-9.777778,0.166047,4
63.22222,-23,0.257599,4
53,-21.222221,0.304774,4
40.333336,-15.444445,0.268186,4
6.666666,-5.777778,0.484805,4
9.888889,-8.111111,0.548124,4
57.333332,-22.333334,0.290165,4
36.11111,-18.444445,0.334962,4
41.11111,-15.777778,0.263275,4
51.555557,-20.777779,0.278963,4
32,-11.444445,0.261958,4
16.666668,-11.777778,0.445172,4
21.444445,-14.555555,0.483771,4
37.77778,-13.222222,0.24473,4
35.444447,-18.555555,0.339117,4
7,-7,0.503086,4
16.777779,-11.111111,0.41916,4
19.88889,-8.333333,0.270271,4
34.11111,-13.444445,0.270907,4
34.555557,-15.777778,0.300796,4
61,-21.444445,0.254595,4
42.88889,-15.777778,0.271987,4
60,-28.11111,0.335387,4
57.666668,-21.222221,0.278345,4
36.88889,-14,0.264564,4
53.444443,-20,0.25976,4
23.11111,-14.777778,0.457448,4
47.444443,-23.555555,0.337756,4
41.22222,-18.222221,0.295992,4
62.444443,-23.88889,0.286238,4
35.77778,-16.11111,0.317097,4
14.888889,-12.111111,0.479715,4
49.666668,-22.444445,0.313003,4
40.555557,-10.888889,0.178875,4
21,-9.888889,0.305785,4
52.444443,-20.666666,0.313235,4
51.11111,-20.666666,0.31069,4
56,-20.777779,0.259607,4
49,-17.666666,0.261246,4
32.333336,-15,0.321825,4
38,-14.222222,0.248999,4
37.22222,-15,0.269192,4
40.333336,-15.444445,0.268186,4
41.22222,-18.222221,0.295992,4
42.666668,-21.11111,0.340237,4
38.77778,-13.555555,0.245241,4
35.555557,-13,0.264152,4
41.11111,-16.11111,0.258916,4
46,-17.555555,0.260605,4
36,-16.555555,0.334876,4
37.444443,-14.444445,0.280578,4
27.555555,-13.777778,0.338407,4
32.77778,-17,0.334662,4
46.22222,-21.444445,0.307007,4
5.555555,-6.444445,0.540918,4
23.333334,-10.555555,0.307415,4
35.444447,-13.666667,0.272752,4
42.444443,-18.666666,0.315228,4
53.77778,-22.11111,0.287045,4
5.111111,-5.888889,0.541667,4
40.333336,-11.333333,0.181732,4
53.444443,-22.777779,0.303179,4
30.777779,-11.333333,0.293949,4
48.22222,-15.888889,0.224617,4
43,-12.222222,0.184376,4
13.444445,-10.777778,0.453341,4
52.444443,-21,0.31714,4
28.666666,-7.444445,0.200662,4
54.22222,-18.444445,0.249001,4
50.666668,-22.333334,0.322931,4
45.666668,-16.333334,0.249679,4
39.444443,-18.777779,0.317325,4
54.22222,-19.333334,0.255329,4
7.111111,-6.444445,0.472975,4
48.11111,-17.222221,0.259367,4
27.222221,-12.888889,0.327288,4
18.222221,-12.222222,0.426014,4
58.333332,-22.666666,0.271568,4
18.222221,-11.777778,0.430239,4
45.666668,-12.555555,0.176156,4
41.555557,-9.666667,0.152009,4
53.77778,-24.444445,0.329364,4
52,-20,0.265053,4
31.88889,-12.555555,0.27031,4
59.444443,-22.444445,0.266776,4
60.666668,-26.333334,0.318191,4
53.666668,-20.88889,0.287325,4
41,-20.777779,0.33466,4
39.11111,-15.777778,0.270638,4
36,-12.666667,0.266758,4
2.888889,-5.222222,0.709751,4
54.22222,-22.222221,0.30598,4
59.77778,-21.555555,0.254697,4
48.11111,-17.222221,0.259367,4
38,-14.555555,0.265535,4
32.333336,-13.777778,0.319714,4
41.11111,-17.777779,0.317542,4
16.777779,-12,0.431321,4
54,-19.444445,0.253364,4
21.555555,-14.444445,0.453533,4
51.333332,-22.333334,0.298892,4
54.88889,-24.11111,0.335115,4
36.333336,-15.444445,0.282964,4
39,-18.11111,0.322733,4
37,-17.666666,0.318271,4
29.222221,-15.555555,0.349652,4
63.666668,-23.11111,0.258303,4
41.88889,-21.444445,0.341111,4
48.555557,-25.777779,0.344409,4
44.555557,-21.444445,0.321345,4
51.88889,-12.333333,0.146611,4
18.11111,-12.555555,0.429825,4
31,-12.222222,0.265698,4
42.333336,-15.777778,0.264563,4
29.11111,-16,0.353548,4
56.88889,-22.777779,0.289362,4
52.555557,-18.444445,0.251194,4
21.333334,-12.333333,0.447745,4
54.444443,-22.777779,0.297221,4
24.88889,-9.333333,0.266206,4
33.555557,-15.777778,0.335026,4
42.444443,-15.888889,0.264115,4
47.77778,-19.555555,0.307193,4
20.333334,-14.666667,0.46343,4
20.333334,-4.888889,0.15128,4
53,-22.222221,0.303044,4
53.22222,-23,0.326719,4
36.333336,-15.444445,0.282964,4
51.555557,-19.11111,0.249829,4
33.555557,-12.555555,0.258409,4
50.333332,-19.444445,0.268621,4
38,-14.222222,0.248999,4
7,-7,0.503086,4
53.666668,-23.333334,0.31426,4
57.444443,-25.666666,0.32276,4
51.22222,-20,0.290834,4
52.22222,-21.777779,0.293681,4
18.222221,-12.222222,0.426014,4
30.777779,-14.222222,0.323915,4
26.88889,-13,0.311552,4
27.11111,-11.888889,0.300208,4
52,-20,0.265053,4
54.11111,-14.444445,0.174579,4
49.444443,-17.666666,0.252669,4
51.11111,-20,0.274353,4
59.666668,-25.88889,0.325487,4
47.666668,-17,0.250705,4
41.22222,-18.666666,0.327632,4
35.77778,-13.777778,0.275059,4
41.555557,-20.333334,0.339145,4
32,-14.333333,0.313397,4
52.666668,-18.222221,0.252458,4
45.666668,-18.555555,0.277106,4
59,-25.555555,0.317156,4
42.88889,-15.444445,0.245206,4
57.88889,-22,0.27569,4
28.222221,-12.777778,0.312482,4
39.22222,-16.777779,0.290982,4
33.555557,-15.777778,0.335026,4
7.333334,-4,0.380483,4
36.666668,-8.888889,0.154094,4
58.22222,-22.555555,0.267219,4
24.444445,-12.444445,0.337893,4
49.11111,-19.88889,0.280911,4
32.666668,-12.888889,0.29185,4
35.88889,-14.777778,0.271474,4
50,-25,0.336015,4
48,-19.444445,0.280593,4
61.11111,-23.11111,0.259842,4
44.77778,-16.222221,0.245321,4
53.444443,-24.666666,0.314365,4
55.77778,-24.11111,0.3097,4
51.88889,-21,0.299164,4
46.88889,-16.666666,0.248092,4
36.22222,-14.222222,0.271717,4
52.666668,-11.111111,0.19713,4
37.88889,-18.333334,0.319706,4
46.22222,-24.11111,0.34747,4
47.555557,-19.555555,0.28511,4
40.555557,-10.111111,0.178226,4
8,-7.444445,0.479931,4
19.11111,-13.777778,0.449747,4
46.22222,-14.777778,0.230455,4
39.555557,-14.777778,0.284582,4
61.77778,-24.666666,0.287488,4
25.222221,-12.777778,0.331128,4
38,-19.222221,0.355227,4
54.22222,-18.444445,0.249001,4
60.22222,-22.11111,0.260329,4
56.88889,-18.444445,0.222808,4
53.444443,-23.222221,0.324556,4
45,-18.777779,0.278726,4
36.77778,-18.222221,0.348022,4
25.11111,-17,0.458785,4
46.88889,-19.333334,0.300672,4
53.22222,-23.222221,0.299664,4
27.333334,-14.777778,0.351273,4
46,-13.222222,0.197115,4
37.11111,-14.888889,0.274519,4
20.88889,-14.888889,0.457405,4
37.77778,-13.222222,0.24473,4
8,-7.444445,0.487864,4
27.444445,-11.777778,0.30715,4
16.88889,-12,0.438882,4
41.555557,-14.666667,0.246605,4
53.444443,-20,0.25976,4
39.555557,-18.666666,0.330477,4
50.11111,-25,0.339917,4
49.444443,-18,0.258543,4
42.555557,-19.88889,0.325138,4
37.555557,-9.888889,0.167908,4
42.88889,-16.555555,0.264571,4
49.22222,-22.88889,0.316026,4
33.22222,-14.666667,0.325768,4
52.555557,-21.444445,0.317206,4
65,-25,0.279176,4
63.333332,-24.88889,0.284874,4
25,-13.333333,0.355756,4
25.444445,-13.444445,0.349325,4
6.333334,-6.888889,0.520578,4
29.555555,-14.333333,0.354746,4
42.333336,-15.555555,0.30862,4
17.88889,-12.333333,0.444353,4
35.666668,-15.222222,0.297096,4
31.333334,-15.333333,0.33971,4
30.222221,-7,0.225243,4
56.77778,-20.777779,0.26938,4
56.444443,-21.777779,0.269218,4
50.333332,-19.444445,0.268621,4
51.333332,-23.333334,0.314606,4
61.11111,-22.666666,0.267258,4
16.11111,-11,0.437078,4
35.22222,-16,0.310101,4
16.222223,-11.888889,0.441573,4
16.444445,-10.666667,0.405936,4
43,-21.11111,0.341229,4
44.88889,-16.222221,0.263467,4
8,-7.444445,0.487864,4
61,-24.88889,0.30227,4
59.444443,-22.444445,0.266776,4
57.88889,-25.11111,0.320122,4
41.666668,-11.777778,0.192484,4
15.777778,-14.777778,0.505441,4
53.333332,-19.555555,0.257014,4
56.555557,-25.777779,0.332815,4
39.555557,-13.666667,0.271572,4
12.444445,-10.111111,0.482725,4
28.555555,-12.444445,0.308824,4
28.666666,-13.444445,0.313427,4
16.777779,-11.111111,0.432786,4
40.88889,-12.333333,0.17869,4
59.333332,-24.88889,0.316905,4
39.555557,-18.666666,0.330477,4
38.333336,-10.444445,0.170449,4
50.11111,-18.88889,0.265558,4
50.22222,-22.666666,0.323908,4
24.222221,-12,0.315338,4
60.666668,-24.11111,0.311437,4
63.88889,-22.444445,0.248998,4
58.22222,-22.222221,0.271659,4
0.777778,-3.888889,0.972222,5
0,0,0,5
0.222222,-3.222222,0.977778,5
0,0,0,5
0.333333,-1.333333,0.527778,5
13.222222,-13.444445,0.511905,5
27.222221,-9.888889,0.307444,5
16,-13,0.451546,5
0,0,0,5
10.777778,-8.666667,0.479958,5
4.111111,-8.222222,0.680808,5
5.888889,-8.666667,0.619713,5
0,0,0,5
16.333334,-8.666667,0.375532,5
19.11111,-9.777778,0.364499,5
0,-0.777778,0.555556,5
0.333333,-1.888889,0.75,5
0,0,0,5
3.666667,-7.777778,0.69798,5
1,-3.222222,0.838889,5
6.666666,-11.777778,0.659329,5
0.333333,-1.333333,0.705556,5
14.555555,-10.777778,0.459024,5
1.444444,-5.222222,0.799603,5
0.333333,-2.111111,0.888889,5
1,-4.666666,0.878395,5
0,0,0,5
0.777778,-1.222222,0.231481,5
6.111111,-9.333333,0.620643,5
12.888889,-10.888889,0.481852,5
1.111111,-4.888889,0.829233,5
0,-0.222222,0.222222,5
1,-1.777778,0.537037,5
24.88889,-9.666667,0.327385,5
0.444444,-1.222222,0.277778,5
7.555555,-11.888889,0.632127,5
1.111111,-2.333333,0.612963,5
6.444445,-6.222222,0.547103,5
3.666667,-5.777778,0.630471,5
1.777778,-5.666666,0.779497,5
10.777778,-8.666667,0.479958,5
24.222221,-13.888889,0.445039,5
4.555555,-7,0.620651,5
0,0,0,5
2.666667,-0.666667,0.068883,5
0.222222,-3.222222,0.977778,5
0,0,0,5
0,0,0,5
0,0,0,5
7.555555,-11.777778,0.634464,5
3.888889,-8.111111,0.687302,5
0,-0.222222,0.222222,5
16.88889,-10.888889,0.414807,5
4.555555,-8.333333,0.655892,5
4.333334,-6.444445,0.6248,5
12.666667,-6.222222,0.353768,5
0,-0.444444,0.333333,5
0,-0.111111,0.111111,5
25.666666,-9.444445,0.310286,5
15.111111,-12.666667,0.480246,5
24.444445,-12.777778,0.400536,5
12.111111,-10.888889,0.492526,5
12.888889,-12.444445,0.499695,5
0.444444,-2.666667,0.933333,5
0,0,0,5
0,0,0,5
2.777778,-5.333334,0.675265,5
13,-10.666667,0.475,5
1,-4.333334,0.874074,5
7.555555,-12,0.629503,5
9.888889,-11.888889,0.577002,5
2.888889,-1.333333,0.097643,5
0.666667,-4.888889,0.940741,5
0,0,0,5
0.111111,-2.777778,1,5
4.111111,-8,0.67037,5
0,-1.111111,0.888889,5
0.444444,-1.555556,0.288889,5
0,0,0,5
1,-5.333334,0.876102,5
0,0,0,5
7.111111,-8.222222,0.608437,5
7.777778,-8.222222,0.747294,5
2.777778,-7.444445,0.797212,5
4,-7.222222,0.653535,5
2.444444,-1.222222,0.096561,5
11.666667,-10.555555,0.53355,5
11.333333,-8.555555,0.45603,5
1.111111,-2.555556,0.855556,5
16.444445,-14,0.509462,5
14,-11.333333,0.459093,5
1,-5,0.84709,5
0.777778,-3.777778,1,5
0.666667,-3.555556,1,5
11.444445,-12.222222,0.546207,5
0,0,0,5
0.333333,-1.333333,0.527778,5
2.666667,-3.666667,0.656085,5
11,-9.333333,0.476783,5
0.111111,-3.666667,1,5
0.555556,-1.111111,0.537037,5
0.333333,-1.888889,0.962963,5
0,0,0,5
2.111111,-1.222222,0.115741,5
0,-0.555556,0.555556,5
1,-2.222222,0.550926,5
8.444445,-9.666667,0.543775,5
11.222222,-12.111111,0.54148,5
5.888889,-6.888889,0.589565,5
10.555555,-8.222222,0.485044,5
15.888889,-10.666667,0.444698,5
7.555555,-7.444445,0.533928,5
15.777778,-13.111111,0.457772,5
6.777778,-6.888889,0.512566,5
9.666667,-4.777778,0.561927,5
5.111111,-8.555555,0.641018,5
14.555555,-10.777778,0.459024,5
0,0,0,5
1,-2.555556,0.648677,5
0.333333,-1.777778,0.861111,5
11.777778,-11,0.510924,5
0,0,0,5
24,-14.222222,0.443136,5
16,-6.888889,0.314713,5
0,-0.777778,0.777778,5
23.11111,-12.777778,0.421493,5
2.111111,-5.444445,0.731922,5
0,-2.333333,1,5
0,0,0,5
6.111111,-10.222222,0.632739,5
5,-8.555555,0.635938,5
5,-8.444445,0.634921,5
1,-4.111111,1,5
0,0,0,5
11.333333,-8.111111,0.43286,5
8.333334,-7.111111,0.500944,5
7.777778,-12.666667,0.630928,5
0.222222,-2.111111,1,5
1,-3.555556,0.833333,5
0.888889,-4.333334,0.972222,5
0,0,0,5
18.222221,-8.666667,0.378615,5
5.888889,-8,0.588823,5
0,-1.111111,1,5
18.11111,-8.444445,0.350082,5
0.111111,-1,0.740741,5
0.222222,-0.222222,0.111111,5
1,-4.777778,0.927778,5
0,0,0,5
0,-3.888889,1,5
0,-0.333333,0.222222,5
10.333334,-7.777778,0.459288,5
0.777778,-3.777778,0.896296,5
16.88889,-10.888889,0.414807,5
0,0,0,5
10.555555,-12.555555,0.57666,5
6,-9.666667,0.676581,5
0,-0.333333,0.222222,5
0.555556,-0.666667,0.37037,5
6,-8.555555,0.607768,5
4.777778,-8.222222,0.648657,5
4.777778,-7.111111,0.613718,5
0,0,0,5
0,0,0,5
20.333334,-13.111111,0.457752,5
1.222222,-2.444444,0.860606,5
0,0,0,5
6,-8.555555,0.640224,5
13.222222,-10.777778,0.46348,5
0.777778,-1.777778,0.814815,5
16,-13,0.451546,5
1.555556,-5,0.772487,5
5.555555,-9,0.622222,5
3.666667,-6,0.639254,5
5.888889,-6.111111,0.300624,5
6.333334,-7.222222,0.5477,5
0,0,0,5
0,-0.111111,0.111111,5
5.111111,-8,0.61791,5
2.111111,-1.111111,0.10119,5
0.222222,-0.555556,0.240741,5
1,-1.777778,0.537037,5
20,-9.111111,0.365332,5
0,0,0,5
4.666667,-8.222222,0.645891,5
21,-12.111111,0.393927,5
0,-0.111111,0.111111,5
13.555555,-9.222222,0.420839,5
13,-9,0.646298,5
6.111111,-8,0.579142,5
14.111111,-9.444445,0.416401,5
2.333334,-3.888889,0.656614,5
24.555555,-9.222222,0.32175,5
11.333333,-4.444445,0.466308,5
19.333334,-11.888889,0.392149,5
18.444445,-10.555555,0.367141,5
0,0,0,5
1.111111,-4.888889,0.829233,5
6.111111,-7.777778,0.583461,5
0,0,0,5
0,0,0,5
0,0,0,5
6.222222,-9.555555,0.627269,5
15.555555,-9.888889,0.418712,5
5.555555,-9,0.622222,5
15.222222,-13.444445,0.472764,5
3.222222,-7,0.696605,5
4.444445,-8.333333,0.66626,5
13,-10.555555,0.477222,5
10.222222,-11.666667,0.548825,5
16.222223,-9.222222,0.380292,5
0,0,0,5
19.444445,-8.888889,0.339149,5
6.777778,-6.888889,0.512566,5
11.777778,-12.222222,0.547173,5
2.666667,-3.777778,0.599735,5
23.222221,-13.777778,0.425713,5
4.666667,-8.222222,0.645891,5
15.333333,-11.777778,0.447494,5
6.333334,-7.333334,0.548545,5
11.666667,-9.222222,0.481601,5
0,0,0,5
3,-0.444444,0.085017,5
4,-6,0.617593,5
13.333333,-11.333333,0.50381,5
24.555555,-8.888889,0.315484,5
17.333334,-14.222222,0.496719,5
6.666666,-6.222222,0.392385,5
0,-4.111111,1,5
17.777779,-13.555555,0.48999,5
10.444445,-12.777778,0.559179,5
0,-3.111111,1,5
0.444444,-2.666667,0.933333,5
13,-10.666667,0.477489,5
10.666667,-10.222222,0.533126,5
5.888889,-7.111111,0.771517,5
0,0,0,5
5.333334,-5.222222,0.5,5
0,-0.888889,0.888889,5
0,-1.777778,1,5
0,-0.222222,0.222222,5
0.333333,-1.777778,0.925926,5
0,0,0,5
3.666667,-5.888889,0.657744,5
0,0,0,5
17.555555,-9.333333,0.38675,5
10.666667,-11.111111,0.599594,5
19.444445,-13.111111,0.409544,5
12.222222,-11.333333,0.489897,5
1,-1.888889,0.439153,5
0,-1.555556,1,5
1.888889,-6.222222,0.786175,5
7.555555,-12.444445,0.641775,5
4.111111,-8,0.67037,5
14.555555,-10,0.402203,5
27.222221,-9.888889,0.307444,5
12.888889,-11.111111,0.473045,5
10.111111,-9.666667,0.547232,5
5.666666,-6.666666,0.534151,5
20.222221,-13,0.454232,5
0,-2.333333,1,5
1.333333,-4.888889,0.849735,5
1.111111,-5,0.826852,5
1,-2.555556,0.648677,5
1,-4.333334,0.881481,5
13.555555,-9.444445,0.421675,5
5.333334,-5.222222,0.5,5
0.888889,-4.111111,1,5
1.666667,-5.666666,0.832275,5
11.888889,-13,0.539116,5
0.777778,-3.888889,0.888007,5
15.666667,-13.111111,0.465278,5
1,-4.333334,0.881481,5
3.888889,-8.111111,0.687302,5
14.444445,-10.444445,0.43138,5
2.888889,-7.111111,0.740904,5
24.444445,-14,0.441507,5
23.444445,-9,0.332407,5
17.88889,-10.555555,0.395663,5
16.333334,-8.666667,0.375532,5
0.666667,-4.222222,0.877513,5
16.666668,-13.111111,0.44338,5
4.666667,-5.888889,0.587234,5
5.333334,-6.333334,0.769577,5
3.666667,-5.777778,0.630471,5
0.333333,-1.888889,0.75,5
0.888889,-2.777778,0.769444,5
6.111111,-6.777778,0.518586,5
4.111111,-8.222222,0.680808,5
18.666668,-13.666667,0.502569,5
11.888889,-9.333333,0.458152,5
16.88889,-12.888889,0.448676,5
0,0,0,5
24.555555,-8.888889,0.315484,5
3.111111,-5.888889,0.66524,5
0.666667,-4,0.937037,5
12.888889,-10.888889,0.475549,5
40.333336,-17.11111,0.278669,6
53.333332,-25.222221,0.314462,6
50.555557,-22.666666,0.303497,6
47.333332,-19,0.293586,6
34.666668,-9.888889,0.289652,6
47.444443,-21.88889,0.30372,6
52.88889,-19.555555,0.273444,6
52.22222,-23.11111,0.300181,6
28.666666,-10.666667,0.252953,6
42.666668,-16.88889,0.289863,6
42.77778,-17.555555,0.284495,6
40.22222,-17.222221,0.280764,6
54.333332,-22.777779,0.292382,6
49.77778,-21.666666,0.29685,6
35.77778,-12.555555,0.275368,6
41.77778,-17.333334,0.275818,6
35.333336,-12.333333,0.298056,6
44.333332,-18.88889,0.294656,6
43.333332,-19,0.303144,6
45.333332,-18.666666,0.275889,6
53.77778,-22.88889,0.30013,6
45.11111,-19.88889,0.294774,6
26.777779,-12.222222,0.297413,6
49.666668,-21.666666,0.296294,6
52.88889,-23.11111,0.294187,6
49.88889,-23.666666,0.318366,6
45.88889,-21.11111,0.300945,6
50.77778,-23.555555,0.312834,6
53.22222,-25.555555,0.31801,6
37.22222,-14.555555,0.24779,6
54.88889,-24.222221,0.299213,6
52.444443,-21.444445,0.287107,6
55.11111,-24.777779,0.300242,6
26.88889,-10.222222,0.275863,6
47.333332,-21.11111,0.303602,6
51.88889,-25,0.314281,6
49.555557,-22.555555,0.301601,6
26.11111,-11.222222,0.30039,6
44.11111,-20.777779,0.307027,6
48.555557,-22,0.302539,6
36.444443,-18.444445,0.347142,6
44.333332,-19.222221,0.297963,6
53.666668,-22.777779,0.29788,6
52.444443,-25.222221,0.318996,6
42.666668,-18.777779,0.287646,6
49.11111,-22.666666,0.312414,6
53.444443,-24.777779,0.31261,6
42.444443,-17.777779,0.290278,6
51.333332,-20.88889,0.295523,6
48.555557,-22.222221,0.30405,6
47.11111,-22.333334,0.318137,6
49.77778,-22.222221,0.303912,6
29.222221,-11.333333,0.27036,6
34.555557,-7.666666,0.263846,6
48.555557,-23.222221,0.321085,6
28.777779,-10.111111,0.250721,6
49.11111,-23.333334,0.314739,6
43.77778,-20.333334,0.304522,6
49.444443,-23.11111,0.306722,6
44.333332,-18,0.289997,6
55,-23.222221,0.293527,6
42.333336,-19.555555,0.307473,6
44.22222,-20.222221,0.297431,6
36.444443,-10.222222,0.285523,6
49,-21.88889,0.309826,6
31.222221,-13.555555,0.302286,6
52.555557,-23.666666,0.306609,6
23.444445,-10.666667,0.271473,6
40.333336,-17.88889,0.286863,6
37.11111,-14.888889,0.28056,6
46.555557,-20,0.290148,6
31.444445,-13.444445,0.285756,6
41.666668,-18,0.281875,6
47.11111,-22.333334,0.318137,6
50.22222,-21.333334,0.302514,6
47.88889,-21.555555,0.317006,6
52.333332,-25.11111,0.31901,6
35.22222,-8.111111,0.270056,6
44.11111,-20.88889,0.305755,6
31.333334,-12.888889,0.294845,6
54.88889,-24.88889,0.306906,6
46.444443,-20,0.313032,6
53.666668,-22.222221,0.299579,6
37.88889,-15.444445,0.278387,6
56.22222,-22.666666,0.285333,6
30.11111,-14,0.309884,6
39.555557,-15.777778,0.266914,6
50.444443,-21.88889,0.30568,6
51.77778,-20.11111,0.286791,6
45,-21.333334,0.305962,6
44.11111,-18,0.278822,6
50.444443,-20.777779,0.290668,6
46.333332,-21.88889,0.306215,6
27.555555,-11.666667,0.276726,6
44.77778,-19.444445,0.290788,6
39.22222,-15.555555,0.28083,6
42.444443,-17.666666,0.288788,6
45.444443,-20.88889,0.302421,6
53.555557,-23.333334,0.299511,6
43.88889,-18.333334,0.279764,6
21.11111,-9.777778,0.233097,6
41.77778,-17.444445,0.294238,6
51.444443,-21.555555,0.291301,6
52.666668,-24.11111,0.307458,6
48.666668,-20.222221,0.289793,6
41.11111,-18.11111,0.302675,6
52.333332,-25.222221,0.317345,6
44,-19.333334,0.290427,6
48.88889,-22.11111,0.298622,6
42.11111,-17.88889,0.292469,6
53.666668,-22.222221,0.299579,6
52.555557,-24.666666,0.312796,6
47.333332,-21.222221,0.297733,6
44.22222,-20.88889,0.314278,6
36,-12.444445,0.308416,6
44.88889,-19,0.292125,6
37.11111,-19.11111,0.354037,6
45.444443,-19,0.285554,6
38,-13.666667,0.265454,6
45.22222,-20.222221,0.300918,6
44.444443,-19.88889,0.300853,6
46.88889,-20.333334,0.297059,6
52.88889,-24.555555,0.313611,6
31.11111,-13.888889,0.303377,6
46,-20.333334,0.294056,6
51.77778,-22.666666,0.299308,6
27.444445,-9.111111,0.23849,6
36.555557,-11.555555,0.282125,6
37.77778,-14.444445,0.265619,6
42.666668,-17.666666,0.289138,6
27.444445,-12.111111,0.284148,6
34,-8.666667,0.281536,6
37.444443,-15.222222,0.279876,6
44.444443,-19.88889,0.300853,6
51,-19,0.279561,6
49.666668,-23.555555,0.312366,6
41,-17.333334,0.287983,6
23.555555,-8.555555,0.237113,6
29,-12,0.286834,6
40.444443,-16.222221,0.294045,6
55.333332,-25.222221,0.311587,6
53.666668,-22.666666,0.292692,6
54.444443,-23,0.295624,6
43.77778,-20.333334,0.304522,6
42.77778,-17.333334,0.290585,6
45.22222,-20.222221,0.300918,6
33.77778,-8.222222,0.284813,6
40.88889,-17.333334,0.289242,6
26.333334,-10.222222,0.271208,6
44.11111,-20.88889,0.305755,6
51.88889,-22.666666,0.299654,6
51.444443,-21.666666,0.28043,6
30.444445,-11.666667,0.289218,6
29.222221,-11.333333,0.27036,6
41.11111,-16,0.290299,6
36.88889,-11.444445,0.27504,6
28.444445,-9.555555,0.232343,6
42.444443,-17.777779,0.290278,6
37.88889,-17.777779,0.352126,6
50.11111,-22.555555,0.300643,6
34.11111,-12.333333,0.339618,6
55,-22.444445,0.287526,6
52.88889,-24.88889,0.308825,6
53.11111,-24,0.308465,6
31.333334,-12.888889,0.294845,6
