@relation segment

@attribute Region-centroid-row numeric
@attribute Region-pixel-count numeric
@attribute Vegde-sd numeric
@attribute Hedge-mean numeric
@attribute Rawred-mean numeric
@attribute Exgreen-mean numeric
@attribute Hue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
21,9,0.443054,2.055556,113.44444,-14.111111,-2.362526,2
20,9,0.75031,1.27778,116.77778,-14.333333,-2.326919,2
79,9,0.118518,1.055553,73.55556,-30,-2.241633,2
31,9,0.344266,0.777777,101.888885,-13.555555,-2.384877,2
13,9,0.47778,0.555557,122.111115,-10,-2.386251,2
31,9,0.45542,0.888889,115.55556,-14.888889,-2.334831,2
34,9,0.966091,1.000001,111.44444,-15,-2.343381,2
38,9,0.403687,2.111111,100.44444,-14.777778,-2.370002,2
17,9,0.551851,1.888889,118.77778,-9.666667,-2.412968,2
62,9,0.207408,1.111112,116.333336,-12.888889,-2.315962,2
35,9,1.041723,1.166665,96.44444,-11,-2.420203,2
33,9,0.611111,0.611109,96.77778,-22.666666,-2.266225,2
51,9,0.443051,0.611111,111.77778,-12.888889,-2.368498,2
47,9,0.211113,0.666667,82.55556,-29.333334,-2.223218,2
109,9,0.809666,1.000001,89.44444,-20.11111,-2.297546,2
51,9,0.389683,0.944443,95.22222,-14.222222,-2.383438,2
48,9,0.9963,0.999999,94.77778,-24.333334,-2.247036,2
93,9,3.896308,1.944444,70.66667,-30.555555,-2.231558,2
56,9,0.029629,0.833333,115.888885,-13.666667,-2.326783,2
32,9,0.162964,2.611109,129.77779,-10.555555,-2.280755,2
57,9,0.77407,1.388891,129.44444,-13.666667,-2.187422,2
96,9,0.196297,0.944445,76,-30.11111,-2.219979,2
67,9,0.459472,0.888889,112.333336,-15,-2.317188,2
53,9,0.444444,1.111109,104.333336,-24.777779,-2.117007,2
15,9,0.272168,0.555556,118.333336,-11.444445,-2.38244,2
46,9,1.629631,1.777779,116,-14.777778,-2.304436,2
40,9,0.516397,0.666667,95.333336,-12.777778,-2.419456,2
25,9,0.84444,1.277776,89.111115,-26.222221,-2.252101,2
39,9,0.574136,0.777776,113.888885,-17.555555,-2.268113,2
66,9,1.440741,0.888888,80.66667,-27.666666,-2.235701,2
66,9,0.462965,1.111113,79.111115,-28.666666,-2.224845,2
13,9,0.207407,1.111115,134.33334,-8.777778,-2.292384,2
32,9,0.207408,1.500001,110.22222,-16.333334,-2.309391,2
17,9,0.5164,1.277779,115,-13.777778,-2.348415,2
68,9,0.57778,0.888889,95.111115,-25.333334,-2.169999,2
62,9,0.207406,1.000001,85.666664,-23.333334,-2.277142,2
30,9,0.272165,0.611109,97.666664,-12.666667,-2.405295,2
83,9,0.518519,1.055552,74.55556,-30.555555,-2.239053,2
34,9,0.928956,1.388888,113.666664,-14.111111,-2.357272,2
79,9,0.344265,0.777779,93.888885,-14.888889,-2.377965,2
18,9,1.022222,1.166669,131.44444,-10.666667,-2.27511,2
33,9,0.329628,0.722221,97.77778,-21.333334,-2.290421,2
54,9,0.166667,1,127.55556,-13.333333,-2.231555,2
63,9,0.516398,6.222223,92.666664,-14.111111,-2.375282,2
27,9,0.240737,1.444445,132.55556,-12.222222,-2.146716,2
46,9,0.62361,1.333332,100.888885,-13.555555,-2.395028,2
15,9,0.25185,0.777774,134.33334,-8.666667,-2.328472,2
47,9,0.607409,1.555557,114.111115,-18.555555,-2.23989,2
21,9,0.760117,1,116.22222,-14.222222,-2.339377,2
101,9,0.385187,0.611109,126.44444,-11.444445,-2.328735,2
44,9,0.574135,1.166665,113.44444,-11.777778,-2.367282,2
58,9,0.344266,0.888888,97.666664,-15.111111,-2.357271,2
32,9,0.418519,0.833332,99.22222,-23.11111,-2.255674,2
25,9,0.501848,0.388889,97.77778,-14,-2.396894,2
35,9,1.229632,1.444444,117.44444,-14.666667,-2.311049,2
11,9,0.311116,2.888891,136.88889,-2.666667,-2.521648,2
52,9,0.596301,0.777777,101,-20.88889,-2.229685,2
36,9,0.340743,1.833335,89.55556,-26.11111,-2.232346,2
62,9,0.399999,1.611109,100.77778,-21.11111,-2.185419,2
57,9,0.740742,0.666665,115.77778,-12,-2.362514,2
80,9,0.166666,1.722224,102.888885,-24.222221,-2.098697,2
21,9,0.611615,1.333332,115,-12.777778,-2.377814,2
29,9,0.711108,1.055553,119.22222,-15.666667,-2.271128,2
51,9,0.443054,0.833335,110.666664,-16.555555,-2.330465,2
15,9,0.557772,0.666668,100.111115,-13.888889,-2.389025,2
28,9,1.278022,1.111112,96.111115,-12.888889,-2.425992,2
58,9,0.534027,1.055559,96.333336,-13.888889,-2.375207,2
24,9,0.966665,1.611109,110.77778,-15.888889,-2.307914,2
47,9,0.122223,0.999997,127.44444,-11,-2.30244,2
55,9,0.490652,1,101,-17.666666,-2.319697,2
47,9,0.32963,1.499999,93.22222,-23.333334,-2.271072,2
62,9,1.310924,1.888887,112.333336,-14.111111,-2.343404,2
61,9,0.490653,0.555556,95.111115,-15.888889,-2.367396,2
48,9,0.107407,1.333331,107.44444,-25,-2.090557,2
92,9,0.211111,0.77778,74.888885,-29,-2.242802,2
32,9,1.062842,1.777779,115.111115,-14.666667,-2.333746,2
85,9,0.299998,0.888887,88.77778,-27.777779,-2.186342,2
66,9,1.57407,1.444443,111,-17,-2.307094,2
62,9,0.385184,0.888887,100.666664,-22.222221,-2.178149,2
19,9,0.418515,1.499998,121,-11.444445,-2.340765,2
18,9,0.455422,0.555557,97.22222,-10.333333,-2.45498,2
15,9,0.285185,1.222221,123,-11.666667,-2.341041,2
85,9,0.166668,0.888888,79.22222,-30.333334,-2.208414,2
14,9,0.53403,0.611113,99,-12.555555,-2.408968,2
33,9,0.623609,0.500001,96.77778,-12.777778,-2.408019,2
38,9,0.58373,0.888888,113.333336,-15.888889,-2.322923,2
32,9,0.586892,1.33333,103.888885,-11,-2.421193,2
41,9,0.327731,0.388892,95.111115,-13.777778,-2.404745,2
113,9,0.3,1.333333,124.666664,-12.333333,-2.309551,2
94,9,0.551852,1.000001,106.888885,-24.222221,-2.015307,2
75,9,0.471403,11.111111,105.888885,-16.444445,-2.295488,2
40,9,0.207408,1.333332,114.44444,-17.222221,-2.270219,2
18,9,1.29386,1.277777,114,-14.222222,-2.352184,2
31,9,0.418517,0.666664,130.77779,-10.222222,-2.251504,2
86,9,0.691214,1.166669,92.888885,-16.333334,-2.343789,2
25,9,1.46667,1.111111,117.77778,-12.333333,-2.354552,2
101,9,0.385187,0.611109,126.44444,-11.444445,-2.328735,2
45,9,0.666666,0.777779,95.888885,-14.555555,-2.371807,2
30,9,0.666666,0.944444,99.333336,-13.555555,-2.395064,2
54,9,0.720081,0.666667,97.55556,-15.222222,-2.351182,2
32,9,1.062842,1.777779,115.111115,-14.666667,-2.333746,2
52,9,0.596301,0.777777,101,-20.88889,-2.229685,2
49,9,0.240742,0.722225,97.111115,-24.666666,-2.211659,2
58,9,0.459469,1.000001,110.111115,-14.666667,-2.349269,2
75,9,0.266666,0.888888,72,-32.333332,-2.232,2
20,9,0.062963,1.444443,102.666664,-21.88889,-2.231826,2
59,9,0.349603,1.333333,110.55556,-15.777778,-2.323173,2
35,9,0.133333,0.944447,83.333336,-25.222221,-2.280843,2
46,9,0.240742,1.111112,93.888885,-23.222221,-2.270851,2
32,9,0.162964,2.611109,129.77779,-10.555555,-2.280755,2
47,9,0.385188,1.111109,129,-11.555555,-2.262555,2
18,9,0.729626,0.944445,133.33334,-10.888889,-2.214612,2
42,9,0.462963,1.388891,128.11111,-11.888889,-2.282217,2
49,9,0.385186,0.666669,108.111115,-18.11111,-2.315477,2
99,9,0.474074,0.777779,79,-30.555555,-2.207756,2
13,9,0.196294,1.166667,122.77778,-11.111111,-2.360428,2
19,9,0.151853,1.666672,131.55556,-7.333334,-2.358602,2
77,9,0.311108,1.277776,128.55556,-12.111111,-2.277146,2
44,9,0.122222,1,85,-25.333334,-2.254541,2
21,9,0.516398,1.166667,115.77778,-12.333333,-2.370372,2
48,9,0.207406,1.277781,127.55556,-11.888889,-2.278428,2
30,9,0.879816,0.611111,115.111115,-15.888889,-2.295989,2
90,9,0.044444,0.777779,105.888885,-22.444445,-2.097815,2
68,9,0.574135,0.722224,94.22222,-17.444445,-2.333212,2
72,9,0.399998,1.166667,79.22222,-28.333334,-2.22578,2
37,9,0.240739,1.055553,80.111115,-28.11111,-2.258443,2
82,9,0.344266,0.611111,92.888885,-17.222221,-2.344872,2
44,9,0.240742,1.333333,93,-23.333334,-2.255577,2
52,9,0.018518,1.333333,115.55556,-12.666667,-2.348494,2
17,9,0.107405,0.666667,120.77778,-12.222222,-2.339493,2
30,9,0.272164,1.222223,100.77778,-13.111111,-2.385308,2
43,9,0.433333,0.833335,117.333336,-14.777778,-2.280207,2
76,9,0.211114,1.333333,74.55556,-32.88889,-2.208019,2
68,9,0.151852,0.777779,115.666664,-15.333333,-2.300618,2
33,9,0.936897,1.055553,114.666664,-14,-2.348002,2
80,9,0.177779,1.444445,82.44444,-27.333334,-2.228712,2
64,9,0.800003,0.777777,77.22222,-30.777779,-2.228939,2
90,9,0.044444,0.777779,105.888885,-22.444445,-2.097815,2
57,9,0.374073,0.77778,84,-25.11111,-2.264402,2
54,9,0.443054,1.722223,96.77778,-15.555555,-2.33633,2
48,9,0.251852,0.555555,112.22222,-16.777779,-2.278604,2
39,9,1.129629,1.833333,102.55556,-23.444445,-2.198158,2
42,9,0.607408,1.166669,130.44444,-11.222222,-2.26361,2
49,9,0.92896,1.77778,113.111115,-16.444445,-2.303412,2
81,9,0.107409,0.833332,77.22222,-33.88889,-2.187399,2
53,9,0.455419,0.722223,112.333336,-11,-2.39327,2
54,9,0.408248,0.833335,97.888885,-15,-2.345744,2
42,9,0.685184,0.944444,117,-14.111111,-2.31442,2
71,9,1.085182,2.222221,96.666664,-23.333334,-2.143159,2
23,9,0.365148,1.166665,111,-14.333333,-2.356262,2
41,9,0.577774,1.499999,103.888885,-24.88889,-2.139822,2
94,9,0.607404,1.277776,80.888885,-28.555555,-2.227114,2
35,9,0.296297,1.222221,83,-27.444445,-2.248235,2
36,9,0.800462,1.055556,100.77778,-15.444445,-2.362237,2
65,9,0.374072,2,115.333336,-17,-2.273744,2
72,9,0.562961,1.499999,114.111115,-13,-2.366197,2
98,9,0.15185,1.666667,77.333336,-28.666666,-2.238522,2
59,9,0.166667,1.055556,116.55556,-14.111111,-2.308637,2
39,9,0.062963,1.222218,116.333336,-13.888889,-2.336025,2
62,9,0.166666,1.166668,117.55556,-14.777778,-2.275425,2
58,9,0.388888,1.000001,77.333336,-29.444445,-2.246316,2
19,9,0.443052,0.888888,101,-14.444445,-2.375985,2
57,9,0.712326,1.611112,113,-14.444445,-2.341163,2
13,9,0.444445,1.333333,119.666664,-12.888889,-2.355244,2
55,9,2.877772,1.444447,90,-23.88889,-2.251012,2
93,9,0.151851,1.055555,103.888885,-21.88889,-2.141419,2
126,9,0.534027,0.944444,5.222222,-8.555555,-2.313534,3
87,9,1.962613,1.888889,1.222222,-3.111111,-2.229493,3
66,9,9.089677,10.944443,32.333336,-6.333334,-2.43063,3
107,9,0.720082,0.666667,13,-11.666667,-2.354617,3
112,9,0.344265,0.111111,0,-0.444444,-2.094395,3
136,9,4.193469,2.111111,6.666666,-9.555555,-2.268991,3
99,9,0.82963,1,0.111111,-4.777778,-2.149743,3
145,9,0.196296,1.277778,0.333333,-0.222222,-2.53095,3
133,9,0.172133,0.388889,0,-2.555556,-2.123254,3
83,9,0.547722,0.666667,1.555556,-0.444444,-2.573381,3
122,9,1.398412,1.166667,10.222222,-9.555555,-2.247266,3
144,9,0.074074,0.611111,0.111111,-4.888889,-2.212162,3
121,9,0.418519,1.166667,0.777778,-3.444444,-2.351514,3
129,9,0.077778,0.388889,0,-1.555556,-2.094395,3
108,9,12.795401,27.277779,41.77778,-9.777778,-2.360491,3
102,9,1.22963,1.166667,1,-4.111111,-2.316112,3
137,9,1.777778,1,3.111111,-5.222222,-2.360782,3
108,9,0.64693,1.166667,0.555556,-0.555556,-2.463852,3
101,9,27.97407,6.444445,5.777778,-2.888889,-2.44804,3
114,9,6.320163,8.833333,18.333334,-17.777779,-2.295381,3
123,9,0.996296,1,0.222222,-2.777778,-2.16176,3
137,9,0.02963,0.277778,0,-0.666667,-2.094395,3
128,9,0.074074,0.388889,0,-2.222222,-2.094395,3
100,9,8.296297,2.555556,1.444444,-5.111111,-2.28054,3
113,9,0.389682,0.277778,0,-2.555556,-2.123254,3
121,9,0.843274,1.5,1.111111,-0.888889,-2.519165,3
120,9,46.933327,5.944445,3.333333,-6.555555,-2.240133,3
125,9,0.374074,0.5,0,-3.444444,-2.130339,3
90,9,0.374074,0.666667,0.555556,-5.444445,-2.164323,3
115,9,0.344445,0.555555,0.222222,-3.333333,-2.216604,3
86,9,222.70003,8.777779,8.777778,-5.555555,-2.363577,3
137,9,0.018519,0.111111,0,-0.777778,-2.094395,3
124,9,14.962965,1.833333,1.444444,-4,-2.118937,3
134,9,0.182574,0.833333,0.111111,-1.333333,-2.422506,3
112,9,0.421637,0.5,0,-1,-2.151914,3
95,9,1.633332,1.944444,1.222222,-4,-2.333804,3
145,9,1.674074,2.111111,0.666667,-0.222222,-2.569768,3
80,9,4.3,1.833333,2.888889,-3.555556,-2.417517,3
131,9,0,0,0,0,0,3
137,9,18.685184,3.833333,2.555556,-4.666666,-2.193967,3
146,9,0.136083,0.055556,0,-0.111111,-2.094395,3
90,9,23.377783,6.777779,4.777778,-7.333334,-2.266389,3
94,9,0.118519,0.722222,0.111111,-4.777778,-2.189708,3
91,9,1.540741,0.833333,0.555556,-6.111111,-2.186723,3
110,9,1.262963,2.722222,1.444444,0.111111,-2.618651,3
123,9,0.862963,0.611111,0.111111,-1.888889,-2.16921,3
95,9,0.474074,1.055556,0.888889,-3.222222,-2.348987,3
124,9,14.962965,1.833333,1.444444,-4,-2.118937,3
136,9,0.177778,0.388889,0.111111,-1.777778,-2.094395,3
124,9,4.774935,6.5,4.111111,-5.444445,-2.265747,3
131,9,0.02963,0.333333,0,-1.555556,-2.094395,3
122,9,4.033196,4.111111,17.88889,-9.666667,-1.540214,3
109,9,3.233333,1.111111,0.333333,-3.555556,-2.146531,3
102,9,73.7963,9.444444,10.111111,-4.777778,-2.378944,3
135,9,0.207407,0.333333,0,-1.888889,-2.137446,3
147,9,3.586498,3.555555,6.444445,-2.777778,-2.064514,3
80,9,13.751853,16.666666,17.333334,-5.222222,-2.431513,3
133,9,0.02963,0.222222,0,-2.222222,-2.094395,3
98,9,0.151852,0.388889,0,-3.888889,-2.11372,3
95,9,5.911111,3,2.222222,-3.888889,-2.326455,3
92,9,4.63641,7,8.777778,-6.333334,-2.280561,3
85,9,0.720082,1.111111,0.444444,-1,-2.377624,3
110,9,0.088889,0.5,0.111111,-3.666667,-2.155984,3
125,9,0.222222,2.666667,1.555556,-4.444445,-2.234241,3
79,9,0.862963,1.333333,2,-4.555555,-2.288981,3
96,9,13.277781,2.333333,2.111111,-4.333334,-2.330693,3
81,9,0.418518,0.777778,1,-4.444445,-2.248134,3
134,9,3.155556,1.5,2.222222,-3.888889,-2.386611,3
136,9,2.810035,2.777778,16.88889,-11.333333,-1.61572,3
92,9,4.02963,2.277778,3.222222,-3,-2.452176,3
117,9,0,0,0,0,0,3
105,9,15.662961,3.666666,1.666667,-5.111111,-2.205437,3
97,9,0.196296,0.555555,0.111111,-4.333334,-2.191382,3
76,9,0.918519,1.833333,3.777778,-1.777778,-2.520215,3
82,9,41.288895,6.222223,4.333334,-5.777778,-2.320628,3
69,9,45.929623,4.333333,6.888889,-2.222222,-2.481874,3
139,9,0.077778,0.333333,0,-1.333333,-2.094395,3
110,9,0.211111,0.5,0.111111,-4.111111,-2.152507,3
124,9,0.934919,2.388889,7.555555,-7,-2.396682,3
128,9,1.75647,2.444444,10.111111,-9.111111,-2.3163,3
127,9,0.975629,1.277778,10.888889,-13.777778,-2.035808,3
110,9,2.905932,2.277777,9.222222,-11.333333,-2.321226,3
122,9,0,0,0,-1,-2.094395,3
118,9,0.151852,0.388889,0,-1.777778,-2.132635,3
122,9,0.403687,0.444444,0,-0.333333,-2.444563,3
131,9,0.807373,1,0.222222,-1.555556,-2.094395,3
114,9,0.433333,1.166667,0.111111,-3.222222,-2.222661,3
134,9,0.018519,0.055556,0,-0.111111,-2.094395,3
138,9,0.088889,0.333333,0,-2.333333,-2.094395,3
116,9,0.240741,1.222222,0.555556,-1.777778,-2.420258,3
122,9,1.241266,1.333333,8,-12.111111,-2.305989,3
122,9,0.403687,0.444444,0,-0.333333,-2.444563,3
71,9,10.382501,21.888885,25.555555,-6.222222,-2.401825,3
100,9,0.534027,0.666667,0.111111,-1.333333,-2.337096,3
73,9,0.785185,1.722222,1.777778,-5.222222,-2.268176,3
85,9,13.451853,2.055556,1.333333,-4.888889,-2.271544,3
120,9,14.774076,3.722222,1.444444,-4.888889,-2.180291,3
124,9,0.107407,0.277778,0,-2,-2.094395,3
106,9,0.151852,0.833333,0.444444,-5.222222,-2.133095,3
116,9,0.311111,2.111111,0.888889,-2.666667,-2.313013,3
132,9,0.02963,0.222222,0,-1.111111,-2.094395,3
119,9,0.833333,1.055556,0.111111,-2.666667,-2.133095,3
80,9,13.751853,16.666666,17.333334,-5.222222,-2.431513,3
88,9,0.607407,2.166666,1.555556,-3.444444,-2.396657,3
109,9,0.251852,2.833333,1.444444,-3.888889,-2.283787,3
102,9,0.207407,1.555556,0.555556,-4.444445,-2.275159,3
75,9,19.136257,26.611113,47.444443,-8.666667,-2.356754,3
138,9,0.518518,0.888889,0,-2.888889,-2.173961,3
83,9,9.988892,12.888889,9,-8.777778,-2.274205,3
94,9,0.210818,2.555556,3.222222,2.333333,-2.869948,3
139,9,1.773259,2.111111,16,-7.222222,-1.702833,3
125,9,0.222222,2.666667,1.555556,-4.444445,-2.234241,3
90,9,0.374074,0.666667,0.555556,-5.444445,-2.164323,3
107,9,3.14074,1.111111,0.222222,-3.666667,-2.146531,3
141,9,1.540803,2.166667,7.888889,-3.333333,-2.451571,3
103,9,0.577778,1.111111,0.111111,-4.444445,-2.185466,3
120,9,1.986063,1.444444,10.555555,-16.555555,-2.231261,3
123,9,0.133333,0.666667,0,-3.111111,-2.169865,3
137,9,0.389682,0.388889,0,-2,-2.123254,3
68,9,203.35188,18.277777,38.555557,-12.888889,-2.308656,3
91,9,752.24066,25.277779,38.444443,-7.555555,-2.320272,3
141,9,0.240741,0.722222,0.111111,-2,-2.285991,3
115,9,0.966091,3.333333,8.444445,-5.333334,-2.45904,3
120,9,0.340741,0.5,0,-3.333333,-2.156366,3
115,9,1.572919,5,3.555556,-4,-2.390992,3
127,9,0.834443,1,1.333333,-1.444444,-2.474562,3
95,9,1.040741,2.222222,0.777778,-5.777778,-2.151958,3
144,9,0.151852,0.222222,0,-2.888889,-2.094395,3
108,9,12.795401,27.277779,41.77778,-9.777778,-2.360491,3
99,9,8.018518,3.055555,1.111111,-5.444445,-2.255673,3
146,9,0,0,0,0,0,3
136,9,3.708349,2.666667,9,-9.888889,-2.307511,3
90,9,0.854184,2.444444,2.555556,3,-3.044175,3
79,9,1.851852,1.166667,1.777778,-4.555555,-2.339798,3
91,9,0.355556,0.666667,1.111111,-5.333334,-2.217735,3
116,9,0.854184,1.333334,11.777778,-11.555555,-2.259967,3
111,9,20.951847,4.111111,2.222222,-4.666666,-2.216473,3
127,9,0.074074,0.222222,0,-1.888889,-2.094395,3
144,9,0.02963,0.333333,0,-3,-2.094395,3
138,9,1.185186,0.444444,0.111111,-0.555556,-2.094395,3
130,9,0.45542,1.222222,0.444444,-1.888889,-2.366216,3
120,9,0.928958,0.611111,11.222222,-9.888889,-2.230821,3
121,9,0.062963,0.111111,0,-3.111111,-2.132635,3
70,9,5.897896,9.944444,16.222223,-2.444444,-2.514204,3
138,9,1.143419,0.722222,2,-2.888889,-2.406809,3
106,9,3.544443,2.222222,1,-4.666666,-2.255541,3
81,9,8.740745,5.722223,7.666666,-4.777778,-2.388561,3
95,9,0.818519,1.111111,2.333334,-5.777778,-2.322295,3
120,9,0.133333,0.444444,0,-2.111111,-2.315721,3
138,9,3.879672,5.5,9.888889,-4.888889,-2.439538,3
77,9,1.811111,2.388889,3.222222,-2.777778,-2.467493,3
109,9,2.655532,3.999999,7,-8.222222,-2.344093,3
102,9,0.507407,0.833333,0.666667,-3.666667,-2.261719,3
136,9,3.708349,2.666667,9,-9.888889,-2.307511,3
87,9,84.87777,13.222221,12.222222,-4.333334,-2.418074,3
109,9,1.229631,2,2.555556,-2.666667,-2.413992,3
144,9,0.118518,0.5,0,-3.444444,-2.094395,3
121,9,0.843274,1.5,1.111111,-0.888889,-2.519165,3
117,9,0.018519,0.111111,0,-2.888889,-2.132635,3
99,9,4.462964,2.777778,3.444444,-4.555555,-2.318885,3
73,9,1.277778,2.333333,2.333334,-4.111111,-2.355641,3
125,9,0.827759,0.833333,0.444444,-2.333333,-2.237562,3
124,9,0.611111,1.444444,0.222222,-1.777778,-2.16921,3
113,9,0.285185,0.666667,0.111111,-2.222222,-2.237562,3
120,9,1.986063,1.444444,10.555555,-16.555555,-2.231261,3
120,9,0.477778,0.722222,0.111111,-3.555556,-2.133095,3
119,9,0.088889,0.555555,0,-4,-2.11372,3
76,9,192.20744,7.833334,8.444445,-2.555556,-2.523325,3
108,9,22.507414,3.388889,5.111111,-5.666666,-2.275553,3
96,9,3.6,2.777778,1,-4.333334,-2.268209,3
78,9,356.16672,43.333332,70.77778,-8.666667,-2.411645,3
133,9,0,0,0,0,0,3
93,9,2.562963,1.5,2,-4,-2.329423,3
89,9,0.340741,0.777778,0.111111,-5.888889,-2.123905,3
142,9,1.377061,0.888889,1.666667,-3.555556,-2.280603,3
116,9,0.696296,0.833333,0.222222,-3.888889,-2.163434,3
103,9,0.577778,1.111111,0.111111,-4.444445,-2.185466,3
136,9,1.096296,0.666667,0.111111,-2.666667,-2.110974,3
105,9,16.507421,31.222223,35.77778,-8.222222,-2.380238,3
95,9,1.574074,1.611111,1,-2.888889,-2.429449,3
73,9,6.273991,10.722222,32.11111,-26.666666,-2.251254,3
129,9,0.077778,0.388889,0,-1.555556,-2.094395,3
120,9,0.250924,0.722222,1.111111,-1.888889,-2.433795,3
123,9,0.374074,0.5,0,-2.888889,-2.142674,3
122,9,2.029414,1.555556,14.222222,-15.111111,-2.06017,3
130,9,0.250924,0.333333,0,-2.333333,-2.123254,3
120,9,0.062963,0.388889,0,-3,-2.094395,3
90,9,1.885185,1.111111,0.888889,-5.888889,-2.16608,3
123,9,0.077778,0.444444,0,-1.777778,-2.123254,3
114,9,0.122222,0.277778,0.777778,-3.555556,-2.02703,3
126,9,0.712325,0.944444,0.555556,-0.666667,-2.536514,3
95,9,0.699206,1.111111,0.666667,-0.111111,-2.552724,3
91,9,188.50739,33.444447,35.88889,-8.777778,-2.346057,3
125,9,0.471405,0.722222,12.444445,-9.888889,-1.793403,3
75,9,19.136257,26.611113,47.444443,-8.666667,-2.356754,3
122,9,64.95186,4.833334,3.333333,-4.222222,-2.349017,3
112,9,1.377778,1.555556,1.111111,-2.111111,-2.435718,3
124,9,1.140741,0.555556,0.111111,-1.777778,-2.18129,3
122,9,7.84074,1.388889,0.555556,-3.777778,-2.173204,3
143,9,0.122222,0.888889,0.888889,-5.888889,-2.257412,3
64,9,12.948471,20.222223,24.666666,-2,-2.593825,3
118,9,0.136083,0.055556,0,-0.111111,-2.094395,3
73,9,7.865538,9.444445,20.555555,-25.444445,-2.255561,3
129,9,0.02963,0.111111,0,-1.555556,-2.094395,3
111,9,0.403687,1.944444,9.666667,-11.111111,-2.333318,3
139,9,0.516398,0.333333,0,-1.333333,-2.15073,3
124,9,0.444445,1.111111,0.222222,-3.888889,-2.267462,3
106,9,0.418518,1.277778,0.333333,-2.555556,-2.274071,3
96,9,1.511111,0.833333,2.666667,-5.888889,-2.275792,3
141,9,1.351853,0.888889,0.444444,-4.777778,-2.257122,3
93,9,6.444444,3.444444,3.222222,-4.666666,-2.332766,3
138,9,0.64693,0.944444,0.111111,-1.777778,-2.219242,3
122,9,0.240741,0.833333,0,-3.777778,-2.153599,3
125,9,1.110556,1.055556,11.111111,-14,-2.241956,3
138,9,0.296296,0.388889,0,-0.444444,-2.181439,3
103,9,2.12568,2.944445,1.888889,-1.222222,-2.497929,3
81,9,267.45554,9.222222,14,-5.666666,-2.438409,3
109,9,0.251852,2.833333,1.444444,-3.888889,-2.283787,3
88,9,7.218519,2.5,3.555556,-4,-2.394493,3
119,9,2.274659,1.333333,2.111111,-0.444444,-2.587228,3
136,9,1.149879,2.055555,4.111111,-4,-2.412671,3
102,9,374.5964,29.888887,37.444443,-6.111111,-2.416817,3
88,9,0.240741,0.944445,0.444444,-4,-2.269545,3
99,9,8.018518,3.055555,1.111111,-5.444445,-2.255673,3
133,9,0,0,0,0,0,3
121,9,1.82168,2.055556,9.555555,-9.222222,-2.235355,3
123,9,0.077778,0.5,0,-3.555556,-2.164094,3
116,9,1.262963,1.055556,0.333333,-3.222222,-2.24908,3
85,9,2.942033,2.388889,2.111111,-2.222222,-2.369864,3
99,9,0.82963,1,0.111111,-4.777778,-2.149743,3
130,9,0,0.277778,0,-2.333333,-2.094395,3
98,9,0.611616,1.333333,0.555556,-0.111111,-2.548898,3
118,9,0.074074,0.333333,0,-2.111111,-2.17128,3
98,9,1.718519,1.777778,1.222222,-3.333333,-2.395422,3
128,9,7.885187,3.166667,2.444444,-4.222222,-2.300368,3
88,9,1.366667,1.555556,0.666667,-5.222222,-2.216544,3
77,9,0.651851,1.611111,1.222222,-4.333334,-2.354881,3
91,9,6.462962,3.277778,2.444444,-6.111111,-2.282744,3
96,9,0.507407,1.111111,1.111111,-6.111111,-2.186234,3
121,9,1.062841,0.944445,8.888889,-11,-2.335871,3
120,9,0.088889,0.5,0.222222,-2.777778,-2.057287,3
111,9,0.240741,0.388889,0,-4,-2.094395,3
130,9,0.45542,0.555555,0.111111,-2.111111,-2.239029,3
82,9,0.474074,2.111111,1.777778,-2.444444,-2.451983,3
87,9,1.962613,1.888889,1.222222,-3.111111,-2.229493,3
72,9,0.818518,1.388889,1.555556,-5.888889,-2.216721,3
100,9,1.440741,2.444444,2.777778,-6.555555,-2.226247,3
83,9,4.018517,2.333333,2.222222,-4.777778,-2.345005,3
126,9,1.12963,1.055556,0.555556,-3.555556,-2.289097,3
111,9,0.3,0.944444,0,-2.888889,-2.139494,3
107,9,0.211111,0.833333,0.333333,-3.666667,-2.226355,3
87,9,572.9964,44.722225,58.77778,-8.666667,-2.422127,3
113,9,4.122656,6.166666,17.11111,-16.666666,-2.29665,3
123,9,0.018519,0.166667,0,-3.444444,-2.094395,3
85,9,4.418521,2.277778,3.555556,-6.222222,-2.329093,3
81,9,189.44075,15.166667,33.11111,-14.444445,-2.274461,3
144,9,0.118518,0.5,0,-3.444444,-2.094395,3
127,9,0.960324,1.055556,9,-11.777778,-2.326275,3
126,9,0.311111,0.5,0,-2.555556,-2.229939,3
126,9,11.885187,1.222222,0.444444,-2.888889,-2.107303,3
132,9,0.344265,0.388889,0,-2.555556,-2.204847,3
102,9,0.507407,0.833333,0.666667,-3.666667,-2.261719,3
91,9,4.374074,1.388889,0.888889,-3.666667,-2.354575,3
119,9,2.026673,1.777778,12.222222,-14.111111,-2.268148,3
143,9,0.122222,0.888889,0.888889,-5.888889,-2.257412,3
117,9,0.962964,0.611111,0.222222,-3.333333,-2.094395,3
142,9,0.651852,0.277778,0.111111,-1,-2.159563,3
81,9,8.740745,5.722223,7.666666,-4.777778,-2.388561,3
134,9,0.981307,1.611111,3.666667,-6.444445,-2.343004,3
124,9,0.444445,1.111111,0.222222,-3.888889,-2.267462,3
126,9,3.870114,2.555556,4.888889,-5.222222,-2.449839,3
