@relation segment

@attribute Region-centroid-row numeric
@attribute Vegde-sd numeric
@attribute Rawblue-mean numeric
@attribute Exred-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
116,0.240741,5.666666,-6.777778,3
130,0.45542,5,-5.888889,3
123,0.862963,2.666667,-2.888889,3
137,0.389682,2.222222,-2.333333,3
144,0.151852,2.888889,-2.888889,3
145,0.196296,1.444444,-1.555556,3
136,4.193469,20.88889,-16.555555,3
128,7.885187,9.555555,-8.555555,3
126,1.12963,6.555555,-7.222222,3
87,84.87777,23.444445,-14.666667,3
138,0.088889,2.333334,-2.333333,3
96,1.511111,11.888889,-10.888889,3
75,749.76294,50.666668,-24.777779,3
110,2.905932,29,-24,3
101,27.97407,15.555555,-13.222222,3
118,0.151852,2,-2.111111,3
137,0.018519,0.777778,-0.777778,3
136,0.177778,1.888889,-1.777778,3
88,0.240741,6.444445,-7,3
113,0.389682,2.777778,-2.888889,3
143,0.122222,9.444445,-9.888889,3
87,572.9964,79,-26,3
114,6.320163,47.22222,-34.444443,3
120,0.340741,4,-4.333334,3
119,0.833333,3.222222,-3.333333,3
93,2.562963,9.333334,-9,3
81,189.44075,55.555557,-26.444445,3
133,0,0,0,3
76,1.420746,4.666667,-4.666666,3
145,1.674074,3.555556,-4.222222,3
121,1.062841,29.222221,-25,3
138,0.296296,0.666667,-0.777778,3
135,0.240741,2.777778,-2.888889,3
137,0.02963,0.666667,-0.666667,3
79,40.862957,45.77778,-25.333334,3
102,0.507407,6.333334,-6.666666,3
75,19.136257,65.44444,-22.666666,3
89,0.340741,6.444445,-6.555555,3
102,73.7963,20.222221,-12.777778,3
69,991.7184,29.333334,-13.777778,3
103,2.12568,6.222222,-5.888889,3
69,45.929623,16,-12.555555,3
119,2.274659,6.777778,-6.777778,3
107,13.407408,13,-10.222222,3
125,0.298142,3.111111,-3.444444,3
132,0.385185,2,-1.888889,3
121,0.418519,7.777778,-8.777778,3
98,1.718519,9.222222,-10.333333,3
100,0.534027,2.777778,-3.333333,3
96,13.277781,9.777778,-9.333333,3
109,0.251852,8.444445,-8.555555,3
91,5.051852,10.666667,-11.222222,3
122,1.398412,25.333334,-17.88889,3
86,222.70003,19.88889,-13.888889,3
140,0.443053,14,-13.666667,3
91,1.540741,8,-8.111111,3
102,374.5964,52.666668,-19.777779,3
108,22.507414,14.111111,-10.666667,3
144,0.074074,6.555555,-7.222222,3
146,0,0,0,3
111,0.403687,30.11111,-25.11111,3
120,0.928958,25.777779,-16.88889,3
135,0.207407,2.111111,-2.222222,3
97,0.196296,5.555555,-6,3
110,0.088889,4.444445,-4.666666,3
129,0.077778,1.555556,-1.555556,3
108,0.64693,3.333333,-3.888889,3
133,0.172133,2.777778,-2.888889,3
121,0.843274,6,-6.888889,3
79,0.862963,9.222222,-8.555555,3
109,2.655532,22.333334,-18.88889,3
144,0.118518,3.444444,-3.444444,3
116,0.311111,6,-6.333334,3
88,7.218519,13.333333,-12.666667,3
122,64.95186,11.333333,-9.888889,3
117,0,0,0,3
124,0.107407,2,-2,3
133,0,0,0,3
115,0.162963,6.222222,-7.222222,3
122,4.033196,25.11111,-6,3
100,1.440741,11.555555,-9.888889,3
124,14.962965,5.888889,-4.666666,3
82,0.474074,10.222222,-11.444445,3
96,0.507407,8.555555,-8.111111,3
139,1.773259,22.555555,-6.222222,3
120,0.477778,4.111111,-4.222222,3
94,0.118519,6,-6.444445,3
137,0.501848,2.666667,-2.777778,3
124,0.074074,3.222222,-3.222222,3
80,530.5518,79.55556,-25.333334,3
137,1.777778,13.888889,-13.555555,3
138,3.879672,24.777779,-19.88889,3
113,0.285185,3.444444,-3.888889,3
91,4.374074,8.111112,-9,3
138,0.518518,3.777778,-4.222222,3
80,4.3,12.444445,-12.555555,3
121,0.062963,3.333333,-3.444444,3
134,3.155556,11.444445,-11.888889,3
95,3.62963,15.444445,-14.222222,3
94,0.210818,7.777778,-8,3
111,20.951847,9.111111,-8,3
99,8.018518,9,-9.111111,3
117,0.962964,3.555556,-3.333333,3
117,0.018519,3.111111,-3.222222,3
99,4.462964,11.555555,-9.888889,3
123,0.996296,3.666667,-3.777778,3
72,0.818518,9.444445,-8.888889,3
131,0.02963,1.555556,-1.555556,3
95,1.574074,9.222222,-10.888889,3
83,4.018517,11.888889,-12.111111,3
140,4.768726,15.111111,-11.777778,3
122,2.029414,31.11111,-17.777779,3
124,0.02963,2.444444,-2.666667,3
132,0.344265,3.444444,-3.888889,3
115,0.966091,22.88889,-19,3
145,4.534641,20.11111,-10.666667,3
110,0.088889,4.444445,-4.666666,3
81,442.17786,51.77778,-23,3
124,0.444445,6.111111,-6.888889,3
128,0.074074,2.222222,-2.222222,3
124,0.107407,2,-2,3
81,0.418518,7.444445,-7.444445,3
133,0.02963,2.222222,-2.222222,3
122,7.84074,5.222222,-5.111111,3
90,1.885185,7.888889,-7.555555,3
102,1.22963,8.444445,-9.111111,3
122,0.403687,1.222222,-1.666667,3
91,1.540741,8,-8.111111,3
116,0.696296,5,-5.222222,3
115,1.572919,12.888889,-12,3
93,6.444444,11.888889,-10.666667,3
139,1.773259,22.555555,-6.222222,3
75,19.136257,65.44444,-22.666666,3
138,1.185186,0.666667,-0.555556,3
95,5.911111,9.444445,-8.888889,3
139,0.077778,1.333333,-1.333333,3
90,0.854184,5.777778,-6.333334,3
105,16.507421,52.666668,-21.222221,3
135,0.118519,0.666667,-0.666667,3
83,688.0741,28.555555,-10.555555,3
133,0.018519,1.444444,-1.444444,3
64,12.948471,38,-19,3
84,3.974073,9,-9,3
147,3.586498,9.888889,-3.777778,3
110,1.262963,6.444445,-7.555555,3
124,0.934919,24.11111,-21.333334,3
103,0.577778,5.666666,-6.111111,3
121,0.843274,6,-6.888889,3
136,3.708349,25.333334,-19.555555,3
108,12.795401,61.11111,-24.11111,3
108,12.795401,61.11111,-24.11111,3
98,0.151852,4.111111,-4.222222,3
115,0.488889,5.666666,-6.444445,3
80,13.751853,31.666666,-18.88889,3
111,0.3,3.555556,-3.888889,3
125,0.827759,3.888889,-4,3
89,0.340741,6.444445,-6.555555,3
144,0.118518,3.444444,-3.444444,3
116,0.854184,29.555555,-20.88889,3
95,1.040741,7.444445,-7.111111,3
93,0.3,7.222222,-7.333334,3
125,0.222222,7.777778,-7.111111,3
126,3.870114,17.222223,-15.888889,3
102,0.207407,7.666666,-8.444445,3
127,0.501849,5.555555,-6.555555,3
142,0.651852,1.333333,-1.333333,3
73,6.273991,70.111115,-43.666668,3
123,0.133333,3.777778,-4.111111,3
162,1.12963,14.555555,-6.111111,4
154,11.618519,46.555557,-23.666666,4
33,13.024195,45.555557,-13.444445,4
102,0.355555,69.66667,-14.333333,4
105,1.14074,78.77778,-16.666666,4
67,1.38911,75.888885,-23.222221,4
102,73.70736,69.111115,-17,4
105,2.296298,56.333332,-13.555555,4
103,0.574134,45.22222,-14.555555,4
128,4.368658,67.111115,-20.777779,4
122,2.215267,44.333332,-14.888889,4
117,0.928958,49.77778,-16.444445,4
108,0.74074,55.444443,-13.111111,4
118,10.22995,41.666668,-10.666667,4
89,4.577317,41,-13.111111,4
80,0.711111,47.666668,-8.222222,4
126,2.697049,28.88889,-6.888889,4
75,0.91084,48.22222,-11.777778,4
66,0.95258,47.77778,-4.777778,4
104,0.729627,68.22222,-13.666667,4
78,0.177777,51.88889,-8.111111,4
49,0.574134,44.11111,-7.111111,4
157,3.540741,32,-14.777778,4
132,1.38243,49.22222,-16.666666,4
154,3.051848,28.555555,-14.444445,4
158,1.144445,29,-12.777778,4
129,3.085188,34.88889,-16.777779,4
32,2.703222,72.77778,-23.444445,4
117,0.403687,58.444443,-19,4
18,0.807372,86.111115,-27.88889,4
70,1.82168,44.444443,-9.222222,4
147,2.187506,62.444443,-18,4
126,0.611111,27.333334,-11,4
25,0.750305,89,-29.333334,4
111,1.088663,71.66667,-19.333334,4
103,3.096298,73.44444,-15.777778,4
161,0.251852,10.888889,-4.777778,4
50,1.062841,75.77778,-23.555555,4
108,3.498677,69.55556,-16.222221,4
152,7.644442,37.666668,-18.666666,4
116,1.223232,56.555557,-13.444445,4
20,0.760117,42.77778,-10.444445,4
62,0.501849,84.66667,-28,4
68,1.619327,42.333336,-0.777778,4
103,1.051852,69.55556,-14.555555,4
154,3.832126,64,-18.444445,4
123,2.107406,68.55556,-14.777778,4
124,1.011109,65.22222,-14.666667,4
111,0.389682,74.888885,-20.88889,4
53,0.490654,48.666668,-10.666667,4
88,0.349603,85,-28.11111,4
105,0.062963,60.88889,-13.555555,4
44,0.403687,58,-14.777778,4
17,1.088662,87.333336,-23.555555,4
129,8.141569,41.11111,-13.444445,4
94,1.041721,82.66667,-21,4
78,0.177777,51.88889,-8.111111,4
65,1.110556,72.66667,-21.88889,4
87,1.259042,80.333336,-24.777779,4
64,1.206455,50.11111,-14.333333,4
78,5.67026,37.444443,-9.555555,4
103,0.534027,72.66667,-20,4
158,3.674074,11.777778,-3.777778,4
34,1.223231,70.333336,-24.11111,4
133,1.705111,25.777779,-4.666666,4
57,0.975628,79.44444,-18.777779,4
119,0.854184,56,-14.888889,4
120,4.951616,59.22222,-8.555555,4
136,1.529629,8.555555,-5.888889,4
75,0.722648,45.666668,-2.333333,4
45,1.544406,63.77778,-14.888889,4
145,1.312335,76.77778,-26,4
15,0.886108,86.888885,-28.88889,4
102,1.500616,73.44444,-23.11111,4
83,0.785184,59.555557,-11.555555,4
132,0.655462,45.666668,-17,4
104,1.420747,69.55556,-20.555555,4
115,1.809441,36.77778,-11.888889,4
80,1.187903,72.111115,-21.333334,4
138,0.666661,82.55556,-16.777779,4
90,6.945556,79.77778,-22.555555,4
159,0.960324,29.555555,-2.666667,4
42,1.555158,54.11111,-15,4
129,0.862963,60.666668,-12.333333,4
76,1.143419,54.11111,-18.88889,4
135,3.262958,83.888885,-18.777779,4
131,1.866865,45.77778,-15.111111,4
116,4.405383,76.44444,-25.666666,4
115,0.958392,56.333332,-12.888889,4
118,182.29631,66.333336,-14.888889,4
135,1.971086,60.666668,-19.11111,4
67,0.298141,80.44444,-22.88889,4
62,0.490653,76.22222,-22.777779,4
107,1.526312,35.88889,-7,4
80,0.711111,47.666668,-8.222222,4
147,1.274076,38.666668,-20,4
77,2.74074,48.22222,-9,4
108,4.596297,48.22222,-12,4
124,0.951853,46.22222,-8.111111,4
158,0.862963,11.888889,-4.888889,4
110,3.442652,44.444443,-15,4
130,0.740741,18.88889,-9.444445,4
100,0.490655,69.66667,-16.777779,4
133,2.139573,62.555557,-21.333334,4
156,2.640739,29.222221,-12.666667,4
122,0.077778,47.555557,-10.333333,4
125,1.34026,49,-5.111111,4
17,4.449303,54,-12.777778,4
158,2.123066,47.444443,-11.333333,4
28,3.761896,79.111115,-26.88889,4
69,0.807372,40.22222,-0.888889,4
123,1.096294,64.111115,-14.444445,4
65,1.083546,73.888885,-19.11111,4
147,14.062966,38.666668,-19.222221,4
101,0.779363,57.11111,-18.11111,4
73,0.82776,51.11111,-1.888889,4
93,0.772203,79.22222,-24.222221,4
102,0.720082,54.444443,-17.333334,4
121,1.834849,40.555557,-11.111111,4
83,1.327766,33.22222,-9.555555,4
134,1.12875,58.22222,-22.777779,4
123,0.951854,53.77778,-11.111111,4
102,0.162964,77.111115,-20.11111,4
129,28.907421,47.444443,-14.333333,4
125,2.550962,47.555557,-15.333333,4
38,11.074329,78.44444,-19.222221,4
90,6.945556,79.77778,-22.555555,4
148,2.551854,41.555557,-22.88889,4
98,1.288887,64.66667,-15.888889,4
28,3.761896,79.111115,-26.88889,4
125,0.722649,76.44444,-25.11111,4
81,0.344265,74.44444,-22.666666,4
125,3.923811,55,-18,4
125,0.444444,51.77778,-11.111111,4
159,0.960324,29.555555,-2.666667,4
65,1.23678,64.44444,-12.111111,4
76,0.691214,61.555557,-12.333333,4
42,0.928958,74.55556,-24.666666,4
145,2.977073,33.333336,-7.666666,4
78,0.355555,46,-14.333333,4
73,0.32963,70.111115,-14.444445,4
119,1.293861,48.22222,-10.888889,4
139,1.68215,60.444443,-17,4
109,1.21106,62.88889,-20.555555,4
125,2.829629,79.111115,-15.444445,4
73,1.405017,53,-14.222222,4
125,0.444447,83.111115,-18.333334,4
97,1.254621,54.11111,-5.444445,4
120,3.911109,59.333332,-13.555555,4
65,1.655519,74.55556,-20.88889,4
106,12.329637,45.77778,-10.777778,4
73,0.928958,49.77778,-13.555555,4
77,1.274075,71.333336,-16,4
148,2.551854,41.555557,-22.88889,4
80,0.32963,48.22222,-10.111111,4
140,7.032464,33.555557,-8.333333,4
120,4.359749,56.333332,-9.222222,4
90,3.001851,61.444443,-21,4
35,2.03306,47.444443,-15.777778,4
120,2.083445,69.333336,-9.444445,4
78,0.699206,88.44444,-30.222221,4
68,0.862812,71,-21.222221,4
24,1.108888,61.22222,-20.555555,4
119,1.293861,48.22222,-10.888889,4
101,0.928957,79.44444,-22.444445,4
21,4.574081,79.22222,-19.666666,4
76,1.356739,33.444447,-3.444444,4
20,1.020168,81.66667,-26.222221,4
104,0.374074,78,-16.555555,4
48,0.389682,49.88889,-9.888889,4
121,1.254621,68.66667,-21.555555,4
79,2.329629,49.666668,-10.222222,4
102,0.062963,64.333336,-16.444445,4
140,1.293859,32.333336,-9,4
151,11.055564,42.77778,-22.11111,4
105,2.296298,56.333332,-13.555555,4
85,81.485176,59.555557,-12.444445,4
99,0.455422,56,0,4
149,4.577775,30,-14.111111,4
70,0.712326,48.333332,-10.555555,4
123,0.620633,73.77778,-22.333334,4
116,2.471316,38.333336,-13.333333,4
89,1.264911,74.44444,-23.777779,4
71,0.574134,42.11111,-1.444444,4
110,375.09625,60.444443,-13.666667,4
104,0.107409,76.55556,-16.222221,4
57,0.327728,90.111115,-31.11111,4
149,3.322223,23.777779,-10.111111,4
96,1.574078,80.22222,-18.11111,4
130,2.533333,31.88889,-16.777779,4
25,0.327731,55,-15.777778,4
80,0.32963,48.22222,-10.111111,4
134,1.440164,63.11111,-21.11111,4
107,0.874075,64.44444,-13.666667,4
89,2.721655,36.88889,-11.111111,4
109,0.62361,53.666668,-17.11111,4
157,14.344446,30,-13.666667,4
127,3.649962,57.333332,-17.444445,4
121,17.3628,49.444443,-10.777778,4
160,4.044447,31.555555,-13.888889,4
127,1.709451,41,-1.888889,4
77,1.06284,74,-24,4
111,16.443394,42.22222,-11.333333,4
146,1.007408,29.666666,-13.777778,4
101,0.779363,57.11111,-18.11111,4
120,4.359749,56.333332,-9.222222,4
72,1.003697,74.44444,-23,4
38,0.272166,74.333336,-24,4
126,0.4,28.666666,-13.333333,4
123,0.151852,34.22222,-20.555555,4
126,0.4,28.666666,-13.333333,4
83,1.77778,58.666668,-11.333333,4
158,1.633334,12.222222,-4.333334,4
158,1.633334,12.222222,-4.333334,4
81,0.651852,51.555557,-10.444445,4
15,0.691214,87.44444,-27.222221,4
97,4.597905,54.333332,-5.888889,4
139,3.944446,78.77778,-20.333334,4
123,0.385186,26.333334,-10.888889,4
117,0.403687,58.444443,-19,4
17,4.449303,54,-12.777778,4
66,0.655461,46.333332,-3.222222,4
135,1.128748,41,-12.444445,4
126,0.062963,43,-7.888889,4
69,0.490654,44.555557,0.666667,4
62,0.8861,80,-27.11111,4
87,6.618995,54.88889,-16.333334,4
147,1.618518,8.444445,-1.444444,4
146,0.611616,55.88889,-18.777779,4
105,1.096294,70.333336,-15.888889,4
21,0.365148,49.333332,-10.888889,4
125,1.806367,73.77778,-24,4
57,0.975628,79.44444,-18.777779,4
122,0.877778,44,-10.555555,4
69,1.531158,73.22222,-18.333334,4
98,1.181651,41,-8.888889,4
73,0.82776,51.11111,-1.888889,4
32,1.047041,70.88889,-15.777778,4
122,1.186343,78.22222,-27.555555,4
160,4.044447,31.555555,-13.888889,4
102,0.355555,69.66667,-14.333333,4
82,0.462964,53.11111,-10,4
102,1.854923,62.333332,-13.666667,4
128,5.955534,43.77778,-10.444445,4
77,15.472914,37.666668,-7.666666,4
73,0.505524,48.77778,-2.555556,4
124,1.500617,51.444443,-15.444445,4
68,2.21111,68.22222,-14.333333,4
87,327.26297,39.444443,-10.444445,4
117,0.928958,49.77778,-16.444445,4
139,6.962952,23.666666,-11.777778,4
87,1.259042,80.333336,-24.777779,4
120,4.077776,47.77778,-11.666667,4
95,1.340259,71.66667,-24.555555,4
68,2.21111,68.22222,-14.333333,4
116,1.611303,41.666668,-12.222222,4
150,1.94074,29.222221,-13.555555,4
76,0.658281,42,-8.888889,4
121,17.3628,49.444443,-10.777778,4
107,0.207407,58.333332,-10.777778,4
133,2.379698,46.333332,-14.333333,4
95,2.524692,56.333332,-11.888889,4
126,0.744446,70.44444,-16.444445,4
112,0.250924,73.333336,-20.777779,4
137,1.360828,45.333332,-2.888889,4
46,1.619327,79.111115,-27.333334,4
146,0.474074,15.666667,-7.777778,4
68,2.083444,41.666668,-1.222222,4
83,6.077768,79.66667,-18.11111,4
79,0.074074,53.88889,-8.777778,4
124,1.29386,56.333332,-20.222221,4
32,1.047041,70.88889,-15.777778,4
35,0.250923,85.333336,-23,4
127,4.385187,48.22222,-8.222222,4
70,1.360826,77,-23,4
84,1.229273,11.777778,-4.666666,4
128,0.888194,64.22222,-21.777779,4
78,1.007408,40.333336,-15.222222,4
82,0.41852,48.444443,-13,4
127,4.385187,48.22222,-8.222222,4
34,4.154872,60,-19.444445,4
64,0.712325,78.111115,-25,4
66,0.82776,45.88889,-1.666667,4
34,1.135294,89.111115,-23.666666,4
124,9.544442,52.666668,-11.777778,4
64,1.206465,71,-20.777779,4
129,1.143417,78,-24.555555,4
85,2.105549,61.555557,-19.333334,4
98,3.887301,37.11111,-11.666667,4
125,0.211111,24.777779,-10,4
13,0.172131,88.111115,-29.11111,4
121,1.025599,66.88889,-20.333334,4
159,0.522222,10.111111,-4.555555,4
140,1.007407,32.22222,-15.333333,4
22,0.860663,62.88889,-20.666666,4
103,0.400001,78.111115,-18.333334,4
50,0.960323,80.333336,-23.333334,4
61,0.278887,12.333333,-7.666666,5
93,0,0,0,5
108,0.365148,23.444445,-10.111111,5
144,0.516398,1.111111,-1,5
135,1.262962,4.888889,-4.222222,5
40,0,0,0,5
150,0,0,0,5
142,0.827759,3.666667,-2.777778,5
117,1.378405,23,-7.666666,5
140,0.278887,0.777778,-0.555556,5
118,5.5,26.555555,-11.555555,5
111,3.451851,26.222221,-11.333333,5
96,0.459468,28.444445,-13.111111,5
104,0.547723,26.11111,-10.222222,5
140,0.033333,6.111111,-3.777778,5
152,0.033333,2.444444,-1.222222,5
110,0.24074,40.444443,-18.88889,5
154,1.585185,1.555556,-0.888889,5
94,39.262947,23.777779,-14.111111,5
93,0.250924,29.555555,-12.777778,5
135,0.02963,0.444444,-0.444444,5
119,1.405017,13.666667,-8.222222,5
141,0.136083,0.111111,-0.111111,5
147,0.544331,0.444444,-0.222222,5
152,0,0,0,5
131,0.182574,3.666667,-2,5
138,0.166667,5.888889,-4.666666,5
141,0.136083,0.111111,-0.111111,5
155,10.551853,12.888889,-6.222222,5
155,0.611111,11,-5.888889,5
153,8.044466,13.444445,-9,5
150,0,0,0,5
154,125.8667,13.888889,-8.444445,5
154,0.118519,3,-0.888889,5
130,0.962963,3,-1.555556,5
152,0.02963,2.333334,-1.111111,5
145,0.611616,1.222222,-0.666667,5
133,0.136083,1.111111,-1.111111,5
112,1.769076,32.333336,-12.777778,5
104,0.547722,26.11111,-10.333333,5
61,0.136083,12,-7,5
149,0,0,0,5
89,0.477778,4.111111,-3.111111,5
61,0.403687,12.222222,-7.222222,5
153,0,0,0,5
89,0.196296,33.555557,-18.666666,5
137,0.074074,2.666667,-2.444444,5
90,0.266666,34.444447,-18.555555,5
113,1.223232,28.444445,-11.888889,5
152,1.707408,2.888889,-1.555556,5
115,3.662964,22.222221,-12.222222,5
111,0.45542,35.88889,-12.555555,5
145,0,0,0,5
145,0,0,0,5
144,0.712325,1.666667,-1.111111,5
94,3.174073,28.666666,-12.777778,5
141,0.740741,8.777778,-5.555555,5
135,0.151852,5.111111,-3.222222,5
95,3.544427,2.555556,-0.111111,5
141,0,0,0,5
143,0,0,0,5
137,0.074074,6.333334,-4.666666,5
114,0.074074,24.11111,-13,5
153,0.062963,1.111111,-1.111111,5
138,0.172133,3.222222,-2.333333,5
109,0.983192,28.777779,-10.222222,5
131,0,0,0,5
94,0.285185,28.777779,-12.666667,5
135,0.02963,2.333334,-2.333333,5
58,0.942809,14.555555,-8.555555,5
113,1.223232,28.444445,-11.888889,5
149,0.172133,0.111111,-0.111111,5
114,1.162692,40.77778,-18.11111,5
133,0.172133,3.555556,-1.666667,5
135,0.477778,10.444445,-6.666666,5
152,1.707408,2.888889,-1.555556,5
136,0.522222,5.777778,-5.333334,5
92,0.518518,20.555555,-13.555555,5
136,0.02963,5.777778,-4.666666,5
152,0.981307,1.666667,-1.333333,5
89,0.172133,22.11111,-12,5
89,1.586984,25.11111,-10.777778,5
94,0.077778,30.444445,-13.666667,5
86,0.018519,21.11111,-13.666667,5
135,0.062963,4.444445,-2.777778,5
155,0.611111,11,-5.888889,5
112,0.996295,43.666668,-22.222221,5
65,0.272166,14.333333,-8.444445,5
94,0.760117,15.222222,-9.666667,5
40,2.072751,1.555556,-0.111111,5
89,1.306678,24.555555,-12,5
137,0.544331,1.777778,-1.222222,5
84,0.490653,31.333334,-13.777778,5
89,1.306678,24.555555,-12,5
134,0.172133,3.888889,-2.555556,5
120,1.032795,28.666666,-12,5
93,0.459468,28.88889,-14.333333,5
138,0.518518,7.222222,-5.333334,5
92,44.774082,22.666666,-11.222222,5
99,1.259041,23.777779,-12.777778,5
92,7.379901,15.555555,-8.555555,5
140,4.204495,3.333333,-0.666667,5
90,0.250924,11.222222,-5.777778,5
63,0.327731,10.555555,-6.222222,5
94,0.311111,3.222222,-2.888889,5
137,0.02963,4.111111,-4.111111,5
154,0.327731,3.555556,-2.222222,5
133,0.136083,0.888889,-0.888889,5
114,0.809664,34.444447,-12.555555,5
107,2.251853,25.777779,-14.888889,5
130,0,0,0,5
41,0.809664,1.222222,-0.444444,5
97,0.534027,27.777779,-12.777778,5
115,3.407407,40.11111,-19.11111,5
61,0.471405,14.333333,-8.666667,5
62,0.298142,11.444445,-7,5
141,0,0,0,5
63,0.544331,14,-7.888889,5
34,1.730981,21,-11,5
131,0,0,0,5
129,0.544331,2.555556,0.444444,5
135,0.182574,1.444444,-1.444444,5
91,0.278887,9.777778,-4.333334,5
82,1.148267,21.666666,-10,5
141,1.807408,16.555555,-11.555555,5
39,5.737789,14.333333,-6.555555,5
80,2.901469,20.333334,-9.444445,5
134,0.088889,6.444445,-5.555555,5
38,1.490712,22,-13,5
68,3.786917,2.888889,-0.555556,5
34,1.730981,21,-11,5
12,0.272165,11.333333,-7.111111,5
134,0.02963,4,-3,5
115,0.32963,2.888889,-2.333333,5
136,1.555557,10.666667,-7.555555,5
93,0.272165,23.444445,-13.111111,5
89,1.746955,9.555555,-6.444445,5
84,0.298143,24.777779,-12.333333,5
148,0.172133,0.111111,-0.111111,5
131,0,0,0,5
92,1.062841,25.777779,-13.111111,5
110,0.691214,39.333336,-13.222222,5
144,0.860663,1,-0.333333,5
134,0.018519,4.666667,-3.333333,5
83,0.418518,17,-11.666667,5
89,2.190891,25.777779,-12,5
105,4.923489,29.555555,-10.777778,5
135,0.272166,3.333333,-1.888889,5
108,0.611616,20.555555,-9.555555,5
33,1.577621,13.111111,-6.888889,5
83,0.250924,26.88889,-14.666667,5
90,0.408248,25.777779,-14.333333,5
112,0.490653,36.22222,-12.888889,5
142,0,0,0,5
141,0.182574,0.555556,-0.555556,5
141,0.118518,1.777778,-1.111111,5
110,0.691214,39.333336,-13.222222,5
148,0,0,0,5
115,0.32963,2.888889,-2.333333,5
84,0.272165,24.88889,-12.555555,5
41,0.809664,1.222222,-0.444444,5
139,0.182574,3.222222,-1.444444,5
151,0.278887,0.333333,-0.333333,5
114,0.507408,34.666668,-14.444445,5
91,0.385186,34.88889,-18.88889,5
133,1.90613,5,-4.444445,5
140,0.490653,1.888889,-0.777778,5
111,0.45542,35.88889,-12.555555,5
134,0.018519,4.666667,-3.333333,5
62,0,0,0,5
130,0.018519,3.222222,-2.222222,5
112,0.296297,23.88889,-12.222222,5
90,2.562963,29,-13.444445,5
79,2.453267,20.555555,-10.888889,5
98,1.011051,30.444445,-13.888889,5
93,13.496301,22.88889,-13.555555,5
90,0.620633,12.111111,-6.222222,5
95,0.607408,28.777779,-13.888889,5
134,0.088889,6.444445,-5.555555,5
62,0.250924,13.111111,-7.888889,5
58,0.421637,14.111111,-8.333333,5
154,0.02963,1.888889,-1.444444,5
144,0,0,0,5
141,0.172133,2.333334,-2.333333,5
113,0.975629,37,-13.333333,5
155,21.796297,12.666667,-7.111111,5
131,0.062963,2.777778,-1.888889,5
89,5.116423,3.777778,-0.666667,5
141,0.172133,0.222222,-0.222222,5
93,13.496301,22.88889,-13.555555,5
148,0.843274,3.222222,-2,5
88,0.389681,29.333334,-12.333333,5
145,0.611616,1.222222,-0.666667,5
152,0,0,0,5
116,2.812669,29.555555,-12.222222,5
87,0.240741,19.555555,-13.444445,5
134,0.118518,4.666667,-3.333333,5
134,0.3,11.222222,-6.888889,5
154,18.162964,7.666666,-5.222222,5
140,0.421636,5,-1.666667,5
95,1.123816,10.777778,-2.555556,5
137,0.477777,36.555557,-20,5
88,0.471405,12.222222,-6.666666,5
91,0.018519,20.666668,-13.777778,5
140,0.462963,9.444445,-5.666666,5
104,1.772214,23.333334,-7.555555,5
139,0.088889,9.555555,-6,5
136,0.062963,4.888889,-4.222222,5
61,0.403687,12.222222,-7.222222,5
133,0.240741,1.777778,-1.222222,5
116,0.296296,4.888889,-3.888889,5
133,0.02963,1.777778,-1.777778,5
131,0.172133,0.666667,-0.666667,5
57,2.353877,20.88889,-12.111111,5
82,1.020167,22.444445,-11.555555,5
30,0.854184,13.111111,-7.111111,5
152,0.02963,2.333334,-1.111111,5
116,0.344265,37.11111,-12.444445,5
35,0.344265,19.222221,-9.444445,5
93,0.062963,5.444445,-4.333334,5
67,1.241266,1.111111,0.111111,5
142,0.136083,3.555556,-3.333333,5
138,10.074077,19.222221,-11.888889,5
154,0,0,0,5
86,0.182575,24.666666,-11.777778,5
144,0,0,0,5
135,0.062963,6,-3.666667,5
133,0.300001,16.666668,-10.888889,5
133,1.007407,9,-5.111111,5
105,0.501849,34,-12.555555,5
85,1.241266,26.88889,-13.111111,5
115,0.534027,29.444445,-10.555555,5
114,1.307407,25,-14.222222,5
152,0,0,0,5
119,1.574075,40.333336,-18.777779,5
94,0.285185,28.777779,-12.666667,5
62,0.298142,11.444445,-7,5
93,0.389682,27.11111,-14.111111,5
58,0.421637,14.111111,-8.333333,5
13,1.857916,15.888889,-9.555555,5
144,0,0,0,5
108,5.102286,30.444445,-11.111111,5
155,35.618523,17.555555,-10.555555,5
144,0,0,0,5
31,1.223232,16.555555,-8.777778,5
130,0.136083,2.888889,-1.555556,5
36,0,0,0,5
154,8.21111,4.666667,9.888889,5
135,2.462965,37,-18.666666,5
139,0.018519,3.888889,-3.888889,5
145,0,0,0,5
104,0.547722,26.11111,-10.333333,5
113,0.623608,34.88889,-12,5
109,0.834444,37.11111,-13.888889,5
116,0.389682,31.444445,-12.222222,5
155,99.75187,18.666668,-4,5
144,0,0,0,5
134,0.182574,3.111111,-3.111111,5
131,0,0,0,5
34,3.05808,20.88889,-11.888889,5
89,0,0,0,5
143,0.172133,1.777778,-1.333333,5
140,0.018519,0.777778,-0.777778,5
36,0.272166,13.666667,-8.777778,5
83,0.136083,24.88889,-12.555555,5
64,0.136083,10.333334,-6.111111,5
134,0.02963,1.555556,-1.555556,5
86,1.06284,10.888889,-6.111111,5
153,5.539421,3.888889,-1.111111,5
145,0.490654,5.777778,-3.222222,5
