@relation segment

@attribute Region-centroid-row numeric
@attribute Short-line-density-2 numeric
@attribute Vedge-mean numeric
@attribute Hedge-mean numeric
@attribute Rawgreen-mean numeric
@attribute Hue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
39,0,1.055555,0.777776,118.333336,-2.268113,2
29,0,1.000001,1.055553,123.22222,-2.271128,2
36,0,0.944443,1,131.22223,-2.247156,2
67,0,2.666665,3.833332,100.55556,-2.357338,2
41,0,1,1.499999,105.111115,-2.139822,2
55,0,1.500001,1.444447,95.111115,-2.251012,2
88,0,0.722221,0.500001,102.666664,-2.139239,2
57,0,0.944447,0.77778,90.22222,-2.264402,2
20,0,0.999997,1.166665,121.666664,-2.328034,2
32,0,0.777774,2.611109,132.77779,-2.280755,2
13,0,0.777779,1.111112,95.666664,-2.28708,2
54,0,0.611109,0.944444,108.77778,-2.079152,2
33,0,0.499999,0.500001,106.333336,-2.408019,2
64,0,0.666667,1.333331,103.77778,-2.355443,2
25,0,0.611111,0.833333,93.77778,-2.253408,2
91,0,1.055556,0.722221,98.666664,-2.300486,2
54,0,0.611112,1.722223,103.666664,-2.33633,2
113,0,0.5,1.333333,129,-2.309551,2
17,0,0.666665,1.277779,121.55556,-2.348415,2
50,0,1.000001,0.944445,101.888885,-2.337296,2
56,0,0.444443,0.833333,121.44444,-2.326783,2
49,0,1.166665,1.499999,120.44444,-2.263738,2
19,0,0.944445,0.944443,122.888885,-2.344188,2
35,0,1.388887,1.166665,105.44444,-2.420203,2
13,0,0.888891,1.111115,137.33334,-2.292384,2
43,0,1.055555,0.888889,99.111115,-2.247952,2
48,0,1.222224,1.277781,130.88889,-2.278428,2
46,0,0.611109,2.166668,119.888885,-2.357688,2
26,0,0.777777,0.444444,107.44444,-2.38614,2
32,0,0.499999,1.33333,113.111115,-2.421193,2
79,0,0.444444,0.777779,102.77778,-2.377965,2
16,0,0.5,0.888891,105.22222,-2.293933,2
47,0,0.666669,1.000001,121.44444,-2.315792,2
40,0,1.222221,1.333332,118.888885,-2.270219,2
34,0,0.555557,1.888891,133,-2.2,2
96,0,0.611111,0.611112,103.22222,-2.085954,2
43,0,1.166665,1.111111,119.888885,-2.270653,2
34,0,1.055555,1.388888,120.77778,-2.357272,2
48,0,0.611111,1.333331,107.44444,-2.090557,2
54,0,1.166672,1,129.88889,-2.231555,2
42,0,0.722224,1.388891,131.33334,-2.282217,2
49,0,1.055557,1.77778,118.55556,-2.303412,2
15,0,0.77778,0.555556,125.44444,-2.38244,2
90,0,0.666668,0.777779,106,-2.097815,2
43,0,0.833335,0.833335,121.55556,-2.280207,2
72,0,0.777777,1.499999,121.111115,-2.366197,2
72,0,1,1.166667,84,-2.22578,2
42,0,0.777779,1.666668,104.888885,-2.410388,2
24,0,1.166667,1.611109,116.333336,-2.307914,2
62,0,1.888887,1.888887,118.77778,-2.343404,2
51,0,1.055555,2.055553,118.888885,-2.30531,2
46,0,0.666664,1.05556,131.55556,-2.232616,2
41,0,0.611112,0.388892,105.111115,-2.404745,2
62,0,1.111112,1.666669,120.77778,-2.314232,2
38,0,0.777777,0.888888,119.55556,-2.322923,2
79,0,0.555555,1.055553,79.44444,-2.241633,2
11,0,1,2.888891,142.55556,-2.521648,2
57,0,1.166665,1.388891,119.44444,-2.376054,2
22,0,1.166667,1,132.88889,-2.146204,2
35,0,0.666667,0.944447,90.333336,-2.280843,2
13,0,1.166667,0.944445,139.44444,-2.276767,2
18,0,1,1.166669,134.33334,-2.27511,2
30,0,0.555557,1.222223,108.888885,-2.385308,2
58,0,0.833331,1.000001,117.111115,-2.349269,2
49,0,0.833336,1.166668,122.111115,-2.297839,2
38,0,0.555556,2.111111,108.55556,-2.370002,2
19,0,0.944444,0.888888,109.44444,-2.375985,2
49,0,0.944447,0.722225,100.666664,-2.211659,2
31,0,0.555555,0.777777,110.44444,-2.384877,2
46,0,0.611112,1.111112,99.77778,-2.270851,2
24,0,1.277777,0.888888,123.55556,-2.349252,2
26,0,1.222224,0.888888,133.11111,-2.230725,2
42,0,0.777779,1.666668,104.888885,-2.410388,2
19,0,1.000001,1.444447,122.111115,-2.352834,2
90,0,1.055556,0.666667,1,-2.164323,3
99,0,1.611111,3.055555,2.333334,-2.255673,3
124,0,0.277778,0.277778,0,-2.094395,3
95,0,2.166667,1.944444,3.111111,-2.333804,3
68,0,27.944443,18.277777,42.88889,-2.308656,3
107,0,10.222221,9.833333,9,-2.492965,3
81,0,24.33333,22.111109,41,-2.476481,3
124,0,0.277778,0.277778,0,-2.094395,3
141,0,0.722222,0.722222,0.888889,-2.285991,3
121,0,1.055556,1.166667,2.555556,-2.351514,3
108,0.111111,25.5,27.277779,46.555557,-2.360491,3
95,0,1.222222,1.055556,2.444444,-2.348987,3
120,0,2.166667,1.444444,13.555555,-2.231261,3
108,0,6.388889,3.388889,6.777778,-2.275553,3
120,0,0.388889,0.388889,0,-2.094395,3
110,0,0.333333,0.5,0.444444,-2.155984,3
144,0,0.444444,0.5,0,-2.094395,3
93,0,0.833333,1.388889,1.222222,-2.18361,3
87,0.111111,11.166667,13.222221,15.666667,-2.418074,3
127,0,1.055555,1.277778,11.777778,-2.035808,3
125,0,0.666667,0.722222,13.111111,-1.793403,3
89,0,0.777778,0.777778,0.333333,-2.123905,3
82,0,1.555555,2.111111,4.777778,-2.451983,3
98,0,0.388889,0.388889,0.111111,-2.11372,3
120,0,0.444444,0.5,0.333333,-2.156366,3
72,0,1.277778,1.388889,2.555556,-2.216721,3
144,0,0.388889,0.222222,0,-2.094395,3
125,0,0.666667,2.666667,2.444444,-2.234241,3
127,0,0.777778,0.777778,2.111111,-2.408939,3
90,0,1.277778,2.444444,5.666666,-3.044175,3
85,0,2.833333,2.388889,3.333333,-2.369864,3
130,0,0.277778,0.333333,0.111111,-2.123254,3
125,0,2.166667,1.055556,13.888889,-2.241956,3
123,0,0.5,0.5,0.333333,-2.164094,3
124,0.111111,5.333334,6.5,5.777778,-2.265747,3
64,0,16.277779,20.222223,30.333334,-2.593825,3
99,0,0.777778,1,0.444444,-2.149743,3
134,0,2.666667,1.5,4.888889,-2.386611,3
91,0,3.388889,3.277778,4.222222,-2.282744,3
132,0,1.055556,1.722222,1,-2.152432,3
137,0,0.388889,0.333333,0,-2.094395,3
96,0,3.833333,2.333333,3.777778,-2.330693,3
128,0,2.944445,2.444444,13.444445,-2.3163,3
76,0,1.777778,1.833333,7.666666,-2.520215,3
122,0,1.722222,1.388889,1,-2.173204,3
102,0,1.111111,1.166667,2.666667,-2.316112,3
120,0,0.777778,0.833333,0.555556,-2.178769,3
123,0,0.166667,0.444444,0.111111,-2.123254,3
82,0,4.333334,6.222223,6.555555,-2.320628,3
70,0,11.499999,7.944445,18.222221,-2.589111,3
145,0.111111,4.555555,7.5,10.333334,-2.06232,3
126,0,7,2.555556,8.444445,-2.449839,3
80,0,1.833333,1.833333,5.888889,-2.417517,3
83,0,0.833333,0.666667,3.555556,-2.573381,3
122,0,0.722222,0.833333,0.333333,-2.153599,3
73,0,0.888889,1.722222,3.111111,-2.268176,3
147,0,3.055555,3.555555,6.777778,-2.064514,3
124,0,3.444445,1.833333,1.666667,-2.118937,3
77,0,1.777778,1.611111,3.555556,-2.354881,3
96,0,1,0.833333,4.333334,-2.275792,3
124,0,1.222223,2.388889,12.333333,-2.396682,3
108,0.111111,25.5,27.277779,46.555557,-2.360491,3
96,0,0.944445,1.111111,1.777778,-2.186234,3
115,0,1.166667,0.555555,0.777778,-2.216604,3
81,0,12.166667,9.222222,19.444445,-2.438409,3
136,0,6.722223,2.666667,12.222222,-2.307511,3
96,0,2.222222,1.555556,2,-2.244482,3
120,0,3.944444,3.722222,2.111111,-2.180291,3
144,0,0.444444,0.5,0,-2.094395,3
109,0.111111,3.555555,3.999999,10.555555,-2.344093,3
123,0,0.333333,0.666667,0.333333,-2.169865,3
115,0.111111,2.444444,5,6.222222,-2.390992,3
120,0,0.944445,0.722222,2.888889,-2.433795,3
128,0,0.222222,0.388889,0,-2.094395,3
107,0,4.666666,3.944445,6.666666,-2.280146,3
106,0,0.611111,1.277778,1.333333,-2.274071,3
127,0,1.166667,1.055556,13.666667,-2.326275,3
102,0,0.722222,0.833333,1.666667,-2.261719,3
112,0,0.333333,0.5,0.111111,-2.151914,3
119,0,0.333333,0.555555,0.111111,-2.11372,3
125,0,0.611111,0.5,0.222222,-2.130339,3
125,0,0.944445,0.833333,1,-2.237562,3
131,0,0.222222,0.333333,0,-2.094395,3
138,0.222222,3.222223,5.5,14.888889,-2.439538,3
124,0,0.222222,0.444444,0.222222,-2.16176,3
122,0,0.444444,0.444444,0.444444,-2.444563,3
95,0,1.277778,2.222222,1.222222,-2.151958,3
113,0,0.388889,0.277778,0.111111,-2.123254,3
132,0,0.111111,0.222222,0,-2.094395,3
117,0,0.277778,0.111111,0.111111,-2.132635,3
96,0,2.333333,2.777778,2.333334,-2.268209,3
123,0,0.611111,0.5,0.222222,-2.142674,3
142,0,1.888889,0.888889,2.666667,-2.280603,3
139,0,0.333333,0.333333,0.222222,-2.15073,3
138,0,0.333333,0.333333,0,-2.094395,3
109,0,0.888889,2.833333,3,-2.283787,3
100,0,7.277777,5.777778,6.444445,-2.289874,3
136,0,3.111111,2.777778,15.666667,-1.61572,3
123,0,0.722222,0.611111,0.444444,-2.16921,3
88,0,3.611111,2.5,6.444445,-2.394493,3
126,0.111111,1.944444,1.055556,1.777778,-2.289097,3
69,0,3.611111,4.333333,10.333334,-2.481874,3
91,0.111111,27.277779,25.277779,41.77778,-2.320272,3
91,0,0.666667,0.666667,1.888889,-2.217735,3
116,0,1.333333,2.111111,2.111111,-2.313013,3
102,0,0.722222,0.833333,1.666667,-2.261719,3
110,0,2.333333,2.277777,13.444445,-2.321226,3
95,0,1.333333,1.111111,2.222222,-2.552724,3
137,0,0.055556,0.111111,0,-2.094395,3
133,0,0.055556,0.222222,0,-2.094395,3
120,0,2.166667,1.444444,13.555555,-2.231261,3
106,0,1.833333,2.222222,2.111111,-2.255541,3
91,0.111111,2.222222,1,4.333334,-2.383949,3
73,0,1.5,2.333333,4.444445,-2.355641,3
142,0,0.111111,0.111111,0,-2.094395,3
95,0,2.111111,2.666666,8.333334,-2.445012,3
133,0,0.222222,0.222222,0,-2.094395,3
91,0,1.444444,0.833333,1.222222,-2.186723,3
122,0,1.222222,1.333333,12.111111,-2.305989,3
105,0.111111,10.722224,31.222223,40.11111,-2.380238,3
122,0,2.777778,1.555556,15.111111,-2.06017,3
98,0,0.722222,0.666667,1.333333,-2.4238,3
124,0,1,1.111111,1.222222,-2.267462,3
138,0,0.722222,0.944444,0.555556,-2.219242,3
102,0.111111,22.055555,29.888887,42,-2.416817,3
133,0,0,0,0,0,3
138,0,0.222222,0.388889,0.111111,-2.181439,3
146,0,0.055556,0.055556,0,-2.094395,3
111,0,0.555556,1.944444,14.333333,-2.333318,3
145,0,0.277778,1.277778,0.777778,-2.53095,3
125,0,0.333333,0.888889,0.333333,-2.175647,3
141,0,2.388889,2.166667,11.555555,-2.451571,3
92,0.111111,4.111111,7,10.555555,-2.280561,3
91,0,0.722222,1.111111,1.222222,-2.225735,3
138,0,1.277778,0.722222,4.222222,-2.406809,3
136,0,0,0,0,0,3
100,0,1.555555,2.555556,2.888889,-2.28054,3
127,0,1.111111,1,3.333333,-2.474562,3
116,0,0.944445,1.222222,2.222222,-2.420258,3
92,0,1.888889,2.277778,6.444445,-2.452176,3
91,0,1.444444,0.833333,1.222222,-2.186723,3
106,0,0.944444,0.833333,0.666667,-2.133095,3
95,0.111111,1.277778,1.611111,3.666667,-2.429449,3
107,0,1.166667,0.833333,1,-2.226355,3
121,0,1.444444,2.055556,11.888889,-2.235355,3
116,0,1.277778,1.333334,14.888889,-2.259967,3
133,0,0,0,0,0,3
98,0,1.222222,1.777778,3.555556,-2.395422,3
124,0,3.444445,1.833333,1.666667,-2.118937,3
75,0,29.222221,10.222221,33.666668,-2.284187,3
108,0,1.277778,1.166667,1.666667,-2.463852,3
134,0,0.055556,0.055556,0,-2.094395,3
77,0,1.833333,2.388889,6.777778,-2.467493,3
90,0,1.388889,1.111111,1.444444,-2.16608,3
111,0,0.611111,0.388889,0,-2.094395,3
97,0,0.888889,0.777778,1.444444,-2.269023,3
90,0,2.944445,3.333333,5.111111,-2.639389,3
99,0,1.611111,3.055555,2.333334,-2.255673,3
144,0,0.222222,0.333333,0,-2.094395,3
107,0,1.111111,0.666667,18.666668,-2.354617,3
131,0,0.444444,1,0.222222,-2.094395,3
103,0,0.666667,1.111111,0.666667,-2.185466,3
124,0,1,1.111111,1.222222,-2.267462,3
115,0,3.333333,2.722222,20.666668,-2.090649,3
124,0,1.166667,1.444444,0.555556,-2.16921,3
99,0,0.777778,1,0.444444,-2.149743,3
111,0,0.5,0.944444,0.333333,-2.139494,3
130,0,0.555555,0.555555,0.666667,-2.239029,3
139,0,2.833333,2.111111,15.666667,-1.702833,3
142,0,0.777778,0.277778,0.222222,-2.159563,3
139,0,0.166667,0.333333,0,-2.094395,3
127,0,0.222222,0.222222,0,-2.094395,3
126,0,0.666667,0.5,0.555556,-2.229939,3
119,0,2.277778,1.333333,4.222222,-2.587228,3
125,0,0.944445,0.833333,1,-2.237562,3
115,0,2,3.333333,13,-2.45904,3
122,0.111111,7.388889,4.833334,5.222222,-2.349017,3
71,0,13.055554,21.888885,29.777779,-2.401825,3
129,0,0.5,0.388889,0,-2.094395,3
98,0,0.611111,1.333333,2,-2.548898,3
76,0,1.277778,1.666667,1.777778,-2.340801,3
95,0,0.722222,1.111111,4.555555,-2.322295,3
126,0,0.722222,0.944444,8.333334,-2.313534,3
145,0,0.888889,2.111111,2,-2.569768,3
114,0,0.833333,0.277778,0.555556,-2.02703,3
122,0,3.666667,4.111111,16.666668,-1.540214,3
125,0,0.666667,2.666667,2.444444,-2.234241,3
146,0,0,0,0,0,3
76,0.111111,7.777778,7.833334,12.666667,-2.523325,3
129,0,0.5,0.388889,0,-2.094395,3
120,0,0.5,0.722222,0.333333,-2.133095,3
120,0,1.388889,0.611111,13.555555,-2.230821,3
85,0,3.111111,2.055556,2.666667,-2.271544,3
78,0.111111,14.833332,43.333332,76.77778,-2.411645,3
143,0,1.5,0.888889,2.222222,-2.257412,3
130,0,0.555555,1.222222,1.777778,-2.366216,3
79,0,1.277778,1.333333,3.333333,-2.288981,3
114,0,0.833333,1.166667,0.777778,-2.222661,3
66,0,8.666665,10.944443,37.77778,-2.43063,3
85,0,0.888889,1.111111,1.444444,-2.377624,3
106,0,0.222222,0.111111,0,-2.094395,3
90,0,1.055556,0.666667,1,-2.164323,3
80,0,4.888889,3.833333,8.444445,-2.326257,3
121,0,1.611111,0.944445,13.555555,-2.335871,3
122,0,0.444444,0.444444,0.444444,-2.444563,3
75,0.111111,15.388889,26.611113,52.11111,-2.356754,3
123,0,1.055556,1,0.555556,-2.16176,3
118,0,0.277778,0.388889,0.111111,-2.132635,3
91,0,1.611111,1.388889,2.666667,-2.354575,3
98,0,3.944444,4.666666,3.777778,-2.272973,3
143,0,1.5,0.888889,2.222222,-2.257412,3
117,0,1.555555,0.611111,0.222222,-2.094395,3
136,0,0.333333,0.388889,0.111111,-2.094395,3
135,0,0.388889,0.333333,0.111111,-2.117548,3
101,0.111111,3.388889,6.444445,9.222222,-2.44804,3
103,0,0.666667,1.111111,0.666667,-2.185466,3
120,0,0.833333,1.055556,1.111111,-2.298085,3
87,0,1.555556,1.888889,1.888889,-2.229493,3
89,0,4,5.833334,8.555555,-2.356793,3
143,0,0.277778,0.277778,0,-2.094395,3
81,0,1.388889,0.777778,2,-2.248134,3
145,0,0.277778,1.277778,0.777778,-2.53095,3
121,0,0.277778,0.111111,0.111111,-2.132635,3
103,0,1.777778,2.944445,3.444444,-2.497929,3
134,0,1.111111,1.611111,6.555555,-2.343004,3
133,0,0.555555,0.388889,0.111111,-2.123254,3
83,0.111111,6.166666,12.888889,11.444445,-2.274205,3
115,0,0.666667,1.388889,1.888889,-2.358386,3
118,0,0.222222,0.333333,0.222222,-2.17128,3
117,0,0,0,0,0,3
140,0,0.722222,1.777778,7.222222,-2.442323,3
94,0,0.444445,0.722222,0.666667,-2.189708,3
109,0,1.5,1.111111,0.777778,-2.146531,3
79,0,16.277779,14.166667,28.222221,-2.286295,3
69,0.111111,19.111113,20.444445,22.88889,-2.488979,3
129,0,0.222222,0.111111,0,-2.094395,3
88,0,0.888889,2.166666,4.111111,-2.396657,3
116,0,1.055556,1.055556,1.111111,-2.24908,3
137,0.111111,4.277778,3.833333,3.444444,-2.193967,3
135,0,0.222222,0.222222,0,-2.094395,3
70,0.111111,9.444444,9.944444,20.222221,-2.514204,3
113,0,0.611111,0.666667,0.666667,-2.237562,3
112,0,0.222222,0.111111,0,-2.094395,3
120,0,5.666667,5.944445,4.777778,-2.240133,3
114,0,5.166667,8.833333,23.88889,-2.295381,3
107,0,1.111111,1.111111,0.555556,-2.146531,3
87,0,1.555556,1.888889,1.888889,-2.229493,3
88,0,1.5,1.555556,1.555556,-2.216544,3
95,0,1.666667,3,3.888889,-2.326455,3
132,0,0.444444,0.555555,0.111111,-2.094395,3
84,0,3.055556,1.777778,3.111111,-2.305729,3
81,0.111111,4.111111,5.722223,10.888889,-2.388561,3
141,0,1.388889,0.888889,1.666667,-2.257122,3
122,0,0,0,0,-2.094395,3
138,0,0.888889,0.888889,0.444444,-2.173961,3
94,0,1.333334,2.555556,6.666666,-2.869948,3
137,0,0.444444,0.833333,0.555556,-2.200588,3
124,0,1.5,1.388889,1.888889,-2.284608,3
73,0,8.222222,10.722222,37.77778,-2.251254,3
100,0,2.388889,2.444444,3.888889,-2.226247,3
135,0,0.555555,0.333333,0.111111,-2.137446,3
113,0.111111,2.944445,6.166666,22.333334,-2.29665,3
91,0.111111,18.944445,33.444447,39.88889,-2.346057,3
83,0,24.555555,8.333333,21.555555,-2.321343,3
109,0,0.888889,2.833333,3,-2.283787,3
110,0,0.333333,0.5,0.444444,-2.155984,3
105,0,3.722222,3.666666,2.444444,-2.205437,3
104,0,7.833333,22.111109,17.555555,-2.42507,3
99,0,3.055555,2.777778,5.222222,-2.318885,3
118,0,0.055556,0.055556,0,-2.094395,3
93,0,2.666667,3.444444,5.222222,-2.332766,3
129,0,0.222222,0.111111,0,-2.094395,3
121,0,0.666667,1.5,3.111111,-2.519165,3
85,0,3.277778,2.277778,6.111111,-2.329093,3
137,0,0.111111,0.277778,0,-2.094395,3
97,0,0.388889,0.555555,0.666667,-2.191382,3
136,0,0.555555,0.666667,0.222222,-2.110974,3
136,0,1.833333,2.055555,6.666666,-2.412671,3
120,0,0.333333,0.5,0.222222,-2.057287,3
89,0,0.777778,0.777778,0.333333,-2.123905,3
119,0,2.277777,1.777778,15.888889,-2.268148,3
107,0.111111,4.555556,6.777779,6.333334,-2.291762,3
80,0,21.055555,34.61111,66.44444,-2.434193,3
87,0.111111,24.388891,44.722225,64.55556,-2.422127,3
86,0.111111,9.5,8.777779,11.555555,-2.363577,3
128,0,2.944444,3.166667,3.888889,-2.300368,3
112,0,1.333333,1.555556,3.111111,-2.435718,3
137,0,0.277778,0.388889,0.111111,-2.123254,3
79,0,1.777778,1.166667,3.888889,-2.339798,3
102,0,0.555555,1.555556,1.888889,-2.275159,3
121,0,0.666667,1.5,3.111111,-2.519165,3
90,0.111111,5.666666,6.777779,6.555555,-2.266389,3
139,0,2.833333,2.111111,15.666667,-1.702833,3
134,0,0.5,0.833333,1.333333,-2.422506,3
138,0,0.444445,0.444444,0.111111,-2.094395,3
102,0,7.277778,9.444444,12.777778,-2.378944,3
115,0,0.777778,0.722222,1.666667,-2.321865,3
105,0,1.888889,2.166666,39.666668,-1.996082,4
83,0,2.5,1.555556,58.88889,-2.027771,4
98,0,7.000001,1.055556,24.333334,-2.04294,4
151,0,3.833333,1.555556,25.555555,-2.219625,4
135,0,2.944444,1.777777,40.444443,-2.06346,4
125,0,1.722222,8.555554,39.444443,-1.840579,4
84,0,3,0.888889,7.555555,-2.13694,4
159,0,2.166667,2.222222,23.555555,-1.802554,4
111,0,1.222223,0.555555,55,-2.014126,4
122,0,2.055556,6.111111,29,-2.074838,4
118,0,14.444446,1.166667,48.77778,-2.007117,4
110,0,4.88889,1.777778,28.777779,-2.068653,4
134,0,2.555555,1.444444,41.77778,-2.086914,4
108,0,4.611111,1.666666,52,-2.053869,4
64,0,1.833333,2,49.11111,-2.067168,4
48,0,0.722222,4.666666,37.555557,-2.003259,4
24,0,1.777778,1.222223,44,-2.186797,4
145,0,5.055555,1,22.777779,-1.934686,4
138,0,1.111111,2.388889,48,-2.029656,4
125,0,1.444443,2.111111,58.555557,-1.9632,4
83,0,4.444444,0.944444,23,-2.063242,4
126,0,0.388889,14.055554,32,-1.942179,4
128,0,1.166667,1.388888,42.88889,-2.102441,4
159,0,2.5,1.277778,4.666667,-1.999443,4
19,0,2.444445,1.444445,38.77778,-2.133676,4
108,0,2.944444,6.833332,35.77778,-2.080474,4
152,0,5,2.388889,21.666666,-2.165731,4
159,0,2.166667,2.222222,23.555555,-1.802554,4
96,0,0.944445,0.833333,54.333332,-2.089105,4
143,0,1.277777,1.222221,43.333332,-2.108995,4
38,0,11.055554,1.111112,57.22222,-2.038824,4
44,0,4.888889,2.111113,50.333332,-2.102652,4
139,0,2.444445,1.833334,41.666668,-2.044238,4
99,0,0.777778,1.722222,47.77778,-1.567463,4
105,0,1.888889,2.166666,39.666668,-1.996082,4
158,0,2.833333,1.444445,17.333334,-2.142701,4
160,0,3.000001,2.777778,18.777779,-2.138726,4
139,0,5.5,1.388889,57.333332,-2.065471,4
115,0,3.555556,1.38889,24.88889,-2.094392,4
126,0,2.777777,3.388889,20,-1.96874,4
147,0,1.555556,2.055556,22.444445,-2.204575,4
73,0,0.944444,0.777777,52.333332,-1.996907,4
102,0,1.055556,1.777779,44.555557,-2.009854,4
102,0,2.944444,1.222222,45.555557,-1.99488,4
111,0,0.388889,1.055556,52.444443,-2.058,4
105,0,0.277777,0.611111,44,-1.991964,4
28,0,4.277777,0.833333,54.666668,-2.144507,4
71,0,0.944444,0.777777,35.11111,-1.675919,4
70,0,1.111111,0.777777,52.88889,-2.070832,4
125,0,0.5,0.444444,15,-2.104083,4
103,0,0.944443,1.111111,30.88889,-2.102607,4
50,0,1.611112,1.333334,53.77778,-2.129479,4
125,0,2.277778,2.444445,50.666668,-2.112723,4
129,0,2.277779,19.833334,45.444443,-1.997241,4
79,0,0.444445,0.888889,40.666668,-1.918888,4
49,0,1.055555,1.222221,34.333336,-1.949745,4
102,0,11.055557,0.444445,50.11111,-2.034054,4
87,0,1.88889,1.166667,56,-2.105073,4
17,0.222222,3.722223,5,39.444443,-2.030048,4
66,0,0.777777,5.277777,38,-1.748546,4
119,0,1.111111,0.944446,35.11111,-2.006,4
69,0,0.722222,0.944444,36.555557,-1.518761,4
72,0,1.222223,1.444444,51.22222,-2.090221,4
89,0,5.222222,0.722223,24.666666,-2.048461,4
125,0,1,9.944444,37.555557,-1.973025,4
45,0,1.222222,2.055555,47.333332,-2.045905,4
129,0,8.055556,0.722222,27.444445,-2.078797,4
28,0,4.277777,0.833333,54.666668,-2.144507,4
128,0,7.055555,1.666666,46.333332,-2.091927,4
146,0,0.888889,1.111111,8.111112,-2.108911,4
137,0,1.777777,3.444445,37.333336,-1.75799,4
34,0,4.611111,0.777779,41.666668,-2.122875,4
158,0,1.888889,1.166667,6.222222,-1.904651,4
13,0,0.22222,1.555553,62.333332,-2.154989,4
97,0,2.722222,0.5,43.333332,-1.836777,4
125,0,5.055556,1.944445,32.444447,-2.100687,4
101,0,1.722221,2.055554,56.77778,-2.08957,4
120,0,4.444445,1.555555,42.444443,-1.910735,4
76,0,1.722221,0.555555,36.77778,-2.139002,4
65,0,1.388887,26.444445,53,-1.970812,4
132,0,1.444445,1.111111,30.444445,-2.146969,4
111,0,2.555555,2.277777,25.11111,-2.064723,4
102,0,3.88889,1.166667,51,-2.102047,4
73,0,1.722221,0.777777,42.11111,-1.681589,4
98,0,1.333334,1.277777,46.333332,-2.025773,4
117,0,0.777779,1.277778,39.666668,-2.09948,4
124,0,8.999999,11.166668,47.88889,-2.017379,4
103,0,0.944445,0.666667,51.77778,-2.071134,4
158,0,2.277777,1.833333,35,-2.049172,4
75,0,1.5,2.388889,37.333336,-1.722278,4
104,0,0.944445,1.999999,56.11111,-1.986567,4
25,0,0.722221,1.555556,39.88889,-2.11881,4
111,0,1.444445,1.500001,50.333332,-2.045165,4
109,0,1.166667,1.055555,35.666668,-2.068644,4
121,0,2.166667,2.722222,27.88889,-2.024268,4
65,0,1.388887,26.444445,53,-1.970812,4
124,0,1.277777,1.277779,33.666668,-1.907502,4
43,0,1.888889,1.555557,56.666668,-2.160551,4
121,0,21.666666,0.944444,36.22222,-1.995536,4
140,0,4.222222,1.5,23.555555,-2.100487,4
68,0,2.888889,1.833333,34.666668,-1.659641,4
131,0,2.388889,9.222222,30.666666,-2.089186,4
65,0,2.5,1.555555,50.11111,-2.077647,4
146,0,0.888889,1.111111,8.111112,-2.108911,4
85,0,9.277779,2.833333,42.88889,-1.95422,4
101,0,9.611111,0.5,26.88889,-2.05839,4
68,0,1.833334,1.555556,50.11111,-1.984308,4
101,0,1.111112,1.111111,39,-2.094303,4
66,0,2.055556,9.222221,39,-1.83808,4
80,0,1.333333,1.333333,36.11111,-1.942698,4
78,0,9.388889,2.944444,26.333334,-2.017779,4
34,0,1.111111,0.555556,46.22222,-2.09452,4
122,0,1.5,11.444446,31.88889,-2.035377,4
159,0,2.277778,1.611111,18.88889,-1.596679,4
65,0,1.277778,1.222221,52.77778,-2.041901,4
73,0,0.833333,0.61111,39.77778,-1.720441,4
125,0,2.833333,2.055555,53.77778,-2.145045,4
64,0,0.944445,1.055556,54.22222,-2.118087,4
121,0,2.055557,6.611111,48.444443,-2.126943,4
162,0,1.388889,2,7.555555,-2.029312,4
15,0,0.833335,1.111111,61.77778,-2.124981,4
21,0,4.833334,1.277778,59.11111,-2.072158,4
17,0.222222,3.722223,5,39.444443,-2.030048,4
82,0,1.055555,0.777778,33.666668,-2.028043,4
35,0,2.333333,2.055556,33,-2.138762,4
78,0,1.333333,4.333334,31,-2.053834,4
139,0,6.888889,1.666667,13,-2.118223,4
64,0,17.5,0.666667,34.666668,-2.030269,4
147,0,1.944444,1.333333,4.555555,-1.584341,4
135,0,4.222222,1.11111,28.555555,-2.093203,4
96,0,2.222223,0.944444,50.333332,-1.720468,4
42,0,3.277777,0.611111,24.11111,-2.061006,4
50,0,1.166667,1.055557,57.666668,-2.107785,4
125,0,6.388889,1.333333,37.444443,-2.096474,4
153,0,5,3,23.88889,-2.242741,4
122,0,0.833333,11.444444,34.333336,-1.985027,4
146,0,0.944444,5.111111,36.666668,-2.081842,4
67,0,0.666667,1.055554,56.666668,-2.076662,4
133,0,2.388889,0.888889,32,-2.091572,4
70,0.111111,2.222223,8.777778,32.11111,-1.960582,4
111,0,16.222223,0.444445,29.777779,-2.005742,4
18,0,0.777777,1.722223,59.77778,-2.123641,4
17,0,1.111111,0.888891,62.88889,-2.075161,4
75,0,1.555556,5.666666,35.11111,-2.036435,4
154,0,3.722222,0.666666,27.333334,-2.20265,4
81,0,1.222221,1.833333,37.77778,-1.970422,4
148,0,2.055556,1.055555,24.222221,-2.237972,4
123,0,1.277778,1.833333,15.888889,-2.149759,4
104,0,0.944445,1.5,58.11111,-2.007832,4
107,0,1.111111,4.722223,44.88889,-1.991445,4
73,0,1.055555,2.277779,35.11111,-2.054964,4
33,0,13.888889,0.277778,30.555555,-2.030428,4
93,0,1.611109,2.055555,54.555557,-2.083715,4
53,0,1.277777,0.944443,35.77778,-2.00456,4
149,0,3.666667,2.111111,17.444445,-2.141787,4
