@relation segment

@attribute Region-centroid-row numeric
@attribute Rawgreen-mean numeric
@attribute Exblue-mean numeric
@attribute Hue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
127,3.333333,8.888889,-2.474562,3
135,0.111111,5.444445,-2.117548,3
121,3.111111,7.777778,-2.519165,3
122,13,27.444445,-2.247266,3
98,1.333333,4.111111,-2.4238,3
136,0,0,0,3
87,1.888889,8.222222,-2.229493,3
100,6.444445,15.555555,-2.289874,3
137,5.888889,18.777779,-2.360782,3
146,0,0,0,3
90,5.111111,7,-2.639389,3
110,0.444444,8.333333,-2.155984,3
124,0,6.444445,-2.094395,3
133,0,4.444445,-2.094395,3
129,0,3.111111,-2.094395,3
120,2.111111,11.777778,-2.180291,3
132,1,6.777778,-2.152432,3
124,0.222222,4.666666,-2.16176,3
127,2.111111,8.444445,-2.408939,3
109,4.777778,12,-2.413992,3
116,2.222222,8.555555,-2.420258,3
88,4.111111,14.555555,-2.396657,3
133,0,0,0,3
68,42.88889,38.77778,-2.308656,3
144,0.888889,12.111111,-2.212162,3
143,2.222222,15.777778,-2.257412,3
142,2.666667,10.111111,-2.280603,3
116,0.666667,9.111111,-2.163434,3
103,0.666667,10.555555,-2.185466,3
122,12.111111,36.555557,-2.305989,3
129,0,3.111111,-2.094395,3
122,0.333333,8.555555,-2.153599,3
140,7.222222,17,-2.442323,3
123,0.444444,4.777778,-2.16921,3
121,0.111111,6.555555,-2.132635,3
124,0,4,-2.094395,3
85,3.333333,8.111111,-2.369864,3
87,64.55556,34.666668,-2.422127,3
141,1.666667,13.222222,-2.257122,3
131,0,0,0,3
94,0.666667,11.222222,-2.189708,3
145,10.333334,20,-2.06232,3
91,1.222222,10.777778,-2.225735,3
95,4.555555,18.222221,-2.322295,3
107,6.333334,15.111111,-2.291762,3
107,9,8.111111,-2.492965,3
80,8.444445,15.222222,-2.326257,3
87,15.666667,19,-2.418074,3
83,4.666667,16.88889,-2.345005,3
100,2.888889,14.555555,-2.28054,3
125,13.111111,21.777779,-1.793403,3
109,3,12.444445,-2.283787,3
121,11.888889,25.444445,-2.235355,3
127,0,3.777778,-2.094395,3
102,1.888889,12.888889,-2.275159,3
75,52.11111,31.333334,-2.356754,3
90,6.555555,20,-2.266389,3
119,4.222222,7.222222,-2.587228,3
108,1.666667,4.444445,-2.463852,3
122,0,2,-2.094395,3
128,3.888889,12.777778,-2.300368,3
116,14.888889,32.444443,-2.259967,3
69,10.333334,14.777778,-2.481874,3
112,0.111111,2.333333,-2.151914,3
77,3.555556,15.666667,-2.354881,3
73,26.222221,67.888885,-2.255561,3
127,11.777778,30.222221,-2.035808,3
144,0,6,-2.094395,3
134,6.555555,21.555555,-2.343004,3
102,2.666667,13.222222,-2.316112,3
96,3.777778,13.666667,-2.330693,3
134,1.333333,6.333334,-2.422506,3
142,0,0.222222,-2.094395,3
102,1.666667,10.333333,-2.261719,3
81,10.888889,19.222221,-2.388561,3
139,0.222222,3.333333,-2.15073,3
92,6.444445,15.666667,-2.452176,3
124,5.777778,15.888889,-2.265747,3
73,4.444445,14.555555,-2.355641,3
100,3.888889,16.444445,-2.226247,3
98,3.777778,14.777778,-2.272973,3
79,3.333333,13.111111,-2.288981,3
96,2,12.666667,-2.244482,3
136,0.222222,5.666666,-2.110974,3
104,17.555555,14.444445,-2.42507,3
73,37.77778,70.333336,-2.251254,3
138,0,4.666666,-2.094395,3
101,9.222222,16.11111,-2.44804,3
83,21.555555,15.777778,-2.321343,3
117,0.222222,6.666666,-2.094395,3
80,66.44444,32.333332,-2.434193,3
96,1.777778,14.222222,-2.186234,3
90,1,12.222222,-2.164323,3
107,1,9.333333,-2.226355,3
64,30.333334,21,-2.593825,3
124,1.666667,8.666667,-2.118937,3
126,0.555556,6.777778,-2.229939,3
88,1.444444,11,-2.269545,3
147,6.777778,6.555555,-2.064514,3
127,13.666667,37.555557,-2.326275,3
123,0.555556,6.555555,-2.16176,3
111,14.333333,36.22222,-2.333318,3
91,1.222222,14.222222,-2.186723,3
75,52.11111,31.333334,-2.356754,3
111,0.333333,6.777778,-2.139494,3
144,0,6.888889,-2.094395,3
133,0,2.888889,-2.094395,3
123,0.222222,6.444445,-2.142674,3
122,16.666668,15.666667,-1.540214,3
125,2.444444,11.555555,-2.234241,3
80,21.88889,24.11111,-2.431513,3
125,13.888889,36.333332,-2.241956,3
100,0.777778,4.666666,-2.337096,3
108,6.777778,16.333334,-2.275553,3
120,0.888889,6.888889,-2.315721,3
91,1.222222,14.222222,-2.186723,3
79,3.888889,15.444445,-2.339798,3
111,3.333333,12.666667,-2.216473,3
131,0.222222,3.111111,-2.094395,3
85,1.444444,5,-2.377624,3
125,2.444444,11.555555,-2.234241,3
141,0.888889,6.333334,-2.285991,3
73,3.111111,14.444445,-2.268176,3
135,0.111111,4.111111,-2.137446,3
121,13.555555,36,-2.335871,3
124,0,4,-2.094395,3
76,1.777778,6.666666,-2.340801,3
69,22.88889,16.555555,-2.488979,3
125,1,6.333334,-2.237562,3
109,0.777778,8.444445,-2.146531,3
132,0.111111,3.777778,-2.094395,3
143,2.222222,15.777778,-2.257412,3
126,8.333334,26.444445,-2.313534,3
120,0,6,-2.094395,3
136,6.666666,15.666667,-2.412671,3
106,0,3.333333,-2.094395,3
91,1.888889,13,-2.217735,3
93,3.666667,13,-2.329423,3
136,9,26.11111,-2.268991,3
70,18.222221,15.888889,-2.589111,3
95,3.666667,13.777778,-2.429449,3
98,2,4.555555,-2.548898,3
120,0.555556,6,-2.178769,3
70,20.222221,16.88889,-2.514204,3
136,0.111111,3.555556,-2.094395,3
97,1.444444,9.777778,-2.269023,3
138,4.222222,12.444445,-2.406809,3
137,0,1.555556,-2.094395,3
96,2.333334,12.666667,-2.268209,3
122,5.222222,14.111111,-2.349017,3
93,1.222222,12.666667,-2.18361,3
115,13,24.333334,-2.45904,3
123,0.333333,8.111111,-2.164094,3
139,15.666667,13.444445,-1.702833,3
133,0.111111,5.444445,-2.123254,3
131,0,3.111111,-2.094395,3
90,1,12.222222,-2.164323,3
128,0,4.444445,-2.094395,3
87,64.55556,34.666668,-2.422127,3
99,2.333334,14.555555,-2.255673,3
115,1.666667,10.444445,-2.321865,3
134,4.888889,15.777778,-2.386611,3
124,12.333333,28.333334,-2.396682,3
124,1.222222,10.777778,-2.267462,3
84,3.111111,13.333333,-2.305729,3
124,0.555556,4.555555,-2.16921,3
89,0.333333,12.444445,-2.123905,3
121,3.111111,7.777778,-2.519165,3
113,0.111111,5.444445,-2.123254,3
95,1.222222,12.888889,-2.151958,3
81,19.444445,27.666666,-2.438409,3
110,0.444444,8.333333,-2.155984,3
90,1.444444,13.444445,-2.16608,3
105,2.444444,12.555555,-2.205437,3
89,0.333333,12.444445,-2.123905,3
137,0,1.333333,-2.094395,3
120,2.888889,9.111111,-2.433795,3
159,18.88889,5.444445,-1.596679,4
109,35.666668,35.555557,-2.068644,4
148,24.222221,37.444443,-2.237972,4
147,43.11111,38,-2.056377,4
149,13.222222,20.88889,-2.069251,4
102,51,45.22222,-2.102047,4
80,51.666668,41.333332,-2.116351,4
134,41.77778,42.555557,-2.086914,4
81,37.77778,25.88889,-1.970422,4
111,25.11111,25.88889,-2.064723,4
126,16.555555,21.666666,-2.104102,4
158,6.111111,11.333333,-1.943449,4
35,61.22222,47.666668,-2.0742,4
121,48.444443,41.11111,-2.126943,4
22,43.333332,39.666668,-2.123537,4
73,39.77778,14.777778,-1.720441,4
123,15.888889,37.77778,-2.149759,4
98,46.333332,35.444443,-2.025773,4
65,52.77778,41.22222,-2.041901,4
102,45.555557,32,-1.99488,4
28,54.666668,50.11111,-2.144507,4
162,7.555555,13.555555,-2.029312,4
122,31.88889,23.444445,-2.035377,4
132,33.88889,31.333334,-2.129523,4
66,38.88889,11.333333,-1.68385,4
15,61.77778,52.11111,-2.124981,4
69,34,9.777778,-1.640134,4
98,29.88889,21.11111,-1.96031,4
83,44,29.11111,-1.958524,4
151,25.555555,36.88889,-2.219625,4
108,40.11111,29.555555,-2.015554,4
130,10.333334,17.555555,-2.137371,4
101,26.88889,24.777779,-2.05839,4
104,56.11111,38.77778,-1.986567,4
157,19.222221,26.555555,-2.169368,4
116,54.11111,46.333332,-2.161793,4
36,57.77778,55.22222,-2.138581,4
111,55,39.22222,-2.014126,4
65,53,23.222221,-1.970812,4
124,48.333332,32.666668,-2.030079,4
129,27.444445,27.222221,-2.078797,4
85,42.666668,38,-2.097363,4
69,36.555557,11.666667,-1.518761,4
24,44,36.11111,-2.186797,4
105,39.666668,31.777779,-1.996082,4
147,4.555555,6.555555,-1.584341,4
32,53.333332,34.22222,-2.042422,4
80,34.555557,25.555555,-1.962646,4
116,25,26.666666,-2.090781,4
21,35.77778,25.777779,-1.990806,4
123,39.555557,26.88889,-1.978328,4
158,6.111111,11.333333,-1.943449,4
103,54.333332,36.555557,-2.00292,4
50,53.77778,44.77778,-2.129479,4
154,43.555557,39.88889,-2.033077,4
89,51.333332,46.555557,-2.108757,4
73,38.88889,15.222222,-1.893495,4
66,38,14.111111,-1.748546,4
128,30.88889,24.555555,-1.981846,4
125,61.666668,41.333332,-2.019545,4
38,49.666668,49,-2.078504,4
119,40.22222,31.11111,-2.064038,4
127,36,22.444445,-1.908348,4
116,28.777779,25.444445,-2.068113,4
45,47.333332,32.11111,-2.045905,4
42,24.11111,23.88889,-2.061006,4
129,20.11111,30.555555,-2.161046,4
93,54.555557,49.11111,-2.083715,4
67,56.666668,47.11111,-2.076662,4
103,30.88889,28.777779,-2.102607,4
145,22.777779,19.666666,-1.934686,4
80,36.11111,21.444445,-1.942698,4
146,8.111112,15.222222,-2.108911,4
136,3.111111,11.111111,-2.123905,4
49,34.333336,18.222221,-1.949745,4
79,36.555557,24.777779,-1.984583,4
160,18.777779,26.11111,-2.138726,4
128,46.333332,41.555557,-2.091927,4
153,23.88889,32.333332,-2.242741,4
159,23.555555,10.333333,-1.802554,4
57,58.22222,41.22222,-2.030703,4
133,41.88889,41.666668,-2.111789,4
21,59.11111,40,-2.072158,4
82,33.666668,28.666666,-2.028043,4
83,44,27.666666,-1.973615,4
101,39,36.22222,-2.094303,4
78,38.444443,24.222221,-1.886072,4
125,50.666668,46.666668,-2.112723,4
140,18.88889,27.666666,-2.167262,4
138,48,36.444443,-2.029656,4
102,50.11111,37,-2.034054,4
43,56.666668,53.555557,-2.160551,4
95,47.77778,48.11111,-2.107858,4
104,58.11111,38.11111,-2.007832,4
122,34.333336,25,-1.985027,4
108,35.77778,24.666666,-2.080474,4
117,39.666668,37.666668,-2.09948,4
129,55,46.77778,-2.126989,4
42,51.444443,47,-2.125735,4
75,37.333336,13.666667,-1.722278,4
89,26.777779,27.88889,-2.046542,4
82,40,24.666666,-1.971781,4
78,61.11111,56.11111,-2.145541,4
115,41.444443,28.777779,-2.021125,4
149,17.444445,25.88889,-2.141787,4
118,30.555555,22,-2.077668,4
75,35.11111,25.555555,-2.036435,4
129,45.444443,29,-1.997241,4
154,23.333334,34.22222,-2.191073,4
134,38.77778,40.555557,-2.175349,4
103,51.77778,41.333332,-2.071134,4
20,57.444443,49.444443,-2.133031,4
127,32.666668,13.444445,-1.67677,4
35,33,29.555555,-2.138762,4
110,28.777779,31,-2.068653,4
161,5,11.222222,-1.996307,4
34,64.55556,48.666668,-2.078154,4
97,43.555557,19.11111,-1.840735,4
123,51.333332,33.22222,-2.021502,4
120,34.77778,25.333334,-2.046753,4
122,29,30.444445,-2.074838,4
81,52,45,-2.09885,4
44,42.555557,30.555555,-2.070466,4
143,43.333332,43.22222,-2.108995,4
90,58.11111,43.77778,-2.108813,4
126,16.88889,24.333334,-2.158805,4
139,41.666668,36.666668,-2.044238,4
98,24.333334,25,-2.04294,4
62,58.22222,53.666668,-2.124459,4
122,52.444443,52.444443,-2.128423,4
158,17.333334,23.88889,-2.142701,4
73,42.11111,14.444445,-1.681589,4
129,33.11111,28.666666,-2.097799,4
32,53.333332,34.22222,-2.042422,4
64,54.22222,48.333332,-2.118087,4
160,18.777779,26.11111,-2.138726,4
126,16.88889,24.333334,-2.158805,4
158,5.666666,11.777778,-1.982834,4
102,51.555557,34.333332,-1.985584,4
76,46.11111,29.333334,-1.989922,4
95,41.333336,28.444445,-1.970802,4
139,13,21.88889,-2.118223,4
87,56,48.88889,-2.105073,4
147,22.444445,34.333332,-2.204575,4
87,27.444445,23.222221,-2.013382,4
25,61.666668,55.666668,-2.13042,4
124,37.444443,38.444443,-2.127801,4
111,50.333332,41.666668,-2.045165,4
64,34.666668,30.333334,-2.030269,4
119,35.11111,25.11111,-2.006,4
34,46.22222,48.22222,-2.09452,4
116,41.555557,29.222221,-2.038624,4
135,62.22222,41.88889,-2.024945,4
105,44,32.11111,-1.991964,4
120,53.88889,27.88889,-1.892977,4
76,36.77778,35.444443,-2.139002,4
77,30.444445,14.666667,-2.12336,4
67,53.333332,45.444443,-2.109804,4
118,48.77778,33.77778,-2.007117,4
88,58.88889,53.22222,-2.132027,4
19,38.77778,40.77778,-2.133676,4
17,39.444443,28.222221,-2.030048,4
99,47.77778,12.333333,-1.567463,4
78,26.333334,21.444445,-2.017779,4
117,39.666668,37.666668,-2.09948,4
154,27.333334,40.666668,-2.20265,4
135,40.444443,39.88889,-2.06346,4
152,21.666666,33.333332,-2.165731,4
85,42.88889,31.222221,-1.95422,4
102,36.88889,35,-2.088579,4
69,52,41,-2.022861,4
121,36.22222,25.222221,-1.995536,4
124,33.666668,22.88889,-1.907502,4
112,51.88889,42.555557,-2.078463,4
121,27.88889,24.555555,-2.024268,4
102,51.555557,34.333332,-1.985584,4
28,54.666668,50.11111,-2.144507,4
73,42.11111,14.444445,-1.681589,4
65,50.11111,44.77778,-2.077647,4
127,39,36.22222,-2.061036,4
104,51,32.666668,-1.985221,4
78,38.444443,24.222221,-1.886072,4
123,15.888889,21.11111,-2.115734,4
120,45.77778,24.444445,-1.896425,4
73,38.77778,28.444445,-2.096415,4
77,53.11111,35.333332,-2.030875,4
146,36.666668,38.22222,-2.081842,4
89,24.666666,23.88889,-2.048461,4
154,15.666667,26.555555,-2.142529,4
100,48.88889,34.555557,-2.00619,4
100,48.88889,34.555557,-2.00619,4
70,48.666668,29.555555,-1.907955,4
137,37.333336,13.444445,-1.75799,4
79,40.666668,24.222221,-1.918888,4
77,52.22222,44.666668,-2.143048,4
76,27.333334,10.888889,-1.903624,4
146,17.666668,24.88889,-2.164971,4
159,23.555555,10.333333,-1.802554,4
111,29.777779,24.333334,-2.005742,4
78,25.11111,30.444445,-2.066695,4
121,36.22222,25.222221,-1.995536,4
80,36.11111,21.444445,-1.942698,4
42,31.777779,31,-2.029552,4
68,48.666668,44.11111,-2.069541,4
68,34.666668,11.111111,-1.659641,4
90,58.11111,43.77778,-2.108813,4
156,17,24.666666,-2.109365,4
96,54.333332,45.22222,-2.089105,4
105,52.22222,35.11111,-2.032243,4
53,35.77778,24.666666,-2.00456,4
120,44,29.777779,-2.035243,4
120,42.444443,25.444445,-1.910735,4
162,6.444445,10.888889,-2.044946,4
123,46.333332,33.88889,-1.994105,4
62,53.444443,45.555557,-2.093744,4
96,50.333332,17.555555,-1.720468,4
104,48.77778,41.444443,-2.08549,4
70,32.11111,23.11111,-1.960582,4
15,60.666668,53.77778,-2.145323,4
73,52.333332,33.88889,-1.996907,4
72,51.22222,46.333332,-2.090221,4
146,8.111112,15.222222,-2.108911,4
146,18.555555,26.444445,-2.124871,4
125,15,19.666666,-2.104083,4
38,57.22222,41.444443,-2.038824,4
131,30.666666,30.222221,-2.089186,4
94,60.555557,43.666668,-2.068537,4
90,42,39.666668,-2.131861,4
124,37.555557,28.555555,-1.980977,4
145,54.11111,47,-2.166151,4
121,47.22222,39.666668,-2.110233,4
89,26.777779,27.88889,-2.046542,4
17,62.88889,48.444443,-2.075161,4
119,35.11111,25.11111,-2.006,4
125,39.444443,16.88889,-1.840579,4
57,58.22222,41.22222,-2.030703,4
83,23,20.11111,-2.063242,4
147,22.333334,34.11111,-2.174468,4
68,50.11111,34.333332,-1.984308,4
107,24.88889,20,-1.877159,4
120,42.444443,25.444445,-1.910735,4
102,44.555557,37.88889,-2.009854,4
138,62,39.22222,-1.999045,4
81,33,26.88889,-1.984566,4
115,24.88889,23.777779,-2.094392,4
139,57.333332,42.333332,-2.065471,4
132,30.444445,31.333334,-2.146969,4
17,62.555557,48.11111,-2.098521,4
80,34.555557,25.555555,-1.962646,4
68,35.11111,11.222222,-1.624846,4
100,50.22222,37.555557,-2.024061,4
126,50.666668,37.88889,-2.006029,4
13,62.333332,53.22222,-2.154989,4
123,52.333332,43.333332,-2.111941,4
64,49.11111,43.22222,-2.067168,4
130,16.444445,31.555555,-2.134924,4
44,50.333332,50.666668,-2.102652,4
117,27.333334,23.222221,-2.088914,4
126,32,20.444445,-1.942179,4
66,39,15.555555,-1.83808,4
128,42.88889,42.88889,-2.102441,4
125,58.555557,38.555557,-1.9632,4
124,47.88889,32,-2.017379,4
45,47.333332,32.11111,-2.045905,4
33,30.555555,29.222221,-2.030428,4
70,52.88889,47.666668,-2.070832,4
157,17.444445,25.666666,-2.1343,4
65,53.666668,41.77778,-2.091037,4
87,56,48.88889,-2.105073,4
140,23.555555,17.666666,-2.100487,4
87,37.22222,34.666668,-2.050388,4
73,35.11111,28.777779,-2.054964,4
83,58.88889,40.22222,-2.027771,4
101,39,36.22222,-2.094303,4
78,31,29.666666,-2.053834,4
107,48.11111,31.333334,-2.003607,4
148,24.222221,37.444443,-2.237972,4
135,28.555555,24.88889,-2.093203,4
110,45.444443,29.333334,-2.032518,4
150,16.777779,25.444445,-2.134876,4
57,61,59.22222,-2.128801,4
158,6.222222,10.222222,-1.904651,4
65,53,23.222221,-1.970812,4
125,32.444447,30.333334,-2.100687,4
50,57.666668,45.666668,-2.107785,4
137,33.555557,16.222221,-1.940975,4
32,47.77778,49.22222,-2.060607,4
66,45.77778,28.88889,-1.961254,4
103,51.666668,34.11111,-1.997589,4
159,4.666667,10.444445,-1.999443,4
126,20,16.777779,-1.96874,4
117,33.77778,32.22222,-2.106235,4
140,24.555555,17.666666,-2.05389,4
48,34.666668,34.77778,-2.048732,4
102,56.555557,40.88889,-2.083043,4
46,54.666668,50.333332,-2.152304,4
124,35.555557,31.555555,-2.076967,4
89,13.111111,22.88889,-2.11184,5
152,2.333334,6.555555,-1.997796,5
148,0,0,0,5
134,0.888889,10.333333,-2.071242,5
144,0,0,0,5
135,26.444445,35.77778,-2.227801,5
154,0.222222,1.777778,-1.861154,5
40,1,0.888889,-1.570796,5
131,0,0,0,5
89,0.555556,6.888889,-2.042259,5
93,16.555555,25.88889,-2.086083,5
149,0,0.222222,-2.094395,5
140,1.222222,9.222222,-1.985769,5
140,0.444444,2.555556,-1.838877,5
154,0.666667,5.444445,-1.988202,5
61,4.333334,15.444445,-2.048717,5
152,0,0,0,5
61,4.333334,15.444445,-2.048717,5
39,6.888889,14.444445,-2.036228,5
95,16.222223,25.777779,-2.146185,5
134,1.333333,10.444445,-2.133095,5
90,18.777779,32.77778,-2.182442,5
133,0,2.222222,-2.094395,5
110,28.333334,23.11111,-2.187242,5
89,2.666667,13.555555,-2.065342,5
89,14.222222,23.333334,-2.113032,5
104,16.222223,14.444445,-2.113918,5
93,10.444445,25.444445,-2.137493,5
86,8,25.333334,-2.128362,5
30,6.222222,13.888889,-2.05997,5
131,0,0,0,5
93,10.444445,25.444445,-2.137493,5
141,0,0.222222,-2.094395,5
108,20.666668,20.222221,-2.154391,5
153,0,0,0,5
31,8.888889,15.888889,-2.171949,5
133,0.111111,3.111111,-1.999063,5
136,0.666667,8.444445,-2.094395,5
90,2.666667,14.555555,-2.073429,5
152,0.777778,2.888889,-2.007351,5
86,4.555555,12.555555,-2.054475,5
147,0.222222,0.444444,-2.094395,5
113,27.11111,36,-2.238803,5
90,3.888889,13.888889,-1.987466,5
138,1,9.666667,-2.077816,5
95,1.777778,1.222222,-1.628908,5
133,3.444444,10.888889,-2.048,5
143,0,3.333333,-1.986938,5
153,0,0,0,5
153,3.222222,1.555556,-2.221716,5
141,0,0.444444,-2.094395,5
138,1.444444,10.444445,-2.08783,5
135,0.777778,8.111111,-1.972186,5
141,0,0,0,5
144,0.444444,1,-1.90427,5
134,0.666667,7.666666,-2.013143,5
84,13.555555,23,-2.143897,5
155,5.555555,11.111111,-2.115567,5
134,0.666667,7.666666,-2.013143,5
94,15.666667,25.88889,-2.084255,5
145,0,0,0,5
89,13.444445,22.666666,-2.129746,5
116,18.444445,22.777779,-2.144778,5
134,0,6.222222,-2.094395,5
62,3.666667,15.111111,-2.034152,5
84,19.777779,24.222221,-2.184862,5
35,10.888889,17.222221,-2.153332,5
90,12.333333,27.333334,-2.125976,5
94,17,27,-2.100966,5
130,0,5.111111,-1.861154,5
130,1,4.444445,-2.094395,5
92,11.888889,21.777779,-2.113273,5
136,4.222222,13.444445,-2.175296,5
153,0,2.222222,-2.094395,5
113,18.777779,18.88889,-2.163633,5
83,14.444445,26,-2.178321,5
150,0,0,0,5
62,4.777778,16.444445,-2.066953,5
89,10.333334,23.666666,-2.107311,5
36,5.111111,17.222221,-2.107303,5
137,0.111111,3.111111,-2.007606,5
61,4.111111,15.333333,-2.039459,5
142,0,0.666667,-2.094395,5
155,5.555555,11.111111,-2.115567,5
86,13.555555,22.555555,-2.123611,5
155,8.555555,18.777779,-2.140531,5
82,12.444445,20.777779,-2.170632,5
145,0,0,0,5
58,6,17.11111,-2.085342,5
152,0.777778,2.888889,-2.007351,5
85,15.333333,23.88889,-2.160912,5
134,0,3.111111,-2.094395,5
113,17.222223,22.777779,-2.125693,5
89,0,0,0,5
105,13.111111,13.777778,-2.161571,5
141,0,1.111111,-2.094395,5
145,2.111111,7.111111,-2.036506,5
94,11.444445,27.777779,-2.159466,5
135,0,5.222222,-1.822214,5
140,0.222222,1.111111,-2.094395,5
135,0,0.888889,-2.094395,5
152,0,0,0,5
137,0,5.222222,-2.056155,5
110,28.333334,23.11111,-2.187242,5
34,11.555555,19.666666,-2.162383,5
104,16.88889,19,-2.150638,5
139,2.111111,13.111111,-2.127586,5
85,15.333333,23.88889,-2.160912,5
61,6.111111,16.666666,-2.121837,5
139,0,5.555555,-1.803071,5
129,0,0,0,5
88,4.666667,14.666667,-2.035769,5
86,8.111112,26.333334,-2.120153,5
142,0.888889,5.555555,-2.094395,5
63,3.666667,13.444445,-2.04457,5
148,0,0.222222,-2.094395,5
135,0,4.666666,-2.094395,5
92,8.111112,25.444445,-2.137851,5
131,0,0,0,5
141,0,0,0,5
144,0,0,0,5
94,11.666667,25.222221,-2.142756,5
151,0,0.666667,-2.094395,5
86,16.88889,24.333334,-2.178281,5
83,13.444445,23.444445,-2.143761,5
115,0.333333,5,-2.065536,5
141,0,0.222222,-2.094395,5
94,15.888889,25.666666,-2.084893,5
90,7.555555,14.888889,-2.067026,5
152,0.333333,2.666667,-2.094395,5
95,5.333334,9.444445,-1.749258,5
90,13.222222,22.777779,-2.12273,5
94,0.111111,6.111111,-2.071242,5
135,1,9.333333,-1.958546,5
152,0,0,0,5
138,0,6,-1.949167,5
145,0.111111,2,-1.920944,5
94,15.888889,25.666666,-2.084893,5
89,14.555555,21.222221,-2.102295,5
134,22.333334,32.22222,-2.21646,5
62,3.666667,15.111111,-2.034152,5
115,25.222221,31.88889,-2.218655,5
131,0,1.333333,-2.094395,5
147,0,0,0,5
147,0,0,0,5
135,0.111111,5.777778,-1.880724,5
116,13.777778,19.11111,-2.121175,5
145,0,0,0,5
95,5.333334,9.444445,-1.749258,5
144,0,0,0,5
64,3.111111,13.888889,-2.015428,5
91,8.222222,25.555555,-2.147571,5
99,11.444445,24.88889,-2.112503,5
108,11.666667,18.11111,-2.127161,5
141,3,11.444445,-2.075071,5
144,0,0,0,5
131,0.111111,6.333334,-1.871048,5
137,0.111111,3.111111,-2.007606,5
89,6,13.666667,-2.043884,5
114,12.111111,26.444445,-2.141659,5
134,5,12.777778,-2.138459,5
148,0,0,0,5
116,19.444445,24.11111,-2.104978,5
135,22.11111,31.666666,-2.211986,5
41,0.333333,1.555556,-1.84512,5
136,0.888889,10,-2.130339,5
108,13.777778,19.555555,-2.117648,5
155,6.222222,13.222222,-2.147622,5
105,23.666666,21.777779,-2.192406,5
93,13.444445,27.555555,-2.110457,5
113,25.777779,19.666666,-2.236251,5
116,0.333333,8.777778,-2.018925,5
141,0,3.222222,-1.921217,5
135,0,2.888889,-2.094395,5
135,4.222222,12.666667,-2.125516,5
94,0.111111,6.111111,-2.071242,5
116,26.666666,21.88889,-2.177507,5
143,0,0,0,5
154,1,3.444444,-1.905927,5
109,18.333334,20.777779,-2.082762,5
63,6.555555,15.111111,-2.121837,5
119,6.333334,15.111111,-2.142708,5
150,0,0,0,5
68,1.888889,1.777778,-1.861154,5
93,0,0,0,5
96,15.111111,26.555555,-2.086083,5
112,19.333334,25.88889,-2.085248,5
88,8.111112,26.555555,-2.136677,5
137,1.444444,9.666667,-2.075071,5
140,2,5.333334,-1.853161,5
131,0,0,0,5
94,6.222222,18.333334,-2.12934,5
110,24.444445,33.444443,-2.182018,5
34,11.555555,19.666666,-2.162383,5
82,12.111111,19.333334,-2.102722,5
130,0.777778,4.111111,-1.959823,5
93,0.888889,9,-2.075071,5
67,0.333333,1.111111,-1.512684,5
36,4.777778,16.444445,-2.097293,5
133,0.111111,6,-1.822563,5
155,6.666666,12.444445,-2.079296,5
154,2.666667,10.111111,-2.095813,5
139,2.888889,13,-2.04457,5
111,25.777779,21.444445,-2.202667,5
111,16.222223,20.666666,-2.153719,5
105,19.444445,20.555555,-2.125548,5
112,12.555555,23.11111,-2.133313,5
149,0,0,0,5
118,16.11111,21.444445,-2.14718,5
114,24.11111,21.777779,-2.196423,5
109,26.333334,23.11111,-2.226161,5
90,4.333334,14.777778,-1.989546,5
93,10.555555,25.88889,-2.102707,5
104,16.555555,19.444445,-2.128231,5
79,11.444445,19.11111,-2.175843,5
142,0,7,-2.056155,5
154,0,0,0,5
89,13.444445,22.666666,-2.129746,5
145,0.111111,2,-1.920944,5
65,6.333334,16.222221,-2.121878,5
114,21.777779,26.555555,-2.15274,5
111,12.333333,23,-2.100671,5
144,0.111111,2,-2.094395,5
152,0.777778,3.111111,-2.000272,5
93,15.666667,27,-2.136215,5
130,0,0,0,5
64,5.333334,13.666667,-1.965246,5
133,0,3.555556,-2.094395,5
91,11.333333,19.666666,-2.128465,5
34,10.555555,21.444445,-2.162872,5
119,24.88889,32.555557,-2.187781,5
12,3.555556,15.222222,-2.057978,5
154,0.222222,2.444444,-1.919639,5
152,0.666667,4.111111,-1.933239,5
137,1.888889,10.222222,-2.058451,5
112,27,36.11111,-2.244772,5
148,1,4.333334,-2.04515,5
139,0,7.777778,-2.094395,5
133,0,1.777778,-2.094395,5
154,0,1.555556,-2.094395,5
134,0.666667,7.666666,-2.013143,5
137,20.777779,33.666668,-2.213033,5
144,0.111111,2.888889,-1.986938,5
107,12.666667,27.11111,-2.159464,5
131,0.666667,4.111111,-2.051344,5
61,4.222222,16,-2.068204,5
140,2.666667,1.333333,-2.094395,5
138,1.666667,11,-2.071242,5
114,12.444445,24,-2.149073,5
149,0,0,0,5
152,0,0,0,5
133,6.666666,20.444445,-2.138743,5
115,20,19.444445,-2.14867,5
134,0.333333,7,-2.013143,5
137,0.555556,6.333334,-2.071242,5
57,13.888889,16.555555,-2.370613,5
138,9.111111,21.11111,-2.172099,5
62,0,0,0,5
144,0,0,0,5
62,3.777778,15,-2.048717,5
115,11.333333,22.444445,-2.151625,5
120,18.444445,21.333334,-2.177417,5
107,24.777779,22,-2.201495,5
80,11.777778,17.555555,-2.138901,5
129,1.888889,0.777778,-1.101394,5
110,2.444444,9.666667,-2.021228,5
112,25.777779,22.11111,-2.200156,5
