@relation segment

@attribute Region-centroid-row numeric
@attribute Rawred-mean numeric
@attribute Exred-mean numeric
@attribute Value-mean numeric
@attribute Hue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
42,128.11111,-21.555555,146.44444,-2.282217,2
18,114,-34.88889,142,-2.352184,2
15,119.666664,-31.444445,145.33334,-2.32497,2
28,96.111115,-46.22222,131.22223,-2.425992,2
81,77.22222,-44.88889,118.44444,-2.187399,2
71,96.666664,-27,122.44444,-2.143159,2
66,111,-34.666668,139.77779,-2.307094,2
47,82.55556,-43.666668,121.44444,-2.223218,2
39,116.55556,-32.88889,142.88889,-2.352961,2
113,124.666664,-25.333334,145.66667,-2.309551,2
29,119.22222,-27.666666,142.88889,-2.271128,2
77,128.55556,-22.11111,147.33334,-2.277146,2
74,89.111115,-38.22222,123.22222,-2.220553,2
42,117,-30.11111,141.77779,-2.31442,2
58,77.333336,-47.444443,118.77778,-2.246316,2
65,111.666664,-34,140,-2.303991,2
47,127.44444,-22,145.77777,-2.30244,2
90,105.888885,-22.777779,128.55556,-2.097815,2
99,79,-43.22222,118,-2.207756,2
16,99.111115,-38.11111,131.11111,-2.293933,2
15,123,-27.666666,145.33334,-2.341041,2
32,99.22222,-38.444443,132.55556,-2.255674,2
34,113.666664,-35.444443,142,-2.357272,2
41,130.66667,-19.444445,147.22223,-2.268529,2
62,100.666664,-28.555555,127.111115,-2.178149,2
58,96.333336,-38.22222,126.44444,-2.375207,2
29,119,-28.444445,142.77777,-2.29776,2
99,79,-43.22222,118,-2.207756,2
18,102.44444,-35.11111,132.33334,-2.278452,2
50,109.22222,-35.88889,138.88889,-2.312305,2
57,84,-43.77778,121.55556,-2.264402,2
64,77.22222,-46.77778,118.666664,-2.228939,2
21,115.77778,-33,141.88889,-2.370372,2
92,74.888885,-46.333332,115.44444,-2.242802,2
20,114,-33,140.55556,-2.348006,2
39,102.55556,-32.444443,132,-2.198158,2
133,0,0,0,0,3
89,0.111111,-6.555555,6.444445,-2.123905,3
73,1.777778,-9.222222,9.666667,-2.268176,3
118,0,-0.111111,0.111111,-2.094395,3
144,0,-3,3,-2.094395,3
111,0,-4,4,-2.094395,3
137,0,-2.333333,2.222222,-2.123254,3
120,0.222222,-5.111111,4.444445,-2.298085,3
95,1,-10.888889,9.222222,-2.429449,3
90,4.777778,-12.666667,15.666667,-2.266389,3
121,0.777778,-8.777778,7.777778,-2.351514,3
107,0.333333,-5.666666,5.333334,-2.226355,3
136,6.666666,-16.555555,20.88889,-2.268991,3
142,0,-0.111111,0.111111,-2.094395,3
96,1,-8.333333,8,-2.268209,3
141,7.888889,-14.333333,18.555555,-2.451571,3
124,0,-2,2,-2.094395,3
133,0,0,0,0,3
122,0.555556,-5.111111,5.222222,-2.173204,3
87,12.222222,-14.666667,23.444445,-2.418074,3
95,0.777778,-7.111111,7.444445,-2.151958,3
145,0.333333,-1.555556,1.444444,-2.53095,3
73,20.555555,-42.444443,57.333332,-2.255561,3
125,0,-4.111111,3.888889,-2.130339,3
75,29.777779,-24.777779,50.666668,-2.284187,3
113,17.11111,-32.333332,44.22222,-2.29665,3
118,0,-2.111111,2,-2.132635,3
125,12.444445,-11.888889,25.333334,-1.793403,3
124,7.555555,-21.333334,24.11111,-2.396682,3
106,0.333333,-5.555555,4.888889,-2.274071,3
136,0.111111,-1.777778,1.888889,-2.094395,3
103,0.111111,-6.111111,5.666666,-2.185466,3
107,7.333334,-6.555555,12.222222,-2.492965,3
97,0.111111,-6,5.555555,-2.191382,3
137,2.555556,-7.333334,9,-2.193967,3
124,0,-2,2,-2.094395,3
80,60.333332,-25.333334,79.55556,-2.434193,3
83,9,-16.11111,22.666666,-2.274205,3
138,0.111111,-0.555556,0.666667,-2.094395,3
146,0,0,0,0,3
117,0.222222,-3.333333,3.555556,-2.094395,3
120,0,-3,3,-2.094395,3
127,0,-1.888889,1.888889,-2.094395,3
111,2.222222,-8,9.111111,-2.216473,3
137,0,-2,2,-2.094395,3
111,0,-3.888889,3.555556,-2.139494,3
126,0.444444,-3.222222,3.555556,-2.107303,3
121,8.888889,-25,29.222221,-2.335871,3
136,9,-19.555555,25.333334,-2.307511,3
119,12.222222,-25.11111,33.666668,-2.268148,3
107,0.222222,-4.666666,4.555555,-2.146531,3
72,1.555556,-8.888889,9.444445,-2.216721,3
122,14.222222,-17.777779,31.11111,-2.06017,3
138,2,-9.555555,9.333334,-2.406809,3
135,0,-2.888889,2.777778,-2.117548,3
88,0.666667,-7.888889,7.666666,-2.216544,3
144,0,-3.444444,3.444444,-2.094395,3
114,0.777778,-2.888889,3.888889,-2.02703,3
137,0.222222,-2.777778,2.666667,-2.200588,3
127,1.333333,-7.444445,6.777778,-2.474562,3
119,0,-4.333334,4.222222,-2.11372,3
136,16.88889,-7.666666,26.666666,-1.61572,3
143,0,-1.222222,1.222222,-2.094395,3
66,32.333336,-22.666666,49.555557,-2.43063,3
69,6.888889,-12.555555,16,-2.481874,3
141,0.111111,-4.333334,3.666667,-2.285991,3
83,2.222222,-12.111111,11.888889,-2.345005,3
81,33.11111,-26.444445,55.555557,-2.274461,3
137,0,-0.666667,0.666667,-2.094395,3
91,0.555556,-8.111111,8,-2.186723,3
140,6,-11.777778,15.111111,-2.417818,3
135,0,-0.666667,0.666667,-2.094395,3
127,10.888889,-16.444445,26.444445,-2.035808,3
144,0.111111,-7.222222,6.555555,-2.212162,3
115,0.333333,-7.222222,6.222222,-2.321865,3
85,2.111111,-5.888889,6.777778,-2.369864,3
136,0,0,0,0,3
96,1.111111,-8.111111,8.555555,-2.186234,3
126,0.555556,-7.222222,6.555555,-2.289097,3
122,3.333333,-9.888889,11.333333,-2.349017,3
113,0,-2.888889,2.777778,-2.123254,3
145,0.666667,-4.222222,3.555556,-2.569768,3
120,0.111111,-4.222222,4.111111,-2.133095,3
116,0.222222,-5.222222,5,-2.163434,3
114,0.111111,-5.222222,4.666667,-2.222661,3
76,8.444445,-15.222222,19.444445,-2.523325,3
119,0.111111,-3.333333,3.222222,-2.133095,3
126,0.555556,-6.666666,5.222222,-2.536514,3
83,19.777779,-10.555555,28.555555,-2.321343,3
80,2.888889,-12.555555,12.444445,-2.417517,3
132,0,-1.111111,1.111111,-2.094395,3
73,2.333334,-10.444445,10.666667,-2.355641,3
124,0.222222,-6.888889,6.111111,-2.267462,3
77,1.222222,-11.333333,10.222222,-2.354881,3
93,2,-9,9.333334,-2.329423,3
124,1.444444,-4.666666,5.888889,-2.118937,3
131,0,-1.555556,1.555556,-2.094395,3
88,3.555556,-12.666667,13.333333,-2.394493,3
138,9.888889,-19.88889,24.777779,-2.439538,3
81,14,-22,30.555555,-2.438409,3
118,0,-2.777778,2.555556,-2.17128,3
95,0.666667,-4.777778,3.888889,-2.552724,3
137,3.111111,-13.555555,13.888889,-2.360782,3
136,0.111111,-3,3,-2.110974,3
147,6.444445,-3.777778,9.888889,-2.064514,3
108,0.555556,-3.888889,3.333333,-2.463852,3
95,2.333334,-12.444445,12.555555,-2.322295,3
129,0,-1.555556,1.555556,-2.094395,3
114,18.333334,-34.444443,47.22222,-2.295381,3
125,1.555556,-7.111111,7.777778,-2.234241,3
128,0,-2.222222,2.222222,-2.094395,3
121,9.555555,-16.222221,23.444445,-2.235355,3
99,3.444444,-9.888889,11.555555,-2.318885,3
64,24.666666,-19,38,-2.593825,3
124,0,-2.666667,2.444444,-2.16176,3
115,8.444445,-19,22.88889,-2.45904,3
98,0.555556,-4.444445,3.555556,-2.548898,3
133,0,-2.888889,2.777778,-2.123254,3
115,18.444445,-22.777779,39,-2.090649,3
123,0,-2.111111,2,-2.123254,3
102,0.555556,-8.444445,7.666666,-2.275159,3
145,0.333333,-1.555556,1.444444,-2.53095,3
109,2.555556,-9.333333,9.666667,-2.413992,3
120,10.555555,-25.555555,33.11111,-2.231261,3
81,7.666666,-14.444445,18.88889,-2.388561,3
130,0.111111,-3.777778,3.333333,-2.239029,3
110,9.222222,-24,29,-2.321226,3
90,2.555556,-7.333334,7.333334,-2.639389,3
139,16,-6.222222,23.88889,-1.702833,3
125,11.111111,-22.333334,30.666666,-2.241956,3
105,35.77778,-21.222221,52.666668,-2.380238,3
107,4.888889,-11.444445,14.555555,-2.280146,3
123,0,-3.444444,3.444444,-2.094395,3
112,0,-0.444444,0.444444,-2.094395,3
91,1.888889,-11.222222,10.666667,-2.383949,3
122,8,-24.444445,28.333334,-2.305989,3
126,5.222222,-17.88889,20,-2.313534,3
104,14.888889,-11.222222,23.444445,-2.42507,3
132,0.111111,-1.888889,2,-2.094395,3
84,1.555556,-9,9,-2.305729,3
128,10.111111,-19.11111,25.88889,-2.3163,3
85,3.555556,-13.888889,14.888889,-2.329093,3
132,0.666667,-3.888889,4.222222,-2.152432,3
134,0,-0.111111,0.111111,-2.094395,3
97,0.555556,-6.222222,5.888889,-2.269023,3
119,2.111111,-6.777778,6.777778,-2.587228,3
143,0.888889,-9.888889,9.444445,-2.257412,3
102,0.666667,-6.666666,6.333334,-2.261719,3
116,0.333333,-5.555555,5.111111,-2.24908,3
130,0,-2.333333,2.333334,-2.094395,3
139,0,-1.333333,1.333333,-2.094395,3
143,0.888889,-9.888889,9.444445,-2.257412,3
76,3.777778,-13.444445,13.333333,-2.520215,3
95,2.222222,-8.888889,9.444445,-2.326455,3
116,11.777778,-20.88889,29.555555,-2.259967,3
70,13.666667,-14.777778,23.88889,-2.589111,3
113,0.111111,-3.888889,3.444444,-2.237562,3
99,1.111111,-9.111111,9,-2.255673,3
122,0,-4.777778,4.444445,-2.153599,3
91,2.444444,-11.444445,12.111111,-2.282744,3
93,3.222222,-10.666667,11.888889,-2.332766,3
117,0,0,0,0,3
90,2.555556,-6.333334,6.222222,-3.044175,3
109,1.444444,-8.555555,8.444445,-2.283787,3
120,1.111111,-7.222222,6.555555,-2.433795,3
120,0.111111,-3.666667,3.333333,-2.178769,3
95,1.222222,-9.666667,9,-2.333804,3
80,6.555555,-10.444445,15.111111,-2.326257,3
110,1.444444,-7.555555,6.444445,-2.618651,3
100,4.666667,-10.444445,13.333333,-2.289874,3
96,0.888889,-8,7.777778,-2.244482,3
82,1.777778,-11.444445,10.222222,-2.451983,3
136,9,-19.555555,25.333334,-2.307511,3
95,0.888889,-7.888889,7.222222,-2.348987,3
133,0,-1.444444,1.444444,-2.094395,3
81,7.666666,-14.444445,18.88889,-2.388561,3
85,0.444444,-4,3.444444,-2.377624,3
122,10.222222,-17.88889,25.333334,-2.247266,3
98,0.333333,-3.555556,2.888889,-2.4238,3
79,24.333334,-25.333334,45.77778,-2.286295,3
90,0.888889,-7.555555,7.888889,-2.16608,3
107,4.555555,-10.222222,13,-2.291762,3
129,0,-1.555556,1.555556,-2.094395,3
75,47.444443,-22.666666,65.44444,-2.356754,3
141,0.444444,-8.444445,7.666666,-2.257122,3
91,38.444443,-17.555555,52.666668,-2.320272,3
125,0.444444,-4,3.888889,-2.237562,3
120,0,-4.333334,4,-2.156366,3
76,0.888889,-4.666666,4.666667,-2.340801,3
100,1.444444,-9.444445,9.444445,-2.28054,3
85,1.333333,-8.888889,8.888889,-2.271544,3
102,0.666667,-6.666666,6.333334,-2.261719,3
102,1,-9.111111,8.444445,-2.316112,3
93,0.555556,-7.333334,7.222222,-2.18361,3
137,0,-0.777778,0.777778,-2.094395,3
87,1.222222,-5.111111,5.666666,-2.229493,3
112,0,-1.333333,1.222222,-2.151914,3
125,0.444444,-4,3.888889,-2.237562,3
129,0,-1.555556,1.555556,-2.094395,3
139,0,-2,1.777778,-2.15073,3
126,0,-4.222222,3.666667,-2.229939,3
78,70.77778,-26.666666,91.44444,-2.411645,3
120,0,-4.777778,3.888889,-2.315721,3
125,0,-3.444444,3.111111,-2.175647,3
108,41.77778,-24.11111,61.11111,-2.360491,3
88,1.555556,-11.111111,10.111111,-2.396657,3
99,0.111111,-5.777778,5.555555,-2.149743,3
138,0,-2.333333,2.333334,-2.094395,3
87,58.77778,-26,79,-2.422127,3
132,0,-3.888889,3.444444,-2.204847,3
109,0.333333,-4.888889,4.777778,-2.146531,3
106,1,-8,7.888889,-2.255541,3
81,14,-22,30.555555,-2.438409,3
116,0.555556,-6.777778,5.666666,-2.420258,3
88,0.444444,-7,6.444445,-2.269545,3
145,9.888889,-10.666667,20.11111,-2.06232,3
140,3.777778,-13.666667,14,-2.442323,3
99,1.111111,-9.111111,9,-2.255673,3
126,4.888889,-15.888889,17.222223,-2.449839,3
115,0.555556,-6.444445,5.666666,-2.358386,3
90,0.555556,-6.777778,6.888889,-2.164323,3
91,0.444444,-6.555555,6.222222,-2.225735,3
99,0.111111,-5.777778,5.555555,-2.149743,3
101,5.777778,-13.222222,15.555555,-2.44804,3
100,0.111111,-3.333333,2.777778,-2.337096,3
111,9.666667,-25.11111,30.11111,-2.333318,3
131,0,0,0,0,3
90,0.555556,-6.777778,6.888889,-2.164323,3
124,0.111111,-3.111111,2.777778,-2.18129,3
142,0.111111,-1.333333,1.333333,-2.159563,3
133,0,-2.222222,2.222222,-2.094395,3
120,0.222222,-2.777778,3,-2.057287,3
70,16.222223,-14.444445,26.666666,-2.514204,3
127,0.555556,-6.555555,5.555555,-2.408939,3
92,8.777778,-11.666667,18.666668,-2.280561,3
127,9,-25.777779,30.11111,-2.326275,3
73,32.11111,-43.666668,70.111115,-2.251254,3
124,1.444444,-4.666666,5.888889,-2.118937,3
120,1.444444,-6.888889,7.666666,-2.180291,3
106,0,-1.666667,1.666667,-2.094395,3
103,1.888889,-5.888889,6.222222,-2.497929,3
89,0.111111,-6.555555,6.444445,-2.123905,3
130,0,-2.666667,2.555556,-2.123254,3
79,1.777778,-10.888889,10.555555,-2.339798,3
87,1.222222,-5.111111,5.666666,-2.229493,3
117,0,-3.222222,3.111111,-2.132635,3
120,10.555555,-25.555555,33.11111,-2.231261,3
116,0.888889,-6.333334,6,-2.313013,3
91,35.88889,-20.777779,52.666668,-2.346057,3
81,34.88889,-23,51.77778,-2.476481,3
124,0.222222,-6.888889,6.111111,-2.267462,3
134,3.666667,-15.111111,15.888889,-2.343004,3
95,4.777778,-14.222222,15.444445,-2.445012,3
109,7,-18.88889,22.333334,-2.344093,3
122,0,-1.666667,1.222222,-2.444563,3
87,58.77778,-26,79,-2.422127,3
115,3.555556,-12,12.888889,-2.390992,3
79,2,-8.555555,9.222222,-2.288981,3
123,0,-4.555555,4.222222,-2.164094,3
130,0.444444,-5.888889,5,-2.366216,3
142,1.666667,-6.555555,7.222222,-2.280603,3
80,17.333334,-18.88889,31.666666,-2.431513,3
122,0,-1,1,-2.094395,3
109,1.444444,-8.555555,8.444445,-2.283787,3
71,25.555555,-18.88889,40.22222,-2.401825,3
122,0,-1.666667,1.222222,-2.444563,3
124,0,-3.222222,3.222222,-2.094395,3
75,47.444443,-22.666666,65.44444,-2.356754,3
106,0.444444,-5.888889,6.111111,-2.133095,3
123,0,-3.555556,3.333333,-2.142674,3
77,3.222222,-13.444445,13.111111,-2.467493,3
144,0,-3.444444,3.444444,-2.094395,3
102,10.111111,-12.777778,20.222221,-2.378944,3
105,1.666667,-7.444445,8.333334,-2.205437,3
89,5.777778,-14.111111,17.11111,-2.356793,3
98,0,-4.222222,4.111111,-2.11372,3
121,1.111111,-6.888889,6,-2.519165,3
129,0,-1.555556,1.555556,-2.094395,3
102,37.444443,-19.777779,52.666668,-2.416817,3
123,0.222222,-3.777778,3.666667,-2.16176,3
110,0.111111,-5.111111,4.888889,-2.152507,3
123,0.111111,-2.888889,2.666667,-2.16921,3
138,0.111111,-3.111111,2.777778,-2.219242,3
110,0.111111,-4.666666,4.444445,-2.155984,3
120,3.333333,-10.888889,12.777778,-2.240133,3
91,1.111111,-7.666666,8,-2.217735,3
92,3.222222,-12.666667,12.666667,-2.452176,3
124,4.111111,-10.444445,12.888889,-2.265747,3
107,13,-28.666666,36,-2.354617,3
68,38.555557,-25.88889,60.11111,-2.308656,3
103,0.111111,-6.111111,5.666666,-2.185466,3
121,1.111111,-6.888889,6,-2.519165,3
91,0.555556,-8.111111,8,-2.186723,3
112,1.111111,-8.111111,7.222222,-2.435718,3
94,3.222222,-8,7.777778,-2.869948,3
80,17.333334,-18.88889,31.666666,-2.431513,3
115,0.222222,-5,4.666667,-2.216604,3
73,38.77778,-14.222222,53,-2.096415,4
116,42.333336,-13.444445,56.555557,-2.038624,4
17,40.333336,-12.777778,54,-2.030048,4
102,37,-17.333334,54.444443,-2.088579,4
103,56,-15.777778,73.44444,-2.00292,4
67,57.11111,-22.88889,80.44444,-2.076662,4
98,31,-8.888889,41,-1.96031,4
17,62.444443,-24.222221,86.55556,-2.098521,4
147,20.88889,-19.222221,38.666668,-2.174468,4
128,46.333332,-20.777779,67.111115,-2.091927,4
116,29.11111,-12.222222,41.666668,-2.068113,4
77,30.222221,-7.666666,37.666668,-2.12336,4
124,49.444443,-14.666667,65.22222,-2.030079,4
44,42.88889,-14.777778,58,-2.070466,4
125,52.555557,-25.11111,76.44444,-2.145045,4
80,36.333336,-10.111111,48.22222,-1.962646,4
48,38.77778,-9.888889,49.88889,-2.003259,4
90,57.666668,-22.555555,79.77778,-2.108813,4
119,40.666668,-14.888889,56,-2.064038,4
121,28.666666,-11.111111,40.555557,-2.024268,4
134,41.88889,-21.11111,63.11111,-2.086914,4
32,54.22222,-15.777778,70.88889,-2.042422,4
78,41.11111,-8.111111,51.88889,-1.886072,4
137,34.88889,-6.111111,42.333336,-1.940975,4
139,12.444445,-11.777778,23.666666,-2.118223,4
65,52.666668,-12.111111,64.44444,-1.970812,4
104,52.77778,-13.666667,68.22222,-1.985221,4
125,37.22222,-18,55,-2.096474,4
81,39.444443,-10.444445,51.555557,-1.970422,4
42,24.444445,-11.444445,36.22222,-2.061006,4
119,36.22222,-10.888889,48.22222,-2.006,4
42,32.77778,-14,47.77778,-2.029552,4
108,36,-12,48.22222,-2.080474,4
104,59.77778,-16.555555,78,-2.007832,4
68,52,-14.333333,68.22222,-1.984308,4
132,29.555555,-17,45.666668,-2.146969,4
102,53.444443,-14.333333,69.66667,-1.985584,4
93,54.77778,-24.222221,79.22222,-2.083715,4
161,5.555555,-4.777778,10.888889,-1.996307,4
103,52.22222,-20,72.66667,-2.071134,4
106,34.11111,-10.777778,45.77778,-2.010178,4
157,16.88889,-13.666667,30,-2.1343,4
42,39.555557,-15,54.11111,-2.120131,4
64,53.666668,-25,78.111115,-2.118087,4
65,52.666668,-12.111111,64.44444,-1.970812,4
38,50,-24,74.333336,-2.078504,4
123,48,-14.444445,64.111115,-1.994105,4
131,30.666666,-15.111111,45.77778,-2.089186,4
65,50.444443,-21.88889,72.66667,-2.077647,4
107,46.22222,-10.777778,58.333332,-1.991445,4
135,63.666668,-18.777779,83.888885,-2.024945,4
110,46.11111,-13.666667,60.444443,-2.032518,4
87,55.77778,-24.777779,80.333336,-2.105073,4
105,45.666668,-13.555555,60.88889,-1.991964,4
149,13.444445,-10.111111,23.777779,-2.069251,4
89,51,-23.777779,74.44444,-2.108757,4
120,44.88889,-13.555555,59.333332,-2.035243,4
45,48.11111,-14.888889,63.77778,-2.045905,4
126,33.555557,-7.888889,43,-1.942179,4
68,38.333336,-0.777778,42.333336,-1.624846,4
133,41.555557,-21.333334,62.555557,-2.111789,4
148,21.444445,-22.88889,41.555557,-2.237972,4
62,57.444443,-28,84.66667,-2.124459,4
121,46.88889,-20.333334,66.88889,-2.110233,4
160,18.222221,-13.888889,31.555555,-2.138726,4
77,37.22222,-9,48.22222,-1.932066,4
122,29.222221,-14.888889,44.333332,-2.074838,4
101,56.88889,-22.444445,79.44444,-2.08957,4
128,32.11111,-10.444445,43.77778,-1.981846,4
87,37.88889,-16.333334,54.88889,-2.050388,4
120,35.444447,-11.666667,47.77778,-2.046753,4
21,59.333332,-19.666666,79.22222,-2.072158,4
84,7.333334,-4.666666,11.777778,-2.13694,4
123,14.777778,-20.555555,34.22222,-2.149759,4
102,47.11111,-13.666667,62.333332,-1.99488,4
134,37.11111,-22.777779,58.22222,-2.175349,4
121,37.444443,-10.777778,49.444443,-1.995536,4
146,8,-7.777778,15.666667,-2.108911,4
80,36.333336,-10.111111,48.22222,-1.962646,4
35,61.77778,-23,85.333336,-2.0742,4
100,51.555557,-16.777779,69.66667,-2.024061,4
73,40.555557,-5.111111,47.333332,-1.893495,4
78,41.11111,-8.111111,51.88889,-1.886072,4
139,42.555557,-17,60.444443,-2.044238,4
158,7,-4.333334,12.222222,-1.943449,4
103,30.777779,-14.555555,45.22222,-2.102607,4
117,39.555557,-19,58.444443,-2.09948,4
38,58.22222,-19.222221,78.44444,-2.038824,4
158,7.111111,-3.777778,11.777778,-1.904651,4
50,57.333332,-23.333334,80.333336,-2.107785,4
129,54.22222,-24.555555,78,-2.126989,4
87,28.222221,-10.444445,39.444443,-2.013382,4
124,35.77778,-15.444445,51.444443,-2.076967,4
123,52.555557,-14.777778,68.55556,-2.021502,4
124,49,-14.333333,64.44444,-2.017379,4
17,63.333332,-23.555555,87.333336,-2.075161,4
94,61.11111,-21,82.66667,-2.068537,4
70,36.444443,-10.555555,48.333332,-1.990412,4
133,19.88889,-4.666666,25.777779,-1.90381,4
104,48.88889,-20.555555,69.55556,-2.08549,4
57,59.444443,-18.777779,79.44444,-2.030703,4
130,9.888889,-9.444445,18.88889,-2.137371,4
152,20.333334,-18.666666,37.666668,-2.165731,4
32,54.22222,-15.777778,70.88889,-2.042422,4
154,14.888889,-14.444445,28.555555,-2.142529,4
112,52.22222,-20.777779,73.333336,-2.078463,4
126,16.11111,-13.333333,28.666666,-2.158805,4
87,55.77778,-24.777779,80.333336,-2.105073,4
95,42.88889,-11.888889,56.333332,-1.970802,4
18,59,-27.88889,86.111115,-2.123641,4
105,41.22222,-13.555555,56.333332,-1.996082,4
158,16.777779,-12.777778,29,-2.142701,4
104,58.22222,-16.222221,76.55556,-1.986567,4
154,21.555555,-19.777779,39.555557,-2.191073,4
102,53.444443,-14.333333,69.66667,-1.985584,4
83,60.22222,-18.11111,79.66667,-2.027771,4
127,38,-8.222222,48.22222,-1.908348,4
125,39.11111,-11.111111,51.77778,-1.973025,4
111,56.444443,-17.444445,75.333336,-2.014126,4
120,44.77778,-9.222222,56.333332,-1.910735,4
81,51.88889,-22.666666,74.44444,-2.09885,4
99,51.88889,0,56,-1.567463,4
122,51.555557,-27.555555,78.22222,-2.128423,4
95,47.444443,-24.555555,71.66667,-2.107858,4
45,48.11111,-14.888889,63.77778,-2.045905,4
77,51.11111,-24,74,-2.143048,4
101,39,-18.11111,57.11111,-2.094303,4
109,36.11111,-17.11111,53.666668,-2.068644,4
128,42.666668,-21.777779,64.22222,-2.102441,4
65,53.77778,-19.11111,73.888885,-2.041901,4
103,58.333332,-18.333334,78.111115,-2.022581,4
43,54.88889,-29.444445,82.55556,-2.160551,4
107,49.444443,-13.666667,64.44444,-2.003607,4
140,23.444445,-9,32.333336,-2.100487,4
123,15.666667,-10.888889,26.333334,-2.115734,4
123,41.11111,-11.111111,53.77778,-1.978328,4
80,37.77778,-8.222222,47.666668,-1.942698,4
65,53.666668,-20.88889,74.55556,-2.091037,4
120,44.77778,-9.222222,56.333332,-1.910735,4
78,59.666668,-30.222221,88.44444,-2.145541,4
83,46,-11.555555,59.555557,-1.958524,4
107,26.88889,-7,35.88889,-1.877159,4
15,61,-27.222221,87.44444,-2.124981,4
25,39.555557,-15.777778,55,-2.11881,4
125,50.22222,-24,73.77778,-2.112723,4
98,47.555557,-15.888889,64.66667,-2.025773,4
57,60,-31.11111,90.111115,-2.128801,4
132,33.22222,-16.666666,49.22222,-2.129523,4
83,23.333334,-9.555555,33.22222,-2.063242,4
127,39.444443,-17.444445,57.333332,-2.061036,4
88,57.88889,-28.11111,85,-2.132027,4
154,25.11111,-23.666666,46.555557,-2.20265,4
80,51.22222,-21.333334,72.111115,-2.116351,4
108,52.666668,-16.222221,69.55556,-2.053869,4
97,46,-5.888889,54.333332,-1.840735,4
70,53.444443,-23,77,-2.070832,4
77,54.22222,-16,71.333336,-2.030875,4
126,52.333332,-16.444445,70.44444,-2.006029,4
100,50.333332,-15.111111,66.88889,-2.00619,4
20,56.444443,-26.222221,81.66667,-2.133031,4
147,20.555555,-20,38.666668,-2.204575,4
19,38,-21.555555,58.77778,-2.133676,4
130,15.777778,-16.777779,31.88889,-2.134924,4
64,35.22222,-14.333333,50.11111,-2.030269,4
98,24.88889,-11.666667,37.11111,-2.04294,4
78,27.11111,-9.555555,37.444443,-2.017779,4
71,37.88889,-1.444444,42.11111,-1.675919,4
82,34.555557,-13,48.444443,-2.028043,4
119,36.22222,-10.888889,48.22222,-2.006,4
35,32.333336,-15.777778,47.444443,-2.138762,4
108,41.22222,-13.111111,55.444443,-2.015554,4
46,53.22222,-27.333334,79.111115,-2.152304,4
135,28.555555,-12.444445,41,-2.093203,4
146,16.777779,-13.777778,29.666666,-2.164971,4
105,60,-16.666666,78.77778,-1.989475,4
147,5.777778,-1.444444,8.666667,-1.584341,4
48,35.444447,-16.222221,52.444443,-2.048732,4
159,20.333334,-0.555556,22.333334,-1.596679,4
28,53.444443,-26.88889,79.111115,-2.144507,4
73,54,-14.444445,70.111115,-1.996907,4
125,61.11111,-15.444445,79.111115,-1.9632,4
160,18.222221,-13.888889,31.555555,-2.138726,4
13,60.666668,-29.11111,88.111115,-2.154989,4
125,32.333336,-15.333333,47.555557,-2.100687,4
159,25.222221,-2.666667,29.555555,-1.802554,4
111,25.444445,-12.444445,38.22222,-2.064723,4
73,43,-2.555556,48.77778,-1.720441,4
69,53.444443,-18.333334,73.22222,-2.022861,4
33,31.333334,-13.444445,45.555557,-2.030428,4
73,45.666668,-1.888889,51.11111,-1.681589,4
97,46,-5.444445,54.11111,-1.836777,4
127,35.88889,-1.888889,41,-1.67677,4
79,42.88889,-8.777778,53.88889,-1.918888,4
157,18.222221,-14.777778,32,-2.169368,4
24,42.333336,-20.555555,61.22222,-2.186797,4
90,57.666668,-22.555555,79.77778,-2.108813,4
146,18.11111,-13.888889,31.555555,-2.124871,4
78,25.11111,-15.222222,40.333336,-2.066695,4
140,17.88889,-15.333333,32.22222,-2.167262,4
36,56.555557,-29.444445,84.77778,-2.138581,4
136,2.888889,-5.888889,8.555555,-2.123905,4
116,25,-13.333333,38.333336,-2.090781,4
125,41.666668,-5.111111,49,-1.840579,4
66,40.555557,-3.222222,46.333332,-1.748546,4
124,36.77778,-20.222221,56.333332,-2.127801,4
116,52.444443,-25.666666,76.44444,-2.161793,4
124,35.88889,-8.111111,46.22222,-1.907502,4
78,31.333334,-14.333333,46,-2.053834,4
126,16.11111,-13.333333,28.666666,-2.158805,4
89,27.333334,-13.111111,41,-2.046542,4
118,50.11111,-14.888889,66.333336,-2.007117,4
109,42.555557,-20.555555,62.88889,-2.105478,4
76,36,-18.88889,54.11111,-2.139002,4
124,39.22222,-11.777778,52.666668,-1.980977,4
162,8,-6.111111,14.555555,-2.029312,4
111,30.333334,-11.333333,42.22222,-2.005742,4
111,51.333332,-19.333334,71.66667,-2.045165,4
140,24.88889,-8.333333,33.555557,-2.05389,4
68,49.22222,-21.222221,71,-2.069541,4
100,50.333332,-15.111111,66.88889,-2.00619,4
66,47.77778,-11.444445,61.22222,-1.961254,4
96,54.444443,-22.444445,77,-2.089105,4
76,28.666666,-3.444444,33.444447,-1.903624,4
146,36.88889,-18.777779,55.88889,-2.081842,4
156,16.777779,-12.666667,29.222221,-2.109365,4
105,41.22222,-13.555555,56.333332,-1.996082,4
44,50.11111,-25.666666,75.55556,-2.102652,4
133,32,-14.333333,46.333332,-2.091572,4
53,36.88889,-10.666667,48.666668,-2.00456,4
138,63.88889,-16.777779,82.55556,-1.999045,4
147,43.77778,-18,62.444443,-2.056377,4
34,46.22222,-24.11111,70.333336,-2.09452,4
