@relation segment

@attribute Region-centroid-row numeric
@attribute Intensity-mean numeric
@attribute Exred-mean numeric
@attribute Exgreen-mean numeric
@attribute Hue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
71,125.96296,-31.222221,-13.555555,-2.339758,2
27,122.666664,-33.333332,-14.666667,-2.334512,2
94,95.296295,-43.22222,-28.555555,-2.227114,2
89,106.07407,-38.88889,-19.222221,-2.306204,2
86,105.77778,-38.666668,-16.333334,-2.343789,2
39,113.37037,-32.444443,-23.444445,-2.198158,2
64,92.81481,-46.77778,-30.777779,-2.228939,2
50,109.25926,-46.11111,-17.11111,-2.37202,2
62,123.48148,-33.444443,-14.111111,-2.343404,2
26,112.22222,-41.666668,-14.333333,-2.38614,2
33,124.55556,-34,-15,-2.333537,2
15,129.25926,-32.77778,-11.444445,-2.38244,2
40,127.40741,-29.88889,-14.555555,-2.308766,2
79,107.74074,-41.555557,-14.888889,-2.377965,2
92,90.333336,-46.333332,-29,-2.242802,2
14,112.74074,-41.22222,-12.555555,-2.408968,2
41,113.40741,-28.555555,-24.88889,-2.139822,2
30,112.96296,-40.88889,-13.555555,-2.395064,2
43,125.25926,-28.777779,-16.11111,-2.270653,2
96,90.81481,-44.444443,-30.11111,-2.219979,2
50,107.44444,-38.333332,-16.666666,-2.337296,2
43,107.14815,-39.11111,-24.11111,-2.247952,2
31,126.85185,-33.88889,-14.888889,-2.334831,2
25,112.22222,-43.333332,-14,-2.396894,2
15,132.22223,-27.666666,-11.666667,-2.341041,2
65,123,-34,-17,-2.303991,2
83,90.62963,-48.22222,-30.555555,-2.239053,2
109,102.48148,-39.11111,-20.11111,-2.297546,2
35,136.48148,-15.777778,-13.444445,-2.146845,2
46,107.51852,-40.88889,-23.222221,-2.270851,2
45,121.51852,-31.222221,-16.222221,-2.292668,2
18,138.62962,-15.888889,-10.888889,-2.214612,2
58,122.25926,-35.444443,-14.111111,-2.357271,2
18,112.111115,-44.666668,-10.333333,-2.45498,2
21,126.81481,-35.444443,-12.777778,-2.377814,2
74,101.85185,-38.22222,-25.88889,-2.220553,2
41,135.22223,-20.333334,-11.666667,-2.270225,2
57,100.44444,-42.666668,-22.666666,-2.288131,2
45,122.85185,-36.88889,-14.555555,-2.35936,2
58,110.37037,-38.11111,-15.111111,-2.357271,2
19,127.51852,-32.88889,-13.888889,-2.344188,2
17,130.2963,-28.555555,-12.222222,-2.339493,2
27,136.2963,-17.88889,-9.888889,-2.264129,2
29,128.44444,-27.666666,-15.666667,-2.271128,2
39,113.37037,-32.444443,-23.444445,-2.198158,2
35,98.74074,-46.22222,-25.222221,-2.280843,2
60,123.666664,-29,-15,-2.293386,2
15,140.2963,-19.222221,-8.555555,-2.330563,2
17,129.55556,-32.333332,-9.666667,-2.412968,2
97,134.37038,-23.444445,-9.777778,-2.346234,2
32,121.44444,-33.666668,-16.333334,-2.309391,2
46,135.51852,-18.222221,-11.888889,-2.232616,2
27,137.51852,-14.888889,-12.222222,-2.146716,2
31,135.92592,-18.11111,-10.777778,-2.255012,2
41,112.111115,-39.333332,-12.333333,-2.404553,2
26,137.03703,-16.777779,-12.444445,-2.182567,2
36,103.03704,-40.444443,-26.11111,-2.232346,2
81,92.18519,-44.88889,-33.88889,-2.187399,2
40,125.14815,-32.77778,-16.777779,-2.2949,2
19,114.25926,-39.77778,-14.444445,-2.375985,2
37,95.92593,-47.444443,-28.11111,-2.258443,2
30,125.40741,-30.88889,-15.888889,-2.295989,2
77,7.703704,-13.444445,-2.777778,-2.467493,3
100,4.592593,-9.444445,-5.111111,-2.28054,3
118,0.925926,-2.777778,-2.111111,-2.17128,3
114,1.851852,-5.222222,-3.222222,-2.222661,3
85,4.296296,-8.888889,-4.888889,-2.271544,3
125,16.407408,-11.888889,-9.888889,-1.793403,3
87,2.925926,-5.111111,-3.111111,-2.229493,3
124,1.148148,-2.777778,-1.777778,-2.16921,3
80,23.62963,-18.88889,-5.222222,-2.431513,3
93,5,-9,-4,-2.329423,3
118,0.703704,-2.111111,-1.777778,-2.132635,3
124,2.814815,-5.444445,-2.777778,-2.284608,3
116,1.962963,-5.222222,-3.888889,-2.163434,3
122,0.555556,-1.666667,-0.333333,-2.444563,3
131,0,0,0,0,3
124,2.518518,-6.888889,-3.888889,-2.267462,3
94,2.259259,-6.444445,-4.777778,-2.189708,3
145,0.851852,-1.555556,-0.222222,-2.53095,3
111,18.037037,-25.11111,-11.111111,-2.333318,3
141,1.555556,-4.333334,-2,-2.285991,3
112,0.444444,-1.333333,-1,-2.151914,3
90,5,-7.333334,0.333333,-2.639389,3
113,0.962963,-2.888889,-2.555556,-2.123254,3
89,2.296296,-6.555555,-5.888889,-2.123905,3
138,5.185185,-9.555555,-2.888889,-2.406809,3
75,38.037037,-24.777779,-13.111111,-2.284187,3
124,3,-4.666666,-4,-2.118937,3
84,4.555555,-9,-4.333334,-2.305729,3
83,6.259259,-12.111111,-4.777778,-2.345005,3
95,5.185185,-8.888889,-3.888889,-2.326455,3
141,3.259259,-8.444445,-4.777778,-2.257122,3
144,1,-3,-3,-2.094395,3
81,21.333334,-22,-5.666666,-2.438409,3
122,20.148148,-17.777779,-15.111111,-2.06017,3
83,23.296297,-10.555555,-5.222222,-2.321343,3
81,41.925926,-26.444445,-14.444445,-2.274461,3
82,5.592593,-11.444445,-2.444444,-2.451983,3
120,3.740741,-6.888889,-4.888889,-2.180291,3
81,3.481482,-7.444445,-4.444445,-2.248134,3
115,2.740741,-7.222222,-3.222222,-2.321865,3
94,5.888889,-8,2.333333,-2.869948,3
100,6.074074,-9.888889,-6.555555,-2.226247,3
95,6.481482,-12.444445,-5.777778,-2.322295,3
66,39.88889,-22.666666,-6.333334,-2.43063,3
90,4.666666,-6.333334,3,-3.044175,3
128,5.296296,-8.555555,-4.222222,-2.300368,3
133,0,0,0,0,3
112,3.814815,-8.111111,-2.111111,-2.435718,3
91,3.888889,-9,-3.666667,-2.354575,3
116,2.185185,-5.555555,-3.222222,-2.24908,3
123,1.518519,-4.555555,-3.555556,-2.164094,3
110,17.222221,-24,-11.333333,-2.321226,3
127,17.592592,-25.777779,-11.777778,-2.326275,3
137,7.62963,-13.555555,-5.222222,-2.360782,3
80,68.77778,-25.333334,-7,-2.434193,3
85,8.185185,-13.888889,-6.222222,-2.329093,3
107,8.703704,-11.444445,-6.111111,-2.280146,3
105,42.851852,-21.222221,-8.222222,-2.380238,3
88,2.777778,-7,-4,-2.269545,3
101,10.185185,-13.222222,-2.888889,-2.44804,3
87,67.44444,-26,-8.666667,-2.422127,3
109,5.666666,-9.333333,-2.666667,-2.413992,3
121,3.407408,-6.888889,-0.888889,-2.519165,3
137,0.259259,-0.777778,-0.777778,-2.094395,3
98,4.666666,-10.333333,-3.333333,-2.395422,3
102,3.37037,-8.444445,-4.444445,-2.275159,3
121,1.148148,-3.444444,-3.111111,-2.132635,3
144,2.518518,-7.222222,-4.888889,-2.212162,3
115,7.555555,-12,-4,-2.390992,3
137,0.222222,-0.666667,-0.666667,-2.094395,3
142,0.555556,-1.333333,-1,-2.159563,3
121,3.407408,-6.888889,-0.888889,-2.519165,3
121,3.703704,-8.777778,-3.444444,-2.351514,3
126,11.185185,-17.88889,-8.555555,-2.313534,3
76,8.259259,-13.444445,-1.777778,-2.520215,3
136,0,0,0,0,3
95,9.518518,-14.222222,-3.555556,-2.445012,3
123,1.185185,-3.555556,-2.888889,-2.142674,3
99,4.148148,-9.111111,-5.444445,-2.255673,3
135,0.740741,-2.222222,-1.888889,-2.137446,3
93,3,-7.333334,-5.333334,-2.18361,3
91,6.259259,-11.444445,-6.111111,-2.282744,3
133,0.481482,-1.444444,-1.444444,-2.094395,3
91,3.666667,-7.666666,-5.333334,-2.217735,3
125,18.555555,-22.333334,-14,-2.241956,3
70,21.037037,-14.444445,-2.444444,-2.514204,3
125,1.37037,-4.111111,-3.444444,-2.130339,3
95,4.444445,-9.666667,-4,-2.333804,3
106,2.185185,-5.555555,-2.555556,-2.274071,3
147,7.703704,-3.777778,-2.777778,-2.064514,3
130,0.888889,-2.666667,-2.333333,-2.123254,3
132,1.296296,-3.888889,-2.555556,-2.204847,3
111,1.333333,-4,-4,-2.094395,3
126,10.185185,-15.888889,-5.222222,-2.449839,3
108,49.814816,-24.11111,-9.777778,-2.360491,3
75,55,-22.666666,-8.666667,-2.356754,3
146,0.037037,-0.111111,-0.111111,-2.094395,3
143,4.185185,-9.888889,-5.888889,-2.257412,3
114,1.740741,-2.888889,-3.555556,-2.02703,3
92,7.444445,-12.666667,-3,-2.452176,3
69,11.074074,-12.555555,-2.222222,-2.481874,3
87,2.925926,-5.111111,-3.111111,-2.229493,3
124,14.666667,-21.333334,-7,-2.396682,3
79,32.77778,-25.333334,-13.666667,-2.286295,3
138,0.777778,-2.333333,-2.333333,-2.094395,3
124,2.518518,-6.888889,-3.888889,-2.267462,3
120,3.518518,-7.222222,-1.888889,-2.433795,3
83,3.703704,-6.444445,-0.444444,-2.573381,3
103,2.148148,-6.111111,-4.444445,-2.185466,3
131,0.740741,-1.555556,-1.555556,-2.094395,3
108,49.814816,-24.11111,-9.777778,-2.360491,3
118,0.037037,-0.111111,-0.111111,-2.094395,3
124,0.666667,-2,-2,-2.094395,3
108,1.851852,-3.888889,-0.555556,-2.463852,3
90,2.814815,-6.777778,-5.444445,-2.164323,3
132,0.37037,-1.111111,-1.111111,-2.094395,3
145,0.851852,-1.555556,-0.222222,-2.53095,3
138,0.259259,-0.777778,-0.444444,-2.181439,3
108,8.666667,-10.666667,-5.666666,-2.275553,3
85,4.074074,-5.888889,-2.222222,-2.369864,3
124,3,-4.666666,-4,-2.118937,3
120,1.444444,-4.333334,-3.333333,-2.156366,3
90,9,-12.666667,-7.333334,-2.266389,3
136,12.185185,-16.555555,-9.555555,-2.268991,3
115,2.703704,-6.444445,-2.444444,-2.358386,3
109,1.962963,-4.888889,-3.555556,-2.146531,3
91,44.296295,-17.555555,-7.555555,-2.320272,3
89,10.481482,-14.111111,-5.777778,-2.356793,3
117,0,0,0,0,3
140,9.925926,-11.777778,-3.777778,-2.417818,3
81,42.555557,-23,-4.666666,-2.476481,3
122,6.62963,-9.888889,-4.222222,-2.349017,3
100,1.222222,-3.333333,-1.333333,-2.337096,3
125,1.148148,-3.444444,-2.444444,-2.175647,3
124,0.888889,-2.666667,-2,-2.16176,3
110,3.962963,-7.555555,0.111111,-2.618651,3
87,17.11111,-14.666667,-4.333334,-2.418074,3
124,1.148148,-3.111111,-1.777778,-2.18129,3
117,1.074074,-3.222222,-2.888889,-2.132635,3
96,5.222222,-9.333333,-4.333334,-2.330693,3
73,4.851852,-9.222222,-5.222222,-2.268176,3
73,34.703705,-42.444443,-25.444445,-2.255561,3
130,0.777778,-2.333333,-2.333333,-2.094395,3
120,19.074074,-25.555555,-16.555555,-2.231261,3
127,3.814815,-7.444445,-1.444444,-2.474562,3
124,1.074074,-3.222222,-3.222222,-2.094395,3
122,0.555556,-1.666667,-0.333333,-2.444563,3
113,27.88889,-32.333332,-16.666666,-2.29665,3
79,5.407407,-10.888889,-4.555555,-2.339798,3
109,13.296296,-18.88889,-8.222222,-2.344093,3
130,2.407408,-5.888889,-1.888889,-2.366216,3
134,8.703704,-15.111111,-6.444445,-2.343004,3
92,12.666667,-11.666667,-6.333334,-2.280561,3
122,16.148148,-24.444445,-12.111111,-2.305989,3
125,3.925926,-7.111111,-4.444445,-2.234241,3
77,5,-11.333333,-4.333334,-2.354881,3
107,1.777778,-4.666666,-3.666667,-2.146531,3
107,22.555555,-28.666666,-11.666667,-2.354617,3
91,5.62963,-11.222222,-3.888889,-2.383949,3
83,14.37037,-16.11111,-8.777778,-2.274205,3
110,1.814815,-5.111111,-4.111111,-2.152507,3
140,8.333333,-13.666667,-3.333333,-2.442323,3
102,4.037037,-9.111111,-4.111111,-2.316112,3
134,0.037037,-0.111111,-0.111111,-2.094395,3
142,0.037037,-0.111111,-0.111111,-2.094395,3
132,0.740741,-1.888889,-1.888889,-2.094395,3
120,6.962963,-10.888889,-6.555555,-2.240133,3
95,3.148148,-7.111111,-5.777778,-2.151958,3
120,1.333333,-3.666667,-2.333333,-2.178769,3
139,0.666667,-2,-1.333333,-2.15073,3
129,0.518518,-1.555556,-1.555556,-2.094395,3
126,2.962963,-7.222222,-3.555556,-2.289097,3
120,16.851852,-16.88889,-9.888889,-2.230821,3
91,2.62963,-6.555555,-4.222222,-2.225735,3
120,1.518519,-4.222222,-3.555556,-2.133095,3
125,1.777778,-4,-2.333333,-2.237562,3
120,1.592593,-4.777778,-2.111111,-2.315721,3
143,0.407407,-1.222222,-1.222222,-2.094395,3
91,3.259259,-8.111111,-6.111111,-2.186723,3
100,8.148149,-10.444445,-5.111111,-2.289874,3
116,18.74074,-20.88889,-11.555555,-2.259967,3
105,4.148148,-7.444445,-5.111111,-2.205437,3
142,3.851852,-6.555555,-3.555556,-2.280603,3
81,21.333334,-22,-5.666666,-2.438409,3
98,1.407407,-4.222222,-3.888889,-2.11372,3
96,3.814815,-8.111111,-6.111111,-2.186234,3
96,6.296296,-10.888889,-5.888889,-2.275792,3
143,4.185185,-9.888889,-5.888889,-2.257412,3
115,26.037037,-22.777779,-16.11111,-2.090649,3
141,12.666667,-14.333333,-3.333333,-2.451571,3
97,2.62963,-6.222222,-3.555556,-2.269023,3
107,9.518518,-6.555555,-1.555556,-2.492965,3
93,6.777778,-10.666667,-4.666666,-2.332766,3
113,1.407407,-3.888889,-2.222222,-2.237562,3
137,1.148148,-2.777778,-1.777778,-2.200588,3
131,0.518518,-1.555556,-1.555556,-2.094395,3
145,2.074074,-4.222222,-0.222222,-2.569768,3
136,19.444445,-7.666666,-11.333333,-1.61572,3
136,0.703704,-1.777778,-1.777778,-2.094395,3
120,1.148148,-2.777778,-2.777778,-2.057287,3
146,0,0,0,0,3
112,0.148148,-0.444444,-0.444444,-2.094395,3
99,2.037037,-5.777778,-4.777778,-2.149743,3
139,18.074074,-6.222222,-7.222222,-1.702833,3
88,3.296296,-7.888889,-5.222222,-2.216544,3
121,17.222221,-25,-11,-2.335871,3
80,23.62963,-18.88889,-5.222222,-2.431513,3
102,44.037037,-19.777779,-6.111111,-2.416817,3
136,15.518518,-19.555555,-9.888889,-2.307511,3
102,2.888889,-6.666666,-3.666667,-2.261719,3
110,1.666667,-4.666666,-3.666667,-2.155984,3
123,0.703704,-2.111111,-1.777778,-2.123254,3
88,7.777778,-12.666667,-4,-2.394493,3
120,19.074074,-25.555555,-16.555555,-2.231261,3
126,1.518519,-3.222222,-2.888889,-2.107303,3
137,5,-7.333334,-4.666666,-2.193967,3
107,7.962963,-10.222222,-4.888889,-2.291762,3
90,3.407408,-7.555555,-5.888889,-2.16608,3
85,1.777778,-4,-1,-2.377624,3
99,2.037037,-5.777778,-4.777778,-2.149743,3
78,79.666664,-26.666666,-8.666667,-2.411645,3
136,8,-11.666667,-4,-2.412671,3
70,18.592592,-14.777778,-1.111111,-2.589111,3
134,1.777778,-5,-1.333333,-2.422506,3
144,0.962963,-2.888889,-2.888889,-2.094395,3
126,2.777778,-6.666666,-0.666667,-2.536514,3
103,2.148148,-6.111111,-4.444445,-2.185466,3
107,2.222222,-5.666666,-3.666667,-2.226355,3
127,16.37037,-16.444445,-13.777778,-2.035808,3
132,1.962963,-3.888889,-2.888889,-2.152432,3
133,0.962963,-2.888889,-2.555556,-2.123254,3
81,12.481482,-14.444445,-4.777778,-2.388561,3
126,1.407407,-4.222222,-2.555556,-2.229939,3
137,0.666667,-2,-2,-2.094395,3
95,4.62963,-10.888889,-2.888889,-2.429449,3
135,0.222222,-0.666667,-0.666667,-2.094395,3
138,0.296296,-0.555556,-0.555556,-2.094395,3
98,5.518518,-9.555555,-5.222222,-2.272973,3
128,0.740741,-2.222222,-2.222222,-2.094395,3
110,1.666667,-4.666666,-3.666667,-2.155984,3
119,1.222222,-3.333333,-2.666667,-2.133095,3
72,4.518518,-8.888889,-5.888889,-2.216721,3
138,1.148148,-3.111111,-1.777778,-2.219242,3
87,67.44444,-26,-8.666667,-2.422127,3
135,0.962963,-2.888889,-2.555556,-2.117548,3
82,8.481482,-12.444445,-5.777778,-2.320628,3
123,1.074074,-2.888889,-1.888889,-2.16921,3
102,14.37037,-12.777778,-4.777778,-2.378944,3
91,42.814816,-20.777779,-8.777778,-2.346057,3
76,2.444444,-4.666666,-2,-2.340801,3
120,1,-3,-3,-2.094395,3
104,18.62963,-11.222222,-3.222222,-2.42507,3
123,1.148148,-3.444444,-3.444444,-2.094395,3
119,20.592592,-25.11111,-14.111111,-2.268148,3
136,1.111111,-3,-2.666667,-2.110974,3
86,13.407408,-13.888889,-5.555555,-2.363577,3
69,23.814816,-13.777778,-2.777778,-2.488979,3
76,13.518518,-15.222222,-2.555556,-2.523325,3
111,1.296296,-3.888889,-2.888889,-2.139494,3
122,19.88889,-6,-9.666667,-1.540214,3
80,7.074074,-12.555555,-3.555556,-2.417517,3
122,1.592593,-4.777778,-3.777778,-2.153599,3
138,16.518518,-19.88889,-4.888889,-2.439538,3
127,2.740741,-6.555555,-1.888889,-2.408939,3
123,1.37037,-4.111111,-3.111111,-2.169865,3
122,16.185184,-17.88889,-9.555555,-2.247266,3
68,47.185184,-25.88889,-12.888889,-2.308656,3
114,29.814816,-34.444443,-17.777779,-2.295381,3
79,4.851852,-8.555555,-4.555555,-2.288981,3
99,4.148148,-9.111111,-5.444445,-2.255673,3
95,2.259259,-4.777778,-0.111111,-2.552724,3
136,15.518518,-19.555555,-9.888889,-2.307511,3
138,1.407407,-4.222222,-2.888889,-2.173961,3
111,4.888889,-8,-4.666666,-2.216473,3
89,2.296296,-6.555555,-5.888889,-2.123905,3
134,6.185185,-11.888889,-3.888889,-2.386611,3
80,10.037037,-10.444445,-4.777778,-2.326257,3
144,1.148148,-3.444444,-3.444444,-2.094395,3
115,1.888889,-5,-3.333333,-2.216604,3
106,3.666667,-8,-4.666666,-2.255541,3
125,1.777778,-4,-2.333333,-2.237562,3
125,3.925926,-7.111111,-4.444445,-2.234241,3
120,1.925926,-5.111111,-2.444444,-2.298085,3
122,0.333333,-1,-1,-2.094395,3
98,1.518519,-3.555556,-0.555556,-2.4238,3
102,2.888889,-6.666666,-3.666667,-2.261719,3
71,31.851852,-18.88889,-6.222222,-2.401825,3
133,0.740741,-2.222222,-2.222222,-2.094395,3
122,2.259259,-5.111111,-3.777778,-2.173204,3
129,0.518518,-1.555556,-1.555556,-2.094395,3
145,13.444445,-10.666667,-9.333333,-2.06232,3
124,7.592593,-10.444445,-5.444445,-2.265747,3
129,0.518518,-1.555556,-1.555556,-2.094395,3
109,4.296296,-8.555555,-3.888889,-2.283787,3
144,1.148148,-3.444444,-3.444444,-2.094395,3
106,2.407408,-5.888889,-5.222222,-2.133095,3
98,2.037037,-4.444445,-0.111111,-2.548898,3
127,45.25926,-17.444445,-18.777779,-2.061036,4
34,47.592594,-19.444445,-17.777779,-2.122875,4
101,31.185184,-11.888889,-12.888889,-2.05839,4
80,39.703705,-10.111111,-15.444445,-1.962646,4
33,35.814816,-13.444445,-15.777778,-2.030428,4
100,55.37037,-15.111111,-19.444445,-2.00619,4
78,30.296297,-9.555555,-11.888889,-2.017779,4
138,69.48148,-16.777779,-22.444445,-1.999045,4
123,59.333332,-22.333334,-21,-2.111941,4
46,62.333332,-27.333334,-23,-2.152304,4
127,40.74074,-8.222222,-14.222222,-1.908348,4
146,43.148148,-18.777779,-19.444445,-2.081842,4
102,58.22222,-14.333333,-20,-1.985584,4
80,40.51852,-8.222222,-13.222222,-1.942698,4
48,40.851852,-16.222221,-18.555555,-2.048732,4
123,21.62963,-20.555555,-17.222221,-2.149759,4
32,59.48148,-15.777778,-18.444445,-2.042422,4
101,64.37037,-22.444445,-22.777779,-2.08957,4
49,38.037037,-7.111111,-11.111111,-1.949745,4
72,59,-23,-23.333334,-2.090221,4
101,45.037037,-18.11111,-18.11111,-2.094303,4
137,36.925926,-6.111111,-10.111111,-1.940975,4
80,39.703705,-10.111111,-15.444445,-1.962646,4
90,65.18519,-22.555555,-21.222221,-2.108813,4
36,66.37037,-29.444445,-25.777779,-2.138581,4
159,26.11111,-2.666667,-7.666666,-1.802554,4
147,27.296297,-19.222221,-14.888889,-2.174468,4
122,36.185184,-10.555555,-12.888889,-2.035377,4
98,52.851852,-15.888889,-19.555555,-2.025773,4
70,55.037037,-10.444445,-19.11111,-1.907955,4
137,40.851852,-2.888889,-10.555555,-1.75799,4
32,56.37037,-23.444445,-25.777779,-2.060607,4
126,23.296297,-6.888889,-9.888889,-1.96874,4
111,57.77778,-19.333334,-22.333334,-2.045165,4
123,19.296297,-10.888889,-10.222222,-2.115734,4
97,47.814816,-5.444445,-13.444445,-1.836777,4
121,53.666668,-20.333334,-19.333334,-2.110233,4
73,40.185184,-13.555555,-15.222222,-2.054964,4
154,50.703705,-18.444445,-21.444445,-2.033077,4
90,48.22222,-21,-18.666666,-2.131861,4
84,8.888889,-4.666666,-4,-2.13694,4
81,59.444443,-22.666666,-22.333334,-2.09885,4
64,62,-25,-23.333334,-2.118087,4
20,35.48148,-10.444445,-11.444445,-2.045203,4
133,48.666668,-21.333334,-20.333334,-2.111789,4
15,70.07407,-27.222221,-24.88889,-2.124981,4
62,62.814816,-27.11111,-24.444445,-2.126207,4
107,29.222221,-7,-13,-1.877159,4
44,47.814816,-14.777778,-15.777778,-2.070466,4
104,55.74074,-20.555555,-20.88889,-2.08549,4
121,41.037037,-10.777778,-14.444445,-1.995536,4
57,70.37037,-31.11111,-28.11111,-2.128801,4
125,18.222221,-10,-9.666667,-2.104083,4
128,53.25926,-20.777779,-20.777779,-2.091927,4
94,68.111115,-21,-22.666666,-2.068537,4
111,60.185184,-20.88889,-23.222221,-2.058,4
83,66.25926,-18.11111,-22.11111,-2.027771,4
17,70.51852,-24.222221,-23.88889,-2.098521,4
98,28.777779,-11.666667,-13.333333,-2.04294,4
83,26.518518,-9.555555,-10.555555,-2.063242,4
105,58.62963,-15.888889,-19.222221,-2.032243,4
108,45.592594,-13.111111,-16.444445,-2.015554,4
117,45.88889,-19,-18.666666,-2.09948,4
104,63.62963,-16.222221,-22.555555,-1.986567,4
77,32.77778,-7.666666,-7,-2.12336,4
135,47.37037,-19.11111,-20.777779,-2.06346,4
103,64.44444,-18.333334,-22.666666,-2.022581,4
116,29.444445,-13.333333,-13.333333,-2.090781,4
68,56.296295,-21.222221,-22.88889,-2.069541,4
100,57.148148,-16.777779,-20.777779,-2.024061,4
65,56.703705,-12.111111,-11.111111,-1.970812,4
65,57.74074,-21.88889,-22.88889,-2.077647,4
140,23,-15.333333,-12.333333,-2.167262,4
89,31.703703,-13.111111,-14.777778,-2.046542,4
158,8.37037,-3.777778,-6.444445,-1.904651,4
65,60.62963,-20.88889,-20.88889,-2.091037,4
35,37.592594,-15.777778,-13.777778,-2.138762,4
87,31.703703,-10.444445,-12.777778,-2.013382,4
120,51.074074,-8.555555,-15.888889,-1.896425,4
35,69.44444,-23,-24.666666,-2.0742,4
130,13.037037,-9.444445,-8.111111,-2.137371,4
110,50.666668,-13.666667,-15.666667,-2.032518,4
111,34.11111,-11.333333,-13,-2.005742,4
103,58.88889,-20,-21.333334,-2.071134,4
97,47.962963,-5.888889,-13.222222,-1.840735,4
117,39.037037,-16.444445,-15.777778,-2.106235,4
126,57.814816,-16.444445,-21.444445,-2.006029,4
119,39.851852,-10.888889,-14.222222,-2.006,4
112,59.148148,-20.777779,-21.777779,-2.078463,4
125,37.444443,-15.333333,-15,-2.100687,4
68,38.592594,-0.777778,-10.444445,-1.624846,4
50,60.851852,-23.555555,-21.222221,-2.129479,4
129,32.037037,-13.444445,-13.777778,-2.078797,4
85,48.88889,-19.333334,-18.666666,-2.097363,4
129,51,-12.333333,-16.666666,-1.997241,4
21,40.74074,-10.888889,-14.888889,-1.990806,4
81,38.25926,-11.111111,-15.777778,-1.984566,4
17,44.592594,-12.777778,-15.444445,-2.030048,4
34,72.888885,-23.666666,-25,-2.078154,4
53,40.444443,-10.666667,-14,-2.00456,4
131,35.703705,-15.111111,-15.111111,-2.089186,4
102,51.703705,-16.444445,-21.444445,-2.009854,4
147,49.77778,-18,-20,-2.056377,4
159,26.11111,-2.666667,-7.666666,-1.802554,4
73,46.296295,-1.888889,-12.555555,-1.681589,4
103,61.25926,-15.777778,-20.777779,-2.00292,4
120,47.851852,-9.222222,-16.222221,-1.910735,4
77,40.22222,-9,-15,-1.932066,4
104,57.333332,-13.666667,-19,-1.985221,4
153,28,-20,-12.333333,-2.242741,4
162,10.037037,-6.111111,-7.444445,-2.029312,4
62,66.77778,-28,-25.666666,-2.124459,4
124,54.333332,-14.666667,-18,-2.030079,4
126,36.185184,-7.888889,-12.555555,-1.942179,4
62,61.037037,-22.777779,-22.777779,-2.093744,4
82,44.88889,-10,-14.666667,-1.971781,4
133,21.444445,-4.666666,-8.333333,-1.90381,4
38,58,-24,-25,-2.078504,4
104,65.296295,-16.555555,-21.555555,-2.007832,4
73,42.25926,-5.111111,-10.111111,-1.893495,4
18,68.296295,-27.88889,-25.555555,-2.123641,4
78,30.185184,-15.222222,-15.222222,-2.066695,4
124,53.77778,-14.333333,-17.666666,-2.017379,4
122,34.185184,-14.888889,-15.555555,-2.074838,4
100,55.37037,-15.111111,-19.444445,-2.00619,4
96,55.148148,-3.111111,-14.444445,-1.720468,4
111,29.592592,-12.444445,-13.444445,-2.064723,4
42,28.25926,-11.444445,-12.444445,-2.061006,4
128,35.592594,-10.444445,-14.111111,-1.981846,4
128,49.925926,-21.777779,-21.11111,-2.102441,4
21,65.888885,-19.666666,-20.333334,-2.072158,4
140,27.666666,-8.333333,-9.333333,-2.05389,4
126,20.555555,-13.333333,-11,-2.158805,4
69,36.962963,-0.888889,-8.888889,-1.640134,4
48,42.074074,-9.888889,-13.555555,-2.003259,4
88,67.25926,-28.11111,-25.11111,-2.132027,4
120,47.851852,-9.222222,-16.222221,-1.910735,4
38,64.62963,-19.222221,-22.222221,-2.038824,4
122,39.22222,-10.333333,-14.666667,-1.985027,4
71,38.37037,-1.444444,-9.777778,-1.675919,4
65,56.703705,-12.111111,-11.111111,-1.970812,4
81,42.925926,-10.444445,-15.444445,-1.970422,4
126,20.555555,-13.333333,-11,-2.158805,4
68,37.962963,-1.222222,-9.888889,-1.659641,4
44,58.666668,-25.666666,-25,-2.102652,4
69,59.555557,-18.333334,-22.666666,-2.022861,4
148,29.074074,-22.88889,-14.555555,-2.237972,4
83,49.444443,-11.333333,-16.333334,-1.973615,4
156,21,-12.666667,-12,-2.109365,4
160,22.851852,-13.888889,-12.222222,-2.138726,4
89,31.703703,-13.111111,-14.777778,-2.046542,4
110,34.11111,-15,-16,-2.068653,4
129,62.407406,-24.555555,-22.222221,-2.126989,4
107,49.814816,-10.777778,-14.777778,-1.991445,4
28,62.407406,-26.88889,-23.222221,-2.144507,4
157,21.444445,-13.666667,-12,-2.1343,4
105,65.55556,-16.666666,-23,-1.989475,4
98,33.962963,-8.888889,-12.222222,-1.96031,4
121,41.037037,-10.777778,-14.444445,-1.995536,4
124,38.592594,-8.111111,-14.777778,-1.907502,4
139,16.37037,-11.777778,-10.111111,-2.118223,4
73,43.851852,-2.555556,-12.222222,-1.720441,4
158,7.962963,-4.888889,-6.888889,-1.982834,4
118,34.333332,-10.666667,-11.333333,-2.077668,4
103,58.185184,-14.555555,-19.555555,-1.997589,4
102,51.666668,-13.666667,-18.333334,-1.99488,4
64,56.592594,-20.777779,-22.444445,-2.067168,4
89,58.925926,-23.777779,-22.777779,-2.108757,4
102,56.77778,-17,-20,-2.034054,4
160,22.851852,-13.888889,-12.222222,-2.138726,4
76,34.851852,-8.888889,-12.555555,-1.981499,4
145,61.11111,-26,-21,-2.166151,4
