@relation segment

@attribute Region-centroid-row numeric
@attribute Hedge-mean numeric
@attribute Rawgreen-mean numeric
@attribute Exblue-mean numeric
@attribute Hue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
38,2.111111,108.55556,53.88889,-2.370002,2
51,0.833335,117.44444,53.444443,-2.330465,2
25,0.944447,111.333336,52.555557,-2.360195,2
32,0.833332,104.333336,61.555557,-2.255674,2
83,1.055552,80.44444,78.77778,-2.239053,2
31,1.333333,132.33334,28.88889,-2.255012,2
54,1.722223,103.666664,51.77778,-2.33633,2
96,0.944445,80.77778,74.55556,-2.219979,2
17,1.277779,121.55556,47.22222,-2.348415,2
45,1.111113,118,51.444443,-2.35936,2
14,1.666669,112.666664,51.333332,-2.390383,2
51,0.611111,118.888885,47.11111,-2.368498,2
72,1.166667,84,71,-2.22578,2
58,0.888891,119,43.333332,-2.365385,2
33,0.888888,119.55556,49,-2.333537,2
18,1.277777,120.888885,49.11111,-2.352184,2
22,0.722221,133.88889,27.11111,-2.158304,2
42,1.388891,131.33334,33.444443,-2.282217,2
17,0.666667,126.22222,40.77778,-2.339493,2
41,1.111112,117.44444,50.22222,-2.299918,2
51,1.499998,121.77778,41.666668,-2.306687,2
33,0.500001,106.333336,54.22222,-2.408019,2
16,0.888891,105.22222,57.88889,-2.293933,2
72,1.499999,121.111115,47,-2.366197,2
48,0.555555,116.77778,47.22222,-2.278604,2
113,6.166666,22.333334,49,-2.29665,3
107,3.944445,6.666666,17.555555,-2.280146,3
123,0.666667,0.333333,7.222222,-2.169865,3
102,29.888887,42,25.88889,-2.416817,3
122,4.833334,5.222222,14.111111,-2.349017,3
138,0.944444,0.555556,4.888889,-2.219242,3
114,0.277778,0.555556,6.444445,-2.02703,3
118,0.055556,0,0.222222,-2.094395,3
90,2.444444,5.666666,3.333333,-3.044175,3
138,0.888889,0.444444,7.111111,-2.173961,3
120,0.833333,0.555556,6,-2.178769,3
126,0.944444,8.333334,26.444445,-2.313534,3
125,2.666667,2.444444,11.555555,-2.234241,3
141,2.166667,11.555555,17.666666,-2.451571,3
125,0.833333,1,6.333334,-2.237562,3
124,1.388889,1.888889,8.222222,-2.284608,3
142,0.277778,0.222222,2.333333,-2.159563,3
124,0.277778,0,4,-2.094395,3
129,0.388889,0,3.111111,-2.094395,3
89,0.777778,0.333333,12.444445,-2.123905,3
128,0.388889,0,4.444445,-2.094395,3
75,10.222221,33.666668,37.88889,-2.284187,3
87,44.722225,64.55556,34.666668,-2.422127,3
108,27.277779,46.555557,33.88889,-2.360491,3
115,3.333333,13,24.333334,-2.45904,3
87,1.888889,1.888889,8.222222,-2.229493,3
131,0.333333,0,3.111111,-2.094395,3
66,10.944443,37.77778,29,-2.43063,3
98,4.666666,3.777778,14.777778,-2.272973,3
119,0.555555,0.111111,8.333333,-2.11372,3
119,1.777778,15.888889,39.22222,-2.268148,3
130,0.333333,0.111111,5,-2.123254,3
120,0.388889,0,6,-2.094395,3
138,5.5,14.888889,24.777779,-2.439538,3
70,9.944444,20.222221,16.88889,-2.514204,3
129,0.111111,0,3.111111,-2.094395,3
105,3.666666,2.444444,12.555555,-2.205437,3
80,1.833333,5.888889,16.11111,-2.417517,3
119,1.333333,4.222222,7.222222,-2.587228,3
97,0.555555,0.666667,10.333333,-2.191382,3
133,0.388889,0.111111,5.444445,-2.123254,3
124,1.111111,1.222222,10.777778,-2.267462,3
107,6.777779,6.333334,15.111111,-2.291762,3
123,1,0.555556,6.555555,-2.16176,3
106,2.222222,2.111111,12.666667,-2.255541,3
128,3.166667,3.888889,12.777778,-2.300368,3
83,0.666667,3.555556,6.888889,-2.573381,3
80,34.61111,66.44444,32.333332,-2.434193,3
109,1.111111,0.777778,8.444445,-2.146531,3
124,6.5,5.777778,15.888889,-2.265747,3
132,0.222222,0,2.222222,-2.094395,3
112,1.555556,3.111111,10.222222,-2.435718,3
116,1.055556,1.111111,8.777778,-2.24908,3
79,1.166667,3.888889,15.444445,-2.339798,3
95,2.666666,8.333334,17.777779,-2.445012,3
145,1.277778,0.777778,1.777778,-2.53095,3
125,0.722222,13.111111,21.777779,-1.793403,3
88,2.166666,4.111111,14.555555,-2.396657,3
117,0.611111,0.222222,6.666666,-2.094395,3
95,1.055556,2.444444,11.111111,-2.348987,3
129,0.388889,0,3.111111,-2.094395,3
85,1.111111,1.444444,5,-2.377624,3
114,1.166667,0.777778,8.444445,-2.222661,3
123,0.5,0.333333,8.111111,-2.164094,3
89,5.833334,8.555555,19.88889,-2.356793,3
120,1.444444,13.555555,42.11111,-2.231261,3
111,0.944444,0.333333,6.777778,-2.139494,3
70,7.944445,18.222221,15.888889,-2.589111,3
115,2.722222,20.666668,38.88889,-2.090649,3
79,14.166667,28.222221,39,-2.286295,3
82,2.111111,4.777778,13.888889,-2.451983,3
111,0.388889,0,8,-2.094395,3
129,0.111111,0,3.111111,-2.094395,3
96,2.777778,2.333334,12.666667,-2.268209,3
99,3.055555,2.333334,14.555555,-2.255673,3
133,0,0,0,0,3
121,1.5,3.111111,7.777778,-2.519165,3
76,1.666667,1.777778,6.666666,-2.340801,3
146,0,0,0,0,3
147,3.555555,6.777778,6.555555,-2.064514,3
88,1.555556,1.555556,13.111111,-2.216544,3
141,0.722222,0.888889,6.333334,-2.285991,3
95,3,3.888889,12.777778,-2.326455,3
139,0.333333,0,2.666667,-2.094395,3
122,4.111111,16.666668,15.666667,-1.540214,3
130,0.555555,0.666667,5.888889,-2.239029,3
103,2.944445,3.444444,7.111111,-2.497929,3
98,0.388889,0.111111,8.111111,-2.11372,3
69,4.333333,10.333334,14.777778,-2.481874,3
106,1.277778,1.333333,8.111111,-2.274071,3
96,1.111111,1.777778,14.222222,-2.186234,3
138,0.722222,4.222222,12.444445,-2.406809,3
142,0.111111,0,0.222222,-2.094395,3
144,0.5,0,6.888889,-2.094395,3
143,0.277778,0,2.444444,-2.094395,3
127,1.055556,13.666667,37.555557,-2.326275,3
93,1.388889,1.222222,12.666667,-2.18361,3
121,1.166667,2.555556,12.222222,-2.351514,3
107,0.833333,1,9.333333,-2.226355,3
109,3.999999,10.555555,27.11111,-2.344093,3
127,0.222222,0,3.777778,-2.094395,3
135,0.222222,0,1.333333,-2.094395,3
81,5.722223,10.888889,19.222221,-2.388561,3
82,6.222223,6.555555,18.222221,-2.320628,3
107,0.666667,18.666668,40.333332,-2.354617,3
106,0.111111,0,3.333333,-2.094395,3
139,0.333333,0.222222,3.333333,-2.15073,3
102,1.166667,2.666667,13.222222,-2.316112,3
120,0.722222,0.333333,7.777778,-2.133095,3
85,2.277778,6.111111,20.11111,-2.329093,3
120,0.722222,2.888889,9.111111,-2.433795,3
90,1.111111,1.444444,13.444445,-2.16608,3
92,2.277778,6.444445,15.666667,-2.452176,3
91,3.277778,4.222222,17.555555,-2.282744,3
134,0.055556,0,0.222222,-2.094395,3
133,0.222222,0,4.444445,-2.094395,3
112,0.111111,0,0.888889,-2.094395,3
136,0.666667,0.222222,5.666666,-2.110974,3
95,1.944444,3.111111,13.666667,-2.333804,3
121,0.944445,13.555555,36,-2.335871,3
99,3.055555,2.333334,14.555555,-2.255673,3
133,0,0,0,0,3
99,1,0.444444,10.555555,-2.149743,3
137,3.833333,3.444444,12,-2.193967,3
81,9.222222,19.444445,27.666666,-2.438409,3
131,1,0.222222,3.111111,-2.094395,3
95,1.611111,3.666667,13.777778,-2.429449,3
136,2.055555,6.666666,15.666667,-2.412671,3
109,2.833333,3,12.444445,-2.283787,3
69,20.444445,22.88889,16.555555,-2.488979,3
98,1.333333,2,4.555555,-2.548898,3
110,0.5,0.444444,8.333333,-2.155984,3
73,10.722222,37.77778,70.333336,-2.251254,3
90,0.666667,1,12.222222,-2.164323,3
91,0.666667,1.888889,13,-2.217735,3
116,2.111111,2.111111,9,-2.313013,3
144,0.222222,0,5.777778,-2.094395,3
125,0.888889,0.333333,5.888889,-2.175647,3
115,0.555555,0.777778,8.333333,-2.216604,3
138,0.333333,0,4.666666,-2.094395,3
122,1.333333,12.111111,36.555557,-2.305989,3
132,0.555555,0.111111,3.777778,-2.094395,3
128,2.444444,13.444445,28.222221,-2.3163,3
120,0.611111,13.555555,26.777779,-2.230821,3
145,1.277778,0.777778,1.777778,-2.53095,3
120,3.722222,2.111111,11.777778,-2.180291,3
121,0.111111,0.111111,6.555555,-2.132635,3
107,1.111111,0.555556,8.333333,-2.146531,3
120,0.5,0.222222,5.555555,-2.057287,3
102,9.444444,12.777778,17.555555,-2.378944,3
105,31.222223,40.11111,29.444445,-2.380238,3
141,0.888889,1.666667,13.222222,-2.257122,3
124,1.444444,0.555556,4.555555,-2.16921,3
124,1.833333,1.666667,8.666667,-2.118937,3
135,0.333333,0.111111,4.111111,-2.137446,3
88,2.5,6.444445,16.666666,-2.394493,3
107,9.833333,9,8.111111,-2.492965,3
76,7.833334,12.666667,17.777779,-2.523325,3
139,2.111111,15.666667,13.444445,-1.702833,3
124,0.444444,0.222222,4.666666,-2.16176,3
137,0.833333,0.555556,4.555555,-2.200588,3
90,0.666667,1,12.222222,-2.164323,3
87,1.888889,1.888889,8.222222,-2.229493,3
133,0.222222,0,2.888889,-2.094395,3
109,2.833333,3,12.444445,-2.283787,3
91,1.111111,1.222222,10.777778,-2.225735,3
64,20.222223,30.333334,21,-2.593825,3
97,0.777778,1.444444,9.777778,-2.269023,3
100,2.444444,3.888889,16.444445,-2.226247,3
83,8.333333,21.555555,15.777778,-2.321343,3
103,1.111111,0.666667,10.555555,-2.185466,3
123,0.5,0.222222,6.444445,-2.142674,3
111,1.944444,14.333333,36.22222,-2.333318,3
77,2.388889,6.777778,16.222221,-2.467493,3
138,0.444444,0.111111,1.111111,-2.094395,3
93,3.444444,5.222222,15.333333,-2.332766,3
91,1.388889,2.666667,12.666667,-2.354575,3
138,0.388889,0.111111,1.222222,-2.181439,3
125,0.833333,1,6.333334,-2.237562,3
81,0.777778,2,11.888889,-2.248134,3
127,1.277778,11.777778,30.222221,-2.035808,3
91,0.833333,1.222222,14.222222,-2.186723,3
136,0,0,0,0,3
124,0.277778,0,4,-2.094395,3
122,0.444444,0.444444,2,-2.444563,3
73,2.333333,4.444445,14.555555,-2.355641,3
134,1.611111,6.555555,21.555555,-2.343004,3
145,2.111111,2,4.444445,-2.569768,3
68,18.277777,42.88889,38.77778,-2.308656,3
71,21.888885,29.777779,25.11111,-2.401825,3
101,6.444445,9.222222,16.11111,-2.44804,3
99,1,0.444444,10.555555,-2.149743,3
99,2.777778,5.222222,14.444445,-2.318885,3
91,25.277779,41.77778,25.11111,-2.320272,3
130,1.222222,1.777778,7.777778,-2.366216,3
95,1.111111,4.555555,18.222221,-2.322295,3
108,27.277779,46.555557,33.88889,-2.360491,3
75,26.611113,52.11111,31.333334,-2.356754,3
94,2.555556,6.666666,5.666666,-2.869948,3
102,1.555556,1.888889,12.888889,-2.275159,3
116,1.333334,14.888889,32.444443,-2.259967,3
91,33.444447,39.88889,29.555555,-2.346057,3
72,1.388889,2.555556,14.777778,-2.216721,3
95,2.222222,1.222222,12.888889,-2.151958,3
137,0.277778,0,1.333333,-2.094395,3
139,2.111111,15.666667,13.444445,-1.702833,3
117,0,0,0,0,3
108,1.166667,1.666667,4.444445,-2.463852,3
143,0.888889,2.222222,15.777778,-2.257412,3
96,0.833333,4.333334,16.777779,-2.275792,3
134,1.5,4.888889,15.777778,-2.386611,3
145,7.5,10.333334,20,-2.06232,3
137,0.388889,0.111111,4.333334,-2.123254,3
102,0.833333,1.666667,10.333333,-2.261719,3
95,1.111111,2.222222,4.888889,-2.552724,3
123,0.611111,0.444444,4.777778,-2.16921,3
122,0.833333,0.333333,8.555555,-2.153599,3
73,1.722222,3.111111,14.444445,-2.268176,3
122,1.388889,1,8.888889,-2.173204,3
98,1.777778,3.555556,13.666667,-2.395422,3
100,2.555556,2.888889,14.555555,-2.28054,3
110,0.5,0.444444,8.333333,-2.155984,3
124,1.833333,1.666667,8.666667,-2.118937,3
120,5.944445,4.777778,17.444445,-2.240133,3
96,2.333333,3.777778,13.666667,-2.330693,3
117,0.111111,0.111111,6.111111,-2.132635,3
132,1.722222,1,6.777778,-2.152432,3
125,1.055556,13.888889,36.333332,-2.241956,3
80,3.833333,8.444445,15.222222,-2.326257,3
92,7,10.555555,18,-2.280561,3
136,0.388889,0.111111,3.555556,-2.094395,3
136,2.777778,15.666667,19,-1.61572,3
115,5,6.222222,16,-2.390992,3
122,0.444444,0.444444,2,-2.444563,3
142,0.888889,2.666667,10.111111,-2.280603,3
118,0.333333,0.222222,4.888889,-2.17128,3
121,2.055556,11.888889,25.444445,-2.235355,3
144,0.333333,0,6,-2.094395,3
121,1.5,3.111111,7.777778,-2.519165,3
143,0.888889,2.222222,15.777778,-2.257412,3
91,0.833333,1.222222,14.222222,-2.186723,3
113,0.277778,0.111111,5.444445,-2.123254,3
120,0.5,0.333333,7.666666,-2.156366,3
90,6.777779,6.555555,20,-2.266389,3
115,1.388889,1.888889,8.888889,-2.358386,3
79,1.333333,3.333333,13.111111,-2.288981,3
116,1.222222,2.222222,8.555555,-2.420258,3
108,3.388889,6.777778,16.333334,-2.275553,3
127,0.777778,2.111111,8.444445,-2.408939,3
85,2.388889,3.333333,8.111111,-2.369864,3
78,43.333332,76.77778,35.333332,-2.411645,3
123,0.444444,0.111111,3.888889,-2.123254,3
124,1.111111,1.222222,10.777778,-2.267462,3
115,0.722222,1.666667,10.444445,-2.321865,3
140,1.777778,7.222222,17,-2.442323,3
76,1.833333,7.666666,15.222222,-2.520215,3
94,0.722222,0.666667,11.222222,-2.189708,3
81,22.111109,41,27.666666,-2.476481,3
125,0.5,0.222222,7.555555,-2.130339,3
126,0.5,0.555556,6.777778,-2.229939,3
83,12.888889,11.444445,24.88889,-2.274205,3
122,1.555556,15.111111,32.88889,-2.06017,3
100,5.777778,6.444445,15.555555,-2.289874,3
86,8.777779,11.555555,19.444445,-2.363577,3
125,2.666667,2.444444,11.555555,-2.234241,3
106,0.833333,0.666667,11.111111,-2.133095,3
135,0.333333,0.111111,5.444445,-2.117548,3
122,0,0,2,-2.094395,3
112,0.5,0.111111,2.333333,-2.151914,3
96,1.555556,2,12.666667,-2.244482,3
137,0.333333,0,4,-2.094395,3
137,0.111111,0,1.555556,-2.094395,3
110,2.277777,13.444445,35.333332,-2.321226,3
134,0.833333,1.333333,6.333334,-2.422506,3
91,1,4.333334,15.111111,-2.383949,3
118,0.388889,0.111111,3.888889,-2.132635,3
136,2.666667,12.222222,29.444445,-2.307511,3
90,3.333333,5.111111,7,-2.639389,3
114,8.833333,23.88889,52.22222,-2.295381,3
126,2.555556,8.444445,21.11111,-2.449839,3
120,1.444444,13.555555,42.11111,-2.231261,3
103,1.111111,0.666667,10.555555,-2.185466,3
124,2.388889,12.333333,28.333334,-2.396682,3
127,1,3.333333,8.888889,-2.474562,3
85,2.055556,2.666667,13.777778,-2.271544,3
144,0.5,0,6.888889,-2.094395,3
104,22.111109,17.555555,14.444445,-2.42507,3
84,1.777778,3.111111,13.333333,-2.305729,3
120,1.055556,1.111111,7.555555,-2.298085,3
102,0.833333,1.666667,10.333333,-2.261719,3
98,0.666667,1.333333,4.111111,-2.4238,3
89,0.777778,0.333333,12.444445,-2.123905,3
146,0.055556,0,0.222222,-2.094395,3
77,1.611111,3.555556,15.666667,-2.354881,3
126,1.055556,1.777778,10.777778,-2.289097,3
87,13.222221,15.666667,19,-2.418074,3
113,0.666667,0.666667,6.111111,-2.237562,3
103,0.666667,51.77778,41.333332,-2.071134,4
137,3.444445,37.333336,13.444445,-1.75799,4
32,0.833334,53.333332,34.22222,-2.042422,4
42,4.333334,40,28.666666,-2.120131,4
103,0.833336,56.88889,41,-2.022581,4
21,1.277778,59.11111,40,-2.072158,4
100,1.444445,48.88889,34.555557,-2.00619,4
124,11.166668,47.88889,32,-2.017379,4
68,1.111111,35.11111,11.222222,-1.624846,4
147,1.333333,4.555555,6.555555,-1.584341,4
82,0.777778,33.666668,28.666666,-2.028043,4
78,4.333334,31,29.666666,-2.053834,4
101,0.5,26.88889,24.777779,-2.05839,4
130,9.777778,10.333334,17.555555,-2.137371,4
126,3.388889,20,16.777779,-1.96874,4
146,5.111111,36.666668,38.22222,-2.081842,4
129,19.833334,45.444443,29,-1.997241,4
158,1.388889,6.111111,11.333333,-1.943449,4
111,0.444445,29.777779,24.333334,-2.005742,4
48,0.277777,34.666668,34.77778,-2.048732,4
105,0.777776,57.88889,39.666668,-1.989475,4
158,1.166667,6.222222,10.222222,-1.904651,4
97,0.5,43.333332,18.88889,-1.836777,4
17,5,39.444443,28.222221,-2.030048,4
57,0.999999,58.22222,41.22222,-2.030703,4
78,2.944444,26.333334,21.444445,-2.017779,4
101,1.111111,39,36.22222,-2.094303,4
77,1.666667,35.22222,24,-1.932066,4
28,0.833333,54.666668,50.11111,-2.144507,4
119,1.055555,40.22222,31.11111,-2.064038,4
145,1,22.777779,19.666666,-1.934686,4
25,0.611111,61.666668,55.666668,-2.13042,4
93,2.055555,54.555557,49.11111,-2.083715,4
100,0.444445,50.22222,37.555557,-2.024061,4
84,0.888889,7.555555,8.666667,-2.13694,4
159,2.222222,23.555555,10.333333,-1.802554,4
66,9.222221,39,15.555555,-1.83808,4
115,0.722221,41.444443,28.777779,-2.021125,4
89,0.722223,24.666666,23.88889,-2.048461,4
136,2.833333,3.111111,11.111111,-2.123905,4
111,0.555555,55,39.22222,-2.014126,4
125,0.444444,15,19.666666,-2.104083,4
102,0.666667,56.555557,40.88889,-2.083043,4
158,1.444445,17.333334,23.88889,-2.142701,4
76,0.388889,46.11111,29.333334,-1.989922,4
81,1.222223,33,26.88889,-1.984566,4
102,0.888889,51.555557,34.333332,-1.985584,4
64,1.055556,54.22222,48.333332,-2.118087,4
80,0.666667,34.555557,25.555555,-1.962646,4
110,1.277777,45.444443,29.333334,-2.032518,4
121,6.611111,48.444443,41.11111,-2.126943,4
67,1.055554,56.666668,47.11111,-2.076662,4
75,2.388889,37.333336,13.666667,-1.722278,4
125,2.166667,61.666668,41.333332,-2.019545,4
76,3.277778,30.666666,21.444445,-1.981499,4
123,1.833333,15.888889,37.77778,-2.149759,4
36,1.111109,57.77778,55.22222,-2.138581,4
73,0.777777,42.11111,14.444445,-1.681589,4
126,14.055554,32,20.444445,-1.942179,4
118,0.833334,30.555555,22,-2.077668,4
35,1.055555,61.22222,47.666668,-2.0742,4
125,9.944444,37.555557,26.88889,-1.973025,4
148,1.055555,24.222221,37.444443,-2.237972,4
125,2.444445,50.666668,46.666668,-2.112723,4
66,2.555556,38.88889,11.333333,-1.68385,4
98,1.277777,46.333332,35.444443,-2.025773,4
159,1.277778,4.666667,10.444445,-1.999443,4
83,0.944444,23,20.11111,-2.063242,4
134,1.444444,41.77778,42.555557,-2.086914,4
33,0.277778,30.555555,29.222221,-2.030428,4
103,1.777778,54.333332,36.555557,-2.00292,4
44,1.611109,42.555557,30.555555,-2.070466,4
140,1.5,23.555555,17.666666,-2.100487,4
118,1.166667,48.77778,33.77778,-2.007117,4
122,11.444446,31.88889,23.444445,-2.035377,4
116,1.333333,28.777779,25.444445,-2.068113,4
152,2.388889,21.666666,33.333332,-2.165731,4
103,1.944445,51.666668,34.11111,-1.997589,4
80,0.666667,34.555557,25.555555,-1.962646,4
135,1.11111,28.555555,24.88889,-2.093203,4
73,1,38.88889,15.222222,-1.893495,4
34,0.555556,46.22222,48.22222,-2.09452,4
129,1.111111,33.11111,28.666666,-2.097799,4
127,15.388888,32.666668,13.444445,-1.67677,4
62,0.666667,54.666668,51.555557,-2.126207,4
90,2.833333,42,39.666668,-2.131861,4
128,1.666666,46.333332,41.555557,-2.091927,4
43,1.555557,56.666668,53.555557,-2.160551,4
45,2.055555,47.333332,32.11111,-2.045905,4
64,0.666667,34.666668,30.333334,-2.030269,4
133,0.888889,32,28.666666,-2.091572,4
121,2.722222,27.88889,24.555555,-2.024268,4
122,6.111111,29,30.444445,-2.074838,4
121,4.888888,47.22222,39.666668,-2.110233,4
107,10.333333,24.88889,20,-1.877159,4
130,1.444445,16.444445,31.555555,-2.134924,4
148,1.055555,24.222221,37.444443,-2.237972,4
125,1.944445,32.444447,30.333334,-2.100687,4
129,2,20.11111,30.555555,-2.161046,4
125,8.555554,39.444443,16.88889,-1.840579,4
17,1.444445,62.555557,48.11111,-2.098521,4
128,1.333334,30.88889,24.555555,-1.981846,4
140,0.666667,24.555555,17.666666,-2.05389,4
146,2.500001,18.555555,26.444445,-2.124871,4
120,1.555555,42.444443,25.444445,-1.910735,4
111,1.055556,52.444443,44.11111,-2.058,4
139,1.388889,57.333332,42.333332,-2.065471,4
123,1.944444,52.333332,43.333332,-2.111941,4
73,0.777777,42.11111,14.444445,-1.681589,4
18,1.722223,59.77778,53.444443,-2.123641,4
102,1.222222,45.555557,32,-1.99488,4
89,0.722222,26.777779,27.88889,-2.046542,4
69,0.944444,36.555557,11.666667,-1.518761,4
102,1.166667,51,45.22222,-2.102047,4
131,9.222222,30.666666,30.222221,-2.089186,4
126,1.833334,16.88889,24.333334,-2.158805,4
89,0.722222,26.777779,27.88889,-2.046542,4
115,1.38889,24.88889,23.777779,-2.094392,4
80,0.833334,51.666668,41.333332,-2.116351,4
72,1.444444,51.22222,46.333332,-2.090221,4
122,1.777777,52.444443,52.444443,-2.128423,4
90,1.277777,58.11111,43.77778,-2.108813,4
65,1.555555,50.11111,44.77778,-2.077647,4
17,0.888891,62.88889,48.444443,-2.075161,4
73,2.277779,35.11111,28.777779,-2.054964,4
108,6.833332,35.77778,24.666666,-2.080474,4
132,1.111111,30.444445,31.333334,-2.146969,4
151,1.555556,25.555555,36.88889,-2.219625,4
82,1.333333,40,24.666666,-1.971781,4
104,1.999999,56.11111,38.77778,-1.986567,4
34,0.777779,41.666668,37.22222,-2.122875,4
158,1.833333,35,24.333334,-2.049172,4
129,0.777776,55,46.77778,-2.126989,4
111,1.500001,50.333332,41.666668,-2.045165,4
15,1.111111,61.77778,52.11111,-2.124981,4
132,1.333333,33.88889,31.333334,-2.129523,4
112,1.055556,51.88889,42.555557,-2.078463,4
117,1.277778,39.666668,37.666668,-2.09948,4
123,13.222221,46.333332,33.88889,-1.994105,4
101,1.111111,39,36.22222,-2.094303,4
157,1.388889,17.444445,25.666666,-2.1343,4
100,1.444445,48.88889,34.555557,-2.00619,4
73,0.61111,39.77778,14.777778,-1.720441,4
157,2.222222,19.222221,26.555555,-2.169368,4
53,0.944443,35.77778,24.666666,-2.00456,4
87,1.555557,37.22222,34.666668,-2.050388,4
78,2.555556,38.444443,24.222221,-1.886072,4
32,0.833334,53.333332,34.22222,-2.042422,4
83,1.555556,58.88889,40.22222,-2.027771,4
81,1.833333,37.77778,25.88889,-1.970422,4
123,1,15.888889,21.11111,-2.115734,4
120,4.277778,44,29.777779,-2.035243,4
119,0.944446,35.11111,25.11111,-2.006,4
120,8.333333,34.77778,25.333334,-2.046753,4
111,2.277777,25.11111,25.88889,-2.064723,4
101,2.055554,56.77778,45.22222,-2.08957,4
108,1.666666,52,34.444443,-2.053869,4
44,2.111113,50.333332,50.666668,-2.102652,4
117,1.444443,33.77778,32.22222,-2.106235,4
73,1.5,38.77778,28.444445,-2.096415,4
15,1.222223,60.666668,53.77778,-2.145323,4
20,1.944444,57.444443,49.444443,-2.133031,4
99,1.722222,47.77778,12.333333,-1.567463,4
50,1.333334,53.77778,44.77778,-2.129479,4
103,1.111111,30.88889,28.777779,-2.102607,4
102,0.444445,50.11111,37,-2.034054,4
70,4.111111,35.11111,25.11111,-1.990412,4
124,2.055555,35.555557,31.555555,-2.076967,4
79,0.888889,40.666668,24.222221,-1.918888,4
107,4.722223,44.88889,25.555555,-1.991445,4
78,4.055555,25.11111,30.444445,-2.066695,4
81,0.722221,52,45,-2.09885,4
128,1.388888,42.88889,42.88889,-2.102441,4
105,1.166667,52.22222,35.11111,-2.032243,4
24,1.222223,44,36.11111,-2.186797,4
69,1.833333,52,41,-2.022861,4
67,1.499999,53.333332,45.444443,-2.109804,4
159,2.222222,23.555555,10.333333,-1.802554,4
102,1.777779,44.555557,37.88889,-2.009854,4
149,2.111111,17.444445,25.88889,-2.141787,4
35,2.055556,33,29.555555,-2.138762,4
96,1.722222,59.88889,39.555557,-2.036336,4
120,0.944444,45.77778,24.444445,-1.896425,4
38,1.111112,57.22222,41.444443,-2.038824,4
137,2.61111,33.555557,16.222221,-1.940975,4
109,1.222222,42.77778,40.444443,-2.105478,4
139,1.666667,13,21.88889,-2.118223,4
80,1.333333,36.11111,21.444445,-1.942698,4
117,1.277778,39.666668,37.666668,-2.09948,4
125,1.333333,37.444443,35.333332,-2.096474,4
121,0.944444,36.22222,25.222221,-1.995536,4
66,0.944445,45.77778,28.88889,-1.961254,4
105,0.611111,44,32.11111,-1.991964,4
124,7.388889,37.555557,28.555555,-1.980977,4
78,2.611111,61.11111,56.11111,-2.145541,4
145,0.999999,54.11111,47,-2.166151,4
62,0.722224,58.22222,53.666668,-2.124459,4
117,1.111111,27.333334,23.222221,-2.088914,4
96,0.944444,50.333332,17.555555,-1.720468,4
22,1.388889,43.333332,39.666668,-2.123537,4
76,0.555555,36.77778,35.444443,-2.139002,4
20,4.944444,31.666666,21.88889,-2.045203,4
87,13.388889,27.444445,23.222221,-2.013382,4
42,0.611111,24.11111,23.88889,-2.061006,4
50,1.055557,57.666668,45.666668,-2.107785,4
83,1.666666,44,29.11111,-1.958524,4
124,1.277779,33.666668,22.88889,-1.907502,4
73,0.777777,52.333332,33.88889,-1.996907,4
122,11.444444,34.333336,25,-1.985027,4
32,2.277778,47.77778,49.22222,-2.060607,4
68,1.555556,50.11111,34.333332,-1.984308,4
156,2.5,17,24.666666,-2.109365,4
79,1.333334,36.555557,24.777779,-1.984583,4
48,4.666666,37.555557,23.444445,-2.003259,4
138,2.388889,48,36.444443,-2.029656,4
160,2.777778,18.777779,26.11111,-2.138726,4
109,1.055555,35.666668,35.555557,-2.068644,4
25,1.555556,39.88889,30.555555,-2.11881,4
105,2.166666,39.666668,31.777779,-1.996082,4
129,0.722222,27.444445,27.222221,-2.078797,4
42,0.999999,31.777779,31,-2.029552,4
159,1.611111,18.88889,5.444445,-1.596679,4
68,0.777777,48.666668,44.11111,-2.069541,4
78,2.555556,38.444443,24.222221,-1.886072,4
71,0.777777,35.11111,11.222222,-1.675919,4
62,0.944443,53.444443,45.555557,-2.093744,4
75,5.666666,35.11111,25.555555,-2.036435,4
143,1.222221,43.333332,43.22222,-2.108995,4
154,2,23.333334,34.22222,-2.191073,4
147,2.055556,22.444445,34.333332,-2.204575,4
126,1.833334,16.88889,24.333334,-2.158805,4
133,1.277777,18.666668,13,-1.90381,4
104,1.5,58.11111,38.11111,-2.007832,4
146,1.111111,8.111112,15.222222,-2.108911,4
106,7,33.22222,24.222221,-2.010178,4
98,1.055556,24.333334,25,-2.04294,4
104,1.444444,51,32.666668,-1.985221,4
116,0.499999,54.11111,46.333332,-2.161793,4
66,5.277777,38,14.111111,-1.748546,4
96,0.833333,54.333332,45.22222,-2.089105,4
127,8.555555,36,22.444445,-1.908348,4
83,1.500001,44,27.666666,-1.973615,4
139,1.833334,41.666668,36.666668,-2.044238,4
64,2,49.11111,43.22222,-2.067168,4
68,1.555556,50.11111,34.333332,-1.984308,4
17,5,39.444443,28.222221,-2.030048,4
147,2.5,22.333334,34.11111,-2.174468,4
119,0.944446,35.11111,25.11111,-2.006,4
49,1.222221,34.333336,18.222221,-1.949745,4
85,6.5,42.666668,38,-2.097363,4
70,8.777778,32.11111,23.11111,-1.960582,4
28,0.833333,54.666668,50.11111,-2.144507,4
104,1.000001,48.77778,41.444443,-2.08549,4
65,26.444445,53,23.222221,-1.970812,4
85,2.833333,42.88889,31.222221,-1.95422,4
