@relation segment

@attribute Region-centroid-row numeric
@attribute Rawgreen-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
161,36.333336,6
190,46.555557,6
190,45.77778,6
161,36.333336,6
184,28,6
182,30.444445,6
160,37.555557,6
180,42.555557,6
182,29.777779,6
175,50,6
200,48.666668,6
200,52.555557,6
161,37.333336,6
172,37.77778,6
194,43.11111,6
197,44.11111,6
178,42.333336,6
188,43.444443,6
203,46.666668,6
189,27.666666,6
175,50,6
176,43,6
185,50,6
201,51,6
190,42.444443,6
187,41.666668,6
193,49.77778,6
190,45.333332,6
161,38.22222,6
192,51.333332,6
189,53.77778,6
183,47.88889,6
160,39.22222,6
183,37.333336,6
162,38.77778,6
196,41.22222,6
201,38.77778,6
193,45.666668,6
191,54.333332,6
182,37.88889,6
200,49.11111,6
193,39.444443,6
184,43.555557,6
180,43.666668,6
202,50.22222,6
197,47.666668,6
194,43.11111,6
186,44.333332,6
184,28,6
163,37.444443,6
185,42.444443,6
186,45.11111,6
186,41.666668,6
185,41.333336,6
193,54,6
159,32.333336,6
195,53.444443,6
197,43.444443,6
182,29.777779,6
182,50.11111,6
162,38.22222,6
199,49.444443,6
190,28.444445,6
193,36.555557,6
174,49.88889,6
184,28.333334,6
175,29,6
196,45.555557,6
189,28.222221,6
187,41.555557,6
190,40.88889,6
177,42.333336,6
185,39.22222,6
171,40,6
195,42,6
179,31,6
198,52.22222,6
187,50.88889,6
194,53.22222,6
201,46.77778,6
186,30.777779,6
160,36.666668,6
197,55.666668,6
163,37.77778,6
195,41.77778,6
190,43,6
163,36.555557,6
186,47.88889,6
181,36.444443,6
191,43.11111,6
200,46.88889,6
198,50.88889,6
196,40.666668,6
191,51.555557,6
189,51.444443,6
160,36.77778,6
183,46.666668,6
194,39.555557,6
192,50.555557,6
200,49,6
162,39.22222,6
189,53.88889,6
178,29.444445,6
187,51.333332,6
195,49.88889,6
201,51.444443,6
189,25.555555,6
195,41.77778,6
194,52.11111,6
177,28.555555,6
191,52.11111,6
187,51.333332,6
207,49.88889,6
204,48.666668,6
205,44.11111,6
196,54.11111,6
182,46.77778,6
189,26.555555,6
194,43.666668,6
188,42.666668,6
176,43.333332,6
182,48.333332,6
176,51.88889,6
187,52.88889,6
162,40.11111,6
184,39.444443,6
186,41.88889,6
195,42.555557,6
196,41.88889,6
196,41.444443,6
176,51.88889,6
179,42.88889,6
186,42.333336,6
201,36.11111,6
189,28.666666,6
210,44.11111,6
195,41.77778,6
180,27.333334,6
195,53.555557,6
180,43.666668,6
188,54,6
190,46.555557,6
173,47.444443,6
196,41.444443,6
203,51.333332,6
190,26.88889,6
201,53.555557,6
182,49.666668,6
191,42.11111,6
185,42.444443,6
188,26.555555,6
185,46.88889,6
163,38.22222,6
194,36.333336,6
176,44,6
189,43,6
189,20.333334,6
181,23.88889,7
175,20.11111,7
156,29.555555,7
150,23.333334,7
161,20.444445,7
212,11.333333,7
235,18.222221,7
216,22.555555,7
186,21.11111,7
211,15.888889,7
208,25.333334,7
184,15.888889,7
194,26.11111,7
195,12.333333,7
232,19.333334,7
183,23.222221,7
218,19.11111,7
189,16.444445,7
226,17.555555,7
169,19.88889,7
219,19.666668,7
170,19.555555,7
239,13.777778,7
217,9.666667,7
177,30.88889,7
237,18.333334,7
208,20.777779,7
247,12.444445,7
224,20.555555,7
224,27.555555,7
223,22.88889,7
219,19.11111,7
229,14.666667,7
187,19.222221,7
162,22.333334,7
216,19.11111,7
166,22.222221,7
158,27.88889,7
189,18.666668,7
161,25,7
248,17.666668,7
232,17,7
223,18.444445,7
157,23.88889,7
207,16.555555,7
223,10.444445,7
149,22.777779,7
242,15.777778,7
247,15.888889,7
188,19.88889,7
236,14.333333,7
176,29,7
184,19.333334,7
208,20,7
210,17.333334,7
220,11.555555,7
169,21.333334,7
162,23.88889,7
223,10.444445,7
217,18.88889,7
234,8.777778,7
181,23.88889,7
201,11.555555,7
211,23.11111,7
177,20.777779,7
177,24.555555,7
249,27.555555,7
246,34.11111,7
211,18.666668,7
249,18.11111,7
164,28.555555,7
175,28.777779,7
242,30.555555,7
148,19,7
182,23.333334,7
156,28.333334,7
169,32,7
233,17,7
191,11.222222,7
245,7,7
199,23.222221,7
184,18.11111,7
211,20.666668,7
251,22.777779,7
166,22.222221,7
222,16.11111,7
240,17.333334,7
236,17.222223,7
237,8.888889,7
210,17.444445,7
203,16.88889,7
206,20.11111,7
202,18.555555,7
243,18,7
157,23.88889,7
229,18.777779,7
215,30.666666,7
186,16.11111,7
196,24.666666,7
211,17.777779,7
222,20.11111,7
247,19.555555,7
220,11.555555,7
176,17.11111,7
222,17.555555,7
221,19.11111,7
244,17.11111,7
183,26,7
219,8.333334,7
246,8.555555,7
236,18.666668,7
219,17.222223,7
224,18.444445,7
156,21.777779,7
221,18,7
236,22.222221,7
170,30.88889,7
196,19.555555,7
155,29.333334,7
241,11.888889,7
191,18.555555,7
231,17,7
229,21.222221,7
250,13.777778,7
248,18.222221,7
249,15.888889,7
195,20.333334,7
169,18,7
215,29.444445,7
156,28.333334,7
246,22.88889,7
236,18.444445,7
182,23,7
172,20.88889,7
167,17.11111,7
167,13.777778,7
183,23,7
195,20.333334,7
220,19.222221,7
176,27.777779,7
215,11.222222,7
183,21,7
216,11.111111,7
250,13.777778,7
178,23.555555,7
202,19.777779,7
185,17.555555,7
203,25.444445,7
218,12.555555,7
191,11.222222,7
184,22.222221,7
197,27.555555,7
196,20.444445,7
173,24.777779,7
237,8.777778,7
189,23.222221,7
208,21.11111,7
224,19.222221,7
239,18.666668,7
241,18.11111,7
238,17.444445,7
180,18.777779,7
226,24.222221,7
176,23.333334,7
184,24.88889,7
248,26.444445,7
237,11.777778,7
151,23.444445,7
190,26.555555,7
152,29.666666,7
209,29,7
238,21.777779,7
204,26,7
217,17,7
216,19.11111,7
245,21.222221,7
243,9.444445,7
203,15.444445,7
238,19.11111,7
215,29.444445,7
199,21.555555,7
187,15.888889,7
164,14.333333,7
200,11.444445,7
180,27.222221,7
197,17.444445,7
215,24.555555,7
244,11.666667,7
185,17.555555,7
168,31.444445,7
236,17.222223,7
244,17.222223,7
235,32.555557,7
194,25.333334,7
174,29,7
187,25.11111,7
218,17.777779,7
240,27.333334,7
174,17,7
170,24.666666,7
235,19.222221,7
212,17.88889,7
249,10.111111,7
198,19.777779,7
177,24.555555,7
197,9.888889,7
236,18.444445,7
193,19.11111,7
232,12.666667,7
192,13.777778,7
215,16.444445,7
163,25.333334,7
220,9.555555,7
179,16.222223,7
189,18.777779,7
185,24.666666,7
226,18.333334,7
238,13.888889,7
172,35.666668,7
222,11.777778,7
249,14.777778,7
193,21,7
165,22.666666,7
174,24.333334,7
184,15.888889,7
169,25,7
214,10.666667,7
211,17.222223,7
199,19.88889,7
162,29.555555,7
175,28.666666,7
187,19.666668,7
162,29.88889,7
181,21.444445,7
164,25.555555,7
240,28.11111,7
237,29.444445,7
164,14.444445,7
233,18.777779,7
180,27.555555,7
160,33.333336,7
208,24.555555,7
223,20,7
172,24.222221,7
244,9.555555,7
181,24,7
180,27.222221,7
246,29.88889,7
178,30.11111,7
237,11.222222,7
240,18.555555,7
156,24,7
167,24.666666,7
233,33.444447,7
201,25.11111,7
245,18.444445,7
157,29.444445,7
195,20.11111,7
221,19.11111,7
242,17.444445,7
226,11.222222,7
199,17.88889,7
181,25.11111,7
204,25.555555,7
201,16.333334,7
210,22.666666,7
246,20.444445,7
180,28.222221,7
224,27.555555,7
240,18.555555,7
185,24.222221,7
215,22.88889,7
180,17.777779,7
182,24.666666,7
194,20.444445,7
235,12.777778,7
233,15.777778,7
173,22.333334,7
208,21.555555,7
245,7,7
238,12.444445,7
249,23.666666,7
190,26.88889,7
215,21.444445,7
201,26.88889,7
240,28.555555,7
197,15.333333,7
160,28.555555,7
201,24.777779,7
211,18.666668,7
225,21.333334,7
235,15.777778,7
181,16.222223,7
218,17.777779,7
201,11.555555,7
248,32.333336,7
211,26.222221,7
