@relation segment

@attribute Region-centroid-row numeric
@attribute Rawblue-mean numeric
@attribute Rawgreen-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
25,55,39.88889,4
65,64.44444,53,4
73,70.111115,52.333332,4
34,89.111115,64.55556,4
44,58,42.555557,4
129,34.88889,20.11111,4
157,30,17.444445,4
120,56.333332,42.444443,4
122,47.555557,34.333336,4
117,39,27.333334,4
128,64.22222,42.88889,4
95,71.66667,47.77778,4
111,75.333336,55,4
75,45.666668,37.333336,4
129,47.444443,33.11111,4
98,64.66667,46.333332,4
124,46.22222,33.666668,4
70,48.333332,35.11111,4
123,73.77778,52.333332,4
159,29.555555,23.555555,4
35,47.444443,33,4
138,66.77778,48,4
62,76.22222,53.444443,4
43,82.55556,56.666668,4
132,45.666668,30.444445,4
81,74.44444,52,4
117,49.77778,33.77778,4
76,33.444447,27.333334,4
76,54.11111,36.77778,4
133,25.777779,18.666668,4
87,80.333336,56,4
148,41.555557,24.222221,4
89,41,26.777779,4
133,62.555557,41.88889,4
100,66.88889,48.88889,4
62,80,54.666668,4
77,71.333336,53.11111,4
57,79.44444,58.22222,4
158,11.888889,5.666666,4
109,62.88889,42.77778,4
22,62.88889,43.333332,4
123,53.77778,39.555557,4
107,64.44444,48.11111,4
68,42.333336,35.11111,4
77,74,52.22222,4
160,31.555555,18.777779,4
125,83.111115,61.666668,4
152,37.666668,21.666666,4
161,10.888889,5,4
150,29.222221,16.777779,4
80,47.666668,36.11111,4
73,53,38.77778,4
162,12,6.444445,4
73,49.77778,35.11111,4
136,8.555555,3.111111,4
48,52.444443,34.666668,4
101,79.44444,56.77778,4
104,68.22222,51,4
17,54,39.444443,4
149,30,17.444445,4
135,83.888885,62.22222,4
123,26.333334,15.888889,4
96,61,50.333332,4
70,64.88889,48.666668,4
125,49,39.444443,4
25,89,61.666668,4
97,54.333332,43.555557,4
36,84.77778,57.77778,4
124,64.44444,47.88889,4
126,28.88889,20,4
140,33.555557,24.555555,4
89,74.44444,51.333332,4
102,77.111115,56.555557,4
72,74.44444,51.22222,4
158,12.222222,6.111111,4
104,78,58.11111,4
87,54.88889,37.22222,4
146,31.555555,18.555555,4
101,57.11111,39,4
28,79.111115,54.666668,4
20,42.77778,31.666666,4
89,41,26.777779,4
129,41.11111,27.444445,4
127,48.22222,36,4
133,46.333332,32,4
105,78.77778,57.88889,4
118,66.333336,48.77778,4
66,47.77778,39,4
90,79.77778,58.11111,4
134,63.11111,41.77778,4
124,52.666668,37.555557,4
90,79.77778,58.11111,4
73,51.11111,42.11111,4
121,49.444443,36.22222,4
95,56.333332,41.333336,4
64,50.11111,34.666668,4
80,48.22222,34.555557,4
130,31.88889,16.444445,4
15,86.888885,60.666668,4
73,47.333332,38.88889,4
85,59.555557,42.88889,4
120,59.333332,44,4
121,66.88889,47.22222,4
154,64,43.555557,4
130,18.88889,10.333334,4
78,88.44444,61.11111,4
116,38.333336,25,4
68,41.666668,34.666668,4
143,64.77778,43.333332,4
135,60.666668,40.444443,4
15,87.44444,61.77778,4
117,49.77778,33.77778,4
158,11.777778,6.222222,4
21,49.333332,35.77778,4
45,63.77778,47.333332,4
117,58.444443,39.666668,4
126,28.666666,16.88889,4
110,44.444443,28.777779,4
83,58.666668,44,4
103,78.111115,56.88889,4
97,54.11111,43.333332,4
70,44.444443,32.11111,4
98,41,29.88889,4
131,45.77778,30.666666,4
87,39.444443,27.444445,4
57,90.111115,61,4
121,49.444443,36.22222,4
96,80.22222,59.88889,4
102,69.66667,51.555557,4
84,11.777778,7.555555,4
116,41.666668,28.777779,4
137,42.333336,33.555557,4
76,61.555557,46.11111,4
17,86.55556,62.555557,4
159,10.111111,4.666667,4
83,79.66667,58.88889,4
111,74.888885,52.444443,4
109,53.666668,35.666668,4
49,44.11111,34.333336,4
102,69.111115,50.11111,4
160,31.555555,18.777779,4
87,80.333336,56,4
67,80.44444,56.666668,4
104,76.55556,56.11111,4
111,71.66667,50.333332,4
126,27.333334,16.555555,4
125,24.777779,15,4
93,27.11111,13.444445,5
153,0,0,5
152,2.444444,0.777778,5
155,12.666667,6.222222,5
109,28.777779,18.333334,5
117,23,13.777778,5
105,29.555555,19.444445,5
154,0.222222,0,5
83,24.88889,13.444445,5
134,6.444445,1.333333,5
138,5.888889,1,5
105,34,23.666666,5
155,17.555555,8.555555,5
94,23.777779,11.666667,5
107,35.11111,24.777779,5
145,1.222222,0.111111,5
89,0,0,5
114,34.666668,21.777779,5
92,22.666666,11.888889,5
152,2.888889,0.666667,5
94,24.88889,11.444445,5
144,1.111111,0.111111,5
86,21.11111,8.111112,5
94,30.444445,17,5
92,25.777779,13.111111,5
138,3.222222,0,5
114,34.444447,24.11111,5
93,22.88889,10.444445,5
133,3.555556,0.111111,5
87,19.555555,7.222222,5
94,3.222222,0.111111,5
68,2.888889,1.888889,5
41,1.222222,0.333333,5
95,10.777778,5.333334,5
99,23.777779,11.444445,5
154,7.666666,2.666667,5
94,15.222222,6.222222,5
89,25.11111,14.555555,5
133,1.777778,0,5
137,4.111111,0,5
135,4.444445,0.333333,5
155,18.666668,11.333333,5
137,36.555557,20.777779,5
89,25.777779,14.222222,5
154,1.555556,0.222222,5
80,20.333334,11.777778,5
40,0,0,5
89,3.777778,2.666667,5
61,12.333333,4.222222,5
64,10.333334,3.111111,5
141,16.555555,7,5
133,0.888889,0,5
104,23.333334,16.222223,5
114,25,12.111111,5
144,0,0,5
141,0.111111,0,5
88,12.222222,4.666667,5
111,23.777779,12.333333,5
137,3.777778,0.555556,5
134,37.444443,22.333334,5
93,0,0,5
113,43.77778,27.11111,5
89,9.555555,2.666667,5
148,0,0,5
39,14.333333,6.888889,5
134,6.111111,0.888889,5
79,20.555555,11.444445,5
147,0.444444,0.222222,5
134,4.666667,0.666667,5
41,1.222222,0.333333,5
114,24.11111,12.444445,5
90,10,2.666667,5
88,29.333334,19.444445,5
30,13.111111,6.222222,5
137,2.666667,0,5
40,1.555556,1,5
152,0,0,5
94,28.777779,15.888889,5
140,0.777778,0,5
152,0,0,5
104,26.11111,16.555555,5
137,7.111111,1.888889,5
131,0,0,5
113,28.444445,17.222223,5
30,11.666667,4.666667,5
109,37.11111,26.333334,5
36,13,4.777778,5
97,27.777779,15.666667,5
110,7.444445,2.444444,5
129,0,0,5
33,13.111111,6.666666,5
155,11,5.555555,5
150,0,0,5
147,0,0,5
145,0,0,5
104,26.11111,16.88889,5
12,11.333333,3.555556,5
136,4.888889,0.666667,5
93,23.444445,10.555555,5
134,4,0.333333,5
135,5.111111,0.777778,5
89,13,6,5
140,1.888889,0.444444,5
154,0.777778,0,5
115,22.222221,11.333333,5
116,31.444445,19.444445,5
61,14.333333,6.111111,5
136,5.777778,0.888889,5
94,28.777779,15.888889,5
84,24.777779,13.555555,5
148,0,0,5
141,0.555556,0,5
154,10.777778,4.333334,5
89,22.11111,10.333334,5
113,28.444445,17.222223,5
86,24.666666,13.555555,5
12,17.666668,8.222222,5
90,34.444447,18.777779,5
145,0,0,5
116,29.555555,18.444445,5
133,1.777778,0.111111,5
61,12,4.111111,5
114,40.77778,26.222221,5
58,14.111111,5.333334,5
138,6.666666,1.444444,5
141,8.777778,3,5
90,29,15.777778,5
149,0.111111,0,5
86,28.555555,16.88889,5
119,13.666667,6.333334,5
134,4.666667,0.666667,5
152,1.666667,0.333333,5
106,24,14.333333,5
64,12.555555,5.333334,5
148,3.222222,1,5
38,22,11.222222,5
95,28.777779,16.222223,5
133,1.111111,0,5
130,3.222222,1,5
110,15.888889,6.333334,5
144,0,0,5
150,0,0,5
154,4.666667,4.777778,5
144,0,0,5
62,11.444445,3.777778,5
131,0,0,5
58,14.555555,6,5
112,43.666668,27,5
141,0.222222,0,5
93,29.555555,16.555555,5
95,10.777778,5.333334,5
149,0,0,5
111,35.88889,25.777779,5
134,4.666667,0.666667,5
152,0,0,5
93,22.88889,10.444445,5
129,2.555556,1.888889,5
140,3.333333,2.666667,5
90,24.444445,13.222222,5
61,12.222222,4.333334,5
152,0,0,5
91,34.88889,19.555555,5
57,20.88889,13.888889,5
110,39.333336,28.333334,5
115,40.11111,25.222221,5
131,2.777778,0.666667,5
135,37,22.11111,5
130,2.888889,0,5
35,19.222221,10.888889,5
135,43.11111,26.444445,5
94,3.222222,0.111111,5
137,1.777778,0.111111,5
84,31.333334,19.777779,5
113,27.88889,18.777779,5
107,25.777779,12.666667,5
115,2.888889,0.333333,5
135,10.444445,4.222222,5
140,0.777778,0.222222,5
91,20.666668,8.222222,5
98,30.444445,17.222223,5
153,13.444445,6.222222,5
133,5,1.888889,5
58,14.111111,5.333334,5
154,3.555556,0.666667,5
65,14.333333,6.333334,5
142,3.555556,0,5
140,6.111111,1.222222,5
116,23.222221,13.777778,5
133,9,3.444444,5
90,15,7.555555,5
86,20.444445,8,5
147,0,0,5
112,23.88889,12.555555,5
137,1.777778,0.111111,5
89,24.555555,13.444445,5
139,8.555555,2.111111,5
145,1.222222,0.111111,5
143,1.777778,0,5
91,21,11.333333,5
61,12.222222,4.333334,5
131,0,0,5
145,5.777778,2.111111,5
139,9.555555,2.888889,5
154,1.222222,0.222222,5
140,9.444445,3.555556,5
153,1.111111,0,5
154,0.222222,0,5
151,0.333333,0,5
148,0.111111,0,5
141,0,0,5
85,26.88889,15.333333,5
119,40.333336,24.88889,5
67,1.111111,0.333333,5
110,39.333336,28.333334,5
142,0,0,5
93,28.88889,15.666667,5
152,2.888889,0.666667,5
36,13.666667,5.111111,5
135,0.444444,0,5
113,37,26.11111,5
131,3.666667,0.111111,5
62,11.444445,3.777778,5
130,3,0.777778,5
152,2.333334,0.777778,5
84,24.88889,13.666667,5
96,28.444445,15.111111,5
92,20.555555,8.111112,5
111,26.222221,16.222223,5
153,0,0,5
134,11.222222,5,5
135,3,0,5
62,11.444445,3.666667,5
138,3.111111,0,5
137,6.333334,1.444444,5
136,5.777778,0.888889,5
86,10.888889,4.555555,5
62,11.444445,3.666667,5
136,10.666667,4.222222,5
144,0,0,5
133,16.666668,6.666666,5
110,40.444443,24.444445,5
85,26.88889,15.333333,5
152,2.333334,0.777778,5
91,9.777778,3.666667,5
36,0,0,5
89,4.111111,0.555556,5
134,6.444445,1.333333,5
154,1.888889,0,5
62,13.111111,4.777778,5
131,1.888889,0.222222,5
93,5.444445,0.888889,5
63,14,6.555555,5
89,24.555555,13.444445,5
108,20.555555,11.666667,5
90,25.777779,12.333333,5
108,30.444445,20.666668,5
145,0,0,5
141,0.111111,0,5
154,3,1,5
152,5.777778,2.333334,5
154,0,0,5
135,3.333333,0.111111,5
90,11.222222,3.888889,5
140,5,2,5
142,3.666667,0.888889,5
95,2.555556,1.777778,5
90,12.111111,4.333334,5
139,3.888889,0,5
89,33.555557,18,5
154,13.888889,6.333334,5
80,23.222221,12.444445,5
82,21.666666,12.111111,5
88,21.11111,8.111112,5
145,0,0,5
112,32.333336,19.333334,5
149,0,0,5
94,28.666666,15.666667,5
135,1.444444,0,5
34,20.88889,10.555555,5
115,2.888889,0.333333,5
113,34.88889,25.777779,5
130,0,0,5
131,0.666667,0,5
13,15.888889,5.888889,5
155,12.888889,6.666666,5
141,2.333334,0,5
141,1.777778,0,5
144,0,0,5
138,19.222221,9.111111,5
143,0,0,5
144,1.666667,0.111111,5
144,0,0,5
134,3.888889,0.666667,5
135,4.888889,0.888889,5
89,24.444445,13.111111,5
105,19.777779,13.111111,5
68,10.333334,4.666667,5
185,61.333332,43.88889,6
185,73.44444,51.77778,6
188,74.888885,52.555557,6
194,55.444443,39.555557,6
175,41,29,6
193,61.22222,42.77778,6
196,75.66667,54.11111,6
188,36.444443,26.555555,6
180,77.55556,53.77778,6
192,65,48,6
193,78.77778,54.555557,6
185,37,27.88889,6
200,72.66667,50.88889,6
177,63.11111,43.77778,6
200,56.555557,40.444443,6
190,75.55556,52.333332,6
180,37.77778,27.88889,6
191,75.22222,51.22222,6
209,60.77778,42.555557,6
204,71.22222,49.666668,6
161,52.22222,37.88889,6
199,69.22222,47.77778,6
184,38,28.333334,6
175,72.77778,50,6
182,54.333332,39,6
201,53.88889,38.77778,6
176,71.44444,48.88889,6
204,72,50.22222,6
161,49.666668,36.333336,6
190,58.666668,41.333336,6
184,37.11111,28,6
183,67.77778,47.22222,6
203,71.66667,51.333332,6
187,60.11111,41.666668,6
191,74.77778,51.555557,6
195,76.55556,53.555557,6
188,62.11111,43.444443,6
208,70.333336,48.333332,6
194,76.111115,52.77778,6
194,61.666668,43.11111,6
161,51.444443,38.22222,6
202,71,51,6
193,63,45.666668,6
161,51.666668,38.555557,6
160,51.77778,36.77778,6
193,50.666668,36.555557,6
172,51.22222,37.77778,6
180,59,42.555557,6
191,76.66667,53.555557,6
183,69.66667,47.88889,6
172,50.333332,37.77778,6
202,71.55556,50.22222,6
204,69.22222,48.666668,6
191,58.666668,42.11111,6
177,59.333332,41.666668,6
185,60.666668,42.444443,6
201,49,36.11111,6
186,59.88889,41.666668,6
200,69,47.22222,6
191,76.22222,52.11111,6
162,49.22222,37,6
179,44.11111,31,6
189,73.333336,50.77778,6
182,42.22222,29.777779,6
179,59.77778,42.88889,6
182,42.88889,30.444445,6
190,64.55556,45.333332,6
195,58.88889,41.77778,6
185,58.22222,41.333336,6
163,48.555557,37.77778,6
189,74.888885,51.444443,6
200,70.22222,49.11111,6
182,52.555557,37.77778,6
182,52.88889,37.666668,6
184,38.77778,28,6
189,60.88889,43,6
199,69.77778,48.11111,6
172,54.666668,39.333336,6
207,70.111115,49.88889,6
188,36.444443,26.555555,6
161,51.22222,38.11111,6
191,78.111115,53.555557,6
176,75.66667,51.88889,6
185,57.333332,42.444443,6
182,42.88889,30.444445,6
202,76,53.88889,6
181,56.88889,40.77778,6
181,49.555557,36.444443,6
162,50.555557,38.22222,6
186,58.88889,41.77778,6
195,70.111115,49.88889,6
200,76.44444,52.555557,6
190,63.22222,45.11111,6
162,49.444443,37.444443,6
161,52.22222,37.88889,6
195,60.666668,42.666668,6
192,76.44444,52.555557,6
163,48,37.444443,6
190,40.11111,26.88889,6
206,72.111115,50.333332,6
176,62.333332,44,6
193,76.55556,54,6
194,72.55556,52.11111,6
195,58.88889,41.77778,6
189,35.22222,25.666666,6
186,37.88889,26.88889,6
190,66.88889,46.555557,6
187,74.111115,51.333332,6
176,67.66667,46.22222,6
159,46.22222,32.333336,6
186,43.88889,30.777779,6
186,65.88889,46.22222,6
197,77.77778,55.666668,6
163,51.333332,38.22222,6
197,69.55556,47.666668,6
192,72.111115,48.77778,6
201,49,36.11111,6
186,60.22222,44.333332,6
182,42.22222,29.777779,6
197,62.22222,44.11111,6
197,61.444443,43.444443,6
188,61.444443,43.333332,6
203,67.111115,47.77778,6
175,72.66667,50,6
181,74.22222,50.666668,6
196,58.22222,41.22222,6
191,79.22222,54.666668,6
193,76.55556,54,6
185,60.666668,42.444443,6
181,68.77778,48.22222,6
182,35.444447,26.666666,6
196,57.11111,40.666668,6
190,60.666668,43,6
171,57.22222,39.555557,6
190,57.77778,40.88889,6
195,59.22222,42,6
184,62.333332,43.555557,6
182,67.22222,46.77778,6
210,64.333336,44.11111,6
159,46.22222,32.333336,6
185,69.88889,49,6
188,76.55556,54,6
182,73.333336,50.666668,6
188,41.333336,29,6
178,75.22222,51.22222,6
183,52,37.333336,6
174,73.22222,49.88889,6
189,38,27.666666,6
189,72.44444,51.444443,6
200,70.22222,48.666668,6
179,62.11111,43.77778,6
193,74.888885,52.77778,6
192,72,50.555557,6
191,59.77778,43.11111,6
187,74.77778,52.88889,6
190,65,45.77778,6
182,68.111115,47.22222,6
187,60.88889,42.88889,6
189,77.55556,53.88889,6
196,63.333332,44.77778,6
187,69.66667,48.88889,6
174,70.88889,48.22222,6
176,61,43,6
188,38,26.555555,6
190,60,42.444443,6
180,36.333336,27.333334,6
189,29.333334,20.333334,6
177,40.666668,29,6
201,76.44444,53.555557,6
193,55.333332,39.444443,6
188,38.11111,26.666666,6
160,55.333332,36.666668,6
184,69,48.555557,6
161,49.666668,36.333336,6
182,56.333332,40.11111,6
196,65.66667,47,6
183,65.111115,45.333332,6
186,63.666668,45.11111,6
188,61.77778,42.666668,6
207,64.88889,45.444443,6
193,50.666668,36.555557,6
184,58.666668,42.22222,6
183,66.55556,46.666668,6
197,77.77778,55.666668,6
193,75.111115,52.11111,6
177,61,42.333336,6
186,59.88889,41.666668,6
177,40.333336,28.555555,6
188,69.111115,48.555557,6
186,61.333332,42.555557,6
195,58.77778,41.77778,6
162,54.666668,40.11111,6
176,67.66667,46.22222,6
184,38,28.333334,6
162,51.333332,38.77778,6
185,71.111115,50,6
192,57.666668,40.333336,6
186,61.11111,42.333336,6
190,62.333332,44.11111,6
196,58.555557,41.444443,6
199,71,49.444443,6
194,71.55556,52.444443,6
200,67.333336,46.88889,6
189,36.333336,26.555555,6
200,69.66667,49,6
178,41.88889,29.444445,6
190,66.88889,46.555557,6
163,47.77778,36.555557,6
180,62.333332,43.666668,6
183,39.11111,28.222221,6
182,69.111115,48.333332,6
189,36.555557,25.555555,6
189,63.333332,44.22222,6
201,67.22222,46.77778,6
190,71.111115,51.555557,6
203,67.66667,46.666668,6
191,29.88889,22.444445,6
196,58.77778,41.88889,6
196,61.444443,43.88889,6
185,67.22222,46.88889,6
173,71.55556,48.88889,6
187,59.88889,41.555557,6
178,58.88889,42.333336,6
188,37.77778,26.555555,6
205,61.77778,44.11111,6
188,75.66667,53,6
189,40.666668,28.666666,6
197,68,47.666668,6
180,75.44444,51.555557,6
163,48,37.444443,6
195,59.666668,42.555557,6
198,71.888885,50.88889,6
188,62,43.77778,6
196,62.22222,43.666668,6
186,67.88889,47.88889,6
186,61.11111,42.555557,6
194,74.888885,53.22222,6
195,55.555557,40,6
182,42.88889,30.444445,6
163,47.555557,36.555557,6
193,75.111115,52.11111,6
183,66.55556,46.666668,6
198,61,42.333336,6
210,64.333336,44.11111,6
201,67.22222,46.77778,6
194,62.444443,43.666668,6
194,50.444443,36.333336,6
189,33,22.88889,6
176,62.11111,43.333332,6
176,62.666668,43.333332,6
191,74.77778,51.555557,6
210,62.22222,42.77778,6
194,61.666668,43.11111,6
202,74.888885,52.88889,6
181,75.66667,52.555557,6
196,79.111115,55.444443,6
180,59,42.555557,6
162,51.11111,37.88889,6
198,72.333336,50.77778,6
161,51.11111,37.333336,6
192,74.77778,51.333332,6
190,36.88889,25.88889,6
201,68.66667,49.22222,6
183,70,48.555557,6
171,56.333332,40,6
201,74,51.444443,6
197,61.555557,43,6
189,42.77778,29.444445,6
185,59.555557,43.11111,6
186,43.444443,30.333334,6
190,60.666668,43,6
205,69.77778,48.666668,6
162,50.11111,37.88889,6
176,75.66667,51.88889,6
193,72.55556,49.77778,6
185,55,39.22222,6
163,48.88889,38,6
186,60.444443,41.88889,6
195,58.555557,41.88889,6
197,62.22222,44.11111,6
200,55.77778,39.444443,6
187,59.88889,41.555557,6
189,40.333336,27.666666,6
185,39.666668,28.777779,6
194,49.77778,36.333336,6
165,42.88889,33.77778,6
187,71.44444,50,6
160,58.333332,39.22222,6
180,62.333332,43.666668,6
182,68.111115,47.555557,6
161,54.555557,39.666668,6
189,38.555557,28.222221,6
189,75.44444,53.77778,6
198,64.22222,45.22222,6
196,65,45.555557,6
182,72.55556,50.11111,6
176,67,45.444443,6
170,25.333334,30.88889,7
192,7.444445,13.777778,7
196,18.555555,24.666666,7
249,15.666667,23.666666,7
232,9,18.11111,7
241,7,11.888889,7
245,15,21.444445,7
202,14,19.777779,7
244,9.333334,17.11111,7
248,12.111111,17.666668,7
174,19.88889,29,7
191,5.444445,11.222222,7
191,14.888889,18.555555,7
163,16.666668,25.333334,7
162,17.333334,23.88889,7
162,24.11111,29.88889,7
169,18.666668,25,7
164,10.333334,14.444445,7
237,5.666666,11.777778,7
248,16.666668,26.444445,7
211,12.888889,17.222223,7
215,22.555555,29.444445,7
166,16.333334,22.222221,7
180,21.444445,27.222221,7
219,12,17.222223,7
173,15.555555,22.333334,7
236,16.666668,18.444445,7
216,13.222222,20.555555,7
162,15.888889,22.333334,7
200,5.888889,11.444445,7
164,15,14.333333,7
177,18.444445,24.555555,7
181,13.888889,21.444445,7
170,18.88889,24.666666,7
160,23.444445,28.555555,7
245,7.111111,14.666667,7
216,13.666667,19.11111,7
183,17.11111,23.222221,7
203,9,18.222221,7
243,12.111111,18,7
189,9.444445,18.777779,7
198,11.777778,19.777779,7
248,12.888889,18.222221,7
199,11.777778,19.88889,7
169,9.777778,18,7
208,14.888889,25.333334,7
185,17.11111,24.222221,7
232,7.222222,12.666667,7
218,7.333334,12.555555,7
243,4.888889,9.444445,7
158,22.222221,27.88889,7
172,30.11111,35.666668,7
212,6.777778,11.333333,7
175,23.777779,28.777779,7
208,16,21.555555,7
238,12.666667,17.444445,7
174,12.555555,17,7
210,16,22.666666,7
208,15,20.777779,7
246,19.666668,29.88889,7
214,4.777778,10.666667,7
191,5.444445,11.222222,7
204,16.88889,26,7
220,5,9.555555,7
227,14.444445,17.333334,7
238,16.555555,21.777779,7
169,18,19.88889,7
183,17.333334,23,7
245,6,7,7
211,12.333333,17.777779,7
195,13.333333,20.333334,7
249,21.222221,27.555555,7
185,9.777778,14.333333,7
161,14.333333,20.444445,7
193,14.222222,21,7
195,6.888889,12.333333,7
167,16.777779,13.777778,7
235,9.333334,15.777778,7
226,13,21.777779,7
208,12.222222,20,7
246,10.111111,8.555555,7
236,9.444445,14.333333,7
246,15.444445,22.88889,7
157,17.222223,23.88889,7
219,4.333334,8.333334,7
226,15.777778,24.222221,7
160,29.666666,33.333336,7
238,5.666666,12.444445,7
240,18.777779,27.333334,7
173,16.444445,24.777779,7
185,9.777778,17.555555,7
183,19,26,7
211,16.333334,23.11111,7
245,14.333333,21.222221,7
233,11.333333,19.555555,7
183,12.444445,21,7
221,12.444445,19.11111,7
211,7.666666,15.888889,7
222,6.666666,16.11111,7
249,13.111111,14.777778,7
226,11.888889,18.333334,7
187,9.666667,15.888889,7
180,18.11111,27.555555,7
182,14,23.333334,7
189,10.111111,16.444445,7
206,14.555555,20.11111,7
167,13.777778,17.11111,7
170,25.333334,30.88889,7
218,13.777778,19.11111,7
244,11.666667,17.222223,7
217,4.222222,9.666667,7
224,17.777779,27.555555,7
177,15.444445,20.777779,7
207,10.333334,16.555555,7
211,15.222222,18.666668,7
221,12.444445,19.11111,7
238,6.555555,13.888889,7
248,25.11111,32.333336,7
152,25.777779,29.666666,7
181,17.88889,23.88889,7
215,11.555555,16.444445,7
226,8,17.555555,7
224,11.888889,18.444445,7
233,8.333334,18.777779,7
233,11,15.777778,7
231,11.111111,17,7
186,10.777778,16.11111,7
210,12,17.444445,7
197,18.777779,27.555555,7
229,10.666667,14.666667,7
191,14.888889,18.555555,7
181,18.777779,25.11111,7
203,6.444445,15.444445,7
180,22,28.222221,7
246,14.333333,20,7
193,12.555555,19.11111,7
209,20.88889,29,7
195,13.333333,20.333334,7
232,12.333333,17,7
201,17.666668,25.11111,7
175,13.555555,20.11111,7
249,7.555555,10.111111,7
150,20,23.333334,7
184,9.888889,15.888889,7
222,13.111111,20.11111,7
196,10.444445,18.11111,7
224,13.333333,20.555555,7
229,13.555555,18.333334,7
223,4.666667,10.444445,7
237,4.222222,8.888889,7
194,16.666668,20.444445,7
190,17.555555,26.88889,7
244,7,9.555555,7
223,11.555555,20,7
239,9.666667,13.777778,7
183,12.444445,21,7
198,10.555555,16.333334,7
218,12.666667,17.777779,7
222,7.666666,11.777778,7
233,11.888889,17,7
203,17.666668,25.444445,7
249,15.333333,18.11111,7
186,11.777778,21.11111,7
201,5.555555,11.555555,7
219,10.222222,19.11111,7
197,4,9.888889,7
217,13.333333,18.88889,7
189,14.111111,23.222221,7
203,8.111112,16.88889,7
189,9.222222,18.666668,7
215,4.444445,11.222222,7
242,15.666667,17.444445,7
229,11.111111,18.777779,7
233,25.11111,33.444447,7
220,6.444445,11.555555,7
247,25.11111,19.555555,7
165,16.444445,22.666666,7
220,13.111111,19.222221,7
198,14.222222,20.777779,7
236,14.666667,22.222221,7
194,17.88889,26.11111,7
202,14.777778,18.555555,7
176,17,23.333334,7
177,21.444445,30.88889,7
215,22.555555,29.444445,7
187,10.333334,19.222221,7
165,14.111111,16.777779,7
161,17,25,7
164,19.11111,28.555555,7
178,18.11111,23.555555,7
168,23,31.444445,7
211,14.666667,20.666668,7
172,15,20.88889,7
195,8.555555,17.11111,7
243,12.111111,18,7
226,6.555555,11.222222,7
175,21.777779,28.666666,7
180,11.888889,17.777779,7
162,26.11111,29.555555,7
237,13,18.333334,7
190,17.11111,26.555555,7
157,18.666668,23.88889,7
235,24,32.555557,7
215,15.666667,21.444445,7
155,20.666668,29.333334,7
187,12.777778,19.666668,7
181,17.88889,23.88889,7
156,17.333334,24,7
173,15.555555,22.333334,7
185,18.222221,24.666666,7
199,15.444445,23.222221,7
197,9.555555,17.444445,7
215,15.444445,24.555555,7
172,16.333334,24.222221,7
186,18.222221,22,7
240,9.333334,17.333334,7
210,14.222222,19.88889,7
237,4.555555,8.777778,7
182,12.777778,23,7
236,16.666668,18.444445,7
229,17.88889,21.222221,7
201,7,16.333334,7
211,15.222222,18.666668,7
237,10,18.777779,7
188,14,19.88889,7
242,22.444445,30.555555,7
166,12.111111,16.777779,7
237,19.666668,29.444445,7
236,10.777778,17.222223,7
249,8.111112,15.888889,7
225,12.777778,21.333334,7
245,13.111111,18.444445,7
156,26,29.555555,7
170,16.88889,19.555555,7
216,14,22.555555,7
201,5.555555,11.555555,7
164,18.777779,25.555555,7
224,11.444445,19.222221,7
174,17.777779,24.333334,7
246,13.111111,20.444445,7
251,17.777779,22.777779,7
181,9.777778,16.222223,7
246,22.444445,34.11111,7
240,13,18.555555,7
201,14.888889,24.777779,7
187,16.222223,25.11111,7
148,16.88889,19,7
234,4.222222,11.111111,7
241,14,18.11111,7
169,15.666667,21.333334,7
215,14.333333,22.88889,7
209,9.222222,16.11111,7
220,5.333334,8.333334,7
184,9.888889,15.888889,7
181,18.444445,24,7
156,25.444445,28.333334,7
199,14.555555,17.88889,7
185,9.777778,17.555555,7
151,18.333334,23.444445,7
247,5.888889,12.444445,7
237,5.111111,11.222222,7
166,16.333334,22.222221,7
210,8.888889,17.333334,7
240,13,18.555555,7
223,12.888889,18.444445,7
182,18.11111,24.666666,7
184,11.333333,18.11111,7
176,19.777779,27.777779,7
227,11,17.444445,7
209,10.333334,16.88889,7
211,19.222221,26.222221,7
240,17.88889,28.555555,7
199,17.88889,21.555555,7
232,13.555555,19.333334,7
250,7.333334,13.777778,7
180,13.111111,18.777779,7
179,9.444445,16.222223,7
177,18.444445,24.555555,7
221,8.111112,18,7
235,15,18.222221,7
199,11.777778,19.88889,7
215,22.666666,30.666666,7
149,19.777779,22.777779,7
181,19.666668,28,7
176,19.777779,29,7
157,24.222221,29.444445,7
244,9.777778,11.666667,7
250,7.333334,13.777778,7
184,18.222221,24.88889,7
178,21.11111,30.11111,7
208,17.666668,24.555555,7
201,20.333334,26.88889,7
239,14.555555,18.666668,7
223,13.444445,22.88889,7
224,17.777779,27.555555,7
223,4.666667,10.444445,7
195,12.444445,20.11111,7
